context: New Year's response:	Another New Year
context: My resolution for this year?\I want to get to the nationals!\You like martial arts too much.\Why all the passion?\I guess because of my parents.\They were always practicing pro wrestling at night.\I guess you grew up innocent.\What about you, Hata? You have a resolution? response:	My resolution?
context: I want to get to the nationals!\You like martial arts too much.\Why all the passion?\I guess because of my parents.\They were always practicing pro wrestling at night.\I guess you grew up innocent.\What about you, Hata? You have a resolution?\My resolution? response:	I want to get a real exclusive story,
context: You like martial arts too much.\Why all the passion?\I guess because of my parents.\They were always practicing pro wrestling at night.\I guess you grew up innocent.\What about you, Hata? You have a resolution?\My resolution?\I want to get a real exclusive story, response:	but I think that'll be pretty hard.
context: Why all the passion?\I guess because of my parents.\They were always practicing pro wrestling at night.\I guess you grew up innocent.\What about you, Hata? You have a resolution?\My resolution?\I want to get a real exclusive story,\but I think that'll be pretty hard. response:	My readers are all high school students, too.
context: I guess because of my parents.\They were always practicing pro wrestling at night.\I guess you grew up innocent.\What about you, Hata? You have a resolution?\My resolution?\I want to get a real exclusive story,\but I think that'll be pretty hard.\My readers are all high school students, too. response:	Why's that?
context: They were always practicing pro wrestling at night.\I guess you grew up innocent.\What about you, Hata? You have a resolution?\My resolution?\I want to get a real exclusive story,\but I think that'll be pretty hard.\My readers are all high school students, too.\Why's that? response:	Kids like scandals regarding the relationships between men and women.
context: I guess you grew up innocent.\What about you, Hata? You have a resolution?\My resolution?\I want to get a real exclusive story,\but I think that'll be pretty hard.\My readers are all high school students, too.\Why's that?\Kids like scandals regarding the relationships between men and women. response:	What was it? People something other people's misfortune?
context: What about you, Hata? You have a resolution?\My resolution?\I want to get a real exclusive story,\but I think that'll be pretty hard.\My readers are all high school students, too.\Why's that?\Kids like scandals regarding the relationships between men and women.\What was it? People something other people's misfortune? response:	I'm sure that something's pretty salty, though.
context: My resolution?\I want to get a real exclusive story,\but I think that'll be pretty hard.\My readers are all high school students, too.\Why's that?\Kids like scandals regarding the relationships between men and women.\What was it? People something other people's misfortune?\I'm sure that something's pretty salty, though. response:	I mean, a man and woman is involved.
context: I want to get a real exclusive story,\but I think that'll be pretty hard.\My readers are all high school students, too.\Why's that?\Kids like scandals regarding the relationships between men and women.\What was it? People something other people's misfortune?\I'm sure that something's pretty salty, though.\I mean, a man and woman is involved. response:	It's enjoy.
context: but I think that'll be pretty hard.\My readers are all high school students, too.\Why's that?\Kids like scandals regarding the relationships between men and women.\What was it? People something other people's misfortune?\I'm sure that something's pretty salty, though.\I mean, a man and woman is involved.\It's enjoy. response:	She got there before I did.
context: My readers are all high school students, too.\Why's that?\Kids like scandals regarding the relationships between men and women.\What was it? People something other people's misfortune?\I'm sure that something's pretty salty, though.\I mean, a man and woman is involved.\It's enjoy.\She got there before I did. response:	Squid and Takatoshi!
context: Why's that?\Kids like scandals regarding the relationships between men and women.\What was it? People something other people's misfortune?\I'm sure that something's pretty salty, though.\I mean, a man and woman is involved.\It's enjoy.\She got there before I did.\Squid and Takatoshi! response:	Squid
context: Kids like scandals regarding the relationships between men and women.\What was it? People something other people's misfortune?\I'm sure that something's pretty salty, though.\I mean, a man and woman is involved.\It's enjoy.\She got there before I did.\Squid and Takatoshi!\Squid response:	Takatoshi
context: What was it? People something other people's misfortune?\I'm sure that something's pretty salty, though.\I mean, a man and woman is involved.\It's enjoy.\She got there before I did.\Squid and Takatoshi!\Squid\Takatoshi response:	Nude!
context: I'm sure that something's pretty salty, though.\I mean, a man and woman is involved.\It's enjoy.\She got there before I did.\Squid and Takatoshi!\Squid\Takatoshi\Nude! response:	Nude!
context: I mean, a man and woman is involved.\It's enjoy.\She got there before I did.\Squid and Takatoshi!\Squid\Takatoshi\Nude!\Nude! response:	Squid Takatoshi Nude! 6
context: It's enjoy.\She got there before I did.\Squid and Takatoshi!\Squid\Takatoshi\Nude!\Nude!\Squid Takatoshi Nude! 6 response:	Sei to kai Ya ku ind omo
context: She got there before I did.\Squid and Takatoshi!\Squid\Takatoshi\Nude!\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo response:	What is it?!
context: Squid and Takatoshi!\Squid\Takatoshi\Nude!\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\What is it?! response:	Don't move, Hagimura!
context: Squid\Takatoshi\Nude!\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\What is it?!\Don't move, Hagimura! response:	This is fake slim*.
context: Takatoshi\Nude!\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\What is it?!\Don't move, Hagimura!\This is fake slim*. response:	Continued in the latter half
context: Nude!\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\What is it?!\Don't move, Hagimura!\This is fake slim*.\Continued in the latter half response:	It's cold.
context: Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\What is it?!\Don't move, Hagimura!\This is fake slim*.\Continued in the latter half\It's cold. response:	Really cold.
context: Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\What is it?!\Don't move, Hagimura!\This is fake slim*.\Continued in the latter half\It's cold.\Really cold. response:	You two don't have it together.
context: Sei to kai Ya ku ind omo\What is it?!\Don't move, Hagimura!\This is fake slim*.\Continued in the latter half\It's cold.\Really cold.\You two don't have it together. response:	Kids play outdoors in the cold, and they don't have problems.
context: What is it?!\Don't move, Hagimura!\This is fake slim*.\Continued in the latter half\It's cold.\Really cold.\You two don't have it together.\Kids play outdoors in the cold, and they don't have problems. response:	We're in high school now, so we're not kids.
context: Don't move, Hagimura!\This is fake slim*.\Continued in the latter half\It's cold.\Really cold.\You two don't have it together.\Kids play outdoors in the cold, and they don't have problems.\We're in high school now, so we're not kids. response:	Yeah.
context: This is fake slim*.\Continued in the latter half\It's cold.\Really cold.\You two don't have it together.\Kids play outdoors in the cold, and they don't have problems.\We're in high school now, so we're not kids.\Yeah. response:	We might even be sent here by the wind god himself.
context: Continued in the latter half\It's cold.\Really cold.\You two don't have it together.\Kids play outdoors in the cold, and they don't have problems.\We're in high school now, so we're not kids.\Yeah.\We might even be sent here by the wind god himself. response:	You don't sound like a high schooler.
context: It's cold.\Really cold.\You two don't have it together.\Kids play outdoors in the cold, and they don't have problems.\We're in high school now, so we're not kids.\Yeah.\We might even be sent here by the wind god himself.\You don't sound like a high schooler. response:	Setiokai Yakuindomo
context: Really cold.\You two don't have it together.\Kids play outdoors in the cold, and they don't have problems.\We're in high school now, so we're not kids.\Yeah.\We might even be sent here by the wind god himself.\You don't sound like a high schooler.\Setiokai Yakuindomo response:	What it takes to stand above someone
context: You two don't have it together.\Kids play outdoors in the cold, and they don't have problems.\We're in high school now, so we're not kids.\Yeah.\We might even be sent here by the wind god himself.\You don't sound like a high schooler.\Setiokai Yakuindomo\What it takes to stand above someone response:	Hmm...
context: Kids play outdoors in the cold, and they don't have problems.\We're in high school now, so we're not kids.\Yeah.\We might even be sent here by the wind god himself.\You don't sound like a high schooler.\Setiokai Yakuindomo\What it takes to stand above someone\Hmm... response:	It feels weird wearing new shoes.
context: We're in high school now, so we're not kids.\Yeah.\We might even be sent here by the wind god himself.\You don't sound like a high schooler.\Setiokai Yakuindomo\What it takes to stand above someone\Hmm...\It feels weird wearing new shoes. response:	Wearing shoes that don't fit gives you blisters.
context: Yeah.\We might even be sent here by the wind god himself.\You don't sound like a high schooler.\Setiokai Yakuindomo\What it takes to stand above someone\Hmm...\It feels weird wearing new shoes.\Wearing shoes that don't fit gives you blisters. response:	Oh, good morning.
context: We might even be sent here by the wind god himself.\You don't sound like a high schooler.\Setiokai Yakuindomo\What it takes to stand above someone\Hmm...\It feels weird wearing new shoes.\Wearing shoes that don't fit gives you blisters.\Oh, good morning. response:	Hi there.
context: You don't sound like a high schooler.\Setiokai Yakuindomo\What it takes to stand above someone\Hmm...\It feels weird wearing new shoes.\Wearing shoes that don't fit gives you blisters.\Oh, good morning.\Hi there. response:	Hey.
context: Setiokai Yakuindomo\What it takes to stand above someone\Hmm...\It feels weird wearing new shoes.\Wearing shoes that don't fit gives you blisters.\Oh, good morning.\Hi there.\Hey. response:	And if you rub that area, it'll get stiff.
context: What it takes to stand above someone\Hmm...\It feels weird wearing new shoes.\Wearing shoes that don't fit gives you blisters.\Oh, good morning.\Hi there.\Hey.\And if you rub that area, it'll get stiff. response:	I didn't think I'd get to say something
context: Hmm...\It feels weird wearing new shoes.\Wearing shoes that don't fit gives you blisters.\Oh, good morning.\Hi there.\Hey.\And if you rub that area, it'll get stiff.\I didn't think I'd get to say something response:	like that so early in the morning.
context: It feels weird wearing new shoes.\Wearing shoes that don't fit gives you blisters.\Oh, good morning.\Hi there.\Hey.\And if you rub that area, it'll get stiff.\I didn't think I'd get to say something\like that so early in the morning. response:	This world works wonders.
context: Wearing shoes that don't fit gives you blisters.\Oh, good morning.\Hi there.\Hey.\And if you rub that area, it'll get stiff.\I didn't think I'd get to say something\like that so early in the morning.\This world works wonders. response:	And you're thinking about that this early?
context: Oh, good morning.\Hi there.\Hey.\And if you rub that area, it'll get stiff.\I didn't think I'd get to say something\like that so early in the morning.\This world works wonders.\And you're thinking about that this early? response:	Lunch
context: Hi there.\Hey.\And if you rub that area, it'll get stiff.\I didn't think I'd get to say something\like that so early in the morning.\This world works wonders.\And you're thinking about that this early?\Lunch response:	It's so cold, my lunch got all cold, too.
context: Hey.\And if you rub that area, it'll get stiff.\I didn't think I'd get to say something\like that so early in the morning.\This world works wonders.\And you're thinking about that this early?\Lunch\It's so cold, my lunch got all cold, too. response:	Yeesh, it's a little bland.
context: And if you rub that area, it'll get stiff.\I didn't think I'd get to say something\like that so early in the morning.\This world works wonders.\And you're thinking about that this early?\Lunch\It's so cold, my lunch got all cold, too.\Yeesh, it's a little bland. response:	Chomp
context: I didn't think I'd get to say something\like that so early in the morning.\This world works wonders.\And you're thinking about that this early?\Lunch\It's so cold, my lunch got all cold, too.\Yeesh, it's a little bland.\Chomp response:	Rice tastes better right after it's made.
context: like that so early in the morning.\This world works wonders.\And you're thinking about that this early?\Lunch\It's so cold, my lunch got all cold, too.\Yeesh, it's a little bland.\Chomp\Rice tastes better right after it's made. response:	Clothes are better right after they're taken off too, right?
context: This world works wonders.\And you're thinking about that this early?\Lunch\It's so cold, my lunch got all cold, too.\Yeesh, it's a little bland.\Chomp\Rice tastes better right after it's made.\Clothes are better right after they're taken off too, right? response:	Don't look at me like I gave you that idea at some point.
context: And you're thinking about that this early?\Lunch\It's so cold, my lunch got all cold, too.\Yeesh, it's a little bland.\Chomp\Rice tastes better right after it's made.\Clothes are better right after they're taken off too, right?\Don't look at me like I gave you that idea at some point. response:	Yeah, that's true.
context: Lunch\It's so cold, my lunch got all cold, too.\Yeesh, it's a little bland.\Chomp\Rice tastes better right after it's made.\Clothes are better right after they're taken off too, right?\Don't look at me like I gave you that idea at some point.\Yeah, that's true. response:	Prez, that's mine...
context: It's so cold, my lunch got all cold, too.\Yeesh, it's a little bland.\Chomp\Rice tastes better right after it's made.\Clothes are better right after they're taken off too, right?\Don't look at me like I gave you that idea at some point.\Yeah, that's true.\Prez, that's mine... response:	Oh, sorry.
context: Yeesh, it's a little bland.\Chomp\Rice tastes better right after it's made.\Clothes are better right after they're taken off too, right?\Don't look at me like I gave you that idea at some point.\Yeah, that's true.\Prez, that's mine...\Oh, sorry. response:	I almost had an indirect kiss there.
context: Chomp\Rice tastes better right after it's made.\Clothes are better right after they're taken off too, right?\Don't look at me like I gave you that idea at some point.\Yeah, that's true.\Prez, that's mine...\Oh, sorry.\I almost had an indirect kiss there. response:	I wonder if he wore your panties on his head,
context: Rice tastes better right after it's made.\Clothes are better right after they're taken off too, right?\Don't look at me like I gave you that idea at some point.\Yeah, that's true.\Prez, that's mine...\Oh, sorry.\I almost had an indirect kiss there.\I wonder if he wore your panties on his head, response:	if that'd also be an indirect kiss of a different type,
context: Clothes are better right after they're taken off too, right?\Don't look at me like I gave you that idea at some point.\Yeah, that's true.\Prez, that's mine...\Oh, sorry.\I almost had an indirect kiss there.\I wonder if he wore your panties on his head,\if that'd also be an indirect kiss of a different type, response:	his lip* and your puss*.
context: Don't look at me like I gave you that idea at some point.\Yeah, that's true.\Prez, that's mine...\Oh, sorry.\I almost had an indirect kiss there.\I wonder if he wore your panties on his head,\if that'd also be an indirect kiss of a different type,\his lip* and your puss*. response:	I don't know if that helps.
context: Yeah, that's true.\Prez, that's mine...\Oh, sorry.\I almost had an indirect kiss there.\I wonder if he wore your panties on his head,\if that'd also be an indirect kiss of a different type,\his lip* and your puss*.\I don't know if that helps. response:	I'm thinking of trying to get a manager.
context: Prez, that's mine...\Oh, sorry.\I almost had an indirect kiss there.\I wonder if he wore your panties on his head,\if that'd also be an indirect kiss of a different type,\his lip* and your puss*.\I don't know if that helps.\I'm thinking of trying to get a manager. response:	It's hard to manage everything with so many members.
context: Oh, sorry.\I almost had an indirect kiss there.\I wonder if he wore your panties on his head,\if that'd also be an indirect kiss of a different type,\his lip* and your puss*.\I don't know if that helps.\I'm thinking of trying to get a manager.\It's hard to manage everything with so many members. response:	I see. So, what's up?
context: I almost had an indirect kiss there.\I wonder if he wore your panties on his head,\if that'd also be an indirect kiss of a different type,\his lip* and your puss*.\I don't know if that helps.\I'm thinking of trying to get a manager.\It's hard to manage everything with so many members.\I see. So, what's up? response:	I want to create some fliers,
context: I wonder if he wore your panties on his head,\if that'd also be an indirect kiss of a different type,\his lip* and your puss*.\I don't know if that helps.\I'm thinking of trying to get a manager.\It's hard to manage everything with so many members.\I see. So, what's up?\I want to create some fliers, response:	but I'm not good at writing up stuff like that.
context: if that'd also be an indirect kiss of a different type,\his lip* and your puss*.\I don't know if that helps.\I'm thinking of trying to get a manager.\It's hard to manage everything with so many members.\I see. So, what's up?\I want to create some fliers,\but I'm not good at writing up stuff like that. response:	Do you think you could write up something for me?
context: his lip* and your puss*.\I don't know if that helps.\I'm thinking of trying to get a manager.\It's hard to manage everything with so many members.\I see. So, what's up?\I want to create some fliers,\but I'm not good at writing up stuff like that.\Do you think you could write up something for me? response:	I don't mind,
context: I don't know if that helps.\I'm thinking of trying to get a manager.\It's hard to manage everything with so many members.\I see. So, what's up?\I want to create some fliers,\but I'm not good at writing up stuff like that.\Do you think you could write up something for me?\I don't mind, response:	but I think you should work on that for your own benefit.
context: I'm thinking of trying to get a manager.\It's hard to manage everything with so many members.\I see. So, what's up?\I want to create some fliers,\but I'm not good at writing up stuff like that.\Do you think you could write up something for me?\I don't mind,\but I think you should work on that for your own benefit. response:	I agree.
context: It's hard to manage everything with so many members.\I see. So, what's up?\I want to create some fliers,\but I'm not good at writing up stuff like that.\Do you think you could write up something for me?\I don't mind,\but I think you should work on that for your own benefit.\I agree. response:	I have until I have to send a letter to my parents for my wedding.
context: I see. So, what's up?\I want to create some fliers,\but I'm not good at writing up stuff like that.\Do you think you could write up something for me?\I don't mind,\but I think you should work on that for your own benefit.\I agree.\I have until I have to send a letter to my parents for my wedding. response:	I guess that's a nice goal...
context: I want to create some fliers,\but I'm not good at writing up stuff like that.\Do you think you could write up something for me?\I don't mind,\but I think you should work on that for your own benefit.\I agree.\I have until I have to send a letter to my parents for my wedding.\I guess that's a nice goal... response:	Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!
context: but I'm not good at writing up stuff like that.\Do you think you could write up something for me?\I don't mind,\but I think you should work on that for your own benefit.\I agree.\I have until I have to send a letter to my parents for my wedding.\I guess that's a nice goal...\Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school! response:	Maybe I'll give it a try.
context: Do you think you could write up something for me?\I don't mind,\but I think you should work on that for your own benefit.\I agree.\I have until I have to send a letter to my parents for my wedding.\I guess that's a nice goal...\Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!\Maybe I'll give it a try. response:	Seriously?
context: I don't mind,\but I think you should work on that for your own benefit.\I agree.\I have until I have to send a letter to my parents for my wedding.\I guess that's a nice goal...\Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!\Maybe I'll give it a try.\Seriously? response:	Yeah.
context: but I think you should work on that for your own benefit.\I agree.\I have until I have to send a letter to my parents for my wedding.\I guess that's a nice goal...\Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!\Maybe I'll give it a try.\Seriously?\Yeah. response:	Not in a club
context: I agree.\I have until I have to send a letter to my parents for my wedding.\I guess that's a nice goal...\Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!\Maybe I'll give it a try.\Seriously?\Yeah.\Not in a club response:	I meet the requirements, too.
context: I have until I have to send a letter to my parents for my wedding.\I guess that's a nice goal...\Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!\Maybe I'll give it a try.\Seriously?\Yeah.\Not in a club\I meet the requirements, too. response:	I'm not in a club.
context: I guess that's a nice goal...\Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!\Maybe I'll give it a try.\Seriously?\Yeah.\Not in a club\I meet the requirements, too.\I'm not in a club. response:	No experience needed
context: Ousai Judo Team Looking for a manager Come to the dojo if you're interested. Someone not currently in a club! No experience needed! Someone who wants to do something memorable in high school!\Maybe I'll give it a try.\Seriously?\Yeah.\Not in a club\I meet the requirements, too.\I'm not in a club.\No experience needed response:	I'm a virg*n.
context: Maybe I'll give it a try.\Seriously?\Yeah.\Not in a club\I meet the requirements, too.\I'm not in a club.\No experience needed\I'm a virg*n. response:	You're not doing it. I'm making that decision now.
context: Seriously?\Yeah.\Not in a club\I meet the requirements, too.\I'm not in a club.\No experience needed\I'm a virg*n.\You're not doing it. I'm making that decision now. response:	Always come in from behind
context: Yeah.\Not in a club\I meet the requirements, too.\I'm not in a club.\No experience needed\I'm a virg*n.\You're not doing it. I'm making that decision now.\Always come in from behind response:	Opinions are split about how practice is going to continue
context: Not in a club\I meet the requirements, too.\I'm not in a club.\No experience needed\I'm a virg*n.\You're not doing it. I'm making that decision now.\Always come in from behind\Opinions are split about how practice is going to continue response:	Everyone,
context: I meet the requirements, too.\I'm not in a club.\No experience needed\I'm a virg*n.\You're not doing it. I'm making that decision now.\Always come in from behind\Opinions are split about how practice is going to continue\Everyone, response:	I have three arrows here that Archery didn't need.
context: I'm not in a club.\No experience needed\I'm a virg*n.\You're not doing it. I'm making that decision now.\Always come in from behind\Opinions are split about how practice is going to continue\Everyone,\I have three arrows here that Archery didn't need. response:	Watch this...
context: No experience needed\I'm a virg*n.\You're not doing it. I'm making that decision now.\Always come in from behind\Opinions are split about how practice is going to continue\Everyone,\I have three arrows here that Archery didn't need.\Watch this... response:	Snap
context: I'm a virg*n.\You're not doing it. I'm making that decision now.\Always come in from behind\Opinions are split about how practice is going to continue\Everyone,\I have three arrows here that Archery didn't need.\Watch this...\Snap response:	Everyone follow me!
context: You're not doing it. I'm making that decision now.\Always come in from behind\Opinions are split about how practice is going to continue\Everyone,\I have three arrows here that Archery didn't need.\Watch this...\Snap\Everyone follow me! response:	Right!
context: Always come in from behind\Opinions are split about how practice is going to continue\Everyone,\I have three arrows here that Archery didn't need.\Watch this...\Snap\Everyone follow me!\Right! response:	She persuaded them by force...
context: Opinions are split about how practice is going to continue\Everyone,\I have three arrows here that Archery didn't need.\Watch this...\Snap\Everyone follow me!\Right!\She persuaded them by force... response:	Let's get a pork rice bowl on the way back.
context: Everyone,\I have three arrows here that Archery didn't need.\Watch this...\Snap\Everyone follow me!\Right!\She persuaded them by force...\Let's get a pork rice bowl on the way back. response:	Right!
context: I have three arrows here that Archery didn't need.\Watch this...\Snap\Everyone follow me!\Right!\She persuaded them by force...\Let's get a pork rice bowl on the way back.\Right! response:	Hey
context: Watch this...\Snap\Everyone follow me!\Right!\She persuaded them by force...\Let's get a pork rice bowl on the way back.\Right!\Hey response:	Hey, you can't go eat right after you get out of school.
context: Snap\Everyone follow me!\Right!\She persuaded them by force...\Let's get a pork rice bowl on the way back.\Right!\Hey\Hey, you can't go eat right after you get out of school. response:	Growl
context: Everyone follow me!\Right!\She persuaded them by force...\Let's get a pork rice bowl on the way back.\Right!\Hey\Hey, you can't go eat right after you get out of school.\Growl response:	We have a reason.
context: Right!\She persuaded them by force...\Let's get a pork rice bowl on the way back.\Right!\Hey\Hey, you can't go eat right after you get out of school.\Growl\We have a reason. response:	We have a practice match tomorrow.
context: She persuaded them by force...\Let's get a pork rice bowl on the way back.\Right!\Hey\Hey, you can't go eat right after you get out of school.\Growl\We have a reason.\We have a practice match tomorrow. response:	I see...
context: Let's get a pork rice bowl on the way back.\Right!\Hey\Hey, you can't go eat right after you get out of school.\Growl\We have a reason.\We have a practice match tomorrow.\I see... response:	So you're going to have pork so you don't pork it up.
context: Right!\Hey\Hey, you can't go eat right after you get out of school.\Growl\We have a reason.\We have a practice match tomorrow.\I see...\So you're going to have pork so you don't pork it up. response:	I'll give you this so you'll be safe.
context: Hey\Hey, you can't go eat right after you get out of school.\Growl\We have a reason.\We have a practice match tomorrow.\I see...\So you're going to have pork so you don't pork it up.\I'll give you this so you'll be safe. response:	I'm sad I get where you're going with this.
context: Hey, you can't go eat right after you get out of school.\Growl\We have a reason.\We have a practice match tomorrow.\I see...\So you're going to have pork so you don't pork it up.\I'll give you this so you'll be safe.\I'm sad I get where you're going with this. response:	They say pork will put hair on your back.
context: Growl\We have a reason.\We have a practice match tomorrow.\I see...\So you're going to have pork so you don't pork it up.\I'll give you this so you'll be safe.\I'm sad I get where you're going with this.\They say pork will put hair on your back. response:	It's cold again today.
context: We have a reason.\We have a practice match tomorrow.\I see...\So you're going to have pork so you don't pork it up.\I'll give you this so you'll be safe.\I'm sad I get where you're going with this.\They say pork will put hair on your back.\It's cold again today. response:	No one catch a cold.
context: We have a practice match tomorrow.\I see...\So you're going to have pork so you don't pork it up.\I'll give you this so you'll be safe.\I'm sad I get where you're going with this.\They say pork will put hair on your back.\It's cold again today.\No one catch a cold. response:	Don't shake your covers off while you're sleeping, or something.
context: I see...\So you're going to have pork so you don't pork it up.\I'll give you this so you'll be safe.\I'm sad I get where you're going with this.\They say pork will put hair on your back.\It's cold again today.\No one catch a cold.\Don't shake your covers off while you're sleeping, or something. response:	Everyone here is a heavy sleeper, so I don't think that'd happen.
context: So you're going to have pork so you don't pork it up.\I'll give you this so you'll be safe.\I'm sad I get where you're going with this.\They say pork will put hair on your back.\It's cold again today.\No one catch a cold.\Don't shake your covers off while you're sleeping, or something.\Everyone here is a heavy sleeper, so I don't think that'd happen. response:	Bang
context: I'll give you this so you'll be safe.\I'm sad I get where you're going with this.\They say pork will put hair on your back.\It's cold again today.\No one catch a cold.\Don't shake your covers off while you're sleeping, or something.\Everyone here is a heavy sleeper, so I don't think that'd happen.\Bang response:	I heard that!
context: I'm sad I get where you're going with this.\They say pork will put hair on your back.\It's cold again today.\No one catch a cold.\Don't shake your covers off while you're sleeping, or something.\Everyone here is a heavy sleeper, so I don't think that'd happen.\Bang\I heard that! response:	How do you know how well everyone sleeps?!
context: They say pork will put hair on your back.\It's cold again today.\No one catch a cold.\Don't shake your covers off while you're sleeping, or something.\Everyone here is a heavy sleeper, so I don't think that'd happen.\Bang\I heard that!\How do you know how well everyone sleeps?! response:	How do you think we know?
context: It's cold again today.\No one catch a cold.\Don't shake your covers off while you're sleeping, or something.\Everyone here is a heavy sleeper, so I don't think that'd happen.\Bang\I heard that!\How do you know how well everyone sleeps?!\How do you think we know? response:	Yeah, you need to tell us in detail.
context: No one catch a cold.\Don't shake your covers off while you're sleeping, or something.\Everyone here is a heavy sleeper, so I don't think that'd happen.\Bang\I heard that!\How do you know how well everyone sleeps?!\How do you think we know?\Yeah, you need to tell us in detail. response:	The student council is tenacious when it comes to stuff like this.
context: Don't shake your covers off while you're sleeping, or something.\Everyone here is a heavy sleeper, so I don't think that'd happen.\Bang\I heard that!\How do you know how well everyone sleeps?!\How do you think we know?\Yeah, you need to tell us in detail.\The student council is tenacious when it comes to stuff like this. response:	My shoulders are stiff.
context: Everyone here is a heavy sleeper, so I don't think that'd happen.\Bang\I heard that!\How do you know how well everyone sleeps?!\How do you think we know?\Yeah, you need to tell us in detail.\The student council is tenacious when it comes to stuff like this.\My shoulders are stiff. response:	snap
context: Bang\I heard that!\How do you know how well everyone sleeps?!\How do you think we know?\Yeah, you need to tell us in detail.\The student council is tenacious when it comes to stuff like this.\My shoulders are stiff.\snap response:	How about I give you a rub?
context: I heard that!\How do you know how well everyone sleeps?!\How do you think we know?\Yeah, you need to tell us in detail.\The student council is tenacious when it comes to stuff like this.\My shoulders are stiff.\snap\How about I give you a rub? response:	Thanks.
context: How do you know how well everyone sleeps?!\How do you think we know?\Yeah, you need to tell us in detail.\The student council is tenacious when it comes to stuff like this.\My shoulders are stiff.\snap\How about I give you a rub?\Thanks. response:	Rub
context: How do you think we know?\Yeah, you need to tell us in detail.\The student council is tenacious when it comes to stuff like this.\My shoulders are stiff.\snap\How about I give you a rub?\Thanks.\Rub response:	Come on! Grow bigger and give her more backaches!
context: Yeah, you need to tell us in detail.\The student council is tenacious when it comes to stuff like this.\My shoulders are stiff.\snap\How about I give you a rub?\Thanks.\Rub\Come on! Grow bigger and give her more backaches! response:	Scream
context: The student council is tenacious when it comes to stuff like this.\My shoulders are stiff.\snap\How about I give you a rub?\Thanks.\Rub\Come on! Grow bigger and give her more backaches!\Scream response:	Stop!
context: My shoulders are stiff.\snap\How about I give you a rub?\Thanks.\Rub\Come on! Grow bigger and give her more backaches!\Scream\Stop! response:	You dummy!
context: snap\How about I give you a rub?\Thanks.\Rub\Come on! Grow bigger and give her more backaches!\Scream\Stop!\You dummy! response:	Valentine's Day Plan
context: How about I give you a rub?\Thanks.\Rub\Come on! Grow bigger and give her more backaches!\Scream\Stop!\You dummy!\Valentine's Day Plan response:	Next week is Valentine's Day.
context: Thanks.\Rub\Come on! Grow bigger and give her more backaches!\Scream\Stop!\You dummy!\Valentine's Day Plan\Next week is Valentine's Day. response:	We have to give chocolate to Tsuda.
context: Rub\Come on! Grow bigger and give her more backaches!\Scream\Stop!\You dummy!\Valentine's Day Plan\Next week is Valentine's Day.\We have to give chocolate to Tsuda. response:	According to Aria,
context: Come on! Grow bigger and give her more backaches!\Scream\Stop!\You dummy!\Valentine's Day Plan\Next week is Valentine's Day.\We have to give chocolate to Tsuda.\According to Aria, response:	Dejima-san is teaching people how to make chocolate.
context: Scream\Stop!\You dummy!\Valentine's Day Plan\Next week is Valentine's Day.\We have to give chocolate to Tsuda.\According to Aria,\Dejima-san is teaching people how to make chocolate. response:	How about we all make some together?
context: Stop!\You dummy!\Valentine's Day Plan\Next week is Valentine's Day.\We have to give chocolate to Tsuda.\According to Aria,\Dejima-san is teaching people how to make chocolate.\How about we all make some together? response:	That marker's almost out of ink.
context: You dummy!\Valentine's Day Plan\Next week is Valentine's Day.\We have to give chocolate to Tsuda.\According to Aria,\Dejima-san is teaching people how to make chocolate.\How about we all make some together?\That marker's almost out of ink. response:	You sure?
context: Valentine's Day Plan\Next week is Valentine's Day.\We have to give chocolate to Tsuda.\According to Aria,\Dejima-san is teaching people how to make chocolate.\How about we all make some together?\That marker's almost out of ink.\You sure? response:	Class on hand job
context: Next week is Valentine's Day.\We have to give chocolate to Tsuda.\According to Aria,\Dejima-san is teaching people how to make chocolate.\How about we all make some together?\That marker's almost out of ink.\You sure?\Class on hand job response:	Some of the characters aren't written correctly.
