context: Minako's boyfriend is a handsome boy who was born in London! response:	But what do you know?!
context: Say, you're friends with the sailor warriors, aren't you?\Won't you introduce them to me?\What about Allan? Is he doing all right?\Yes, he's fine.\Allan wanted to see you, too.\Katarina, I guess you kept wearing that necklace.\Of course. You gave it to me for my birthday, after all.\Anyway, I want to be of some use to you, too. response:	Please, introduce me to the sailor warriors.
context: Won't you introduce them to me?\What about Allan? Is he doing all right?\Yes, he's fine.\Allan wanted to see you, too.\Katarina, I guess you kept wearing that necklace.\Of course. You gave it to me for my birthday, after all.\Anyway, I want to be of some use to you, too.\Please, introduce me to the sailor warriors. response:	Katarina, you are a great international police officer,
context: What about Allan? Is he doing all right?\Yes, he's fine.\Allan wanted to see you, too.\Katarina, I guess you kept wearing that necklace.\Of course. You gave it to me for my birthday, after all.\Anyway, I want to be of some use to you, too.\Please, introduce me to the sailor warriors.\Katarina, you are a great international police officer, response:	but this is our problem.
context: Yes, he's fine.\Allan wanted to see you, too.\Katarina, I guess you kept wearing that necklace.\Of course. You gave it to me for my birthday, after all.\Anyway, I want to be of some use to you, too.\Please, introduce me to the sailor warriors.\Katarina, you are a great international police officer,\but this is our problem. response:	I don't want to expose you to danger!
context: Allan wanted to see you, too.\Katarina, I guess you kept wearing that necklace.\Of course. You gave it to me for my birthday, after all.\Anyway, I want to be of some use to you, too.\Please, introduce me to the sailor warriors.\Katarina, you are a great international police officer,\but this is our problem.\I don't want to expose you to danger! response:	I'm glad I had a chance to see you again. Thank you.
context: Katarina, I guess you kept wearing that necklace.\Of course. You gave it to me for my birthday, after all.\Anyway, I want to be of some use to you, too.\Please, introduce me to the sailor warriors.\Katarina, you are a great international police officer,\but this is our problem.\I don't want to expose you to danger!\I'm glad I had a chance to see you again. Thank you. response:	Good-bye!
context: Of course. You gave it to me for my birthday, after all.\Anyway, I want to be of some use to you, too.\Please, introduce me to the sailor warriors.\Katarina, you are a great international police officer,\but this is our problem.\I don't want to expose you to danger!\I'm glad I had a chance to see you again. Thank you.\Good-bye! response:	Minako!
context: Anyway, I want to be of some use to you, too.\Please, introduce me to the sailor warriors.\Katarina, you are a great international police officer,\but this is our problem.\I don't want to expose you to danger!\I'm glad I had a chance to see you again. Thank you.\Good-bye!\Minako! response:	Wait!
context: Please, introduce me to the sailor warriors.\Katarina, you are a great international police officer,\but this is our problem.\I don't want to expose you to danger!\I'm glad I had a chance to see you again. Thank you.\Good-bye!\Minako!\Wait! response:	Master Kunzite...
context: Katarina, you are a great international police officer,\but this is our problem.\I don't want to expose you to danger!\I'm glad I had a chance to see you again. Thank you.\Good-bye!\Minako!\Wait!\Master Kunzite... response:	It does not seem more questioning will help us.
context: but this is our problem.\I don't want to expose you to danger!\I'm glad I had a chance to see you again. Thank you.\Good-bye!\Minako!\Wait!\Master Kunzite...\It does not seem more questioning will help us. response:	Transform into the monster, Papillon, and attack that girl!
context: I don't want to expose you to danger!\I'm glad I had a chance to see you again. Thank you.\Good-bye!\Minako!\Wait!\Master Kunzite...\It does not seem more questioning will help us.\Transform into the monster, Papillon, and attack that girl! response:	Papillon!
context: I'm glad I had a chance to see you again. Thank you.\Good-bye!\Minako!\Wait!\Master Kunzite...\It does not seem more questioning will help us.\Transform into the monster, Papillon, and attack that girl!\Papillon! response:	Allan...
context: Good-bye!\Minako!\Wait!\Master Kunzite...\It does not seem more questioning will help us.\Transform into the monster, Papillon, and attack that girl!\Papillon!\Allan... response:	Minako...
context: Minako!\Wait!\Master Kunzite...\It does not seem more questioning will help us.\Transform into the monster, Papillon, and attack that girl!\Papillon!\Allan...\Minako... response:	Allan...
context: Wait!\Master Kunzite...\It does not seem more questioning will help us.\Transform into the monster, Papillon, and attack that girl!\Papillon!\Allan...\Minako...\Allan... response:	A butterfly at this time of year?
context: Master Kunzite...\It does not seem more questioning will help us.\Transform into the monster, Papillon, and attack that girl!\Papillon!\Allan...\Minako...\Allan...\A butterfly at this time of year? response:	Who's there?!
context: It does not seem more questioning will help us.\Transform into the monster, Papillon, and attack that girl!\Papillon!\Allan...\Minako...\Allan...\A butterfly at this time of year?\Who's there?! response:	If you died once, you should just let me kill you!
context: Transform into the monster, Papillon, and attack that girl!\Papillon!\Allan...\Minako...\Allan...\A butterfly at this time of year?\Who's there?!\If you died once, you should just let me kill you! response:	You're a monster, aren't you?! All right!
context: Papillon!\Allan...\Minako...\Allan...\A butterfly at this time of year?\Who's there?!\If you died once, you should just let me kill you!\You're a monster, aren't you?! All right! response:	Venus Power Makeup!
context: Allan...\Minako...\Allan...\A butterfly at this time of year?\Who's there?!\If you died once, you should just let me kill you!\You're a monster, aren't you?! All right!\Venus Power Makeup! response:	What?! Minako was Sailor Venus?!
context: Minako...\Allan...\A butterfly at this time of year?\Who's there?!\If you died once, you should just let me kill you!\You're a monster, aren't you?! All right!\Venus Power Makeup!\What?! Minako was Sailor Venus?! response:	Crescent Beam!
context: Allan...\A butterfly at this time of year?\Who's there?!\If you died once, you should just let me kill you!\You're a monster, aren't you?! All right!\Venus Power Makeup!\What?! Minako was Sailor Venus?!\Crescent Beam! response:	You're wasting your time.
context: A butterfly at this time of year?\Who's there?!\If you died once, you should just let me kill you!\You're a monster, aren't you?! All right!\Venus Power Makeup!\What?! Minako was Sailor Venus?!\Crescent Beam!\You're wasting your time. response:	What?!
context: Who's there?!\If you died once, you should just let me kill you!\You're a monster, aren't you?! All right!\Venus Power Makeup!\What?! Minako was Sailor Venus?!\Crescent Beam!\You're wasting your time.\What?! response:	I know the way you fight. Take this!
context: If you died once, you should just let me kill you!\You're a monster, aren't you?! All right!\Venus Power Makeup!\What?! Minako was Sailor Venus?!\Crescent Beam!\You're wasting your time.\What?!\I know the way you fight. Take this! response:	I know your weaknesses, inside and out!
context: You're a monster, aren't you?! All right!\Venus Power Makeup!\What?! Minako was Sailor Venus?!\Crescent Beam!\You're wasting your time.\What?!\I know the way you fight. Take this!\I know your weaknesses, inside and out! response:	You're Katarina? Why?
context: Venus Power Makeup!\What?! Minako was Sailor Venus?!\Crescent Beam!\You're wasting your time.\What?!\I know the way you fight. Take this!\I know your weaknesses, inside and out!\You're Katarina? Why? response:	Now, tell me the identity of your friends!
context: What?! Minako was Sailor Venus?!\Crescent Beam!\You're wasting your time.\What?!\I know the way you fight. Take this!\I know your weaknesses, inside and out!\You're Katarina? Why?\Now, tell me the identity of your friends! response:	Katarina, please...
context: Crescent Beam!\You're wasting your time.\What?!\I know the way you fight. Take this!\I know your weaknesses, inside and out!\You're Katarina? Why?\Now, tell me the identity of your friends!\Katarina, please... response:	Sailor Venus!
context: You're wasting your time.\What?!\I know the way you fight. Take this!\I know your weaknesses, inside and out!\You're Katarina? Why?\Now, tell me the identity of your friends!\Katarina, please...\Sailor Venus! response:	Oh! What should I do?! That monster looks tough!
context: What?!\I know the way you fight. Take this!\I know your weaknesses, inside and out!\You're Katarina? Why?\Now, tell me the identity of your friends!\Katarina, please...\Sailor Venus!\Oh! What should I do?! That monster looks tough! response:	Usagi, let's get on that thing and get out of here!
context: I know the way you fight. Take this!\I know your weaknesses, inside and out!\You're Katarina? Why?\Now, tell me the identity of your friends!\Katarina, please...\Sailor Venus!\Oh! What should I do?! That monster looks tough!\Usagi, let's get on that thing and get out of here! response:	What?! That's impossible!
context: I know your weaknesses, inside and out!\You're Katarina? Why?\Now, tell me the identity of your friends!\Katarina, please...\Sailor Venus!\Oh! What should I do?! That monster looks tough!\Usagi, let's get on that thing and get out of here!\What?! That's impossible! response:	I don't know how to pilot a boat!
context: You're Katarina? Why?\Now, tell me the identity of your friends!\Katarina, please...\Sailor Venus!\Oh! What should I do?! That monster looks tough!\Usagi, let's get on that thing and get out of here!\What?! That's impossible!\I don't know how to pilot a boat! response:	Then, why don't you turn into a sailor?!
context: Now, tell me the identity of your friends!\Katarina, please...\Sailor Venus!\Oh! What should I do?! That monster looks tough!\Usagi, let's get on that thing and get out of here!\What?! That's impossible!\I don't know how to pilot a boat!\Then, why don't you turn into a sailor?! response:	Oh, right!
context: Katarina, please...\Sailor Venus!\Oh! What should I do?! That monster looks tough!\Usagi, let's get on that thing and get out of here!\What?! That's impossible!\I don't know how to pilot a boat!\Then, why don't you turn into a sailor?!\Oh, right! response:	Okay, then!
context: Sailor Venus!\Oh! What should I do?! That monster looks tough!\Usagi, let's get on that thing and get out of here!\What?! That's impossible!\I don't know how to pilot a boat!\Then, why don't you turn into a sailor?!\Oh, right!\Okay, then! response:	Moon Power! Turn me into a cute sailor!
context: Oh! What should I do?! That monster looks tough!\Usagi, let's get on that thing and get out of here!\What?! That's impossible!\I don't know how to pilot a boat!\Then, why don't you turn into a sailor?!\Oh, right!\Okay, then!\Moon Power! Turn me into a cute sailor! response:	Let's get out of here while we can!
context: Usagi, let's get on that thing and get out of here!\What?! That's impossible!\I don't know how to pilot a boat!\Then, why don't you turn into a sailor?!\Oh, right!\Okay, then!\Moon Power! Turn me into a cute sailor!\Let's get out of here while we can! response:	Okay!
context: What?! That's impossible!\I don't know how to pilot a boat!\Then, why don't you turn into a sailor?!\Oh, right!\Okay, then!\Moon Power! Turn me into a cute sailor!\Let's get out of here while we can!\Okay! response:	How did you find me here?
context: I don't know how to pilot a boat!\Then, why don't you turn into a sailor?!\Oh, right!\Okay, then!\Moon Power! Turn me into a cute sailor!\Let's get out of here while we can!\Okay!\How did you find me here? response:	We hit all the hotels that had a Katarina staying there.
context: Then, why don't you turn into a sailor?!\Oh, right!\Okay, then!\Moon Power! Turn me into a cute sailor!\Let's get out of here while we can!\Okay!\How did you find me here?\We hit all the hotels that had a Katarina staying there. response:	Then, we found out she was staying at
context: Oh, right!\Okay, then!\Moon Power! Turn me into a cute sailor!\Let's get out of here while we can!\Okay!\How did you find me here?\We hit all the hotels that had a Katarina staying there.\Then, we found out she was staying at response:	the Hillside Hotel with a view of the pier.
context: Okay, then!\Moon Power! Turn me into a cute sailor!\Let's get out of here while we can!\Okay!\How did you find me here?\We hit all the hotels that had a Katarina staying there.\Then, we found out she was staying at\the Hillside Hotel with a view of the pier. response:	Where did they go?! I won't let them escape!
context: Moon Power! Turn me into a cute sailor!\Let's get out of here while we can!\Okay!\How did you find me here?\We hit all the hotels that had a Katarina staying there.\Then, we found out she was staying at\the Hillside Hotel with a view of the pier.\Where did they go?! I won't let them escape! response:	Anyway, we have to...
context: Let's get out of here while we can!\Okay!\How did you find me here?\We hit all the hotels that had a Katarina staying there.\Then, we found out she was staying at\the Hillside Hotel with a view of the pier.\Where did they go?! I won't let them escape!\Anyway, we have to... response:	It's coming!
context: Okay!\How did you find me here?\We hit all the hotels that had a Katarina staying there.\Then, we found out she was staying at\the Hillside Hotel with a view of the pier.\Where did they go?! I won't let them escape!\Anyway, we have to...\It's coming! response:	All right, time to go full speed ahead!
context: How did you find me here?\We hit all the hotels that had a Katarina staying there.\Then, we found out she was staying at\the Hillside Hotel with a view of the pier.\Where did they go?! I won't let them escape!\Anyway, we have to...\It's coming!\All right, time to go full speed ahead! response:	It looks like we'll make it!
context: We hit all the hotels that had a Katarina staying there.\Then, we found out she was staying at\the Hillside Hotel with a view of the pier.\Where did they go?! I won't let them escape!\Anyway, we have to...\It's coming!\All right, time to go full speed ahead!\It looks like we'll make it! response:	Usagi, thanks a lot!
context: Then, we found out she was staying at\the Hillside Hotel with a view of the pier.\Where did they go?! I won't let them escape!\Anyway, we have to...\It's coming!\All right, time to go full speed ahead!\It looks like we'll make it!\Usagi, thanks a lot! response:	No problem!
context: the Hillside Hotel with a view of the pier.\Where did they go?! I won't let them escape!\Anyway, we have to...\It's coming!\All right, time to go full speed ahead!\It looks like we'll make it!\Usagi, thanks a lot!\No problem! response:	Usagi, let's find shelter in that luxury liner anchored over there!
context: Where did they go?! I won't let them escape!\Anyway, we have to...\It's coming!\All right, time to go full speed ahead!\It looks like we'll make it!\Usagi, thanks a lot!\No problem!\Usagi, let's find shelter in that luxury liner anchored over there! response:	Roger!
context: Anyway, we have to...\It's coming!\All right, time to go full speed ahead!\It looks like we'll make it!\Usagi, thanks a lot!\No problem!\Usagi, let's find shelter in that luxury liner anchored over there!\Roger! response:	I can't go any further!
context: It's coming!\All right, time to go full speed ahead!\It looks like we'll make it!\Usagi, thanks a lot!\No problem!\Usagi, let's find shelter in that luxury liner anchored over there!\Roger!\I can't go any further! response:	Quit dragging your feet!
context: All right, time to go full speed ahead!\It looks like we'll make it!\Usagi, thanks a lot!\No problem!\Usagi, let's find shelter in that luxury liner anchored over there!\Roger!\I can't go any further!\Quit dragging your feet! response:	You were just sitting on my head!
context: It looks like we'll make it!\Usagi, thanks a lot!\No problem!\Usagi, let's find shelter in that luxury liner anchored over there!\Roger!\I can't go any further!\Quit dragging your feet!\You were just sitting on my head! response:	Anyway, let's hide somewhere!
context: Usagi, thanks a lot!\No problem!\Usagi, let's find shelter in that luxury liner anchored over there!\Roger!\I can't go any further!\Quit dragging your feet!\You were just sitting on my head!\Anyway, let's hide somewhere! response:	Where are they hiding?
context: No problem!\Usagi, let's find shelter in that luxury liner anchored over there!\Roger!\I can't go any further!\Quit dragging your feet!\You were just sitting on my head!\Anyway, let's hide somewhere!\Where are they hiding? response:	It looks like there's nobody here, after all.
context: Usagi, let's find shelter in that luxury liner anchored over there!\Roger!\I can't go any further!\Quit dragging your feet!\You were just sitting on my head!\Anyway, let's hide somewhere!\Where are they hiding?\It looks like there's nobody here, after all. response:	But don't let your guard down.
context: Roger!\I can't go any further!\Quit dragging your feet!\You were just sitting on my head!\Anyway, let's hide somewhere!\Where are they hiding?\It looks like there's nobody here, after all.\But don't let your guard down. response:	The monster is aware that we got on this ship.
context: I can't go any further!\Quit dragging your feet!\You were just sitting on my head!\Anyway, let's hide somewhere!\Where are they hiding?\It looks like there's nobody here, after all.\But don't let your guard down.\The monster is aware that we got on this ship. response:	By the way, Venus, you were calling that monster Katarina.
context: Quit dragging your feet!\You were just sitting on my head!\Anyway, let's hide somewhere!\Where are they hiding?\It looks like there's nobody here, after all.\But don't let your guard down.\The monster is aware that we got on this ship.\By the way, Venus, you were calling that monster Katarina. response:	Just who is she?
context: You were just sitting on my head!\Anyway, let's hide somewhere!\Where are they hiding?\It looks like there's nobody here, after all.\But don't let your guard down.\The monster is aware that we got on this ship.\By the way, Venus, you were calling that monster Katarina.\Just who is she? response:	Luna, sometimes, there are things people don't want to talk about.
context: Anyway, let's hide somewhere!\Where are they hiding?\It looks like there's nobody here, after all.\But don't let your guard down.\The monster is aware that we got on this ship.\By the way, Venus, you were calling that monster Katarina.\Just who is she?\Luna, sometimes, there are things people don't want to talk about. response:	It's okay.
context: Where are they hiding?\It looks like there's nobody here, after all.\But don't let your guard down.\The monster is aware that we got on this ship.\By the way, Venus, you were calling that monster Katarina.\Just who is she?\Luna, sometimes, there are things people don't want to talk about.\It's okay. response:	It's okay.
context: It looks like there's nobody here, after all.\But don't let your guard down.\The monster is aware that we got on this ship.\By the way, Venus, you were calling that monster Katarina.\Just who is she?\Luna, sometimes, there are things people don't want to talk about.\It's okay.\It's okay. response:	It was just about six months ago.
context: But don't let your guard down.\The monster is aware that we got on this ship.\By the way, Venus, you were calling that monster Katarina.\Just who is she?\Luna, sometimes, there are things people don't want to talk about.\It's okay.\It's okay.\It was just about six months ago. response:	I got information
context: The monster is aware that we got on this ship.\By the way, Venus, you were calling that monster Katarina.\Just who is she?\Luna, sometimes, there are things people don't want to talk about.\It's okay.\It's okay.\It was just about six months ago.\I got information response:	that one of the Dark Kingdom's monsters was in England,
context: By the way, Venus, you were calling that monster Katarina.\Just who is she?\Luna, sometimes, there are things people don't want to talk about.\It's okay.\It's okay.\It was just about six months ago.\I got information\that one of the Dark Kingdom's monsters was in England, response:	so I went to London.
context: Just who is she?\Luna, sometimes, there are things people don't want to talk about.\It's okay.\It's okay.\It was just about six months ago.\I got information\that one of the Dark Kingdom's monsters was in England,\so I went to London. response:	There, I fell in love with Allan, whom I'd met.
context: Luna, sometimes, there are things people don't want to talk about.\It's okay.\It's okay.\It was just about six months ago.\I got information\that one of the Dark Kingdom's monsters was in England,\so I went to London.\There, I fell in love with Allan, whom I'd met. response:	Then, one day, I came across a crime in progress.
context: It's okay.\It's okay.\It was just about six months ago.\I got information\that one of the Dark Kingdom's monsters was in England,\so I went to London.\There, I fell in love with Allan, whom I'd met.\Then, one day, I came across a crime in progress. response:	Wow!
context: It's okay.\It was just about six months ago.\I got information\that one of the Dark Kingdom's monsters was in England,\so I went to London.\There, I fell in love with Allan, whom I'd met.\Then, one day, I came across a crime in progress.\Wow! response:	It's amazing!
context: It was just about six months ago.\I got information\that one of the Dark Kingdom's monsters was in England,\so I went to London.\There, I fell in love with Allan, whom I'd met.\Then, one day, I came across a crime in progress.\Wow!\It's amazing! response:	Thank you!
context: I got information\that one of the Dark Kingdom's monsters was in England,\so I went to London.\There, I fell in love with Allan, whom I'd met.\Then, one day, I came across a crime in progress.\Wow!\It's amazing!\Thank you! response:	After that, we became good friends.
context: that one of the Dark Kingdom's monsters was in England,\so I went to London.\There, I fell in love with Allan, whom I'd met.\Then, one day, I came across a crime in progress.\Wow!\It's amazing!\Thank you!\After that, we became good friends. response:	She taught me English
context: so I went to London.\There, I fell in love with Allan, whom I'd met.\Then, one day, I came across a crime in progress.\Wow!\It's amazing!\Thank you!\After that, we became good friends.\She taught me English response:	and acted as my confidante too.
context: There, I fell in love with Allan, whom I'd met.\Then, one day, I came across a crime in progress.\Wow!\It's amazing!\Thank you!\After that, we became good friends.\She taught me English\and acted as my confidante too. response:	I adored her like a big sister.
context: Then, one day, I came across a crime in progress.\Wow!\It's amazing!\Thank you!\After that, we became good friends.\She taught me English\and acted as my confidante too.\I adored her like a big sister. response:	And she took care of me like I was her younger sister.
context: Wow!\It's amazing!\Thank you!\After that, we became good friends.\She taught me English\and acted as my confidante too.\I adored her like a big sister.\And she took care of me like I was her younger sister. response:	Katarina! Allan! Hurry!
context: It's amazing!\Thank you!\After that, we became good friends.\She taught me English\and acted as my confidante too.\I adored her like a big sister.\And she took care of me like I was her younger sister.\Katarina! Allan! Hurry! response:	I also introduced Allan to Katarina
context: Thank you!\After that, we became good friends.\She taught me English\and acted as my confidante too.\I adored her like a big sister.\And she took care of me like I was her younger sister.\Katarina! Allan! Hurry!\I also introduced Allan to Katarina response:	and the three of us had a lot of fun together.
context: After that, we became good friends.\She taught me English\and acted as my confidante too.\I adored her like a big sister.\And she took care of me like I was her younger sister.\Katarina! Allan! Hurry!\I also introduced Allan to Katarina\and the three of us had a lot of fun together. response:	Then, one day...
context: She taught me English\and acted as my confidante too.\I adored her like a big sister.\And she took care of me like I was her younger sister.\Katarina! Allan! Hurry!\I also introduced Allan to Katarina\and the three of us had a lot of fun together.\Then, one day... response:	Minako!
context: and acted as my confidante too.\I adored her like a big sister.\And she took care of me like I was her younger sister.\Katarina! Allan! Hurry!\I also introduced Allan to Katarina\and the three of us had a lot of fun together.\Then, one day...\Minako! response:	Allan...
context: I adored her like a big sister.\And she took care of me like I was her younger sister.\Katarina! Allan! Hurry!\I also introduced Allan to Katarina\and the three of us had a lot of fun together.\Then, one day...\Minako!\Allan... response:	Allan, Minako was... Minako was...
context: And she took care of me like I was her younger sister.\Katarina! Allan! Hurry!\I also introduced Allan to Katarina\and the three of us had a lot of fun together.\Then, one day...\Minako!\Allan...\Allan, Minako was... Minako was... response:	What happened to Minako?!
context: Katarina! Allan! Hurry!\I also introduced Allan to Katarina\and the three of us had a lot of fun together.\Then, one day...\Minako!\Allan...\Allan, Minako was... Minako was...\What happened to Minako?! response:	Be strong. You have me.
context: I also introduced Allan to Katarina\and the three of us had a lot of fun together.\Then, one day...\Minako!\Allan...\Allan, Minako was... Minako was...\What happened to Minako?!\Be strong. You have me. response:	That was when I first realized
context: and the three of us had a lot of fun together.\Then, one day...\Minako!\Allan...\Allan, Minako was... Minako was...\What happened to Minako?!\Be strong. You have me.\That was when I first realized response:	that without my knowing it, Allan and Katarina had...
context: Then, one day...\Minako!\Allan...\Allan, Minako was... Minako was...\What happened to Minako?!\Be strong. You have me.\That was when I first realized\that without my knowing it, Allan and Katarina had... response:	I disappeared from both their lives.
context: Minako!\Allan...\Allan, Minako was... Minako was...\What happened to Minako?!\Be strong. You have me.\That was when I first realized\that without my knowing it, Allan and Katarina had...\I disappeared from both their lives. response:	I thought it would be happier for them if I just pretended that I was dead.
context: Allan...\Allan, Minako was... Minako was...\What happened to Minako?!\Be strong. You have me.\That was when I first realized\that without my knowing it, Allan and Katarina had...\I disappeared from both their lives.\I thought it would be happier for them if I just pretended that I was dead. response:	So, you came back to Japan and...
context: Allan, Minako was... Minako was...\What happened to Minako?!\Be strong. You have me.\That was when I first realized\that without my knowing it, Allan and Katarina had...\I disappeared from both their lives.\I thought it would be happier for them if I just pretended that I was dead.\So, you came back to Japan and... response:	You devoted yourself to fighting against the enemy
context: What happened to Minako?!\Be strong. You have me.\That was when I first realized\that without my knowing it, Allan and Katarina had...\I disappeared from both their lives.\I thought it would be happier for them if I just pretended that I was dead.\So, you came back to Japan and...\You devoted yourself to fighting against the enemy response:	to try to forget those sad memories.
context: Be strong. You have me.\That was when I first realized\that without my knowing it, Allan and Katarina had...\I disappeared from both their lives.\I thought it would be happier for them if I just pretended that I was dead.\So, you came back to Japan and...\You devoted yourself to fighting against the enemy\to try to forget those sad memories. response:	No!
context: That was when I first realized\that without my knowing it, Allan and Katarina had...\I disappeared from both their lives.\I thought it would be happier for them if I just pretended that I was dead.\So, you came back to Japan and...\You devoted yourself to fighting against the enemy\to try to forget those sad memories.\No! response:	I don't like that. That's so terrible.
context: that without my knowing it, Allan and Katarina had...\I disappeared from both their lives.\I thought it would be happier for them if I just pretended that I was dead.\So, you came back to Japan and...\You devoted yourself to fighting against the enemy\to try to forget those sad memories.\No!\I don't like that. That's so terrible. response:	Usagi...
context: I disappeared from both their lives.\I thought it would be happier for them if I just pretended that I was dead.\So, you came back to Japan and...\You devoted yourself to fighting against the enemy\to try to forget those sad memories.\No!\I don't like that. That's so terrible.\Usagi... response:	Are you so happy you're going to be killed by me
context: I thought it would be happier for them if I just pretended that I was dead.\So, you came back to Japan and...\You devoted yourself to fighting against the enemy\to try to forget those sad memories.\No!\I don't like that. That's so terrible.\Usagi...\Are you so happy you're going to be killed by me response:	that you're crying?
context: So, you came back to Japan and...\You devoted yourself to fighting against the enemy\to try to forget those sad memories.\No!\I don't like that. That's so terrible.\Usagi...\Are you so happy you're going to be killed by me\that you're crying? response:	This place will be your grave!
context: You devoted yourself to fighting against the enemy\to try to forget those sad memories.\No!\I don't like that. That's so terrible.\Usagi...\Are you so happy you're going to be killed by me\that you're crying?\This place will be your grave! response:	I'm in a bad mood right now!
context: to try to forget those sad memories.\No!\I don't like that. That's so terrible.\Usagi...\Are you so happy you're going to be killed by me\that you're crying?\This place will be your grave!\I'm in a bad mood right now! response:	You better watch out or you'll get hurt!
context: No!\I don't like that. That's so terrible.\Usagi...\Are you so happy you're going to be killed by me\that you're crying?\This place will be your grave!\I'm in a bad mood right now!\You better watch out or you'll get hurt! response:	Moon Prism Power Makeup!
context: I don't like that. That's so terrible.\Usagi...\Are you so happy you're going to be killed by me\that you're crying?\This place will be your grave!\I'm in a bad mood right now!\You better watch out or you'll get hurt!\Moon Prism Power Makeup! response:	What?! You are Sailor Moon?!
context: Usagi...\Are you so happy you're going to be killed by me\that you're crying?\This place will be your grave!\I'm in a bad mood right now!\You better watch out or you'll get hurt!\Moon Prism Power Makeup!\What?! You are Sailor Moon?! response:	At this point, I don't care if you found out who I am!
context: Are you so happy you're going to be killed by me\that you're crying?\This place will be your grave!\I'm in a bad mood right now!\You better watch out or you'll get hurt!\Moon Prism Power Makeup!\What?! You are Sailor Moon?!\At this point, I don't care if you found out who I am! response:	I'm a sailor warrior of love and justice, Sailor Moon!
context: that you're crying?\This place will be your grave!\I'm in a bad mood right now!\You better watch out or you'll get hurt!\Moon Prism Power Makeup!\What?! You are Sailor Moon?!\At this point, I don't care if you found out who I am!\I'm a sailor warrior of love and justice, Sailor Moon! response:	In the name of the moon, I will punish you!
context: This place will be your grave!\I'm in a bad mood right now!\You better watch out or you'll get hurt!\Moon Prism Power Makeup!\What?! You are Sailor Moon?!\At this point, I don't care if you found out who I am!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you! response:	Enough of your nonsense!
context: I'm in a bad mood right now!\You better watch out or you'll get hurt!\Moon Prism Power Makeup!\What?! You are Sailor Moon?!\At this point, I don't care if you found out who I am!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Enough of your nonsense! response:	I won't run away today!
context: You better watch out or you'll get hurt!\Moon Prism Power Makeup!\What?! You are Sailor Moon?!\At this point, I don't care if you found out who I am!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Enough of your nonsense!\I won't run away today! response:	I'll never forgive anybody who crushes an innocent girl's love!
context: Moon Prism Power Makeup!\What?! You are Sailor Moon?!\At this point, I don't care if you found out who I am!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Enough of your nonsense!\I won't run away today!\I'll never forgive anybody who crushes an innocent girl's love! response:	Die!
context: What?! You are Sailor Moon?!\At this point, I don't care if you found out who I am!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Enough of your nonsense!\I won't run away today!\I'll never forgive anybody who crushes an innocent girl's love!\Die! response:	Moon Tiara Action!
context: At this point, I don't care if you found out who I am!\I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Enough of your nonsense!\I won't run away today!\I'll never forgive anybody who crushes an innocent girl's love!\Die!\Moon Tiara Action! response:	Please save her!
context: I'm a sailor warrior of love and justice, Sailor Moon!\In the name of the moon, I will punish you!\Enough of your nonsense!\I won't run away today!\I'll never forgive anybody who crushes an innocent girl's love!\Die!\Moon Tiara Action!\Please save her! response:	What?
context: In the name of the moon, I will punish you!\Enough of your nonsense!\I won't run away today!\I'll never forgive anybody who crushes an innocent girl's love!\Die!\Moon Tiara Action!\Please save her!\What? response:	She was turned into a monster because of me!
context: Enough of your nonsense!\I won't run away today!\I'll never forgive anybody who crushes an innocent girl's love!\Die!\Moon Tiara Action!\Please save her!\What?\She was turned into a monster because of me! response:	She knew I was a sailor warrior.
context: I won't run away today!\I'll never forgive anybody who crushes an innocent girl's love!\Die!\Moon Tiara Action!\Please save her!\What?\She was turned into a monster because of me!\She knew I was a sailor warrior. response:	That's why the Dark Kingdom used her.
context: I'll never forgive anybody who crushes an innocent girl's love!\Die!\Moon Tiara Action!\Please save her!\What?\She was turned into a monster because of me!\She knew I was a sailor warrior.\That's why the Dark Kingdom used her. response:	None of this is her fault!
context: Die!\Moon Tiara Action!\Please save her!\What?\She was turned into a monster because of me!\She knew I was a sailor warrior.\That's why the Dark Kingdom used her.\None of this is her fault! response:	You adored her like your own sister and she betrayed you!
context: Moon Tiara Action!\Please save her!\What?\She was turned into a monster because of me!\She knew I was a sailor warrior.\That's why the Dark Kingdom used her.\None of this is her fault!\You adored her like your own sister and she betrayed you! response:	Please help her.
context: Please save her!\What?\She was turned into a monster because of me!\She knew I was a sailor warrior.\That's why the Dark Kingdom used her.\None of this is her fault!\You adored her like your own sister and she betrayed you!\Please help her. response:	But she stole your boyfriend!
context: What?\She was turned into a monster because of me!\She knew I was a sailor warrior.\That's why the Dark Kingdom used her.\None of this is her fault!\You adored her like your own sister and she betrayed you!\Please help her.\But she stole your boyfriend! response:	He...
context: She was turned into a monster because of me!\She knew I was a sailor warrior.\That's why the Dark Kingdom used her.\None of this is her fault!\You adored her like your own sister and she betrayed you!\Please help her.\But she stole your boyfriend!\He... response:	But she's the person Allan fell in love with.
