context: OP response:	Episode 10
context: That child, who had become a demon, swallowed every living creature on the mountain,\and it went on to destroy the land.\Some two hundred years ago, it tried to approach a human village,\and it was sealed by the owner of the Holy Sword.\I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.\But that child awakened.\My child has become a demon that only knows how to destroy.\But ever since it became a demon, it has never stopped crying. response:	What's going on?
context: and it went on to destroy the land.\Some two hundred years ago, it tried to approach a human village,\and it was sealed by the owner of the Holy Sword.\I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.\But that child awakened.\My child has become a demon that only knows how to destroy.\But ever since it became a demon, it has never stopped crying.\What's going on? response:	It hurts.
context: Some two hundred years ago, it tried to approach a human village,\and it was sealed by the owner of the Holy Sword.\I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.\But that child awakened.\My child has become a demon that only knows how to destroy.\But ever since it became a demon, it has never stopped crying.\What's going on?\It hurts. response:	This is suffering.
context: and it was sealed by the owner of the Holy Sword.\I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.\But that child awakened.\My child has become a demon that only knows how to destroy.\But ever since it became a demon, it has never stopped crying.\What's going on?\It hurts.\This is suffering. response:	Please, somebody...
context: I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.\But that child awakened.\My child has become a demon that only knows how to destroy.\But ever since it became a demon, it has never stopped crying.\What's going on?\It hurts.\This is suffering.\Please, somebody... response:	Anybody!
context: But that child awakened.\My child has become a demon that only knows how to destroy.\But ever since it became a demon, it has never stopped crying.\What's going on?\It hurts.\This is suffering.\Please, somebody...\Anybody! response:	Please let me die! Please kill me!
context: My child has become a demon that only knows how to destroy.\But ever since it became a demon, it has never stopped crying.\What's going on?\It hurts.\This is suffering.\Please, somebody...\Anybody!\Please let me die! Please kill me! response:	Princess! Princess! Princess!
context: But ever since it became a demon, it has never stopped crying.\What's going on?\It hurts.\This is suffering.\Please, somebody...\Anybody!\Please let me die! Please kill me!\Princess! Princess! Princess! response:	Young princess of the Holy Sword,
context: What's going on?\It hurts.\This is suffering.\Please, somebody...\Anybody!\Please let me die! Please kill me!\Princess! Princess! Princess!\Young princess of the Holy Sword, response:	I'm sure you can kill my child, the one who has become a demon.
context: It hurts.\This is suffering.\Please, somebody...\Anybody!\Please let me die! Please kill me!\Princess! Princess! Princess!\Young princess of the Holy Sword,\I'm sure you can kill my child, the one who has become a demon. response:	Please use this Holy Sword to decapitate my child.
context: This is suffering.\Please, somebody...\Anybody!\Please let me die! Please kill me!\Princess! Princess! Princess!\Young princess of the Holy Sword,\I'm sure you can kill my child, the one who has become a demon.\Please use this Holy Sword to decapitate my child. response:	If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.
context: Please, somebody...\Anybody!\Please let me die! Please kill me!\Princess! Princess! Princess!\Young princess of the Holy Sword,\I'm sure you can kill my child, the one who has become a demon.\Please use this Holy Sword to decapitate my child.\If you do that, the polluted spirit will leave, and the body of the demon will no longer remain. response:	How could I...
context: Anybody!\Please let me die! Please kill me!\Princess! Princess! Princess!\Young princess of the Holy Sword,\I'm sure you can kill my child, the one who has become a demon.\Please use this Holy Sword to decapitate my child.\If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.\How could I... response:	I am unable to touch this child.
context: Please let me die! Please kill me!\Princess! Princess! Princess!\Young princess of the Holy Sword,\I'm sure you can kill my child, the one who has become a demon.\Please use this Holy Sword to decapitate my child.\If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.\How could I...\I am unable to touch this child. response:	I do not want to see my child's endless suffering.
context: Princess! Princess! Princess!\Young princess of the Holy Sword,\I'm sure you can kill my child, the one who has become a demon.\Please use this Holy Sword to decapitate my child.\If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.\How could I...\I am unable to touch this child.\I do not want to see my child's endless suffering. response:	Young princess of the Holy Sword, please...
context: Young princess of the Holy Sword,\I'm sure you can kill my child, the one who has become a demon.\Please use this Holy Sword to decapitate my child.\If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.\How could I...\I am unable to touch this child.\I do not want to see my child's endless suffering.\Young princess of the Holy Sword, please... response:	I'm afraid I'll have to decline!
context: I'm sure you can kill my child, the one who has become a demon.\Please use this Holy Sword to decapitate my child.\If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.\How could I...\I am unable to touch this child.\I do not want to see my child's endless suffering.\Young princess of the Holy Sword, please...\I'm afraid I'll have to decline! response:	If I kill this child here, the demon might disappear,
context: Please use this Holy Sword to decapitate my child.\If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.\How could I...\I am unable to touch this child.\I do not want to see my child's endless suffering.\Young princess of the Holy Sword, please...\I'm afraid I'll have to decline!\If I kill this child here, the demon might disappear, response:	but the sadness that is left behind will not disappear.
context: If you do that, the polluted spirit will leave, and the body of the demon will no longer remain.\How could I...\I am unable to touch this child.\I do not want to see my child's endless suffering.\Young princess of the Holy Sword, please...\I'm afraid I'll have to decline!\If I kill this child here, the demon might disappear,\but the sadness that is left behind will not disappear. response:	Do you know how many things you and your child went through together in this long period of time?
context: How could I...\I am unable to touch this child.\I do not want to see my child's endless suffering.\Young princess of the Holy Sword, please...\I'm afraid I'll have to decline!\If I kill this child here, the demon might disappear,\but the sadness that is left behind will not disappear.\Do you know how many things you and your child went through together in this long period of time? response:	Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,
context: I am unable to touch this child.\I do not want to see my child's endless suffering.\Young princess of the Holy Sword, please...\I'm afraid I'll have to decline!\If I kill this child here, the demon might disappear,\but the sadness that is left behind will not disappear.\Do you know how many things you and your child went through together in this long period of time?\Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons, response:	but their existence also acts as a guide to humans and all life to bring precious hope to the land!
context: I do not want to see my child's endless suffering.\Young princess of the Holy Sword, please...\I'm afraid I'll have to decline!\If I kill this child here, the demon might disappear,\but the sadness that is left behind will not disappear.\Do you know how many things you and your child went through together in this long period of time?\Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,\but their existence also acts as a guide to humans and all life to bring precious hope to the land! response:	The both of you are, without a doubt, living beings of Flonyard.
context: Young princess of the Holy Sword, please...\I'm afraid I'll have to decline!\If I kill this child here, the demon might disappear,\but the sadness that is left behind will not disappear.\Do you know how many things you and your child went through together in this long period of time?\Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,\but their existence also acts as a guide to humans and all life to bring precious hope to the land!\The both of you are, without a doubt, living beings of Flonyard. response:	How could you end a life that has only experienced sadness because of a demon sword?
context: I'm afraid I'll have to decline!\If I kill this child here, the demon might disappear,\but the sadness that is left behind will not disappear.\Do you know how many things you and your child went through together in this long period of time?\Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,\but their existence also acts as a guide to humans and all life to bring precious hope to the land!\The both of you are, without a doubt, living beings of Flonyard.\How could you end a life that has only experienced sadness because of a demon sword? response:	That's just... I will never let that happen!
context: If I kill this child here, the demon might disappear,\but the sadness that is left behind will not disappear.\Do you know how many things you and your child went through together in this long period of time?\Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,\but their existence also acts as a guide to humans and all life to bring precious hope to the land!\The both of you are, without a doubt, living beings of Flonyard.\How could you end a life that has only experienced sadness because of a demon sword?\That's just... I will never let that happen! response:	As the leader of Biscotti, I, Millhiore Frianno Biscotti,
context: but the sadness that is left behind will not disappear.\Do you know how many things you and your child went through together in this long period of time?\Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,\but their existence also acts as a guide to humans and all life to bring precious hope to the land!\The both of you are, without a doubt, living beings of Flonyard.\How could you end a life that has only experienced sadness because of a demon sword?\That's just... I will never let that happen!\As the leader of Biscotti, I, Millhiore Frianno Biscotti, response:	will definitely never ever let that happen!
context: Do you know how many things you and your child went through together in this long period of time?\Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,\but their existence also acts as a guide to humans and all life to bring precious hope to the land!\The both of you are, without a doubt, living beings of Flonyard.\How could you end a life that has only experienced sadness because of a demon sword?\That's just... I will never let that happen!\As the leader of Biscotti, I, Millhiore Frianno Biscotti,\will definitely never ever let that happen! response:	Princess?! Princess!
context: Biscotti's Holy Swords, Excellead and Palladion, are used to kill demons,\but their existence also acts as a guide to humans and all life to bring precious hope to the land!\The both of you are, without a doubt, living beings of Flonyard.\How could you end a life that has only experienced sadness because of a demon sword?\That's just... I will never let that happen!\As the leader of Biscotti, I, Millhiore Frianno Biscotti,\will definitely never ever let that happen!\Princess?! Princess! response:	Princess!
context: but their existence also acts as a guide to humans and all life to bring precious hope to the land!\The both of you are, without a doubt, living beings of Flonyard.\How could you end a life that has only experienced sadness because of a demon sword?\That's just... I will never let that happen!\As the leader of Biscotti, I, Millhiore Frianno Biscotti,\will definitely never ever let that happen!\Princess?! Princess!\Princess! response:	Oh, Sink?
context: The both of you are, without a doubt, living beings of Flonyard.\How could you end a life that has only experienced sadness because of a demon sword?\That's just... I will never let that happen!\As the leader of Biscotti, I, Millhiore Frianno Biscotti,\will definitely never ever let that happen!\Princess?! Princess!\Princess!\Oh, Sink? response:	Yes, thank goodness!
context: How could you end a life that has only experienced sadness because of a demon sword?\That's just... I will never let that happen!\As the leader of Biscotti, I, Millhiore Frianno Biscotti,\will definitely never ever let that happen!\Princess?! Princess!\Princess!\Oh, Sink?\Yes, thank goodness! response:	I'm sorry, I'm sorry!
context: That's just... I will never let that happen!\As the leader of Biscotti, I, Millhiore Frianno Biscotti,\will definitely never ever let that happen!\Princess?! Princess!\Princess!\Oh, Sink?\Yes, thank goodness!\I'm sorry, I'm sorry! response:	M-More importantly, Sink! I want to save this demon!
context: As the leader of Biscotti, I, Millhiore Frianno Biscotti,\will definitely never ever let that happen!\Princess?! Princess!\Princess!\Oh, Sink?\Yes, thank goodness!\I'm sorry, I'm sorry!\M-More importantly, Sink! I want to save this demon! response:	Wha...? Save?!
context: will definitely never ever let that happen!\Princess?! Princess!\Princess!\Oh, Sink?\Yes, thank goodness!\I'm sorry, I'm sorry!\M-More importantly, Sink! I want to save this demon!\Wha...? Save?! response:	This thing was originally a land god!
context: Princess?! Princess!\Princess!\Oh, Sink?\Yes, thank goodness!\I'm sorry, I'm sorry!\M-More importantly, Sink! I want to save this demon!\Wha...? Save?!\This thing was originally a land god! response:	As long as we pull that red demon sword from its body,
context: Princess!\Oh, Sink?\Yes, thank goodness!\I'm sorry, I'm sorry!\M-More importantly, Sink! I want to save this demon!\Wha...? Save?!\This thing was originally a land god!\As long as we pull that red demon sword from its body, response:	I'm sure it'll return to its previous self!
context: Oh, Sink?\Yes, thank goodness!\I'm sorry, I'm sorry!\M-More importantly, Sink! I want to save this demon!\Wha...? Save?!\This thing was originally a land god!\As long as we pull that red demon sword from its body,\I'm sure it'll return to its previous self! response:	All right! Princess, please stay here!
context: Yes, thank goodness!\I'm sorry, I'm sorry!\M-More importantly, Sink! I want to save this demon!\Wha...? Save?!\This thing was originally a land god!\As long as we pull that red demon sword from its body,\I'm sure it'll return to its previous self!\All right! Princess, please stay here! response:	No, I'm going too!
context: I'm sorry, I'm sorry!\M-More importantly, Sink! I want to save this demon!\Wha...? Save?!\This thing was originally a land god!\As long as we pull that red demon sword from its body,\I'm sure it'll return to its previous self!\All right! Princess, please stay here!\No, I'm going too! response:	Um, but, with you looking like this...
context: M-More importantly, Sink! I want to save this demon!\Wha...? Save?!\This thing was originally a land god!\As long as we pull that red demon sword from its body,\I'm sure it'll return to its previous self!\All right! Princess, please stay here!\No, I'm going too!\Um, but, with you looking like this... response:	Huh? Err...
context: Wha...? Save?!\This thing was originally a land god!\As long as we pull that red demon sword from its body,\I'm sure it'll return to its previous self!\All right! Princess, please stay here!\No, I'm going too!\Um, but, with you looking like this...\Huh? Err... response:	Excellead, did you do this?
context: This thing was originally a land god!\As long as we pull that red demon sword from its body,\I'm sure it'll return to its previous self!\All right! Princess, please stay here!\No, I'm going too!\Um, but, with you looking like this...\Huh? Err...\Excellead, did you do this? response:	Palladion?
context: As long as we pull that red demon sword from its body,\I'm sure it'll return to its previous self!\All right! Princess, please stay here!\No, I'm going too!\Um, but, with you looking like this...\Huh? Err...\Excellead, did you do this?\Palladion? response:	Excellead, is this your way of cheering us on?
context: I'm sure it'll return to its previous self!\All right! Princess, please stay here!\No, I'm going too!\Um, but, with you looking like this...\Huh? Err...\Excellead, did you do this?\Palladion?\Excellead, is this your way of cheering us on? response:	We'll do it, so lend us your power!
context: All right! Princess, please stay here!\No, I'm going too!\Um, but, with you looking like this...\Huh? Err...\Excellead, did you do this?\Palladion?\Excellead, is this your way of cheering us on?\We'll do it, so lend us your power! response:	Sink!
context: No, I'm going too!\Um, but, with you looking like this...\Huh? Err...\Excellead, did you do this?\Palladion?\Excellead, is this your way of cheering us on?\We'll do it, so lend us your power!\Sink! response:	Yes, Princess!
context: Um, but, with you looking like this...\Huh? Err...\Excellead, did you do this?\Palladion?\Excellead, is this your way of cheering us on?\We'll do it, so lend us your power!\Sink!\Yes, Princess! response:	Let's do this, Princess!
context: Huh? Err...\Excellead, did you do this?\Palladion?\Excellead, is this your way of cheering us on?\We'll do it, so lend us your power!\Sink!\Yes, Princess!\Let's do this, Princess! response:	Right!
context: Excellead, did you do this?\Palladion?\Excellead, is this your way of cheering us on?\We'll do it, so lend us your power!\Sink!\Yes, Princess!\Let's do this, Princess!\Right! response:	Until we reach our goal...
context: Palladion?\Excellead, is this your way of cheering us on?\We'll do it, so lend us your power!\Sink!\Yes, Princess!\Let's do this, Princess!\Right!\Until we reach our goal... response:	Holy Saber!
context: Excellead, is this your way of cheering us on?\We'll do it, so lend us your power!\Sink!\Yes, Princess!\Let's do this, Princess!\Right!\Until we reach our goal...\Holy Saber! response:	Princess, please leave the rest to me!
context: We'll do it, so lend us your power!\Sink!\Yes, Princess!\Let's do this, Princess!\Right!\Until we reach our goal...\Holy Saber!\Princess, please leave the rest to me! response:	All right!
context: Sink!\Yes, Princess!\Let's do this, Princess!\Right!\Until we reach our goal...\Holy Saber!\Princess, please leave the rest to me!\All right! response:	I'll...
context: Yes, Princess!\Let's do this, Princess!\Right!\Until we reach our goal...\Holy Saber!\Princess, please leave the rest to me!\All right!\I'll... response:	The land is... This is bad, Princess!
context: Let's do this, Princess!\Right!\Until we reach our goal...\Holy Saber!\Princess, please leave the rest to me!\All right!\I'll...\The land is... This is bad, Princess! response:	Yes, Sink!
context: Right!\Until we reach our goal...\Holy Saber!\Princess, please leave the rest to me!\All right!\I'll...\The land is... This is bad, Princess!\Yes, Sink! response:	Sink!
context: Until we reach our goal...\Holy Saber!\Princess, please leave the rest to me!\All right!\I'll...\The land is... This is bad, Princess!\Yes, Sink!\Sink! response:	Demon... Flash Wave!
context: Holy Saber!\Princess, please leave the rest to me!\All right!\I'll...\The land is... This is bad, Princess!\Yes, Sink!\Sink!\Demon... Flash Wave! response:	Sink, are you all right?
context: Princess, please leave the rest to me!\All right!\I'll...\The land is... This is bad, Princess!\Yes, Sink!\Sink!\Demon... Flash Wave!\Sink, are you all right? response:	I'm okay. That arrow was from...
context: All right!\I'll...\The land is... This is bad, Princess!\Yes, Sink!\Sink!\Demon... Flash Wave!\Sink, are you all right?\I'm okay. That arrow was from... response:	Yup! Princess Leo definitely shot it!
context: I'll...\The land is... This is bad, Princess!\Yes, Sink!\Sink!\Demon... Flash Wave!\Sink, are you all right?\I'm okay. That arrow was from...\Yup! Princess Leo definitely shot it! response:	Princess, put the child here.
context: The land is... This is bad, Princess!\Yes, Sink!\Sink!\Demon... Flash Wave!\Sink, are you all right?\I'm okay. That arrow was from...\Yup! Princess Leo definitely shot it!\Princess, put the child here. response:	All right!
context: Yes, Sink!\Sink!\Demon... Flash Wave!\Sink, are you all right?\I'm okay. That arrow was from...\Yup! Princess Leo definitely shot it!\Princess, put the child here.\All right! response:	Come, let's use the Hero Rush and get out of here!
context: Sink!\Demon... Flash Wave!\Sink, are you all right?\I'm okay. That arrow was from...\Yup! Princess Leo definitely shot it!\Princess, put the child here.\All right!\Come, let's use the Hero Rush and get out of here! response:	All right!
context: Demon... Flash Wave!\Sink, are you all right?\I'm okay. That arrow was from...\Yup! Princess Leo definitely shot it!\Princess, put the child here.\All right!\Come, let's use the Hero Rush and get out of here!\All right! response:	S-Sorry!
context: Sink, are you all right?\I'm okay. That arrow was from...\Yup! Princess Leo definitely shot it!\Princess, put the child here.\All right!\Come, let's use the Hero Rush and get out of here!\All right!\S-Sorry! response:	Oh my goodness.
context: I'm okay. That arrow was from...\Yup! Princess Leo definitely shot it!\Princess, put the child here.\All right!\Come, let's use the Hero Rush and get out of here!\All right!\S-Sorry!\Oh my goodness. response:	I was fighting seriously, too.
context: Yup! Princess Leo definitely shot it!\Princess, put the child here.\All right!\Come, let's use the Hero Rush and get out of here!\All right!\S-Sorry!\Oh my goodness.\I was fighting seriously, too. response:	These two are really...
context: Princess, put the child here.\All right!\Come, let's use the Hero Rush and get out of here!\All right!\S-Sorry!\Oh my goodness.\I was fighting seriously, too.\These two are really... response:	We must also do it properly in the next episode!
context: All right!\Come, let's use the Hero Rush and get out of here!\All right!\S-Sorry!\Oh my goodness.\I was fighting seriously, too.\These two are really...\We must also do it properly in the next episode! response:	END
context: Come, let's use the Hero Rush and get out of here!\All right!\S-Sorry!\Oh my goodness.\I was fighting seriously, too.\These two are really...\We must also do it properly in the next episode!\END response:	EPISODE10
context: All right!\S-Sorry!\Oh my goodness.\I was fighting seriously, too.\These two are really...\We must also do it properly in the next episode!\END\EPISODE10 response:	Hero Princess The Light of Hope
context: S-Sorry!\Oh my goodness.\I was fighting seriously, too.\These two are really...\We must also do it properly in the next episode!\END\EPISODE10\Hero Princess The Light of Hope response:	Flying Flower in the Night
context: Oh my goodness.\I was fighting seriously, too.\These two are really...\We must also do it properly in the next episode!\END\EPISODE10\Hero Princess The Light of Hope\Flying Flower in the Night response:	EPISODE11
