context: Why would you come here? response:	You don't understand anything.
context: Hang on.\I'm not done yet.\I'm not, either.\You, too, Ruth.\I'm off now.\Chise, stop.\Don't put myself in danger.\Back down if I'm about to get hurt. response:	Talk to someone before I take action.
context: I'm not done yet.\I'm not, either.\You, too, Ruth.\I'm off now.\Chise, stop.\Don't put myself in danger.\Back down if I'm about to get hurt.\Talk to someone before I take action. response:	Yeah.
context: I'm not, either.\You, too, Ruth.\I'm off now.\Chise, stop.\Don't put myself in danger.\Back down if I'm about to get hurt.\Talk to someone before I take action.\Yeah. response:	Off you go.
context: You, too, Ruth.\I'm off now.\Chise, stop.\Don't put myself in danger.\Back down if I'm about to get hurt.\Talk to someone before I take action.\Yeah.\Off you go. response:	See you later.
context: I'm off now.\Chise, stop.\Don't put myself in danger.\Back down if I'm about to get hurt.\Talk to someone before I take action.\Yeah.\Off you go.\See you later. response:	What was that about?
context: Chise, stop.\Don't put myself in danger.\Back down if I'm about to get hurt.\Talk to someone before I take action.\Yeah.\Off you go.\See you later.\What was that about? response:	That was the result of our discussion.
context: Don't put myself in danger.\Back down if I'm about to get hurt.\Talk to someone before I take action.\Yeah.\Off you go.\See you later.\What was that about?\That was the result of our discussion. response:	So, you were saying?
context: Back down if I'm about to get hurt.\Talk to someone before I take action.\Yeah.\Off you go.\See you later.\What was that about?\That was the result of our discussion.\So, you were saying? response:	Let's see...
context: Talk to someone before I take action.\Yeah.\Off you go.\See you later.\What was that about?\That was the result of our discussion.\So, you were saying?\Let's see... response:	Stella's back to normal, and the witches have stopped coming to recruit us.
context: Yeah.\Off you go.\See you later.\What was that about?\That was the result of our discussion.\So, you were saying?\Let's see...\Stella's back to normal, and the witches have stopped coming to recruit us. response:	The two dragons are back with Lindel.
context: Off you go.\See you later.\What was that about?\That was the result of our discussion.\So, you were saying?\Let's see...\Stella's back to normal, and the witches have stopped coming to recruit us.\The two dragons are back with Lindel. response:	What happened to Cartaphilus?
context: See you later.\What was that about?\That was the result of our discussion.\So, you were saying?\Let's see...\Stella's back to normal, and the witches have stopped coming to recruit us.\The two dragons are back with Lindel.\What happened to Cartaphilus? response:	Who knows?
context: What was that about?\That was the result of our discussion.\So, you were saying?\Let's see...\Stella's back to normal, and the witches have stopped coming to recruit us.\The two dragons are back with Lindel.\What happened to Cartaphilus?\Who knows? response:	I don't think he'll be back for a few decades, at least.
context: That was the result of our discussion.\So, you were saying?\Let's see...\Stella's back to normal, and the witches have stopped coming to recruit us.\The two dragons are back with Lindel.\What happened to Cartaphilus?\Who knows?\I don't think he'll be back for a few decades, at least. response:	Aren't you going to wake up?
context: So, you were saying?\Let's see...\Stella's back to normal, and the witches have stopped coming to recruit us.\The two dragons are back with Lindel.\What happened to Cartaphilus?\Who knows?\I don't think he'll be back for a few decades, at least.\Aren't you going to wake up? response:	I can't stand that weirdo getting in my face anymore.
context: Let's see...\Stella's back to normal, and the witches have stopped coming to recruit us.\The two dragons are back with Lindel.\What happened to Cartaphilus?\Who knows?\I don't think he'll be back for a few decades, at least.\Aren't you going to wake up?\I can't stand that weirdo getting in my face anymore. response:	The suffering one has found a place to rest his head.
context: Stella's back to normal, and the witches have stopped coming to recruit us.\The two dragons are back with Lindel.\What happened to Cartaphilus?\Who knows?\I don't think he'll be back for a few decades, at least.\Aren't you going to wake up?\I can't stand that weirdo getting in my face anymore.\The suffering one has found a place to rest his head. response:	How boring.
context: The two dragons are back with Lindel.\What happened to Cartaphilus?\Who knows?\I don't think he'll be back for a few decades, at least.\Aren't you going to wake up?\I can't stand that weirdo getting in my face anymore.\The suffering one has found a place to rest his head.\How boring. response:	Chise!
context: What happened to Cartaphilus?\Who knows?\I don't think he'll be back for a few decades, at least.\Aren't you going to wake up?\I can't stand that weirdo getting in my face anymore.\The suffering one has found a place to rest his head.\How boring.\Chise! response:	I was waiting for you!
context: Who knows?\I don't think he'll be back for a few decades, at least.\Aren't you going to wake up?\I can't stand that weirdo getting in my face anymore.\The suffering one has found a place to rest his head.\How boring.\Chise!\I was waiting for you! response:	Hello.
context: I don't think he'll be back for a few decades, at least.\Aren't you going to wake up?\I can't stand that weirdo getting in my face anymore.\The suffering one has found a place to rest his head.\How boring.\Chise!\I was waiting for you!\Hello. response:	We were waiting for you, Robin.
context: Aren't you going to wake up?\I can't stand that weirdo getting in my face anymore.\The suffering one has found a place to rest his head.\How boring.\Chise!\I was waiting for you!\Hello.\We were waiting for you, Robin. response:	We talked on the phone plenty of times, but how are you?
context: I can't stand that weirdo getting in my face anymore.\The suffering one has found a place to rest his head.\How boring.\Chise!\I was waiting for you!\Hello.\We were waiting for you, Robin.\We talked on the phone plenty of times, but how are you? response:	Has your wound healed?
context: The suffering one has found a place to rest his head.\How boring.\Chise!\I was waiting for you!\Hello.\We were waiting for you, Robin.\We talked on the phone plenty of times, but how are you?\Has your wound healed? response:	My stomach's fine now, but I can't push myself as much as I could before.
context: How boring.\Chise!\I was waiting for you!\Hello.\We were waiting for you, Robin.\We talked on the phone plenty of times, but how are you?\Has your wound healed?\My stomach's fine now, but I can't push myself as much as I could before. response:	You just admitted that you were pushing yourself.
context: Chise!\I was waiting for you!\Hello.\We were waiting for you, Robin.\We talked on the phone plenty of times, but how are you?\Has your wound healed?\My stomach's fine now, but I can't push myself as much as I could before.\You just admitted that you were pushing yourself. response:	Here you go.
context: I was waiting for you!\Hello.\We were waiting for you, Robin.\We talked on the phone plenty of times, but how are you?\Has your wound healed?\My stomach's fine now, but I can't push myself as much as I could before.\You just admitted that you were pushing yourself.\Here you go. response:	As promised.
context: Hello.\We were waiting for you, Robin.\We talked on the phone plenty of times, but how are you?\Has your wound healed?\My stomach's fine now, but I can't push myself as much as I could before.\You just admitted that you were pushing yourself.\Here you go.\As promised. response:	Thank you.
context: We were waiting for you, Robin.\We talked on the phone plenty of times, but how are you?\Has your wound healed?\My stomach's fine now, but I can't push myself as much as I could before.\You just admitted that you were pushing yourself.\Here you go.\As promised.\Thank you. response:	I can't believe you'd ask for such a thing, though.
context: We talked on the phone plenty of times, but how are you?\Has your wound healed?\My stomach's fine now, but I can't push myself as much as I could before.\You just admitted that you were pushing yourself.\Here you go.\As promised.\Thank you.\I can't believe you'd ask for such a thing, though. response:	I don't really mean anything by it.
context: Has your wound healed?\My stomach's fine now, but I can't push myself as much as I could before.\You just admitted that you were pushing yourself.\Here you go.\As promised.\Thank you.\I can't believe you'd ask for such a thing, though.\I don't really mean anything by it. response:	Do you have a fever or something?
context: My stomach's fine now, but I can't push myself as much as I could before.\You just admitted that you were pushing yourself.\Here you go.\As promised.\Thank you.\I can't believe you'd ask for such a thing, though.\I don't really mean anything by it.\Do you have a fever or something? response:	No.
context: You just admitted that you were pushing yourself.\Here you go.\As promised.\Thank you.\I can't believe you'd ask for such a thing, though.\I don't really mean anything by it.\Do you have a fever or something?\No. response:	Well then, for you...
context: Here you go.\As promised.\Thank you.\I can't believe you'd ask for such a thing, though.\I don't really mean anything by it.\Do you have a fever or something?\No.\Well then, for you... response:	Here.
context: As promised.\Thank you.\I can't believe you'd ask for such a thing, though.\I don't really mean anything by it.\Do you have a fever or something?\No.\Well then, for you...\Here. response:	What's this?
context: Thank you.\I can't believe you'd ask for such a thing, though.\I don't really mean anything by it.\Do you have a fever or something?\No.\Well then, for you...\Here.\What's this? response:	Take a look later.
context: I can't believe you'd ask for such a thing, though.\I don't really mean anything by it.\Do you have a fever or something?\No.\Well then, for you...\Here.\What's this?\Take a look later. response:	See you again.
context: I don't really mean anything by it.\Do you have a fever or something?\No.\Well then, for you...\Here.\What's this?\Take a look later.\See you again. response:	Take care of yourself!
context: Do you have a fever or something?\No.\Well then, for you...\Here.\What's this?\Take a look later.\See you again.\Take care of yourself! response:	Happy birthday!
context: No.\Well then, for you...\Here.\What's this?\Take a look later.\See you again.\Take care of yourself!\Happy birthday! response:	Happy... birth...
context: Well then, for you...\Here.\What's this?\Take a look later.\See you again.\Take care of yourself!\Happy birthday!\Happy... birth... response:	You thought it was my birthday, didn't you?
context: Here.\What's this?\Take a look later.\See you again.\Take care of yourself!\Happy birthday!\Happy... birth...\You thought it was my birthday, didn't you? response:	You're wrong!
context: What's this?\Take a look later.\See you again.\Take care of yourself!\Happy birthday!\Happy... birth...\You thought it was my birthday, didn't you?\You're wrong! response:	Today's your birthday party.
context: Take a look later.\See you again.\Take care of yourself!\Happy birthday!\Happy... birth...\You thought it was my birthday, didn't you?\You're wrong!\Today's your birthday party. response:	Today's your... huh?
context: See you again.\Take care of yourself!\Happy birthday!\Happy... birth...\You thought it was my birthday, didn't you?\You're wrong!\Today's your birthday party.\Today's your... huh? response:	You said you've never had a birthday party before, so I'm hosting one.
context: Take care of yourself!\Happy birthday!\Happy... birth...\You thought it was my birthday, didn't you?\You're wrong!\Today's your birthday party.\Today's your... huh?\You said you've never had a birthday party before, so I'm hosting one. response:	Oh, it is true that it's my birthday today, though.
context: Happy birthday!\Happy... birth...\You thought it was my birthday, didn't you?\You're wrong!\Today's your birthday party.\Today's your... huh?\You said you've never had a birthday party before, so I'm hosting one.\Oh, it is true that it's my birthday today, though. response:	Let's enjoy it together today.
context: Happy... birth...\You thought it was my birthday, didn't you?\You're wrong!\Today's your birthday party.\Today's your... huh?\You said you've never had a birthday party before, so I'm hosting one.\Oh, it is true that it's my birthday today, though.\Let's enjoy it together today. response:	I'd love to.
context: You thought it was my birthday, didn't you?\You're wrong!\Today's your birthday party.\Today's your... huh?\You said you've never had a birthday party before, so I'm hosting one.\Oh, it is true that it's my birthday today, though.\Let's enjoy it together today.\I'd love to. response:	Hey, here.
context: You're wrong!\Today's your birthday party.\Today's your... huh?\You said you've never had a birthday party before, so I'm hosting one.\Oh, it is true that it's my birthday today, though.\Let's enjoy it together today.\I'd love to.\Hey, here. response:	Wow, it's pretty.
context: Today's your birthday party.\Today's your... huh?\You said you've never had a birthday party before, so I'm hosting one.\Oh, it is true that it's my birthday today, though.\Let's enjoy it together today.\I'd love to.\Hey, here.\Wow, it's pretty. response:	Thanks, Chise.
context: Today's your... huh?\You said you've never had a birthday party before, so I'm hosting one.\Oh, it is true that it's my birthday today, though.\Let's enjoy it together today.\I'd love to.\Hey, here.\Wow, it's pretty.\Thanks, Chise. response:	Okay, one for you.
context: You said you've never had a birthday party before, so I'm hosting one.\Oh, it is true that it's my birthday today, though.\Let's enjoy it together today.\I'd love to.\Hey, here.\Wow, it's pretty.\Thanks, Chise.\Okay, one for you. response:	I asked my aunt to make it for you.
context: Oh, it is true that it's my birthday today, though.\Let's enjoy it together today.\I'd love to.\Hey, here.\Wow, it's pretty.\Thanks, Chise.\Okay, one for you.\I asked my aunt to make it for you. response:	Th-Thanks.
context: Let's enjoy it together today.\I'd love to.\Hey, here.\Wow, it's pretty.\Thanks, Chise.\Okay, one for you.\I asked my aunt to make it for you.\Th-Thanks. response:	Open it.
context: I'd love to.\Hey, here.\Wow, it's pretty.\Thanks, Chise.\Okay, one for you.\I asked my aunt to make it for you.\Th-Thanks.\Open it. response:	Okay.
context: Hey, here.\Wow, it's pretty.\Thanks, Chise.\Okay, one for you.\I asked my aunt to make it for you.\Th-Thanks.\Open it.\Okay. response:	Silver?
context: Wow, it's pretty.\Thanks, Chise.\Okay, one for you.\I asked my aunt to make it for you.\Th-Thanks.\Open it.\Okay.\Silver? response:	I'm sorry, Elias.
context: Thanks, Chise.\Okay, one for you.\I asked my aunt to make it for you.\Th-Thanks.\Open it.\Okay.\Silver?\I'm sorry, Elias. response:	I was going to go straight home, but...
context: Okay, one for you.\I asked my aunt to make it for you.\Th-Thanks.\Open it.\Okay.\Silver?\I'm sorry, Elias.\I was going to go straight home, but... response:	Where did you get that?
context: I asked my aunt to make it for you.\Th-Thanks.\Open it.\Okay.\Silver?\I'm sorry, Elias.\I was going to go straight home, but...\Where did you get that? response:	It's not what you were wearing when you left this morning.
context: Th-Thanks.\Open it.\Okay.\Silver?\I'm sorry, Elias.\I was going to go straight home, but...\Where did you get that?\It's not what you were wearing when you left this morning. response:	Um...
context: Open it.\Okay.\Silver?\I'm sorry, Elias.\I was going to go straight home, but...\Where did you get that?\It's not what you were wearing when you left this morning.\Um... response:	Stella gave it to me as a gift.
context: Okay.\Silver?\I'm sorry, Elias.\I was going to go straight home, but...\Where did you get that?\It's not what you were wearing when you left this morning.\Um...\Stella gave it to me as a gift. response:	And the veil?
context: Silver?\I'm sorry, Elias.\I was going to go straight home, but...\Where did you get that?\It's not what you were wearing when you left this morning.\Um...\Stella gave it to me as a gift.\And the veil? response:	Angelica-san gave me the veil.
context: I'm sorry, Elias.\I was going to go straight home, but...\Where did you get that?\It's not what you were wearing when you left this morning.\Um...\Stella gave it to me as a gift.\And the veil?\Angelica-san gave me the veil. response:	Is this what beautiful is?
context: I was going to go straight home, but...\Where did you get that?\It's not what you were wearing when you left this morning.\Um...\Stella gave it to me as a gift.\And the veil?\Angelica-san gave me the veil.\Is this what beautiful is? response:	Um... here.
context: Where did you get that?\It's not what you were wearing when you left this morning.\Um...\Stella gave it to me as a gift.\And the veil?\Angelica-san gave me the veil.\Is this what beautiful is?\Um... here. response:	What is it?
context: It's not what you were wearing when you left this morning.\Um...\Stella gave it to me as a gift.\And the veil?\Angelica-san gave me the veil.\Is this what beautiful is?\Um... here.\What is it? response:	Forget it.
context: Um...\Stella gave it to me as a gift.\And the veil?\Angelica-san gave me the veil.\Is this what beautiful is?\Um... here.\What is it?\Forget it. response:	Just give me your left hand.
context: Stella gave it to me as a gift.\And the veil?\Angelica-san gave me the veil.\Is this what beautiful is?\Um... here.\What is it?\Forget it.\Just give me your left hand. response:	Your left hand!
context: And the veil?\Angelica-san gave me the veil.\Is this what beautiful is?\Um... here.\What is it?\Forget it.\Just give me your left hand.\Your left hand! response:	Huh? Okay.
context: Angelica-san gave me the veil.\Is this what beautiful is?\Um... here.\What is it?\Forget it.\Just give me your left hand.\Your left hand!\Huh? Okay. response:	That's your right hand.
context: Is this what beautiful is?\Um... here.\What is it?\Forget it.\Just give me your left hand.\Your left hand!\Huh? Okay.\That's your right hand. response:	And take your gloves off.
context: Um... here.\What is it?\Forget it.\Just give me your left hand.\Your left hand!\Huh? Okay.\That's your right hand.\And take your gloves off. response:	Okay.
context: What is it?\Forget it.\Just give me your left hand.\Your left hand!\Huh? Okay.\That's your right hand.\And take your gloves off.\Okay. response:	A ring?
context: Forget it.\Just give me your left hand.\Your left hand!\Huh? Okay.\That's your right hand.\And take your gloves off.\Okay.\A ring? response:	I keep this one.
context: Just give me your left hand.\Your left hand!\Huh? Okay.\That's your right hand.\And take your gloves off.\Okay.\A ring?\I keep this one. response:	If anything happens to either of us, it'll let us know.
context: Your left hand!\Huh? Okay.\That's your right hand.\And take your gloves off.\Okay.\A ring?\I keep this one.\If anything happens to either of us, it'll let us know. response:	I thought it might... put you at ease.
context: Huh? Okay.\That's your right hand.\And take your gloves off.\Okay.\A ring?\I keep this one.\If anything happens to either of us, it'll let us know.\I thought it might... put you at ease. response:	I've heard that the left ring finger is for wedding rings.
context: That's your right hand.\And take your gloves off.\Okay.\A ring?\I keep this one.\If anything happens to either of us, it'll let us know.\I thought it might... put you at ease.\I've heard that the left ring finger is for wedding rings. response:	It's only been a year, but so much has changed since you bought me.
context: And take your gloves off.\Okay.\A ring?\I keep this one.\If anything happens to either of us, it'll let us know.\I thought it might... put you at ease.\I've heard that the left ring finger is for wedding rings.\It's only been a year, but so much has changed since you bought me. response:	I met all kinds of people, and all kinds of people helped me along.
context: Okay.\A ring?\I keep this one.\If anything happens to either of us, it'll let us know.\I thought it might... put you at ease.\I've heard that the left ring finger is for wedding rings.\It's only been a year, but so much has changed since you bought me.\I met all kinds of people, and all kinds of people helped me along. response:	The world is a lot bigger than I'd ever thought.
context: A ring?\I keep this one.\If anything happens to either of us, it'll let us know.\I thought it might... put you at ease.\I've heard that the left ring finger is for wedding rings.\It's only been a year, but so much has changed since you bought me.\I met all kinds of people, and all kinds of people helped me along.\The world is a lot bigger than I'd ever thought. response:	It's not that I was reborn, and I still resent being in this body.
context: I keep this one.\If anything happens to either of us, it'll let us know.\I thought it might... put you at ease.\I've heard that the left ring finger is for wedding rings.\It's only been a year, but so much has changed since you bought me.\I met all kinds of people, and all kinds of people helped me along.\The world is a lot bigger than I'd ever thought.\It's not that I was reborn, and I still resent being in this body. response:	But now, I can allow myself to think...
context: If anything happens to either of us, it'll let us know.\I thought it might... put you at ease.\I've heard that the left ring finger is for wedding rings.\It's only been a year, but so much has changed since you bought me.\I met all kinds of people, and all kinds of people helped me along.\The world is a lot bigger than I'd ever thought.\It's not that I was reborn, and I still resent being in this body.\But now, I can allow myself to think... response:	that I get to be here because I didn't jump back then.
context: I thought it might... put you at ease.\I've heard that the left ring finger is for wedding rings.\It's only been a year, but so much has changed since you bought me.\I met all kinds of people, and all kinds of people helped me along.\The world is a lot bigger than I'd ever thought.\It's not that I was reborn, and I still resent being in this body.\But now, I can allow myself to think...\that I get to be here because I didn't jump back then. response:	You alone didn't bring me to that conclusion,
context: I've heard that the left ring finger is for wedding rings.\It's only been a year, but so much has changed since you bought me.\I met all kinds of people, and all kinds of people helped me along.\The world is a lot bigger than I'd ever thought.\It's not that I was reborn, and I still resent being in this body.\But now, I can allow myself to think...\that I get to be here because I didn't jump back then.\You alone didn't bring me to that conclusion, response:	but it wouldn't have worked without you.
context: It's only been a year, but so much has changed since you bought me.\I met all kinds of people, and all kinds of people helped me along.\The world is a lot bigger than I'd ever thought.\It's not that I was reborn, and I still resent being in this body.\But now, I can allow myself to think...\that I get to be here because I didn't jump back then.\You alone didn't bring me to that conclusion,\but it wouldn't have worked without you. response:	Nothing would have.
context: I met all kinds of people, and all kinds of people helped me along.\The world is a lot bigger than I'd ever thought.\It's not that I was reborn, and I still resent being in this body.\But now, I can allow myself to think...\that I get to be here because I didn't jump back then.\You alone didn't bring me to that conclusion,\but it wouldn't have worked without you.\Nothing would have. response:	You might have forgotten now...
context: The world is a lot bigger than I'd ever thought.\It's not that I was reborn, and I still resent being in this body.\But now, I can allow myself to think...\that I get to be here because I didn't jump back then.\You alone didn't bring me to that conclusion,\but it wouldn't have worked without you.\Nothing would have.\You might have forgotten now... response:	I do not intend to ever again do anything that you might dislike.
context: It's not that I was reborn, and I still resent being in this body.\But now, I can allow myself to think...\that I get to be here because I didn't jump back then.\You alone didn't bring me to that conclusion,\but it wouldn't have worked without you.\Nothing would have.\You might have forgotten now...\I do not intend to ever again do anything that you might dislike. response:	Even then,
context: But now, I can allow myself to think...\that I get to be here because I didn't jump back then.\You alone didn't bring me to that conclusion,\but it wouldn't have worked without you.\Nothing would have.\You might have forgotten now...\I do not intend to ever again do anything that you might dislike.\Even then, response:	by being involved with you, I may become monstrous again.
context: that I get to be here because I didn't jump back then.\You alone didn't bring me to that conclusion,\but it wouldn't have worked without you.\Nothing would have.\You might have forgotten now...\I do not intend to ever again do anything that you might dislike.\Even then,\by being involved with you, I may become monstrous again. response:	Are you still okay with me?
context: You alone didn't bring me to that conclusion,\but it wouldn't have worked without you.\Nothing would have.\You might have forgotten now...\I do not intend to ever again do anything that you might dislike.\Even then,\by being involved with you, I may become monstrous again.\Are you still okay with me? response:	Stella said...
context: but it wouldn't have worked without you.\Nothing would have.\You might have forgotten now...\I do not intend to ever again do anything that you might dislike.\Even then,\by being involved with you, I may become monstrous again.\Are you still okay with me?\Stella said... response:	Words aren't for understanding each other.
context: Nothing would have.\You might have forgotten now...\I do not intend to ever again do anything that you might dislike.\Even then,\by being involved with you, I may become monstrous again.\Are you still okay with me?\Stella said...\Words aren't for understanding each other. response:	They exist for the sake of talking to each other.
context: You might have forgotten now...\I do not intend to ever again do anything that you might dislike.\Even then,\by being involved with you, I may become monstrous again.\Are you still okay with me?\Stella said...\Words aren't for understanding each other.\They exist for the sake of talking to each other. response:	If we butt heads, if we can't understand each other,
context: I do not intend to ever again do anything that you might dislike.\Even then,\by being involved with you, I may become monstrous again.\Are you still okay with me?\Stella said...\Words aren't for understanding each other.\They exist for the sake of talking to each other.\If we butt heads, if we can't understand each other, response:	we'll talk it over together.
context: Even then,\by being involved with you, I may become monstrous again.\Are you still okay with me?\Stella said...\Words aren't for understanding each other.\They exist for the sake of talking to each other.\If we butt heads, if we can't understand each other,\we'll talk it over together. response:	So that we can find a sweet spot.
context: by being involved with you, I may become monstrous again.\Are you still okay with me?\Stella said...\Words aren't for understanding each other.\They exist for the sake of talking to each other.\If we butt heads, if we can't understand each other,\we'll talk it over together.\So that we can find a sweet spot. response:	Elias...
context: Are you still okay with me?\Stella said...\Words aren't for understanding each other.\They exist for the sake of talking to each other.\If we butt heads, if we can't understand each other,\we'll talk it over together.\So that we can find a sweet spot.\Elias... response:	May I walk next alongside you going forward?
context: Stella said...\Words aren't for understanding each other.\They exist for the sake of talking to each other.\If we butt heads, if we can't understand each other,\we'll talk it over together.\So that we can find a sweet spot.\Elias...\May I walk next alongside you going forward? response:	Of course.
context: Words aren't for understanding each other.\They exist for the sake of talking to each other.\If we butt heads, if we can't understand each other,\we'll talk it over together.\So that we can find a sweet spot.\Elias...\May I walk next alongside you going forward?\Of course. response:	You're my bride, after all.
context: They exist for the sake of talking to each other.\If we butt heads, if we can't understand each other,\we'll talk it over together.\So that we can find a sweet spot.\Elias...\May I walk next alongside you going forward?\Of course.\You're my bride, after all. response:	Yes.
context: If we butt heads, if we can't understand each other,\we'll talk it over together.\So that we can find a sweet spot.\Elias...\May I walk next alongside you going forward?\Of course.\You're my bride, after all.\Yes. response:	Should you quit being my apprentice?
context: we'll talk it over together.\So that we can find a sweet spot.\Elias...\May I walk next alongside you going forward?\Of course.\You're my bride, after all.\Yes.\Should you quit being my apprentice? response:	What do you think?
context: So that we can find a sweet spot.\Elias...\May I walk next alongside you going forward?\Of course.\You're my bride, after all.\Yes.\Should you quit being my apprentice?\What do you think? response:	You should continue.
context: Elias...\May I walk next alongside you going forward?\Of course.\You're my bride, after all.\Yes.\Should you quit being my apprentice?\What do you think?\You should continue. response:	I agree.
context: May I walk next alongside you going forward?\Of course.\You're my bride, after all.\Yes.\Should you quit being my apprentice?\What do you think?\You should continue.\I agree. response:	I look forward to it,
context: Of course.\You're my bride, after all.\Yes.\Should you quit being my apprentice?\What do you think?\You should continue.\I agree.\I look forward to it, response:	my... teacher.
context: You're my bride, after all.\Yes.\Should you quit being my apprentice?\What do you think?\You should continue.\I agree.\I look forward to it,\my... teacher. response:	Huh?
context: Yes.\Should you quit being my apprentice?\What do you think?\You should continue.\I agree.\I look forward to it,\my... teacher.\Huh? response:	It's still embarrassing to say.
context: Should you quit being my apprentice?\What do you think?\You should continue.\I agree.\I look forward to it,\my... teacher.\Huh?\It's still embarrassing to say. response:	Cut me some slack.
context: What do you think?\You should continue.\I agree.\I look forward to it,\my... teacher.\Huh?\It's still embarrassing to say.\Cut me some slack. response:	I'm home.
