context: The Third Plate response:	Fifteen
context: There are barely any ingredients like flour or rice flour left\that might help us make noodles!\I see how it is.\They won't even give us any ingredients.\But what's the big deal?\Sapporo is a major city.\I'm sure we can find a noodle factory.\We can hand-make noodles by getting flour and buckwheat flour and stuff, too. response:	Yeah.
context: that might help us make noodles!\I see how it is.\They won't even give us any ingredients.\But what's the big deal?\Sapporo is a major city.\I'm sure we can find a noodle factory.\We can hand-make noodles by getting flour and buckwheat flour and stuff, too.\Yeah. response:	I'm sure we'll figure something out in three hours.
context: I see how it is.\They won't even give us any ingredients.\But what's the big deal?\Sapporo is a major city.\I'm sure we can find a noodle factory.\We can hand-make noodles by getting flour and buckwheat flour and stuff, too.\Yeah.\I'm sure we'll figure something out in three hours. response:	All right!
context: They won't even give us any ingredients.\But what's the big deal?\Sapporo is a major city.\I'm sure we can find a noodle factory.\We can hand-make noodles by getting flour and buckwheat flour and stuff, too.\Yeah.\I'm sure we'll figure something out in three hours.\All right! response:	Now that that's settled, let's go!
context: But what's the big deal?\Sapporo is a major city.\I'm sure we can find a noodle factory.\We can hand-make noodles by getting flour and buckwheat flour and stuff, too.\Yeah.\I'm sure we'll figure something out in three hours.\All right!\Now that that's settled, let's go! response:	That wasn't the only reason why you weren't called until the very end.
context: Sapporo is a major city.\I'm sure we can find a noodle factory.\We can hand-make noodles by getting flour and buckwheat flour and stuff, too.\Yeah.\I'm sure we'll figure something out in three hours.\All right!\Now that that's settled, let's go!\That wasn't the only reason why you weren't called until the very end. response:	What?
context: I'm sure we can find a noodle factory.\We can hand-make noodles by getting flour and buckwheat flour and stuff, too.\Yeah.\I'm sure we'll figure something out in three hours.\All right!\Now that that's settled, let's go!\That wasn't the only reason why you weren't called until the very end.\What? response:	I'll try to call a taxi.
context: We can hand-make noodles by getting flour and buckwheat flour and stuff, too.\Yeah.\I'm sure we'll figure something out in three hours.\All right!\Now that that's settled, let's go!\That wasn't the only reason why you weren't called until the very end.\What?\I'll try to call a taxi. response:	Huh?
context: Yeah.\I'm sure we'll figure something out in three hours.\All right!\Now that that's settled, let's go!\That wasn't the only reason why you weren't called until the very end.\What?\I'll try to call a taxi.\Huh? response:	That mansion all the way up in the mountains?
context: I'm sure we'll figure something out in three hours.\All right!\Now that that's settled, let's go!\That wasn't the only reason why you weren't called until the very end.\What?\I'll try to call a taxi.\Huh?\That mansion all the way up in the mountains? response:	Sorry, that's not possible right now.
context: All right!\Now that that's settled, let's go!\That wasn't the only reason why you weren't called until the very end.\What?\I'll try to call a taxi.\Huh?\That mansion all the way up in the mountains?\Sorry, that's not possible right now. response:	You'll have to wait for the snow plows to come through.
context: Now that that's settled, let's go!\That wasn't the only reason why you weren't called until the very end.\What?\I'll try to call a taxi.\Huh?\That mansion all the way up in the mountains?\Sorry, that's not possible right now.\You'll have to wait for the snow plows to come through. response:	I see.
context: That wasn't the only reason why you weren't called until the very end.\What?\I'll try to call a taxi.\Huh?\That mansion all the way up in the mountains?\Sorry, that's not possible right now.\You'll have to wait for the snow plows to come through.\I see. response:	We have no way of getting out!
context: What?\I'll try to call a taxi.\Huh?\That mansion all the way up in the mountains?\Sorry, that's not possible right now.\You'll have to wait for the snow plows to come through.\I see.\We have no way of getting out! response:	If we were in a novel or a movie,
context: I'll try to call a taxi.\Huh?\That mansion all the way up in the mountains?\Sorry, that's not possible right now.\You'll have to wait for the snow plows to come through.\I see.\We have no way of getting out!\If we were in a novel or a movie, response:	someone would definitely get killed right about now.
context: Huh?\That mansion all the way up in the mountains?\Sorry, that's not possible right now.\You'll have to wait for the snow plows to come through.\I see.\We have no way of getting out!\If we were in a novel or a movie,\someone would definitely get killed right about now. response:	Rock, paper...
context: That mansion all the way up in the mountains?\Sorry, that's not possible right now.\You'll have to wait for the snow plows to come through.\I see.\We have no way of getting out!\If we were in a novel or a movie,\someone would definitely get killed right about now.\Rock, paper... response:	No way!
context: Sorry, that's not possible right now.\You'll have to wait for the snow plows to come through.\I see.\We have no way of getting out!\If we were in a novel or a movie,\someone would definitely get killed right about now.\Rock, paper...\No way! response:	You can't be serious about walking!
context: You'll have to wait for the snow plows to come through.\I see.\We have no way of getting out!\If we were in a novel or a movie,\someone would definitely get killed right about now.\Rock, paper...\No way!\You can't be serious about walking! response:	Do you want to get lost in the mountains?!
context: I see.\We have no way of getting out!\If we were in a novel or a movie,\someone would definitely get killed right about now.\Rock, paper...\No way!\You can't be serious about walking!\Do you want to get lost in the mountains?! response:	Severe Storm in Sapporo Until Evening
context: We have no way of getting out!\If we were in a novel or a movie,\someone would definitely get killed right about now.\Rock, paper...\No way!\You can't be serious about walking!\Do you want to get lost in the mountains?!\Severe Storm in Sapporo Until Evening response:	The snow that began falling around noon has quickly intensified
context: If we were in a novel or a movie,\someone would definitely get killed right about now.\Rock, paper...\No way!\You can't be serious about walking!\Do you want to get lost in the mountains?!\Severe Storm in Sapporo Until Evening\The snow that began falling around noon has quickly intensified response:	into a major blizzard in the Sapporo mountains rarely observed in recent years.
context: someone would definitely get killed right about now.\Rock, paper...\No way!\You can't be serious about walking!\Do you want to get lost in the mountains?!\Severe Storm in Sapporo Until Evening\The snow that began falling around noon has quickly intensified\into a major blizzard in the Sapporo mountains rarely observed in recent years. response:	The other students have all passed the exam.
context: Rock, paper...\No way!\You can't be serious about walking!\Do you want to get lost in the mountains?!\Severe Storm in Sapporo Until Evening\The snow that began falling around noon has quickly intensified\into a major blizzard in the Sapporo mountains rarely observed in recent years.\The other students have all passed the exam. response:	If we can fail those who remain,
context: No way!\You can't be serious about walking!\Do you want to get lost in the mountains?!\Severe Storm in Sapporo Until Evening\The snow that began falling around noon has quickly intensified\into a major blizzard in the Sapporo mountains rarely observed in recent years.\The other students have all passed the exam.\If we can fail those who remain, response:	my job is done.
context: You can't be serious about walking!\Do you want to get lost in the mountains?!\Severe Storm in Sapporo Until Evening\The snow that began falling around noon has quickly intensified\into a major blizzard in the Sapporo mountains rarely observed in recent years.\The other students have all passed the exam.\If we can fail those who remain,\my job is done. response:	Farewell, rebels.
context: Do you want to get lost in the mountains?!\Severe Storm in Sapporo Until Evening\The snow that began falling around noon has quickly intensified\into a major blizzard in the Sapporo mountains rarely observed in recent years.\The other students have all passed the exam.\If we can fail those who remain,\my job is done.\Farewell, rebels. response:	Glory to Central!
context: Severe Storm in Sapporo Until Evening\The snow that began falling around noon has quickly intensified\into a major blizzard in the Sapporo mountains rarely observed in recent years.\The other students have all passed the exam.\If we can fail those who remain,\my job is done.\Farewell, rebels.\Glory to Central! response:	What?
context: The snow that began falling around noon has quickly intensified\into a major blizzard in the Sapporo mountains rarely observed in recent years.\The other students have all passed the exam.\If we can fail those who remain,\my job is done.\Farewell, rebels.\Glory to Central!\What? response:	Internal Line 1
context: into a major blizzard in the Sapporo mountains rarely observed in recent years.\The other students have all passed the exam.\If we can fail those who remain,\my job is done.\Farewell, rebels.\Glory to Central!\What?\Internal Line 1 response:	What is it?
context: The other students have all passed the exam.\If we can fail those who remain,\my job is done.\Farewell, rebels.\Glory to Central!\What?\Internal Line 1\What is it? response:	Lecturer Endo!
context: If we can fail those who remain,\my job is done.\Farewell, rebels.\Glory to Central!\What?\Internal Line 1\What is it?\Lecturer Endo! response:	The rebels are somehow, uh...
context: my job is done.\Farewell, rebels.\Glory to Central!\What?\Internal Line 1\What is it?\Lecturer Endo!\The rebels are somehow, uh... response:	Just please come now!
context: Farewell, rebels.\Glory to Central!\What?\Internal Line 1\What is it?\Lecturer Endo!\The rebels are somehow, uh...\Just please come now! response:	Takumi!
context: Glory to Central!\What?\Internal Line 1\What is it?\Lecturer Endo!\The rebels are somehow, uh...\Just please come now!\Takumi! response:	Once you have enough for your own dish, send the ingredients over!
context: What?\Internal Line 1\What is it?\Lecturer Endo!\The rebels are somehow, uh...\Just please come now!\Takumi!\Once you have enough for your own dish, send the ingredients over! response:	Right!
context: Internal Line 1\What is it?\Lecturer Endo!\The rebels are somehow, uh...\Just please come now!\Takumi!\Once you have enough for your own dish, send the ingredients over!\Right! response:	We need enough for Tadokoro-san, too.
context: What is it?\Lecturer Endo!\The rebels are somehow, uh...\Just please come now!\Takumi!\Once you have enough for your own dish, send the ingredients over!\Right!\We need enough for Tadokoro-san, too. response:	Don't use too much!
context: Lecturer Endo!\The rebels are somehow, uh...\Just please come now!\Takumi!\Once you have enough for your own dish, send the ingredients over!\Right!\We need enough for Tadokoro-san, too.\Don't use too much! response:	H-How are they starting prep like nothing's wrong?!
context: The rebels are somehow, uh...\Just please come now!\Takumi!\Once you have enough for your own dish, send the ingredients over!\Right!\We need enough for Tadokoro-san, too.\Don't use too much!\H-How are they starting prep like nothing's wrong?! response:	There are no more noodles left!
context: Just please come now!\Takumi!\Once you have enough for your own dish, send the ingredients over!\Right!\We need enough for Tadokoro-san, too.\Don't use too much!\H-How are they starting prep like nothing's wrong?!\There are no more noodles left! response:	Did they manage to get noodles in this blizzard?!
context: Takumi!\Once you have enough for your own dish, send the ingredients over!\Right!\We need enough for Tadokoro-san, too.\Don't use too much!\H-How are they starting prep like nothing's wrong?!\There are no more noodles left!\Did they manage to get noodles in this blizzard?! response:	No, impossible!
context: Once you have enough for your own dish, send the ingredients over!\Right!\We need enough for Tadokoro-san, too.\Don't use too much!\H-How are they starting prep like nothing's wrong?!\There are no more noodles left!\Did they manage to get noodles in this blizzard?!\No, impossible! response:	Why are you looking at us like that, Mister Examiner?
context: Right!\We need enough for Tadokoro-san, too.\Don't use too much!\H-How are they starting prep like nothing's wrong?!\There are no more noodles left!\Did they manage to get noodles in this blizzard?!\No, impossible!\Why are you looking at us like that, Mister Examiner? response:	You didn't honestly think you could stop us with something like that, did you?
context: We need enough for Tadokoro-san, too.\Don't use too much!\H-How are they starting prep like nothing's wrong?!\There are no more noodles left!\Did they manage to get noodles in this blizzard?!\No, impossible!\Why are you looking at us like that, Mister Examiner?\You didn't honestly think you could stop us with something like that, did you? response:	After all, we've been through training a hundred times worse
context: Don't use too much!\H-How are they starting prep like nothing's wrong?!\There are no more noodles left!\Did they manage to get noodles in this blizzard?!\No, impossible!\Why are you looking at us like that, Mister Examiner?\You didn't honestly think you could stop us with something like that, did you?\After all, we've been through training a hundred times worse response:	than childish tricks like this.
context: H-How are they starting prep like nothing's wrong?!\There are no more noodles left!\Did they manage to get noodles in this blizzard?!\No, impossible!\Why are you looking at us like that, Mister Examiner?\You didn't honestly think you could stop us with something like that, did you?\After all, we've been through training a hundred times worse\than childish tricks like this. response:	Help
context: There are no more noodles left!\Did they manage to get noodles in this blizzard?!\No, impossible!\Why are you looking at us like that, Mister Examiner?\You didn't honestly think you could stop us with something like that, did you?\After all, we've been through training a hundred times worse\than childish tricks like this.\Help response:	Well, hang on tight.
context: Did they manage to get noodles in this blizzard?!\No, impossible!\Why are you looking at us like that, Mister Examiner?\You didn't honestly think you could stop us with something like that, did you?\After all, we've been through training a hundred times worse\than childish tricks like this.\Help\Well, hang on tight. response:	We'll serve up
context: No, impossible!\Why are you looking at us like that, Mister Examiner?\You didn't honestly think you could stop us with something like that, did you?\After all, we've been through training a hundred times worse\than childish tricks like this.\Help\Well, hang on tight.\We'll serve up response:	the ultimate bowl of noodles!
context: Why are you looking at us like that, Mister Examiner?\You didn't honestly think you could stop us with something like that, did you?\After all, we've been through training a hundred times worse\than childish tricks like this.\Help\Well, hang on tight.\We'll serve up\the ultimate bowl of noodles! response:	Th-They're working steadily, as though they already have noodles ready to go.
context: You didn't honestly think you could stop us with something like that, did you?\After all, we've been through training a hundred times worse\than childish tricks like this.\Help\Well, hang on tight.\We'll serve up\the ultimate bowl of noodles!\Th-They're working steadily, as though they already have noodles ready to go. response:	Hmph! It's just an act!
context: After all, we've been through training a hundred times worse\than childish tricks like this.\Help\Well, hang on tight.\We'll serve up\the ultimate bowl of noodles!\Th-They're working steadily, as though they already have noodles ready to go.\Hmph! It's just an act! response:	There's no way they will pass under these circumstances!
context: than childish tricks like this.\Help\Well, hang on tight.\We'll serve up\the ultimate bowl of noodles!\Th-They're working steadily, as though they already have noodles ready to go.\Hmph! It's just an act!\There's no way they will pass under these circumstances! response:	They're completely finished!
context: Help\Well, hang on tight.\We'll serve up\the ultimate bowl of noodles!\Th-They're working steadily, as though they already have noodles ready to go.\Hmph! It's just an act!\There's no way they will pass under these circumstances!\They're completely finished! response:	I'm going back to my waiting room!
context: Well, hang on tight.\We'll serve up\the ultimate bowl of noodles!\Th-They're working steadily, as though they already have noodles ready to go.\Hmph! It's just an act!\There's no way they will pass under these circumstances!\They're completely finished!\I'm going back to my waiting room! response:	Endo-san!
context: We'll serve up\the ultimate bowl of noodles!\Th-They're working steadily, as though they already have noodles ready to go.\Hmph! It's just an act!\There's no way they will pass under these circumstances!\They're completely finished!\I'm going back to my waiting room!\Endo-san! response:	What now?
context: the ultimate bowl of noodles!\Th-They're working steadily, as though they already have noodles ready to go.\Hmph! It's just an act!\There's no way they will pass under these circumstances!\They're completely finished!\I'm going back to my waiting room!\Endo-san!\What now? response:	Er, well, Hall C...
context: Th-They're working steadily, as though they already have noodles ready to go.\Hmph! It's just an act!\There's no way they will pass under these circumstances!\They're completely finished!\I'm going back to my waiting room!\Endo-san!\What now?\Er, well, Hall C... response:	And apparently Hall A and Hall B, too...
context: Hmph! It's just an act!\There's no way they will pass under these circumstances!\They're completely finished!\I'm going back to my waiting room!\Endo-san!\What now?\Er, well, Hall C...\And apparently Hall A and Hall B, too... response:	It's hard to believe, but...
context: There's no way they will pass under these circumstances!\They're completely finished!\I'm going back to my waiting room!\Endo-san!\What now?\Er, well, Hall C...\And apparently Hall A and Hall B, too...\It's hard to believe, but... response:	All the rebels are finishing up their noodle dishes!
context: They're completely finished!\I'm going back to my waiting room!\Endo-san!\What now?\Er, well, Hall C...\And apparently Hall A and Hall B, too...\It's hard to believe, but...\All the rebels are finishing up their noodle dishes! response:	What?!
context: I'm going back to my waiting room!\Endo-san!\What now?\Er, well, Hall C...\And apparently Hall A and Hall B, too...\It's hard to believe, but...\All the rebels are finishing up their noodle dishes!\What?! response:	Mister Examiner, if you wanted to fail us,
context: Endo-san!\What now?\Er, well, Hall C...\And apparently Hall A and Hall B, too...\It's hard to believe, but...\All the rebels are finishing up their noodle dishes!\What?!\Mister Examiner, if you wanted to fail us, response:	you really shouldn't have left this lying around.
context: What now?\Er, well, Hall C...\And apparently Hall A and Hall B, too...\It's hard to believe, but...\All the rebels are finishing up their noodle dishes!\What?!\Mister Examiner, if you wanted to fail us,\you really shouldn't have left this lying around. response:	Potatoes?
context: Er, well, Hall C...\And apparently Hall A and Hall B, too...\It's hard to believe, but...\All the rebels are finishing up their noodle dishes!\What?!\Mister Examiner, if you wanted to fail us,\you really shouldn't have left this lying around.\Potatoes? response:	Home cooking from Hokkaido's Kutchan region...
context: And apparently Hall A and Hall B, too...\It's hard to believe, but...\All the rebels are finishing up their noodle dishes!\What?!\Mister Examiner, if you wanted to fail us,\you really shouldn't have left this lying around.\Potatoes?\Home cooking from Hokkaido's Kutchan region... response:	Ah!
context: It's hard to believe, but...\All the rebels are finishing up their noodle dishes!\What?!\Mister Examiner, if you wanted to fail us,\you really shouldn't have left this lying around.\Potatoes?\Home cooking from Hokkaido's Kutchan region...\Ah! response:	Kutchan City
context: All the rebels are finishing up their noodle dishes!\What?!\Mister Examiner, if you wanted to fail us,\you really shouldn't have left this lying around.\Potatoes?\Home cooking from Hokkaido's Kutchan region...\Ah!\Kutchan City response:	Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.
context: What?!\Mister Examiner, if you wanted to fail us,\you really shouldn't have left this lying around.\Potatoes?\Home cooking from Hokkaido's Kutchan region...\Ah!\Kutchan City\Kutchan City is known for very heavy snowfall, even by Hokkaido's standards. response:	They are a major producer of potatoes.
context: Mister Examiner, if you wanted to fail us,\you really shouldn't have left this lying around.\Potatoes?\Home cooking from Hokkaido's Kutchan region...\Ah!\Kutchan City\Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.\They are a major producer of potatoes. response:	That's where the noodles highlighting the starch
context: you really shouldn't have left this lying around.\Potatoes?\Home cooking from Hokkaido's Kutchan region...\Ah!\Kutchan City\Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.\They are a major producer of potatoes.\That's where the noodles highlighting the starch response:	from the renowned variety, Irish Cobbler, was born.
context: Potatoes?\Home cooking from Hokkaido's Kutchan region...\Ah!\Kutchan City\Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.\They are a major producer of potatoes.\That's where the noodles highlighting the starch\from the renowned variety, Irish Cobbler, was born. response:	Potato starch comprises up to 95 percent of the noodles!
context: Home cooking from Hokkaido's Kutchan region...\Ah!\Kutchan City\Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.\They are a major producer of potatoes.\That's where the noodles highlighting the starch\from the renowned variety, Irish Cobbler, was born.\Potato starch comprises up to 95 percent of the noodles! response:	Potato Starch 95
context: Ah!\Kutchan City\Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.\They are a major producer of potatoes.\That's where the noodles highlighting the starch\from the renowned variety, Irish Cobbler, was born.\Potato starch comprises up to 95 percent of the noodles!\Potato Starch 95 response:	Other 5
context: Kutchan City\Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.\They are a major producer of potatoes.\That's where the noodles highlighting the starch\from the renowned variety, Irish Cobbler, was born.\Potato starch comprises up to 95 percent of the noodles!\Potato Starch 95\Other 5 response:	That's right!
context: Kutchan City is known for very heavy snowfall, even by Hokkaido's standards.\They are a major producer of potatoes.\That's where the noodles highlighting the starch\from the renowned variety, Irish Cobbler, was born.\Potato starch comprises up to 95 percent of the noodles!\Potato Starch 95\Other 5\That's right! response:	It's gosetsu udon!
context: They are a major producer of potatoes.\That's where the noodles highlighting the starch\from the renowned variety, Irish Cobbler, was born.\Potato starch comprises up to 95 percent of the noodles!\Potato Starch 95\Other 5\That's right!\It's gosetsu udon! response:	First, steam Irish Cobbler potatoes and remove the skin!
context: That's where the noodles highlighting the starch\from the renowned variety, Irish Cobbler, was born.\Potato starch comprises up to 95 percent of the noodles!\Potato Starch 95\Other 5\That's right!\It's gosetsu udon!\First, steam Irish Cobbler potatoes and remove the skin! response:	Make them into fluffy mashed potatoes.
context: from the renowned variety, Irish Cobbler, was born.\Potato starch comprises up to 95 percent of the noodles!\Potato Starch 95\Other 5\That's right!\It's gosetsu udon!\First, steam Irish Cobbler potatoes and remove the skin!\Make them into fluffy mashed potatoes. response:	Then add water, salt, and flour, and knead into a dough!
context: Potato starch comprises up to 95 percent of the noodles!\Potato Starch 95\Other 5\That's right!\It's gosetsu udon!\First, steam Irish Cobbler potatoes and remove the skin!\Make them into fluffy mashed potatoes.\Then add water, salt, and flour, and knead into a dough! response:	There wasn't enough wheat flour, of course,
context: Potato Starch 95\Other 5\That's right!\It's gosetsu udon!\First, steam Irish Cobbler potatoes and remove the skin!\Make them into fluffy mashed potatoes.\Then add water, salt, and flour, and knead into a dough!\There wasn't enough wheat flour, of course, response:	but potato starch can be a substitute!
context: Other 5\That's right!\It's gosetsu udon!\First, steam Irish Cobbler potatoes and remove the skin!\Make them into fluffy mashed potatoes.\Then add water, salt, and flour, and knead into a dough!\There wasn't enough wheat flour, of course,\but potato starch can be a substitute! response:	Potato Starch
context: That's right!\It's gosetsu udon!\First, steam Irish Cobbler potatoes and remove the skin!\Make them into fluffy mashed potatoes.\Then add water, salt, and flour, and knead into a dough!\There wasn't enough wheat flour, of course,\but potato starch can be a substitute!\Potato Starch response:	The potato starch that was to be used to flour the noodle prep surface...
context: It's gosetsu udon!\First, steam Irish Cobbler potatoes and remove the skin!\Make them into fluffy mashed potatoes.\Then add water, salt, and flour, and knead into a dough!\There wasn't enough wheat flour, of course,\but potato starch can be a substitute!\Potato Starch\The potato starch that was to be used to flour the noodle prep surface... response:	Potatoes are the base ingredient, too!
context: First, steam Irish Cobbler potatoes and remove the skin!\Make them into fluffy mashed potatoes.\Then add water, salt, and flour, and knead into a dough!\There wasn't enough wheat flour, of course,\but potato starch can be a substitute!\Potato Starch\The potato starch that was to be used to flour the noodle prep surface...\Potatoes are the base ingredient, too! response:	It's not typically used in noodles,
context: Make them into fluffy mashed potatoes.\Then add water, salt, and flour, and knead into a dough!\There wasn't enough wheat flour, of course,\but potato starch can be a substitute!\Potato Starch\The potato starch that was to be used to flour the noodle prep surface...\Potatoes are the base ingredient, too!\It's not typically used in noodles, response:	but it's a different story when it comes to gosetsu udon!
context: Then add water, salt, and flour, and knead into a dough!\There wasn't enough wheat flour, of course,\but potato starch can be a substitute!\Potato Starch\The potato starch that was to be used to flour the noodle prep surface...\Potatoes are the base ingredient, too!\It's not typically used in noodles,\but it's a different story when it comes to gosetsu udon! response:	It works great as a binding agent,
context: There wasn't enough wheat flour, of course,\but potato starch can be a substitute!\Potato Starch\The potato starch that was to be used to flour the noodle prep surface...\Potatoes are the base ingredient, too!\It's not typically used in noodles,\but it's a different story when it comes to gosetsu udon!\It works great as a binding agent, response:	and makes a great starchy, elastic dough.
context: but potato starch can be a substitute!\Potato Starch\The potato starch that was to be used to flour the noodle prep surface...\Potatoes are the base ingredient, too!\It's not typically used in noodles,\but it's a different story when it comes to gosetsu udon!\It works great as a binding agent,\and makes a great starchy, elastic dough. response:	All right!
context: Potato Starch\The potato starch that was to be used to flour the noodle prep surface...\Potatoes are the base ingredient, too!\It's not typically used in noodles,\but it's a different story when it comes to gosetsu udon!\It works great as a binding agent,\and makes a great starchy, elastic dough.\All right! response:	But so what?
context: The potato starch that was to be used to flour the noodle prep surface...\Potatoes are the base ingredient, too!\It's not typically used in noodles,\but it's a different story when it comes to gosetsu udon!\It works great as a binding agent,\and makes a great starchy, elastic dough.\All right!\But so what? response:	If you think you can just plop some green onions on that and call it a day,
context: Potatoes are the base ingredient, too!\It's not typically used in noodles,\but it's a different story when it comes to gosetsu udon!\It works great as a binding agent,\and makes a great starchy, elastic dough.\All right!\But so what?\If you think you can just plop some green onions on that and call it a day, response:	you're wrong!
context: It's not typically used in noodles,\but it's a different story when it comes to gosetsu udon!\It works great as a binding agent,\and makes a great starchy, elastic dough.\All right!\But so what?\If you think you can just plop some green onions on that and call it a day,\you're wrong! response:	The others all sourced high-quality ingredients before the blizzard hit
context: but it's a different story when it comes to gosetsu udon!\It works great as a binding agent,\and makes a great starchy, elastic dough.\All right!\But so what?\If you think you can just plop some green onions on that and call it a day,\you're wrong!\The others all sourced high-quality ingredients before the blizzard hit response:	and created dishes worthy of being called gourmet food.
context: It works great as a binding agent,\and makes a great starchy, elastic dough.\All right!\But so what?\If you think you can just plop some green onions on that and call it a day,\you're wrong!\The others all sourced high-quality ingredients before the blizzard hit\and created dishes worthy of being called gourmet food. response:	Listen!
context: and makes a great starchy, elastic dough.\All right!\But so what?\If you think you can just plop some green onions on that and call it a day,\you're wrong!\The others all sourced high-quality ingredients before the blizzard hit\and created dishes worthy of being called gourmet food.\Listen! response:	Potatoes are an extremely versatile ingredient!
context: All right!\But so what?\If you think you can just plop some green onions on that and call it a day,\you're wrong!\The others all sourced high-quality ingredients before the blizzard hit\and created dishes worthy of being called gourmet food.\Listen!\Potatoes are an extremely versatile ingredient! response:	If you can understand and leverage their unique characteristics,
context: But so what?\If you think you can just plop some green onions on that and call it a day,\you're wrong!\The others all sourced high-quality ingredients before the blizzard hit\and created dishes worthy of being called gourmet food.\Listen!\Potatoes are an extremely versatile ingredient!\If you can understand and leverage their unique characteristics, response:	they will help you in a time of need!
context: If you think you can just plop some green onions on that and call it a day,\you're wrong!\The others all sourced high-quality ingredients before the blizzard hit\and created dishes worthy of being called gourmet food.\Listen!\Potatoes are an extremely versatile ingredient!\If you can understand and leverage their unique characteristics,\they will help you in a time of need! response:	Maybe I can use that as the topping...
context: you're wrong!\The others all sourced high-quality ingredients before the blizzard hit\and created dishes worthy of being called gourmet food.\Listen!\Potatoes are an extremely versatile ingredient!\If you can understand and leverage their unique characteristics,\they will help you in a time of need!\Maybe I can use that as the topping... response:	Yukihira!
context: The others all sourced high-quality ingredients before the blizzard hit\and created dishes worthy of being called gourmet food.\Listen!\Potatoes are an extremely versatile ingredient!\If you can understand and leverage their unique characteristics,\they will help you in a time of need!\Maybe I can use that as the topping...\Yukihira! response:	There are other tasks left to do after making the noodles!
context: and created dishes worthy of being called gourmet food.\Listen!\Potatoes are an extremely versatile ingredient!\If you can understand and leverage their unique characteristics,\they will help you in a time of need!\Maybe I can use that as the topping...\Yukihira!\There are other tasks left to do after making the noodles! response:	Don't fall behind!
context: Listen!\Potatoes are an extremely versatile ingredient!\If you can understand and leverage their unique characteristics,\they will help you in a time of need!\Maybe I can use that as the topping...\Yukihira!\There are other tasks left to do after making the noodles!\Don't fall behind! response:	Yeah, I know!
context: Potatoes are an extremely versatile ingredient!\If you can understand and leverage their unique characteristics,\they will help you in a time of need!\Maybe I can use that as the topping...\Yukihira!\There are other tasks left to do after making the noodles!\Don't fall behind!\Yeah, I know! response:	It's done!
context: If you can understand and leverage their unique characteristics,\they will help you in a time of need!\Maybe I can use that as the topping...\Yukihira!\There are other tasks left to do after making the noodles!\Don't fall behind!\Yeah, I know!\It's done! response:	The Hokkaido Seminar Special Gosetsu Udon!
context: they will help you in a time of need!\Maybe I can use that as the topping...\Yukihira!\There are other tasks left to do after making the noodles!\Don't fall behind!\Yeah, I know!\It's done!\The Hokkaido Seminar Special Gosetsu Udon! response:	Dig in!
context: Maybe I can use that as the topping...\Yukihira!\There are other tasks left to do after making the noodles!\Don't fall behind!\Yeah, I know!\It's done!\The Hokkaido Seminar Special Gosetsu Udon!\Dig in! response:	Hm?
context: Yukihira!\There are other tasks left to do after making the noodles!\Don't fall behind!\Yeah, I know!\It's done!\The Hokkaido Seminar Special Gosetsu Udon!\Dig in!\Hm? response:	I thought the only ingredients left they could've used as toppings
context: There are other tasks left to do after making the noodles!\Don't fall behind!\Yeah, I know!\It's done!\The Hokkaido Seminar Special Gosetsu Udon!\Dig in!\Hm?\I thought the only ingredients left they could've used as toppings response:	were green onions and perilla leaves, but...
context: Don't fall behind!\Yeah, I know!\It's done!\The Hokkaido Seminar Special Gosetsu Udon!\Dig in!\Hm?\I thought the only ingredients left they could've used as toppings\were green onions and perilla leaves, but... response:	Could this be...?
context: Yeah, I know!\It's done!\The Hokkaido Seminar Special Gosetsu Udon!\Dig in!\Hm?\I thought the only ingredients left they could've used as toppings\were green onions and perilla leaves, but...\Could this be...? response:	Could you please eat before the noodles get soggy?
context: It's done!\The Hokkaido Seminar Special Gosetsu Udon!\Dig in!\Hm?\I thought the only ingredients left they could've used as toppings\were green onions and perilla leaves, but...\Could this be...?\Could you please eat before the noodles get soggy? response:	R-Right.
context: The Hokkaido Seminar Special Gosetsu Udon!\Dig in!\Hm?\I thought the only ingredients left they could've used as toppings\were green onions and perilla leaves, but...\Could this be...?\Could you please eat before the noodles get soggy?\R-Right. response:	What's with this mellow broth?!
context: Dig in!\Hm?\I thought the only ingredients left they could've used as toppings\were green onions and perilla leaves, but...\Could this be...?\Could you please eat before the noodles get soggy?\R-Right.\What's with this mellow broth?! response:	It's been thickened just enough to coat the noodles!
context: Hm?\I thought the only ingredients left they could've used as toppings\were green onions and perilla leaves, but...\Could this be...?\Could you please eat before the noodles get soggy?\R-Right.\What's with this mellow broth?!\It's been thickened just enough to coat the noodles! response:	What broad umami!
context: I thought the only ingredients left they could've used as toppings\were green onions and perilla leaves, but...\Could this be...?\Could you please eat before the noodles get soggy?\R-Right.\What's with this mellow broth?!\It's been thickened just enough to coat the noodles!\What broad umami! response:	I added grated potatoes to the broth.
context: were green onions and perilla leaves, but...\Could this be...?\Could you please eat before the noodles get soggy?\R-Right.\What's with this mellow broth?!\It's been thickened just enough to coat the noodles!\What broad umami!\I added grated potatoes to the broth. response:	That's how the broth got thickened in a good way.
