context: Bring it on! response:	The part...
context: I'm takin' this guy down.\As a Fairy Tail wizard, I swear I'll take him...\Natsu-nii!\At last, he can't even stand...\Even so, Natsu won't look down.\I'm sure... he'll look ahead!\Even though he's the enemy, kudos to him!\I don't understand... response:	Dan-san, is that...
context: As a Fairy Tail wizard, I swear I'll take him...\Natsu-nii!\At last, he can't even stand...\Even so, Natsu won't look down.\I'm sure... he'll look ahead!\Even though he's the enemy, kudos to him!\I don't understand...\Dan-san, is that... response:	Look at that hideous face...
context: Natsu-nii!\At last, he can't even stand...\Even so, Natsu won't look down.\I'm sure... he'll look ahead!\Even though he's the enemy, kudos to him!\I don't understand...\Dan-san, is that...\Look at that hideous face... response:	What?!
context: At last, he can't even stand...\Even so, Natsu won't look down.\I'm sure... he'll look ahead!\Even though he's the enemy, kudos to him!\I don't understand...\Dan-san, is that...\Look at that hideous face...\What?! response:	He got him!
context: Even so, Natsu won't look down.\I'm sure... he'll look ahead!\Even though he's the enemy, kudos to him!\I don't understand...\Dan-san, is that...\Look at that hideous face...\What?!\He got him! response:	A weak blow...
context: I'm sure... he'll look ahead!\Even though he's the enemy, kudos to him!\I don't understand...\Dan-san, is that...\Look at that hideous face...\What?!\He got him!\A weak blow... response:	How peculiar.
context: Even though he's the enemy, kudos to him!\I don't understand...\Dan-san, is that...\Look at that hideous face...\What?!\He got him!\A weak blow...\How peculiar. response:	When I look at you, a feeling long forgotten comes to the fore.
context: I don't understand...\Dan-san, is that...\Look at that hideous face...\What?!\He got him!\A weak blow...\How peculiar.\When I look at you, a feeling long forgotten comes to the fore. response:	Is it fury?
context: Dan-san, is that...\Look at that hideous face...\What?!\He got him!\A weak blow...\How peculiar.\When I look at you, a feeling long forgotten comes to the fore.\Is it fury? response:	For your friend, life...
context: Look at that hideous face...\What?!\He got him!\A weak blow...\How peculiar.\When I look at you, a feeling long forgotten comes to the fore.\Is it fury?\For your friend, life... response:	Even though you seem to speak sense,
context: What?!\He got him!\A weak blow...\How peculiar.\When I look at you, a feeling long forgotten comes to the fore.\Is it fury?\For your friend, life...\Even though you seem to speak sense, response:	in the end, you people are guild wizards.
context: He got him!\A weak blow...\How peculiar.\When I look at you, a feeling long forgotten comes to the fore.\Is it fury?\For your friend, life...\Even though you seem to speak sense,\in the end, you people are guild wizards. response:	You lot take on jobs for the money,
context: A weak blow...\How peculiar.\When I look at you, a feeling long forgotten comes to the fore.\Is it fury?\For your friend, life...\Even though you seem to speak sense,\in the end, you people are guild wizards.\You lot take on jobs for the money, response:	so for you to mock our noble mission... It's preposterous!
context: How peculiar.\When I look at you, a feeling long forgotten comes to the fore.\Is it fury?\For your friend, life...\Even though you seem to speak sense,\in the end, you people are guild wizards.\You lot take on jobs for the money,\so for you to mock our noble mission... It's preposterous! response:	What's that?! Who does it for the money?!
context: When I look at you, a feeling long forgotten comes to the fore.\Is it fury?\For your friend, life...\Even though you seem to speak sense,\in the end, you people are guild wizards.\You lot take on jobs for the money,\so for you to mock our noble mission... It's preposterous!\What's that?! Who does it for the money?! response:	Don't insult the guild!
context: Is it fury?\For your friend, life...\Even though you seem to speak sense,\in the end, you people are guild wizards.\You lot take on jobs for the money,\so for you to mock our noble mission... It's preposterous!\What's that?! Who does it for the money?!\Don't insult the guild! response:	Rent...?
context: For your friend, life...\Even though you seem to speak sense,\in the end, you people are guild wizards.\You lot take on jobs for the money,\so for you to mock our noble mission... It's preposterous!\What's that?! Who does it for the money?!\Don't insult the guild!\Rent...? response:	Gulp!
context: Even though you seem to speak sense,\in the end, you people are guild wizards.\You lot take on jobs for the money,\so for you to mock our noble mission... It's preposterous!\What's that?! Who does it for the money?!\Don't insult the guild!\Rent...?\Gulp! response:	Food expenses...?
context: in the end, you people are guild wizards.\You lot take on jobs for the money,\so for you to mock our noble mission... It's preposterous!\What's that?! Who does it for the money?!\Don't insult the guild!\Rent...?\Gulp!\Food expenses...? response:	Nee-san, tell him off!
context: You lot take on jobs for the money,\so for you to mock our noble mission... It's preposterous!\What's that?! Who does it for the money?!\Don't insult the guild!\Rent...?\Gulp!\Food expenses...?\Nee-san, tell him off! response:	Um... Uh...
context: so for you to mock our noble mission... It's preposterous!\What's that?! Who does it for the money?!\Don't insult the guild!\Rent...?\Gulp!\Food expenses...?\Nee-san, tell him off!\Um... Uh... response:	I didn't think he'd hit the nail on the head...
context: What's that?! Who does it for the money?!\Don't insult the guild!\Rent...?\Gulp!\Food expenses...?\Nee-san, tell him off!\Um... Uh...\I didn't think he'd hit the nail on the head... response:	You're still talkin' nonsense...
context: Don't insult the guild!\Rent...?\Gulp!\Food expenses...?\Nee-san, tell him off!\Um... Uh...\I didn't think he'd hit the nail on the head...\You're still talkin' nonsense... response:	In the first place, you bastards are the ones who stole from Lucy...
context: Rent...?\Gulp!\Food expenses...?\Nee-san, tell him off!\Um... Uh...\I didn't think he'd hit the nail on the head...\You're still talkin' nonsense...\In the first place, you bastards are the ones who stole from Lucy... response:	Even without the Infinity Clock in operation,
context: Gulp!\Food expenses...?\Nee-san, tell him off!\Um... Uh...\I didn't think he'd hit the nail on the head...\You're still talkin' nonsense...\In the first place, you bastards are the ones who stole from Lucy...\Even without the Infinity Clock in operation, response:	chaos is already loose in this world.
context: Food expenses...?\Nee-san, tell him off!\Um... Uh...\I didn't think he'd hit the nail on the head...\You're still talkin' nonsense...\In the first place, you bastards are the ones who stole from Lucy...\Even without the Infinity Clock in operation,\chaos is already loose in this world. response:	However...
context: Nee-san, tell him off!\Um... Uh...\I didn't think he'd hit the nail on the head...\You're still talkin' nonsense...\In the first place, you bastards are the ones who stole from Lucy...\Even without the Infinity Clock in operation,\chaos is already loose in this world.\However... response:	Zentopia teaches us to display proper behavior even as we monitor the chaos.
context: Um... Uh...\I didn't think he'd hit the nail on the head...\You're still talkin' nonsense...\In the first place, you bastards are the ones who stole from Lucy...\Even without the Infinity Clock in operation,\chaos is already loose in this world.\However...\Zentopia teaches us to display proper behavior even as we monitor the chaos. response:	Turning that path into action is the duty of Legion.
context: I didn't think he'd hit the nail on the head...\You're still talkin' nonsense...\In the first place, you bastards are the ones who stole from Lucy...\Even without the Infinity Clock in operation,\chaos is already loose in this world.\However...\Zentopia teaches us to display proper behavior even as we monitor the chaos.\Turning that path into action is the duty of Legion. response:	Is that right? Then you're clueless, too!
context: You're still talkin' nonsense...\In the first place, you bastards are the ones who stole from Lucy...\Even without the Infinity Clock in operation,\chaos is already loose in this world.\However...\Zentopia teaches us to display proper behavior even as we monitor the chaos.\Turning that path into action is the duty of Legion.\Is that right? Then you're clueless, too! response:	He's suddenly full of energy...
context: In the first place, you bastards are the ones who stole from Lucy...\Even without the Infinity Clock in operation,\chaos is already loose in this world.\However...\Zentopia teaches us to display proper behavior even as we monitor the chaos.\Turning that path into action is the duty of Legion.\Is that right? Then you're clueless, too!\He's suddenly full of energy... response:	I wonder why...
context: Even without the Infinity Clock in operation,\chaos is already loose in this world.\However...\Zentopia teaches us to display proper behavior even as we monitor the chaos.\Turning that path into action is the duty of Legion.\Is that right? Then you're clueless, too!\He's suddenly full of energy...\I wonder why... response:	Look at that!
context: chaos is already loose in this world.\However...\Zentopia teaches us to display proper behavior even as we monitor the chaos.\Turning that path into action is the duty of Legion.\Is that right? Then you're clueless, too!\He's suddenly full of energy...\I wonder why...\Look at that! response:	Crypt candles?!
context: However...\Zentopia teaches us to display proper behavior even as we monitor the chaos.\Turning that path into action is the duty of Legion.\Is that right? Then you're clueless, too!\He's suddenly full of energy...\I wonder why...\Look at that!\Crypt candles?! response:	They're all over the place.
context: Zentopia teaches us to display proper behavior even as we monitor the chaos.\Turning that path into action is the duty of Legion.\Is that right? Then you're clueless, too!\He's suddenly full of energy...\I wonder why...\Look at that!\Crypt candles?!\They're all over the place. response:	You ate the sacred flames of the crypt?! How blasphemous can you get?!
context: Turning that path into action is the duty of Legion.\Is that right? Then you're clueless, too!\He's suddenly full of energy...\I wonder why...\Look at that!\Crypt candles?!\They're all over the place.\You ate the sacred flames of the crypt?! How blasphemous can you get?! response:	I thought you were gonna keep preachin', Octo-man.
context: Is that right? Then you're clueless, too!\He's suddenly full of energy...\I wonder why...\Look at that!\Crypt candles?!\They're all over the place.\You ate the sacred flames of the crypt?! How blasphemous can you get?!\I thought you were gonna keep preachin', Octo-man. response:	Although that kinda talk just goes in one ear and out the other...
context: He's suddenly full of energy...\I wonder why...\Look at that!\Crypt candles?!\They're all over the place.\You ate the sacred flames of the crypt?! How blasphemous can you get?!\I thought you were gonna keep preachin', Octo-man.\Although that kinda talk just goes in one ear and out the other... response:	All that stuck is friend and lives.
context: I wonder why...\Look at that!\Crypt candles?!\They're all over the place.\You ate the sacred flames of the crypt?! How blasphemous can you get?!\I thought you were gonna keep preachin', Octo-man.\Although that kinda talk just goes in one ear and out the other...\All that stuck is friend and lives. response:	And now I'm gonna pay you back 100-fold for insulting the guild!
context: Look at that!\Crypt candles?!\They're all over the place.\You ate the sacred flames of the crypt?! How blasphemous can you get?!\I thought you were gonna keep preachin', Octo-man.\Although that kinda talk just goes in one ear and out the other...\All that stuck is friend and lives.\And now I'm gonna pay you back 100-fold for insulting the guild! response:	He's provoking him.
context: Crypt candles?!\They're all over the place.\You ate the sacred flames of the crypt?! How blasphemous can you get?!\I thought you were gonna keep preachin', Octo-man.\Although that kinda talk just goes in one ear and out the other...\All that stuck is friend and lives.\And now I'm gonna pay you back 100-fold for insulting the guild!\He's provoking him. response:	Even though he doesn't need to go to the trouble of making him angry...
context: They're all over the place.\You ate the sacred flames of the crypt?! How blasphemous can you get?!\I thought you were gonna keep preachin', Octo-man.\Although that kinda talk just goes in one ear and out the other...\All that stuck is friend and lives.\And now I'm gonna pay you back 100-fold for insulting the guild!\He's provoking him.\Even though he doesn't need to go to the trouble of making him angry... response:	That's Natsu for you.
context: You ate the sacred flames of the crypt?! How blasphemous can you get?!\I thought you were gonna keep preachin', Octo-man.\Although that kinda talk just goes in one ear and out the other...\All that stuck is friend and lives.\And now I'm gonna pay you back 100-fold for insulting the guild!\He's provoking him.\Even though he doesn't need to go to the trouble of making him angry...\That's Natsu for you. response:	Awesome...
context: I thought you were gonna keep preachin', Octo-man.\Although that kinda talk just goes in one ear and out the other...\All that stuck is friend and lives.\And now I'm gonna pay you back 100-fold for insulting the guild!\He's provoking him.\Even though he doesn't need to go to the trouble of making him angry...\That's Natsu for you.\Awesome... response:	I can hear it...
context: Although that kinda talk just goes in one ear and out the other...\All that stuck is friend and lives.\And now I'm gonna pay you back 100-fold for insulting the guild!\He's provoking him.\Even though he doesn't need to go to the trouble of making him angry...\That's Natsu for you.\Awesome...\I can hear it... response:	I can hear it!
context: All that stuck is friend and lives.\And now I'm gonna pay you back 100-fold for insulting the guild!\He's provoking him.\Even though he doesn't need to go to the trouble of making him angry...\That's Natsu for you.\Awesome...\I can hear it...\I can hear it! response:	The end is in our hands!
context: And now I'm gonna pay you back 100-fold for insulting the guild!\He's provoking him.\Even though he doesn't need to go to the trouble of making him angry...\That's Natsu for you.\Awesome...\I can hear it...\I can hear it!\The end is in our hands! response:	The end is in our hands!
context: He's provoking him.\Even though he doesn't need to go to the trouble of making him angry...\That's Natsu for you.\Awesome...\I can hear it...\I can hear it!\The end is in our hands!\The end is in our hands! response:	The end is in our hands!
context: Even though he doesn't need to go to the trouble of making him angry...\That's Natsu for you.\Awesome...\I can hear it...\I can hear it!\The end is in our hands!\The end is in our hands!\The end is in our hands! response:	What is His Grace's condition?
context: That's Natsu for you.\Awesome...\I can hear it...\I can hear it!\The end is in our hands!\The end is in our hands!\The end is in our hands!\What is His Grace's condition? response:	Actually...
context: Awesome...\I can hear it...\I can hear it!\The end is in our hands!\The end is in our hands!\The end is in our hands!\What is His Grace's condition?\Actually... response:	It can't be helped...
context: I can hear it...\I can hear it!\The end is in our hands!\The end is in our hands!\The end is in our hands!\What is His Grace's condition?\Actually...\It can't be helped... response:	Shall we assemble the cardinals?
context: I can hear it!\The end is in our hands!\The end is in our hands!\The end is in our hands!\What is His Grace's condition?\Actually...\It can't be helped...\Shall we assemble the cardinals? response:	To elect the next archbishop?!
context: The end is in our hands!\The end is in our hands!\The end is in our hands!\What is His Grace's condition?\Actually...\It can't be helped...\Shall we assemble the cardinals?\To elect the next archbishop?! response:	What are you saying?!
context: The end is in our hands!\The end is in our hands!\What is His Grace's condition?\Actually...\It can't be helped...\Shall we assemble the cardinals?\To elect the next archbishop?!\What are you saying?! response:	Cardinal Rapowant!
context: The end is in our hands!\What is His Grace's condition?\Actually...\It can't be helped...\Shall we assemble the cardinals?\To elect the next archbishop?!\What are you saying?!\Cardinal Rapowant! response:	You're back?!
context: What is His Grace's condition?\Actually...\It can't be helped...\Shall we assemble the cardinals?\To elect the next archbishop?!\What are you saying?!\Cardinal Rapowant!\You're back?! response:	You speak of foolishness such as replacing the archbishop.
context: Actually...\It can't be helped...\Shall we assemble the cardinals?\To elect the next archbishop?!\What are you saying?!\Cardinal Rapowant!\You're back?!\You speak of foolishness such as replacing the archbishop. response:	Realize that we are facing a much bigger problem.
context: It can't be helped...\Shall we assemble the cardinals?\To elect the next archbishop?!\What are you saying?!\Cardinal Rapowant!\You're back?!\You speak of foolishness such as replacing the archbishop.\Realize that we are facing a much bigger problem. response:	What is it?!
context: Shall we assemble the cardinals?\To elect the next archbishop?!\What are you saying?!\Cardinal Rapowant!\You're back?!\You speak of foolishness such as replacing the archbishop.\Realize that we are facing a much bigger problem.\What is it?! response:	There is a traitor within Zentopia.
context: To elect the next archbishop?!\What are you saying?!\Cardinal Rapowant!\You're back?!\You speak of foolishness such as replacing the archbishop.\Realize that we are facing a much bigger problem.\What is it?!\There is a traitor within Zentopia. response:	He tarnishes our history,
context: What are you saying?!\Cardinal Rapowant!\You're back?!\You speak of foolishness such as replacing the archbishop.\Realize that we are facing a much bigger problem.\What is it?!\There is a traitor within Zentopia.\He tarnishes our history, response:	spills information about the Infinity Clock...
context: Cardinal Rapowant!\You're back?!\You speak of foolishness such as replacing the archbishop.\Realize that we are facing a much bigger problem.\What is it?!\There is a traitor within Zentopia.\He tarnishes our history,\spills information about the Infinity Clock... response:	But that's not all.
context: You're back?!\You speak of foolishness such as replacing the archbishop.\Realize that we are facing a much bigger problem.\What is it?!\There is a traitor within Zentopia.\He tarnishes our history,\spills information about the Infinity Clock...\But that's not all. response:	The attacks on the provincial diocese...
context: You speak of foolishness such as replacing the archbishop.\Realize that we are facing a much bigger problem.\What is it?!\There is a traitor within Zentopia.\He tarnishes our history,\spills information about the Infinity Clock...\But that's not all.\The attacks on the provincial diocese... response:	I've heard it was abetted by someone on the inside.
context: Realize that we are facing a much bigger problem.\What is it?!\There is a traitor within Zentopia.\He tarnishes our history,\spills information about the Infinity Clock...\But that's not all.\The attacks on the provincial diocese...\I've heard it was abetted by someone on the inside. response:	How...?!
context: What is it?!\There is a traitor within Zentopia.\He tarnishes our history,\spills information about the Infinity Clock...\But that's not all.\The attacks on the provincial diocese...\I've heard it was abetted by someone on the inside.\How...?! response:	I can't believe it!
context: There is a traitor within Zentopia.\He tarnishes our history,\spills information about the Infinity Clock...\But that's not all.\The attacks on the provincial diocese...\I've heard it was abetted by someone on the inside.\How...?!\I can't believe it! response:	Do I have a reason to lie?
context: He tarnishes our history,\spills information about the Infinity Clock...\But that's not all.\The attacks on the provincial diocese...\I've heard it was abetted by someone on the inside.\How...?!\I can't believe it!\Do I have a reason to lie? response:	No...
context: spills information about the Infinity Clock...\But that's not all.\The attacks on the provincial diocese...\I've heard it was abetted by someone on the inside.\How...?!\I can't believe it!\Do I have a reason to lie?\No... response:	No, of course not!
context: But that's not all.\The attacks on the provincial diocese...\I've heard it was abetted by someone on the inside.\How...?!\I can't believe it!\Do I have a reason to lie?\No...\No, of course not! response:	I'm suspicious of the priest who survived the attack that time.
context: The attacks on the provincial diocese...\I've heard it was abetted by someone on the inside.\How...?!\I can't believe it!\Do I have a reason to lie?\No...\No, of course not!\I'm suspicious of the priest who survived the attack that time. response:	I would like to question him directly. Bring him here.
context: I've heard it was abetted by someone on the inside.\How...?!\I can't believe it!\Do I have a reason to lie?\No...\No, of course not!\I'm suspicious of the priest who survived the attack that time.\I would like to question him directly. Bring him here. response:	Yes, sir!
context: How...?!\I can't believe it!\Do I have a reason to lie?\No...\No, of course not!\I'm suspicious of the priest who survived the attack that time.\I would like to question him directly. Bring him here.\Yes, sir! response:	I'll look after the archbishop.
context: I can't believe it!\Do I have a reason to lie?\No...\No, of course not!\I'm suspicious of the priest who survived the attack that time.\I would like to question him directly. Bring him here.\Yes, sir!\I'll look after the archbishop. response:	From now, no one shall enter his bedchamber.
context: Do I have a reason to lie?\No...\No, of course not!\I'm suspicious of the priest who survived the attack that time.\I would like to question him directly. Bring him here.\Yes, sir!\I'll look after the archbishop.\From now, no one shall enter his bedchamber. response:	This is a crusade.
context: No...\No, of course not!\I'm suspicious of the priest who survived the attack that time.\I would like to question him directly. Bring him here.\Yes, sir!\I'll look after the archbishop.\From now, no one shall enter his bedchamber.\This is a crusade. response:	Retrieving the Infinity Clock...
context: No, of course not!\I'm suspicious of the priest who survived the attack that time.\I would like to question him directly. Bring him here.\Yes, sir!\I'll look after the archbishop.\From now, no one shall enter his bedchamber.\This is a crusade.\Retrieving the Infinity Clock... response:	That is Legion's holy mission.
context: I'm suspicious of the priest who survived the attack that time.\I would like to question him directly. Bring him here.\Yes, sir!\I'll look after the archbishop.\From now, no one shall enter his bedchamber.\This is a crusade.\Retrieving the Infinity Clock...\That is Legion's holy mission. response:	A guild's principles can't compare.
context: I would like to question him directly. Bring him here.\Yes, sir!\I'll look after the archbishop.\From now, no one shall enter his bedchamber.\This is a crusade.\Retrieving the Infinity Clock...\That is Legion's holy mission.\A guild's principles can't compare. response:	If you make magic by eating fire, I can nullify that, too.
context: Yes, sir!\I'll look after the archbishop.\From now, no one shall enter his bedchamber.\This is a crusade.\Retrieving the Infinity Clock...\That is Legion's holy mission.\A guild's principles can't compare.\If you make magic by eating fire, I can nullify that, too. response:	You... bastard...
context: I'll look after the archbishop.\From now, no one shall enter his bedchamber.\This is a crusade.\Retrieving the Infinity Clock...\That is Legion's holy mission.\A guild's principles can't compare.\If you make magic by eating fire, I can nullify that, too.\You... bastard... response:	That's playing dirty!
context: From now, no one shall enter his bedchamber.\This is a crusade.\Retrieving the Infinity Clock...\That is Legion's holy mission.\A guild's principles can't compare.\If you make magic by eating fire, I can nullify that, too.\You... bastard...\That's playing dirty! response:	Fight fair and square!
context: This is a crusade.\Retrieving the Infinity Clock...\That is Legion's holy mission.\A guild's principles can't compare.\If you make magic by eating fire, I can nullify that, too.\You... bastard...\That's playing dirty!\Fight fair and square! response:	But he...
context: Retrieving the Infinity Clock...\That is Legion's holy mission.\A guild's principles can't compare.\If you make magic by eating fire, I can nullify that, too.\You... bastard...\That's playing dirty!\Fight fair and square!\But he... response:	Byro-sama has never used attacking magic?
context: That is Legion's holy mission.\A guild's principles can't compare.\If you make magic by eating fire, I can nullify that, too.\You... bastard...\That's playing dirty!\Fight fair and square!\But he...\Byro-sama has never used attacking magic? response:	Coco, I think you already know this,
context: A guild's principles can't compare.\If you make magic by eating fire, I can nullify that, too.\You... bastard...\That's playing dirty!\Fight fair and square!\But he...\Byro-sama has never used attacking magic?\Coco, I think you already know this, response:	but Byro-sama's combat technique
context: If you make magic by eating fire, I can nullify that, too.\You... bastard...\That's playing dirty!\Fight fair and square!\But he...\Byro-sama has never used attacking magic?\Coco, I think you already know this,\but Byro-sama's combat technique response:	is among the five strongest in all of Fiore.
context: You... bastard...\That's playing dirty!\Fight fair and square!\But he...\Byro-sama has never used attacking magic?\Coco, I think you already know this,\but Byro-sama's combat technique\is among the five strongest in all of Fiore. response:	The weak have no right to control this world.
context: That's playing dirty!\Fight fair and square!\But he...\Byro-sama has never used attacking magic?\Coco, I think you already know this,\but Byro-sama's combat technique\is among the five strongest in all of Fiore.\The weak have no right to control this world. response:	What?!
context: Fight fair and square!\But he...\Byro-sama has never used attacking magic?\Coco, I think you already know this,\but Byro-sama's combat technique\is among the five strongest in all of Fiore.\The weak have no right to control this world.\What?! response:	The weak...
context: But he...\Byro-sama has never used attacking magic?\Coco, I think you already know this,\but Byro-sama's combat technique\is among the five strongest in all of Fiore.\The weak have no right to control this world.\What?!\The weak... response:	We aren't doing anything wrong.
context: Byro-sama has never used attacking magic?\Coco, I think you already know this,\but Byro-sama's combat technique\is among the five strongest in all of Fiore.\The weak have no right to control this world.\What?!\The weak...\We aren't doing anything wrong. response:	People can't survive without something to rely on.
context: Coco, I think you already know this,\but Byro-sama's combat technique\is among the five strongest in all of Fiore.\The weak have no right to control this world.\What?!\The weak...\We aren't doing anything wrong.\People can't survive without something to rely on. response:	Take Zentopia. It's only natural to depend on it.
context: but Byro-sama's combat technique\is among the five strongest in all of Fiore.\The weak have no right to control this world.\What?!\The weak...\We aren't doing anything wrong.\People can't survive without something to rely on.\Take Zentopia. It's only natural to depend on it. response:	Therefore, if His Grace tells us to search for the clock, we'll look until we find it!
context: is among the five strongest in all of Fiore.\The weak have no right to control this world.\What?!\The weak...\We aren't doing anything wrong.\People can't survive without something to rely on.\Take Zentopia. It's only natural to depend on it.\Therefore, if His Grace tells us to search for the clock, we'll look until we find it! response:	And if being scrupulous about the methods means not being able to find it,
context: The weak have no right to control this world.\What?!\The weak...\We aren't doing anything wrong.\People can't survive without something to rely on.\Take Zentopia. It's only natural to depend on it.\Therefore, if His Grace tells us to search for the clock, we'll look until we find it!\And if being scrupulous about the methods means not being able to find it, response:	then we have no choice.
context: What?!\The weak...\We aren't doing anything wrong.\People can't survive without something to rely on.\Take Zentopia. It's only natural to depend on it.\Therefore, if His Grace tells us to search for the clock, we'll look until we find it!\And if being scrupulous about the methods means not being able to find it,\then we have no choice. response:	You see,
context: The weak...\We aren't doing anything wrong.\People can't survive without something to rely on.\Take Zentopia. It's only natural to depend on it.\Therefore, if His Grace tells us to search for the clock, we'll look until we find it!\And if being scrupulous about the methods means not being able to find it,\then we have no choice.\You see, response:	that's our mission.
context: We aren't doing anything wrong.\People can't survive without something to rely on.\Take Zentopia. It's only natural to depend on it.\Therefore, if His Grace tells us to search for the clock, we'll look until we find it!\And if being scrupulous about the methods means not being able to find it,\then we have no choice.\You see,\that's our mission. response:	I don't get it.
context: People can't survive without something to rely on.\Take Zentopia. It's only natural to depend on it.\Therefore, if His Grace tells us to search for the clock, we'll look until we find it!\And if being scrupulous about the methods means not being able to find it,\then we have no choice.\You see,\that's our mission.\I don't get it. response:	Neither do I, but you're definitely wrong!
context: Take Zentopia. It's only natural to depend on it.\Therefore, if His Grace tells us to search for the clock, we'll look until we find it!\And if being scrupulous about the methods means not being able to find it,\then we have no choice.\You see,\that's our mission.\I don't get it.\Neither do I, but you're definitely wrong! response:	That's right!
context: Therefore, if His Grace tells us to search for the clock, we'll look until we find it!\And if being scrupulous about the methods means not being able to find it,\then we have no choice.\You see,\that's our mission.\I don't get it.\Neither do I, but you're definitely wrong!\That's right! response:	Haven't you thought about all the people who are going to suffer because of your mission?!
context: And if being scrupulous about the methods means not being able to find it,\then we have no choice.\You see,\that's our mission.\I don't get it.\Neither do I, but you're definitely wrong!\That's right!\Haven't you thought about all the people who are going to suffer because of your mission?! response:	It's foolish to act upon your emotions.
context: then we have no choice.\You see,\that's our mission.\I don't get it.\Neither do I, but you're definitely wrong!\That's right!\Haven't you thought about all the people who are going to suffer because of your mission?!\It's foolish to act upon your emotions. response:	To provide the correct path and to follow the correct path,
context: You see,\that's our mission.\I don't get it.\Neither do I, but you're definitely wrong!\That's right!\Haven't you thought about all the people who are going to suffer because of your mission?!\It's foolish to act upon your emotions.\To provide the correct path and to follow the correct path, response:	we are forced to make hard choices!
context: that's our mission.\I don't get it.\Neither do I, but you're definitely wrong!\That's right!\Haven't you thought about all the people who are going to suffer because of your mission?!\It's foolish to act upon your emotions.\To provide the correct path and to follow the correct path,\we are forced to make hard choices! response:	The world is always full of contradictions.
context: I don't get it.\Neither do I, but you're definitely wrong!\That's right!\Haven't you thought about all the people who are going to suffer because of your mission?!\It's foolish to act upon your emotions.\To provide the correct path and to follow the correct path,\we are forced to make hard choices!\The world is always full of contradictions. response:	I have the sense to know that at least.
context: Neither do I, but you're definitely wrong!\That's right!\Haven't you thought about all the people who are going to suffer because of your mission?!\It's foolish to act upon your emotions.\To provide the correct path and to follow the correct path,\we are forced to make hard choices!\The world is always full of contradictions.\I have the sense to know that at least. response:	Therefore, it's natural that at the end of the path I choose, there will be sacrifices.
context: That's right!\Haven't you thought about all the people who are going to suffer because of your mission?!\It's foolish to act upon your emotions.\To provide the correct path and to follow the correct path,\we are forced to make hard choices!\The world is always full of contradictions.\I have the sense to know that at least.\Therefore, it's natural that at the end of the path I choose, there will be sacrifices. response:	Uh-oh. The cryptex in my head got all scrambled.
context: Haven't you thought about all the people who are going to suffer because of your mission?!\It's foolish to act upon your emotions.\To provide the correct path and to follow the correct path,\we are forced to make hard choices!\The world is always full of contradictions.\I have the sense to know that at least.\Therefore, it's natural that at the end of the path I choose, there will be sacrifices.\Uh-oh. The cryptex in my head got all scrambled. response:	Make hard choices?
context: It's foolish to act upon your emotions.\To provide the correct path and to follow the correct path,\we are forced to make hard choices!\The world is always full of contradictions.\I have the sense to know that at least.\Therefore, it's natural that at the end of the path I choose, there will be sacrifices.\Uh-oh. The cryptex in my head got all scrambled.\Make hard choices? response:	But it must be easy for you.
context: To provide the correct path and to follow the correct path,\we are forced to make hard choices!\The world is always full of contradictions.\I have the sense to know that at least.\Therefore, it's natural that at the end of the path I choose, there will be sacrifices.\Uh-oh. The cryptex in my head got all scrambled.\Make hard choices?\But it must be easy for you. response:	What?
context: we are forced to make hard choices!\The world is always full of contradictions.\I have the sense to know that at least.\Therefore, it's natural that at the end of the path I choose, there will be sacrifices.\Uh-oh. The cryptex in my head got all scrambled.\Make hard choices?\But it must be easy for you.\What? response:	You don't decide by emotions, but by following your cause, right?
context: The world is always full of contradictions.\I have the sense to know that at least.\Therefore, it's natural that at the end of the path I choose, there will be sacrifices.\Uh-oh. The cryptex in my head got all scrambled.\Make hard choices?\But it must be easy for you.\What?\You don't decide by emotions, but by following your cause, right? response:	If it doesn't prick your conscience,
context: I have the sense to know that at least.\Therefore, it's natural that at the end of the path I choose, there will be sacrifices.\Uh-oh. The cryptex in my head got all scrambled.\Make hard choices?\But it must be easy for you.\What?\You don't decide by emotions, but by following your cause, right?\If it doesn't prick your conscience, response:	anyone could easily make those choices, right?
context: Therefore, it's natural that at the end of the path I choose, there will be sacrifices.\Uh-oh. The cryptex in my head got all scrambled.\Make hard choices?\But it must be easy for you.\What?\You don't decide by emotions, but by following your cause, right?\If it doesn't prick your conscience,\anyone could easily make those choices, right? response:	Michelle...
context: Uh-oh. The cryptex in my head got all scrambled.\Make hard choices?\But it must be easy for you.\What?\You don't decide by emotions, but by following your cause, right?\If it doesn't prick your conscience,\anyone could easily make those choices, right?\Michelle... response:	Sorry, but could you explain what everyone's talking about,
context: Make hard choices?\But it must be easy for you.\What?\You don't decide by emotions, but by following your cause, right?\If it doesn't prick your conscience,\anyone could easily make those choices, right?\Michelle...\Sorry, but could you explain what everyone's talking about, response:	Lu-pi?
context: But it must be easy for you.\What?\You don't decide by emotions, but by following your cause, right?\If it doesn't prick your conscience,\anyone could easily make those choices, right?\Michelle...\Sorry, but could you explain what everyone's talking about,\Lu-pi? response:	Do you contest the whole concept of a rightful cause?
context: What?\You don't decide by emotions, but by following your cause, right?\If it doesn't prick your conscience,\anyone could easily make those choices, right?\Michelle...\Sorry, but could you explain what everyone's talking about,\Lu-pi?\Do you contest the whole concept of a rightful cause? response:	Watch out!
