context: Sorry to keep you waiting, Ayato. response:	- That was a close shave, wasn't it? - Claudia!
context: The entire force, did you say?\So the police unit guarding the orphanage as well...\Yes, I hear they've all gone into the city.\Damn!\Julis, calm down!\Gustave knows what he's doing!\They wouldn't think twice about forsaking the orphanage,\and that this would be a good diversionary tactic to draw us out! response:	I have no doubt he's lying in wait in the slums.
context: So the police unit guarding the orphanage as well...\Yes, I hear they've all gone into the city.\Damn!\Julis, calm down!\Gustave knows what he's doing!\They wouldn't think twice about forsaking the orphanage,\and that this would be a good diversionary tactic to draw us out!\I have no doubt he's lying in wait in the slums. response:	And if I don't show up, he's sure to...
context: Yes, I hear they've all gone into the city.\Damn!\Julis, calm down!\Gustave knows what he's doing!\They wouldn't think twice about forsaking the orphanage,\and that this would be a good diversionary tactic to draw us out!\I have no doubt he's lying in wait in the slums.\And if I don't show up, he's sure to... response:	This is my problem to fix.
context: Damn!\Julis, calm down!\Gustave knows what he's doing!\They wouldn't think twice about forsaking the orphanage,\and that this would be a good diversionary tactic to draw us out!\I have no doubt he's lying in wait in the slums.\And if I don't show up, he's sure to...\This is my problem to fix. response:	Don't come with me.
context: Julis, calm down!\Gustave knows what he's doing!\They wouldn't think twice about forsaking the orphanage,\and that this would be a good diversionary tactic to draw us out!\I have no doubt he's lying in wait in the slums.\And if I don't show up, he's sure to...\This is my problem to fix.\Don't come with me. response:	What are you talking about, Julis?
context: Gustave knows what he's doing!\They wouldn't think twice about forsaking the orphanage,\and that this would be a good diversionary tactic to draw us out!\I have no doubt he's lying in wait in the slums.\And if I don't show up, he's sure to...\This is my problem to fix.\Don't come with me.\What are you talking about, Julis? response:	He's right.
context: They wouldn't think twice about forsaking the orphanage,\and that this would be a good diversionary tactic to draw us out!\I have no doubt he's lying in wait in the slums.\And if I don't show up, he's sure to...\This is my problem to fix.\Don't come with me.\What are you talking about, Julis?\He's right. response:	After all, it's not just you who they're after, Julis.
context: and that this would be a good diversionary tactic to draw us out!\I have no doubt he's lying in wait in the slums.\And if I don't show up, he's sure to...\This is my problem to fix.\Don't come with me.\What are you talking about, Julis?\He's right.\After all, it's not just you who they're after, Julis. response:	We're involved in this one, too.
context: I have no doubt he's lying in wait in the slums.\And if I don't show up, he's sure to...\This is my problem to fix.\Don't come with me.\What are you talking about, Julis?\He's right.\After all, it's not just you who they're after, Julis.\We're involved in this one, too. response:	Very well.
context: And if I don't show up, he's sure to...\This is my problem to fix.\Don't come with me.\What are you talking about, Julis?\He's right.\After all, it's not just you who they're after, Julis.\We're involved in this one, too.\Very well. response:	In that case, I have an idea!
context: This is my problem to fix.\Don't come with me.\What are you talking about, Julis?\He's right.\After all, it's not just you who they're after, Julis.\We're involved in this one, too.\Very well.\In that case, I have an idea! response:	Will you follow my instructions exactly?
context: Don't come with me.\What are you talking about, Julis?\He's right.\After all, it's not just you who they're after, Julis.\We're involved in this one, too.\Very well.\In that case, I have an idea!\Will you follow my instructions exactly? response:	Gustave Marlowe!
context: What are you talking about, Julis?\He's right.\After all, it's not just you who they're after, Julis.\We're involved in this one, too.\Very well.\In that case, I have an idea!\Will you follow my instructions exactly?\Gustave Marlowe! response:	Well, well, Your Highness, Princess Julis...
context: He's right.\After all, it's not just you who they're after, Julis.\We're involved in this one, too.\Very well.\In that case, I have an idea!\Will you follow my instructions exactly?\Gustave Marlowe!\Well, well, Your Highness, Princess Julis... response:	I am humbled that you would come all this way to meet me here.
context: After all, it's not just you who they're after, Julis.\We're involved in this one, too.\Very well.\In that case, I have an idea!\Will you follow my instructions exactly?\Gustave Marlowe!\Well, well, Your Highness, Princess Julis...\I am humbled that you would come all this way to meet me here. response:	You better not have touched the orphanage!
context: We're involved in this one, too.\Very well.\In that case, I have an idea!\Will you follow my instructions exactly?\Gustave Marlowe!\Well, well, Your Highness, Princess Julis...\I am humbled that you would come all this way to meet me here.\You better not have touched the orphanage! response:	Rest assured.
context: Very well.\In that case, I have an idea!\Will you follow my instructions exactly?\Gustave Marlowe!\Well, well, Your Highness, Princess Julis...\I am humbled that you would come all this way to meet me here.\You better not have touched the orphanage!\Rest assured. response:	After all, it would be pointless to destroy the bait before I even get my prey.
context: In that case, I have an idea!\Will you follow my instructions exactly?\Gustave Marlowe!\Well, well, Your Highness, Princess Julis...\I am humbled that you would come all this way to meet me here.\You better not have touched the orphanage!\Rest assured.\After all, it would be pointless to destroy the bait before I even get my prey. response:	My first order of business is to draw you all out!
context: Will you follow my instructions exactly?\Gustave Marlowe!\Well, well, Your Highness, Princess Julis...\I am humbled that you would come all this way to meet me here.\You better not have touched the orphanage!\Rest assured.\After all, it would be pointless to destroy the bait before I even get my prey.\My first order of business is to draw you all out! response:	Is that a Hydra?
context: Gustave Marlowe!\Well, well, Your Highness, Princess Julis...\I am humbled that you would come all this way to meet me here.\You better not have touched the orphanage!\Rest assured.\After all, it would be pointless to destroy the bait before I even get my prey.\My first order of business is to draw you all out!\Is that a Hydra? response:	That's exactly right, Your Highness.
context: Well, well, Your Highness, Princess Julis...\I am humbled that you would come all this way to meet me here.\You better not have touched the orphanage!\Rest assured.\After all, it would be pointless to destroy the bait before I even get my prey.\My first order of business is to draw you all out!\Is that a Hydra?\That's exactly right, Your Highness. response:	Every bit as...
context: I am humbled that you would come all this way to meet me here.\You better not have touched the orphanage!\Rest assured.\After all, it would be pointless to destroy the bait before I even get my prey.\My first order of business is to draw you all out!\Is that a Hydra?\That's exactly right, Your Highness.\Every bit as... response:	no, even more imposing and striking than the ones in mythology, eh?
context: You better not have touched the orphanage!\Rest assured.\After all, it would be pointless to destroy the bait before I even get my prey.\My first order of business is to draw you all out!\Is that a Hydra?\That's exactly right, Your Highness.\Every bit as...\no, even more imposing and striking than the ones in mythology, eh? response:	Now, then...
context: Rest assured.\After all, it would be pointless to destroy the bait before I even get my prey.\My first order of business is to draw you all out!\Is that a Hydra?\That's exactly right, Your Highness.\Every bit as...\no, even more imposing and striking than the ones in mythology, eh?\Now, then... response:	Having lured my prey here, I have no more use for that bait.
context: After all, it would be pointless to destroy the bait before I even get my prey.\My first order of business is to draw you all out!\Is that a Hydra?\That's exactly right, Your Highness.\Every bit as...\no, even more imposing and striking than the ones in mythology, eh?\Now, then...\Having lured my prey here, I have no more use for that bait. response:	Why don't I finish this off without further delay?
context: My first order of business is to draw you all out!\Is that a Hydra?\That's exactly right, Your Highness.\Every bit as...\no, even more imposing and striking than the ones in mythology, eh?\Now, then...\Having lured my prey here, I have no more use for that bait.\Why don't I finish this off without further delay? response:	Now then, if you'll excuse me.
context: Is that a Hydra?\That's exactly right, Your Highness.\Every bit as...\no, even more imposing and striking than the ones in mythology, eh?\Now, then...\Having lured my prey here, I have no more use for that bait.\Why don't I finish this off without further delay?\Now then, if you'll excuse me. response:	I encourage you to enjoy yourselves to the fullest!
context: That's exactly right, Your Highness.\Every bit as...\no, even more imposing and striking than the ones in mythology, eh?\Now, then...\Having lured my prey here, I have no more use for that bait.\Why don't I finish this off without further delay?\Now then, if you'll excuse me.\I encourage you to enjoy yourselves to the fullest! response:	Come back here!
context: Every bit as...\no, even more imposing and striking than the ones in mythology, eh?\Now, then...\Having lured my prey here, I have no more use for that bait.\Why don't I finish this off without further delay?\Now then, if you'll excuse me.\I encourage you to enjoy yourselves to the fullest!\Come back here! response:	Julis!
context: no, even more imposing and striking than the ones in mythology, eh?\Now, then...\Having lured my prey here, I have no more use for that bait.\Why don't I finish this off without further delay?\Now then, if you'll excuse me.\I encourage you to enjoy yourselves to the fullest!\Come back here!\Julis! response:	Sorry, Ayato.
context: Now, then...\Having lured my prey here, I have no more use for that bait.\Why don't I finish this off without further delay?\Now then, if you'll excuse me.\I encourage you to enjoy yourselves to the fullest!\Come back here!\Julis!\Sorry, Ayato. response:	Uh, never mind that.
context: Having lured my prey here, I have no more use for that bait.\Why don't I finish this off without further delay?\Now then, if you'll excuse me.\I encourage you to enjoy yourselves to the fullest!\Come back here!\Julis!\Sorry, Ayato.\Uh, never mind that. response:	Dammit!
context: Why don't I finish this off without further delay?\Now then, if you'll excuse me.\I encourage you to enjoy yourselves to the fullest!\Come back here!\Julis!\Sorry, Ayato.\Uh, never mind that.\Dammit! response:	If I want to protect the city, I've got to stop this thing, eh?
context: Now then, if you'll excuse me.\I encourage you to enjoy yourselves to the fullest!\Come back here!\Julis!\Sorry, Ayato.\Uh, never mind that.\Dammit!\If I want to protect the city, I've got to stop this thing, eh? response:	Since the police unit isn't showing up,
context: I encourage you to enjoy yourselves to the fullest!\Come back here!\Julis!\Sorry, Ayato.\Uh, never mind that.\Dammit!\If I want to protect the city, I've got to stop this thing, eh?\Since the police unit isn't showing up, response:	our only choice is to do something about this ourselves!
context: Come back here!\Julis!\Sorry, Ayato.\Uh, never mind that.\Dammit!\If I want to protect the city, I've got to stop this thing, eh?\Since the police unit isn't showing up,\our only choice is to do something about this ourselves! response:	Julis, I want you to help the residents evacuate.
context: Julis!\Sorry, Ayato.\Uh, never mind that.\Dammit!\If I want to protect the city, I've got to stop this thing, eh?\Since the police unit isn't showing up,\our only choice is to do something about this ourselves!\Julis, I want you to help the residents evacuate. response:	Don't tell me you're going off to stop that thing by yourself?
context: Sorry, Ayato.\Uh, never mind that.\Dammit!\If I want to protect the city, I've got to stop this thing, eh?\Since the police unit isn't showing up,\our only choice is to do something about this ourselves!\Julis, I want you to help the residents evacuate.\Don't tell me you're going off to stop that thing by yourself? response:	I'm going to do what I can.
context: Uh, never mind that.\Dammit!\If I want to protect the city, I've got to stop this thing, eh?\Since the police unit isn't showing up,\our only choice is to do something about this ourselves!\Julis, I want you to help the residents evacuate.\Don't tell me you're going off to stop that thing by yourself?\I'm going to do what I can. response:	And anyway, Saya should be done with her preparations soon.
context: Dammit!\If I want to protect the city, I've got to stop this thing, eh?\Since the police unit isn't showing up,\our only choice is to do something about this ourselves!\Julis, I want you to help the residents evacuate.\Don't tell me you're going off to stop that thing by yourself?\I'm going to do what I can.\And anyway, Saya should be done with her preparations soon. response:	But...
context: If I want to protect the city, I've got to stop this thing, eh?\Since the police unit isn't showing up,\our only choice is to do something about this ourselves!\Julis, I want you to help the residents evacuate.\Don't tell me you're going off to stop that thing by yourself?\I'm going to do what I can.\And anyway, Saya should be done with her preparations soon.\But... response:	You're more familiar with this area than I am,
context: Since the police unit isn't showing up,\our only choice is to do something about this ourselves!\Julis, I want you to help the residents evacuate.\Don't tell me you're going off to stop that thing by yourself?\I'm going to do what I can.\And anyway, Saya should be done with her preparations soon.\But...\You're more familiar with this area than I am, response:	and everyone would listen to you, wouldn't they?
context: our only choice is to do something about this ourselves!\Julis, I want you to help the residents evacuate.\Don't tell me you're going off to stop that thing by yourself?\I'm going to do what I can.\And anyway, Saya should be done with her preparations soon.\But...\You're more familiar with this area than I am,\and everyone would listen to you, wouldn't they? response:	All right.
context: Julis, I want you to help the residents evacuate.\Don't tell me you're going off to stop that thing by yourself?\I'm going to do what I can.\And anyway, Saya should be done with her preparations soon.\But...\You're more familiar with this area than I am,\and everyone would listen to you, wouldn't they?\All right. response:	But make sure you don't do anything reckless.
context: Don't tell me you're going off to stop that thing by yourself?\I'm going to do what I can.\And anyway, Saya should be done with her preparations soon.\But...\You're more familiar with this area than I am,\and everyone would listen to you, wouldn't they?\All right.\But make sure you don't do anything reckless. response:	So there's no question about it?
context: I'm going to do what I can.\And anyway, Saya should be done with her preparations soon.\But...\You're more familiar with this area than I am,\and everyone would listen to you, wouldn't they?\All right.\But make sure you don't do anything reckless.\So there's no question about it? response:	No.
context: And anyway, Saya should be done with her preparations soon.\But...\You're more familiar with this area than I am,\and everyone would listen to you, wouldn't they?\All right.\But make sure you don't do anything reckless.\So there's no question about it?\No. response:	I can send you the evidence I've gathered if you need me to.
context: But...\You're more familiar with this area than I am,\and everyone would listen to you, wouldn't they?\All right.\But make sure you don't do anything reckless.\So there's no question about it?\No.\I can send you the evidence I've gathered if you need me to. response:	No, that won't be necessary.
context: You're more familiar with this area than I am,\and everyone would listen to you, wouldn't they?\All right.\But make sure you don't do anything reckless.\So there's no question about it?\No.\I can send you the evidence I've gathered if you need me to.\No, that won't be necessary. response:	That's as far as you're gonna go!
context: and everyone would listen to you, wouldn't they?\All right.\But make sure you don't do anything reckless.\So there's no question about it?\No.\I can send you the evidence I've gathered if you need me to.\No, that won't be necessary.\That's as far as you're gonna go! response:	And now I stop you!
context: All right.\But make sure you don't do anything reckless.\So there's no question about it?\No.\I can send you the evidence I've gathered if you need me to.\No, that won't be necessary.\That's as far as you're gonna go!\And now I stop you! response:	So it regenerates, too, like in the myth?
context: But make sure you don't do anything reckless.\So there's no question about it?\No.\I can send you the evidence I've gathered if you need me to.\No, that won't be necessary.\That's as far as you're gonna go!\And now I stop you!\So it regenerates, too, like in the myth? response:	Ayato!
context: So there's no question about it?\No.\I can send you the evidence I've gathered if you need me to.\No, that won't be necessary.\That's as far as you're gonna go!\And now I stop you!\So it regenerates, too, like in the myth?\Ayato! response:	Thanks for waiting!
context: No.\I can send you the evidence I've gathered if you need me to.\No, that won't be necessary.\That's as far as you're gonna go!\And now I stop you!\So it regenerates, too, like in the myth?\Ayato!\Thanks for waiting! response:	Thanks, Saya.
context: I can send you the evidence I've gathered if you need me to.\No, that won't be necessary.\That's as far as you're gonna go!\And now I stop you!\So it regenerates, too, like in the myth?\Ayato!\Thanks for waiting!\Thanks, Saya. response:	Good save!
context: No, that won't be necessary.\That's as far as you're gonna go!\And now I stop you!\So it regenerates, too, like in the myth?\Ayato!\Thanks for waiting!\Thanks, Saya.\Good save! response:	Is that snake-thing my target?
context: That's as far as you're gonna go!\And now I stop you!\So it regenerates, too, like in the myth?\Ayato!\Thanks for waiting!\Thanks, Saya.\Good save!\Is that snake-thing my target? response:	Yeah.
context: And now I stop you!\So it regenerates, too, like in the myth?\Ayato!\Thanks for waiting!\Thanks, Saya.\Good save!\Is that snake-thing my target?\Yeah. response:	What's the plan?
context: So it regenerates, too, like in the myth?\Ayato!\Thanks for waiting!\Thanks, Saya.\Good save!\Is that snake-thing my target?\Yeah.\What's the plan? response:	Gustave was serious about reproducing the myth.
context: Ayato!\Thanks for waiting!\Thanks, Saya.\Good save!\Is that snake-thing my target?\Yeah.\What's the plan?\Gustave was serious about reproducing the myth. response:	Meaning that until we chop off the head in the center,
context: Thanks for waiting!\Thanks, Saya.\Good save!\Is that snake-thing my target?\Yeah.\What's the plan?\Gustave was serious about reproducing the myth.\Meaning that until we chop off the head in the center, response:	the other heads around it will keep regenerating.
context: Thanks, Saya.\Good save!\Is that snake-thing my target?\Yeah.\What's the plan?\Gustave was serious about reproducing the myth.\Meaning that until we chop off the head in the center,\the other heads around it will keep regenerating. response:	So a swift attack?
context: Good save!\Is that snake-thing my target?\Yeah.\What's the plan?\Gustave was serious about reproducing the myth.\Meaning that until we chop off the head in the center,\the other heads around it will keep regenerating.\So a swift attack? response:	Right. I'm gonna have this monitor on stand-by.
context: Is that snake-thing my target?\Yeah.\What's the plan?\Gustave was serious about reproducing the myth.\Meaning that until we chop off the head in the center,\the other heads around it will keep regenerating.\So a swift attack?\Right. I'm gonna have this monitor on stand-by. response:	Okay. All right, then...
context: Yeah.\What's the plan?\Gustave was serious about reproducing the myth.\Meaning that until we chop off the head in the center,\the other heads around it will keep regenerating.\So a swift attack?\Right. I'm gonna have this monitor on stand-by.\Okay. All right, then... response:	bring it on.
context: What's the plan?\Gustave was serious about reproducing the myth.\Meaning that until we chop off the head in the center,\the other heads around it will keep regenerating.\So a swift attack?\Right. I'm gonna have this monitor on stand-by.\Okay. All right, then...\bring it on. response:	All right, that's two!
context: Gustave was serious about reproducing the myth.\Meaning that until we chop off the head in the center,\the other heads around it will keep regenerating.\So a swift attack?\Right. I'm gonna have this monitor on stand-by.\Okay. All right, then...\bring it on.\All right, that's two! response:	4 o'clock!
context: Meaning that until we chop off the head in the center,\the other heads around it will keep regenerating.\So a swift attack?\Right. I'm gonna have this monitor on stand-by.\Okay. All right, then...\bring it on.\All right, that's two!\4 o'clock! response:	That's four!
context: the other heads around it will keep regenerating.\So a swift attack?\Right. I'm gonna have this monitor on stand-by.\Okay. All right, then...\bring it on.\All right, that's two!\4 o'clock!\That's four! response:	6 o'clock.
context: So a swift attack?\Right. I'm gonna have this monitor on stand-by.\Okay. All right, then...\bring it on.\All right, that's two!\4 o'clock!\That's four!\6 o'clock. response:	I'm on it!
context: Right. I'm gonna have this monitor on stand-by.\Okay. All right, then...\bring it on.\All right, that's two!\4 o'clock!\That's four!\6 o'clock.\I'm on it! response:	That makes six!
context: Okay. All right, then...\bring it on.\All right, that's two!\4 o'clock!\That's four!\6 o'clock.\I'm on it!\That makes six! response:	Saya, let's finish it off with the next blow.
context: bring it on.\All right, that's two!\4 o'clock!\That's four!\6 o'clock.\I'm on it!\That makes six!\Saya, let's finish it off with the next blow. response:	Gotcha.
context: All right, that's two!\4 o'clock!\That's four!\6 o'clock.\I'm on it!\That makes six!\Saya, let's finish it off with the next blow.\Gotcha. response:	Amagiri Shinmei Style...
context: 4 o'clock!\That's four!\6 o'clock.\I'm on it!\That makes six!\Saya, let's finish it off with the next blow.\Gotcha.\Amagiri Shinmei Style... response:	Twin Dragons!
context: That's four!\6 o'clock.\I'm on it!\That makes six!\Saya, let's finish it off with the next blow.\Gotcha.\Amagiri Shinmei Style...\Twin Dragons! response:	And that leaves just one!
context: 6 o'clock.\I'm on it!\That makes six!\Saya, let's finish it off with the next blow.\Gotcha.\Amagiri Shinmei Style...\Twin Dragons!\And that leaves just one! response:	Ayato! 3 o'clock!
context: I'm on it!\That makes six!\Saya, let's finish it off with the next blow.\Gotcha.\Amagiri Shinmei Style...\Twin Dragons!\And that leaves just one!\Ayato! 3 o'clock! response:	Did it speed up the regeneration by focusing on just one head?
context: That makes six!\Saya, let's finish it off with the next blow.\Gotcha.\Amagiri Shinmei Style...\Twin Dragons!\And that leaves just one!\Ayato! 3 o'clock!\Did it speed up the regeneration by focusing on just one head? response:	Not done yet!
context: Saya, let's finish it off with the next blow.\Gotcha.\Amagiri Shinmei Style...\Twin Dragons!\And that leaves just one!\Ayato! 3 o'clock!\Did it speed up the regeneration by focusing on just one head?\Not done yet! response:	You did such a great job, both of you!
context: Gotcha.\Amagiri Shinmei Style...\Twin Dragons!\And that leaves just one!\Ayato! 3 o'clock!\Did it speed up the regeneration by focusing on just one head?\Not done yet!\You did such a great job, both of you! response:	I'm done setting up my ploy!
context: Amagiri Shinmei Style...\Twin Dragons!\And that leaves just one!\Ayato! 3 o'clock!\Did it speed up the regeneration by focusing on just one head?\Not done yet!\You did such a great job, both of you!\I'm done setting up my ploy! response:	Come out...
context: Twin Dragons!\And that leaves just one!\Ayato! 3 o'clock!\Did it speed up the regeneration by focusing on just one head?\Not done yet!\You did such a great job, both of you!\I'm done setting up my ploy!\Come out... response:	Rafflesia Duoflores!
context: And that leaves just one!\Ayato! 3 o'clock!\Did it speed up the regeneration by focusing on just one head?\Not done yet!\You did such a great job, both of you!\I'm done setting up my ploy!\Come out...\Rafflesia Duoflores! response:	Oh, my.
context: Ayato! 3 o'clock!\Did it speed up the regeneration by focusing on just one head?\Not done yet!\You did such a great job, both of you!\I'm done setting up my ploy!\Come out...\Rafflesia Duoflores!\Oh, my. response:	Now I'm at a loss.
context: Did it speed up the regeneration by focusing on just one head?\Not done yet!\You did such a great job, both of you!\I'm done setting up my ploy!\Come out...\Rafflesia Duoflores!\Oh, my.\Now I'm at a loss. response:	How did you find me?
context: Not done yet!\You did such a great job, both of you!\I'm done setting up my ploy!\Come out...\Rafflesia Duoflores!\Oh, my.\Now I'm at a loss.\How did you find me? response:	Surely someone like you would be watching
context: You did such a great job, both of you!\I'm done setting up my ploy!\Come out...\Rafflesia Duoflores!\Oh, my.\Now I'm at a loss.\How did you find me?\Surely someone like you would be watching response:	from where you could overlook the entire slum,
context: I'm done setting up my ploy!\Come out...\Rafflesia Duoflores!\Oh, my.\Now I'm at a loss.\How did you find me?\Surely someone like you would be watching\from where you could overlook the entire slum, response:	somewhere safe and not so far away.
context: Come out...\Rafflesia Duoflores!\Oh, my.\Now I'm at a loss.\How did you find me?\Surely someone like you would be watching\from where you could overlook the entire slum,\somewhere safe and not so far away. response:	That's how Julis guessed it.
context: Rafflesia Duoflores!\Oh, my.\Now I'm at a loss.\How did you find me?\Surely someone like you would be watching\from where you could overlook the entire slum,\somewhere safe and not so far away.\That's how Julis guessed it. response:	I see... You certainly are a group of annoyingly smart young girls!
context: Oh, my.\Now I'm at a loss.\How did you find me?\Surely someone like you would be watching\from where you could overlook the entire slum,\somewhere safe and not so far away.\That's how Julis guessed it.\I see... You certainly are a group of annoyingly smart young girls! response:	This is Kirin.
context: Now I'm at a loss.\How did you find me?\Surely someone like you would be watching\from where you could overlook the entire slum,\somewhere safe and not so far away.\That's how Julis guessed it.\I see... You certainly are a group of annoyingly smart young girls!\This is Kirin. response:	I've captured him.
context: How did you find me?\Surely someone like you would be watching\from where you could overlook the entire slum,\somewhere safe and not so far away.\That's how Julis guessed it.\I see... You certainly are a group of annoyingly smart young girls!\This is Kirin.\I've captured him. response:	Father?
context: Surely someone like you would be watching\from where you could overlook the entire slum,\somewhere safe and not so far away.\That's how Julis guessed it.\I see... You certainly are a group of annoyingly smart young girls!\This is Kirin.\I've captured him.\Father? response:	Gustave Marlowe has been apprehended.
context: from where you could overlook the entire slum,\somewhere safe and not so far away.\That's how Julis guessed it.\I see... You certainly are a group of annoyingly smart young girls!\This is Kirin.\I've captured him.\Father?\Gustave Marlowe has been apprehended. response:	It's been a while since we last met, Claudia.
context: somewhere safe and not so far away.\That's how Julis guessed it.\I see... You certainly are a group of annoyingly smart young girls!\This is Kirin.\I've captured him.\Father?\Gustave Marlowe has been apprehended.\It's been a while since we last met, Claudia. response:	A member of Galaxy hires a criminal to assault a Seidoukan student...
context: That's how Julis guessed it.\I see... You certainly are a group of annoyingly smart young girls!\This is Kirin.\I've captured him.\Father?\Gustave Marlowe has been apprehended.\It's been a while since we last met, Claudia.\A member of Galaxy hires a criminal to assault a Seidoukan student... response:	a princess, no less.
context: I see... You certainly are a group of annoyingly smart young girls!\This is Kirin.\I've captured him.\Father?\Gustave Marlowe has been apprehended.\It's been a while since we last met, Claudia.\A member of Galaxy hires a criminal to assault a Seidoukan student...\a princess, no less. response:	Galaxy had nothing to do with it.
context: This is Kirin.\I've captured him.\Father?\Gustave Marlowe has been apprehended.\It's been a while since we last met, Claudia.\A member of Galaxy hires a criminal to assault a Seidoukan student...\a princess, no less.\Galaxy had nothing to do with it. response:	I acted solely on my own.
context: I've captured him.\Father?\Gustave Marlowe has been apprehended.\It's been a while since we last met, Claudia.\A member of Galaxy hires a criminal to assault a Seidoukan student...\a princess, no less.\Galaxy had nothing to do with it.\I acted solely on my own. response:	Such an excuse wouldn't work for a man of your position.
context: Father?\Gustave Marlowe has been apprehended.\It's been a while since we last met, Claudia.\A member of Galaxy hires a criminal to assault a Seidoukan student...\a princess, no less.\Galaxy had nothing to do with it.\I acted solely on my own.\Such an excuse wouldn't work for a man of your position. response:	I believe that would also be my mother's judgment.
context: Gustave Marlowe has been apprehended.\It's been a while since we last met, Claudia.\A member of Galaxy hires a criminal to assault a Seidoukan student...\a princess, no less.\Galaxy had nothing to do with it.\I acted solely on my own.\Such an excuse wouldn't work for a man of your position.\I believe that would also be my mother's judgment. response:	Probably.
context: It's been a while since we last met, Claudia.\A member of Galaxy hires a criminal to assault a Seidoukan student...\a princess, no less.\Galaxy had nothing to do with it.\I acted solely on my own.\Such an excuse wouldn't work for a man of your position.\I believe that would also be my mother's judgment.\Probably. response:	If she deems it necessary, she won't hesitate to throw me under the bus.
context: A member of Galaxy hires a criminal to assault a Seidoukan student...\a princess, no less.\Galaxy had nothing to do with it.\I acted solely on my own.\Such an excuse wouldn't work for a man of your position.\I believe that would also be my mother's judgment.\Probably.\If she deems it necessary, she won't hesitate to throw me under the bus. response:	In other words, none of this will be of any use to you!
context: a princess, no less.\Galaxy had nothing to do with it.\I acted solely on my own.\Such an excuse wouldn't work for a man of your position.\I believe that would also be my mother's judgment.\Probably.\If she deems it necessary, she won't hesitate to throw me under the bus.\In other words, none of this will be of any use to you! response:	Probably not.
context: Galaxy had nothing to do with it.\I acted solely on my own.\Such an excuse wouldn't work for a man of your position.\I believe that would also be my mother's judgment.\Probably.\If she deems it necessary, she won't hesitate to throw me under the bus.\In other words, none of this will be of any use to you!\Probably not. response:	And you know what will happen then, don't you, Claudia?
context: I acted solely on my own.\Such an excuse wouldn't work for a man of your position.\I believe that would also be my mother's judgment.\Probably.\If she deems it necessary, she won't hesitate to throw me under the bus.\In other words, none of this will be of any use to you!\Probably not.\And you know what will happen then, don't you, Claudia? response:	If you still insist on competing in the Gryps Festa...
context: Such an excuse wouldn't work for a man of your position.\I believe that would also be my mother's judgment.\Probably.\If she deems it necessary, she won't hesitate to throw me under the bus.\In other words, none of this will be of any use to you!\Probably not.\And you know what will happen then, don't you, Claudia?\If you still insist on competing in the Gryps Festa... response:	Please!
context: I believe that would also be my mother's judgment.\Probably.\If she deems it necessary, she won't hesitate to throw me under the bus.\In other words, none of this will be of any use to you!\Probably not.\And you know what will happen then, don't you, Claudia?\If you still insist on competing in the Gryps Festa...\Please! response:	At least change your wish!
context: Probably.\If she deems it necessary, she won't hesitate to throw me under the bus.\In other words, none of this will be of any use to you!\Probably not.\And you know what will happen then, don't you, Claudia?\If you still insist on competing in the Gryps Festa...\Please!\At least change your wish! response:	There's still time if you act now!
context: If she deems it necessary, she won't hesitate to throw me under the bus.\In other words, none of this will be of any use to you!\Probably not.\And you know what will happen then, don't you, Claudia?\If you still insist on competing in the Gryps Festa...\Please!\At least change your wish!\There's still time if you act now! response:	As I've already told you numerous times,
context: In other words, none of this will be of any use to you!\Probably not.\And you know what will happen then, don't you, Claudia?\If you still insist on competing in the Gryps Festa...\Please!\At least change your wish!\There's still time if you act now!\As I've already told you numerous times, response:	I can't do that, either.
context: Probably not.\And you know what will happen then, don't you, Claudia?\If you still insist on competing in the Gryps Festa...\Please!\At least change your wish!\There's still time if you act now!\As I've already told you numerous times,\I can't do that, either. response:	I love you, Claudia...
context: And you know what will happen then, don't you, Claudia?\If you still insist on competing in the Gryps Festa...\Please!\At least change your wish!\There's still time if you act now!\As I've already told you numerous times,\I can't do that, either.\I love you, Claudia... response:	I am truly grateful for all that you did for my sake, Father.
context: If you still insist on competing in the Gryps Festa...\Please!\At least change your wish!\There's still time if you act now!\As I've already told you numerous times,\I can't do that, either.\I love you, Claudia...\I am truly grateful for all that you did for my sake, Father. response:	Now, then, good night.
context: Please!\At least change your wish!\There's still time if you act now!\As I've already told you numerous times,\I can't do that, either.\I love you, Claudia...\I am truly grateful for all that you did for my sake, Father.\Now, then, good night. response:	Really, thank you for all that you've done.
context: At least change your wish!\There's still time if you act now!\As I've already told you numerous times,\I can't do that, either.\I love you, Claudia...\I am truly grateful for all that you did for my sake, Father.\Now, then, good night.\Really, thank you for all that you've done. response:	Thanks to you, peace has been restored in our nation.
context: There's still time if you act now!\As I've already told you numerous times,\I can't do that, either.\I love you, Claudia...\I am truly grateful for all that you did for my sake, Father.\Now, then, good night.\Really, thank you for all that you've done.\Thanks to you, peace has been restored in our nation. response:	The people are deeply grateful as well.
context: As I've already told you numerous times,\I can't do that, either.\I love you, Claudia...\I am truly grateful for all that you did for my sake, Father.\Now, then, good night.\Really, thank you for all that you've done.\Thanks to you, peace has been restored in our nation.\The people are deeply grateful as well. response:	In fact, Julis...
context: I can't do that, either.\I love you, Claudia...\I am truly grateful for all that you did for my sake, Father.\Now, then, good night.\Really, thank you for all that you've done.\Thanks to you, peace has been restored in our nation.\The people are deeply grateful as well.\In fact, Julis... response:	the people in the old city might throw you another parade.
