context: Anyway, I won't leave you before you meet your destined calamity. response:	Who told you that I'm going to meet my destined calamity?
context: How are you going to repay Ye Hua for his 40,000-year cultivation?\I think that since Ye Hua and I are going to be married anyway\a couple should be understanding and loving of one another.\It's not so important to determine what we owe each other.\Fourth Brother, what do you think?\I'll return to my room now.\I've brought Peach Blossom wine with me.\Care for a drink? response:	Sure.
context: I think that since Ye Hua and I are going to be married anyway\a couple should be understanding and loving of one another.\It's not so important to determine what we owe each other.\Fourth Brother, what do you think?\I'll return to my room now.\I've brought Peach Blossom wine with me.\Care for a drink?\Sure. response:	You answered so quickly?
context: a couple should be understanding and loving of one another.\It's not so important to determine what we owe each other.\Fourth Brother, what do you think?\I'll return to my room now.\I've brought Peach Blossom wine with me.\Care for a drink?\Sure.\You answered so quickly? response:	In the past you wouldn't drink so easily.
context: It's not so important to determine what we owe each other.\Fourth Brother, what do you think?\I'll return to my room now.\I've brought Peach Blossom wine with me.\Care for a drink?\Sure.\You answered so quickly?\In the past you wouldn't drink so easily. response:	I have much to ask you.
context: Fourth Brother, what do you think?\I'll return to my room now.\I've brought Peach Blossom wine with me.\Care for a drink?\Sure.\You answered so quickly?\In the past you wouldn't drink so easily.\I have much to ask you. response:	Wouldn't it seem lonely to do so without wine?
context: I'll return to my room now.\I've brought Peach Blossom wine with me.\Care for a drink?\Sure.\You answered so quickly?\In the past you wouldn't drink so easily.\I have much to ask you.\Wouldn't it seem lonely to do so without wine? response:	Why would Seventeenth take my body back to Qing Qiu then?
context: I've brought Peach Blossom wine with me.\Care for a drink?\Sure.\You answered so quickly?\In the past you wouldn't drink so easily.\I have much to ask you.\Wouldn't it seem lonely to do so without wine?\Why would Seventeenth take my body back to Qing Qiu then? response:	I knew you were going to ask about that.
context: Care for a drink?\Sure.\You answered so quickly?\In the past you wouldn't drink so easily.\I have much to ask you.\Wouldn't it seem lonely to do so without wine?\Why would Seventeenth take my body back to Qing Qiu then?\I knew you were going to ask about that. response:	Mo Yuan, think carefully if you truly wish to know.
context: Sure.\You answered so quickly?\In the past you wouldn't drink so easily.\I have much to ask you.\Wouldn't it seem lonely to do so without wine?\Why would Seventeenth take my body back to Qing Qiu then?\I knew you were going to ask about that.\Mo Yuan, think carefully if you truly wish to know. response:	I've noticed that ever since you woke up you've been very distracted.
context: You answered so quickly?\In the past you wouldn't drink so easily.\I have much to ask you.\Wouldn't it seem lonely to do so without wine?\Why would Seventeenth take my body back to Qing Qiu then?\I knew you were going to ask about that.\Mo Yuan, think carefully if you truly wish to know.\I've noticed that ever since you woke up you've been very distracted. response:	By the time I finish answering your questions
context: In the past you wouldn't drink so easily.\I have much to ask you.\Wouldn't it seem lonely to do so without wine?\Why would Seventeenth take my body back to Qing Qiu then?\I knew you were going to ask about that.\Mo Yuan, think carefully if you truly wish to know.\I've noticed that ever since you woke up you've been very distracted.\By the time I finish answering your questions response:	I'm afraid that you won't know
context: I have much to ask you.\Wouldn't it seem lonely to do so without wine?\Why would Seventeenth take my body back to Qing Qiu then?\I knew you were going to ask about that.\Mo Yuan, think carefully if you truly wish to know.\I've noticed that ever since you woke up you've been very distracted.\By the time I finish answering your questions\I'm afraid that you won't know response:	if you only see Bai Qian as a disciple or more of a woman.
context: Wouldn't it seem lonely to do so without wine?\Why would Seventeenth take my body back to Qing Qiu then?\I knew you were going to ask about that.\Mo Yuan, think carefully if you truly wish to know.\I've noticed that ever since you woke up you've been very distracted.\By the time I finish answering your questions\I'm afraid that you won't know\if you only see Bai Qian as a disciple or more of a woman. response:	Do tell. I wish to know.
context: Why would Seventeenth take my body back to Qing Qiu then?\I knew you were going to ask about that.\Mo Yuan, think carefully if you truly wish to know.\I've noticed that ever since you woke up you've been very distracted.\By the time I finish answering your questions\I'm afraid that you won't know\if you only see Bai Qian as a disciple or more of a woman.\Do tell. I wish to know. response:	After your soul and spirit were vanquished
context: I knew you were going to ask about that.\Mo Yuan, think carefully if you truly wish to know.\I've noticed that ever since you woke up you've been very distracted.\By the time I finish answering your questions\I'm afraid that you won't know\if you only see Bai Qian as a disciple or more of a woman.\Do tell. I wish to know.\After your soul and spirit were vanquished response:	Seventeenth sat on Ruoshui Riverbank holding tightly to your body.
context: Mo Yuan, think carefully if you truly wish to know.\I've noticed that ever since you woke up you've been very distracted.\By the time I finish answering your questions\I'm afraid that you won't know\if you only see Bai Qian as a disciple or more of a woman.\Do tell. I wish to know.\After your soul and spirit were vanquished\Seventeenth sat on Ruoshui Riverbank holding tightly to your body. response:	She allowed no one near her.
context: I've noticed that ever since you woke up you've been very distracted.\By the time I finish answering your questions\I'm afraid that you won't know\if you only see Bai Qian as a disciple or more of a woman.\Do tell. I wish to know.\After your soul and spirit were vanquished\Seventeenth sat on Ruoshui Riverbank holding tightly to your body.\She allowed no one near her. response:	It was as if she had gone mad.
context: By the time I finish answering your questions\I'm afraid that you won't know\if you only see Bai Qian as a disciple or more of a woman.\Do tell. I wish to know.\After your soul and spirit were vanquished\Seventeenth sat on Ruoshui Riverbank holding tightly to your body.\She allowed no one near her.\It was as if she had gone mad. response:	She wanted to wipe out the Ghost Tribe...
context: I'm afraid that you won't know\if you only see Bai Qian as a disciple or more of a woman.\Do tell. I wish to know.\After your soul and spirit were vanquished\Seventeenth sat on Ruoshui Riverbank holding tightly to your body.\She allowed no one near her.\It was as if she had gone mad.\She wanted to wipe out the Ghost Tribe... response:	Seventeenth, are you asleep?
context: if you only see Bai Qian as a disciple or more of a woman.\Do tell. I wish to know.\After your soul and spirit were vanquished\Seventeenth sat on Ruoshui Riverbank holding tightly to your body.\She allowed no one near her.\It was as if she had gone mad.\She wanted to wipe out the Ghost Tribe...\Seventeenth, are you asleep? response:	I'm already asleep.
context: Do tell. I wish to know.\After your soul and spirit were vanquished\Seventeenth sat on Ruoshui Riverbank holding tightly to your body.\She allowed no one near her.\It was as if she had gone mad.\She wanted to wipe out the Ghost Tribe...\Seventeenth, are you asleep?\I'm already asleep. response:	You talk when you're asleep?
context: After your soul and spirit were vanquished\Seventeenth sat on Ruoshui Riverbank holding tightly to your body.\She allowed no one near her.\It was as if she had gone mad.\She wanted to wipe out the Ghost Tribe...\Seventeenth, are you asleep?\I'm already asleep.\You talk when you're asleep? response:	I'm coming in.
context: Seventeenth sat on Ruoshui Riverbank holding tightly to your body.\She allowed no one near her.\It was as if she had gone mad.\She wanted to wipe out the Ghost Tribe...\Seventeenth, are you asleep?\I'm already asleep.\You talk when you're asleep?\I'm coming in. response:	Kunlun Mountain hasn't been so crowded for some time
context: She allowed no one near her.\It was as if she had gone mad.\She wanted to wipe out the Ghost Tribe...\Seventeenth, are you asleep?\I'm already asleep.\You talk when you're asleep?\I'm coming in.\Kunlun Mountain hasn't been so crowded for some time response:	and guest rooms are all taken. My room is taken by some seniors.
context: It was as if she had gone mad.\She wanted to wipe out the Ghost Tribe...\Seventeenth, are you asleep?\I'm already asleep.\You talk when you're asleep?\I'm coming in.\Kunlun Mountain hasn't been so crowded for some time\and guest rooms are all taken. My room is taken by some seniors. response:	I'll have to make do in your room tonight.
context: She wanted to wipe out the Ghost Tribe...\Seventeenth, are you asleep?\I'm already asleep.\You talk when you're asleep?\I'm coming in.\Kunlun Mountain hasn't been so crowded for some time\and guest rooms are all taken. My room is taken by some seniors.\I'll have to make do in your room tonight. response:	Then I'll tidy up another guest room tomorrow.
context: Seventeenth, are you asleep?\I'm already asleep.\You talk when you're asleep?\I'm coming in.\Kunlun Mountain hasn't been so crowded for some time\and guest rooms are all taken. My room is taken by some seniors.\I'll have to make do in your room tonight.\Then I'll tidy up another guest room tomorrow. response:	Seventeenth...
context: I'm already asleep.\You talk when you're asleep?\I'm coming in.\Kunlun Mountain hasn't been so crowded for some time\and guest rooms are all taken. My room is taken by some seniors.\I'll have to make do in your room tonight.\Then I'll tidy up another guest room tomorrow.\Seventeenth... response:	It's been tough on you having looked after Master for 70,000 years.
context: You talk when you're asleep?\I'm coming in.\Kunlun Mountain hasn't been so crowded for some time\and guest rooms are all taken. My room is taken by some seniors.\I'll have to make do in your room tonight.\Then I'll tidy up another guest room tomorrow.\Seventeenth...\It's been tough on you having looked after Master for 70,000 years. response:	In the past, my 16th senior would surely pick on every word I say.
context: I'm coming in.\Kunlun Mountain hasn't been so crowded for some time\and guest rooms are all taken. My room is taken by some seniors.\I'll have to make do in your room tonight.\Then I'll tidy up another guest room tomorrow.\Seventeenth...\It's been tough on you having looked after Master for 70,000 years.\In the past, my 16th senior would surely pick on every word I say. response:	He would always say the opposite of what I said.
context: Kunlun Mountain hasn't been so crowded for some time\and guest rooms are all taken. My room is taken by some seniors.\I'll have to make do in your room tonight.\Then I'll tidy up another guest room tomorrow.\Seventeenth...\It's been tough on you having looked after Master for 70,000 years.\In the past, my 16th senior would surely pick on every word I say.\He would always say the opposite of what I said. response:	If I said yes, he'd say no.
context: and guest rooms are all taken. My room is taken by some seniors.\I'll have to make do in your room tonight.\Then I'll tidy up another guest room tomorrow.\Seventeenth...\It's been tough on you having looked after Master for 70,000 years.\In the past, my 16th senior would surely pick on every word I say.\He would always say the opposite of what I said.\If I said yes, he'd say no. response:	Yet you're now being nice to me?
context: I'll have to make do in your room tonight.\Then I'll tidy up another guest room tomorrow.\Seventeenth...\It's been tough on you having looked after Master for 70,000 years.\In the past, my 16th senior would surely pick on every word I say.\He would always say the opposite of what I said.\If I said yes, he'd say no.\Yet you're now being nice to me? response:	Are you still my 16th Senior?
context: Then I'll tidy up another guest room tomorrow.\Seventeenth...\It's been tough on you having looked after Master for 70,000 years.\In the past, my 16th senior would surely pick on every word I say.\He would always say the opposite of what I said.\If I said yes, he'd say no.\Yet you're now being nice to me?\Are you still my 16th Senior? response:	Are you Zi Lan?
context: Seventeenth...\It's been tough on you having looked after Master for 70,000 years.\In the past, my 16th senior would surely pick on every word I say.\He would always say the opposite of what I said.\If I said yes, he'd say no.\Yet you're now being nice to me?\Are you still my 16th Senior?\Are you Zi Lan? response:	Serves you right for being a spinster all these thousands of years.
context: It's been tough on you having looked after Master for 70,000 years.\In the past, my 16th senior would surely pick on every word I say.\He would always say the opposite of what I said.\If I said yes, he'd say no.\Yet you're now being nice to me?\Are you still my 16th Senior?\Are you Zi Lan?\Serves you right for being a spinster all these thousands of years. response:	You're indeed Zi Lan!
context: In the past, my 16th senior would surely pick on every word I say.\He would always say the opposite of what I said.\If I said yes, he'd say no.\Yet you're now being nice to me?\Are you still my 16th Senior?\Are you Zi Lan?\Serves you right for being a spinster all these thousands of years.\You're indeed Zi Lan! response:	Serves you right for being a bachelor all these years.
context: He would always say the opposite of what I said.\If I said yes, he'd say no.\Yet you're now being nice to me?\Are you still my 16th Senior?\Are you Zi Lan?\Serves you right for being a spinster all these thousands of years.\You're indeed Zi Lan!\Serves you right for being a bachelor all these years. response:	By the way, Senior Zi Lan.
context: If I said yes, he'd say no.\Yet you're now being nice to me?\Are you still my 16th Senior?\Are you Zi Lan?\Serves you right for being a spinster all these thousands of years.\You're indeed Zi Lan!\Serves you right for being a bachelor all these years.\By the way, Senior Zi Lan. response:	Guess what I was thinking?
context: Yet you're now being nice to me?\Are you still my 16th Senior?\Are you Zi Lan?\Serves you right for being a spinster all these thousands of years.\You're indeed Zi Lan!\Serves you right for being a bachelor all these years.\By the way, Senior Zi Lan.\Guess what I was thinking? response:	What were you thinking?
context: Are you still my 16th Senior?\Are you Zi Lan?\Serves you right for being a spinster all these thousands of years.\You're indeed Zi Lan!\Serves you right for being a bachelor all these years.\By the way, Senior Zi Lan.\Guess what I was thinking?\What were you thinking? response:	I was thinking that although I'm already so old
context: Are you Zi Lan?\Serves you right for being a spinster all these thousands of years.\You're indeed Zi Lan!\Serves you right for being a bachelor all these years.\By the way, Senior Zi Lan.\Guess what I was thinking?\What were you thinking?\I was thinking that although I'm already so old response:	and have made many mistakes
context: Serves you right for being a spinster all these thousands of years.\You're indeed Zi Lan!\Serves you right for being a bachelor all these years.\By the way, Senior Zi Lan.\Guess what I was thinking?\What were you thinking?\I was thinking that although I'm already so old\and have made many mistakes response:	I suddenly felt that none of that is regrettable
context: You're indeed Zi Lan!\Serves you right for being a bachelor all these years.\By the way, Senior Zi Lan.\Guess what I was thinking?\What were you thinking?\I was thinking that although I'm already so old\and have made many mistakes\I suddenly felt that none of that is regrettable response:	now as I lie in the small bed of Kunlun Mountain.
context: Serves you right for being a bachelor all these years.\By the way, Senior Zi Lan.\Guess what I was thinking?\What were you thinking?\I was thinking that although I'm already so old\and have made many mistakes\I suddenly felt that none of that is regrettable\now as I lie in the small bed of Kunlun Mountain. response:	You're right.
context: By the way, Senior Zi Lan.\Guess what I was thinking?\What were you thinking?\I was thinking that although I'm already so old\and have made many mistakes\I suddenly felt that none of that is regrettable\now as I lie in the small bed of Kunlun Mountain.\You're right. response:	After so many years, it's easier to let go of some matters.
context: Guess what I was thinking?\What were you thinking?\I was thinking that although I'm already so old\and have made many mistakes\I suddenly felt that none of that is regrettable\now as I lie in the small bed of Kunlun Mountain.\You're right.\After so many years, it's easier to let go of some matters. response:	Do you still remember Yan Zhi?
context: What were you thinking?\I was thinking that although I'm already so old\and have made many mistakes\I suddenly felt that none of that is regrettable\now as I lie in the small bed of Kunlun Mountain.\You're right.\After so many years, it's easier to let go of some matters.\Do you still remember Yan Zhi? response:	The young princess of the Ghost Realm?
context: I was thinking that although I'm already so old\and have made many mistakes\I suddenly felt that none of that is regrettable\now as I lie in the small bed of Kunlun Mountain.\You're right.\After so many years, it's easier to let go of some matters.\Do you still remember Yan Zhi?\The young princess of the Ghost Realm? response:	Yes.
context: and have made many mistakes\I suddenly felt that none of that is regrettable\now as I lie in the small bed of Kunlun Mountain.\You're right.\After so many years, it's easier to let go of some matters.\Do you still remember Yan Zhi?\The young princess of the Ghost Realm?\Yes. response:	After the battle of Ruoshui Riverbank, I've never seen her since then.
context: I suddenly felt that none of that is regrettable\now as I lie in the small bed of Kunlun Mountain.\You're right.\After so many years, it's easier to let go of some matters.\Do you still remember Yan Zhi?\The young princess of the Ghost Realm?\Yes.\After the battle of Ruoshui Riverbank, I've never seen her since then. response:	I remember that she's very righteous and likable.
context: now as I lie in the small bed of Kunlun Mountain.\You're right.\After so many years, it's easier to let go of some matters.\Do you still remember Yan Zhi?\The young princess of the Ghost Realm?\Yes.\After the battle of Ruoshui Riverbank, I've never seen her since then.\I remember that she's very righteous and likable. response:	Yes, she is very likable.
context: You're right.\After so many years, it's easier to let go of some matters.\Do you still remember Yan Zhi?\The young princess of the Ghost Realm?\Yes.\After the battle of Ruoshui Riverbank, I've never seen her since then.\I remember that she's very righteous and likable.\Yes, she is very likable. response:	You've met her?
context: After so many years, it's easier to let go of some matters.\Do you still remember Yan Zhi?\The young princess of the Ghost Realm?\Yes.\After the battle of Ruoshui Riverbank, I've never seen her since then.\I remember that she's very righteous and likable.\Yes, she is very likable.\You've met her? response:	I happened to run into her a few times these years
context: Do you still remember Yan Zhi?\The young princess of the Ghost Realm?\Yes.\After the battle of Ruoshui Riverbank, I've never seen her since then.\I remember that she's very righteous and likable.\Yes, she is very likable.\You've met her?\I happened to run into her a few times these years response:	when I left the mountain to search for you.
context: The young princess of the Ghost Realm?\Yes.\After the battle of Ruoshui Riverbank, I've never seen her since then.\I remember that she's very righteous and likable.\Yes, she is very likable.\You've met her?\I happened to run into her a few times these years\when I left the mountain to search for you. response:	Judging by your tone, you must have fallen in love.
context: Yes.\After the battle of Ruoshui Riverbank, I've never seen her since then.\I remember that she's very righteous and likable.\Yes, she is very likable.\You've met her?\I happened to run into her a few times these years\when I left the mountain to search for you.\Judging by your tone, you must have fallen in love. response:	Tell me all about it.
context: After the battle of Ruoshui Riverbank, I've never seen her since then.\I remember that she's very righteous and likable.\Yes, she is very likable.\You've met her?\I happened to run into her a few times these years\when I left the mountain to search for you.\Judging by your tone, you must have fallen in love.\Tell me all about it. response:	It's getting late. Go to bed.
context: I remember that she's very righteous and likable.\Yes, she is very likable.\You've met her?\I happened to run into her a few times these years\when I left the mountain to search for you.\Judging by your tone, you must have fallen in love.\Tell me all about it.\It's getting late. Go to bed. response:	You're going to bed when we just got to a serious topic?
context: Yes, she is very likable.\You've met her?\I happened to run into her a few times these years\when I left the mountain to search for you.\Judging by your tone, you must have fallen in love.\Tell me all about it.\It's getting late. Go to bed.\You're going to bed when we just got to a serious topic? response:	You're not going to chat with me?
context: You've met her?\I happened to run into her a few times these years\when I left the mountain to search for you.\Judging by your tone, you must have fallen in love.\Tell me all about it.\It's getting late. Go to bed.\You're going to bed when we just got to a serious topic?\You're not going to chat with me? response:	I wish I could have a chat like this with Ye Hua.
context: I happened to run into her a few times these years\when I left the mountain to search for you.\Judging by your tone, you must have fallen in love.\Tell me all about it.\It's getting late. Go to bed.\You're going to bed when we just got to a serious topic?\You're not going to chat with me?\I wish I could have a chat like this with Ye Hua. response:	He wouldn't understand what I say now?
context: when I left the mountain to search for you.\Judging by your tone, you must have fallen in love.\Tell me all about it.\It's getting late. Go to bed.\You're going to bed when we just got to a serious topic?\You're not going to chat with me?\I wish I could have a chat like this with Ye Hua.\He wouldn't understand what I say now? response:	At this time, he should have just turned one year old in the Mortal Realm?
context: Judging by your tone, you must have fallen in love.\Tell me all about it.\It's getting late. Go to bed.\You're going to bed when we just got to a serious topic?\You're not going to chat with me?\I wish I could have a chat like this with Ye Hua.\He wouldn't understand what I say now?\At this time, he should have just turned one year old in the Mortal Realm? response:	I wonder what he looks like at one year old?
context: Tell me all about it.\It's getting late. Go to bed.\You're going to bed when we just got to a serious topic?\You're not going to chat with me?\I wish I could have a chat like this with Ye Hua.\He wouldn't understand what I say now?\At this time, he should have just turned one year old in the Mortal Realm?\I wonder what he looks like at one year old? response:	Would he look like Riceball?
context: It's getting late. Go to bed.\You're going to bed when we just got to a serious topic?\You're not going to chat with me?\I wish I could have a chat like this with Ye Hua.\He wouldn't understand what I say now?\At this time, he should have just turned one year old in the Mortal Realm?\I wonder what he looks like at one year old?\Would he look like Riceball? response:	Right from here.
context: You're going to bed when we just got to a serious topic?\You're not going to chat with me?\I wish I could have a chat like this with Ye Hua.\He wouldn't understand what I say now?\At this time, he should have just turned one year old in the Mortal Realm?\I wonder what he looks like at one year old?\Would he look like Riceball?\Right from here. response:	She bled herself and then fed you blood
context: You're not going to chat with me?\I wish I could have a chat like this with Ye Hua.\He wouldn't understand what I say now?\At this time, he should have just turned one year old in the Mortal Realm?\I wonder what he looks like at one year old?\Would he look like Riceball?\Right from here.\She bled herself and then fed you blood response:	from her heart carefully sip by sip from the bowl.
context: I wish I could have a chat like this with Ye Hua.\He wouldn't understand what I say now?\At this time, he should have just turned one year old in the Mortal Realm?\I wonder what he looks like at one year old?\Would he look like Riceball?\Right from here.\She bled herself and then fed you blood\from her heart carefully sip by sip from the bowl. response:	It's fine if she did that to save you
context: He wouldn't understand what I say now?\At this time, he should have just turned one year old in the Mortal Realm?\I wonder what he looks like at one year old?\Would he look like Riceball?\Right from here.\She bled herself and then fed you blood\from her heart carefully sip by sip from the bowl.\It's fine if she did that to save you response:	but she didn't know then if you would even return.
context: At this time, he should have just turned one year old in the Mortal Realm?\I wonder what he looks like at one year old?\Would he look like Riceball?\Right from here.\She bled herself and then fed you blood\from her heart carefully sip by sip from the bowl.\It's fine if she did that to save you\but she didn't know then if you would even return. response:	She only did it to preserve your body.
context: I wonder what he looks like at one year old?\Would he look like Riceball?\Right from here.\She bled herself and then fed you blood\from her heart carefully sip by sip from the bowl.\It's fine if she did that to save you\but she didn't know then if you would even return.\She only did it to preserve your body. response:	She used her blood as a nine-tailed fox of Qing Qiu
context: Would he look like Riceball?\Right from here.\She bled herself and then fed you blood\from her heart carefully sip by sip from the bowl.\It's fine if she did that to save you\but she didn't know then if you would even return.\She only did it to preserve your body.\She used her blood as a nine-tailed fox of Qing Qiu response:	to preserve your spiritless body.
context: Right from here.\She bled herself and then fed you blood\from her heart carefully sip by sip from the bowl.\It's fine if she did that to save you\but she didn't know then if you would even return.\She only did it to preserve your body.\She used her blood as a nine-tailed fox of Qing Qiu\to preserve your spiritless body. response:	Lord Dong Hua...
context: She bled herself and then fed you blood\from her heart carefully sip by sip from the bowl.\It's fine if she did that to save you\but she didn't know then if you would even return.\She only did it to preserve your body.\She used her blood as a nine-tailed fox of Qing Qiu\to preserve your spiritless body.\Lord Dong Hua... response:	Who wounded you?
context: from her heart carefully sip by sip from the bowl.\It's fine if she did that to save you\but she didn't know then if you would even return.\She only did it to preserve your body.\She used her blood as a nine-tailed fox of Qing Qiu\to preserve your spiritless body.\Lord Dong Hua...\Who wounded you? response:	My father said that since I've already lost my chastity
context: It's fine if she did that to save you\but she didn't know then if you would even return.\She only did it to preserve your body.\She used her blood as a nine-tailed fox of Qing Qiu\to preserve your spiritless body.\Lord Dong Hua...\Who wounded you?\My father said that since I've already lost my chastity response:	to you in the Mortal Realm
context: but she didn't know then if you would even return.\She only did it to preserve your body.\She used her blood as a nine-tailed fox of Qing Qiu\to preserve your spiritless body.\Lord Dong Hua...\Who wounded you?\My father said that since I've already lost my chastity\to you in the Mortal Realm response:	he has to beat me to death.
context: She only did it to preserve your body.\She used her blood as a nine-tailed fox of Qing Qiu\to preserve your spiritless body.\Lord Dong Hua...\Who wounded you?\My father said that since I've already lost my chastity\to you in the Mortal Realm\he has to beat me to death. response:	I finally got away from him just to see you.
context: She used her blood as a nine-tailed fox of Qing Qiu\to preserve your spiritless body.\Lord Dong Hua...\Who wounded you?\My father said that since I've already lost my chastity\to you in the Mortal Realm\he has to beat me to death.\I finally got away from him just to see you. response:	Then I'll head back to be a filial child and let my father hit me to death.
context: to preserve your spiritless body.\Lord Dong Hua...\Who wounded you?\My father said that since I've already lost my chastity\to you in the Mortal Realm\he has to beat me to death.\I finally got away from him just to see you.\Then I'll head back to be a filial child and let my father hit me to death. response:	Lord Dong Hua...
context: Lord Dong Hua...\Who wounded you?\My father said that since I've already lost my chastity\to you in the Mortal Realm\he has to beat me to death.\I finally got away from him just to see you.\Then I'll head back to be a filial child and let my father hit me to death.\Lord Dong Hua... response:	This wound does look real.
context: Who wounded you?\My father said that since I've already lost my chastity\to you in the Mortal Realm\he has to beat me to death.\I finally got away from him just to see you.\Then I'll head back to be a filial child and let my father hit me to death.\Lord Dong Hua...\This wound does look real. response:	You almost got me fooled.
context: My father said that since I've already lost my chastity\to you in the Mortal Realm\he has to beat me to death.\I finally got away from him just to see you.\Then I'll head back to be a filial child and let my father hit me to death.\Lord Dong Hua...\This wound does look real.\You almost got me fooled. response:	Shouldn't you act out the whole play better?
context: to you in the Mortal Realm\he has to beat me to death.\I finally got away from him just to see you.\Then I'll head back to be a filial child and let my father hit me to death.\Lord Dong Hua...\This wound does look real.\You almost got me fooled.\Shouldn't you act out the whole play better? response:	You should at least flinch when I touch your wound or say that it hurts.
context: he has to beat me to death.\I finally got away from him just to see you.\Then I'll head back to be a filial child and let my father hit me to death.\Lord Dong Hua...\This wound does look real.\You almost got me fooled.\Shouldn't you act out the whole play better?\You should at least flinch when I touch your wound or say that it hurts. response:	It hurts!
context: I finally got away from him just to see you.\Then I'll head back to be a filial child and let my father hit me to death.\Lord Dong Hua...\This wound does look real.\You almost got me fooled.\Shouldn't you act out the whole play better?\You should at least flinch when I touch your wound or say that it hurts.\It hurts! response:	Make it look more believable.
context: Then I'll head back to be a filial child and let my father hit me to death.\Lord Dong Hua...\This wound does look real.\You almost got me fooled.\Shouldn't you act out the whole play better?\You should at least flinch when I touch your wound or say that it hurts.\It hurts!\Make it look more believable. response:	I've done wrong.
context: Lord Dong Hua...\This wound does look real.\You almost got me fooled.\Shouldn't you act out the whole play better?\You should at least flinch when I touch your wound or say that it hurts.\It hurts!\Make it look more believable.\I've done wrong. response:	It's a fake wound.
context: This wound does look real.\You almost got me fooled.\Shouldn't you act out the whole play better?\You should at least flinch when I touch your wound or say that it hurts.\It hurts!\Make it look more believable.\I've done wrong.\It's a fake wound. response:	Who taught you to do this?
context: You almost got me fooled.\Shouldn't you act out the whole play better?\You should at least flinch when I touch your wound or say that it hurts.\It hurts!\Make it look more believable.\I've done wrong.\It's a fake wound.\Who taught you to do this? response:	Cheng Yu did.
context: Shouldn't you act out the whole play better?\You should at least flinch when I touch your wound or say that it hurts.\It hurts!\Make it look more believable.\I've done wrong.\It's a fake wound.\Who taught you to do this?\Cheng Yu did. response:	This girlfriend of Third Prince doesn't know anything better
context: You should at least flinch when I touch your wound or say that it hurts.\It hurts!\Make it look more believable.\I've done wrong.\It's a fake wound.\Who taught you to do this?\Cheng Yu did.\This girlfriend of Third Prince doesn't know anything better response:	than new tricks to fool people.
context: It hurts!\Make it look more believable.\I've done wrong.\It's a fake wound.\Who taught you to do this?\Cheng Yu did.\This girlfriend of Third Prince doesn't know anything better\than new tricks to fool people. response:	I asked her for help.
context: Make it look more believable.\I've done wrong.\It's a fake wound.\Who taught you to do this?\Cheng Yu did.\This girlfriend of Third Prince doesn't know anything better\than new tricks to fool people.\I asked her for help. response:	Lord Dong Hua, just blame me. Don't get her implicated.
context: I've done wrong.\It's a fake wound.\Who taught you to do this?\Cheng Yu did.\This girlfriend of Third Prince doesn't know anything better\than new tricks to fool people.\I asked her for help.\Lord Dong Hua, just blame me. Don't get her implicated. response:	Little fox, I already told you in that shack in the Mortal Realm then.
context: It's a fake wound.\Who taught you to do this?\Cheng Yu did.\This girlfriend of Third Prince doesn't know anything better\than new tricks to fool people.\I asked her for help.\Lord Dong Hua, just blame me. Don't get her implicated.\Little fox, I already told you in that shack in the Mortal Realm then. response:	If you don't break off when you should you'll only harm yourself and others.
context: Who taught you to do this?\Cheng Yu did.\This girlfriend of Third Prince doesn't know anything better\than new tricks to fool people.\I asked her for help.\Lord Dong Hua, just blame me. Don't get her implicated.\Little fox, I already told you in that shack in the Mortal Realm then.\If you don't break off when you should you'll only harm yourself and others. response:	Do you still not understand?
context: Cheng Yu did.\This girlfriend of Third Prince doesn't know anything better\than new tricks to fool people.\I asked her for help.\Lord Dong Hua, just blame me. Don't get her implicated.\Little fox, I already told you in that shack in the Mortal Realm then.\If you don't break off when you should you'll only harm yourself and others.\Do you still not understand? response:	The debt you owe me for saving your life is settled.
context: This girlfriend of Third Prince doesn't know anything better\than new tricks to fool people.\I asked her for help.\Lord Dong Hua, just blame me. Don't get her implicated.\Little fox, I already told you in that shack in the Mortal Realm then.\If you don't break off when you should you'll only harm yourself and others.\Do you still not understand?\The debt you owe me for saving your life is settled. response:	What brings you here to my Taichen Palace again today?
context: than new tricks to fool people.\I asked her for help.\Lord Dong Hua, just blame me. Don't get her implicated.\Little fox, I already told you in that shack in the Mortal Realm then.\If you don't break off when you should you'll only harm yourself and others.\Do you still not understand?\The debt you owe me for saving your life is settled.\What brings you here to my Taichen Palace again today? response:	It's because you're about to meet your destined calamity
context: I asked her for help.\Lord Dong Hua, just blame me. Don't get her implicated.\Little fox, I already told you in that shack in the Mortal Realm then.\If you don't break off when you should you'll only harm yourself and others.\Do you still not understand?\The debt you owe me for saving your life is settled.\What brings you here to my Taichen Palace again today?\It's because you're about to meet your destined calamity response:	so I wish to stay by your side.
context: Lord Dong Hua, just blame me. Don't get her implicated.\Little fox, I already told you in that shack in the Mortal Realm then.\If you don't break off when you should you'll only harm yourself and others.\Do you still not understand?\The debt you owe me for saving your life is settled.\What brings you here to my Taichen Palace again today?\It's because you're about to meet your destined calamity\so I wish to stay by your side. response:	Who exactly told you that I'm about to meet my destined calamity?
context: Little fox, I already told you in that shack in the Mortal Realm then.\If you don't break off when you should you'll only harm yourself and others.\Do you still not understand?\The debt you owe me for saving your life is settled.\What brings you here to my Taichen Palace again today?\It's because you're about to meet your destined calamity\so I wish to stay by your side.\Who exactly told you that I'm about to meet my destined calamity? response:	I can't tell you.
