context: Pre! Preparation! response:	I'm not strong
context: Hey! Don't run away, Stupid Chihuahua!\Ami, we're right here!\Whoa, this is great!\There's a plum in this that makes it super plum!\Just what I'd expect from Takasu.\Want to marry into my family?\No, I don't.\Geez, you're mean. response:	Huh?
context: Ami, we're right here!\Whoa, this is great!\There's a plum in this that makes it super plum!\Just what I'd expect from Takasu.\Want to marry into my family?\No, I don't.\Geez, you're mean.\Huh? response:	Come to think of it,
context: Whoa, this is great!\There's a plum in this that makes it super plum!\Just what I'd expect from Takasu.\Want to marry into my family?\No, I don't.\Geez, you're mean.\Huh?\Come to think of it, response:	it seems Aisaka-san didn't come. Is she late?
context: There's a plum in this that makes it super plum!\Just what I'd expect from Takasu.\Want to marry into my family?\No, I don't.\Geez, you're mean.\Huh?\Come to think of it,\it seems Aisaka-san didn't come. Is she late? response:	Takasu-kun, go get in touch with -
context: Just what I'd expect from Takasu.\Want to marry into my family?\No, I don't.\Geez, you're mean.\Huh?\Come to think of it,\it seems Aisaka-san didn't come. Is she late?\Takasu-kun, go get in touch with - response:	What the hell are you doing?!
context: Want to marry into my family?\No, I don't.\Geez, you're mean.\Huh?\Come to think of it,\it seems Aisaka-san didn't come. Is she late?\Takasu-kun, go get in touch with -\What the hell are you doing?! response:	Oh, the Stupid Chi' is awake?
context: No, I don't.\Geez, you're mean.\Huh?\Come to think of it,\it seems Aisaka-san didn't come. Is she late?\Takasu-kun, go get in touch with -\What the hell are you doing?!\Oh, the Stupid Chi' is awake? response:	I thought you were sleeping with your eyes open.
context: Geez, you're mean.\Huh?\Come to think of it,\it seems Aisaka-san didn't come. Is she late?\Takasu-kun, go get in touch with -\What the hell are you doing?!\Oh, the Stupid Chi' is awake?\I thought you were sleeping with your eyes open. response:	Wha -
context: Huh?\Come to think of it,\it seems Aisaka-san didn't come. Is she late?\Takasu-kun, go get in touch with -\What the hell are you doing?!\Oh, the Stupid Chi' is awake?\I thought you were sleeping with your eyes open.\Wha - response:	Don't fight when we're on a trip.
context: Come to think of it,\it seems Aisaka-san didn't come. Is she late?\Takasu-kun, go get in touch with -\What the hell are you doing?!\Oh, the Stupid Chi' is awake?\I thought you were sleeping with your eyes open.\Wha -\Don't fight when we're on a trip. response:	That aside, what have you been doing during summer break so far, Kawashima?
context: it seems Aisaka-san didn't come. Is she late?\Takasu-kun, go get in touch with -\What the hell are you doing?!\Oh, the Stupid Chi' is awake?\I thought you were sleeping with your eyes open.\Wha -\Don't fight when we're on a trip.\That aside, what have you been doing during summer break so far, Kawashima? response:	Me?
context: Takasu-kun, go get in touch with -\What the hell are you doing?!\Oh, the Stupid Chi' is awake?\I thought you were sleeping with your eyes open.\Wha -\Don't fight when we're on a trip.\That aside, what have you been doing during summer break so far, Kawashima?\Me? response:	I've been working the whole time.
context: What the hell are you doing?!\Oh, the Stupid Chi' is awake?\I thought you were sleeping with your eyes open.\Wha -\Don't fight when we're on a trip.\That aside, what have you been doing during summer break so far, Kawashima?\Me?\I've been working the whole time. response:	Oh, you started working again?
context: Oh, the Stupid Chi' is awake?\I thought you were sleeping with your eyes open.\Wha -\Don't fight when we're on a trip.\That aside, what have you been doing during summer break so far, Kawashima?\Me?\I've been working the whole time.\Oh, you started working again? response:	What about Minorin?
context: I thought you were sleeping with your eyes open.\Wha -\Don't fight when we're on a trip.\That aside, what have you been doing during summer break so far, Kawashima?\Me?\I've been working the whole time.\Oh, you started working again?\What about Minorin? response:	Club activities, work, club activities, work, club activities, club activities, work,
context: Wha -\Don't fight when we're on a trip.\That aside, what have you been doing during summer break so far, Kawashima?\Me?\I've been working the whole time.\Oh, you started working again?\What about Minorin?\Club activities, work, club activities, work, club activities, club activities, work, response:	club activities, work, club activities, work, club...
context: Don't fight when we're on a trip.\That aside, what have you been doing during summer break so far, Kawashima?\Me?\I've been working the whole time.\Oh, you started working again?\What about Minorin?\Club activities, work, club activities, work, club activities, club activities, work,\club activities, work, club activities, work, club... response:	W-What about you, Taiga?
context: That aside, what have you been doing during summer break so far, Kawashima?\Me?\I've been working the whole time.\Oh, you started working again?\What about Minorin?\Club activities, work, club activities, work, club activities, club activities, work,\club activities, work, club activities, work, club...\W-What about you, Taiga? response:	I was...
context: Me?\I've been working the whole time.\Oh, you started working again?\What about Minorin?\Club activities, work, club activities, work, club activities, club activities, work,\club activities, work, club activities, work, club...\W-What about you, Taiga?\I was... response:	Huh? What, Taiga?
context: I've been working the whole time.\Oh, you started working again?\What about Minorin?\Club activities, work, club activities, work, club activities, club activities, work,\club activities, work, club activities, work, club...\W-What about you, Taiga?\I was...\Huh? What, Taiga? response:	I was making this.
context: Oh, you started working again?\What about Minorin?\Club activities, work, club activities, work, club activities, club activities, work,\club activities, work, club activities, work, club...\W-What about you, Taiga?\I was...\Huh? What, Taiga?\I was making this. response:	J-Just now, I heard senpai in a strange voice! Is this...?
context: What about Minorin?\Club activities, work, club activities, work, club activities, club activities, work,\club activities, work, club activities, work, club...\W-What about you, Taiga?\I was...\Huh? What, Taiga?\I was making this.\J-Just now, I heard senpai in a strange voice! Is this...? response:	Yeah.
context: Club activities, work, club activities, work, club activities, club activities, work,\club activities, work, club activities, work, club...\W-What about you, Taiga?\I was...\Huh? What, Taiga?\I was making this.\J-Just now, I heard senpai in a strange voice! Is this...?\Yeah. response:	Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.
context: club activities, work, club activities, work, club...\W-What about you, Taiga?\I was...\Huh? What, Taiga?\I was making this.\J-Just now, I heard senpai in a strange voice! Is this...?\Yeah.\Sampled from CD's with more to them than just what they advertised; a collection of spirit voices. response:	I knew it!
context: W-What about you, Taiga?\I was...\Huh? What, Taiga?\I was making this.\J-Just now, I heard senpai in a strange voice! Is this...?\Yeah.\Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.\I knew it! response:	No! I've been called out!
context: I was...\Huh? What, Taiga?\I was making this.\J-Just now, I heard senpai in a strange voice! Is this...?\Yeah.\Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.\I knew it!\No! I've been called out! response:	Do you enjoy horror stuff like that, Aisaka?
context: Huh? What, Taiga?\I was making this.\J-Just now, I heard senpai in a strange voice! Is this...?\Yeah.\Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.\I knew it!\No! I've been called out!\Do you enjoy horror stuff like that, Aisaka? response:	Huh? I might like them...
context: I was making this.\J-Just now, I heard senpai in a strange voice! Is this...?\Yeah.\Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.\I knew it!\No! I've been called out!\Do you enjoy horror stuff like that, Aisaka?\Huh? I might like them... response:	Oh, that's surprising.
context: J-Just now, I heard senpai in a strange voice! Is this...?\Yeah.\Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.\I knew it!\No! I've been called out!\Do you enjoy horror stuff like that, Aisaka?\Huh? I might like them...\Oh, that's surprising. response:	It's also rather surprising that Kushieda's scared of eerie things.
context: Yeah.\Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.\I knew it!\No! I've been called out!\Do you enjoy horror stuff like that, Aisaka?\Huh? I might like them...\Oh, that's surprising.\It's also rather surprising that Kushieda's scared of eerie things. response:	I'm scared of it! I'm scared of it!
context: Sampled from CD's with more to them than just what they advertised; a collection of spirit voices.\I knew it!\No! I've been called out!\Do you enjoy horror stuff like that, Aisaka?\Huh? I might like them...\Oh, that's surprising.\It's also rather surprising that Kushieda's scared of eerie things.\I'm scared of it! I'm scared of it! response:	I'm super scared of it, you know!
context: I knew it!\No! I've been called out!\Do you enjoy horror stuff like that, Aisaka?\Huh? I might like them...\Oh, that's surprising.\It's also rather surprising that Kushieda's scared of eerie things.\I'm scared of it! I'm scared of it!\I'm super scared of it, you know! response:	Rather than super scared, you could say I'm incredibly scared -
context: No! I've been called out!\Do you enjoy horror stuff like that, Aisaka?\Huh? I might like them...\Oh, that's surprising.\It's also rather surprising that Kushieda's scared of eerie things.\I'm scared of it! I'm scared of it!\I'm super scared of it, you know!\Rather than super scared, you could say I'm incredibly scared - response:	You see, Minorin is really scared of horror movies, spirits,
context: Do you enjoy horror stuff like that, Aisaka?\Huh? I might like them...\Oh, that's surprising.\It's also rather surprising that Kushieda's scared of eerie things.\I'm scared of it! I'm scared of it!\I'm super scared of it, you know!\Rather than super scared, you could say I'm incredibly scared -\You see, Minorin is really scared of horror movies, spirits, response:	and occult things in general.
context: Huh? I might like them...\Oh, that's surprising.\It's also rather surprising that Kushieda's scared of eerie things.\I'm scared of it! I'm scared of it!\I'm super scared of it, you know!\Rather than super scared, you could say I'm incredibly scared -\You see, Minorin is really scared of horror movies, spirits,\and occult things in general. response:	I see.
context: Oh, that's surprising.\It's also rather surprising that Kushieda's scared of eerie things.\I'm scared of it! I'm scared of it!\I'm super scared of it, you know!\Rather than super scared, you could say I'm incredibly scared -\You see, Minorin is really scared of horror movies, spirits,\and occult things in general.\I see. response:	That's why we're going to scare Minorin to death.
context: It's also rather surprising that Kushieda's scared of eerie things.\I'm scared of it! I'm scared of it!\I'm super scared of it, you know!\Rather than super scared, you could say I'm incredibly scared -\You see, Minorin is really scared of horror movies, spirits,\and occult things in general.\I see.\That's why we're going to scare Minorin to death. response:	Then you're going to save her when she's at the peak of her fear,
context: I'm scared of it! I'm scared of it!\I'm super scared of it, you know!\Rather than super scared, you could say I'm incredibly scared -\You see, Minorin is really scared of horror movies, spirits,\and occult things in general.\I see.\That's why we're going to scare Minorin to death.\Then you're going to save her when she's at the peak of her fear, response:	with a, I will protect Kushieda!
context: I'm super scared of it, you know!\Rather than super scared, you could say I'm incredibly scared -\You see, Minorin is really scared of horror movies, spirits,\and occult things in general.\I see.\That's why we're going to scare Minorin to death.\Then you're going to save her when she's at the peak of her fear,\with a, I will protect Kushieda! response:	This is called the Scare Minorin, Enter the White Knight plan!
context: Rather than super scared, you could say I'm incredibly scared -\You see, Minorin is really scared of horror movies, spirits,\and occult things in general.\I see.\That's why we're going to scare Minorin to death.\Then you're going to save her when she's at the peak of her fear,\with a, I will protect Kushieda!\This is called the Scare Minorin, Enter the White Knight plan! response:	Either way!
context: You see, Minorin is really scared of horror movies, spirits,\and occult things in general.\I see.\That's why we're going to scare Minorin to death.\Then you're going to save her when she's at the peak of her fear,\with a, I will protect Kushieda!\This is called the Scare Minorin, Enter the White Knight plan!\Either way! response:	Scary things are absolutely forbidden!
context: and occult things in general.\I see.\That's why we're going to scare Minorin to death.\Then you're going to save her when she's at the peak of her fear,\with a, I will protect Kushieda!\This is called the Scare Minorin, Enter the White Knight plan!\Either way!\Scary things are absolutely forbidden! response:	It's the sea!
context: I see.\That's why we're going to scare Minorin to death.\Then you're going to save her when she's at the peak of her fear,\with a, I will protect Kushieda!\This is called the Scare Minorin, Enter the White Knight plan!\Either way!\Scary things are absolutely forbidden!\It's the sea! response:	Sheesh, how far do we have to walk?
context: That's why we're going to scare Minorin to death.\Then you're going to save her when she's at the peak of her fear,\with a, I will protect Kushieda!\This is called the Scare Minorin, Enter the White Knight plan!\Either way!\Scary things are absolutely forbidden!\It's the sea!\Sheesh, how far do we have to walk? response:	Can't you see it already?
context: Then you're going to save her when she's at the peak of her fear,\with a, I will protect Kushieda!\This is called the Scare Minorin, Enter the White Knight plan!\Either way!\Scary things are absolutely forbidden!\It's the sea!\Sheesh, how far do we have to walk?\Can't you see it already? response:	Huh?
context: with a, I will protect Kushieda!\This is called the Scare Minorin, Enter the White Knight plan!\Either way!\Scary things are absolutely forbidden!\It's the sea!\Sheesh, how far do we have to walk?\Can't you see it already?\Huh? response:	Let's go around the back.
context: This is called the Scare Minorin, Enter the White Knight plan!\Either way!\Scary things are absolutely forbidden!\It's the sea!\Sheesh, how far do we have to walk?\Can't you see it already?\Huh?\Let's go around the back. response:	Keep going that way and I think we'll be on the balcony.
context: Either way!\Scary things are absolutely forbidden!\It's the sea!\Sheesh, how far do we have to walk?\Can't you see it already?\Huh?\Let's go around the back.\Keep going that way and I think we'll be on the balcony. response:	This is Amin's vacation home?!
context: Scary things are absolutely forbidden!\It's the sea!\Sheesh, how far do we have to walk?\Can't you see it already?\Huh?\Let's go around the back.\Keep going that way and I think we'll be on the balcony.\This is Amin's vacation home?! response:	We're going to be staying here?!
context: It's the sea!\Sheesh, how far do we have to walk?\Can't you see it already?\Huh?\Let's go around the back.\Keep going that way and I think we'll be on the balcony.\This is Amin's vacation home?!\We're going to be staying here?! response:	That's right, Minori-chan.
context: Sheesh, how far do we have to walk?\Can't you see it already?\Huh?\Let's go around the back.\Keep going that way and I think we'll be on the balcony.\This is Amin's vacation home?!\We're going to be staying here?!\That's right, Minori-chan. response:	Awesome!
context: Can't you see it already?\Huh?\Let's go around the back.\Keep going that way and I think we'll be on the balcony.\This is Amin's vacation home?!\We're going to be staying here?!\That's right, Minori-chan.\Awesome! response:	I'm so moved!
context: Huh?\Let's go around the back.\Keep going that way and I think we'll be on the balcony.\This is Amin's vacation home?!\We're going to be staying here?!\That's right, Minori-chan.\Awesome!\I'm so moved! response:	But we have to clean the place up first.
context: Let's go around the back.\Keep going that way and I think we'll be on the balcony.\This is Amin's vacation home?!\We're going to be staying here?!\That's right, Minori-chan.\Awesome!\I'm so moved!\But we have to clean the place up first. response:	Nobody's been here since last year.
context: Keep going that way and I think we'll be on the balcony.\This is Amin's vacation home?!\We're going to be staying here?!\That's right, Minori-chan.\Awesome!\I'm so moved!\But we have to clean the place up first.\Nobody's been here since last year. response:	Since last year?!
context: This is Amin's vacation home?!\We're going to be staying here?!\That's right, Minori-chan.\Awesome!\I'm so moved!\But we have to clean the place up first.\Nobody's been here since last year.\Since last year?! response:	Y-Yeah.
context: We're going to be staying here?!\That's right, Minori-chan.\Awesome!\I'm so moved!\But we have to clean the place up first.\Nobody's been here since last year.\Since last year?!\Y-Yeah. response:	This looks like it'll be one hell of a fight.
context: That's right, Minori-chan.\Awesome!\I'm so moved!\But we have to clean the place up first.\Nobody's been here since last year.\Since last year?!\Y-Yeah.\This looks like it'll be one hell of a fight. response:	What?! We've got this pretty sea right in front of us!
context: Awesome!\I'm so moved!\But we have to clean the place up first.\Nobody's been here since last year.\Since last year?!\Y-Yeah.\This looks like it'll be one hell of a fight.\What?! We've got this pretty sea right in front of us! response:	Let's leave cleaning up for last!
context: I'm so moved!\But we have to clean the place up first.\Nobody's been here since last year.\Since last year?!\Y-Yeah.\This looks like it'll be one hell of a fight.\What?! We've got this pretty sea right in front of us!\Let's leave cleaning up for last! response:	What?!
context: But we have to clean the place up first.\Nobody's been here since last year.\Since last year?!\Y-Yeah.\This looks like it'll be one hell of a fight.\What?! We've got this pretty sea right in front of us!\Let's leave cleaning up for last!\What?! response:	Yeah! We can clean later!
context: Nobody's been here since last year.\Since last year?!\Y-Yeah.\This looks like it'll be one hell of a fight.\What?! We've got this pretty sea right in front of us!\Let's leave cleaning up for last!\What?!\Yeah! We can clean later! response:	M-Me too!
context: Since last year?!\Y-Yeah.\This looks like it'll be one hell of a fight.\What?! We've got this pretty sea right in front of us!\Let's leave cleaning up for last!\What?!\Yeah! We can clean later!\M-Me too! response:	I'm going too. What about you, Takasu-kun?
context: Y-Yeah.\This looks like it'll be one hell of a fight.\What?! We've got this pretty sea right in front of us!\Let's leave cleaning up for last!\What?!\Yeah! We can clean later!\M-Me too!\I'm going too. What about you, Takasu-kun? response:	Why am I cleaning all by myself?
context: This looks like it'll be one hell of a fight.\What?! We've got this pretty sea right in front of us!\Let's leave cleaning up for last!\What?!\Yeah! We can clean later!\M-Me too!\I'm going too. What about you, Takasu-kun?\Why am I cleaning all by myself? response:	This feels great!
context: What?! We've got this pretty sea right in front of us!\Let's leave cleaning up for last!\What?!\Yeah! We can clean later!\M-Me too!\I'm going too. What about you, Takasu-kun?\Why am I cleaning all by myself?\This feels great! response:	Hey, hey.
context: Let's leave cleaning up for last!\What?!\Yeah! We can clean later!\M-Me too!\I'm going too. What about you, Takasu-kun?\Why am I cleaning all by myself?\This feels great!\Hey, hey. response:	Huh? What's up?
context: What?!\Yeah! We can clean later!\M-Me too!\I'm going too. What about you, Takasu-kun?\Why am I cleaning all by myself?\This feels great!\Hey, hey.\Huh? What's up? response:	Doesn't that...
context: Yeah! We can clean later!\M-Me too!\I'm going too. What about you, Takasu-kun?\Why am I cleaning all by myself?\This feels great!\Hey, hey.\Huh? What's up?\Doesn't that... response:	Wah, it's a floating corpse!
context: M-Me too!\I'm going too. What about you, Takasu-kun?\Why am I cleaning all by myself?\This feels great!\Hey, hey.\Huh? What's up?\Doesn't that...\Wah, it's a floating corpse! response:	What should I do?!
context: I'm going too. What about you, Takasu-kun?\Why am I cleaning all by myself?\This feels great!\Hey, hey.\Huh? What's up?\Doesn't that...\Wah, it's a floating corpse!\What should I do?! response:	I've been soaked in corpse water!
context: Why am I cleaning all by myself?\This feels great!\Hey, hey.\Huh? What's up?\Doesn't that...\Wah, it's a floating corpse!\What should I do?!\I've been soaked in corpse water! response:	Looks like they're having fun.
context: This feels great!\Hey, hey.\Huh? What's up?\Doesn't that...\Wah, it's a floating corpse!\What should I do?!\I've been soaked in corpse water!\Looks like they're having fun. response:	Sorry, Minorin! That might be seaweed!
context: Hey, hey.\Huh? What's up?\Doesn't that...\Wah, it's a floating corpse!\What should I do?!\I've been soaked in corpse water!\Looks like they're having fun.\Sorry, Minorin! That might be seaweed! response:	Wah, then it's a seaweed corpse!
context: Huh? What's up?\Doesn't that...\Wah, it's a floating corpse!\What should I do?!\I've been soaked in corpse water!\Looks like they're having fun.\Sorry, Minorin! That might be seaweed!\Wah, then it's a seaweed corpse! response:	What should I do?! I've been soaked in seaweed corpse water!
context: Doesn't that...\Wah, it's a floating corpse!\What should I do?!\I've been soaked in corpse water!\Looks like they're having fun.\Sorry, Minorin! That might be seaweed!\Wah, then it's a seaweed corpse!\What should I do?! I've been soaked in seaweed corpse water! response:	You really came, didn't you, Yuusaku.
context: Wah, it's a floating corpse!\What should I do?!\I've been soaked in corpse water!\Looks like they're having fun.\Sorry, Minorin! That might be seaweed!\Wah, then it's a seaweed corpse!\What should I do?! I've been soaked in seaweed corpse water!\You really came, didn't you, Yuusaku. response:	Of course I came.
context: What should I do?!\I've been soaked in corpse water!\Looks like they're having fun.\Sorry, Minorin! That might be seaweed!\Wah, then it's a seaweed corpse!\What should I do?! I've been soaked in seaweed corpse water!\You really came, didn't you, Yuusaku.\Of course I came. response:	You can't have Takasu...
context: I've been soaked in corpse water!\Looks like they're having fun.\Sorry, Minorin! That might be seaweed!\Wah, then it's a seaweed corpse!\What should I do?! I've been soaked in seaweed corpse water!\You really came, didn't you, Yuusaku.\Of course I came.\You can't have Takasu... response:	Are you sure about this?
context: Looks like they're having fun.\Sorry, Minorin! That might be seaweed!\Wah, then it's a seaweed corpse!\What should I do?! I've been soaked in seaweed corpse water!\You really came, didn't you, Yuusaku.\Of course I came.\You can't have Takasu...\Are you sure about this? response:	What about the student council?
context: Sorry, Minorin! That might be seaweed!\Wah, then it's a seaweed corpse!\What should I do?! I've been soaked in seaweed corpse water!\You really came, didn't you, Yuusaku.\Of course I came.\You can't have Takasu...\Are you sure about this?\What about the student council? response:	What are you saying?
context: Wah, then it's a seaweed corpse!\What should I do?! I've been soaked in seaweed corpse water!\You really came, didn't you, Yuusaku.\Of course I came.\You can't have Takasu...\Are you sure about this?\What about the student council?\What are you saying? response:	Nothing...
context: What should I do?! I've been soaked in seaweed corpse water!\You really came, didn't you, Yuusaku.\Of course I came.\You can't have Takasu...\Are you sure about this?\What about the student council?\What are you saying?\Nothing... response:	Takasu!
context: You really came, didn't you, Yuusaku.\Of course I came.\You can't have Takasu...\Are you sure about this?\What about the student council?\What are you saying?\Nothing...\Takasu! response:	Ami said to go out shopping.
context: Of course I came.\You can't have Takasu...\Are you sure about this?\What about the student council?\What are you saying?\Nothing...\Takasu!\Ami said to go out shopping. response:	Apparently there's a bike in the shed.
context: You can't have Takasu...\Are you sure about this?\What about the student council?\What are you saying?\Nothing...\Takasu!\Ami said to go out shopping.\Apparently there's a bike in the shed. response:	Bike?
context: Are you sure about this?\What about the student council?\What are you saying?\Nothing...\Takasu!\Ami said to go out shopping.\Apparently there's a bike in the shed.\Bike? response:	If that's the case, take Taiga with you.
context: What about the student council?\What are you saying?\Nothing...\Takasu!\Ami said to go out shopping.\Apparently there's a bike in the shed.\Bike?\If that's the case, take Taiga with you. response:	Take Aisaka?
context: What are you saying?\Nothing...\Takasu!\Ami said to go out shopping.\Apparently there's a bike in the shed.\Bike?\If that's the case, take Taiga with you.\Take Aisaka? response:	I-I'm not going.
context: Nothing...\Takasu!\Ami said to go out shopping.\Apparently there's a bike in the shed.\Bike?\If that's the case, take Taiga with you.\Take Aisaka?\I-I'm not going. response:	I'm scared of bikes.
context: Takasu!\Ami said to go out shopping.\Apparently there's a bike in the shed.\Bike?\If that's the case, take Taiga with you.\Take Aisaka?\I-I'm not going.\I'm scared of bikes. response:	What?!
context: Ami said to go out shopping.\Apparently there's a bike in the shed.\Bike?\If that's the case, take Taiga with you.\Take Aisaka?\I-I'm not going.\I'm scared of bikes.\What?! response:	Be careful, now.
context: Apparently there's a bike in the shed.\Bike?\If that's the case, take Taiga with you.\Take Aisaka?\I-I'm not going.\I'm scared of bikes.\What?!\Be careful, now. response:	Yeah, got it.
context: Bike?\If that's the case, take Taiga with you.\Take Aisaka?\I-I'm not going.\I'm scared of bikes.\What?!\Be careful, now.\Yeah, got it. response:	See you!
context: If that's the case, take Taiga with you.\Take Aisaka?\I-I'm not going.\I'm scared of bikes.\What?!\Be careful, now.\Yeah, got it.\See you! response:	You finally had a chance to be alone together.
context: Take Aisaka?\I-I'm not going.\I'm scared of bikes.\What?!\Be careful, now.\Yeah, got it.\See you!\You finally had a chance to be alone together. response:	I had an idea, you see.
context: I-I'm not going.\I'm scared of bikes.\What?!\Be careful, now.\Yeah, got it.\See you!\You finally had a chance to be alone together.\I had an idea, you see. response:	Before they come back,
context: I'm scared of bikes.\What?!\Be careful, now.\Yeah, got it.\See you!\You finally had a chance to be alone together.\I had an idea, you see.\Before they come back, response:	we've got to find somewhere suitable to play out that plan.
context: What?!\Be careful, now.\Yeah, got it.\See you!\You finally had a chance to be alone together.\I had an idea, you see.\Before they come back,\we've got to find somewhere suitable to play out that plan. response:	You're just embarrassed, just admi -
context: Be careful, now.\Yeah, got it.\See you!\You finally had a chance to be alone together.\I had an idea, you see.\Before they come back,\we've got to find somewhere suitable to play out that plan.\You're just embarrassed, just admi - response:	There was a mosquito there! A mosquito!
context: Yeah, got it.\See you!\You finally had a chance to be alone together.\I had an idea, you see.\Before they come back,\we've got to find somewhere suitable to play out that plan.\You're just embarrassed, just admi -\There was a mosquito there! A mosquito! response:	Sheesh...
context: See you!\You finally had a chance to be alone together.\I had an idea, you see.\Before they come back,\we've got to find somewhere suitable to play out that plan.\You're just embarrassed, just admi -\There was a mosquito there! A mosquito!\Sheesh... response:	Even if you say somewhere suitable...
context: You finally had a chance to be alone together.\I had an idea, you see.\Before they come back,\we've got to find somewhere suitable to play out that plan.\You're just embarrassed, just admi -\There was a mosquito there! A mosquito!\Sheesh...\Even if you say somewhere suitable... response:	This is...
context: I had an idea, you see.\Before they come back,\we've got to find somewhere suitable to play out that plan.\You're just embarrassed, just admi -\There was a mosquito there! A mosquito!\Sheesh...\Even if you say somewhere suitable...\This is... response:	Gotta clean here too -
context: Before they come back,\we've got to find somewhere suitable to play out that plan.\You're just embarrassed, just admi -\There was a mosquito there! A mosquito!\Sheesh...\Even if you say somewhere suitable...\This is...\Gotta clean here too - response:	Wha -
context: we've got to find somewhere suitable to play out that plan.\You're just embarrassed, just admi -\There was a mosquito there! A mosquito!\Sheesh...\Even if you say somewhere suitable...\This is...\Gotta clean here too -\Wha - response:	W-Who's there?!
context: You're just embarrassed, just admi -\There was a mosquito there! A mosquito!\Sheesh...\Even if you say somewhere suitable...\This is...\Gotta clean here too -\Wha -\W-Who's there?! response:	Sorry! I didn't notice!
context: There was a mosquito there! A mosquito!\Sheesh...\Even if you say somewhere suitable...\This is...\Gotta clean here too -\Wha -\W-Who's there?!\Sorry! I didn't notice! response:	Takasu-kun?
context: Sheesh...\Even if you say somewhere suitable...\This is...\Gotta clean here too -\Wha -\W-Who's there?!\Sorry! I didn't notice!\Takasu-kun? response:	I-I'll leave now.
context: Even if you say somewhere suitable...\This is...\Gotta clean here too -\Wha -\W-Who's there?!\Sorry! I didn't notice!\Takasu-kun?\I-I'll leave now. response:	Eh -
context: This is...\Gotta clean here too -\Wha -\W-Who's there?!\Sorry! I didn't notice!\Takasu-kun?\I-I'll leave now.\Eh - response:	You're really bold, aren't you?
context: Gotta clean here too -\Wha -\W-Who's there?!\Sorry! I didn't notice!\Takasu-kun?\I-I'll leave now.\Eh -\You're really bold, aren't you? response:	Coming in while a girl's showering...
context: Wha -\W-Who's there?!\Sorry! I didn't notice!\Takasu-kun?\I-I'll leave now.\Eh -\You're really bold, aren't you?\Coming in while a girl's showering... response:	I-It's not like I did it on purpose!
context: W-Who's there?!\Sorry! I didn't notice!\Takasu-kun?\I-I'll leave now.\Eh -\You're really bold, aren't you?\Coming in while a girl's showering...\I-It's not like I did it on purpose! response:	It's okay.
context: Sorry! I didn't notice!\Takasu-kun?\I-I'll leave now.\Eh -\You're really bold, aren't you?\Coming in while a girl's showering...\I-It's not like I did it on purpose!\It's okay. response:	We can keep it a secret from everyone else...
context: Takasu-kun?\I-I'll leave now.\Eh -\You're really bold, aren't you?\Coming in while a girl's showering...\I-It's not like I did it on purpose!\It's okay.\We can keep it a secret from everyone else... response:	What are you say -
context: I-I'll leave now.\Eh -\You're really bold, aren't you?\Coming in while a girl's showering...\I-It's not like I did it on purpose!\It's okay.\We can keep it a secret from everyone else...\What are you say - response:	Hey, don't you want to do it?
context: Eh -\You're really bold, aren't you?\Coming in while a girl's showering...\I-It's not like I did it on purpose!\It's okay.\We can keep it a secret from everyone else...\What are you say -\Hey, don't you want to do it? response:	D-Do what?!
context: You're really bold, aren't you?\Coming in while a girl's showering...\I-It's not like I did it on purpose!\It's okay.\We can keep it a secret from everyone else...\What are you say -\Hey, don't you want to do it?\D-Do what?! response:	Clean the bath!
context: Coming in while a girl's showering...\I-It's not like I did it on purpose!\It's okay.\We can keep it a secret from everyone else...\What are you say -\Hey, don't you want to do it?\D-Do what?!\Clean the bath! response:	Oh my! Just what were you expecting?
context: I-It's not like I did it on purpose!\It's okay.\We can keep it a secret from everyone else...\What are you say -\Hey, don't you want to do it?\D-Do what?!\Clean the bath!\Oh my! Just what were you expecting? response:	What's with that face?! It's a masterpiece!
context: It's okay.\We can keep it a secret from everyone else...\What are you say -\Hey, don't you want to do it?\D-Do what?!\Clean the bath!\Oh my! Just what were you expecting?\What's with that face?! It's a masterpiece! response:	Taiga!
context: We can keep it a secret from everyone else...\What are you say -\Hey, don't you want to do it?\D-Do what?!\Clean the bath!\Oh my! Just what were you expecting?\What's with that face?! It's a masterpiece!\Taiga! response:	Huh? Stupid Chi' did?
context: What are you say -\Hey, don't you want to do it?\D-Do what?!\Clean the bath!\Oh my! Just what were you expecting?\What's with that face?! It's a masterpiece!\Taiga!\Huh? Stupid Chi' did? response:	Making it sound like she was taking a shower?
context: Hey, don't you want to do it?\D-Do what?!\Clean the bath!\Oh my! Just what were you expecting?\What's with that face?! It's a masterpiece!\Taiga!\Huh? Stupid Chi' did?\Making it sound like she was taking a shower? response:	Playing with a man's pure heart?
context: D-Do what?!\Clean the bath!\Oh my! Just what were you expecting?\What's with that face?! It's a masterpiece!\Taiga!\Huh? Stupid Chi' did?\Making it sound like she was taking a shower?\Playing with a man's pure heart? response:	And? Did you finish investigating the second floor?
