context: OP response:	The blue moon illuminated
context: Wha\What do you mean?\Im afraid Ive forgotten which of these five scents contains the oleander.\Silly me. Silly me.\We must begin again!\Thats right! We must start over from the beginning.\I will continue.\Even if it is poison, Oosawa will be the first to smell it. response:	This one is neither Princess Kaguya nor the Old Man.
context: What do you mean?\Im afraid Ive forgotten which of these five scents contains the oleander.\Silly me. Silly me.\We must begin again!\Thats right! We must start over from the beginning.\I will continue.\Even if it is poison, Oosawa will be the first to smell it.\This one is neither Princess Kaguya nor the Old Man. response:	Not this one.
context: Im afraid Ive forgotten which of these five scents contains the oleander.\Silly me. Silly me.\We must begin again!\Thats right! We must start over from the beginning.\I will continue.\Even if it is poison, Oosawa will be the first to smell it.\This one is neither Princess Kaguya nor the Old Man.\Not this one. response:	Oh my.
context: Silly me. Silly me.\We must begin again!\Thats right! We must start over from the beginning.\I will continue.\Even if it is poison, Oosawa will be the first to smell it.\This one is neither Princess Kaguya nor the Old Man.\Not this one.\Oh my. response:	Does it not smell at all?
context: We must begin again!\Thats right! We must start over from the beginning.\I will continue.\Even if it is poison, Oosawa will be the first to smell it.\This one is neither Princess Kaguya nor the Old Man.\Not this one.\Oh my.\Does it not smell at all? response:	Its part of a screen, fragments of a blood-soaked sliding door.
context: Thats right! We must start over from the beginning.\I will continue.\Even if it is poison, Oosawa will be the first to smell it.\This one is neither Princess Kaguya nor the Old Man.\Not this one.\Oh my.\Does it not smell at all?\Its part of a screen, fragments of a blood-soaked sliding door. response:	I prepared it just for you.
context: I will continue.\Even if it is poison, Oosawa will be the first to smell it.\This one is neither Princess Kaguya nor the Old Man.\Not this one.\Oh my.\Does it not smell at all?\Its part of a screen, fragments of a blood-soaked sliding door.\I prepared it just for you. response:	For you, Jissonji-sans killer.
context: Even if it is poison, Oosawa will be the first to smell it.\This one is neither Princess Kaguya nor the Old Man.\Not this one.\Oh my.\Does it not smell at all?\Its part of a screen, fragments of a blood-soaked sliding door.\I prepared it just for you.\For you, Jissonji-sans killer. response:	Oh, I had intended to tour the house before night fell, but I see you beat me to it.
context: This one is neither Princess Kaguya nor the Old Man.\Not this one.\Oh my.\Does it not smell at all?\Its part of a screen, fragments of a blood-soaked sliding door.\I prepared it just for you.\For you, Jissonji-sans killer.\Oh, I had intended to tour the house before night fell, but I see you beat me to it. response:	Its awfully cold tonight, isnt it?
context: Not this one.\Oh my.\Does it not smell at all?\Its part of a screen, fragments of a blood-soaked sliding door.\I prepared it just for you.\For you, Jissonji-sans killer.\Oh, I had intended to tour the house before night fell, but I see you beat me to it.\Its awfully cold tonight, isnt it? response:	Throw yourself into the snow if you wish to feel warmer. Thats just common sense.
context: Oh my.\Does it not smell at all?\Its part of a screen, fragments of a blood-soaked sliding door.\I prepared it just for you.\For you, Jissonji-sans killer.\Oh, I had intended to tour the house before night fell, but I see you beat me to it.\Its awfully cold tonight, isnt it?\Throw yourself into the snow if you wish to feel warmer. Thats just common sense. response:	Youre Muromachi-han, are you not?
context: Does it not smell at all?\Its part of a screen, fragments of a blood-soaked sliding door.\I prepared it just for you.\For you, Jissonji-sans killer.\Oh, I had intended to tour the house before night fell, but I see you beat me to it.\Its awfully cold tonight, isnt it?\Throw yourself into the snow if you wish to feel warmer. Thats just common sense.\Youre Muromachi-han, are you not? response:	I hear your prospects for promotion at the palace are dwindling.
context: Its part of a screen, fragments of a blood-soaked sliding door.\I prepared it just for you.\For you, Jissonji-sans killer.\Oh, I had intended to tour the house before night fell, but I see you beat me to it.\Its awfully cold tonight, isnt it?\Throw yourself into the snow if you wish to feel warmer. Thats just common sense.\Youre Muromachi-han, are you not?\I hear your prospects for promotion at the palace are dwindling. response:	Could it be, Muromachi-han,
context: I prepared it just for you.\For you, Jissonji-sans killer.\Oh, I had intended to tour the house before night fell, but I see you beat me to it.\Its awfully cold tonight, isnt it?\Throw yourself into the snow if you wish to feel warmer. Thats just common sense.\Youre Muromachi-han, are you not?\I hear your prospects for promotion at the palace are dwindling.\Could it be, Muromachi-han, response:	that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?
context: For you, Jissonji-sans killer.\Oh, I had intended to tour the house before night fell, but I see you beat me to it.\Its awfully cold tonight, isnt it?\Throw yourself into the snow if you wish to feel warmer. Thats just common sense.\Youre Muromachi-han, are you not?\I hear your prospects for promotion at the palace are dwindling.\Could it be, Muromachi-han,\that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji? response:	A desperate move, from a drowning rat.
context: Oh, I had intended to tour the house before night fell, but I see you beat me to it.\Its awfully cold tonight, isnt it?\Throw yourself into the snow if you wish to feel warmer. Thats just common sense.\Youre Muromachi-han, are you not?\I hear your prospects for promotion at the palace are dwindling.\Could it be, Muromachi-han,\that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?\A desperate move, from a drowning rat. response:	The Toudaiji is already as good as mine.
context: Its awfully cold tonight, isnt it?\Throw yourself into the snow if you wish to feel warmer. Thats just common sense.\Youre Muromachi-han, are you not?\I hear your prospects for promotion at the palace are dwindling.\Could it be, Muromachi-han,\that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?\A desperate move, from a drowning rat.\The Toudaiji is already as good as mine. response:	Nobody has ever beaten me in a Kumikou.
context: Throw yourself into the snow if you wish to feel warmer. Thats just common sense.\Youre Muromachi-han, are you not?\I hear your prospects for promotion at the palace are dwindling.\Could it be, Muromachi-han,\that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?\A desperate move, from a drowning rat.\The Toudaiji is already as good as mine.\Nobody has ever beaten me in a Kumikou. response:	Youre a fool for trying.
context: Youre Muromachi-han, are you not?\I hear your prospects for promotion at the palace are dwindling.\Could it be, Muromachi-han,\that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?\A desperate move, from a drowning rat.\The Toudaiji is already as good as mine.\Nobody has ever beaten me in a Kumikou.\Youre a fool for trying. response:	What is going on with this room? It stinks of dust.
context: I hear your prospects for promotion at the palace are dwindling.\Could it be, Muromachi-han,\that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?\A desperate move, from a drowning rat.\The Toudaiji is already as good as mine.\Nobody has ever beaten me in a Kumikou.\Youre a fool for trying.\What is going on with this room? It stinks of dust. response:	I will wait in the next room along.
context: Could it be, Muromachi-han,\that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?\A desperate move, from a drowning rat.\The Toudaiji is already as good as mine.\Nobody has ever beaten me in a Kumikou.\Youre a fool for trying.\What is going on with this room? It stinks of dust.\I will wait in the next room along. response:	How could a smelly swain like yourself know anything of incense?
context: that youre foolish enough to try and gain power through the Fue-no-Koujis Toudaiji?\A desperate move, from a drowning rat.\The Toudaiji is already as good as mine.\Nobody has ever beaten me in a Kumikou.\Youre a fool for trying.\What is going on with this room? It stinks of dust.\I will wait in the next room along.\How could a smelly swain like yourself know anything of incense? response:	Oh, it stinks. It stinks ever so much.
context: A desperate move, from a drowning rat.\The Toudaiji is already as good as mine.\Nobody has ever beaten me in a Kumikou.\Youre a fool for trying.\What is going on with this room? It stinks of dust.\I will wait in the next room along.\How could a smelly swain like yourself know anything of incense?\Oh, it stinks. It stinks ever so much. response:	What a shameful way to face ones death.
context: The Toudaiji is already as good as mine.\Nobody has ever beaten me in a Kumikou.\Youre a fool for trying.\What is going on with this room? It stinks of dust.\I will wait in the next room along.\How could a smelly swain like yourself know anything of incense?\Oh, it stinks. It stinks ever so much.\What a shameful way to face ones death. response:	chi-ha
context: Nobody has ever beaten me in a Kumikou.\Youre a fool for trying.\What is going on with this room? It stinks of dust.\I will wait in the next room along.\How could a smelly swain like yourself know anything of incense?\Oh, it stinks. It stinks ever so much.\What a shameful way to face ones death.\chi-ha response:	Muromachi -han.
context: Youre a fool for trying.\What is going on with this room? It stinks of dust.\I will wait in the next room along.\How could a smelly swain like yourself know anything of incense?\Oh, it stinks. It stinks ever so much.\What a shameful way to face ones death.\chi-ha\Muromachi -han. response:	Muromachi-han.
context: What is going on with this room? It stinks of dust.\I will wait in the next room along.\How could a smelly swain like yourself know anything of incense?\Oh, it stinks. It stinks ever so much.\What a shameful way to face ones death.\chi-ha\Muromachi -han.\Muromachi-han. response:	Muromachi -han.
context: I will wait in the next room along.\How could a smelly swain like yourself know anything of incense?\Oh, it stinks. It stinks ever so much.\What a shameful way to face ones death.\chi-ha\Muromachi -han.\Muromachi-han.\Muromachi -han. response:	Muromachi-han.
context: How could a smelly swain like yourself know anything of incense?\Oh, it stinks. It stinks ever so much.\What a shameful way to face ones death.\chi-ha\Muromachi -han.\Muromachi-han.\Muromachi -han.\Muromachi-han. response:	Muroma chi-han.
context: Oh, it stinks. It stinks ever so much.\What a shameful way to face ones death.\chi-ha\Muromachi -han.\Muromachi-han.\Muromachi -han.\Muromachi-han.\Muroma chi-han. response:	Muromachi -han.
context: What a shameful way to face ones death.\chi-ha\Muromachi -han.\Muromachi-han.\Muromachi -han.\Muromachi-han.\Muroma chi-han.\Muromachi -han. response:	Muromachi-han.
context: chi-ha\Muromachi -han.\Muromachi-han.\Muromachi -han.\Muromachi-han.\Muroma chi-han.\Muromachi -han.\Muromachi-han. response:	Muro machi-han.
context: Muromachi -han.\Muromachi-han.\Muromachi -han.\Muromachi-han.\Muroma chi-han.\Muromachi -han.\Muromachi-han.\Muro machi-han. response:	Muromachi -han.
context: Muromachi-han.\Muromachi -han.\Muromachi-han.\Muroma chi-han.\Muromachi -han.\Muromachi-han.\Muro machi-han.\Muromachi -han. response:	Muromachi-han.
context: Muromachi -han.\Muromachi-han.\Muroma chi-han.\Muromachi -han.\Muromachi-han.\Muro machi-han.\Muromachi -han.\Muromachi-han. response:	The second scent is ready.
context: Muromachi-han.\Muroma chi-han.\Muromachi -han.\Muromachi-han.\Muro machi-han.\Muromachi -han.\Muromachi-han.\The second scent is ready. response:	This isnt it, either.
context: Muroma chi-han.\Muromachi -han.\Muromachi-han.\Muro machi-han.\Muromachi -han.\Muromachi-han.\The second scent is ready.\This isnt it, either. response:	What is this? It smells like burning hair.
context: Muromachi -han.\Muromachi-han.\Muro machi-han.\Muromachi -han.\Muromachi-han.\The second scent is ready.\This isnt it, either.\What is this? It smells like burning hair. response:	Well done, Nakarai-san.
context: Muromachi-han.\Muro machi-han.\Muromachi -han.\Muromachi-han.\The second scent is ready.\This isnt it, either.\What is this? It smells like burning hair.\Well done, Nakarai-san. response:	I knew you would be able to tell.
context: Muro machi-han.\Muromachi -han.\Muromachi-han.\The second scent is ready.\This isnt it, either.\What is this? It smells like burning hair.\Well done, Nakarai-san.\I knew you would be able to tell. response:	Whose hair is it, do you think?
context: Muromachi -han.\Muromachi-han.\The second scent is ready.\This isnt it, either.\What is this? It smells like burning hair.\Well done, Nakarai-san.\I knew you would be able to tell.\Whose hair is it, do you think? response:	Oh no!
context: Muromachi-han.\The second scent is ready.\This isnt it, either.\What is this? It smells like burning hair.\Well done, Nakarai-san.\I knew you would be able to tell.\Whose hair is it, do you think?\Oh no! response:	There is a lavatory at the end of the hall.
context: The second scent is ready.\This isnt it, either.\What is this? It smells like burning hair.\Well done, Nakarai-san.\I knew you would be able to tell.\Whose hair is it, do you think?\Oh no!\There is a lavatory at the end of the hall. response:	OOOh my. Very kind of you.
context: This isnt it, either.\What is this? It smells like burning hair.\Well done, Nakarai-san.\I knew you would be able to tell.\Whose hair is it, do you think?\Oh no!\There is a lavatory at the end of the hall.\OOOh my. Very kind of you. response:	If youll excuse me.
context: What is this? It smells like burning hair.\Well done, Nakarai-san.\I knew you would be able to tell.\Whose hair is it, do you think?\Oh no!\There is a lavatory at the end of the hall.\OOOh my. Very kind of you.\If youll excuse me. response:	Lady Ruri, are you in there?
context: Well done, Nakarai-san.\I knew you would be able to tell.\Whose hair is it, do you think?\Oh no!\There is a lavatory at the end of the hall.\OOOh my. Very kind of you.\If youll excuse me.\Lady Ruri, are you in there? response:	Please, please just say that the answer is Endless Summer.
context: I knew you would be able to tell.\Whose hair is it, do you think?\Oh no!\There is a lavatory at the end of the hall.\OOOh my. Very kind of you.\If youll excuse me.\Lady Ruri, are you in there?\Please, please just say that the answer is Endless Summer. response:	I am the only one who truly desires your hand.
context: Whose hair is it, do you think?\Oh no!\There is a lavatory at the end of the hall.\OOOh my. Very kind of you.\If youll excuse me.\Lady Ruri, are you in there?\Please, please just say that the answer is Endless Summer.\I am the only one who truly desires your hand. response:	The others only want the Toudaiji.
context: Oh no!\There is a lavatory at the end of the hall.\OOOh my. Very kind of you.\If youll excuse me.\Lady Ruri, are you in there?\Please, please just say that the answer is Endless Summer.\I am the only one who truly desires your hand.\The others only want the Toudaiji. response:	I would sell my store and all my worldly possessions for you.
context: There is a lavatory at the end of the hall.\OOOh my. Very kind of you.\If youll excuse me.\Lady Ruri, are you in there?\Please, please just say that the answer is Endless Summer.\I am the only one who truly desires your hand.\The others only want the Toudaiji.\I would sell my store and all my worldly possessions for you. response:	I would be penniless, but I would not regret it.
context: OOOh my. Very kind of you.\If youll excuse me.\Lady Ruri, are you in there?\Please, please just say that the answer is Endless Summer.\I am the only one who truly desires your hand.\The others only want the Toudaiji.\I would sell my store and all my worldly possessions for you.\I would be penniless, but I would not regret it. response:	If it means being with you, I I
context: If youll excuse me.\Lady Ruri, are you in there?\Please, please just say that the answer is Endless Summer.\I am the only one who truly desires your hand.\The others only want the Toudaiji.\I would sell my store and all my worldly possessions for you.\I would be penniless, but I would not regret it.\If it means being with you, I I response:	The third scent is ready.
context: Lady Ruri, are you in there?\Please, please just say that the answer is Endless Summer.\I am the only one who truly desires your hand.\The others only want the Toudaiji.\I would sell my store and all my worldly possessions for you.\I would be penniless, but I would not regret it.\If it means being with you, I I\The third scent is ready. response:	ThThis crazy Kumikou is too much for me!
context: Please, please just say that the answer is Endless Summer.\I am the only one who truly desires your hand.\The others only want the Toudaiji.\I would sell my store and all my worldly possessions for you.\I would be penniless, but I would not regret it.\If it means being with you, I I\The third scent is ready.\ThThis crazy Kumikou is too much for me! response:	You do not desire the Toudaiji, then?
context: I am the only one who truly desires your hand.\The others only want the Toudaiji.\I would sell my store and all my worldly possessions for you.\I would be penniless, but I would not regret it.\If it means being with you, I I\The third scent is ready.\ThThis crazy Kumikou is too much for me!\You do not desire the Toudaiji, then? response:	TToudaiji?
context: The others only want the Toudaiji.\I would sell my store and all my worldly possessions for you.\I would be penniless, but I would not regret it.\If it means being with you, I I\The third scent is ready.\ThThis crazy Kumikou is too much for me!\You do not desire the Toudaiji, then?\TToudaiji? response:	It was you who suggested this particular Kumikou, was it not, Oosawa-san?
context: I would sell my store and all my worldly possessions for you.\I would be penniless, but I would not regret it.\If it means being with you, I I\The third scent is ready.\ThThis crazy Kumikou is too much for me!\You do not desire the Toudaiji, then?\TToudaiji?\It was you who suggested this particular Kumikou, was it not, Oosawa-san? response:	If this scent is the one, the Toudaiji will be mine.
context: I would be penniless, but I would not regret it.\If it means being with you, I I\The third scent is ready.\ThThis crazy Kumikou is too much for me!\You do not desire the Toudaiji, then?\TToudaiji?\It was you who suggested this particular Kumikou, was it not, Oosawa-san?\If this scent is the one, the Toudaiji will be mine. response:	Ah!
context: If it means being with you, I I\The third scent is ready.\ThThis crazy Kumikou is too much for me!\You do not desire the Toudaiji, then?\TToudaiji?\It was you who suggested this particular Kumikou, was it not, Oosawa-san?\If this scent is the one, the Toudaiji will be mine.\Ah! response:	What do you mean, Ah”?
context: The third scent is ready.\ThThis crazy Kumikou is too much for me!\You do not desire the Toudaiji, then?\TToudaiji?\It was you who suggested this particular Kumikou, was it not, Oosawa-san?\If this scent is the one, the Toudaiji will be mine.\Ah!\What do you mean, Ah”? response:	Im so sorry.
context: ThThis crazy Kumikou is too much for me!\You do not desire the Toudaiji, then?\TToudaiji?\It was you who suggested this particular Kumikou, was it not, Oosawa-san?\If this scent is the one, the Toudaiji will be mine.\Ah!\What do you mean, Ah”?\Im so sorry. response:	It seems that scent contains the oleander.
context: You do not desire the Toudaiji, then?\TToudaiji?\It was you who suggested this particular Kumikou, was it not, Oosawa-san?\If this scent is the one, the Toudaiji will be mine.\Ah!\What do you mean, Ah”?\Im so sorry.\It seems that scent contains the oleander. response:	WhWhWhWhat are you saying?
context: TToudaiji?\It was you who suggested this particular Kumikou, was it not, Oosawa-san?\If this scent is the one, the Toudaiji will be mine.\Ah!\What do you mean, Ah”?\Im so sorry.\It seems that scent contains the oleander.\WhWhWhWhat are you saying? response:	This scent cant be the ooooleander!
context: It was you who suggested this particular Kumikou, was it not, Oosawa-san?\If this scent is the one, the Toudaiji will be mine.\Ah!\What do you mean, Ah”?\Im so sorry.\It seems that scent contains the oleander.\WhWhWhWhat are you saying?\This scent cant be the ooooleander! response:	Im so very sorry.
context: If this scent is the one, the Toudaiji will be mine.\Ah!\What do you mean, Ah”?\Im so sorry.\It seems that scent contains the oleander.\WhWhWhWhat are you saying?\This scent cant be the ooooleander!\Im so very sorry. response:	Antidote! Is there an antidote?
context: Ah!\What do you mean, Ah”?\Im so sorry.\It seems that scent contains the oleander.\WhWhWhWhat are you saying?\This scent cant be the ooooleander!\Im so very sorry.\Antidote! Is there an antidote? response:	I seem to remember that a great quantity of water can help.
context: What do you mean, Ah”?\Im so sorry.\It seems that scent contains the oleander.\WhWhWhWhat are you saying?\This scent cant be the ooooleander!\Im so very sorry.\Antidote! Is there an antidote?\I seem to remember that a great quantity of water can help. response:	Or maybe not.
context: Im so sorry.\It seems that scent contains the oleander.\WhWhWhWhat are you saying?\This scent cant be the ooooleander!\Im so very sorry.\Antidote! Is there an antidote?\I seem to remember that a great quantity of water can help.\Or maybe not. response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: It seems that scent contains the oleander.\WhWhWhWhat are you saying?\This scent cant be the ooooleander!\Im so very sorry.\Antidote! Is there an antidote?\I seem to remember that a great quantity of water can help.\Or maybe not.\Water! Water! Water! Water! Water! Water! Water! Water! response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: WhWhWhWhat are you saying?\This scent cant be the ooooleander!\Im so very sorry.\Antidote! Is there an antidote?\I seem to remember that a great quantity of water can help.\Or maybe not.\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water! response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: This scent cant be the ooooleander!\Im so very sorry.\Antidote! Is there an antidote?\I seem to remember that a great quantity of water can help.\Or maybe not.\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water! response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: Im so very sorry.\Antidote! Is there an antidote?\I seem to remember that a great quantity of water can help.\Or maybe not.\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water! response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: Antidote! Is there an antidote?\I seem to remember that a great quantity of water can help.\Or maybe not.\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water! response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: I seem to remember that a great quantity of water can help.\Or maybe not.\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water! response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: Or maybe not.\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water! response:	Water! Water! Water! Water! Water! Water! Water! Water!
context: Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water! response:	An ordinary medicine seller could not afford such a rare medicine as oleander.
context: Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\An ordinary medicine seller could not afford such a rare medicine as oleander. response:	Thats what you want to say, is it not?
context: Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\An ordinary medicine seller could not afford such a rare medicine as oleander.\Thats what you want to say, is it not? response:	Thats fine.
context: Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\An ordinary medicine seller could not afford such a rare medicine as oleander.\Thats what you want to say, is it not?\Thats fine. response:	Whether or not it was real,
context: Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\An ordinary medicine seller could not afford such a rare medicine as oleander.\Thats what you want to say, is it not?\Thats fine.\Whether or not it was real, response:	as long as he,
context: Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\An ordinary medicine seller could not afford such a rare medicine as oleander.\Thats what you want to say, is it not?\Thats fine.\Whether or not it was real,\as long as he, response:	no, they, realized that their lives were over, it fulfilled its purpose.
context: Water! Water! Water! Water! Water! Water! Water! Water!\Water! Water! Water! Water! Water! Water! Water! Water!\An ordinary medicine seller could not afford such a rare medicine as oleander.\Thats what you want to say, is it not?\Thats fine.\Whether or not it was real,\as long as he,\no, they, realized that their lives were over, it fulfilled its purpose. response:	At first, I only intended to draw you out, then leave you to your own devices,
context: Water! Water! Water! Water! Water! Water! Water! Water!\An ordinary medicine seller could not afford such a rare medicine as oleander.\Thats what you want to say, is it not?\Thats fine.\Whether or not it was real,\as long as he,\no, they, realized that their lives were over, it fulfilled its purpose.\At first, I only intended to draw you out, then leave you to your own devices, response:	but maintaining the status quo is so terribly dull.
context: An ordinary medicine seller could not afford such a rare medicine as oleander.\Thats what you want to say, is it not?\Thats fine.\Whether or not it was real,\as long as he,\no, they, realized that their lives were over, it fulfilled its purpose.\At first, I only intended to draw you out, then leave you to your own devices,\but maintaining the status quo is so terribly dull. response:	I simply had to meddle a bit.
context: Thats what you want to say, is it not?\Thats fine.\Whether or not it was real,\as long as he,\no, they, realized that their lives were over, it fulfilled its purpose.\At first, I only intended to draw you out, then leave you to your own devices,\but maintaining the status quo is so terribly dull.\I simply had to meddle a bit. response:	Yes, there was never anyone else in this mansion.
context: Thats fine.\Whether or not it was real,\as long as he,\no, they, realized that their lives were over, it fulfilled its purpose.\At first, I only intended to draw you out, then leave you to your own devices,\but maintaining the status quo is so terribly dull.\I simply had to meddle a bit.\Yes, there was never anyone else in this mansion. response:	Yes, there was never anyone else in this mansion.
context: Whether or not it was real,\as long as he,\no, they, realized that their lives were over, it fulfilled its purpose.\At first, I only intended to draw you out, then leave you to your own devices,\but maintaining the status quo is so terribly dull.\I simply had to meddle a bit.\Yes, there was never anyone else in this mansion.\Yes, there was never anyone else in this mansion. response:	Other than yourself and those sad souls,
context: as long as he,\no, they, realized that their lives were over, it fulfilled its purpose.\At first, I only intended to draw you out, then leave you to your own devices,\but maintaining the status quo is so terribly dull.\I simply had to meddle a bit.\Yes, there was never anyone else in this mansion.\Yes, there was never anyone else in this mansion.\Other than yourself and those sad souls, response:	unaware of their own deaths,
context: no, they, realized that their lives were over, it fulfilled its purpose.\At first, I only intended to draw you out, then leave you to your own devices,\but maintaining the status quo is so terribly dull.\I simply had to meddle a bit.\Yes, there was never anyone else in this mansion.\Yes, there was never anyone else in this mansion.\Other than yourself and those sad souls,\unaware of their own deaths, response:	that you once possessed and killed, that is.
context: At first, I only intended to draw you out, then leave you to your own devices,\but maintaining the status quo is so terribly dull.\I simply had to meddle a bit.\Yes, there was never anyone else in this mansion.\Yes, there was never anyone else in this mansion.\Other than yourself and those sad souls,\unaware of their own deaths,\that you once possessed and killed, that is. response:	You watched me prepare incense all by myself in an empty room,
context: but maintaining the status quo is so terribly dull.\I simply had to meddle a bit.\Yes, there was never anyone else in this mansion.\Yes, there was never anyone else in this mansion.\Other than yourself and those sad souls,\unaware of their own deaths,\that you once possessed and killed, that is.\You watched me prepare incense all by myself in an empty room, response:	and laughed at me from in there, didnt you?
context: I simply had to meddle a bit.\Yes, there was never anyone else in this mansion.\Yes, there was never anyone else in this mansion.\Other than yourself and those sad souls,\unaware of their own deaths,\that you once possessed and killed, that is.\You watched me prepare incense all by myself in an empty room,\and laughed at me from in there, didnt you? response:	Didnt you, Mononoke?
context: Yes, there was never anyone else in this mansion.\Yes, there was never anyone else in this mansion.\Other than yourself and those sad souls,\unaware of their own deaths,\that you once possessed and killed, that is.\You watched me prepare incense all by myself in an empty room,\and laughed at me from in there, didnt you?\Didnt you, Mononoke? response:	Nue.
context: Yes, there was never anyone else in this mansion.\Other than yourself and those sad souls,\unaware of their own deaths,\that you once possessed and killed, that is.\You watched me prepare incense all by myself in an empty room,\and laughed at me from in there, didnt you?\Didnt you, Mononoke?\Nue. response:	A Mononoke whose form changes depending on where it is seen. Such is the Nue.
context: Other than yourself and those sad souls,\unaware of their own deaths,\that you once possessed and killed, that is.\You watched me prepare incense all by myself in an empty room,\and laughed at me from in there, didnt you?\Didnt you, Mononoke?\Nue.\A Mononoke whose form changes depending on where it is seen. Such is the Nue. response:	No, I should call you Toudaiji now, shouldnt I?
context: unaware of their own deaths,\that you once possessed and killed, that is.\You watched me prepare incense all by myself in an empty room,\and laughed at me from in there, didnt you?\Didnt you, Mononoke?\Nue.\A Mononoke whose form changes depending on where it is seen. Such is the Nue.\No, I should call you Toudaiji now, shouldnt I? response:	I have determined the Mononokes Form.
context: that you once possessed and killed, that is.\You watched me prepare incense all by myself in an empty room,\and laughed at me from in there, didnt you?\Didnt you, Mononoke?\Nue.\A Mononoke whose form changes depending on where it is seen. Such is the Nue.\No, I should call you Toudaiji now, shouldnt I?\I have determined the Mononokes Form. response:	The others told me of your Truth and Regret, as well.
context: You watched me prepare incense all by myself in an empty room,\and laughed at me from in there, didnt you?\Didnt you, Mononoke?\Nue.\A Mononoke whose form changes depending on where it is seen. Such is the Nue.\No, I should call you Toudaiji now, shouldnt I?\I have determined the Mononokes Form.\The others told me of your Truth and Regret, as well. response:	You killed those that came in pursuit of the rumored Toudaiji,
