context: The Third Plate response:	Twenty-One
context: Hey!\You still haven't gotten over losing to me last time, have you?!\People with thin skin won't succeed in life, you know.\Joichiro, be nice.\Yeah, yeah.\Okay, you can be the judge, Nakamura.\All right.\Let's begin! response:	Joichiro's path was headed straight into a storm-torn wasteland.
context: You still haven't gotten over losing to me last time, have you?!\People with thin skin won't succeed in life, you know.\Joichiro, be nice.\Yeah, yeah.\Okay, you can be the judge, Nakamura.\All right.\Let's begin!\Joichiro's path was headed straight into a storm-torn wasteland. response:	But he advanced without any fear.
context: People with thin skin won't succeed in life, you know.\Joichiro, be nice.\Yeah, yeah.\Okay, you can be the judge, Nakamura.\All right.\Let's begin!\Joichiro's path was headed straight into a storm-torn wasteland.\But he advanced without any fear. response:	With a single step, he'd create a path.
context: Joichiro, be nice.\Yeah, yeah.\Okay, you can be the judge, Nakamura.\All right.\Let's begin!\Joichiro's path was headed straight into a storm-torn wasteland.\But he advanced without any fear.\With a single step, he'd create a path. response:	With a single swing of his chef's knife, he'd open a whole new world of flavor.
context: Yeah, yeah.\Okay, you can be the judge, Nakamura.\All right.\Let's begin!\Joichiro's path was headed straight into a storm-torn wasteland.\But he advanced without any fear.\With a single step, he'd create a path.\With a single swing of his chef's knife, he'd open a whole new world of flavor. response:	Don't be scared, guys.
context: Okay, you can be the judge, Nakamura.\All right.\Let's begin!\Joichiro's path was headed straight into a storm-torn wasteland.\But he advanced without any fear.\With a single step, he'd create a path.\With a single swing of his chef's knife, he'd open a whole new world of flavor.\Don't be scared, guys. response:	Let's go as far as we can go.
context: All right.\Let's begin!\Joichiro's path was headed straight into a storm-torn wasteland.\But he advanced without any fear.\With a single step, he'd create a path.\With a single swing of his chef's knife, he'd open a whole new world of flavor.\Don't be scared, guys.\Let's go as far as we can go. response:	Yeah!
context: Let's begin!\Joichiro's path was headed straight into a storm-torn wasteland.\But he advanced without any fear.\With a single step, he'd create a path.\With a single swing of his chef's knife, he'd open a whole new world of flavor.\Don't be scared, guys.\Let's go as far as we can go.\Yeah! response:	I'll keep up with you, no matter how far we go.
context: Joichiro's path was headed straight into a storm-torn wasteland.\But he advanced without any fear.\With a single step, he'd create a path.\With a single swing of his chef's knife, he'd open a whole new world of flavor.\Don't be scared, guys.\Let's go as far as we can go.\Yeah!\I'll keep up with you, no matter how far we go. response:	That was our life back then.
context: But he advanced without any fear.\With a single step, he'd create a path.\With a single swing of his chef's knife, he'd open a whole new world of flavor.\Don't be scared, guys.\Let's go as far as we can go.\Yeah!\I'll keep up with you, no matter how far we go.\That was our life back then. response:	Honing our skills with a genius whose skills denied description,
context: With a single step, he'd create a path.\With a single swing of his chef's knife, he'd open a whole new world of flavor.\Don't be scared, guys.\Let's go as far as we can go.\Yeah!\I'll keep up with you, no matter how far we go.\That was our life back then.\Honing our skills with a genius whose skills denied description, response:	our days were filled with sheer joy.
context: With a single swing of his chef's knife, he'd open a whole new world of flavor.\Don't be scared, guys.\Let's go as far as we can go.\Yeah!\I'll keep up with you, no matter how far we go.\That was our life back then.\Honing our skills with a genius whose skills denied description,\our days were filled with sheer joy. response:	Wow.
context: Don't be scared, guys.\Let's go as far as we can go.\Yeah!\I'll keep up with you, no matter how far we go.\That was our life back then.\Honing our skills with a genius whose skills denied description,\our days were filled with sheer joy.\Wow. response:	How'd you find something this good in that storm?
context: Let's go as far as we can go.\Yeah!\I'll keep up with you, no matter how far we go.\That was our life back then.\Honing our skills with a genius whose skills denied description,\our days were filled with sheer joy.\Wow.\How'd you find something this good in that storm? response:	I didn't exactly like my name, Gin, which means silver, back then.
context: Yeah!\I'll keep up with you, no matter how far we go.\That was our life back then.\Honing our skills with a genius whose skills denied description,\our days were filled with sheer joy.\Wow.\How'd you find something this good in that storm?\I didn't exactly like my name, Gin, which means silver, back then. response:	Silver
context: I'll keep up with you, no matter how far we go.\That was our life back then.\Honing our skills with a genius whose skills denied description,\our days were filled with sheer joy.\Wow.\How'd you find something this good in that storm?\I didn't exactly like my name, Gin, which means silver, back then.\Silver response:	People would tease me, saying it was as though I was announcing
context: That was our life back then.\Honing our skills with a genius whose skills denied description,\our days were filled with sheer joy.\Wow.\How'd you find something this good in that storm?\I didn't exactly like my name, Gin, which means silver, back then.\Silver\People would tease me, saying it was as though I was announcing response:	that I'm always in second place.
context: Honing our skills with a genius whose skills denied description,\our days were filled with sheer joy.\Wow.\How'd you find something this good in that storm?\I didn't exactly like my name, Gin, which means silver, back then.\Silver\People would tease me, saying it was as though I was announcing\that I'm always in second place. response:	Silver
context: our days were filled with sheer joy.\Wow.\How'd you find something this good in that storm?\I didn't exactly like my name, Gin, which means silver, back then.\Silver\People would tease me, saying it was as though I was announcing\that I'm always in second place.\Silver response:	Gold
context: Wow.\How'd you find something this good in that storm?\I didn't exactly like my name, Gin, which means silver, back then.\Silver\People would tease me, saying it was as though I was announcing\that I'm always in second place.\Silver\Gold response:	But after I met Joichiro, I didn't care anymore if I was in second place.
context: How'd you find something this good in that storm?\I didn't exactly like my name, Gin, which means silver, back then.\Silver\People would tease me, saying it was as though I was announcing\that I'm always in second place.\Silver\Gold\But after I met Joichiro, I didn't care anymore if I was in second place. response:	I just wanted to walk with him, side-by-side.
context: I didn't exactly like my name, Gin, which means silver, back then.\Silver\People would tease me, saying it was as though I was announcing\that I'm always in second place.\Silver\Gold\But after I met Joichiro, I didn't care anymore if I was in second place.\I just wanted to walk with him, side-by-side. response:	I'm sure Nakamura Azami felt the same way.
context: Silver\People would tease me, saying it was as though I was announcing\that I'm always in second place.\Silver\Gold\But after I met Joichiro, I didn't care anymore if I was in second place.\I just wanted to walk with him, side-by-side.\I'm sure Nakamura Azami felt the same way. response:	But our worlds began to quietly diverge from Joichiro's.
context: People would tease me, saying it was as though I was announcing\that I'm always in second place.\Silver\Gold\But after I met Joichiro, I didn't care anymore if I was in second place.\I just wanted to walk with him, side-by-side.\I'm sure Nakamura Azami felt the same way.\But our worlds began to quietly diverge from Joichiro's. response:	Hosted by the Japan Shokuei Association New Dish Competition Junior Division
context: that I'm always in second place.\Silver\Gold\But after I met Joichiro, I didn't care anymore if I was in second place.\I just wanted to walk with him, side-by-side.\I'm sure Nakamura Azami felt the same way.\But our worlds began to quietly diverge from Joichiro's.\Hosted by the Japan Shokuei Association New Dish Competition Junior Division response:	Hall
context: Silver\Gold\But after I met Joichiro, I didn't care anymore if I was in second place.\I just wanted to walk with him, side-by-side.\I'm sure Nakamura Azami felt the same way.\But our worlds began to quietly diverge from Joichiro's.\Hosted by the Japan Shokuei Association New Dish Competition Junior Division\Hall response:	Today's dish was also wonderful.
context: Gold\But after I met Joichiro, I didn't care anymore if I was in second place.\I just wanted to walk with him, side-by-side.\I'm sure Nakamura Azami felt the same way.\But our worlds began to quietly diverge from Joichiro's.\Hosted by the Japan Shokuei Association New Dish Competition Junior Division\Hall\Today's dish was also wonderful. response:	We expect nothing less, Saiba-kun!
context: But after I met Joichiro, I didn't care anymore if I was in second place.\I just wanted to walk with him, side-by-side.\I'm sure Nakamura Azami felt the same way.\But our worlds began to quietly diverge from Joichiro's.\Hosted by the Japan Shokuei Association New Dish Competition Junior Division\Hall\Today's dish was also wonderful.\We expect nothing less, Saiba-kun! response:	Thanks!
context: I just wanted to walk with him, side-by-side.\I'm sure Nakamura Azami felt the same way.\But our worlds began to quietly diverge from Joichiro's.\Hosted by the Japan Shokuei Association New Dish Competition Junior Division\Hall\Today's dish was also wonderful.\We expect nothing less, Saiba-kun!\Thanks! response:	Today's dish took quite a lot of effort during the testing process
context: I'm sure Nakamura Azami felt the same way.\But our worlds began to quietly diverge from Joichiro's.\Hosted by the Japan Shokuei Association New Dish Competition Junior Division\Hall\Today's dish was also wonderful.\We expect nothing less, Saiba-kun!\Thanks!\Today's dish took quite a lot of effort during the testing process response:	So, what dish are you thinking of next?
context: But our worlds began to quietly diverge from Joichiro's.\Hosted by the Japan Shokuei Association New Dish Competition Junior Division\Hall\Today's dish was also wonderful.\We expect nothing less, Saiba-kun!\Thanks!\Today's dish took quite a lot of effort during the testing process\So, what dish are you thinking of next? response:	You're going to show us even better flavors, right?
context: Hosted by the Japan Shokuei Association New Dish Competition Junior Division\Hall\Today's dish was also wonderful.\We expect nothing less, Saiba-kun!\Thanks!\Today's dish took quite a lot of effort during the testing process\So, what dish are you thinking of next?\You're going to show us even better flavors, right? response:	We're looking forward to it, Saiba-kun!
context: Hall\Today's dish was also wonderful.\We expect nothing less, Saiba-kun!\Thanks!\Today's dish took quite a lot of effort during the testing process\So, what dish are you thinking of next?\You're going to show us even better flavors, right?\We're looking forward to it, Saiba-kun! response:	After a time, Joichiro began to exhibit a curious habit.
context: Today's dish was also wonderful.\We expect nothing less, Saiba-kun!\Thanks!\Today's dish took quite a lot of effort during the testing process\So, what dish are you thinking of next?\You're going to show us even better flavors, right?\We're looking forward to it, Saiba-kun!\After a time, Joichiro began to exhibit a curious habit. response:	He began to make peculiar, disgusting food.
context: We expect nothing less, Saiba-kun!\Thanks!\Today's dish took quite a lot of effort during the testing process\So, what dish are you thinking of next?\You're going to show us even better flavors, right?\We're looking forward to it, Saiba-kun!\After a time, Joichiro began to exhibit a curious habit.\He began to make peculiar, disgusting food. response:	Shiomi?
context: Thanks!\Today's dish took quite a lot of effort during the testing process\So, what dish are you thinking of next?\You're going to show us even better flavors, right?\We're looking forward to it, Saiba-kun!\After a time, Joichiro began to exhibit a curious habit.\He began to make peculiar, disgusting food.\Shiomi? response:	Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)
context: Today's dish took quite a lot of effort during the testing process\So, what dish are you thinking of next?\You're going to show us even better flavors, right?\We're looking forward to it, Saiba-kun!\After a time, Joichiro began to exhibit a curious habit.\He began to make peculiar, disgusting food.\Shiomi?\Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.) response:	Here's one of my new creations.
context: So, what dish are you thinking of next?\You're going to show us even better flavors, right?\We're looking forward to it, Saiba-kun!\After a time, Joichiro began to exhibit a curious habit.\He began to make peculiar, disgusting food.\Shiomi?\Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)\Here's one of my new creations. response:	I've told you many times that I don't want any disgusting dishes!
context: You're going to show us even better flavors, right?\We're looking forward to it, Saiba-kun!\After a time, Joichiro began to exhibit a curious habit.\He began to make peculiar, disgusting food.\Shiomi?\Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)\Here's one of my new creations.\I've told you many times that I don't want any disgusting dishes! response:	First Year, Junior High Shiomi Jun
context: We're looking forward to it, Saiba-kun!\After a time, Joichiro began to exhibit a curious habit.\He began to make peculiar, disgusting food.\Shiomi?\Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)\Here's one of my new creations.\I've told you many times that I don't want any disgusting dishes!\First Year, Junior High Shiomi Jun response:	Come on, don't be a bad sport.
context: After a time, Joichiro began to exhibit a curious habit.\He began to make peculiar, disgusting food.\Shiomi?\Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)\Here's one of my new creations.\I've told you many times that I don't want any disgusting dishes!\First Year, Junior High Shiomi Jun\Come on, don't be a bad sport. response:	I've been sharing my dishes with you since your first day at the dorm.
context: He began to make peculiar, disgusting food.\Shiomi?\Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)\Here's one of my new creations.\I've told you many times that I don't want any disgusting dishes!\First Year, Junior High Shiomi Jun\Come on, don't be a bad sport.\I've been sharing my dishes with you since your first day at the dorm. response:	Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)
context: Shiomi?\Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)\Here's one of my new creations.\I've told you many times that I don't want any disgusting dishes!\First Year, Junior High Shiomi Jun\Come on, don't be a bad sport.\I've been sharing my dishes with you since your first day at the dorm.\Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.) response:	This one tastes good. Try it!
context: Seventh Seat, Elite Ten Saiba Joichiro (2nd Year, H.S.)\Here's one of my new creations.\I've told you many times that I don't want any disgusting dishes!\First Year, Junior High Shiomi Jun\Come on, don't be a bad sport.\I've been sharing my dishes with you since your first day at the dorm.\Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)\This one tastes good. Try it! response:	Don't hold back!
context: Here's one of my new creations.\I've told you many times that I don't want any disgusting dishes!\First Year, Junior High Shiomi Jun\Come on, don't be a bad sport.\I've been sharing my dishes with you since your first day at the dorm.\Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)\This one tastes good. Try it!\Don't hold back! response:	How is it?
context: I've told you many times that I don't want any disgusting dishes!\First Year, Junior High Shiomi Jun\Come on, don't be a bad sport.\I've been sharing my dishes with you since your first day at the dorm.\Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)\This one tastes good. Try it!\Don't hold back!\How is it? response:	You're in love with my food now, aren't you?
context: First Year, Junior High Shiomi Jun\Come on, don't be a bad sport.\I've been sharing my dishes with you since your first day at the dorm.\Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)\This one tastes good. Try it!\Don't hold back!\How is it?\You're in love with my food now, aren't you? response:	Still, he was still going full speed in competitions and Shokugekis
context: Come on, don't be a bad sport.\I've been sharing my dishes with you since your first day at the dorm.\Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)\This one tastes good. Try it!\Don't hold back!\How is it?\You're in love with my food now, aren't you?\Still, he was still going full speed in competitions and Shokugekis response:	He crushed all of them.
context: I've been sharing my dishes with you since your first day at the dorm.\Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)\This one tastes good. Try it!\Don't hold back!\How is it?\You're in love with my food now, aren't you?\Still, he was still going full speed in competitions and Shokugekis\He crushed all of them. response:	Conference Room
context: Sixth Seat, Elite Ten Dojima Gin (2nd Year, H.S.)\This one tastes good. Try it!\Don't hold back!\How is it?\You're in love with my food now, aren't you?\Still, he was still going full speed in competitions and Shokugekis\He crushed all of them.\Conference Room response:	I heard Joichiro's qualified for that competition next year.
context: This one tastes good. Try it!\Don't hold back!\How is it?\You're in love with my food now, aren't you?\Still, he was still going full speed in competitions and Shokugekis\He crushed all of them.\Conference Room\I heard Joichiro's qualified for that competition next year. response:	You mean... for BLUE?
context: Don't hold back!\How is it?\You're in love with my food now, aren't you?\Still, he was still going full speed in competitions and Shokugekis\He crushed all of them.\Conference Room\I heard Joichiro's qualified for that competition next year.\You mean... for BLUE? response:	Yeah, there'll be an official announcement soon.
context: How is it?\You're in love with my food now, aren't you?\Still, he was still going full speed in competitions and Shokugekis\He crushed all of them.\Conference Room\I heard Joichiro's qualified for that competition next year.\You mean... for BLUE?\Yeah, there'll be an official announcement soon. response:	Wow!
context: You're in love with my food now, aren't you?\Still, he was still going full speed in competitions and Shokugekis\He crushed all of them.\Conference Room\I heard Joichiro's qualified for that competition next year.\You mean... for BLUE?\Yeah, there'll be an official announcement soon.\Wow! response:	You did it, Joichiro!
context: Still, he was still going full speed in competitions and Shokugekis\He crushed all of them.\Conference Room\I heard Joichiro's qualified for that competition next year.\You mean... for BLUE?\Yeah, there'll be an official announcement soon.\Wow!\You did it, Joichiro! response:	Thanks. Well, I'll try my best.
context: He crushed all of them.\Conference Room\I heard Joichiro's qualified for that competition next year.\You mean... for BLUE?\Yeah, there'll be an official announcement soon.\Wow!\You did it, Joichiro!\Thanks. Well, I'll try my best. response:	I'll get in someday, too.
context: Conference Room\I heard Joichiro's qualified for that competition next year.\You mean... for BLUE?\Yeah, there'll be an official announcement soon.\Wow!\You did it, Joichiro!\Thanks. Well, I'll try my best.\I'll get in someday, too. response:	I'm not jealous or anything.
context: I heard Joichiro's qualified for that competition next year.\You mean... for BLUE?\Yeah, there'll be an official announcement soon.\Wow!\You did it, Joichiro!\Thanks. Well, I'll try my best.\I'll get in someday, too.\I'm not jealous or anything. response:	The BLUE!
context: You mean... for BLUE?\Yeah, there'll be an official announcement soon.\Wow!\You did it, Joichiro!\Thanks. Well, I'll try my best.\I'll get in someday, too.\I'm not jealous or anything.\The BLUE! response:	It's the ultimate competition in the fine dining world
context: Yeah, there'll be an official announcement soon.\Wow!\You did it, Joichiro!\Thanks. Well, I'll try my best.\I'll get in someday, too.\I'm not jealous or anything.\The BLUE!\It's the ultimate competition in the fine dining world response:	for newcomer chefs who managed to pass the qualifying rounds from around the world.
context: Wow!\You did it, Joichiro!\Thanks. Well, I'll try my best.\I'll get in someday, too.\I'm not jealous or anything.\The BLUE!\It's the ultimate competition in the fine dining world\for newcomer chefs who managed to pass the qualifying rounds from around the world. response:	Victory would assure you a bright future and world-class fame!
context: You did it, Joichiro!\Thanks. Well, I'll try my best.\I'll get in someday, too.\I'm not jealous or anything.\The BLUE!\It's the ultimate competition in the fine dining world\for newcomer chefs who managed to pass the qualifying rounds from around the world.\Victory would assure you a bright future and world-class fame! response:	Saiba, I hear you're going to compete in BLUE?
context: Thanks. Well, I'll try my best.\I'll get in someday, too.\I'm not jealous or anything.\The BLUE!\It's the ultimate competition in the fine dining world\for newcomer chefs who managed to pass the qualifying rounds from around the world.\Victory would assure you a bright future and world-class fame!\Saiba, I hear you're going to compete in BLUE? response:	I'm really looking forward to it! I bet you'll win the gold.
context: I'll get in someday, too.\I'm not jealous or anything.\The BLUE!\It's the ultimate competition in the fine dining world\for newcomer chefs who managed to pass the qualifying rounds from around the world.\Victory would assure you a bright future and world-class fame!\Saiba, I hear you're going to compete in BLUE?\I'm really looking forward to it! I bet you'll win the gold. response:	Saiba! Hey, it's Saiba!
context: I'm not jealous or anything.\The BLUE!\It's the ultimate competition in the fine dining world\for newcomer chefs who managed to pass the qualifying rounds from around the world.\Victory would assure you a bright future and world-class fame!\Saiba, I hear you're going to compete in BLUE?\I'm really looking forward to it! I bet you'll win the gold.\Saiba! Hey, it's Saiba! response:	Oh, thanks.
context: The BLUE!\It's the ultimate competition in the fine dining world\for newcomer chefs who managed to pass the qualifying rounds from around the world.\Victory would assure you a bright future and world-class fame!\Saiba, I hear you're going to compete in BLUE?\I'm really looking forward to it! I bet you'll win the gold.\Saiba! Hey, it's Saiba!\Oh, thanks. response:	Hey, Saiba.
context: It's the ultimate competition in the fine dining world\for newcomer chefs who managed to pass the qualifying rounds from around the world.\Victory would assure you a bright future and world-class fame!\Saiba, I hear you're going to compete in BLUE?\I'm really looking forward to it! I bet you'll win the gold.\Saiba! Hey, it's Saiba!\Oh, thanks.\Hey, Saiba. response:	Congrats on qualifying for BLUE.
context: for newcomer chefs who managed to pass the qualifying rounds from around the world.\Victory would assure you a bright future and world-class fame!\Saiba, I hear you're going to compete in BLUE?\I'm really looking forward to it! I bet you'll win the gold.\Saiba! Hey, it's Saiba!\Oh, thanks.\Hey, Saiba.\Congrats on qualifying for BLUE. response:	Thanks.
context: Victory would assure you a bright future and world-class fame!\Saiba, I hear you're going to compete in BLUE?\I'm really looking forward to it! I bet you'll win the gold.\Saiba! Hey, it's Saiba!\Oh, thanks.\Hey, Saiba.\Congrats on qualifying for BLUE.\Thanks. response:	But there are those who are wondering
context: Saiba, I hear you're going to compete in BLUE?\I'm really looking forward to it! I bet you'll win the gold.\Saiba! Hey, it's Saiba!\Oh, thanks.\Hey, Saiba.\Congrats on qualifying for BLUE.\Thanks.\But there are those who are wondering response:	if you've bribed the selection committee members.
context: I'm really looking forward to it! I bet you'll win the gold.\Saiba! Hey, it's Saiba!\Oh, thanks.\Hey, Saiba.\Congrats on qualifying for BLUE.\Thanks.\But there are those who are wondering\if you've bribed the selection committee members. response:	I bet students who are serious about their cooking
context: Saiba! Hey, it's Saiba!\Oh, thanks.\Hey, Saiba.\Congrats on qualifying for BLUE.\Thanks.\But there are those who are wondering\if you've bribed the selection committee members.\I bet students who are serious about their cooking response:	won't be satisfied without a Shokugeki
context: Oh, thanks.\Hey, Saiba.\Congrats on qualifying for BLUE.\Thanks.\But there are those who are wondering\if you've bribed the selection committee members.\I bet students who are serious about their cooking\won't be satisfied without a Shokugeki response:	where your qualification for BLUE is on the line.
context: Hey, Saiba.\Congrats on qualifying for BLUE.\Thanks.\But there are those who are wondering\if you've bribed the selection committee members.\I bet students who are serious about their cooking\won't be satisfied without a Shokugeki\where your qualification for BLUE is on the line. response:	That includes me, of course.
context: Congrats on qualifying for BLUE.\Thanks.\But there are those who are wondering\if you've bribed the selection committee members.\I bet students who are serious about their cooking\won't be satisfied without a Shokugeki\where your qualification for BLUE is on the line.\That includes me, of course. response:	He's the Sawatsubashi family's heir, isn't he?
context: Thanks.\But there are those who are wondering\if you've bribed the selection committee members.\I bet students who are serious about their cooking\won't be satisfied without a Shokugeki\where your qualification for BLUE is on the line.\That includes me, of course.\He's the Sawatsubashi family's heir, isn't he? response:	I hear he didn't manage to get into the Elite Ten...
context: But there are those who are wondering\if you've bribed the selection committee members.\I bet students who are serious about their cooking\won't be satisfied without a Shokugeki\where your qualification for BLUE is on the line.\That includes me, of course.\He's the Sawatsubashi family's heir, isn't he?\I hear he didn't manage to get into the Elite Ten... response:	He didn't manage to qualify for BLUE, either, so this is just a grudge.
context: if you've bribed the selection committee members.\I bet students who are serious about their cooking\won't be satisfied without a Shokugeki\where your qualification for BLUE is on the line.\That includes me, of course.\He's the Sawatsubashi family's heir, isn't he?\I hear he didn't manage to get into the Elite Ten...\He didn't manage to qualify for BLUE, either, so this is just a grudge. response:	Or is it beneath Einstein to face off with us now?
context: I bet students who are serious about their cooking\won't be satisfied without a Shokugeki\where your qualification for BLUE is on the line.\That includes me, of course.\He's the Sawatsubashi family's heir, isn't he?\I hear he didn't manage to get into the Elite Ten...\He didn't manage to qualify for BLUE, either, so this is just a grudge.\Or is it beneath Einstein to face off with us now? response:	Let's go, Joichiro.
context: won't be satisfied without a Shokugeki\where your qualification for BLUE is on the line.\That includes me, of course.\He's the Sawatsubashi family's heir, isn't he?\I hear he didn't manage to get into the Elite Ten...\He didn't manage to qualify for BLUE, either, so this is just a grudge.\Or is it beneath Einstein to face off with us now?\Let's go, Joichiro. response:	He's just trying to get your goat.
context: where your qualification for BLUE is on the line.\That includes me, of course.\He's the Sawatsubashi family's heir, isn't he?\I hear he didn't manage to get into the Elite Ten...\He didn't manage to qualify for BLUE, either, so this is just a grudge.\Or is it beneath Einstein to face off with us now?\Let's go, Joichiro.\He's just trying to get your goat. response:	There's no need to entertain him
context: That includes me, of course.\He's the Sawatsubashi family's heir, isn't he?\I hear he didn't manage to get into the Elite Ten...\He didn't manage to qualify for BLUE, either, so this is just a grudge.\Or is it beneath Einstein to face off with us now?\Let's go, Joichiro.\He's just trying to get your goat.\There's no need to entertain him response:	Since you insist, I'd like to see what you're made of.
context: He's the Sawatsubashi family's heir, isn't he?\I hear he didn't manage to get into the Elite Ten...\He didn't manage to qualify for BLUE, either, so this is just a grudge.\Or is it beneath Einstein to face off with us now?\Let's go, Joichiro.\He's just trying to get your goat.\There's no need to entertain him\Since you insist, I'd like to see what you're made of. response:	You have a lot of people with you.
context: I hear he didn't manage to get into the Elite Ten...\He didn't manage to qualify for BLUE, either, so this is just a grudge.\Or is it beneath Einstein to face off with us now?\Let's go, Joichiro.\He's just trying to get your goat.\There's no need to entertain him\Since you insist, I'd like to see what you're made of.\You have a lot of people with you. response:	Why don't we celebrate the occasion by doing one of those...
context: He didn't manage to qualify for BLUE, either, so this is just a grudge.\Or is it beneath Einstein to face off with us now?\Let's go, Joichiro.\He's just trying to get your goat.\There's no need to entertain him\Since you insist, I'd like to see what you're made of.\You have a lot of people with you.\Why don't we celebrate the occasion by doing one of those... response:	You know, the Team Shokugeki.
context: Or is it beneath Einstein to face off with us now?\Let's go, Joichiro.\He's just trying to get your goat.\There's no need to entertain him\Since you insist, I'd like to see what you're made of.\You have a lot of people with you.\Why don't we celebrate the occasion by doing one of those...\You know, the Team Shokugeki. response:	Great!
context: Let's go, Joichiro.\He's just trying to get your goat.\There's no need to entertain him\Since you insist, I'd like to see what you're made of.\You have a lot of people with you.\Why don't we celebrate the occasion by doing one of those...\You know, the Team Shokugeki.\Great! response:	Let's do it.
context: He's just trying to get your goat.\There's no need to entertain him\Since you insist, I'd like to see what you're made of.\You have a lot of people with you.\Why don't we celebrate the occasion by doing one of those...\You know, the Team Shokugeki.\Great!\Let's do it. response:	Gather up your friends, too, then.
context: There's no need to entertain him\Since you insist, I'd like to see what you're made of.\You have a lot of people with you.\Why don't we celebrate the occasion by doing one of those...\You know, the Team Shokugeki.\Great!\Let's do it.\Gather up your friends, too, then. response:	I don't need any.
context: Since you insist, I'd like to see what you're made of.\You have a lot of people with you.\Why don't we celebrate the occasion by doing one of those...\You know, the Team Shokugeki.\Great!\Let's do it.\Gather up your friends, too, then.\I don't need any. response:	I can handle it by myself.
context: You have a lot of people with you.\Why don't we celebrate the occasion by doing one of those...\You know, the Team Shokugeki.\Great!\Let's do it.\Gather up your friends, too, then.\I don't need any.\I can handle it by myself. response:	Joichiro!
context: Why don't we celebrate the occasion by doing one of those...\You know, the Team Shokugeki.\Great!\Let's do it.\Gather up your friends, too, then.\I don't need any.\I can handle it by myself.\Joichiro! response:	Why did you agree to do this, Joichiro?
context: You know, the Team Shokugeki.\Great!\Let's do it.\Gather up your friends, too, then.\I don't need any.\I can handle it by myself.\Joichiro!\Why did you agree to do this, Joichiro? response:	He's right.
context: Great!\Let's do it.\Gather up your friends, too, then.\I don't need any.\I can handle it by myself.\Joichiro!\Why did you agree to do this, Joichiro?\He's right. response:	At least let us help
context: Let's do it.\Gather up your friends, too, then.\I don't need any.\I can handle it by myself.\Joichiro!\Why did you agree to do this, Joichiro?\He's right.\At least let us help response:	Don't interfere.
context: Gather up your friends, too, then.\I don't need any.\I can handle it by myself.\Joichiro!\Why did you agree to do this, Joichiro?\He's right.\At least let us help\Don't interfere. response:	For some reason, I had a very bad feeling about the whole thing
context: I don't need any.\I can handle it by myself.\Joichiro!\Why did you agree to do this, Joichiro?\He's right.\At least let us help\Don't interfere.\For some reason, I had a very bad feeling about the whole thing response:	I felt this Shokugeki would cause Joichiro to go somewhere far away.
context: I can handle it by myself.\Joichiro!\Why did you agree to do this, Joichiro?\He's right.\At least let us help\Don't interfere.\For some reason, I had a very bad feeling about the whole thing\I felt this Shokugeki would cause Joichiro to go somewhere far away. response:	Saiba Joichiro
context: Joichiro!\Why did you agree to do this, Joichiro?\He's right.\At least let us help\Don't interfere.\For some reason, I had a very bad feeling about the whole thing\I felt this Shokugeki would cause Joichiro to go somewhere far away.\Saiba Joichiro response:	First bout, victor: Saiba Joichiro!
context: Why did you agree to do this, Joichiro?\He's right.\At least let us help\Don't interfere.\For some reason, I had a very bad feeling about the whole thing\I felt this Shokugeki would cause Joichiro to go somewhere far away.\Saiba Joichiro\First bout, victor: Saiba Joichiro! response:	Second bout, victor: Saiba Joichiro!
context: He's right.\At least let us help\Don't interfere.\For some reason, I had a very bad feeling about the whole thing\I felt this Shokugeki would cause Joichiro to go somewhere far away.\Saiba Joichiro\First bout, victor: Saiba Joichiro!\Second bout, victor: Saiba Joichiro! response:	Saiba Joichiro
context: At least let us help\Don't interfere.\For some reason, I had a very bad feeling about the whole thing\I felt this Shokugeki would cause Joichiro to go somewhere far away.\Saiba Joichiro\First bout, victor: Saiba Joichiro!\Second bout, victor: Saiba Joichiro!\Saiba Joichiro response:	Third bout, victor: Saiba Joichiro!
context: Don't interfere.\For some reason, I had a very bad feeling about the whole thing\I felt this Shokugeki would cause Joichiro to go somewhere far away.\Saiba Joichiro\First bout, victor: Saiba Joichiro!\Second bout, victor: Saiba Joichiro!\Saiba Joichiro\Third bout, victor: Saiba Joichiro! response:	He's undefeatable!
