context: Weather conditions clear. response:	Visibility good.
context: You'll blow my cover if you're near.\B-But Angelise-sama!\My name is Perolina, pero.\Perolina-sama.\Barbecue squid is so good.\You eat so much, Vivian.\The sports festival's coming up.\I need to be ready! response:	Ugh, squid stink.
context: B-But Angelise-sama!\My name is Perolina, pero.\Perolina-sama.\Barbecue squid is so good.\You eat so much, Vivian.\The sports festival's coming up.\I need to be ready!\Ugh, squid stink. response:	For Angelise-sama.
context: My name is Perolina, pero.\Perolina-sama.\Barbecue squid is so good.\You eat so much, Vivian.\The sports festival's coming up.\I need to be ready!\Ugh, squid stink.\For Angelise-sama. response:	Momoka-san.
context: Perolina-sama.\Barbecue squid is so good.\You eat so much, Vivian.\The sports festival's coming up.\I need to be ready!\Ugh, squid stink.\For Angelise-sama.\Momoka-san. response:	Where's Ange?
context: Barbecue squid is so good.\You eat so much, Vivian.\The sports festival's coming up.\I need to be ready!\Ugh, squid stink.\For Angelise-sama.\Momoka-san.\Where's Ange? response:	I, um, lost her.
context: You eat so much, Vivian.\The sports festival's coming up.\I need to be ready!\Ugh, squid stink.\For Angelise-sama.\Momoka-san.\Where's Ange?\I, um, lost her. response:	Misty-sama's waiting.
context: The sports festival's coming up.\I need to be ready!\Ugh, squid stink.\For Angelise-sama.\Momoka-san.\Where's Ange?\I, um, lost her.\Misty-sama's waiting. response:	Commander, call Ange, immediately.
context: I need to be ready!\Ugh, squid stink.\For Angelise-sama.\Momoka-san.\Where's Ange?\I, um, lost her.\Misty-sama's waiting.\Commander, call Ange, immediately. response:	To hell with these people.
context: Ugh, squid stink.\For Angelise-sama.\Momoka-san.\Where's Ange?\I, um, lost her.\Misty-sama's waiting.\Commander, call Ange, immediately.\To hell with these people. response:	It's so hot.
context: For Angelise-sama.\Momoka-san.\Where's Ange?\I, um, lost her.\Misty-sama's waiting.\Commander, call Ange, immediately.\To hell with these people.\It's so hot. response:	It's so stuffy.
context: Momoka-san.\Where's Ange?\I, um, lost her.\Misty-sama's waiting.\Commander, call Ange, immediately.\To hell with these people.\It's so hot.\It's so stuffy. response:	It's salty.
context: Where's Ange?\I, um, lost her.\Misty-sama's waiting.\Commander, call Ange, immediately.\To hell with these people.\It's so hot.\It's so stuffy.\It's salty. response:	Are you okay, pero?
context: I, um, lost her.\Misty-sama's waiting.\Commander, call Ange, immediately.\To hell with these people.\It's so hot.\It's so stuffy.\It's salty.\Are you okay, pero? response:	Yes, thank you, Perolina.
context: Misty-sama's waiting.\Commander, call Ange, immediately.\To hell with these people.\It's so hot.\It's so stuffy.\It's salty.\Are you okay, pero?\Yes, thank you, Perolina. response:	Stop it.
context: Commander, call Ange, immediately.\To hell with these people.\It's so hot.\It's so stuffy.\It's salty.\Are you okay, pero?\Yes, thank you, Perolina.\Stop it. response:	It's fine.
context: To hell with these people.\It's so hot.\It's so stuffy.\It's salty.\Are you okay, pero?\Yes, thank you, Perolina.\Stop it.\It's fine. response:	No one comes here during the Festa.
context: It's so hot.\It's so stuffy.\It's salty.\Are you okay, pero?\Yes, thank you, Perolina.\Stop it.\It's fine.\No one comes here during the Festa. response:	I'll stay here, then, pero.
context: It's so stuffy.\It's salty.\Are you okay, pero?\Yes, thank you, Perolina.\Stop it.\It's fine.\No one comes here during the Festa.\I'll stay here, then, pero. response:	Pero?
context: It's salty.\Are you okay, pero?\Yes, thank you, Perolina.\Stop it.\It's fine.\No one comes here during the Festa.\I'll stay here, then, pero.\Pero? response:	Wh-What's wrong with you?
context: Are you okay, pero?\Yes, thank you, Perolina.\Stop it.\It's fine.\No one comes here during the Festa.\I'll stay here, then, pero.\Pero?\Wh-What's wrong with you? response:	That's better.
context: Yes, thank you, Perolina.\Stop it.\It's fine.\No one comes here during the Festa.\I'll stay here, then, pero.\Pero?\Wh-What's wrong with you?\That's better. response:	Leave me.
context: Stop it.\It's fine.\No one comes here during the Festa.\I'll stay here, then, pero.\Pero?\Wh-What's wrong with you?\That's better.\Leave me. response:	What's wrong with her?
context: It's fine.\No one comes here during the Festa.\I'll stay here, then, pero.\Pero?\Wh-What's wrong with you?\That's better.\Leave me.\What's wrong with her? response:	Don't. This Perolina is insane.
context: No one comes here during the Festa.\I'll stay here, then, pero.\Pero?\Wh-What's wrong with you?\That's better.\Leave me.\What's wrong with her?\Don't. This Perolina is insane. response:	It's breezy.
context: I'll stay here, then, pero.\Pero?\Wh-What's wrong with you?\That's better.\Leave me.\What's wrong with her?\Don't. This Perolina is insane.\It's breezy. response:	Sylvia.
context: Pero?\Wh-What's wrong with you?\That's better.\Leave me.\What's wrong with her?\Don't. This Perolina is insane.\It's breezy.\Sylvia. response:	Sorry.
context: Wh-What's wrong with you?\That's better.\Leave me.\What's wrong with her?\Don't. This Perolina is insane.\It's breezy.\Sylvia.\Sorry. response:	I'm sorry, Sylvia.
context: That's better.\Leave me.\What's wrong with her?\Don't. This Perolina is insane.\It's breezy.\Sylvia.\Sorry.\I'm sorry, Sylvia. response:	It's my fault.
context: Leave me.\What's wrong with her?\Don't. This Perolina is insane.\It's breezy.\Sylvia.\Sorry.\I'm sorry, Sylvia.\It's my fault. response:	It's not your fault.
context: What's wrong with her?\Don't. This Perolina is insane.\It's breezy.\Sylvia.\Sorry.\I'm sorry, Sylvia.\It's my fault.\It's not your fault. response:	Please take me afar again, Onee-sama.
context: Don't. This Perolina is insane.\It's breezy.\Sylvia.\Sorry.\I'm sorry, Sylvia.\It's my fault.\It's not your fault.\Please take me afar again, Onee-sama. response:	Perolina-sama.
context: It's breezy.\Sylvia.\Sorry.\I'm sorry, Sylvia.\It's my fault.\It's not your fault.\Please take me afar again, Onee-sama.\Perolina-sama. response:	Perolina-sama.
context: Sylvia.\Sorry.\I'm sorry, Sylvia.\It's my fault.\It's not your fault.\Please take me afar again, Onee-sama.\Perolina-sama.\Perolina-sama. response:	Where are you?
context: Sorry.\I'm sorry, Sylvia.\It's my fault.\It's not your fault.\Please take me afar again, Onee-sama.\Perolina-sama.\Perolina-sama.\Where are you? response:	I hope she isn't dehydrated.
context: I'm sorry, Sylvia.\It's my fault.\It's not your fault.\Please take me afar again, Onee-sama.\Perolina-sama.\Perolina-sama.\Where are you?\I hope she isn't dehydrated. response:	You're finally alone.
context: It's my fault.\It's not your fault.\Please take me afar again, Onee-sama.\Perolina-sama.\Perolina-sama.\Where are you?\I hope she isn't dehydrated.\You're finally alone. response:	Fight for one million in cash!
context: It's not your fault.\Please take me afar again, Onee-sama.\Perolina-sama.\Perolina-sama.\Where are you?\I hope she isn't dehydrated.\You're finally alone.\Fight for one million in cash! response:	Sports Festival!
context: Please take me afar again, Onee-sama.\Perolina-sama.\Perolina-sama.\Where are you?\I hope she isn't dehydrated.\You're finally alone.\Fight for one million in cash!\Sports Festival! response:	It's the grand opening of the annual Festa Sports Festival.
context: Perolina-sama.\Perolina-sama.\Where are you?\I hope she isn't dehydrated.\You're finally alone.\Fight for one million in cash!\Sports Festival!\It's the grand opening of the annual Festa Sports Festival. response:	Everyone, go for the cash prize.
context: Perolina-sama.\Where are you?\I hope she isn't dehydrated.\You're finally alone.\Fight for one million in cash!\Sports Festival!\It's the grand opening of the annual Festa Sports Festival.\Everyone, go for the cash prize. response:	I'll make up for that pig in the water.
context: Where are you?\I hope she isn't dehydrated.\You're finally alone.\Fight for one million in cash!\Sports Festival!\It's the grand opening of the annual Festa Sports Festival.\Everyone, go for the cash prize.\I'll make up for that pig in the water. response:	And now, the first contest.
context: I hope she isn't dehydrated.\You're finally alone.\Fight for one million in cash!\Sports Festival!\It's the grand opening of the annual Festa Sports Festival.\Everyone, go for the cash prize.\I'll make up for that pig in the water.\And now, the first contest. response:	The horror! Bun-eating in melting swimsuits contest!
context: You're finally alone.\Fight for one million in cash!\Sports Festival!\It's the grand opening of the annual Festa Sports Festival.\Everyone, go for the cash prize.\I'll make up for that pig in the water.\And now, the first contest.\The horror! Bun-eating in melting swimsuits contest! response:	Group one, you're up.
context: Fight for one million in cash!\Sports Festival!\It's the grand opening of the annual Festa Sports Festival.\Everyone, go for the cash prize.\I'll make up for that pig in the water.\And now, the first contest.\The horror! Bun-eating in melting swimsuits contest!\Group one, you're up. response:	Ready
context: Sports Festival!\It's the grand opening of the annual Festa Sports Festival.\Everyone, go for the cash prize.\I'll make up for that pig in the water.\And now, the first contest.\The horror! Bun-eating in melting swimsuits contest!\Group one, you're up.\Ready response:	Wh-What the?
context: It's the grand opening of the annual Festa Sports Festival.\Everyone, go for the cash prize.\I'll make up for that pig in the water.\And now, the first contest.\The horror! Bun-eating in melting swimsuits contest!\Group one, you're up.\Ready\Wh-What the? response:	Who are you?
context: Everyone, go for the cash prize.\I'll make up for that pig in the water.\And now, the first contest.\The horror! Bun-eating in melting swimsuits contest!\Group one, you're up.\Ready\Wh-What the?\Who are you? response:	I'm here to see you, Misty.
context: I'll make up for that pig in the water.\And now, the first contest.\The horror! Bun-eating in melting swimsuits contest!\Group one, you're up.\Ready\Wh-What the?\Who are you?\I'm here to see you, Misty. response:	It's me.
context: And now, the first contest.\The horror! Bun-eating in melting swimsuits contest!\Group one, you're up.\Ready\Wh-What the?\Who are you?\I'm here to see you, Misty.\It's me. response:	It can't be.
context: The horror! Bun-eating in melting swimsuits contest!\Group one, you're up.\Ready\Wh-What the?\Who are you?\I'm here to see you, Misty.\It's me.\It can't be. response:	Angelise-sama.
context: Group one, you're up.\Ready\Wh-What the?\Who are you?\I'm here to see you, Misty.\It's me.\It can't be.\Angelise-sama. response:	It's been a long time, Misty.
context: Ready\Wh-What the?\Who are you?\I'm here to see you, Misty.\It's me.\It can't be.\Angelise-sama.\It's been a long time, Misty. response:	Did you need something from me?
context: Wh-What the?\Who are you?\I'm here to see you, Misty.\It's me.\It can't be.\Angelise-sama.\It's been a long time, Misty.\Did you need something from me? response:	I've been wanting to see you, Angelise-sama.
context: Who are you?\I'm here to see you, Misty.\It's me.\It can't be.\Angelise-sama.\It's been a long time, Misty.\Did you need something from me?\I've been wanting to see you, Angelise-sama. response:	Yeah?
context: I'm here to see you, Misty.\It's me.\It can't be.\Angelise-sama.\It's been a long time, Misty.\Did you need something from me?\I've been wanting to see you, Angelise-sama.\Yeah? response:	I saw you at the Baptism Ritual.
context: It's me.\It can't be.\Angelise-sama.\It's been a long time, Misty.\Did you need something from me?\I've been wanting to see you, Angelise-sama.\Yeah?\I saw you at the Baptism Ritual. response:	I couldn't believe it.
context: It can't be.\Angelise-sama.\It's been a long time, Misty.\Did you need something from me?\I've been wanting to see you, Angelise-sama.\Yeah?\I saw you at the Baptism Ritual.\I couldn't believe it. response:	The well-composed, wise, beautiful Angelise-sama.
context: Angelise-sama.\It's been a long time, Misty.\Did you need something from me?\I've been wanting to see you, Angelise-sama.\Yeah?\I saw you at the Baptism Ritual.\I couldn't believe it.\The well-composed, wise, beautiful Angelise-sama. response:	My eternal admiration, Angelise-sama.
context: It's been a long time, Misty.\Did you need something from me?\I've been wanting to see you, Angelise-sama.\Yeah?\I saw you at the Baptism Ritual.\I couldn't believe it.\The well-composed, wise, beautiful Angelise-sama.\My eternal admiration, Angelise-sama. response:	It must be some mistake that you were a Norma.
context: Did you need something from me?\I've been wanting to see you, Angelise-sama.\Yeah?\I saw you at the Baptism Ritual.\I couldn't believe it.\The well-composed, wise, beautiful Angelise-sama.\My eternal admiration, Angelise-sama.\It must be some mistake that you were a Norma. response:	I must find out the truth.
context: I've been wanting to see you, Angelise-sama.\Yeah?\I saw you at the Baptism Ritual.\I couldn't believe it.\The well-composed, wise, beautiful Angelise-sama.\My eternal admiration, Angelise-sama.\It must be some mistake that you were a Norma.\I must find out the truth. response:	That's why I came with the fleet.
context: Yeah?\I saw you at the Baptism Ritual.\I couldn't believe it.\The well-composed, wise, beautiful Angelise-sama.\My eternal admiration, Angelise-sama.\It must be some mistake that you were a Norma.\I must find out the truth.\That's why I came with the fleet. response:	Is this going to take a while?
context: I saw you at the Baptism Ritual.\I couldn't believe it.\The well-composed, wise, beautiful Angelise-sama.\My eternal admiration, Angelise-sama.\It must be some mistake that you were a Norma.\I must find out the truth.\That's why I came with the fleet.\Is this going to take a while? response:	I'm a Norma.
context: I couldn't believe it.\The well-composed, wise, beautiful Angelise-sama.\My eternal admiration, Angelise-sama.\It must be some mistake that you were a Norma.\I must find out the truth.\That's why I came with the fleet.\Is this going to take a while?\I'm a Norma. response:	That's the truth, and that's all there is.
context: The well-composed, wise, beautiful Angelise-sama.\My eternal admiration, Angelise-sama.\It must be some mistake that you were a Norma.\I must find out the truth.\That's why I came with the fleet.\Is this going to take a while?\I'm a Norma.\That's the truth, and that's all there is. response:	Are you happy?
context: My eternal admiration, Angelise-sama.\It must be some mistake that you were a Norma.\I must find out the truth.\That's why I came with the fleet.\Is this going to take a while?\I'm a Norma.\That's the truth, and that's all there is.\Are you happy? response:	E-Er, uh...
context: It must be some mistake that you were a Norma.\I must find out the truth.\That's why I came with the fleet.\Is this going to take a while?\I'm a Norma.\That's the truth, and that's all there is.\Are you happy?\E-Er, uh... response:	Yes.
context: I must find out the truth.\That's why I came with the fleet.\Is this going to take a while?\I'm a Norma.\That's the truth, and that's all there is.\Are you happy?\E-Er, uh...\Yes. response:	Good.
context: That's why I came with the fleet.\Is this going to take a while?\I'm a Norma.\That's the truth, and that's all there is.\Are you happy?\E-Er, uh...\Yes.\Good. response:	Now, can you hear my request?
context: Is this going to take a while?\I'm a Norma.\That's the truth, and that's all there is.\Are you happy?\E-Er, uh...\Yes.\Good.\Now, can you hear my request? response:	Yes.
context: I'm a Norma.\That's the truth, and that's all there is.\Are you happy?\E-Er, uh...\Yes.\Good.\Now, can you hear my request?\Yes. response:	Help me escape.
context: That's the truth, and that's all there is.\Are you happy?\E-Er, uh...\Yes.\Good.\Now, can you hear my request?\Yes.\Help me escape. response:	And now the fifth contest!
context: Are you happy?\E-Er, uh...\Yes.\Good.\Now, can you hear my request?\Yes.\Help me escape.\And now the fifth contest! response:	Hold the eggs between your boobs and carry them across!
context: E-Er, uh...\Yes.\Good.\Now, can you hear my request?\Yes.\Help me escape.\And now the fifth contest!\Hold the eggs between your boobs and carry them across! response:	Who will be the winner?
context: Yes.\Good.\Now, can you hear my request?\Yes.\Help me escape.\And now the fifth contest!\Hold the eggs between your boobs and carry them across!\Who will be the winner? response:	Ready...
context: Good.\Now, can you hear my request?\Yes.\Help me escape.\And now the fifth contest!\Hold the eggs between your boobs and carry them across!\Who will be the winner?\Ready... response:	Start!
context: Now, can you hear my request?\Yes.\Help me escape.\And now the fifth contest!\Hold the eggs between your boobs and carry them across!\Who will be the winner?\Ready...\Start! response:	Damn it.
context: Yes.\Help me escape.\And now the fifth contest!\Hold the eggs between your boobs and carry them across!\Who will be the winner?\Ready...\Start!\Damn it. response:	I got this.
context: Help me escape.\And now the fifth contest!\Hold the eggs between your boobs and carry them across!\Who will be the winner?\Ready...\Start!\Damn it.\I got this. response:	Executed?
context: And now the fifth contest!\Hold the eggs between your boobs and carry them across!\Who will be the winner?\Ready...\Start!\Damn it.\I got this.\Executed? response:	Yes, for deceiving the people, the Misurugi royal family will someday...
context: Hold the eggs between your boobs and carry them across!\Who will be the winner?\Ready...\Start!\Damn it.\I got this.\Executed?\Yes, for deceiving the people, the Misurugi royal family will someday... response:	Then Sylvia, too?
context: Who will be the winner?\Ready...\Start!\Damn it.\I got this.\Executed?\Yes, for deceiving the people, the Misurugi royal family will someday...\Then Sylvia, too? response:	We have to hurry.
context: Ready...\Start!\Damn it.\I got this.\Executed?\Yes, for deceiving the people, the Misurugi royal family will someday...\Then Sylvia, too?\We have to hurry. response:	Help me.
context: Start!\Damn it.\I got this.\Executed?\Yes, for deceiving the people, the Misurugi royal family will someday...\Then Sylvia, too?\We have to hurry.\Help me. response:	What's this?
context: Damn it.\I got this.\Executed?\Yes, for deceiving the people, the Misurugi royal family will someday...\Then Sylvia, too?\We have to hurry.\Help me.\What's this? response:	It's a Kingdom of Rosenblum transport ship.
context: I got this.\Executed?\Yes, for deceiving the people, the Misurugi royal family will someday...\Then Sylvia, too?\We have to hurry.\Help me.\What's this?\It's a Kingdom of Rosenblum transport ship. response:	You can use Mana, so I'm sure you can fly it.
context: Executed?\Yes, for deceiving the people, the Misurugi royal family will someday...\Then Sylvia, too?\We have to hurry.\Help me.\What's this?\It's a Kingdom of Rosenblum transport ship.\You can use Mana, so I'm sure you can fly it. response:	I could, but what for?
context: Yes, for deceiving the people, the Misurugi royal family will someday...\Then Sylvia, too?\We have to hurry.\Help me.\What's this?\It's a Kingdom of Rosenblum transport ship.\You can use Mana, so I'm sure you can fly it.\I could, but what for? response:	Isn't it obvious?
context: Then Sylvia, too?\We have to hurry.\Help me.\What's this?\It's a Kingdom of Rosenblum transport ship.\You can use Mana, so I'm sure you can fly it.\I could, but what for?\Isn't it obvious? response:	To escape.
context: We have to hurry.\Help me.\What's this?\It's a Kingdom of Rosenblum transport ship.\You can use Mana, so I'm sure you can fly it.\I could, but what for?\Isn't it obvious?\To escape. response:	I refuse.
context: Help me.\What's this?\It's a Kingdom of Rosenblum transport ship.\You can use Mana, so I'm sure you can fly it.\I could, but what for?\Isn't it obvious?\To escape.\I refuse. response:	I only respond to Angelise-sama.
context: What's this?\It's a Kingdom of Rosenblum transport ship.\You can use Mana, so I'm sure you can fly it.\I could, but what for?\Isn't it obvious?\To escape.\I refuse.\I only respond to Angelise-sama. response:	Want to die, then?
context: It's a Kingdom of Rosenblum transport ship.\You can use Mana, so I'm sure you can fly it.\I could, but what for?\Isn't it obvious?\To escape.\I refuse.\I only respond to Angelise-sama.\Want to die, then? response:	Are you okay with not being able to help your beloved Angelise-sama anymore?
context: You can use Mana, so I'm sure you can fly it.\I could, but what for?\Isn't it obvious?\To escape.\I refuse.\I only respond to Angelise-sama.\Want to die, then?\Are you okay with not being able to help your beloved Angelise-sama anymore? response:	Momoka.
context: I could, but what for?\Isn't it obvious?\To escape.\I refuse.\I only respond to Angelise-sama.\Want to die, then?\Are you okay with not being able to help your beloved Angelise-sama anymore?\Momoka. response:	Angelise-sama and Misty-sama.
context: Isn't it obvious?\To escape.\I refuse.\I only respond to Angelise-sama.\Want to die, then?\Are you okay with not being able to help your beloved Angelise-sama anymore?\Momoka.\Angelise-sama and Misty-sama. response:	My, oh, my.
context: To escape.\I refuse.\I only respond to Angelise-sama.\Want to die, then?\Are you okay with not being able to help your beloved Angelise-sama anymore?\Momoka.\Angelise-sama and Misty-sama.\My, oh, my. response:	The Burn Princess.
context: I refuse.\I only respond to Angelise-sama.\Want to die, then?\Are you okay with not being able to help your beloved Angelise-sama anymore?\Momoka.\Angelise-sama and Misty-sama.\My, oh, my.\The Burn Princess. response:	Momoka, why are you with Hilda?
context: I only respond to Angelise-sama.\Want to die, then?\Are you okay with not being able to help your beloved Angelise-sama anymore?\Momoka.\Angelise-sama and Misty-sama.\My, oh, my.\The Burn Princess.\Momoka, why are you with Hilda? response:	This woman wants me to fly this plane so she can escape.
context: Want to die, then?\Are you okay with not being able to help your beloved Angelise-sama anymore?\Momoka.\Angelise-sama and Misty-sama.\My, oh, my.\The Burn Princess.\Momoka, why are you with Hilda?\This woman wants me to fly this plane so she can escape. response:	Escape?
context: Are you okay with not being able to help your beloved Angelise-sama anymore?\Momoka.\Angelise-sama and Misty-sama.\My, oh, my.\The Burn Princess.\Momoka, why are you with Hilda?\This woman wants me to fly this plane so she can escape.\Escape? response:	Why?
context: Momoka.\Angelise-sama and Misty-sama.\My, oh, my.\The Burn Princess.\Momoka, why are you with Hilda?\This woman wants me to fly this plane so she can escape.\Escape?\Why? response:	What does it matter to you?
context: Angelise-sama and Misty-sama.\My, oh, my.\The Burn Princess.\Momoka, why are you with Hilda?\This woman wants me to fly this plane so she can escape.\Escape?\Why?\What does it matter to you? response:	I won't let you.
context: My, oh, my.\The Burn Princess.\Momoka, why are you with Hilda?\This woman wants me to fly this plane so she can escape.\Escape?\Why?\What does it matter to you?\I won't let you. response:	Yeah? You're going to stop me?
context: The Burn Princess.\Momoka, why are you with Hilda?\This woman wants me to fly this plane so she can escape.\Escape?\Why?\What does it matter to you?\I won't let you.\Yeah? You're going to stop me? response:	I'm using this ship.
context: Momoka, why are you with Hilda?\This woman wants me to fly this plane so she can escape.\Escape?\Why?\What does it matter to you?\I won't let you.\Yeah? You're going to stop me?\I'm using this ship. response:	What?
context: This woman wants me to fly this plane so she can escape.\Escape?\Why?\What does it matter to you?\I won't let you.\Yeah? You're going to stop me?\I'm using this ship.\What? response:	For Sylvia-sama?
context: Escape?\Why?\What does it matter to you?\I won't let you.\Yeah? You're going to stop me?\I'm using this ship.\What?\For Sylvia-sama? response:	I took that girl's freedom.
context: Why?\What does it matter to you?\I won't let you.\Yeah? You're going to stop me?\I'm using this ship.\What?\For Sylvia-sama?\I took that girl's freedom. response:	So I have to protect her.
context: What does it matter to you?\I won't let you.\Yeah? You're going to stop me?\I'm using this ship.\What?\For Sylvia-sama?\I took that girl's freedom.\So I have to protect her. response:	I have to.
context: I won't let you.\Yeah? You're going to stop me?\I'm using this ship.\What?\For Sylvia-sama?\I took that girl's freedom.\So I have to protect her.\I have to. response:	Will you come with me, Momoka?
context: Yeah? You're going to stop me?\I'm using this ship.\What?\For Sylvia-sama?\I took that girl's freedom.\So I have to protect her.\I have to.\Will you come with me, Momoka? response:	Gladly.
context: I'm using this ship.\What?\For Sylvia-sama?\I took that girl's freedom.\So I have to protect her.\I have to.\Will you come with me, Momoka?\Gladly. response:	So we both want the same thing.
context: What?\For Sylvia-sama?\I took that girl's freedom.\So I have to protect her.\I have to.\Will you come with me, Momoka?\Gladly.\So we both want the same thing. response:	How about we cooperate, then?
context: For Sylvia-sama?\I took that girl's freedom.\So I have to protect her.\I have to.\Will you come with me, Momoka?\Gladly.\So we both want the same thing.\How about we cooperate, then? response:	No, thanks. I can't trust you.
context: I took that girl's freedom.\So I have to protect her.\I have to.\Will you come with me, Momoka?\Gladly.\So we both want the same thing.\How about we cooperate, then?\No, thanks. I can't trust you. response:	Yeah?
context: So I have to protect her.\I have to.\Will you come with me, Momoka?\Gladly.\So we both want the same thing.\How about we cooperate, then?\No, thanks. I can't trust you.\Yeah? response:	Then how are you going to remove the locks on this ship?
context: I have to.\Will you come with me, Momoka?\Gladly.\So we both want the same thing.\How about we cooperate, then?\No, thanks. I can't trust you.\Yeah?\Then how are you going to remove the locks on this ship? response:	Locks?
context: Will you come with me, Momoka?\Gladly.\So we both want the same thing.\How about we cooperate, then?\No, thanks. I can't trust you.\Yeah?\Then how are you going to remove the locks on this ship?\Locks? response:	This transport ship is
context: Gladly.\So we both want the same thing.\How about we cooperate, then?\No, thanks. I can't trust you.\Yeah?\Then how are you going to remove the locks on this ship?\Locks?\This transport ship is response:	locked down with arresting gear for maintenance checks.
context: So we both want the same thing.\How about we cooperate, then?\No, thanks. I can't trust you.\Yeah?\Then how are you going to remove the locks on this ship?\Locks?\This transport ship is\locked down with arresting gear for maintenance checks. response:	Force it open, and the alarms will sound.
context: How about we cooperate, then?\No, thanks. I can't trust you.\Yeah?\Then how are you going to remove the locks on this ship?\Locks?\This transport ship is\locked down with arresting gear for maintenance checks.\Force it open, and the alarms will sound. response:	Force it to fly, and it'll be damaged.
context: No, thanks. I can't trust you.\Yeah?\Then how are you going to remove the locks on this ship?\Locks?\This transport ship is\locked down with arresting gear for maintenance checks.\Force it open, and the alarms will sound.\Force it to fly, and it'll be damaged. response:	Do you think you can release it?
context: Yeah?\Then how are you going to remove the locks on this ship?\Locks?\This transport ship is\locked down with arresting gear for maintenance checks.\Force it open, and the alarms will sound.\Force it to fly, and it'll be damaged.\Do you think you can release it? response:	I can.
context: Then how are you going to remove the locks on this ship?\Locks?\This transport ship is\locked down with arresting gear for maintenance checks.\Force it open, and the alarms will sound.\Force it to fly, and it'll be damaged.\Do you think you can release it?\I can. response:	I've been preparing for this the whole time.
context: Locks?\This transport ship is\locked down with arresting gear for maintenance checks.\Force it open, and the alarms will sound.\Force it to fly, and it'll be damaged.\Do you think you can release it?\I can.\I've been preparing for this the whole time. response:	So?
context: This transport ship is\locked down with arresting gear for maintenance checks.\Force it open, and the alarms will sound.\Force it to fly, and it'll be damaged.\Do you think you can release it?\I can.\I've been preparing for this the whole time.\So? response:	Want to team up?
context: locked down with arresting gear for maintenance checks.\Force it open, and the alarms will sound.\Force it to fly, and it'll be damaged.\Do you think you can release it?\I can.\I've been preparing for this the whole time.\So?\Want to team up? response:	Misty-sama.
context: Force it open, and the alarms will sound.\Force it to fly, and it'll be damaged.\Do you think you can release it?\I can.\I've been preparing for this the whole time.\So?\Want to team up?\Misty-sama. response:	Fight for one million in cash!
context: Force it to fly, and it'll be damaged.\Do you think you can release it?\I can.\I've been preparing for this the whole time.\So?\Want to team up?\Misty-sama.\Fight for one million in cash! response:	Sports Festival!
context: Do you think you can release it?\I can.\I've been preparing for this the whole time.\So?\Want to team up?\Misty-sama.\Fight for one million in cash!\Sports Festival! response:	The winner this year is
context: I can.\I've been preparing for this the whole time.\So?\Want to team up?\Misty-sama.\Fight for one million in cash!\Sports Festival!\The winner this year is response:	Who would have thought?
context: I've been preparing for this the whole time.\So?\Want to team up?\Misty-sama.\Fight for one million in cash!\Sports Festival!\The winner this year is\Who would have thought? response:	The darkest of dark horses!
context: So?\Want to team up?\Misty-sama.\Fight for one million in cash!\Sports Festival!\The winner this year is\Who would have thought?\The darkest of dark horses! response:	Chris of Salia Squad!
context: Want to team up?\Misty-sama.\Fight for one million in cash!\Sports Festival!\The winner this year is\Who would have thought?\The darkest of dark horses!\Chris of Salia Squad! response:	To think she'd had such a grand and intricate plan.
context: Misty-sama.\Fight for one million in cash!\Sports Festival!\The winner this year is\Who would have thought?\The darkest of dark horses!\Chris of Salia Squad!\To think she'd had such a grand and intricate plan. response:	That was an amazing comeback.
context: Fight for one million in cash!\Sports Festival!\The winner this year is\Who would have thought?\The darkest of dark horses!\Chris of Salia Squad!\To think she'd had such a grand and intricate plan.\That was an amazing comeback. response:	Fly like a butterfly, sting like a butterfly!
context: Sports Festival!\The winner this year is\Who would have thought?\The darkest of dark horses!\Chris of Salia Squad!\To think she'd had such a grand and intricate plan.\That was an amazing comeback.\Fly like a butterfly, sting like a butterfly! response:	Amazing, Chris.
context: The winner this year is\Who would have thought?\The darkest of dark horses!\Chris of Salia Squad!\To think she'd had such a grand and intricate plan.\That was an amazing comeback.\Fly like a butterfly, sting like a butterfly!\Amazing, Chris. response:	Let's go eat something good.
context: Who would have thought?\The darkest of dark horses!\Chris of Salia Squad!\To think she'd had such a grand and intricate plan.\That was an amazing comeback.\Fly like a butterfly, sting like a butterfly!\Amazing, Chris.\Let's go eat something good. response:	Me, you and Hilda.
context: The darkest of dark horses!\Chris of Salia Squad!\To think she'd had such a grand and intricate plan.\That was an amazing comeback.\Fly like a butterfly, sting like a butterfly!\Amazing, Chris.\Let's go eat something good.\Me, you and Hilda. response:	Chris, you
context: Chris of Salia Squad!\To think she'd had such a grand and intricate plan.\That was an amazing comeback.\Fly like a butterfly, sting like a butterfly!\Amazing, Chris.\Let's go eat something good.\Me, you and Hilda.\Chris, you response:	That's the end of this year's Festa.
context: To think she'd had such a grand and intricate plan.\That was an amazing comeback.\Fly like a butterfly, sting like a butterfly!\Amazing, Chris.\Let's go eat something good.\Me, you and Hilda.\Chris, you\That's the end of this year's Festa. response:	Hurry, the Festa's ending.
context: That was an amazing comeback.\Fly like a butterfly, sting like a butterfly!\Amazing, Chris.\Let's go eat something good.\Me, you and Hilda.\Chris, you\That's the end of this year's Festa.\Hurry, the Festa's ending. response:	Emergency launch system standing by.
context: Fly like a butterfly, sting like a butterfly!\Amazing, Chris.\Let's go eat something good.\Me, you and Hilda.\Chris, you\That's the end of this year's Festa.\Hurry, the Festa's ending.\Emergency launch system standing by. response:	Understood.
