context: Why can't you just sleep here? response:	Now
context: I-I guess?\Why'd we have to tell your friends about it, too?!\I'm so jelly. I want a girlfriend, too!\Start by getting rid of the mohawk, then.\There's no telling when Kibe will tattle to Gran otherwise!\I hate this!\Congrats!\So envious... response:	Good luck, you two!
context: Why'd we have to tell your friends about it, too?!\I'm so jelly. I want a girlfriend, too!\Start by getting rid of the mohawk, then.\There's no telling when Kibe will tattle to Gran otherwise!\I hate this!\Congrats!\So envious...\Good luck, you two! response:	Your mind works in complex ways, huh?
context: I'm so jelly. I want a girlfriend, too!\Start by getting rid of the mohawk, then.\There's no telling when Kibe will tattle to Gran otherwise!\I hate this!\Congrats!\So envious...\Good luck, you two!\Your mind works in complex ways, huh? response:	This is good news! This is great news!
context: Start by getting rid of the mohawk, then.\There's no telling when Kibe will tattle to Gran otherwise!\I hate this!\Congrats!\So envious...\Good luck, you two!\Your mind works in complex ways, huh?\This is good news! This is great news! response:	Don't make it sound like you're trying to convince yourself.
context: There's no telling when Kibe will tattle to Gran otherwise!\I hate this!\Congrats!\So envious...\Good luck, you two!\Your mind works in complex ways, huh?\This is good news! This is great news!\Don't make it sound like you're trying to convince yourself. response:	Obnoxious.
context: I hate this!\Congrats!\So envious...\Good luck, you two!\Your mind works in complex ways, huh?\This is good news! This is great news!\Don't make it sound like you're trying to convince yourself.\Obnoxious. response:	Cafe Kanoir
context: Congrats!\So envious...\Good luck, you two!\Your mind works in complex ways, huh?\This is good news! This is great news!\Don't make it sound like you're trying to convince yourself.\Obnoxious.\Cafe Kanoir response:	Let's go over the current situation.
context: So envious...\Good luck, you two!\Your mind works in complex ways, huh?\This is good news! This is great news!\Don't make it sound like you're trying to convince yourself.\Obnoxious.\Cafe Kanoir\Let's go over the current situation. response:	Here's your iced coffee!
context: Good luck, you two!\Your mind works in complex ways, huh?\This is good news! This is great news!\Don't make it sound like you're trying to convince yourself.\Obnoxious.\Cafe Kanoir\Let's go over the current situation.\Here's your iced coffee! response:	Thank you!
context: Your mind works in complex ways, huh?\This is good news! This is great news!\Don't make it sound like you're trying to convince yourself.\Obnoxious.\Cafe Kanoir\Let's go over the current situation.\Here's your iced coffee!\Thank you! response:	I did say you could keep renting me out,
context: This is good news! This is great news!\Don't make it sound like you're trying to convince yourself.\Obnoxious.\Cafe Kanoir\Let's go over the current situation.\Here's your iced coffee!\Thank you!\I did say you could keep renting me out, response:	but we need to adhere to some ground rules.
context: Don't make it sound like you're trying to convince yourself.\Obnoxious.\Cafe Kanoir\Let's go over the current situation.\Here's your iced coffee!\Thank you!\I did say you could keep renting me out,\but we need to adhere to some ground rules. response:	I will need to charge you, or I'd set a bad precedent for my other clients.
context: Obnoxious.\Cafe Kanoir\Let's go over the current situation.\Here's your iced coffee!\Thank you!\I did say you could keep renting me out,\but we need to adhere to some ground rules.\I will need to charge you, or I'd set a bad precedent for my other clients. response:	When I'm your girlfriend, it'll be business as usual.
context: Cafe Kanoir\Let's go over the current situation.\Here's your iced coffee!\Thank you!\I did say you could keep renting me out,\but we need to adhere to some ground rules.\I will need to charge you, or I'd set a bad precedent for my other clients.\When I'm your girlfriend, it'll be business as usual. response:	And you can be honest in your reviews.
context: Let's go over the current situation.\Here's your iced coffee!\Thank you!\I did say you could keep renting me out,\but we need to adhere to some ground rules.\I will need to charge you, or I'd set a bad precedent for my other clients.\When I'm your girlfriend, it'll be business as usual.\And you can be honest in your reviews. response:	Man...
context: Here's your iced coffee!\Thank you!\I did say you could keep renting me out,\but we need to adhere to some ground rules.\I will need to charge you, or I'd set a bad precedent for my other clients.\When I'm your girlfriend, it'll be business as usual.\And you can be honest in your reviews.\Man... response:	Mizuhara in Girlfriend Mode is the bomb!
context: Thank you!\I did say you could keep renting me out,\but we need to adhere to some ground rules.\I will need to charge you, or I'd set a bad precedent for my other clients.\When I'm your girlfriend, it'll be business as usual.\And you can be honest in your reviews.\Man...\Mizuhara in Girlfriend Mode is the bomb! response:	Each of her gestures screams refined,
context: I did say you could keep renting me out,\but we need to adhere to some ground rules.\I will need to charge you, or I'd set a bad precedent for my other clients.\When I'm your girlfriend, it'll be business as usual.\And you can be honest in your reviews.\Man...\Mizuhara in Girlfriend Mode is the bomb!\Each of her gestures screams refined, response:	her hair's silky smooth,
context: but we need to adhere to some ground rules.\I will need to charge you, or I'd set a bad precedent for my other clients.\When I'm your girlfriend, it'll be business as usual.\And you can be honest in your reviews.\Man...\Mizuhara in Girlfriend Mode is the bomb!\Each of her gestures screams refined,\her hair's silky smooth, response:	and her outfit today looks amazing on her!
context: I will need to charge you, or I'd set a bad precedent for my other clients.\When I'm your girlfriend, it'll be business as usual.\And you can be honest in your reviews.\Man...\Mizuhara in Girlfriend Mode is the bomb!\Each of her gestures screams refined,\her hair's silky smooth,\and her outfit today looks amazing on her! response:	Is that girl an idol?
context: When I'm your girlfriend, it'll be business as usual.\And you can be honest in your reviews.\Man...\Mizuhara in Girlfriend Mode is the bomb!\Each of her gestures screams refined,\her hair's silky smooth,\and her outfit today looks amazing on her!\Is that girl an idol? response:	That's her boyfriend?
context: And you can be honest in your reviews.\Man...\Mizuhara in Girlfriend Mode is the bomb!\Each of her gestures screams refined,\her hair's silky smooth,\and her outfit today looks amazing on her!\Is that girl an idol?\That's her boyfriend? response:	Really drives home that she's outta my league.
context: Man...\Mizuhara in Girlfriend Mode is the bomb!\Each of her gestures screams refined,\her hair's silky smooth,\and her outfit today looks amazing on her!\Is that girl an idol?\That's her boyfriend?\Really drives home that she's outta my league. response:	What happened to your phone?
context: Mizuhara in Girlfriend Mode is the bomb!\Each of her gestures screams refined,\her hair's silky smooth,\and her outfit today looks amazing on her!\Is that girl an idol?\That's her boyfriend?\Really drives home that she's outta my league.\What happened to your phone? response:	Huh?
context: Each of her gestures screams refined,\her hair's silky smooth,\and her outfit today looks amazing on her!\Is that girl an idol?\That's her boyfriend?\Really drives home that she's outta my league.\What happened to your phone?\Huh? response:	Oh, I dropped it when I jumped off the ferry.
context: her hair's silky smooth,\and her outfit today looks amazing on her!\Is that girl an idol?\That's her boyfriend?\Really drives home that she's outta my league.\What happened to your phone?\Huh?\Oh, I dropped it when I jumped off the ferry. response:	But it's no big deal.
context: and her outfit today looks amazing on her!\Is that girl an idol?\That's her boyfriend?\Really drives home that she's outta my league.\What happened to your phone?\Huh?\Oh, I dropped it when I jumped off the ferry.\But it's no big deal. response:	It still works.
context: Is that girl an idol?\That's her boyfriend?\Really drives home that she's outta my league.\What happened to your phone?\Huh?\Oh, I dropped it when I jumped off the ferry.\But it's no big deal.\It still works. response:	Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes
context: That's her boyfriend?\Really drives home that she's outta my league.\What happened to your phone?\Huh?\Oh, I dropped it when I jumped off the ferry.\But it's no big deal.\It still works.\Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes response:	Thanks for that.
context: Really drives home that she's outta my league.\What happened to your phone?\Huh?\Oh, I dropped it when I jumped off the ferry.\But it's no big deal.\It still works.\Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes\Thanks for that. response:	The coffee was great.
context: What happened to your phone?\Huh?\Oh, I dropped it when I jumped off the ferry.\But it's no big deal.\It still works.\Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes\Thanks for that.\The coffee was great. response:	What's wrong? You seem down.
context: Huh?\Oh, I dropped it when I jumped off the ferry.\But it's no big deal.\It still works.\Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes\Thanks for that.\The coffee was great.\What's wrong? You seem down. response:	It's just... Here I am with you again.
context: Oh, I dropped it when I jumped off the ferry.\But it's no big deal.\It still works.\Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes\Thanks for that.\The coffee was great.\What's wrong? You seem down.\It's just... Here I am with you again. response:	Will a day ever come when I can introduce Gran to a real girlfriend?
context: But it's no big deal.\It still works.\Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes\Thanks for that.\The coffee was great.\What's wrong? You seem down.\It's just... Here I am with you again.\Will a day ever come when I can introduce Gran to a real girlfriend? response:	Well, it won't be easy, that's for sure.
context: It still works.\Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes\Thanks for that.\The coffee was great.\What's wrong? You seem down.\It's just... Here I am with you again.\Will a day ever come when I can introduce Gran to a real girlfriend?\Well, it won't be easy, that's for sure. response:	Knew it.
context: Itemized Bill Base Fee/hr 5000 yen x2 Choice Fee (Rookie) 5000 yen x1 Travel Costs (City Limits) 2000 yen x1 FB 900 yen x1 Total: 17,900 yen + taxes\Thanks for that.\The coffee was great.\What's wrong? You seem down.\It's just... Here I am with you again.\Will a day ever come when I can introduce Gran to a real girlfriend?\Well, it won't be easy, that's for sure.\Knew it. response:	But you have to stay positive, or you'll never meet the right girl.
context: Thanks for that.\The coffee was great.\What's wrong? You seem down.\It's just... Here I am with you again.\Will a day ever come when I can introduce Gran to a real girlfriend?\Well, it won't be easy, that's for sure.\Knew it.\But you have to stay positive, or you'll never meet the right girl. response:	Rest assured, I'll help you while I'm your girlfriend.
context: The coffee was great.\What's wrong? You seem down.\It's just... Here I am with you again.\Will a day ever come when I can introduce Gran to a real girlfriend?\Well, it won't be easy, that's for sure.\Knew it.\But you have to stay positive, or you'll never meet the right girl.\Rest assured, I'll help you while I'm your girlfriend. response:	Mizuhara!
context: What's wrong? You seem down.\It's just... Here I am with you again.\Will a day ever come when I can introduce Gran to a real girlfriend?\Well, it won't be easy, that's for sure.\Knew it.\But you have to stay positive, or you'll never meet the right girl.\Rest assured, I'll help you while I'm your girlfriend.\Mizuhara! response:	Can I get a discount, then?
context: It's just... Here I am with you again.\Will a day ever come when I can introduce Gran to a real girlfriend?\Well, it won't be easy, that's for sure.\Knew it.\But you have to stay positive, or you'll never meet the right girl.\Rest assured, I'll help you while I'm your girlfriend.\Mizuhara!\Can I get a discount, then? response:	Shall we get going?
context: Will a day ever come when I can introduce Gran to a real girlfriend?\Well, it won't be easy, that's for sure.\Knew it.\But you have to stay positive, or you'll never meet the right girl.\Rest assured, I'll help you while I'm your girlfriend.\Mizuhara!\Can I get a discount, then?\Shall we get going? response:	Hey, you two on an after-classes date?
context: Well, it won't be easy, that's for sure.\Knew it.\But you have to stay positive, or you'll never meet the right girl.\Rest assured, I'll help you while I'm your girlfriend.\Mizuhara!\Can I get a discount, then?\Shall we get going?\Hey, you two on an after-classes date? response:	Oh, Kuri. What are you doing here?
context: Knew it.\But you have to stay positive, or you'll never meet the right girl.\Rest assured, I'll help you while I'm your girlfriend.\Mizuhara!\Can I get a discount, then?\Shall we get going?\Hey, you two on an after-classes date?\Oh, Kuri. What are you doing here? response:	Lucky bastard.
context: But you have to stay positive, or you'll never meet the right girl.\Rest assured, I'll help you while I'm your girlfriend.\Mizuhara!\Can I get a discount, then?\Shall we get going?\Hey, you two on an after-classes date?\Oh, Kuri. What are you doing here?\Lucky bastard. response:	I bet the glares from the other guys hurt like hell.
context: Rest assured, I'll help you while I'm your girlfriend.\Mizuhara!\Can I get a discount, then?\Shall we get going?\Hey, you two on an after-classes date?\Oh, Kuri. What are you doing here?\Lucky bastard.\I bet the glares from the other guys hurt like hell. response:	S-Sure do!
context: Mizuhara!\Can I get a discount, then?\Shall we get going?\Hey, you two on an after-classes date?\Oh, Kuri. What are you doing here?\Lucky bastard.\I bet the glares from the other guys hurt like hell.\S-Sure do! response:	Hello.
context: Can I get a discount, then?\Shall we get going?\Hey, you two on an after-classes date?\Oh, Kuri. What are you doing here?\Lucky bastard.\I bet the glares from the other guys hurt like hell.\S-Sure do!\Hello. response:	But I'm on my way back from a date, too.
context: Shall we get going?\Hey, you two on an after-classes date?\Oh, Kuri. What are you doing here?\Lucky bastard.\I bet the glares from the other guys hurt like hell.\S-Sure do!\Hello.\But I'm on my way back from a date, too. response:	I actually got a girlfriend myself.
context: Hey, you two on an after-classes date?\Oh, Kuri. What are you doing here?\Lucky bastard.\I bet the glares from the other guys hurt like hell.\S-Sure do!\Hello.\But I'm on my way back from a date, too.\I actually got a girlfriend myself. response:	What? Really?
context: Oh, Kuri. What are you doing here?\Lucky bastard.\I bet the glares from the other guys hurt like hell.\S-Sure do!\Hello.\But I'm on my way back from a date, too.\I actually got a girlfriend myself.\What? Really? response:	Mine's not real, though!
context: Lucky bastard.\I bet the glares from the other guys hurt like hell.\S-Sure do!\Hello.\But I'm on my way back from a date, too.\I actually got a girlfriend myself.\What? Really?\Mine's not real, though! response:	Hey, let's go on a double date.
context: I bet the glares from the other guys hurt like hell.\S-Sure do!\Hello.\But I'm on my way back from a date, too.\I actually got a girlfriend myself.\What? Really?\Mine's not real, though!\Hey, let's go on a double date. response:	I'll come up with the schedule.
context: S-Sure do!\Hello.\But I'm on my way back from a date, too.\I actually got a girlfriend myself.\What? Really?\Mine's not real, though!\Hey, let's go on a double date.\I'll come up with the schedule. response:	Add Calendar Item
context: Hello.\But I'm on my way back from a date, too.\I actually got a girlfriend myself.\What? Really?\Mine's not real, though!\Hey, let's go on a double date.\I'll come up with the schedule.\Add Calendar Item response:	Double Date
context: But I'm on my way back from a date, too.\I actually got a girlfriend myself.\What? Really?\Mine's not real, though!\Hey, let's go on a double date.\I'll come up with the schedule.\Add Calendar Item\Double Date response:	Next Saturday! That should be perfect!
context: I actually got a girlfriend myself.\What? Really?\Mine's not real, though!\Hey, let's go on a double date.\I'll come up with the schedule.\Add Calendar Item\Double Date\Next Saturday! That should be perfect! response:	Added to Calendar.
context: What? Really?\Mine's not real, though!\Hey, let's go on a double date.\I'll come up with the schedule.\Add Calendar Item\Double Date\Next Saturday! That should be perfect!\Added to Calendar. response:	Okay, it's all set.
context: Mine's not real, though!\Hey, let's go on a double date.\I'll come up with the schedule.\Add Calendar Item\Double Date\Next Saturday! That should be perfect!\Added to Calendar.\Okay, it's all set. response:	I can't wait!
context: Hey, let's go on a double date.\I'll come up with the schedule.\Add Calendar Item\Double Date\Next Saturday! That should be perfect!\Added to Calendar.\Okay, it's all set.\I can't wait! response:	Hey, Kuri!
context: I'll come up with the schedule.\Add Calendar Item\Double Date\Next Saturday! That should be perfect!\Added to Calendar.\Okay, it's all set.\I can't wait!\Hey, Kuri! response:	Not that I mind, I guess.
context: Add Calendar Item\Double Date\Next Saturday! That should be perfect!\Added to Calendar.\Okay, it's all set.\I can't wait!\Hey, Kuri!\Not that I mind, I guess. response:	See you next Saturday, then.
context: Double Date\Next Saturday! That should be perfect!\Added to Calendar.\Okay, it's all set.\I can't wait!\Hey, Kuri!\Not that I mind, I guess.\See you next Saturday, then. response:	Man, Kuri got a girlfriend?
context: Next Saturday! That should be perfect!\Added to Calendar.\Okay, it's all set.\I can't wait!\Hey, Kuri!\Not that I mind, I guess.\See you next Saturday, then.\Man, Kuri got a girlfriend? response:	It's not like he's a ladies' man. Who would fall for him?
context: Added to Calendar.\Okay, it's all set.\I can't wait!\Hey, Kuri!\Not that I mind, I guess.\See you next Saturday, then.\Man, Kuri got a girlfriend?\It's not like he's a ladies' man. Who would fall for him? response:	Ow!
context: Okay, it's all set.\I can't wait!\Hey, Kuri!\Not that I mind, I guess.\See you next Saturday, then.\Man, Kuri got a girlfriend?\It's not like he's a ladies' man. Who would fall for him?\Ow! response:	Hey, watch where you're go
context: I can't wait!\Hey, Kuri!\Not that I mind, I guess.\See you next Saturday, then.\Man, Kuri got a girlfriend?\It's not like he's a ladies' man. Who would fall for him?\Ow!\Hey, watch where you're go response:	Owie...
context: Hey, Kuri!\Not that I mind, I guess.\See you next Saturday, then.\Man, Kuri got a girlfriend?\It's not like he's a ladies' man. Who would fall for him?\Ow!\Hey, watch where you're go\Owie... response:	Swoop
context: Not that I mind, I guess.\See you next Saturday, then.\Man, Kuri got a girlfriend?\It's not like he's a ladies' man. Who would fall for him?\Ow!\Hey, watch where you're go\Owie...\Swoop response:	Perv!
context: See you next Saturday, then.\Man, Kuri got a girlfriend?\It's not like he's a ladies' man. Who would fall for him?\Ow!\Hey, watch where you're go\Owie...\Swoop\Perv! response:	Wait, no!
context: Man, Kuri got a girlfriend?\It's not like he's a ladies' man. Who would fall for him?\Ow!\Hey, watch where you're go\Owie...\Swoop\Perv!\Wait, no! response:	Hey!
context: It's not like he's a ladies' man. Who would fall for him?\Ow!\Hey, watch where you're go\Owie...\Swoop\Perv!\Wait, no!\Hey! response:	Wha...
context: Ow!\Hey, watch where you're go\Owie...\Swoop\Perv!\Wait, no!\Hey!\Wha... response:	What is with that girl?
context: Hey, watch where you're go\Owie...\Swoop\Perv!\Wait, no!\Hey!\Wha...\What is with that girl? response:	Rent - a - Girlfriend
context: Owie...\Swoop\Perv!\Wait, no!\Hey!\Wha...\What is with that girl?\Rent - a - Girlfriend response:	Bring your sportswear tomorrow.
context: Swoop\Perv!\Wait, no!\Hey!\Wha...\What is with that girl?\Rent - a - Girlfriend\Bring your sportswear tomorrow. response:	Hup.
context: Perv!\Wait, no!\Hey!\Wha...\What is with that girl?\Rent - a - Girlfriend\Bring your sportswear tomorrow.\Hup. response:	Hello?
context: Wait, no!\Hey!\Wha...\What is with that girl?\Rent - a - Girlfriend\Bring your sportswear tomorrow.\Hup.\Hello? response:	Yeah.
context: Hey!\Wha...\What is with that girl?\Rent - a - Girlfriend\Bring your sportswear tomorrow.\Hup.\Hello?\Yeah. response:	Really? Thanks, Umi-kun!
context: Wha...\What is with that girl?\Rent - a - Girlfriend\Bring your sportswear tomorrow.\Hup.\Hello?\Yeah.\Really? Thanks, Umi-kun! response:	The 666 Mystery Play Ticket
context: What is with that girl?\Rent - a - Girlfriend\Bring your sportswear tomorrow.\Hup.\Hello?\Yeah.\Really? Thanks, Umi-kun!\The 666 Mystery Play Ticket response:	Nakano TMM Theatre Main Theatre
context: Rent - a - Girlfriend\Bring your sportswear tomorrow.\Hup.\Hello?\Yeah.\Really? Thanks, Umi-kun!\The 666 Mystery Play Ticket\Nakano TMM Theatre Main Theatre response:	Komaba-seidaimae Station
context: Bring your sportswear tomorrow.\Hup.\Hello?\Yeah.\Really? Thanks, Umi-kun!\The 666 Mystery Play Ticket\Nakano TMM Theatre Main Theatre\Komaba-seidaimae Station response:	Bouldering?
context: Hup.\Hello?\Yeah.\Really? Thanks, Umi-kun!\The 666 Mystery Play Ticket\Nakano TMM Theatre Main Theatre\Komaba-seidaimae Station\Bouldering? response:	Oh, you mean that wall-climbing thing?
context: Hello?\Yeah.\Really? Thanks, Umi-kun!\The 666 Mystery Play Ticket\Nakano TMM Theatre Main Theatre\Komaba-seidaimae Station\Bouldering?\Oh, you mean that wall-climbing thing? response:	Yep. Also known as free climbing.
context: Yeah.\Really? Thanks, Umi-kun!\The 666 Mystery Play Ticket\Nakano TMM Theatre Main Theatre\Komaba-seidaimae Station\Bouldering?\Oh, you mean that wall-climbing thing?\Yep. Also known as free climbing. response:	Hence the sportswear?
context: Really? Thanks, Umi-kun!\The 666 Mystery Play Ticket\Nakano TMM Theatre Main Theatre\Komaba-seidaimae Station\Bouldering?\Oh, you mean that wall-climbing thing?\Yep. Also known as free climbing.\Hence the sportswear? response:	Sasa-pai took me once, and I got hooked.
context: The 666 Mystery Play Ticket\Nakano TMM Theatre Main Theatre\Komaba-seidaimae Station\Bouldering?\Oh, you mean that wall-climbing thing?\Yep. Also known as free climbing.\Hence the sportswear?\Sasa-pai took me once, and I got hooked. response:	Let's just call it making up for the exercise we're missing.
context: Nakano TMM Theatre Main Theatre\Komaba-seidaimae Station\Bouldering?\Oh, you mean that wall-climbing thing?\Yep. Also known as free climbing.\Hence the sportswear?\Sasa-pai took me once, and I got hooked.\Let's just call it making up for the exercise we're missing. response:	Anyway, I'm gonna go look for my girlfriend.
context: Komaba-seidaimae Station\Bouldering?\Oh, you mean that wall-climbing thing?\Yep. Also known as free climbing.\Hence the sportswear?\Sasa-pai took me once, and I got hooked.\Let's just call it making up for the exercise we're missing.\Anyway, I'm gonna go look for my girlfriend. response:	O-Okay.
context: Bouldering?\Oh, you mean that wall-climbing thing?\Yep. Also known as free climbing.\Hence the sportswear?\Sasa-pai took me once, and I got hooked.\Let's just call it making up for the exercise we're missing.\Anyway, I'm gonna go look for my girlfriend.\O-Okay. response:	I still can't believe he has a girlfriend.
context: Oh, you mean that wall-climbing thing?\Yep. Also known as free climbing.\Hence the sportswear?\Sasa-pai took me once, and I got hooked.\Let's just call it making up for the exercise we're missing.\Anyway, I'm gonna go look for my girlfriend.\O-Okay.\I still can't believe he has a girlfriend. response:	Look! You can see!
context: Yep. Also known as free climbing.\Hence the sportswear?\Sasa-pai took me once, and I got hooked.\Let's just call it making up for the exercise we're missing.\Anyway, I'm gonna go look for my girlfriend.\O-Okay.\I still can't believe he has a girlfriend.\Look! You can see! response:	Gulp
context: Hence the sportswear?\Sasa-pai took me once, and I got hooked.\Let's just call it making up for the exercise we're missing.\Anyway, I'm gonna go look for my girlfriend.\O-Okay.\I still can't believe he has a girlfriend.\Look! You can see!\Gulp response:	Seriously, he's not exactly a ladies' man.
context: Sasa-pai took me once, and I got hooked.\Let's just call it making up for the exercise we're missing.\Anyway, I'm gonna go look for my girlfriend.\O-Okay.\I still can't believe he has a girlfriend.\Look! You can see!\Gulp\Seriously, he's not exactly a ladies' man. response:	Hump Hump
context: Let's just call it making up for the exercise we're missing.\Anyway, I'm gonna go look for my girlfriend.\O-Okay.\I still can't believe he has a girlfriend.\Look! You can see!\Gulp\Seriously, he's not exactly a ladies' man.\Hump Hump response:	Yikes
context: Anyway, I'm gonna go look for my girlfriend.\O-Okay.\I still can't believe he has a girlfriend.\Look! You can see!\Gulp\Seriously, he's not exactly a ladies' man.\Hump Hump\Yikes response:	But he beat me to the punch!
context: O-Okay.\I still can't believe he has a girlfriend.\Look! You can see!\Gulp\Seriously, he's not exactly a ladies' man.\Hump Hump\Yikes\But he beat me to the punch! response:	A Rental
context: I still can't believe he has a girlfriend.\Look! You can see!\Gulp\Seriously, he's not exactly a ladies' man.\Hump Hump\Yikes\But he beat me to the punch!\A Rental response:	Hey! We're here now!
context: Look! You can see!\Gulp\Seriously, he's not exactly a ladies' man.\Hump Hump\Yikes\But he beat me to the punch!\A Rental\Hey! We're here now! response:	Huh?
context: Gulp\Seriously, he's not exactly a ladies' man.\Hump Hump\Yikes\But he beat me to the punch!\A Rental\Hey! We're here now!\Huh? response:	What?!
context: Seriously, he's not exactly a ladies' man.\Hump Hump\Yikes\But he beat me to the punch!\A Rental\Hey! We're here now!\Huh?\What?! response:	This is Sarashina Ruka-chan.
context: Hump Hump\Yikes\But he beat me to the punch!\A Rental\Hey! We're here now!\Huh?\What?!\This is Sarashina Ruka-chan. response:	Nice to meet you.
context: Yikes\But he beat me to the punch!\A Rental\Hey! We're here now!\Huh?\What?!\This is Sarashina Ruka-chan.\Nice to meet you. response:	Nice to meet you.
context: But he beat me to the punch!\A Rental\Hey! We're here now!\Huh?\What?!\This is Sarashina Ruka-chan.\Nice to meet you.\Nice to meet you. response:	Wha... Wait!
context: A Rental\Hey! We're here now!\Huh?\What?!\This is Sarashina Ruka-chan.\Nice to meet you.\Nice to meet you.\Wha... Wait! response:	Perv!
context: Hey! We're here now!\Huh?\What?!\This is Sarashina Ruka-chan.\Nice to meet you.\Nice to meet you.\Wha... Wait!\Perv! response:	A-Aren't you that girl I ran into the other day?
context: Huh?\What?!\This is Sarashina Ruka-chan.\Nice to meet you.\Nice to meet you.\Wha... Wait!\Perv!\A-Aren't you that girl I ran into the other day? response:	What? Really?
context: What?!\This is Sarashina Ruka-chan.\Nice to meet you.\Nice to meet you.\Wha... Wait!\Perv!\A-Aren't you that girl I ran into the other day?\What? Really? response:	Y-Yes.
context: This is Sarashina Ruka-chan.\Nice to meet you.\Nice to meet you.\Wha... Wait!\Perv!\A-Aren't you that girl I ran into the other day?\What? Really?\Y-Yes. response:	That's funny! You've really got it going on, man!
context: Nice to meet you.\Nice to meet you.\Wha... Wait!\Perv!\A-Aren't you that girl I ran into the other day?\What? Really?\Y-Yes.\That's funny! You've really got it going on, man! response:	Got what?!
context: Nice to meet you.\Wha... Wait!\Perv!\A-Aren't you that girl I ran into the other day?\What? Really?\Y-Yes.\That's funny! You've really got it going on, man!\Got what?! response:	What the heck? She seems completely different!
context: Wha... Wait!\Perv!\A-Aren't you that girl I ran into the other day?\What? Really?\Y-Yes.\That's funny! You've really got it going on, man!\Got what?!\What the heck? She seems completely different! response:	Damn, look at her fine features!
context: Perv!\A-Aren't you that girl I ran into the other day?\What? Really?\Y-Yes.\That's funny! You've really got it going on, man!\Got what?!\What the heck? She seems completely different!\Damn, look at her fine features! response:	Long legs, too.
context: A-Aren't you that girl I ran into the other day?\What? Really?\Y-Yes.\That's funny! You've really got it going on, man!\Got what?!\What the heck? She seems completely different!\Damn, look at her fine features!\Long legs, too. response:	She's a hottie on equal footing with Mizuhara!
context: What? Really?\Y-Yes.\That's funny! You've really got it going on, man!\Got what?!\What the heck? She seems completely different!\Damn, look at her fine features!\Long legs, too.\She's a hottie on equal footing with Mizuhara! response:	No wonder he wanted to go on a double date.
context: Y-Yes.\That's funny! You've really got it going on, man!\Got what?!\What the heck? She seems completely different!\Damn, look at her fine features!\Long legs, too.\She's a hottie on equal footing with Mizuhara!\No wonder he wanted to go on a double date. response:	Glare
context: That's funny! You've really got it going on, man!\Got what?!\What the heck? She seems completely different!\Damn, look at her fine features!\Long legs, too.\She's a hottie on equal footing with Mizuhara!\No wonder he wanted to go on a double date.\Glare response:	Glare...
context: Got what?!\What the heck? She seems completely different!\Damn, look at her fine features!\Long legs, too.\She's a hottie on equal footing with Mizuhara!\No wonder he wanted to go on a double date.\Glare\Glare... response:	Wh-What?
context: What the heck? She seems completely different!\Damn, look at her fine features!\Long legs, too.\She's a hottie on equal footing with Mizuhara!\No wonder he wanted to go on a double date.\Glare\Glare...\Wh-What? response:	Nothing.
context: Damn, look at her fine features!\Long legs, too.\She's a hottie on equal footing with Mizuhara!\No wonder he wanted to go on a double date.\Glare\Glare...\Wh-What?\Nothing. response:	Goal
context: Long legs, too.\She's a hottie on equal footing with Mizuhara!\No wonder he wanted to go on a double date.\Glare\Glare...\Wh-What?\Nothing.\Goal response:	Then you grab the goal with both hands.
context: She's a hottie on equal footing with Mizuhara!\No wonder he wanted to go on a double date.\Glare\Glare...\Wh-What?\Nothing.\Goal\Then you grab the goal with both hands. response:	That's about it.
context: No wonder he wanted to go on a double date.\Glare\Glare...\Wh-What?\Nothing.\Goal\Then you grab the goal with both hands.\That's about it. response:	Wow!
context: Glare\Glare...\Wh-What?\Nothing.\Goal\Then you grab the goal with both hands.\That's about it.\Wow! response:	He totally brought us here to show off!
context: Glare...\Wh-What?\Nothing.\Goal\Then you grab the goal with both hands.\That's about it.\Wow!\He totally brought us here to show off! response:	Okay, let's all try it together now.
