context: Byousoku 5 Centimeters response:	Chapter 1
context: We eventually started commuting to the same secondary school.\We would be together from then onwards\For some reason, that's what I thought.\Shinjuku, Shinjuku. This is a terminal station.\Disembarking passengers,\please transfer to the subway JR line and Keiou line.\It was my first time coming to Shinjuku station by myself.\It would also be my first time taking the railway lines from here onwards. response:	My heart was beating quickly.
context: We would be together from then onwards\For some reason, that's what I thought.\Shinjuku, Shinjuku. This is a terminal station.\Disembarking passengers,\please transfer to the subway JR line and Keiou line.\It was my first time coming to Shinjuku station by myself.\It would also be my first time taking the railway lines from here onwards.\My heart was beating quickly. response:	I will be meeting Akari after this.
context: For some reason, that's what I thought.\Shinjuku, Shinjuku. This is a terminal station.\Disembarking passengers,\please transfer to the subway JR line and Keiou line.\It was my first time coming to Shinjuku station by myself.\It would also be my first time taking the railway lines from here onwards.\My heart was beating quickly.\I will be meeting Akari after this. response:	The guy from before, how was he?
context: Shinjuku, Shinjuku. This is a terminal station.\Disembarking passengers,\please transfer to the subway JR line and Keiou line.\It was my first time coming to Shinjuku station by myself.\It would also be my first time taking the railway lines from here onwards.\My heart was beating quickly.\I will be meeting Akari after this.\The guy from before, how was he? response:	Who?
context: Disembarking passengers,\please transfer to the subway JR line and Keiou line.\It was my first time coming to Shinjuku station by myself.\It would also be my first time taking the railway lines from here onwards.\My heart was beating quickly.\I will be meeting Akari after this.\The guy from before, how was he?\Who? response:	You know, that guy from Nisshou!
context: please transfer to the subway JR line and Keiou line.\It was my first time coming to Shinjuku station by myself.\It would also be my first time taking the railway lines from here onwards.\My heart was beating quickly.\I will be meeting Akari after this.\The guy from before, how was he?\Who?\You know, that guy from Nisshou! response:	Eehhh? Don't you think that's bad taste?
context: It was my first time coming to Shinjuku station by myself.\It would also be my first time taking the railway lines from here onwards.\My heart was beating quickly.\I will be meeting Akari after this.\The guy from before, how was he?\Who?\You know, that guy from Nisshou!\Eehhh? Don't you think that's bad taste? response:	We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?
context: It would also be my first time taking the railway lines from here onwards.\My heart was beating quickly.\I will be meeting Akari after this.\The guy from before, how was he?\Who?\You know, that guy from Nisshou!\Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste? response:	We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.
context: My heart was beating quickly.\I will be meeting Akari after this.\The guy from before, how was he?\Who?\You know, that guy from Nisshou!\Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. response:	At the next station Musashiurawa, we will be waiting for the express train...
context: I will be meeting Akari after this.\The guy from before, how was he?\Who?\You know, that guy from Nisshou!\Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.\At the next station Musashiurawa, we will be waiting for the express train... response:	In order to await the arrival of the express, this train will be stopping here for four minutes.
context: The guy from before, how was he?\Who?\You know, that guy from Nisshou!\Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.\At the next station Musashiurawa, we will be waiting for the express train...\In order to await the arrival of the express, this train will be stopping here for four minutes. response:	Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...
context: Who?\You know, that guy from Nisshou!\Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.\At the next station Musashiurawa, we will be waiting for the express train...\In order to await the arrival of the express, this train will be stopping here for four minutes.\Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to... response:	Uhm... it's Shinohara here.
context: You know, that guy from Nisshou!\Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.\At the next station Musashiurawa, we will be waiting for the express train...\In order to await the arrival of the express, this train will be stopping here for four minutes.\Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...\Uhm... it's Shinohara here. response:	Uhm... is Takaki-kun there?
context: Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.\At the next station Musashiurawa, we will be waiting for the express train...\In order to await the arrival of the express, this train will be stopping here for four minutes.\Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...\Uhm... it's Shinohara here.\Uhm... is Takaki-kun there? response:	It's Akari-chan.
context: We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa. Eehhh? Don't you think that's bad taste?\We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.\At the next station Musashiurawa, we will be waiting for the express train...\In order to await the arrival of the express, this train will be stopping here for four minutes.\Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...\Uhm... it's Shinohara here.\Uhm... is Takaki-kun there?\It's Akari-chan. response:	Huh? Transferring?
context: We will be arriving at Musashiurawa shortly. Repeat: Musashiurawa.\At the next station Musashiurawa, we will be waiting for the express train...\In order to await the arrival of the express, this train will be stopping here for four minutes.\Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...\Uhm... it's Shinohara here.\Uhm... is Takaki-kun there?\It's Akari-chan.\Huh? Transferring? response:	What about Nishi Secondary? We worked so hard to get accepted.
context: At the next station Musashiurawa, we will be waiting for the express train...\In order to await the arrival of the express, this train will be stopping here for four minutes.\Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...\Uhm... it's Shinohara here.\Uhm... is Takaki-kun there?\It's Akari-chan.\Huh? Transferring?\What about Nishi Secondary? We worked so hard to get accepted. response:	They say I have to go to Tochigi Public...
context: In order to await the arrival of the express, this train will be stopping here for four minutes.\Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...\Uhm... it's Shinohara here.\Uhm... is Takaki-kun there?\It's Akari-chan.\Huh? Transferring?\What about Nishi Secondary? We worked so hard to get accepted.\They say I have to go to Tochigi Public... response:	I'm sorry...
context: Customers who are in a hurry to reach Yonohonmachi and Oomiya are advised to...\Uhm... it's Shinohara here.\Uhm... is Takaki-kun there?\It's Akari-chan.\Huh? Transferring?\What about Nishi Secondary? We worked so hard to get accepted.\They say I have to go to Tochigi Public...\I'm sorry... response:	No... it's not something you need to apologize about...
context: Uhm... it's Shinohara here.\Uhm... is Takaki-kun there?\It's Akari-chan.\Huh? Transferring?\What about Nishi Secondary? We worked so hard to get accepted.\They say I have to go to Tochigi Public...\I'm sorry...\No... it's not something you need to apologize about... response:	I told them to let me commute from Aunt Katsushika's place, but...
context: Uhm... is Takaki-kun there?\It's Akari-chan.\Huh? Transferring?\What about Nishi Secondary? We worked so hard to get accepted.\They say I have to go to Tochigi Public...\I'm sorry...\No... it's not something you need to apologize about...\I told them to let me commute from Aunt Katsushika's place, but... response:	they told me I couldn't do it until I was older...
context: It's Akari-chan.\Huh? Transferring?\What about Nishi Secondary? We worked so hard to get accepted.\They say I have to go to Tochigi Public...\I'm sorry...\No... it's not something you need to apologize about...\I told them to let me commute from Aunt Katsushika's place, but...\they told me I couldn't do it until I was older... response:	I got it.
context: Huh? Transferring?\What about Nishi Secondary? We worked so hard to get accepted.\They say I have to go to Tochigi Public...\I'm sorry...\No... it's not something you need to apologize about...\I told them to let me commute from Aunt Katsushika's place, but...\they told me I couldn't do it until I was older...\I got it. response:	It's alright.
context: What about Nishi Secondary? We worked so hard to get accepted.\They say I have to go to Tochigi Public...\I'm sorry...\No... it's not something you need to apologize about...\I told them to let me commute from Aunt Katsushika's place, but...\they told me I couldn't do it until I was older...\I got it.\It's alright. response:	It's OK...
context: They say I have to go to Tochigi Public...\I'm sorry...\No... it's not something you need to apologize about...\I told them to let me commute from Aunt Katsushika's place, but...\they told me I couldn't do it until I was older...\I got it.\It's alright.\It's OK... response:	I'm sorry...
context: I'm sorry...\No... it's not something you need to apologize about...\I told them to let me commute from Aunt Katsushika's place, but...\they told me I couldn't do it until I was older...\I got it.\It's alright.\It's OK...\I'm sorry... response:	I was pushing so hard on the telephone receiver that my ears hurt.
context: No... it's not something you need to apologize about...\I told them to let me commute from Aunt Katsushika's place, but...\they told me I couldn't do it until I was older...\I got it.\It's alright.\It's OK...\I'm sorry...\I was pushing so hard on the telephone receiver that my ears hurt. response:	I understood perfectly that Akari had been hurt, but...
context: I told them to let me commute from Aunt Katsushika's place, but...\they told me I couldn't do it until I was older...\I got it.\It's alright.\It's OK...\I'm sorry...\I was pushing so hard on the telephone receiver that my ears hurt.\I understood perfectly that Akari had been hurt, but... response:	I couldn't do anything about it.
context: they told me I couldn't do it until I was older...\I got it.\It's alright.\It's OK...\I'm sorry...\I was pushing so hard on the telephone receiver that my ears hurt.\I understood perfectly that Akari had been hurt, but...\I couldn't do anything about it. response:	At the transfer station's terminal, it started to become crowded with people returning home from work.
context: I got it.\It's alright.\It's OK...\I'm sorry...\I was pushing so hard on the telephone receiver that my ears hurt.\I understood perfectly that Akari had been hurt, but...\I couldn't do anything about it.\At the transfer station's terminal, it started to become crowded with people returning home from work. response:	Everyone's shoes were wet from soaking in the water from the snow.
context: It's alright.\It's OK...\I'm sorry...\I was pushing so hard on the telephone receiver that my ears hurt.\I understood perfectly that Akari had been hurt, but...\I couldn't do anything about it.\At the transfer station's terminal, it started to become crowded with people returning home from work.\Everyone's shoes were wet from soaking in the water from the snow. response:	The air was...
context: It's OK...\I'm sorry...\I was pushing so hard on the telephone receiver that my ears hurt.\I understood perfectly that Akari had been hurt, but...\I couldn't do anything about it.\At the transfer station's terminal, it started to become crowded with people returning home from work.\Everyone's shoes were wet from soaking in the water from the snow.\The air was... response:	infused with the unique smell of a snowy day in a city, and was cold.
context: I'm sorry...\I was pushing so hard on the telephone receiver that my ears hurt.\I understood perfectly that Akari had been hurt, but...\I couldn't do anything about it.\At the transfer station's terminal, it started to become crowded with people returning home from work.\Everyone's shoes were wet from soaking in the water from the snow.\The air was...\infused with the unique smell of a snowy day in a city, and was cold. response:	Attention please, all passengers.
context: I was pushing so hard on the telephone receiver that my ears hurt.\I understood perfectly that Akari had been hurt, but...\I couldn't do anything about it.\At the transfer station's terminal, it started to become crowded with people returning home from work.\Everyone's shoes were wet from soaking in the water from the snow.\The air was...\infused with the unique smell of a snowy day in a city, and was cold.\Attention please, all passengers. response:	The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,
context: I understood perfectly that Akari had been hurt, but...\I couldn't do anything about it.\At the transfer station's terminal, it started to become crowded with people returning home from work.\Everyone's shoes were wet from soaking in the water from the snow.\The air was...\infused with the unique smell of a snowy day in a city, and was cold.\Attention please, all passengers.\The train on the Utsunomiya line, headed towards Koyama and Utsunomiya, response:	will be arriving around 8 minutes late due to the snow.
context: I couldn't do anything about it.\At the transfer station's terminal, it started to become crowded with people returning home from work.\Everyone's shoes were wet from soaking in the water from the snow.\The air was...\infused with the unique smell of a snowy day in a city, and was cold.\Attention please, all passengers.\The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,\will be arriving around 8 minutes late due to the snow. response:	We offer our sincerest apologies to passengers who are in a hurry.
context: At the transfer station's terminal, it started to become crowded with people returning home from work.\Everyone's shoes were wet from soaking in the water from the snow.\The air was...\infused with the unique smell of a snowy day in a city, and was cold.\Attention please, all passengers.\The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,\will be arriving around 8 minutes late due to the snow.\We offer our sincerest apologies to passengers who are in a hurry. response:	Until that moment, the possibility that the trains could be delayed
context: Everyone's shoes were wet from soaking in the water from the snow.\The air was...\infused with the unique smell of a snowy day in a city, and was cold.\Attention please, all passengers.\The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,\will be arriving around 8 minutes late due to the snow.\We offer our sincerest apologies to passengers who are in a hurry.\Until that moment, the possibility that the trains could be delayed response:	had not even crossed my mind.
context: The air was...\infused with the unique smell of a snowy day in a city, and was cold.\Attention please, all passengers.\The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,\will be arriving around 8 minutes late due to the snow.\We offer our sincerest apologies to passengers who are in a hurry.\Until that moment, the possibility that the trains could be delayed\had not even crossed my mind. response:	My uneasiness suddenly increased.
context: infused with the unique smell of a snowy day in a city, and was cold.\Attention please, all passengers.\The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,\will be arriving around 8 minutes late due to the snow.\We offer our sincerest apologies to passengers who are in a hurry.\Until that moment, the possibility that the trains could be delayed\had not even crossed my mind.\My uneasiness suddenly increased. response:	Due to the snow, this train is currently around 10 minutes late.
context: Attention please, all passengers.\The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,\will be arriving around 8 minutes late due to the snow.\We offer our sincerest apologies to passengers who are in a hurry.\Until that moment, the possibility that the trains could be delayed\had not even crossed my mind.\My uneasiness suddenly increased.\Due to the snow, this train is currently around 10 minutes late. response:	Our sincerest apologies to those who were in a hurry to catch this train.
context: The train on the Utsunomiya line, headed towards Koyama and Utsunomiya,\will be arriving around 8 minutes late due to the snow.\We offer our sincerest apologies to passengers who are in a hurry.\Until that moment, the possibility that the trains could be delayed\had not even crossed my mind.\My uneasiness suddenly increased.\Due to the snow, this train is currently around 10 minutes late.\Our sincerest apologies to those who were in a hurry to catch this train. response:	A little while after we passed Oomiya station,
context: will be arriving around 8 minutes late due to the snow.\We offer our sincerest apologies to passengers who are in a hurry.\Until that moment, the possibility that the trains could be delayed\had not even crossed my mind.\My uneasiness suddenly increased.\Due to the snow, this train is currently around 10 minutes late.\Our sincerest apologies to those who were in a hurry to catch this train.\A little while after we passed Oomiya station, response:	in the blink of an eye, the buildings in the scenery became sparse.
context: We offer our sincerest apologies to passengers who are in a hurry.\Until that moment, the possibility that the trains could be delayed\had not even crossed my mind.\My uneasiness suddenly increased.\Due to the snow, this train is currently around 10 minutes late.\Our sincerest apologies to those who were in a hurry to catch this train.\A little while after we passed Oomiya station,\in the blink of an eye, the buildings in the scenery became sparse. response:	The next stop is Kuki, Kuki.
context: Until that moment, the possibility that the trains could be delayed\had not even crossed my mind.\My uneasiness suddenly increased.\Due to the snow, this train is currently around 10 minutes late.\Our sincerest apologies to those who were in a hurry to catch this train.\A little while after we passed Oomiya station,\in the blink of an eye, the buildings in the scenery became sparse.\The next stop is Kuki, Kuki. response:	Our sincerest apologies for the late arrival to this station.
context: had not even crossed my mind.\My uneasiness suddenly increased.\Due to the snow, this train is currently around 10 minutes late.\Our sincerest apologies to those who were in a hurry to catch this train.\A little while after we passed Oomiya station,\in the blink of an eye, the buildings in the scenery became sparse.\The next stop is Kuki, Kuki.\Our sincerest apologies for the late arrival to this station. response:	Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.
context: My uneasiness suddenly increased.\Due to the snow, this train is currently around 10 minutes late.\Our sincerest apologies to those who were in a hurry to catch this train.\A little while after we passed Oomiya station,\in the blink of an eye, the buildings in the scenery became sparse.\The next stop is Kuki, Kuki.\Our sincerest apologies for the late arrival to this station.\Passengers transferring to the Toubuisezaki line, please approach the number 5 exit. response:	Due to the following train being delayed,
context: Due to the snow, this train is currently around 10 minutes late.\Our sincerest apologies to those who were in a hurry to catch this train.\A little while after we passed Oomiya station,\in the blink of an eye, the buildings in the scenery became sparse.\The next stop is Kuki, Kuki.\Our sincerest apologies for the late arrival to this station.\Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.\Due to the following train being delayed, response:	this train will be temporarily stopping here for 10 minutes.
context: Our sincerest apologies to those who were in a hurry to catch this train.\A little while after we passed Oomiya station,\in the blink of an eye, the buildings in the scenery became sparse.\The next stop is Kuki, Kuki.\Our sincerest apologies for the late arrival to this station.\Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes. response:	We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,
context: A little while after we passed Oomiya station,\in the blink of an eye, the buildings in the scenery became sparse.\The next stop is Kuki, Kuki.\Our sincerest apologies for the late arrival to this station.\Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry, response:	but please wait here for a while.
context: in the blink of an eye, the buildings in the scenery became sparse.\The next stop is Kuki, Kuki.\Our sincerest apologies for the late arrival to this station.\Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,\but please wait here for a while. response:	I'm sorry.
context: The next stop is Kuki, Kuki.\Our sincerest apologies for the late arrival to this station.\Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,\but please wait here for a while.\I'm sorry. response:	Due to the following train being delayed,
context: Our sincerest apologies for the late arrival to this station.\Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,\but please wait here for a while.\I'm sorry.\Due to the following train being delayed, response:	this train will be temporarily stopping here for 10 minutes.
context: Passengers transferring to the Toubuisezaki line, please approach the number 5 exit.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,\but please wait here for a while.\I'm sorry.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes. response:	We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...
context: Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,\but please wait here for a while.\I'm sorry.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry... response:	Nogi, Nogi...
context: this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,\but please wait here for a while.\I'm sorry.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...\Nogi, Nogi... response:	We offer our sincerest apologies to our passengers,
context: We offer our sincerest apologies for the trouble we are causing to passengers in a hurry,\but please wait here for a while.\I'm sorry.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...\Nogi, Nogi...\We offer our sincerest apologies to our passengers, response:	Due to delays in the following train, this train will be temporarily stopping here...
context: but please wait here for a while.\I'm sorry.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...\Nogi, Nogi...\We offer our sincerest apologies to our passengers,\Due to delays in the following train, this train will be temporarily stopping here... response:	We appreciate the difficulty that this is causing for passengers in a hurry...
context: I'm sorry.\Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...\Nogi, Nogi...\We offer our sincerest apologies to our passengers,\Due to delays in the following train, this train will be temporarily stopping here...\We appreciate the difficulty that this is causing for passengers in a hurry... response:	The time it took to go from station to station was unbelievably long.
context: Due to the following train being delayed,\this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...\Nogi, Nogi...\We offer our sincerest apologies to our passengers,\Due to delays in the following train, this train will be temporarily stopping here...\We appreciate the difficulty that this is causing for passengers in a hurry...\The time it took to go from station to station was unbelievably long. response:	And the train stopped at each station for an unbelievably long time.
context: this train will be temporarily stopping here for 10 minutes.\We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...\Nogi, Nogi...\We offer our sincerest apologies to our passengers,\Due to delays in the following train, this train will be temporarily stopping here...\We appreciate the difficulty that this is causing for passengers in a hurry...\The time it took to go from station to station was unbelievably long.\And the train stopped at each station for an unbelievably long time. response:	The invisible winter wasteland outside the window,
context: We offer our sincerest apologies for the trouble we are causing to passengers in a hurry...\Nogi, Nogi...\We offer our sincerest apologies to our passengers,\Due to delays in the following train, this train will be temporarily stopping here...\We appreciate the difficulty that this is causing for passengers in a hurry...\The time it took to go from station to station was unbelievably long.\And the train stopped at each station for an unbelievably long time.\The invisible winter wasteland outside the window, response:	the flowing away of time, the painful hunger,
context: Nogi, Nogi...\We offer our sincerest apologies to our passengers,\Due to delays in the following train, this train will be temporarily stopping here...\We appreciate the difficulty that this is causing for passengers in a hurry...\The time it took to go from station to station was unbelievably long.\And the train stopped at each station for an unbelievably long time.\The invisible winter wasteland outside the window,\the flowing away of time, the painful hunger, response:	all these things gradually wore down my heart.
context: We offer our sincerest apologies to our passengers,\Due to delays in the following train, this train will be temporarily stopping here...\We appreciate the difficulty that this is causing for passengers in a hurry...\The time it took to go from station to station was unbelievably long.\And the train stopped at each station for an unbelievably long time.\The invisible winter wasteland outside the window,\the flowing away of time, the painful hunger,\all these things gradually wore down my heart. response:	The promised time came and went.
context: Due to delays in the following train, this train will be temporarily stopping here...\We appreciate the difficulty that this is causing for passengers in a hurry...\The time it took to go from station to station was unbelievably long.\And the train stopped at each station for an unbelievably long time.\The invisible winter wasteland outside the window,\the flowing away of time, the painful hunger,\all these things gradually wore down my heart.\The promised time came and went. response:	By this time, Akari must have started worrying.
context: We appreciate the difficulty that this is causing for passengers in a hurry...\The time it took to go from station to station was unbelievably long.\And the train stopped at each station for an unbelievably long time.\The invisible winter wasteland outside the window,\the flowing away of time, the painful hunger,\all these things gradually wore down my heart.\The promised time came and went.\By this time, Akari must have started worrying. response:	On that day... that day the phone call came,
context: The time it took to go from station to station was unbelievably long.\And the train stopped at each station for an unbelievably long time.\The invisible winter wasteland outside the window,\the flowing away of time, the painful hunger,\all these things gradually wore down my heart.\The promised time came and went.\By this time, Akari must have started worrying.\On that day... that day the phone call came, response:	The fact that I could not offer Akari even a single word of kindness,
context: And the train stopped at each station for an unbelievably long time.\The invisible winter wasteland outside the window,\the flowing away of time, the painful hunger,\all these things gradually wore down my heart.\The promised time came and went.\By this time, Akari must have started worrying.\On that day... that day the phone call came,\The fact that I could not offer Akari even a single word of kindness, response:	even though she was beset by a far greater sadness than I was,
context: The invisible winter wasteland outside the window,\the flowing away of time, the painful hunger,\all these things gradually wore down my heart.\The promised time came and went.\By this time, Akari must have started worrying.\On that day... that day the phone call came,\The fact that I could not offer Akari even a single word of kindness,\even though she was beset by a far greater sadness than I was, response:	is something that I was very ashamed of.
context: the flowing away of time, the painful hunger,\all these things gradually wore down my heart.\The promised time came and went.\By this time, Akari must have started worrying.\On that day... that day the phone call came,\The fact that I could not offer Akari even a single word of kindness,\even though she was beset by a far greater sadness than I was,\is something that I was very ashamed of. response:	So...
context: all these things gradually wore down my heart.\The promised time came and went.\By this time, Akari must have started worrying.\On that day... that day the phone call came,\The fact that I could not offer Akari even a single word of kindness,\even though she was beset by a far greater sadness than I was,\is something that I was very ashamed of.\So... response:	it's goodbye for us today.
context: The promised time came and went.\By this time, Akari must have started worrying.\On that day... that day the phone call came,\The fact that I could not offer Akari even a single word of kindness,\even though she was beset by a far greater sadness than I was,\is something that I was very ashamed of.\So...\it's goodbye for us today. response:	Akari's first letter arrived half a year after that.
context: By this time, Akari must have started worrying.\On that day... that day the phone call came,\The fact that I could not offer Akari even a single word of kindness,\even though she was beset by a far greater sadness than I was,\is something that I was very ashamed of.\So...\it's goodbye for us today.\Akari's first letter arrived half a year after that. response:	During the summer of my first secondary year.
context: On that day... that day the phone call came,\The fact that I could not offer Akari even a single word of kindness,\even though she was beset by a far greater sadness than I was,\is something that I was very ashamed of.\So...\it's goodbye for us today.\Akari's first letter arrived half a year after that.\During the summer of my first secondary year. response:	I remember everything she wrote in that letter.
context: The fact that I could not offer Akari even a single word of kindness,\even though she was beset by a far greater sadness than I was,\is something that I was very ashamed of.\So...\it's goodbye for us today.\Akari's first letter arrived half a year after that.\During the summer of my first secondary year.\I remember everything she wrote in that letter. response:	2 weeks before today, the promised date,
context: even though she was beset by a far greater sadness than I was,\is something that I was very ashamed of.\So...\it's goodbye for us today.\Akari's first letter arrived half a year after that.\During the summer of my first secondary year.\I remember everything she wrote in that letter.\2 weeks before today, the promised date, response:	I wrote the letter that I was going to give her in person.
context: is something that I was very ashamed of.\So...\it's goodbye for us today.\Akari's first letter arrived half a year after that.\During the summer of my first secondary year.\I remember everything she wrote in that letter.\2 weeks before today, the promised date,\I wrote the letter that I was going to give her in person. response:	In truth, I had a lot of them.
context: So...\it's goodbye for us today.\Akari's first letter arrived half a year after that.\During the summer of my first secondary year.\I remember everything she wrote in that letter.\2 weeks before today, the promised date,\I wrote the letter that I was going to give her in person.\In truth, I had a lot of them. response:	We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.
context: it's goodbye for us today.\Akari's first letter arrived half a year after that.\During the summer of my first secondary year.\I remember everything she wrote in that letter.\2 weeks before today, the promised date,\I wrote the letter that I was going to give her in person.\In truth, I had a lot of them.\We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya. response:	Koyama, Koyama...
context: Akari's first letter arrived half a year after that.\During the summer of my first secondary year.\I remember everything she wrote in that letter.\2 weeks before today, the promised date,\I wrote the letter that I was going to give her in person.\In truth, I had a lot of them.\We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.\Koyama, Koyama... response:	Passengers using the Touho bullet train, please transfer here.
context: During the summer of my first secondary year.\I remember everything she wrote in that letter.\2 weeks before today, the promised date,\I wrote the letter that I was going to give her in person.\In truth, I had a lot of them.\We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.\Koyama, Koyama...\Passengers using the Touho bullet train, please transfer here. response:	Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...
context: I remember everything she wrote in that letter.\2 weeks before today, the promised date,\I wrote the letter that I was going to give her in person.\In truth, I had a lot of them.\We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.\Koyama, Koyama...\Passengers using the Touho bullet train, please transfer here.\Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform... response:	Passengers boarding the train headed towards Tokyo, please go to platform 5.
context: 2 weeks before today, the promised date,\I wrote the letter that I was going to give her in person.\In truth, I had a lot of them.\We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.\Koyama, Koyama...\Passengers using the Touho bullet train, please transfer here.\Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...\Passengers boarding the train headed towards Tokyo, please go to platform 5. response:	Attention please, passengers,
context: I wrote the letter that I was going to give her in person.\In truth, I had a lot of them.\We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.\Koyama, Koyama...\Passengers using the Touho bullet train, please transfer here.\Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...\Passengers boarding the train headed towards Tokyo, please go to platform 5.\Attention please, passengers, response:	due to the snow, the Ryoumo line is currently suffering a major operational delay.
context: In truth, I had a lot of them.\We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.\Koyama, Koyama...\Passengers using the Touho bullet train, please transfer here.\Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...\Passengers boarding the train headed towards Tokyo, please go to platform 5.\Attention please, passengers,\due to the snow, the Ryoumo line is currently suffering a major operational delay. response:	We are terribly sorry for the trouble.
