context: akirame wa shinai dare ni mo watasenai response:	kono yume dake wa kakegaenai mono
context: You're really thinking this through.\Rankings, huh.\There's something wrong about stuff like rankings.\There's no point in drawing manga just to get popular.\But manga is for everyone to enjoy, right?\Popularity is important.\You can't draw a good manga if you think like that!\Though since you don't draw any manga, I suppose it has nothing to do with you. response:	Then what's your ideal manga?
context: Rankings, huh.\There's something wrong about stuff like rankings.\There's no point in drawing manga just to get popular.\But manga is for everyone to enjoy, right?\Popularity is important.\You can't draw a good manga if you think like that!\Though since you don't draw any manga, I suppose it has nothing to do with you.\Then what's your ideal manga? response:	To me, manga is a form of self-expression and a fine art.
context: There's something wrong about stuff like rankings.\There's no point in drawing manga just to get popular.\But manga is for everyone to enjoy, right?\Popularity is important.\You can't draw a good manga if you think like that!\Though since you don't draw any manga, I suppose it has nothing to do with you.\Then what's your ideal manga?\To me, manga is a form of self-expression and a fine art. response:	I believe all manga should be thus.
context: There's no point in drawing manga just to get popular.\But manga is for everyone to enjoy, right?\Popularity is important.\You can't draw a good manga if you think like that!\Though since you don't draw any manga, I suppose it has nothing to do with you.\Then what's your ideal manga?\To me, manga is a form of self-expression and a fine art.\I believe all manga should be thus. response:	Fine art, huh?
context: But manga is for everyone to enjoy, right?\Popularity is important.\You can't draw a good manga if you think like that!\Though since you don't draw any manga, I suppose it has nothing to do with you.\Then what's your ideal manga?\To me, manga is a form of self-expression and a fine art.\I believe all manga should be thus.\Fine art, huh? response:	If you do it that way, you'll feel good about yourself, but it won't sell.
context: Popularity is important.\You can't draw a good manga if you think like that!\Though since you don't draw any manga, I suppose it has nothing to do with you.\Then what's your ideal manga?\To me, manga is a form of self-expression and a fine art.\I believe all manga should be thus.\Fine art, huh?\If you do it that way, you'll feel good about yourself, but it won't sell. response:	Jack is a business,
context: You can't draw a good manga if you think like that!\Though since you don't draw any manga, I suppose it has nothing to do with you.\Then what's your ideal manga?\To me, manga is a form of self-expression and a fine art.\I believe all manga should be thus.\Fine art, huh?\If you do it that way, you'll feel good about yourself, but it won't sell.\Jack is a business, response:	so the manga has to appeal to a majority of people.
context: Though since you don't draw any manga, I suppose it has nothing to do with you.\Then what's your ideal manga?\To me, manga is a form of self-expression and a fine art.\I believe all manga should be thus.\Fine art, huh?\If you do it that way, you'll feel good about yourself, but it won't sell.\Jack is a business,\so the manga has to appeal to a majority of people. response:	Isn't it obvious that rankings and sales figures are important?
context: Then what's your ideal manga?\To me, manga is a form of self-expression and a fine art.\I believe all manga should be thus.\Fine art, huh?\If you do it that way, you'll feel good about yourself, but it won't sell.\Jack is a business,\so the manga has to appeal to a majority of people.\Isn't it obvious that rankings and sales figures are important? response:	To try and draw for Jack without understanding that...
context: To me, manga is a form of self-expression and a fine art.\I believe all manga should be thus.\Fine art, huh?\If you do it that way, you'll feel good about yourself, but it won't sell.\Jack is a business,\so the manga has to appeal to a majority of people.\Isn't it obvious that rankings and sales figures are important?\To try and draw for Jack without understanding that... response:	Shiratori, you've gone too far!
context: I believe all manga should be thus.\Fine art, huh?\If you do it that way, you'll feel good about yourself, but it won't sell.\Jack is a business,\so the manga has to appeal to a majority of people.\Isn't it obvious that rankings and sales figures are important?\To try and draw for Jack without understanding that...\Shiratori, you've gone too far! response:	Saiko...
context: Fine art, huh?\If you do it that way, you'll feel good about yourself, but it won't sell.\Jack is a business,\so the manga has to appeal to a majority of people.\Isn't it obvious that rankings and sales figures are important?\To try and draw for Jack without understanding that...\Shiratori, you've gone too far!\Saiko... response:	Please tell us
context: If you do it that way, you'll feel good about yourself, but it won't sell.\Jack is a business,\so the manga has to appeal to a majority of people.\Isn't it obvious that rankings and sales figures are important?\To try and draw for Jack without understanding that...\Shiratori, you've gone too far!\Saiko...\Please tell us response:	your opinion.
context: Jack is a business,\so the manga has to appeal to a majority of people.\Isn't it obvious that rankings and sales figures are important?\To try and draw for Jack without understanding that...\Shiratori, you've gone too far!\Saiko...\Please tell us\your opinion. response:	We are trying to get this to sell.
context: so the manga has to appeal to a majority of people.\Isn't it obvious that rankings and sales figures are important?\To try and draw for Jack without understanding that...\Shiratori, you've gone too far!\Saiko...\Please tell us\your opinion.\We are trying to get this to sell. response:	But that's because we don't have the talent.
context: Isn't it obvious that rankings and sales figures are important?\To try and draw for Jack without understanding that...\Shiratori, you've gone too far!\Saiko...\Please tell us\your opinion.\We are trying to get this to sell.\But that's because we don't have the talent. response:	Parents used to say to their kids... well, maybe they're still saying this...
context: To try and draw for Jack without understanding that...\Shiratori, you've gone too far!\Saiko...\Please tell us\your opinion.\We are trying to get this to sell.\But that's because we don't have the talent.\Parents used to say to their kids... well, maybe they're still saying this... response:	Reading manga makes you stupid.
context: Shiratori, you've gone too far!\Saiko...\Please tell us\your opinion.\We are trying to get this to sell.\But that's because we don't have the talent.\Parents used to say to their kids... well, maybe they're still saying this...\Reading manga makes you stupid. response:	They wouldn't let them read it.
context: Saiko...\Please tell us\your opinion.\We are trying to get this to sell.\But that's because we don't have the talent.\Parents used to say to their kids... well, maybe they're still saying this...\Reading manga makes you stupid.\They wouldn't let them read it. response:	But manga gradually came to be recognized as having cultural value.
context: Please tell us\your opinion.\We are trying to get this to sell.\But that's because we don't have the talent.\Parents used to say to their kids... well, maybe they're still saying this...\Reading manga makes you stupid.\They wouldn't let them read it.\But manga gradually came to be recognized as having cultural value. response:	That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.
context: your opinion.\We are trying to get this to sell.\But that's because we don't have the talent.\Parents used to say to their kids... well, maybe they're still saying this...\Reading manga makes you stupid.\They wouldn't let them read it.\But manga gradually came to be recognized as having cultural value.\That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value. response:	But since we don't have the ability to do that, we have to draw it with popularity in mind.
context: We are trying to get this to sell.\But that's because we don't have the talent.\Parents used to say to their kids... well, maybe they're still saying this...\Reading manga makes you stupid.\They wouldn't let them read it.\But manga gradually came to be recognized as having cultural value.\That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.\But since we don't have the ability to do that, we have to draw it with popularity in mind. response:	I think it's okay for anyone to draw manga like that, in accordance with their abilities.
context: But that's because we don't have the talent.\Parents used to say to their kids... well, maybe they're still saying this...\Reading manga makes you stupid.\They wouldn't let them read it.\But manga gradually came to be recognized as having cultural value.\That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.\But since we don't have the ability to do that, we have to draw it with popularity in mind.\I think it's okay for anyone to draw manga like that, in accordance with their abilities. response:	Yes, everyone should draw in their own way.
context: Parents used to say to their kids... well, maybe they're still saying this...\Reading manga makes you stupid.\They wouldn't let them read it.\But manga gradually came to be recognized as having cultural value.\That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.\But since we don't have the ability to do that, we have to draw it with popularity in mind.\I think it's okay for anyone to draw manga like that, in accordance with their abilities.\Yes, everyone should draw in their own way. response:	Good work, Mashiro.
context: Reading manga makes you stupid.\They wouldn't let them read it.\But manga gradually came to be recognized as having cultural value.\That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.\But since we don't have the ability to do that, we have to draw it with popularity in mind.\I think it's okay for anyone to draw manga like that, in accordance with their abilities.\Yes, everyone should draw in their own way.\Good work, Mashiro. response:	Oh, thanks.
context: They wouldn't let them read it.\But manga gradually came to be recognized as having cultural value.\That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.\But since we don't have the ability to do that, we have to draw it with popularity in mind.\I think it's okay for anyone to draw manga like that, in accordance with their abilities.\Yes, everyone should draw in their own way.\Good work, Mashiro.\Oh, thanks. response:	I didn't know what was going to happen during that argument!
context: But manga gradually came to be recognized as having cultural value.\That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.\But since we don't have the ability to do that, we have to draw it with popularity in mind.\I think it's okay for anyone to draw manga like that, in accordance with their abilities.\Yes, everyone should draw in their own way.\Good work, Mashiro.\Oh, thanks.\I didn't know what was going to happen during that argument! response:	Well, it looks like they're at opposite ends of the spectrum.
context: That's why I think you should draw a manga with content and quality that you wouldn't be ashamed to say has cultural value.\But since we don't have the ability to do that, we have to draw it with popularity in mind.\I think it's okay for anyone to draw manga like that, in accordance with their abilities.\Yes, everyone should draw in their own way.\Good work, Mashiro.\Oh, thanks.\I didn't know what was going to happen during that argument!\Well, it looks like they're at opposite ends of the spectrum. response:	It's hard to say who's right or wrong.
context: But since we don't have the ability to do that, we have to draw it with popularity in mind.\I think it's okay for anyone to draw manga like that, in accordance with their abilities.\Yes, everyone should draw in their own way.\Good work, Mashiro.\Oh, thanks.\I didn't know what was going to happen during that argument!\Well, it looks like they're at opposite ends of the spectrum.\It's hard to say who's right or wrong. response:	Opposites, huh?
context: I think it's okay for anyone to draw manga like that, in accordance with their abilities.\Yes, everyone should draw in their own way.\Good work, Mashiro.\Oh, thanks.\I didn't know what was going to happen during that argument!\Well, it looks like they're at opposite ends of the spectrum.\It's hard to say who's right or wrong.\Opposites, huh? response:	Opposite?!
context: Yes, everyone should draw in their own way.\Good work, Mashiro.\Oh, thanks.\I didn't know what was going to happen during that argument!\Well, it looks like they're at opposite ends of the spectrum.\It's hard to say who's right or wrong.\Opposites, huh?\Opposite?! response:	I could turn this around...
context: Good work, Mashiro.\Oh, thanks.\I didn't know what was going to happen during that argument!\Well, it looks like they're at opposite ends of the spectrum.\It's hard to say who's right or wrong.\Opposites, huh?\Opposite?!\I could turn this around... response:	I was too caught up with the idea of a perfect crime.
context: Oh, thanks.\I didn't know what was going to happen during that argument!\Well, it looks like they're at opposite ends of the spectrum.\It's hard to say who's right or wrong.\Opposites, huh?\Opposite?!\I could turn this around...\I was too caught up with the idea of a perfect crime. response:	If I think along the lines of them not committing real crimes, then...
context: I didn't know what was going to happen during that argument!\Well, it looks like they're at opposite ends of the spectrum.\It's hard to say who's right or wrong.\Opposites, huh?\Opposite?!\I could turn this around...\I was too caught up with the idea of a perfect crime.\If I think along the lines of them not committing real crimes, then... response:	What's he saying?
context: Well, it looks like they're at opposite ends of the spectrum.\It's hard to say who's right or wrong.\Opposites, huh?\Opposite?!\I could turn this around...\I was too caught up with the idea of a perfect crime.\If I think along the lines of them not committing real crimes, then...\What's he saying? response:	I've got it!
context: It's hard to say who's right or wrong.\Opposites, huh?\Opposite?!\I could turn this around...\I was too caught up with the idea of a perfect crime.\If I think along the lines of them not committing real crimes, then...\What's he saying?\I've got it! response:	How about this?!
context: Opposites, huh?\Opposite?!\I could turn this around...\I was too caught up with the idea of a perfect crime.\If I think along the lines of them not committing real crimes, then...\What's he saying?\I've got it!\How about this?! response:	If you put them together, that's morals and truth.
context: Opposite?!\I could turn this around...\I was too caught up with the idea of a perfect crime.\If I think along the lines of them not committing real crimes, then...\What's he saying?\I've got it!\How about this?!\If you put them together, that's morals and truth. response:	They fit the main characters, since they're the opposite of crime.
context: I could turn this around...\I was too caught up with the idea of a perfect crime.\If I think along the lines of them not committing real crimes, then...\What's he saying?\I've got it!\How about this?!\If you put them together, that's morals and truth.\They fit the main characters, since they're the opposite of crime. response:	Doumoto Makoto.
context: I was too caught up with the idea of a perfect crime.\If I think along the lines of them not committing real crimes, then...\What's he saying?\I've got it!\How about this?!\If you put them together, that's morals and truth.\They fit the main characters, since they're the opposite of crime.\Doumoto Makoto. response:	Tokunaga Minoru.
context: If I think along the lines of them not committing real crimes, then...\What's he saying?\I've got it!\How about this?!\If you put them together, that's morals and truth.\They fit the main characters, since they're the opposite of crime.\Doumoto Makoto.\Tokunaga Minoru. response:	And Annojo Mai!
context: What's he saying?\I've got it!\How about this?!\If you put them together, that's morals and truth.\They fit the main characters, since they're the opposite of crime.\Doumoto Makoto.\Tokunaga Minoru.\And Annojo Mai! response:	They're not bad!
context: I've got it!\How about this?!\If you put them together, that's morals and truth.\They fit the main characters, since they're the opposite of crime.\Doumoto Makoto.\Tokunaga Minoru.\And Annojo Mai!\They're not bad! response:	They're kinda cool, even!
context: How about this?!\If you put them together, that's morals and truth.\They fit the main characters, since they're the opposite of crime.\Doumoto Makoto.\Tokunaga Minoru.\And Annojo Mai!\They're not bad!\They're kinda cool, even! response:	They're great. Let's go with that!
context: If you put them together, that's morals and truth.\They fit the main characters, since they're the opposite of crime.\Doumoto Makoto.\Tokunaga Minoru.\And Annojo Mai!\They're not bad!\They're kinda cool, even!\They're great. Let's go with that! response:	You're awesome, Akito!
context: They fit the main characters, since they're the opposite of crime.\Doumoto Makoto.\Tokunaga Minoru.\And Annojo Mai!\They're not bad!\They're kinda cool, even!\They're great. Let's go with that!\You're awesome, Akito! response:	This is what happens when I get a flash of intuition.
context: Doumoto Makoto.\Tokunaga Minoru.\And Annojo Mai!\They're not bad!\They're kinda cool, even!\They're great. Let's go with that!\You're awesome, Akito!\This is what happens when I get a flash of intuition. response:	So what about the title?
context: Tokunaga Minoru.\And Annojo Mai!\They're not bad!\They're kinda cool, even!\They're great. Let's go with that!\You're awesome, Akito!\This is what happens when I get a flash of intuition.\So what about the title? response:	I haven't got that yet.
context: And Annojo Mai!\They're not bad!\They're kinda cool, even!\They're great. Let's go with that!\You're awesome, Akito!\This is what happens when I get a flash of intuition.\So what about the title?\I haven't got that yet. response:	That's disappointing.
context: They're not bad!\They're kinda cool, even!\They're great. Let's go with that!\You're awesome, Akito!\This is what happens when I get a flash of intuition.\So what about the title?\I haven't got that yet.\That's disappointing. response:	Well, we still have a few days before we need to finish.
context: They're kinda cool, even!\They're great. Let's go with that!\You're awesome, Akito!\This is what happens when I get a flash of intuition.\So what about the title?\I haven't got that yet.\That's disappointing.\Well, we still have a few days before we need to finish. response:	It's a perfect manuscript!
context: They're great. Let's go with that!\You're awesome, Akito!\This is what happens when I get a flash of intuition.\So what about the title?\I haven't got that yet.\That's disappointing.\Well, we still have a few days before we need to finish.\It's a perfect manuscript! response:	The story and art are a given, but the protagonist's names are good, too!
context: You're awesome, Akito!\This is what happens when I get a flash of intuition.\So what about the title?\I haven't got that yet.\That's disappointing.\Well, we still have a few days before we need to finish.\It's a perfect manuscript!\The story and art are a given, but the protagonist's names are good, too! response:	And this title
context: This is what happens when I get a flash of intuition.\So what about the title?\I haven't got that yet.\That's disappointing.\Well, we still have a few days before we need to finish.\It's a perfect manuscript!\The story and art are a given, but the protagonist's names are good, too!\And this title response:	Perfect Crime Party.
context: So what about the title?\I haven't got that yet.\That's disappointing.\Well, we still have a few days before we need to finish.\It's a perfect manuscript!\The story and art are a given, but the protagonist's names are good, too!\And this title\Perfect Crime Party. response:	PCP!
context: I haven't got that yet.\That's disappointing.\Well, we still have a few days before we need to finish.\It's a perfect manuscript!\The story and art are a given, but the protagonist's names are good, too!\And this title\Perfect Crime Party.\PCP! response:	The Japanese translation is Perfect Crime Party.
context: That's disappointing.\Well, we still have a few days before we need to finish.\It's a perfect manuscript!\The story and art are a given, but the protagonist's names are good, too!\And this title\Perfect Crime Party.\PCP!\The Japanese translation is Perfect Crime Party. response:	Right!
context: Well, we still have a few days before we need to finish.\It's a perfect manuscript!\The story and art are a given, but the protagonist's names are good, too!\And this title\Perfect Crime Party.\PCP!\The Japanese translation is Perfect Crime Party.\Right! response:	I was watching the news and I thought party as in political party would work well.
context: It's a perfect manuscript!\The story and art are a given, but the protagonist's names are good, too!\And this title\Perfect Crime Party.\PCP!\The Japanese translation is Perfect Crime Party.\Right!\I was watching the news and I thought party as in political party would work well. response:	Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.
context: The story and art are a given, but the protagonist's names are good, too!\And this title\Perfect Crime Party.\PCP!\The Japanese translation is Perfect Crime Party.\Right!\I was watching the news and I thought party as in political party would work well.\Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun. response:	A typical Takagi analysis.
context: And this title\Perfect Crime Party.\PCP!\The Japanese translation is Perfect Crime Party.\Right!\I was watching the news and I thought party as in political party would work well.\Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.\A typical Takagi analysis. response:	The effort you two put into this really shows.
context: Perfect Crime Party.\PCP!\The Japanese translation is Perfect Crime Party.\Right!\I was watching the news and I thought party as in political party would work well.\Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.\A typical Takagi analysis.\The effort you two put into this really shows. response:	Yes! We'll definitely get first place for the first chapter!
context: PCP!\The Japanese translation is Perfect Crime Party.\Right!\I was watching the news and I thought party as in political party would work well.\Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.\A typical Takagi analysis.\The effort you two put into this really shows.\Yes! We'll definitely get first place for the first chapter! response:	We've put everything we possibly could into this to accomplish that!
context: The Japanese translation is Perfect Crime Party.\Right!\I was watching the news and I thought party as in political party would work well.\Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.\A typical Takagi analysis.\The effort you two put into this really shows.\Yes! We'll definitely get first place for the first chapter!\We've put everything we possibly could into this to accomplish that! response:	I think aiming for that with this manuscript is more than reasonable.
context: Right!\I was watching the news and I thought party as in political party would work well.\Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.\A typical Takagi analysis.\The effort you two put into this really shows.\Yes! We'll definitely get first place for the first chapter!\We've put everything we possibly could into this to accomplish that!\I think aiming for that with this manuscript is more than reasonable. response:	The rest depends on Fukuda's one-shot, since that'll be in the issue, too.
context: I was watching the news and I thought party as in political party would work well.\Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.\A typical Takagi analysis.\The effort you two put into this really shows.\Yes! We'll definitely get first place for the first chapter!\We've put everything we possibly could into this to accomplish that!\I think aiming for that with this manuscript is more than reasonable.\The rest depends on Fukuda's one-shot, since that'll be in the issue, too. response:	Fukuda's one-shot?
context: Party has a cheerful image, and since it's also used in video games, I thought it would make it seem fun.\A typical Takagi analysis.\The effort you two put into this really shows.\Yes! We'll definitely get first place for the first chapter!\We've put everything we possibly could into this to accomplish that!\I think aiming for that with this manuscript is more than reasonable.\The rest depends on Fukuda's one-shot, since that'll be in the issue, too.\Fukuda's one-shot? response:	I didn't hear about this!
context: A typical Takagi analysis.\The effort you two put into this really shows.\Yes! We'll definitely get first place for the first chapter!\We've put everything we possibly could into this to accomplish that!\I think aiming for that with this manuscript is more than reasonable.\The rest depends on Fukuda's one-shot, since that'll be in the issue, too.\Fukuda's one-shot?\I didn't hear about this! response:	This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!
context: The effort you two put into this really shows.\Yes! We'll definitely get first place for the first chapter!\We've put everything we possibly could into this to accomplish that!\I think aiming for that with this manuscript is more than reasonable.\The rest depends on Fukuda's one-shot, since that'll be in the issue, too.\Fukuda's one-shot?\I didn't hear about this!\This is why I said it was impossible to do a one-shot and KIYOSHI at the same time! response:	You gave me your permission!
context: Yes! We'll definitely get first place for the first chapter!\We've put everything we possibly could into this to accomplish that!\I think aiming for that with this manuscript is more than reasonable.\The rest depends on Fukuda's one-shot, since that'll be in the issue, too.\Fukuda's one-shot?\I didn't hear about this!\This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!\You gave me your permission! response:	That's why I'm helping you right now!
context: We've put everything we possibly could into this to accomplish that!\I think aiming for that with this manuscript is more than reasonable.\The rest depends on Fukuda's one-shot, since that'll be in the issue, too.\Fukuda's one-shot?\I didn't hear about this!\This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!\You gave me your permission!\That's why I'm helping you right now! response:	But this manga is good!
context: I think aiming for that with this manuscript is more than reasonable.\The rest depends on Fukuda's one-shot, since that'll be in the issue, too.\Fukuda's one-shot?\I didn't hear about this!\This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!\You gave me your permission!\That's why I'm helping you right now!\But this manga is good! response:	It's on fire!
context: The rest depends on Fukuda's one-shot, since that'll be in the issue, too.\Fukuda's one-shot?\I didn't hear about this!\This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!\You gave me your permission!\That's why I'm helping you right now!\But this manga is good!\It's on fire! response:	Road Racer Buchigiri.
context: Fukuda's one-shot?\I didn't hear about this!\This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!\You gave me your permission!\That's why I'm helping you right now!\But this manga is good!\It's on fire!\Road Racer Buchigiri. response:	There was a super car boom.
context: I didn't hear about this!\This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!\You gave me your permission!\That's why I'm helping you right now!\But this manga is good!\It's on fire!\Road Racer Buchigiri.\There was a super car boom. response:	Now I'll cause a super bike boom!
context: This is why I said it was impossible to do a one-shot and KIYOSHI at the same time!\You gave me your permission!\That's why I'm helping you right now!\But this manga is good!\It's on fire!\Road Racer Buchigiri.\There was a super car boom.\Now I'll cause a super bike boom! response:	It's not bad to have a hobby.
context: You gave me your permission!\That's why I'm helping you right now!\But this manga is good!\It's on fire!\Road Racer Buchigiri.\There was a super car boom.\Now I'll cause a super bike boom!\It's not bad to have a hobby. response:	It's all because you said that to me, Yuujirou.
context: That's why I'm helping you right now!\But this manga is good!\It's on fire!\Road Racer Buchigiri.\There was a super car boom.\Now I'll cause a super bike boom!\It's not bad to have a hobby.\It's all because you said that to me, Yuujirou. response:	I'm grateful to you for that.
context: But this manga is good!\It's on fire!\Road Racer Buchigiri.\There was a super car boom.\Now I'll cause a super bike boom!\It's not bad to have a hobby.\It's all because you said that to me, Yuujirou.\I'm grateful to you for that. response:	Well, thanks a bunch!
context: It's on fire!\Road Racer Buchigiri.\There was a super car boom.\Now I'll cause a super bike boom!\It's not bad to have a hobby.\It's all because you said that to me, Yuujirou.\I'm grateful to you for that.\Well, thanks a bunch! response:	But I'm pissed that it's in the same issue as Ashirogi's first chapter!
context: Road Racer Buchigiri.\There was a super car boom.\Now I'll cause a super bike boom!\It's not bad to have a hobby.\It's all because you said that to me, Yuujirou.\I'm grateful to you for that.\Well, thanks a bunch!\But I'm pissed that it's in the same issue as Ashirogi's first chapter! response:	It means they want to compare it with a new serialization.
context: There was a super car boom.\Now I'll cause a super bike boom!\It's not bad to have a hobby.\It's all because you said that to me, Yuujirou.\I'm grateful to you for that.\Well, thanks a bunch!\But I'm pissed that it's in the same issue as Ashirogi's first chapter!\It means they want to compare it with a new serialization. response:	The editorial department put some thought into it.
context: Now I'll cause a super bike boom!\It's not bad to have a hobby.\It's all because you said that to me, Yuujirou.\I'm grateful to you for that.\Well, thanks a bunch!\But I'm pissed that it's in the same issue as Ashirogi's first chapter!\It means they want to compare it with a new serialization.\The editorial department put some thought into it. response:	I feel sorry for Ashirogi Muto!
context: It's not bad to have a hobby.\It's all because you said that to me, Yuujirou.\I'm grateful to you for that.\Well, thanks a bunch!\But I'm pissed that it's in the same issue as Ashirogi's first chapter!\It means they want to compare it with a new serialization.\The editorial department put some thought into it.\I feel sorry for Ashirogi Muto! response:	I'll steal the top spot from them with this!
context: It's all because you said that to me, Yuujirou.\I'm grateful to you for that.\Well, thanks a bunch!\But I'm pissed that it's in the same issue as Ashirogi's first chapter!\It means they want to compare it with a new serialization.\The editorial department put some thought into it.\I feel sorry for Ashirogi Muto!\I'll steal the top spot from them with this! response:	This is the finished sample copy.
context: I'm grateful to you for that.\Well, thanks a bunch!\But I'm pissed that it's in the same issue as Ashirogi's first chapter!\It means they want to compare it with a new serialization.\The editorial department put some thought into it.\I feel sorry for Ashirogi Muto!\I'll steal the top spot from them with this!\This is the finished sample copy. response:	It sure is nice to be on the front cover.
context: Well, thanks a bunch!\But I'm pissed that it's in the same issue as Ashirogi's first chapter!\It means they want to compare it with a new serialization.\The editorial department put some thought into it.\I feel sorry for Ashirogi Muto!\I'll steal the top spot from them with this!\This is the finished sample copy.\It sure is nice to be on the front cover. response:	Fukuda's manga is good. It feels like a straightforward shounen.
context: But I'm pissed that it's in the same issue as Ashirogi's first chapter!\It means they want to compare it with a new serialization.\The editorial department put some thought into it.\I feel sorry for Ashirogi Muto!\I'll steal the top spot from them with this!\This is the finished sample copy.\It sure is nice to be on the front cover.\Fukuda's manga is good. It feels like a straightforward shounen. response:	He drives by girls on purpose to flip up their skirts.
context: It means they want to compare it with a new serialization.\The editorial department put some thought into it.\I feel sorry for Ashirogi Muto!\I'll steal the top spot from them with this!\This is the finished sample copy.\It sure is nice to be on the front cover.\Fukuda's manga is good. It feels like a straightforward shounen.\He drives by girls on purpose to flip up their skirts. response:	Typical Fukuda.
context: The editorial department put some thought into it.\I feel sorry for Ashirogi Muto!\I'll steal the top spot from them with this!\This is the finished sample copy.\It sure is nice to be on the front cover.\Fukuda's manga is good. It feels like a straightforward shounen.\He drives by girls on purpose to flip up their skirts.\Typical Fukuda. response:	Both his characters and story are typical mainstream.
context: I feel sorry for Ashirogi Muto!\I'll steal the top spot from them with this!\This is the finished sample copy.\It sure is nice to be on the front cover.\Fukuda's manga is good. It feels like a straightforward shounen.\He drives by girls on purpose to flip up their skirts.\Typical Fukuda.\Both his characters and story are typical mainstream. response:	I think it's good, too.
context: I'll steal the top spot from them with this!\This is the finished sample copy.\It sure is nice to be on the front cover.\Fukuda's manga is good. It feels like a straightforward shounen.\He drives by girls on purpose to flip up their skirts.\Typical Fukuda.\Both his characters and story are typical mainstream.\I think it's good, too. response:	Mainstream...
context: This is the finished sample copy.\It sure is nice to be on the front cover.\Fukuda's manga is good. It feels like a straightforward shounen.\He drives by girls on purpose to flip up their skirts.\Typical Fukuda.\Both his characters and story are typical mainstream.\I think it's good, too.\Mainstream... response:	This is gonna split the votes.
context: It sure is nice to be on the front cover.\Fukuda's manga is good. It feels like a straightforward shounen.\He drives by girls on purpose to flip up their skirts.\Typical Fukuda.\Both his characters and story are typical mainstream.\I think it's good, too.\Mainstream...\This is gonna split the votes. response:	Fukuda's on a roll.
context: Fukuda's manga is good. It feels like a straightforward shounen.\He drives by girls on purpose to flip up their skirts.\Typical Fukuda.\Both his characters and story are typical mainstream.\I think it's good, too.\Mainstream...\This is gonna split the votes.\Fukuda's on a roll. response:	Making a manga about your hobby sure has a big effect.
context: He drives by girls on purpose to flip up their skirts.\Typical Fukuda.\Both his characters and story are typical mainstream.\I think it's good, too.\Mainstream...\This is gonna split the votes.\Fukuda's on a roll.\Making a manga about your hobby sure has a big effect. response:	But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?
context: Typical Fukuda.\Both his characters and story are typical mainstream.\I think it's good, too.\Mainstream...\This is gonna split the votes.\Fukuda's on a roll.\Making a manga about your hobby sure has a big effect.\But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right? response:	That trend does exist, but it's not a sure thing.
context: Both his characters and story are typical mainstream.\I think it's good, too.\Mainstream...\This is gonna split the votes.\Fukuda's on a roll.\Making a manga about your hobby sure has a big effect.\But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?\That trend does exist, but it's not a sure thing. response:	Buchigiri has a clear goal of becoming the number one racer.
context: I think it's good, too.\Mainstream...\This is gonna split the votes.\Fukuda's on a roll.\Making a manga about your hobby sure has a big effect.\But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?\That trend does exist, but it's not a sure thing.\Buchigiri has a clear goal of becoming the number one racer. response:	The race scenes are showy and intense.
context: Mainstream...\This is gonna split the votes.\Fukuda's on a roll.\Making a manga about your hobby sure has a big effect.\But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?\That trend does exist, but it's not a sure thing.\Buchigiri has a clear goal of becoming the number one racer.\The race scenes are showy and intense. response:	PCP has a lot of exposition and will look plain in comparison.
context: This is gonna split the votes.\Fukuda's on a roll.\Making a manga about your hobby sure has a big effect.\But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?\That trend does exist, but it's not a sure thing.\Buchigiri has a clear goal of becoming the number one racer.\The race scenes are showy and intense.\PCP has a lot of exposition and will look plain in comparison. response:	But the content is good, right?
