context: Hello! response:	English Grammar Workout: 700+ Tough Drills
context: Oh, but if you make these again, bring more! I love'em!\Took you long enough!\Gimme a break!\Nice! I got the last one-\Why'd you do that, Yuki? You've been looking for that forever.\She looked like she wanted it, and I can always find it another day.\It's no biggie.\Ishikawa, someone's lookin' for ya! response:	Coming!
context: Took you long enough!\Gimme a break!\Nice! I got the last one-\Why'd you do that, Yuki? You've been looking for that forever.\She looked like she wanted it, and I can always find it another day.\It's no biggie.\Ishikawa, someone's lookin' for ya!\Coming! response:	Hey, Yuki.
context: Gimme a break!\Nice! I got the last one-\Why'd you do that, Yuki? You've been looking for that forever.\She looked like she wanted it, and I can always find it another day.\It's no biggie.\Ishikawa, someone's lookin' for ya!\Coming!\Hey, Yuki. response:	I haven't seen you and Toru together for a bit. Everything okay?
context: Nice! I got the last one-\Why'd you do that, Yuki? You've been looking for that forever.\She looked like she wanted it, and I can always find it another day.\It's no biggie.\Ishikawa, someone's lookin' for ya!\Coming!\Hey, Yuki.\I haven't seen you and Toru together for a bit. Everything okay? response:	Yeah. He's probably off somewhere eating cookies.
context: Why'd you do that, Yuki? You've been looking for that forever.\She looked like she wanted it, and I can always find it another day.\It's no biggie.\Ishikawa, someone's lookin' for ya!\Coming!\Hey, Yuki.\I haven't seen you and Toru together for a bit. Everything okay?\Yeah. He's probably off somewhere eating cookies. response:	What's that supposed to mean?
context: She looked like she wanted it, and I can always find it another day.\It's no biggie.\Ishikawa, someone's lookin' for ya!\Coming!\Hey, Yuki.\I haven't seen you and Toru together for a bit. Everything okay?\Yeah. He's probably off somewhere eating cookies.\What's that supposed to mean? response:	Peach Tea
context: It's no biggie.\Ishikawa, someone's lookin' for ya!\Coming!\Hey, Yuki.\I haven't seen you and Toru together for a bit. Everything okay?\Yeah. He's probably off somewhere eating cookies.\What's that supposed to mean?\Peach Tea response:	I've only known her for three years, but I can read her pretty well.
context: Ishikawa, someone's lookin' for ya!\Coming!\Hey, Yuki.\I haven't seen you and Toru together for a bit. Everything okay?\Yeah. He's probably off somewhere eating cookies.\What's that supposed to mean?\Peach Tea\I've only known her for three years, but I can read her pretty well. response:	Ooh, we've got study hall next! Sweet!
context: Coming!\Hey, Yuki.\I haven't seen you and Toru together for a bit. Everything okay?\Yeah. He's probably off somewhere eating cookies.\What's that supposed to mean?\Peach Tea\I've only known her for three years, but I can read her pretty well.\Ooh, we've got study hall next! Sweet! response:	The less she wants you to know she's upset, the bigger she smiles.
context: Hey, Yuki.\I haven't seen you and Toru together for a bit. Everything okay?\Yeah. He's probably off somewhere eating cookies.\What's that supposed to mean?\Peach Tea\I've only known her for three years, but I can read her pretty well.\Ooh, we've got study hall next! Sweet!\The less she wants you to know she's upset, the bigger she smiles. response:	Even when she desperately wants something, she'll never say so out loud.
context: I haven't seen you and Toru together for a bit. Everything okay?\Yeah. He's probably off somewhere eating cookies.\What's that supposed to mean?\Peach Tea\I've only known her for three years, but I can read her pretty well.\Ooh, we've got study hall next! Sweet!\The less she wants you to know she's upset, the bigger she smiles.\Even when she desperately wants something, she'll never say so out loud. response:	And she'll never say I love this or I want this with all her heart.
context: Yeah. He's probably off somewhere eating cookies.\What's that supposed to mean?\Peach Tea\I've only known her for three years, but I can read her pretty well.\Ooh, we've got study hall next! Sweet!\The less she wants you to know she's upset, the bigger she smiles.\Even when she desperately wants something, she'll never say so out loud.\And she'll never say I love this or I want this with all her heart. response:	So the things she loves or wants tend to escape her.
context: What's that supposed to mean?\Peach Tea\I've only known her for three years, but I can read her pretty well.\Ooh, we've got study hall next! Sweet!\The less she wants you to know she's upset, the bigger she smiles.\Even when she desperately wants something, she'll never say so out loud.\And she'll never say I love this or I want this with all her heart.\So the things she loves or wants tend to escape her. response:	I wanted to thank you for lending me that handkerchief.
context: Peach Tea\I've only known her for three years, but I can read her pretty well.\Ooh, we've got study hall next! Sweet!\The less she wants you to know she's upset, the bigger she smiles.\Even when she desperately wants something, she'll never say so out loud.\And she'll never say I love this or I want this with all her heart.\So the things she loves or wants tend to escape her.\I wanted to thank you for lending me that handkerchief. response:	I'm good, thanks.
context: I've only known her for three years, but I can read her pretty well.\Ooh, we've got study hall next! Sweet!\The less she wants you to know she's upset, the bigger she smiles.\Even when she desperately wants something, she'll never say so out loud.\And she'll never say I love this or I want this with all her heart.\So the things she loves or wants tend to escape her.\I wanted to thank you for lending me that handkerchief.\I'm good, thanks. response:	Oh! Wow, I love cookies!
context: Ooh, we've got study hall next! Sweet!\The less she wants you to know she's upset, the bigger she smiles.\Even when she desperately wants something, she'll never say so out loud.\And she'll never say I love this or I want this with all her heart.\So the things she loves or wants tend to escape her.\I wanted to thank you for lending me that handkerchief.\I'm good, thanks.\Oh! Wow, I love cookies! response:	Thanks, Kono-san!
context: The less she wants you to know she's upset, the bigger she smiles.\Even when she desperately wants something, she'll never say so out loud.\And she'll never say I love this or I want this with all her heart.\So the things she loves or wants tend to escape her.\I wanted to thank you for lending me that handkerchief.\I'm good, thanks.\Oh! Wow, I love cookies!\Thanks, Kono-san! response:	For real, though, thanks, Kono-san.
context: Even when she desperately wants something, she'll never say so out loud.\And she'll never say I love this or I want this with all her heart.\So the things she loves or wants tend to escape her.\I wanted to thank you for lending me that handkerchief.\I'm good, thanks.\Oh! Wow, I love cookies!\Thanks, Kono-san!\For real, though, thanks, Kono-san. response:	I'm glad you like them!
context: And she'll never say I love this or I want this with all her heart.\So the things she loves or wants tend to escape her.\I wanted to thank you for lending me that handkerchief.\I'm good, thanks.\Oh! Wow, I love cookies!\Thanks, Kono-san!\For real, though, thanks, Kono-san.\I'm glad you like them! response:	I do! They're so frickin' good!
context: So the things she loves or wants tend to escape her.\I wanted to thank you for lending me that handkerchief.\I'm good, thanks.\Oh! Wow, I love cookies!\Thanks, Kono-san!\For real, though, thanks, Kono-san.\I'm glad you like them!\I do! They're so frickin' good! response:	I wanted to thank you.
context: I wanted to thank you for lending me that handkerchief.\I'm good, thanks.\Oh! Wow, I love cookies!\Thanks, Kono-san!\For real, though, thanks, Kono-san.\I'm glad you like them!\I do! They're so frickin' good!\I wanted to thank you. response:	They're good.
context: I'm good, thanks.\Oh! Wow, I love cookies!\Thanks, Kono-san!\For real, though, thanks, Kono-san.\I'm glad you like them!\I do! They're so frickin' good!\I wanted to thank you.\They're good. response:	Might as well just take them if they're gonna be this good.
context: Oh! Wow, I love cookies!\Thanks, Kono-san!\For real, though, thanks, Kono-san.\I'm glad you like them!\I do! They're so frickin' good!\I wanted to thank you.\They're good.\Might as well just take them if they're gonna be this good. response:	I'm so ugly.
context: Thanks, Kono-san!\For real, though, thanks, Kono-san.\I'm glad you like them!\I do! They're so frickin' good!\I wanted to thank you.\They're good.\Might as well just take them if they're gonna be this good.\I'm so ugly. response:	Huh? A cake?
context: For real, though, thanks, Kono-san.\I'm glad you like them!\I do! They're so frickin' good!\I wanted to thank you.\They're good.\Might as well just take them if they're gonna be this good.\I'm so ugly.\Huh? A cake? response:	Yeah. I've never made one before.
context: I'm glad you like them!\I do! They're so frickin' good!\I wanted to thank you.\They're good.\Might as well just take them if they're gonna be this good.\I'm so ugly.\Huh? A cake?\Yeah. I've never made one before. response:	It doesn't have to be fancy. I just want it to taste good.
context: I do! They're so frickin' good!\I wanted to thank you.\They're good.\Might as well just take them if they're gonna be this good.\I'm so ugly.\Huh? A cake?\Yeah. I've never made one before.\It doesn't have to be fancy. I just want it to taste good. response:	Guess that's kind of hard, though.
context: I wanted to thank you.\They're good.\Might as well just take them if they're gonna be this good.\I'm so ugly.\Huh? A cake?\Yeah. I've never made one before.\It doesn't have to be fancy. I just want it to taste good.\Guess that's kind of hard, though. response:	You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.
context: They're good.\Might as well just take them if they're gonna be this good.\I'm so ugly.\Huh? A cake?\Yeah. I've never made one before.\It doesn't have to be fancy. I just want it to taste good.\Guess that's kind of hard, though.\You know, Yoshikawa-san, I wasn't born knowing how to bake a cake. response:	Huh?
context: Might as well just take them if they're gonna be this good.\I'm so ugly.\Huh? A cake?\Yeah. I've never made one before.\It doesn't have to be fancy. I just want it to taste good.\Guess that's kind of hard, though.\You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.\Huh? response:	Nobody's good at anything when they first start.
context: I'm so ugly.\Huh? A cake?\Yeah. I've never made one before.\It doesn't have to be fancy. I just want it to taste good.\Guess that's kind of hard, though.\You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.\Huh?\Nobody's good at anything when they first start. response:	If you mess up, just give it another shot.
context: Huh? A cake?\Yeah. I've never made one before.\It doesn't have to be fancy. I just want it to taste good.\Guess that's kind of hard, though.\You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.\Huh?\Nobody's good at anything when they first start.\If you mess up, just give it another shot. response:	Right!
context: Yeah. I've never made one before.\It doesn't have to be fancy. I just want it to taste good.\Guess that's kind of hard, though.\You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.\Huh?\Nobody's good at anything when they first start.\If you mess up, just give it another shot.\Right! response:	Wow.
context: It doesn't have to be fancy. I just want it to taste good.\Guess that's kind of hard, though.\You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.\Huh?\Nobody's good at anything when they first start.\If you mess up, just give it another shot.\Right!\Wow. response:	These took you a whole week?
context: Guess that's kind of hard, though.\You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.\Huh?\Nobody's good at anything when they first start.\If you mess up, just give it another shot.\Right!\Wow.\These took you a whole week? response:	They're cupcakes, right?
context: You know, Yoshikawa-san, I wasn't born knowing how to bake a cake.\Huh?\Nobody's good at anything when they first start.\If you mess up, just give it another shot.\Right!\Wow.\These took you a whole week?\They're cupcakes, right? response:	We're really starting from square one, here, huh?!
context: Huh?\Nobody's good at anything when they first start.\If you mess up, just give it another shot.\Right!\Wow.\These took you a whole week?\They're cupcakes, right?\We're really starting from square one, here, huh?! response:	Why don't you want Toru in on this?
context: Nobody's good at anything when they first start.\If you mess up, just give it another shot.\Right!\Wow.\These took you a whole week?\They're cupcakes, right?\We're really starting from square one, here, huh?!\Why don't you want Toru in on this? response:	B-Because he'd totally make fun of me!
context: If you mess up, just give it another shot.\Right!\Wow.\These took you a whole week?\They're cupcakes, right?\We're really starting from square one, here, huh?!\Why don't you want Toru in on this?\B-Because he'd totally make fun of me! response:	He wouldn't, especially if he knew you're making them for him.
context: Right!\Wow.\These took you a whole week?\They're cupcakes, right?\We're really starting from square one, here, huh?!\Why don't you want Toru in on this?\B-Because he'd totally make fun of me!\He wouldn't, especially if he knew you're making them for him. response:	I'm not making them for him!
context: Wow.\These took you a whole week?\They're cupcakes, right?\We're really starting from square one, here, huh?!\Why don't you want Toru in on this?\B-Because he'd totally make fun of me!\He wouldn't, especially if he knew you're making them for him.\I'm not making them for him! response:	Hey, there you are!
context: These took you a whole week?\They're cupcakes, right?\We're really starting from square one, here, huh?!\Why don't you want Toru in on this?\B-Because he'd totally make fun of me!\He wouldn't, especially if he knew you're making them for him.\I'm not making them for him!\Hey, there you are! response:	You having a party? Why wasn't I invited?
context: They're cupcakes, right?\We're really starting from square one, here, huh?!\Why don't you want Toru in on this?\B-Because he'd totally make fun of me!\He wouldn't, especially if he knew you're making them for him.\I'm not making them for him!\Hey, there you are!\You having a party? Why wasn't I invited? response:	Don't look!
context: We're really starting from square one, here, huh?!\Why don't you want Toru in on this?\B-Because he'd totally make fun of me!\He wouldn't, especially if he knew you're making them for him.\I'm not making them for him!\Hey, there you are!\You having a party? Why wasn't I invited?\Don't look! response:	Is this a cupcake?
context: Why don't you want Toru in on this?\B-Because he'd totally make fun of me!\He wouldn't, especially if he knew you're making them for him.\I'm not making them for him!\Hey, there you are!\You having a party? Why wasn't I invited?\Don't look!\Is this a cupcake? response:	Give it back!
context: B-Because he'd totally make fun of me!\He wouldn't, especially if he knew you're making them for him.\I'm not making them for him!\Hey, there you are!\You having a party? Why wasn't I invited?\Don't look!\Is this a cupcake?\Give it back! response:	Ugh, these taste like crap.
context: He wouldn't, especially if he knew you're making them for him.\I'm not making them for him!\Hey, there you are!\You having a party? Why wasn't I invited?\Don't look!\Is this a cupcake?\Give it back!\Ugh, these taste like crap. response:	Hey!
context: I'm not making them for him!\Hey, there you are!\You having a party? Why wasn't I invited?\Don't look!\Is this a cupcake?\Give it back!\Ugh, these taste like crap.\Hey! response:	Like, absolute crap.
context: Hey, there you are!\You having a party? Why wasn't I invited?\Don't look!\Is this a cupcake?\Give it back!\Ugh, these taste like crap.\Hey!\Like, absolute crap. response:	I know, okay?
context: You having a party? Why wasn't I invited?\Don't look!\Is this a cupcake?\Give it back!\Ugh, these taste like crap.\Hey!\Like, absolute crap.\I know, okay? response:	Can't wait for the next batch!
context: Don't look!\Is this a cupcake?\Give it back!\Ugh, these taste like crap.\Hey!\Like, absolute crap.\I know, okay?\Can't wait for the next batch! response:	Same!
context: Is this a cupcake?\Give it back!\Ugh, these taste like crap.\Hey!\Like, absolute crap.\I know, okay?\Can't wait for the next batch!\Same! response:	Same here.
context: Give it back!\Ugh, these taste like crap.\Hey!\Like, absolute crap.\I know, okay?\Can't wait for the next batch!\Same!\Same here. response:	I'm on it!
context: Ugh, these taste like crap.\Hey!\Like, absolute crap.\I know, okay?\Can't wait for the next batch!\Same!\Same here.\I'm on it! response:	Miyamura went up to Hokkaido, right?
context: Hey!\Like, absolute crap.\I know, okay?\Can't wait for the next batch!\Same!\Same here.\I'm on it!\Miyamura went up to Hokkaido, right? response:	Yeah, he's visiting family up there for five days.
context: Like, absolute crap.\I know, okay?\Can't wait for the next batch!\Same!\Same here.\I'm on it!\Miyamura went up to Hokkaido, right?\Yeah, he's visiting family up there for five days. response:	So he won't be here all week.
context: I know, okay?\Can't wait for the next batch!\Same!\Same here.\I'm on it!\Miyamura went up to Hokkaido, right?\Yeah, he's visiting family up there for five days.\So he won't be here all week. response:	Wait, then I'll have to read different lines in class!
context: Can't wait for the next batch!\Same!\Same here.\I'm on it!\Miyamura went up to Hokkaido, right?\Yeah, he's visiting family up there for five days.\So he won't be here all week.\Wait, then I'll have to read different lines in class! response:	Miyamura was gonna read the fifth line, so...
context: Same!\Same here.\I'm on it!\Miyamura went up to Hokkaido, right?\Yeah, he's visiting family up there for five days.\So he won't be here all week.\Wait, then I'll have to read different lines in class!\Miyamura was gonna read the fifth line, so... response:	Ugh, now mine's super long!
context: Same here.\I'm on it!\Miyamura went up to Hokkaido, right?\Yeah, he's visiting family up there for five days.\So he won't be here all week.\Wait, then I'll have to read different lines in class!\Miyamura was gonna read the fifth line, so...\Ugh, now mine's super long! response:	Oh, this one's way easier.
context: I'm on it!\Miyamura went up to Hokkaido, right?\Yeah, he's visiting family up there for five days.\So he won't be here all week.\Wait, then I'll have to read different lines in class!\Miyamura was gonna read the fifth line, so...\Ugh, now mine's super long!\Oh, this one's way easier. response:	Made it to Hokkaido. It's a lot cooler up here.
context: Miyamura went up to Hokkaido, right?\Yeah, he's visiting family up there for five days.\So he won't be here all week.\Wait, then I'll have to read different lines in class!\Miyamura was gonna read the fifth line, so...\Ugh, now mine's super long!\Oh, this one's way easier.\Made it to Hokkaido. It's a lot cooler up here. response:	My battery's almost dead.
context: Yeah, he's visiting family up there for five days.\So he won't be here all week.\Wait, then I'll have to read different lines in class!\Miyamura was gonna read the fifth line, so...\Ugh, now mine's super long!\Oh, this one's way easier.\Made it to Hokkaido. It's a lot cooler up here.\My battery's almost dead. response:	And I forgot my charger...
context: So he won't be here all week.\Wait, then I'll have to read different lines in class!\Miyamura was gonna read the fifth line, so...\Ugh, now mine's super long!\Oh, this one's way easier.\Made it to Hokkaido. It's a lot cooler up here.\My battery's almost dead.\And I forgot my charger... response:	Uncle, can I borrow your phone charger?
context: Wait, then I'll have to read different lines in class!\Miyamura was gonna read the fifth line, so...\Ugh, now mine's super long!\Oh, this one's way easier.\Made it to Hokkaido. It's a lot cooler up here.\My battery's almost dead.\And I forgot my charger...\Uncle, can I borrow your phone charger? response:	Sure, does mine work with yours?
context: Miyamura was gonna read the fifth line, so...\Ugh, now mine's super long!\Oh, this one's way easier.\Made it to Hokkaido. It's a lot cooler up here.\My battery's almost dead.\And I forgot my charger...\Uncle, can I borrow your phone charger?\Sure, does mine work with yours? response:	Oh.
context: Ugh, now mine's super long!\Oh, this one's way easier.\Made it to Hokkaido. It's a lot cooler up here.\My battery's almost dead.\And I forgot my charger...\Uncle, can I borrow your phone charger?\Sure, does mine work with yours?\Oh. response:	Nope...
context: Oh, this one's way easier.\Made it to Hokkaido. It's a lot cooler up here.\My battery's almost dead.\And I forgot my charger...\Uncle, can I borrow your phone charger?\Sure, does mine work with yours?\Oh.\Nope... response:	Can we go to the convenience store?
context: Made it to Hokkaido. It's a lot cooler up here.\My battery's almost dead.\And I forgot my charger...\Uncle, can I borrow your phone charger?\Sure, does mine work with yours?\Oh.\Nope...\Can we go to the convenience store? response:	We're a little busy, honey. I can't drive you anywhere right now.
context: My battery's almost dead.\And I forgot my charger...\Uncle, can I borrow your phone charger?\Sure, does mine work with yours?\Oh.\Nope...\Can we go to the convenience store?\We're a little busy, honey. I can't drive you anywhere right now. response:	Hold tight for a bit, okay?
context: And I forgot my charger...\Uncle, can I borrow your phone charger?\Sure, does mine work with yours?\Oh.\Nope...\Can we go to the convenience store?\We're a little busy, honey. I can't drive you anywhere right now.\Hold tight for a bit, okay? response:	You're gonna drink two?
context: Uncle, can I borrow your phone charger?\Sure, does mine work with yours?\Oh.\Nope...\Can we go to the convenience store?\We're a little busy, honey. I can't drive you anywhere right now.\Hold tight for a bit, okay?\You're gonna drink two? response:	Yeah, uh, I'm thirsty.
context: Sure, does mine work with yours?\Oh.\Nope...\Can we go to the convenience store?\We're a little busy, honey. I can't drive you anywhere right now.\Hold tight for a bit, okay?\You're gonna drink two?\Yeah, uh, I'm thirsty. response:	Gotta stay hydrated in this heat.
context: Oh.\Nope...\Can we go to the convenience store?\We're a little busy, honey. I can't drive you anywhere right now.\Hold tight for a bit, okay?\You're gonna drink two?\Yeah, uh, I'm thirsty.\Gotta stay hydrated in this heat. response:	You keep downing those sugary drinks and you'll get fat, Yoshikawa.
context: Nope...\Can we go to the convenience store?\We're a little busy, honey. I can't drive you anywhere right now.\Hold tight for a bit, okay?\You're gonna drink two?\Yeah, uh, I'm thirsty.\Gotta stay hydrated in this heat.\You keep downing those sugary drinks and you'll get fat, Yoshikawa. response:	Three more days.
context: Can we go to the convenience store?\We're a little busy, honey. I can't drive you anywhere right now.\Hold tight for a bit, okay?\You're gonna drink two?\Yeah, uh, I'm thirsty.\Gotta stay hydrated in this heat.\You keep downing those sugary drinks and you'll get fat, Yoshikawa.\Three more days. response:	Made it to Hokkaido It's a lot cooler up here
context: We're a little busy, honey. I can't drive you anywhere right now.\Hold tight for a bit, okay?\You're gonna drink two?\Yeah, uh, I'm thirsty.\Gotta stay hydrated in this heat.\You keep downing those sugary drinks and you'll get fat, Yoshikawa.\Three more days.\Made it to Hokkaido It's a lot cooler up here response:	Bye-bye, Hori-san!
context: Hold tight for a bit, okay?\You're gonna drink two?\Yeah, uh, I'm thirsty.\Gotta stay hydrated in this heat.\You keep downing those sugary drinks and you'll get fat, Yoshikawa.\Three more days.\Made it to Hokkaido It's a lot cooler up here\Bye-bye, Hori-san! response:	See you tomorrow!
context: You're gonna drink two?\Yeah, uh, I'm thirsty.\Gotta stay hydrated in this heat.\You keep downing those sugary drinks and you'll get fat, Yoshikawa.\Three more days.\Made it to Hokkaido It's a lot cooler up here\Bye-bye, Hori-san!\See you tomorrow! response:	Are you waiting for someone?
context: Yeah, uh, I'm thirsty.\Gotta stay hydrated in this heat.\You keep downing those sugary drinks and you'll get fat, Yoshikawa.\Three more days.\Made it to Hokkaido It's a lot cooler up here\Bye-bye, Hori-san!\See you tomorrow!\Are you waiting for someone? response:	No.
context: Gotta stay hydrated in this heat.\You keep downing those sugary drinks and you'll get fat, Yoshikawa.\Three more days.\Made it to Hokkaido It's a lot cooler up here\Bye-bye, Hori-san!\See you tomorrow!\Are you waiting for someone?\No. response:	Oh.
context: You keep downing those sugary drinks and you'll get fat, Yoshikawa.\Three more days.\Made it to Hokkaido It's a lot cooler up here\Bye-bye, Hori-san!\See you tomorrow!\Are you waiting for someone?\No.\Oh. response:	Bye!
context: Three more days.\Made it to Hokkaido It's a lot cooler up here\Bye-bye, Hori-san!\See you tomorrow!\Are you waiting for someone?\No.\Oh.\Bye! response:	Kyoko, that isn't my bowl.
context: Made it to Hokkaido It's a lot cooler up here\Bye-bye, Hori-san!\See you tomorrow!\Are you waiting for someone?\No.\Oh.\Bye!\Kyoko, that isn't my bowl. response:	Oh, that's my bro's bowl!
context: Bye-bye, Hori-san!\See you tomorrow!\Are you waiting for someone?\No.\Oh.\Bye!\Kyoko, that isn't my bowl.\Oh, that's my bro's bowl! response:	Are you trying to push my buttons or something?
context: See you tomorrow!\Are you waiting for someone?\No.\Oh.\Bye!\Kyoko, that isn't my bowl.\Oh, that's my bro's bowl!\Are you trying to push my buttons or something? response:	No! I just forgot.
context: Are you waiting for someone?\No.\Oh.\Bye!\Kyoko, that isn't my bowl.\Oh, that's my bro's bowl!\Are you trying to push my buttons or something?\No! I just forgot. response:	Really? Guess even you slip up now and then.
context: No.\Oh.\Bye!\Kyoko, that isn't my bowl.\Oh, that's my bro's bowl!\Are you trying to push my buttons or something?\No! I just forgot.\Really? Guess even you slip up now and then. response:	Yogurt Farm
context: Oh.\Bye!\Kyoko, that isn't my bowl.\Oh, that's my bro's bowl!\Are you trying to push my buttons or something?\No! I just forgot.\Really? Guess even you slip up now and then.\Yogurt Farm response:	Yogurt Farm
context: Bye!\Kyoko, that isn't my bowl.\Oh, that's my bro's bowl!\Are you trying to push my buttons or something?\No! I just forgot.\Really? Guess even you slip up now and then.\Yogurt Farm\Yogurt Farm response:	Miyamura comes back today, yeah?
context: Kyoko, that isn't my bowl.\Oh, that's my bro's bowl!\Are you trying to push my buttons or something?\No! I just forgot.\Really? Guess even you slip up now and then.\Yogurt Farm\Yogurt Farm\Miyamura comes back today, yeah? response:	Miyamura comes back today, yeah?
context: Oh, that's my bro's bowl!\Are you trying to push my buttons or something?\No! I just forgot.\Really? Guess even you slip up now and then.\Yogurt Farm\Yogurt Farm\Miyamura comes back today, yeah?\Miyamura comes back today, yeah? response:	Sometime this evening, right? Or later than that?
context: Are you trying to push my buttons or something?\No! I just forgot.\Really? Guess even you slip up now and then.\Yogurt Farm\Yogurt Farm\Miyamura comes back today, yeah?\Miyamura comes back today, yeah?\Sometime this evening, right? Or later than that? response:	No idea.
context: No! I just forgot.\Really? Guess even you slip up now and then.\Yogurt Farm\Yogurt Farm\Miyamura comes back today, yeah?\Miyamura comes back today, yeah?\Sometime this evening, right? Or later than that?\No idea. response:	Hey, I wanna watch Hurricane Star! It's already started!
context: Really? Guess even you slip up now and then.\Yogurt Farm\Yogurt Farm\Miyamura comes back today, yeah?\Miyamura comes back today, yeah?\Sometime this evening, right? Or later than that?\No idea.\Hey, I wanna watch Hurricane Star! It's already started! response:	Why're you binging the news?
context: Yogurt Farm\Yogurt Farm\Miyamura comes back today, yeah?\Miyamura comes back today, yeah?\Sometime this evening, right? Or later than that?\No idea.\Hey, I wanna watch Hurricane Star! It's already started!\Why're you binging the news? response:	Our next story tonight: carry-on restrictions at airports continue to...
context: Yogurt Farm\Miyamura comes back today, yeah?\Miyamura comes back today, yeah?\Sometime this evening, right? Or later than that?\No idea.\Hey, I wanna watch Hurricane Star! It's already started!\Why're you binging the news?\Our next story tonight: carry-on restrictions at airports continue to... response:	Wait, what?
context: Miyamura comes back today, yeah?\Miyamura comes back today, yeah?\Sometime this evening, right? Or later than that?\No idea.\Hey, I wanna watch Hurricane Star! It's already started!\Why're you binging the news?\Our next story tonight: carry-on restrictions at airports continue to...\Wait, what? response:	Hey, Kyoko!
context: Miyamura comes back today, yeah?\Sometime this evening, right? Or later than that?\No idea.\Hey, I wanna watch Hurricane Star! It's already started!\Why're you binging the news?\Our next story tonight: carry-on restrictions at airports continue to...\Wait, what?\Hey, Kyoko! response:	And it's back.
context: Sometime this evening, right? Or later than that?\No idea.\Hey, I wanna watch Hurricane Star! It's already started!\Why're you binging the news?\Our next story tonight: carry-on restrictions at airports continue to...\Wait, what?\Hey, Kyoko!\And it's back. response:	Shindo, Shindo...
context: No idea.\Hey, I wanna watch Hurricane Star! It's already started!\Why're you binging the news?\Our next story tonight: carry-on restrictions at airports continue to...\Wait, what?\Hey, Kyoko!\And it's back.\Shindo, Shindo... response:	Ishikawa-kun says the test got postponed. Aww, man...
context: Hey, I wanna watch Hurricane Star! It's already started!\Why're you binging the news?\Our next story tonight: carry-on restrictions at airports continue to...\Wait, what?\Hey, Kyoko!\And it's back.\Shindo, Shindo...\Ishikawa-kun says the test got postponed. Aww, man... response:	Hori-san
context: Why're you binging the news?\Our next story tonight: carry-on restrictions at airports continue to...\Wait, what?\Hey, Kyoko!\And it's back.\Shindo, Shindo...\Ishikawa-kun says the test got postponed. Aww, man...\Hori-san response:	Izumi?
context: Our next story tonight: carry-on restrictions at airports continue to...\Wait, what?\Hey, Kyoko!\And it's back.\Shindo, Shindo...\Ishikawa-kun says the test got postponed. Aww, man...\Hori-san\Izumi? response:	I'm so-
context: Wait, what?\Hey, Kyoko!\And it's back.\Shindo, Shindo...\Ishikawa-kun says the test got postponed. Aww, man...\Hori-san\Izumi?\I'm so- response:	You big dummy.
context: Hey, Kyoko!\And it's back.\Shindo, Shindo...\Ishikawa-kun says the test got postponed. Aww, man...\Hori-san\Izumi?\I'm so-\You big dummy. response:	I never knew how long five days could feel.
context: And it's back.\Shindo, Shindo...\Ishikawa-kun says the test got postponed. Aww, man...\Hori-san\Izumi?\I'm so-\You big dummy.\I never knew how long five days could feel. response:	Hey, uh... thanks.
context: Shindo, Shindo...\Ishikawa-kun says the test got postponed. Aww, man...\Hori-san\Izumi?\I'm so-\You big dummy.\I never knew how long five days could feel.\Hey, uh... thanks. response:	But now I do.
context: Ishikawa-kun says the test got postponed. Aww, man...\Hori-san\Izumi?\I'm so-\You big dummy.\I never knew how long five days could feel.\Hey, uh... thanks.\But now I do. response:	Hurry up and get back here, dummy.
context: Hori-san\Izumi?\I'm so-\You big dummy.\I never knew how long five days could feel.\Hey, uh... thanks.\But now I do.\Hurry up and get back here, dummy. response:	Student Council Room
context: Izumi?\I'm so-\You big dummy.\I never knew how long five days could feel.\Hey, uh... thanks.\But now I do.\Hurry up and get back here, dummy.\Student Council Room response:	Student Council Room
context: I'm so-\You big dummy.\I never knew how long five days could feel.\Hey, uh... thanks.\But now I do.\Hurry up and get back here, dummy.\Student Council Room\Student Council Room response:	What doesn't he like?
context: You big dummy.\I never knew how long five days could feel.\Hey, uh... thanks.\But now I do.\Hurry up and get back here, dummy.\Student Council Room\Student Council Room\What doesn't he like? response:	What doesn't he like?
context: I never knew how long five days could feel.\Hey, uh... thanks.\But now I do.\Hurry up and get back here, dummy.\Student Council Room\Student Council Room\What doesn't he like?\What doesn't he like? response:	Miyamura doesn't like horror movies.
context: Hey, uh... thanks.\But now I do.\Hurry up and get back here, dummy.\Student Council Room\Student Council Room\What doesn't he like?\What doesn't he like?\Miyamura doesn't like horror movies. response:	But he'll still watch them with me, so maybe he does like'em after all.
context: But now I do.\Hurry up and get back here, dummy.\Student Council Room\Student Council Room\What doesn't he like?\What doesn't he like?\Miyamura doesn't like horror movies.\But he'll still watch them with me, so maybe he does like'em after all. response:	Because you're making him watch them.
context: Hurry up and get back here, dummy.\Student Council Room\Student Council Room\What doesn't he like?\What doesn't he like?\Miyamura doesn't like horror movies.\But he'll still watch them with me, so maybe he does like'em after all.\Because you're making him watch them. response:	Hey, Hori,
