context: Skies of Aquaria response:	Next Time
context: Tomorrow is the anniversary of our school's founding.\Let's forget about the daily grind and plan our own awesome event!\We'll have a planning meeting after school in the boys' dorm.\What is this?\Andy wouldn't let it go.\Hey, what's going on?\You can come too, Zessica.\What did you invite Zessica for? response:	What are you talking about?
context: Let's forget about the daily grind and plan our own awesome event!\We'll have a planning meeting after school in the boys' dorm.\What is this?\Andy wouldn't let it go.\Hey, what's going on?\You can come too, Zessica.\What did you invite Zessica for?\What are you talking about? response:	Nothing!
context: We'll have a planning meeting after school in the boys' dorm.\What is this?\Andy wouldn't let it go.\Hey, what's going on?\You can come too, Zessica.\What did you invite Zessica for?\What are you talking about?\Nothing! response:	Hey, Jin. Give me a hand.
context: What is this?\Andy wouldn't let it go.\Hey, what's going on?\You can come too, Zessica.\What did you invite Zessica for?\What are you talking about?\Nothing!\Hey, Jin. Give me a hand. response:	Wait! Hold on a sec!
context: Andy wouldn't let it go.\Hey, what's going on?\You can come too, Zessica.\What did you invite Zessica for?\What are you talking about?\Nothing!\Hey, Jin. Give me a hand.\Wait! Hold on a sec! response:	What?
context: Hey, what's going on?\You can come too, Zessica.\What did you invite Zessica for?\What are you talking about?\Nothing!\Hey, Jin. Give me a hand.\Wait! Hold on a sec!\What? response:	You can't go to sleep now!
context: You can come too, Zessica.\What did you invite Zessica for?\What are you talking about?\Nothing!\Hey, Jin. Give me a hand.\Wait! Hold on a sec!\What?\You can't go to sleep now! response:	The girls are coming over and we're going to have a sweet pajama party!
context: What did you invite Zessica for?\What are you talking about?\Nothing!\Hey, Jin. Give me a hand.\Wait! Hold on a sec!\What?\You can't go to sleep now!\The girls are coming over and we're going to have a sweet pajama party! response:	Yes, a pajama party!
context: What are you talking about?\Nothing!\Hey, Jin. Give me a hand.\Wait! Hold on a sec!\What?\You can't go to sleep now!\The girls are coming over and we're going to have a sweet pajama party!\Yes, a pajama party! response:	A form of excitement enjoyed 12,000 years ago!
context: Nothing!\Hey, Jin. Give me a hand.\Wait! Hold on a sec!\What?\You can't go to sleep now!\The girls are coming over and we're going to have a sweet pajama party!\Yes, a pajama party!\A form of excitement enjoyed 12,000 years ago! response:	Wasn't it a planning meeting?
context: Hey, Jin. Give me a hand.\Wait! Hold on a sec!\What?\You can't go to sleep now!\The girls are coming over and we're going to have a sweet pajama party!\Yes, a pajama party!\A form of excitement enjoyed 12,000 years ago!\Wasn't it a planning meeting? response:	Come on, help me out!
context: Wait! Hold on a sec!\What?\You can't go to sleep now!\The girls are coming over and we're going to have a sweet pajama party!\Yes, a pajama party!\A form of excitement enjoyed 12,000 years ago!\Wasn't it a planning meeting?\Come on, help me out! response:	You're not great with girls, are you? This is a good opportunity!
context: What?\You can't go to sleep now!\The girls are coming over and we're going to have a sweet pajama party!\Yes, a pajama party!\A form of excitement enjoyed 12,000 years ago!\Wasn't it a planning meeting?\Come on, help me out!\You're not great with girls, are you? This is a good opportunity! response:	Better learn now, before you have to Union with one!
context: You can't go to sleep now!\The girls are coming over and we're going to have a sweet pajama party!\Yes, a pajama party!\A form of excitement enjoyed 12,000 years ago!\Wasn't it a planning meeting?\Come on, help me out!\You're not great with girls, are you? This is a good opportunity!\Better learn now, before you have to Union with one! response:	Union?
context: The girls are coming over and we're going to have a sweet pajama party!\Yes, a pajama party!\A form of excitement enjoyed 12,000 years ago!\Wasn't it a planning meeting?\Come on, help me out!\You're not great with girls, are you? This is a good opportunity!\Better learn now, before you have to Union with one!\Union? response:	Hell yeah, Union!
context: Yes, a pajama party!\A form of excitement enjoyed 12,000 years ago!\Wasn't it a planning meeting?\Come on, help me out!\You're not great with girls, are you? This is a good opportunity!\Better learn now, before you have to Union with one!\Union?\Hell yeah, Union! response:	When our hearts join, and we caress with our souls!
context: A form of excitement enjoyed 12,000 years ago!\Wasn't it a planning meeting?\Come on, help me out!\You're not great with girls, are you? This is a good opportunity!\Better learn now, before you have to Union with one!\Union?\Hell yeah, Union!\When our hearts join, and we caress with our souls! response:	And at that instant, pure bliss!
context: Wasn't it a planning meeting?\Come on, help me out!\You're not great with girls, are you? This is a good opportunity!\Better learn now, before you have to Union with one!\Union?\Hell yeah, Union!\When our hearts join, and we caress with our souls!\And at that instant, pure bliss! response:	It really feels that good?
context: Come on, help me out!\You're not great with girls, are you? This is a good opportunity!\Better learn now, before you have to Union with one!\Union?\Hell yeah, Union!\When our hearts join, and we caress with our souls!\And at that instant, pure bliss!\It really feels that good? response:	It's a feeling that can't be put into words.
context: You're not great with girls, are you? This is a good opportunity!\Better learn now, before you have to Union with one!\Union?\Hell yeah, Union!\When our hearts join, and we caress with our souls!\And at that instant, pure bliss!\It really feels that good?\It's a feeling that can't be put into words. response:	But you'll understand when you do it yourself!
context: Better learn now, before you have to Union with one!\Union?\Hell yeah, Union!\When our hearts join, and we caress with our souls!\And at that instant, pure bliss!\It really feels that good?\It's a feeling that can't be put into words.\But you'll understand when you do it yourself! response:	You know, you still haven't done it with a girl...
context: Union?\Hell yeah, Union!\When our hearts join, and we caress with our souls!\And at that instant, pure bliss!\It really feels that good?\It's a feeling that can't be put into words.\But you'll understand when you do it yourself!\You know, you still haven't done it with a girl... response:	Union...
context: Hell yeah, Union!\When our hearts join, and we caress with our souls!\And at that instant, pure bliss!\It really feels that good?\It's a feeling that can't be put into words.\But you'll understand when you do it yourself!\You know, you still haven't done it with a girl...\Union... response:	Since when was this hole here?
context: When our hearts join, and we caress with our souls!\And at that instant, pure bliss!\It really feels that good?\It's a feeling that can't be put into words.\But you'll understand when you do it yourself!\You know, you still haven't done it with a girl...\Union...\Since when was this hole here? response:	Are you okay?
context: And at that instant, pure bliss!\It really feels that good?\It's a feeling that can't be put into words.\But you'll understand when you do it yourself!\You know, you still haven't done it with a girl...\Union...\Since when was this hole here?\Are you okay? response:	I'm fine! I'm not scared at AAHH!
context: It really feels that good?\It's a feeling that can't be put into words.\But you'll understand when you do it yourself!\You know, you still haven't done it with a girl...\Union...\Since when was this hole here?\Are you okay?\I'm fine! I'm not scared at AAHH! response:	I'm really sorry for scaring you.
context: It's a feeling that can't be put into words.\But you'll understand when you do it yourself!\You know, you still haven't done it with a girl...\Union...\Since when was this hole here?\Are you okay?\I'm fine! I'm not scared at AAHH!\I'm really sorry for scaring you. response:	Yunoha?
context: But you'll understand when you do it yourself!\You know, you still haven't done it with a girl...\Union...\Since when was this hole here?\Are you okay?\I'm fine! I'm not scared at AAHH!\I'm really sorry for scaring you.\Yunoha? response:	Can I please come with you?
context: You know, you still haven't done it with a girl...\Union...\Since when was this hole here?\Are you okay?\I'm fine! I'm not scared at AAHH!\I'm really sorry for scaring you.\Yunoha?\Can I please come with you? response:	What troubles you, my friend?
context: Union...\Since when was this hole here?\Are you okay?\I'm fine! I'm not scared at AAHH!\I'm really sorry for scaring you.\Yunoha?\Can I please come with you?\What troubles you, my friend? response:	Shrade.
context: Since when was this hole here?\Are you okay?\I'm fine! I'm not scared at AAHH!\I'm really sorry for scaring you.\Yunoha?\Can I please come with you?\What troubles you, my friend?\Shrade. response:	Something must be, to find you so lost in thought.
context: Are you okay?\I'm fine! I'm not scared at AAHH!\I'm really sorry for scaring you.\Yunoha?\Can I please come with you?\What troubles you, my friend?\Shrade.\Something must be, to find you so lost in thought. response:	Are you still concerned about that transfer student?
context: I'm fine! I'm not scared at AAHH!\I'm really sorry for scaring you.\Yunoha?\Can I please come with you?\What troubles you, my friend?\Shrade.\Something must be, to find you so lost in thought.\Are you still concerned about that transfer student? response:	He appears to bear darkness in his heart.
context: I'm really sorry for scaring you.\Yunoha?\Can I please come with you?\What troubles you, my friend?\Shrade.\Something must be, to find you so lost in thought.\Are you still concerned about that transfer student?\He appears to bear darkness in his heart. response:	Much like yourself.
context: Yunoha?\Can I please come with you?\What troubles you, my friend?\Shrade.\Something must be, to find you so lost in thought.\Are you still concerned about that transfer student?\He appears to bear darkness in his heart.\Much like yourself. response:	Do I look like I'm bearing darkness?
context: Can I please come with you?\What troubles you, my friend?\Shrade.\Something must be, to find you so lost in thought.\Are you still concerned about that transfer student?\He appears to bear darkness in his heart.\Much like yourself.\Do I look like I'm bearing darkness? response:	Finally, we're through!
context: What troubles you, my friend?\Shrade.\Something must be, to find you so lost in thought.\Are you still concerned about that transfer student?\He appears to bear darkness in his heart.\Much like yourself.\Do I look like I'm bearing darkness?\Finally, we're through! response:	Mikono!
context: Shrade.\Something must be, to find you so lost in thought.\Are you still concerned about that transfer student?\He appears to bear darkness in his heart.\Much like yourself.\Do I look like I'm bearing darkness?\Finally, we're through!\Mikono! response:	Here we are!
context: Something must be, to find you so lost in thought.\Are you still concerned about that transfer student?\He appears to bear darkness in his heart.\Much like yourself.\Do I look like I'm bearing darkness?\Finally, we're through!\Mikono!\Here we are! response:	Don't be shy! Come in and make yourselves at...
context: Are you still concerned about that transfer student?\He appears to bear darkness in his heart.\Much like yourself.\Do I look like I'm bearing darkness?\Finally, we're through!\Mikono!\Here we are!\Don't be shy! Come in and make yourselves at... response:	Hey, what are you guys doing here?
context: He appears to bear darkness in his heart.\Much like yourself.\Do I look like I'm bearing darkness?\Finally, we're through!\Mikono!\Here we are!\Don't be shy! Come in and make yourselves at...\Hey, what are you guys doing here? response:	He just ran into us...
context: Much like yourself.\Do I look like I'm bearing darkness?\Finally, we're through!\Mikono!\Here we are!\Don't be shy! Come in and make yourselves at...\Hey, what are you guys doing here?\He just ran into us... response:	Seriously?
context: Do I look like I'm bearing darkness?\Finally, we're through!\Mikono!\Here we are!\Don't be shy! Come in and make yourselves at...\Hey, what are you guys doing here?\He just ran into us...\Seriously? response:	We're crashing this party.
context: Finally, we're through!\Mikono!\Here we are!\Don't be shy! Come in and make yourselves at...\Hey, what are you guys doing here?\He just ran into us...\Seriously?\We're crashing this party. response:	Excuse us.
context: Mikono!\Here we are!\Don't be shy! Come in and make yourselves at...\Hey, what are you guys doing here?\He just ran into us...\Seriously?\We're crashing this party.\Excuse us. response:	We're not trying to do anything weird here!
context: Here we are!\Don't be shy! Come in and make yourselves at...\Hey, what are you guys doing here?\He just ran into us...\Seriously?\We're crashing this party.\Excuse us.\We're not trying to do anything weird here! response:	We just want to plan something exciting for the anniversary...
context: Don't be shy! Come in and make yourselves at...\Hey, what are you guys doing here?\He just ran into us...\Seriously?\We're crashing this party.\Excuse us.\We're not trying to do anything weird here!\We just want to plan something exciting for the anniversary... response:	Did you say exciting?
context: Hey, what are you guys doing here?\He just ran into us...\Seriously?\We're crashing this party.\Excuse us.\We're not trying to do anything weird here!\We just want to plan something exciting for the anniversary...\Did you say exciting? response:	Wait! He didn't mean exciting like, love exciting!
context: He just ran into us...\Seriously?\We're crashing this party.\Excuse us.\We're not trying to do anything weird here!\We just want to plan something exciting for the anniversary...\Did you say exciting?\Wait! He didn't mean exciting like, love exciting! response:	We just want to have a really fun party, and...
context: Seriously?\We're crashing this party.\Excuse us.\We're not trying to do anything weird here!\We just want to plan something exciting for the anniversary...\Did you say exciting?\Wait! He didn't mean exciting like, love exciting!\We just want to have a really fun party, and... response:	Cut that out! Stop nosing around in our stuff!
context: We're crashing this party.\Excuse us.\We're not trying to do anything weird here!\We just want to plan something exciting for the anniversary...\Did you say exciting?\Wait! He didn't mean exciting like, love exciting!\We just want to have a really fun party, and...\Cut that out! Stop nosing around in our stuff! response:	But Mix said boys hide all their tainted stuff.
context: Excuse us.\We're not trying to do anything weird here!\We just want to plan something exciting for the anniversary...\Did you say exciting?\Wait! He didn't mean exciting like, love exciting!\We just want to have a really fun party, and...\Cut that out! Stop nosing around in our stuff!\But Mix said boys hide all their tainted stuff. response:	I've never been in a boy's room before, so I want to see if that's true.
context: We're not trying to do anything weird here!\We just want to plan something exciting for the anniversary...\Did you say exciting?\Wait! He didn't mean exciting like, love exciting!\We just want to have a really fun party, and...\Cut that out! Stop nosing around in our stuff!\But Mix said boys hide all their tainted stuff.\I've never been in a boy's room before, so I want to see if that's true. response:	Well, stop it!
context: We just want to plan something exciting for the anniversary...\Did you say exciting?\Wait! He didn't mean exciting like, love exciting!\We just want to have a really fun party, and...\Cut that out! Stop nosing around in our stuff!\But Mix said boys hide all their tainted stuff.\I've never been in a boy's room before, so I want to see if that's true.\Well, stop it! response:	Hi.
context: Did you say exciting?\Wait! He didn't mean exciting like, love exciting!\We just want to have a really fun party, and...\Cut that out! Stop nosing around in our stuff!\But Mix said boys hide all their tainted stuff.\I've never been in a boy's room before, so I want to see if that's true.\Well, stop it!\Hi. response:	I found a tainted picture!
context: Wait! He didn't mean exciting like, love exciting!\We just want to have a really fun party, and...\Cut that out! Stop nosing around in our stuff!\But Mix said boys hide all their tainted stuff.\I've never been in a boy's room before, so I want to see if that's true.\Well, stop it!\Hi.\I found a tainted picture! response:	That's not
context: We just want to have a really fun party, and...\Cut that out! Stop nosing around in our stuff!\But Mix said boys hide all their tainted stuff.\I've never been in a boy's room before, so I want to see if that's true.\Well, stop it!\Hi.\I found a tainted picture!\That's not response:	Silvie?
context: Cut that out! Stop nosing around in our stuff!\But Mix said boys hide all their tainted stuff.\I've never been in a boy's room before, so I want to see if that's true.\Well, stop it!\Hi.\I found a tainted picture!\That's not\Silvie? response:	It's that actress!
context: But Mix said boys hide all their tainted stuff.\I've never been in a boy's room before, so I want to see if that's true.\Well, stop it!\Hi.\I found a tainted picture!\That's not\Silvie?\It's that actress! response:	She was the female lead in Skies of Aquaria.
context: I've never been in a boy's room before, so I want to see if that's true.\Well, stop it!\Hi.\I found a tainted picture!\That's not\Silvie?\It's that actress!\She was the female lead in Skies of Aquaria. response:	I'm kind of a fan of hers.
context: Well, stop it!\Hi.\I found a tainted picture!\That's not\Silvie?\It's that actress!\She was the female lead in Skies of Aquaria.\I'm kind of a fan of hers. response:	But this doesn't look like a publicity photo.
context: Hi.\I found a tainted picture!\That's not\Silvie?\It's that actress!\She was the female lead in Skies of Aquaria.\I'm kind of a fan of hers.\But this doesn't look like a publicity photo. response:	Jin's a fan of hers too. Aren't you?
context: I found a tainted picture!\That's not\Silvie?\It's that actress!\She was the female lead in Skies of Aquaria.\I'm kind of a fan of hers.\But this doesn't look like a publicity photo.\Jin's a fan of hers too. Aren't you? response:	Really?
context: That's not\Silvie?\It's that actress!\She was the female lead in Skies of Aquaria.\I'm kind of a fan of hers.\But this doesn't look like a publicity photo.\Jin's a fan of hers too. Aren't you?\Really? response:	Why don't you show them?
context: Silvie?\It's that actress!\She was the female lead in Skies of Aquaria.\I'm kind of a fan of hers.\But this doesn't look like a publicity photo.\Jin's a fan of hers too. Aren't you?\Really?\Why don't you show them? response:	You know, that device that plays Alisia's song.
context: It's that actress!\She was the female lead in Skies of Aquaria.\I'm kind of a fan of hers.\But this doesn't look like a publicity photo.\Jin's a fan of hers too. Aren't you?\Really?\Why don't you show them?\You know, that device that plays Alisia's song. response:	Whoa!
context: She was the female lead in Skies of Aquaria.\I'm kind of a fan of hers.\But this doesn't look like a publicity photo.\Jin's a fan of hers too. Aren't you?\Really?\Why don't you show them?\You know, that device that plays Alisia's song.\Whoa! response:	Can we see?
context: I'm kind of a fan of hers.\But this doesn't look like a publicity photo.\Jin's a fan of hers too. Aren't you?\Really?\Why don't you show them?\You know, that device that plays Alisia's song.\Whoa!\Can we see? response:	Wow!
context: But this doesn't look like a publicity photo.\Jin's a fan of hers too. Aren't you?\Really?\Why don't you show them?\You know, that device that plays Alisia's song.\Whoa!\Can we see?\Wow! response:	Sweet!
context: Jin's a fan of hers too. Aren't you?\Really?\Why don't you show them?\You know, that device that plays Alisia's song.\Whoa!\Can we see?\Wow!\Sweet! response:	Where did you get that?
context: Really?\Why don't you show them?\You know, that device that plays Alisia's song.\Whoa!\Can we see?\Wow!\Sweet!\Where did you get that? response:	Hey, I know!
context: Why don't you show them?\You know, that device that plays Alisia's song.\Whoa!\Can we see?\Wow!\Sweet!\Where did you get that?\Hey, I know! response:	What?
context: You know, that device that plays Alisia's song.\Whoa!\Can we see?\Wow!\Sweet!\Where did you get that?\Hey, I know!\What? response:	The anniversary party event!
context: Whoa!\Can we see?\Wow!\Sweet!\Where did you get that?\Hey, I know!\What?\The anniversary party event! response:	Let's show Skies of Aquaria!
context: Can we see?\Wow!\Sweet!\Where did you get that?\Hey, I know!\What?\The anniversary party event!\Let's show Skies of Aquaria! response:	I think that would be great!
context: Wow!\Sweet!\Where did you get that?\Hey, I know!\What?\The anniversary party event!\Let's show Skies of Aquaria!\I think that would be great! response:	Right?
context: Sweet!\Where did you get that?\Hey, I know!\What?\The anniversary party event!\Let's show Skies of Aquaria!\I think that would be great!\Right? response:	Tonight, the Berlin itself will become a giant movie screen!
context: Where did you get that?\Hey, I know!\What?\The anniversary party event!\Let's show Skies of Aquaria!\I think that would be great!\Right?\Tonight, the Berlin itself will become a giant movie screen! response:	There'll be an emergency screening of Skies of Aquaria!
context: Hey, I know!\What?\The anniversary party event!\Let's show Skies of Aquaria!\I think that would be great!\Right?\Tonight, the Berlin itself will become a giant movie screen!\There'll be an emergency screening of Skies of Aquaria! response:	The movie will begin at 12 sharp in the courtyard under the Berlin!
context: What?\The anniversary party event!\Let's show Skies of Aquaria!\I think that would be great!\Right?\Tonight, the Berlin itself will become a giant movie screen!\There'll be an emergency screening of Skies of Aquaria!\The movie will begin at 12 sharp in the courtyard under the Berlin! response:	It will be opened with a live performance by Shrade!
context: The anniversary party event!\Let's show Skies of Aquaria!\I think that would be great!\Right?\Tonight, the Berlin itself will become a giant movie screen!\There'll be an emergency screening of Skies of Aquaria!\The movie will begin at 12 sharp in the courtyard under the Berlin!\It will be opened with a live performance by Shrade! response:	You're showing a movie on the Berlin?
context: Let's show Skies of Aquaria!\I think that would be great!\Right?\Tonight, the Berlin itself will become a giant movie screen!\There'll be an emergency screening of Skies of Aquaria!\The movie will begin at 12 sharp in the courtyard under the Berlin!\It will be opened with a live performance by Shrade!\You're showing a movie on the Berlin? response:	I take it you have permission.
context: I think that would be great!\Right?\Tonight, the Berlin itself will become a giant movie screen!\There'll be an emergency screening of Skies of Aquaria!\The movie will begin at 12 sharp in the courtyard under the Berlin!\It will be opened with a live performance by Shrade!\You're showing a movie on the Berlin?\I take it you have permission. response:	Of course I do! It's the big anniversary event!
context: Right?\Tonight, the Berlin itself will become a giant movie screen!\There'll be an emergency screening of Skies of Aquaria!\The movie will begin at 12 sharp in the courtyard under the Berlin!\It will be opened with a live performance by Shrade!\You're showing a movie on the Berlin?\I take it you have permission.\Of course I do! It's the big anniversary event! response:	Come and have some fun!
context: Tonight, the Berlin itself will become a giant movie screen!\There'll be an emergency screening of Skies of Aquaria!\The movie will begin at 12 sharp in the courtyard under the Berlin!\It will be opened with a live performance by Shrade!\You're showing a movie on the Berlin?\I take it you have permission.\Of course I do! It's the big anniversary event!\Come and have some fun! response:	You can join the crowd and go wild,
context: There'll be an emergency screening of Skies of Aquaria!\The movie will begin at 12 sharp in the courtyard under the Berlin!\It will be opened with a live performance by Shrade!\You're showing a movie on the Berlin?\I take it you have permission.\Of course I do! It's the big anniversary event!\Come and have some fun!\You can join the crowd and go wild, response:	watch it quietly by yourself,
context: The movie will begin at 12 sharp in the courtyard under the Berlin!\It will be opened with a live performance by Shrade!\You're showing a movie on the Berlin?\I take it you have permission.\Of course I do! It's the big anniversary event!\Come and have some fun!\You can join the crowd and go wild,\watch it quietly by yourself, response:	or make it a special, romantic night for two!
context: It will be opened with a live performance by Shrade!\You're showing a movie on the Berlin?\I take it you have permission.\Of course I do! It's the big anniversary event!\Come and have some fun!\You can join the crowd and go wild,\watch it quietly by yourself,\or make it a special, romantic night for two! response:	Hey, wanna watch with me?
context: You're showing a movie on the Berlin?\I take it you have permission.\Of course I do! It's the big anniversary event!\Come and have some fun!\You can join the crowd and go wild,\watch it quietly by yourself,\or make it a special, romantic night for two!\Hey, wanna watch with me? response:	With you? Never!
context: I take it you have permission.\Of course I do! It's the big anniversary event!\Come and have some fun!\You can join the crowd and go wild,\watch it quietly by yourself,\or make it a special, romantic night for two!\Hey, wanna watch with me?\With you? Never! response:	Is this wise? We never know when the Abductors will attack.
context: Of course I do! It's the big anniversary event!\Come and have some fun!\You can join the crowd and go wild,\watch it quietly by yourself,\or make it a special, romantic night for two!\Hey, wanna watch with me?\With you? Never!\Is this wise? We never know when the Abductors will attack. response:	But we must also relax from time to time.
context: Come and have some fun!\You can join the crowd and go wild,\watch it quietly by yourself,\or make it a special, romantic night for two!\Hey, wanna watch with me?\With you? Never!\Is this wise? We never know when the Abductors will attack.\But we must also relax from time to time. response:	Life is but a dream.
context: You can join the crowd and go wild,\watch it quietly by yourself,\or make it a special, romantic night for two!\Hey, wanna watch with me?\With you? Never!\Is this wise? We never know when the Abductors will attack.\But we must also relax from time to time.\Life is but a dream. response:	A dream recorded on film is yet a dream.
context: watch it quietly by yourself,\or make it a special, romantic night for two!\Hey, wanna watch with me?\With you? Never!\Is this wise? We never know when the Abductors will attack.\But we must also relax from time to time.\Life is but a dream.\A dream recorded on film is yet a dream. response:	Come in, command!
context: or make it a special, romantic night for two!\Hey, wanna watch with me?\With you? Never!\Is this wise? We never know when the Abductors will attack.\But we must also relax from time to time.\Life is but a dream.\A dream recorded on film is yet a dream.\Come in, command! response:	This is Jin! What's going on? Is anyone there?
context: Hey, wanna watch with me?\With you? Never!\Is this wise? We never know when the Abductors will attack.\But we must also relax from time to time.\Life is but a dream.\A dream recorded on film is yet a dream.\Come in, command!\This is Jin! What's going on? Is anyone there? response:	What's happening up there?
context: With you? Never!\Is this wise? We never know when the Abductors will attack.\But we must also relax from time to time.\Life is but a dream.\A dream recorded on film is yet a dream.\Come in, command!\This is Jin! What's going on? Is anyone there?\What's happening up there? response:	This is a top priority message.
context: Is this wise? We never know when the Abductors will attack.\But we must also relax from time to time.\Life is but a dream.\A dream recorded on film is yet a dream.\Come in, command!\This is Jin! What's going on? Is anyone there?\What's happening up there?\This is a top priority message. response:	I've identified a Rare Igura who could be the true Eve.
context: But we must also relax from time to time.\Life is but a dream.\A dream recorded on film is yet a dream.\Come in, command!\This is Jin! What's going on? Is anyone there?\What's happening up there?\This is a top priority message.\I've identified a Rare Igura who could be the true Eve. response:	I'm going to bring her back in one of the Machine Angel's components.
context: Life is but a dream.\A dream recorded on film is yet a dream.\Come in, command!\This is Jin! What's going on? Is anyone there?\What's happening up there?\This is a top priority message.\I've identified a Rare Igura who could be the true Eve.\I'm going to bring her back in one of the Machine Angel's components. response:	Be ready to open the gate.
context: A dream recorded on film is yet a dream.\Come in, command!\This is Jin! What's going on? Is anyone there?\What's happening up there?\This is a top priority message.\I've identified a Rare Igura who could be the true Eve.\I'm going to bring her back in one of the Machine Angel's components.\Be ready to open the gate. response:	Jin?
context: Come in, command!\This is Jin! What's going on? Is anyone there?\What's happening up there?\This is a top priority message.\I've identified a Rare Igura who could be the true Eve.\I'm going to bring her back in one of the Machine Angel's components.\Be ready to open the gate.\Jin? response:	Did you hear that?
context: This is Jin! What's going on? Is anyone there?\What's happening up there?\This is a top priority message.\I've identified a Rare Igura who could be the true Eve.\I'm going to bring her back in one of the Machine Angel's components.\Be ready to open the gate.\Jin?\Did you hear that? response:	Did you hear?
context: What's happening up there?\This is a top priority message.\I've identified a Rare Igura who could be the true Eve.\I'm going to bring her back in one of the Machine Angel's components.\Be ready to open the gate.\Jin?\Did you hear that?\Did you hear? response:	I didn't...
context: This is a top priority message.\I've identified a Rare Igura who could be the true Eve.\I'm going to bring her back in one of the Machine Angel's components.\Be ready to open the gate.\Jin?\Did you hear that?\Did you hear?\I didn't... response:	What's the matter, Yunoha? Come here and give me a hand.
context: I've identified a Rare Igura who could be the true Eve.\I'm going to bring her back in one of the Machine Angel's components.\Be ready to open the gate.\Jin?\Did you hear that?\Did you hear?\I didn't...\What's the matter, Yunoha? Come here and give me a hand. response:	Wait!
context: I'm going to bring her back in one of the Machine Angel's components.\Be ready to open the gate.\Jin?\Did you hear that?\Did you hear?\I didn't...\What's the matter, Yunoha? Come here and give me a hand.\Wait! response:	No!
context: Be ready to open the gate.\Jin?\Did you hear that?\Did you hear?\I didn't...\What's the matter, Yunoha? Come here and give me a hand.\Wait!\No! response:	She'll never forgive me...
context: Jin?\Did you hear that?\Did you hear?\I didn't...\What's the matter, Yunoha? Come here and give me a hand.\Wait!\No!\She'll never forgive me... response:	And if you get pineapple on it, it's even better!
context: Did you hear that?\Did you hear?\I didn't...\What's the matter, Yunoha? Come here and give me a hand.\Wait!\No!\She'll never forgive me...\And if you get pineapple on it, it's even better! response:	No way! I can't stand pineapple on pizza!
context: Did you hear?\I didn't...\What's the matter, Yunoha? Come here and give me a hand.\Wait!\No!\She'll never forgive me...\And if you get pineapple on it, it's even better!\No way! I can't stand pineapple on pizza! response:	Zessica! Come check this out!
context: I didn't...\What's the matter, Yunoha? Come here and give me a hand.\Wait!\No!\She'll never forgive me...\And if you get pineapple on it, it's even better!\No way! I can't stand pineapple on pizza!\Zessica! Come check this out! response:	We're gonna get a pizza delivered!
context: What's the matter, Yunoha? Come here and give me a hand.\Wait!\No!\She'll never forgive me...\And if you get pineapple on it, it's even better!\No way! I can't stand pineapple on pizza!\Zessica! Come check this out!\We're gonna get a pizza delivered! response:	Sounds great.
context: Wait!\No!\She'll never forgive me...\And if you get pineapple on it, it's even better!\No way! I can't stand pineapple on pizza!\Zessica! Come check this out!\We're gonna get a pizza delivered!\Sounds great. response:	But I'm kind of busy.
context: No!\She'll never forgive me...\And if you get pineapple on it, it's even better!\No way! I can't stand pineapple on pizza!\Zessica! Come check this out!\We're gonna get a pizza delivered!\Sounds great.\But I'm kind of busy. response:	If I hadn't been in that theater that day watching Skies of Aquaria,
context: She'll never forgive me...\And if you get pineapple on it, it's even better!\No way! I can't stand pineapple on pizza!\Zessica! Come check this out!\We're gonna get a pizza delivered!\Sounds great.\But I'm kind of busy.\If I hadn't been in that theater that day watching Skies of Aquaria, response:	we never would have met.
context: And if you get pineapple on it, it's even better!\No way! I can't stand pineapple on pizza!\Zessica! Come check this out!\We're gonna get a pizza delivered!\Sounds great.\But I'm kind of busy.\If I hadn't been in that theater that day watching Skies of Aquaria,\we never would have met. response:	Yeah.
context: No way! I can't stand pineapple on pizza!\Zessica! Come check this out!\We're gonna get a pizza delivered!\Sounds great.\But I'm kind of busy.\If I hadn't been in that theater that day watching Skies of Aquaria,\we never would have met.\Yeah. response:	And we wouldn't have this life either.
context: Zessica! Come check this out!\We're gonna get a pizza delivered!\Sounds great.\But I'm kind of busy.\If I hadn't been in that theater that day watching Skies of Aquaria,\we never would have met.\Yeah.\And we wouldn't have this life either. response:	I'm sorry.
context: We're gonna get a pizza delivered!\Sounds great.\But I'm kind of busy.\If I hadn't been in that theater that day watching Skies of Aquaria,\we never would have met.\Yeah.\And we wouldn't have this life either.\I'm sorry. response:	What for?
context: Sounds great.\But I'm kind of busy.\If I hadn't been in that theater that day watching Skies of Aquaria,\we never would have met.\Yeah.\And we wouldn't have this life either.\I'm sorry.\What for? response:	For getting you into all this danger.
context: But I'm kind of busy.\If I hadn't been in that theater that day watching Skies of Aquaria,\we never would have met.\Yeah.\And we wouldn't have this life either.\I'm sorry.\What for?\For getting you into all this danger. response:	It's not your fault!
context: If I hadn't been in that theater that day watching Skies of Aquaria,\we never would have met.\Yeah.\And we wouldn't have this life either.\I'm sorry.\What for?\For getting you into all this danger.\It's not your fault! response:	All of this is my choice.
context: we never would have met.\Yeah.\And we wouldn't have this life either.\I'm sorry.\What for?\For getting you into all this danger.\It's not your fault!\All of this is my choice. response:	Alisia said it in the movie.
context: Yeah.\And we wouldn't have this life either.\I'm sorry.\What for?\For getting you into all this danger.\It's not your fault!\All of this is my choice.\Alisia said it in the movie. response:	Everyone has the wings to fly beyond their destiny.
