context: Thank you for your help, Kanou-kun. response:	It's nothing.
context: He is Miyabigaoka's proud vice president.\Miyabigaoka's Student Council President, Igarashi Tora.\What is he planning?\As the vice president, he makes an excellent assistant.\You might say that he knows the joy of working for a master.\I believe that he can make a great shop, so I'm supporting him as the president and as his friend.\I know. If you're worried about his capability as a butler, how about you come to the footman audition held next weekend?\Footman? response:	They're staff who work under the butler.
context: Miyabigaoka's Student Council President, Igarashi Tora.\What is he planning?\As the vice president, he makes an excellent assistant.\You might say that he knows the joy of working for a master.\I believe that he can make a great shop, so I'm supporting him as the president and as his friend.\I know. If you're worried about his capability as a butler, how about you come to the footman audition held next weekend?\Footman?\They're staff who work under the butler. response:	In order to hire skilled footmen, we will be holding a large scale interview.
context: What is he planning?\As the vice president, he makes an excellent assistant.\You might say that he knows the joy of working for a master.\I believe that he can make a great shop, so I'm supporting him as the president and as his friend.\I know. If you're worried about his capability as a butler, how about you come to the footman audition held next weekend?\Footman?\They're staff who work under the butler.\In order to hire skilled footmen, we will be holding a large scale interview. response:	Why is it already scheduled?
context: As the vice president, he makes an excellent assistant.\You might say that he knows the joy of working for a master.\I believe that he can make a great shop, so I'm supporting him as the president and as his friend.\I know. If you're worried about his capability as a butler, how about you come to the footman audition held next weekend?\Footman?\They're staff who work under the butler.\In order to hire skilled footmen, we will be holding a large scale interview.\Why is it already scheduled? response:	It's still too early to recruit staff!
context: You might say that he knows the joy of working for a master.\I believe that he can make a great shop, so I'm supporting him as the president and as his friend.\I know. If you're worried about his capability as a butler, how about you come to the footman audition held next weekend?\Footman?\They're staff who work under the butler.\In order to hire skilled footmen, we will be holding a large scale interview.\Why is it already scheduled?\It's still too early to recruit staff! response:	Nobody said they're selling this place!
context: I believe that he can make a great shop, so I'm supporting him as the president and as his friend.\I know. If you're worried about his capability as a butler, how about you come to the footman audition held next weekend?\Footman?\They're staff who work under the butler.\In order to hire skilled footmen, we will be holding a large scale interview.\Why is it already scheduled?\It's still too early to recruit staff!\Nobody said they're selling this place! response:	We should excuse ourselves now.
context: I know. If you're worried about his capability as a butler, how about you come to the footman audition held next weekend?\Footman?\They're staff who work under the butler.\In order to hire skilled footmen, we will be holding a large scale interview.\Why is it already scheduled?\It's still too early to recruit staff!\Nobody said they're selling this place!\We should excuse ourselves now. response:	Maki-kun, we'll need to give them time to relax and think.
context: Footman?\They're staff who work under the butler.\In order to hire skilled footmen, we will be holding a large scale interview.\Why is it already scheduled?\It's still too early to recruit staff!\Nobody said they're selling this place!\We should excuse ourselves now.\Maki-kun, we'll need to give them time to relax and think. response:	Certainly.
context: They're staff who work under the butler.\In order to hire skilled footmen, we will be holding a large scale interview.\Why is it already scheduled?\It's still too early to recruit staff!\Nobody said they're selling this place!\We should excuse ourselves now.\Maki-kun, we'll need to give them time to relax and think.\Certainly. response:	We will leave for today. Here's the summary of the conditions and benefits related to this sale.
context: In order to hire skilled footmen, we will be holding a large scale interview.\Why is it already scheduled?\It's still too early to recruit staff!\Nobody said they're selling this place!\We should excuse ourselves now.\Maki-kun, we'll need to give them time to relax and think.\Certainly.\We will leave for today. Here's the summary of the conditions and benefits related to this sale. response:	Please look over this and consider our proposal.
context: Why is it already scheduled?\It's still too early to recruit staff!\Nobody said they're selling this place!\We should excuse ourselves now.\Maki-kun, we'll need to give them time to relax and think.\Certainly.\We will leave for today. Here's the summary of the conditions and benefits related to this sale.\Please look over this and consider our proposal. response:	If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,
context: It's still too early to recruit staff!\Nobody said they're selling this place!\We should excuse ourselves now.\Maki-kun, we'll need to give them time to relax and think.\Certainly.\We will leave for today. Here's the summary of the conditions and benefits related to this sale.\Please look over this and consider our proposal.\If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate, response:	we are willing to negotiate on these points.
context: Nobody said they're selling this place!\We should excuse ourselves now.\Maki-kun, we'll need to give them time to relax and think.\Certainly.\We will leave for today. Here's the summary of the conditions and benefits related to this sale.\Please look over this and consider our proposal.\If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,\we are willing to negotiate on these points. response:	Excuse us.
context: We should excuse ourselves now.\Maki-kun, we'll need to give them time to relax and think.\Certainly.\We will leave for today. Here's the summary of the conditions and benefits related to this sale.\Please look over this and consider our proposal.\If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,\we are willing to negotiate on these points.\Excuse us. response:	Please wait!
context: Maki-kun, we'll need to give them time to relax and think.\Certainly.\We will leave for today. Here's the summary of the conditions and benefits related to this sale.\Please look over this and consider our proposal.\If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,\we are willing to negotiate on these points.\Excuse us.\Please wait! response:	What's the matter?
context: Certainly.\We will leave for today. Here's the summary of the conditions and benefits related to this sale.\Please look over this and consider our proposal.\If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,\we are willing to negotiate on these points.\Excuse us.\Please wait!\What's the matter? response:	You shouldn't be out in that, should you?
context: We will leave for today. Here's the summary of the conditions and benefits related to this sale.\Please look over this and consider our proposal.\If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,\we are willing to negotiate on these points.\Excuse us.\Please wait!\What's the matter?\You shouldn't be out in that, should you? response:	Why is it here?
context: Please look over this and consider our proposal.\If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,\we are willing to negotiate on these points.\Excuse us.\Please wait!\What's the matter?\You shouldn't be out in that, should you?\Why is it here? response:	Is it because I'm here?
context: If you cannot agree to the listed price for terms such as mediating the reemployment of your staff and funding to relocate,\we are willing to negotiate on these points.\Excuse us.\Please wait!\What's the matter?\You shouldn't be out in that, should you?\Why is it here?\Is it because I'm here? response:	What are you-
context: we are willing to negotiate on these points.\Excuse us.\Please wait!\What's the matter?\You shouldn't be out in that, should you?\Why is it here?\Is it because I'm here?\What are you- response:	Maki, you go on.
context: Excuse us.\Please wait!\What's the matter?\You shouldn't be out in that, should you?\Why is it here?\Is it because I'm here?\What are you-\Maki, you go on. response:	But this is-
context: Please wait!\What's the matter?\You shouldn't be out in that, should you?\Why is it here?\Is it because I'm here?\What are you-\Maki, you go on.\But this is- response:	Maki. That's an order.
context: What's the matter?\You shouldn't be out in that, should you?\Why is it here?\Is it because I'm here?\What are you-\Maki, you go on.\But this is-\Maki. That's an order. response:	Yes.
context: You shouldn't be out in that, should you?\Why is it here?\Is it because I'm here?\What are you-\Maki, you go on.\But this is-\Maki. That's an order.\Yes. response:	You're great at acting, as always.
context: Why is it here?\Is it because I'm here?\What are you-\Maki, you go on.\But this is-\Maki. That's an order.\Yes.\You're great at acting, as always. response:	You, too.
context: Is it because I'm here?\What are you-\Maki, you go on.\But this is-\Maki. That's an order.\Yes.\You're great at acting, as always.\You, too. response:	Dressed up in pretty interesting clothes, aren't you?
context: What are you-\Maki, you go on.\But this is-\Maki. That's an order.\Yes.\You're great at acting, as always.\You, too.\Dressed up in pretty interesting clothes, aren't you? response:	Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.
context: Maki, you go on.\But this is-\Maki. That's an order.\Yes.\You're great at acting, as always.\You, too.\Dressed up in pretty interesting clothes, aren't you?\Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing. response:	He seriously wants to be successful.
context: But this is-\Maki. That's an order.\Yes.\You're great at acting, as always.\You, too.\Dressed up in pretty interesting clothes, aren't you?\Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.\He seriously wants to be successful. response:	We're serious, too!
context: Maki. That's an order.\Yes.\You're great at acting, as always.\You, too.\Dressed up in pretty interesting clothes, aren't you?\Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.\He seriously wants to be successful.\We're serious, too! response:	This place has been built on the work we and the Chief did together.
context: Yes.\You're great at acting, as always.\You, too.\Dressed up in pretty interesting clothes, aren't you?\Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.\He seriously wants to be successful.\We're serious, too!\This place has been built on the work we and the Chief did together. response:	We have customers coming back because they like it here.
context: You're great at acting, as always.\You, too.\Dressed up in pretty interesting clothes, aren't you?\Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.\He seriously wants to be successful.\We're serious, too!\This place has been built on the work we and the Chief did together.\We have customers coming back because they like it here. response:	How could you take this place away from them, too...
context: You, too.\Dressed up in pretty interesting clothes, aren't you?\Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.\He seriously wants to be successful.\We're serious, too!\This place has been built on the work we and the Chief did together.\We have customers coming back because they like it here.\How could you take this place away from them, too... response:	You seem really into your job as a maid.
context: Dressed up in pretty interesting clothes, aren't you?\Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.\He seriously wants to be successful.\We're serious, too!\This place has been built on the work we and the Chief did together.\We have customers coming back because they like it here.\How could you take this place away from them, too...\You seem really into your job as a maid. response:	Once you graduate, do you plan on becoming a professional maid?
context: Just so you know, I'm only watching from the sideline, since it's the first shop Maki's organizing.\He seriously wants to be successful.\We're serious, too!\This place has been built on the work we and the Chief did together.\We have customers coming back because they like it here.\How could you take this place away from them, too...\You seem really into your job as a maid.\Once you graduate, do you plan on becoming a professional maid? response:	Then why don't you seriously spar with Maki?
context: He seriously wants to be successful.\We're serious, too!\This place has been built on the work we and the Chief did together.\We have customers coming back because they like it here.\How could you take this place away from them, too...\You seem really into your job as a maid.\Once you graduate, do you plan on becoming a professional maid?\Then why don't you seriously spar with Maki? response:	Unless you surpass his determination, you won't get anywhere.
context: We're serious, too!\This place has been built on the work we and the Chief did together.\We have customers coming back because they like it here.\How could you take this place away from them, too...\You seem really into your job as a maid.\Once you graduate, do you plan on becoming a professional maid?\Then why don't you seriously spar with Maki?\Unless you surpass his determination, you won't get anywhere. response:	For instance, the audition that's being held next weekend.
context: This place has been built on the work we and the Chief did together.\We have customers coming back because they like it here.\How could you take this place away from them, too...\You seem really into your job as a maid.\Once you graduate, do you plan on becoming a professional maid?\Then why don't you seriously spar with Maki?\Unless you surpass his determination, you won't get anywhere.\For instance, the audition that's being held next weekend. response:	It's a perfect chance to show how serious you are with greeting customers.
context: We have customers coming back because they like it here.\How could you take this place away from them, too...\You seem really into your job as a maid.\Once you graduate, do you plan on becoming a professional maid?\Then why don't you seriously spar with Maki?\Unless you surpass his determination, you won't get anywhere.\For instance, the audition that's being held next weekend.\It's a perfect chance to show how serious you are with greeting customers. response:	Oh, I forgot. It's limited to guys.
context: How could you take this place away from them, too...\You seem really into your job as a maid.\Once you graduate, do you plan on becoming a professional maid?\Then why don't you seriously spar with Maki?\Unless you surpass his determination, you won't get anywhere.\For instance, the audition that's being held next weekend.\It's a perfect chance to show how serious you are with greeting customers.\Oh, I forgot. It's limited to guys. response:	That's right...
context: You seem really into your job as a maid.\Once you graduate, do you plan on becoming a professional maid?\Then why don't you seriously spar with Maki?\Unless you surpass his determination, you won't get anywhere.\For instance, the audition that's being held next weekend.\It's a perfect chance to show how serious you are with greeting customers.\Oh, I forgot. It's limited to guys.\That's right... response:	I have to pay back the humiliation he put me through, playing along with his perverted games.
context: Once you graduate, do you plan on becoming a professional maid?\Then why don't you seriously spar with Maki?\Unless you surpass his determination, you won't get anywhere.\For instance, the audition that's being held next weekend.\It's a perfect chance to show how serious you are with greeting customers.\Oh, I forgot. It's limited to guys.\That's right...\I have to pay back the humiliation he put me through, playing along with his perverted games. response:	Yeah, you're right.
context: Then why don't you seriously spar with Maki?\Unless you surpass his determination, you won't get anywhere.\For instance, the audition that's being held next weekend.\It's a perfect chance to show how serious you are with greeting customers.\Oh, I forgot. It's limited to guys.\That's right...\I have to pay back the humiliation he put me through, playing along with his perverted games.\Yeah, you're right. response:	I can't forgive something like this.
context: Unless you surpass his determination, you won't get anywhere.\For instance, the audition that's being held next weekend.\It's a perfect chance to show how serious you are with greeting customers.\Oh, I forgot. It's limited to guys.\That's right...\I have to pay back the humiliation he put me through, playing along with his perverted games.\Yeah, you're right.\I can't forgive something like this. response:	I will do anything to get back at him.
context: For instance, the audition that's being held next weekend.\It's a perfect chance to show how serious you are with greeting customers.\Oh, I forgot. It's limited to guys.\That's right...\I have to pay back the humiliation he put me through, playing along with his perverted games.\Yeah, you're right.\I can't forgive something like this.\I will do anything to get back at him. response:	Let me take that bag for you.
context: It's a perfect chance to show how serious you are with greeting customers.\Oh, I forgot. It's limited to guys.\That's right...\I have to pay back the humiliation he put me through, playing along with his perverted games.\Yeah, you're right.\I can't forgive something like this.\I will do anything to get back at him.\Let me take that bag for you. response:	Your hand, please.
context: Oh, I forgot. It's limited to guys.\That's right...\I have to pay back the humiliation he put me through, playing along with his perverted games.\Yeah, you're right.\I can't forgive something like this.\I will do anything to get back at him.\Let me take that bag for you.\Your hand, please. response:	Milady.
context: That's right...\I have to pay back the humiliation he put me through, playing along with his perverted games.\Yeah, you're right.\I can't forgive something like this.\I will do anything to get back at him.\Let me take that bag for you.\Your hand, please.\Milady. response:	You're perfect.
context: I have to pay back the humiliation he put me through, playing along with his perverted games.\Yeah, you're right.\I can't forgive something like this.\I will do anything to get back at him.\Let me take that bag for you.\Your hand, please.\Milady.\You're perfect. response:	You're both perfect, Misa-chan! Subaru-chan!
context: Yeah, you're right.\I can't forgive something like this.\I will do anything to get back at him.\Let me take that bag for you.\Your hand, please.\Milady.\You're perfect.\You're both perfect, Misa-chan! Subaru-chan! response:	Nobody will know you're girls!
context: I can't forgive something like this.\I will do anything to get back at him.\Let me take that bag for you.\Your hand, please.\Milady.\You're perfect.\You're both perfect, Misa-chan! Subaru-chan!\Nobody will know you're girls! response:	I'm not sure if I should be happy or not.
context: I will do anything to get back at him.\Let me take that bag for you.\Your hand, please.\Milady.\You're perfect.\You're both perfect, Misa-chan! Subaru-chan!\Nobody will know you're girls!\I'm not sure if I should be happy or not. response:	I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.
context: Let me take that bag for you.\Your hand, please.\Milady.\You're perfect.\You're both perfect, Misa-chan! Subaru-chan!\Nobody will know you're girls!\I'm not sure if I should be happy or not.\I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy. response:	I'm sorry about this.
context: Your hand, please.\Milady.\You're perfect.\You're both perfect, Misa-chan! Subaru-chan!\Nobody will know you're girls!\I'm not sure if I should be happy or not.\I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.\I'm sorry about this. response:	Asking you to get involved...
context: Milady.\You're perfect.\You're both perfect, Misa-chan! Subaru-chan!\Nobody will know you're girls!\I'm not sure if I should be happy or not.\I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.\I'm sorry about this.\Asking you to get involved... response:	There's nothing we could have done.
context: You're perfect.\You're both perfect, Misa-chan! Subaru-chan!\Nobody will know you're girls!\I'm not sure if I should be happy or not.\I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.\I'm sorry about this.\Asking you to get involved...\There's nothing we could have done. response:	We had to have a pair of boys to meet the entry conditions.
context: You're both perfect, Misa-chan! Subaru-chan!\Nobody will know you're girls!\I'm not sure if I should be happy or not.\I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.\I'm sorry about this.\Asking you to get involved...\There's nothing we could have done.\We had to have a pair of boys to meet the entry conditions. response:	Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.
context: Nobody will know you're girls!\I'm not sure if I should be happy or not.\I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.\I'm sorry about this.\Asking you to get involved...\There's nothing we could have done.\We had to have a pair of boys to meet the entry conditions.\Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it. response:	Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.
context: I'm not sure if I should be happy or not.\I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.\I'm sorry about this.\Asking you to get involved...\There's nothing we could have done.\We had to have a pair of boys to meet the entry conditions.\Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.\Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this. response:	To be honest, I wanted to take part in it, but I have this rack that I just can't hide.
context: I wrapped a cloth around my chest, wore a wig, and somehow managed to look like a guy.\I'm sorry about this.\Asking you to get involved...\There's nothing we could have done.\We had to have a pair of boys to meet the entry conditions.\Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.\Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.\To be honest, I wanted to take part in it, but I have this rack that I just can't hide. response:	Are you jealous of the great plains?
context: I'm sorry about this.\Asking you to get involved...\There's nothing we could have done.\We had to have a pair of boys to meet the entry conditions.\Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.\Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.\To be honest, I wanted to take part in it, but I have this rack that I just can't hide.\Are you jealous of the great plains? response:	If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.
context: Asking you to get involved...\There's nothing we could have done.\We had to have a pair of boys to meet the entry conditions.\Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.\Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.\To be honest, I wanted to take part in it, but I have this rack that I just can't hide.\Are you jealous of the great plains?\If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt. response:	Because of me, a place that's important to all of us could be gone.
context: There's nothing we could have done.\We had to have a pair of boys to meet the entry conditions.\Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.\Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.\To be honest, I wanted to take part in it, but I have this rack that I just can't hide.\Are you jealous of the great plains?\If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.\Because of me, a place that's important to all of us could be gone. response:	I can't let that happen.
context: We had to have a pair of boys to meet the entry conditions.\Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.\Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.\To be honest, I wanted to take part in it, but I have this rack that I just can't hide.\Are you jealous of the great plains?\If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.\Because of me, a place that's important to all of us could be gone.\I can't let that happen. response:	These are all participants?
context: Besides, you said you wanted to fight for the sake of Maid Latte, so it's natural that I take part in it.\Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.\To be honest, I wanted to take part in it, but I have this rack that I just can't hide.\Are you jealous of the great plains?\If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.\Because of me, a place that's important to all of us could be gone.\I can't let that happen.\These are all participants? response:	Aren't there way too many people here?
context: Yes. If we make them realize that Maid Latte has a great staff, then maybe we can get out of this.\To be honest, I wanted to take part in it, but I have this rack that I just can't hide.\Are you jealous of the great plains?\If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.\Because of me, a place that's important to all of us could be gone.\I can't let that happen.\These are all participants?\Aren't there way too many people here? response:	It's like a guy festival.
context: To be honest, I wanted to take part in it, but I have this rack that I just can't hide.\Are you jealous of the great plains?\If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.\Because of me, a place that's important to all of us could be gone.\I can't let that happen.\These are all participants?\Aren't there way too many people here?\It's like a guy festival. response:	Look at that afro in the middle of the pack.
context: Are you jealous of the great plains?\If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.\Because of me, a place that's important to all of us could be gone.\I can't let that happen.\These are all participants?\Aren't there way too many people here?\It's like a guy festival.\Look at that afro in the middle of the pack. response:	Did everyone come here just because they saw the flier?
context: If I wasn't working at Maid Latte, I'm sure they wouldn't have made such a forceful buyout attempt.\Because of me, a place that's important to all of us could be gone.\I can't let that happen.\These are all participants?\Aren't there way too many people here?\It's like a guy festival.\Look at that afro in the middle of the pack.\Did everyone come here just because they saw the flier? response:	If there's only a skill test and no written exam, we have to try it out, right?
context: Because of me, a place that's important to all of us could be gone.\I can't let that happen.\These are all participants?\Aren't there way too many people here?\It's like a guy festival.\Look at that afro in the middle of the pack.\Did everyone come here just because they saw the flier?\If there's only a skill test and no written exam, we have to try it out, right? response:	It didn't sound like a formal interview, either.
context: I can't let that happen.\These are all participants?\Aren't there way too many people here?\It's like a guy festival.\Look at that afro in the middle of the pack.\Did everyone come here just because they saw the flier?\If there's only a skill test and no written exam, we have to try it out, right?\It didn't sound like a formal interview, either. response:	Above all, the pay's terrific.
context: These are all participants?\Aren't there way too many people here?\It's like a guy festival.\Look at that afro in the middle of the pack.\Did everyone come here just because they saw the flier?\If there's only a skill test and no written exam, we have to try it out, right?\It didn't sound like a formal interview, either.\Above all, the pay's terrific. response:	Come to the audition if you're interested, eh?
context: Aren't there way too many people here?\It's like a guy festival.\Look at that afro in the middle of the pack.\Did everyone come here just because they saw the flier?\If there's only a skill test and no written exam, we have to try it out, right?\It didn't sound like a formal interview, either.\Above all, the pay's terrific.\Come to the audition if you're interested, eh? response:	That's something that can only be done with the kind of trusted name the Maki Dining Group has.
context: It's like a guy festival.\Look at that afro in the middle of the pack.\Did everyone come here just because they saw the flier?\If there's only a skill test and no written exam, we have to try it out, right?\It didn't sound like a formal interview, either.\Above all, the pay's terrific.\Come to the audition if you're interested, eh?\That's something that can only be done with the kind of trusted name the Maki Dining Group has. response:	Is something the matter, Satsuki-san?
context: Look at that afro in the middle of the pack.\Did everyone come here just because they saw the flier?\If there's only a skill test and no written exam, we have to try it out, right?\It didn't sound like a formal interview, either.\Above all, the pay's terrific.\Come to the audition if you're interested, eh?\That's something that can only be done with the kind of trusted name the Maki Dining Group has.\Is something the matter, Satsuki-san? response:	I just realized the size of our competition.
context: Did everyone come here just because they saw the flier?\If there's only a skill test and no written exam, we have to try it out, right?\It didn't sound like a formal interview, either.\Above all, the pay's terrific.\Come to the audition if you're interested, eh?\That's something that can only be done with the kind of trusted name the Maki Dining Group has.\Is something the matter, Satsuki-san?\I just realized the size of our competition. response:	Sorry for the wait.
context: If there's only a skill test and no written exam, we have to try it out, right?\It didn't sound like a formal interview, either.\Above all, the pay's terrific.\Come to the audition if you're interested, eh?\That's something that can only be done with the kind of trusted name the Maki Dining Group has.\Is something the matter, Satsuki-san?\I just realized the size of our competition.\Sorry for the wait. response:	Thank you for coming to this event.
context: It didn't sound like a formal interview, either.\Above all, the pay's terrific.\Come to the audition if you're interested, eh?\That's something that can only be done with the kind of trusted name the Maki Dining Group has.\Is something the matter, Satsuki-san?\I just realized the size of our competition.\Sorry for the wait.\Thank you for coming to this event. response:	We would like to start the audition now.
context: Above all, the pay's terrific.\Come to the audition if you're interested, eh?\That's something that can only be done with the kind of trusted name the Maki Dining Group has.\Is something the matter, Satsuki-san?\I just realized the size of our competition.\Sorry for the wait.\Thank you for coming to this event.\We would like to start the audition now. response:	That voice! It's the vice president of Miyabigaoka, Maki Kanade!
context: Come to the audition if you're interested, eh?\That's something that can only be done with the kind of trusted name the Maki Dining Group has.\Is something the matter, Satsuki-san?\I just realized the size of our competition.\Sorry for the wait.\Thank you for coming to this event.\We would like to start the audition now.\That voice! It's the vice president of Miyabigaoka, Maki Kanade! response:	The first thing we will have you do today is,
context: That's something that can only be done with the kind of trusted name the Maki Dining Group has.\Is something the matter, Satsuki-san?\I just realized the size of our competition.\Sorry for the wait.\Thank you for coming to this event.\We would like to start the audition now.\That voice! It's the vice president of Miyabigaoka, Maki Kanade!\The first thing we will have you do today is, response:	a race.
context: Is something the matter, Satsuki-san?\I just realized the size of our competition.\Sorry for the wait.\Thank you for coming to this event.\We would like to start the audition now.\That voice! It's the vice president of Miyabigaoka, Maki Kanade!\The first thing we will have you do today is,\a race. response:	What? A race?
context: I just realized the size of our competition.\Sorry for the wait.\Thank you for coming to this event.\We would like to start the audition now.\That voice! It's the vice president of Miyabigaoka, Maki Kanade!\The first thing we will have you do today is,\a race.\What? A race? response:	A tough start.
context: Sorry for the wait.\Thank you for coming to this event.\We would like to start the audition now.\That voice! It's the vice president of Miyabigaoka, Maki Kanade!\The first thing we will have you do today is,\a race.\What? A race?\A tough start. response:	But what's the point of it?
context: Thank you for coming to this event.\We would like to start the audition now.\That voice! It's the vice president of Miyabigaoka, Maki Kanade!\The first thing we will have you do today is,\a race.\What? A race?\A tough start.\But what's the point of it? response:	The hill you came up while coming here is the course.
context: We would like to start the audition now.\That voice! It's the vice president of Miyabigaoka, Maki Kanade!\The first thing we will have you do today is,\a race.\What? A race?\A tough start.\But what's the point of it?\The hill you came up while coming here is the course. response:	If you get to the bottom, you'll find the turnaround point.
context: That voice! It's the vice president of Miyabigaoka, Maki Kanade!\The first thing we will have you do today is,\a race.\What? A race?\A tough start.\But what's the point of it?\The hill you came up while coming here is the course.\If you get to the bottom, you'll find the turnaround point. response:	When you come back, please follow the usher to the gym, where we are.
context: The first thing we will have you do today is,\a race.\What? A race?\A tough start.\But what's the point of it?\The hill you came up while coming here is the course.\If you get to the bottom, you'll find the turnaround point.\When you come back, please follow the usher to the gym, where we are. response:	I already don't have much confidence.
context: a race.\What? A race?\A tough start.\But what's the point of it?\The hill you came up while coming here is the course.\If you get to the bottom, you'll find the turnaround point.\When you come back, please follow the usher to the gym, where we are.\I already don't have much confidence. response:	I'll push your back.
context: What? A race?\A tough start.\But what's the point of it?\The hill you came up while coming here is the course.\If you get to the bottom, you'll find the turnaround point.\When you come back, please follow the usher to the gym, where we are.\I already don't have much confidence.\I'll push your back. response:	However, since this is an audition done by pairs,
context: A tough start.\But what's the point of it?\The hill you came up while coming here is the course.\If you get to the bottom, you'll find the turnaround point.\When you come back, please follow the usher to the gym, where we are.\I already don't have much confidence.\I'll push your back.\However, since this is an audition done by pairs, response:	the passing condition is for you to finish with your partner on your back.
context: But what's the point of it?\The hill you came up while coming here is the course.\If you get to the bottom, you'll find the turnaround point.\When you come back, please follow the usher to the gym, where we are.\I already don't have much confidence.\I'll push your back.\However, since this is an audition done by pairs,\the passing condition is for you to finish with your partner on your back. response:	I see. They're testing our resolve.
context: The hill you came up while coming here is the course.\If you get to the bottom, you'll find the turnaround point.\When you come back, please follow the usher to the gym, where we are.\I already don't have much confidence.\I'll push your back.\However, since this is an audition done by pairs,\the passing condition is for you to finish with your partner on your back.\I see. They're testing our resolve. response:	This is gonna be hot.
context: If you get to the bottom, you'll find the turnaround point.\When you come back, please follow the usher to the gym, where we are.\I already don't have much confidence.\I'll push your back.\However, since this is an audition done by pairs,\the passing condition is for you to finish with your partner on your back.\I see. They're testing our resolve.\This is gonna be hot. response:	They've got to be kidding.
context: When you come back, please follow the usher to the gym, where we are.\I already don't have much confidence.\I'll push your back.\However, since this is an audition done by pairs,\the passing condition is for you to finish with your partner on your back.\I see. They're testing our resolve.\This is gonna be hot.\They've got to be kidding. response:	Let's quit.
context: I already don't have much confidence.\I'll push your back.\However, since this is an audition done by pairs,\the passing condition is for you to finish with your partner on your back.\I see. They're testing our resolve.\This is gonna be hot.\They've got to be kidding.\Let's quit. response:	Please have your partner on your back at all times.
context: I'll push your back.\However, since this is an audition done by pairs,\the passing condition is for you to finish with your partner on your back.\I see. They're testing our resolve.\This is gonna be hot.\They've got to be kidding.\Let's quit.\Please have your partner on your back at all times. response:	You may switch as many times as you like.
context: However, since this is an audition done by pairs,\the passing condition is for you to finish with your partner on your back.\I see. They're testing our resolve.\This is gonna be hot.\They've got to be kidding.\Let's quit.\Please have your partner on your back at all times.\You may switch as many times as you like. response:	The first 50 to come back will move on.
context: the passing condition is for you to finish with your partner on your back.\I see. They're testing our resolve.\This is gonna be hot.\They've got to be kidding.\Let's quit.\Please have your partner on your back at all times.\You may switch as many times as you like.\The first 50 to come back will move on. response:	Please assemble at the starting line.
