context: Editorial Department response:	Shounen Jack
context: No, that's not it. It's just that we were also\Sounds interesting!\This time, I will also enter with a manga about love conquering all!\No way!\You, too?\Yes!\During the audition for NATURAL,\Mashiro was really cool when he came to take away his girlfriend! response:	I'll write something like that!
context: Sounds interesting!\This time, I will also enter with a manga about love conquering all!\No way!\You, too?\Yes!\During the audition for NATURAL,\Mashiro was really cool when he came to take away his girlfriend!\I'll write something like that! response:	These are supposed to be shounen manga, but these guys...
context: This time, I will also enter with a manga about love conquering all!\No way!\You, too?\Yes!\During the audition for NATURAL,\Mashiro was really cool when he came to take away his girlfriend!\I'll write something like that!\These are supposed to be shounen manga, but these guys... response:	Fine, dammit!
context: No way!\You, too?\Yes!\During the audition for NATURAL,\Mashiro was really cool when he came to take away his girlfriend!\I'll write something like that!\These are supposed to be shounen manga, but these guys...\Fine, dammit! response:	I'll do a love story, too!
context: You, too?\Yes!\During the audition for NATURAL,\Mashiro was really cool when he came to take away his girlfriend!\I'll write something like that!\These are supposed to be shounen manga, but these guys...\Fine, dammit!\I'll do a love story, too! response:	What?
context: Yes!\During the audition for NATURAL,\Mashiro was really cool when he came to take away his girlfriend!\I'll write something like that!\These are supposed to be shounen manga, but these guys...\Fine, dammit!\I'll do a love story, too!\What? response:	All the authors participating in the Leader's Fest will compete with love stories.
context: During the audition for NATURAL,\Mashiro was really cool when he came to take away his girlfriend!\I'll write something like that!\These are supposed to be shounen manga, but these guys...\Fine, dammit!\I'll do a love story, too!\What?\All the authors participating in the Leader's Fest will compete with love stories. response:	It's an interesting experiment.
context: Mashiro was really cool when he came to take away his girlfriend!\I'll write something like that!\These are supposed to be shounen manga, but these guys...\Fine, dammit!\I'll do a love story, too!\What?\All the authors participating in the Leader's Fest will compete with love stories.\It's an interesting experiment. response:	Did someone call me?
context: I'll write something like that!\These are supposed to be shounen manga, but these guys...\Fine, dammit!\I'll do a love story, too!\What?\All the authors participating in the Leader's Fest will compete with love stories.\It's an interesting experiment.\Did someone call me? response:	Hiramaru, this is bad!
context: These are supposed to be shounen manga, but these guys...\Fine, dammit!\I'll do a love story, too!\What?\All the authors participating in the Leader's Fest will compete with love stories.\It's an interesting experiment.\Did someone call me?\Hiramaru, this is bad! response:	Aoki is here!
context: Fine, dammit!\I'll do a love story, too!\What?\All the authors participating in the Leader's Fest will compete with love stories.\It's an interesting experiment.\Did someone call me?\Hiramaru, this is bad!\Aoki is here! response:	Get it together!
context: I'll do a love story, too!\What?\All the authors participating in the Leader's Fest will compete with love stories.\It's an interesting experiment.\Did someone call me?\Hiramaru, this is bad!\Aoki is here!\Get it together! response:	What do you think, Hiramaru?
context: What?\All the authors participating in the Leader's Fest will compete with love stories.\It's an interesting experiment.\Did someone call me?\Hiramaru, this is bad!\Aoki is here!\Get it together!\What do you think, Hiramaru? response:	Wh-What a coincidence!
context: All the authors participating in the Leader's Fest will compete with love stories.\It's an interesting experiment.\Did someone call me?\Hiramaru, this is bad!\Aoki is here!\Get it together!\What do you think, Hiramaru?\Wh-What a coincidence! response:	I was just thinking about doing a shounen manga version of Kimi ni Todoke...
context: It's an interesting experiment.\Did someone call me?\Hiramaru, this is bad!\Aoki is here!\Get it together!\What do you think, Hiramaru?\Wh-What a coincidence!\I was just thinking about doing a shounen manga version of Kimi ni Todoke... response:	Sounds good.
context: Did someone call me?\Hiramaru, this is bad!\Aoki is here!\Get it together!\What do you think, Hiramaru?\Wh-What a coincidence!\I was just thinking about doing a shounen manga version of Kimi ni Todoke...\Sounds good. response:	Arai!
context: Hiramaru, this is bad!\Aoki is here!\Get it together!\What do you think, Hiramaru?\Wh-What a coincidence!\I was just thinking about doing a shounen manga version of Kimi ni Todoke...\Sounds good.\Arai! response:	Actually, back when I was a contributor, I did love comedies all the time.
context: Aoki is here!\Get it together!\What do you think, Hiramaru?\Wh-What a coincidence!\I was just thinking about doing a shounen manga version of Kimi ni Todoke...\Sounds good.\Arai!\Actually, back when I was a contributor, I did love comedies all the time. response:	Interesting.
context: Get it together!\What do you think, Hiramaru?\Wh-What a coincidence!\I was just thinking about doing a shounen manga version of Kimi ni Todoke...\Sounds good.\Arai!\Actually, back when I was a contributor, I did love comedies all the time.\Interesting. response:	It's not the Super Leader's Fest...
context: What do you think, Hiramaru?\Wh-What a coincidence!\I was just thinking about doing a shounen manga version of Kimi ni Todoke...\Sounds good.\Arai!\Actually, back when I was a contributor, I did love comedies all the time.\Interesting.\It's not the Super Leader's Fest... response:	It's the Super Leader's Love Fest.
context: Wh-What a coincidence!\I was just thinking about doing a shounen manga version of Kimi ni Todoke...\Sounds good.\Arai!\Actually, back when I was a contributor, I did love comedies all the time.\Interesting.\It's not the Super Leader's Fest...\It's the Super Leader's Love Fest. response:	A competition to see who can create the best love story?
context: I was just thinking about doing a shounen manga version of Kimi ni Todoke...\Sounds good.\Arai!\Actually, back when I was a contributor, I did love comedies all the time.\Interesting.\It's not the Super Leader's Fest...\It's the Super Leader's Love Fest.\A competition to see who can create the best love story? response:	I'm stepping outside to make a call!
context: Sounds good.\Arai!\Actually, back when I was a contributor, I did love comedies all the time.\Interesting.\It's not the Super Leader's Fest...\It's the Super Leader's Love Fest.\A competition to see who can create the best love story?\I'm stepping outside to make a call! response:	What? The party's about to start!
context: Arai!\Actually, back when I was a contributor, I did love comedies all the time.\Interesting.\It's not the Super Leader's Fest...\It's the Super Leader's Love Fest.\A competition to see who can create the best love story?\I'm stepping outside to make a call!\What? The party's about to start! response:	Connected
context: Actually, back when I was a contributor, I did love comedies all the time.\Interesting.\It's not the Super Leader's Fest...\It's the Super Leader's Love Fest.\A competition to see who can create the best love story?\I'm stepping outside to make a call!\What? The party's about to start!\Connected response:	Azuki Miho
context: Interesting.\It's not the Super Leader's Fest...\It's the Super Leader's Love Fest.\A competition to see who can create the best love story?\I'm stepping outside to make a call!\What? The party's about to start!\Connected\Azuki Miho response:	Mashiro? Is something wrong?
context: It's not the Super Leader's Fest...\It's the Super Leader's Love Fest.\A competition to see who can create the best love story?\I'm stepping outside to make a call!\What? The party's about to start!\Connected\Azuki Miho\Mashiro? Is something wrong? response:	Connected
context: It's the Super Leader's Love Fest.\A competition to see who can create the best love story?\I'm stepping outside to make a call!\What? The party's about to start!\Connected\Azuki Miho\Mashiro? Is something wrong?\Connected response:	Azuki Miho
context: A competition to see who can create the best love story?\I'm stepping outside to make a call!\What? The party's about to start!\Connected\Azuki Miho\Mashiro? Is something wrong?\Connected\Azuki Miho response:	Connected
context: I'm stepping outside to make a call!\What? The party's about to start!\Connected\Azuki Miho\Mashiro? Is something wrong?\Connected\Azuki Miho\Connected response:	Azuki Miho
context: What? The party's about to start!\Connected\Azuki Miho\Mashiro? Is something wrong?\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Connected\Azuki Miho\Mashiro? Is something wrong?\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Azuki Miho\Mashiro? Is something wrong?\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Azuki! You've been aware of me since 4th grade, right?
context: Mashiro? Is something wrong?\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Azuki! You've been aware of me since 4th grade, right? response:	Connected
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Azuki! You've been aware of me since 4th grade, right?\Connected response:	Azuki Miho
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Azuki! You've been aware of me since 4th grade, right?\Connected\Azuki Miho response:	Huh?
context: Connected\Azuki Miho\Connected\Azuki Miho\Azuki! You've been aware of me since 4th grade, right?\Connected\Azuki Miho\Huh? response:	Yeah.
context: Azuki Miho\Connected\Azuki Miho\Azuki! You've been aware of me since 4th grade, right?\Connected\Azuki Miho\Huh?\Yeah. response:	Connected
context: Connected\Azuki Miho\Azuki! You've been aware of me since 4th grade, right?\Connected\Azuki Miho\Huh?\Yeah.\Connected response:	Azuki Miho
context: Azuki Miho\Azuki! You've been aware of me since 4th grade, right?\Connected\Azuki Miho\Huh?\Yeah.\Connected\Azuki Miho response:	Does aware mean in love?
context: Azuki! You've been aware of me since 4th grade, right?\Connected\Azuki Miho\Huh?\Yeah.\Connected\Azuki Miho\Does aware mean in love? response:	Mashiro, why are you asking about this?
context: Connected\Azuki Miho\Huh?\Yeah.\Connected\Azuki Miho\Does aware mean in love?\Mashiro, why are you asking about this? response:	Connected
context: Azuki Miho\Huh?\Yeah.\Connected\Azuki Miho\Does aware mean in love?\Mashiro, why are you asking about this?\Connected response:	Azuki Miho
context: Huh?\Yeah.\Connected\Azuki Miho\Does aware mean in love?\Mashiro, why are you asking about this?\Connected\Azuki Miho response:	Connected
context: Yeah.\Connected\Azuki Miho\Does aware mean in love?\Mashiro, why are you asking about this?\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Connected\Azuki Miho\Does aware mean in love?\Mashiro, why are you asking about this?\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Azuki Miho\Does aware mean in love?\Mashiro, why are you asking about this?\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Does aware mean in love?\Mashiro, why are you asking about this?\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Mashiro, why are you asking about this?\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Oh, sorry.
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Oh, sorry. response:	Connected
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Oh, sorry.\Connected response:	Azuki Miho
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Oh, sorry.\Connected\Azuki Miho response:	Connected
context: Connected\Azuki Miho\Connected\Azuki Miho\Oh, sorry.\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Azuki Miho\Connected\Azuki Miho\Oh, sorry.\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Connected\Azuki Miho\Oh, sorry.\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Azuki Miho\Oh, sorry.\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Oh, sorry.\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	I'm doing a one-shot.
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\I'm doing a one-shot. response:	Seven authors will publish love stories, and they'll all be ranked.
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\I'm doing a one-shot.\Seven authors will publish love stories, and they'll all be ranked. response:	I think it was love at first sight.
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\I'm doing a one-shot.\Seven authors will publish love stories, and they'll all be ranked.\I think it was love at first sight. response:	Connected
context: Connected\Azuki Miho\Connected\Azuki Miho\I'm doing a one-shot.\Seven authors will publish love stories, and they'll all be ranked.\I think it was love at first sight.\Connected response:	Azuki Miho
context: Azuki Miho\Connected\Azuki Miho\I'm doing a one-shot.\Seven authors will publish love stories, and they'll all be ranked.\I think it was love at first sight.\Connected\Azuki Miho response:	Connected
context: Connected\Azuki Miho\I'm doing a one-shot.\Seven authors will publish love stories, and they'll all be ranked.\I think it was love at first sight.\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Azuki Miho\I'm doing a one-shot.\Seven authors will publish love stories, and they'll all be ranked.\I think it was love at first sight.\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: I'm doing a one-shot.\Seven authors will publish love stories, and they'll all be ranked.\I think it was love at first sight.\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Seven authors will publish love stories, and they'll all be ranked.\I think it was love at first sight.\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: I think it was love at first sight.\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	I liked you after taking just one look at you.
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\I liked you after taking just one look at you. response:	Connected
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\I liked you after taking just one look at you.\Connected response:	Azuki Miho
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\I liked you after taking just one look at you.\Connected\Azuki Miho response:	Azuki Miho
context: Connected\Azuki Miho\Connected\Azuki Miho\I liked you after taking just one look at you.\Connected\Azuki Miho\Azuki Miho response:	Connected
context: Azuki Miho\Connected\Azuki Miho\I liked you after taking just one look at you.\Connected\Azuki Miho\Azuki Miho\Connected response:	Azuki Miho
context: Connected\Azuki Miho\I liked you after taking just one look at you.\Connected\Azuki Miho\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Azuki Miho\I liked you after taking just one look at you.\Connected\Azuki Miho\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: I liked you after taking just one look at you.\Connected\Azuki Miho\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Connected\Azuki Miho\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Azuki Miho\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Connected
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected response:	Azuki Miho
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho response:	Ask me anything. I'll answer honestly.
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Ask me anything. I'll answer honestly. response:	L-Love at first sight... what was it about me that you fell for?
context: Connected\Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Ask me anything. I'll answer honestly.\L-Love at first sight... what was it about me that you fell for? response:	Love at first sight doesn't follow any rhyme or reason.
context: Azuki Miho\Connected\Azuki Miho\Connected\Azuki Miho\Ask me anything. I'll answer honestly.\L-Love at first sight... what was it about me that you fell for?\Love at first sight doesn't follow any rhyme or reason. response:	The atmosphere that emanated from you... it fit me perfectly.
context: Connected\Azuki Miho\Connected\Azuki Miho\Ask me anything. I'll answer honestly.\L-Love at first sight... what was it about me that you fell for?\Love at first sight doesn't follow any rhyme or reason.\The atmosphere that emanated from you... it fit me perfectly. response:	That's what I thought.
context: Azuki Miho\Connected\Azuki Miho\Ask me anything. I'll answer honestly.\L-Love at first sight... what was it about me that you fell for?\Love at first sight doesn't follow any rhyme or reason.\The atmosphere that emanated from you... it fit me perfectly.\That's what I thought. response:	I see.
context: Connected\Azuki Miho\Ask me anything. I'll answer honestly.\L-Love at first sight... what was it about me that you fell for?\Love at first sight doesn't follow any rhyme or reason.\The atmosphere that emanated from you... it fit me perfectly.\That's what I thought.\I see. response:	I'll use this!
context: Azuki Miho\Ask me anything. I'll answer honestly.\L-Love at first sight... what was it about me that you fell for?\Love at first sight doesn't follow any rhyme or reason.\The atmosphere that emanated from you... it fit me perfectly.\That's what I thought.\I see.\I'll use this! response:	Thanks, Azuki.
context: Ask me anything. I'll answer honestly.\L-Love at first sight... what was it about me that you fell for?\Love at first sight doesn't follow any rhyme or reason.\The atmosphere that emanated from you... it fit me perfectly.\That's what I thought.\I see.\I'll use this!\Thanks, Azuki. response:	I'll make this one-shot great!
context: L-Love at first sight... what was it about me that you fell for?\Love at first sight doesn't follow any rhyme or reason.\The atmosphere that emanated from you... it fit me perfectly.\That's what I thought.\I see.\I'll use this!\Thanks, Azuki.\I'll make this one-shot great! response:	Kengo is watching me, like I thought.
context: Love at first sight doesn't follow any rhyme or reason.\The atmosphere that emanated from you... it fit me perfectly.\That's what I thought.\I see.\I'll use this!\Thanks, Azuki.\I'll make this one-shot great!\Kengo is watching me, like I thought. response:	Kengo is watching me, just like I thought!
context: The atmosphere that emanated from you... it fit me perfectly.\That's what I thought.\I see.\I'll use this!\Thanks, Azuki.\I'll make this one-shot great!\Kengo is watching me, like I thought.\Kengo is watching me, just like I thought! response:	She realized that I'm watching her!
context: That's what I thought.\I see.\I'll use this!\Thanks, Azuki.\I'll make this one-shot great!\Kengo is watching me, like I thought.\Kengo is watching me, just like I thought!\She realized that I'm watching her! response:	She realized that I'm watching her!
context: I see.\I'll use this!\Thanks, Azuki.\I'll make this one-shot great!\Kengo is watching me, like I thought.\Kengo is watching me, just like I thought!\She realized that I'm watching her!\She realized that I'm watching her! response:	She realized that I'm watching her!
context: I'll use this!\Thanks, Azuki.\I'll make this one-shot great!\Kengo is watching me, like I thought.\Kengo is watching me, just like I thought!\She realized that I'm watching her!\She realized that I'm watching her!\She realized that I'm watching her! response:	Kengo is watching me, like I thought.
context: Thanks, Azuki.\I'll make this one-shot great!\Kengo is watching me, like I thought.\Kengo is watching me, just like I thought!\She realized that I'm watching her!\She realized that I'm watching her!\She realized that I'm watching her!\Kengo is watching me, like I thought. response:	I know she'll look at me again.
context: I'll make this one-shot great!\Kengo is watching me, like I thought.\Kengo is watching me, just like I thought!\She realized that I'm watching her!\She realized that I'm watching her!\She realized that I'm watching her!\Kengo is watching me, like I thought.\I know she'll look at me again. response:	She'll look at me again...
context: Kengo is watching me, like I thought.\Kengo is watching me, just like I thought!\She realized that I'm watching her!\She realized that I'm watching her!\She realized that I'm watching her!\Kengo is watching me, like I thought.\I know she'll look at me again.\She'll look at me again... response:	If I turn around and our eyes meet...
context: Kengo is watching me, just like I thought!\She realized that I'm watching her!\She realized that I'm watching her!\She realized that I'm watching her!\Kengo is watching me, like I thought.\I know she'll look at me again.\She'll look at me again...\If I turn around and our eyes meet... response:	If I turn around and our eyes meet...
context: She realized that I'm watching her!\She realized that I'm watching her!\She realized that I'm watching her!\Kengo is watching me, like I thought.\I know she'll look at me again.\She'll look at me again...\If I turn around and our eyes meet...\If I turn around and our eyes meet... response:	I have to be brave
context: She realized that I'm watching her!\She realized that I'm watching her!\Kengo is watching me, like I thought.\I know she'll look at me again.\She'll look at me again...\If I turn around and our eyes meet...\If I turn around and our eyes meet...\I have to be brave response:	and not look away.
context: She realized that I'm watching her!\Kengo is watching me, like I thought.\I know she'll look at me again.\She'll look at me again...\If I turn around and our eyes meet...\If I turn around and our eyes meet...\I have to be brave\and not look away. response:	I have to be brave and not look away!
context: Kengo is watching me, like I thought.\I know she'll look at me again.\She'll look at me again...\If I turn around and our eyes meet...\If I turn around and our eyes meet...\I have to be brave\and not look away.\I have to be brave and not look away! response:	Have to be brave...
context: I know she'll look at me again.\She'll look at me again...\If I turn around and our eyes meet...\If I turn around and our eyes meet...\I have to be brave\and not look away.\I have to be brave and not look away!\Have to be brave... response:	Have to be brave...
context: She'll look at me again...\If I turn around and our eyes meet...\If I turn around and our eyes meet...\I have to be brave\and not look away.\I have to be brave and not look away!\Have to be brave...\Have to be brave... response:	T urn
context: If I turn around and our eyes meet...\If I turn around and our eyes meet...\I have to be brave\and not look away.\I have to be brave and not look away!\Have to be brave...\Have to be brave...\T urn response:	This is the moment our first crush became love. I know it!
context: If I turn around and our eyes meet...\I have to be brave\and not look away.\I have to be brave and not look away!\Have to be brave...\Have to be brave...\T urn\This is the moment our first crush became love. I know it! response:	This is the moment our first crush turned into love.
context: I have to be brave\and not look away.\I have to be brave and not look away!\Have to be brave...\Have to be brave...\T urn\This is the moment our first crush became love. I know it!\This is the moment our first crush turned into love. response:	I know it!
context: and not look away.\I have to be brave and not look away!\Have to be brave...\Have to be brave...\T urn\This is the moment our first crush became love. I know it!\This is the moment our first crush turned into love.\I know it! response:	It really is a love story!
context: I have to be brave and not look away!\Have to be brave...\Have to be brave...\T urn\This is the moment our first crush became love. I know it!\This is the moment our first crush turned into love.\I know it!\It really is a love story! response:	It's pretty good!
context: Have to be brave...\Have to be brave...\T urn\This is the moment our first crush became love. I know it!\This is the moment our first crush turned into love.\I know it!\It really is a love story!\It's pretty good! response:	Really?!
context: Have to be brave...\T urn\This is the moment our first crush became love. I know it!\This is the moment our first crush turned into love.\I know it!\It really is a love story!\It's pretty good!\Really?! response:	You did it!
context: T urn\This is the moment our first crush became love. I know it!\This is the moment our first crush turned into love.\I know it!\It really is a love story!\It's pretty good!\Really?!\You did it! response:	What is it?
context: This is the moment our first crush became love. I know it!\This is the moment our first crush turned into love.\I know it!\It really is a love story!\It's pretty good!\Really?!\You did it!\What is it? response:	Actually, Mashiro came up with this one.
context: This is the moment our first crush turned into love.\I know it!\It really is a love story!\It's pretty good!\Really?!\You did it!\What is it?\Actually, Mashiro came up with this one. response:	I see.
context: I know it!\It really is a love story!\It's pretty good!\Really?!\You did it!\What is it?\Actually, Mashiro came up with this one.\I see. response:	That's why it has a different style than normal.
context: It really is a love story!\It's pretty good!\Really?!\You did it!\What is it?\Actually, Mashiro came up with this one.\I see.\That's why it has a different style than normal. response:	Personally, I think it's good,
context: It's pretty good!\Really?!\You did it!\What is it?\Actually, Mashiro came up with this one.\I see.\That's why it has a different style than normal.\Personally, I think it's good, response:	but I can't predict how Jack readers will respond to this kind of outlook on love.
context: Really?!\You did it!\What is it?\Actually, Mashiro came up with this one.\I see.\That's why it has a different style than normal.\Personally, I think it's good,\but I can't predict how Jack readers will respond to this kind of outlook on love. response:	It's worth a shot, though.
context: You did it!\What is it?\Actually, Mashiro came up with this one.\I see.\That's why it has a different style than normal.\Personally, I think it's good,\but I can't predict how Jack readers will respond to this kind of outlook on love.\It's worth a shot, though. response:	I think there are some parts that need polishing, but let's go with this.
context: What is it?\Actually, Mashiro came up with this one.\I see.\That's why it has a different style than normal.\Personally, I think it's good,\but I can't predict how Jack readers will respond to this kind of outlook on love.\It's worth a shot, though.\I think there are some parts that need polishing, but let's go with this. response:	Okay!
context: Actually, Mashiro came up with this one.\I see.\That's why it has a different style than normal.\Personally, I think it's good,\but I can't predict how Jack readers will respond to this kind of outlook on love.\It's worth a shot, though.\I think there are some parts that need polishing, but let's go with this.\Okay! response:	Now, Takagi, show me chapter two of Rabuta.
context: I see.\That's why it has a different style than normal.\Personally, I think it's good,\but I can't predict how Jack readers will respond to this kind of outlook on love.\It's worth a shot, though.\I think there are some parts that need polishing, but let's go with this.\Okay!\Now, Takagi, show me chapter two of Rabuta. response:	This is no good.
context: That's why it has a different style than normal.\Personally, I think it's good,\but I can't predict how Jack readers will respond to this kind of outlook on love.\It's worth a shot, though.\I think there are some parts that need polishing, but let's go with this.\Okay!\Now, Takagi, show me chapter two of Rabuta.\This is no good. response:	Peace isn't acting like a dog anymore.
context: Personally, I think it's good,\but I can't predict how Jack readers will respond to this kind of outlook on love.\It's worth a shot, though.\I think there are some parts that need polishing, but let's go with this.\Okay!\Now, Takagi, show me chapter two of Rabuta.\This is no good.\Peace isn't acting like a dog anymore. response:	Takagi, I know you're good at advancing the story by having the characters think deeply about things,
context: but I can't predict how Jack readers will respond to this kind of outlook on love.\It's worth a shot, though.\I think there are some parts that need polishing, but let's go with this.\Okay!\Now, Takagi, show me chapter two of Rabuta.\This is no good.\Peace isn't acting like a dog anymore.\Takagi, I know you're good at advancing the story by having the characters think deeply about things, response:	but this time, that's working against you.
context: It's worth a shot, though.\I think there are some parts that need polishing, but let's go with this.\Okay!\Now, Takagi, show me chapter two of Rabuta.\This is no good.\Peace isn't acting like a dog anymore.\Takagi, I know you're good at advancing the story by having the characters think deeply about things,\but this time, that's working against you. response:	Peace is a dog.
context: I think there are some parts that need polishing, but let's go with this.\Okay!\Now, Takagi, show me chapter two of Rabuta.\This is no good.\Peace isn't acting like a dog anymore.\Takagi, I know you're good at advancing the story by having the characters think deeply about things,\but this time, that's working against you.\Peace is a dog. response:	I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.
context: Okay!\Now, Takagi, show me chapter two of Rabuta.\This is no good.\Peace isn't acting like a dog anymore.\Takagi, I know you're good at advancing the story by having the characters think deeply about things,\but this time, that's working against you.\Peace is a dog.\I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings. response:	I understand.
context: Now, Takagi, show me chapter two of Rabuta.\This is no good.\Peace isn't acting like a dog anymore.\Takagi, I know you're good at advancing the story by having the characters think deeply about things,\but this time, that's working against you.\Peace is a dog.\I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.\I understand. response:	I'll start again from scratch.
context: This is no good.\Peace isn't acting like a dog anymore.\Takagi, I know you're good at advancing the story by having the characters think deeply about things,\but this time, that's working against you.\Peace is a dog.\I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.\I understand.\I'll start again from scratch. response:	Good luck.
context: Peace isn't acting like a dog anymore.\Takagi, I know you're good at advancing the story by having the characters think deeply about things,\but this time, that's working against you.\Peace is a dog.\I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.\I understand.\I'll start again from scratch.\Good luck. response:	And now, I have a message for you.
context: Takagi, I know you're good at advancing the story by having the characters think deeply about things,\but this time, that's working against you.\Peace is a dog.\I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.\I understand.\I'll start again from scratch.\Good luck.\And now, I have a message for you. response:	On February 16th, in Issue 11,
context: but this time, that's working against you.\Peace is a dog.\I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.\I understand.\I'll start again from scratch.\Good luck.\And now, I have a message for you.\On February 16th, in Issue 11, response:	the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.
context: Peace is a dog.\I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.\I understand.\I'll start again from scratch.\Good luck.\And now, I have a message for you.\On February 16th, in Issue 11,\the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary. response:	I see. A year, huh?
context: I'm not saying he needs to think completely like a dog, but you at least need to simplify his feelings.\I understand.\I'll start again from scratch.\Good luck.\And now, I have a message for you.\On February 16th, in Issue 11,\the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.\I see. A year, huh? response:	We knew that, of course. But it's still great to hear!
context: I understand.\I'll start again from scratch.\Good luck.\And now, I have a message for you.\On February 16th, in Issue 11,\the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.\I see. A year, huh?\We knew that, of course. But it's still great to hear! response:	Yeah!
context: I'll start again from scratch.\Good luck.\And now, I have a message for you.\On February 16th, in Issue 11,\the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.\I see. A year, huh?\We knew that, of course. But it's still great to hear!\Yeah! response:	Your contract price and the per-manuscript payments will also be raised come February.
context: Good luck.\And now, I have a message for you.\On February 16th, in Issue 11,\the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.\I see. A year, huh?\We knew that, of course. But it's still great to hear!\Yeah!\Your contract price and the per-manuscript payments will also be raised come February. response:	All right!
context: And now, I have a message for you.\On February 16th, in Issue 11,\the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.\I see. A year, huh?\We knew that, of course. But it's still great to hear!\Yeah!\Your contract price and the per-manuscript payments will also be raised come February.\All right! response:	Let's see. Payment is per page, so 19 pages, four times a month, would equal...
context: On February 16th, in Issue 11,\the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.\I see. A year, huh?\We knew that, of course. But it's still great to hear!\Yeah!\Your contract price and the per-manuscript payments will also be raised come February.\All right!\Let's see. Payment is per page, so 19 pages, four times a month, would equal... response:	Don't calculate that here!
