context: Yes! response:	Matsuoka Rin
context: You've gotta shout from your belly!\Especially you, Rei! Don't be shy!\Yes!\Fight, fight, fight, fight, fight, Makoto!\Fight, fight, fight, fight, fight, Makoto!\Go, go, go!\Go, go, go!\Go, go, go! response:	Go, go, go!
context: Especially you, Rei! Don't be shy!\Yes!\Fight, fight, fight, fight, fight, Makoto!\Fight, fight, fight, fight, fight, Makoto!\Go, go, go!\Go, go, go!\Go, go, go!\Go, go, go! response:	Go!
context: Yes!\Fight, fight, fight, fight, fight, Makoto!\Fight, fight, fight, fight, fight, Makoto!\Go, go, go!\Go, go, go!\Go, go, go!\Go, go, go!\Go! response:	Go!
context: Fight, fight, fight, fight, fight, Makoto!\Fight, fight, fight, fight, fight, Makoto!\Go, go, go!\Go, go, go!\Go, go, go!\Go, go, go!\Go!\Go! response:	Go!
context: Fight, fight, fight, fight, fight, Makoto!\Go, go, go!\Go, go, go!\Go, go, go!\Go, go, go!\Go!\Go!\Go! response:	Go!
context: Go, go, go!\Go, go, go!\Go, go, go!\Go, go, go!\Go!\Go!\Go!\Go! response:	Go, go, Makoto!
context: Go, go, go!\Go, go, go!\Go, go, go!\Go!\Go!\Go!\Go!\Go, go, Makoto! response:	And turn!
context: Go, go, go!\Go, go, go!\Go!\Go!\Go!\Go!\Go, go, Makoto!\And turn! response:	And turn!
context: Go, go, go!\Go!\Go!\Go!\Go!\Go, go, Makoto!\And turn!\And turn! response:	That's it!
context: Go!\Go!\Go!\Go!\Go, go, Makoto!\And turn!\And turn!\That's it! response:	Last spurt, last spurt, last spurt!
context: Go!\Go!\Go!\Go, go, Makoto!\And turn!\And turn!\That's it!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: Go!\Go!\Go, go, Makoto!\And turn!\And turn!\That's it!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: Go!\Go, go, Makoto!\And turn!\And turn!\That's it!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: Go, go, Makoto!\And turn!\And turn!\That's it!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: And turn!\And turn!\That's it!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: And turn!\That's it!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: That's it!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Last spurt, last spurt, last spurt!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt! response:	Good job!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Good job! response:	Tachibana Makoto (Iwatobi High School)
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Good job!\Tachibana Makoto (Iwatobi High School) response:	Man, Mako-chan was so close!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Good job!\Tachibana Makoto (Iwatobi High School)\Man, Mako-chan was so close! response:	He almost had a fast enough time to qualify!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Good job!\Tachibana Makoto (Iwatobi High School)\Man, Mako-chan was so close!\He almost had a fast enough time to qualify! response:	He was so close to making the final!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Good job!\Tachibana Makoto (Iwatobi High School)\Man, Mako-chan was so close!\He almost had a fast enough time to qualify!\He was so close to making the final! response:	Okay! I'm up next!
context: Last spurt, last spurt, last spurt!\Last spurt, last spurt, last spurt!\Good job!\Tachibana Makoto (Iwatobi High School)\Man, Mako-chan was so close!\He almost had a fast enough time to qualify!\He was so close to making the final!\Okay! I'm up next! response:	Yeah, go get'em.
context: Last spurt, last spurt, last spurt!\Good job!\Tachibana Makoto (Iwatobi High School)\Man, Mako-chan was so close!\He almost had a fast enough time to qualify!\He was so close to making the final!\Okay! I'm up next!\Yeah, go get'em. response:	Set.
context: Good job!\Tachibana Makoto (Iwatobi High School)\Man, Mako-chan was so close!\He almost had a fast enough time to qualify!\He was so close to making the final!\Okay! I'm up next!\Yeah, go get'em.\Set. response:	Go!
context: Tachibana Makoto (Iwatobi High School)\Man, Mako-chan was so close!\He almost had a fast enough time to qualify!\He was so close to making the final!\Okay! I'm up next!\Yeah, go get'em.\Set.\Go! response:	Go, go, go, go, go, Nagisa!
context: Man, Mako-chan was so close!\He almost had a fast enough time to qualify!\He was so close to making the final!\Okay! I'm up next!\Yeah, go get'em.\Set.\Go!\Go, go, go, go, go, Nagisa! response:	Go, go, go, go, go, Nagisa!
context: He almost had a fast enough time to qualify!\He was so close to making the final!\Okay! I'm up next!\Yeah, go get'em.\Set.\Go!\Go, go, go, go, go, Nagisa!\Go, go, go, go, go, Nagisa! response:	Swim, swim, swim, swim, swim, Nagisa!
context: He was so close to making the final!\Okay! I'm up next!\Yeah, go get'em.\Set.\Go!\Go, go, go, go, go, Nagisa!\Go, go, go, go, go, Nagisa!\Swim, swim, swim, swim, swim, Nagisa! response:	Swim, swim, swim, swim, swim, Nagisa!
context: Okay! I'm up next!\Yeah, go get'em.\Set.\Go!\Go, go, go, go, go, Nagisa!\Go, go, go, go, go, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Swim, swim, swim, swim, swim, Nagisa! response:	Haru thought there was something more.
context: Yeah, go get'em.\Set.\Go!\Go, go, go, go, go, Nagisa!\Go, go, go, go, go, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Haru thought there was something more. response:	That's why he wanted to race you.
context: Set.\Go!\Go, go, go, go, go, Nagisa!\Go, go, go, go, go, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Haru thought there was something more.\That's why he wanted to race you. response:	And I'm pretty sure you're the one who taught him
context: Go!\Go, go, go, go, go, Nagisa!\Go, go, go, go, go, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Haru thought there was something more.\That's why he wanted to race you.\And I'm pretty sure you're the one who taught him response:	what that something was.
context: Go, go, go, go, go, Nagisa!\Go, go, go, go, go, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Haru thought there was something more.\That's why he wanted to race you.\And I'm pretty sure you're the one who taught him\what that something was. response:	I couldn't do it!
context: Go, go, go, go, go, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Haru thought there was something more.\That's why he wanted to race you.\And I'm pretty sure you're the one who taught him\what that something was.\I couldn't do it! response:	It was close.
context: Swim, swim, swim, swim, swim, Nagisa!\Swim, swim, swim, swim, swim, Nagisa!\Haru thought there was something more.\That's why he wanted to race you.\And I'm pretty sure you're the one who taught him\what that something was.\I couldn't do it!\It was close. response:	You made a huge push at the end.
context: Swim, swim, swim, swim, swim, Nagisa!\Haru thought there was something more.\That's why he wanted to race you.\And I'm pretty sure you're the one who taught him\what that something was.\I couldn't do it!\It was close.\You made a huge push at the end. response:	I believe it's finally my turn.
context: Haru thought there was something more.\That's why he wanted to race you.\And I'm pretty sure you're the one who taught him\what that something was.\I couldn't do it!\It was close.\You made a huge push at the end.\I believe it's finally my turn. response:	Will you be okay, Rei-chan?
context: That's why he wanted to race you.\And I'm pretty sure you're the one who taught him\what that something was.\I couldn't do it!\It was close.\You made a huge push at the end.\I believe it's finally my turn.\Will you be okay, Rei-chan? response:	I've got this.
context: And I'm pretty sure you're the one who taught him\what that something was.\I couldn't do it!\It was close.\You made a huge push at the end.\I believe it's finally my turn.\Will you be okay, Rei-chan?\I've got this. response:	Despite how I may look, I'm better in actual competition.
context: what that something was.\I couldn't do it!\It was close.\You made a huge push at the end.\I believe it's finally my turn.\Will you be okay, Rei-chan?\I've got this.\Despite how I may look, I'm better in actual competition. response:	Set.
context: I couldn't do it!\It was close.\You made a huge push at the end.\I believe it's finally my turn.\Will you be okay, Rei-chan?\I've got this.\Despite how I may look, I'm better in actual competition.\Set. response:	Go!
context: It was close.\You made a huge push at the end.\I believe it's finally my turn.\Will you be okay, Rei-chan?\I've got this.\Despite how I may look, I'm better in actual competition.\Set.\Go! response:	Wow, his form is perfect.
context: You made a huge push at the end.\I believe it's finally my turn.\Will you be okay, Rei-chan?\I've got this.\Despite how I may look, I'm better in actual competition.\Set.\Go!\Wow, his form is perfect. response:	Huh? Look at Rei-kun's goggles.
context: I believe it's finally my turn.\Will you be okay, Rei-chan?\I've got this.\Despite how I may look, I'm better in actual competition.\Set.\Go!\Wow, his form is perfect.\Huh? Look at Rei-kun's goggles. response:	Ah! They slid off!
context: Will you be okay, Rei-chan?\I've got this.\Despite how I may look, I'm better in actual competition.\Set.\Go!\Wow, his form is perfect.\Huh? Look at Rei-kun's goggles.\Ah! They slid off! response:	It must have happened when he dove in.
context: I've got this.\Despite how I may look, I'm better in actual competition.\Set.\Go!\Wow, his form is perfect.\Huh? Look at Rei-kun's goggles.\Ah! They slid off!\It must have happened when he dove in. response:	Go, go, go, go, go, Rei!
context: Despite how I may look, I'm better in actual competition.\Set.\Go!\Wow, his form is perfect.\Huh? Look at Rei-kun's goggles.\Ah! They slid off!\It must have happened when he dove in.\Go, go, go, go, go, Rei! response:	Go, go, go, go, go, Rei!
context: Set.\Go!\Wow, his form is perfect.\Huh? Look at Rei-kun's goggles.\Ah! They slid off!\It must have happened when he dove in.\Go, go, go, go, go, Rei!\Go, go, go, go, go, Rei! response:	Swim, swim, swim, swim, swim, Rei!
context: Go!\Wow, his form is perfect.\Huh? Look at Rei-kun's goggles.\Ah! They slid off!\It must have happened when he dove in.\Go, go, go, go, go, Rei!\Go, go, go, go, go, Rei!\Swim, swim, swim, swim, swim, Rei! response:	Swim, swim, swim, swim, swim, Rei!
context: Wow, his form is perfect.\Huh? Look at Rei-kun's goggles.\Ah! They slid off!\It must have happened when he dove in.\Go, go, go, go, go, Rei!\Go, go, go, go, go, Rei!\Swim, swim, swim, swim, swim, Rei!\Swim, swim, swim, swim, swim, Rei! response:	Fight, fight, fight, fight, fight, Rei!
context: Huh? Look at Rei-kun's goggles.\Ah! They slid off!\It must have happened when he dove in.\Go, go, go, go, go, Rei!\Go, go, go, go, go, Rei!\Swim, swim, swim, swim, swim, Rei!\Swim, swim, swim, swim, swim, Rei!\Fight, fight, fight, fight, fight, Rei! response:	Fight, fight, fight, fight, fight, Rei!
context: Ah! They slid off!\It must have happened when he dove in.\Go, go, go, go, go, Rei!\Go, go, go, go, go, Rei!\Swim, swim, swim, swim, swim, Rei!\Swim, swim, swim, swim, swim, Rei!\Fight, fight, fight, fight, fight, Rei!\Fight, fight, fight, fight, fight, Rei! response:	Go, go!
context: It must have happened when he dove in.\Go, go, go, go, go, Rei!\Go, go, go, go, go, Rei!\Swim, swim, swim, swim, swim, Rei!\Swim, swim, swim, swim, swim, Rei!\Fight, fight, fight, fight, fight, Rei!\Fight, fight, fight, fight, fight, Rei!\Go, go! response:	I apologize.
context: Go, go, go, go, go, Rei!\Go, go, go, go, go, Rei!\Swim, swim, swim, swim, swim, Rei!\Swim, swim, swim, swim, swim, Rei!\Fight, fight, fight, fight, fight, Rei!\Fight, fight, fight, fight, fight, Rei!\Go, go!\I apologize. response:	I wasn't good enough.
context: Go, go, go, go, go, Rei!\Swim, swim, swim, swim, swim, Rei!\Swim, swim, swim, swim, swim, Rei!\Fight, fight, fight, fight, fight, Rei!\Fight, fight, fight, fight, fight, Rei!\Go, go!\I apologize.\I wasn't good enough. response:	You shouldn't say that.
context: Swim, swim, swim, swim, swim, Rei!\Swim, swim, swim, swim, swim, Rei!\Fight, fight, fight, fight, fight, Rei!\Fight, fight, fight, fight, fight, Rei!\Go, go!\I apologize.\I wasn't good enough.\You shouldn't say that. response:	You were able to swim a personal best. That's a great thing.
context: Swim, swim, swim, swim, swim, Rei!\Fight, fight, fight, fight, fight, Rei!\Fight, fight, fight, fight, fight, Rei!\Go, go!\I apologize.\I wasn't good enough.\You shouldn't say that.\You were able to swim a personal best. That's a great thing. response:	You might have qualified if your goggles hadn't slipped off.
context: Fight, fight, fight, fight, fight, Rei!\Fight, fight, fight, fight, fight, Rei!\Go, go!\I apologize.\I wasn't good enough.\You shouldn't say that.\You were able to swim a personal best. That's a great thing.\You might have qualified if your goggles hadn't slipped off. response:	Er, that seems a little far-fetched.
context: Fight, fight, fight, fight, fight, Rei!\Go, go!\I apologize.\I wasn't good enough.\You shouldn't say that.\You were able to swim a personal best. That's a great thing.\You might have qualified if your goggles hadn't slipped off.\Er, that seems a little far-fetched. response:	In any case, everyone performed well.
context: Go, go!\I apologize.\I wasn't good enough.\You shouldn't say that.\You were able to swim a personal best. That's a great thing.\You might have qualified if your goggles hadn't slipped off.\Er, that seems a little far-fetched.\In any case, everyone performed well. response:	Excellent work.
context: I apologize.\I wasn't good enough.\You shouldn't say that.\You were able to swim a personal best. That's a great thing.\You might have qualified if your goggles hadn't slipped off.\Er, that seems a little far-fetched.\In any case, everyone performed well.\Excellent work. response:	There's a sense of accomplishment, right?
context: I wasn't good enough.\You shouldn't say that.\You were able to swim a personal best. That's a great thing.\You might have qualified if your goggles hadn't slipped off.\Er, that seems a little far-fetched.\In any case, everyone performed well.\Excellent work.\There's a sense of accomplishment, right? response:	Yeah.
context: You shouldn't say that.\You were able to swim a personal best. That's a great thing.\You might have qualified if your goggles hadn't slipped off.\Er, that seems a little far-fetched.\In any case, everyone performed well.\Excellent work.\There's a sense of accomplishment, right?\Yeah. response:	Let's start preparing for the next tournament.
context: You were able to swim a personal best. That's a great thing.\You might have qualified if your goggles hadn't slipped off.\Er, that seems a little far-fetched.\In any case, everyone performed well.\Excellent work.\There's a sense of accomplishment, right?\Yeah.\Let's start preparing for the next tournament. response:	Oh? Where's Nanase-kun?
context: You might have qualified if your goggles hadn't slipped off.\Er, that seems a little far-fetched.\In any case, everyone performed well.\Excellent work.\There's a sense of accomplishment, right?\Yeah.\Let's start preparing for the next tournament.\Oh? Where's Nanase-kun? response:	It looks like he left without us.
context: Er, that seems a little far-fetched.\In any case, everyone performed well.\Excellent work.\There's a sense of accomplishment, right?\Yeah.\Let's start preparing for the next tournament.\Oh? Where's Nanase-kun?\It looks like he left without us. response:	What? Really?
context: In any case, everyone performed well.\Excellent work.\There's a sense of accomplishment, right?\Yeah.\Let's start preparing for the next tournament.\Oh? Where's Nanase-kun?\It looks like he left without us.\What? Really? response:	Yeah, he wasn't feeling well.
context: Excellent work.\There's a sense of accomplishment, right?\Yeah.\Let's start preparing for the next tournament.\Oh? Where's Nanase-kun?\It looks like he left without us.\What? Really?\Yeah, he wasn't feeling well. response:	Oh... I guess that can't be helped, then.
context: There's a sense of accomplishment, right?\Yeah.\Let's start preparing for the next tournament.\Oh? Where's Nanase-kun?\It looks like he left without us.\What? Really?\Yeah, he wasn't feeling well.\Oh... I guess that can't be helped, then. response:	Matsuoka-san, can you take it from here?
context: Yeah.\Let's start preparing for the next tournament.\Oh? Where's Nanase-kun?\It looks like he left without us.\What? Really?\Yeah, he wasn't feeling well.\Oh... I guess that can't be helped, then.\Matsuoka-san, can you take it from here? response:	Yes.
context: Let's start preparing for the next tournament.\Oh? Where's Nanase-kun?\It looks like he left without us.\What? Really?\Yeah, he wasn't feeling well.\Oh... I guess that can't be helped, then.\Matsuoka-san, can you take it from here?\Yes. response:	Then I'll be leaving now.
context: Oh? Where's Nanase-kun?\It looks like he left without us.\What? Really?\Yeah, he wasn't feeling well.\Oh... I guess that can't be helped, then.\Matsuoka-san, can you take it from here?\Yes.\Then I'll be leaving now. response:	It's been a while since I got my blood pumping.
context: It looks like he left without us.\What? Really?\Yeah, he wasn't feeling well.\Oh... I guess that can't be helped, then.\Matsuoka-san, can you take it from here?\Yes.\Then I'll be leaving now.\It's been a while since I got my blood pumping. response:	Nice job! See ya.
context: What? Really?\Yeah, he wasn't feeling well.\Oh... I guess that can't be helped, then.\Matsuoka-san, can you take it from here?\Yes.\Then I'll be leaving now.\It's been a while since I got my blood pumping.\Nice job! See ya. response:	He came here on that?
context: Yeah, he wasn't feeling well.\Oh... I guess that can't be helped, then.\Matsuoka-san, can you take it from here?\Yes.\Then I'll be leaving now.\It's been a while since I got my blood pumping.\Nice job! See ya.\He came here on that? response:	Is his work gonna be okay with this?
context: Oh... I guess that can't be helped, then.\Matsuoka-san, can you take it from here?\Yes.\Then I'll be leaving now.\It's been a while since I got my blood pumping.\Nice job! See ya.\He came here on that?\Is his work gonna be okay with this? response:	It's over.
context: Matsuoka-san, can you take it from here?\Yes.\Then I'll be leaving now.\It's been a while since I got my blood pumping.\Nice job! See ya.\He came here on that?\Is his work gonna be okay with this?\It's over. response:	Yeah.
context: Yes.\Then I'll be leaving now.\It's been a while since I got my blood pumping.\Nice job! See ya.\He came here on that?\Is his work gonna be okay with this?\It's over.\Yeah. response:	It would have been nice to go to regionals.
context: Then I'll be leaving now.\It's been a while since I got my blood pumping.\Nice job! See ya.\He came here on that?\Is his work gonna be okay with this?\It's over.\Yeah.\It would have been nice to go to regionals. response:	After we practiced so hard,
context: It's been a while since I got my blood pumping.\Nice job! See ya.\He came here on that?\Is his work gonna be okay with this?\It's over.\Yeah.\It would have been nice to go to regionals.\After we practiced so hard, response:	I was thinking at least one of us might make it through.
context: Nice job! See ya.\He came here on that?\Is his work gonna be okay with this?\It's over.\Yeah.\It would have been nice to go to regionals.\After we practiced so hard,\I was thinking at least one of us might make it through. response:	But it's not that easy in reality.
context: He came here on that?\Is his work gonna be okay with this?\It's over.\Yeah.\It would have been nice to go to regionals.\After we practiced so hard,\I was thinking at least one of us might make it through.\But it's not that easy in reality. response:	There's more to swimming than I realized.
context: Is his work gonna be okay with this?\It's over.\Yeah.\It would have been nice to go to regionals.\After we practiced so hard,\I was thinking at least one of us might make it through.\But it's not that easy in reality.\There's more to swimming than I realized. response:	Understanding it in theory isn't enough to win.
context: It's over.\Yeah.\It would have been nice to go to regionals.\After we practiced so hard,\I was thinking at least one of us might make it through.\But it's not that easy in reality.\There's more to swimming than I realized.\Understanding it in theory isn't enough to win. response:	I'm getting fired up.
context: Yeah.\It would have been nice to go to regionals.\After we practiced so hard,\I was thinking at least one of us might make it through.\But it's not that easy in reality.\There's more to swimming than I realized.\Understanding it in theory isn't enough to win.\I'm getting fired up. response:	Well, it's a little late for that.
context: It would have been nice to go to regionals.\After we practiced so hard,\I was thinking at least one of us might make it through.\But it's not that easy in reality.\There's more to swimming than I realized.\Understanding it in theory isn't enough to win.\I'm getting fired up.\Well, it's a little late for that. response:	No, it's not too late.
context: After we practiced so hard,\I was thinking at least one of us might make it through.\But it's not that easy in reality.\There's more to swimming than I realized.\Understanding it in theory isn't enough to win.\I'm getting fired up.\Well, it's a little late for that.\No, it's not too late. response:	There's still the second day of the tournament tomorrow!
context: I was thinking at least one of us might make it through.\But it's not that easy in reality.\There's more to swimming than I realized.\Understanding it in theory isn't enough to win.\I'm getting fired up.\Well, it's a little late for that.\No, it's not too late.\There's still the second day of the tournament tomorrow! response:	But the events we entered were all today.
context: But it's not that easy in reality.\There's more to swimming than I realized.\Understanding it in theory isn't enough to win.\I'm getting fired up.\Well, it's a little late for that.\No, it's not too late.\There's still the second day of the tournament tomorrow!\But the events we entered were all today. response:	The second day is the individual medley and the relay...
context: There's more to swimming than I realized.\Understanding it in theory isn't enough to win.\I'm getting fired up.\Well, it's a little late for that.\No, it's not too late.\There's still the second day of the tournament tomorrow!\But the events we entered were all today.\The second day is the individual medley and the relay... response:	Gou-chan, don't tell me that...
context: Understanding it in theory isn't enough to win.\I'm getting fired up.\Well, it's a little late for that.\No, it's not too late.\There's still the second day of the tournament tomorrow!\But the events we entered were all today.\The second day is the individual medley and the relay...\Gou-chan, don't tell me that... response:	I'm sorry!
context: I'm getting fired up.\Well, it's a little late for that.\No, it's not too late.\There's still the second day of the tournament tomorrow!\But the events we entered were all today.\The second day is the individual medley and the relay...\Gou-chan, don't tell me that...\I'm sorry! response:	I signed you up for the medley relay in secret!
context: Well, it's a little late for that.\No, it's not too late.\There's still the second day of the tournament tomorrow!\But the events we entered were all today.\The second day is the individual medley and the relay...\Gou-chan, don't tell me that...\I'm sorry!\I signed you up for the medley relay in secret! response:	What?!
context: No, it's not too late.\There's still the second day of the tournament tomorrow!\But the events we entered were all today.\The second day is the individual medley and the relay...\Gou-chan, don't tell me that...\I'm sorry!\I signed you up for the medley relay in secret!\What?! response:	I told Miss Amakata about it.
context: There's still the second day of the tournament tomorrow!\But the events we entered were all today.\The second day is the individual medley and the relay...\Gou-chan, don't tell me that...\I'm sorry!\I signed you up for the medley relay in secret!\What?!\I told Miss Amakata about it. response:	So if we win the relay...
context: But the events we entered were all today.\The second day is the individual medley and the relay...\Gou-chan, don't tell me that...\I'm sorry!\I signed you up for the medley relay in secret!\What?!\I told Miss Amakata about it.\So if we win the relay... response:	We can go to regionals!
context: The second day is the individual medley and the relay...\Gou-chan, don't tell me that...\I'm sorry!\I signed you up for the medley relay in secret!\What?!\I told Miss Amakata about it.\So if we win the relay...\We can go to regionals! response:	That's crazy. This is too sudden.
context: Gou-chan, don't tell me that...\I'm sorry!\I signed you up for the medley relay in secret!\What?!\I told Miss Amakata about it.\So if we win the relay...\We can go to regionals!\That's crazy. This is too sudden. response:	We didn't practice at all for the relay.
context: I'm sorry!\I signed you up for the medley relay in secret!\What?!\I told Miss Amakata about it.\So if we win the relay...\We can go to regionals!\That's crazy. This is too sudden.\We didn't practice at all for the relay. response:	Why didn't you say something sooner?
context: I signed you up for the medley relay in secret!\What?!\I told Miss Amakata about it.\So if we win the relay...\We can go to regionals!\That's crazy. This is too sudden.\We didn't practice at all for the relay.\Why didn't you say something sooner? response:	Because it sounded like Haruka-senpai didn't want to be in a relay.
context: What?!\I told Miss Amakata about it.\So if we win the relay...\We can go to regionals!\That's crazy. This is too sudden.\We didn't practice at all for the relay.\Why didn't you say something sooner?\Because it sounded like Haruka-senpai didn't want to be in a relay. response:	Let's do it.
context: I told Miss Amakata about it.\So if we win the relay...\We can go to regionals!\That's crazy. This is too sudden.\We didn't practice at all for the relay.\Why didn't you say something sooner?\Because it sounded like Haruka-senpai didn't want to be in a relay.\Let's do it. response:	Huh?
context: So if we win the relay...\We can go to regionals!\That's crazy. This is too sudden.\We didn't practice at all for the relay.\Why didn't you say something sooner?\Because it sounded like Haruka-senpai didn't want to be in a relay.\Let's do it.\Huh? response:	Rei-chan?
context: We can go to regionals!\That's crazy. This is too sudden.\We didn't practice at all for the relay.\Why didn't you say something sooner?\Because it sounded like Haruka-senpai didn't want to be in a relay.\Let's do it.\Huh?\Rei-chan? response:	This is our final chance!
context: That's crazy. This is too sudden.\We didn't practice at all for the relay.\Why didn't you say something sooner?\Because it sounded like Haruka-senpai didn't want to be in a relay.\Let's do it.\Huh?\Rei-chan?\This is our final chance! response:	We haven't practiced for the relay,
context: We didn't practice at all for the relay.\Why didn't you say something sooner?\Because it sounded like Haruka-senpai didn't want to be in a relay.\Let's do it.\Huh?\Rei-chan?\This is our final chance!\We haven't practiced for the relay, response:	but it's still worth a shot!
context: Why didn't you say something sooner?\Because it sounded like Haruka-senpai didn't want to be in a relay.\Let's do it.\Huh?\Rei-chan?\This is our final chance!\We haven't practiced for the relay,\but it's still worth a shot! response:	No luck. He isn't home yet.
context: Because it sounded like Haruka-senpai didn't want to be in a relay.\Let's do it.\Huh?\Rei-chan?\This is our final chance!\We haven't practiced for the relay,\but it's still worth a shot!\No luck. He isn't home yet. response:	I don't think.
context: Let's do it.\Huh?\Rei-chan?\This is our final chance!\We haven't practiced for the relay,\but it's still worth a shot!\No luck. He isn't home yet.\I don't think. response:	We can enter upstairs!
context: Huh?\Rei-chan?\This is our final chance!\We haven't practiced for the relay,\but it's still worth a shot!\No luck. He isn't home yet.\I don't think.\We can enter upstairs! response:	Got it!
context: Rei-chan?\This is our final chance!\We haven't practiced for the relay,\but it's still worth a shot!\No luck. He isn't home yet.\I don't think.\We can enter upstairs!\Got it! response:	Uh, wait! Is this really okay?!
context: This is our final chance!\We haven't practiced for the relay,\but it's still worth a shot!\No luck. He isn't home yet.\I don't think.\We can enter upstairs!\Got it!\Uh, wait! Is this really okay?! response:	He's not on the second floor!
context: We haven't practiced for the relay,\but it's still worth a shot!\No luck. He isn't home yet.\I don't think.\We can enter upstairs!\Got it!\Uh, wait! Is this really okay?!\He's not on the second floor! response:	He's not in the bath!
context: but it's still worth a shot!\No luck. He isn't home yet.\I don't think.\We can enter upstairs!\Got it!\Uh, wait! Is this really okay?!\He's not on the second floor!\He's not in the bath! response:	You shouldn't run around someone's house when they're not...
context: No luck. He isn't home yet.\I don't think.\We can enter upstairs!\Got it!\Uh, wait! Is this really okay?!\He's not on the second floor!\He's not in the bath!\You shouldn't run around someone's house when they're not... response:	Haru...
context: I don't think.\We can enter upstairs!\Got it!\Uh, wait! Is this really okay?!\He's not on the second floor!\He's not in the bath!\You shouldn't run around someone's house when they're not...\Haru... response:	Let's wait for him to return.
context: We can enter upstairs!\Got it!\Uh, wait! Is this really okay?!\He's not on the second floor!\He's not in the bath!\You shouldn't run around someone's house when they're not...\Haru...\Let's wait for him to return. response:	Will Haru-chan agree to swim in the relay?
context: Got it!\Uh, wait! Is this really okay?!\He's not on the second floor!\He's not in the bath!\You shouldn't run around someone's house when they're not...\Haru...\Let's wait for him to return.\Will Haru-chan agree to swim in the relay? response:	What was it I really wanted?
