context: Hey! response:	I'm not doing nothing but practice every day.
context: Let's advertise!\Here you go. Here!\This isn't going to run when we sweat, is it?\I'm sure it'll be fine.\It's an oil-based ink.\We want to form a fan club\so we can create an environment where we can focus on training.\We appreciate your cooperation. response:	Damn honor-roll students.
context: Here you go. Here!\This isn't going to run when we sweat, is it?\I'm sure it'll be fine.\It's an oil-based ink.\We want to form a fan club\so we can create an environment where we can focus on training.\We appreciate your cooperation.\Damn honor-roll students. response:	Is that okay?
context: This isn't going to run when we sweat, is it?\I'm sure it'll be fine.\It's an oil-based ink.\We want to form a fan club\so we can create an environment where we can focus on training.\We appreciate your cooperation.\Damn honor-roll students.\Is that okay? response:	Of course. No problems here.
context: I'm sure it'll be fine.\It's an oil-based ink.\We want to form a fan club\so we can create an environment where we can focus on training.\We appreciate your cooperation.\Damn honor-roll students.\Is that okay?\Of course. No problems here. response:	God, these are lame!
context: It's an oil-based ink.\We want to form a fan club\so we can create an environment where we can focus on training.\We appreciate your cooperation.\Damn honor-roll students.\Is that okay?\Of course. No problems here.\God, these are lame! response:	What is this? They're so lame!
context: We want to form a fan club\so we can create an environment where we can focus on training.\We appreciate your cooperation.\Damn honor-roll students.\Is that okay?\Of course. No problems here.\God, these are lame!\What is this? They're so lame! response:	How'd it go? You land a job?
context: so we can create an environment where we can focus on training.\We appreciate your cooperation.\Damn honor-roll students.\Is that okay?\Of course. No problems here.\God, these are lame!\What is this? They're so lame!\How'd it go? You land a job? response:	They won't have decided yet.
context: We appreciate your cooperation.\Damn honor-roll students.\Is that okay?\Of course. No problems here.\God, these are lame!\What is this? They're so lame!\How'd it go? You land a job?\They won't have decided yet. response:	What are you guys doing? Is that for a school festival?
context: Damn honor-roll students.\Is that okay?\Of course. No problems here.\God, these are lame!\What is this? They're so lame!\How'd it go? You land a job?\They won't have decided yet.\What are you guys doing? Is that for a school festival? response:	Surprisingly, they're not bad. Look.
context: Is that okay?\Of course. No problems here.\God, these are lame!\What is this? They're so lame!\How'd it go? You land a job?\They won't have decided yet.\What are you guys doing? Is that for a school festival?\Surprisingly, they're not bad. Look. response:	You're slow when it comes to everything but running.
context: Of course. No problems here.\God, these are lame!\What is this? They're so lame!\How'd it go? You land a job?\They won't have decided yet.\What are you guys doing? Is that for a school festival?\Surprisingly, they're not bad. Look.\You're slow when it comes to everything but running. response:	Not bad. Good luck.
context: God, these are lame!\What is this? They're so lame!\How'd it go? You land a job?\They won't have decided yet.\What are you guys doing? Is that for a school festival?\Surprisingly, they're not bad. Look.\You're slow when it comes to everything but running.\Not bad. Good luck. response:	What? But we have practice now.
context: What is this? They're so lame!\How'd it go? You land a job?\They won't have decided yet.\What are you guys doing? Is that for a school festival?\Surprisingly, they're not bad. Look.\You're slow when it comes to everything but running.\Not bad. Good luck.\What? But we have practice now. response:	Come with us, King.
context: How'd it go? You land a job?\They won't have decided yet.\What are you guys doing? Is that for a school festival?\Surprisingly, they're not bad. Look.\You're slow when it comes to everything but running.\Not bad. Good luck.\What? But we have practice now.\Come with us, King. response:	Didn't I tell you? I've got my own shit to do.
context: They won't have decided yet.\What are you guys doing? Is that for a school festival?\Surprisingly, they're not bad. Look.\You're slow when it comes to everything but running.\Not bad. Good luck.\What? But we have practice now.\Come with us, King.\Didn't I tell you? I've got my own shit to do. response:	I'm really busy right now.
context: What are you guys doing? Is that for a school festival?\Surprisingly, they're not bad. Look.\You're slow when it comes to everything but running.\Not bad. Good luck.\What? But we have practice now.\Come with us, King.\Didn't I tell you? I've got my own shit to do.\I'm really busy right now. response:	Forget about it.
context: Surprisingly, they're not bad. Look.\You're slow when it comes to everything but running.\Not bad. Good luck.\What? But we have practice now.\Come with us, King.\Didn't I tell you? I've got my own shit to do.\I'm really busy right now.\Forget about it. response:	What?
context: You're slow when it comes to everything but running.\Not bad. Good luck.\What? But we have practice now.\Come with us, King.\Didn't I tell you? I've got my own shit to do.\I'm really busy right now.\Forget about it.\What? response:	Forget about it and run.
context: Not bad. Good luck.\What? But we have practice now.\Come with us, King.\Didn't I tell you? I've got my own shit to do.\I'm really busy right now.\Forget about it.\What?\Forget about it and run. response:	Whoa, whoa.
context: What? But we have practice now.\Come with us, King.\Didn't I tell you? I've got my own shit to do.\I'm really busy right now.\Forget about it.\What?\Forget about it and run.\Whoa, whoa. response:	Like escape from reality?
context: Come with us, King.\Didn't I tell you? I've got my own shit to do.\I'm really busy right now.\Forget about it.\What?\Forget about it and run.\Whoa, whoa.\Like escape from reality? response:	Tomorrow, the day after, and the day after that...
context: Didn't I tell you? I've got my own shit to do.\I'm really busy right now.\Forget about it.\What?\Forget about it and run.\Whoa, whoa.\Like escape from reality?\Tomorrow, the day after, and the day after that... response:	What you need to do won't ever change.
context: I'm really busy right now.\Forget about it.\What?\Forget about it and run.\Whoa, whoa.\Like escape from reality?\Tomorrow, the day after, and the day after that...\What you need to do won't ever change. response:	Reality will always be there in front of you.
context: Forget about it.\What?\Forget about it and run.\Whoa, whoa.\Like escape from reality?\Tomorrow, the day after, and the day after that...\What you need to do won't ever change.\Reality will always be there in front of you. response:	So instead of running from it, why not try running with reality?
context: What?\Forget about it and run.\Whoa, whoa.\Like escape from reality?\Tomorrow, the day after, and the day after that...\What you need to do won't ever change.\Reality will always be there in front of you.\So instead of running from it, why not try running with reality? response:	Will running help me get a job?
context: Forget about it and run.\Whoa, whoa.\Like escape from reality?\Tomorrow, the day after, and the day after that...\What you need to do won't ever change.\Reality will always be there in front of you.\So instead of running from it, why not try running with reality?\Will running help me get a job? response:	I don't know.
context: Whoa, whoa.\Like escape from reality?\Tomorrow, the day after, and the day after that...\What you need to do won't ever change.\Reality will always be there in front of you.\So instead of running from it, why not try running with reality?\Will running help me get a job?\I don't know. response:	But standing still will make you anxious.
context: Like escape from reality?\Tomorrow, the day after, and the day after that...\What you need to do won't ever change.\Reality will always be there in front of you.\So instead of running from it, why not try running with reality?\Will running help me get a job?\I don't know.\But standing still will make you anxious. response:	I was like that once.
context: Tomorrow, the day after, and the day after that...\What you need to do won't ever change.\Reality will always be there in front of you.\So instead of running from it, why not try running with reality?\Will running help me get a job?\I don't know.\But standing still will make you anxious.\I was like that once. response:	You're such a dreamer.
context: What you need to do won't ever change.\Reality will always be there in front of you.\So instead of running from it, why not try running with reality?\Will running help me get a job?\I don't know.\But standing still will make you anxious.\I was like that once.\You're such a dreamer. response:	Haiji, why am I here?
context: Reality will always be there in front of you.\So instead of running from it, why not try running with reality?\Will running help me get a job?\I don't know.\But standing still will make you anxious.\I was like that once.\You're such a dreamer.\Haiji, why am I here? response:	For us.
context: So instead of running from it, why not try running with reality?\Will running help me get a job?\I don't know.\But standing still will make you anxious.\I was like that once.\You're such a dreamer.\Haiji, why am I here?\For us. response:	For you guys?
context: Will running help me get a job?\I don't know.\But standing still will make you anxious.\I was like that once.\You're such a dreamer.\Haiji, why am I here?\For us.\For you guys? response:	Yeah. What's wrong with that?
context: I don't know.\But standing still will make you anxious.\I was like that once.\You're such a dreamer.\Haiji, why am I here?\For us.\For you guys?\Yeah. What's wrong with that? response:	It's my life!
context: But standing still will make you anxious.\I was like that once.\You're such a dreamer.\Haiji, why am I here?\For us.\For you guys?\Yeah. What's wrong with that?\It's my life! response:	I know this guy says some crazy things,
context: I was like that once.\You're such a dreamer.\Haiji, why am I here?\For us.\For you guys?\Yeah. What's wrong with that?\It's my life!\I know this guy says some crazy things, response:	but you shouldn't freak out so much.
context: You're such a dreamer.\Haiji, why am I here?\For us.\For you guys?\Yeah. What's wrong with that?\It's my life!\I know this guy says some crazy things,\but you shouldn't freak out so much. response:	It's only April. The battle's just begun.
context: Haiji, why am I here?\For us.\For you guys?\Yeah. What's wrong with that?\It's my life!\I know this guy says some crazy things,\but you shouldn't freak out so much.\It's only April. The battle's just begun. response:	Coming from Yuki...
context: For us.\For you guys?\Yeah. What's wrong with that?\It's my life!\I know this guy says some crazy things,\but you shouldn't freak out so much.\It's only April. The battle's just begun.\Coming from Yuki... response:	Sounds like sarcasm.
context: For you guys?\Yeah. What's wrong with that?\It's my life!\I know this guy says some crazy things,\but you shouldn't freak out so much.\It's only April. The battle's just begun.\Coming from Yuki...\Sounds like sarcasm. response:	What?
context: Yeah. What's wrong with that?\It's my life!\I know this guy says some crazy things,\but you shouldn't freak out so much.\It's only April. The battle's just begun.\Coming from Yuki...\Sounds like sarcasm.\What? response:	Generally speaking, you could start looking for a job now and
context: It's my life!\I know this guy says some crazy things,\but you shouldn't freak out so much.\It's only April. The battle's just begun.\Coming from Yuki...\Sounds like sarcasm.\What?\Generally speaking, you could start looking for a job now and response:	Enough.
context: I know this guy says some crazy things,\but you shouldn't freak out so much.\It's only April. The battle's just begun.\Coming from Yuki...\Sounds like sarcasm.\What?\Generally speaking, you could start looking for a job now and\Enough. response:	At least wear this.
context: but you shouldn't freak out so much.\It's only April. The battle's just begun.\Coming from Yuki...\Sounds like sarcasm.\What?\Generally speaking, you could start looking for a job now and\Enough.\At least wear this. response:	We'll all suffer the punishment together.
context: It's only April. The battle's just begun.\Coming from Yuki...\Sounds like sarcasm.\What?\Generally speaking, you could start looking for a job now and\Enough.\At least wear this.\We'll all suffer the punishment together. response:	Punishment?
context: Coming from Yuki...\Sounds like sarcasm.\What?\Generally speaking, you could start looking for a job now and\Enough.\At least wear this.\We'll all suffer the punishment together.\Punishment? response:	How is this a punishment?
context: Sounds like sarcasm.\What?\Generally speaking, you could start looking for a job now and\Enough.\At least wear this.\We'll all suffer the punishment together.\Punishment?\How is this a punishment? response:	You can decide the rest for yourself.
context: What?\Generally speaking, you could start looking for a job now and\Enough.\At least wear this.\We'll all suffer the punishment together.\Punishment?\How is this a punishment?\You can decide the rest for yourself. response:	Let's get this over with.
context: Generally speaking, you could start looking for a job now and\Enough.\At least wear this.\We'll all suffer the punishment together.\Punishment?\How is this a punishment?\You can decide the rest for yourself.\Let's get this over with. response:	The sun's setting.
context: Enough.\At least wear this.\We'll all suffer the punishment together.\Punishment?\How is this a punishment?\You can decide the rest for yourself.\Let's get this over with.\The sun's setting. response:	Don't get the wrong idea.
context: At least wear this.\We'll all suffer the punishment together.\Punishment?\How is this a punishment?\You can decide the rest for yourself.\Let's get this over with.\The sun's setting.\Don't get the wrong idea. response:	It's not just you.
context: We'll all suffer the punishment together.\Punishment?\How is this a punishment?\You can decide the rest for yourself.\Let's get this over with.\The sun's setting.\Don't get the wrong idea.\It's not just you. response:	I'm here for you guys, too.
context: Punishment?\How is this a punishment?\You can decide the rest for yourself.\Let's get this over with.\The sun's setting.\Don't get the wrong idea.\It's not just you.\I'm here for you guys, too. response:	That's lip service.
context: How is this a punishment?\You can decide the rest for yourself.\Let's get this over with.\The sun's setting.\Don't get the wrong idea.\It's not just you.\I'm here for you guys, too.\That's lip service. response:	Mahjong Sasagawa
context: You can decide the rest for yourself.\Let's get this over with.\The sun's setting.\Don't get the wrong idea.\It's not just you.\I'm here for you guys, too.\That's lip service.\Mahjong Sasagawa response:	Ron!
context: Let's get this over with.\The sun's setting.\Don't get the wrong idea.\It's not just you.\I'm here for you guys, too.\That's lip service.\Mahjong Sasagawa\Ron! response:	Reach, tanyao, dora-dora.
context: The sun's setting.\Don't get the wrong idea.\It's not just you.\I'm here for you guys, too.\That's lip service.\Mahjong Sasagawa\Ron!\Reach, tanyao, dora-dora. response:	How many repeats are we gonna play?
context: Don't get the wrong idea.\It's not just you.\I'm here for you guys, too.\That's lip service.\Mahjong Sasagawa\Ron!\Reach, tanyao, dora-dora.\How many repeats are we gonna play? response:	You'd better get yourself exorcised.
context: It's not just you.\I'm here for you guys, too.\That's lip service.\Mahjong Sasagawa\Ron!\Reach, tanyao, dora-dora.\How many repeats are we gonna play?\You'd better get yourself exorcised. response:	What is that? It's crazy.
context: I'm here for you guys, too.\That's lip service.\Mahjong Sasagawa\Ron!\Reach, tanyao, dora-dora.\How many repeats are we gonna play?\You'd better get yourself exorcised.\What is that? It's crazy. response:	Are they being forced?
context: That's lip service.\Mahjong Sasagawa\Ron!\Reach, tanyao, dora-dora.\How many repeats are we gonna play?\You'd better get yourself exorcised.\What is that? It's crazy.\Are they being forced? response:	What do they mean by Hakone?
context: Mahjong Sasagawa\Ron!\Reach, tanyao, dora-dora.\How many repeats are we gonna play?\You'd better get yourself exorcised.\What is that? It's crazy.\Are they being forced?\What do they mean by Hakone? response:	Is it a trip?
context: Ron!\Reach, tanyao, dora-dora.\How many repeats are we gonna play?\You'd better get yourself exorcised.\What is that? It's crazy.\Are they being forced?\What do they mean by Hakone?\Is it a trip? response:	You boys hard at work?
context: Reach, tanyao, dora-dora.\How many repeats are we gonna play?\You'd better get yourself exorcised.\What is that? It's crazy.\Are they being forced?\What do they mean by Hakone?\Is it a trip?\You boys hard at work? response:	Hello.
context: How many repeats are we gonna play?\You'd better get yourself exorcised.\What is that? It's crazy.\Are they being forced?\What do they mean by Hakone?\Is it a trip?\You boys hard at work?\Hello. response:	A fan club, huh? How do I join?
context: You'd better get yourself exorcised.\What is that? It's crazy.\Are they being forced?\What do they mean by Hakone?\Is it a trip?\You boys hard at work?\Hello.\A fan club, huh? How do I join? response:	You want to join?
context: What is that? It's crazy.\Are they being forced?\What do they mean by Hakone?\Is it a trip?\You boys hard at work?\Hello.\A fan club, huh? How do I join?\You want to join? response:	Sure. There's no point unless you're first.
context: Are they being forced?\What do they mean by Hakone?\Is it a trip?\You boys hard at work?\Hello.\A fan club, huh? How do I join?\You want to join?\Sure. There's no point unless you're first. response:	Musa.
context: What do they mean by Hakone?\Is it a trip?\You boys hard at work?\Hello.\A fan club, huh? How do I join?\You want to join?\Sure. There's no point unless you're first.\Musa. response:	Ma'am.
context: Is it a trip?\You boys hard at work?\Hello.\A fan club, huh? How do I join?\You want to join?\Sure. There's no point unless you're first.\Musa.\Ma'am. response:	I'll join your fan club.
context: You boys hard at work?\Hello.\A fan club, huh? How do I join?\You want to join?\Sure. There's no point unless you're first.\Musa.\Ma'am.\I'll join your fan club. response:	I'm delighted to hear that.
context: Hello.\A fan club, huh? How do I join?\You want to join?\Sure. There's no point unless you're first.\Musa.\Ma'am.\I'll join your fan club.\I'm delighted to hear that. response:	Write your name and contact info here.
context: A fan club, huh? How do I join?\You want to join?\Sure. There's no point unless you're first.\Musa.\Ma'am.\I'll join your fan club.\I'm delighted to hear that.\Write your name and contact info here. response:	If you're gonna do this, you'd better mean it.
context: You want to join?\Sure. There's no point unless you're first.\Musa.\Ma'am.\I'll join your fan club.\I'm delighted to hear that.\Write your name and contact info here.\If you're gonna do this, you'd better mean it. response:	Of course!
context: Sure. There's no point unless you're first.\Musa.\Ma'am.\I'll join your fan club.\I'm delighted to hear that.\Write your name and contact info here.\If you're gonna do this, you'd better mean it.\Of course! response:	Hey!
context: Musa.\Ma'am.\I'll join your fan club.\I'm delighted to hear that.\Write your name and contact info here.\If you're gonna do this, you'd better mean it.\Of course!\Hey! response:	Three people just asked to join over there.
context: Ma'am.\I'll join your fan club.\I'm delighted to hear that.\Write your name and contact info here.\If you're gonna do this, you'd better mean it.\Of course!\Hey!\Three people just asked to join over there. response:	Three?
context: I'll join your fan club.\I'm delighted to hear that.\Write your name and contact info here.\If you're gonna do this, you'd better mean it.\Of course!\Hey!\Three people just asked to join over there.\Three? response:	It's easier for people to come talk to us with Hana around.
context: I'm delighted to hear that.\Write your name and contact info here.\If you're gonna do this, you'd better mean it.\Of course!\Hey!\Three people just asked to join over there.\Three?\It's easier for people to come talk to us with Hana around. response:	She's our goddess of luck.
context: Write your name and contact info here.\If you're gonna do this, you'd better mean it.\Of course!\Hey!\Three people just asked to join over there.\Three?\It's easier for people to come talk to us with Hana around.\She's our goddess of luck. response:	Aw, shucks.
context: If you're gonna do this, you'd better mean it.\Of course!\Hey!\Three people just asked to join over there.\Three?\It's easier for people to come talk to us with Hana around.\She's our goddess of luck.\Aw, shucks. response:	In that case, maybe I'll join, too.
context: Of course!\Hey!\Three people just asked to join over there.\Three?\It's easier for people to come talk to us with Hana around.\She's our goddess of luck.\Aw, shucks.\In that case, maybe I'll join, too. response:	Yes, yes!
context: Hey!\Three people just asked to join over there.\Three?\It's easier for people to come talk to us with Hana around.\She's our goddess of luck.\Aw, shucks.\In that case, maybe I'll join, too.\Yes, yes! response:	Yeah!
context: Three people just asked to join over there.\Three?\It's easier for people to come talk to us with Hana around.\She's our goddess of luck.\Aw, shucks.\In that case, maybe I'll join, too.\Yes, yes!\Yeah! response:	Kansei University Long Distance Track and Field Team Practice Schedule
context: Three?\It's easier for people to come talk to us with Hana around.\She's our goddess of luck.\Aw, shucks.\In that case, maybe I'll join, too.\Yes, yes!\Yeah!\Kansei University Long Distance Track and Field Team Practice Schedule response:	Haiji, what does CC stand for?
context: It's easier for people to come talk to us with Hana around.\She's our goddess of luck.\Aw, shucks.\In that case, maybe I'll join, too.\Yes, yes!\Yeah!\Kansei University Long Distance Track and Field Team Practice Schedule\Haiji, what does CC stand for? response:	Wednesday
context: She's our goddess of luck.\Aw, shucks.\In that case, maybe I'll join, too.\Yes, yes!\Yeah!\Kansei University Long Distance Track and Field Team Practice Schedule\Haiji, what does CC stand for?\Wednesday response:	It's an abbreviation for cross country.
context: Aw, shucks.\In that case, maybe I'll join, too.\Yes, yes!\Yeah!\Kansei University Long Distance Track and Field Team Practice Schedule\Haiji, what does CC stand for?\Wednesday\It's an abbreviation for cross country. response:	Like running through nature?
context: In that case, maybe I'll join, too.\Yes, yes!\Yeah!\Kansei University Long Distance Track and Field Team Practice Schedule\Haiji, what does CC stand for?\Wednesday\It's an abbreviation for cross country.\Like running through nature? response:	That's right.
context: Yes, yes!\Yeah!\Kansei University Long Distance Track and Field Team Practice Schedule\Haiji, what does CC stand for?\Wednesday\It's an abbreviation for cross country.\Like running through nature?\That's right. response:	Starting tomorrow, we'll start running cross country.
context: Yeah!\Kansei University Long Distance Track and Field Team Practice Schedule\Haiji, what does CC stand for?\Wednesday\It's an abbreviation for cross country.\Like running through nature?\That's right.\Starting tomorrow, we'll start running cross country. response:	I found the perfect place two kilometers from here.
context: Kansei University Long Distance Track and Field Team Practice Schedule\Haiji, what does CC stand for?\Wednesday\It's an abbreviation for cross country.\Like running through nature?\That's right.\Starting tomorrow, we'll start running cross country.\I found the perfect place two kilometers from here. response:	When did you have the time to find that?
context: Haiji, what does CC stand for?\Wednesday\It's an abbreviation for cross country.\Like running through nature?\That's right.\Starting tomorrow, we'll start running cross country.\I found the perfect place two kilometers from here.\When did you have the time to find that? response:	Huh? Where's King?
context: Wednesday\It's an abbreviation for cross country.\Like running through nature?\That's right.\Starting tomorrow, we'll start running cross country.\I found the perfect place two kilometers from here.\When did you have the time to find that?\Huh? Where's King? response:	Dunno. I haven't seen him since we got back.
context: It's an abbreviation for cross country.\Like running through nature?\That's right.\Starting tomorrow, we'll start running cross country.\I found the perfect place two kilometers from here.\When did you have the time to find that?\Huh? Where's King?\Dunno. I haven't seen him since we got back. response:	It's easy on the legs, and it'll be a good change of pace.
context: Like running through nature?\That's right.\Starting tomorrow, we'll start running cross country.\I found the perfect place two kilometers from here.\When did you have the time to find that?\Huh? Where's King?\Dunno. I haven't seen him since we got back.\It's easy on the legs, and it'll be a good change of pace. response:	It's nice to run through nature.
context: That's right.\Starting tomorrow, we'll start running cross country.\I found the perfect place two kilometers from here.\When did you have the time to find that?\Huh? Where's King?\Dunno. I haven't seen him since we got back.\It's easy on the legs, and it'll be a good change of pace.\It's nice to run through nature. response:	Really? A change of pace sounds nice.
context: Starting tomorrow, we'll start running cross country.\I found the perfect place two kilometers from here.\When did you have the time to find that?\Huh? Where's King?\Dunno. I haven't seen him since we got back.\It's easy on the legs, and it'll be a good change of pace.\It's nice to run through nature.\Really? A change of pace sounds nice. response:	So, what's CC 2.5 x 6?
context: I found the perfect place two kilometers from here.\When did you have the time to find that?\Huh? Where's King?\Dunno. I haven't seen him since we got back.\It's easy on the legs, and it'll be a good change of pace.\It's nice to run through nature.\Really? A change of pace sounds nice.\So, what's CC 2.5 x 6? response:	It means six laps of 2.5 kilometers each.
context: When did you have the time to find that?\Huh? Where's King?\Dunno. I haven't seen him since we got back.\It's easy on the legs, and it'll be a good change of pace.\It's nice to run through nature.\Really? A change of pace sounds nice.\So, what's CC 2.5 x 6?\It means six laps of 2.5 kilometers each. response:	Really?
context: Huh? Where's King?\Dunno. I haven't seen him since we got back.\It's easy on the legs, and it'll be a good change of pace.\It's nice to run through nature.\Really? A change of pace sounds nice.\So, what's CC 2.5 x 6?\It means six laps of 2.5 kilometers each.\Really? response:	Huh? Isn't that...
context: Dunno. I haven't seen him since we got back.\It's easy on the legs, and it'll be a good change of pace.\It's nice to run through nature.\Really? A change of pace sounds nice.\So, what's CC 2.5 x 6?\It means six laps of 2.5 kilometers each.\Really?\Huh? Isn't that... response:	15 kilometers?!
context: It's easy on the legs, and it'll be a good change of pace.\It's nice to run through nature.\Really? A change of pace sounds nice.\So, what's CC 2.5 x 6?\It means six laps of 2.5 kilometers each.\Really?\Huh? Isn't that...\15 kilometers?! response:	It's meant to be a change of pace.
context: It's nice to run through nature.\Really? A change of pace sounds nice.\So, what's CC 2.5 x 6?\It means six laps of 2.5 kilometers each.\Really?\Huh? Isn't that...\15 kilometers?!\It's meant to be a change of pace. response:	But Kakeru's running eight laps.
context: Really? A change of pace sounds nice.\So, what's CC 2.5 x 6?\It means six laps of 2.5 kilometers each.\Really?\Huh? Isn't that...\15 kilometers?!\It's meant to be a change of pace.\But Kakeru's running eight laps. response:	Sorry, I think.
context: So, what's CC 2.5 x 6?\It means six laps of 2.5 kilometers each.\Really?\Huh? Isn't that...\15 kilometers?!\It's meant to be a change of pace.\But Kakeru's running eight laps.\Sorry, I think. response:	You're the one who has to run it.
context: It means six laps of 2.5 kilometers each.\Really?\Huh? Isn't that...\15 kilometers?!\It's meant to be a change of pace.\But Kakeru's running eight laps.\Sorry, I think.\You're the one who has to run it. response:	This place has totally turned into the track and field team.
context: Really?\Huh? Isn't that...\15 kilometers?!\It's meant to be a change of pace.\But Kakeru's running eight laps.\Sorry, I think.\You're the one who has to run it.\This place has totally turned into the track and field team. response:	I feel so small.
context: Huh? Isn't that...\15 kilometers?!\It's meant to be a change of pace.\But Kakeru's running eight laps.\Sorry, I think.\You're the one who has to run it.\This place has totally turned into the track and field team.\I feel so small. response:	What are you talking about?
context: 15 kilometers?!\It's meant to be a change of pace.\But Kakeru's running eight laps.\Sorry, I think.\You're the one who has to run it.\This place has totally turned into the track and field team.\I feel so small.\What are you talking about? response:	You're keeping up with everyone.
context: It's meant to be a change of pace.\But Kakeru's running eight laps.\Sorry, I think.\You're the one who has to run it.\This place has totally turned into the track and field team.\I feel so small.\What are you talking about?\You're keeping up with everyone. response:	I can tell you're going easy on me, though.
context: But Kakeru's running eight laps.\Sorry, I think.\You're the one who has to run it.\This place has totally turned into the track and field team.\I feel so small.\What are you talking about?\You're keeping up with everyone.\I can tell you're going easy on me, though. response:	You want us to go all-out, then?
context: Sorry, I think.\You're the one who has to run it.\This place has totally turned into the track and field team.\I feel so small.\What are you talking about?\You're keeping up with everyone.\I can tell you're going easy on me, though.\You want us to go all-out, then? response:	You must be joking! There's no way!
context: You're the one who has to run it.\This place has totally turned into the track and field team.\I feel so small.\What are you talking about?\You're keeping up with everyone.\I can tell you're going easy on me, though.\You want us to go all-out, then?\You must be joking! There's no way! response:	King.
context: This place has totally turned into the track and field team.\I feel so small.\What are you talking about?\You're keeping up with everyone.\I can tell you're going easy on me, though.\You want us to go all-out, then?\You must be joking! There's no way!\King. response:	Do you want to watch a recording?
context: I feel so small.\What are you talking about?\You're keeping up with everyone.\I can tell you're going easy on me, though.\You want us to go all-out, then?\You must be joking! There's no way!\King.\Do you want to watch a recording? response:	Huh?
context: What are you talking about?\You're keeping up with everyone.\I can tell you're going easy on me, though.\You want us to go all-out, then?\You must be joking! There's no way!\King.\Do you want to watch a recording?\Huh? response:	Of a quiz show. I recorded it.
context: You're keeping up with everyone.\I can tell you're going easy on me, though.\You want us to go all-out, then?\You must be joking! There's no way!\King.\Do you want to watch a recording?\Huh?\Of a quiz show. I recorded it. response:	Ah. I'm good today.
context: I can tell you're going easy on me, though.\You want us to go all-out, then?\You must be joking! There's no way!\King.\Do you want to watch a recording?\Huh?\Of a quiz show. I recorded it.\Ah. I'm good today. response:	Don't worry about me. It'll just make things awkward.
context: You want us to go all-out, then?\You must be joking! There's no way!\King.\Do you want to watch a recording?\Huh?\Of a quiz show. I recorded it.\Ah. I'm good today.\Don't worry about me. It'll just make things awkward. response:	Sorry.
context: You must be joking! There's no way!\King.\Do you want to watch a recording?\Huh?\Of a quiz show. I recorded it.\Ah. I'm good today.\Don't worry about me. It'll just make things awkward.\Sorry. response:	How can you take this so seriously?
context: King.\Do you want to watch a recording?\Huh?\Of a quiz show. I recorded it.\Ah. I'm good today.\Don't worry about me. It'll just make things awkward.\Sorry.\How can you take this so seriously? response:	What?
context: Do you want to watch a recording?\Huh?\Of a quiz show. I recorded it.\Ah. I'm good today.\Don't worry about me. It'll just make things awkward.\Sorry.\How can you take this so seriously?\What? response:	The Ekiden.
context: Huh?\Of a quiz show. I recorded it.\Ah. I'm good today.\Don't worry about me. It'll just make things awkward.\Sorry.\How can you take this so seriously?\What?\The Ekiden. response:	You've never run one before.
context: Of a quiz show. I recorded it.\Ah. I'm good today.\Don't worry about me. It'll just make things awkward.\Sorry.\How can you take this so seriously?\What?\The Ekiden.\You've never run one before. response:	Oh, right. I'm not sure.
context: Ah. I'm good today.\Don't worry about me. It'll just make things awkward.\Sorry.\How can you take this so seriously?\What?\The Ekiden.\You've never run one before.\Oh, right. I'm not sure. response:	You don't even understand.
context: Don't worry about me. It'll just make things awkward.\Sorry.\How can you take this so seriously?\What?\The Ekiden.\You've never run one before.\Oh, right. I'm not sure.\You don't even understand. response:	It's because I don't understand.
context: Sorry.\How can you take this so seriously?\What?\The Ekiden.\You've never run one before.\Oh, right. I'm not sure.\You don't even understand.\It's because I don't understand. response:	Rather than being forced to do it, I felt inspired to try it.
context: How can you take this so seriously?\What?\The Ekiden.\You've never run one before.\Oh, right. I'm not sure.\You don't even understand.\It's because I don't understand.\Rather than being forced to do it, I felt inspired to try it. response:	You ever consider just not doing it?
context: What?\The Ekiden.\You've never run one before.\Oh, right. I'm not sure.\You don't even understand.\It's because I don't understand.\Rather than being forced to do it, I felt inspired to try it.\You ever consider just not doing it? response:	Can't say I have.
context: The Ekiden.\You've never run one before.\Oh, right. I'm not sure.\You don't even understand.\It's because I don't understand.\Rather than being forced to do it, I felt inspired to try it.\You ever consider just not doing it?\Can't say I have. response:	You don't have to do it if you don't understand.
context: You've never run one before.\Oh, right. I'm not sure.\You don't even understand.\It's because I don't understand.\Rather than being forced to do it, I felt inspired to try it.\You ever consider just not doing it?\Can't say I have.\You don't have to do it if you don't understand. response:	I felt like I'd understand once I did.
context: Oh, right. I'm not sure.\You don't even understand.\It's because I don't understand.\Rather than being forced to do it, I felt inspired to try it.\You ever consider just not doing it?\Can't say I have.\You don't have to do it if you don't understand.\I felt like I'd understand once I did. response:	I haven't tried looking for a job yet, so I don't understand,
context: You don't even understand.\It's because I don't understand.\Rather than being forced to do it, I felt inspired to try it.\You ever consider just not doing it?\Can't say I have.\You don't have to do it if you don't understand.\I felt like I'd understand once I did.\I haven't tried looking for a job yet, so I don't understand, response:	but don't jobs work the same way?
context: It's because I don't understand.\Rather than being forced to do it, I felt inspired to try it.\You ever consider just not doing it?\Can't say I have.\You don't have to do it if you don't understand.\I felt like I'd understand once I did.\I haven't tried looking for a job yet, so I don't understand,\but don't jobs work the same way? response:	Huh?
