context: Summer Camps response:	Libra
context: It's okay, Jun.\This is my...\friend.\We've acquired the fugitive Cancerous.\Hell yeah! Nice guts!\Do you really need my Endlave for a simple little Cancerous hunt?\No, no, boy!\You know what they say, a dragon goes full force even against a slime! response:	Like a dragon would seriously eat a slime...
context: This is my...\friend.\We've acquired the fugitive Cancerous.\Hell yeah! Nice guts!\Do you really need my Endlave for a simple little Cancerous hunt?\No, no, boy!\You know what they say, a dragon goes full force even against a slime!\Like a dragon would seriously eat a slime... response:	Got that, Scarface?
context: friend.\We've acquired the fugitive Cancerous.\Hell yeah! Nice guts!\Do you really need my Endlave for a simple little Cancerous hunt?\No, no, boy!\You know what they say, a dragon goes full force even against a slime!\Like a dragon would seriously eat a slime...\Got that, Scarface? response:	Okay, Dan! Leave the rest to me!
context: We've acquired the fugitive Cancerous.\Hell yeah! Nice guts!\Do you really need my Endlave for a simple little Cancerous hunt?\No, no, boy!\You know what they say, a dragon goes full force even against a slime!\Like a dragon would seriously eat a slime...\Got that, Scarface?\Okay, Dan! Leave the rest to me! response:	We'll clear this mission with guts!
context: Hell yeah! Nice guts!\Do you really need my Endlave for a simple little Cancerous hunt?\No, no, boy!\You know what they say, a dragon goes full force even against a slime!\Like a dragon would seriously eat a slime...\Got that, Scarface?\Okay, Dan! Leave the rest to me!\We'll clear this mission with guts! response:	It's called knowing how to get ahead.
context: Do you really need my Endlave for a simple little Cancerous hunt?\No, no, boy!\You know what they say, a dragon goes full force even against a slime!\Like a dragon would seriously eat a slime...\Got that, Scarface?\Okay, Dan! Leave the rest to me!\We'll clear this mission with guts!\It's called knowing how to get ahead. response:	Could you lend me some money?
context: No, no, boy!\You know what they say, a dragon goes full force even against a slime!\Like a dragon would seriously eat a slime...\Got that, Scarface?\Okay, Dan! Leave the rest to me!\We'll clear this mission with guts!\It's called knowing how to get ahead.\Could you lend me some money? response:	We need money to run and eat.
context: You know what they say, a dragon goes full force even against a slime!\Like a dragon would seriously eat a slime...\Got that, Scarface?\Okay, Dan! Leave the rest to me!\We'll clear this mission with guts!\It's called knowing how to get ahead.\Could you lend me some money?\We need money to run and eat. response:	Is that why you went out of your way to show Jun to me?
context: Like a dragon would seriously eat a slime...\Got that, Scarface?\Okay, Dan! Leave the rest to me!\We'll clear this mission with guts!\It's called knowing how to get ahead.\Could you lend me some money?\We need money to run and eat.\Is that why you went out of your way to show Jun to me? response:	Please, Shu. I'm the only one left who can protect him.
context: Got that, Scarface?\Okay, Dan! Leave the rest to me!\We'll clear this mission with guts!\It's called knowing how to get ahead.\Could you lend me some money?\We need money to run and eat.\Is that why you went out of your way to show Jun to me?\Please, Shu. I'm the only one left who can protect him. response:	Please.
context: Okay, Dan! Leave the rest to me!\We'll clear this mission with guts!\It's called knowing how to get ahead.\Could you lend me some money?\We need money to run and eat.\Is that why you went out of your way to show Jun to me?\Please, Shu. I'm the only one left who can protect him.\Please. response:	Shu?
context: We'll clear this mission with guts!\It's called knowing how to get ahead.\Could you lend me some money?\We need money to run and eat.\Is that why you went out of your way to show Jun to me?\Please, Shu. I'm the only one left who can protect him.\Please.\Shu? response:	Where's Gai?
context: It's called knowing how to get ahead.\Could you lend me some money?\We need money to run and eat.\Is that why you went out of your way to show Jun to me?\Please, Shu. I'm the only one left who can protect him.\Please.\Shu?\Where's Gai? response:	He left already, why?
context: Could you lend me some money?\We need money to run and eat.\Is that why you went out of your way to show Jun to me?\Please, Shu. I'm the only one left who can protect him.\Please.\Shu?\Where's Gai?\He left already, why? response:	I have someone I want you to harbor.
context: We need money to run and eat.\Is that why you went out of your way to show Jun to me?\Please, Shu. I'm the only one left who can protect him.\Please.\Shu?\Where's Gai?\He left already, why?\I have someone I want you to harbor. response:	He's an Apocalypse patient. The Carcinogenesis has started already.
context: Is that why you went out of your way to show Jun to me?\Please, Shu. I'm the only one left who can protect him.\Please.\Shu?\Where's Gai?\He left already, why?\I have someone I want you to harbor.\He's an Apocalypse patient. The Carcinogenesis has started already. response:	Hold on a second!
context: Please, Shu. I'm the only one left who can protect him.\Please.\Shu?\Where's Gai?\He left already, why?\I have someone I want you to harbor.\He's an Apocalypse patient. The Carcinogenesis has started already.\Hold on a second! response:	You need to talk to Shibungi, and then we'll give you the ord
context: Please.\Shu?\Where's Gai?\He left already, why?\I have someone I want you to harbor.\He's an Apocalypse patient. The Carcinogenesis has started already.\Hold on a second!\You need to talk to Shibungi, and then we'll give you the ord response:	We're heading to Point Yellow-One now. Pick us up there in an hour.
context: Shu?\Where's Gai?\He left already, why?\I have someone I want you to harbor.\He's an Apocalypse patient. The Carcinogenesis has started already.\Hold on a second!\You need to talk to Shibungi, and then we'll give you the ord\We're heading to Point Yellow-One now. Pick us up there in an hour. response:	Shu, you...
context: Where's Gai?\He left already, why?\I have someone I want you to harbor.\He's an Apocalypse patient. The Carcinogenesis has started already.\Hold on a second!\You need to talk to Shibungi, and then we'll give you the ord\We're heading to Point Yellow-One now. Pick us up there in an hour.\Shu, you... response:	This doesn't mean I've forgiven you for what you did.
context: He left already, why?\I have someone I want you to harbor.\He's an Apocalypse patient. The Carcinogenesis has started already.\Hold on a second!\You need to talk to Shibungi, and then we'll give you the ord\We're heading to Point Yellow-One now. Pick us up there in an hour.\Shu, you...\This doesn't mean I've forgiven you for what you did. response:	But...
context: I have someone I want you to harbor.\He's an Apocalypse patient. The Carcinogenesis has started already.\Hold on a second!\You need to talk to Shibungi, and then we'll give you the ord\We're heading to Point Yellow-One now. Pick us up there in an hour.\Shu, you...\This doesn't mean I've forgiven you for what you did.\But... response:	Jun hasn't done anything wrong.
context: He's an Apocalypse patient. The Carcinogenesis has started already.\Hold on a second!\You need to talk to Shibungi, and then we'll give you the ord\We're heading to Point Yellow-One now. Pick us up there in an hour.\Shu, you...\This doesn't mean I've forgiven you for what you did.\But...\Jun hasn't done anything wrong. response:	Look it over. We'll have to use this very soon.
context: Hold on a second!\You need to talk to Shibungi, and then we'll give you the ord\We're heading to Point Yellow-One now. Pick us up there in an hour.\Shu, you...\This doesn't mean I've forgiven you for what you did.\But...\Jun hasn't done anything wrong.\Look it over. We'll have to use this very soon. response:	Wrong.
context: You need to talk to Shibungi, and then we'll give you the ord\We're heading to Point Yellow-One now. Pick us up there in an hour.\Shu, you...\This doesn't mean I've forgiven you for what you did.\But...\Jun hasn't done anything wrong.\Look it over. We'll have to use this very soon.\Wrong. response:	This song is wrong now.
context: We're heading to Point Yellow-One now. Pick us up there in an hour.\Shu, you...\This doesn't mean I've forgiven you for what you did.\But...\Jun hasn't done anything wrong.\Look it over. We'll have to use this very soon.\Wrong.\This song is wrong now. response:	Sorry, Jun. Bear with it for just a little while, okay?
context: Shu, you...\This doesn't mean I've forgiven you for what you did.\But...\Jun hasn't done anything wrong.\Look it over. We'll have to use this very soon.\Wrong.\This song is wrong now.\Sorry, Jun. Bear with it for just a little while, okay? response:	So they've finally come out.
context: This doesn't mean I've forgiven you for what you did.\But...\Jun hasn't done anything wrong.\Look it over. We'll have to use this very soon.\Wrong.\This song is wrong now.\Sorry, Jun. Bear with it for just a little while, okay?\So they've finally come out. response:	Are you ready for gene capture?
context: But...\Jun hasn't done anything wrong.\Look it over. We'll have to use this very soon.\Wrong.\This song is wrong now.\Sorry, Jun. Bear with it for just a little while, okay?\So they've finally come out.\Are you ready for gene capture? response:	The system check is done. But why use something like this?
context: Jun hasn't done anything wrong.\Look it over. We'll have to use this very soon.\Wrong.\This song is wrong now.\Sorry, Jun. Bear with it for just a little while, okay?\So they've finally come out.\Are you ready for gene capture?\The system check is done. But why use something like this? response:	Is it wrong to want to get to know the person you're in love with?
context: Look it over. We'll have to use this very soon.\Wrong.\This song is wrong now.\Sorry, Jun. Bear with it for just a little while, okay?\So they've finally come out.\Are you ready for gene capture?\The system check is done. But why use something like this?\Is it wrong to want to get to know the person you're in love with? response:	Do it, please.
context: Wrong.\This song is wrong now.\Sorry, Jun. Bear with it for just a little while, okay?\So they've finally come out.\Are you ready for gene capture?\The system check is done. But why use something like this?\Is it wrong to want to get to know the person you're in love with?\Do it, please. response:	Anti Bodies?! How have they found us already?!
context: This song is wrong now.\Sorry, Jun. Bear with it for just a little while, okay?\So they've finally come out.\Are you ready for gene capture?\The system check is done. But why use something like this?\Is it wrong to want to get to know the person you're in love with?\Do it, please.\Anti Bodies?! How have they found us already?! response:	Calm down!
context: Sorry, Jun. Bear with it for just a little while, okay?\So they've finally come out.\Are you ready for gene capture?\The system check is done. But why use something like this?\Is it wrong to want to get to know the person you're in love with?\Do it, please.\Anti Bodies?! How have they found us already?!\Calm down! response:	We saw this coming. For now, just move!
context: So they've finally come out.\Are you ready for gene capture?\The system check is done. But why use something like this?\Is it wrong to want to get to know the person you're in love with?\Do it, please.\Anti Bodies?! How have they found us already?!\Calm down!\We saw this coming. For now, just move! response:	A terrorist attack?!
context: Are you ready for gene capture?\The system check is done. But why use something like this?\Is it wrong to want to get to know the person you're in love with?\Do it, please.\Anti Bodies?! How have they found us already?!\Calm down!\We saw this coming. For now, just move!\A terrorist attack?! response:	D'ya think the Undertakers are back or something?
context: The system check is done. But why use something like this?\Is it wrong to want to get to know the person you're in love with?\Do it, please.\Anti Bodies?! How have they found us already?!\Calm down!\We saw this coming. For now, just move!\A terrorist attack?!\D'ya think the Undertakers are back or something? response:	We're in trouble!
context: Is it wrong to want to get to know the person you're in love with?\Do it, please.\Anti Bodies?! How have they found us already?!\Calm down!\We saw this coming. For now, just move!\A terrorist attack?!\D'ya think the Undertakers are back or something?\We're in trouble! response:	Let's use that!
context: Do it, please.\Anti Bodies?! How have they found us already?!\Calm down!\We saw this coming. For now, just move!\A terrorist attack?!\D'ya think the Undertakers are back or something?\We're in trouble!\Let's use that! response:	No!
context: Anti Bodies?! How have they found us already?!\Calm down!\We saw this coming. For now, just move!\A terrorist attack?!\D'ya think the Undertakers are back or something?\We're in trouble!\Let's use that!\No! response:	This has to be a trap.
context: Calm down!\We saw this coming. For now, just move!\A terrorist attack?!\D'ya think the Undertakers are back or something?\We're in trouble!\Let's use that!\No!\This has to be a trap. response:	Opening up an escape route and luring in the enemy is a basic tactic.
context: We saw this coming. For now, just move!\A terrorist attack?!\D'ya think the Undertakers are back or something?\We're in trouble!\Let's use that!\No!\This has to be a trap.\Opening up an escape route and luring in the enemy is a basic tactic. response:	If you keep thinking like an amateur, you're going to die.
context: A terrorist attack?!\D'ya think the Undertakers are back or something?\We're in trouble!\Let's use that!\No!\This has to be a trap.\Opening up an escape route and luring in the enemy is a basic tactic.\If you keep thinking like an amateur, you're going to die. response:	What did you just try to do?!
context: D'ya think the Undertakers are back or something?\We're in trouble!\Let's use that!\No!\This has to be a trap.\Opening up an escape route and luring in the enemy is a basic tactic.\If you keep thinking like an amateur, you're going to die.\What did you just try to do?! response:	I have a Void on my side.
context: We're in trouble!\Let's use that!\No!\This has to be a trap.\Opening up an escape route and luring in the enemy is a basic tactic.\If you keep thinking like an amateur, you're going to die.\What did you just try to do?!\I have a Void on my side. response:	I have the power to draw poeple's hearts out as weapon.
context: Let's use that!\No!\This has to be a trap.\Opening up an escape route and luring in the enemy is a basic tactic.\If you keep thinking like an amateur, you're going to die.\What did you just try to do?!\I have a Void on my side.\I have the power to draw poeple's hearts out as weapon. response:	I can even take down an Endlave.
context: No!\This has to be a trap.\Opening up an escape route and luring in the enemy is a basic tactic.\If you keep thinking like an amateur, you're going to die.\What did you just try to do?!\I have a Void on my side.\I have the power to draw poeple's hearts out as weapon.\I can even take down an Endlave. response:	You're telling me to believe that?
context: This has to be a trap.\Opening up an escape route and luring in the enemy is a basic tactic.\If you keep thinking like an amateur, you're going to die.\What did you just try to do?!\I have a Void on my side.\I have the power to draw poeple's hearts out as weapon.\I can even take down an Endlave.\You're telling me to believe that? response:	You sure you're not the one who called in those guys?
context: Opening up an escape route and luring in the enemy is a basic tactic.\If you keep thinking like an amateur, you're going to die.\What did you just try to do?!\I have a Void on my side.\I have the power to draw poeple's hearts out as weapon.\I can even take down an Endlave.\You're telling me to believe that?\You sure you're not the one who called in those guys? response:	Hypocrite.
context: If you keep thinking like an amateur, you're going to die.\What did you just try to do?!\I have a Void on my side.\I have the power to draw poeple's hearts out as weapon.\I can even take down an Endlave.\You're telling me to believe that?\You sure you're not the one who called in those guys?\Hypocrite. response:	Shut up, you traitor!
context: What did you just try to do?!\I have a Void on my side.\I have the power to draw poeple's hearts out as weapon.\I can even take down an Endlave.\You're telling me to believe that?\You sure you're not the one who called in those guys?\Hypocrite.\Shut up, you traitor! response:	Shu.
context: I have a Void on my side.\I have the power to draw poeple's hearts out as weapon.\I can even take down an Endlave.\You're telling me to believe that?\You sure you're not the one who called in those guys?\Hypocrite.\Shut up, you traitor!\Shu. response:	I don't betray people like you do.
context: I have the power to draw poeple's hearts out as weapon.\I can even take down an Endlave.\You're telling me to believe that?\You sure you're not the one who called in those guys?\Hypocrite.\Shut up, you traitor!\Shu.\I don't betray people like you do. response:	I don't abandon them!
context: I can even take down an Endlave.\You're telling me to believe that?\You sure you're not the one who called in those guys?\Hypocrite.\Shut up, you traitor!\Shu.\I don't betray people like you do.\I don't abandon them! response:	And I'll make sure Jun escapes, just like I promised.
context: You're telling me to believe that?\You sure you're not the one who called in those guys?\Hypocrite.\Shut up, you traitor!\Shu.\I don't betray people like you do.\I don't abandon them!\And I'll make sure Jun escapes, just like I promised. response:	All you have to do is shut up and let me use you!
context: You sure you're not the one who called in those guys?\Hypocrite.\Shut up, you traitor!\Shu.\I don't betray people like you do.\I don't abandon them!\And I'll make sure Jun escapes, just like I promised.\All you have to do is shut up and let me use you! response:	Jun!
context: Hypocrite.\Shut up, you traitor!\Shu.\I don't betray people like you do.\I don't abandon them!\And I'll make sure Jun escapes, just like I promised.\All you have to do is shut up and let me use you!\Jun! response:	You don't need to worry. Your big brother's safe.
context: Shut up, you traitor!\Shu.\I don't betray people like you do.\I don't abandon them!\And I'll make sure Jun escapes, just like I promised.\All you have to do is shut up and let me use you!\Jun!\You don't need to worry. Your big brother's safe. response:	N-Not that!
context: Shu.\I don't betray people like you do.\I don't abandon them!\And I'll make sure Jun escapes, just like I promised.\All you have to do is shut up and let me use you!\Jun!\You don't need to worry. Your big brother's safe.\N-Not that! response:	Not that? What do you mean?
context: I don't betray people like you do.\I don't abandon them!\And I'll make sure Jun escapes, just like I promised.\All you have to do is shut up and let me use you!\Jun!\You don't need to worry. Your big brother's safe.\N-Not that!\Not that? What do you mean? response:	You again, eh?
context: I don't abandon them!\And I'll make sure Jun escapes, just like I promised.\All you have to do is shut up and let me use you!\Jun!\You don't need to worry. Your big brother's safe.\N-Not that!\Not that? What do you mean?\You again, eh? response:	You faceless bastard!
context: And I'll make sure Jun escapes, just like I promised.\All you have to do is shut up and let me use you!\Jun!\You don't need to worry. Your big brother's safe.\N-Not that!\Not that? What do you mean?\You again, eh?\You faceless bastard! response:	Jun, I'll be right back!
context: All you have to do is shut up and let me use you!\Jun!\You don't need to worry. Your big brother's safe.\N-Not that!\Not that? What do you mean?\You again, eh?\You faceless bastard!\Jun, I'll be right back! response:	Run, run!
context: Jun!\You don't need to worry. Your big brother's safe.\N-Not that!\Not that? What do you mean?\You again, eh?\You faceless bastard!\Jun, I'll be right back!\Run, run! response:	But today, I've got something special!
context: You don't need to worry. Your big brother's safe.\N-Not that!\Not that? What do you mean?\You again, eh?\You faceless bastard!\Jun, I'll be right back!\Run, run!\But today, I've got something special! response:	This thing will follow that light.
context: N-Not that!\Not that? What do you mean?\You again, eh?\You faceless bastard!\Jun, I'll be right back!\Run, run!\But today, I've got something special!\This thing will follow that light. response:	Not bad. How about some continuous fire, then?
context: Not that? What do you mean?\You again, eh?\You faceless bastard!\Jun, I'll be right back!\Run, run!\But today, I've got something special!\This thing will follow that light.\Not bad. How about some continuous fire, then? response:	Jun!
context: You again, eh?\You faceless bastard!\Jun, I'll be right back!\Run, run!\But today, I've got something special!\This thing will follow that light.\Not bad. How about some continuous fire, then?\Jun! response:	Jun!
context: You faceless bastard!\Jun, I'll be right back!\Run, run!\But today, I've got something special!\This thing will follow that light.\Not bad. How about some continuous fire, then?\Jun!\Jun! response:	Hey, Segai! What's going on here?!
context: Jun, I'll be right back!\Run, run!\But today, I've got something special!\This thing will follow that light.\Not bad. How about some continuous fire, then?\Jun!\Jun!\Hey, Segai! What's going on here?! response:	This is unexpected, but I must say it's intriguing.
context: Run, run!\But today, I've got something special!\This thing will follow that light.\Not bad. How about some continuous fire, then?\Jun!\Jun!\Hey, Segai! What's going on here?!\This is unexpected, but I must say it's intriguing. response:	That object and the Apocalypse Cancer displayed the same reading...
context: But today, I've got something special!\This thing will follow that light.\Not bad. How about some continuous fire, then?\Jun!\Jun!\Hey, Segai! What's going on here?!\This is unexpected, but I must say it's intriguing.\That object and the Apocalypse Cancer displayed the same reading... response:	What is this?!
context: This thing will follow that light.\Not bad. How about some continuous fire, then?\Jun!\Jun!\Hey, Segai! What's going on here?!\This is unexpected, but I must say it's intriguing.\That object and the Apocalypse Cancer displayed the same reading...\What is this?! response:	It migrated?
context: Not bad. How about some continuous fire, then?\Jun!\Jun!\Hey, Segai! What's going on here?!\This is unexpected, but I must say it's intriguing.\That object and the Apocalypse Cancer displayed the same reading...\What is this?!\It migrated? response:	What's happening?
context: Jun!\Jun!\Hey, Segai! What's going on here?!\This is unexpected, but I must say it's intriguing.\That object and the Apocalypse Cancer displayed the same reading...\What is this?!\It migrated?\What's happening? response:	What does this mean?
context: Jun!\Hey, Segai! What's going on here?!\This is unexpected, but I must say it's intriguing.\That object and the Apocalypse Cancer displayed the same reading...\What is this?!\It migrated?\What's happening?\What does this mean? response:	Jun!
context: Hey, Segai! What's going on here?!\This is unexpected, but I must say it's intriguing.\That object and the Apocalypse Cancer displayed the same reading...\What is this?!\It migrated?\What's happening?\What does this mean?\Jun! response:	Jun, are you okay?!
context: This is unexpected, but I must say it's intriguing.\That object and the Apocalypse Cancer displayed the same reading...\What is this?!\It migrated?\What's happening?\What does this mean?\Jun!\Jun, are you okay?! response:	Jun!
context: That object and the Apocalypse Cancer displayed the same reading...\What is this?!\It migrated?\What's happening?\What does this mean?\Jun!\Jun, are you okay?!\Jun! response:	How can I ever explain this to Yahiro?!
context: What is this?!\It migrated?\What's happening?\What does this mean?\Jun!\Jun, are you okay?!\Jun!\How can I ever explain this to Yahiro?! response:	Did the Apocalypse Virus cause genomic resonance in the machine?
context: It migrated?\What's happening?\What does this mean?\Jun!\Jun, are you okay?!\Jun!\How can I ever explain this to Yahiro?!\Did the Apocalypse Virus cause genomic resonance in the machine? response:	Then, the one there is...
context: What's happening?\What does this mean?\Jun!\Jun, are you okay?!\Jun!\How can I ever explain this to Yahiro?!\Did the Apocalypse Virus cause genomic resonance in the machine?\Then, the one there is... response:	Reboot PINs! I'll input every last one!
context: What does this mean?\Jun!\Jun, are you okay?!\Jun!\How can I ever explain this to Yahiro?!\Did the Apocalypse Virus cause genomic resonance in the machine?\Then, the one there is...\Reboot PINs! I'll input every last one! response:	Hey, what's wrong? What happened?
context: Jun!\Jun, are you okay?!\Jun!\How can I ever explain this to Yahiro?!\Did the Apocalypse Virus cause genomic resonance in the machine?\Then, the one there is...\Reboot PINs! I'll input every last one!\Hey, what's wrong? What happened? response:	Bastard!
context: Jun, are you okay?!\Jun!\How can I ever explain this to Yahiro?!\Did the Apocalypse Virus cause genomic resonance in the machine?\Then, the one there is...\Reboot PINs! I'll input every last one!\Hey, what's wrong? What happened?\Bastard! response:	Major Segai, you're in danger! Please move away from the action!
context: Jun!\How can I ever explain this to Yahiro?!\Did the Apocalypse Virus cause genomic resonance in the machine?\Then, the one there is...\Reboot PINs! I'll input every last one!\Hey, what's wrong? What happened?\Bastard!\Major Segai, you're in danger! Please move away from the action! response:	We'll withdraw for now. Abort the operation.
context: How can I ever explain this to Yahiro?!\Did the Apocalypse Virus cause genomic resonance in the machine?\Then, the one there is...\Reboot PINs! I'll input every last one!\Hey, what's wrong? What happened?\Bastard!\Major Segai, you're in danger! Please move away from the action!\We'll withdraw for now. Abort the operation. response:	Sir!
context: Did the Apocalypse Virus cause genomic resonance in the machine?\Then, the one there is...\Reboot PINs! I'll input every last one!\Hey, what's wrong? What happened?\Bastard!\Major Segai, you're in danger! Please move away from the action!\We'll withdraw for now. Abort the operation.\Sir! response:	What are you...
context: Then, the one there is...\Reboot PINs! I'll input every last one!\Hey, what's wrong? What happened?\Bastard!\Major Segai, you're in danger! Please move away from the action!\We'll withdraw for now. Abort the operation.\Sir!\What are you... response:	Please, stop!
context: Reboot PINs! I'll input every last one!\Hey, what's wrong? What happened?\Bastard!\Major Segai, you're in danger! Please move away from the action!\We'll withdraw for now. Abort the operation.\Sir!\What are you...\Please, stop! response:	This is... Roppongi?
context: Hey, what's wrong? What happened?\Bastard!\Major Segai, you're in danger! Please move away from the action!\We'll withdraw for now. Abort the operation.\Sir!\What are you...\Please, stop!\This is... Roppongi? response:	From before Lost Christmas?
context: Bastard!\Major Segai, you're in danger! Please move away from the action!\We'll withdraw for now. Abort the operation.\Sir!\What are you...\Please, stop!\This is... Roppongi?\From before Lost Christmas? response:	That's right.
context: Major Segai, you're in danger! Please move away from the action!\We'll withdraw for now. Abort the operation.\Sir!\What are you...\Please, stop!\This is... Roppongi?\From before Lost Christmas?\That's right. response:	Are you... Jun?
context: We'll withdraw for now. Abort the operation.\Sir!\What are you...\Please, stop!\This is... Roppongi?\From before Lost Christmas?\That's right.\Are you... Jun? response:	We finally get to talk.
context: Sir!\What are you...\Please, stop!\This is... Roppongi?\From before Lost Christmas?\That's right.\Are you... Jun?\We finally get to talk. response:	Wow, thanks!
context: What are you...\Please, stop!\This is... Roppongi?\From before Lost Christmas?\That's right.\Are you... Jun?\We finally get to talk.\Wow, thanks! response:	This is a one-time deal, got it? Just for your birthday.
context: Please, stop!\This is... Roppongi?\From before Lost Christmas?\That's right.\Are you... Jun?\We finally get to talk.\Wow, thanks!\This is a one-time deal, got it? Just for your birthday. response:	This is December 24th, 2029.
context: This is... Roppongi?\From before Lost Christmas?\That's right.\Are you... Jun?\We finally get to talk.\Wow, thanks!\This is a one-time deal, got it? Just for your birthday.\This is December 24th, 2029. response:	It was the happiest time of my life.
context: From before Lost Christmas?\That's right.\Are you... Jun?\We finally get to talk.\Wow, thanks!\This is a one-time deal, got it? Just for your birthday.\This is December 24th, 2029.\It was the happiest time of my life. response:	Lost Christmas is about to happen.
context: That's right.\Are you... Jun?\We finally get to talk.\Wow, thanks!\This is a one-time deal, got it? Just for your birthday.\This is December 24th, 2029.\It was the happiest time of my life.\Lost Christmas is about to happen. response:	I want to be on my way now, and just take this one happy memory with me.
context: Are you... Jun?\We finally get to talk.\Wow, thanks!\This is a one-time deal, got it? Just for your birthday.\This is December 24th, 2029.\It was the happiest time of my life.\Lost Christmas is about to happen.\I want to be on my way now, and just take this one happy memory with me. response:	Shu... please use that Void to cut off my life.
context: We finally get to talk.\Wow, thanks!\This is a one-time deal, got it? Just for your birthday.\This is December 24th, 2029.\It was the happiest time of my life.\Lost Christmas is about to happen.\I want to be on my way now, and just take this one happy memory with me.\Shu... please use that Void to cut off my life. response:	My brother's Void is the Void that severs life.
context: Wow, thanks!\This is a one-time deal, got it? Just for your birthday.\This is December 24th, 2029.\It was the happiest time of my life.\Lost Christmas is about to happen.\I want to be on my way now, and just take this one happy memory with me.\Shu... please use that Void to cut off my life.\My brother's Void is the Void that severs life. response:	It's the Void to lay my body to rest with.
context: This is a one-time deal, got it? Just for your birthday.\This is December 24th, 2029.\It was the happiest time of my life.\Lost Christmas is about to happen.\I want to be on my way now, and just take this one happy memory with me.\Shu... please use that Void to cut off my life.\My brother's Void is the Void that severs life.\It's the Void to lay my body to rest with. response:	That's... crazy...
context: This is December 24th, 2029.\It was the happiest time of my life.\Lost Christmas is about to happen.\I want to be on my way now, and just take this one happy memory with me.\Shu... please use that Void to cut off my life.\My brother's Void is the Void that severs life.\It's the Void to lay my body to rest with.\That's... crazy... response:	The crystals that stole my freedom
context: It was the happiest time of my life.\Lost Christmas is about to happen.\I want to be on my way now, and just take this one happy memory with me.\Shu... please use that Void to cut off my life.\My brother's Void is the Void that severs life.\It's the Void to lay my body to rest with.\That's... crazy...\The crystals that stole my freedom response:	gave me the ability to see Voids in return.
context: Lost Christmas is about to happen.\I want to be on my way now, and just take this one happy memory with me.\Shu... please use that Void to cut off my life.\My brother's Void is the Void that severs life.\It's the Void to lay my body to rest with.\That's... crazy...\The crystals that stole my freedom\gave me the ability to see Voids in return. response:	And I saw there was another big brother besides the one he showed me.
context: I want to be on my way now, and just take this one happy memory with me.\Shu... please use that Void to cut off my life.\My brother's Void is the Void that severs life.\It's the Void to lay my body to rest with.\That's... crazy...\The crystals that stole my freedom\gave me the ability to see Voids in return.\And I saw there was another big brother besides the one he showed me. response:	Let's eat pizza today!
context: Shu... please use that Void to cut off my life.\My brother's Void is the Void that severs life.\It's the Void to lay my body to rest with.\That's... crazy...\The crystals that stole my freedom\gave me the ability to see Voids in return.\And I saw there was another big brother besides the one he showed me.\Let's eat pizza today! response:	Really?!
context: My brother's Void is the Void that severs life.\It's the Void to lay my body to rest with.\That's... crazy...\The crystals that stole my freedom\gave me the ability to see Voids in return.\And I saw there was another big brother besides the one he showed me.\Let's eat pizza today!\Really?! response:	I'll order you the tomato one you like, okay?
context: It's the Void to lay my body to rest with.\That's... crazy...\The crystals that stole my freedom\gave me the ability to see Voids in return.\And I saw there was another big brother besides the one he showed me.\Let's eat pizza today!\Really?!\I'll order you the tomato one you like, okay? response:	You're in the way. You're in my way.
context: That's... crazy...\The crystals that stole my freedom\gave me the ability to see Voids in return.\And I saw there was another big brother besides the one he showed me.\Let's eat pizza today!\Really?!\I'll order you the tomato one you like, okay?\You're in the way. You're in my way. response:	I've seen unkind sides to kind people over and over.
context: The crystals that stole my freedom\gave me the ability to see Voids in return.\And I saw there was another big brother besides the one he showed me.\Let's eat pizza today!\Really?!\I'll order you the tomato one you like, okay?\You're in the way. You're in my way.\I've seen unkind sides to kind people over and over. response:	Friends, ladies in our family, people from the health center...
context: gave me the ability to see Voids in return.\And I saw there was another big brother besides the one he showed me.\Let's eat pizza today!\Really?!\I'll order you the tomato one you like, okay?\You're in the way. You're in my way.\I've seen unkind sides to kind people over and over.\Friends, ladies in our family, people from the health center... response:	And you're probably the same, Shu.
context: And I saw there was another big brother besides the one he showed me.\Let's eat pizza today!\Really?!\I'll order you the tomato one you like, okay?\You're in the way. You're in my way.\I've seen unkind sides to kind people over and over.\Friends, ladies in our family, people from the health center...\And you're probably the same, Shu. response:	If I live any longer, this sadness will hit me again and again.
context: Let's eat pizza today!\Really?!\I'll order you the tomato one you like, okay?\You're in the way. You're in my way.\I've seen unkind sides to kind people over and over.\Friends, ladies in our family, people from the health center...\And you're probably the same, Shu.\If I live any longer, this sadness will hit me again and again. response:	I'll end up hating my brother.
context: Really?!\I'll order you the tomato one you like, okay?\You're in the way. You're in my way.\I've seen unkind sides to kind people over and over.\Friends, ladies in our family, people from the health center...\And you're probably the same, Shu.\If I live any longer, this sadness will hit me again and again.\I'll end up hating my brother. response:	I want to go out as the me who loves my wonderful big brother.
context: I'll order you the tomato one you like, okay?\You're in the way. You're in my way.\I've seen unkind sides to kind people over and over.\Friends, ladies in our family, people from the health center...\And you're probably the same, Shu.\If I live any longer, this sadness will hit me again and again.\I'll end up hating my brother.\I want to go out as the me who loves my wonderful big brother. response:	Come on, hurry.
context: You're in the way. You're in my way.\I've seen unkind sides to kind people over and over.\Friends, ladies in our family, people from the health center...\And you're probably the same, Shu.\If I live any longer, this sadness will hit me again and again.\I'll end up hating my brother.\I want to go out as the me who loves my wonderful big brother.\Come on, hurry. response:	Lost Christmas!
