context: Dad? You mean him? response:	So he's having an affair?
context: They're really not bad people.\The people who purposely spilled the sushi bowl?!\I thought you were a good person,\but I guess you're a person from the surface after all.\Don't take it personally.\Chisaki loses her head when it comes to Hikari or Manaka.\I know.\I love the ocean, and the people of Shishio. response:	So I don't want everyone to misunderstand Hikari
context: The people who purposely spilled the sushi bowl?!\I thought you were a good person,\but I guess you're a person from the surface after all.\Don't take it personally.\Chisaki loses her head when it comes to Hikari or Manaka.\I know.\I love the ocean, and the people of Shishio.\So I don't want everyone to misunderstand Hikari response:	just because he misunderstands all of them.
context: I thought you were a good person,\but I guess you're a person from the surface after all.\Don't take it personally.\Chisaki loses her head when it comes to Hikari or Manaka.\I know.\I love the ocean, and the people of Shishio.\So I don't want everyone to misunderstand Hikari\just because he misunderstands all of them. response:	I'm sorry, could you say that one more time?
context: but I guess you're a person from the surface after all.\Don't take it personally.\Chisaki loses her head when it comes to Hikari or Manaka.\I know.\I love the ocean, and the people of Shishio.\So I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\I'm sorry, could you say that one more time? response:	I don't want everyone to misunderstand Hikari
context: Don't take it personally.\Chisaki loses her head when it comes to Hikari or Manaka.\I know.\I love the ocean, and the people of Shishio.\So I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\I'm sorry, could you say that one more time?\I don't want everyone to misunderstand Hikari response:	just because he misunderstands all of them.
context: Chisaki loses her head when it comes to Hikari or Manaka.\I know.\I love the ocean, and the people of Shishio.\So I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\I'm sorry, could you say that one more time?\I don't want everyone to misunderstand Hikari\just because he misunderstands all of them. response:	Ah, got it.
context: I know.\I love the ocean, and the people of Shishio.\So I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\I'm sorry, could you say that one more time?\I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\Ah, got it. response:	Go a
context: I love the ocean, and the people of Shishio.\So I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\I'm sorry, could you say that one more time?\I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\Ah, got it.\Go a response:	I don't like playing dirty like you, Miuna.
context: So I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\I'm sorry, could you say that one more time?\I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\Ah, got it.\Go a\I don't like playing dirty like you, Miuna. response:	Miuna!
context: just because he misunderstands all of them.\I'm sorry, could you say that one more time?\I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\Ah, got it.\Go a\I don't like playing dirty like you, Miuna.\Miuna! response:	I did it!
context: I'm sorry, could you say that one more time?\I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\Ah, got it.\Go a\I don't like playing dirty like you, Miuna.\Miuna!\I did it! response:	I gave it to'em good!
context: I don't want everyone to misunderstand Hikari\just because he misunderstands all of them.\Ah, got it.\Go a\I don't like playing dirty like you, Miuna.\Miuna!\I did it!\I gave it to'em good! response:	What?
context: just because he misunderstands all of them.\Ah, got it.\Go a\I don't like playing dirty like you, Miuna.\Miuna!\I did it!\I gave it to'em good!\What? response:	You know they were making an Ojoshi-sama, right?
context: Ah, got it.\Go a\I don't like playing dirty like you, Miuna.\Miuna!\I did it!\I gave it to'em good!\What?\You know they were making an Ojoshi-sama, right? response:	I totally ruined it!
context: Go a\I don't like playing dirty like you, Miuna.\Miuna!\I did it!\I gave it to'em good!\What?\You know they were making an Ojoshi-sama, right?\I totally ruined it! response:	Ruined?
context: I don't like playing dirty like you, Miuna.\Miuna!\I did it!\I gave it to'em good!\What?\You know they were making an Ojoshi-sama, right?\I totally ruined it!\Ruined? response:	Yeah!
context: Miuna!\I did it!\I gave it to'em good!\What?\You know they were making an Ojoshi-sama, right?\I totally ruined it!\Ruined?\Yeah! response:	I drew all over it
context: I did it!\I gave it to'em good!\What?\You know they were making an Ojoshi-sama, right?\I totally ruined it!\Ruined?\Yeah!\I drew all over it response:	and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!
context: I gave it to'em good!\What?\You know they were making an Ojoshi-sama, right?\I totally ruined it!\Ruined?\Yeah!\I drew all over it\and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore! response:	For real!
context: What?\You know they were making an Ojoshi-sama, right?\I totally ruined it!\Ruined?\Yeah!\I drew all over it\and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!\For real! response:	Why would you do that...
context: You know they were making an Ojoshi-sama, right?\I totally ruined it!\Ruined?\Yeah!\I drew all over it\and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!\For real!\Why would you do that... response:	Huh?
context: I totally ruined it!\Ruined?\Yeah!\I drew all over it\and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!\For real!\Why would you do that...\Huh? response:	That's really playing dirty!
context: Ruined?\Yeah!\I drew all over it\and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!\For real!\Why would you do that...\Huh?\That's really playing dirty! response:	M-Miuna?!
context: Yeah!\I drew all over it\and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!\For real!\Why would you do that...\Huh?\That's really playing dirty!\M-Miuna?! response:	Miuna!
context: I drew all over it\and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!\For real!\Why would you do that...\Huh?\That's really playing dirty!\M-Miuna?!\Miuna! response:	Hii-kun, wait!
context: and ripped the clothes so that you can't even tell it's Ojoshi-sama anymore!\For real!\Why would you do that...\Huh?\That's really playing dirty!\M-Miuna?!\Miuna!\Hii-kun, wait! response:	Why'd you follow me?
context: For real!\Why would you do that...\Huh?\That's really playing dirty!\M-Miuna?!\Miuna!\Hii-kun, wait!\Why'd you follow me? response:	Oh...
context: Why would you do that...\Huh?\That's really playing dirty!\M-Miuna?!\Miuna!\Hii-kun, wait!\Why'd you follow me?\Oh... response:	An octopus...
context: Huh?\That's really playing dirty!\M-Miuna?!\Miuna!\Hii-kun, wait!\Why'd you follow me?\Oh...\An octopus... response:	Here, boy...
context: That's really playing dirty!\M-Miuna?!\Miuna!\Hii-kun, wait!\Why'd you follow me?\Oh...\An octopus...\Here, boy... response:	Octopuses are cowards.
context: M-Miuna?!\Miuna!\Hii-kun, wait!\Why'd you follow me?\Oh...\An octopus...\Here, boy...\Octopuses are cowards. response:	You know, you're probably like an octopus.
context: Miuna!\Hii-kun, wait!\Why'd you follow me?\Oh...\An octopus...\Here, boy...\Octopuses are cowards.\You know, you're probably like an octopus. response:	You're going to call me an octopus, too?!
context: Hii-kun, wait!\Why'd you follow me?\Oh...\An octopus...\Here, boy...\Octopuses are cowards.\You know, you're probably like an octopus.\You're going to call me an octopus, too?! response:	Huh? Too?
context: Why'd you follow me?\Oh...\An octopus...\Here, boy...\Octopuses are cowards.\You know, you're probably like an octopus.\You're going to call me an octopus, too?!\Huh? Too? response:	Oh, nothing...
context: Oh...\An octopus...\Here, boy...\Octopuses are cowards.\You know, you're probably like an octopus.\You're going to call me an octopus, too?!\Huh? Too?\Oh, nothing... response:	When they get scared by fish they don't know, they spit out ink.
context: An octopus...\Here, boy...\Octopuses are cowards.\You know, you're probably like an octopus.\You're going to call me an octopus, too?!\Huh? Too?\Oh, nothing...\When they get scared by fish they don't know, they spit out ink. response:	Like dark black stuff.
context: Here, boy...\Octopuses are cowards.\You know, you're probably like an octopus.\You're going to call me an octopus, too?!\Huh? Too?\Oh, nothing...\When they get scared by fish they don't know, they spit out ink.\Like dark black stuff. response:	But the ink is really good if you eat it.
context: Octopuses are cowards.\You know, you're probably like an octopus.\You're going to call me an octopus, too?!\Huh? Too?\Oh, nothing...\When they get scared by fish they don't know, they spit out ink.\Like dark black stuff.\But the ink is really good if you eat it. response:	Squid ink pasta, for example.
context: You know, you're probably like an octopus.\You're going to call me an octopus, too?!\Huh? Too?\Oh, nothing...\When they get scared by fish they don't know, they spit out ink.\Like dark black stuff.\But the ink is really good if you eat it.\Squid ink pasta, for example. response:	Or would it be octopus ink?
context: You're going to call me an octopus, too?!\Huh? Too?\Oh, nothing...\When they get scared by fish they don't know, they spit out ink.\Like dark black stuff.\But the ink is really good if you eat it.\Squid ink pasta, for example.\Or would it be octopus ink? response:	I've never made that so...
context: Huh? Too?\Oh, nothing...\When they get scared by fish they don't know, they spit out ink.\Like dark black stuff.\But the ink is really good if you eat it.\Squid ink pasta, for example.\Or would it be octopus ink?\I've never made that so... response:	What are you trying to say?
context: Oh, nothing...\When they get scared by fish they don't know, they spit out ink.\Like dark black stuff.\But the ink is really good if you eat it.\Squid ink pasta, for example.\Or would it be octopus ink?\I've never made that so...\What are you trying to say? response:	Wh-What was it...
context: When they get scared by fish they don't know, they spit out ink.\Like dark black stuff.\But the ink is really good if you eat it.\Squid ink pasta, for example.\Or would it be octopus ink?\I've never made that so...\What are you trying to say?\Wh-What was it... response:	Hey, why'd you bring them the sushi bowl in the first place?
context: Like dark black stuff.\But the ink is really good if you eat it.\Squid ink pasta, for example.\Or would it be octopus ink?\I've never made that so...\What are you trying to say?\Wh-What was it...\Hey, why'd you bring them the sushi bowl in the first place? response:	Huh?
context: But the ink is really good if you eat it.\Squid ink pasta, for example.\Or would it be octopus ink?\I've never made that so...\What are you trying to say?\Wh-What was it...\Hey, why'd you bring them the sushi bowl in the first place?\Huh? response:	You wouldn't usually do something like that.
context: Squid ink pasta, for example.\Or would it be octopus ink?\I've never made that so...\What are you trying to say?\Wh-What was it...\Hey, why'd you bring them the sushi bowl in the first place?\Huh?\You wouldn't usually do something like that. response:	You're usually hiding behind us.
context: Or would it be octopus ink?\I've never made that so...\What are you trying to say?\Wh-What was it...\Hey, why'd you bring them the sushi bowl in the first place?\Huh?\You wouldn't usually do something like that.\You're usually hiding behind us. response:	That's because...
context: I've never made that so...\What are you trying to say?\Wh-What was it...\Hey, why'd you bring them the sushi bowl in the first place?\Huh?\You wouldn't usually do something like that.\You're usually hiding behind us.\That's because... response:	Another octopus?
context: What are you trying to say?\Wh-What was it...\Hey, why'd you bring them the sushi bowl in the first place?\Huh?\You wouldn't usually do something like that.\You're usually hiding behind us.\That's because...\Another octopus? response:	No... Look!
context: Wh-What was it...\Hey, why'd you bring them the sushi bowl in the first place?\Huh?\You wouldn't usually do something like that.\You're usually hiding behind us.\That's because...\Another octopus?\No... Look! response:	That's... Akari's...
context: Hey, why'd you bring them the sushi bowl in the first place?\Huh?\You wouldn't usually do something like that.\You're usually hiding behind us.\That's because...\Another octopus?\No... Look!\That's... Akari's... response:	Hii-kun, the bottom's turning black!
context: Huh?\You wouldn't usually do something like that.\You're usually hiding behind us.\That's because...\Another octopus?\No... Look!\That's... Akari's...\Hii-kun, the bottom's turning black! response:	What?
context: You wouldn't usually do something like that.\You're usually hiding behind us.\That's because...\Another octopus?\No... Look!\That's... Akari's...\Hii-kun, the bottom's turning black!\What? response:	You can't even make rice porridge by yourself?
context: You're usually hiding behind us.\That's because...\Another octopus?\No... Look!\That's... Akari's...\Hii-kun, the bottom's turning black!\What?\You can't even make rice porridge by yourself? response:	I guess we can just put in some miso and cover it up.
context: That's because...\Another octopus?\No... Look!\That's... Akari's...\Hii-kun, the bottom's turning black!\What?\You can't even make rice porridge by yourself?\I guess we can just put in some miso and cover it up. response:	I'm sorry.
context: Another octopus?\No... Look!\That's... Akari's...\Hii-kun, the bottom's turning black!\What?\You can't even make rice porridge by yourself?\I guess we can just put in some miso and cover it up.\I'm sorry. response:	I'm really sorry.
context: No... Look!\That's... Akari's...\Hii-kun, the bottom's turning black!\What?\You can't even make rice porridge by yourself?\I guess we can just put in some miso and cover it up.\I'm sorry.\I'm really sorry. response:	I've caused you some trouble.
context: That's... Akari's...\Hii-kun, the bottom's turning black!\What?\You can't even make rice porridge by yourself?\I guess we can just put in some miso and cover it up.\I'm sorry.\I'm really sorry.\I've caused you some trouble. response:	I'm sorry.
context: Hii-kun, the bottom's turning black!\What?\You can't even make rice porridge by yourself?\I guess we can just put in some miso and cover it up.\I'm sorry.\I'm really sorry.\I've caused you some trouble.\I'm sorry. response:	You have something else to apologize for, you criminal.
context: What?\You can't even make rice porridge by yourself?\I guess we can just put in some miso and cover it up.\I'm sorry.\I'm really sorry.\I've caused you some trouble.\I'm sorry.\You have something else to apologize for, you criminal. response:	C-Criminal?!
context: You can't even make rice porridge by yourself?\I guess we can just put in some miso and cover it up.\I'm sorry.\I'm really sorry.\I've caused you some trouble.\I'm sorry.\You have something else to apologize for, you criminal.\C-Criminal?! response:	You have a kid and yet you're trying to get with my big sister.
context: I guess we can just put in some miso and cover it up.\I'm sorry.\I'm really sorry.\I've caused you some trouble.\I'm sorry.\You have something else to apologize for, you criminal.\C-Criminal?!\You have a kid and yet you're trying to get with my big sister. response:	Oh...
context: I'm sorry.\I'm really sorry.\I've caused you some trouble.\I'm sorry.\You have something else to apologize for, you criminal.\C-Criminal?!\You have a kid and yet you're trying to get with my big sister.\Oh... response:	The hell were you drowning for?
context: I'm really sorry.\I've caused you some trouble.\I'm sorry.\You have something else to apologize for, you criminal.\C-Criminal?!\You have a kid and yet you're trying to get with my big sister.\Oh...\The hell were you drowning for? response:	I haven't been able to contact Akari.
context: I've caused you some trouble.\I'm sorry.\You have something else to apologize for, you criminal.\C-Criminal?!\You have a kid and yet you're trying to get with my big sister.\Oh...\The hell were you drowning for?\I haven't been able to contact Akari. response:	She won't come to the supermarket,
context: I'm sorry.\You have something else to apologize for, you criminal.\C-Criminal?!\You have a kid and yet you're trying to get with my big sister.\Oh...\The hell were you drowning for?\I haven't been able to contact Akari.\She won't come to the supermarket, response:	so I thought I'd come see her directly myself.
context: You have something else to apologize for, you criminal.\C-Criminal?!\You have a kid and yet you're trying to get with my big sister.\Oh...\The hell were you drowning for?\I haven't been able to contact Akari.\She won't come to the supermarket,\so I thought I'd come see her directly myself. response:	Directly? You mean to Shioshishio?
context: C-Criminal?!\You have a kid and yet you're trying to get with my big sister.\Oh...\The hell were you drowning for?\I haven't been able to contact Akari.\She won't come to the supermarket,\so I thought I'd come see her directly myself.\Directly? You mean to Shioshishio? response:	Yeah...
context: You have a kid and yet you're trying to get with my big sister.\Oh...\The hell were you drowning for?\I haven't been able to contact Akari.\She won't come to the supermarket,\so I thought I'd come see her directly myself.\Directly? You mean to Shioshishio?\Yeah... response:	I borrowed some diving equipment from my friend,
context: Oh...\The hell were you drowning for?\I haven't been able to contact Akari.\She won't come to the supermarket,\so I thought I'd come see her directly myself.\Directly? You mean to Shioshishio?\Yeah...\I borrowed some diving equipment from my friend, response:	but it kept filling up with water...
context: The hell were you drowning for?\I haven't been able to contact Akari.\She won't come to the supermarket,\so I thought I'd come see her directly myself.\Directly? You mean to Shioshishio?\Yeah...\I borrowed some diving equipment from my friend,\but it kept filling up with water... response:	Where do you get off playing the sad victim?!
context: I haven't been able to contact Akari.\She won't come to the supermarket,\so I thought I'd come see her directly myself.\Directly? You mean to Shioshishio?\Yeah...\I borrowed some diving equipment from my friend,\but it kept filling up with water...\Where do you get off playing the sad victim?! response:	D-Don't, Hii-kun!
context: She won't come to the supermarket,\so I thought I'd come see her directly myself.\Directly? You mean to Shioshishio?\Yeah...\I borrowed some diving equipment from my friend,\but it kept filling up with water...\Where do you get off playing the sad victim?!\D-Don't, Hii-kun! response:	You're a criminal. A perpetrator!
context: so I thought I'd come see her directly myself.\Directly? You mean to Shioshishio?\Yeah...\I borrowed some diving equipment from my friend,\but it kept filling up with water...\Where do you get off playing the sad victim?!\D-Don't, Hii-kun!\You're a criminal. A perpetrator! response:	Affairs are totally unforgivable!
context: Directly? You mean to Shioshishio?\Yeah...\I borrowed some diving equipment from my friend,\but it kept filling up with water...\Where do you get off playing the sad victim?!\D-Don't, Hii-kun!\You're a criminal. A perpetrator!\Affairs are totally unforgivable! response:	Uroko-sama, could you spare some sacred fire?
context: Yeah...\I borrowed some diving equipment from my friend,\but it kept filling up with water...\Where do you get off playing the sad victim?!\D-Don't, Hii-kun!\You're a criminal. A perpetrator!\Affairs are totally unforgivable!\Uroko-sama, could you spare some sacred fire? response:	You're quite the sinner, walking over the servant of a god.
context: I borrowed some diving equipment from my friend,\but it kept filling up with water...\Where do you get off playing the sad victim?!\D-Don't, Hii-kun!\You're a criminal. A perpetrator!\Affairs are totally unforgivable!\Uroko-sama, could you spare some sacred fire?\You're quite the sinner, walking over the servant of a god. response:	That's fine.
context: but it kept filling up with water...\Where do you get off playing the sad victim?!\D-Don't, Hii-kun!\You're a criminal. A perpetrator!\Affairs are totally unforgivable!\Uroko-sama, could you spare some sacred fire?\You're quite the sinner, walking over the servant of a god.\That's fine. response:	Despite how much I've cleaned up around here,
context: Where do you get off playing the sad victim?!\D-Don't, Hii-kun!\You're a criminal. A perpetrator!\Affairs are totally unforgivable!\Uroko-sama, could you spare some sacred fire?\You're quite the sinner, walking over the servant of a god.\That's fine.\Despite how much I've cleaned up around here, response:	and despite all the things I've done for you,
context: D-Don't, Hii-kun!\You're a criminal. A perpetrator!\Affairs are totally unforgivable!\Uroko-sama, could you spare some sacred fire?\You're quite the sinner, walking over the servant of a god.\That's fine.\Despite how much I've cleaned up around here,\and despite all the things I've done for you, response:	I still ended up having a terrible time.
context: You're a criminal. A perpetrator!\Affairs are totally unforgivable!\Uroko-sama, could you spare some sacred fire?\You're quite the sinner, walking over the servant of a god.\That's fine.\Despite how much I've cleaned up around here,\and despite all the things I've done for you,\I still ended up having a terrible time. response:	How long do you plan not to go to work?
context: Affairs are totally unforgivable!\Uroko-sama, could you spare some sacred fire?\You're quite the sinner, walking over the servant of a god.\That's fine.\Despite how much I've cleaned up around here,\and despite all the things I've done for you,\I still ended up having a terrible time.\How long do you plan not to go to work? response:	I've been thinking about finding a job around here.
context: Uroko-sama, could you spare some sacred fire?\You're quite the sinner, walking over the servant of a god.\That's fine.\Despite how much I've cleaned up around here,\and despite all the things I've done for you,\I still ended up having a terrible time.\How long do you plan not to go to work?\I've been thinking about finding a job around here. response:	Though there's not much around here.
context: You're quite the sinner, walking over the servant of a god.\That's fine.\Despite how much I've cleaned up around here,\and despite all the things I've done for you,\I still ended up having a terrible time.\How long do you plan not to go to work?\I've been thinking about finding a job around here.\Though there's not much around here. response:	You're going to give up on him because his daughter didn't approve?
context: That's fine.\Despite how much I've cleaned up around here,\and despite all the things I've done for you,\I still ended up having a terrible time.\How long do you plan not to go to work?\I've been thinking about finding a job around here.\Though there's not much around here.\You're going to give up on him because his daughter didn't approve? response:	You seem to know a lot of gossip despite being cooped up in here all the time.
context: Despite how much I've cleaned up around here,\and despite all the things I've done for you,\I still ended up having a terrible time.\How long do you plan not to go to work?\I've been thinking about finding a job around here.\Though there's not much around here.\You're going to give up on him because his daughter didn't approve?\You seem to know a lot of gossip despite being cooped up in here all the time. response:	It's only been three years since she lost her mother...
context: and despite all the things I've done for you,\I still ended up having a terrible time.\How long do you plan not to go to work?\I've been thinking about finding a job around here.\Though there's not much around here.\You're going to give up on him because his daughter didn't approve?\You seem to know a lot of gossip despite being cooped up in here all the time.\It's only been three years since she lost her mother... response:	I can understand why she can't approve of me.
context: I still ended up having a terrible time.\How long do you plan not to go to work?\I've been thinking about finding a job around here.\Though there's not much around here.\You're going to give up on him because his daughter didn't approve?\You seem to know a lot of gossip despite being cooped up in here all the time.\It's only been three years since she lost her mother...\I can understand why she can't approve of me. response:	The girl's mother was Miori, who lived in a house just off the rocks.
context: How long do you plan not to go to work?\I've been thinking about finding a job around here.\Though there's not much around here.\You're going to give up on him because his daughter didn't approve?\You seem to know a lot of gossip despite being cooped up in here all the time.\It's only been three years since she lost her mother...\I can understand why she can't approve of me.\The girl's mother was Miori, who lived in a house just off the rocks. response:	So you remember her.
context: I've been thinking about finding a job around here.\Though there's not much around here.\You're going to give up on him because his daughter didn't approve?\You seem to know a lot of gossip despite being cooped up in here all the time.\It's only been three years since she lost her mother...\I can understand why she can't approve of me.\The girl's mother was Miori, who lived in a house just off the rocks.\So you remember her. response:	Indeed.
context: Though there's not much around here.\You're going to give up on him because his daughter didn't approve?\You seem to know a lot of gossip despite being cooped up in here all the time.\It's only been three years since she lost her mother...\I can understand why she can't approve of me.\The girl's mother was Miori, who lived in a house just off the rocks.\So you remember her.\Indeed. response:	She was a real beauty with an enormous ass.
context: You're going to give up on him because his daughter didn't approve?\You seem to know a lot of gossip despite being cooped up in here all the time.\It's only been three years since she lost her mother...\I can understand why she can't approve of me.\The girl's mother was Miori, who lived in a house just off the rocks.\So you remember her.\Indeed.\She was a real beauty with an enormous ass. response:	Despite Miori-san being from here, they treated me really well.
context: You seem to know a lot of gossip despite being cooped up in here all the time.\It's only been three years since she lost her mother...\I can understand why she can't approve of me.\The girl's mother was Miori, who lived in a house just off the rocks.\So you remember her.\Indeed.\She was a real beauty with an enormous ass.\Despite Miori-san being from here, they treated me really well. response:	Cafe Triangle
context: It's only been three years since she lost her mother...\I can understand why she can't approve of me.\The girl's mother was Miori, who lived in a house just off the rocks.\So you remember her.\Indeed.\She was a real beauty with an enormous ass.\Despite Miori-san being from here, they treated me really well.\Cafe Triangle response:	Miuna-chan is actually really cute...
context: I can understand why she can't approve of me.\The girl's mother was Miori, who lived in a house just off the rocks.\So you remember her.\Indeed.\She was a real beauty with an enormous ass.\Despite Miori-san being from here, they treated me really well.\Cafe Triangle\Miuna-chan is actually really cute... response:	like a little baby sister.
context: The girl's mother was Miori, who lived in a house just off the rocks.\So you remember her.\Indeed.\She was a real beauty with an enormous ass.\Despite Miori-san being from here, they treated me really well.\Cafe Triangle\Miuna-chan is actually really cute...\like a little baby sister. response:	And with Itaru-san, they were
context: So you remember her.\Indeed.\She was a real beauty with an enormous ass.\Despite Miori-san being from here, they treated me really well.\Cafe Triangle\Miuna-chan is actually really cute...\like a little baby sister.\And with Itaru-san, they were response:	the family that I had admired.
context: Indeed.\She was a real beauty with an enormous ass.\Despite Miori-san being from here, they treated me really well.\Cafe Triangle\Miuna-chan is actually really cute...\like a little baby sister.\And with Itaru-san, they were\the family that I had admired. response:	Everyone was always smiling.
context: She was a real beauty with an enormous ass.\Despite Miori-san being from here, they treated me really well.\Cafe Triangle\Miuna-chan is actually really cute...\like a little baby sister.\And with Itaru-san, they were\the family that I had admired.\Everyone was always smiling. response:	But...
context: Despite Miori-san being from here, they treated me really well.\Cafe Triangle\Miuna-chan is actually really cute...\like a little baby sister.\And with Itaru-san, they were\the family that I had admired.\Everyone was always smiling.\But... response:	Miori-san's funeral...
context: Cafe Triangle\Miuna-chan is actually really cute...\like a little baby sister.\And with Itaru-san, they were\the family that I had admired.\Everyone was always smiling.\But...\Miori-san's funeral... response:	Miuna-chan...
context: Miuna-chan is actually really cute...\like a little baby sister.\And with Itaru-san, they were\the family that I had admired.\Everyone was always smiling.\But...\Miori-san's funeral...\Miuna-chan... response:	was bawling.
context: like a little baby sister.\And with Itaru-san, they were\the family that I had admired.\Everyone was always smiling.\But...\Miori-san's funeral...\Miuna-chan...\was bawling. response:	It was the first time I ever saw her cry like that...
context: And with Itaru-san, they were\the family that I had admired.\Everyone was always smiling.\But...\Miori-san's funeral...\Miuna-chan...\was bawling.\It was the first time I ever saw her cry like that... response:	and it reminded me of Hikari when he was younger, and...
context: the family that I had admired.\Everyone was always smiling.\But...\Miori-san's funeral...\Miuna-chan...\was bawling.\It was the first time I ever saw her cry like that...\and it reminded me of Hikari when he was younger, and... response:	And...
context: Everyone was always smiling.\But...\Miori-san's funeral...\Miuna-chan...\was bawling.\It was the first time I ever saw her cry like that...\and it reminded me of Hikari when he was younger, and...\And... response:	I thought...
context: But...\Miori-san's funeral...\Miuna-chan...\was bawling.\It was the first time I ever saw her cry like that...\and it reminded me of Hikari when he was younger, and...\And...\I thought... response:	I wanted to stay by them.
context: Miori-san's funeral...\Miuna-chan...\was bawling.\It was the first time I ever saw her cry like that...\and it reminded me of Hikari when he was younger, and...\And...\I thought...\I wanted to stay by them. response:	I thought I could fill the hole that Miori-san left behind.
context: Miuna-chan...\was bawling.\It was the first time I ever saw her cry like that...\and it reminded me of Hikari when he was younger, and...\And...\I thought...\I wanted to stay by them.\I thought I could fill the hole that Miori-san left behind. response:	It's all about how you say things.
context: was bawling.\It was the first time I ever saw her cry like that...\and it reminded me of Hikari when he was younger, and...\And...\I thought...\I wanted to stay by them.\I thought I could fill the hole that Miori-san left behind.\It's all about how you say things. response:	Huh?
context: It was the first time I ever saw her cry like that...\and it reminded me of Hikari when he was younger, and...\And...\I thought...\I wanted to stay by them.\I thought I could fill the hole that Miori-san left behind.\It's all about how you say things.\Huh? response:	That's just illicit love.
context: and it reminded me of Hikari when he was younger, and...\And...\I thought...\I wanted to stay by them.\I thought I could fill the hole that Miori-san left behind.\It's all about how you say things.\Huh?\That's just illicit love. response:	Miori was gone and you wanted to steal her place.
context: And...\I thought...\I wanted to stay by them.\I thought I could fill the hole that Miori-san left behind.\It's all about how you say things.\Huh?\That's just illicit love.\Miori was gone and you wanted to steal her place. response:	That's harsh, Uroko-sama.
context: I thought...\I wanted to stay by them.\I thought I could fill the hole that Miori-san left behind.\It's all about how you say things.\Huh?\That's just illicit love.\Miori was gone and you wanted to steal her place.\That's harsh, Uroko-sama. response:	I wouldn't mind putting a curse on you.
context: I wanted to stay by them.\I thought I could fill the hole that Miori-san left behind.\It's all about how you say things.\Huh?\That's just illicit love.\Miori was gone and you wanted to steal her place.\That's harsh, Uroko-sama.\I wouldn't mind putting a curse on you. response:	A curse?
context: I thought I could fill the hole that Miori-san left behind.\It's all about how you say things.\Huh?\That's just illicit love.\Miori was gone and you wanted to steal her place.\That's harsh, Uroko-sama.\I wouldn't mind putting a curse on you.\A curse? response:	A curse to make you forget the man you fell for.
context: It's all about how you say things.\Huh?\That's just illicit love.\Miori was gone and you wanted to steal her place.\That's harsh, Uroko-sama.\I wouldn't mind putting a curse on you.\A curse?\A curse to make you forget the man you fell for. response:	I don't need that.
context: Huh?\That's just illicit love.\Miori was gone and you wanted to steal her place.\That's harsh, Uroko-sama.\I wouldn't mind putting a curse on you.\A curse?\A curse to make you forget the man you fell for.\I don't need that. response:	I'll take care of this on my own.
context: That's just illicit love.\Miori was gone and you wanted to steal her place.\That's harsh, Uroko-sama.\I wouldn't mind putting a curse on you.\A curse?\A curse to make you forget the man you fell for.\I don't need that.\I'll take care of this on my own. response:	Akari is still such a child.
context: Miori was gone and you wanted to steal her place.\That's harsh, Uroko-sama.\I wouldn't mind putting a curse on you.\A curse?\A curse to make you forget the man you fell for.\I don't need that.\I'll take care of this on my own.\Akari is still such a child. response:	There's only so much you can do on your own.
context: That's harsh, Uroko-sama.\I wouldn't mind putting a curse on you.\A curse?\A curse to make you forget the man you fell for.\I don't need that.\I'll take care of this on my own.\Akari is still such a child.\There's only so much you can do on your own. response:	I know, Lord Sea God.
context: I wouldn't mind putting a curse on you.\A curse?\A curse to make you forget the man you fell for.\I don't need that.\I'll take care of this on my own.\Akari is still such a child.\There's only so much you can do on your own.\I know, Lord Sea God. response:	We can't let the surface have the people of the sea right now.
context: A curse?\A curse to make you forget the man you fell for.\I don't need that.\I'll take care of this on my own.\Akari is still such a child.\There's only so much you can do on your own.\I know, Lord Sea God.\We can't let the surface have the people of the sea right now. response:	Ojoshi-sama.
context: A curse to make you forget the man you fell for.\I don't need that.\I'll take care of this on my own.\Akari is still such a child.\There's only so much you can do on your own.\I know, Lord Sea God.\We can't let the surface have the people of the sea right now.\Ojoshi-sama. response:	Huh?
context: I don't need that.\I'll take care of this on my own.\Akari is still such a child.\There's only so much you can do on your own.\I know, Lord Sea God.\We can't let the surface have the people of the sea right now.\Ojoshi-sama.\Huh? response:	I did it.
context: I'll take care of this on my own.\Akari is still such a child.\There's only so much you can do on your own.\I know, Lord Sea God.\We can't let the surface have the people of the sea right now.\Ojoshi-sama.\Huh?\I did it. response:	What?
