context: Composing Message response:	Eat up.
context: Anyway, I'll make sure you take my chocolate.\And I'm telling you I won't!\If I accept one of your demands, who knows what you'll ask for next?\Don't paint me as some kind of terrorist.\That's exactly what you are!\On Christmas Eve...\I was really happy to get an email from you, but was that\It was just a New Year's card. response:	The Japanese are conscientious people.
context: And I'm telling you I won't!\If I accept one of your demands, who knows what you'll ask for next?\Don't paint me as some kind of terrorist.\That's exactly what you are!\On Christmas Eve...\I was really happy to get an email from you, but was that\It was just a New Year's card.\The Japanese are conscientious people. response:	It didn't mean anything.
context: If I accept one of your demands, who knows what you'll ask for next?\Don't paint me as some kind of terrorist.\That's exactly what you are!\On Christmas Eve...\I was really happy to get an email from you, but was that\It was just a New Year's card.\The Japanese are conscientious people.\It didn't mean anything. response:	Oh.
context: Don't paint me as some kind of terrorist.\That's exactly what you are!\On Christmas Eve...\I was really happy to get an email from you, but was that\It was just a New Year's card.\The Japanese are conscientious people.\It didn't mean anything.\Oh. response:	Okay, that's all for today.
context: That's exactly what you are!\On Christmas Eve...\I was really happy to get an email from you, but was that\It was just a New Year's card.\The Japanese are conscientious people.\It didn't mean anything.\Oh.\Okay, that's all for today. response:	Well, I'd better get going.
context: On Christmas Eve...\I was really happy to get an email from you, but was that\It was just a New Year's card.\The Japanese are conscientious people.\It didn't mean anything.\Oh.\Okay, that's all for today.\Well, I'd better get going. response:	Okay, be careful...
context: I was really happy to get an email from you, but was that\It was just a New Year's card.\The Japanese are conscientious people.\It didn't mean anything.\Oh.\Okay, that's all for today.\Well, I'd better get going.\Okay, be careful... response:	Kanda-kun, you're on cleaning duty, aren't you?
context: It was just a New Year's card.\The Japanese are conscientious people.\It didn't mean anything.\Oh.\Okay, that's all for today.\Well, I'd better get going.\Okay, be careful...\Kanda-kun, you're on cleaning duty, aren't you? response:	Here, take this.
context: The Japanese are conscientious people.\It didn't mean anything.\Oh.\Okay, that's all for today.\Well, I'd better get going.\Okay, be careful...\Kanda-kun, you're on cleaning duty, aren't you?\Here, take this. response:	See you later.
context: It didn't mean anything.\Oh.\Okay, that's all for today.\Well, I'd better get going.\Okay, be careful...\Kanda-kun, you're on cleaning duty, aren't you?\Here, take this.\See you later. response:	Hey.
context: Oh.\Okay, that's all for today.\Well, I'd better get going.\Okay, be careful...\Kanda-kun, you're on cleaning duty, aren't you?\Here, take this.\See you later.\Hey. response:	Aoyama.
context: Okay, that's all for today.\Well, I'd better get going.\Okay, be careful...\Kanda-kun, you're on cleaning duty, aren't you?\Here, take this.\See you later.\Hey.\Aoyama. response:	Come on, hop to it.
context: Well, I'd better get going.\Okay, be careful...\Kanda-kun, you're on cleaning duty, aren't you?\Here, take this.\See you later.\Hey.\Aoyama.\Come on, hop to it. response:	They work me like a dog at Sakura Hall and at school.
context: Okay, be careful...\Kanda-kun, you're on cleaning duty, aren't you?\Here, take this.\See you later.\Hey.\Aoyama.\Come on, hop to it.\They work me like a dog at Sakura Hall and at school. response:	Misaki-senpai?
context: Kanda-kun, you're on cleaning duty, aren't you?\Here, take this.\See you later.\Hey.\Aoyama.\Come on, hop to it.\They work me like a dog at Sakura Hall and at school.\Misaki-senpai? response:	Senpai.
context: Here, take this.\See you later.\Hey.\Aoyama.\Come on, hop to it.\They work me like a dog at Sakura Hall and at school.\Misaki-senpai?\Senpai. response:	Kouhai-kun.
context: See you later.\Hey.\Aoyama.\Come on, hop to it.\They work me like a dog at Sakura Hall and at school.\Misaki-senpai?\Senpai.\Kouhai-kun. response:	What are you doing?
context: Hey.\Aoyama.\Come on, hop to it.\They work me like a dog at Sakura Hall and at school.\Misaki-senpai?\Senpai.\Kouhai-kun.\What are you doing? response:	Is that for Jin-san?
context: Aoyama.\Come on, hop to it.\They work me like a dog at Sakura Hall and at school.\Misaki-senpai?\Senpai.\Kouhai-kun.\What are you doing?\Is that for Jin-san? response:	Yeah.
context: Come on, hop to it.\They work me like a dog at Sakura Hall and at school.\Misaki-senpai?\Senpai.\Kouhai-kun.\What are you doing?\Is that for Jin-san?\Yeah. response:	Third years can come and go as they please,
context: They work me like a dog at Sakura Hall and at school.\Misaki-senpai?\Senpai.\Kouhai-kun.\What are you doing?\Is that for Jin-san?\Yeah.\Third years can come and go as they please, response:	but Soichiro-kun promised to bring him in.
context: Misaki-senpai?\Senpai.\Kouhai-kun.\What are you doing?\Is that for Jin-san?\Yeah.\Third years can come and go as they please,\but Soichiro-kun promised to bring him in. response:	The Student Council President?
context: Senpai.\Kouhai-kun.\What are you doing?\Is that for Jin-san?\Yeah.\Third years can come and go as they please,\but Soichiro-kun promised to bring him in.\The Student Council President? response:	Yeah. That's why we're waiting here.
context: Kouhai-kun.\What are you doing?\Is that for Jin-san?\Yeah.\Third years can come and go as they please,\but Soichiro-kun promised to bring him in.\The Student Council President?\Yeah. That's why we're waiting here. response:	I see.
context: What are you doing?\Is that for Jin-san?\Yeah.\Third years can come and go as they please,\but Soichiro-kun promised to bring him in.\The Student Council President?\Yeah. That's why we're waiting here.\I see. response:	I saw you making all kinds of things,
context: Is that for Jin-san?\Yeah.\Third years can come and go as they please,\but Soichiro-kun promised to bring him in.\The Student Council President?\Yeah. That's why we're waiting here.\I see.\I saw you making all kinds of things, response:	but that's a pretty small chocolate.
context: Yeah.\Third years can come and go as they please,\but Soichiro-kun promised to bring him in.\The Student Council President?\Yeah. That's why we're waiting here.\I see.\I saw you making all kinds of things,\but that's a pretty small chocolate. response:	What?! This isn't good enough?
context: Third years can come and go as they please,\but Soichiro-kun promised to bring him in.\The Student Council President?\Yeah. That's why we're waiting here.\I see.\I saw you making all kinds of things,\but that's a pretty small chocolate.\What?! This isn't good enough? response:	It won't convey my love?!
context: but Soichiro-kun promised to bring him in.\The Student Council President?\Yeah. That's why we're waiting here.\I see.\I saw you making all kinds of things,\but that's a pretty small chocolate.\What?! This isn't good enough?\It won't convey my love?! response:	No, actually, this one looks more like you're serious.
context: The Student Council President?\Yeah. That's why we're waiting here.\I see.\I saw you making all kinds of things,\but that's a pretty small chocolate.\What?! This isn't good enough?\It won't convey my love?!\No, actually, this one looks more like you're serious. response:	Give it to him, Misaki-senpai.
context: Yeah. That's why we're waiting here.\I see.\I saw you making all kinds of things,\but that's a pretty small chocolate.\What?! This isn't good enough?\It won't convey my love?!\No, actually, this one looks more like you're serious.\Give it to him, Misaki-senpai. response:	I'm rooting for you.
context: I see.\I saw you making all kinds of things,\but that's a pretty small chocolate.\What?! This isn't good enough?\It won't convey my love?!\No, actually, this one looks more like you're serious.\Give it to him, Misaki-senpai.\I'm rooting for you. response:	Yeah, I'll do my best!
context: I saw you making all kinds of things,\but that's a pretty small chocolate.\What?! This isn't good enough?\It won't convey my love?!\No, actually, this one looks more like you're serious.\Give it to him, Misaki-senpai.\I'm rooting for you.\Yeah, I'll do my best! response:	Misaki, you've got a good kouhai there.
context: but that's a pretty small chocolate.\What?! This isn't good enough?\It won't convey my love?!\No, actually, this one looks more like you're serious.\Give it to him, Misaki-senpai.\I'm rooting for you.\Yeah, I'll do my best!\Misaki, you've got a good kouhai there. response:	Yeah, he's the best kouhai-kun ever.
context: What?! This isn't good enough?\It won't convey my love?!\No, actually, this one looks more like you're serious.\Give it to him, Misaki-senpai.\I'm rooting for you.\Yeah, I'll do my best!\Misaki, you've got a good kouhai there.\Yeah, he's the best kouhai-kun ever. response:	There.
context: It won't convey my love?!\No, actually, this one looks more like you're serious.\Give it to him, Misaki-senpai.\I'm rooting for you.\Yeah, I'll do my best!\Misaki, you've got a good kouhai there.\Yeah, he's the best kouhai-kun ever.\There. response:	I wonder if Shiina's waiting up there.
context: No, actually, this one looks more like you're serious.\Give it to him, Misaki-senpai.\I'm rooting for you.\Yeah, I'll do my best!\Misaki, you've got a good kouhai there.\Yeah, he's the best kouhai-kun ever.\There.\I wonder if Shiina's waiting up there. response:	Incoming Call
context: Give it to him, Misaki-senpai.\I'm rooting for you.\Yeah, I'll do my best!\Misaki, you've got a good kouhai there.\Yeah, he's the best kouhai-kun ever.\There.\I wonder if Shiina's waiting up there.\Incoming Call response:	Aoyama Nanami
context: I'm rooting for you.\Yeah, I'll do my best!\Misaki, you've got a good kouhai there.\Yeah, he's the best kouhai-kun ever.\There.\I wonder if Shiina's waiting up there.\Incoming Call\Aoyama Nanami response:	Aoyama?
context: Yeah, I'll do my best!\Misaki, you've got a good kouhai there.\Yeah, he's the best kouhai-kun ever.\There.\I wonder if Shiina's waiting up there.\Incoming Call\Aoyama Nanami\Aoyama? response:	Hello?
context: Misaki, you've got a good kouhai there.\Yeah, he's the best kouhai-kun ever.\There.\I wonder if Shiina's waiting up there.\Incoming Call\Aoyama Nanami\Aoyama?\Hello? response:	What am I going to do, Kanda-kun?
context: Yeah, he's the best kouhai-kun ever.\There.\I wonder if Shiina's waiting up there.\Incoming Call\Aoyama Nanami\Aoyama?\Hello?\What am I going to do, Kanda-kun? response:	I'm done for! I'm screwed!
context: There.\I wonder if Shiina's waiting up there.\Incoming Call\Aoyama Nanami\Aoyama?\Hello?\What am I going to do, Kanda-kun?\I'm done for! I'm screwed! response:	Calm down, what
context: I wonder if Shiina's waiting up there.\Incoming Call\Aoyama Nanami\Aoyama?\Hello?\What am I going to do, Kanda-kun?\I'm done for! I'm screwed!\Calm down, what response:	The train! It's stopped!
context: Incoming Call\Aoyama Nanami\Aoyama?\Hello?\What am I going to do, Kanda-kun?\I'm done for! I'm screwed!\Calm down, what\The train! It's stopped! response:	They're saying there was an accident!
context: Aoyama Nanami\Aoyama?\Hello?\What am I going to do, Kanda-kun?\I'm done for! I'm screwed!\Calm down, what\The train! It's stopped!\They're saying there was an accident! response:	They don't know when it'll get going again! I'm done for
context: Aoyama?\Hello?\What am I going to do, Kanda-kun?\I'm done for! I'm screwed!\Calm down, what\The train! It's stopped!\They're saying there was an accident!\They don't know when it'll get going again! I'm done for response:	Calm down, Aoyama.
context: Hello?\What am I going to do, Kanda-kun?\I'm done for! I'm screwed!\Calm down, what\The train! It's stopped!\They're saying there was an accident!\They don't know when it'll get going again! I'm done for\Calm down, Aoyama. response:	Have you contacted the training school?
context: What am I going to do, Kanda-kun?\I'm done for! I'm screwed!\Calm down, what\The train! It's stopped!\They're saying there was an accident!\They don't know when it'll get going again! I'm done for\Calm down, Aoyama.\Have you contacted the training school? response:	They'll understand if you explain the situation to them, right?
context: I'm done for! I'm screwed!\Calm down, what\The train! It's stopped!\They're saying there was an accident!\They don't know when it'll get going again! I'm done for\Calm down, Aoyama.\Have you contacted the training school?\They'll understand if you explain the situation to them, right? response:	I told them, and they said they could push back my audition, but...
context: Calm down, what\The train! It's stopped!\They're saying there was an accident!\They don't know when it'll get going again! I'm done for\Calm down, Aoyama.\Have you contacted the training school?\They'll understand if you explain the situation to them, right?\I told them, and they said they could push back my audition, but... response:	they said it had to be today.
context: The train! It's stopped!\They're saying there was an accident!\They don't know when it'll get going again! I'm done for\Calm down, Aoyama.\Have you contacted the training school?\They'll understand if you explain the situation to them, right?\I told them, and they said they could push back my audition, but...\they said it had to be today. response:	If I don't get there by six, all the other auditions will be over.
context: They're saying there was an accident!\They don't know when it'll get going again! I'm done for\Calm down, Aoyama.\Have you contacted the training school?\They'll understand if you explain the situation to them, right?\I told them, and they said they could push back my audition, but...\they said it had to be today.\If I don't get there by six, all the other auditions will be over. response:	Aoyama, which station are you at right now?
context: They don't know when it'll get going again! I'm done for\Calm down, Aoyama.\Have you contacted the training school?\They'll understand if you explain the situation to them, right?\I told them, and they said they could push back my audition, but...\they said it had to be today.\If I don't get there by six, all the other auditions will be over.\Aoyama, which station are you at right now? response:	What? At the next one over...
context: Calm down, Aoyama.\Have you contacted the training school?\They'll understand if you explain the situation to them, right?\I told them, and they said they could push back my audition, but...\they said it had to be today.\If I don't get there by six, all the other auditions will be over.\Aoyama, which station are you at right now?\What? At the next one over... response:	Can you get out of the train?
context: Have you contacted the training school?\They'll understand if you explain the situation to them, right?\I told them, and they said they could push back my audition, but...\they said it had to be today.\If I don't get there by six, all the other auditions will be over.\Aoyama, which station are you at right now?\What? At the next one over...\Can you get out of the train? response:	Yeah, I'm calling you from the platform.
context: They'll understand if you explain the situation to them, right?\I told them, and they said they could push back my audition, but...\they said it had to be today.\If I don't get there by six, all the other auditions will be over.\Aoyama, which station are you at right now?\What? At the next one over...\Can you get out of the train?\Yeah, I'm calling you from the platform. response:	Then, wait for me outside the ticket gate.
context: I told them, and they said they could push back my audition, but...\they said it had to be today.\If I don't get there by six, all the other auditions will be over.\Aoyama, which station are you at right now?\What? At the next one over...\Can you get out of the train?\Yeah, I'm calling you from the platform.\Then, wait for me outside the ticket gate. response:	I'll be right there!
context: they said it had to be today.\If I don't get there by six, all the other auditions will be over.\Aoyama, which station are you at right now?\What? At the next one over...\Can you get out of the train?\Yeah, I'm calling you from the platform.\Then, wait for me outside the ticket gate.\I'll be right there! response:	Shiina, sorry! I'm going to be a little late!
context: If I don't get there by six, all the other auditions will be over.\Aoyama, which station are you at right now?\What? At the next one over...\Can you get out of the train?\Yeah, I'm calling you from the platform.\Then, wait for me outside the ticket gate.\I'll be right there!\Shiina, sorry! I'm going to be a little late! response:	The number you are trying to reach is currently unavailable.
context: Aoyama, which station are you at right now?\What? At the next one over...\Can you get out of the train?\Yeah, I'm calling you from the platform.\Then, wait for me outside the ticket gate.\I'll be right there!\Shiina, sorry! I'm going to be a little late!\The number you are trying to reach is currently unavailable. response:	Please leave a message after the tone.
context: What? At the next one over...\Can you get out of the train?\Yeah, I'm calling you from the platform.\Then, wait for me outside the ticket gate.\I'll be right there!\Shiina, sorry! I'm going to be a little late!\The number you are trying to reach is currently unavailable.\Please leave a message after the tone. response:	I'm gonna be a little late.
context: Can you get out of the train?\Yeah, I'm calling you from the platform.\Then, wait for me outside the ticket gate.\I'll be right there!\Shiina, sorry! I'm going to be a little late!\The number you are trying to reach is currently unavailable.\Please leave a message after the tone.\I'm gonna be a little late. response:	Aoyama's in trouble.
context: Yeah, I'm calling you from the platform.\Then, wait for me outside the ticket gate.\I'll be right there!\Shiina, sorry! I'm going to be a little late!\The number you are trying to reach is currently unavailable.\Please leave a message after the tone.\I'm gonna be a little late.\Aoyama's in trouble. response:	It's cold out here, so wait in a classroom.
context: Then, wait for me outside the ticket gate.\I'll be right there!\Shiina, sorry! I'm going to be a little late!\The number you are trying to reach is currently unavailable.\Please leave a message after the tone.\I'm gonna be a little late.\Aoyama's in trouble.\It's cold out here, so wait in a classroom. response:	That was close!
context: I'll be right there!\Shiina, sorry! I'm going to be a little late!\The number you are trying to reach is currently unavailable.\Please leave a message after the tone.\I'm gonna be a little late.\Aoyama's in trouble.\It's cold out here, so wait in a classroom.\That was close! response:	Oh, it's you, Sorata.
context: Shiina, sorry! I'm going to be a little late!\The number you are trying to reach is currently unavailable.\Please leave a message after the tone.\I'm gonna be a little late.\Aoyama's in trouble.\It's cold out here, so wait in a classroom.\That was close!\Oh, it's you, Sorata. response:	Miyahara, let me borrow your bike.
context: The number you are trying to reach is currently unavailable.\Please leave a message after the tone.\I'm gonna be a little late.\Aoyama's in trouble.\It's cold out here, so wait in a classroom.\That was close!\Oh, it's you, Sorata.\Miyahara, let me borrow your bike. response:	What?
context: Please leave a message after the tone.\I'm gonna be a little late.\Aoyama's in trouble.\It's cold out here, so wait in a classroom.\That was close!\Oh, it's you, Sorata.\Miyahara, let me borrow your bike.\What? response:	Aoyama's train isn't running!
context: I'm gonna be a little late.\Aoyama's in trouble.\It's cold out here, so wait in a classroom.\That was close!\Oh, it's you, Sorata.\Miyahara, let me borrow your bike.\What?\Aoyama's train isn't running! response:	Her audition is today and she's stuck at the station!
context: Aoyama's in trouble.\It's cold out here, so wait in a classroom.\That was close!\Oh, it's you, Sorata.\Miyahara, let me borrow your bike.\What?\Aoyama's train isn't running!\Her audition is today and she's stuck at the station! response:	Anyway, I'm in a hurry!
context: It's cold out here, so wait in a classroom.\That was close!\Oh, it's you, Sorata.\Miyahara, let me borrow your bike.\What?\Aoyama's train isn't running!\Her audition is today and she's stuck at the station!\Anyway, I'm in a hurry! response:	Nanami, huh?
context: That was close!\Oh, it's you, Sorata.\Miyahara, let me borrow your bike.\What?\Aoyama's train isn't running!\Her audition is today and she's stuck at the station!\Anyway, I'm in a hurry!\Nanami, huh? response:	I understand.
context: Oh, it's you, Sorata.\Miyahara, let me borrow your bike.\What?\Aoyama's train isn't running!\Her audition is today and she's stuck at the station!\Anyway, I'm in a hurry!\Nanami, huh?\I understand. response:	Get on!
context: Miyahara, let me borrow your bike.\What?\Aoyama's train isn't running!\Her audition is today and she's stuck at the station!\Anyway, I'm in a hurry!\Nanami, huh?\I understand.\Get on! response:	Miyahara? You could just lend it to
context: What?\Aoyama's train isn't running!\Her audition is today and she's stuck at the station!\Anyway, I'm in a hurry!\Nanami, huh?\I understand.\Get on!\Miyahara? You could just lend it to response:	Just get on!
context: Aoyama's train isn't running!\Her audition is today and she's stuck at the station!\Anyway, I'm in a hurry!\Nanami, huh?\I understand.\Get on!\Miyahara? You could just lend it to\Just get on! response:	Hey, you two! Riding double isn't allowed!
context: Her audition is today and she's stuck at the station!\Anyway, I'm in a hurry!\Nanami, huh?\I understand.\Get on!\Miyahara? You could just lend it to\Just get on!\Hey, you two! Riding double isn't allowed! response:	We'll come back so you can yell at us later,
context: Anyway, I'm in a hurry!\Nanami, huh?\I understand.\Get on!\Miyahara? You could just lend it to\Just get on!\Hey, you two! Riding double isn't allowed!\We'll come back so you can yell at us later, response:	so just let it slide for now!
context: Nanami, huh?\I understand.\Get on!\Miyahara? You could just lend it to\Just get on!\Hey, you two! Riding double isn't allowed!\We'll come back so you can yell at us later,\so just let it slide for now! response:	Hey!
context: I understand.\Get on!\Miyahara? You could just lend it to\Just get on!\Hey, you two! Riding double isn't allowed!\We'll come back so you can yell at us later,\so just let it slide for now!\Hey! response:	Miyahara, let's switch.
context: Get on!\Miyahara? You could just lend it to\Just get on!\Hey, you two! Riding double isn't allowed!\We'll come back so you can yell at us later,\so just let it slide for now!\Hey!\Miyahara, let's switch. response:	Don't underestimate me!
context: Miyahara? You could just lend it to\Just get on!\Hey, you two! Riding double isn't allowed!\We'll come back so you can yell at us later,\so just let it slide for now!\Hey!\Miyahara, let's switch.\Don't underestimate me! response:	Understand the power of love!
context: Just get on!\Hey, you two! Riding double isn't allowed!\We'll come back so you can yell at us later,\so just let it slide for now!\Hey!\Miyahara, let's switch.\Don't underestimate me!\Understand the power of love! response:	Of love?
context: Hey, you two! Riding double isn't allowed!\We'll come back so you can yell at us later,\so just let it slide for now!\Hey!\Miyahara, let's switch.\Don't underestimate me!\Understand the power of love!\Of love? response:	I'm at my limit!
context: We'll come back so you can yell at us later,\so just let it slide for now!\Hey!\Miyahara, let's switch.\Don't underestimate me!\Understand the power of love!\Of love?\I'm at my limit! response:	You take over!
context: so just let it slide for now!\Hey!\Miyahara, let's switch.\Don't underestimate me!\Understand the power of love!\Of love?\I'm at my limit!\You take over! response:	Go by yourself!
context: Hey!\Miyahara, let's switch.\Don't underestimate me!\Understand the power of love!\Of love?\I'm at my limit!\You take over!\Go by yourself! response:	Hey, Miyahara. What did you mean by the power of love?
context: Miyahara, let's switch.\Don't underestimate me!\Understand the power of love!\Of love?\I'm at my limit!\You take over!\Go by yourself!\Hey, Miyahara. What did you mean by the power of love? response:	The power of a loser's love.
context: Don't underestimate me!\Understand the power of love!\Of love?\I'm at my limit!\You take over!\Go by yourself!\Hey, Miyahara. What did you mean by the power of love?\The power of a loser's love. response:	Nanami rejected me.
context: Understand the power of love!\Of love?\I'm at my limit!\You take over!\Go by yourself!\Hey, Miyahara. What did you mean by the power of love?\The power of a loser's love.\Nanami rejected me. response:	What? Hey, wait.
context: Of love?\I'm at my limit!\You take over!\Go by yourself!\Hey, Miyahara. What did you mean by the power of love?\The power of a loser's love.\Nanami rejected me.\What? Hey, wait. response:	What do you mean she rejected... What?
context: I'm at my limit!\You take over!\Go by yourself!\Hey, Miyahara. What did you mean by the power of love?\The power of a loser's love.\Nanami rejected me.\What? Hey, wait.\What do you mean she rejected... What? response:	Come on, just go!
context: You take over!\Go by yourself!\Hey, Miyahara. What did you mean by the power of love?\The power of a loser's love.\Nanami rejected me.\What? Hey, wait.\What do you mean she rejected... What?\Come on, just go! response:	Thanks.
context: Go by yourself!\Hey, Miyahara. What did you mean by the power of love?\The power of a loser's love.\Nanami rejected me.\What? Hey, wait.\What do you mean she rejected... What?\Come on, just go!\Thanks. response:	Ride like the wind, Sorata!
context: Hey, Miyahara. What did you mean by the power of love?\The power of a loser's love.\Nanami rejected me.\What? Hey, wait.\What do you mean she rejected... What?\Come on, just go!\Thanks.\Ride like the wind, Sorata! response:	The one Nanami called when she was in trouble...
context: The power of a loser's love.\Nanami rejected me.\What? Hey, wait.\What do you mean she rejected... What?\Come on, just go!\Thanks.\Ride like the wind, Sorata!\The one Nanami called when she was in trouble... response:	was you!
context: Nanami rejected me.\What? Hey, wait.\What do you mean she rejected... What?\Come on, just go!\Thanks.\Ride like the wind, Sorata!\The one Nanami called when she was in trouble...\was you! response:	Aoyama!
context: What? Hey, wait.\What do you mean she rejected... What?\Come on, just go!\Thanks.\Ride like the wind, Sorata!\The one Nanami called when she was in trouble...\was you!\Aoyama! response:	Kanda-kun!
context: What do you mean she rejected... What?\Come on, just go!\Thanks.\Ride like the wind, Sorata!\The one Nanami called when she was in trouble...\was you!\Aoyama!\Kanda-kun! response:	Aoyama, let's hurry and get a taxi!
context: Come on, just go!\Thanks.\Ride like the wind, Sorata!\The one Nanami called when she was in trouble...\was you!\Aoyama!\Kanda-kun!\Aoyama, let's hurry and get a taxi! response:	We can't. Everyone else is getting taxis.
context: Thanks.\Ride like the wind, Sorata!\The one Nanami called when she was in trouble...\was you!\Aoyama!\Kanda-kun!\Aoyama, let's hurry and get a taxi!\We can't. Everyone else is getting taxis. response:	There won't be any for a while.
context: Ride like the wind, Sorata!\The one Nanami called when she was in trouble...\was you!\Aoyama!\Kanda-kun!\Aoyama, let's hurry and get a taxi!\We can't. Everyone else is getting taxis.\There won't be any for a while. response:	Okay, get on!
context: The one Nanami called when she was in trouble...\was you!\Aoyama!\Kanda-kun!\Aoyama, let's hurry and get a taxi!\We can't. Everyone else is getting taxis.\There won't be any for a while.\Okay, get on! response:	What? We'll never make it in time on a bike
context: was you!\Aoyama!\Kanda-kun!\Aoyama, let's hurry and get a taxi!\We can't. Everyone else is getting taxis.\There won't be any for a while.\Okay, get on!\What? We'll never make it in time on a bike response:	You've work hard for the last two years, haven't you?!
context: Aoyama!\Kanda-kun!\Aoyama, let's hurry and get a taxi!\We can't. Everyone else is getting taxis.\There won't be any for a while.\Okay, get on!\What? We'll never make it in time on a bike\You've work hard for the last two years, haven't you?! response:	We said we'd work hard together... Pursue our dreams together!
context: Kanda-kun!\Aoyama, let's hurry and get a taxi!\We can't. Everyone else is getting taxis.\There won't be any for a while.\Okay, get on!\What? We'll never make it in time on a bike\You've work hard for the last two years, haven't you?!\We said we'd work hard together... Pursue our dreams together! response:	I won't let you quit here!
context: Aoyama, let's hurry and get a taxi!\We can't. Everyone else is getting taxis.\There won't be any for a while.\Okay, get on!\What? We'll never make it in time on a bike\You've work hard for the last two years, haven't you?!\We said we'd work hard together... Pursue our dreams together!\I won't let you quit here! response:	Kanda-kun.
context: We can't. Everyone else is getting taxis.\There won't be any for a while.\Okay, get on!\What? We'll never make it in time on a bike\You've work hard for the last two years, haven't you?!\We said we'd work hard together... Pursue our dreams together!\I won't let you quit here!\Kanda-kun. response:	Take me there, Kanda-kun!
context: There won't be any for a while.\Okay, get on!\What? We'll never make it in time on a bike\You've work hard for the last two years, haven't you?!\We said we'd work hard together... Pursue our dreams together!\I won't let you quit here!\Kanda-kun.\Take me there, Kanda-kun! response:	Take me to the audition hall!
context: Okay, get on!\What? We'll never make it in time on a bike\You've work hard for the last two years, haven't you?!\We said we'd work hard together... Pursue our dreams together!\I won't let you quit here!\Kanda-kun.\Take me there, Kanda-kun!\Take me to the audition hall! response:	It's time for my flight.
context: What? We'll never make it in time on a bike\You've work hard for the last two years, haven't you?!\We said we'd work hard together... Pursue our dreams together!\I won't let you quit here!\Kanda-kun.\Take me there, Kanda-kun!\Take me to the audition hall!\It's time for my flight. response:	I really didn't have the time to come...
context: You've work hard for the last two years, haven't you?!\We said we'd work hard together... Pursue our dreams together!\I won't let you quit here!\Kanda-kun.\Take me there, Kanda-kun!\Take me to the audition hall!\It's time for my flight.\I really didn't have the time to come... response:	But I wanted to at least see you today.
context: We said we'd work hard together... Pursue our dreams together!\I won't let you quit here!\Kanda-kun.\Take me there, Kanda-kun!\Take me to the audition hall!\It's time for my flight.\I really didn't have the time to come...\But I wanted to at least see you today. response:	Please tell the other residents of Sakura Hall...
context: I won't let you quit here!\Kanda-kun.\Take me there, Kanda-kun!\Take me to the audition hall!\It's time for my flight.\I really didn't have the time to come...\But I wanted to at least see you today.\Please tell the other residents of Sakura Hall... response:	that I'm sorry I couldn't tell them goodbye.
context: Kanda-kun.\Take me there, Kanda-kun!\Take me to the audition hall!\It's time for my flight.\I really didn't have the time to come...\But I wanted to at least see you today.\Please tell the other residents of Sakura Hall...\that I'm sorry I couldn't tell them goodbye. response:	Tell Mashiro I'm sorry, too.
context: Take me there, Kanda-kun!\Take me to the audition hall!\It's time for my flight.\I really didn't have the time to come...\But I wanted to at least see you today.\Please tell the other residents of Sakura Hall...\that I'm sorry I couldn't tell them goodbye.\Tell Mashiro I'm sorry, too. response:	Our kiss at the airport...
context: Take me to the audition hall!\It's time for my flight.\I really didn't have the time to come...\But I wanted to at least see you today.\Please tell the other residents of Sakura Hall...\that I'm sorry I couldn't tell them goodbye.\Tell Mashiro I'm sorry, too.\Our kiss at the airport... response:	was my first kiss.
context: It's time for my flight.\I really didn't have the time to come...\But I wanted to at least see you today.\Please tell the other residents of Sakura Hall...\that I'm sorry I couldn't tell them goodbye.\Tell Mashiro I'm sorry, too.\Our kiss at the airport...\was my first kiss. response:	I guess he didn't come after all.
context: I really didn't have the time to come...\But I wanted to at least see you today.\Please tell the other residents of Sakura Hall...\that I'm sorry I couldn't tell them goodbye.\Tell Mashiro I'm sorry, too.\Our kiss at the airport...\was my first kiss.\I guess he didn't come after all. response:	Sorry for making you wait in the cold with me, Hau-hau.
context: But I wanted to at least see you today.\Please tell the other residents of Sakura Hall...\that I'm sorry I couldn't tell them goodbye.\Tell Mashiro I'm sorry, too.\Our kiss at the airport...\was my first kiss.\I guess he didn't come after all.\Sorry for making you wait in the cold with me, Hau-hau. response:	Wait. You don't know yet.
context: Please tell the other residents of Sakura Hall...\that I'm sorry I couldn't tell them goodbye.\Tell Mashiro I'm sorry, too.\Our kiss at the airport...\was my first kiss.\I guess he didn't come after all.\Sorry for making you wait in the cold with me, Hau-hau.\Wait. You don't know yet. response:	I'll try calling Soichiro-kun and get him to call Mitaka.
context: that I'm sorry I couldn't tell them goodbye.\Tell Mashiro I'm sorry, too.\Our kiss at the airport...\was my first kiss.\I guess he didn't come after all.\Sorry for making you wait in the cold with me, Hau-hau.\Wait. You don't know yet.\I'll try calling Soichiro-kun and get him to call Mitaka. response:	It's fine, really.
context: Tell Mashiro I'm sorry, too.\Our kiss at the airport...\was my first kiss.\I guess he didn't come after all.\Sorry for making you wait in the cold with me, Hau-hau.\Wait. You don't know yet.\I'll try calling Soichiro-kun and get him to call Mitaka.\It's fine, really. response:	What?
context: Our kiss at the airport...\was my first kiss.\I guess he didn't come after all.\Sorry for making you wait in the cold with me, Hau-hau.\Wait. You don't know yet.\I'll try calling Soichiro-kun and get him to call Mitaka.\It's fine, really.\What? response:	I'll have plenty of other chances to go after him!
