context: Ryu. response:	Ryu!
context: one of them tastes like honey...\I think that's been mixed in with the water.\But the plant with that toxin isn't here...\Since the water on top is fine, is it somewhere on the bottom?\An herb that would make that toxin...\Wait, what if this isn't akegi shigure, but yura shigure...?\If the roots are sweet...\It's yura! response:	It is?
context: I think that's been mixed in with the water.\But the plant with that toxin isn't here...\Since the water on top is fine, is it somewhere on the bottom?\An herb that would make that toxin...\Wait, what if this isn't akegi shigure, but yura shigure...?\If the roots are sweet...\It's yura!\It is? response:	Yeah.
context: But the plant with that toxin isn't here...\Since the water on top is fine, is it somewhere on the bottom?\An herb that would make that toxin...\Wait, what if this isn't akegi shigure, but yura shigure...?\If the roots are sweet...\It's yura!\It is?\Yeah. response:	There are two types, yura and akegi, and it's hard to tell the difference before they flower.
context: Since the water on top is fine, is it somewhere on the bottom?\An herb that would make that toxin...\Wait, what if this isn't akegi shigure, but yura shigure...?\If the roots are sweet...\It's yura!\It is?\Yeah.\There are two types, yura and akegi, and it's hard to tell the difference before they flower. response:	This yura plant was raised in the environment for akegi to flower.
context: An herb that would make that toxin...\Wait, what if this isn't akegi shigure, but yura shigure...?\If the roots are sweet...\It's yura!\It is?\Yeah.\There are two types, yura and akegi, and it's hard to tell the difference before they flower.\This yura plant was raised in the environment for akegi to flower. response:	So it was planted in the wrong way?
context: Wait, what if this isn't akegi shigure, but yura shigure...?\If the roots are sweet...\It's yura!\It is?\Yeah.\There are two types, yura and akegi, and it's hard to tell the difference before they flower.\This yura plant was raised in the environment for akegi to flower.\So it was planted in the wrong way? response:	If yura are raised in the wrong environment,
context: If the roots are sweet...\It's yura!\It is?\Yeah.\There are two types, yura and akegi, and it's hard to tell the difference before they flower.\This yura plant was raised in the environment for akegi to flower.\So it was planted in the wrong way?\If yura are raised in the wrong environment, response:	they won't flower but will make toxins in their roots.
context: It's yura!\It is?\Yeah.\There are two types, yura and akegi, and it's hard to tell the difference before they flower.\This yura plant was raised in the environment for akegi to flower.\So it was planted in the wrong way?\If yura are raised in the wrong environment,\they won't flower but will make toxins in their roots. response:	That is flowing into the aqueducts from the soil.
context: It is?\Yeah.\There are two types, yura and akegi, and it's hard to tell the difference before they flower.\This yura plant was raised in the environment for akegi to flower.\So it was planted in the wrong way?\If yura are raised in the wrong environment,\they won't flower but will make toxins in their roots.\That is flowing into the aqueducts from the soil. response:	At this rate, the yura and the other plants will wither and die.
context: Yeah.\There are two types, yura and akegi, and it's hard to tell the difference before they flower.\This yura plant was raised in the environment for akegi to flower.\So it was planted in the wrong way?\If yura are raised in the wrong environment,\they won't flower but will make toxins in their roots.\That is flowing into the aqueducts from the soil.\At this rate, the yura and the other plants will wither and die. response:	Zen! Close the aqueduct from here to the other side!
context: There are two types, yura and akegi, and it's hard to tell the difference before they flower.\This yura plant was raised in the environment for akegi to flower.\So it was planted in the wrong way?\If yura are raised in the wrong environment,\they won't flower but will make toxins in their roots.\That is flowing into the aqueducts from the soil.\At this rate, the yura and the other plants will wither and die.\Zen! Close the aqueduct from here to the other side! response:	I'll dig these out and replant them.
context: This yura plant was raised in the environment for akegi to flower.\So it was planted in the wrong way?\If yura are raised in the wrong environment,\they won't flower but will make toxins in their roots.\That is flowing into the aqueducts from the soil.\At this rate, the yura and the other plants will wither and die.\Zen! Close the aqueduct from here to the other side!\I'll dig these out and replant them. response:	Is that all right? If I help, it might affect your exam.
context: So it was planted in the wrong way?\If yura are raised in the wrong environment,\they won't flower but will make toxins in their roots.\That is flowing into the aqueducts from the soil.\At this rate, the yura and the other plants will wither and die.\Zen! Close the aqueduct from here to the other side!\I'll dig these out and replant them.\Is that all right? If I help, it might affect your exam. response:	Yeah. I'll do whatever I can that's necessary right now.
context: If yura are raised in the wrong environment,\they won't flower but will make toxins in their roots.\That is flowing into the aqueducts from the soil.\At this rate, the yura and the other plants will wither and die.\Zen! Close the aqueduct from here to the other side!\I'll dig these out and replant them.\Is that all right? If I help, it might affect your exam.\Yeah. I'll do whatever I can that's necessary right now. response:	It won't narrow your path?
context: they won't flower but will make toxins in their roots.\That is flowing into the aqueducts from the soil.\At this rate, the yura and the other plants will wither and die.\Zen! Close the aqueduct from here to the other side!\I'll dig these out and replant them.\Is that all right? If I help, it might affect your exam.\Yeah. I'll do whatever I can that's necessary right now.\It won't narrow your path? response:	I decided on a path where I could be Zen's ally in this country.
context: That is flowing into the aqueducts from the soil.\At this rate, the yura and the other plants will wither and die.\Zen! Close the aqueduct from here to the other side!\I'll dig these out and replant them.\Is that all right? If I help, it might affect your exam.\Yeah. I'll do whatever I can that's necessary right now.\It won't narrow your path?\I decided on a path where I could be Zen's ally in this country. response:	As long as I don't lose sight of my path, I'll be fine.
context: At this rate, the yura and the other plants will wither and die.\Zen! Close the aqueduct from here to the other side!\I'll dig these out and replant them.\Is that all right? If I help, it might affect your exam.\Yeah. I'll do whatever I can that's necessary right now.\It won't narrow your path?\I decided on a path where I could be Zen's ally in this country.\As long as I don't lose sight of my path, I'll be fine. response:	I have a guidepost.
context: Zen! Close the aqueduct from here to the other side!\I'll dig these out and replant them.\Is that all right? If I help, it might affect your exam.\Yeah. I'll do whatever I can that's necessary right now.\It won't narrow your path?\I decided on a path where I could be Zen's ally in this country.\As long as I don't lose sight of my path, I'll be fine.\I have a guidepost. response:	I've received so much strength to face forward from you, Zen.
context: I'll dig these out and replant them.\Is that all right? If I help, it might affect your exam.\Yeah. I'll do whatever I can that's necessary right now.\It won't narrow your path?\I decided on a path where I could be Zen's ally in this country.\As long as I don't lose sight of my path, I'll be fine.\I have a guidepost.\I've received so much strength to face forward from you, Zen. response:	Jeez, that's so like you.
context: Is that all right? If I help, it might affect your exam.\Yeah. I'll do whatever I can that's necessary right now.\It won't narrow your path?\I decided on a path where I could be Zen's ally in this country.\As long as I don't lose sight of my path, I'll be fine.\I have a guidepost.\I've received so much strength to face forward from you, Zen.\Jeez, that's so like you. response:	I'll help.
context: Yeah. I'll do whatever I can that's necessary right now.\It won't narrow your path?\I decided on a path where I could be Zen's ally in this country.\As long as I don't lose sight of my path, I'll be fine.\I have a guidepost.\I've received so much strength to face forward from you, Zen.\Jeez, that's so like you.\I'll help. response:	Rainbow leaf and koko grass...
context: It won't narrow your path?\I decided on a path where I could be Zen's ally in this country.\As long as I don't lose sight of my path, I'll be fine.\I have a guidepost.\I've received so much strength to face forward from you, Zen.\Jeez, that's so like you.\I'll help.\Rainbow leaf and koko grass... response:	Good morning, Chief!
context: I decided on a path where I could be Zen's ally in this country.\As long as I don't lose sight of my path, I'll be fine.\I have a guidepost.\I've received so much strength to face forward from you, Zen.\Jeez, that's so like you.\I'll help.\Rainbow leaf and koko grass...\Good morning, Chief! response:	Morning...
context: As long as I don't lose sight of my path, I'll be fine.\I have a guidepost.\I've received so much strength to face forward from you, Zen.\Jeez, that's so like you.\I'll help.\Rainbow leaf and koko grass...\Good morning, Chief!\Morning... response:	Why are you in the garden, your highness?
context: I have a guidepost.\I've received so much strength to face forward from you, Zen.\Jeez, that's so like you.\I'll help.\Rainbow leaf and koko grass...\Good morning, Chief!\Morning...\Why are you in the garden, your highness? response:	I'll tell you later.
context: I've received so much strength to face forward from you, Zen.\Jeez, that's so like you.\I'll help.\Rainbow leaf and koko grass...\Good morning, Chief!\Morning...\Why are you in the garden, your highness?\I'll tell you later. response:	At any rate, what happened?
context: Jeez, that's so like you.\I'll help.\Rainbow leaf and koko grass...\Good morning, Chief!\Morning...\Why are you in the garden, your highness?\I'll tell you later.\At any rate, what happened? response:	I made it so the yura shigure would flower.
context: I'll help.\Rainbow leaf and koko grass...\Good morning, Chief!\Morning...\Why are you in the garden, your highness?\I'll tell you later.\At any rate, what happened?\I made it so the yura shigure would flower. response:	It had been mistakenly planted as akegi shigure.
context: Rainbow leaf and koko grass...\Good morning, Chief!\Morning...\Why are you in the garden, your highness?\I'll tell you later.\At any rate, what happened?\I made it so the yura shigure would flower.\It had been mistakenly planted as akegi shigure. response:	You replanted all of them?
context: Good morning, Chief!\Morning...\Why are you in the garden, your highness?\I'll tell you later.\At any rate, what happened?\I made it so the yura shigure would flower.\It had been mistakenly planted as akegi shigure.\You replanted all of them? response:	Yes.
context: Morning...\Why are you in the garden, your highness?\I'll tell you later.\At any rate, what happened?\I made it so the yura shigure would flower.\It had been mistakenly planted as akegi shigure.\You replanted all of them?\Yes. response:	You replanted the others, as well, right?
context: Why are you in the garden, your highness?\I'll tell you later.\At any rate, what happened?\I made it so the yura shigure would flower.\It had been mistakenly planted as akegi shigure.\You replanted all of them?\Yes.\You replanted the others, as well, right? response:	Yes.
context: I'll tell you later.\At any rate, what happened?\I made it so the yura shigure would flower.\It had been mistakenly planted as akegi shigure.\You replanted all of them?\Yes.\You replanted the others, as well, right?\Yes. response:	I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.
context: At any rate, what happened?\I made it so the yura shigure would flower.\It had been mistakenly planted as akegi shigure.\You replanted all of them?\Yes.\You replanted the others, as well, right?\Yes.\I wanted to make sure they would not be affected by the remaining toxins in the aqueducts. response:	You did this in one night...?
context: I made it so the yura shigure would flower.\It had been mistakenly planted as akegi shigure.\You replanted all of them?\Yes.\You replanted the others, as well, right?\Yes.\I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.\You did this in one night...? response:	Don't tell me you had the prince help you?!
context: It had been mistakenly planted as akegi shigure.\You replanted all of them?\Yes.\You replanted the others, as well, right?\Yes.\I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.\You did this in one night...?\Don't tell me you had the prince help you?! response:	Because they are important herbs that may save the prince someday.
context: You replanted all of them?\Yes.\You replanted the others, as well, right?\Yes.\I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.\You did this in one night...?\Don't tell me you had the prince help you?!\Because they are important herbs that may save the prince someday. response:	Anyway, I understand the situation.
context: Yes.\You replanted the others, as well, right?\Yes.\I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.\You did this in one night...?\Don't tell me you had the prince help you?!\Because they are important herbs that may save the prince someday.\Anyway, I understand the situation. response:	There was an examinee who was mistaken for a prowler last night,
context: You replanted the others, as well, right?\Yes.\I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.\You did this in one night...?\Don't tell me you had the prince help you?!\Because they are important herbs that may save the prince someday.\Anyway, I understand the situation.\There was an examinee who was mistaken for a prowler last night, response:	so that person must have locked the door.
context: Yes.\I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.\You did this in one night...?\Don't tell me you had the prince help you?!\Because they are important herbs that may save the prince someday.\Anyway, I understand the situation.\There was an examinee who was mistaken for a prowler last night,\so that person must have locked the door. response:	Trying to force someone out of the competition, huh?
context: I wanted to make sure they would not be affected by the remaining toxins in the aqueducts.\You did this in one night...?\Don't tell me you had the prince help you?!\Because they are important herbs that may save the prince someday.\Anyway, I understand the situation.\There was an examinee who was mistaken for a prowler last night,\so that person must have locked the door.\Trying to force someone out of the competition, huh? response:	Your highness, will you leave the resolution of this matter to me?
context: You did this in one night...?\Don't tell me you had the prince help you?!\Because they are important herbs that may save the prince someday.\Anyway, I understand the situation.\There was an examinee who was mistaken for a prowler last night,\so that person must have locked the door.\Trying to force someone out of the competition, huh?\Your highness, will you leave the resolution of this matter to me? response:	The person was wearing a long coat with hair down to the waist tied back.
context: Don't tell me you had the prince help you?!\Because they are important herbs that may save the prince someday.\Anyway, I understand the situation.\There was an examinee who was mistaken for a prowler last night,\so that person must have locked the door.\Trying to force someone out of the competition, huh?\Your highness, will you leave the resolution of this matter to me?\The person was wearing a long coat with hair down to the waist tied back. response:	Thank you very much.
context: Because they are important herbs that may save the prince someday.\Anyway, I understand the situation.\There was an examinee who was mistaken for a prowler last night,\so that person must have locked the door.\Trying to force someone out of the competition, huh?\Your highness, will you leave the resolution of this matter to me?\The person was wearing a long coat with hair down to the waist tied back.\Thank you very much. response:	Shirayuki,
context: Anyway, I understand the situation.\There was an examinee who was mistaken for a prowler last night,\so that person must have locked the door.\Trying to force someone out of the competition, huh?\Your highness, will you leave the resolution of this matter to me?\The person was wearing a long coat with hair down to the waist tied back.\Thank you very much.\Shirayuki, response:	you should also be aware there is a time and place for your friendship with the prince.
context: There was an examinee who was mistaken for a prowler last night,\so that person must have locked the door.\Trying to force someone out of the competition, huh?\Your highness, will you leave the resolution of this matter to me?\The person was wearing a long coat with hair down to the waist tied back.\Thank you very much.\Shirayuki,\you should also be aware there is a time and place for your friendship with the prince. response:	Yes, ma'am. I apologize.
context: so that person must have locked the door.\Trying to force someone out of the competition, huh?\Your highness, will you leave the resolution of this matter to me?\The person was wearing a long coat with hair down to the waist tied back.\Thank you very much.\Shirayuki,\you should also be aware there is a time and place for your friendship with the prince.\Yes, ma'am. I apologize. response:	Wait, I came here on my own.
context: Trying to force someone out of the competition, huh?\Your highness, will you leave the resolution of this matter to me?\The person was wearing a long coat with hair down to the waist tied back.\Thank you very much.\Shirayuki,\you should also be aware there is a time and place for your friendship with the prince.\Yes, ma'am. I apologize.\Wait, I came here on my own. response:	Prince Zen, your status is such that your actions cannot be called into question.
context: Your highness, will you leave the resolution of this matter to me?\The person was wearing a long coat with hair down to the waist tied back.\Thank you very much.\Shirayuki,\you should also be aware there is a time and place for your friendship with the prince.\Yes, ma'am. I apologize.\Wait, I came here on my own.\Prince Zen, your status is such that your actions cannot be called into question. response:	With a single word, your friend could be accepted unconditionally as a court herbalist.
context: The person was wearing a long coat with hair down to the waist tied back.\Thank you very much.\Shirayuki,\you should also be aware there is a time and place for your friendship with the prince.\Yes, ma'am. I apologize.\Wait, I came here on my own.\Prince Zen, your status is such that your actions cannot be called into question.\With a single word, your friend could be accepted unconditionally as a court herbalist. response:	You can try that if you want.
context: Thank you very much.\Shirayuki,\you should also be aware there is a time and place for your friendship with the prince.\Yes, ma'am. I apologize.\Wait, I came here on my own.\Prince Zen, your status is such that your actions cannot be called into question.\With a single word, your friend could be accepted unconditionally as a court herbalist.\You can try that if you want. response:	This girl will never come back to the castle again.
context: Shirayuki,\you should also be aware there is a time and place for your friendship with the prince.\Yes, ma'am. I apologize.\Wait, I came here on my own.\Prince Zen, your status is such that your actions cannot be called into question.\With a single word, your friend could be accepted unconditionally as a court herbalist.\You can try that if you want.\This girl will never come back to the castle again. response:	I don't want to anger her voluntarily.
context: you should also be aware there is a time and place for your friendship with the prince.\Yes, ma'am. I apologize.\Wait, I came here on my own.\Prince Zen, your status is such that your actions cannot be called into question.\With a single word, your friend could be accepted unconditionally as a court herbalist.\You can try that if you want.\This girl will never come back to the castle again.\I don't want to anger her voluntarily. response:	I feel honored.
context: Yes, ma'am. I apologize.\Wait, I came here on my own.\Prince Zen, your status is such that your actions cannot be called into question.\With a single word, your friend could be accepted unconditionally as a court herbalist.\You can try that if you want.\This girl will never come back to the castle again.\I don't want to anger her voluntarily.\I feel honored. response:	Ch-Chief!
context: Wait, I came here on my own.\Prince Zen, your status is such that your actions cannot be called into question.\With a single word, your friend could be accepted unconditionally as a court herbalist.\You can try that if you want.\This girl will never come back to the castle again.\I don't want to anger her voluntarily.\I feel honored.\Ch-Chief! response:	Sorry. What do you think about Shirayuki, Yatsufusa?
context: Prince Zen, your status is such that your actions cannot be called into question.\With a single word, your friend could be accepted unconditionally as a court herbalist.\You can try that if you want.\This girl will never come back to the castle again.\I don't want to anger her voluntarily.\I feel honored.\Ch-Chief!\Sorry. What do you think about Shirayuki, Yatsufusa? response:	She passes with no complaints.
context: With a single word, your friend could be accepted unconditionally as a court herbalist.\You can try that if you want.\This girl will never come back to the castle again.\I don't want to anger her voluntarily.\I feel honored.\Ch-Chief!\Sorry. What do you think about Shirayuki, Yatsufusa?\She passes with no complaints. response:	Which means, Shirayuki,
context: You can try that if you want.\This girl will never come back to the castle again.\I don't want to anger her voluntarily.\I feel honored.\Ch-Chief!\Sorry. What do you think about Shirayuki, Yatsufusa?\She passes with no complaints.\Which means, Shirayuki, response:	we officially accept you as an apprentice court herbalist.
context: This girl will never come back to the castle again.\I don't want to anger her voluntarily.\I feel honored.\Ch-Chief!\Sorry. What do you think about Shirayuki, Yatsufusa?\She passes with no complaints.\Which means, Shirayuki,\we officially accept you as an apprentice court herbalist. response:	Huh?
context: I don't want to anger her voluntarily.\I feel honored.\Ch-Chief!\Sorry. What do you think about Shirayuki, Yatsufusa?\She passes with no complaints.\Which means, Shirayuki,\we officially accept you as an apprentice court herbalist.\Huh? response:	The exam this time was not just tending the gardens.
context: I feel honored.\Ch-Chief!\Sorry. What do you think about Shirayuki, Yatsufusa?\She passes with no complaints.\Which means, Shirayuki,\we officially accept you as an apprentice court herbalist.\Huh?\The exam this time was not just tending the gardens. response:	It was also to see if you could spot the difference between yura and akegi.
context: Ch-Chief!\Sorry. What do you think about Shirayuki, Yatsufusa?\She passes with no complaints.\Which means, Shirayuki,\we officially accept you as an apprentice court herbalist.\Huh?\The exam this time was not just tending the gardens.\It was also to see if you could spot the difference between yura and akegi. response:	Huh?
context: Sorry. What do you think about Shirayuki, Yatsufusa?\She passes with no complaints.\Which means, Shirayuki,\we officially accept you as an apprentice court herbalist.\Huh?\The exam this time was not just tending the gardens.\It was also to see if you could spot the difference between yura and akegi.\Huh? response:	It would have been fine if you had just noticed and wrote it in the records.
context: She passes with no complaints.\Which means, Shirayuki,\we officially accept you as an apprentice court herbalist.\Huh?\The exam this time was not just tending the gardens.\It was also to see if you could spot the difference between yura and akegi.\Huh?\It would have been fine if you had just noticed and wrote it in the records. response:	I didn't think anyone would actually replant the whole garden.
context: Which means, Shirayuki,\we officially accept you as an apprentice court herbalist.\Huh?\The exam this time was not just tending the gardens.\It was also to see if you could spot the difference between yura and akegi.\Huh?\It would have been fine if you had just noticed and wrote it in the records.\I didn't think anyone would actually replant the whole garden. response:	Ryu will sure be surprised when he hears about this.
context: we officially accept you as an apprentice court herbalist.\Huh?\The exam this time was not just tending the gardens.\It was also to see if you could spot the difference between yura and akegi.\Huh?\It would have been fine if you had just noticed and wrote it in the records.\I didn't think anyone would actually replant the whole garden.\Ryu will sure be surprised when he hears about this. response:	Ryu?
context: Huh?\The exam this time was not just tending the gardens.\It was also to see if you could spot the difference between yura and akegi.\Huh?\It would have been fine if you had just noticed and wrote it in the records.\I didn't think anyone would actually replant the whole garden.\Ryu will sure be surprised when he hears about this.\Ryu? response:	The one who thought of this test, our youngest court herbalist.
context: The exam this time was not just tending the gardens.\It was also to see if you could spot the difference between yura and akegi.\Huh?\It would have been fine if you had just noticed and wrote it in the records.\I didn't think anyone would actually replant the whole garden.\Ryu will sure be surprised when he hears about this.\Ryu?\The one who thought of this test, our youngest court herbalist. response:	Does he have black hair?
context: It was also to see if you could spot the difference between yura and akegi.\Huh?\It would have been fine if you had just noticed and wrote it in the records.\I didn't think anyone would actually replant the whole garden.\Ryu will sure be surprised when he hears about this.\Ryu?\The one who thought of this test, our youngest court herbalist.\Does he have black hair? response:	Oh? Have you met him already?
context: Huh?\It would have been fine if you had just noticed and wrote it in the records.\I didn't think anyone would actually replant the whole garden.\Ryu will sure be surprised when he hears about this.\Ryu?\The one who thought of this test, our youngest court herbalist.\Does he have black hair?\Oh? Have you met him already? response:	Why don't we have Ryu be your supervisor, then?
context: It would have been fine if you had just noticed and wrote it in the records.\I didn't think anyone would actually replant the whole garden.\Ryu will sure be surprised when he hears about this.\Ryu?\The one who thought of this test, our youngest court herbalist.\Does he have black hair?\Oh? Have you met him already?\Why don't we have Ryu be your supervisor, then? response:	Y-Yes, ma'am!
context: I didn't think anyone would actually replant the whole garden.\Ryu will sure be surprised when he hears about this.\Ryu?\The one who thought of this test, our youngest court herbalist.\Does he have black hair?\Oh? Have you met him already?\Why don't we have Ryu be your supervisor, then?\Y-Yes, ma'am! response:	Oh, Chief Garak, there is something I would like your permission for.
context: Ryu will sure be surprised when he hears about this.\Ryu?\The one who thought of this test, our youngest court herbalist.\Does he have black hair?\Oh? Have you met him already?\Why don't we have Ryu be your supervisor, then?\Y-Yes, ma'am!\Oh, Chief Garak, there is something I would like your permission for. response:	You two have passed the exam to become apprentice court herbalists.
context: Ryu?\The one who thought of this test, our youngest court herbalist.\Does he have black hair?\Oh? Have you met him already?\Why don't we have Ryu be your supervisor, then?\Y-Yes, ma'am!\Oh, Chief Garak, there is something I would like your permission for.\You two have passed the exam to become apprentice court herbalists. response:	Higata, please wait a moment.
context: The one who thought of this test, our youngest court herbalist.\Does he have black hair?\Oh? Have you met him already?\Why don't we have Ryu be your supervisor, then?\Y-Yes, ma'am!\Oh, Chief Garak, there is something I would like your permission for.\You two have passed the exam to become apprentice court herbalists.\Higata, please wait a moment. response:	I'm coming in!
context: Does he have black hair?\Oh? Have you met him already?\Why don't we have Ryu be your supervisor, then?\Y-Yes, ma'am!\Oh, Chief Garak, there is something I would like your permission for.\You two have passed the exam to become apprentice court herbalists.\Higata, please wait a moment.\I'm coming in! response:	This is Shirayuki, who will be your assistant from today.
context: Oh? Have you met him already?\Why don't we have Ryu be your supervisor, then?\Y-Yes, ma'am!\Oh, Chief Garak, there is something I would like your permission for.\You two have passed the exam to become apprentice court herbalists.\Higata, please wait a moment.\I'm coming in!\This is Shirayuki, who will be your assistant from today. response:	She did an excellent job of clearing that test.
context: Why don't we have Ryu be your supervisor, then?\Y-Yes, ma'am!\Oh, Chief Garak, there is something I would like your permission for.\You two have passed the exam to become apprentice court herbalists.\Higata, please wait a moment.\I'm coming in!\This is Shirayuki, who will be your assistant from today.\She did an excellent job of clearing that test. response:	Hello. I'm Ryu.
context: Y-Yes, ma'am!\Oh, Chief Garak, there is something I would like your permission for.\You two have passed the exam to become apprentice court herbalists.\Higata, please wait a moment.\I'm coming in!\This is Shirayuki, who will be your assistant from today.\She did an excellent job of clearing that test.\Hello. I'm Ryu. response:	If there's anything you don't understand, just ask him.
context: Oh, Chief Garak, there is something I would like your permission for.\You two have passed the exam to become apprentice court herbalists.\Higata, please wait a moment.\I'm coming in!\This is Shirayuki, who will be your assistant from today.\She did an excellent job of clearing that test.\Hello. I'm Ryu.\If there's anything you don't understand, just ask him. response:	Well, please get along!
context: You two have passed the exam to become apprentice court herbalists.\Higata, please wait a moment.\I'm coming in!\This is Shirayuki, who will be your assistant from today.\She did an excellent job of clearing that test.\Hello. I'm Ryu.\If there's anything you don't understand, just ask him.\Well, please get along! response:	M-My name is Shirayuki.
context: Higata, please wait a moment.\I'm coming in!\This is Shirayuki, who will be your assistant from today.\She did an excellent job of clearing that test.\Hello. I'm Ryu.\If there's anything you don't understand, just ask him.\Well, please get along!\M-My name is Shirayuki. response:	It's a pleasure to make your acquaintance.
context: I'm coming in!\This is Shirayuki, who will be your assistant from today.\She did an excellent job of clearing that test.\Hello. I'm Ryu.\If there's anything you don't understand, just ask him.\Well, please get along!\M-My name is Shirayuki.\It's a pleasure to make your acquaintance. response:	Same here.
context: This is Shirayuki, who will be your assistant from today.\She did an excellent job of clearing that test.\Hello. I'm Ryu.\If there's anything you don't understand, just ask him.\Well, please get along!\M-My name is Shirayuki.\It's a pleasure to make your acquaintance.\Same here. response:	Close the door.
context: She did an excellent job of clearing that test.\Hello. I'm Ryu.\If there's anything you don't understand, just ask him.\Well, please get along!\M-My name is Shirayuki.\It's a pleasure to make your acquaintance.\Same here.\Close the door. response:	R-Right! Sorry!
context: Hello. I'm Ryu.\If there's anything you don't understand, just ask him.\Well, please get along!\M-My name is Shirayuki.\It's a pleasure to make your acquaintance.\Same here.\Close the door.\R-Right! Sorry! response:	Um, Ryu, sir...
context: If there's anything you don't understand, just ask him.\Well, please get along!\M-My name is Shirayuki.\It's a pleasure to make your acquaintance.\Same here.\Close the door.\R-Right! Sorry!\Um, Ryu, sir... response:	You don't have to call me sir. Or speak so formally to me.
context: Well, please get along!\M-My name is Shirayuki.\It's a pleasure to make your acquaintance.\Same here.\Close the door.\R-Right! Sorry!\Um, Ryu, sir...\You don't have to call me sir. Or speak so formally to me. response:	What? No, but... I am here to be taught by you.
context: M-My name is Shirayuki.\It's a pleasure to make your acquaintance.\Same here.\Close the door.\R-Right! Sorry!\Um, Ryu, sir...\You don't have to call me sir. Or speak so formally to me.\What? No, but... I am here to be taught by you. response:	But I'm a kid. It's weird.
context: It's a pleasure to make your acquaintance.\Same here.\Close the door.\R-Right! Sorry!\Um, Ryu, sir...\You don't have to call me sir. Or speak so formally to me.\What? No, but... I am here to be taught by you.\But I'm a kid. It's weird. response:	Then, I will just stop using sir, Ryu.
context: Same here.\Close the door.\R-Right! Sorry!\Um, Ryu, sir...\You don't have to call me sir. Or speak so formally to me.\What? No, but... I am here to be taught by you.\But I'm a kid. It's weird.\Then, I will just stop using sir, Ryu. response:	Oh, Ryu. Um... Here.
context: Close the door.\R-Right! Sorry!\Um, Ryu, sir...\You don't have to call me sir. Or speak so formally to me.\What? No, but... I am here to be taught by you.\But I'm a kid. It's weird.\Then, I will just stop using sir, Ryu.\Oh, Ryu. Um... Here. response:	Rainbow leaf and koko grass.
context: R-Right! Sorry!\Um, Ryu, sir...\You don't have to call me sir. Or speak so formally to me.\What? No, but... I am here to be taught by you.\But I'm a kid. It's weird.\Then, I will just stop using sir, Ryu.\Oh, Ryu. Um... Here.\Rainbow leaf and koko grass. response:	I gathered them when their medicinal properties are at their most effective.
context: Um, Ryu, sir...\You don't have to call me sir. Or speak so formally to me.\What? No, but... I am here to be taught by you.\But I'm a kid. It's weird.\Then, I will just stop using sir, Ryu.\Oh, Ryu. Um... Here.\Rainbow leaf and koko grass.\I gathered them when their medicinal properties are at their most effective. response:	You remembered?
context: You don't have to call me sir. Or speak so formally to me.\What? No, but... I am here to be taught by you.\But I'm a kid. It's weird.\Then, I will just stop using sir, Ryu.\Oh, Ryu. Um... Here.\Rainbow leaf and koko grass.\I gathered them when their medicinal properties are at their most effective.\You remembered? response:	Yes, because it was very shocking to me.
context: What? No, but... I am here to be taught by you.\But I'm a kid. It's weird.\Then, I will just stop using sir, Ryu.\Oh, Ryu. Um... Here.\Rainbow leaf and koko grass.\I gathered them when their medicinal properties are at their most effective.\You remembered?\Yes, because it was very shocking to me. response:	Shocking?
context: But I'm a kid. It's weird.\Then, I will just stop using sir, Ryu.\Oh, Ryu. Um... Here.\Rainbow leaf and koko grass.\I gathered them when their medicinal properties are at their most effective.\You remembered?\Yes, because it was very shocking to me.\Shocking? response:	I thought it was such a wonderful idea.
context: Then, I will just stop using sir, Ryu.\Oh, Ryu. Um... Here.\Rainbow leaf and koko grass.\I gathered them when their medicinal properties are at their most effective.\You remembered?\Yes, because it was very shocking to me.\Shocking?\I thought it was such a wonderful idea. response:	I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?
context: Oh, Ryu. Um... Here.\Rainbow leaf and koko grass.\I gathered them when their medicinal properties are at their most effective.\You remembered?\Yes, because it was very shocking to me.\Shocking?\I thought it was such a wonderful idea.\I'll grind them, so will you put in the rainbow leaf and koko grass, in that order? response:	Sure.
context: Rainbow leaf and koko grass.\I gathered them when their medicinal properties are at their most effective.\You remembered?\Yes, because it was very shocking to me.\Shocking?\I thought it was such a wonderful idea.\I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?\Sure. response:	Is something the matter?
context: I gathered them when their medicinal properties are at their most effective.\You remembered?\Yes, because it was very shocking to me.\Shocking?\I thought it was such a wonderful idea.\I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?\Sure.\Is something the matter? response:	For some reason, I've been feeling queasy...
context: You remembered?\Yes, because it was very shocking to me.\Shocking?\I thought it was such a wonderful idea.\I'll grind them, so will you put in the rainbow leaf and koko grass, in that order?\Sure.\Is something the matter?\For some reason, I've been feeling queasy... response:	I'd like you to give me some medicine I can take right away...
