context: There you are. response:	They threw my gym clothes in the garbage.
context: The day before the world ends, I think?\Is it the whole world, or just Japan that gets destroyed?\Think it's the whole world. Everyone goes into a panic.\If you knew the world was going to end tomorrow,\you probably wouldn't feel like doing much of anything, huh?\You think so? I'd wanna blow through all my money.\And I'd load up on desserts, too.\Huh? You're spending your last day on Earth eating dessert?! response:	There are tons I've never tried! Might as well!
context: Is it the whole world, or just Japan that gets destroyed?\Think it's the whole world. Everyone goes into a panic.\If you knew the world was going to end tomorrow,\you probably wouldn't feel like doing much of anything, huh?\You think so? I'd wanna blow through all my money.\And I'd load up on desserts, too.\Huh? You're spending your last day on Earth eating dessert?!\There are tons I've never tried! Might as well! response:	I see.
context: Think it's the whole world. Everyone goes into a panic.\If you knew the world was going to end tomorrow,\you probably wouldn't feel like doing much of anything, huh?\You think so? I'd wanna blow through all my money.\And I'd load up on desserts, too.\Huh? You're spending your last day on Earth eating dessert?!\There are tons I've never tried! Might as well!\I see. response:	Are your pigtails up higher today?
context: If you knew the world was going to end tomorrow,\you probably wouldn't feel like doing much of anything, huh?\You think so? I'd wanna blow through all my money.\And I'd load up on desserts, too.\Huh? You're spending your last day on Earth eating dessert?!\There are tons I've never tried! Might as well!\I see.\Are your pigtails up higher today? response:	Y-Yeah, I just felt like it.
context: you probably wouldn't feel like doing much of anything, huh?\You think so? I'd wanna blow through all my money.\And I'd load up on desserts, too.\Huh? You're spending your last day on Earth eating dessert?!\There are tons I've never tried! Might as well!\I see.\Are your pigtails up higher today?\Y-Yeah, I just felt like it. response:	I like it. It looks nice!
context: You think so? I'd wanna blow through all my money.\And I'd load up on desserts, too.\Huh? You're spending your last day on Earth eating dessert?!\There are tons I've never tried! Might as well!\I see.\Are your pigtails up higher today?\Y-Yeah, I just felt like it.\I like it. It looks nice! response:	Really?!
context: And I'd load up on desserts, too.\Huh? You're spending your last day on Earth eating dessert?!\There are tons I've never tried! Might as well!\I see.\Are your pigtails up higher today?\Y-Yeah, I just felt like it.\I like it. It looks nice!\Really?! response:	If you're cute, you can do whatever, you'll still be cute!
context: Huh? You're spending your last day on Earth eating dessert?!\There are tons I've never tried! Might as well!\I see.\Are your pigtails up higher today?\Y-Yeah, I just felt like it.\I like it. It looks nice!\Really?!\If you're cute, you can do whatever, you'll still be cute! response:	Guess you don't understand where I'm coming from, though, Sengoku-kun.
context: There are tons I've never tried! Might as well!\I see.\Are your pigtails up higher today?\Y-Yeah, I just felt like it.\I like it. It looks nice!\Really?!\If you're cute, you can do whatever, you'll still be cute!\Guess you don't understand where I'm coming from, though, Sengoku-kun. response:	Sorry to interrupt! Can I borrow you?
context: I see.\Are your pigtails up higher today?\Y-Yeah, I just felt like it.\I like it. It looks nice!\Really?!\If you're cute, you can do whatever, you'll still be cute!\Guess you don't understand where I'm coming from, though, Sengoku-kun.\Sorry to interrupt! Can I borrow you? response:	Thanks for lending these to me! I read'em all.
context: Are your pigtails up higher today?\Y-Yeah, I just felt like it.\I like it. It looks nice!\Really?!\If you're cute, you can do whatever, you'll still be cute!\Guess you don't understand where I'm coming from, though, Sengoku-kun.\Sorry to interrupt! Can I borrow you?\Thanks for lending these to me! I read'em all. response:	You didn't have to rush through them.
context: Y-Yeah, I just felt like it.\I like it. It looks nice!\Really?!\If you're cute, you can do whatever, you'll still be cute!\Guess you don't understand where I'm coming from, though, Sengoku-kun.\Sorry to interrupt! Can I borrow you?\Thanks for lending these to me! I read'em all.\You didn't have to rush through them. response:	I didn't! They were so good, I ended up on a reading binge.
context: I like it. It looks nice!\Really?!\If you're cute, you can do whatever, you'll still be cute!\Guess you don't understand where I'm coming from, though, Sengoku-kun.\Sorry to interrupt! Can I borrow you?\Thanks for lending these to me! I read'em all.\You didn't have to rush through them.\I didn't! They were so good, I ended up on a reading binge. response:	Man, though, I really wouldn't want the world to end tomorrow!
context: Really?!\If you're cute, you can do whatever, you'll still be cute!\Guess you don't understand where I'm coming from, though, Sengoku-kun.\Sorry to interrupt! Can I borrow you?\Thanks for lending these to me! I read'em all.\You didn't have to rush through them.\I didn't! They were so good, I ended up on a reading binge.\Man, though, I really wouldn't want the world to end tomorrow! response:	What about all those desserts, though?
context: If you're cute, you can do whatever, you'll still be cute!\Guess you don't understand where I'm coming from, though, Sengoku-kun.\Sorry to interrupt! Can I borrow you?\Thanks for lending these to me! I read'em all.\You didn't have to rush through them.\I didn't! They were so good, I ended up on a reading binge.\Man, though, I really wouldn't want the world to end tomorrow!\What about all those desserts, though? response:	The end of the world is no time for desserts!
context: Guess you don't understand where I'm coming from, though, Sengoku-kun.\Sorry to interrupt! Can I borrow you?\Thanks for lending these to me! I read'em all.\You didn't have to rush through them.\I didn't! They were so good, I ended up on a reading binge.\Man, though, I really wouldn't want the world to end tomorrow!\What about all those desserts, though?\The end of the world is no time for desserts! response:	Kamioka has a crush on you, Ayasaki-san.
context: Sorry to interrupt! Can I borrow you?\Thanks for lending these to me! I read'em all.\You didn't have to rush through them.\I didn't! They were so good, I ended up on a reading binge.\Man, though, I really wouldn't want the world to end tomorrow!\What about all those desserts, though?\The end of the world is no time for desserts!\Kamioka has a crush on you, Ayasaki-san. response:	Mmkay.
context: Thanks for lending these to me! I read'em all.\You didn't have to rush through them.\I didn't! They were so good, I ended up on a reading binge.\Man, though, I really wouldn't want the world to end tomorrow!\What about all those desserts, though?\The end of the world is no time for desserts!\Kamioka has a crush on you, Ayasaki-san.\Mmkay. response:	Hey, can I go over to your place again today, Sengoku-kun?
context: You didn't have to rush through them.\I didn't! They were so good, I ended up on a reading binge.\Man, though, I really wouldn't want the world to end tomorrow!\What about all those desserts, though?\The end of the world is no time for desserts!\Kamioka has a crush on you, Ayasaki-san.\Mmkay.\Hey, can I go over to your place again today, Sengoku-kun? response:	Sure.
context: I didn't! They were so good, I ended up on a reading binge.\Man, though, I really wouldn't want the world to end tomorrow!\What about all those desserts, though?\The end of the world is no time for desserts!\Kamioka has a crush on you, Ayasaki-san.\Mmkay.\Hey, can I go over to your place again today, Sengoku-kun?\Sure. response:	Just, I know you're used to talking to guys, Ayasaki-san,
context: Man, though, I really wouldn't want the world to end tomorrow!\What about all those desserts, though?\The end of the world is no time for desserts!\Kamioka has a crush on you, Ayasaki-san.\Mmkay.\Hey, can I go over to your place again today, Sengoku-kun?\Sure.\Just, I know you're used to talking to guys, Ayasaki-san, response:	but I might get the wrong idea about your intentions.
context: What about all those desserts, though?\The end of the world is no time for desserts!\Kamioka has a crush on you, Ayasaki-san.\Mmkay.\Hey, can I go over to your place again today, Sengoku-kun?\Sure.\Just, I know you're used to talking to guys, Ayasaki-san,\but I might get the wrong idea about your intentions. response:	You'll like this series, Ayasaki-san. It's long, but totally worth the read.
context: The end of the world is no time for desserts!\Kamioka has a crush on you, Ayasaki-san.\Mmkay.\Hey, can I go over to your place again today, Sengoku-kun?\Sure.\Just, I know you're used to talking to guys, Ayasaki-san,\but I might get the wrong idea about your intentions.\You'll like this series, Ayasaki-san. It's long, but totally worth the read. response:	Can't wait to read it, then.
context: Kamioka has a crush on you, Ayasaki-san.\Mmkay.\Hey, can I go over to your place again today, Sengoku-kun?\Sure.\Just, I know you're used to talking to guys, Ayasaki-san,\but I might get the wrong idea about your intentions.\You'll like this series, Ayasaki-san. It's long, but totally worth the read.\Can't wait to read it, then. response:	Hey, Sengoku-kun?
context: Mmkay.\Hey, can I go over to your place again today, Sengoku-kun?\Sure.\Just, I know you're used to talking to guys, Ayasaki-san,\but I might get the wrong idea about your intentions.\You'll like this series, Ayasaki-san. It's long, but totally worth the read.\Can't wait to read it, then.\Hey, Sengoku-kun? response:	So, Sengoku-kun, I, uh...
context: Hey, can I go over to your place again today, Sengoku-kun?\Sure.\Just, I know you're used to talking to guys, Ayasaki-san,\but I might get the wrong idea about your intentions.\You'll like this series, Ayasaki-san. It's long, but totally worth the read.\Can't wait to read it, then.\Hey, Sengoku-kun?\So, Sengoku-kun, I, uh... response:	What is it?
context: Sure.\Just, I know you're used to talking to guys, Ayasaki-san,\but I might get the wrong idea about your intentions.\You'll like this series, Ayasaki-san. It's long, but totally worth the read.\Can't wait to read it, then.\Hey, Sengoku-kun?\So, Sengoku-kun, I, uh...\What is it? response:	Nothing, just, uh, what if-
context: Just, I know you're used to talking to guys, Ayasaki-san,\but I might get the wrong idea about your intentions.\You'll like this series, Ayasaki-san. It's long, but totally worth the read.\Can't wait to read it, then.\Hey, Sengoku-kun?\So, Sengoku-kun, I, uh...\What is it?\Nothing, just, uh, what if- response:	What if the world was gonna end tomorrow? What would you do?
context: but I might get the wrong idea about your intentions.\You'll like this series, Ayasaki-san. It's long, but totally worth the read.\Can't wait to read it, then.\Hey, Sengoku-kun?\So, Sengoku-kun, I, uh...\What is it?\Nothing, just, uh, what if-\What if the world was gonna end tomorrow? What would you do? response:	Huh? Oh, you mean like that book?
context: You'll like this series, Ayasaki-san. It's long, but totally worth the read.\Can't wait to read it, then.\Hey, Sengoku-kun?\So, Sengoku-kun, I, uh...\What is it?\Nothing, just, uh, what if-\What if the world was gonna end tomorrow? What would you do?\Huh? Oh, you mean like that book? response:	I mean, kind of, but... sure.
context: Can't wait to read it, then.\Hey, Sengoku-kun?\So, Sengoku-kun, I, uh...\What is it?\Nothing, just, uh, what if-\What if the world was gonna end tomorrow? What would you do?\Huh? Oh, you mean like that book?\I mean, kind of, but... sure. response:	I'd tell you I liked you.
context: Hey, Sengoku-kun?\So, Sengoku-kun, I, uh...\What is it?\Nothing, just, uh, what if-\What if the world was gonna end tomorrow? What would you do?\Huh? Oh, you mean like that book?\I mean, kind of, but... sure.\I'd tell you I liked you. response:	Then I'd turn to space dust.
context: So, Sengoku-kun, I, uh...\What is it?\Nothing, just, uh, what if-\What if the world was gonna end tomorrow? What would you do?\Huh? Oh, you mean like that book?\I mean, kind of, but... sure.\I'd tell you I liked you.\Then I'd turn to space dust. response:	The end.
context: What is it?\Nothing, just, uh, what if-\What if the world was gonna end tomorrow? What would you do?\Huh? Oh, you mean like that book?\I mean, kind of, but... sure.\I'd tell you I liked you.\Then I'd turn to space dust.\The end. response:	Was that a joke?
context: Nothing, just, uh, what if-\What if the world was gonna end tomorrow? What would you do?\Huh? Oh, you mean like that book?\I mean, kind of, but... sure.\I'd tell you I liked you.\Then I'd turn to space dust.\The end.\Was that a joke? response:	No.
context: What if the world was gonna end tomorrow? What would you do?\Huh? Oh, you mean like that book?\I mean, kind of, but... sure.\I'd tell you I liked you.\Then I'd turn to space dust.\The end.\Was that a joke?\No. response:	It wasn't.
context: Huh? Oh, you mean like that book?\I mean, kind of, but... sure.\I'd tell you I liked you.\Then I'd turn to space dust.\The end.\Was that a joke?\No.\It wasn't. response:	Never mind, just forget it!
context: I mean, kind of, but... sure.\I'd tell you I liked you.\Then I'd turn to space dust.\The end.\Was that a joke?\No.\It wasn't.\Never mind, just forget it! response:	Why're you so embarrassed?
context: I'd tell you I liked you.\Then I'd turn to space dust.\The end.\Was that a joke?\No.\It wasn't.\Never mind, just forget it!\Why're you so embarrassed? response:	I-I am not embarrassed!
context: Then I'd turn to space dust.\The end.\Was that a joke?\No.\It wasn't.\Never mind, just forget it!\Why're you so embarrassed?\I-I am not embarrassed! response:	C'mon, don't lie.
context: The end.\Was that a joke?\No.\It wasn't.\Never mind, just forget it!\Why're you so embarrassed?\I-I am not embarrassed!\C'mon, don't lie. response:	I'm not lying! I'm not embarrassed at all!
context: Was that a joke?\No.\It wasn't.\Never mind, just forget it!\Why're you so embarrassed?\I-I am not embarrassed!\C'mon, don't lie.\I'm not lying! I'm not embarrassed at all! response:	I know you are. Your face is all red!
context: No.\It wasn't.\Never mind, just forget it!\Why're you so embarrassed?\I-I am not embarrassed!\C'mon, don't lie.\I'm not lying! I'm not embarrassed at all!\I know you are. Your face is all red! response:	I'm glad.
context: It wasn't.\Never mind, just forget it!\Why're you so embarrassed?\I-I am not embarrassed!\C'mon, don't lie.\I'm not lying! I'm not embarrassed at all!\I know you are. Your face is all red!\I'm glad. response:	Yeah, sure.
context: Never mind, just forget it!\Why're you so embarrassed?\I-I am not embarrassed!\C'mon, don't lie.\I'm not lying! I'm not embarrassed at all!\I know you are. Your face is all red!\I'm glad.\Yeah, sure. response:	You know,
context: Why're you so embarrassed?\I-I am not embarrassed!\C'mon, don't lie.\I'm not lying! I'm not embarrassed at all!\I know you are. Your face is all red!\I'm glad.\Yeah, sure.\You know, response:	I like you, too, Sengoku-kun!
context: I-I am not embarrassed!\C'mon, don't lie.\I'm not lying! I'm not embarrassed at all!\I know you are. Your face is all red!\I'm glad.\Yeah, sure.\You know,\I like you, too, Sengoku-kun! response:	I like you, too, Remi.
context: C'mon, don't lie.\I'm not lying! I'm not embarrassed at all!\I know you are. Your face is all red!\I'm glad.\Yeah, sure.\You know,\I like you, too, Sengoku-kun!\I like you, too, Remi. response:	Through the Seasons With You
context: I'm not lying! I'm not embarrassed at all!\I know you are. Your face is all red!\I'm glad.\Yeah, sure.\You know,\I like you, too, Sengoku-kun!\I like you, too, Remi.\Through the Seasons With You response:	Through the Seasons With You
context: I know you are. Your face is all red!\I'm glad.\Yeah, sure.\You know,\I like you, too, Sengoku-kun!\I like you, too, Remi.\Through the Seasons With You\Through the Seasons With You response:	Here. Thanks for letting me borrow it.
context: I'm glad.\Yeah, sure.\You know,\I like you, too, Sengoku-kun!\I like you, too, Remi.\Through the Seasons With You\Through the Seasons With You\Here. Thanks for letting me borrow it. response:	Here. Thanks for letting me borrow it.
context: Yeah, sure.\You know,\I like you, too, Sengoku-kun!\I like you, too, Remi.\Through the Seasons With You\Through the Seasons With You\Here. Thanks for letting me borrow it.\Here. Thanks for letting me borrow it. response:	Huh? You finished it in just one day?!
context: You know,\I like you, too, Sengoku-kun!\I like you, too, Remi.\Through the Seasons With You\Through the Seasons With You\Here. Thanks for letting me borrow it.\Here. Thanks for letting me borrow it.\Huh? You finished it in just one day?! response:	I finished studying early, so I had some extra time.
context: I like you, too, Sengoku-kun!\I like you, too, Remi.\Through the Seasons With You\Through the Seasons With You\Here. Thanks for letting me borrow it.\Here. Thanks for letting me borrow it.\Huh? You finished it in just one day?!\I finished studying early, so I had some extra time. response:	Oh, cool. What'd you think of this bestselling tearjerker?
context: I like you, too, Remi.\Through the Seasons With You\Through the Seasons With You\Here. Thanks for letting me borrow it.\Here. Thanks for letting me borrow it.\Huh? You finished it in just one day?!\I finished studying early, so I had some extra time.\Oh, cool. What'd you think of this bestselling tearjerker? response:	It was okay.
context: Through the Seasons With You\Through the Seasons With You\Here. Thanks for letting me borrow it.\Here. Thanks for letting me borrow it.\Huh? You finished it in just one day?!\I finished studying early, so I had some extra time.\Oh, cool. What'd you think of this bestselling tearjerker?\It was okay. response:	He's lying.
context: Through the Seasons With You\Here. Thanks for letting me borrow it.\Here. Thanks for letting me borrow it.\Huh? You finished it in just one day?!\I finished studying early, so I had some extra time.\Oh, cool. What'd you think of this bestselling tearjerker?\It was okay.\He's lying. response:	He cried while reading it last night.
context: Here. Thanks for letting me borrow it.\Here. Thanks for letting me borrow it.\Huh? You finished it in just one day?!\I finished studying early, so I had some extra time.\Oh, cool. What'd you think of this bestselling tearjerker?\It was okay.\He's lying.\He cried while reading it last night. response:	When we met, he didn't get swept away by those around him. I loved him then.
context: Here. Thanks for letting me borrow it.\Huh? You finished it in just one day?!\I finished studying early, so I had some extra time.\Oh, cool. What'd you think of this bestselling tearjerker?\It was okay.\He's lying.\He cried while reading it last night.\When we met, he didn't get swept away by those around him. I loved him then. response:	And I love who he is now, too.
context: Huh? You finished it in just one day?!\I finished studying early, so I had some extra time.\Oh, cool. What'd you think of this bestselling tearjerker?\It was okay.\He's lying.\He cried while reading it last night.\When we met, he didn't get swept away by those around him. I loved him then.\And I love who he is now, too. response:	His weak points, the fact that he can't lie, how hard he tries-
context: I finished studying early, so I had some extra time.\Oh, cool. What'd you think of this bestselling tearjerker?\It was okay.\He's lying.\He cried while reading it last night.\When we met, he didn't get swept away by those around him. I loved him then.\And I love who he is now, too.\His weak points, the fact that he can't lie, how hard he tries- response:	I love all of him.
context: Oh, cool. What'd you think of this bestselling tearjerker?\It was okay.\He's lying.\He cried while reading it last night.\When we met, he didn't get swept away by those around him. I loved him then.\And I love who he is now, too.\His weak points, the fact that he can't lie, how hard he tries-\I love all of him. response:	So... why the sudden urge to give me a manicure?
context: It was okay.\He's lying.\He cried while reading it last night.\When we met, he didn't get swept away by those around him. I loved him then.\And I love who he is now, too.\His weak points, the fact that he can't lie, how hard he tries-\I love all of him.\So... why the sudden urge to give me a manicure? response:	Well, I was cleaning my room and found some unopened bottles.
context: He's lying.\He cried while reading it last night.\When we met, he didn't get swept away by those around him. I loved him then.\And I love who he is now, too.\His weak points, the fact that he can't lie, how hard he tries-\I love all of him.\So... why the sudden urge to give me a manicure?\Well, I was cleaning my room and found some unopened bottles. response:	I thought this color'd look good on you.
context: He cried while reading it last night.\When we met, he didn't get swept away by those around him. I loved him then.\And I love who he is now, too.\His weak points, the fact that he can't lie, how hard he tries-\I love all of him.\So... why the sudden urge to give me a manicure?\Well, I was cleaning my room and found some unopened bottles.\I thought this color'd look good on you. response:	Okay.
context: When we met, he didn't get swept away by those around him. I loved him then.\And I love who he is now, too.\His weak points, the fact that he can't lie, how hard he tries-\I love all of him.\So... why the sudden urge to give me a manicure?\Well, I was cleaning my room and found some unopened bottles.\I thought this color'd look good on you.\Okay. response:	O-Oh, no.
context: And I love who he is now, too.\His weak points, the fact that he can't lie, how hard he tries-\I love all of him.\So... why the sudden urge to give me a manicure?\Well, I was cleaning my room and found some unopened bottles.\I thought this color'd look good on you.\Okay.\O-Oh, no. response:	I shouldn't, but I want to.
context: His weak points, the fact that he can't lie, how hard he tries-\I love all of him.\So... why the sudden urge to give me a manicure?\Well, I was cleaning my room and found some unopened bottles.\I thought this color'd look good on you.\Okay.\O-Oh, no.\I shouldn't, but I want to. response:	She'd be so mad.
context: I love all of him.\So... why the sudden urge to give me a manicure?\Well, I was cleaning my room and found some unopened bottles.\I thought this color'd look good on you.\Okay.\O-Oh, no.\I shouldn't, but I want to.\She'd be so mad. response:	Miyamura, other foot!
context: So... why the sudden urge to give me a manicure?\Well, I was cleaning my room and found some unopened bottles.\I thought this color'd look good on you.\Okay.\O-Oh, no.\I shouldn't, but I want to.\She'd be so mad.\Miyamura, other foot! response:	But...
context: Well, I was cleaning my room and found some unopened bottles.\I thought this color'd look good on you.\Okay.\O-Oh, no.\I shouldn't, but I want to.\She'd be so mad.\Miyamura, other foot!\But... response:	Miyamura?
context: I thought this color'd look good on you.\Okay.\O-Oh, no.\I shouldn't, but I want to.\She'd be so mad.\Miyamura, other foot!\But...\Miyamura? response:	Gimme your other foot, c'mon-
context: Okay.\O-Oh, no.\I shouldn't, but I want to.\She'd be so mad.\Miyamura, other foot!\But...\Miyamura?\Gimme your other foot, c'mon- response:	PLOP
context: O-Oh, no.\I shouldn't, but I want to.\She'd be so mad.\Miyamura, other foot!\But...\Miyamura?\Gimme your other foot, c'mon-\PLOP response:	I thought if I stepped on you...
context: I shouldn't, but I want to.\She'd be so mad.\Miyamura, other foot!\But...\Miyamura?\Gimme your other foot, c'mon-\PLOP\I thought if I stepped on you... response:	I'd get enough EXP to level up.
context: She'd be so mad.\Miyamura, other foot!\But...\Miyamura?\Gimme your other foot, c'mon-\PLOP\I thought if I stepped on you...\I'd get enough EXP to level up. response:	What?
context: Miyamura, other foot!\But...\Miyamura?\Gimme your other foot, c'mon-\PLOP\I thought if I stepped on you...\I'd get enough EXP to level up.\What? response:	I'm kidding! I'm so sorry!
context: But...\Miyamura?\Gimme your other foot, c'mon-\PLOP\I thought if I stepped on you...\I'd get enough EXP to level up.\What?\I'm kidding! I'm so sorry! response:	You're always messing with me, so I figured I'd try messing with you today!
context: Miyamura?\Gimme your other foot, c'mon-\PLOP\I thought if I stepped on you...\I'd get enough EXP to level up.\What?\I'm kidding! I'm so sorry!\You're always messing with me, so I figured I'd try messing with you today! response:	I'm sorry! I'm really sorry!
context: Gimme your other foot, c'mon-\PLOP\I thought if I stepped on you...\I'd get enough EXP to level up.\What?\I'm kidding! I'm so sorry!\You're always messing with me, so I figured I'd try messing with you today!\I'm sorry! I'm really sorry! response:	It's okay, I'm not, like, mad. I'm just kind of surprised.
context: PLOP\I thought if I stepped on you...\I'd get enough EXP to level up.\What?\I'm kidding! I'm so sorry!\You're always messing with me, so I figured I'd try messing with you today!\I'm sorry! I'm really sorry!\It's okay, I'm not, like, mad. I'm just kind of surprised. response:	Plus, like, you're always going off on Shindo-kun and Sawada-san,
context: I thought if I stepped on you...\I'd get enough EXP to level up.\What?\I'm kidding! I'm so sorry!\You're always messing with me, so I figured I'd try messing with you today!\I'm sorry! I'm really sorry!\It's okay, I'm not, like, mad. I'm just kind of surprised.\Plus, like, you're always going off on Shindo-kun and Sawada-san, response:	but when you're with me, you're so calm and well-mannered,
context: I'd get enough EXP to level up.\What?\I'm kidding! I'm so sorry!\You're always messing with me, so I figured I'd try messing with you today!\I'm sorry! I'm really sorry!\It's okay, I'm not, like, mad. I'm just kind of surprised.\Plus, like, you're always going off on Shindo-kun and Sawada-san,\but when you're with me, you're so calm and well-mannered, response:	so are you, like, faking it for me? Is this not you?
context: What?\I'm kidding! I'm so sorry!\You're always messing with me, so I figured I'd try messing with you today!\I'm sorry! I'm really sorry!\It's okay, I'm not, like, mad. I'm just kind of surprised.\Plus, like, you're always going off on Shindo-kun and Sawada-san,\but when you're with me, you're so calm and well-mannered,\so are you, like, faking it for me? Is this not you? response:	No, this is the real me, I promise.
context: I'm kidding! I'm so sorry!\You're always messing with me, so I figured I'd try messing with you today!\I'm sorry! I'm really sorry!\It's okay, I'm not, like, mad. I'm just kind of surprised.\Plus, like, you're always going off on Shindo-kun and Sawada-san,\but when you're with me, you're so calm and well-mannered,\so are you, like, faking it for me? Is this not you?\No, this is the real me, I promise. response:	Oh.
context: You're always messing with me, so I figured I'd try messing with you today!\I'm sorry! I'm really sorry!\It's okay, I'm not, like, mad. I'm just kind of surprised.\Plus, like, you're always going off on Shindo-kun and Sawada-san,\but when you're with me, you're so calm and well-mannered,\so are you, like, faking it for me? Is this not you?\No, this is the real me, I promise.\Oh. response:	I mean, would you rather I yelled at you and hit you instead?
context: I'm sorry! I'm really sorry!\It's okay, I'm not, like, mad. I'm just kind of surprised.\Plus, like, you're always going off on Shindo-kun and Sawada-san,\but when you're with me, you're so calm and well-mannered,\so are you, like, faking it for me? Is this not you?\No, this is the real me, I promise.\Oh.\I mean, would you rather I yelled at you and hit you instead? response:	No, definitely-
context: It's okay, I'm not, like, mad. I'm just kind of surprised.\Plus, like, you're always going off on Shindo-kun and Sawada-san,\but when you're with me, you're so calm and well-mannered,\so are you, like, faking it for me? Is this not you?\No, this is the real me, I promise.\Oh.\I mean, would you rather I yelled at you and hit you instead?\No, definitely- response:	Goddamn. C'mon, Kyoko!
context: Plus, like, you're always going off on Shindo-kun and Sawada-san,\but when you're with me, you're so calm and well-mannered,\so are you, like, faking it for me? Is this not you?\No, this is the real me, I promise.\Oh.\I mean, would you rather I yelled at you and hit you instead?\No, definitely-\Goddamn. C'mon, Kyoko! response:	Who the hell d'ya think you're talking to, bitch?!
context: but when you're with me, you're so calm and well-mannered,\so are you, like, faking it for me? Is this not you?\No, this is the real me, I promise.\Oh.\I mean, would you rather I yelled at you and hit you instead?\No, definitely-\Goddamn. C'mon, Kyoko!\Who the hell d'ya think you're talking to, bitch?! response:	Actually, that's kind of hot.
context: so are you, like, faking it for me? Is this not you?\No, this is the real me, I promise.\Oh.\I mean, would you rather I yelled at you and hit you instead?\No, definitely-\Goddamn. C'mon, Kyoko!\Who the hell d'ya think you're talking to, bitch?!\Actually, that's kind of hot. response:	What?!
context: No, this is the real me, I promise.\Oh.\I mean, would you rather I yelled at you and hit you instead?\No, definitely-\Goddamn. C'mon, Kyoko!\Who the hell d'ya think you're talking to, bitch?!\Actually, that's kind of hot.\What?! response:	Mornin', Miyamura.
context: Oh.\I mean, would you rather I yelled at you and hit you instead?\No, definitely-\Goddamn. C'mon, Kyoko!\Who the hell d'ya think you're talking to, bitch?!\Actually, that's kind of hot.\What?!\Mornin', Miyamura. response:	Hey. How's it hangin', Ishikawa?
context: I mean, would you rather I yelled at you and hit you instead?\No, definitely-\Goddamn. C'mon, Kyoko!\Who the hell d'ya think you're talking to, bitch?!\Actually, that's kind of hot.\What?!\Mornin', Miyamura.\Hey. How's it hangin', Ishikawa? response:	Fine.
context: No, definitely-\Goddamn. C'mon, Kyoko!\Who the hell d'ya think you're talking to, bitch?!\Actually, that's kind of hot.\What?!\Mornin', Miyamura.\Hey. How's it hangin', Ishikawa?\Fine. response:	Damn, dude,
context: Goddamn. C'mon, Kyoko!\Who the hell d'ya think you're talking to, bitch?!\Actually, that's kind of hot.\What?!\Mornin', Miyamura.\Hey. How's it hangin', Ishikawa?\Fine.\Damn, dude, response:	you still listening to this, Iura? I mean, it's all bangers, but damn.
context: Who the hell d'ya think you're talking to, bitch?!\Actually, that's kind of hot.\What?!\Mornin', Miyamura.\Hey. How's it hangin', Ishikawa?\Fine.\Damn, dude,\you still listening to this, Iura? I mean, it's all bangers, but damn. response:	-Dude.
context: Actually, that's kind of hot.\What?!\Mornin', Miyamura.\Hey. How's it hangin', Ishikawa?\Fine.\Damn, dude,\you still listening to this, Iura? I mean, it's all bangers, but damn.\-Dude. response:	-I have no idea, man! -Dude.
context: What?!\Mornin', Miyamura.\Hey. How's it hangin', Ishikawa?\Fine.\Damn, dude,\you still listening to this, Iura? I mean, it's all bangers, but damn.\-Dude.\-I have no idea, man! -Dude. response:	-I have no idea, man!
context: Mornin', Miyamura.\Hey. How's it hangin', Ishikawa?\Fine.\Damn, dude,\you still listening to this, Iura? I mean, it's all bangers, but damn.\-Dude.\-I have no idea, man! -Dude.\-I have no idea, man! response:	Oh, Miyamura-kun. Could I please borrow your Math B textbook?
context: Hey. How's it hangin', Ishikawa?\Fine.\Damn, dude,\you still listening to this, Iura? I mean, it's all bangers, but damn.\-Dude.\-I have no idea, man! -Dude.\-I have no idea, man!\Oh, Miyamura-kun. Could I please borrow your Math B textbook? response:	Man, seriously, Prez? You forgot yours? Get your shit together, man!
context: Fine.\Damn, dude,\you still listening to this, Iura? I mean, it's all bangers, but damn.\-Dude.\-I have no idea, man! -Dude.\-I have no idea, man!\Oh, Miyamura-kun. Could I please borrow your Math B textbook?\Man, seriously, Prez? You forgot yours? Get your shit together, man! response:	Ishikawa-kun!
context: Damn, dude,\you still listening to this, Iura? I mean, it's all bangers, but damn.\-Dude.\-I have no idea, man! -Dude.\-I have no idea, man!\Oh, Miyamura-kun. Could I please borrow your Math B textbook?\Man, seriously, Prez? You forgot yours? Get your shit together, man!\Ishikawa-kun! response:	Don't look at me! I got no clue what's going on!
context: you still listening to this, Iura? I mean, it's all bangers, but damn.\-Dude.\-I have no idea, man! -Dude.\-I have no idea, man!\Oh, Miyamura-kun. Could I please borrow your Math B textbook?\Man, seriously, Prez? You forgot yours? Get your shit together, man!\Ishikawa-kun!\Don't look at me! I got no clue what's going on! response:	What's up with you today, Miyamura?
context: -Dude.\-I have no idea, man! -Dude.\-I have no idea, man!\Oh, Miyamura-kun. Could I please borrow your Math B textbook?\Man, seriously, Prez? You forgot yours? Get your shit together, man!\Ishikawa-kun!\Don't look at me! I got no clue what's going on!\What's up with you today, Miyamura? response:	Gloom
context: -I have no idea, man! -Dude.\-I have no idea, man!\Oh, Miyamura-kun. Could I please borrow your Math B textbook?\Man, seriously, Prez? You forgot yours? Get your shit together, man!\Ishikawa-kun!\Don't look at me! I got no clue what's going on!\What's up with you today, Miyamura?\Gloom response:	What's up with you today, Miyamura?
