context: Doctor! Big news! response:	What?! Yamamoto Yumi-san?!
context: Every little sound matters.\We all understand how important sound is.\and allow us this secret rendezvous\Top-class readers are used for the Master and Queen qualifiers,\The hazy early morning light comes not from the moon\and I'm playing against the previous Queen!\This is fun!\She got it! response:	Nice!
context: We all understand how important sound is.\and allow us this secret rendezvous\Top-class readers are used for the Master and Queen qualifiers,\The hazy early morning light comes not from the moon\and I'm playing against the previous Queen!\This is fun!\She got it!\Nice! response:	Stay on the attack!
context: and allow us this secret rendezvous\Top-class readers are used for the Master and Queen qualifiers,\The hazy early morning light comes not from the moon\and I'm playing against the previous Queen!\This is fun!\She got it!\Nice!\Stay on the attack! response:	My fear is not...
context: Top-class readers are used for the Master and Queen qualifiers,\The hazy early morning light comes not from the moon\and I'm playing against the previous Queen!\This is fun!\She got it!\Nice!\Stay on the attack!\My fear is not... response:	Attack!
context: The hazy early morning light comes not from the moon\and I'm playing against the previous Queen!\This is fun!\She got it!\Nice!\Stay on the attack!\My fear is not...\Attack! response:	After I determined...
context: and I'm playing against the previous Queen!\This is fun!\She got it!\Nice!\Stay on the attack!\My fear is not...\Attack!\After I determined... response:	Attack!
context: This is fun!\She got it!\Nice!\Stay on the attack!\My fear is not...\Attack!\After I determined...\Attack! response:	Three in a row!
context: She got it!\Nice!\Stay on the attack!\My fear is not...\Attack!\After I determined...\Attack!\Three in a row! response:	She even managed to win a three-syllable card!
context: Nice!\Stay on the attack!\My fear is not...\Attack!\After I determined...\Attack!\Three in a row!\She even managed to win a three-syllable card! response:	She hasn't committed any faults today.
context: Stay on the attack!\My fear is not...\Attack!\After I determined...\Attack!\Three in a row!\She even managed to win a three-syllable card!\She hasn't committed any faults today. response:	She's on a roll!
context: My fear is not...\Attack!\After I determined...\Attack!\Three in a row!\She even managed to win a three-syllable card!\She hasn't committed any faults today.\She's on a roll! response:	Huh?
context: Attack!\After I determined...\Attack!\Three in a row!\She even managed to win a three-syllable card!\She hasn't committed any faults today.\She's on a roll!\Huh? response:	You're still in good shape, Yumin!
context: After I determined...\Attack!\Three in a row!\She even managed to win a three-syllable card!\She hasn't committed any faults today.\She's on a roll!\Huh?\You're still in good shape, Yumin! response:	You can win!
context: Attack!\Three in a row!\She even managed to win a three-syllable card!\She hasn't committed any faults today.\She's on a roll!\Huh?\You're still in good shape, Yumin!\You can win! response:	It's time to get stubborn!
context: Three in a row!\She even managed to win a three-syllable card!\She hasn't committed any faults today.\She's on a roll!\Huh?\You're still in good shape, Yumin!\You can win!\It's time to get stubborn! response:	This girl is in high school, much like the Queen.
context: She even managed to win a three-syllable card!\She hasn't committed any faults today.\She's on a roll!\Huh?\You're still in good shape, Yumin!\You can win!\It's time to get stubborn!\This girl is in high school, much like the Queen. response:	Young, beautiful, and talented at karuta.
context: She hasn't committed any faults today.\She's on a roll!\Huh?\You're still in good shape, Yumin!\You can win!\It's time to get stubborn!\This girl is in high school, much like the Queen.\Young, beautiful, and talented at karuta. response:	God is so unfair.
context: She's on a roll!\Huh?\You're still in good shape, Yumin!\You can win!\It's time to get stubborn!\This girl is in high school, much like the Queen.\Young, beautiful, and talented at karuta.\God is so unfair. response:	All I have is karuta.
context: Huh?\You're still in good shape, Yumin!\You can win!\It's time to get stubborn!\This girl is in high school, much like the Queen.\Young, beautiful, and talented at karuta.\God is so unfair.\All I have is karuta. response:	Karuta has been my life since I was a child.
context: You're still in good shape, Yumin!\You can win!\It's time to get stubborn!\This girl is in high school, much like the Queen.\Young, beautiful, and talented at karuta.\God is so unfair.\All I have is karuta.\Karuta has been my life since I was a child. response:	And yet...
context: You can win!\It's time to get stubborn!\This girl is in high school, much like the Queen.\Young, beautiful, and talented at karuta.\God is so unfair.\All I have is karuta.\Karuta has been my life since I was a child.\And yet... response:	After working ten years to earn the title of Queen,
context: It's time to get stubborn!\This girl is in high school, much like the Queen.\Young, beautiful, and talented at karuta.\God is so unfair.\All I have is karuta.\Karuta has been my life since I was a child.\And yet...\After working ten years to earn the title of Queen, response:	I lost that title to Wakamiya Shinobu a year later.
context: This girl is in high school, much like the Queen.\Young, beautiful, and talented at karuta.\God is so unfair.\All I have is karuta.\Karuta has been my life since I was a child.\And yet...\After working ten years to earn the title of Queen,\I lost that title to Wakamiya Shinobu a year later. response:	A fifteen-year-old was able to prevent me from playing my karuta.
context: Young, beautiful, and talented at karuta.\God is so unfair.\All I have is karuta.\Karuta has been my life since I was a child.\And yet...\After working ten years to earn the title of Queen,\I lost that title to Wakamiya Shinobu a year later.\A fifteen-year-old was able to prevent me from playing my karuta. response:	She's probably forgotten about me already.
context: God is so unfair.\All I have is karuta.\Karuta has been my life since I was a child.\And yet...\After working ten years to earn the title of Queen,\I lost that title to Wakamiya Shinobu a year later.\A fifteen-year-old was able to prevent me from playing my karuta.\She's probably forgotten about me already. response:	That's how strong she was.
context: All I have is karuta.\Karuta has been my life since I was a child.\And yet...\After working ten years to earn the title of Queen,\I lost that title to Wakamiya Shinobu a year later.\A fifteen-year-old was able to prevent me from playing my karuta.\She's probably forgotten about me already.\That's how strong she was. response:	If I win here, I still have to face her in the end...
context: Karuta has been my life since I was a child.\And yet...\After working ten years to earn the title of Queen,\I lost that title to Wakamiya Shinobu a year later.\A fifteen-year-old was able to prevent me from playing my karuta.\She's probably forgotten about me already.\That's how strong she was.\If I win here, I still have to face her in the end... response:	I can't win...
context: And yet...\After working ten years to earn the title of Queen,\I lost that title to Wakamiya Shinobu a year later.\A fifteen-year-old was able to prevent me from playing my karuta.\She's probably forgotten about me already.\That's how strong she was.\If I win here, I still have to face her in the end...\I can't win... response:	It's so hot... I'm dying...
context: After working ten years to earn the title of Queen,\I lost that title to Wakamiya Shinobu a year later.\A fifteen-year-old was able to prevent me from playing my karuta.\She's probably forgotten about me already.\That's how strong she was.\If I win here, I still have to face her in the end...\I can't win...\It's so hot... I'm dying... response:	Hey, look at the condensation.
context: I lost that title to Wakamiya Shinobu a year later.\A fifteen-year-old was able to prevent me from playing my karuta.\She's probably forgotten about me already.\That's how strong she was.\If I win here, I still have to face her in the end...\I can't win...\It's so hot... I'm dying...\Hey, look at the condensation. response:	How hot is it inside?
context: A fifteen-year-old was able to prevent me from playing my karuta.\She's probably forgotten about me already.\That's how strong she was.\If I win here, I still have to face her in the end...\I can't win...\It's so hot... I'm dying...\Hey, look at the condensation.\How hot is it inside? response:	Why does the window have to fog up?!
context: She's probably forgotten about me already.\That's how strong she was.\If I win here, I still have to face her in the end...\I can't win...\It's so hot... I'm dying...\Hey, look at the condensation.\How hot is it inside?\Why does the window have to fog up?! response:	Yumin won't be able to see us!
context: That's how strong she was.\If I win here, I still have to face her in the end...\I can't win...\It's so hot... I'm dying...\Hey, look at the condensation.\How hot is it inside?\Why does the window have to fog up?!\Yumin won't be able to see us! response:	You can still stage a comeback, Yumin!
context: If I win here, I still have to face her in the end...\I can't win...\It's so hot... I'm dying...\Hey, look at the condensation.\How hot is it inside?\Why does the window have to fog up?!\Yumin won't be able to see us!\You can still stage a comeback, Yumin! response:	You can win!
context: I can't win...\It's so hot... I'm dying...\Hey, look at the condensation.\How hot is it inside?\Why does the window have to fog up?!\Yumin won't be able to see us!\You can still stage a comeback, Yumin!\You can win! response:	is that I have no way to tell you in person
context: It's so hot... I'm dying...\Hey, look at the condensation.\How hot is it inside?\Why does the window have to fog up?!\Yumin won't be able to see us!\You can still stage a comeback, Yumin!\You can win!\is that I have no way to tell you in person response:	While I sigh and lament how the one I love does not feel the same,
context: Hey, look at the condensation.\How hot is it inside?\Why does the window have to fog up?!\Yumin won't be able to see us!\You can still stage a comeback, Yumin!\You can win!\is that I have no way to tell you in person\While I sigh and lament how the one I love does not feel the same, response:	Four in a row for Ayase!
context: How hot is it inside?\Why does the window have to fog up?!\Yumin won't be able to see us!\You can still stage a comeback, Yumin!\You can win!\is that I have no way to tell you in person\While I sigh and lament how the one I love does not feel the same,\Four in a row for Ayase! response:	You were so close, Yumin!
context: Why does the window have to fog up?!\Yumin won't be able to see us!\You can still stage a comeback, Yumin!\You can win!\is that I have no way to tell you in person\While I sigh and lament how the one I love does not feel the same,\Four in a row for Ayase!\You were so close, Yumin! response:	Huh?
context: Yumin won't be able to see us!\You can still stage a comeback, Yumin!\You can win!\is that I have no way to tell you in person\While I sigh and lament how the one I love does not feel the same,\Four in a row for Ayase!\You were so close, Yumin!\Huh? response:	Why did she smile?
context: You can still stage a comeback, Yumin!\You can win!\is that I have no way to tell you in person\While I sigh and lament how the one I love does not feel the same,\Four in a row for Ayase!\You were so close, Yumin!\Huh?\Why did she smile? response:	She's played karuta all her life,
context: You can win!\is that I have no way to tell you in person\While I sigh and lament how the one I love does not feel the same,\Four in a row for Ayase!\You were so close, Yumin!\Huh?\Why did she smile?\She's played karuta all her life, response:	yet she's leaning back.
context: is that I have no way to tell you in person\While I sigh and lament how the one I love does not feel the same,\Four in a row for Ayase!\You were so close, Yumin!\Huh?\Why did she smile?\She's played karuta all her life,\yet she's leaning back. response:	She isn't following through on her swing.
context: While I sigh and lament how the one I love does not feel the same,\Four in a row for Ayase!\You were so close, Yumin!\Huh?\Why did she smile?\She's played karuta all her life,\yet she's leaning back.\She isn't following through on her swing. response:	The previous Queen...
context: Four in a row for Ayase!\You were so close, Yumin!\Huh?\Why did she smile?\She's played karuta all her life,\yet she's leaning back.\She isn't following through on her swing.\The previous Queen... response:	Someone who achieved her dream...
context: You were so close, Yumin!\Huh?\Why did she smile?\She's played karuta all her life,\yet she's leaning back.\She isn't following through on her swing.\The previous Queen...\Someone who achieved her dream... response:	What's wrong with Yumin?
context: Huh?\Why did she smile?\She's played karuta all her life,\yet she's leaning back.\She isn't following through on her swing.\The previous Queen...\Someone who achieved her dream...\What's wrong with Yumin? response:	Will she be okay?
context: Why did she smile?\She's played karuta all her life,\yet she's leaning back.\She isn't following through on her swing.\The previous Queen...\Someone who achieved her dream...\What's wrong with Yumin?\Will she be okay? response:	Of course she will!
context: She's played karuta all her life,\yet she's leaning back.\She isn't following through on her swing.\The previous Queen...\Someone who achieved her dream...\What's wrong with Yumin?\Will she be okay?\Of course she will! response:	Yumin's tenacity is about to kick in!
context: yet she's leaning back.\She isn't following through on her swing.\The previous Queen...\Someone who achieved her dream...\What's wrong with Yumin?\Will she be okay?\Of course she will!\Yumin's tenacity is about to kick in! response:	It was an unfortunate ending.
context: She isn't following through on her swing.\The previous Queen...\Someone who achieved her dream...\What's wrong with Yumin?\Will she be okay?\Of course she will!\Yumin's tenacity is about to kick in!\It was an unfortunate ending. response:	You haven't been practicing as much because you have a job now.
context: The previous Queen...\Someone who achieved her dream...\What's wrong with Yumin?\Will she be okay?\Of course she will!\Yumin's tenacity is about to kick in!\It was an unfortunate ending.\You haven't been practicing as much because you have a job now. response:	Yumin, you can avenge yourself against Wakamiya next year.
context: Someone who achieved her dream...\What's wrong with Yumin?\Will she be okay?\Of course she will!\Yumin's tenacity is about to kick in!\It was an unfortunate ending.\You haven't been practicing as much because you have a job now.\Yumin, you can avenge yourself against Wakamiya next year. response:	Eighth place in the national tournament?
context: What's wrong with Yumin?\Will she be okay?\Of course she will!\Yumin's tenacity is about to kick in!\It was an unfortunate ending.\You haven't been practicing as much because you have a job now.\Yumin, you can avenge yourself against Wakamiya next year.\Eighth place in the national tournament? response:	That's a pity.
context: Will she be okay?\Of course she will!\Yumin's tenacity is about to kick in!\It was an unfortunate ending.\You haven't been practicing as much because you have a job now.\Yumin, you can avenge yourself against Wakamiya next year.\Eighth place in the national tournament?\That's a pity. response:	I know you could have placed higher.
context: Of course she will!\Yumin's tenacity is about to kick in!\It was an unfortunate ending.\You haven't been practicing as much because you have a job now.\Yumin, you can avenge yourself against Wakamiya next year.\Eighth place in the national tournament?\That's a pity.\I know you could have placed higher. response:	What's wrong, Yumin?
context: Yumin's tenacity is about to kick in!\It was an unfortunate ending.\You haven't been practicing as much because you have a job now.\Yumin, you can avenge yourself against Wakamiya next year.\Eighth place in the national tournament?\That's a pity.\I know you could have placed higher.\What's wrong, Yumin? response:	You lost in the second round of the Kanezawa tournament?
context: It was an unfortunate ending.\You haven't been practicing as much because you have a job now.\Yumin, you can avenge yourself against Wakamiya next year.\Eighth place in the national tournament?\That's a pity.\I know you could have placed higher.\What's wrong, Yumin?\You lost in the second round of the Kanezawa tournament? response:	Yumin, it just wasn't your day!
context: You haven't been practicing as much because you have a job now.\Yumin, you can avenge yourself against Wakamiya next year.\Eighth place in the national tournament?\That's a pity.\I know you could have placed higher.\What's wrong, Yumin?\You lost in the second round of the Kanezawa tournament?\Yumin, it just wasn't your day! response:	Don't worry.
context: Yumin, you can avenge yourself against Wakamiya next year.\Eighth place in the national tournament?\That's a pity.\I know you could have placed higher.\What's wrong, Yumin?\You lost in the second round of the Kanezawa tournament?\Yumin, it just wasn't your day!\Don't worry. response:	In terms of skill, you're number one!
context: Eighth place in the national tournament?\That's a pity.\I know you could have placed higher.\What's wrong, Yumin?\You lost in the second round of the Kanezawa tournament?\Yumin, it just wasn't your day!\Don't worry.\In terms of skill, you're number one! response:	Yes, I'll try my best.
context: That's a pity.\I know you could have placed higher.\What's wrong, Yumin?\You lost in the second round of the Kanezawa tournament?\Yumin, it just wasn't your day!\Don't worry.\In terms of skill, you're number one!\Yes, I'll try my best. response:	She's tired.
context: I know you could have placed higher.\What's wrong, Yumin?\You lost in the second round of the Kanezawa tournament?\Yumin, it just wasn't your day!\Don't worry.\In terms of skill, you're number one!\Yes, I'll try my best.\She's tired. response:	Not tired of losing.
context: What's wrong, Yumin?\You lost in the second round of the Kanezawa tournament?\Yumin, it just wasn't your day!\Don't worry.\In terms of skill, you're number one!\Yes, I'll try my best.\She's tired.\Not tired of losing. response:	She's tired of failing to meet expectations.
context: You lost in the second round of the Kanezawa tournament?\Yumin, it just wasn't your day!\Don't worry.\In terms of skill, you're number one!\Yes, I'll try my best.\She's tired.\Not tired of losing.\She's tired of failing to meet expectations. response:	It's so hot in this room,
context: Yumin, it just wasn't your day!\Don't worry.\In terms of skill, you're number one!\Yes, I'll try my best.\She's tired.\Not tired of losing.\She's tired of failing to meet expectations.\It's so hot in this room, response:	but her soul is growing colder.
context: Don't worry.\In terms of skill, you're number one!\Yes, I'll try my best.\She's tired.\Not tired of losing.\She's tired of failing to meet expectations.\It's so hot in this room,\but her soul is growing colder. response:	Chihaya-chan, you've learned when to give yourself the go sign.
context: In terms of skill, you're number one!\Yes, I'll try my best.\She's tired.\Not tired of losing.\She's tired of failing to meet expectations.\It's so hot in this room,\but her soul is growing colder.\Chihaya-chan, you've learned when to give yourself the go sign. response:	Dr. Harada...
context: Yes, I'll try my best.\She's tired.\Not tired of losing.\She's tired of failing to meet expectations.\It's so hot in this room,\but her soul is growing colder.\Chihaya-chan, you've learned when to give yourself the go sign.\Dr. Harada... response:	I won't let a person who's given up take a single card off me!
context: She's tired.\Not tired of losing.\She's tired of failing to meet expectations.\It's so hot in this room,\but her soul is growing colder.\Chihaya-chan, you've learned when to give yourself the go sign.\Dr. Harada...\I won't let a person who's given up take a single card off me! response:	The condensation's so bad that we can't see inside.
context: Not tired of losing.\She's tired of failing to meet expectations.\It's so hot in this room,\but her soul is growing colder.\Chihaya-chan, you've learned when to give yourself the go sign.\Dr. Harada...\I won't let a person who's given up take a single card off me!\The condensation's so bad that we can't see inside. response:	It must be really hot in there.
context: She's tired of failing to meet expectations.\It's so hot in this room,\but her soul is growing colder.\Chihaya-chan, you've learned when to give yourself the go sign.\Dr. Harada...\I won't let a person who's given up take a single card off me!\The condensation's so bad that we can't see inside.\It must be really hot in there. response:	I wonder if Chihaya-chan is okay.
context: It's so hot in this room,\but her soul is growing colder.\Chihaya-chan, you've learned when to give yourself the go sign.\Dr. Harada...\I won't let a person who's given up take a single card off me!\The condensation's so bad that we can't see inside.\It must be really hot in there.\I wonder if Chihaya-chan is okay. response:	Hang in there, Chihaya!
context: but her soul is growing colder.\Chihaya-chan, you've learned when to give yourself the go sign.\Dr. Harada...\I won't let a person who's given up take a single card off me!\The condensation's so bad that we can't see inside.\It must be really hot in there.\I wonder if Chihaya-chan is okay.\Hang in there, Chihaya! response:	Yumin...
context: Chihaya-chan, you've learned when to give yourself the go sign.\Dr. Harada...\I won't let a person who's given up take a single card off me!\The condensation's so bad that we can't see inside.\It must be really hot in there.\I wonder if Chihaya-chan is okay.\Hang in there, Chihaya!\Yumin... response:	I can't see anything!
context: Dr. Harada...\I won't let a person who's given up take a single card off me!\The condensation's so bad that we can't see inside.\It must be really hot in there.\I wonder if Chihaya-chan is okay.\Hang in there, Chihaya!\Yumin...\I can't see anything! response:	The window's so fogged up that I can't see a thing!
context: I won't let a person who's given up take a single card off me!\The condensation's so bad that we can't see inside.\It must be really hot in there.\I wonder if Chihaya-chan is okay.\Hang in there, Chihaya!\Yumin...\I can't see anything!\The window's so fogged up that I can't see a thing! response:	Coach Kitano, you have to stay quiet!
context: The condensation's so bad that we can't see inside.\It must be really hot in there.\I wonder if Chihaya-chan is okay.\Hang in there, Chihaya!\Yumin...\I can't see anything!\The window's so fogged up that I can't see a thing!\Coach Kitano, you have to stay quiet! response:	Idiot.
context: It must be really hot in there.\I wonder if Chihaya-chan is okay.\Hang in there, Chihaya!\Yumin...\I can't see anything!\The window's so fogged up that I can't see a thing!\Coach Kitano, you have to stay quiet!\Idiot. response:	Huh?
context: I wonder if Chihaya-chan is okay.\Hang in there, Chihaya!\Yumin...\I can't see anything!\The window's so fogged up that I can't see a thing!\Coach Kitano, you have to stay quiet!\Idiot.\Huh? response:	Long last we meet...
context: Hang in there, Chihaya!\Yumin...\I can't see anything!\The window's so fogged up that I can't see a thing!\Coach Kitano, you have to stay quiet!\Idiot.\Huh?\Long last we meet... response:	That was a dead card.
context: Yumin...\I can't see anything!\The window's so fogged up that I can't see a thing!\Coach Kitano, you have to stay quiet!\Idiot.\Huh?\Long last we meet...\That was a dead card. response:	When the misty bridge...
context: I can't see anything!\The window's so fogged up that I can't see a thing!\Coach Kitano, you have to stay quiet!\Idiot.\Huh?\Long last we meet...\That was a dead card.\When the misty bridge... response:	Why is she swinging so hard on a dead card?
context: The window's so fogged up that I can't see a thing!\Coach Kitano, you have to stay quiet!\Idiot.\Huh?\Long last we meet...\That was a dead card.\When the misty bridge...\Why is she swinging so hard on a dead card? response:	Gust of wind...
context: Coach Kitano, you have to stay quiet!\Idiot.\Huh?\Long last we meet...\That was a dead card.\When the misty bridge...\Why is she swinging so hard on a dead card?\Gust of wind... response:	Five in a row for Ayase!
context: Idiot.\Huh?\Long last we meet...\That was a dead card.\When the misty bridge...\Why is she swinging so hard on a dead card?\Gust of wind...\Five in a row for Ayase! response:	Yumin!
context: Huh?\Long last we meet...\That was a dead card.\When the misty bridge...\Why is she swinging so hard on a dead card?\Gust of wind...\Five in a row for Ayase!\Yumin! response:	She's going hard after every card?
context: Long last we meet...\That was a dead card.\When the misty bridge...\Why is she swinging so hard on a dead card?\Gust of wind...\Five in a row for Ayase!\Yumin!\She's going hard after every card? response:	Why?
context: That was a dead card.\When the misty bridge...\Why is she swinging so hard on a dead card?\Gust of wind...\Five in a row for Ayase!\Yumin!\She's going hard after every card?\Why? response:	She was being careful before.
context: When the misty bridge...\Why is she swinging so hard on a dead card?\Gust of wind...\Five in a row for Ayase!\Yumin!\She's going hard after every card?\Why?\She was being careful before. response:	It's like she thinks she can dominate this match.
context: Why is she swinging so hard on a dead card?\Gust of wind...\Five in a row for Ayase!\Yumin!\She's going hard after every card?\Why?\She was being careful before.\It's like she thinks she can dominate this match. response:	Dominate?
context: Gust of wind...\Five in a row for Ayase!\Yumin!\She's going hard after every card?\Why?\She was being careful before.\It's like she thinks she can dominate this match.\Dominate? response:	It's getting hard to see.
context: Five in a row for Ayase!\Yumin!\She's going hard after every card?\Why?\She was being careful before.\It's like she thinks she can dominate this match.\Dominate?\It's getting hard to see. response:	Is it really that much hotter inside?
context: Yumin!\She's going hard after every card?\Why?\She was being careful before.\It's like she thinks she can dominate this match.\Dominate?\It's getting hard to see.\Is it really that much hotter inside? response:	Can we get someone to wipe the windows from the inside?
context: She's going hard after every card?\Why?\She was being careful before.\It's like she thinks she can dominate this match.\Dominate?\It's getting hard to see.\Is it really that much hotter inside?\Can we get someone to wipe the windows from the inside? response:	Class A matches are incredible.
context: Why?\She was being careful before.\It's like she thinks she can dominate this match.\Dominate?\It's getting hard to see.\Is it really that much hotter inside?\Can we get someone to wipe the windows from the inside?\Class A matches are incredible. response:	Yes,
context: She was being careful before.\It's like she thinks she can dominate this match.\Dominate?\It's getting hard to see.\Is it really that much hotter inside?\Can we get someone to wipe the windows from the inside?\Class A matches are incredible.\Yes, response:	but I'm a little sad.
context: It's like she thinks she can dominate this match.\Dominate?\It's getting hard to see.\Is it really that much hotter inside?\Can we get someone to wipe the windows from the inside?\Class A matches are incredible.\Yes,\but I'm a little sad. response:	Huh?
context: Dominate?\It's getting hard to see.\Is it really that much hotter inside?\Can we get someone to wipe the windows from the inside?\Class A matches are incredible.\Yes,\but I'm a little sad.\Huh? response:	I mean...
context: It's getting hard to see.\Is it really that much hotter inside?\Can we get someone to wipe the windows from the inside?\Class A matches are incredible.\Yes,\but I'm a little sad.\Huh?\I mean... response:	Nobody is actually listening to the poems.
context: Is it really that much hotter inside?\Can we get someone to wipe the windows from the inside?\Class A matches are incredible.\Yes,\but I'm a little sad.\Huh?\I mean...\Nobody is actually listening to the poems. response:	That...
context: Can we get someone to wipe the windows from the inside?\Class A matches are incredible.\Yes,\but I'm a little sad.\Huh?\I mean...\Nobody is actually listening to the poems.\That... response:	might be true.
context: Class A matches are incredible.\Yes,\but I'm a little sad.\Huh?\I mean...\Nobody is actually listening to the poems.\That...\might be true. response:	But...
context: Yes,\but I'm a little sad.\Huh?\I mean...\Nobody is actually listening to the poems.\That...\might be true.\But... response:	The emotions experienced after a long-awaited reunion
context: but I'm a little sad.\Huh?\I mean...\Nobody is actually listening to the poems.\That...\might be true.\But...\The emotions experienced after a long-awaited reunion response:	banish any lingering memories of the past
context: Huh?\I mean...\Nobody is actually listening to the poems.\That...\might be true.\But...\The emotions experienced after a long-awaited reunion\banish any lingering memories of the past response:	Her voice is so clear!
context: I mean...\Nobody is actually listening to the poems.\That...\might be true.\But...\The emotions experienced after a long-awaited reunion\banish any lingering memories of the past\Her voice is so clear! response:	Like there isn't a glass window between us.
context: Nobody is actually listening to the poems.\That...\might be true.\But...\The emotions experienced after a long-awaited reunion\banish any lingering memories of the past\Her voice is so clear!\Like there isn't a glass window between us. response:	Because she's reading poetry...
context: That...\might be true.\But...\The emotions experienced after a long-awaited reunion\banish any lingering memories of the past\Her voice is so clear!\Like there isn't a glass window between us.\Because she's reading poetry... response:	Poetry can transcend any barrier.
context: might be true.\But...\The emotions experienced after a long-awaited reunion\banish any lingering memories of the past\Her voice is so clear!\Like there isn't a glass window between us.\Because she's reading poetry...\Poetry can transcend any barrier. response:	Readers are pretty amazing.
context: But...\The emotions experienced after a long-awaited reunion\banish any lingering memories of the past\Her voice is so clear!\Like there isn't a glass window between us.\Because she's reading poetry...\Poetry can transcend any barrier.\Readers are pretty amazing. response:	They have ranks and exams.
context: The emotions experienced after a long-awaited reunion\banish any lingering memories of the past\Her voice is so clear!\Like there isn't a glass window between us.\Because she's reading poetry...\Poetry can transcend any barrier.\Readers are pretty amazing.\They have ranks and exams. response:	There are less than ten special readers
context: banish any lingering memories of the past\Her voice is so clear!\Like there isn't a glass window between us.\Because she's reading poetry...\Poetry can transcend any barrier.\Readers are pretty amazing.\They have ranks and exams.\There are less than ten special readers response:	qualified for the Master match.
context: Her voice is so clear!\Like there isn't a glass window between us.\Because she's reading poetry...\Poetry can transcend any barrier.\Readers are pretty amazing.\They have ranks and exams.\There are less than ten special readers\qualified for the Master match. response:	Special readers...
context: Like there isn't a glass window between us.\Because she's reading poetry...\Poetry can transcend any barrier.\Readers are pretty amazing.\They have ranks and exams.\There are less than ten special readers\qualified for the Master match.\Special readers... response:	How hard is it to become one?
context: Because she's reading poetry...\Poetry can transcend any barrier.\Readers are pretty amazing.\They have ranks and exams.\There are less than ten special readers\qualified for the Master match.\Special readers...\How hard is it to become one? response:	Chihaya-chan...
context: Poetry can transcend any barrier.\Readers are pretty amazing.\They have ranks and exams.\There are less than ten special readers\qualified for the Master match.\Special readers...\How hard is it to become one?\Chihaya-chan... response:	Listen to the poems.
context: Readers are pretty amazing.\They have ranks and exams.\There are less than ten special readers\qualified for the Master match.\Special readers...\How hard is it to become one?\Chihaya-chan...\Listen to the poems. response:	She thinks that her victory is in sight.
context: They have ranks and exams.\There are less than ten special readers\qualified for the Master match.\Special readers...\How hard is it to become one?\Chihaya-chan...\Listen to the poems.\She thinks that her victory is in sight. response:	What's with them? First, Wakamiya Shinobu, now, this girl...
context: There are less than ten special readers\qualified for the Master match.\Special readers...\How hard is it to become one?\Chihaya-chan...\Listen to the poems.\She thinks that her victory is in sight.\What's with them? First, Wakamiya Shinobu, now, this girl... response:	They expect every player to be oozing with confidence.
context: qualified for the Master match.\Special readers...\How hard is it to become one?\Chihaya-chan...\Listen to the poems.\She thinks that her victory is in sight.\What's with them? First, Wakamiya Shinobu, now, this girl...\They expect every player to be oozing with confidence. response:	I lost my confidence a long time ago!
context: Special readers...\How hard is it to become one?\Chihaya-chan...\Listen to the poems.\She thinks that her victory is in sight.\What's with them? First, Wakamiya Shinobu, now, this girl...\They expect every player to be oozing with confidence.\I lost my confidence a long time ago! response:	But that's why I understand now.
context: How hard is it to become one?\Chihaya-chan...\Listen to the poems.\She thinks that her victory is in sight.\What's with them? First, Wakamiya Shinobu, now, this girl...\They expect every player to be oozing with confidence.\I lost my confidence a long time ago!\But that's why I understand now. response:	You can't let your passion take over.
context: Chihaya-chan...\Listen to the poems.\She thinks that her victory is in sight.\What's with them? First, Wakamiya Shinobu, now, this girl...\They expect every player to be oozing with confidence.\I lost my confidence a long time ago!\But that's why I understand now.\You can't let your passion take over. response:	Impassioned was your...
context: Listen to the poems.\She thinks that her victory is in sight.\What's with them? First, Wakamiya Shinobu, now, this girl...\They expect every player to be oozing with confidence.\I lost my confidence a long time ago!\But that's why I understand now.\You can't let your passion take over.\Impassioned was your... response:	She went for Impassionate instead of Impassioned was!
context: She thinks that her victory is in sight.\What's with them? First, Wakamiya Shinobu, now, this girl...\They expect every player to be oozing with confidence.\I lost my confidence a long time ago!\But that's why I understand now.\You can't let your passion take over.\Impassioned was your...\She went for Impassionate instead of Impassioned was! response:	Did Chihaya hear wrong?
context: What's with them? First, Wakamiya Shinobu, now, this girl...\They expect every player to be oozing with confidence.\I lost my confidence a long time ago!\But that's why I understand now.\You can't let your passion take over.\Impassioned was your...\She went for Impassionate instead of Impassioned was!\Did Chihaya hear wrong? response:	And she touched a card on the opponent's side
context: They expect every player to be oozing with confidence.\I lost my confidence a long time ago!\But that's why I understand now.\You can't let your passion take over.\Impassioned was your...\She went for Impassionate instead of Impassioned was!\Did Chihaya hear wrong?\And she touched a card on the opponent's side response:	while the correct one was on her own!
context: I lost my confidence a long time ago!\But that's why I understand now.\You can't let your passion take over.\Impassioned was your...\She went for Impassionate instead of Impassioned was!\Did Chihaya hear wrong?\And she touched a card on the opponent's side\while the correct one was on her own! response:	It's a double fault!
context: But that's why I understand now.\You can't let your passion take over.\Impassioned was your...\She went for Impassionate instead of Impassioned was!\Did Chihaya hear wrong?\And she touched a card on the opponent's side\while the correct one was on her own!\It's a double fault! response:	Chihaya-chan...
context: You can't let your passion take over.\Impassioned was your...\She went for Impassionate instead of Impassioned was!\Did Chihaya hear wrong?\And she touched a card on the opponent's side\while the correct one was on her own!\It's a double fault!\Chihaya-chan... response:	I can't see! I can't see a thing!
