context: Suicide? response:	That idiot...
context: I've been waiting for you, my master.\Zelada, the goods are ready, right?\Yes. If you'll follow me...\Who is this lady?\One of the Knights of Mirvor.\She found my club somehow.\Ask her all about it.\Leave it to me. response:	I'll make her tell you everything.
context: Zelada, the goods are ready, right?\Yes. If you'll follow me...\Who is this lady?\One of the Knights of Mirvor.\She found my club somehow.\Ask her all about it.\Leave it to me.\I'll make her tell you everything. response:	Now, Mr. Kareem, let's finish the deal.
context: Yes. If you'll follow me...\Who is this lady?\One of the Knights of Mirvor.\She found my club somehow.\Ask her all about it.\Leave it to me.\I'll make her tell you everything.\Now, Mr. Kareem, let's finish the deal. response:	What a mess.
context: Who is this lady?\One of the Knights of Mirvor.\She found my club somehow.\Ask her all about it.\Leave it to me.\I'll make her tell you everything.\Now, Mr. Kareem, let's finish the deal.\What a mess. response:	What's the situation?
context: One of the Knights of Mirvor.\She found my club somehow.\Ask her all about it.\Leave it to me.\I'll make her tell you everything.\Now, Mr. Kareem, let's finish the deal.\What a mess.\What's the situation? response:	An old temple in the Hightails.
context: She found my club somehow.\Ask her all about it.\Leave it to me.\I'll make her tell you everything.\Now, Mr. Kareem, let's finish the deal.\What a mess.\What's the situation?\An old temple in the Hightails. response:	Matched the records the delivery people had.
context: Ask her all about it.\Leave it to me.\I'll make her tell you everything.\Now, Mr. Kareem, let's finish the deal.\What a mess.\What's the situation?\An old temple in the Hightails.\Matched the records the delivery people had. response:	Keep watching.
context: Leave it to me.\I'll make her tell you everything.\Now, Mr. Kareem, let's finish the deal.\What a mess.\What's the situation?\An old temple in the Hightails.\Matched the records the delivery people had.\Keep watching. response:	SWAT's on their way.
context: I'll make her tell you everything.\Now, Mr. Kareem, let's finish the deal.\What a mess.\What's the situation?\An old temple in the Hightails.\Matched the records the delivery people had.\Keep watching.\SWAT's on their way. response:	When will they get here?
context: Now, Mr. Kareem, let's finish the deal.\What a mess.\What's the situation?\An old temple in the Hightails.\Matched the records the delivery people had.\Keep watching.\SWAT's on their way.\When will they get here? response:	Thirty minutes.
context: What a mess.\What's the situation?\An old temple in the Hightails.\Matched the records the delivery people had.\Keep watching.\SWAT's on their way.\When will they get here?\Thirty minutes. response:	That long? Make them hurry!
context: What's the situation?\An old temple in the Hightails.\Matched the records the delivery people had.\Keep watching.\SWAT's on their way.\When will they get here?\Thirty minutes.\That long? Make them hurry! response:	Stay put.
context: An old temple in the Hightails.\Matched the records the delivery people had.\Keep watching.\SWAT's on their way.\When will they get here?\Thirty minutes.\That long? Make them hurry!\Stay put. response:	We need to move up the schedule.
context: Matched the records the delivery people had.\Keep watching.\SWAT's on their way.\When will they get here?\Thirty minutes.\That long? Make them hurry!\Stay put.\We need to move up the schedule. response:	I'm sorry. Please keep an eye on her.
context: Keep watching.\SWAT's on their way.\When will they get here?\Thirty minutes.\That long? Make them hurry!\Stay put.\We need to move up the schedule.\I'm sorry. Please keep an eye on her. response:	What about the questioning?
context: SWAT's on their way.\When will they get here?\Thirty minutes.\That long? Make them hurry!\Stay put.\We need to move up the schedule.\I'm sorry. Please keep an eye on her.\What about the questioning? response:	I'll be right back.
context: When will they get here?\Thirty minutes.\That long? Make them hurry!\Stay put.\We need to move up the schedule.\I'm sorry. Please keep an eye on her.\What about the questioning?\I'll be right back. response:	A fire?
context: Thirty minutes.\That long? Make them hurry!\Stay put.\We need to move up the schedule.\I'm sorry. Please keep an eye on her.\What about the questioning?\I'll be right back.\A fire? response:	Shit!
context: That long? Make them hurry!\Stay put.\We need to move up the schedule.\I'm sorry. Please keep an eye on her.\What about the questioning?\I'll be right back.\A fire?\Shit! response:	Damn it, now I'm Don Quixote.
context: Stay put.\We need to move up the schedule.\I'm sorry. Please keep an eye on her.\What about the questioning?\I'll be right back.\A fire?\Shit!\Damn it, now I'm Don Quixote. response:	Arms of great strength. Protection of the war god.
context: We need to move up the schedule.\I'm sorry. Please keep an eye on her.\What about the questioning?\I'll be right back.\A fire?\Shit!\Damn it, now I'm Don Quixote.\Arms of great strength. Protection of the war god. response:	Hey, you need to stay put!
context: I'm sorry. Please keep an eye on her.\What about the questioning?\I'll be right back.\A fire?\Shit!\Damn it, now I'm Don Quixote.\Arms of great strength. Protection of the war god.\Hey, you need to stay put! response:	What are you doing?
context: What about the questioning?\I'll be right back.\A fire?\Shit!\Damn it, now I'm Don Quixote.\Arms of great strength. Protection of the war god.\Hey, you need to stay put!\What are you doing? response:	My job.
context: I'll be right back.\A fire?\Shit!\Damn it, now I'm Don Quixote.\Arms of great strength. Protection of the war god.\Hey, you need to stay put!\What are you doing?\My job. response:	I guess I'll say it. This is the police. Throw down your-
context: A fire?\Shit!\Damn it, now I'm Don Quixote.\Arms of great strength. Protection of the war god.\Hey, you need to stay put!\What are you doing?\My job.\I guess I'll say it. This is the police. Throw down your- response:	Yeah, thought so.
context: Shit!\Damn it, now I'm Don Quixote.\Arms of great strength. Protection of the war god.\Hey, you need to stay put!\What are you doing?\My job.\I guess I'll say it. This is the police. Throw down your-\Yeah, thought so. response:	Where's the fairy? Tell me!
context: Damn it, now I'm Don Quixote.\Arms of great strength. Protection of the war god.\Hey, you need to stay put!\What are you doing?\My job.\I guess I'll say it. This is the police. Throw down your-\Yeah, thought so.\Where's the fairy? Tell me! response:	How awful...
context: Arms of great strength. Protection of the war god.\Hey, you need to stay put!\What are you doing?\My job.\I guess I'll say it. This is the police. Throw down your-\Yeah, thought so.\Where's the fairy? Tell me!\How awful... response:	It's worse for me.
context: Hey, you need to stay put!\What are you doing?\My job.\I guess I'll say it. This is the police. Throw down your-\Yeah, thought so.\Where's the fairy? Tell me!\How awful...\It's worse for me. response:	It takes cash to make the drugs I turn them into.
context: What are you doing?\My job.\I guess I'll say it. This is the police. Throw down your-\Yeah, thought so.\Where's the fairy? Tell me!\How awful...\It's worse for me.\It takes cash to make the drugs I turn them into. response:	And then there was the investment to make my new product.
context: My job.\I guess I'll say it. This is the police. Throw down your-\Yeah, thought so.\Where's the fairy? Tell me!\How awful...\It's worse for me.\It takes cash to make the drugs I turn them into.\And then there was the investment to make my new product. response:	And now the place is going up in flames. It's depressing.
context: I guess I'll say it. This is the police. Throw down your-\Yeah, thought so.\Where's the fairy? Tell me!\How awful...\It's worse for me.\It takes cash to make the drugs I turn them into.\And then there was the investment to make my new product.\And now the place is going up in flames. It's depressing. response:	Shut up!
context: Yeah, thought so.\Where's the fairy? Tell me!\How awful...\It's worse for me.\It takes cash to make the drugs I turn them into.\And then there was the investment to make my new product.\And now the place is going up in flames. It's depressing.\Shut up! response:	Oh, you mad?
context: Where's the fairy? Tell me!\How awful...\It's worse for me.\It takes cash to make the drugs I turn them into.\And then there was the investment to make my new product.\And now the place is going up in flames. It's depressing.\Shut up!\Oh, you mad? response:	The fairies are holy and inviolable beings.
context: How awful...\It's worse for me.\It takes cash to make the drugs I turn them into.\And then there was the investment to make my new product.\And now the place is going up in flames. It's depressing.\Shut up!\Oh, you mad?\The fairies are holy and inviolable beings. response:	But you...
context: It's worse for me.\It takes cash to make the drugs I turn them into.\And then there was the investment to make my new product.\And now the place is going up in flames. It's depressing.\Shut up!\Oh, you mad?\The fairies are holy and inviolable beings.\But you... response:	This is my new product.
context: It takes cash to make the drugs I turn them into.\And then there was the investment to make my new product.\And now the place is going up in flames. It's depressing.\Shut up!\Oh, you mad?\The fairies are holy and inviolable beings.\But you...\This is my new product. response:	I can use a fairy as a medium
context: And then there was the investment to make my new product.\And now the place is going up in flames. It's depressing.\Shut up!\Oh, you mad?\The fairies are holy and inviolable beings.\But you...\This is my new product.\I can use a fairy as a medium response:	to turn everyone within a few kilometers into fairy dust addicts instantly.
context: And now the place is going up in flames. It's depressing.\Shut up!\Oh, you mad?\The fairies are holy and inviolable beings.\But you...\This is my new product.\I can use a fairy as a medium\to turn everyone within a few kilometers into fairy dust addicts instantly. response:	A psychic bomb, you could call it.
context: Shut up!\Oh, you mad?\The fairies are holy and inviolable beings.\But you...\This is my new product.\I can use a fairy as a medium\to turn everyone within a few kilometers into fairy dust addicts instantly.\A psychic bomb, you could call it. response:	I'm trying to come up with a cooler name, though.
context: Oh, you mad?\The fairies are holy and inviolable beings.\But you...\This is my new product.\I can use a fairy as a medium\to turn everyone within a few kilometers into fairy dust addicts instantly.\A psychic bomb, you could call it.\I'm trying to come up with a cooler name, though. response:	That's terrifying...
context: The fairies are holy and inviolable beings.\But you...\This is my new product.\I can use a fairy as a medium\to turn everyone within a few kilometers into fairy dust addicts instantly.\A psychic bomb, you could call it.\I'm trying to come up with a cooler name, though.\That's terrifying... response:	You're no longer even human!
context: But you...\This is my new product.\I can use a fairy as a medium\to turn everyone within a few kilometers into fairy dust addicts instantly.\A psychic bomb, you could call it.\I'm trying to come up with a cooler name, though.\That's terrifying...\You're no longer even human! response:	Human... Human, huh?
context: This is my new product.\I can use a fairy as a medium\to turn everyone within a few kilometers into fairy dust addicts instantly.\A psychic bomb, you could call it.\I'm trying to come up with a cooler name, though.\That's terrifying...\You're no longer even human!\Human... Human, huh? response:	I grew up in the same world you did. My family were warriors.
context: I can use a fairy as a medium\to turn everyone within a few kilometers into fairy dust addicts instantly.\A psychic bomb, you could call it.\I'm trying to come up with a cooler name, though.\That's terrifying...\You're no longer even human!\Human... Human, huh?\I grew up in the same world you did. My family were warriors. response:	Sword fighting. Mounted combat.
context: to turn everyone within a few kilometers into fairy dust addicts instantly.\A psychic bomb, you could call it.\I'm trying to come up with a cooler name, though.\That's terrifying...\You're no longer even human!\Human... Human, huh?\I grew up in the same world you did. My family were warriors.\Sword fighting. Mounted combat. response:	Etiquette. Magic.
context: A psychic bomb, you could call it.\I'm trying to come up with a cooler name, though.\That's terrifying...\You're no longer even human!\Human... Human, huh?\I grew up in the same world you did. My family were warriors.\Sword fighting. Mounted combat.\Etiquette. Magic. response:	I was forced to master it all.
context: I'm trying to come up with a cooler name, though.\That's terrifying...\You're no longer even human!\Human... Human, huh?\I grew up in the same world you did. My family were warriors.\Sword fighting. Mounted combat.\Etiquette. Magic.\I was forced to master it all. response:	Then I was gonna spend the rest of my life being bossed around by incompetent nobles
context: That's terrifying...\You're no longer even human!\Human... Human, huh?\I grew up in the same world you did. My family were warriors.\Sword fighting. Mounted combat.\Etiquette. Magic.\I was forced to master it all.\Then I was gonna spend the rest of my life being bossed around by incompetent nobles response:	before dying in some stupid fight over territory.
context: You're no longer even human!\Human... Human, huh?\I grew up in the same world you did. My family were warriors.\Sword fighting. Mounted combat.\Etiquette. Magic.\I was forced to master it all.\Then I was gonna spend the rest of my life being bossed around by incompetent nobles\before dying in some stupid fight over territory. response:	Thus ends a life lived with honor. Disgusting, huh?
context: Human... Human, huh?\I grew up in the same world you did. My family were warriors.\Sword fighting. Mounted combat.\Etiquette. Magic.\I was forced to master it all.\Then I was gonna spend the rest of my life being bossed around by incompetent nobles\before dying in some stupid fight over territory.\Thus ends a life lived with honor. Disgusting, huh? response:	But Earth's different.
context: I grew up in the same world you did. My family were warriors.\Sword fighting. Mounted combat.\Etiquette. Magic.\I was forced to master it all.\Then I was gonna spend the rest of my life being bossed around by incompetent nobles\before dying in some stupid fight over territory.\Thus ends a life lived with honor. Disgusting, huh?\But Earth's different. response:	It's the American dream, you know!
context: Sword fighting. Mounted combat.\Etiquette. Magic.\I was forced to master it all.\Then I was gonna spend the rest of my life being bossed around by incompetent nobles\before dying in some stupid fight over territory.\Thus ends a life lived with honor. Disgusting, huh?\But Earth's different.\It's the American dream, you know! response:	Remember what I said? Money.
context: Etiquette. Magic.\I was forced to master it all.\Then I was gonna spend the rest of my life being bossed around by incompetent nobles\before dying in some stupid fight over territory.\Thus ends a life lived with honor. Disgusting, huh?\But Earth's different.\It's the American dream, you know!\Remember what I said? Money. response:	With money, you can have whatever you want. This place is much more human!
context: I was forced to master it all.\Then I was gonna spend the rest of my life being bossed around by incompetent nobles\before dying in some stupid fight over territory.\Thus ends a life lived with honor. Disgusting, huh?\But Earth's different.\It's the American dream, you know!\Remember what I said? Money.\With money, you can have whatever you want. This place is much more human! response:	Shut up!
context: Then I was gonna spend the rest of my life being bossed around by incompetent nobles\before dying in some stupid fight over territory.\Thus ends a life lived with honor. Disgusting, huh?\But Earth's different.\It's the American dream, you know!\Remember what I said? Money.\With money, you can have whatever you want. This place is much more human!\Shut up! response:	So you're another one of the morons, huh? That's a shame.
context: before dying in some stupid fight over territory.\Thus ends a life lived with honor. Disgusting, huh?\But Earth's different.\It's the American dream, you know!\Remember what I said? Money.\With money, you can have whatever you want. This place is much more human!\Shut up!\So you're another one of the morons, huh? That's a shame. response:	There'll be no holding back!
context: Thus ends a life lived with honor. Disgusting, huh?\But Earth's different.\It's the American dream, you know!\Remember what I said? Money.\With money, you can have whatever you want. This place is much more human!\Shut up!\So you're another one of the morons, huh? That's a shame.\There'll be no holding back! response:	Dance, dance!
context: But Earth's different.\It's the American dream, you know!\Remember what I said? Money.\With money, you can have whatever you want. This place is much more human!\Shut up!\So you're another one of the morons, huh? That's a shame.\There'll be no holding back!\Dance, dance! response:	Come on! A little more and your boobs will come spilling out!
context: It's the American dream, you know!\Remember what I said? Money.\With money, you can have whatever you want. This place is much more human!\Shut up!\So you're another one of the morons, huh? That's a shame.\There'll be no holding back!\Dance, dance!\Come on! A little more and your boobs will come spilling out! response:	If I only had my sword...
context: Remember what I said? Money.\With money, you can have whatever you want. This place is much more human!\Shut up!\So you're another one of the morons, huh? That's a shame.\There'll be no holding back!\Dance, dance!\Come on! A little more and your boobs will come spilling out!\If I only had my sword... response:	Tilarna!
context: With money, you can have whatever you want. This place is much more human!\Shut up!\So you're another one of the morons, huh? That's a shame.\There'll be no holding back!\Dance, dance!\Come on! A little more and your boobs will come spilling out!\If I only had my sword...\Tilarna! response:	That stance. That sword. Vreideni style, huh?
context: Shut up!\So you're another one of the morons, huh? That's a shame.\There'll be no holding back!\Dance, dance!\Come on! A little more and your boobs will come spilling out!\If I only had my sword...\Tilarna!\That stance. That sword. Vreideni style, huh? response:	I told you. I'm not giving you a name.
context: So you're another one of the morons, huh? That's a shame.\There'll be no holding back!\Dance, dance!\Come on! A little more and your boobs will come spilling out!\If I only had my sword...\Tilarna!\That stance. That sword. Vreideni style, huh?\I told you. I'm not giving you a name. response:	This'll be fun!
context: There'll be no holding back!\Dance, dance!\Come on! A little more and your boobs will come spilling out!\If I only had my sword...\Tilarna!\That stance. That sword. Vreideni style, huh?\I told you. I'm not giving you a name.\This'll be fun! response:	Want some help?
context: Dance, dance!\Come on! A little more and your boobs will come spilling out!\If I only had my sword...\Tilarna!\That stance. That sword. Vreideni style, huh?\I told you. I'm not giving you a name.\This'll be fun!\Want some help? response:	No! I'll kill him myself!
context: Come on! A little more and your boobs will come spilling out!\If I only had my sword...\Tilarna!\That stance. That sword. Vreideni style, huh?\I told you. I'm not giving you a name.\This'll be fun!\Want some help?\No! I'll kill him myself! response:	Okay! Get him!
context: If I only had my sword...\Tilarna!\That stance. That sword. Vreideni style, huh?\I told you. I'm not giving you a name.\This'll be fun!\Want some help?\No! I'll kill him myself!\Okay! Get him! response:	My deepest thanks!
context: Tilarna!\That stance. That sword. Vreideni style, huh?\I told you. I'm not giving you a name.\This'll be fun!\Want some help?\No! I'll kill him myself!\Okay! Get him!\My deepest thanks! response:	You bitch...
context: That stance. That sword. Vreideni style, huh?\I told you. I'm not giving you a name.\This'll be fun!\Want some help?\No! I'll kill him myself!\Okay! Get him!\My deepest thanks!\You bitch... response:	I'll tell you before you die.
context: I told you. I'm not giving you a name.\This'll be fun!\Want some help?\No! I'll kill him myself!\Okay! Get him!\My deepest thanks!\You bitch...\I'll tell you before you die. response:	My teacher's name is Lord Garada Vreideni.
context: This'll be fun!\Want some help?\No! I'll kill him myself!\Okay! Get him!\My deepest thanks!\You bitch...\I'll tell you before you die.\My teacher's name is Lord Garada Vreideni. response:	Tell it to the demons in hell.
context: Want some help?\No! I'll kill him myself!\Okay! Get him!\My deepest thanks!\You bitch...\I'll tell you before you die.\My teacher's name is Lord Garada Vreideni.\Tell it to the demons in hell. response:	Screw you...
context: No! I'll kill him myself!\Okay! Get him!\My deepest thanks!\You bitch...\I'll tell you before you die.\My teacher's name is Lord Garada Vreideni.\Tell it to the demons in hell.\Screw you... response:	Nicely done. I would turned tail and run.
context: Okay! Get him!\My deepest thanks!\You bitch...\I'll tell you before you die.\My teacher's name is Lord Garada Vreideni.\Tell it to the demons in hell.\Screw you...\Nicely done. I would turned tail and run. response:	He was a scary dude.
context: My deepest thanks!\You bitch...\I'll tell you before you die.\My teacher's name is Lord Garada Vreideni.\Tell it to the demons in hell.\Screw you...\Nicely done. I would turned tail and run.\He was a scary dude. response:	He was a fierce enemy.
context: You bitch...\I'll tell you before you die.\My teacher's name is Lord Garada Vreideni.\Tell it to the demons in hell.\Screw you...\Nicely done. I would turned tail and run.\He was a scary dude.\He was a fierce enemy. response:	What's with the outfit?
context: I'll tell you before you die.\My teacher's name is Lord Garada Vreideni.\Tell it to the demons in hell.\Screw you...\Nicely done. I would turned tail and run.\He was a scary dude.\He was a fierce enemy.\What's with the outfit? response:	D-Don't stare at me!
context: My teacher's name is Lord Garada Vreideni.\Tell it to the demons in hell.\Screw you...\Nicely done. I would turned tail and run.\He was a scary dude.\He was a fierce enemy.\What's with the outfit?\D-Don't stare at me! response:	It's not the kind of clothing I like!
context: Tell it to the demons in hell.\Screw you...\Nicely done. I would turned tail and run.\He was a scary dude.\He was a fierce enemy.\What's with the outfit?\D-Don't stare at me!\It's not the kind of clothing I like! response:	Sure. Let's get out of here.
context: Screw you...\Nicely done. I would turned tail and run.\He was a scary dude.\He was a fierce enemy.\What's with the outfit?\D-Don't stare at me!\It's not the kind of clothing I like!\Sure. Let's get out of here. response:	Wait. She's still...
context: Nicely done. I would turned tail and run.\He was a scary dude.\He was a fierce enemy.\What's with the outfit?\D-Don't stare at me!\It's not the kind of clothing I like!\Sure. Let's get out of here.\Wait. She's still... response:	A fake?
context: He was a scary dude.\He was a fierce enemy.\What's with the outfit?\D-Don't stare at me!\It's not the kind of clothing I like!\Sure. Let's get out of here.\Wait. She's still...\A fake? response:	What?
context: He was a fierce enemy.\What's with the outfit?\D-Don't stare at me!\It's not the kind of clothing I like!\Sure. Let's get out of here.\Wait. She's still...\A fake?\What? response:	It's just a doll.
context: What's with the outfit?\D-Don't stare at me!\It's not the kind of clothing I like!\Sure. Let's get out of here.\Wait. She's still...\A fake?\What?\It's just a doll. response:	I don't sense any latena.
context: D-Don't stare at me!\It's not the kind of clothing I like!\Sure. Let's get out of here.\Wait. She's still...\A fake?\What?\It's just a doll.\I don't sense any latena. response:	The real one is getting further away.
context: It's not the kind of clothing I like!\Sure. Let's get out of here.\Wait. She's still...\A fake?\What?\It's just a doll.\I don't sense any latena.\The real one is getting further away. response:	So somebody took it?
context: Sure. Let's get out of here.\Wait. She's still...\A fake?\What?\It's just a doll.\I don't sense any latena.\The real one is getting further away.\So somebody took it? response:	Quiet. I can't concentrate.
context: Wait. She's still...\A fake?\What?\It's just a doll.\I don't sense any latena.\The real one is getting further away.\So somebody took it?\Quiet. I can't concentrate. response:	Here.
context: A fake?\What?\It's just a doll.\I don't sense any latena.\The real one is getting further away.\So somebody took it?\Quiet. I can't concentrate.\Here. response:	Those footprints are new.
context: What?\It's just a doll.\I don't sense any latena.\The real one is getting further away.\So somebody took it?\Quiet. I can't concentrate.\Here.\Those footprints are new. response:	That red wizard took the bomb she was trapped in and fled.
context: It's just a doll.\I don't sense any latena.\The real one is getting further away.\So somebody took it?\Quiet. I can't concentrate.\Here.\Those footprints are new.\That red wizard took the bomb she was trapped in and fled. response:	I'll explain on the way.
context: I don't sense any latena.\The real one is getting further away.\So somebody took it?\Quiet. I can't concentrate.\Here.\Those footprints are new.\That red wizard took the bomb she was trapped in and fled.\I'll explain on the way. response:	Let's go, Kei.
context: The real one is getting further away.\So somebody took it?\Quiet. I can't concentrate.\Here.\Those footprints are new.\That red wizard took the bomb she was trapped in and fled.\I'll explain on the way.\Let's go, Kei. response:	A psychic bomb, huh?
context: So somebody took it?\Quiet. I can't concentrate.\Here.\Those footprints are new.\That red wizard took the bomb she was trapped in and fled.\I'll explain on the way.\Let's go, Kei.\A psychic bomb, huh? response:	I don't know if I understand the particulars,
context: Quiet. I can't concentrate.\Here.\Those footprints are new.\That red wizard took the bomb she was trapped in and fled.\I'll explain on the way.\Let's go, Kei.\A psychic bomb, huh?\I don't know if I understand the particulars, response:	but that explains what happens to the guys from Precinct 22.
context: Here.\Those footprints are new.\That red wizard took the bomb she was trapped in and fled.\I'll explain on the way.\Let's go, Kei.\A psychic bomb, huh?\I don't know if I understand the particulars,\but that explains what happens to the guys from Precinct 22. response:	That wizard, Zelada, took it.
context: Those footprints are new.\That red wizard took the bomb she was trapped in and fled.\I'll explain on the way.\Let's go, Kei.\A psychic bomb, huh?\I don't know if I understand the particulars,\but that explains what happens to the guys from Precinct 22.\That wizard, Zelada, took it. response:	If he uses it, the results will be horrific.
context: That red wizard took the bomb she was trapped in and fled.\I'll explain on the way.\Let's go, Kei.\A psychic bomb, huh?\I don't know if I understand the particulars,\but that explains what happens to the guys from Precinct 22.\That wizard, Zelada, took it.\If he uses it, the results will be horrific. response:	Tens of thousands of people turned into addicts in an instant.
context: I'll explain on the way.\Let's go, Kei.\A psychic bomb, huh?\I don't know if I understand the particulars,\but that explains what happens to the guys from Precinct 22.\That wizard, Zelada, took it.\If he uses it, the results will be horrific.\Tens of thousands of people turned into addicts in an instant. response:	And he can make them do whatever he wants, huh?
context: Let's go, Kei.\A psychic bomb, huh?\I don't know if I understand the particulars,\but that explains what happens to the guys from Precinct 22.\That wizard, Zelada, took it.\If he uses it, the results will be horrific.\Tens of thousands of people turned into addicts in an instant.\And he can make them do whatever he wants, huh? response:	Quiet. She's very close.
context: A psychic bomb, huh?\I don't know if I understand the particulars,\but that explains what happens to the guys from Precinct 22.\That wizard, Zelada, took it.\If he uses it, the results will be horrific.\Tens of thousands of people turned into addicts in an instant.\And he can make them do whatever he wants, huh?\Quiet. She's very close. response:	Stop!
context: I don't know if I understand the particulars,\but that explains what happens to the guys from Precinct 22.\That wizard, Zelada, took it.\If he uses it, the results will be horrific.\Tens of thousands of people turned into addicts in an instant.\And he can make them do whatever he wants, huh?\Quiet. She's very close.\Stop! response:	Hands up. Slowly.
context: but that explains what happens to the guys from Precinct 22.\That wizard, Zelada, took it.\If he uses it, the results will be horrific.\Tens of thousands of people turned into addicts in an instant.\And he can make them do whatever he wants, huh?\Quiet. She's very close.\Stop!\Hands up. Slowly. response:	Oh, you're the undercover cop from the other day.
context: That wizard, Zelada, took it.\If he uses it, the results will be horrific.\Tens of thousands of people turned into addicts in an instant.\And he can make them do whatever he wants, huh?\Quiet. She's very close.\Stop!\Hands up. Slowly.\Oh, you're the undercover cop from the other day. response:	Hello, there...
context: If he uses it, the results will be horrific.\Tens of thousands of people turned into addicts in an instant.\And he can make them do whatever he wants, huh?\Quiet. She's very close.\Stop!\Hands up. Slowly.\Oh, you're the undercover cop from the other day.\Hello, there... response:	Careful, Kei!
context: Tens of thousands of people turned into addicts in an instant.\And he can make them do whatever he wants, huh?\Quiet. She's very close.\Stop!\Hands up. Slowly.\Oh, you're the undercover cop from the other day.\Hello, there...\Careful, Kei! response:	You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.
context: And he can make them do whatever he wants, huh?\Quiet. She's very close.\Stop!\Hands up. Slowly.\Oh, you're the undercover cop from the other day.\Hello, there...\Careful, Kei!\You're gonna pay for what you did to Rick. You're spending the rest of your life in jail. response:	How could you do that to an old man?
context: Quiet. She's very close.\Stop!\Hands up. Slowly.\Oh, you're the undercover cop from the other day.\Hello, there...\Careful, Kei!\You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.\How could you do that to an old man? response:	Show a little mercy.
context: Stop!\Hands up. Slowly.\Oh, you're the undercover cop from the other day.\Hello, there...\Careful, Kei!\You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.\How could you do that to an old man?\Show a little mercy. response:	Shut up. You're under arrest.
context: Hands up. Slowly.\Oh, you're the undercover cop from the other day.\Hello, there...\Careful, Kei!\You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.\How could you do that to an old man?\Show a little mercy.\Shut up. You're under arrest. response:	Matoba, looks like you caught the guy.
context: Oh, you're the undercover cop from the other day.\Hello, there...\Careful, Kei!\You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.\How could you do that to an old man?\Show a little mercy.\Shut up. You're under arrest.\Matoba, looks like you caught the guy. response:	Chief?
context: Hello, there...\Careful, Kei!\You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.\How could you do that to an old man?\Show a little mercy.\Shut up. You're under arrest.\Matoba, looks like you caught the guy.\Chief? response:	SWAT's cleaning up.
context: Careful, Kei!\You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.\How could you do that to an old man?\Show a little mercy.\Shut up. You're under arrest.\Matoba, looks like you caught the guy.\Chief?\SWAT's cleaning up. response:	They caught the terrorists who were buying the bomb, too.
context: You're gonna pay for what you did to Rick. You're spending the rest of your life in jail.\How could you do that to an old man?\Show a little mercy.\Shut up. You're under arrest.\Matoba, looks like you caught the guy.\Chief?\SWAT's cleaning up.\They caught the terrorists who were buying the bomb, too. response:	Good to hear. But why are you here?
context: How could you do that to an old man?\Show a little mercy.\Shut up. You're under arrest.\Matoba, looks like you caught the guy.\Chief?\SWAT's cleaning up.\They caught the terrorists who were buying the bomb, too.\Good to hear. But why are you here? response:	This is why.
context: Show a little mercy.\Shut up. You're under arrest.\Matoba, looks like you caught the guy.\Chief?\SWAT's cleaning up.\They caught the terrorists who were buying the bomb, too.\Good to hear. But why are you here?\This is why. response:	Don't move.
context: Shut up. You're under arrest.\Matoba, looks like you caught the guy.\Chief?\SWAT's cleaning up.\They caught the terrorists who were buying the bomb, too.\Good to hear. But why are you here?\This is why.\Don't move. response:	Let him go.
context: Matoba, looks like you caught the guy.\Chief?\SWAT's cleaning up.\They caught the terrorists who were buying the bomb, too.\Good to hear. But why are you here?\This is why.\Don't move.\Let him go. response:	Use my car.
context: Chief?\SWAT's cleaning up.\They caught the terrorists who were buying the bomb, too.\Good to hear. But why are you here?\This is why.\Don't move.\Let him go.\Use my car. response:	My deepest thanks, Sir Roth...
context: SWAT's cleaning up.\They caught the terrorists who were buying the bomb, too.\Good to hear. But why are you here?\This is why.\Don't move.\Let him go.\Use my car.\My deepest thanks, Sir Roth... response:	Wait!
context: They caught the terrorists who were buying the bomb, too.\Good to hear. But why are you here?\This is why.\Don't move.\Let him go.\Use my car.\My deepest thanks, Sir Roth...\Wait! response:	Throw down the gun, Matoba.
context: Good to hear. But why are you here?\This is why.\Don't move.\Let him go.\Use my car.\My deepest thanks, Sir Roth...\Wait!\Throw down the gun, Matoba. response:	Chief...
context: This is why.\Don't move.\Let him go.\Use my car.\My deepest thanks, Sir Roth...\Wait!\Throw down the gun, Matoba.\Chief... response:	Do it.
context: Don't move.\Let him go.\Use my car.\My deepest thanks, Sir Roth...\Wait!\Throw down the gun, Matoba.\Chief...\Do it. response:	Oh, right... Sir Matoba, was it?
context: Let him go.\Use my car.\My deepest thanks, Sir Roth...\Wait!\Throw down the gun, Matoba.\Chief...\Do it.\Oh, right... Sir Matoba, was it? response:	You've grown so handsome.
context: Use my car.\My deepest thanks, Sir Roth...\Wait!\Throw down the gun, Matoba.\Chief...\Do it.\Oh, right... Sir Matoba, was it?\You've grown so handsome. response:	I barely recognized you from the time we met in that swamp.
context: My deepest thanks, Sir Roth...\Wait!\Throw down the gun, Matoba.\Chief...\Do it.\Oh, right... Sir Matoba, was it?\You've grown so handsome.\I barely recognized you from the time we met in that swamp. response:	It was you?
