context: Lily, you saved my life. response:	I am glad I was able to protect your homeland...
context: No matter what wizard faces it, no magic will work on Droma Anim!\Mystogan!\You're much more suited to crawling along the ground!\You should wander along the ground until you give up and die!\Damn it... Ice Make...\This is pretty tough.\I think I'm gonna be sick, and I'm not even Natsu!\Help me! response:	Monmo!
context: Mystogan!\You're much more suited to crawling along the ground!\You should wander along the ground until you give up and die!\Damn it... Ice Make...\This is pretty tough.\I think I'm gonna be sick, and I'm not even Natsu!\Help me!\Monmo! response:	Ooh, how beautiful.
context: You're much more suited to crawling along the ground!\You should wander along the ground until you give up and die!\Damn it... Ice Make...\This is pretty tough.\I think I'm gonna be sick, and I'm not even Natsu!\Help me!\Monmo!\Ooh, how beautiful. response:	Turn every Exceed into a lacrima. Spare no one!
context: You should wander along the ground until you give up and die!\Damn it... Ice Make...\This is pretty tough.\I think I'm gonna be sick, and I'm not even Natsu!\Help me!\Monmo!\Ooh, how beautiful.\Turn every Exceed into a lacrima. Spare no one! response:	How dare the humans hide the fact they had such a monster?!
context: Damn it... Ice Make...\This is pretty tough.\I think I'm gonna be sick, and I'm not even Natsu!\Help me!\Monmo!\Ooh, how beautiful.\Turn every Exceed into a lacrima. Spare no one!\How dare the humans hide the fact they had such a monster?! response:	The beast that darkens the heavens, leading to extinction...
context: This is pretty tough.\I think I'm gonna be sick, and I'm not even Natsu!\Help me!\Monmo!\Ooh, how beautiful.\Turn every Exceed into a lacrima. Spare no one!\How dare the humans hide the fact they had such a monster?!\The beast that darkens the heavens, leading to extinction... response:	Its name is the Dragon Knight, Droma Anim.
context: I think I'm gonna be sick, and I'm not even Natsu!\Help me!\Monmo!\Ooh, how beautiful.\Turn every Exceed into a lacrima. Spare no one!\How dare the humans hide the fact they had such a monster?!\The beast that darkens the heavens, leading to extinction...\Its name is the Dragon Knight, Droma Anim. response:	Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.
context: Help me!\Monmo!\Ooh, how beautiful.\Turn every Exceed into a lacrima. Spare no one!\How dare the humans hide the fact they had such a monster?!\The beast that darkens the heavens, leading to extinction...\Its name is the Dragon Knight, Droma Anim.\Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out. response:	It was so dangerous, the humans should have sealed it themselves.
context: Monmo!\Ooh, how beautiful.\Turn every Exceed into a lacrima. Spare no one!\How dare the humans hide the fact they had such a monster?!\The beast that darkens the heavens, leading to extinction...\Its name is the Dragon Knight, Droma Anim.\Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.\It was so dangerous, the humans should have sealed it themselves. response:	So what do you mean, almost wiped out?
context: Ooh, how beautiful.\Turn every Exceed into a lacrima. Spare no one!\How dare the humans hide the fact they had such a monster?!\The beast that darkens the heavens, leading to extinction...\Its name is the Dragon Knight, Droma Anim.\Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.\It was so dangerous, the humans should have sealed it themselves.\So what do you mean, almost wiped out? response:	I don't know the details.
context: Turn every Exceed into a lacrima. Spare no one!\How dare the humans hide the fact they had such a monster?!\The beast that darkens the heavens, leading to extinction...\Its name is the Dragon Knight, Droma Anim.\Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.\It was so dangerous, the humans should have sealed it themselves.\So what do you mean, almost wiped out?\I don't know the details. response:	According to the legend,
context: How dare the humans hide the fact they had such a monster?!\The beast that darkens the heavens, leading to extinction...\Its name is the Dragon Knight, Droma Anim.\Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.\It was so dangerous, the humans should have sealed it themselves.\So what do you mean, almost wiped out?\I don't know the details.\According to the legend, response:	when the Droma Anim dyed the heavens black,
context: The beast that darkens the heavens, leading to extinction...\Its name is the Dragon Knight, Droma Anim.\Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.\It was so dangerous, the humans should have sealed it themselves.\So what do you mean, almost wiped out?\I don't know the details.\According to the legend,\when the Droma Anim dyed the heavens black, response:	the world lost more than half of its magic power!
context: Its name is the Dragon Knight, Droma Anim.\Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.\It was so dangerous, the humans should have sealed it themselves.\So what do you mean, almost wiped out?\I don't know the details.\According to the legend,\when the Droma Anim dyed the heavens black,\the world lost more than half of its magic power! response:	Damn it! There's no way we can fight while dodging that!
context: Long, long ago, not only Edolas, but Extalia as well came very close to being wiped out.\It was so dangerous, the humans should have sealed it themselves.\So what do you mean, almost wiped out?\I don't know the details.\According to the legend,\when the Droma Anim dyed the heavens black,\the world lost more than half of its magic power!\Damn it! There's no way we can fight while dodging that! response:	Legipyon, hang in there!
context: It was so dangerous, the humans should have sealed it themselves.\So what do you mean, almost wiped out?\I don't know the details.\According to the legend,\when the Droma Anim dyed the heavens black,\the world lost more than half of its magic power!\Damn it! There's no way we can fight while dodging that!\Legipyon, hang in there! response:	But what should we do?
context: So what do you mean, almost wiped out?\I don't know the details.\According to the legend,\when the Droma Anim dyed the heavens black,\the world lost more than half of its magic power!\Damn it! There's no way we can fight while dodging that!\Legipyon, hang in there!\But what should we do? response:	I think we should use Lucy as a decoy!
context: I don't know the details.\According to the legend,\when the Droma Anim dyed the heavens black,\the world lost more than half of its magic power!\Damn it! There's no way we can fight while dodging that!\Legipyon, hang in there!\But what should we do?\I think we should use Lucy as a decoy! response:	You little devil!
context: According to the legend,\when the Droma Anim dyed the heavens black,\the world lost more than half of its magic power!\Damn it! There's no way we can fight while dodging that!\Legipyon, hang in there!\But what should we do?\I think we should use Lucy as a decoy!\You little devil! response:	You mean cat.
context: when the Droma Anim dyed the heavens black,\the world lost more than half of its magic power!\Damn it! There's no way we can fight while dodging that!\Legipyon, hang in there!\But what should we do?\I think we should use Lucy as a decoy!\You little devil!\You mean cat. response:	Hey, stop breaking the flow of conversation.
context: the world lost more than half of its magic power!\Damn it! There's no way we can fight while dodging that!\Legipyon, hang in there!\But what should we do?\I think we should use Lucy as a decoy!\You little devil!\You mean cat.\Hey, stop breaking the flow of conversation. response:	What?
context: Damn it! There's no way we can fight while dodging that!\Legipyon, hang in there!\But what should we do?\I think we should use Lucy as a decoy!\You little devil!\You mean cat.\Hey, stop breaking the flow of conversation.\What? response:	Who? Magic shouldn't work on Droma Anim, so who is attacking me?
context: Legipyon, hang in there!\But what should we do?\I think we should use Lucy as a decoy!\You little devil!\You mean cat.\Hey, stop breaking the flow of conversation.\What?\Who? Magic shouldn't work on Droma Anim, so who is attacking me? response:	Roar of the Sky Dragon!
context: But what should we do?\I think we should use Lucy as a decoy!\You little devil!\You mean cat.\Hey, stop breaking the flow of conversation.\What?\Who? Magic shouldn't work on Droma Anim, so who is attacking me?\Roar of the Sky Dragon! response:	You scum!
context: I think we should use Lucy as a decoy!\You little devil!\You mean cat.\Hey, stop breaking the flow of conversation.\What?\Who? Magic shouldn't work on Droma Anim, so who is attacking me?\Roar of the Sky Dragon!\You scum! response:	Hey, not bad, Wendy.
context: You little devil!\You mean cat.\Hey, stop breaking the flow of conversation.\What?\Who? Magic shouldn't work on Droma Anim, so who is attacking me?\Roar of the Sky Dragon!\You scum!\Hey, not bad, Wendy. response:	No... The attacks from the two of you did more damage.
context: You mean cat.\Hey, stop breaking the flow of conversation.\What?\Who? Magic shouldn't work on Droma Anim, so who is attacking me?\Roar of the Sky Dragon!\You scum!\Hey, not bad, Wendy.\No... The attacks from the two of you did more damage. response:	Let's do it... How dare they do that to my cat?
context: Hey, stop breaking the flow of conversation.\What?\Who? Magic shouldn't work on Droma Anim, so who is attacking me?\Roar of the Sky Dragon!\You scum!\Hey, not bad, Wendy.\No... The attacks from the two of you did more damage.\Let's do it... How dare they do that to my cat? response:	I see! It's you fools!
context: What?\Who? Magic shouldn't work on Droma Anim, so who is attacking me?\Roar of the Sky Dragon!\You scum!\Hey, not bad, Wendy.\No... The attacks from the two of you did more damage.\Let's do it... How dare they do that to my cat?\I see! It's you fools! response:	Natsu!
context: Who? Magic shouldn't work on Droma Anim, so who is attacking me?\Roar of the Sky Dragon!\You scum!\Hey, not bad, Wendy.\No... The attacks from the two of you did more damage.\Let's do it... How dare they do that to my cat?\I see! It's you fools!\Natsu! response:	Wendy!
context: Roar of the Sky Dragon!\You scum!\Hey, not bad, Wendy.\No... The attacks from the two of you did more damage.\Let's do it... How dare they do that to my cat?\I see! It's you fools!\Natsu!\Wendy! response:	Gajeel!
context: You scum!\Hey, not bad, Wendy.\No... The attacks from the two of you did more damage.\Let's do it... How dare they do that to my cat?\I see! It's you fools!\Natsu!\Wendy!\Gajeel! response:	Go on. Protect the cats.
context: Hey, not bad, Wendy.\No... The attacks from the two of you did more damage.\Let's do it... How dare they do that to my cat?\I see! It's you fools!\Natsu!\Wendy!\Gajeel!\Go on. Protect the cats. response:	We're counting on things here.
context: No... The attacks from the two of you did more damage.\Let's do it... How dare they do that to my cat?\I see! It's you fools!\Natsu!\Wendy!\Gajeel!\Go on. Protect the cats.\We're counting on things here. response:	But will just the three of them be okay against that thing?
context: Let's do it... How dare they do that to my cat?\I see! It's you fools!\Natsu!\Wendy!\Gajeel!\Go on. Protect the cats.\We're counting on things here.\But will just the three of them be okay against that thing? response:	What? Not a problem.
context: I see! It's you fools!\Natsu!\Wendy!\Gajeel!\Go on. Protect the cats.\We're counting on things here.\But will just the three of them be okay against that thing?\What? Not a problem. response:	We're up against a dragon. They're the only ones who can defeat it.
context: Natsu!\Wendy!\Gajeel!\Go on. Protect the cats.\We're counting on things here.\But will just the three of them be okay against that thing?\What? Not a problem.\We're up against a dragon. They're the only ones who can defeat it. response:	The dragon-hunting wizards...
context: Wendy!\Gajeel!\Go on. Protect the cats.\We're counting on things here.\But will just the three of them be okay against that thing?\What? Not a problem.\We're up against a dragon. They're the only ones who can defeat it.\The dragon-hunting wizards... response:	Dragon Slayers!
context: Gajeel!\Go on. Protect the cats.\We're counting on things here.\But will just the three of them be okay against that thing?\What? Not a problem.\We're up against a dragon. They're the only ones who can defeat it.\The dragon-hunting wizards...\Dragon Slayers! response:	Those are lacrima?
context: Go on. Protect the cats.\We're counting on things here.\But will just the three of them be okay against that thing?\What? Not a problem.\We're up against a dragon. They're the only ones who can defeat it.\The dragon-hunting wizards...\Dragon Slayers!\Those are lacrima? response:	Everyone's turned into a lacrima?
context: We're counting on things here.\But will just the three of them be okay against that thing?\What? Not a problem.\We're up against a dragon. They're the only ones who can defeat it.\The dragon-hunting wizards...\Dragon Slayers!\Those are lacrima?\Everyone's turned into a lacrima? response:	The Dragon Chain has been severed,
context: But will just the three of them be okay against that thing?\What? Not a problem.\We're up against a dragon. They're the only ones who can defeat it.\The dragon-hunting wizards...\Dragon Slayers!\Those are lacrima?\Everyone's turned into a lacrima?\The Dragon Chain has been severed, response:	and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...
context: What? Not a problem.\We're up against a dragon. They're the only ones who can defeat it.\The dragon-hunting wizards...\Dragon Slayers!\Those are lacrima?\Everyone's turned into a lacrima?\The Dragon Chain has been severed,\and with it was lost a lacrima that could have been 10 years of magic power for this kingdom... response:	Even if all the Exceed are magicalized, that won't change the situation.
context: We're up against a dragon. They're the only ones who can defeat it.\The dragon-hunting wizards...\Dragon Slayers!\Those are lacrima?\Everyone's turned into a lacrima?\The Dragon Chain has been severed,\and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...\Even if all the Exceed are magicalized, that won't change the situation. response:	He even brought out Droma Anim... How is this even going to end?
context: The dragon-hunting wizards...\Dragon Slayers!\Those are lacrima?\Everyone's turned into a lacrima?\The Dragon Chain has been severed,\and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...\Even if all the Exceed are magicalized, that won't change the situation.\He even brought out Droma Anim... How is this even going to end? response:	You really shouldn't move!
context: Dragon Slayers!\Those are lacrima?\Everyone's turned into a lacrima?\The Dragon Chain has been severed,\and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...\Even if all the Exceed are magicalized, that won't change the situation.\He even brought out Droma Anim... How is this even going to end?\You really shouldn't move! response:	Lily, you're safe?
context: Those are lacrima?\Everyone's turned into a lacrima?\The Dragon Chain has been severed,\and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...\Even if all the Exceed are magicalized, that won't change the situation.\He even brought out Droma Anim... How is this even going to end?\You really shouldn't move!\Lily, you're safe? response:	Prince!
context: Everyone's turned into a lacrima?\The Dragon Chain has been severed,\and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...\Even if all the Exceed are magicalized, that won't change the situation.\He even brought out Droma Anim... How is this even going to end?\You really shouldn't move!\Lily, you're safe?\Prince! response:	Hey, hey... Look at those humans!
context: The Dragon Chain has been severed,\and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...\Even if all the Exceed are magicalized, that won't change the situation.\He even brought out Droma Anim... How is this even going to end?\You really shouldn't move!\Lily, you're safe?\Prince!\Hey, hey... Look at those humans! response:	Just the three of them plan on fighting?
context: and with it was lost a lacrima that could have been 10 years of magic power for this kingdom...\Even if all the Exceed are magicalized, that won't change the situation.\He even brought out Droma Anim... How is this even going to end?\You really shouldn't move!\Lily, you're safe?\Prince!\Hey, hey... Look at those humans!\Just the three of them plan on fighting? response:	That's nuts!
context: Even if all the Exceed are magicalized, that won't change the situation.\He even brought out Droma Anim... How is this even going to end?\You really shouldn't move!\Lily, you're safe?\Prince!\Hey, hey... Look at those humans!\Just the three of them plan on fighting?\That's nuts! response:	But kind of cool...
context: He even brought out Droma Anim... How is this even going to end?\You really shouldn't move!\Lily, you're safe?\Prince!\Hey, hey... Look at those humans!\Just the three of them plan on fighting?\That's nuts!\But kind of cool... response:	Chagot...
context: You really shouldn't move!\Lily, you're safe?\Prince!\Hey, hey... Look at those humans!\Just the three of them plan on fighting?\That's nuts!\But kind of cool...\Chagot... response:	Let us escape to somewhere a bit farther away...
context: Lily, you're safe?\Prince!\Hey, hey... Look at those humans!\Just the three of them plan on fighting?\That's nuts!\But kind of cool...\Chagot...\Let us escape to somewhere a bit farther away... response:	If we stay here, we'll get caught up in it!
context: Prince!\Hey, hey... Look at those humans!\Just the three of them plan on fighting?\That's nuts!\But kind of cool...\Chagot...\Let us escape to somewhere a bit farther away...\If we stay here, we'll get caught up in it! response:	Let's do this, Salamander.
context: Hey, hey... Look at those humans!\Just the three of them plan on fighting?\That's nuts!\But kind of cool...\Chagot...\Let us escape to somewhere a bit farther away...\If we stay here, we'll get caught up in it!\Let's do this, Salamander. response:	Teaming up with you, again?
context: Just the three of them plan on fighting?\That's nuts!\But kind of cool...\Chagot...\Let us escape to somewhere a bit farther away...\If we stay here, we'll get caught up in it!\Let's do this, Salamander.\Teaming up with you, again? response:	You and I can settle things
context: That's nuts!\But kind of cool...\Chagot...\Let us escape to somewhere a bit farther away...\If we stay here, we'll get caught up in it!\Let's do this, Salamander.\Teaming up with you, again?\You and I can settle things response:	after we give this thing the bustin' up it deserves.
context: But kind of cool...\Chagot...\Let us escape to somewhere a bit farther away...\If we stay here, we'll get caught up in it!\Let's do this, Salamander.\Teaming up with you, again?\You and I can settle things\after we give this thing the bustin' up it deserves. response:	I'm all fired up.
context: Chagot...\Let us escape to somewhere a bit farther away...\If we stay here, we'll get caught up in it!\Let's do this, Salamander.\Teaming up with you, again?\You and I can settle things\after we give this thing the bustin' up it deserves.\I'm all fired up. response:	Foolish children!
context: Let us escape to somewhere a bit farther away...\If we stay here, we'll get caught up in it!\Let's do this, Salamander.\Teaming up with you, again?\You and I can settle things\after we give this thing the bustin' up it deserves.\I'm all fired up.\Foolish children! response:	I'll provide support!
context: If we stay here, we'll get caught up in it!\Let's do this, Salamander.\Teaming up with you, again?\You and I can settle things\after we give this thing the bustin' up it deserves.\I'm all fired up.\Foolish children!\I'll provide support! response:	O swift wind that dashes through the heavens!
context: Let's do this, Salamander.\Teaming up with you, again?\You and I can settle things\after we give this thing the bustin' up it deserves.\I'm all fired up.\Foolish children!\I'll provide support!\O swift wind that dashes through the heavens! response:	W-What's this?
context: Teaming up with you, again?\You and I can settle things\after we give this thing the bustin' up it deserves.\I'm all fired up.\Foolish children!\I'll provide support!\O swift wind that dashes through the heavens!\W-What's this? response:	My body... It's light as a feather!
context: You and I can settle things\after we give this thing the bustin' up it deserves.\I'm all fired up.\Foolish children!\I'll provide support!\O swift wind that dashes through the heavens!\W-What's this?\My body... It's light as a feather! response:	Vernier!
context: after we give this thing the bustin' up it deserves.\I'm all fired up.\Foolish children!\I'll provide support!\O swift wind that dashes through the heavens!\W-What's this?\My body... It's light as a feather!\Vernier! response:	They dodged?
context: I'm all fired up.\Foolish children!\I'll provide support!\O swift wind that dashes through the heavens!\W-What's this?\My body... It's light as a feather!\Vernier!\They dodged? response:	Fast!
context: Foolish children!\I'll provide support!\O swift wind that dashes through the heavens!\W-What's this?\My body... It's light as a feather!\Vernier!\They dodged?\Fast! response:	I can't set the aim!
context: I'll provide support!\O swift wind that dashes through the heavens!\W-What's this?\My body... It's light as a feather!\Vernier!\They dodged?\Fast!\I can't set the aim! response:	Iron Fist of the Fire Dragon!
context: O swift wind that dashes through the heavens!\W-What's this?\My body... It's light as a feather!\Vernier!\They dodged?\Fast!\I can't set the aim!\Iron Fist of the Fire Dragon! response:	Pillar of the Iron Dragon!
context: W-What's this?\My body... It's light as a feather!\Vernier!\They dodged?\Fast!\I can't set the aim!\Iron Fist of the Fire Dragon!\Pillar of the Iron Dragon! response:	Magic shouldn't work at all on Droma Anim!
context: My body... It's light as a feather!\Vernier!\They dodged?\Fast!\I can't set the aim!\Iron Fist of the Fire Dragon!\Pillar of the Iron Dragon!\Magic shouldn't work at all on Droma Anim! response:	But it's taking damage... Just a tiny bit.
context: Vernier!\They dodged?\Fast!\I can't set the aim!\Iron Fist of the Fire Dragon!\Pillar of the Iron Dragon!\Magic shouldn't work at all on Droma Anim!\But it's taking damage... Just a tiny bit. response:	Damn this thing! How hard is it?
context: They dodged?\Fast!\I can't set the aim!\Iron Fist of the Fire Dragon!\Pillar of the Iron Dragon!\Magic shouldn't work at all on Droma Anim!\But it's taking damage... Just a tiny bit.\Damn this thing! How hard is it? response:	We're barely denting it!
context: Fast!\I can't set the aim!\Iron Fist of the Fire Dragon!\Pillar of the Iron Dragon!\Magic shouldn't work at all on Droma Anim!\But it's taking damage... Just a tiny bit.\Damn this thing! How hard is it?\We're barely denting it! response:	In that case...
context: I can't set the aim!\Iron Fist of the Fire Dragon!\Pillar of the Iron Dragon!\Magic shouldn't work at all on Droma Anim!\But it's taking damage... Just a tiny bit.\Damn this thing! How hard is it?\We're barely denting it!\In that case... response:	O strength of arm to cleave the heavens!
context: Iron Fist of the Fire Dragon!\Pillar of the Iron Dragon!\Magic shouldn't work at all on Droma Anim!\But it's taking damage... Just a tiny bit.\Damn this thing! How hard is it?\We're barely denting it!\In that case...\O strength of arm to cleave the heavens! response:	What is it this time?
context: Pillar of the Iron Dragon!\Magic shouldn't work at all on Droma Anim!\But it's taking damage... Just a tiny bit.\Damn this thing! How hard is it?\We're barely denting it!\In that case...\O strength of arm to cleave the heavens!\What is it this time? response:	Arms!
context: Magic shouldn't work at all on Droma Anim!\But it's taking damage... Just a tiny bit.\Damn this thing! How hard is it?\We're barely denting it!\In that case...\O strength of arm to cleave the heavens!\What is it this time?\Arms! response:	Power is welling up inside of me!
context: But it's taking damage... Just a tiny bit.\Damn this thing! How hard is it?\We're barely denting it!\In that case...\O strength of arm to cleave the heavens!\What is it this time?\Arms!\Power is welling up inside of me! response:	It's magic that increases your attack power!
context: Damn this thing! How hard is it?\We're barely denting it!\In that case...\O strength of arm to cleave the heavens!\What is it this time?\Arms!\Power is welling up inside of me!\It's magic that increases your attack power! response:	You ain't bad.
context: We're barely denting it!\In that case...\O strength of arm to cleave the heavens!\What is it this time?\Arms!\Power is welling up inside of me!\It's magic that increases your attack power!\You ain't bad. response:	What? Their magic power is increasing?
context: In that case...\O strength of arm to cleave the heavens!\What is it this time?\Arms!\Power is welling up inside of me!\It's magic that increases your attack power!\You ain't bad.\What? Their magic power is increasing? response:	Dazzling Blaze of the Fire Dragon!
context: O strength of arm to cleave the heavens!\What is it this time?\Arms!\Power is welling up inside of me!\It's magic that increases your attack power!\You ain't bad.\What? Their magic power is increasing?\Dazzling Blaze of the Fire Dragon! response:	Spears of the Iron Dragon! Demon Poles!
context: What is it this time?\Arms!\Power is welling up inside of me!\It's magic that increases your attack power!\You ain't bad.\What? Their magic power is increasing?\Dazzling Blaze of the Fire Dragon!\Spears of the Iron Dragon! Demon Poles! response:	How dare you!
context: Arms!\Power is welling up inside of me!\It's magic that increases your attack power!\You ain't bad.\What? Their magic power is increasing?\Dazzling Blaze of the Fire Dragon!\Spears of the Iron Dragon! Demon Poles!\How dare you! response:	It's that little girl!
context: Power is welling up inside of me!\It's magic that increases your attack power!\You ain't bad.\What? Their magic power is increasing?\Dazzling Blaze of the Fire Dragon!\Spears of the Iron Dragon! Demon Poles!\How dare you!\It's that little girl! response:	Launch the Dragon Knight Balls!
context: It's magic that increases your attack power!\You ain't bad.\What? Their magic power is increasing?\Dazzling Blaze of the Fire Dragon!\Spears of the Iron Dragon! Demon Poles!\How dare you!\It's that little girl!\Launch the Dragon Knight Balls! response:	Oh, no! Wendy!
context: You ain't bad.\What? Their magic power is increasing?\Dazzling Blaze of the Fire Dragon!\Spears of the Iron Dragon! Demon Poles!\How dare you!\It's that little girl!\Launch the Dragon Knight Balls!\Oh, no! Wendy! response:	I will be fine.
context: What? Their magic power is increasing?\Dazzling Blaze of the Fire Dragon!\Spears of the Iron Dragon! Demon Poles!\How dare you!\It's that little girl!\Launch the Dragon Knight Balls!\Oh, no! Wendy!\I will be fine. response:	Vernier!
context: Dazzling Blaze of the Fire Dragon!\Spears of the Iron Dragon! Demon Poles!\How dare you!\It's that little girl!\Launch the Dragon Knight Balls!\Oh, no! Wendy!\I will be fine.\Vernier! response:	They're homing?
context: Spears of the Iron Dragon! Demon Poles!\How dare you!\It's that little girl!\Launch the Dragon Knight Balls!\Oh, no! Wendy!\I will be fine.\Vernier!\They're homing? response:	Oww...
context: How dare you!\It's that little girl!\Launch the Dragon Knight Balls!\Oh, no! Wendy!\I will be fine.\Vernier!\They're homing?\Oww... response:	Natsu!
context: It's that little girl!\Launch the Dragon Knight Balls!\Oh, no! Wendy!\I will be fine.\Vernier!\They're homing?\Oww...\Natsu! response:	I don't think so.
context: Launch the Dragon Knight Balls!\Oh, no! Wendy!\I will be fine.\Vernier!\They're homing?\Oww...\Natsu!\I don't think so. response:	There's more where that came from!
context: Oh, no! Wendy!\I will be fine.\Vernier!\They're homing?\Oww...\Natsu!\I don't think so.\There's more where that came from! response:	I ain't gonna let you!
context: I will be fine.\Vernier!\They're homing?\Oww...\Natsu!\I don't think so.\There's more where that came from!\I ain't gonna let you! response:	So annoying!
context: Vernier!\They're homing?\Oww...\Natsu!\I don't think so.\There's more where that came from!\I ain't gonna let you!\So annoying! response:	There are still 2 left!
context: They're homing?\Oww...\Natsu!\I don't think so.\There's more where that came from!\I ain't gonna let you!\So annoying!\There are still 2 left! response:	Those are... Don't, Natsu-san!
context: Oww...\Natsu!\I don't think so.\There's more where that came from!\I ain't gonna let you!\So annoying!\There are still 2 left!\Those are... Don't, Natsu-san! response:	They're different than the ones from before!
context: Natsu!\I don't think so.\There's more where that came from!\I ain't gonna let you!\So annoying!\There are still 2 left!\Those are... Don't, Natsu-san!\They're different than the ones from before! response:	You naive, foolish wizards!
context: I don't think so.\There's more where that came from!\I ain't gonna let you!\So annoying!\There are still 2 left!\Those are... Don't, Natsu-san!\They're different than the ones from before!\You naive, foolish wizards! response:	And you call yourself dragon hunters?
context: There's more where that came from!\I ain't gonna let you!\So annoying!\There are still 2 left!\Those are... Don't, Natsu-san!\They're different than the ones from before!\You naive, foolish wizards!\And you call yourself dragon hunters? response:	What the...?
context: I ain't gonna let you!\So annoying!\There are still 2 left!\Those are... Don't, Natsu-san!\They're different than the ones from before!\You naive, foolish wizards!\And you call yourself dragon hunters?\What the...? response:	He's eating the Dragon Knight Ball's explosion?!
context: So annoying!\There are still 2 left!\Those are... Don't, Natsu-san!\They're different than the ones from before!\You naive, foolish wizards!\And you call yourself dragon hunters?\What the...?\He's eating the Dragon Knight Ball's explosion?! response:	And he's eating my tail!
context: There are still 2 left!\Those are... Don't, Natsu-san!\They're different than the ones from before!\You naive, foolish wizards!\And you call yourself dragon hunters?\What the...?\He's eating the Dragon Knight Ball's explosion?!\And he's eating my tail! response:	What's with this awful fire?
context: Those are... Don't, Natsu-san!\They're different than the ones from before!\You naive, foolish wizards!\And you call yourself dragon hunters?\What the...?\He's eating the Dragon Knight Ball's explosion?!\And he's eating my tail!\What's with this awful fire? response:	I ain't never tasted anything that pissed me off more.
context: They're different than the ones from before!\You naive, foolish wizards!\And you call yourself dragon hunters?\What the...?\He's eating the Dragon Knight Ball's explosion?!\And he's eating my tail!\What's with this awful fire?\I ain't never tasted anything that pissed me off more. response:	That ain't it. But in the meantime...
context: You naive, foolish wizards!\And you call yourself dragon hunters?\What the...?\He's eating the Dragon Knight Ball's explosion?!\And he's eating my tail!\What's with this awful fire?\I ain't never tasted anything that pissed me off more.\That ain't it. But in the meantime... response:	Now that I've eaten, I'm all revved up!
context: And you call yourself dragon hunters?\What the...?\He's eating the Dragon Knight Ball's explosion?!\And he's eating my tail!\What's with this awful fire?\I ain't never tasted anything that pissed me off more.\That ain't it. But in the meantime...\Now that I've eaten, I'm all revved up! response:	What the hell do you think you're doing?
context: What the...?\He's eating the Dragon Knight Ball's explosion?!\And he's eating my tail!\What's with this awful fire?\I ain't never tasted anything that pissed me off more.\That ain't it. But in the meantime...\Now that I've eaten, I'm all revved up!\What the hell do you think you're doing? response:	You're one real annoying pest.
context: He's eating the Dragon Knight Ball's explosion?!\And he's eating my tail!\What's with this awful fire?\I ain't never tasted anything that pissed me off more.\That ain't it. But in the meantime...\Now that I've eaten, I'm all revved up!\What the hell do you think you're doing?\You're one real annoying pest. response:	Nonsense...
context: And he's eating my tail!\What's with this awful fire?\I ain't never tasted anything that pissed me off more.\That ain't it. But in the meantime...\Now that I've eaten, I'm all revved up!\What the hell do you think you're doing?\You're one real annoying pest.\Nonsense... response:	These are Earthland wizards...?
context: What's with this awful fire?\I ain't never tasted anything that pissed me off more.\That ain't it. But in the meantime...\Now that I've eaten, I'm all revved up!\What the hell do you think you're doing?\You're one real annoying pest.\Nonsense...\These are Earthland wizards...? response:	Sure is strong. It ain't called a dragon for nothing.
context: I ain't never tasted anything that pissed me off more.\That ain't it. But in the meantime...\Now that I've eaten, I'm all revved up!\What the hell do you think you're doing?\You're one real annoying pest.\Nonsense...\These are Earthland wizards...?\Sure is strong. It ain't called a dragon for nothing. response:	Give me a break. This ain't even close to a dragon!
context: That ain't it. But in the meantime...\Now that I've eaten, I'm all revved up!\What the hell do you think you're doing?\You're one real annoying pest.\Nonsense...\These are Earthland wizards...?\Sure is strong. It ain't called a dragon for nothing.\Give me a break. This ain't even close to a dragon! response:	Even though he's the king of this land, he doesn't have a single bodyguard.
context: Now that I've eaten, I'm all revved up!\What the hell do you think you're doing?\You're one real annoying pest.\Nonsense...\These are Earthland wizards...?\Sure is strong. It ain't called a dragon for nothing.\Give me a break. This ain't even close to a dragon!\Even though he's the king of this land, he doesn't have a single bodyguard. response:	He's got incredible self-confidence.
context: What the hell do you think you're doing?\You're one real annoying pest.\Nonsense...\These are Earthland wizards...?\Sure is strong. It ain't called a dragon for nothing.\Give me a break. This ain't even close to a dragon!\Even though he's the king of this land, he doesn't have a single bodyguard.\He's got incredible self-confidence. response:	I'm fired up!
context: You're one real annoying pest.\Nonsense...\These are Earthland wizards...?\Sure is strong. It ain't called a dragon for nothing.\Give me a break. This ain't even close to a dragon!\Even though he's the king of this land, he doesn't have a single bodyguard.\He's got incredible self-confidence.\I'm fired up! response:	These are Dragon Slayers...
