context: Hey, little boy! That thing I asked you to do yesterday response:	Right, right!
context: once I became pregnant with Chitoge, I quit cold turkey.\Wh-What the...?\Uh... But I thought you didn't have any interest in Chitoge?\Why would you think that?\Well, because...\You forgot all about Chitoge's ribbon,\and you always forget how old she is.\Of course I'd never forget! response:	That's the ribbon I gave her, you know!
context: Wh-What the...?\Uh... But I thought you didn't have any interest in Chitoge?\Why would you think that?\Well, because...\You forgot all about Chitoge's ribbon,\and you always forget how old she is.\Of course I'd never forget!\That's the ribbon I gave her, you know! response:	Wh-Whaaat did you say?!
context: Uh... But I thought you didn't have any interest in Chitoge?\Why would you think that?\Well, because...\You forgot all about Chitoge's ribbon,\and you always forget how old she is.\Of course I'd never forget!\That's the ribbon I gave her, you know!\Wh-Whaaat did you say?! response:	Well, come on,
context: Why would you think that?\Well, because...\You forgot all about Chitoge's ribbon,\and you always forget how old she is.\Of course I'd never forget!\That's the ribbon I gave her, you know!\Wh-Whaaat did you say?!\Well, come on, response:	that girl's still wearing that cheap ribbon I gave her ten years ago!
context: Well, because...\You forgot all about Chitoge's ribbon,\and you always forget how old she is.\Of course I'd never forget!\That's the ribbon I gave her, you know!\Wh-Whaaat did you say?!\Well, come on,\that girl's still wearing that cheap ribbon I gave her ten years ago! response:	When I'm sure she can find something that would become her more.
context: You forgot all about Chitoge's ribbon,\and you always forget how old she is.\Of course I'd never forget!\That's the ribbon I gave her, you know!\Wh-Whaaat did you say?!\Well, come on,\that girl's still wearing that cheap ribbon I gave her ten years ago!\When I'm sure she can find something that would become her more. response:	As for her age, of course I remember!
context: and you always forget how old she is.\Of course I'd never forget!\That's the ribbon I gave her, you know!\Wh-Whaaat did you say?!\Well, come on,\that girl's still wearing that cheap ribbon I gave her ten years ago!\When I'm sure she can find something that would become her more.\As for her age, of course I remember! response:	It's just that... when I'm with her, I get so nervous...
context: Of course I'd never forget!\That's the ribbon I gave her, you know!\Wh-Whaaat did you say?!\Well, come on,\that girl's still wearing that cheap ribbon I gave her ten years ago!\When I'm sure she can find something that would become her more.\As for her age, of course I remember!\It's just that... when I'm with her, I get so nervous... response:	that I start out by asking her age.
context: That's the ribbon I gave her, you know!\Wh-Whaaat did you say?!\Well, come on,\that girl's still wearing that cheap ribbon I gave her ten years ago!\When I'm sure she can find something that would become her more.\As for her age, of course I remember!\It's just that... when I'm with her, I get so nervous...\that I start out by asking her age. response:	No, no, no!
context: Wh-Whaaat did you say?!\Well, come on,\that girl's still wearing that cheap ribbon I gave her ten years ago!\When I'm sure she can find something that would become her more.\As for her age, of course I remember!\It's just that... when I'm with her, I get so nervous...\that I start out by asking her age.\No, no, no! response:	That will only backfire on you!
context: Well, come on,\that girl's still wearing that cheap ribbon I gave her ten years ago!\When I'm sure she can find something that would become her more.\As for her age, of course I remember!\It's just that... when I'm with her, I get so nervous...\that I start out by asking her age.\No, no, no!\That will only backfire on you! response:	Isn't she an amazing girl?
context: that girl's still wearing that cheap ribbon I gave her ten years ago!\When I'm sure she can find something that would become her more.\As for her age, of course I remember!\It's just that... when I'm with her, I get so nervous...\that I start out by asking her age.\No, no, no!\That will only backfire on you!\Isn't she an amazing girl? response:	I told you this before, didn't I?
context: When I'm sure she can find something that would become her more.\As for her age, of course I remember!\It's just that... when I'm with her, I get so nervous...\that I start out by asking her age.\No, no, no!\That will only backfire on you!\Isn't she an amazing girl?\I told you this before, didn't I? response:	If you have the ability, it's your duty to exercise it.
context: As for her age, of course I remember!\It's just that... when I'm with her, I get so nervous...\that I start out by asking her age.\No, no, no!\That will only backfire on you!\Isn't she an amazing girl?\I told you this before, didn't I?\If you have the ability, it's your duty to exercise it. response:	That girl is gifted with marvelous abilities.
context: It's just that... when I'm with her, I get so nervous...\that I start out by asking her age.\No, no, no!\That will only backfire on you!\Isn't she an amazing girl?\I told you this before, didn't I?\If you have the ability, it's your duty to exercise it.\That girl is gifted with marvelous abilities. response:	If she put her mind to it, she could far surpass both Adelt and myself.
context: that I start out by asking her age.\No, no, no!\That will only backfire on you!\Isn't she an amazing girl?\I told you this before, didn't I?\If you have the ability, it's your duty to exercise it.\That girl is gifted with marvelous abilities.\If she put her mind to it, she could far surpass both Adelt and myself. response:	Not only that, but she's a beauty, just like me.
context: No, no, no!\That will only backfire on you!\Isn't she an amazing girl?\I told you this before, didn't I?\If you have the ability, it's your duty to exercise it.\That girl is gifted with marvelous abilities.\If she put her mind to it, she could far surpass both Adelt and myself.\Not only that, but she's a beauty, just like me. response:	So like me...
context: That will only backfire on you!\Isn't she an amazing girl?\I told you this before, didn't I?\If you have the ability, it's your duty to exercise it.\That girl is gifted with marvelous abilities.\If she put her mind to it, she could far surpass both Adelt and myself.\Not only that, but she's a beauty, just like me.\So like me... response:	I've raised her quite strictly.
context: Isn't she an amazing girl?\I told you this before, didn't I?\If you have the ability, it's your duty to exercise it.\That girl is gifted with marvelous abilities.\If she put her mind to it, she could far surpass both Adelt and myself.\Not only that, but she's a beauty, just like me.\So like me...\I've raised her quite strictly. response:	But I'm sure I was far too strict.
context: I told you this before, didn't I?\If you have the ability, it's your duty to exercise it.\That girl is gifted with marvelous abilities.\If she put her mind to it, she could far surpass both Adelt and myself.\Not only that, but she's a beauty, just like me.\So like me...\I've raised her quite strictly.\But I'm sure I was far too strict. response:	Before I knew it, she stopped calling me Mom.
context: If you have the ability, it's your duty to exercise it.\That girl is gifted with marvelous abilities.\If she put her mind to it, she could far surpass both Adelt and myself.\Not only that, but she's a beauty, just like me.\So like me...\I've raised her quite strictly.\But I'm sure I was far too strict.\Before I knew it, she stopped calling me Mom. response:	I'm sure she must really hate me now.
context: That girl is gifted with marvelous abilities.\If she put her mind to it, she could far surpass both Adelt and myself.\Not only that, but she's a beauty, just like me.\So like me...\I've raised her quite strictly.\But I'm sure I was far too strict.\Before I knew it, she stopped calling me Mom.\I'm sure she must really hate me now. response:	Is that why you came up with the idea of sending us to a hotel on Christmas Eve?
context: If she put her mind to it, she could far surpass both Adelt and myself.\Not only that, but she's a beauty, just like me.\So like me...\I've raised her quite strictly.\But I'm sure I was far too strict.\Before I knew it, she stopped calling me Mom.\I'm sure she must really hate me now.\Is that why you came up with the idea of sending us to a hotel on Christmas Eve? response:	That's because I thought that would make her happier.
context: Not only that, but she's a beauty, just like me.\So like me...\I've raised her quite strictly.\But I'm sure I was far too strict.\Before I knew it, she stopped calling me Mom.\I'm sure she must really hate me now.\Is that why you came up with the idea of sending us to a hotel on Christmas Eve?\That's because I thought that would make her happier. response:	Am I wrong?
context: So like me...\I've raised her quite strictly.\But I'm sure I was far too strict.\Before I knew it, she stopped calling me Mom.\I'm sure she must really hate me now.\Is that why you came up with the idea of sending us to a hotel on Christmas Eve?\That's because I thought that would make her happier.\Am I wrong? response:	This woman...
context: I've raised her quite strictly.\But I'm sure I was far too strict.\Before I knew it, she stopped calling me Mom.\I'm sure she must really hate me now.\Is that why you came up with the idea of sending us to a hotel on Christmas Eve?\That's because I thought that would make her happier.\Am I wrong?\This woman... response:	Dammit, so that was it, huh?
context: But I'm sure I was far too strict.\Before I knew it, she stopped calling me Mom.\I'm sure she must really hate me now.\Is that why you came up with the idea of sending us to a hotel on Christmas Eve?\That's because I thought that would make her happier.\Am I wrong?\This woman...\Dammit, so that was it, huh? response:	I finally see it now!
context: Before I knew it, she stopped calling me Mom.\I'm sure she must really hate me now.\Is that why you came up with the idea of sending us to a hotel on Christmas Eve?\That's because I thought that would make her happier.\Am I wrong?\This woman...\Dammit, so that was it, huh?\I finally see it now! response:	Ms. Hana?
context: I'm sure she must really hate me now.\Is that why you came up with the idea of sending us to a hotel on Christmas Eve?\That's because I thought that would make her happier.\Am I wrong?\This woman...\Dammit, so that was it, huh?\I finally see it now!\Ms. Hana? response:	You moron!
context: Is that why you came up with the idea of sending us to a hotel on Christmas Eve?\That's because I thought that would make her happier.\Am I wrong?\This woman...\Dammit, so that was it, huh?\I finally see it now!\Ms. Hana?\You moron! response:	Ouch!
context: That's because I thought that would make her happier.\Am I wrong?\This woman...\Dammit, so that was it, huh?\I finally see it now!\Ms. Hana?\You moron!\Ouch! response:	Ouch!
context: Am I wrong?\This woman...\Dammit, so that was it, huh?\I finally see it now!\Ms. Hana?\You moron!\Ouch!\Ouch! response:	Why, you... How dare you do such a thing to me...
context: This woman...\Dammit, so that was it, huh?\I finally see it now!\Ms. Hana?\You moron!\Ouch!\Ouch!\Why, you... How dare you do such a thing to me... response:	You've got it wrong on the most basic level!
context: Dammit, so that was it, huh?\I finally see it now!\Ms. Hana?\You moron!\Ouch!\Ouch!\Why, you... How dare you do such a thing to me...\You've got it wrong on the most basic level! response:	She doesn't hate you at all!
context: I finally see it now!\Ms. Hana?\You moron!\Ouch!\Ouch!\Why, you... How dare you do such a thing to me...\You've got it wrong on the most basic level!\She doesn't hate you at all! response:	She's needed you all this time!
context: Ms. Hana?\You moron!\Ouch!\Ouch!\Why, you... How dare you do such a thing to me...\You've got it wrong on the most basic level!\She doesn't hate you at all!\She's needed you all this time! response:	Even now!
context: You moron!\Ouch!\Ouch!\Why, you... How dare you do such a thing to me...\You've got it wrong on the most basic level!\She doesn't hate you at all!\She's needed you all this time!\Even now! response:	She was totally looking forward to spending Christmas Eve with you!
context: Ouch!\Ouch!\Why, you... How dare you do such a thing to me...\You've got it wrong on the most basic level!\She doesn't hate you at all!\She's needed you all this time!\Even now!\She was totally looking forward to spending Christmas Eve with you! response:	Even now, except when she's with you,
context: Ouch!\Why, you... How dare you do such a thing to me...\You've got it wrong on the most basic level!\She doesn't hate you at all!\She's needed you all this time!\Even now!\She was totally looking forward to spending Christmas Eve with you!\Even now, except when she's with you, response:	she still calls you Mom, you know!
context: Why, you... How dare you do such a thing to me...\You've got it wrong on the most basic level!\She doesn't hate you at all!\She's needed you all this time!\Even now!\She was totally looking forward to spending Christmas Eve with you!\Even now, except when she's with you,\she still calls you Mom, you know! response:	Please, go see her!
context: You've got it wrong on the most basic level!\She doesn't hate you at all!\She's needed you all this time!\Even now!\She was totally looking forward to spending Christmas Eve with you!\Even now, except when she's with you,\she still calls you Mom, you know!\Please, go see her! response:	You can still make it!
context: She doesn't hate you at all!\She's needed you all this time!\Even now!\She was totally looking forward to spending Christmas Eve with you!\Even now, except when she's with you,\she still calls you Mom, you know!\Please, go see her!\You can still make it! response:	But...
context: She's needed you all this time!\Even now!\She was totally looking forward to spending Christmas Eve with you!\Even now, except when she's with you,\she still calls you Mom, you know!\Please, go see her!\You can still make it!\But... response:	I'm supposed to head to the U.S. after this today.
context: Even now!\She was totally looking forward to spending Christmas Eve with you!\Even now, except when she's with you,\she still calls you Mom, you know!\Please, go see her!\You can still make it!\But...\I'm supposed to head to the U.S. after this today. response:	What should I do?
context: She was totally looking forward to spending Christmas Eve with you!\Even now, except when she's with you,\she still calls you Mom, you know!\Please, go see her!\You can still make it!\But...\I'm supposed to head to the U.S. after this today.\What should I do? response:	Then... how much time do you have?
context: Even now, except when she's with you,\she still calls you Mom, you know!\Please, go see her!\You can still make it!\But...\I'm supposed to head to the U.S. after this today.\What should I do?\Then... how much time do you have? response:	Three hours before my flight takes off.
context: she still calls you Mom, you know!\Please, go see her!\You can still make it!\But...\I'm supposed to head to the U.S. after this today.\What should I do?\Then... how much time do you have?\Three hours before my flight takes off. response:	Crap, that's cutting it close!
context: Please, go see her!\You can still make it!\But...\I'm supposed to head to the U.S. after this today.\What should I do?\Then... how much time do you have?\Three hours before my flight takes off.\Crap, that's cutting it close! response:	Ms. Hana, once you've finished getting ready for your trip,
context: You can still make it!\But...\I'm supposed to head to the U.S. after this today.\What should I do?\Then... how much time do you have?\Three hours before my flight takes off.\Crap, that's cutting it close!\Ms. Hana, once you've finished getting ready for your trip, response:	please wait at that five-star suite!
context: But...\I'm supposed to head to the U.S. after this today.\What should I do?\Then... how much time do you have?\Three hours before my flight takes off.\Crap, that's cutting it close!\Ms. Hana, once you've finished getting ready for your trip,\please wait at that five-star suite! response:	And I'll bring Chitoge to you!
context: I'm supposed to head to the U.S. after this today.\What should I do?\Then... how much time do you have?\Three hours before my flight takes off.\Crap, that's cutting it close!\Ms. Hana, once you've finished getting ready for your trip,\please wait at that five-star suite!\And I'll bring Chitoge to you! response:	But...
context: What should I do?\Then... how much time do you have?\Three hours before my flight takes off.\Crap, that's cutting it close!\Ms. Hana, once you've finished getting ready for your trip,\please wait at that five-star suite!\And I'll bring Chitoge to you!\But... response:	Damn,
context: Then... how much time do you have?\Three hours before my flight takes off.\Crap, that's cutting it close!\Ms. Hana, once you've finished getting ready for your trip,\please wait at that five-star suite!\And I'll bring Chitoge to you!\But...\Damn, response:	here I was, thinking Ms. Hana was a wizard at her job...
context: Three hours before my flight takes off.\Crap, that's cutting it close!\Ms. Hana, once you've finished getting ready for your trip,\please wait at that five-star suite!\And I'll bring Chitoge to you!\But...\Damn,\here I was, thinking Ms. Hana was a wizard at her job... response:	but other than that, she's nothing but an airhead!
context: Crap, that's cutting it close!\Ms. Hana, once you've finished getting ready for your trip,\please wait at that five-star suite!\And I'll bring Chitoge to you!\But...\Damn,\here I was, thinking Ms. Hana was a wizard at her job...\but other than that, she's nothing but an airhead! response:	I guess the apple doesn't fall too far from the tree!
context: Ms. Hana, once you've finished getting ready for your trip,\please wait at that five-star suite!\And I'll bring Chitoge to you!\But...\Damn,\here I was, thinking Ms. Hana was a wizard at her job...\but other than that, she's nothing but an airhead!\I guess the apple doesn't fall too far from the tree! response:	Look, look outside! It's snowing!
context: please wait at that five-star suite!\And I'll bring Chitoge to you!\But...\Damn,\here I was, thinking Ms. Hana was a wizard at her job...\but other than that, she's nothing but an airhead!\I guess the apple doesn't fall too far from the tree!\Look, look outside! It's snowing! response:	Oh, yeah? It's a white Christmas!
context: And I'll bring Chitoge to you!\But...\Damn,\here I was, thinking Ms. Hana was a wizard at her job...\but other than that, she's nothing but an airhead!\I guess the apple doesn't fall too far from the tree!\Look, look outside! It's snowing!\Oh, yeah? It's a white Christmas! response:	I bet something wonderful's in store for us this year.
context: But...\Damn,\here I was, thinking Ms. Hana was a wizard at her job...\but other than that, she's nothing but an airhead!\I guess the apple doesn't fall too far from the tree!\Look, look outside! It's snowing!\Oh, yeah? It's a white Christmas!\I bet something wonderful's in store for us this year. response:	Young Mistress, aren't you cold standing there?
context: Damn,\here I was, thinking Ms. Hana was a wizard at her job...\but other than that, she's nothing but an airhead!\I guess the apple doesn't fall too far from the tree!\Look, look outside! It's snowing!\Oh, yeah? It's a white Christmas!\I bet something wonderful's in store for us this year.\Young Mistress, aren't you cold standing there? response:	Please come over here.
context: here I was, thinking Ms. Hana was a wizard at her job...\but other than that, she's nothing but an airhead!\I guess the apple doesn't fall too far from the tree!\Look, look outside! It's snowing!\Oh, yeah? It's a white Christmas!\I bet something wonderful's in store for us this year.\Young Mistress, aren't you cold standing there?\Please come over here. response:	By the way, when will Master Raku be arriving?
context: but other than that, she's nothing but an airhead!\I guess the apple doesn't fall too far from the tree!\Look, look outside! It's snowing!\Oh, yeah? It's a white Christmas!\I bet something wonderful's in store for us this year.\Young Mistress, aren't you cold standing there?\Please come over here.\By the way, when will Master Raku be arriving? response:	Oh, right, I'm sure he'll be here soon.
context: I guess the apple doesn't fall too far from the tree!\Look, look outside! It's snowing!\Oh, yeah? It's a white Christmas!\I bet something wonderful's in store for us this year.\Young Mistress, aren't you cold standing there?\Please come over here.\By the way, when will Master Raku be arriving?\Oh, right, I'm sure he'll be here soon. response:	Hey, Mom! I want a ribbon just like this!
context: Look, look outside! It's snowing!\Oh, yeah? It's a white Christmas!\I bet something wonderful's in store for us this year.\Young Mistress, aren't you cold standing there?\Please come over here.\By the way, when will Master Raku be arriving?\Oh, right, I'm sure he'll be here soon.\Hey, Mom! I want a ribbon just like this! response:	All right, you can have one.
context: Oh, yeah? It's a white Christmas!\I bet something wonderful's in store for us this year.\Young Mistress, aren't you cold standing there?\Please come over here.\By the way, when will Master Raku be arriving?\Oh, right, I'm sure he'll be here soon.\Hey, Mom! I want a ribbon just like this!\All right, you can have one. response:	Take good care of it, okay?
context: I bet something wonderful's in store for us this year.\Young Mistress, aren't you cold standing there?\Please come over here.\By the way, when will Master Raku be arriving?\Oh, right, I'm sure he'll be here soon.\Hey, Mom! I want a ribbon just like this!\All right, you can have one.\Take good care of it, okay? response:	I wonder when things got like this between us?
context: Young Mistress, aren't you cold standing there?\Please come over here.\By the way, when will Master Raku be arriving?\Oh, right, I'm sure he'll be here soon.\Hey, Mom! I want a ribbon just like this!\All right, you can have one.\Take good care of it, okay?\I wonder when things got like this between us? response:	I used to be able to talk to her, just like that...
context: Please come over here.\By the way, when will Master Raku be arriving?\Oh, right, I'm sure he'll be here soon.\Hey, Mom! I want a ribbon just like this!\All right, you can have one.\Take good care of it, okay?\I wonder when things got like this between us?\I used to be able to talk to her, just like that... response:	Is it always going to be like this?
context: By the way, when will Master Raku be arriving?\Oh, right, I'm sure he'll be here soon.\Hey, Mom! I want a ribbon just like this!\All right, you can have one.\Take good care of it, okay?\I wonder when things got like this between us?\I used to be able to talk to her, just like that...\Is it always going to be like this? response:	Mom and me...
context: Oh, right, I'm sure he'll be here soon.\Hey, Mom! I want a ribbon just like this!\All right, you can have one.\Take good care of it, okay?\I wonder when things got like this between us?\I used to be able to talk to her, just like that...\Is it always going to be like this?\Mom and me... response:	Never...
context: Hey, Mom! I want a ribbon just like this!\All right, you can have one.\Take good care of it, okay?\I wonder when things got like this between us?\I used to be able to talk to her, just like that...\Is it always going to be like this?\Mom and me...\Never... response:	Chitoge!
context: All right, you can have one.\Take good care of it, okay?\I wonder when things got like this between us?\I used to be able to talk to her, just like that...\Is it always going to be like this?\Mom and me...\Never...\Chitoge! response:	Chitoge!
context: Take good care of it, okay?\I wonder when things got like this between us?\I used to be able to talk to her, just like that...\Is it always going to be like this?\Mom and me...\Never...\Chitoge!\Chitoge! response:	What, what, what?
context: I wonder when things got like this between us?\I used to be able to talk to her, just like that...\Is it always going to be like this?\Mom and me...\Never...\Chitoge!\Chitoge!\What, what, what? response:	Chitoge, are you there?
context: I used to be able to talk to her, just like that...\Is it always going to be like this?\Mom and me...\Never...\Chitoge!\Chitoge!\What, what, what?\Chitoge, are you there? response:	Raku?
context: Is it always going to be like this?\Mom and me...\Never...\Chitoge!\Chitoge!\What, what, what?\Chitoge, are you there?\Raku? response:	OOOh! Master Raku!
context: Mom and me...\Never...\Chitoge!\Chitoge!\What, what, what?\Chitoge, are you there?\Raku?\OOOh! Master Raku! response:	What are you doing here?
context: Never...\Chitoge!\Chitoge!\What, what, what?\Chitoge, are you there?\Raku?\OOOh! Master Raku!\What are you doing here? response:	Aren't you supposed to be with my mom?
context: Chitoge!\Chitoge!\What, what, what?\Chitoge, are you there?\Raku?\OOOh! Master Raku!\What are you doing here?\Aren't you supposed to be with my mom? response:	No time to explain!
context: Chitoge!\What, what, what?\Chitoge, are you there?\Raku?\OOOh! Master Raku!\What are you doing here?\Aren't you supposed to be with my mom?\No time to explain! response:	Just come with me, all right?
context: What, what, what?\Chitoge, are you there?\Raku?\OOOh! Master Raku!\What are you doing here?\Aren't you supposed to be with my mom?\No time to explain!\Just come with me, all right? response:	Hey...
context: Chitoge, are you there?\Raku?\OOOh! Master Raku!\What are you doing here?\Aren't you supposed to be with my mom?\No time to explain!\Just come with me, all right?\Hey... response:	Hold up a second! This is so sudden!
context: Raku?\OOOh! Master Raku!\What are you doing here?\Aren't you supposed to be with my mom?\No time to explain!\Just come with me, all right?\Hey...\Hold up a second! This is so sudden! response:	At least tell me where!
context: OOOh! Master Raku!\What are you doing here?\Aren't you supposed to be with my mom?\No time to explain!\Just come with me, all right?\Hey...\Hold up a second! This is so sudden!\At least tell me where! response:	All right, then...
context: What are you doing here?\Aren't you supposed to be with my mom?\No time to explain!\Just come with me, all right?\Hey...\Hold up a second! This is so sudden!\At least tell me where!\All right, then... response:	To a five-star hotel suite!
context: Aren't you supposed to be with my mom?\No time to explain!\Just come with me, all right?\Hey...\Hold up a second! This is so sudden!\At least tell me where!\All right, then...\To a five-star hotel suite! response:	Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.
context: No time to explain!\Just come with me, all right?\Hey...\Hold up a second! This is so sudden!\At least tell me where!\All right, then...\To a five-star hotel suite!\Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time. response:	It's no good, Ichijo!
context: Just come with me, all right?\Hey...\Hold up a second! This is so sudden!\At least tell me where!\All right, then...\To a five-star hotel suite!\Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.\It's no good, Ichijo! response:	The heavy snow up north is causing a major traffic jam.
context: Hey...\Hold up a second! This is so sudden!\At least tell me where!\All right, then...\To a five-star hotel suite!\Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.\It's no good, Ichijo!\The heavy snow up north is causing a major traffic jam. response:	This car isn't going anywhere!
context: Hold up a second! This is so sudden!\At least tell me where!\All right, then...\To a five-star hotel suite!\Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.\It's no good, Ichijo!\The heavy snow up north is causing a major traffic jam.\This car isn't going anywhere! response:	Are you serious?
context: At least tell me where!\All right, then...\To a five-star hotel suite!\Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.\It's no good, Ichijo!\The heavy snow up north is causing a major traffic jam.\This car isn't going anywhere!\Are you serious? response:	Not at a time like this...
context: All right, then...\To a five-star hotel suite!\Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.\It's no good, Ichijo!\The heavy snow up north is causing a major traffic jam.\This car isn't going anywhere!\Are you serious?\Not at a time like this... response:	Hey, hold up a second!
context: To a five-star hotel suite!\Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.\It's no good, Ichijo!\The heavy snow up north is causing a major traffic jam.\This car isn't going anywhere!\Are you serious?\Not at a time like this...\Hey, hold up a second! response:	Tell me what's going on!
context: Ms. Hana Kirisaki This is a boarding time change notification. As the snow is predicted to become heavier, the charter flight you have reserved will be leaving earlier than scheduled. Please be sure to be on time.\It's no good, Ichijo!\The heavy snow up north is causing a major traffic jam.\This car isn't going anywhere!\Are you serious?\Not at a time like this...\Hey, hold up a second!\Tell me what's going on! response:	My bad!
context: It's no good, Ichijo!\The heavy snow up north is causing a major traffic jam.\This car isn't going anywhere!\Are you serious?\Not at a time like this...\Hey, hold up a second!\Tell me what's going on!\My bad! response:	I promise to bring it back right away!
context: The heavy snow up north is causing a major traffic jam.\This car isn't going anywhere!\Are you serious?\Not at a time like this...\Hey, hold up a second!\Tell me what's going on!\My bad!\I promise to bring it back right away! response:	Hey!
context: This car isn't going anywhere!\Are you serious?\Not at a time like this...\Hey, hold up a second!\Tell me what's going on!\My bad!\I promise to bring it back right away!\Hey! response:	That hotel you mentioned...
context: Are you serious?\Not at a time like this...\Hey, hold up a second!\Tell me what's going on!\My bad!\I promise to bring it back right away!\Hey!\That hotel you mentioned... response:	it's the one Mom was talking about, right?
context: Not at a time like this...\Hey, hold up a second!\Tell me what's going on!\My bad!\I promise to bring it back right away!\Hey!\That hotel you mentioned...\it's the one Mom was talking about, right? response:	No way am I going!
context: Hey, hold up a second!\Tell me what's going on!\My bad!\I promise to bring it back right away!\Hey!\That hotel you mentioned...\it's the one Mom was talking about, right?\No way am I going! response:	Why would I go with you?!
context: Tell me what's going on!\My bad!\I promise to bring it back right away!\Hey!\That hotel you mentioned...\it's the one Mom was talking about, right?\No way am I going!\Why would I go with you?! response:	Ms. Hana is waiting for you there!
context: My bad!\I promise to bring it back right away!\Hey!\That hotel you mentioned...\it's the one Mom was talking about, right?\No way am I going!\Why would I go with you?!\Ms. Hana is waiting for you there! response:	I'm taking you to see her, so just shut your mouth and sit there!
context: I promise to bring it back right away!\Hey!\That hotel you mentioned...\it's the one Mom was talking about, right?\No way am I going!\Why would I go with you?!\Ms. Hana is waiting for you there!\I'm taking you to see her, so just shut your mouth and sit there! response:	Mom's there? Why?
context: Hey!\That hotel you mentioned...\it's the one Mom was talking about, right?\No way am I going!\Why would I go with you?!\Ms. Hana is waiting for you there!\I'm taking you to see her, so just shut your mouth and sit there!\Mom's there? Why? response:	Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,
context: That hotel you mentioned...\it's the one Mom was talking about, right?\No way am I going!\Why would I go with you?!\Ms. Hana is waiting for you there!\I'm taking you to see her, so just shut your mouth and sit there!\Mom's there? Why?\Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way, response:	and I wouldn't blame you if you didn't believe me, but...
context: it's the one Mom was talking about, right?\No way am I going!\Why would I go with you?!\Ms. Hana is waiting for you there!\I'm taking you to see her, so just shut your mouth and sit there!\Mom's there? Why?\Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,\and I wouldn't blame you if you didn't believe me, but... response:	The truth is, she really, really cares about you!
context: No way am I going!\Why would I go with you?!\Ms. Hana is waiting for you there!\I'm taking you to see her, so just shut your mouth and sit there!\Mom's there? Why?\Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,\and I wouldn't blame you if you didn't believe me, but...\The truth is, she really, really cares about you! response:	No way...
context: Why would I go with you?!\Ms. Hana is waiting for you there!\I'm taking you to see her, so just shut your mouth and sit there!\Mom's there? Why?\Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,\and I wouldn't blame you if you didn't believe me, but...\The truth is, she really, really cares about you!\No way... response:	No way could that be...
context: Ms. Hana is waiting for you there!\I'm taking you to see her, so just shut your mouth and sit there!\Mom's there? Why?\Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,\and I wouldn't blame you if you didn't believe me, but...\The truth is, she really, really cares about you!\No way...\No way could that be... response:	No way could I ever believe that!
context: I'm taking you to see her, so just shut your mouth and sit there!\Mom's there? Why?\Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,\and I wouldn't blame you if you didn't believe me, but...\The truth is, she really, really cares about you!\No way...\No way could that be...\No way could I ever believe that! response:	Believe it!
context: Mom's there? Why?\Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,\and I wouldn't blame you if you didn't believe me, but...\The truth is, she really, really cares about you!\No way...\No way could that be...\No way could I ever believe that!\Believe it! response:	For once in your life, why don't you just...
context: Well, Ms. Hana... Sure, she said a lot of things that could be taken the wrong way,\and I wouldn't blame you if you didn't believe me, but...\The truth is, she really, really cares about you!\No way...\No way could that be...\No way could I ever believe that!\Believe it!\For once in your life, why don't you just... response:	Trust in me!
context: and I wouldn't blame you if you didn't believe me, but...\The truth is, she really, really cares about you!\No way...\No way could that be...\No way could I ever believe that!\Believe it!\For once in your life, why don't you just...\Trust in me! response:	She's gone?
context: The truth is, she really, really cares about you!\No way...\No way could that be...\No way could I ever believe that!\Believe it!\For once in your life, why don't you just...\Trust in me!\She's gone? response:	Yes. She said her flight was leaving early because of the snow.
context: No way...\No way could that be...\No way could I ever believe that!\Believe it!\For once in your life, why don't you just...\Trust in me!\She's gone?\Yes. She said her flight was leaving early because of the snow. response:	The airport, then! Come on, hurry!
context: No way could that be...\No way could I ever believe that!\Believe it!\For once in your life, why don't you just...\Trust in me!\She's gone?\Yes. She said her flight was leaving early because of the snow.\The airport, then! Come on, hurry! response:	Okay!
