context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: -and let my parents take it easy.\-I set my sights on being a hero because I want to be like my brother.\Time is limited.\If you expect to go pro,\-then the path to your future will open up at this...\-That slight difference in attitudes will have a big impact once you go out into society.\I hope you won't forget how you felt back at the beach park.\Dagoba Municipal Beach Park response:	The U.A. sports festival is in two weeks.
context: -I set my sights on being a hero because I want to be like my brother.\Time is limited.\If you expect to go pro,\-then the path to your future will open up at this...\-That slight difference in attitudes will have a big impact once you go out into society.\I hope you won't forget how you felt back at the beach park.\Dagoba Municipal Beach Park\The U.A. sports festival is in two weeks. response:	It'll be broadcast live on TV, too.
context: Time is limited.\If you expect to go pro,\-then the path to your future will open up at this...\-That slight difference in attitudes will have a big impact once you go out into society.\I hope you won't forget how you felt back at the beach park.\Dagoba Municipal Beach Park\The U.A. sports festival is in two weeks.\It'll be broadcast live on TV, too. response:	There's no doubt
context: If you expect to go pro,\-then the path to your future will open up at this...\-That slight difference in attitudes will have a big impact once you go out into society.\I hope you won't forget how you felt back at the beach park.\Dagoba Municipal Beach Park\The U.A. sports festival is in two weeks.\It'll be broadcast live on TV, too.\There's no doubt response:	that those who do well have a much better chance of becoming pro heroes.
context: -then the path to your future will open up at this...\-That slight difference in attitudes will have a big impact once you go out into society.\I hope you won't forget how you felt back at the beach park.\Dagoba Municipal Beach Park\The U.A. sports festival is in two weeks.\It'll be broadcast live on TV, too.\There's no doubt\that those who do well have a much better chance of becoming pro heroes. response:	We won't know what events we'll be participating in until the day of.
context: -That slight difference in attitudes will have a big impact once you go out into society.\I hope you won't forget how you felt back at the beach park.\Dagoba Municipal Beach Park\The U.A. sports festival is in two weeks.\It'll be broadcast live on TV, too.\There's no doubt\that those who do well have a much better chance of becoming pro heroes.\We won't know what events we'll be participating in until the day of. response:	But I'm sure everyone has started getting ready.
context: I hope you won't forget how you felt back at the beach park.\Dagoba Municipal Beach Park\The U.A. sports festival is in two weeks.\It'll be broadcast live on TV, too.\There's no doubt\that those who do well have a much better chance of becoming pro heroes.\We won't know what events we'll be participating in until the day of.\But I'm sure everyone has started getting ready. response:	Ribbit!
context: Dagoba Municipal Beach Park\The U.A. sports festival is in two weeks.\It'll be broadcast live on TV, too.\There's no doubt\that those who do well have a much better chance of becoming pro heroes.\We won't know what events we'll be participating in until the day of.\But I'm sure everyone has started getting ready.\Ribbit! response:	Here I go!
context: The U.A. sports festival is in two weeks.\It'll be broadcast live on TV, too.\There's no doubt\that those who do well have a much better chance of becoming pro heroes.\We won't know what events we'll be participating in until the day of.\But I'm sure everyone has started getting ready.\Ribbit!\Here I go! response:	Release!
context: It'll be broadcast live on TV, too.\There's no doubt\that those who do well have a much better chance of becoming pro heroes.\We won't know what events we'll be participating in until the day of.\But I'm sure everyone has started getting ready.\Ribbit!\Here I go!\Release! response:	Sparkle!
context: There's no doubt\that those who do well have a much better chance of becoming pro heroes.\We won't know what events we'll be participating in until the day of.\But I'm sure everyone has started getting ready.\Ribbit!\Here I go!\Release!\Sparkle! response:	Yes!
context: that those who do well have a much better chance of becoming pro heroes.\We won't know what events we'll be participating in until the day of.\But I'm sure everyone has started getting ready.\Ribbit!\Here I go!\Release!\Sparkle!\Yes! response:	Yesh!
context: We won't know what events we'll be participating in until the day of.\But I'm sure everyone has started getting ready.\Ribbit!\Here I go!\Release!\Sparkle!\Yes!\Yesh! response:	Damn it! What the-
context: But I'm sure everyone has started getting ready.\Ribbit!\Here I go!\Release!\Sparkle!\Yes!\Yesh!\Damn it! What the- response:	Thank you!
context: Ribbit!\Here I go!\Release!\Sparkle!\Yes!\Yesh!\Damn it! What the-\Thank you! response:	Time passed in the blink of an eye,
context: Here I go!\Release!\Sparkle!\Yes!\Yesh!\Damn it! What the-\Thank you!\Time passed in the blink of an eye, response:	and the morning of the sports festival arrived.
context: Release!\Sparkle!\Yes!\Yesh!\Damn it! What the-\Thank you!\Time passed in the blink of an eye,\and the morning of the sports festival arrived. response:	Izuku, be careful not to get hurt.
context: Sparkle!\Yes!\Yesh!\Damn it! What the-\Thank you!\Time passed in the blink of an eye,\and the morning of the sports festival arrived.\Izuku, be careful not to get hurt. response:	Okay.
context: Yes!\Yesh!\Damn it! What the-\Thank you!\Time passed in the blink of an eye,\and the morning of the sports festival arrived.\Izuku, be careful not to get hurt.\Okay. response:	I'll record it, okay? In high resolution.
context: Yesh!\Damn it! What the-\Thank you!\Time passed in the blink of an eye,\and the morning of the sports festival arrived.\Izuku, be careful not to get hurt.\Okay.\I'll record it, okay? In high resolution. response:	Okay.
context: Damn it! What the-\Thank you!\Time passed in the blink of an eye,\and the morning of the sports festival arrived.\Izuku, be careful not to get hurt.\Okay.\I'll record it, okay? In high resolution.\Okay. response:	Do your best.
context: Thank you!\Time passed in the blink of an eye,\and the morning of the sports festival arrived.\Izuku, be careful not to get hurt.\Okay.\I'll record it, okay? In high resolution.\Okay.\Do your best. response:	I'm off!
context: Time passed in the blink of an eye,\and the morning of the sports festival arrived.\Izuku, be careful not to get hurt.\Okay.\I'll record it, okay? In high resolution.\Okay.\Do your best.\I'm off! response:	The bag check's taking forever.
context: and the morning of the sports festival arrived.\Izuku, be careful not to get hurt.\Okay.\I'll record it, okay? In high resolution.\Okay.\Do your best.\I'm off!\The bag check's taking forever. response:	They were just attacked by villains.
context: Izuku, be careful not to get hurt.\Okay.\I'll record it, okay? In high resolution.\Okay.\Do your best.\I'm off!\The bag check's taking forever.\They were just attacked by villains. response:	Of course they'll be more strict.
context: Okay.\I'll record it, okay? In high resolution.\Okay.\Do your best.\I'm off!\The bag check's taking forever.\They were just attacked by villains.\Of course they'll be more strict. response:	There are people criticizing their decision to hold it this year.
context: I'll record it, okay? In high resolution.\Okay.\Do your best.\I'm off!\The bag check's taking forever.\They were just attacked by villains.\Of course they'll be more strict.\There are people criticizing their decision to hold it this year. response:	Controversy equals ratings!
context: Okay.\Do your best.\I'm off!\The bag check's taking forever.\They were just attacked by villains.\Of course they'll be more strict.\There are people criticizing their decision to hold it this year.\Controversy equals ratings! response:	Class 1-A will be the ones to watch this year, huh?
context: Do your best.\I'm off!\The bag check's taking forever.\They were just attacked by villains.\Of course they'll be more strict.\There are people criticizing their decision to hold it this year.\Controversy equals ratings!\Class 1-A will be the ones to watch this year, huh? response:	With the passion of their last chance and the tactics from their experience,
context: I'm off!\The bag check's taking forever.\They were just attacked by villains.\Of course they'll be more strict.\There are people criticizing their decision to hold it this year.\Controversy equals ratings!\Class 1-A will be the ones to watch this year, huh?\With the passion of their last chance and the tactics from their experience, response:	the third years have always been the main event in past years...
context: The bag check's taking forever.\They were just attacked by villains.\Of course they'll be more strict.\There are people criticizing their decision to hold it this year.\Controversy equals ratings!\Class 1-A will be the ones to watch this year, huh?\With the passion of their last chance and the tactics from their experience,\the third years have always been the main event in past years... response:	First-Year Stage Third-Year Stage Second-Year Stage
context: They were just attacked by villains.\Of course they'll be more strict.\There are people criticizing their decision to hold it this year.\Controversy equals ratings!\Class 1-A will be the ones to watch this year, huh?\With the passion of their last chance and the tactics from their experience,\the third years have always been the main event in past years...\First-Year Stage Third-Year Stage Second-Year Stage response:	But this year, the first-year stage is the one to watch!
context: Of course they'll be more strict.\There are people criticizing their decision to hold it this year.\Controversy equals ratings!\Class 1-A will be the ones to watch this year, huh?\With the passion of their last chance and the tactics from their experience,\the third years have always been the main event in past years...\First-Year Stage Third-Year Stage Second-Year Stage\But this year, the first-year stage is the one to watch! response:	Hey, did you know that Endeavor's son is a first-year this year?
context: There are people criticizing their decision to hold it this year.\Controversy equals ratings!\Class 1-A will be the ones to watch this year, huh?\With the passion of their last chance and the tactics from their experience,\the third years have always been the main event in past years...\First-Year Stage Third-Year Stage Second-Year Stage\But this year, the first-year stage is the one to watch!\Hey, did you know that Endeavor's son is a first-year this year? response:	No way, seriously? Wow!
context: Controversy equals ratings!\Class 1-A will be the ones to watch this year, huh?\With the passion of their last chance and the tactics from their experience,\the third years have always been the main event in past years...\First-Year Stage Third-Year Stage Second-Year Stage\But this year, the first-year stage is the one to watch!\Hey, did you know that Endeavor's son is a first-year this year?\No way, seriously? Wow! response:	The first-year stage is gonna be good, huh?
context: Class 1-A will be the ones to watch this year, huh?\With the passion of their last chance and the tactics from their experience,\the third years have always been the main event in past years...\First-Year Stage Third-Year Stage Second-Year Stage\But this year, the first-year stage is the one to watch!\Hey, did you know that Endeavor's son is a first-year this year?\No way, seriously? Wow!\The first-year stage is gonna be good, huh? response:	One order of takoyaki, please.
context: With the passion of their last chance and the tactics from their experience,\the third years have always been the main event in past years...\First-Year Stage Third-Year Stage Second-Year Stage\But this year, the first-year stage is the one to watch!\Hey, did you know that Endeavor's son is a first-year this year?\No way, seriously? Wow!\The first-year stage is gonna be good, huh?\One order of takoyaki, please. response:	Oh, Mt. Lady!
context: the third years have always been the main event in past years...\First-Year Stage Third-Year Stage Second-Year Stage\But this year, the first-year stage is the one to watch!\Hey, did you know that Endeavor's son is a first-year this year?\No way, seriously? Wow!\The first-year stage is gonna be good, huh?\One order of takoyaki, please.\Oh, Mt. Lady! response:	No green seaweed.
context: First-Year Stage Third-Year Stage Second-Year Stage\But this year, the first-year stage is the one to watch!\Hey, did you know that Endeavor's son is a first-year this year?\No way, seriously? Wow!\The first-year stage is gonna be good, huh?\One order of takoyaki, please.\Oh, Mt. Lady!\No green seaweed. response:	One, right? That'll be 500 yen.
context: But this year, the first-year stage is the one to watch!\Hey, did you know that Endeavor's son is a first-year this year?\No way, seriously? Wow!\The first-year stage is gonna be good, huh?\One order of takoyaki, please.\Oh, Mt. Lady!\No green seaweed.\One, right? That'll be 500 yen. response:	Huh?
context: Hey, did you know that Endeavor's son is a first-year this year?\No way, seriously? Wow!\The first-year stage is gonna be good, huh?\One order of takoyaki, please.\Oh, Mt. Lady!\No green seaweed.\One, right? That'll be 500 yen.\Huh? response:	Um... I don't have that much on me right now...
context: No way, seriously? Wow!\The first-year stage is gonna be good, huh?\One order of takoyaki, please.\Oh, Mt. Lady!\No green seaweed.\One, right? That'll be 500 yen.\Huh?\Um... I don't have that much on me right now... response:	That's hot! It's free!
context: The first-year stage is gonna be good, huh?\One order of takoyaki, please.\Oh, Mt. Lady!\No green seaweed.\One, right? That'll be 500 yen.\Huh?\Um... I don't have that much on me right now...\That's hot! It's free! response:	Thanks!
context: One order of takoyaki, please.\Oh, Mt. Lady!\No green seaweed.\One, right? That'll be 500 yen.\Huh?\Um... I don't have that much on me right now...\That's hot! It's free!\Thanks! response:	Have you no pride?
context: Oh, Mt. Lady!\No green seaweed.\One, right? That'll be 500 yen.\Huh?\Um... I don't have that much on me right now...\That's hot! It's free!\Thanks!\Have you no pride? response:	Participant Waiting Rooms
context: No green seaweed.\One, right? That'll be 500 yen.\Huh?\Um... I don't have that much on me right now...\That's hot! It's free!\Thanks!\Have you no pride?\Participant Waiting Rooms response:	I had also hoped to be able to do some scouting.
context: One, right? That'll be 500 yen.\Huh?\Um... I don't have that much on me right now...\That's hot! It's free!\Thanks!\Have you no pride?\Participant Waiting Rooms\I had also hoped to be able to do some scouting. response:	We have to work security, so we don't have a choice.
context: Huh?\Um... I don't have that much on me right now...\That's hot! It's free!\Thanks!\Have you no pride?\Participant Waiting Rooms\I had also hoped to be able to do some scouting.\We have to work security, so we don't have a choice. response:	It looks like they called pro heroes from all over the country this year.
context: Um... I don't have that much on me right now...\That's hot! It's free!\Thanks!\Have you no pride?\Participant Waiting Rooms\I had also hoped to be able to do some scouting.\We have to work security, so we don't have a choice.\It looks like they called pro heroes from all over the country this year. response:	Waiting Room
context: That's hot! It's free!\Thanks!\Have you no pride?\Participant Waiting Rooms\I had also hoped to be able to do some scouting.\We have to work security, so we don't have a choice.\It looks like they called pro heroes from all over the country this year.\Waiting Room response:	Man...
context: Thanks!\Have you no pride?\Participant Waiting Rooms\I had also hoped to be able to do some scouting.\We have to work security, so we don't have a choice.\It looks like they called pro heroes from all over the country this year.\Waiting Room\Man... response:	I wanted to wear my costume.
context: Have you no pride?\Participant Waiting Rooms\I had also hoped to be able to do some scouting.\We have to work security, so we don't have a choice.\It looks like they called pro heroes from all over the country this year.\Waiting Room\Man...\I wanted to wear my costume. response:	To keep everything fair, we can't.
context: Participant Waiting Rooms\I had also hoped to be able to do some scouting.\We have to work security, so we don't have a choice.\It looks like they called pro heroes from all over the country this year.\Waiting Room\Man...\I wanted to wear my costume.\To keep everything fair, we can't. response:	I wonder what the first round's gonna be...
context: I had also hoped to be able to do some scouting.\We have to work security, so we don't have a choice.\It looks like they called pro heroes from all over the country this year.\Waiting Room\Man...\I wanted to wear my costume.\To keep everything fair, we can't.\I wonder what the first round's gonna be... response:	No matter what comes, we have no choice but to deal with it.
context: We have to work security, so we don't have a choice.\It looks like they called pro heroes from all over the country this year.\Waiting Room\Man...\I wanted to wear my costume.\To keep everything fair, we can't.\I wonder what the first round's gonna be...\No matter what comes, we have no choice but to deal with it. response:	Right.
context: It looks like they called pro heroes from all over the country this year.\Waiting Room\Man...\I wanted to wear my costume.\To keep everything fair, we can't.\I wonder what the first round's gonna be...\No matter what comes, we have no choice but to deal with it.\Right. response:	Everyone, are you ready?
context: Waiting Room\Man...\I wanted to wear my costume.\To keep everything fair, we can't.\I wonder what the first round's gonna be...\No matter what comes, we have no choice but to deal with it.\Right.\Everyone, are you ready? response:	We will be entering soon!
context: Man...\I wanted to wear my costume.\To keep everything fair, we can't.\I wonder what the first round's gonna be...\No matter what comes, we have no choice but to deal with it.\Right.\Everyone, are you ready?\We will be entering soon! response:	Person, person, person, person, person...
context: I wanted to wear my costume.\To keep everything fair, we can't.\I wonder what the first round's gonna be...\No matter what comes, we have no choice but to deal with it.\Right.\Everyone, are you ready?\We will be entering soon!\Person, person, person, person, person... response:	Midoriya.
context: To keep everything fair, we can't.\I wonder what the first round's gonna be...\No matter what comes, we have no choice but to deal with it.\Right.\Everyone, are you ready?\We will be entering soon!\Person, person, person, person, person...\Midoriya. response:	Todoroki? What is it?
context: I wonder what the first round's gonna be...\No matter what comes, we have no choice but to deal with it.\Right.\Everyone, are you ready?\We will be entering soon!\Person, person, person, person, person...\Midoriya.\Todoroki? What is it? response:	Looking at things objectively, I think I'm stronger than you.
context: No matter what comes, we have no choice but to deal with it.\Right.\Everyone, are you ready?\We will be entering soon!\Person, person, person, person, person...\Midoriya.\Todoroki? What is it?\Looking at things objectively, I think I'm stronger than you. response:	Huh?
context: Right.\Everyone, are you ready?\We will be entering soon!\Person, person, person, person, person...\Midoriya.\Todoroki? What is it?\Looking at things objectively, I think I'm stronger than you.\Huh? response:	Y-Yeah...
context: Everyone, are you ready?\We will be entering soon!\Person, person, person, person, person...\Midoriya.\Todoroki? What is it?\Looking at things objectively, I think I'm stronger than you.\Huh?\Y-Yeah... response:	But... All Might has his eye on you, doesn't he?
context: We will be entering soon!\Person, person, person, person, person...\Midoriya.\Todoroki? What is it?\Looking at things objectively, I think I'm stronger than you.\Huh?\Y-Yeah...\But... All Might has his eye on you, doesn't he? response:	I'm not trying to pry about that.
context: Person, person, person, person, person...\Midoriya.\Todoroki? What is it?\Looking at things objectively, I think I'm stronger than you.\Huh?\Y-Yeah...\But... All Might has his eye on you, doesn't he?\I'm not trying to pry about that. response:	But I'm going to beat you.
context: Midoriya.\Todoroki? What is it?\Looking at things objectively, I think I'm stronger than you.\Huh?\Y-Yeah...\But... All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you. response:	Oh? Is the best in the class making a declaration of war?
context: Todoroki? What is it?\Looking at things objectively, I think I'm stronger than you.\Huh?\Y-Yeah...\But... All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Oh? Is the best in the class making a declaration of war? response:	Hey, hey, hey! Why are you picking a fight all of a sudden?
context: Looking at things objectively, I think I'm stronger than you.\Huh?\Y-Yeah...\But... All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Oh? Is the best in the class making a declaration of war?\Hey, hey, hey! Why are you picking a fight all of a sudden? response:	Not now, we're about to start!
context: Huh?\Y-Yeah...\But... All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Oh? Is the best in the class making a declaration of war?\Hey, hey, hey! Why are you picking a fight all of a sudden?\Not now, we're about to start! response:	We're not here to play at being friends.
context: Y-Yeah...\But... All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Oh? Is the best in the class making a declaration of war?\Hey, hey, hey! Why are you picking a fight all of a sudden?\Not now, we're about to start!\We're not here to play at being friends. response:	So what does it matter?
context: But... All Might has his eye on you, doesn't he?\I'm not trying to pry about that.\But I'm going to beat you.\Oh? Is the best in the class making a declaration of war?\Hey, hey, hey! Why are you picking a fight all of a sudden?\Not now, we're about to start!\We're not here to play at being friends.\So what does it matter? response:	Todoroki, I don't know what you're thinking when you say you'll beat me,
context: I'm not trying to pry about that.\But I'm going to beat you.\Oh? Is the best in the class making a declaration of war?\Hey, hey, hey! Why are you picking a fight all of a sudden?\Not now, we're about to start!\We're not here to play at being friends.\So what does it matter?\Todoroki, I don't know what you're thinking when you say you'll beat me, response:	but of course you're better than me.
context: But I'm going to beat you.\Oh? Is the best in the class making a declaration of war?\Hey, hey, hey! Why are you picking a fight all of a sudden?\Not now, we're about to start!\We're not here to play at being friends.\So what does it matter?\Todoroki, I don't know what you're thinking when you say you'll beat me,\but of course you're better than me. response:	I think you're more capable than most people...
context: Oh? Is the best in the class making a declaration of war?\Hey, hey, hey! Why are you picking a fight all of a sudden?\Not now, we're about to start!\We're not here to play at being friends.\So what does it matter?\Todoroki, I don't know what you're thinking when you say you'll beat me,\but of course you're better than me.\I think you're more capable than most people... response:	Looking at it objectively...
context: Hey, hey, hey! Why are you picking a fight all of a sudden?\Not now, we're about to start!\We're not here to play at being friends.\So what does it matter?\Todoroki, I don't know what you're thinking when you say you'll beat me,\but of course you're better than me.\I think you're more capable than most people...\Looking at it objectively... response:	Midoriya, you probably shouldn't talk so negatively...
context: Not now, we're about to start!\We're not here to play at being friends.\So what does it matter?\Todoroki, I don't know what you're thinking when you say you'll beat me,\but of course you're better than me.\I think you're more capable than most people...\Looking at it objectively...\Midoriya, you probably shouldn't talk so negatively... response:	But, everyone-
context: We're not here to play at being friends.\So what does it matter?\Todoroki, I don't know what you're thinking when you say you'll beat me,\but of course you're better than me.\I think you're more capable than most people...\Looking at it objectively...\Midoriya, you probably shouldn't talk so negatively...\But, everyone- response:	The students from the other courses are aiming
context: So what does it matter?\Todoroki, I don't know what you're thinking when you say you'll beat me,\but of course you're better than me.\I think you're more capable than most people...\Looking at it objectively...\Midoriya, you probably shouldn't talk so negatively...\But, everyone-\The students from the other courses are aiming response:	for the top with everything they've got!
context: Todoroki, I don't know what you're thinking when you say you'll beat me,\but of course you're better than me.\I think you're more capable than most people...\Looking at it objectively...\Midoriya, you probably shouldn't talk so negatively...\But, everyone-\The students from the other courses are aiming\for the top with everything they've got! response:	I want to become the greatest hero!
context: but of course you're better than me.\I think you're more capable than most people...\Looking at it objectively...\Midoriya, you probably shouldn't talk so negatively...\But, everyone-\The students from the other courses are aiming\for the top with everything they've got!\I want to become the greatest hero! response:	I can't afford to fall behind.
context: I think you're more capable than most people...\Looking at it objectively...\Midoriya, you probably shouldn't talk so negatively...\But, everyone-\The students from the other courses are aiming\for the top with everything they've got!\I want to become the greatest hero!\I can't afford to fall behind. response:	I'll be going for it with everything I have, too.
context: Looking at it objectively...\Midoriya, you probably shouldn't talk so negatively...\But, everyone-\The students from the other courses are aiming\for the top with everything they've got!\I want to become the greatest hero!\I can't afford to fall behind.\I'll be going for it with everything I have, too. response:	Yeah.
context: Midoriya, you probably shouldn't talk so negatively...\But, everyone-\The students from the other courses are aiming\for the top with everything they've got!\I want to become the greatest hero!\I can't afford to fall behind.\I'll be going for it with everything I have, too.\Yeah. response:	Hey!
context: But, everyone-\The students from the other courses are aiming\for the top with everything they've got!\I want to become the greatest hero!\I can't afford to fall behind.\I'll be going for it with everything I have, too.\Yeah.\Hey! response:	Pay attention, audience!
context: The students from the other courses are aiming\for the top with everything they've got!\I want to become the greatest hero!\I can't afford to fall behind.\I'll be going for it with everything I have, too.\Yeah.\Hey!\Pay attention, audience! response:	Swarm, mass media!
context: for the top with everything they've got!\I want to become the greatest hero!\I can't afford to fall behind.\I'll be going for it with everything I have, too.\Yeah.\Hey!\Pay attention, audience!\Swarm, mass media! response:	This year's high school rodeo of adolescence that you all love,
context: I want to become the greatest hero!\I can't afford to fall behind.\I'll be going for it with everything I have, too.\Yeah.\Hey!\Pay attention, audience!\Swarm, mass media!\This year's high school rodeo of adolescence that you all love, response:	the U.A. sports festival, is about to begin! Everybody, are you ready?!
context: I can't afford to fall behind.\I'll be going for it with everything I have, too.\Yeah.\Hey!\Pay attention, audience!\Swarm, mass media!\This year's high school rodeo of adolescence that you all love,\the U.A. sports festival, is about to begin! Everybody, are you ready?! response:	It's time for the students to enter the first-year stage!
context: I'll be going for it with everything I have, too.\Yeah.\Hey!\Pay attention, audience!\Swarm, mass media!\This year's high school rodeo of adolescence that you all love,\the U.A. sports festival, is about to begin! Everybody, are you ready?!\It's time for the students to enter the first-year stage! response:	Izuku...
context: Yeah.\Hey!\Pay attention, audience!\Swarm, mass media!\This year's high school rodeo of adolescence that you all love,\the U.A. sports festival, is about to begin! Everybody, are you ready?!\It's time for the students to enter the first-year stage!\Izuku... response:	I want you to tell the world I am here!
context: Hey!\Pay attention, audience!\Swarm, mass media!\This year's high school rodeo of adolescence that you all love,\the U.A. sports festival, is about to begin! Everybody, are you ready?!\It's time for the students to enter the first-year stage!\Izuku...\I want you to tell the world I am here! response:	Roger that, All Might!
context: Pay attention, audience!\Swarm, mass media!\This year's high school rodeo of adolescence that you all love,\the U.A. sports festival, is about to begin! Everybody, are you ready?!\It's time for the students to enter the first-year stage!\Izuku...\I want you to tell the world I am here!\Roger that, All Might! response:	The U.A. sports festival!
context: Swarm, mass media!\This year's high school rodeo of adolescence that you all love,\the U.A. sports festival, is about to begin! Everybody, are you ready?!\It's time for the students to enter the first-year stage!\Izuku...\I want you to tell the world I am here!\Roger that, All Might!\The U.A. sports festival! response:	The huge battle where fledgling heroes sharpen their swords once a year!
context: This year's high school rodeo of adolescence that you all love,\the U.A. sports festival, is about to begin! Everybody, are you ready?!\It's time for the students to enter the first-year stage!\Izuku...\I want you to tell the world I am here!\Roger that, All Might!\The U.A. sports festival!\The huge battle where fledgling heroes sharpen their swords once a year! response:	Anyway, these are the guys, right?
context: the U.A. sports festival, is about to begin! Everybody, are you ready?!\It's time for the students to enter the first-year stage!\Izuku...\I want you to tell the world I am here!\Roger that, All Might!\The U.A. sports festival!\The huge battle where fledgling heroes sharpen their swords once a year!\Anyway, these are the guys, right? response:	The miraculous new stars who overcame enemy attacks with their hearts of steel!
context: It's time for the students to enter the first-year stage!\Izuku...\I want you to tell the world I am here!\Roger that, All Might!\The U.A. sports festival!\The huge battle where fledgling heroes sharpen their swords once a year!\Anyway, these are the guys, right?\The miraculous new stars who overcame enemy attacks with their hearts of steel! response:	Hero course, Class 1-A, right?!
context: Izuku...\I want you to tell the world I am here!\Roger that, All Might!\The U.A. sports festival!\The huge battle where fledgling heroes sharpen their swords once a year!\Anyway, these are the guys, right?\The miraculous new stars who overcame enemy attacks with their hearts of steel!\Hero course, Class 1-A, right?! response:	Th-Th-There are so many people...
context: I want you to tell the world I am here!\Roger that, All Might!\The U.A. sports festival!\The huge battle where fledgling heroes sharpen their swords once a year!\Anyway, these are the guys, right?\The miraculous new stars who overcame enemy attacks with their hearts of steel!\Hero course, Class 1-A, right?!\Th-Th-There are so many people... response:	Will we be able to give our best performance being watched by so many people?
context: Roger that, All Might!\The U.A. sports festival!\The huge battle where fledgling heroes sharpen their swords once a year!\Anyway, these are the guys, right?\The miraculous new stars who overcame enemy attacks with their hearts of steel!\Hero course, Class 1-A, right?!\Th-Th-There are so many people...\Will we be able to give our best performance being watched by so many people? response:	This is also part of the training required to become a hero.
context: The U.A. sports festival!\The huge battle where fledgling heroes sharpen their swords once a year!\Anyway, these are the guys, right?\The miraculous new stars who overcame enemy attacks with their hearts of steel!\Hero course, Class 1-A, right?!\Th-Th-There are so many people...\Will we be able to give our best performance being watched by so many people?\This is also part of the training required to become a hero. response:	Man, he's going overboard with that praise!
context: The huge battle where fledgling heroes sharpen their swords once a year!\Anyway, these are the guys, right?\The miraculous new stars who overcame enemy attacks with their hearts of steel!\Hero course, Class 1-A, right?!\Th-Th-There are so many people...\Will we be able to give our best performance being watched by so many people?\This is also part of the training required to become a hero.\Man, he's going overboard with that praise! response:	I'm getting nervous!
context: Anyway, these are the guys, right?\The miraculous new stars who overcame enemy attacks with their hearts of steel!\Hero course, Class 1-A, right?!\Th-Th-There are so many people...\Will we be able to give our best performance being watched by so many people?\This is also part of the training required to become a hero.\Man, he's going overboard with that praise!\I'm getting nervous! response:	Aren't you, Bakugo?
context: The miraculous new stars who overcame enemy attacks with their hearts of steel!\Hero course, Class 1-A, right?!\Th-Th-There are so many people...\Will we be able to give our best performance being watched by so many people?\This is also part of the training required to become a hero.\Man, he's going overboard with that praise!\I'm getting nervous!\Aren't you, Bakugo? response:	No, I'm just getting more into it.
context: Hero course, Class 1-A, right?!\Th-Th-There are so many people...\Will we be able to give our best performance being watched by so many people?\This is also part of the training required to become a hero.\Man, he's going overboard with that praise!\I'm getting nervous!\Aren't you, Bakugo?\No, I'm just getting more into it. response:	They haven't been getting as much airtime, but this class is also full of talent!
context: Th-Th-There are so many people...\Will we be able to give our best performance being watched by so many people?\This is also part of the training required to become a hero.\Man, he's going overboard with that praise!\I'm getting nervous!\Aren't you, Bakugo?\No, I'm just getting more into it.\They haven't been getting as much airtime, but this class is also full of talent! response:	Hero course, Class 1-B!
context: Will we be able to give our best performance being watched by so many people?\This is also part of the training required to become a hero.\Man, he's going overboard with that praise!\I'm getting nervous!\Aren't you, Bakugo?\No, I'm just getting more into it.\They haven't been getting as much airtime, but this class is also full of talent!\Hero course, Class 1-B! response:	Next up, general studies Classes C, D, and E!
context: This is also part of the training required to become a hero.\Man, he's going overboard with that praise!\I'm getting nervous!\Aren't you, Bakugo?\No, I'm just getting more into it.\They haven't been getting as much airtime, but this class is also full of talent!\Hero course, Class 1-B!\Next up, general studies Classes C, D, and E! response:	Support course, Classes F, G, and H are here, too!
context: Man, he's going overboard with that praise!\I'm getting nervous!\Aren't you, Bakugo?\No, I'm just getting more into it.\They haven't been getting as much airtime, but this class is also full of talent!\Hero course, Class 1-B!\Next up, general studies Classes C, D, and E!\Support course, Classes F, G, and H are here, too! response:	And business course, Classes I, J, and K!
context: I'm getting nervous!\Aren't you, Bakugo?\No, I'm just getting more into it.\They haven't been getting as much airtime, but this class is also full of talent!\Hero course, Class 1-B!\Next up, general studies Classes C, D, and E!\Support course, Classes F, G, and H are here, too!\And business course, Classes I, J, and K! response:	All of U.A.'s first years are here now!
context: Aren't you, Bakugo?\No, I'm just getting more into it.\They haven't been getting as much airtime, but this class is also full of talent!\Hero course, Class 1-B!\Next up, general studies Classes C, D, and E!\Support course, Classes F, G, and H are here, too!\And business course, Classes I, J, and K!\All of U.A.'s first years are here now! response:	We're just here to make those guys look better, huh?
context: No, I'm just getting more into it.\They haven't been getting as much airtime, but this class is also full of talent!\Hero course, Class 1-B!\Next up, general studies Classes C, D, and E!\Support course, Classes F, G, and H are here, too!\And business course, Classes I, J, and K!\All of U.A.'s first years are here now!\We're just here to make those guys look better, huh? response:	I'm not really feeling it...
