context: Be careful out there, Jintan! response:	Yadomi?
context: So, I'll take the train on the way home.\I'll be done with work at around 7, so after that...\Gee, it's great that you decided to tag along, Naruko.\Huh?\I was counting on you being there when I made plans,\so I was pretty worried when you told me you wouldn't come.\That's right. Ryou would be pissed at you, otherwise.\Ryou has nothing to do with it. response:	Hey, actually...
context: I'll be done with work at around 7, so after that...\Gee, it's great that you decided to tag along, Naruko.\Huh?\I was counting on you being there when I made plans,\so I was pretty worried when you told me you wouldn't come.\That's right. Ryou would be pissed at you, otherwise.\Ryou has nothing to do with it.\Hey, actually... response:	You've been really unsociable lately, you know?
context: Gee, it's great that you decided to tag along, Naruko.\Huh?\I was counting on you being there when I made plans,\so I was pretty worried when you told me you wouldn't come.\That's right. Ryou would be pissed at you, otherwise.\Ryou has nothing to do with it.\Hey, actually...\You've been really unsociable lately, you know? response:	We were even wondering if you still wanted to be friends or not.
context: Huh?\I was counting on you being there when I made plans,\so I was pretty worried when you told me you wouldn't come.\That's right. Ryou would be pissed at you, otherwise.\Ryou has nothing to do with it.\Hey, actually...\You've been really unsociable lately, you know?\We were even wondering if you still wanted to be friends or not. response:	Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?
context: I was counting on you being there when I made plans,\so I was pretty worried when you told me you wouldn't come.\That's right. Ryou would be pissed at you, otherwise.\Ryou has nothing to do with it.\Hey, actually...\You've been really unsociable lately, you know?\We were even wondering if you still wanted to be friends or not.\Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko? response:	Damn. The next one doesn't come for another 30 minutes.
context: so I was pretty worried when you told me you wouldn't come.\That's right. Ryou would be pissed at you, otherwise.\Ryou has nothing to do with it.\Hey, actually...\You've been really unsociable lately, you know?\We were even wondering if you still wanted to be friends or not.\Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?\Damn. The next one doesn't come for another 30 minutes. response:	You're the same as always.
context: That's right. Ryou would be pissed at you, otherwise.\Ryou has nothing to do with it.\Hey, actually...\You've been really unsociable lately, you know?\We were even wondering if you still wanted to be friends or not.\Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?\Damn. The next one doesn't come for another 30 minutes.\You're the same as always. response:	In fact, it's creepy how much you haven't changed.
context: Ryou has nothing to do with it.\Hey, actually...\You've been really unsociable lately, you know?\We were even wondering if you still wanted to be friends or not.\Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?\Damn. The next one doesn't come for another 30 minutes.\You're the same as always.\In fact, it's creepy how much you haven't changed. response:	How do you want me to act, then?
context: Hey, actually...\You've been really unsociable lately, you know?\We were even wondering if you still wanted to be friends or not.\Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?\Damn. The next one doesn't come for another 30 minutes.\You're the same as always.\In fact, it's creepy how much you haven't changed.\How do you want me to act, then? response:	Huh?
context: You've been really unsociable lately, you know?\We were even wondering if you still wanted to be friends or not.\Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?\Damn. The next one doesn't come for another 30 minutes.\You're the same as always.\In fact, it's creepy how much you haven't changed.\How do you want me to act, then?\Huh? response:	Do you want me taunt you can call you a femboy?
context: We were even wondering if you still wanted to be friends or not.\Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?\Damn. The next one doesn't come for another 30 minutes.\You're the same as always.\In fact, it's creepy how much you haven't changed.\How do you want me to act, then?\Huh?\Do you want me taunt you can call you a femboy? response:	Yeah. I might prefer that.
context: Geez, Haruna. Your jokes are too harsh. Don't you think so, Naruko?\Damn. The next one doesn't come for another 30 minutes.\You're the same as always.\In fact, it's creepy how much you haven't changed.\How do you want me to act, then?\Huh?\Do you want me taunt you can call you a femboy?\Yeah. I might prefer that. response:	I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.
context: Damn. The next one doesn't come for another 30 minutes.\You're the same as always.\In fact, it's creepy how much you haven't changed.\How do you want me to act, then?\Huh?\Do you want me taunt you can call you a femboy?\Yeah. I might prefer that.\I'd appreciate it if you didn't try to use me to restore balance to your self-esteem. response:	Thanks to you, I managed to put an end to a few things. Thank you.
context: You're the same as always.\In fact, it's creepy how much you haven't changed.\How do you want me to act, then?\Huh?\Do you want me taunt you can call you a femboy?\Yeah. I might prefer that.\I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.\Thanks to you, I managed to put an end to a few things. Thank you. response:	So then he texts me, saying he loves me!
context: In fact, it's creepy how much you haven't changed.\How do you want me to act, then?\Huh?\Do you want me taunt you can call you a femboy?\Yeah. I might prefer that.\I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.\Thanks to you, I managed to put an end to a few things. Thank you.\So then he texts me, saying he loves me! response:	For real? Sounds like a dream come true.
context: How do you want me to act, then?\Huh?\Do you want me taunt you can call you a femboy?\Yeah. I might prefer that.\I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.\Thanks to you, I managed to put an end to a few things. Thank you.\So then he texts me, saying he loves me!\For real? Sounds like a dream come true. response:	She got a train and rode it all the way to the city.
context: Huh?\Do you want me taunt you can call you a femboy?\Yeah. I might prefer that.\I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.\Thanks to you, I managed to put an end to a few things. Thank you.\So then he texts me, saying he loves me!\For real? Sounds like a dream come true.\She got a train and rode it all the way to the city. response:	And she's lugging around a huge shopping bag.
context: Do you want me taunt you can call you a femboy?\Yeah. I might prefer that.\I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.\Thanks to you, I managed to put an end to a few things. Thank you.\So then he texts me, saying he loves me!\For real? Sounds like a dream come true.\She got a train and rode it all the way to the city.\And she's lugging around a huge shopping bag. response:	It's a costume. You'd know all about that.
context: Yeah. I might prefer that.\I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.\Thanks to you, I managed to put an end to a few things. Thank you.\So then he texts me, saying he loves me!\For real? Sounds like a dream come true.\She got a train and rode it all the way to the city.\And she's lugging around a huge shopping bag.\It's a costume. You'd know all about that. response:	Huh?
context: I'd appreciate it if you didn't try to use me to restore balance to your self-esteem.\Thanks to you, I managed to put an end to a few things. Thank you.\So then he texts me, saying he loves me!\For real? Sounds like a dream come true.\She got a train and rode it all the way to the city.\And she's lugging around a huge shopping bag.\It's a costume. You'd know all about that.\Huh? response:	There are certain things you can't manage unless you change your costume.
context: Thanks to you, I managed to put an end to a few things. Thank you.\So then he texts me, saying he loves me!\For real? Sounds like a dream come true.\She got a train and rode it all the way to the city.\And she's lugging around a huge shopping bag.\It's a costume. You'd know all about that.\Huh?\There are certain things you can't manage unless you change your costume. response:	You were great! Awesome! Awesome! Awesome!
context: So then he texts me, saying he loves me!\For real? Sounds like a dream come true.\She got a train and rode it all the way to the city.\And she's lugging around a huge shopping bag.\It's a costume. You'd know all about that.\Huh?\There are certain things you can't manage unless you change your costume.\You were great! Awesome! Awesome! Awesome! response:	Stick the next one in, Ryou. Hurry up!
context: For real? Sounds like a dream come true.\She got a train and rode it all the way to the city.\And she's lugging around a huge shopping bag.\It's a costume. You'd know all about that.\Huh?\There are certain things you can't manage unless you change your costume.\You were great! Awesome! Awesome! Awesome!\Stick the next one in, Ryou. Hurry up! response:	Don't talk like a slutty schoolgirl.
context: She got a train and rode it all the way to the city.\And she's lugging around a huge shopping bag.\It's a costume. You'd know all about that.\Huh?\There are certain things you can't manage unless you change your costume.\You were great! Awesome! Awesome! Awesome!\Stick the next one in, Ryou. Hurry up!\Don't talk like a slutty schoolgirl. response:	I don't care what it is, just hurry up, Ryou!
context: And she's lugging around a huge shopping bag.\It's a costume. You'd know all about that.\Huh?\There are certain things you can't manage unless you change your costume.\You were great! Awesome! Awesome! Awesome!\Stick the next one in, Ryou. Hurry up!\Don't talk like a slutty schoolgirl.\I don't care what it is, just hurry up, Ryou! response:	What you gonna do schoolgirl?
context: It's a costume. You'd know all about that.\Huh?\There are certain things you can't manage unless you change your costume.\You were great! Awesome! Awesome! Awesome!\Stick the next one in, Ryou. Hurry up!\Don't talk like a slutty schoolgirl.\I don't care what it is, just hurry up, Ryou!\What you gonna do schoolgirl? response:	Having fun?
context: Huh?\There are certain things you can't manage unless you change your costume.\You were great! Awesome! Awesome! Awesome!\Stick the next one in, Ryou. Hurry up!\Don't talk like a slutty schoolgirl.\I don't care what it is, just hurry up, Ryou!\What you gonna do schoolgirl?\Having fun? response:	Calm down, Haruna!
context: There are certain things you can't manage unless you change your costume.\You were great! Awesome! Awesome! Awesome!\Stick the next one in, Ryou. Hurry up!\Don't talk like a slutty schoolgirl.\I don't care what it is, just hurry up, Ryou!\What you gonna do schoolgirl?\Having fun?\Calm down, Haruna! response:	You look like you're forcing yourself to stay.
context: You were great! Awesome! Awesome! Awesome!\Stick the next one in, Ryou. Hurry up!\Don't talk like a slutty schoolgirl.\I don't care what it is, just hurry up, Ryou!\What you gonna do schoolgirl?\Having fun?\Calm down, Haruna!\You look like you're forcing yourself to stay. response:	I'm not forcing myself...
context: Stick the next one in, Ryou. Hurry up!\Don't talk like a slutty schoolgirl.\I don't care what it is, just hurry up, Ryou!\What you gonna do schoolgirl?\Having fun?\Calm down, Haruna!\You look like you're forcing yourself to stay.\I'm not forcing myself... response:	Hey, wanna get out of here?
context: Don't talk like a slutty schoolgirl.\I don't care what it is, just hurry up, Ryou!\What you gonna do schoolgirl?\Having fun?\Calm down, Haruna!\You look like you're forcing yourself to stay.\I'm not forcing myself...\Hey, wanna get out of here? response:	Sorry, guys. Naruko and I are gonna call it quits.
context: I don't care what it is, just hurry up, Ryou!\What you gonna do schoolgirl?\Having fun?\Calm down, Haruna!\You look like you're forcing yourself to stay.\I'm not forcing myself...\Hey, wanna get out of here?\Sorry, guys. Naruko and I are gonna call it quits. response:	Wait a sec...
context: What you gonna do schoolgirl?\Having fun?\Calm down, Haruna!\You look like you're forcing yourself to stay.\I'm not forcing myself...\Hey, wanna get out of here?\Sorry, guys. Naruko and I are gonna call it quits.\Wait a sec... response:	I think she's not feeling well, and I have to get up early tomorrow, too.
context: Having fun?\Calm down, Haruna!\You look like you're forcing yourself to stay.\I'm not forcing myself...\Hey, wanna get out of here?\Sorry, guys. Naruko and I are gonna call it quits.\Wait a sec...\I think she's not feeling well, and I have to get up early tomorrow, too. response:	I gotta catch One Piece, y'know.
context: Calm down, Haruna!\You look like you're forcing yourself to stay.\I'm not forcing myself...\Hey, wanna get out of here?\Sorry, guys. Naruko and I are gonna call it quits.\Wait a sec...\I think she's not feeling well, and I have to get up early tomorrow, too.\I gotta catch One Piece, y'know. response:	Doesn't One Piece air the day after tomorrow?
context: You look like you're forcing yourself to stay.\I'm not forcing myself...\Hey, wanna get out of here?\Sorry, guys. Naruko and I are gonna call it quits.\Wait a sec...\I think she's not feeling well, and I have to get up early tomorrow, too.\I gotta catch One Piece, y'know.\Doesn't One Piece air the day after tomorrow? response:	Does it?
context: I'm not forcing myself...\Hey, wanna get out of here?\Sorry, guys. Naruko and I are gonna call it quits.\Wait a sec...\I think she's not feeling well, and I have to get up early tomorrow, too.\I gotta catch One Piece, y'know.\Doesn't One Piece air the day after tomorrow?\Does it? response:	You guys are no fun!
context: Hey, wanna get out of here?\Sorry, guys. Naruko and I are gonna call it quits.\Wait a sec...\I think she's not feeling well, and I have to get up early tomorrow, too.\I gotta catch One Piece, y'know.\Doesn't One Piece air the day after tomorrow?\Does it?\You guys are no fun! response:	Tell all about it later, Naruko.
context: Sorry, guys. Naruko and I are gonna call it quits.\Wait a sec...\I think she's not feeling well, and I have to get up early tomorrow, too.\I gotta catch One Piece, y'know.\Doesn't One Piece air the day after tomorrow?\Does it?\You guys are no fun!\Tell all about it later, Naruko. response:	Alright, let's get going.
context: Wait a sec...\I think she's not feeling well, and I have to get up early tomorrow, too.\I gotta catch One Piece, y'know.\Doesn't One Piece air the day after tomorrow?\Does it?\You guys are no fun!\Tell all about it later, Naruko.\Alright, let's get going. response:	Oh, right.
context: I think she's not feeling well, and I have to get up early tomorrow, too.\I gotta catch One Piece, y'know.\Doesn't One Piece air the day after tomorrow?\Does it?\You guys are no fun!\Tell all about it later, Naruko.\Alright, let's get going.\Oh, right. response:	U-Um...
context: I gotta catch One Piece, y'know.\Doesn't One Piece air the day after tomorrow?\Does it?\You guys are no fun!\Tell all about it later, Naruko.\Alright, let's get going.\Oh, right.\U-Um... response:	Is the train station really this way?
context: Doesn't One Piece air the day after tomorrow?\Does it?\You guys are no fun!\Tell all about it later, Naruko.\Alright, let's get going.\Oh, right.\U-Um...\Is the train station really this way? response:	I thought we'd just walk to the station together...
context: Does it?\You guys are no fun!\Tell all about it later, Naruko.\Alright, let's get going.\Oh, right.\U-Um...\Is the train station really this way?\I thought we'd just walk to the station together... response:	Oh, come on. That's not what get out of here means.
context: You guys are no fun!\Tell all about it later, Naruko.\Alright, let's get going.\Oh, right.\U-Um...\Is the train station really this way?\I thought we'd just walk to the station together...\Oh, come on. That's not what get out of here means. response:	And I'm a bit buzzed, so I wanna rest for a bit.
context: Tell all about it later, Naruko.\Alright, let's get going.\Oh, right.\U-Um...\Is the train station really this way?\I thought we'd just walk to the station together...\Oh, come on. That's not what get out of here means.\And I'm a bit buzzed, so I wanna rest for a bit. response:	That's the truth.
context: Alright, let's get going.\Oh, right.\U-Um...\Is the train station really this way?\I thought we'd just walk to the station together...\Oh, come on. That's not what get out of here means.\And I'm a bit buzzed, so I wanna rest for a bit.\That's the truth. response:	I-I'm really not feeling well, so...
context: Oh, right.\U-Um...\Is the train station really this way?\I thought we'd just walk to the station together...\Oh, come on. That's not what get out of here means.\And I'm a bit buzzed, so I wanna rest for a bit.\That's the truth.\I-I'm really not feeling well, so... response:	Shouldn't you get some rest, too, then?
context: U-Um...\Is the train station really this way?\I thought we'd just walk to the station together...\Oh, come on. That's not what get out of here means.\And I'm a bit buzzed, so I wanna rest for a bit.\That's the truth.\I-I'm really not feeling well, so...\Shouldn't you get some rest, too, then? response:	You're talking about a different kind of rest, though!
context: Is the train station really this way?\I thought we'd just walk to the station together...\Oh, come on. That's not what get out of here means.\And I'm a bit buzzed, so I wanna rest for a bit.\That's the truth.\I-I'm really not feeling well, so...\Shouldn't you get some rest, too, then?\You're talking about a different kind of rest, though! response:	Oh, yeah! What about One Piece?
context: I thought we'd just walk to the station together...\Oh, come on. That's not what get out of here means.\And I'm a bit buzzed, so I wanna rest for a bit.\That's the truth.\I-I'm really not feeling well, so...\Shouldn't you get some rest, too, then?\You're talking about a different kind of rest, though!\Oh, yeah! What about One Piece? response:	One Piece airs the day after tomorrow.
context: Oh, come on. That's not what get out of here means.\And I'm a bit buzzed, so I wanna rest for a bit.\That's the truth.\I-I'm really not feeling well, so...\Shouldn't you get some rest, too, then?\You're talking about a different kind of rest, though!\Oh, yeah! What about One Piece?\One Piece airs the day after tomorrow. response:	What? Why don't you just go by yourself?
context: And I'm a bit buzzed, so I wanna rest for a bit.\That's the truth.\I-I'm really not feeling well, so...\Shouldn't you get some rest, too, then?\You're talking about a different kind of rest, though!\Oh, yeah! What about One Piece?\One Piece airs the day after tomorrow.\What? Why don't you just go by yourself? response:	Wouldn't it be a waste though?
context: That's the truth.\I-I'm really not feeling well, so...\Shouldn't you get some rest, too, then?\You're talking about a different kind of rest, though!\Oh, yeah! What about One Piece?\One Piece airs the day after tomorrow.\What? Why don't you just go by yourself?\Wouldn't it be a waste though? response:	Huh?
context: I-I'm really not feeling well, so...\Shouldn't you get some rest, too, then?\You're talking about a different kind of rest, though!\Oh, yeah! What about One Piece?\One Piece airs the day after tomorrow.\What? Why don't you just go by yourself?\Wouldn't it be a waste though?\Huh? response:	They're black aren't they?
context: Shouldn't you get some rest, too, then?\You're talking about a different kind of rest, though!\Oh, yeah! What about One Piece?\One Piece airs the day after tomorrow.\What? Why don't you just go by yourself?\Wouldn't it be a waste though?\Huh?\They're black aren't they? response:	Wai Get off of me! I said I don't want to!
context: You're talking about a different kind of rest, though!\Oh, yeah! What about One Piece?\One Piece airs the day after tomorrow.\What? Why don't you just go by yourself?\Wouldn't it be a waste though?\Huh?\They're black aren't they?\Wai Get off of me! I said I don't want to! response:	Yeah, sure.
context: Oh, yeah! What about One Piece?\One Piece airs the day after tomorrow.\What? Why don't you just go by yourself?\Wouldn't it be a waste though?\Huh?\They're black aren't they?\Wai Get off of me! I said I don't want to!\Yeah, sure. response:	No, not, Yeah, sure.
context: One Piece airs the day after tomorrow.\What? Why don't you just go by yourself?\Wouldn't it be a waste though?\Huh?\They're black aren't they?\Wai Get off of me! I said I don't want to!\Yeah, sure.\No, not, Yeah, sure. response:	Let me go!
context: What? Why don't you just go by yourself?\Wouldn't it be a waste though?\Huh?\They're black aren't they?\Wai Get off of me! I said I don't want to!\Yeah, sure.\No, not, Yeah, sure.\Let me go! response:	Let me go you bastard!
context: Wouldn't it be a waste though?\Huh?\They're black aren't they?\Wai Get off of me! I said I don't want to!\Yeah, sure.\No, not, Yeah, sure.\Let me go!\Let me go you bastard! response:	Huh? Is that you, Anjou?
context: Huh?\They're black aren't they?\Wai Get off of me! I said I don't want to!\Yeah, sure.\No, not, Yeah, sure.\Let me go!\Let me go you bastard!\Huh? Is that you, Anjou? response:	I'm hanging out with Yadomi right now. You want in?
context: They're black aren't they?\Wai Get off of me! I said I don't want to!\Yeah, sure.\No, not, Yeah, sure.\Let me go!\Let me go you bastard!\Huh? Is that you, Anjou?\I'm hanging out with Yadomi right now. You want in? response:	Who the hell are you?
context: Wai Get off of me! I said I don't want to!\Yeah, sure.\No, not, Yeah, sure.\Let me go!\Let me go you bastard!\Huh? Is that you, Anjou?\I'm hanging out with Yadomi right now. You want in?\Who the hell are you? response:	Hey, guys! I found her!
context: Yeah, sure.\No, not, Yeah, sure.\Let me go!\Let me go you bastard!\Huh? Is that you, Anjou?\I'm hanging out with Yadomi right now. You want in?\Who the hell are you?\Hey, guys! I found her! response:	This is such bullshit.
context: No, not, Yeah, sure.\Let me go!\Let me go you bastard!\Huh? Is that you, Anjou?\I'm hanging out with Yadomi right now. You want in?\Who the hell are you?\Hey, guys! I found her!\This is such bullshit. response:	I just rescued a girl from the arms of a man.
context: Let me go!\Let me go you bastard!\Huh? Is that you, Anjou?\I'm hanging out with Yadomi right now. You want in?\Who the hell are you?\Hey, guys! I found her!\This is such bullshit.\I just rescued a girl from the arms of a man. response:	That was the most cliched thing I've ever done.
context: Let me go you bastard!\Huh? Is that you, Anjou?\I'm hanging out with Yadomi right now. You want in?\Who the hell are you?\Hey, guys! I found her!\This is such bullshit.\I just rescued a girl from the arms of a man.\That was the most cliched thing I've ever done. response:	You call that a rescue?
context: Huh? Is that you, Anjou?\I'm hanging out with Yadomi right now. You want in?\Who the hell are you?\Hey, guys! I found her!\This is such bullshit.\I just rescued a girl from the arms of a man.\That was the most cliched thing I've ever done.\You call that a rescue? response:	Wouldn't a rescue involve throwing a punch or two and tearing me away?
context: I'm hanging out with Yadomi right now. You want in?\Who the hell are you?\Hey, guys! I found her!\This is such bullshit.\I just rescued a girl from the arms of a man.\That was the most cliched thing I've ever done.\You call that a rescue?\Wouldn't a rescue involve throwing a punch or two and tearing me away? response:	I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.
context: Who the hell are you?\Hey, guys! I found her!\This is such bullshit.\I just rescued a girl from the arms of a man.\That was the most cliched thing I've ever done.\You call that a rescue?\Wouldn't a rescue involve throwing a punch or two and tearing me away?\I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department. response:	What the heck?
context: Hey, guys! I found her!\This is such bullshit.\I just rescued a girl from the arms of a man.\That was the most cliched thing I've ever done.\You call that a rescue?\Wouldn't a rescue involve throwing a punch or two and tearing me away?\I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.\What the heck? response:	That aside, you're gorgeous.
context: This is such bullshit.\I just rescued a girl from the arms of a man.\That was the most cliched thing I've ever done.\You call that a rescue?\Wouldn't a rescue involve throwing a punch or two and tearing me away?\I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.\What the heck?\That aside, you're gorgeous. response:	I don't want to be told that by a tranny.
context: I just rescued a girl from the arms of a man.\That was the most cliched thing I've ever done.\You call that a rescue?\Wouldn't a rescue involve throwing a punch or two and tearing me away?\I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.\What the heck?\That aside, you're gorgeous.\I don't want to be told that by a tranny. response:	S-Sorry.
context: That was the most cliched thing I've ever done.\You call that a rescue?\Wouldn't a rescue involve throwing a punch or two and tearing me away?\I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.\What the heck?\That aside, you're gorgeous.\I don't want to be told that by a tranny.\S-Sorry. response:	I thought so. Hearing that makes it easier.
context: You call that a rescue?\Wouldn't a rescue involve throwing a punch or two and tearing me away?\I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.\What the heck?\That aside, you're gorgeous.\I don't want to be told that by a tranny.\S-Sorry.\I thought so. Hearing that makes it easier. response:	Are you a virgin?
context: Wouldn't a rescue involve throwing a punch or two and tearing me away?\I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.\What the heck?\That aside, you're gorgeous.\I don't want to be told that by a tranny.\S-Sorry.\I thought so. Hearing that makes it easier.\Are you a virgin? response:	Wh-What's wrong with that?
context: I'm hot and I'm smart, but unfortunately I'm a bit lacking in the strength department.\What the heck?\That aside, you're gorgeous.\I don't want to be told that by a tranny.\S-Sorry.\I thought so. Hearing that makes it easier.\Are you a virgin?\Wh-What's wrong with that? response:	Wanna go out with me?
context: What the heck?\That aside, you're gorgeous.\I don't want to be told that by a tranny.\S-Sorry.\I thought so. Hearing that makes it easier.\Are you a virgin?\Wh-What's wrong with that?\Wanna go out with me? response:	Don't you like Menma?
context: That aside, you're gorgeous.\I don't want to be told that by a tranny.\S-Sorry.\I thought so. Hearing that makes it easier.\Are you a virgin?\Wh-What's wrong with that?\Wanna go out with me?\Don't you like Menma? response:	Yeah, and?
context: I don't want to be told that by a tranny.\S-Sorry.\I thought so. Hearing that makes it easier.\Are you a virgin?\Wh-What's wrong with that?\Wanna go out with me?\Don't you like Menma?\Yeah, and? response:	Because...
context: S-Sorry.\I thought so. Hearing that makes it easier.\Are you a virgin?\Wh-What's wrong with that?\Wanna go out with me?\Don't you like Menma?\Yeah, and?\Because... response:	Is it Yadomi?
context: I thought so. Hearing that makes it easier.\Are you a virgin?\Wh-What's wrong with that?\Wanna go out with me?\Don't you like Menma?\Yeah, and?\Because...\Is it Yadomi? response:	What do you see in that guy?
context: Are you a virgin?\Wh-What's wrong with that?\Wanna go out with me?\Don't you like Menma?\Yeah, and?\Because...\Is it Yadomi?\What do you see in that guy? response:	What do I see in him?
context: Wh-What's wrong with that?\Wanna go out with me?\Don't you like Menma?\Yeah, and?\Because...\Is it Yadomi?\What do you see in that guy?\What do I see in him? response:	Don't act like you've figured it out! I never said I liked him...
context: Wanna go out with me?\Don't you like Menma?\Yeah, and?\Because...\Is it Yadomi?\What do you see in that guy?\What do I see in him?\Don't act like you've figured it out! I never said I liked him... response:	He was a leader, smart, and athletic.
context: Don't you like Menma?\Yeah, and?\Because...\Is it Yadomi?\What do you see in that guy?\What do I see in him?\Don't act like you've figured it out! I never said I liked him...\He was a leader, smart, and athletic. response:	But that was all in the past.
context: Yeah, and?\Because...\Is it Yadomi?\What do you see in that guy?\What do I see in him?\Don't act like you've figured it out! I never said I liked him...\He was a leader, smart, and athletic.\But that was all in the past. response:	That's true, but he's kind in unexpected ways...
context: Because...\Is it Yadomi?\What do you see in that guy?\What do I see in him?\Don't act like you've figured it out! I never said I liked him...\He was a leader, smart, and athletic.\But that was all in the past.\That's true, but he's kind in unexpected ways... response:	And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.
context: Is it Yadomi?\What do you see in that guy?\What do I see in him?\Don't act like you've figured it out! I never said I liked him...\He was a leader, smart, and athletic.\But that was all in the past.\That's true, but he's kind in unexpected ways...\And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP. response:	I see.
context: What do you see in that guy?\What do I see in him?\Don't act like you've figured it out! I never said I liked him...\He was a leader, smart, and athletic.\But that was all in the past.\That's true, but he's kind in unexpected ways...\And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.\I see. response:	I don't even know if I like him.
context: What do I see in him?\Don't act like you've figured it out! I never said I liked him...\He was a leader, smart, and athletic.\But that was all in the past.\That's true, but he's kind in unexpected ways...\And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.\I see.\I don't even know if I like him. response:	I just can't stop thinking about him.
context: Don't act like you've figured it out! I never said I liked him...\He was a leader, smart, and athletic.\But that was all in the past.\That's true, but he's kind in unexpected ways...\And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.\I see.\I don't even know if I like him.\I just can't stop thinking about him. response:	Thinking about him?
context: He was a leader, smart, and athletic.\But that was all in the past.\That's true, but he's kind in unexpected ways...\And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.\I see.\I don't even know if I like him.\I just can't stop thinking about him.\Thinking about him? response:	Menma died, then his mother died.
context: But that was all in the past.\That's true, but he's kind in unexpected ways...\And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.\I see.\I don't even know if I like him.\I just can't stop thinking about him.\Thinking about him?\Menma died, then his mother died. response:	It became tough to talk to him.
context: That's true, but he's kind in unexpected ways...\And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.\I see.\I don't even know if I like him.\I just can't stop thinking about him.\Thinking about him?\Menma died, then his mother died.\It became tough to talk to him. response:	I was actually a bit happy that we'd be going to the same school.
context: And I think if he fixed his hair, he'd look a bit like Yama from Hey! Say! JUMP.\I see.\I don't even know if I like him.\I just can't stop thinking about him.\Thinking about him?\Menma died, then his mother died.\It became tough to talk to him.\I was actually a bit happy that we'd be going to the same school. response:	But Yadomi can't forget about Menma.
context: I see.\I don't even know if I like him.\I just can't stop thinking about him.\Thinking about him?\Menma died, then his mother died.\It became tough to talk to him.\I was actually a bit happy that we'd be going to the same school.\But Yadomi can't forget about Menma. response:	You can't forget the Yadomi that can't forget about Menma.
context: I don't even know if I like him.\I just can't stop thinking about him.\Thinking about him?\Menma died, then his mother died.\It became tough to talk to him.\I was actually a bit happy that we'd be going to the same school.\But Yadomi can't forget about Menma.\You can't forget the Yadomi that can't forget about Menma. response:	Back then...
context: I just can't stop thinking about him.\Thinking about him?\Menma died, then his mother died.\It became tough to talk to him.\I was actually a bit happy that we'd be going to the same school.\But Yadomi can't forget about Menma.\You can't forget the Yadomi that can't forget about Menma.\Back then... response:	What?
context: Thinking about him?\Menma died, then his mother died.\It became tough to talk to him.\I was actually a bit happy that we'd be going to the same school.\But Yadomi can't forget about Menma.\You can't forget the Yadomi that can't forget about Menma.\Back then...\What? response:	Back then you said Yadomi's name.
context: Menma died, then his mother died.\It became tough to talk to him.\I was actually a bit happy that we'd be going to the same school.\But Yadomi can't forget about Menma.\You can't forget the Yadomi that can't forget about Menma.\Back then...\What?\Back then you said Yadomi's name. response:	You said you'd been hanging out together.
context: It became tough to talk to him.\I was actually a bit happy that we'd be going to the same school.\But Yadomi can't forget about Menma.\You can't forget the Yadomi that can't forget about Menma.\Back then...\What?\Back then you said Yadomi's name.\You said you'd been hanging out together. response:	We're letting an express train pass. Please wait for a moment.
context: I was actually a bit happy that we'd be going to the same school.\But Yadomi can't forget about Menma.\You can't forget the Yadomi that can't forget about Menma.\Back then...\What?\Back then you said Yadomi's name.\You said you'd been hanging out together.\We're letting an express train pass. Please wait for a moment. response:	We've been left behind.
context: But Yadomi can't forget about Menma.\You can't forget the Yadomi that can't forget about Menma.\Back then...\What?\Back then you said Yadomi's name.\You said you'd been hanging out together.\We're letting an express train pass. Please wait for a moment.\We've been left behind. response:	There we go.
