context: I want to see how you live in this country, response:	and the place where I'll be able to do that is where I've decided to go.
context: I wanted to become someone who could stand next to this person.\I wanted that with everything I had.\Sorry, it's gotten pretty late.\It's okay.\Oh right, Shirayuki. There's one more thing I needed to talk to you about.\To me?\Raj said something outrageous at the tea party.\Wh-What? response:	Th-That I...
context: I wanted that with everything I had.\Sorry, it's gotten pretty late.\It's okay.\Oh right, Shirayuki. There's one more thing I needed to talk to you about.\To me?\Raj said something outrageous at the tea party.\Wh-What?\Th-That I... response:	Hm?
context: Sorry, it's gotten pretty late.\It's okay.\Oh right, Shirayuki. There's one more thing I needed to talk to you about.\To me?\Raj said something outrageous at the tea party.\Wh-What?\Th-That I...\Hm? response:	I don't think anyone took him seriously,
context: It's okay.\Oh right, Shirayuki. There's one more thing I needed to talk to you about.\To me?\Raj said something outrageous at the tea party.\Wh-What?\Th-That I...\Hm?\I don't think anyone took him seriously, response:	but it might be uncomfortable for you.
context: Oh right, Shirayuki. There's one more thing I needed to talk to you about.\To me?\Raj said something outrageous at the tea party.\Wh-What?\Th-That I...\Hm?\I don't think anyone took him seriously,\but it might be uncomfortable for you. response:	From now on, everyone will be wondering about you.
context: To me?\Raj said something outrageous at the tea party.\Wh-What?\Th-That I...\Hm?\I don't think anyone took him seriously,\but it might be uncomfortable for you.\From now on, everyone will be wondering about you. response:	I can stay in the castle!
context: Raj said something outrageous at the tea party.\Wh-What?\Th-That I...\Hm?\I don't think anyone took him seriously,\but it might be uncomfortable for you.\From now on, everyone will be wondering about you.\I can stay in the castle! response:	What about you, Zen? What about Laxdo?
context: Wh-What?\Th-That I...\Hm?\I don't think anyone took him seriously,\but it might be uncomfortable for you.\From now on, everyone will be wondering about you.\I can stay in the castle!\What about you, Zen? What about Laxdo? response:	Don't worry, those guys will recover.
context: Th-That I...\Hm?\I don't think anyone took him seriously,\but it might be uncomfortable for you.\From now on, everyone will be wondering about you.\I can stay in the castle!\What about you, Zen? What about Laxdo?\Don't worry, those guys will recover. response:	Zen...
context: Hm?\I don't think anyone took him seriously,\but it might be uncomfortable for you.\From now on, everyone will be wondering about you.\I can stay in the castle!\What about you, Zen? What about Laxdo?\Don't worry, those guys will recover.\Zen... response:	I'll be fine, too.
context: I don't think anyone took him seriously,\but it might be uncomfortable for you.\From now on, everyone will be wondering about you.\I can stay in the castle!\What about you, Zen? What about Laxdo?\Don't worry, those guys will recover.\Zen...\I'll be fine, too. response:	As long as I remember I just shouldn't shrink from it.
context: but it might be uncomfortable for you.\From now on, everyone will be wondering about you.\I can stay in the castle!\What about you, Zen? What about Laxdo?\Don't worry, those guys will recover.\Zen...\I'll be fine, too.\As long as I remember I just shouldn't shrink from it. response:	The situation is easy to understand, you know?
context: From now on, everyone will be wondering about you.\I can stay in the castle!\What about you, Zen? What about Laxdo?\Don't worry, those guys will recover.\Zen...\I'll be fine, too.\As long as I remember I just shouldn't shrink from it.\The situation is easy to understand, you know? response:	Really easy.
context: I can stay in the castle!\What about you, Zen? What about Laxdo?\Don't worry, those guys will recover.\Zen...\I'll be fine, too.\As long as I remember I just shouldn't shrink from it.\The situation is easy to understand, you know?\Really easy. response:	Right?
context: What about you, Zen? What about Laxdo?\Don't worry, those guys will recover.\Zen...\I'll be fine, too.\As long as I remember I just shouldn't shrink from it.\The situation is easy to understand, you know?\Really easy.\Right? response:	Zen?
context: Don't worry, those guys will recover.\Zen...\I'll be fine, too.\As long as I remember I just shouldn't shrink from it.\The situation is easy to understand, you know?\Really easy.\Right?\Zen? response:	If the people around are watching, then you should just do as you please.
context: Zen...\I'll be fine, too.\As long as I remember I just shouldn't shrink from it.\The situation is easy to understand, you know?\Really easy.\Right?\Zen?\If the people around are watching, then you should just do as you please. response:	Yeah.
context: I'll be fine, too.\As long as I remember I just shouldn't shrink from it.\The situation is easy to understand, you know?\Really easy.\Right?\Zen?\If the people around are watching, then you should just do as you please.\Yeah. response:	It won't be easy to stick to that position for everything.
context: As long as I remember I just shouldn't shrink from it.\The situation is easy to understand, you know?\Really easy.\Right?\Zen?\If the people around are watching, then you should just do as you please.\Yeah.\It won't be easy to stick to that position for everything. response:	You'll make mistakes.
context: The situation is easy to understand, you know?\Really easy.\Right?\Zen?\If the people around are watching, then you should just do as you please.\Yeah.\It won't be easy to stick to that position for everything.\You'll make mistakes. response:	I'm sure you know that, too.
context: Really easy.\Right?\Zen?\If the people around are watching, then you should just do as you please.\Yeah.\It won't be easy to stick to that position for everything.\You'll make mistakes.\I'm sure you know that, too. response:	I'll do the same.
context: Right?\Zen?\If the people around are watching, then you should just do as you please.\Yeah.\It won't be easy to stick to that position for everything.\You'll make mistakes.\I'm sure you know that, too.\I'll do the same. response:	Someone will always be on your side.
context: Zen?\If the people around are watching, then you should just do as you please.\Yeah.\It won't be easy to stick to that position for everything.\You'll make mistakes.\I'm sure you know that, too.\I'll do the same.\Someone will always be on your side. response:	Shirayuki and the prince?!
context: If the people around are watching, then you should just do as you please.\Yeah.\It won't be easy to stick to that position for everything.\You'll make mistakes.\I'm sure you know that, too.\I'll do the same.\Someone will always be on your side.\Shirayuki and the prince?! response:	All right!
context: Yeah.\It won't be easy to stick to that position for everything.\You'll make mistakes.\I'm sure you know that, too.\I'll do the same.\Someone will always be on your side.\Shirayuki and the prince?!\All right! response:	You're too loud.
context: It won't be easy to stick to that position for everything.\You'll make mistakes.\I'm sure you know that, too.\I'll do the same.\Someone will always be on your side.\Shirayuki and the prince?!\All right!\You're too loud. response:	But those two don't seem like more than friends...
context: You'll make mistakes.\I'm sure you know that, too.\I'll do the same.\Someone will always be on your side.\Shirayuki and the prince?!\All right!\You're too loud.\But those two don't seem like more than friends... response:	Well? Where did you hear about this hot information?
context: I'm sure you know that, too.\I'll do the same.\Someone will always be on your side.\Shirayuki and the prince?!\All right!\You're too loud.\But those two don't seem like more than friends...\Well? Where did you hear about this hot information? response:	I heard from the guys who were on guard at the tea party.
context: I'll do the same.\Someone will always be on your side.\Shirayuki and the prince?!\All right!\You're too loud.\But those two don't seem like more than friends...\Well? Where did you hear about this hot information?\I heard from the guys who were on guard at the tea party. response:	They said Prince Raj from the kingdom next door said so, but...
context: Someone will always be on your side.\Shirayuki and the prince?!\All right!\You're too loud.\But those two don't seem like more than friends...\Well? Where did you hear about this hot information?\I heard from the guys who were on guard at the tea party.\They said Prince Raj from the kingdom next door said so, but... response:	Prince Raj...
context: Shirayuki and the prince?!\All right!\You're too loud.\But those two don't seem like more than friends...\Well? Where did you hear about this hot information?\I heard from the guys who were on guard at the tea party.\They said Prince Raj from the kingdom next door said so, but...\Prince Raj... response:	I wonder what kind of person he is?
context: All right!\You're too loud.\But those two don't seem like more than friends...\Well? Where did you hear about this hot information?\I heard from the guys who were on guard at the tea party.\They said Prince Raj from the kingdom next door said so, but...\Prince Raj...\I wonder what kind of person he is? response:	It looks like he knows Shirayuki and the prince, but...
context: You're too loud.\But those two don't seem like more than friends...\Well? Where did you hear about this hot information?\I heard from the guys who were on guard at the tea party.\They said Prince Raj from the kingdom next door said so, but...\Prince Raj...\I wonder what kind of person he is?\It looks like he knows Shirayuki and the prince, but... response:	Next is... th-the tour of the medical buildings, huh?
context: But those two don't seem like more than friends...\Well? Where did you hear about this hot information?\I heard from the guys who were on guard at the tea party.\They said Prince Raj from the kingdom next door said so, but...\Prince Raj...\I wonder what kind of person he is?\It looks like he knows Shirayuki and the prince, but...\Next is... th-the tour of the medical buildings, huh? response:	You do not look well...
context: Well? Where did you hear about this hot information?\I heard from the guys who were on guard at the tea party.\They said Prince Raj from the kingdom next door said so, but...\Prince Raj...\I wonder what kind of person he is?\It looks like he knows Shirayuki and the prince, but...\Next is... th-the tour of the medical buildings, huh?\You do not look well... response:	D-Don't worry!
context: I heard from the guys who were on guard at the tea party.\They said Prince Raj from the kingdom next door said so, but...\Prince Raj...\I wonder what kind of person he is?\It looks like he knows Shirayuki and the prince, but...\Next is... th-the tour of the medical buildings, huh?\You do not look well...\D-Don't worry! response:	Anyway, they look wonderful!
context: They said Prince Raj from the kingdom next door said so, but...\Prince Raj...\I wonder what kind of person he is?\It looks like he knows Shirayuki and the prince, but...\Next is... th-the tour of the medical buildings, huh?\You do not look well...\D-Don't worry!\Anyway, they look wonderful! response:	The best medicine is made in the best buildings, right?
context: Prince Raj...\I wonder what kind of person he is?\It looks like he knows Shirayuki and the prince, but...\Next is... th-the tour of the medical buildings, huh?\You do not look well...\D-Don't worry!\Anyway, they look wonderful!\The best medicine is made in the best buildings, right? response:	Tanbarun could learn from this!
context: I wonder what kind of person he is?\It looks like he knows Shirayuki and the prince, but...\Next is... th-the tour of the medical buildings, huh?\You do not look well...\D-Don't worry!\Anyway, they look wonderful!\The best medicine is made in the best buildings, right?\Tanbarun could learn from this! response:	Right, Sakaki?!
context: It looks like he knows Shirayuki and the prince, but...\Next is... th-the tour of the medical buildings, huh?\You do not look well...\D-Don't worry!\Anyway, they look wonderful!\The best medicine is made in the best buildings, right?\Tanbarun could learn from this!\Right, Sakaki?! response:	Y-Yes...
context: Next is... th-the tour of the medical buildings, huh?\You do not look well...\D-Don't worry!\Anyway, they look wonderful!\The best medicine is made in the best buildings, right?\Tanbarun could learn from this!\Right, Sakaki?!\Y-Yes... response:	I am honored by your kind words.
context: You do not look well...\D-Don't worry!\Anyway, they look wonderful!\The best medicine is made in the best buildings, right?\Tanbarun could learn from this!\Right, Sakaki?!\Y-Yes...\I am honored by your kind words. response:	Well then, please step inside-
context: D-Don't worry!\Anyway, they look wonderful!\The best medicine is made in the best buildings, right?\Tanbarun could learn from this!\Right, Sakaki?!\Y-Yes...\I am honored by your kind words.\Well then, please step inside- response:	No, that's quite all right!
context: Anyway, they look wonderful!\The best medicine is made in the best buildings, right?\Tanbarun could learn from this!\Right, Sakaki?!\Y-Yes...\I am honored by your kind words.\Well then, please step inside-\No, that's quite all right! response:	I would not want to get in the way of your work.
context: The best medicine is made in the best buildings, right?\Tanbarun could learn from this!\Right, Sakaki?!\Y-Yes...\I am honored by your kind words.\Well then, please step inside-\No, that's quite all right!\I would not want to get in the way of your work. response:	Please do not worry.
context: Tanbarun could learn from this!\Right, Sakaki?!\Y-Yes...\I am honored by your kind words.\Well then, please step inside-\No, that's quite all right!\I would not want to get in the way of your work.\Please do not worry. response:	I was ordered by Prince Izana to show you around.
context: Right, Sakaki?!\Y-Yes...\I am honored by your kind words.\Well then, please step inside-\No, that's quite all right!\I would not want to get in the way of your work.\Please do not worry.\I was ordered by Prince Izana to show you around. response:	I appreciate your consideration.
context: Y-Yes...\I am honored by your kind words.\Well then, please step inside-\No, that's quite all right!\I would not want to get in the way of your work.\Please do not worry.\I was ordered by Prince Izana to show you around.\I appreciate your consideration. response:	Excuse me for a moment.
context: I am honored by your kind words.\Well then, please step inside-\No, that's quite all right!\I would not want to get in the way of your work.\Please do not worry.\I was ordered by Prince Izana to show you around.\I appreciate your consideration.\Excuse me for a moment. response:	Sakaki, you check it out first!
context: Well then, please step inside-\No, that's quite all right!\I would not want to get in the way of your work.\Please do not worry.\I was ordered by Prince Izana to show you around.\I appreciate your consideration.\Excuse me for a moment.\Sakaki, you check it out first! response:	What do you mean?
context: No, that's quite all right!\I would not want to get in the way of your work.\Please do not worry.\I was ordered by Prince Izana to show you around.\I appreciate your consideration.\Excuse me for a moment.\Sakaki, you check it out first!\What do you mean? response:	Try to understand!
context: I would not want to get in the way of your work.\Please do not worry.\I was ordered by Prince Izana to show you around.\I appreciate your consideration.\Excuse me for a moment.\Sakaki, you check it out first!\What do you mean?\Try to understand! response:	Didn't they say that girl was working as an herbalist?
context: Please do not worry.\I was ordered by Prince Izana to show you around.\I appreciate your consideration.\Excuse me for a moment.\Sakaki, you check it out first!\What do you mean?\Try to understand!\Didn't they say that girl was working as an herbalist? response:	What'll I do if we run into each other?!
context: I was ordered by Prince Izana to show you around.\I appreciate your consideration.\Excuse me for a moment.\Sakaki, you check it out first!\What do you mean?\Try to understand!\Didn't they say that girl was working as an herbalist?\What'll I do if we run into each other?! response:	That's true. We shouldn't cause her more problems than we already have.
context: I appreciate your consideration.\Excuse me for a moment.\Sakaki, you check it out first!\What do you mean?\Try to understand!\Didn't they say that girl was working as an herbalist?\What'll I do if we run into each other?!\That's true. We shouldn't cause her more problems than we already have. response:	Anyway. Nothing good will come of us meeting again.
context: Excuse me for a moment.\Sakaki, you check it out first!\What do you mean?\Try to understand!\Didn't they say that girl was working as an herbalist?\What'll I do if we run into each other?!\That's true. We shouldn't cause her more problems than we already have.\Anyway. Nothing good will come of us meeting again. response:	I'm sure Shirayuki feels the same way.
context: Sakaki, you check it out first!\What do you mean?\Try to understand!\Didn't they say that girl was working as an herbalist?\What'll I do if we run into each other?!\That's true. We shouldn't cause her more problems than we already have.\Anyway. Nothing good will come of us meeting again.\I'm sure Shirayuki feels the same way. response:	Um, Prince Raj? Is something the matter?
context: What do you mean?\Try to understand!\Didn't they say that girl was working as an herbalist?\What'll I do if we run into each other?!\That's true. We shouldn't cause her more problems than we already have.\Anyway. Nothing good will come of us meeting again.\I'm sure Shirayuki feels the same way.\Um, Prince Raj? Is something the matter? response:	P-Please excuse me.
context: Try to understand!\Didn't they say that girl was working as an herbalist?\What'll I do if we run into each other?!\That's true. We shouldn't cause her more problems than we already have.\Anyway. Nothing good will come of us meeting again.\I'm sure Shirayuki feels the same way.\Um, Prince Raj? Is something the matter?\P-Please excuse me. response:	Ahem.
context: Didn't they say that girl was working as an herbalist?\What'll I do if we run into each other?!\That's true. We shouldn't cause her more problems than we already have.\Anyway. Nothing good will come of us meeting again.\I'm sure Shirayuki feels the same way.\Um, Prince Raj? Is something the matter?\P-Please excuse me.\Ahem. response:	You get it, right?
context: What'll I do if we run into each other?!\That's true. We shouldn't cause her more problems than we already have.\Anyway. Nothing good will come of us meeting again.\I'm sure Shirayuki feels the same way.\Um, Prince Raj? Is something the matter?\P-Please excuse me.\Ahem.\You get it, right? response:	Yeah...
context: That's true. We shouldn't cause her more problems than we already have.\Anyway. Nothing good will come of us meeting again.\I'm sure Shirayuki feels the same way.\Um, Prince Raj? Is something the matter?\P-Please excuse me.\Ahem.\You get it, right?\Yeah... response:	Well, let us quickly embark on our tour!
context: Anyway. Nothing good will come of us meeting again.\I'm sure Shirayuki feels the same way.\Um, Prince Raj? Is something the matter?\P-Please excuse me.\Ahem.\You get it, right?\Yeah...\Well, let us quickly embark on our tour! response:	Sakaki!
context: I'm sure Shirayuki feels the same way.\Um, Prince Raj? Is something the matter?\P-Please excuse me.\Ahem.\You get it, right?\Yeah...\Well, let us quickly embark on our tour!\Sakaki! response:	Right away, sir.
context: Um, Prince Raj? Is something the matter?\P-Please excuse me.\Ahem.\You get it, right?\Yeah...\Well, let us quickly embark on our tour!\Sakaki!\Right away, sir. response:	This place is fine.
context: P-Please excuse me.\Ahem.\You get it, right?\Yeah...\Well, let us quickly embark on our tour!\Sakaki!\Right away, sir.\This place is fine. response:	What wonderful facilities!
context: Ahem.\You get it, right?\Yeah...\Well, let us quickly embark on our tour!\Sakaki!\Right away, sir.\This place is fine.\What wonderful facilities! response:	Um... That's the storage room.
context: You get it, right?\Yeah...\Well, let us quickly embark on our tour!\Sakaki!\Right away, sir.\This place is fine.\What wonderful facilities!\Um... That's the storage room. response:	Storage room!
context: Yeah...\Well, let us quickly embark on our tour!\Sakaki!\Right away, sir.\This place is fine.\What wonderful facilities!\Um... That's the storage room.\Storage room! response:	This place is fine, too.
context: Well, let us quickly embark on our tour!\Sakaki!\Right away, sir.\This place is fine.\What wonderful facilities!\Um... That's the storage room.\Storage room!\This place is fine, too. response:	W-Wow! This is too wonderful!
context: Sakaki!\Right away, sir.\This place is fine.\What wonderful facilities!\Um... That's the storage room.\Storage room!\This place is fine, too.\W-Wow! This is too wonderful! response:	Um, that's...
context: Right away, sir.\This place is fine.\What wonderful facilities!\Um... That's the storage room.\Storage room!\This place is fine, too.\W-Wow! This is too wonderful!\Um, that's... response:	Do you think you can finish by the evening?
context: This place is fine.\What wonderful facilities!\Um... That's the storage room.\Storage room!\This place is fine, too.\W-Wow! This is too wonderful!\Um, that's...\Do you think you can finish by the evening? response:	Yes, sir.
context: What wonderful facilities!\Um... That's the storage room.\Storage room!\This place is fine, too.\W-Wow! This is too wonderful!\Um, that's...\Do you think you can finish by the evening?\Yes, sir. response:	That's the end of the checks, then.
context: Um... That's the storage room.\Storage room!\This place is fine, too.\W-Wow! This is too wonderful!\Um, that's...\Do you think you can finish by the evening?\Yes, sir.\That's the end of the checks, then. response:	Thank you very much.
context: Storage room!\This place is fine, too.\W-Wow! This is too wonderful!\Um, that's...\Do you think you can finish by the evening?\Yes, sir.\That's the end of the checks, then.\Thank you very much. response:	These past few days have felt really long, huh?
context: This place is fine, too.\W-Wow! This is too wonderful!\Um, that's...\Do you think you can finish by the evening?\Yes, sir.\That's the end of the checks, then.\Thank you very much.\These past few days have felt really long, huh? response:	Be quiet.
context: W-Wow! This is too wonderful!\Um, that's...\Do you think you can finish by the evening?\Yes, sir.\That's the end of the checks, then.\Thank you very much.\These past few days have felt really long, huh?\Be quiet. response:	Kiki, what's after this?
context: Um, that's...\Do you think you can finish by the evening?\Yes, sir.\That's the end of the checks, then.\Thank you very much.\These past few days have felt really long, huh?\Be quiet.\Kiki, what's after this? response:	Just seeing Prince Raj off.
context: Do you think you can finish by the evening?\Yes, sir.\That's the end of the checks, then.\Thank you very much.\These past few days have felt really long, huh?\Be quiet.\Kiki, what's after this?\Just seeing Prince Raj off. response:	I see.
context: Yes, sir.\That's the end of the checks, then.\Thank you very much.\These past few days have felt really long, huh?\Be quiet.\Kiki, what's after this?\Just seeing Prince Raj off.\I see. response:	I'll see you in a bit, then.
context: That's the end of the checks, then.\Thank you very much.\These past few days have felt really long, huh?\Be quiet.\Kiki, what's after this?\Just seeing Prince Raj off.\I see.\I'll see you in a bit, then. response:	Have fun.
context: Thank you very much.\These past few days have felt really long, huh?\Be quiet.\Kiki, what's after this?\Just seeing Prince Raj off.\I see.\I'll see you in a bit, then.\Have fun. response:	Don't be too late.
context: These past few days have felt really long, huh?\Be quiet.\Kiki, what's after this?\Just seeing Prince Raj off.\I see.\I'll see you in a bit, then.\Have fun.\Don't be too late. response:	Master!
context: Be quiet.\Kiki, what's after this?\Just seeing Prince Raj off.\I see.\I'll see you in a bit, then.\Have fun.\Don't be too late.\Master! response:	Are you going to see the Miss?
context: Kiki, what's after this?\Just seeing Prince Raj off.\I see.\I'll see you in a bit, then.\Have fun.\Don't be too late.\Master!\Are you going to see the Miss? response:	No, Shirayuki's working right now, isn't she?
context: Just seeing Prince Raj off.\I see.\I'll see you in a bit, then.\Have fun.\Don't be too late.\Master!\Are you going to see the Miss?\No, Shirayuki's working right now, isn't she? response:	Oh, right. Have you seen my brother?
context: I see.\I'll see you in a bit, then.\Have fun.\Don't be too late.\Master!\Are you going to see the Miss?\No, Shirayuki's working right now, isn't she?\Oh, right. Have you seen my brother? response:	No, did you have business with him?
context: I'll see you in a bit, then.\Have fun.\Don't be too late.\Master!\Are you going to see the Miss?\No, Shirayuki's working right now, isn't she?\Oh, right. Have you seen my brother?\No, did you have business with him? response:	I wanted to have a little talk.
context: Have fun.\Don't be too late.\Master!\Are you going to see the Miss?\No, Shirayuki's working right now, isn't she?\Oh, right. Have you seen my brother?\No, did you have business with him?\I wanted to have a little talk. response:	It's finally over...
context: Don't be too late.\Master!\Are you going to see the Miss?\No, Shirayuki's working right now, isn't she?\Oh, right. Have you seen my brother?\No, did you have business with him?\I wanted to have a little talk.\It's finally over... response:	Please don't relax just yet.
context: Master!\Are you going to see the Miss?\No, Shirayuki's working right now, isn't she?\Oh, right. Have you seen my brother?\No, did you have business with him?\I wanted to have a little talk.\It's finally over...\Please don't relax just yet. response:	We're not leaving the castle until this evening.
context: Are you going to see the Miss?\No, Shirayuki's working right now, isn't she?\Oh, right. Have you seen my brother?\No, did you have business with him?\I wanted to have a little talk.\It's finally over...\Please don't relax just yet.\We're not leaving the castle until this evening. response:	I know!
context: No, Shirayuki's working right now, isn't she?\Oh, right. Have you seen my brother?\No, did you have business with him?\I wanted to have a little talk.\It's finally over...\Please don't relax just yet.\We're not leaving the castle until this evening.\I know! response:	-Ow... -Again?
context: Oh, right. Have you seen my brother?\No, did you have business with him?\I wanted to have a little talk.\It's finally over...\Please don't relax just yet.\We're not leaving the castle until this evening.\I know!\-Ow... -Again? response:	I'm not faking it!
context: No, did you have business with him?\I wanted to have a little talk.\It's finally over...\Please don't relax just yet.\We're not leaving the castle until this evening.\I know!\-Ow... -Again?\I'm not faking it! response:	I've been expending too much mental energy recently, so my stomach hurts.
context: I wanted to have a little talk.\It's finally over...\Please don't relax just yet.\We're not leaving the castle until this evening.\I know!\-Ow... -Again?\I'm not faking it!\I've been expending too much mental energy recently, so my stomach hurts. response:	You should have said so earlier.
context: It's finally over...\Please don't relax just yet.\We're not leaving the castle until this evening.\I know!\-Ow... -Again?\I'm not faking it!\I've been expending too much mental energy recently, so my stomach hurts.\You should have said so earlier. response:	Like I could have!
context: Please don't relax just yet.\We're not leaving the castle until this evening.\I know!\-Ow... -Again?\I'm not faking it!\I've been expending too much mental energy recently, so my stomach hurts.\You should have said so earlier.\Like I could have! response:	I couldn't stand it if those Clarines guys thought of me as a weakling!
context: We're not leaving the castle until this evening.\I know!\-Ow... -Again?\I'm not faking it!\I've been expending too much mental energy recently, so my stomach hurts.\You should have said so earlier.\Like I could have!\I couldn't stand it if those Clarines guys thought of me as a weakling! response:	Is that so? Then I will go get medicine, at least.
context: I know!\-Ow... -Again?\I'm not faking it!\I've been expending too much mental energy recently, so my stomach hurts.\You should have said so earlier.\Like I could have!\I couldn't stand it if those Clarines guys thought of me as a weakling!\Is that so? Then I will go get medicine, at least. response:	D-Don't tell them it's for me!
context: -Ow... -Again?\I'm not faking it!\I've been expending too much mental energy recently, so my stomach hurts.\You should have said so earlier.\Like I could have!\I couldn't stand it if those Clarines guys thought of me as a weakling!\Is that so? Then I will go get medicine, at least.\D-Don't tell them it's for me! response:	As you wish.
context: I'm not faking it!\I've been expending too much mental energy recently, so my stomach hurts.\You should have said so earlier.\Like I could have!\I couldn't stand it if those Clarines guys thought of me as a weakling!\Is that so? Then I will go get medicine, at least.\D-Don't tell them it's for me!\As you wish. response:	All that's left is to bring this to the treatment room, right?
context: I've been expending too much mental energy recently, so my stomach hurts.\You should have said so earlier.\Like I could have!\I couldn't stand it if those Clarines guys thought of me as a weakling!\Is that so? Then I will go get medicine, at least.\D-Don't tell them it's for me!\As you wish.\All that's left is to bring this to the treatment room, right? response:	Yeah.
context: You should have said so earlier.\Like I could have!\I couldn't stand it if those Clarines guys thought of me as a weakling!\Is that so? Then I will go get medicine, at least.\D-Don't tell them it's for me!\As you wish.\All that's left is to bring this to the treatment room, right?\Yeah. response:	I'll take it over then.
context: Like I could have!\I couldn't stand it if those Clarines guys thought of me as a weakling!\Is that so? Then I will go get medicine, at least.\D-Don't tell them it's for me!\As you wish.\All that's left is to bring this to the treatment room, right?\Yeah.\I'll take it over then. response:	Thanks.
context: I couldn't stand it if those Clarines guys thought of me as a weakling!\Is that so? Then I will go get medicine, at least.\D-Don't tell them it's for me!\As you wish.\All that's left is to bring this to the treatment room, right?\Yeah.\I'll take it over then.\Thanks. response:	I wonder if Shirayuki is all right...
context: Is that so? Then I will go get medicine, at least.\D-Don't tell them it's for me!\As you wish.\All that's left is to bring this to the treatment room, right?\Yeah.\I'll take it over then.\Thanks.\I wonder if Shirayuki is all right... response:	The girl close to Prince Zen?
context: D-Don't tell them it's for me!\As you wish.\All that's left is to bring this to the treatment room, right?\Yeah.\I'll take it over then.\Thanks.\I wonder if Shirayuki is all right...\The girl close to Prince Zen? response:	The girl with the bright red hair.
context: As you wish.\All that's left is to bring this to the treatment room, right?\Yeah.\I'll take it over then.\Thanks.\I wonder if Shirayuki is all right...\The girl close to Prince Zen?\The girl with the bright red hair. response:	Oh, her.
context: All that's left is to bring this to the treatment room, right?\Yeah.\I'll take it over then.\Thanks.\I wonder if Shirayuki is all right...\The girl close to Prince Zen?\The girl with the bright red hair.\Oh, her. response:	It sounds like it hasn't been set in stone yet, though.
context: Yeah.\I'll take it over then.\Thanks.\I wonder if Shirayuki is all right...\The girl close to Prince Zen?\The girl with the bright red hair.\Oh, her.\It sounds like it hasn't been set in stone yet, though. response:	You never know. She seems to be close to Mitsuhide and Kiki, as well.
context: I'll take it over then.\Thanks.\I wonder if Shirayuki is all right...\The girl close to Prince Zen?\The girl with the bright red hair.\Oh, her.\It sounds like it hasn't been set in stone yet, though.\You never know. She seems to be close to Mitsuhide and Kiki, as well. response:	It is exactly as Zen had said.
context: Thanks.\I wonder if Shirayuki is all right...\The girl close to Prince Zen?\The girl with the bright red hair.\Oh, her.\It sounds like it hasn't been set in stone yet, though.\You never know. She seems to be close to Mitsuhide and Kiki, as well.\It is exactly as Zen had said. response:	It might be uncomfortable for you.
context: I wonder if Shirayuki is all right...\The girl close to Prince Zen?\The girl with the bright red hair.\Oh, her.\It sounds like it hasn't been set in stone yet, though.\You never know. She seems to be close to Mitsuhide and Kiki, as well.\It is exactly as Zen had said.\It might be uncomfortable for you. response:	But Zen, this place is...
context: The girl close to Prince Zen?\The girl with the bright red hair.\Oh, her.\It sounds like it hasn't been set in stone yet, though.\You never know. She seems to be close to Mitsuhide and Kiki, as well.\It is exactly as Zen had said.\It might be uncomfortable for you.\But Zen, this place is... response:	Lord Brother, I would like to speak with you.
context: The girl with the bright red hair.\Oh, her.\It sounds like it hasn't been set in stone yet, though.\You never know. She seems to be close to Mitsuhide and Kiki, as well.\It is exactly as Zen had said.\It might be uncomfortable for you.\But Zen, this place is...\Lord Brother, I would like to speak with you. response:	Lord Brother...?
context: Oh, her.\It sounds like it hasn't been set in stone yet, though.\You never know. She seems to be close to Mitsuhide and Kiki, as well.\It is exactly as Zen had said.\It might be uncomfortable for you.\But Zen, this place is...\Lord Brother, I would like to speak with you.\Lord Brother...? response:	Zen, let's spar a little.
context: It sounds like it hasn't been set in stone yet, though.\You never know. She seems to be close to Mitsuhide and Kiki, as well.\It is exactly as Zen had said.\It might be uncomfortable for you.\But Zen, this place is...\Lord Brother, I would like to speak with you.\Lord Brother...?\Zen, let's spar a little. response:	Right now?
context: You never know. She seems to be close to Mitsuhide and Kiki, as well.\It is exactly as Zen had said.\It might be uncomfortable for you.\But Zen, this place is...\Lord Brother, I would like to speak with you.\Lord Brother...?\Zen, let's spar a little.\Right now? response:	I want to move around.
context: It is exactly as Zen had said.\It might be uncomfortable for you.\But Zen, this place is...\Lord Brother, I would like to speak with you.\Lord Brother...?\Zen, let's spar a little.\Right now?\I want to move around. response:	Following that prince around makes my shoulders stiff.
context: It might be uncomfortable for you.\But Zen, this place is...\Lord Brother, I would like to speak with you.\Lord Brother...?\Zen, let's spar a little.\Right now?\I want to move around.\Following that prince around makes my shoulders stiff. response:	Besides, you aren't just here to chat, are you?
context: But Zen, this place is...\Lord Brother, I would like to speak with you.\Lord Brother...?\Zen, let's spar a little.\Right now?\I want to move around.\Following that prince around makes my shoulders stiff.\Besides, you aren't just here to chat, are you? response:	Go ahead. Start talking.
context: Lord Brother, I would like to speak with you.\Lord Brother...?\Zen, let's spar a little.\Right now?\I want to move around.\Following that prince around makes my shoulders stiff.\Besides, you aren't just here to chat, are you?\Go ahead. Start talking. response:	Why are you treating Shirayuki as a nuisance before trying to get to know her?
context: Lord Brother...?\Zen, let's spar a little.\Right now?\I want to move around.\Following that prince around makes my shoulders stiff.\Besides, you aren't just here to chat, are you?\Go ahead. Start talking.\Why are you treating Shirayuki as a nuisance before trying to get to know her? response:	Because I'm too busy to slowly observe a single girl!
