context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: Right now,\I'm totally calm!\We're seriously counting on you!\Go...!\Die...!\Wow, what a nice Quirk!\That's my-\Bakugo, someone has the same Quirk as you, too? response:	Damn it!
context: I'm totally calm!\We're seriously counting on you!\Go...!\Die...!\Wow, what a nice Quirk!\That's my-\Bakugo, someone has the same Quirk as you, too?\Damn it! response:	Really, such nice Quirks.
context: We're seriously counting on you!\Go...!\Die...!\Wow, what a nice Quirk!\That's my-\Bakugo, someone has the same Quirk as you, too?\Damn it!\Really, such nice Quirks. response:	Mine's better, though.
context: Go...!\Die...!\Wow, what a nice Quirk!\That's my-\Bakugo, someone has the same Quirk as you, too?\Damn it!\Really, such nice Quirks.\Mine's better, though. response:	Wha...? Mine?
context: Die...!\Wow, what a nice Quirk!\That's my-\Bakugo, someone has the same Quirk as you, too?\Damn it!\Really, such nice Quirks.\Mine's better, though.\Wha...? Mine? response:	The same again...?
context: Wow, what a nice Quirk!\That's my-\Bakugo, someone has the same Quirk as you, too?\Damn it!\Really, such nice Quirks.\Mine's better, though.\Wha...? Mine?\The same again...? response:	No.
context: That's my-\Bakugo, someone has the same Quirk as you, too?\Damn it!\Really, such nice Quirks.\Mine's better, though.\Wha...? Mine?\The same again...?\No. response:	This guy copied them.
context: Bakugo, someone has the same Quirk as you, too?\Damn it!\Really, such nice Quirks.\Mine's better, though.\Wha...? Mine?\The same again...?\No.\This guy copied them. response:	That's right!
context: Damn it!\Really, such nice Quirks.\Mine's better, though.\Wha...? Mine?\The same again...?\No.\This guy copied them.\That's right! response:	Neito Monoma Quirk: Copy
context: Really, such nice Quirks.\Mine's better, though.\Wha...? Mine?\The same again...?\No.\This guy copied them.\That's right!\Neito Monoma Quirk: Copy response:	Neito Monoma. Quirk: Copy!
context: Mine's better, though.\Wha...? Mine?\The same again...?\No.\This guy copied them.\That's right!\Neito Monoma Quirk: Copy\Neito Monoma. Quirk: Copy! response:	He can use the Quirks
context: Wha...? Mine?\The same again...?\No.\This guy copied them.\That's right!\Neito Monoma Quirk: Copy\Neito Monoma. Quirk: Copy!\He can use the Quirks response:	of anyone he touches as much as he wants for five minutes.
context: The same again...?\No.\This guy copied them.\That's right!\Neito Monoma Quirk: Copy\Neito Monoma. Quirk: Copy!\He can use the Quirks\of anyone he touches as much as he wants for five minutes. response:	He can't use two at the same time, though!
context: No.\This guy copied them.\That's right!\Neito Monoma Quirk: Copy\Neito Monoma. Quirk: Copy!\He can use the Quirks\of anyone he touches as much as he wants for five minutes.\He can't use two at the same time, though! response:	Well, even an idiot can figure it out, huh?
context: This guy copied them.\That's right!\Neito Monoma Quirk: Copy\Neito Monoma. Quirk: Copy!\He can use the Quirks\of anyone he touches as much as he wants for five minutes.\He can't use two at the same time, though!\Well, even an idiot can figure it out, huh? response:	Now!
context: That's right!\Neito Monoma Quirk: Copy\Neito Monoma. Quirk: Copy!\He can use the Quirks\of anyone he touches as much as he wants for five minutes.\He can't use two at the same time, though!\Well, even an idiot can figure it out, huh?\Now! response:	Okay!
context: Neito Monoma Quirk: Copy\Neito Monoma. Quirk: Copy!\He can use the Quirks\of anyone he touches as much as he wants for five minutes.\He can't use two at the same time, though!\Well, even an idiot can figure it out, huh?\Now!\Okay! response:	Bondo! Picking a fight, huh?
context: Neito Monoma. Quirk: Copy!\He can use the Quirks\of anyone he touches as much as he wants for five minutes.\He can't use two at the same time, though!\Well, even an idiot can figure it out, huh?\Now!\Okay!\Bondo! Picking a fight, huh? response:	Monoma, we just have to keep from getting caught now.
context: He can use the Quirks\of anyone he touches as much as he wants for five minutes.\He can't use two at the same time, though!\Well, even an idiot can figure it out, huh?\Now!\Okay!\Bondo! Picking a fight, huh?\Monoma, we just have to keep from getting caught now. response:	Go!
context: of anyone he touches as much as he wants for five minutes.\He can't use two at the same time, though!\Well, even an idiot can figure it out, huh?\Now!\Okay!\Bondo! Picking a fight, huh?\Monoma, we just have to keep from getting caught now.\Go! response:	With this many points, we'll definitely make it into the top four!
context: He can't use two at the same time, though!\Well, even an idiot can figure it out, huh?\Now!\Okay!\Bondo! Picking a fight, huh?\Monoma, we just have to keep from getting caught now.\Go!\With this many points, we'll definitely make it into the top four! response:	After them!
context: Well, even an idiot can figure it out, huh?\Now!\Okay!\Bondo! Picking a fight, huh?\Monoma, we just have to keep from getting caught now.\Go!\With this many points, we'll definitely make it into the top four!\After them! response:	It's solidifying!
context: Now!\Okay!\Bondo! Picking a fight, huh?\Monoma, we just have to keep from getting caught now.\Go!\With this many points, we'll definitely make it into the top four!\After them!\It's solidifying! response:	Wow! I can't move!
context: Okay!\Bondo! Picking a fight, huh?\Monoma, we just have to keep from getting caught now.\Go!\With this many points, we'll definitely make it into the top four!\After them!\It's solidifying!\Wow! I can't move! response:	Wait a sec!
context: Bondo! Picking a fight, huh?\Monoma, we just have to keep from getting caught now.\Go!\With this many points, we'll definitely make it into the top four!\After them!\It's solidifying!\Wow! I can't move!\Wait a sec! response:	I'll melt it with my Quirk!
context: Monoma, we just have to keep from getting caught now.\Go!\With this many points, we'll definitely make it into the top four!\After them!\It's solidifying!\Wow! I can't move!\Wait a sec!\I'll melt it with my Quirk! response:	Hurry!
context: Go!\With this many points, we'll definitely make it into the top four!\After them!\It's solidifying!\Wow! I can't move!\Wait a sec!\I'll melt it with my Quirk!\Hurry! response:	We've got zero points right now! Hurry!
context: With this many points, we'll definitely make it into the top four!\After them!\It's solidifying!\Wow! I can't move!\Wait a sec!\I'll melt it with my Quirk!\Hurry!\We've got zero points right now! Hurry! response:	Oh, don't get mad at me.
context: After them!\It's solidifying!\Wow! I can't move!\Wait a sec!\I'll melt it with my Quirk!\Hurry!\We've got zero points right now! Hurry!\Oh, don't get mad at me. response:	You're the one who provoked us, right?
context: It's solidifying!\Wow! I can't move!\Wait a sec!\I'll melt it with my Quirk!\Hurry!\We've got zero points right now! Hurry!\Oh, don't get mad at me.\You're the one who provoked us, right? response:	What did you say for the pledge again?
context: Wow! I can't move!\Wait a sec!\I'll melt it with my Quirk!\Hurry!\We've got zero points right now! Hurry!\Oh, don't get mad at me.\You're the one who provoked us, right?\What did you say for the pledge again? response:	That embarrassing thing... Let me think...
context: Wait a sec!\I'll melt it with my Quirk!\Hurry!\We've got zero points right now! Hurry!\Oh, don't get mad at me.\You're the one who provoked us, right?\What did you say for the pledge again?\That embarrassing thing... Let me think... response:	Oh well, you've done enough for today!
context: I'll melt it with my Quirk!\Hurry!\We've got zero points right now! Hurry!\Oh, don't get mad at me.\You're the one who provoked us, right?\What did you say for the pledge again?\That embarrassing thing... Let me think...\Oh well, you've done enough for today! response:	I'll be number one.
context: Hurry!\We've got zero points right now! Hurry!\Oh, don't get mad at me.\You're the one who provoked us, right?\What did you say for the pledge again?\That embarrassing thing... Let me think...\Oh well, you've done enough for today!\I'll be number one. response:	Number one. Not just first place.
context: We've got zero points right now! Hurry!\Oh, don't get mad at me.\You're the one who provoked us, right?\What did you say for the pledge again?\That embarrassing thing... Let me think...\Oh well, you've done enough for today!\I'll be number one.\Number one. Not just first place. response:	I'll take an indisputable first place!
context: Oh, don't get mad at me.\You're the one who provoked us, right?\What did you say for the pledge again?\That embarrassing thing... Let me think...\Oh well, you've done enough for today!\I'll be number one.\Number one. Not just first place.\I'll take an indisputable first place! response:	One minute left!
context: You're the one who provoked us, right?\What did you say for the pledge again?\That embarrassing thing... Let me think...\Oh well, you've done enough for today!\I'll be number one.\Number one. Not just first place.\I'll take an indisputable first place!\One minute left! response:	Todoroki made it so he'd have the
context: What did you say for the pledge again?\That embarrassing thing... Let me think...\Oh well, you've done enough for today!\I'll be number one.\Number one. Not just first place.\I'll take an indisputable first place!\One minute left!\Todoroki made it so he'd have the response:	ten million to himself to seize in an instant!
context: That embarrassing thing... Let me think...\Oh well, you've done enough for today!\I'll be number one.\Number one. Not just first place.\I'll take an indisputable first place!\One minute left!\Todoroki made it so he'd have the\ten million to himself to seize in an instant! response:	At least, that's what I thought five minutes ago!
context: Oh well, you've done enough for today!\I'll be number one.\Number one. Not just first place.\I'll take an indisputable first place!\One minute left!\Todoroki made it so he'd have the\ten million to himself to seize in an instant!\At least, that's what I thought five minutes ago! response:	But unbelievably, Midoriya's been able to
context: I'll be number one.\Number one. Not just first place.\I'll take an indisputable first place!\One minute left!\Todoroki made it so he'd have the\ten million to himself to seize in an instant!\At least, that's what I thought five minutes ago!\But unbelievably, Midoriya's been able to response:	keep away in that cramped space for five minutes!
context: Number one. Not just first place.\I'll take an indisputable first place!\One minute left!\Todoroki made it so he'd have the\ten million to himself to seize in an instant!\At least, that's what I thought five minutes ago!\But unbelievably, Midoriya's been able to\keep away in that cramped space for five minutes! response:	Hold!
context: I'll take an indisputable first place!\One minute left!\Todoroki made it so he'd have the\ten million to himself to seize in an instant!\At least, that's what I thought five minutes ago!\But unbelievably, Midoriya's been able to\keep away in that cramped space for five minutes!\Hold! response:	You're doing good.
context: One minute left!\Todoroki made it so he'd have the\ten million to himself to seize in an instant!\At least, that's what I thought five minutes ago!\But unbelievably, Midoriya's been able to\keep away in that cramped space for five minutes!\Hold!\You're doing good. response:	He can see right through you.
context: Todoroki made it so he'd have the\ten million to himself to seize in an instant!\At least, that's what I thought five minutes ago!\But unbelievably, Midoriya's been able to\keep away in that cramped space for five minutes!\Hold!\You're doing good.\He can see right through you. response:	Fool.
context: ten million to himself to seize in an instant!\At least, that's what I thought five minutes ago!\But unbelievably, Midoriya's been able to\keep away in that cramped space for five minutes!\Hold!\You're doing good.\He can see right through you.\Fool. response:	He's keeping his distance, staying on the left side.
context: At least, that's what I thought five minutes ago!\But unbelievably, Midoriya's been able to\keep away in that cramped space for five minutes!\Hold!\You're doing good.\He can see right through you.\Fool.\He's keeping his distance, staying on the left side. response:	He's paying attention.
context: But unbelievably, Midoriya's been able to\keep away in that cramped space for five minutes!\Hold!\You're doing good.\He can see right through you.\Fool.\He's keeping his distance, staying on the left side.\He's paying attention. response:	At this rate, if I want to freeze them over the
context: keep away in that cramped space for five minutes!\Hold!\You're doing good.\He can see right through you.\Fool.\He's keeping his distance, staying on the left side.\He's paying attention.\At this rate, if I want to freeze them over the response:	shortest distance possible, I'll get Iida.
context: Hold!\You're doing good.\He can see right through you.\Fool.\He's keeping his distance, staying on the left side.\He's paying attention.\At this rate, if I want to freeze them over the\shortest distance possible, I'll get Iida. response:	And if he keeps moving like this,
context: You're doing good.\He can see right through you.\Fool.\He's keeping his distance, staying on the left side.\He's paying attention.\At this rate, if I want to freeze them over the\shortest distance possible, I'll get Iida.\And if he keeps moving like this, response:	I'll do myself in if I freeze indiscriminately.
context: He can see right through you.\Fool.\He's keeping his distance, staying on the left side.\He's paying attention.\At this rate, if I want to freeze them over the\shortest distance possible, I'll get Iida.\And if he keeps moving like this,\I'll do myself in if I freeze indiscriminately. response:	-I'm not... done yet...
context: Fool.\He's keeping his distance, staying on the left side.\He's paying attention.\At this rate, if I want to freeze them over the\shortest distance possible, I'll get Iida.\And if he keeps moving like this,\I'll do myself in if I freeze indiscriminately.\-I'm not... done yet... response:	-And Tokoyami can defend against Kaminari's electricity.
context: He's keeping his distance, staying on the left side.\He's paying attention.\At this rate, if I want to freeze them over the\shortest distance possible, I'll get Iida.\And if he keeps moving like this,\I'll do myself in if I freeze indiscriminately.\-I'm not... done yet...\-And Tokoyami can defend against Kaminari's electricity. response:	One more minute.
context: He's paying attention.\At this rate, if I want to freeze them over the\shortest distance possible, I'll get Iida.\And if he keeps moving like this,\I'll do myself in if I freeze indiscriminately.\-I'm not... done yet...\-And Tokoyami can defend against Kaminari's electricity.\One more minute. response:	The bastard...!
context: At this rate, if I want to freeze them over the\shortest distance possible, I'll get Iida.\And if he keeps moving like this,\I'll do myself in if I freeze indiscriminately.\-I'm not... done yet...\-And Tokoyami can defend against Kaminari's electricity.\One more minute.\The bastard...! response:	Everyone, there's less than a minute left.
context: shortest distance possible, I'll get Iida.\And if he keeps moving like this,\I'll do myself in if I freeze indiscriminately.\-I'm not... done yet...\-And Tokoyami can defend against Kaminari's electricity.\One more minute.\The bastard...!\Everyone, there's less than a minute left. response:	You won't be able to use me after this.
context: And if he keeps moving like this,\I'll do myself in if I freeze indiscriminately.\-I'm not... done yet...\-And Tokoyami can defend against Kaminari's electricity.\One more minute.\The bastard...!\Everyone, there's less than a minute left.\You won't be able to use me after this. response:	I'm counting on you!
context: I'll do myself in if I freeze indiscriminately.\-I'm not... done yet...\-And Tokoyami can defend against Kaminari's electricity.\One more minute.\The bastard...!\Everyone, there's less than a minute left.\You won't be able to use me after this.\I'm counting on you! response:	Iida?
context: -I'm not... done yet...\-And Tokoyami can defend against Kaminari's electricity.\One more minute.\The bastard...!\Everyone, there's less than a minute left.\You won't be able to use me after this.\I'm counting on you!\Iida? response:	Hang on tight.
context: -And Tokoyami can defend against Kaminari's electricity.\One more minute.\The bastard...!\Everyone, there's less than a minute left.\You won't be able to use me after this.\I'm counting on you!\Iida?\Hang on tight. response:	Make sure you get it, Todoroki.
context: One more minute.\The bastard...!\Everyone, there's less than a minute left.\You won't be able to use me after this.\I'm counting on you!\Iida?\Hang on tight.\Make sure you get it, Todoroki. response:	Torque Over-
context: The bastard...!\Everyone, there's less than a minute left.\You won't be able to use me after this.\I'm counting on you!\Iida?\Hang on tight.\Make sure you get it, Todoroki.\Torque Over- response:	Reciproburst!
context: Everyone, there's less than a minute left.\You won't be able to use me after this.\I'm counting on you!\Iida?\Hang on tight.\Make sure you get it, Todoroki.\Torque Over-\Reciproburst! response:	Wha...?!
context: You won't be able to use me after this.\I'm counting on you!\Iida?\Hang on tight.\Make sure you get it, Todoroki.\Torque Over-\Reciproburst!\Wha...?! response:	What happened? So fast! So fast!
context: I'm counting on you!\Iida?\Hang on tight.\Make sure you get it, Todoroki.\Torque Over-\Reciproburst!\Wha...?!\What happened? So fast! So fast! response:	Iida, if you could accelerate that fast, then show us in the prelims!
context: Iida?\Hang on tight.\Make sure you get it, Todoroki.\Torque Over-\Reciproburst!\Wha...?!\What happened? So fast! So fast!\Iida, if you could accelerate that fast, then show us in the prelims! response:	What was that?
context: Hang on tight.\Make sure you get it, Todoroki.\Torque Over-\Reciproburst!\Wha...?!\What happened? So fast! So fast!\Iida, if you could accelerate that fast, then show us in the prelims!\What was that? response:	By forcing the torque and rotations to increase, I created an explosive power.
context: Make sure you get it, Todoroki.\Torque Over-\Reciproburst!\Wha...?!\What happened? So fast! So fast!\Iida, if you could accelerate that fast, then show us in the prelims!\What was that?\By forcing the torque and rotations to increase, I created an explosive power. response:	With the recoil, my engine stalls after a while, though.
context: Torque Over-\Reciproburst!\Wha...?!\What happened? So fast! So fast!\Iida, if you could accelerate that fast, then show us in the prelims!\What was that?\By forcing the torque and rotations to increase, I created an explosive power.\With the recoil, my engine stalls after a while, though. response:	It's a secret move I hadn't told anyone in class yet.
context: Reciproburst!\Wha...?!\What happened? So fast! So fast!\Iida, if you could accelerate that fast, then show us in the prelims!\What was that?\By forcing the torque and rotations to increase, I created an explosive power.\With the recoil, my engine stalls after a while, though.\It's a secret move I hadn't told anyone in class yet. response:	I told you, didn't I, Midoriya?
context: Wha...?!\What happened? So fast! So fast!\Iida, if you could accelerate that fast, then show us in the prelims!\What was that?\By forcing the torque and rotations to increase, I created an explosive power.\With the recoil, my engine stalls after a while, though.\It's a secret move I hadn't told anyone in class yet.\I told you, didn't I, Midoriya? response:	That I'd challenge you.
context: What happened? So fast! So fast!\Iida, if you could accelerate that fast, then show us in the prelims!\What was that?\By forcing the torque and rotations to increase, I created an explosive power.\With the recoil, my engine stalls after a while, though.\It's a secret move I hadn't told anyone in class yet.\I told you, didn't I, Midoriya?\That I'd challenge you. response:	The tables are turned!
context: Iida, if you could accelerate that fast, then show us in the prelims!\What was that?\By forcing the torque and rotations to increase, I created an explosive power.\With the recoil, my engine stalls after a while, though.\It's a secret move I hadn't told anyone in class yet.\I told you, didn't I, Midoriya?\That I'd challenge you.\The tables are turned! response:	Offense and defense right at the edge!
context: What was that?\By forcing the torque and rotations to increase, I created an explosive power.\With the recoil, my engine stalls after a while, though.\It's a secret move I hadn't told anyone in class yet.\I told you, didn't I, Midoriya?\That I'd challenge you.\The tables are turned!\Offense and defense right at the edge! response:	Reining that in, Todoroki gets the ten million!
context: By forcing the torque and rotations to increase, I created an explosive power.\With the recoil, my engine stalls after a while, though.\It's a secret move I hadn't told anyone in class yet.\I told you, didn't I, Midoriya?\That I'd challenge you.\The tables are turned!\Offense and defense right at the edge!\Reining that in, Todoroki gets the ten million! response:	And Midoriya is suddenly left with zero points!
context: With the recoil, my engine stalls after a while, though.\It's a secret move I hadn't told anyone in class yet.\I told you, didn't I, Midoriya?\That I'd challenge you.\The tables are turned!\Offense and defense right at the edge!\Reining that in, Todoroki gets the ten million!\And Midoriya is suddenly left with zero points! response:	Get back in there!
context: It's a secret move I hadn't told anyone in class yet.\I told you, didn't I, Midoriya?\That I'd challenge you.\The tables are turned!\Offense and defense right at the edge!\Reining that in, Todoroki gets the ten million!\And Midoriya is suddenly left with zero points!\Get back in there! response:	As long as they have Kaminari, we'll be at a disadvantage if we attack!
context: I told you, didn't I, Midoriya?\That I'd challenge you.\The tables are turned!\Offense and defense right at the edge!\Reining that in, Todoroki gets the ten million!\And Midoriya is suddenly left with zero points!\Get back in there!\As long as they have Kaminari, we'll be at a disadvantage if we attack! response:	Won't it be safer to try for other points right now?
context: That I'd challenge you.\The tables are turned!\Offense and defense right at the edge!\Reining that in, Todoroki gets the ten million!\And Midoriya is suddenly left with zero points!\Get back in there!\As long as they have Kaminari, we'll be at a disadvantage if we attack!\Won't it be safer to try for other points right now? response:	No!
context: The tables are turned!\Offense and defense right at the edge!\Reining that in, Todoroki gets the ten million!\And Midoriya is suddenly left with zero points!\Get back in there!\As long as they have Kaminari, we'll be at a disadvantage if we attack!\Won't it be safer to try for other points right now?\No! response:	I don't know how the other points got split up!
context: Offense and defense right at the edge!\Reining that in, Todoroki gets the ten million!\And Midoriya is suddenly left with zero points!\Get back in there!\As long as they have Kaminari, we'll be at a disadvantage if we attack!\Won't it be safer to try for other points right now?\No!\I don't know how the other points got split up! response:	This is our only chance!
context: Reining that in, Todoroki gets the ten million!\And Midoriya is suddenly left with zero points!\Get back in there!\As long as they have Kaminari, we'll be at a disadvantage if we attack!\Won't it be safer to try for other points right now?\No!\I don't know how the other points got split up!\This is our only chance! response:	All right!
context: And Midoriya is suddenly left with zero points!\Get back in there!\As long as they have Kaminari, we'll be at a disadvantage if we attack!\Won't it be safer to try for other points right now?\No!\I don't know how the other points got split up!\This is our only chance!\All right! response:	We'll get it back, Deku! We definitely will!
context: Get back in there!\As long as they have Kaminari, we'll be at a disadvantage if we attack!\Won't it be safer to try for other points right now?\No!\I don't know how the other points got split up!\This is our only chance!\All right!\We'll get it back, Deku! We definitely will! response:	Uraraka...
context: As long as they have Kaminari, we'll be at a disadvantage if we attack!\Won't it be safer to try for other points right now?\No!\I don't know how the other points got split up!\This is our only chance!\All right!\We'll get it back, Deku! We definitely will!\Uraraka... response:	I'll definitely become a hero and make money
context: Won't it be safer to try for other points right now?\No!\I don't know how the other points got split up!\This is our only chance!\All right!\We'll get it back, Deku! We definitely will!\Uraraka...\I'll definitely become a hero and make money response:	and let my parents take it easy.
context: No!\I don't know how the other points got split up!\This is our only chance!\All right!\We'll get it back, Deku! We definitely will!\Uraraka...\I'll definitely become a hero and make money\and let my parents take it easy. response:	That's right...
context: I don't know how the other points got split up!\This is our only chance!\All right!\We'll get it back, Deku! We definitely will!\Uraraka...\I'll definitely become a hero and make money\and let my parents take it easy.\That's right... response:	Let me use your position!
context: This is our only chance!\All right!\We'll get it back, Deku! We definitely will!\Uraraka...\I'll definitely become a hero and make money\and let my parents take it easy.\That's right...\Let me use your position! response:	It's not just me.
context: All right!\We'll get it back, Deku! We definitely will!\Uraraka...\I'll definitely become a hero and make money\and let my parents take it easy.\That's right...\Let me use your position!\It's not just me. response:	I leave it to you, Midoriya.
context: We'll get it back, Deku! We definitely will!\Uraraka...\I'll definitely become a hero and make money\and let my parents take it easy.\That's right...\Let me use your position!\It's not just me.\I leave it to you, Midoriya. response:	The feelings of the three...
context: Uraraka...\I'll definitely become a hero and make money\and let my parents take it easy.\That's right...\Let me use your position!\It's not just me.\I leave it to you, Midoriya.\The feelings of the three... response:	I'm carrying all that right now!
context: I'll definitely become a hero and make money\and let my parents take it easy.\That's right...\Let me use your position!\It's not just me.\I leave it to you, Midoriya.\The feelings of the three...\I'm carrying all that right now! response:	With less than a minute left,
context: and let my parents take it easy.\That's right...\Let me use your position!\It's not just me.\I leave it to you, Midoriya.\The feelings of the three...\I'm carrying all that right now!\With less than a minute left, response:	Todoroki currently has four headbands!
context: That's right...\Let me use your position!\It's not just me.\I leave it to you, Midoriya.\The feelings of the three...\I'm carrying all that right now!\With less than a minute left,\Todoroki currently has four headbands! response:	He's wrested away the top spot from Midoriya,
context: Let me use your position!\It's not just me.\I leave it to you, Midoriya.\The feelings of the three...\I'm carrying all that right now!\With less than a minute left,\Todoroki currently has four headbands!\He's wrested away the top spot from Midoriya, response:	who was running away like crazy!
context: It's not just me.\I leave it to you, Midoriya.\The feelings of the three...\I'm carrying all that right now!\With less than a minute left,\Todoroki currently has four headbands!\He's wrested away the top spot from Midoriya,\who was running away like crazy! response:	Will these be the top four teams to move on to the next round?!
context: I leave it to you, Midoriya.\The feelings of the three...\I'm carrying all that right now!\With less than a minute left,\Todoroki currently has four headbands!\He's wrested away the top spot from Midoriya,\who was running away like crazy!\Will these be the top four teams to move on to the next round?! response:	Second, huh? We might've done a little too well for ourselves.
context: The feelings of the three...\I'm carrying all that right now!\With less than a minute left,\Todoroki currently has four headbands!\He's wrested away the top spot from Midoriya,\who was running away like crazy!\Will these be the top four teams to move on to the next round?!\Second, huh? We might've done a little too well for ourselves. response:	Anyway, focus on keeping that spot.
context: I'm carrying all that right now!\With less than a minute left,\Todoroki currently has four headbands!\He's wrested away the top spot from Midoriya,\who was running away like crazy!\Will these be the top four teams to move on to the next round?!\Second, huh? We might've done a little too well for ourselves.\Anyway, focus on keeping that spot. response:	Wait!
context: With less than a minute left,\Todoroki currently has four headbands!\He's wrested away the top spot from Midoriya,\who was running away like crazy!\Will these be the top four teams to move on to the next round?!\Second, huh? We might've done a little too well for ourselves.\Anyway, focus on keeping that spot.\Wait! response:	I said, wait!
context: Todoroki currently has four headbands!\He's wrested away the top spot from Midoriya,\who was running away like crazy!\Will these be the top four teams to move on to the next round?!\Second, huh? We might've done a little too well for ourselves.\Anyway, focus on keeping that spot.\Wait!\I said, wait! response:	Jeez, so persistent.
context: He's wrested away the top spot from Midoriya,\who was running away like crazy!\Will these be the top four teams to move on to the next round?!\Second, huh? We might've done a little too well for ourselves.\Anyway, focus on keeping that spot.\Wait!\I said, wait!\Jeez, so persistent. response:	As a hero, not to mention as a person, that persistence will-
context: who was running away like crazy!\Will these be the top four teams to move on to the next round?!\Second, huh? We might've done a little too well for ourselves.\Anyway, focus on keeping that spot.\Wait!\I said, wait!\Jeez, so persistent.\As a hero, not to mention as a person, that persistence will- response:	Don't act on your own, Bakugo!
context: Will these be the top four teams to move on to the next round?!\Second, huh? We might've done a little too well for ourselves.\Anyway, focus on keeping that spot.\Wait!\I said, wait!\Jeez, so persistent.\As a hero, not to mention as a person, that persistence will-\Don't act on your own, Bakugo! response:	Tsuburaba!
context: Second, huh? We might've done a little too well for ourselves.\Anyway, focus on keeping that spot.\Wait!\I said, wait!\Jeez, so persistent.\As a hero, not to mention as a person, that persistence will-\Don't act on your own, Bakugo!\Tsuburaba! response:	Guard!
context: Anyway, focus on keeping that spot.\Wait!\I said, wait!\Jeez, so persistent.\As a hero, not to mention as a person, that persistence will-\Don't act on your own, Bakugo!\Tsuburaba!\Guard! response:	Hey!
context: Wait!\I said, wait!\Jeez, so persistent.\As a hero, not to mention as a person, that persistence will-\Don't act on your own, Bakugo!\Tsuburaba!\Guard!\Hey! response:	Yes!
context: I said, wait!\Jeez, so persistent.\As a hero, not to mention as a person, that persistence will-\Don't act on your own, Bakugo!\Tsuburaba!\Guard!\Hey!\Yes! response:	Kosei Tsuburaba Quirk: Solid Air
context: Jeez, so persistent.\As a hero, not to mention as a person, that persistence will-\Don't act on your own, Bakugo!\Tsuburaba!\Guard!\Hey!\Yes!\Kosei Tsuburaba Quirk: Solid Air response:	Kosei Tsuburaba. Quirk: Solid Air.
context: As a hero, not to mention as a person, that persistence will-\Don't act on your own, Bakugo!\Tsuburaba!\Guard!\Hey!\Yes!\Kosei Tsuburaba Quirk: Solid Air\Kosei Tsuburaba. Quirk: Solid Air. response:	He can solidify air to form walls or footholds.
context: Don't act on your own, Bakugo!\Tsuburaba!\Guard!\Hey!\Yes!\Kosei Tsuburaba Quirk: Solid Air\Kosei Tsuburaba. Quirk: Solid Air.\He can solidify air to form walls or footholds. response:	The size depends on lung capacity!
context: Tsuburaba!\Guard!\Hey!\Yes!\Kosei Tsuburaba Quirk: Solid Air\Kosei Tsuburaba. Quirk: Solid Air.\He can solidify air to form walls or footholds.\The size depends on lung capacity! response:	You can't see this wall!
context: Guard!\Hey!\Yes!\Kosei Tsuburaba Quirk: Solid Air\Kosei Tsuburaba. Quirk: Solid Air.\He can solidify air to form walls or footholds.\The size depends on lung capacity!\You can't see this wall! response:	Serves you right!
context: Hey!\Yes!\Kosei Tsuburaba Quirk: Solid Air\Kosei Tsuburaba. Quirk: Solid Air.\He can solidify air to form walls or footholds.\The size depends on lung capacity!\You can't see this wall!\Serves you right! response:	He took two!
context: Yes!\Kosei Tsuburaba Quirk: Solid Air\Kosei Tsuburaba. Quirk: Solid Air.\He can solidify air to form walls or footholds.\The size depends on lung capacity!\You can't see this wall!\Serves you right!\He took two! response:	Team Bakugo seizes two headbands to move to third place!
context: Kosei Tsuburaba Quirk: Solid Air\Kosei Tsuburaba. Quirk: Solid Air.\He can solidify air to form walls or footholds.\The size depends on lung capacity!\You can't see this wall!\Serves you right!\He took two!\Team Bakugo seizes two headbands to move to third place! response:	The rankings keep changing in the final stages!
context: Kosei Tsuburaba. Quirk: Solid Air.\He can solidify air to form walls or footholds.\The size depends on lung capacity!\You can't see this wall!\Serves you right!\He took two!\Team Bakugo seizes two headbands to move to third place!\The rankings keep changing in the final stages! response:	It's the passion of youth!
context: He can solidify air to form walls or footholds.\The size depends on lung capacity!\You can't see this wall!\Serves you right!\He took two!\Team Bakugo seizes two headbands to move to third place!\The rankings keep changing in the final stages!\It's the passion of youth! response:	Tsunotori!
context: The size depends on lung capacity!\You can't see this wall!\Serves you right!\He took two!\Team Bakugo seizes two headbands to move to third place!\The rankings keep changing in the final stages!\It's the passion of youth!\Tsunotori! response:	Damn it!
context: You can't see this wall!\Serves you right!\He took two!\Team Bakugo seizes two headbands to move to third place!\The rankings keep changing in the final stages!\It's the passion of youth!\Tsunotori!\Damn it! response:	It's fine. We're in fourth!
context: Serves you right!\He took two!\Team Bakugo seizes two headbands to move to third place!\The rankings keep changing in the final stages!\It's the passion of youth!\Tsunotori!\Damn it!\It's fine. We're in fourth! response:	Kendo's been frozen and can't move.
context: He took two!\Team Bakugo seizes two headbands to move to third place!\The rankings keep changing in the final stages!\It's the passion of youth!\Tsunotori!\Damn it!\It's fine. We're in fourth!\Kendo's been frozen and can't move. response:	Yeah... As long as we defend this one to the death,
context: Team Bakugo seizes two headbands to move to third place!\The rankings keep changing in the final stages!\It's the passion of youth!\Tsunotori!\Damn it!\It's fine. We're in fourth!\Kendo's been frozen and can't move.\Yeah... As long as we defend this one to the death, response:	we'll definitely...
