context: The illustrations done by a mysterious beauty, Yumemi Yumeno, response:	are said to make romantic wishes come true.
context: Hurry!\Oh, excuse me.\My glasses... My glasses...\Are you all right?\This is it! You're him!\Oh? Isn't that Motoki's friend?\Oh! That jerk! He's with someone other than Rei!\I can't just ignore this! Sorry, Naru, can you go home by yourself? response:	Usagi!
context: Oh, excuse me.\My glasses... My glasses...\Are you all right?\This is it! You're him!\Oh? Isn't that Motoki's friend?\Oh! That jerk! He's with someone other than Rei!\I can't just ignore this! Sorry, Naru, can you go home by yourself?\Usagi! response:	Umino, make sure you walk Naru all the way home!
context: My glasses... My glasses...\Are you all right?\This is it! You're him!\Oh? Isn't that Motoki's friend?\Oh! That jerk! He's with someone other than Rei!\I can't just ignore this! Sorry, Naru, can you go home by yourself?\Usagi!\Umino, make sure you walk Naru all the way home! response:	Oh, buy a poster for me!
context: Are you all right?\This is it! You're him!\Oh? Isn't that Motoki's friend?\Oh! That jerk! He's with someone other than Rei!\I can't just ignore this! Sorry, Naru, can you go home by yourself?\Usagi!\Umino, make sure you walk Naru all the way home!\Oh, buy a poster for me! response:	Oh, yes, Ma'am! Leave it to me!
context: This is it! You're him!\Oh? Isn't that Motoki's friend?\Oh! That jerk! He's with someone other than Rei!\I can't just ignore this! Sorry, Naru, can you go home by yourself?\Usagi!\Umino, make sure you walk Naru all the way home!\Oh, buy a poster for me!\Oh, yes, Ma'am! Leave it to me! response:	Oh, Usagi.
context: Oh? Isn't that Motoki's friend?\Oh! That jerk! He's with someone other than Rei!\I can't just ignore this! Sorry, Naru, can you go home by yourself?\Usagi!\Umino, make sure you walk Naru all the way home!\Oh, buy a poster for me!\Oh, yes, Ma'am! Leave it to me!\Oh, Usagi. response:	I'm all alone with Naru now, due to unexpected circumstances.
context: Oh! That jerk! He's with someone other than Rei!\I can't just ignore this! Sorry, Naru, can you go home by yourself?\Usagi!\Umino, make sure you walk Naru all the way home!\Oh, buy a poster for me!\Oh, yes, Ma'am! Leave it to me!\Oh, Usagi.\I'm all alone with Naru now, due to unexpected circumstances. response:	Oh, this is strange.
context: I can't just ignore this! Sorry, Naru, can you go home by yourself?\Usagi!\Umino, make sure you walk Naru all the way home!\Oh, buy a poster for me!\Oh, yes, Ma'am! Leave it to me!\Oh, Usagi.\I'm all alone with Naru now, due to unexpected circumstances.\Oh, this is strange. response:	I used to become sad when my Usagi would leave me behind.
context: Usagi!\Umino, make sure you walk Naru all the way home!\Oh, buy a poster for me!\Oh, yes, Ma'am! Leave it to me!\Oh, Usagi.\I'm all alone with Naru now, due to unexpected circumstances.\Oh, this is strange.\I used to become sad when my Usagi would leave me behind. response:	Am I a boy with many loves?
context: Umino, make sure you walk Naru all the way home!\Oh, buy a poster for me!\Oh, yes, Ma'am! Leave it to me!\Oh, Usagi.\I'm all alone with Naru now, due to unexpected circumstances.\Oh, this is strange.\I used to become sad when my Usagi would leave me behind.\Am I a boy with many loves? response:	Umino, you sure you don't have a fever?
context: Oh, buy a poster for me!\Oh, yes, Ma'am! Leave it to me!\Oh, Usagi.\I'm all alone with Naru now, due to unexpected circumstances.\Oh, this is strange.\I used to become sad when my Usagi would leave me behind.\Am I a boy with many loves?\Umino, you sure you don't have a fever? response:	Well, that is...
context: Oh, yes, Ma'am! Leave it to me!\Oh, Usagi.\I'm all alone with Naru now, due to unexpected circumstances.\Oh, this is strange.\I used to become sad when my Usagi would leave me behind.\Am I a boy with many loves?\Umino, you sure you don't have a fever?\Well, that is... response:	What is it?
context: Oh, Usagi.\I'm all alone with Naru now, due to unexpected circumstances.\Oh, this is strange.\I used to become sad when my Usagi would leave me behind.\Am I a boy with many loves?\Umino, you sure you don't have a fever?\Well, that is...\What is it? response:	If you want something, will you just come out and say it?
context: I'm all alone with Naru now, due to unexpected circumstances.\Oh, this is strange.\I used to become sad when my Usagi would leave me behind.\Am I a boy with many loves?\Umino, you sure you don't have a fever?\Well, that is...\What is it?\If you want something, will you just come out and say it? response:	That is, would you model...
context: Oh, this is strange.\I used to become sad when my Usagi would leave me behind.\Am I a boy with many loves?\Umino, you sure you don't have a fever?\Well, that is...\What is it?\If you want something, will you just come out and say it?\That is, would you model... response:	I saw it, I saw it! I'm gonna tell Rei about this!
context: I used to become sad when my Usagi would leave me behind.\Am I a boy with many loves?\Umino, you sure you don't have a fever?\Well, that is...\What is it?\If you want something, will you just come out and say it?\That is, would you model...\I saw it, I saw it! I'm gonna tell Rei about this! response:	You've got the wrong idea, Usagi.
context: Am I a boy with many loves?\Umino, you sure you don't have a fever?\Well, that is...\What is it?\If you want something, will you just come out and say it?\That is, would you model...\I saw it, I saw it! I'm gonna tell Rei about this!\You've got the wrong idea, Usagi. response:	How do I have the wrong idea? You're holding her hand so tight.
context: Umino, you sure you don't have a fever?\Well, that is...\What is it?\If you want something, will you just come out and say it?\That is, would you model...\I saw it, I saw it! I'm gonna tell Rei about this!\You've got the wrong idea, Usagi.\How do I have the wrong idea? You're holding her hand so tight. response:	What?
context: Well, that is...\What is it?\If you want something, will you just come out and say it?\That is, would you model...\I saw it, I saw it! I'm gonna tell Rei about this!\You've got the wrong idea, Usagi.\How do I have the wrong idea? You're holding her hand so tight.\What? response:	You fit my image perfectly! I'm so lucky today!
context: What is it?\If you want something, will you just come out and say it?\That is, would you model...\I saw it, I saw it! I'm gonna tell Rei about this!\You've got the wrong idea, Usagi.\How do I have the wrong idea? You're holding her hand so tight.\What?\You fit my image perfectly! I'm so lucky today! response:	Please model for me!
context: If you want something, will you just come out and say it?\That is, would you model...\I saw it, I saw it! I'm gonna tell Rei about this!\You've got the wrong idea, Usagi.\How do I have the wrong idea? You're holding her hand so tight.\What?\You fit my image perfectly! I'm so lucky today!\Please model for me! response:	What?! A model?!
context: That is, would you model...\I saw it, I saw it! I'm gonna tell Rei about this!\You've got the wrong idea, Usagi.\How do I have the wrong idea? You're holding her hand so tight.\What?\You fit my image perfectly! I'm so lucky today!\Please model for me!\What?! A model?! response:	Please. Please come in.
context: I saw it, I saw it! I'm gonna tell Rei about this!\You've got the wrong idea, Usagi.\How do I have the wrong idea? You're holding her hand so tight.\What?\You fit my image perfectly! I'm so lucky today!\Please model for me!\What?! A model?!\Please. Please come in. response:	Wow! Your garden is so pretty!
context: You've got the wrong idea, Usagi.\How do I have the wrong idea? You're holding her hand so tight.\What?\You fit my image perfectly! I'm so lucky today!\Please model for me!\What?! A model?!\Please. Please come in.\Wow! Your garden is so pretty! response:	Please, um, Mamoru.
context: How do I have the wrong idea? You're holding her hand so tight.\What?\You fit my image perfectly! I'm so lucky today!\Please model for me!\What?! A model?!\Please. Please come in.\Wow! Your garden is so pretty!\Please, um, Mamoru. response:	I will make some nice coffee for us right away.
context: What?\You fit my image perfectly! I'm so lucky today!\Please model for me!\What?! A model?!\Please. Please come in.\Wow! Your garden is so pretty!\Please, um, Mamoru.\I will make some nice coffee for us right away. response:	You pushed us into coming here,
context: You fit my image perfectly! I'm so lucky today!\Please model for me!\What?! A model?!\Please. Please come in.\Wow! Your garden is so pretty!\Please, um, Mamoru.\I will make some nice coffee for us right away.\You pushed us into coming here, response:	but it's not like I have a lot of free time.
context: Please model for me!\What?! A model?!\Please. Please come in.\Wow! Your garden is so pretty!\Please, um, Mamoru.\I will make some nice coffee for us right away.\You pushed us into coming here,\but it's not like I have a lot of free time. response:	Oh, come on!
context: What?! A model?!\Please. Please come in.\Wow! Your garden is so pretty!\Please, um, Mamoru.\I will make some nice coffee for us right away.\You pushed us into coming here,\but it's not like I have a lot of free time.\Oh, come on! response:	College students goof off all the time anyway, don't they?
context: Please. Please come in.\Wow! Your garden is so pretty!\Please, um, Mamoru.\I will make some nice coffee for us right away.\You pushed us into coming here,\but it's not like I have a lot of free time.\Oh, come on!\College students goof off all the time anyway, don't they? response:	But these look like Yumemi Yumeno's illustrations.
context: Wow! Your garden is so pretty!\Please, um, Mamoru.\I will make some nice coffee for us right away.\You pushed us into coming here,\but it's not like I have a lot of free time.\Oh, come on!\College students goof off all the time anyway, don't they?\But these look like Yumemi Yumeno's illustrations. response:	What?! Could it be that you're Miss Yumemi?
context: Please, um, Mamoru.\I will make some nice coffee for us right away.\You pushed us into coming here,\but it's not like I have a lot of free time.\Oh, come on!\College students goof off all the time anyway, don't they?\But these look like Yumemi Yumeno's illustrations.\What?! Could it be that you're Miss Yumemi? response:	It doesn't fit your image, right?
context: I will make some nice coffee for us right away.\You pushed us into coming here,\but it's not like I have a lot of free time.\Oh, come on!\College students goof off all the time anyway, don't they?\But these look like Yumemi Yumeno's illustrations.\What?! Could it be that you're Miss Yumemi?\It doesn't fit your image, right? response:	Someone who does illustrations like these
context: You pushed us into coming here,\but it's not like I have a lot of free time.\Oh, come on!\College students goof off all the time anyway, don't they?\But these look like Yumemi Yumeno's illustrations.\What?! Could it be that you're Miss Yumemi?\It doesn't fit your image, right?\Someone who does illustrations like these response:	should be more wonderful and more beautiful, right?
context: but it's not like I have a lot of free time.\Oh, come on!\College students goof off all the time anyway, don't they?\But these look like Yumemi Yumeno's illustrations.\What?! Could it be that you're Miss Yumemi?\It doesn't fit your image, right?\Someone who does illustrations like these\should be more wonderful and more beautiful, right? response:	That's why I portray myself as a beauty.
context: Oh, come on!\College students goof off all the time anyway, don't they?\But these look like Yumemi Yumeno's illustrations.\What?! Could it be that you're Miss Yumemi?\It doesn't fit your image, right?\Someone who does illustrations like these\should be more wonderful and more beautiful, right?\That's why I portray myself as a beauty. response:	Don't tell anybody about this, please!
context: College students goof off all the time anyway, don't they?\But these look like Yumemi Yumeno's illustrations.\What?! Could it be that you're Miss Yumemi?\It doesn't fit your image, right?\Someone who does illustrations like these\should be more wonderful and more beautiful, right?\That's why I portray myself as a beauty.\Don't tell anybody about this, please! response:	Don't tell anybody? You mean, nobody knows about you?
context: But these look like Yumemi Yumeno's illustrations.\What?! Could it be that you're Miss Yumemi?\It doesn't fit your image, right?\Someone who does illustrations like these\should be more wonderful and more beautiful, right?\That's why I portray myself as a beauty.\Don't tell anybody about this, please!\Don't tell anybody? You mean, nobody knows about you? response:	Including your friends? Not anyone?
context: What?! Could it be that you're Miss Yumemi?\It doesn't fit your image, right?\Someone who does illustrations like these\should be more wonderful and more beautiful, right?\That's why I portray myself as a beauty.\Don't tell anybody about this, please!\Don't tell anybody? You mean, nobody knows about you?\Including your friends? Not anyone? response:	I don't have friends. But it's okay.
context: It doesn't fit your image, right?\Someone who does illustrations like these\should be more wonderful and more beautiful, right?\That's why I portray myself as a beauty.\Don't tell anybody about this, please!\Don't tell anybody? You mean, nobody knows about you?\Including your friends? Not anyone?\I don't have friends. But it's okay. response:	I'm satisfied as long as I can create good illustrations.
context: Someone who does illustrations like these\should be more wonderful and more beautiful, right?\That's why I portray myself as a beauty.\Don't tell anybody about this, please!\Don't tell anybody? You mean, nobody knows about you?\Including your friends? Not anyone?\I don't have friends. But it's okay.\I'm satisfied as long as I can create good illustrations. response:	Here, drink it while it's hot.
context: should be more wonderful and more beautiful, right?\That's why I portray myself as a beauty.\Don't tell anybody about this, please!\Don't tell anybody? You mean, nobody knows about you?\Including your friends? Not anyone?\I don't have friends. But it's okay.\I'm satisfied as long as I can create good illustrations.\Here, drink it while it's hot. response:	Usa, you sit here.
context: That's why I portray myself as a beauty.\Don't tell anybody about this, please!\Don't tell anybody? You mean, nobody knows about you?\Including your friends? Not anyone?\I don't have friends. But it's okay.\I'm satisfied as long as I can create good illustrations.\Here, drink it while it's hot.\Usa, you sit here. response:	What?! You want to do a picture of him and me together?!
context: Don't tell anybody about this, please!\Don't tell anybody? You mean, nobody knows about you?\Including your friends? Not anyone?\I don't have friends. But it's okay.\I'm satisfied as long as I can create good illustrations.\Here, drink it while it's hot.\Usa, you sit here.\What?! You want to do a picture of him and me together?! response:	Don't be so happy!
context: Don't tell anybody? You mean, nobody knows about you?\Including your friends? Not anyone?\I don't have friends. But it's okay.\I'm satisfied as long as I can create good illustrations.\Here, drink it while it's hot.\Usa, you sit here.\What?! You want to do a picture of him and me together?!\Don't be so happy! response:	What?! Don't be so happy!
context: Including your friends? Not anyone?\I don't have friends. But it's okay.\I'm satisfied as long as I can create good illustrations.\Here, drink it while it's hot.\Usa, you sit here.\What?! You want to do a picture of him and me together?!\Don't be so happy!\What?! Don't be so happy! response:	What?! What?! Don't be so happy!
context: I don't have friends. But it's okay.\I'm satisfied as long as I can create good illustrations.\Here, drink it while it's hot.\Usa, you sit here.\What?! You want to do a picture of him and me together?!\Don't be so happy!\What?! Don't be so happy!\What?! What?! Don't be so happy! response:	I don't want to model for this kind of drawing.
context: I'm satisfied as long as I can create good illustrations.\Here, drink it while it's hot.\Usa, you sit here.\What?! You want to do a picture of him and me together?!\Don't be so happy!\What?! Don't be so happy!\What?! What?! Don't be so happy!\I don't want to model for this kind of drawing. response:	Please! Have a seat.
context: Here, drink it while it's hot.\Usa, you sit here.\What?! You want to do a picture of him and me together?!\Don't be so happy!\What?! Don't be so happy!\What?! What?! Don't be so happy!\I don't want to model for this kind of drawing.\Please! Have a seat. response:	I'm the kind of person
context: Usa, you sit here.\What?! You want to do a picture of him and me together?!\Don't be so happy!\What?! Don't be so happy!\What?! What?! Don't be so happy!\I don't want to model for this kind of drawing.\Please! Have a seat.\I'm the kind of person response:	who can't envision a drawing without models!
context: What?! You want to do a picture of him and me together?!\Don't be so happy!\What?! Don't be so happy!\What?! What?! Don't be so happy!\I don't want to model for this kind of drawing.\Please! Have a seat.\I'm the kind of person\who can't envision a drawing without models! response:	I've had a hard time finding the right models these days.
context: Don't be so happy!\What?! Don't be so happy!\What?! What?! Don't be so happy!\I don't want to model for this kind of drawing.\Please! Have a seat.\I'm the kind of person\who can't envision a drawing without models!\I've had a hard time finding the right models these days. response:	It's just for today, so please!
context: What?! Don't be so happy!\What?! What?! Don't be so happy!\I don't want to model for this kind of drawing.\Please! Have a seat.\I'm the kind of person\who can't envision a drawing without models!\I've had a hard time finding the right models these days.\It's just for today, so please! response:	Oh, fine.
context: What?! What?! Don't be so happy!\I don't want to model for this kind of drawing.\Please! Have a seat.\I'm the kind of person\who can't envision a drawing without models!\I've had a hard time finding the right models these days.\It's just for today, so please!\Oh, fine. response:	Rei would hit me if she saw me right now!
context: I don't want to model for this kind of drawing.\Please! Have a seat.\I'm the kind of person\who can't envision a drawing without models!\I've had a hard time finding the right models these days.\It's just for today, so please!\Oh, fine.\Rei would hit me if she saw me right now! response:	But now that I look closer, he is handsome.
context: Please! Have a seat.\I'm the kind of person\who can't envision a drawing without models!\I've had a hard time finding the right models these days.\It's just for today, so please!\Oh, fine.\Rei would hit me if she saw me right now!\But now that I look closer, he is handsome. response:	Oh, what am I thinking!
context: I'm the kind of person\who can't envision a drawing without models!\I've had a hard time finding the right models these days.\It's just for today, so please!\Oh, fine.\Rei would hit me if she saw me right now!\But now that I look closer, he is handsome.\Oh, what am I thinking! response:	I'm supposed to be devoted to Tuxedo Mask!
context: who can't envision a drawing without models!\I've had a hard time finding the right models these days.\It's just for today, so please!\Oh, fine.\Rei would hit me if she saw me right now!\But now that I look closer, he is handsome.\Oh, what am I thinking!\I'm supposed to be devoted to Tuxedo Mask! response:	Ouch!
context: I've had a hard time finding the right models these days.\It's just for today, so please!\Oh, fine.\Rei would hit me if she saw me right now!\But now that I look closer, he is handsome.\Oh, what am I thinking!\I'm supposed to be devoted to Tuxedo Mask!\Ouch! response:	What are you doing?
context: It's just for today, so please!\Oh, fine.\Rei would hit me if she saw me right now!\But now that I look closer, he is handsome.\Oh, what am I thinking!\I'm supposed to be devoted to Tuxedo Mask!\Ouch!\What are you doing? response:	None of your business!
context: Oh, fine.\Rei would hit me if she saw me right now!\But now that I look closer, he is handsome.\Oh, what am I thinking!\I'm supposed to be devoted to Tuxedo Mask!\Ouch!\What are you doing?\None of your business! response:	Wow, I feel like this is going to be a great drawing!
context: Rei would hit me if she saw me right now!\But now that I look closer, he is handsome.\Oh, what am I thinking!\I'm supposed to be devoted to Tuxedo Mask!\Ouch!\What are you doing?\None of your business!\Wow, I feel like this is going to be a great drawing! response:	I think this could become a masterpiece!
context: But now that I look closer, he is handsome.\Oh, what am I thinking!\I'm supposed to be devoted to Tuxedo Mask!\Ouch!\What are you doing?\None of your business!\Wow, I feel like this is going to be a great drawing!\I think this could become a masterpiece! response:	Oh, where did Usagi go? She's so hopeless.
context: Oh, what am I thinking!\I'm supposed to be devoted to Tuxedo Mask!\Ouch!\What are you doing?\None of your business!\Wow, I feel like this is going to be a great drawing!\I think this could become a masterpiece!\Oh, where did Usagi go? She's so hopeless. response:	This is me? I can't believe it!
context: I'm supposed to be devoted to Tuxedo Mask!\Ouch!\What are you doing?\None of your business!\Wow, I feel like this is going to be a great drawing!\I think this could become a masterpiece!\Oh, where did Usagi go? She's so hopeless.\This is me? I can't believe it! response:	Just sit still. Sheesh.
context: Ouch!\What are you doing?\None of your business!\Wow, I feel like this is going to be a great drawing!\I think this could become a masterpiece!\Oh, where did Usagi go? She's so hopeless.\This is me? I can't believe it!\Just sit still. Sheesh. response:	I'm doing it just this once out of respect for the good coffee.
context: What are you doing?\None of your business!\Wow, I feel like this is going to be a great drawing!\I think this could become a masterpiece!\Oh, where did Usagi go? She's so hopeless.\This is me? I can't believe it!\Just sit still. Sheesh.\I'm doing it just this once out of respect for the good coffee. response:	You're so lucky. How come you can draw such wonderful drawings?
context: None of your business!\Wow, I feel like this is going to be a great drawing!\I think this could become a masterpiece!\Oh, where did Usagi go? She's so hopeless.\This is me? I can't believe it!\Just sit still. Sheesh.\I'm doing it just this once out of respect for the good coffee.\You're so lucky. How come you can draw such wonderful drawings? response:	Whenever I'm drawing, I always wish in my heart
context: Wow, I feel like this is going to be a great drawing!\I think this could become a masterpiece!\Oh, where did Usagi go? She's so hopeless.\This is me? I can't believe it!\Just sit still. Sheesh.\I'm doing it just this once out of respect for the good coffee.\You're so lucky. How come you can draw such wonderful drawings?\Whenever I'm drawing, I always wish in my heart response:	that whoever looks at this picture will become happy.
context: I think this could become a masterpiece!\Oh, where did Usagi go? She's so hopeless.\This is me? I can't believe it!\Just sit still. Sheesh.\I'm doing it just this once out of respect for the good coffee.\You're so lucky. How come you can draw such wonderful drawings?\Whenever I'm drawing, I always wish in my heart\that whoever looks at this picture will become happy. response:	I wish they'll meet someone wonderful.
context: Oh, where did Usagi go? She's so hopeless.\This is me? I can't believe it!\Just sit still. Sheesh.\I'm doing it just this once out of respect for the good coffee.\You're so lucky. How come you can draw such wonderful drawings?\Whenever I'm drawing, I always wish in my heart\that whoever looks at this picture will become happy.\I wish they'll meet someone wonderful. response:	So, that's why they call your pictures illustrations of love.
context: This is me? I can't believe it!\Just sit still. Sheesh.\I'm doing it just this once out of respect for the good coffee.\You're so lucky. How come you can draw such wonderful drawings?\Whenever I'm drawing, I always wish in my heart\that whoever looks at this picture will become happy.\I wish they'll meet someone wonderful.\So, that's why they call your pictures illustrations of love. response:	You're so kind, Miss Yumemi.
context: Just sit still. Sheesh.\I'm doing it just this once out of respect for the good coffee.\You're so lucky. How come you can draw such wonderful drawings?\Whenever I'm drawing, I always wish in my heart\that whoever looks at this picture will become happy.\I wish they'll meet someone wonderful.\So, that's why they call your pictures illustrations of love.\You're so kind, Miss Yumemi. response:	But because of that, you can't even make friends...
context: I'm doing it just this once out of respect for the good coffee.\You're so lucky. How come you can draw such wonderful drawings?\Whenever I'm drawing, I always wish in my heart\that whoever looks at this picture will become happy.\I wish they'll meet someone wonderful.\So, that's why they call your pictures illustrations of love.\You're so kind, Miss Yumemi.\But because of that, you can't even make friends... response:	It can't be helped. Yumemi is supposed to be incredibly beautiful.
context: You're so lucky. How come you can draw such wonderful drawings?\Whenever I'm drawing, I always wish in my heart\that whoever looks at this picture will become happy.\I wish they'll meet someone wonderful.\So, that's why they call your pictures illustrations of love.\You're so kind, Miss Yumemi.\But because of that, you can't even make friends...\It can't be helped. Yumemi is supposed to be incredibly beautiful. response:	If people find out that I'm her, it'll ruin everyone's dream.
context: Whenever I'm drawing, I always wish in my heart\that whoever looks at this picture will become happy.\I wish they'll meet someone wonderful.\So, that's why they call your pictures illustrations of love.\You're so kind, Miss Yumemi.\But because of that, you can't even make friends...\It can't be helped. Yumemi is supposed to be incredibly beautiful.\If people find out that I'm her, it'll ruin everyone's dream. response:	But...
context: that whoever looks at this picture will become happy.\I wish they'll meet someone wonderful.\So, that's why they call your pictures illustrations of love.\You're so kind, Miss Yumemi.\But because of that, you can't even make friends...\It can't be helped. Yumemi is supposed to be incredibly beautiful.\If people find out that I'm her, it'll ruin everyone's dream.\But... response:	A person who cannot make herself happy
context: I wish they'll meet someone wonderful.\So, that's why they call your pictures illustrations of love.\You're so kind, Miss Yumemi.\But because of that, you can't even make friends...\It can't be helped. Yumemi is supposed to be incredibly beautiful.\If people find out that I'm her, it'll ruin everyone's dream.\But...\A person who cannot make herself happy response:	should have other concerns than strangers' happiness.
context: So, that's why they call your pictures illustrations of love.\You're so kind, Miss Yumemi.\But because of that, you can't even make friends...\It can't be helped. Yumemi is supposed to be incredibly beautiful.\If people find out that I'm her, it'll ruin everyone's dream.\But...\A person who cannot make herself happy\should have other concerns than strangers' happiness. response:	You're so cold!
context: You're so kind, Miss Yumemi.\But because of that, you can't even make friends...\It can't be helped. Yumemi is supposed to be incredibly beautiful.\If people find out that I'm her, it'll ruin everyone's dream.\But...\A person who cannot make herself happy\should have other concerns than strangers' happiness.\You're so cold! response:	Wow, this drawing is wonderful!
context: But because of that, you can't even make friends...\It can't be helped. Yumemi is supposed to be incredibly beautiful.\If people find out that I'm her, it'll ruin everyone's dream.\But...\A person who cannot make herself happy\should have other concerns than strangers' happiness.\You're so cold!\Wow, this drawing is wonderful! response:	Look! She draws wonderful pictures like this one!
context: It can't be helped. Yumemi is supposed to be incredibly beautiful.\If people find out that I'm her, it'll ruin everyone's dream.\But...\A person who cannot make herself happy\should have other concerns than strangers' happiness.\You're so cold!\Wow, this drawing is wonderful!\Look! She draws wonderful pictures like this one! response:	How could you say something like that?!
context: If people find out that I'm her, it'll ruin everyone's dream.\But...\A person who cannot make herself happy\should have other concerns than strangers' happiness.\You're so cold!\Wow, this drawing is wonderful!\Look! She draws wonderful pictures like this one!\How could you say something like that?! response:	Oh!
context: But...\A person who cannot make herself happy\should have other concerns than strangers' happiness.\You're so cold!\Wow, this drawing is wonderful!\Look! She draws wonderful pictures like this one!\How could you say something like that?!\Oh! response:	What?
context: A person who cannot make herself happy\should have other concerns than strangers' happiness.\You're so cold!\Wow, this drawing is wonderful!\Look! She draws wonderful pictures like this one!\How could you say something like that?!\Oh!\What? response:	This scene shows the girl handing her lover a gift
context: should have other concerns than strangers' happiness.\You're so cold!\Wow, this drawing is wonderful!\Look! She draws wonderful pictures like this one!\How could you say something like that?!\Oh!\What?\This scene shows the girl handing her lover a gift response:	as proof of her love.
context: You're so cold!\Wow, this drawing is wonderful!\Look! She draws wonderful pictures like this one!\How could you say something like that?!\Oh!\What?\This scene shows the girl handing her lover a gift\as proof of her love. response:	But somehow, whenever I draw these two, I always feel sad.
context: Wow, this drawing is wonderful!\Look! She draws wonderful pictures like this one!\How could you say something like that?!\Oh!\What?\This scene shows the girl handing her lover a gift\as proof of her love.\But somehow, whenever I draw these two, I always feel sad. response:	I know what you mean.
context: Look! She draws wonderful pictures like this one!\How could you say something like that?!\Oh!\What?\This scene shows the girl handing her lover a gift\as proof of her love.\But somehow, whenever I draw these two, I always feel sad.\I know what you mean. response:	It feels so nostalgic, it makes my heart ache.
context: How could you say something like that?!\Oh!\What?\This scene shows the girl handing her lover a gift\as proof of her love.\But somehow, whenever I draw these two, I always feel sad.\I know what you mean.\It feels so nostalgic, it makes my heart ache. response:	As proof of her love?
context: Oh!\What?\This scene shows the girl handing her lover a gift\as proof of her love.\But somehow, whenever I draw these two, I always feel sad.\I know what you mean.\It feels so nostalgic, it makes my heart ache.\As proof of her love? response:	Juban Construction
context: What?\This scene shows the girl handing her lover a gift\as proof of her love.\But somehow, whenever I draw these two, I always feel sad.\I know what you mean.\It feels so nostalgic, it makes my heart ache.\As proof of her love?\Juban Construction response:	Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.
context: This scene shows the girl handing her lover a gift\as proof of her love.\But somehow, whenever I draw these two, I always feel sad.\I know what you mean.\It feels so nostalgic, it makes my heart ache.\As proof of her love?\Juban Construction\Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form. response:	Yumemi Yumeno, soon, I will restore you to your monster form.
context: as proof of her love.\But somehow, whenever I draw these two, I always feel sad.\I know what you mean.\It feels so nostalgic, it makes my heart ache.\As proof of her love?\Juban Construction\Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.\Yumemi Yumeno, soon, I will restore you to your monster form. response:	Your homemade cookies were delicious!
context: But somehow, whenever I draw these two, I always feel sad.\I know what you mean.\It feels so nostalgic, it makes my heart ache.\As proof of her love?\Juban Construction\Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.\Yumemi Yumeno, soon, I will restore you to your monster form.\Your homemade cookies were delicious! response:	I'm sorry for keeping you so late.
context: I know what you mean.\It feels so nostalgic, it makes my heart ache.\As proof of her love?\Juban Construction\Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.\Yumemi Yumeno, soon, I will restore you to your monster form.\Your homemade cookies were delicious!\I'm sorry for keeping you so late. response:	But maybe, you would have preferred Mamoru to walk you home.
context: It feels so nostalgic, it makes my heart ache.\As proof of her love?\Juban Construction\Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.\Yumemi Yumeno, soon, I will restore you to your monster form.\Your homemade cookies were delicious!\I'm sorry for keeping you so late.\But maybe, you would have preferred Mamoru to walk you home. response:	No way! Please! You're misunderstanding!
context: As proof of her love?\Juban Construction\Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.\Yumemi Yumeno, soon, I will restore you to your monster form.\Your homemade cookies were delicious!\I'm sorry for keeping you so late.\But maybe, you would have preferred Mamoru to walk you home.\No way! Please! You're misunderstanding! response:	Oh, it's Yumemi Yumeno!
context: Juban Construction\Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.\Yumemi Yumeno, soon, I will restore you to your monster form.\Your homemade cookies were delicious!\I'm sorry for keeping you so late.\But maybe, you would have preferred Mamoru to walk you home.\No way! Please! You're misunderstanding!\Oh, it's Yumemi Yumeno! response:	It's so pretty!
context: Juban Construction Yumemi Yumeno, soon, I will restore you to your monster form.\Yumemi Yumeno, soon, I will restore you to your monster form.\Your homemade cookies were delicious!\I'm sorry for keeping you so late.\But maybe, you would have preferred Mamoru to walk you home.\No way! Please! You're misunderstanding!\Oh, it's Yumemi Yumeno!\It's so pretty! response:	Someone who can draw like this must be a wonderful person.
context: Yumemi Yumeno, soon, I will restore you to your monster form.\Your homemade cookies were delicious!\I'm sorry for keeping you so late.\But maybe, you would have preferred Mamoru to walk you home.\No way! Please! You're misunderstanding!\Oh, it's Yumemi Yumeno!\It's so pretty!\Someone who can draw like this must be a wonderful person. response:	Miss Yumemi, I think you're thinking too much.
context: Your homemade cookies were delicious!\I'm sorry for keeping you so late.\But maybe, you would have preferred Mamoru to walk you home.\No way! Please! You're misunderstanding!\Oh, it's Yumemi Yumeno!\It's so pretty!\Someone who can draw like this must be a wonderful person.\Miss Yumemi, I think you're thinking too much. response:	You can draw these wonderful pictures,
context: I'm sorry for keeping you so late.\But maybe, you would have preferred Mamoru to walk you home.\No way! Please! You're misunderstanding!\Oh, it's Yumemi Yumeno!\It's so pretty!\Someone who can draw like this must be a wonderful person.\Miss Yumemi, I think you're thinking too much.\You can draw these wonderful pictures, response:	you're nice and you're really good at baking cookies.
