context: True Calendar year 61. response:	Hurry up and catch him!
context: We're under enemy attack!\Our buddies are dying!\If we fight, even more will die.\Everyone, it's the Dorssians!\Return to the school building and take up the stations we decided on earlier.\I repeat, return to the school and take up the positions we decided on earlier!\We're all counting on you, Haruto!\Tokishima Haruto. Valvrave, box out! response:	Aina-chan, I'm sorry.
context: Our buddies are dying!\If we fight, even more will die.\Everyone, it's the Dorssians!\Return to the school building and take up the stations we decided on earlier.\I repeat, return to the school and take up the positions we decided on earlier!\We're all counting on you, Haruto!\Tokishima Haruto. Valvrave, box out!\Aina-chan, I'm sorry. response:	But I can't let..
context: If we fight, even more will die.\Everyone, it's the Dorssians!\Return to the school building and take up the stations we decided on earlier.\I repeat, return to the school and take up the positions we decided on earlier!\We're all counting on you, Haruto!\Tokishima Haruto. Valvrave, box out!\Aina-chan, I'm sorry.\But I can't let.. response:	Haruto, that was amazing!
context: Everyone, it's the Dorssians!\Return to the school building and take up the stations we decided on earlier.\I repeat, return to the school and take up the positions we decided on earlier!\We're all counting on you, Haruto!\Tokishima Haruto. Valvrave, box out!\Aina-chan, I'm sorry.\But I can't let..\Haruto, that was amazing! response:	But I'm can too...!
context: Return to the school building and take up the stations we decided on earlier.\I repeat, return to the school and take up the positions we decided on earlier!\We're all counting on you, Haruto!\Tokishima Haruto. Valvrave, box out!\Aina-chan, I'm sorry.\But I can't let..\Haruto, that was amazing!\But I'm can too...! response:	How's that?
context: I repeat, return to the school and take up the positions we decided on earlier!\We're all counting on you, Haruto!\Tokishima Haruto. Valvrave, box out!\Aina-chan, I'm sorry.\But I can't let..\Haruto, that was amazing!\But I'm can too...!\How's that? response:	I've been practicing!
context: We're all counting on you, Haruto!\Tokishima Haruto. Valvrave, box out!\Aina-chan, I'm sorry.\But I can't let..\Haruto, that was amazing!\But I'm can too...!\How's that?\I've been practicing! response:	Him again!
context: Tokishima Haruto. Valvrave, box out!\Aina-chan, I'm sorry.\But I can't let..\Haruto, that was amazing!\But I'm can too...!\How's that?\I've been practicing!\Him again! response:	But before he can use those silver things, I...
context: Aina-chan, I'm sorry.\But I can't let..\Haruto, that was amazing!\But I'm can too...!\How's that?\I've been practicing!\Him again!\But before he can use those silver things, I... response:	I'm your true target!
context: But I can't let..\Haruto, that was amazing!\But I'm can too...!\How's that?\I've been practicing!\Him again!\But before he can use those silver things, I...\I'm your true target! response:	There's another one?!
context: Haruto, that was amazing!\But I'm can too...!\How's that?\I've been practicing!\Him again!\But before he can use those silver things, I...\I'm your true target!\There's another one?! response:	Miss Rukino!
context: But I'm can too...!\How's that?\I've been practicing!\Him again!\But before he can use those silver things, I...\I'm your true target!\There's another one?!\Miss Rukino! response:	I left this hatch unlocked the last time.
context: How's that?\I've been practicing!\Him again!\But before he can use those silver things, I...\I'm your true target!\There's another one?!\Miss Rukino!\I left this hatch unlocked the last time. response:	L-elf...
context: I've been practicing!\Him again!\But before he can use those silver things, I...\I'm your true target!\There's another one?!\Miss Rukino!\I left this hatch unlocked the last time.\L-elf... response:	I'm going to take away all of your options.
context: Him again!\But before he can use those silver things, I...\I'm your true target!\There's another one?!\Miss Rukino!\I left this hatch unlocked the last time.\L-elf...\I'm going to take away all of your options. response:	Situation?
context: But before he can use those silver things, I...\I'm your true target!\There's another one?!\Miss Rukino!\I left this hatch unlocked the last time.\L-elf...\I'm going to take away all of your options.\Situation? response:	Not good.
context: I'm your true target!\There's another one?!\Miss Rukino!\I left this hatch unlocked the last time.\L-elf...\I'm going to take away all of your options.\Situation?\Not good. response:	I just can't...
context: There's another one?!\Miss Rukino!\I left this hatch unlocked the last time.\L-elf...\I'm going to take away all of your options.\Situation?\Not good.\I just can't... response:	Miss Rukino!
context: Miss Rukino!\I left this hatch unlocked the last time.\L-elf...\I'm going to take away all of your options.\Situation?\Not good.\I just can't...\Miss Rukino! response:	What...?!
context: I left this hatch unlocked the last time.\L-elf...\I'm going to take away all of your options.\Situation?\Not good.\I just can't...\Miss Rukino!\What...?! response:	Battleships? But how?
context: L-elf...\I'm going to take away all of your options.\Situation?\Not good.\I just can't...\Miss Rukino!\What...?!\Battleships? But how? response:	Those are JIOR navy ships...
context: I'm going to take away all of your options.\Situation?\Not good.\I just can't...\Miss Rukino!\What...?!\Battleships? But how?\Those are JIOR navy ships... response:	They must have towed them here from the harbor.
context: Situation?\Not good.\I just can't...\Miss Rukino!\What...?!\Battleships? But how?\Those are JIOR navy ships...\They must have towed them here from the harbor. response:	They really are nothing but students.
context: Not good.\I just can't...\Miss Rukino!\What...?!\Battleships? But how?\Those are JIOR navy ships...\They must have towed them here from the harbor.\They really are nothing but students. response:	They can't even manage their own weapons.
context: I just can't...\Miss Rukino!\What...?!\Battleships? But how?\Those are JIOR navy ships...\They must have towed them here from the harbor.\They really are nothing but students.\They can't even manage their own weapons. response:	Citizens and comrades of JIOR.
context: Miss Rukino!\What...?!\Battleships? But how?\Those are JIOR navy ships...\They must have towed them here from the harbor.\They really are nothing but students.\They can't even manage their own weapons.\Citizens and comrades of JIOR. response:	Again?!
context: What...?!\Battleships? But how?\Those are JIOR navy ships...\They must have towed them here from the harbor.\They really are nothing but students.\They can't even manage their own weapons.\Citizens and comrades of JIOR.\Again?! response:	Who is a comrade?!
context: Battleships? But how?\Those are JIOR navy ships...\They must have towed them here from the harbor.\They really are nothing but students.\They can't even manage their own weapons.\Citizens and comrades of JIOR.\Again?!\Who is a comrade?! response:	Lay down your weapons and surrender.
context: Those are JIOR navy ships...\They must have towed them here from the harbor.\They really are nothing but students.\They can't even manage their own weapons.\Citizens and comrades of JIOR.\Again?!\Who is a comrade?!\Lay down your weapons and surrender. response:	The shells' point of impact is moving closer to you by 100 meters each minute.
context: They must have towed them here from the harbor.\They really are nothing but students.\They can't even manage their own weapons.\Citizens and comrades of JIOR.\Again?!\Who is a comrade?!\Lay down your weapons and surrender.\The shells' point of impact is moving closer to you by 100 meters each minute. response:	They're both inside and outside...
context: They really are nothing but students.\They can't even manage their own weapons.\Citizens and comrades of JIOR.\Again?!\Who is a comrade?!\Lay down your weapons and surrender.\The shells' point of impact is moving closer to you by 100 meters each minute.\They're both inside and outside... response:	Crap!
context: They can't even manage their own weapons.\Citizens and comrades of JIOR.\Again?!\Who is a comrade?!\Lay down your weapons and surrender.\The shells' point of impact is moving closer to you by 100 meters each minute.\They're both inside and outside...\Crap! response:	President!
context: Citizens and comrades of JIOR.\Again?!\Who is a comrade?!\Lay down your weapons and surrender.\The shells' point of impact is moving closer to you by 100 meters each minute.\They're both inside and outside...\Crap!\President! response:	Give an answer before our attack reaches your school.
context: Again?!\Who is a comrade?!\Lay down your weapons and surrender.\The shells' point of impact is moving closer to you by 100 meters each minute.\They're both inside and outside...\Crap!\President!\Give an answer before our attack reaches your school. response:	A surrender ultimatum, huh?
context: Who is a comrade?!\Lay down your weapons and surrender.\The shells' point of impact is moving closer to you by 100 meters each minute.\They're both inside and outside...\Crap!\President!\Give an answer before our attack reaches your school.\A surrender ultimatum, huh? response:	You never did like to get your hands dirty in a mop-up operation, A-drei.
context: Lay down your weapons and surrender.\The shells' point of impact is moving closer to you by 100 meters each minute.\They're both inside and outside...\Crap!\President!\Give an answer before our attack reaches your school.\A surrender ultimatum, huh?\You never did like to get your hands dirty in a mop-up operation, A-drei. response:	Don't get any funny ideas just because your buddies are here, you bastard!
context: The shells' point of impact is moving closer to you by 100 meters each minute.\They're both inside and outside...\Crap!\President!\Give an answer before our attack reaches your school.\A surrender ultimatum, huh?\You never did like to get your hands dirty in a mop-up operation, A-drei.\Don't get any funny ideas just because your buddies are here, you bastard! response:	Former buddies.
context: They're both inside and outside...\Crap!\President!\Give an answer before our attack reaches your school.\A surrender ultimatum, huh?\You never did like to get your hands dirty in a mop-up operation, A-drei.\Don't get any funny ideas just because your buddies are here, you bastard!\Former buddies. response:	Haruto!
context: Crap!\President!\Give an answer before our attack reaches your school.\A surrender ultimatum, huh?\You never did like to get your hands dirty in a mop-up operation, A-drei.\Don't get any funny ideas just because your buddies are here, you bastard!\Former buddies.\Haruto! response:	All I'm doing is slowing him down!
context: President!\Give an answer before our attack reaches your school.\A surrender ultimatum, huh?\You never did like to get your hands dirty in a mop-up operation, A-drei.\Don't get any funny ideas just because your buddies are here, you bastard!\Former buddies.\Haruto!\All I'm doing is slowing him down! response:	According to my analysis, those weapons will shut down after a set period of time has elapsed.
context: Give an answer before our attack reaches your school.\A surrender ultimatum, huh?\You never did like to get your hands dirty in a mop-up operation, A-drei.\Don't get any funny ideas just because your buddies are here, you bastard!\Former buddies.\Haruto!\All I'm doing is slowing him down!\According to my analysis, those weapons will shut down after a set period of time has elapsed. response:	There's no need to destroy them.
context: A surrender ultimatum, huh?\You never did like to get your hands dirty in a mop-up operation, A-drei.\Don't get any funny ideas just because your buddies are here, you bastard!\Former buddies.\Haruto!\All I'm doing is slowing him down!\According to my analysis, those weapons will shut down after a set period of time has elapsed.\There's no need to destroy them. response:	We simply need to prevent them from resting.
context: You never did like to get your hands dirty in a mop-up operation, A-drei.\Don't get any funny ideas just because your buddies are here, you bastard!\Former buddies.\Haruto!\All I'm doing is slowing him down!\According to my analysis, those weapons will shut down after a set period of time has elapsed.\There's no need to destroy them.\We simply need to prevent them from resting. response:	The school field!
context: Don't get any funny ideas just because your buddies are here, you bastard!\Former buddies.\Haruto!\All I'm doing is slowing him down!\According to my analysis, those weapons will shut down after a set period of time has elapsed.\There's no need to destroy them.\We simply need to prevent them from resting.\The school field! response:	The volleys are getting closer and closer.
context: Former buddies.\Haruto!\All I'm doing is slowing him down!\According to my analysis, those weapons will shut down after a set period of time has elapsed.\There's no need to destroy them.\We simply need to prevent them from resting.\The school field!\The volleys are getting closer and closer. response:	Haruto, you've got to do something!
context: Haruto!\All I'm doing is slowing him down!\According to my analysis, those weapons will shut down after a set period of time has elapsed.\There's no need to destroy them.\We simply need to prevent them from resting.\The school field!\The volleys are getting closer and closer.\Haruto, you've got to do something! response:	Aina. Rest easy, I'm going to avenge you.
context: All I'm doing is slowing him down!\According to my analysis, those weapons will shut down after a set period of time has elapsed.\There's no need to destroy them.\We simply need to prevent them from resting.\The school field!\The volleys are getting closer and closer.\Haruto, you've got to do something!\Aina. Rest easy, I'm going to avenge you. response:	Here too?
context: According to my analysis, those weapons will shut down after a set period of time has elapsed.\There's no need to destroy them.\We simply need to prevent them from resting.\The school field!\The volleys are getting closer and closer.\Haruto, you've got to do something!\Aina. Rest easy, I'm going to avenge you.\Here too? response:	If I don't do something, I'm gonna overheat!
context: There's no need to destroy them.\We simply need to prevent them from resting.\The school field!\The volleys are getting closer and closer.\Haruto, you've got to do something!\Aina. Rest easy, I'm going to avenge you.\Here too?\If I don't do something, I'm gonna overheat! response:	Aina-chan...
context: We simply need to prevent them from resting.\The school field!\The volleys are getting closer and closer.\Haruto, you've got to do something!\Aina. Rest easy, I'm going to avenge you.\Here too?\If I don't do something, I'm gonna overheat!\Aina-chan... response:	Is the spy in here?!
context: The school field!\The volleys are getting closer and closer.\Haruto, you've got to do something!\Aina. Rest easy, I'm going to avenge you.\Here too?\If I don't do something, I'm gonna overheat!\Aina-chan...\Is the spy in here?! response:	Satomi?
context: The volleys are getting closer and closer.\Haruto, you've got to do something!\Aina. Rest easy, I'm going to avenge you.\Here too?\If I don't do something, I'm gonna overheat!\Aina-chan...\Is the spy in here?!\Satomi? response:	Beg your Dorssian friends to spare your life!
context: Haruto, you've got to do something!\Aina. Rest easy, I'm going to avenge you.\Here too?\If I don't do something, I'm gonna overheat!\Aina-chan...\Is the spy in here?!\Satomi?\Beg your Dorssian friends to spare your life! response:	We'll use you as a bargaining chip to negotiate with them.
context: Aina. Rest easy, I'm going to avenge you.\Here too?\If I don't do something, I'm gonna overheat!\Aina-chan...\Is the spy in here?!\Satomi?\Beg your Dorssian friends to spare your life!\We'll use you as a bargaining chip to negotiate with them. response:	And if I refuse...?
context: Here too?\If I don't do something, I'm gonna overheat!\Aina-chan...\Is the spy in here?!\Satomi?\Beg your Dorssian friends to spare your life!\We'll use you as a bargaining chip to negotiate with them.\And if I refuse...? response:	Satomi?
context: If I don't do something, I'm gonna overheat!\Aina-chan...\Is the spy in here?!\Satomi?\Beg your Dorssian friends to spare your life!\We'll use you as a bargaining chip to negotiate with them.\And if I refuse...?\Satomi? response:	Hey!
context: Aina-chan...\Is the spy in here?!\Satomi?\Beg your Dorssian friends to spare your life!\We'll use you as a bargaining chip to negotiate with them.\And if I refuse...?\Satomi?\Hey! response:	I'm the Student Council President Renbokoji Satomi!
context: Is the spy in here?!\Satomi?\Beg your Dorssian friends to spare your life!\We'll use you as a bargaining chip to negotiate with them.\And if I refuse...?\Satomi?\Hey!\I'm the Student Council President Renbokoji Satomi! response:	I'm going to resolve the crisis the school is facing!
context: Satomi?\Beg your Dorssian friends to spare your life!\We'll use you as a bargaining chip to negotiate with them.\And if I refuse...?\Satomi?\Hey!\I'm the Student Council President Renbokoji Satomi!\I'm going to resolve the crisis the school is facing! response:	President! Don't do this!
context: Beg your Dorssian friends to spare your life!\We'll use you as a bargaining chip to negotiate with them.\And if I refuse...?\Satomi?\Hey!\I'm the Student Council President Renbokoji Satomi!\I'm going to resolve the crisis the school is facing!\President! Don't do this! response:	Stop!
context: We'll use you as a bargaining chip to negotiate with them.\And if I refuse...?\Satomi?\Hey!\I'm the Student Council President Renbokoji Satomi!\I'm going to resolve the crisis the school is facing!\President! Don't do this!\Stop! response:	Haruto?
context: And if I refuse...?\Satomi?\Hey!\I'm the Student Council President Renbokoji Satomi!\I'm going to resolve the crisis the school is facing!\President! Don't do this!\Stop!\Haruto? response:	Haruto?
context: Satomi?\Hey!\I'm the Student Council President Renbokoji Satomi!\I'm going to resolve the crisis the school is facing!\President! Don't do this!\Stop!\Haruto?\Haruto? response:	Shoko. Patch this call through to him.
context: Hey!\I'm the Student Council President Renbokoji Satomi!\I'm going to resolve the crisis the school is facing!\President! Don't do this!\Stop!\Haruto?\Haruto?\Shoko. Patch this call through to him. response:	Him,...?
context: I'm the Student Council President Renbokoji Satomi!\I'm going to resolve the crisis the school is facing!\President! Don't do this!\Stop!\Haruto?\Haruto?\Shoko. Patch this call through to him.\Him,...? response:	Eight people.
context: I'm going to resolve the crisis the school is facing!\President! Don't do this!\Stop!\Haruto?\Haruto?\Shoko. Patch this call through to him.\Him,...?\Eight people. response:	Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.
context: President! Don't do this!\Stop!\Haruto?\Haruto?\Shoko. Patch this call through to him.\Him,...?\Eight people.\Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives. response:	No good. Save everyone.
context: Stop!\Haruto?\Haruto?\Shoko. Patch this call through to him.\Him,...?\Eight people.\Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.\No good. Save everyone. response:	Tokishima! Are you seriously letting this guy come up with our plan?
context: Haruto?\Haruto?\Shoko. Patch this call through to him.\Him,...?\Eight people.\Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.\No good. Save everyone.\Tokishima! Are you seriously letting this guy come up with our plan? response:	Screw that!
context: Haruto?\Shoko. Patch this call through to him.\Him,...?\Eight people.\Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.\No good. Save everyone.\Tokishima! Are you seriously letting this guy come up with our plan?\Screw that! response:	We can't trust any plan that this guy comes up with!
context: Shoko. Patch this call through to him.\Him,...?\Eight people.\Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.\No good. Save everyone.\Tokishima! Are you seriously letting this guy come up with our plan?\Screw that!\We can't trust any plan that this guy comes up with! response:	I trust him!
context: Him,...?\Eight people.\Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.\No good. Save everyone.\Tokishima! Are you seriously letting this guy come up with our plan?\Screw that!\We can't trust any plan that this guy comes up with!\I trust him! response:	I know you have a reason for not being able to let things end here. So do I.
context: Eight people.\Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.\No good. Save everyone.\Tokishima! Are you seriously letting this guy come up with our plan?\Screw that!\We can't trust any plan that this guy comes up with!\I trust him!\I know you have a reason for not being able to let things end here. So do I. response:	Don't do it, Tokishima!
context: Give me the chance, and I'll defeat the Dorssians at the cost of only eight lives.\No good. Save everyone.\Tokishima! Are you seriously letting this guy come up with our plan?\Screw that!\We can't trust any plan that this guy comes up with!\I trust him!\I know you have a reason for not being able to let things end here. So do I.\Don't do it, Tokishima! response:	You're making a deal with the Devil!
context: No good. Save everyone.\Tokishima! Are you seriously letting this guy come up with our plan?\Screw that!\We can't trust any plan that this guy comes up with!\I trust him!\I know you have a reason for not being able to let things end here. So do I.\Don't do it, Tokishima!\You're making a deal with the Devil! response:	It's all right. After all, I'm already cursed.
context: Tokishima! Are you seriously letting this guy come up with our plan?\Screw that!\We can't trust any plan that this guy comes up with!\I trust him!\I know you have a reason for not being able to let things end here. So do I.\Don't do it, Tokishima!\You're making a deal with the Devil!\It's all right. After all, I'm already cursed. response:	I will save everyone.
context: Screw that!\We can't trust any plan that this guy comes up with!\I trust him!\I know you have a reason for not being able to let things end here. So do I.\Don't do it, Tokishima!\You're making a deal with the Devil!\It's all right. After all, I'm already cursed.\I will save everyone. response:	I'll save everyone in the school!
context: We can't trust any plan that this guy comes up with!\I trust him!\I know you have a reason for not being able to let things end here. So do I.\Don't do it, Tokishima!\You're making a deal with the Devil!\It's all right. After all, I'm already cursed.\I will save everyone.\I'll save everyone in the school! response:	And you! And the girl in the picture, too!
context: I trust him!\I know you have a reason for not being able to let things end here. So do I.\Don't do it, Tokishima!\You're making a deal with the Devil!\It's all right. After all, I'm already cursed.\I will save everyone.\I'll save everyone in the school!\And you! And the girl in the picture, too! response:	I see that even being caught up in a war won't cure that sweet sentimentality of yours.
context: I know you have a reason for not being able to let things end here. So do I.\Don't do it, Tokishima!\You're making a deal with the Devil!\It's all right. After all, I'm already cursed.\I will save everyone.\I'll save everyone in the school!\And you! And the girl in the picture, too!\I see that even being caught up in a war won't cure that sweet sentimentality of yours. response:	Add some sugar, and coffee tastes delicious.
context: Don't do it, Tokishima!\You're making a deal with the Devil!\It's all right. After all, I'm already cursed.\I will save everyone.\I'll save everyone in the school!\And you! And the girl in the picture, too!\I see that even being caught up in a war won't cure that sweet sentimentality of yours.\Add some sugar, and coffee tastes delicious. response:	Add it to you, who's too bitter, and it tastes just right.
context: You're making a deal with the Devil!\It's all right. After all, I'm already cursed.\I will save everyone.\I'll save everyone in the school!\And you! And the girl in the picture, too!\I see that even being caught up in a war won't cure that sweet sentimentality of yours.\Add some sugar, and coffee tastes delicious.\Add it to you, who's too bitter, and it tastes just right. response:	You have a deal, L-elf.
context: It's all right. After all, I'm already cursed.\I will save everyone.\I'll save everyone in the school!\And you! And the girl in the picture, too!\I see that even being caught up in a war won't cure that sweet sentimentality of yours.\Add some sugar, and coffee tastes delicious.\Add it to you, who's too bitter, and it tastes just right.\You have a deal, L-elf. response:	For victory!
context: I will save everyone.\I'll save everyone in the school!\And you! And the girl in the picture, too!\I see that even being caught up in a war won't cure that sweet sentimentality of yours.\Add some sugar, and coffee tastes delicious.\Add it to you, who's too bitter, and it tastes just right.\You have a deal, L-elf.\For victory! response:	For peace!
context: I'll save everyone in the school!\And you! And the girl in the picture, too!\I see that even being caught up in a war won't cure that sweet sentimentality of yours.\Add some sugar, and coffee tastes delicious.\Add it to you, who's too bitter, and it tastes just right.\You have a deal, L-elf.\For victory!\For peace! response:	To make both our dreams come true!
context: And you! And the girl in the picture, too!\I see that even being caught up in a war won't cure that sweet sentimentality of yours.\Add some sugar, and coffee tastes delicious.\Add it to you, who's too bitter, and it tastes just right.\You have a deal, L-elf.\For victory!\For peace!\To make both our dreams come true! response:	Dreams...
context: I see that even being caught up in a war won't cure that sweet sentimentality of yours.\Add some sugar, and coffee tastes delicious.\Add it to you, who's too bitter, and it tastes just right.\You have a deal, L-elf.\For victory!\For peace!\To make both our dreams come true!\Dreams... response:	I take back what I said.
context: Add some sugar, and coffee tastes delicious.\Add it to you, who's too bitter, and it tastes just right.\You have a deal, L-elf.\For victory!\For peace!\To make both our dreams come true!\Dreams...\I take back what I said. response:	Oh, no way!
context: Add it to you, who's too bitter, and it tastes just right.\You have a deal, L-elf.\For victory!\For peace!\To make both our dreams come true!\Dreams...\I take back what I said.\Oh, no way! response:	We'll go for zero losses, as you said.
context: You have a deal, L-elf.\For victory!\For peace!\To make both our dreams come true!\Dreams...\I take back what I said.\Oh, no way!\We'll go for zero losses, as you said. response:	You're not getting away!
context: For victory!\For peace!\To make both our dreams come true!\Dreams...\I take back what I said.\Oh, no way!\We'll go for zero losses, as you said.\You're not getting away! response:	Move to point L-3074 and bring the green Valvrave with you.
context: For peace!\To make both our dreams come true!\Dreams...\I take back what I said.\Oh, no way!\We'll go for zero losses, as you said.\You're not getting away!\Move to point L-3074 and bring the green Valvrave with you. response:	It's time, sir.
context: To make both our dreams come true!\Dreams...\I take back what I said.\Oh, no way!\We'll go for zero losses, as you said.\You're not getting away!\Move to point L-3074 and bring the green Valvrave with you.\It's time, sir. response:	They're more stubborn than expected...
context: Dreams...\I take back what I said.\Oh, no way!\We'll go for zero losses, as you said.\You're not getting away!\Move to point L-3074 and bring the green Valvrave with you.\It's time, sir.\They're more stubborn than expected... response:	No matter. Aim at the school.
context: I take back what I said.\Oh, no way!\We'll go for zero losses, as you said.\You're not getting away!\Move to point L-3074 and bring the green Valvrave with you.\It's time, sir.\They're more stubborn than expected...\No matter. Aim at the school. response:	We're here! Now what?
context: Oh, no way!\We'll go for zero losses, as you said.\You're not getting away!\Move to point L-3074 and bring the green Valvrave with you.\It's time, sir.\They're more stubborn than expected...\No matter. Aim at the school.\We're here! Now what? response:	Position the green Valvrave 30 degrees behind you and to your left.
context: We'll go for zero losses, as you said.\You're not getting away!\Move to point L-3074 and bring the green Valvrave with you.\It's time, sir.\They're more stubborn than expected...\No matter. Aim at the school.\We're here! Now what?\Position the green Valvrave 30 degrees behind you and to your left. response:	Destroy block 208 with your rifle. At maximum output.
context: You're not getting away!\Move to point L-3074 and bring the green Valvrave with you.\It's time, sir.\They're more stubborn than expected...\No matter. Aim at the school.\We're here! Now what?\Position the green Valvrave 30 degrees behind you and to your left.\Destroy block 208 with your rifle. At maximum output. response:	But if I do that...
context: Move to point L-3074 and bring the green Valvrave with you.\It's time, sir.\They're more stubborn than expected...\No matter. Aim at the school.\We're here! Now what?\Position the green Valvrave 30 degrees behind you and to your left.\Destroy block 208 with your rifle. At maximum output.\But if I do that... response:	No, I'll believe you.
context: It's time, sir.\They're more stubborn than expected...\No matter. Aim at the school.\We're here! Now what?\Position the green Valvrave 30 degrees behind you and to your left.\Destroy block 208 with your rifle. At maximum output.\But if I do that...\No, I'll believe you. response:	Your target is bulkhead B41!
context: They're more stubborn than expected...\No matter. Aim at the school.\We're here! Now what?\Position the green Valvrave 30 degrees behind you and to your left.\Destroy block 208 with your rifle. At maximum output.\But if I do that...\No, I'll believe you.\Your target is bulkhead B41! response:	He's firing on the Module?
context: No matter. Aim at the school.\We're here! Now what?\Position the green Valvrave 30 degrees behind you and to your left.\Destroy block 208 with your rifle. At maximum output.\But if I do that...\No, I'll believe you.\Your target is bulkhead B41!\He's firing on the Module? response:	Maybe he's gone nuts!
context: We're here! Now what?\Position the green Valvrave 30 degrees behind you and to your left.\Destroy block 208 with your rifle. At maximum output.\But if I do that...\No, I'll believe you.\Your target is bulkhead B41!\He's firing on the Module?\Maybe he's gone nuts! response:	The silver things are peeling off!
context: Position the green Valvrave 30 degrees behind you and to your left.\Destroy block 208 with your rifle. At maximum output.\But if I do that...\No, I'll believe you.\Your target is bulkhead B41!\He's firing on the Module?\Maybe he's gone nuts!\The silver things are peeling off! response:	They froze the Sabas with sea water?!
context: Destroy block 208 with your rifle. At maximum output.\But if I do that...\No, I'll believe you.\Your target is bulkhead B41!\He's firing on the Module?\Maybe he's gone nuts!\The silver things are peeling off!\They froze the Sabas with sea water?! response:	They're peeling off!
context: But if I do that...\No, I'll believe you.\Your target is bulkhead B41!\He's firing on the Module?\Maybe he's gone nuts!\The silver things are peeling off!\They froze the Sabas with sea water?!\They're peeling off! response:	The seawater is venting into space!
context: No, I'll believe you.\Your target is bulkhead B41!\He's firing on the Module?\Maybe he's gone nuts!\The silver things are peeling off!\They froze the Sabas with sea water?!\They're peeling off!\The seawater is venting into space! response:	This plan... It's L-elf?!
context: Your target is bulkhead B41!\He's firing on the Module?\Maybe he's gone nuts!\The silver things are peeling off!\They froze the Sabas with sea water?!\They're peeling off!\The seawater is venting into space!\This plan... It's L-elf?! response:	It's no use, we can't hold position!
context: He's firing on the Module?\Maybe he's gone nuts!\The silver things are peeling off!\They froze the Sabas with sea water?!\They're peeling off!\The seawater is venting into space!\This plan... It's L-elf?!\It's no use, we can't hold position! response:	We did it!
context: Maybe he's gone nuts!\The silver things are peeling off!\They froze the Sabas with sea water?!\They're peeling off!\The seawater is venting into space!\This plan... It's L-elf?!\It's no use, we can't hold position!\We did it! response:	They're sinking!
context: The silver things are peeling off!\They froze the Sabas with sea water?!\They're peeling off!\The seawater is venting into space!\This plan... It's L-elf?!\It's no use, we can't hold position!\We did it!\They're sinking! response:	They dealt with our forces inside and outside at the same time!
context: They froze the Sabas with sea water?!\They're peeling off!\The seawater is venting into space!\This plan... It's L-elf?!\It's no use, we can't hold position!\We did it!\They're sinking!\They dealt with our forces inside and outside at the same time! response:	The operation's a failure...
context: They're peeling off!\The seawater is venting into space!\This plan... It's L-elf?!\It's no use, we can't hold position!\We did it!\They're sinking!\They dealt with our forces inside and outside at the same time!\The operation's a failure... response:	Which means we can do whatever we want, right?
context: The seawater is venting into space!\This plan... It's L-elf?!\It's no use, we can't hold position!\We did it!\They're sinking!\They dealt with our forces inside and outside at the same time!\The operation's a failure...\Which means we can do whatever we want, right? response:	Why you...!
context: This plan... It's L-elf?!\It's no use, we can't hold position!\We did it!\They're sinking!\They dealt with our forces inside and outside at the same time!\The operation's a failure...\Which means we can do whatever we want, right?\Why you...! response:	Commercial's over! The show's back on!
context: It's no use, we can't hold position!\We did it!\They're sinking!\They dealt with our forces inside and outside at the same time!\The operation's a failure...\Which means we can do whatever we want, right?\Why you...!\Commercial's over! The show's back on! response:	Keep climbing! Hurry!
context: We did it!\They're sinking!\They dealt with our forces inside and outside at the same time!\The operation's a failure...\Which means we can do whatever we want, right?\Why you...!\Commercial's over! The show's back on!\Keep climbing! Hurry! response:	Now, while it can't move!
context: They're sinking!\They dealt with our forces inside and outside at the same time!\The operation's a failure...\Which means we can do whatever we want, right?\Why you...!\Commercial's over! The show's back on!\Keep climbing! Hurry!\Now, while it can't move! response:	Crap!
context: They dealt with our forces inside and outside at the same time!\The operation's a failure...\Which means we can do whatever we want, right?\Why you...!\Commercial's over! The show's back on!\Keep climbing! Hurry!\Now, while it can't move!\Crap! response:	What?!
context: The operation's a failure...\Which means we can do whatever we want, right?\Why you...!\Commercial's over! The show's back on!\Keep climbing! Hurry!\Now, while it can't move!\Crap!\What?! response:	I'm going to buy him time to charge up.
context: Which means we can do whatever we want, right?\Why you...!\Commercial's over! The show's back on!\Keep climbing! Hurry!\Now, while it can't move!\Crap!\What?!\I'm going to buy him time to charge up. response:	Miss Sakurai, are you watching?
context: Why you...!\Commercial's over! The show's back on!\Keep climbing! Hurry!\Now, while it can't move!\Crap!\What?!\I'm going to buy him time to charge up.\Miss Sakurai, are you watching? response:	I never got the chance to tell you.
context: Commercial's over! The show's back on!\Keep climbing! Hurry!\Now, while it can't move!\Crap!\What?!\I'm going to buy him time to charge up.\Miss Sakurai, are you watching?\I never got the chance to tell you. response:	I'm there!
context: Keep climbing! Hurry!\Now, while it can't move!\Crap!\What?!\I'm going to buy him time to charge up.\Miss Sakurai, are you watching?\I never got the chance to tell you.\I'm there! response:	Your target is the fleet behind you.
