context: Tsuritama Episode 5 response:	Discouraged Jerking
context: Thanks!\You'll be all right.\Three days on my boat and you'll be a real man of the sea.\A man of the sea? Me?\Way to go, Ayumi-chan.\We knew we could count on you.\Excuse me.\All right! response:	The god of love must be smiling down on me!
context: You'll be all right.\Three days on my boat and you'll be a real man of the sea.\A man of the sea? Me?\Way to go, Ayumi-chan.\We knew we could count on you.\Excuse me.\All right!\The god of love must be smiling down on me! response:	This is great, Yuki.
context: Three days on my boat and you'll be a real man of the sea.\A man of the sea? Me?\Way to go, Ayumi-chan.\We knew we could count on you.\Excuse me.\All right!\The god of love must be smiling down on me!\This is great, Yuki. response:	Thank you, Benten-sama!
context: A man of the sea? Me?\Way to go, Ayumi-chan.\We knew we could count on you.\Excuse me.\All right!\The god of love must be smiling down on me!\This is great, Yuki.\Thank you, Benten-sama! response:	A job?
context: Way to go, Ayumi-chan.\We knew we could count on you.\Excuse me.\All right!\The god of love must be smiling down on me!\This is great, Yuki.\Thank you, Benten-sama!\A job? response:	Yeah, you do work and get paid.
context: We knew we could count on you.\Excuse me.\All right!\The god of love must be smiling down on me!\This is great, Yuki.\Thank you, Benten-sama!\A job?\Yeah, you do work and get paid. response:	I know that, but will it make him better at fishing?
context: Excuse me.\All right!\The god of love must be smiling down on me!\This is great, Yuki.\Thank you, Benten-sama!\A job?\Yeah, you do work and get paid.\I know that, but will it make him better at fishing? response:	It's a boat. He'll fish all day, every day.
context: All right!\The god of love must be smiling down on me!\This is great, Yuki.\Thank you, Benten-sama!\A job?\Yeah, you do work and get paid.\I know that, but will it make him better at fishing?\It's a boat. He'll fish all day, every day. response:	Well, as long as Yuki gets better at fishing.
context: The god of love must be smiling down on me!\This is great, Yuki.\Thank you, Benten-sama!\A job?\Yeah, you do work and get paid.\I know that, but will it make him better at fishing?\It's a boat. He'll fish all day, every day.\Well, as long as Yuki gets better at fishing. response:	Enoshima bowl!
context: This is great, Yuki.\Thank you, Benten-sama!\A job?\Yeah, you do work and get paid.\I know that, but will it make him better at fishing?\It's a boat. He'll fish all day, every day.\Well, as long as Yuki gets better at fishing.\Enoshima bowl! response:	Sorry, Koko.
context: Thank you, Benten-sama!\A job?\Yeah, you do work and get paid.\I know that, but will it make him better at fishing?\It's a boat. He'll fish all day, every day.\Well, as long as Yuki gets better at fishing.\Enoshima bowl!\Sorry, Koko. response:	I was just feeling a little dried out, so it's fine.
context: A job?\Yeah, you do work and get paid.\I know that, but will it make him better at fishing?\It's a boat. He'll fish all day, every day.\Well, as long as Yuki gets better at fishing.\Enoshima bowl!\Sorry, Koko.\I was just feeling a little dried out, so it's fine. response:	But don't go too far out, Nii-chan
context: Yeah, you do work and get paid.\I know that, but will it make him better at fishing?\It's a boat. He'll fish all day, every day.\Well, as long as Yuki gets better at fishing.\Enoshima bowl!\Sorry, Koko.\I was just feeling a little dried out, so it's fine.\But don't go too far out, Nii-chan response:	If he's out there, you'll be in trouble.
context: I know that, but will it make him better at fishing?\It's a boat. He'll fish all day, every day.\Well, as long as Yuki gets better at fishing.\Enoshima bowl!\Sorry, Koko.\I was just feeling a little dried out, so it's fine.\But don't go too far out, Nii-chan\If he's out there, you'll be in trouble. response:	He?
context: It's a boat. He'll fish all day, every day.\Well, as long as Yuki gets better at fishing.\Enoshima bowl!\Sorry, Koko.\I was just feeling a little dried out, so it's fine.\But don't go too far out, Nii-chan\If he's out there, you'll be in trouble.\He? response:	Who are they talking about?
context: Well, as long as Yuki gets better at fishing.\Enoshima bowl!\Sorry, Koko.\I was just feeling a little dried out, so it's fine.\But don't go too far out, Nii-chan\If he's out there, you'll be in trouble.\He?\Who are they talking about? response:	I thought they just wanted to fish.
context: Enoshima bowl!\Sorry, Koko.\I was just feeling a little dried out, so it's fine.\But don't go too far out, Nii-chan\If he's out there, you'll be in trouble.\He?\Who are they talking about?\I thought they just wanted to fish. response:	Top Secret
context: Sorry, Koko.\I was just feeling a little dried out, so it's fine.\But don't go too far out, Nii-chan\If he's out there, you'll be in trouble.\He?\Who are they talking about?\I thought they just wanted to fish.\Top Secret response:	Bermuda Syndrome refers to the strange events
context: I was just feeling a little dried out, so it's fine.\But don't go too far out, Nii-chan\If he's out there, you'll be in trouble.\He?\Who are they talking about?\I thought they just wanted to fish.\Top Secret\Bermuda Syndrome refers to the strange events response:	occurring in the triangular region of the ocean
context: But don't go too far out, Nii-chan\If he's out there, you'll be in trouble.\He?\Who are they talking about?\I thought they just wanted to fish.\Top Secret\Bermuda Syndrome refers to the strange events\occurring in the triangular region of the ocean response:	between Florida, Puerto Rico, and the
context: If he's out there, you'll be in trouble.\He?\Who are they talking about?\I thought they just wanted to fish.\Top Secret\Bermuda Syndrome refers to the strange events\occurring in the triangular region of the ocean\between Florida, Puerto Rico, and the response:	I have no choice.
context: He?\Who are they talking about?\I thought they just wanted to fish.\Top Secret\Bermuda Syndrome refers to the strange events\occurring in the triangular region of the ocean\between Florida, Puerto Rico, and the\I have no choice. response:	Bermuda Islands known as the Bermuda Triangle.
context: Who are they talking about?\I thought they just wanted to fish.\Top Secret\Bermuda Syndrome refers to the strange events\occurring in the triangular region of the ocean\between Florida, Puerto Rico, and the\I have no choice.\Bermuda Islands known as the Bermuda Triangle. response:	I must go with them.
context: I thought they just wanted to fish.\Top Secret\Bermuda Syndrome refers to the strange events\occurring in the triangular region of the ocean\between Florida, Puerto Rico, and the\I have no choice.\Bermuda Islands known as the Bermuda Triangle.\I must go with them. response:	Marine vessels and aircrafts disappear without a trace.
context: Top Secret\Bermuda Syndrome refers to the strange events\occurring in the triangular region of the ocean\between Florida, Puerto Rico, and the\I have no choice.\Bermuda Islands known as the Bermuda Triangle.\I must go with them.\Marine vessels and aircrafts disappear without a trace. response:	In the moments before they disappear,
context: Bermuda Syndrome refers to the strange events\occurring in the triangular region of the ocean\between Florida, Puerto Rico, and the\I have no choice.\Bermuda Islands known as the Bermuda Triangle.\I must go with them.\Marine vessels and aircrafts disappear without a trace.\In the moments before they disappear, response:	No. This is my job.
context: occurring in the triangular region of the ocean\between Florida, Puerto Rico, and the\I have no choice.\Bermuda Islands known as the Bermuda Triangle.\I must go with them.\Marine vessels and aircrafts disappear without a trace.\In the moments before they disappear,\No. This is my job. response:	their compasses and other instruments behave strangely...
context: between Florida, Puerto Rico, and the\I have no choice.\Bermuda Islands known as the Bermuda Triangle.\I must go with them.\Marine vessels and aircrafts disappear without a trace.\In the moments before they disappear,\No. This is my job.\their compasses and other instruments behave strangely... response:	Good morning, everyone.
context: I have no choice.\Bermuda Islands known as the Bermuda Triangle.\I must go with them.\Marine vessels and aircrafts disappear without a trace.\In the moments before they disappear,\No. This is my job.\their compasses and other instruments behave strangely...\Good morning, everyone. response:	Good morning.
context: Bermuda Islands known as the Bermuda Triangle.\I must go with them.\Marine vessels and aircrafts disappear without a trace.\In the moments before they disappear,\No. This is my job.\their compasses and other instruments behave strangely...\Good morning, everyone.\Good morning. response:	Look at that summer sun.
context: I must go with them.\Marine vessels and aircrafts disappear without a trace.\In the moments before they disappear,\No. This is my job.\their compasses and other instruments behave strangely...\Good morning, everyone.\Good morning.\Look at that summer sun. response:	It's a perfect day for mahi-mahi.
context: Marine vessels and aircrafts disappear without a trace.\In the moments before they disappear,\No. This is my job.\their compasses and other instruments behave strangely...\Good morning, everyone.\Good morning.\Look at that summer sun.\It's a perfect day for mahi-mahi. response:	Seishunmaru
context: In the moments before they disappear,\No. This is my job.\their compasses and other instruments behave strangely...\Good morning, everyone.\Good morning.\Look at that summer sun.\It's a perfect day for mahi-mahi.\Seishunmaru response:	I wanna catch some mahi-mahi!
context: No. This is my job.\their compasses and other instruments behave strangely...\Good morning, everyone.\Good morning.\Look at that summer sun.\It's a perfect day for mahi-mahi.\Seishunmaru\I wanna catch some mahi-mahi! response:	Yuki.
context: their compasses and other instruments behave strangely...\Good morning, everyone.\Good morning.\Look at that summer sun.\It's a perfect day for mahi-mahi.\Seishunmaru\I wanna catch some mahi-mahi!\Yuki. response:	Mahi-mahi are huge.
context: Good morning, everyone.\Good morning.\Look at that summer sun.\It's a perfect day for mahi-mahi.\Seishunmaru\I wanna catch some mahi-mahi!\Yuki.\Mahi-mahi are huge. response:	Some of them are almost two meters long.
context: Good morning.\Look at that summer sun.\It's a perfect day for mahi-mahi.\Seishunmaru\I wanna catch some mahi-mahi!\Yuki.\Mahi-mahi are huge.\Some of them are almost two meters long. response:	That big?
context: Look at that summer sun.\It's a perfect day for mahi-mahi.\Seishunmaru\I wanna catch some mahi-mahi!\Yuki.\Mahi-mahi are huge.\Some of them are almost two meters long.\That big? response:	Catching them isn't that hard,
context: It's a perfect day for mahi-mahi.\Seishunmaru\I wanna catch some mahi-mahi!\Yuki.\Mahi-mahi are huge.\Some of them are almost two meters long.\That big?\Catching them isn't that hard, response:	but they're well known for their violent strength.
context: Seishunmaru\I wanna catch some mahi-mahi!\Yuki.\Mahi-mahi are huge.\Some of them are almost two meters long.\That big?\Catching them isn't that hard,\but they're well known for their violent strength. response:	I see.
context: I wanna catch some mahi-mahi!\Yuki.\Mahi-mahi are huge.\Some of them are almost two meters long.\That big?\Catching them isn't that hard,\but they're well known for their violent strength.\I see. response:	They're pretty, too.
context: Yuki.\Mahi-mahi are huge.\Some of them are almost two meters long.\That big?\Catching them isn't that hard,\but they're well known for their violent strength.\I see.\They're pretty, too. response:	When they get excited, their colors change.
context: Mahi-mahi are huge.\Some of them are almost two meters long.\That big?\Catching them isn't that hard,\but they're well known for their violent strength.\I see.\They're pretty, too.\When they get excited, their colors change. response:	Really? I hope I catch one.
context: Some of them are almost two meters long.\That big?\Catching them isn't that hard,\but they're well known for their violent strength.\I see.\They're pretty, too.\When they get excited, their colors change.\Really? I hope I catch one. response:	What are you doing here?
context: That big?\Catching them isn't that hard,\but they're well known for their violent strength.\I see.\They're pretty, too.\When they get excited, their colors change.\Really? I hope I catch one.\What are you doing here? response:	Fishing, of course.
context: Catching them isn't that hard,\but they're well known for their violent strength.\I see.\They're pretty, too.\When they get excited, their colors change.\Really? I hope I catch one.\What are you doing here?\Fishing, of course. response:	I look forward to fishing with you.
context: but they're well known for their violent strength.\I see.\They're pretty, too.\When they get excited, their colors change.\Really? I hope I catch one.\What are you doing here?\Fishing, of course.\I look forward to fishing with you. response:	Look, Yuki. The ocean's beautiful!
context: I see.\They're pretty, too.\When they get excited, their colors change.\Really? I hope I catch one.\What are you doing here?\Fishing, of course.\I look forward to fishing with you.\Look, Yuki. The ocean's beautiful! response:	It really is. I'm glad I came.
context: They're pretty, too.\When they get excited, their colors change.\Really? I hope I catch one.\What are you doing here?\Fishing, of course.\I look forward to fishing with you.\Look, Yuki. The ocean's beautiful!\It really is. I'm glad I came. response:	Do boats always rock this much?
context: When they get excited, their colors change.\Really? I hope I catch one.\What are you doing here?\Fishing, of course.\I look forward to fishing with you.\Look, Yuki. The ocean's beautiful!\It really is. I'm glad I came.\Do boats always rock this much? response:	Yuki, Haru, get the nets!
context: Really? I hope I catch one.\What are you doing here?\Fishing, of course.\I look forward to fishing with you.\Look, Yuki. The ocean's beautiful!\It really is. I'm glad I came.\Do boats always rock this much?\Yuki, Haru, get the nets! response:	What?
context: What are you doing here?\Fishing, of course.\I look forward to fishing with you.\Look, Yuki. The ocean's beautiful!\It really is. I'm glad I came.\Do boats always rock this much?\Yuki, Haru, get the nets!\What? response:	Why is Natsuki so calm?
context: Fishing, of course.\I look forward to fishing with you.\Look, Yuki. The ocean's beautiful!\It really is. I'm glad I came.\Do boats always rock this much?\Yuki, Haru, get the nets!\What?\Why is Natsuki so calm? response:	Nets, nets, nets, nets, nets!
context: I look forward to fishing with you.\Look, Yuki. The ocean's beautiful!\It really is. I'm glad I came.\Do boats always rock this much?\Yuki, Haru, get the nets!\What?\Why is Natsuki so calm?\Nets, nets, nets, nets, nets! response:	I should go, too.
context: Look, Yuki. The ocean's beautiful!\It really is. I'm glad I came.\Do boats always rock this much?\Yuki, Haru, get the nets!\What?\Why is Natsuki so calm?\Nets, nets, nets, nets, nets!\I should go, too. response:	Nets, nets, nets, nets, nets!
context: It really is. I'm glad I came.\Do boats always rock this much?\Yuki, Haru, get the nets!\What?\Why is Natsuki so calm?\Nets, nets, nets, nets, nets!\I should go, too.\Nets, nets, nets, nets, nets! response:	Watch out!
context: Do boats always rock this much?\Yuki, Haru, get the nets!\What?\Why is Natsuki so calm?\Nets, nets, nets, nets, nets!\I should go, too.\Nets, nets, nets, nets, nets!\Watch out! response:	Ten out of ten!
context: Yuki, Haru, get the nets!\What?\Why is Natsuki so calm?\Nets, nets, nets, nets, nets!\I should go, too.\Nets, nets, nets, nets, nets!\Watch out!\Ten out of ten! response:	No problem!
context: What?\Why is Natsuki so calm?\Nets, nets, nets, nets, nets!\I should go, too.\Nets, nets, nets, nets, nets!\Watch out!\Ten out of ten!\No problem! response:	There's no way I can do this!
context: Why is Natsuki so calm?\Nets, nets, nets, nets, nets!\I should go, too.\Nets, nets, nets, nets, nets!\Watch out!\Ten out of ten!\No problem!\There's no way I can do this! response:	Natsuki, no fair. You're fishing.
context: Nets, nets, nets, nets, nets!\I should go, too.\Nets, nets, nets, nets, nets!\Watch out!\Ten out of ten!\No problem!\There's no way I can do this!\Natsuki, no fair. You're fishing. response:	No, I'm instructing.
context: I should go, too.\Nets, nets, nets, nets, nets!\Watch out!\Ten out of ten!\No problem!\There's no way I can do this!\Natsuki, no fair. You're fishing.\No, I'm instructing. response:	Instructing?
context: Nets, nets, nets, nets, nets!\Watch out!\Ten out of ten!\No problem!\There's no way I can do this!\Natsuki, no fair. You're fishing.\No, I'm instructing.\Instructing? response:	On how to catch mahi-mahi.
context: Watch out!\Ten out of ten!\No problem!\There's no way I can do this!\Natsuki, no fair. You're fishing.\No, I'm instructing.\Instructing?\On how to catch mahi-mahi. response:	It's my job to catch the first one.
context: Ten out of ten!\No problem!\There's no way I can do this!\Natsuki, no fair. You're fishing.\No, I'm instructing.\Instructing?\On how to catch mahi-mahi.\It's my job to catch the first one. response:	Once you get one, the rest of them will follow.
context: No problem!\There's no way I can do this!\Natsuki, no fair. You're fishing.\No, I'm instructing.\Instructing?\On how to catch mahi-mahi.\It's my job to catch the first one.\Once you get one, the rest of them will follow. response:	Then all the customers will be able to catch one.
context: There's no way I can do this!\Natsuki, no fair. You're fishing.\No, I'm instructing.\Instructing?\On how to catch mahi-mahi.\It's my job to catch the first one.\Once you get one, the rest of them will follow.\Then all the customers will be able to catch one. response:	I see.
context: Natsuki, no fair. You're fishing.\No, I'm instructing.\Instructing?\On how to catch mahi-mahi.\It's my job to catch the first one.\Once you get one, the rest of them will follow.\Then all the customers will be able to catch one.\I see. response:	Natsuki, those glasses are weird.
context: No, I'm instructing.\Instructing?\On how to catch mahi-mahi.\It's my job to catch the first one.\Once you get one, the rest of them will follow.\Then all the customers will be able to catch one.\I see.\Natsuki, those glasses are weird. response:	These are polarized glasses.
context: Instructing?\On how to catch mahi-mahi.\It's my job to catch the first one.\Once you get one, the rest of them will follow.\Then all the customers will be able to catch one.\I see.\Natsuki, those glasses are weird.\These are polarized glasses. response:	With them, I can see the fish under the water.
context: On how to catch mahi-mahi.\It's my job to catch the first one.\Once you get one, the rest of them will follow.\Then all the customers will be able to catch one.\I see.\Natsuki, those glasses are weird.\These are polarized glasses.\With them, I can see the fish under the water. response:	Those sound great! Let me use them!
context: It's my job to catch the first one.\Once you get one, the rest of them will follow.\Then all the customers will be able to catch one.\I see.\Natsuki, those glasses are weird.\These are polarized glasses.\With them, I can see the fish under the water.\Those sound great! Let me use them! response:	Later.
context: Once you get one, the rest of them will follow.\Then all the customers will be able to catch one.\I see.\Natsuki, those glasses are weird.\These are polarized glasses.\With them, I can see the fish under the water.\Those sound great! Let me use them!\Later. response:	If one of the customers catches one, get the net out right away.
context: Then all the customers will be able to catch one.\I see.\Natsuki, those glasses are weird.\These are polarized glasses.\With them, I can see the fish under the water.\Those sound great! Let me use them!\Later.\If one of the customers catches one, get the net out right away. response:	What do you do when you catch something big?
context: I see.\Natsuki, those glasses are weird.\These are polarized glasses.\With them, I can see the fish under the water.\Those sound great! Let me use them!\Later.\If one of the customers catches one, get the net out right away.\What do you do when you catch something big? response:	Perpendicular.
context: Natsuki, those glasses are weird.\These are polarized glasses.\With them, I can see the fish under the water.\Those sound great! Let me use them!\Later.\If one of the customers catches one, get the net out right away.\What do you do when you catch something big?\Perpendicular. response:	That's right. If you pull parallel, it'll break.
context: These are polarized glasses.\With them, I can see the fish under the water.\Those sound great! Let me use them!\Later.\If one of the customers catches one, get the net out right away.\What do you do when you catch something big?\Perpendicular.\That's right. If you pull parallel, it'll break. response:	You too, Yuki.
context: With them, I can see the fish under the water.\Those sound great! Let me use them!\Later.\If one of the customers catches one, get the net out right away.\What do you do when you catch something big?\Perpendicular.\That's right. If you pull parallel, it'll break.\You too, Yuki. response:	Got one!
context: Those sound great! Let me use them!\Later.\If one of the customers catches one, get the net out right away.\What do you do when you catch something big?\Perpendicular.\That's right. If you pull parallel, it'll break.\You too, Yuki.\Got one! response:	It's beautiful!
context: Later.\If one of the customers catches one, get the net out right away.\What do you do when you catch something big?\Perpendicular.\That's right. If you pull parallel, it'll break.\You too, Yuki.\Got one!\It's beautiful! response:	He's right!
context: If one of the customers catches one, get the net out right away.\What do you do when you catch something big?\Perpendicular.\That's right. If you pull parallel, it'll break.\You too, Yuki.\Got one!\It's beautiful!\He's right! response:	Cast away!
context: What do you do when you catch something big?\Perpendicular.\That's right. If you pull parallel, it'll break.\You too, Yuki.\Got one!\It's beautiful!\He's right!\Cast away! response:	Kid, the net!
context: Perpendicular.\That's right. If you pull parallel, it'll break.\You too, Yuki.\Got one!\It's beautiful!\He's right!\Cast away!\Kid, the net! response:	Okay.
context: That's right. If you pull parallel, it'll break.\You too, Yuki.\Got one!\It's beautiful!\He's right!\Cast away!\Kid, the net!\Okay. response:	Kid, over here!
context: You too, Yuki.\Got one!\It's beautiful!\He's right!\Cast away!\Kid, the net!\Okay.\Kid, over here! response:	What are you doing? Hurry up!
context: Got one!\It's beautiful!\He's right!\Cast away!\Kid, the net!\Okay.\Kid, over here!\What are you doing? Hurry up! response:	Yuki!
context: It's beautiful!\He's right!\Cast away!\Kid, the net!\Okay.\Kid, over here!\What are you doing? Hurry up!\Yuki! response:	It's so heavy!
context: He's right!\Cast away!\Kid, the net!\Okay.\Kid, over here!\What are you doing? Hurry up!\Yuki!\It's so heavy! response:	Crap!
context: Cast away!\Kid, the net!\Okay.\Kid, over here!\What are you doing? Hurry up!\Yuki!\It's so heavy!\Crap! response:	What are you doing?
context: Kid, the net!\Okay.\Kid, over here!\What are you doing? Hurry up!\Yuki!\It's so heavy!\Crap!\What are you doing? response:	S-So...
context: Okay.\Kid, over here!\What are you doing? Hurry up!\Yuki!\It's so heavy!\Crap!\What are you doing?\S-So... response:	Why are you so angry?
context: Kid, over here!\What are you doing? Hurry up!\Yuki!\It's so heavy!\Crap!\What are you doing?\S-So...\Why are you so angry? response:	You're the one who screwed up!
context: What are you doing? Hurry up!\Yuki!\It's so heavy!\Crap!\What are you doing?\S-So...\Why are you so angry?\You're the one who screwed up! response:	Why are you making that face?
context: Yuki!\It's so heavy!\Crap!\What are you doing?\S-So...\Why are you so angry?\You're the one who screwed up!\Why are you making that face? response:	I'm so-
context: It's so heavy!\Crap!\What are you doing?\S-So...\Why are you so angry?\You're the one who screwed up!\Why are you making that face?\I'm so- response:	I'm sorry.
context: Crap!\What are you doing?\S-So...\Why are you so angry?\You're the one who screwed up!\Why are you making that face?\I'm so-\I'm sorry. response:	We'll get the next one.
context: What are you doing?\S-So...\Why are you so angry?\You're the one who screwed up!\Why are you making that face?\I'm so-\I'm sorry.\We'll get the next one. response:	Make sure you get the next one, kid.
context: S-So...\Why are you so angry?\You're the one who screwed up!\Why are you making that face?\I'm so-\I'm sorry.\We'll get the next one.\Make sure you get the next one, kid. response:	But look at this guy's face.
context: Why are you so angry?\You're the one who screwed up!\Why are you making that face?\I'm so-\I'm sorry.\We'll get the next one.\Make sure you get the next one, kid.\But look at this guy's face. response:	What are you, a stone fish?
context: You're the one who screwed up!\Why are you making that face?\I'm so-\I'm sorry.\We'll get the next one.\Make sure you get the next one, kid.\But look at this guy's face.\What are you, a stone fish? response:	Stone fish.
context: Why are you making that face?\I'm so-\I'm sorry.\We'll get the next one.\Make sure you get the next one, kid.\But look at this guy's face.\What are you, a stone fish?\Stone fish. response:	Stone fish. Stone fish!
context: I'm so-\I'm sorry.\We'll get the next one.\Make sure you get the next one, kid.\But look at this guy's face.\What are you, a stone fish?\Stone fish.\Stone fish. Stone fish! response:	Yuki, you're a stone fish!
context: I'm sorry.\We'll get the next one.\Make sure you get the next one, kid.\But look at this guy's face.\What are you, a stone fish?\Stone fish.\Stone fish. Stone fish!\Yuki, you're a stone fish! response:	That was an old one.
context: We'll get the next one.\Make sure you get the next one, kid.\But look at this guy's face.\What are you, a stone fish?\Stone fish.\Stone fish. Stone fish!\Yuki, you're a stone fish!\That was an old one. response:	Don't worry about it.
context: Make sure you get the next one, kid.\But look at this guy's face.\What are you, a stone fish?\Stone fish.\Stone fish. Stone fish!\Yuki, you're a stone fish!\That was an old one.\Don't worry about it. response:	Fish!
context: But look at this guy's face.\What are you, a stone fish?\Stone fish.\Stone fish. Stone fish!\Yuki, you're a stone fish!\That was an old one.\Don't worry about it.\Fish! response:	Fish, fish, fish!
context: What are you, a stone fish?\Stone fish.\Stone fish. Stone fish!\Yuki, you're a stone fish!\That was an old one.\Don't worry about it.\Fish!\Fish, fish, fish! response:	Fish, fish!
context: Stone fish.\Stone fish. Stone fish!\Yuki, you're a stone fish!\That was an old one.\Don't worry about it.\Fish!\Fish, fish, fish!\Fish, fish! response:	You're...
context: Stone fish. Stone fish!\Yuki, you're a stone fish!\That was an old one.\Don't worry about it.\Fish!\Fish, fish, fish!\Fish, fish!\You're... response:	surprisingly into this.
context: Yuki, you're a stone fish!\That was an old one.\Don't worry about it.\Fish!\Fish, fish, fish!\Fish, fish!\You're...\surprisingly into this. response:	Good job on your first day.
context: That was an old one.\Don't worry about it.\Fish!\Fish, fish, fish!\Fish, fish!\You're...\surprisingly into this.\Good job on your first day. response:	Good work.
context: Don't worry about it.\Fish!\Fish, fish, fish!\Fish, fish!\You're...\surprisingly into this.\Good job on your first day.\Good work. response:	Good work.
context: Fish!\Fish, fish, fish!\Fish, fish!\You're...\surprisingly into this.\Good job on your first day.\Good work.\Good work. response:	Now it's time for the paychecks you've been waiting for!
context: Fish, fish, fish!\Fish, fish!\You're...\surprisingly into this.\Good job on your first day.\Good work.\Good work.\Now it's time for the paychecks you've been waiting for! response:	Happy!
context: Fish, fish!\You're...\surprisingly into this.\Good job on your first day.\Good work.\Good work.\Now it's time for the paychecks you've been waiting for!\Happy! response:	What's wrong, Yuki?
context: You're...\surprisingly into this.\Good job on your first day.\Good work.\Good work.\Now it's time for the paychecks you've been waiting for!\Happy!\What's wrong, Yuki? response:	Yuki, why?
context: surprisingly into this.\Good job on your first day.\Good work.\Good work.\Now it's time for the paychecks you've been waiting for!\Happy!\What's wrong, Yuki?\Yuki, why? response:	If you don't have money, you can't buy a pole.
context: Good job on your first day.\Good work.\Good work.\Now it's time for the paychecks you've been waiting for!\Happy!\What's wrong, Yuki?\Yuki, why?\If you don't have money, you can't buy a pole. response:	It's okay, Yuki. It was just the first day.
context: Good work.\Good work.\Now it's time for the paychecks you've been waiting for!\Happy!\What's wrong, Yuki?\Yuki, why?\If you don't have money, you can't buy a pole.\It's okay, Yuki. It was just the first day. response:	But...
context: Good work.\Now it's time for the paychecks you've been waiting for!\Happy!\What's wrong, Yuki?\Yuki, why?\If you don't have money, you can't buy a pole.\It's okay, Yuki. It was just the first day.\But... response:	Just take it.
context: Now it's time for the paychecks you've been waiting for!\Happy!\What's wrong, Yuki?\Yuki, why?\If you don't have money, you can't buy a pole.\It's okay, Yuki. It was just the first day.\But...\Just take it. response:	What are you doing?
context: Happy!\What's wrong, Yuki?\Yuki, why?\If you don't have money, you can't buy a pole.\It's okay, Yuki. It was just the first day.\But...\Just take it.\What are you doing? response:	Don't worry about it.
context: What's wrong, Yuki?\Yuki, why?\If you don't have money, you can't buy a pole.\It's okay, Yuki. It was just the first day.\But...\Just take it.\What are you doing?\Don't worry about it. response:	We need to get going.
context: Yuki, why?\If you don't have money, you can't buy a pole.\It's okay, Yuki. It was just the first day.\But...\Just take it.\What are you doing?\Don't worry about it.\We need to get going. response:	But Yuki's not...
context: If you don't have money, you can't buy a pole.\It's okay, Yuki. It was just the first day.\But...\Just take it.\What are you doing?\Don't worry about it.\We need to get going.\But Yuki's not... response:	Haru, why didn't he come with you?
context: It's okay, Yuki. It was just the first day.\But...\Just take it.\What are you doing?\Don't worry about it.\We need to get going.\But Yuki's not...\Haru, why didn't he come with you? response:	Yuki told me to go on ahead.
context: But...\Just take it.\What are you doing?\Don't worry about it.\We need to get going.\But Yuki's not...\Haru, why didn't he come with you?\Yuki told me to go on ahead. response:	Isn't it time to go?
context: Just take it.\What are you doing?\Don't worry about it.\We need to get going.\But Yuki's not...\Haru, why didn't he come with you?\Yuki told me to go on ahead.\Isn't it time to go? response:	You're here again?
context: What are you doing?\Don't worry about it.\We need to get going.\But Yuki's not...\Haru, why didn't he come with you?\Yuki told me to go on ahead.\Isn't it time to go?\You're here again? response:	Yuki's still not here.
context: Don't worry about it.\We need to get going.\But Yuki's not...\Haru, why didn't he come with you?\Yuki told me to go on ahead.\Isn't it time to go?\You're here again?\Yuki's still not here. response:	There's no reason to wait.
context: We need to get going.\But Yuki's not...\Haru, why didn't he come with you?\Yuki told me to go on ahead.\Isn't it time to go?\You're here again?\Yuki's still not here.\There's no reason to wait. response:	You don't understand, do you?
context: But Yuki's not...\Haru, why didn't he come with you?\Yuki told me to go on ahead.\Isn't it time to go?\You're here again?\Yuki's still not here.\There's no reason to wait.\You don't understand, do you? response:	There's no way he could come after embarrassing
context: Haru, why didn't he come with you?\Yuki told me to go on ahead.\Isn't it time to go?\You're here again?\Yuki's still not here.\There's no reason to wait.\You don't understand, do you?\There's no way he could come after embarrassing response:	himself in front of everyone.
context: Yuki told me to go on ahead.\Isn't it time to go?\You're here again?\Yuki's still not here.\There's no reason to wait.\You don't understand, do you?\There's no way he could come after embarrassing\himself in front of everyone. response:	You're the one who doesn't understand.
context: Isn't it time to go?\You're here again?\Yuki's still not here.\There's no reason to wait.\You don't understand, do you?\There's no way he could come after embarrassing\himself in front of everyone.\You're the one who doesn't understand. response:	Yuki will be here.
context: You're here again?\Yuki's still not here.\There's no reason to wait.\You don't understand, do you?\There's no way he could come after embarrassing\himself in front of everyone.\You're the one who doesn't understand.\Yuki will be here. response:	He won't let something like that get him down.
context: Yuki's still not here.\There's no reason to wait.\You don't understand, do you?\There's no way he could come after embarrassing\himself in front of everyone.\You're the one who doesn't understand.\Yuki will be here.\He won't let something like that get him down. response:	We'll see.
context: There's no reason to wait.\You don't understand, do you?\There's no way he could come after embarrassing\himself in front of everyone.\You're the one who doesn't understand.\Yuki will be here.\He won't let something like that get him down.\We'll see. response:	You don't have any friends, do you?
context: You don't understand, do you?\There's no way he could come after embarrassing\himself in front of everyone.\You're the one who doesn't understand.\Yuki will be here.\He won't let something like that get him down.\We'll see.\You don't have any friends, do you? response:	He's here.
context: There's no way he could come after embarrassing\himself in front of everyone.\You're the one who doesn't understand.\Yuki will be here.\He won't let something like that get him down.\We'll see.\You don't have any friends, do you?\He's here. response:	Sorry.
context: himself in front of everyone.\You're the one who doesn't understand.\Yuki will be here.\He won't let something like that get him down.\We'll see.\You don't have any friends, do you?\He's here.\Sorry. response:	You were fixing that?
