context: Yuueisha response:	What are you doing?!
context: I can't let them hear anymore of this...\Movement!\Niizuma-kun!\It's true that the best-case scenario is to have fun while drawing something interesting,\but normally you draw it after making a name...\and the hard thinking comes before the name is done.\Hmm...\I guess if I weren't thinking, I couldn't draw. response:	So, I'm probably thinking then, too.
context: Movement!\Niizuma-kun!\It's true that the best-case scenario is to have fun while drawing something interesting,\but normally you draw it after making a name...\and the hard thinking comes before the name is done.\Hmm...\I guess if I weren't thinking, I couldn't draw.\So, I'm probably thinking then, too. response:	Niizuma-san.
context: Niizuma-kun!\It's true that the best-case scenario is to have fun while drawing something interesting,\but normally you draw it after making a name...\and the hard thinking comes before the name is done.\Hmm...\I guess if I weren't thinking, I couldn't draw.\So, I'm probably thinking then, too.\Niizuma-san. response:	Yes?
context: It's true that the best-case scenario is to have fun while drawing something interesting,\but normally you draw it after making a name...\and the hard thinking comes before the name is done.\Hmm...\I guess if I weren't thinking, I couldn't draw.\So, I'm probably thinking then, too.\Niizuma-san.\Yes? response:	That's enough.
context: but normally you draw it after making a name...\and the hard thinking comes before the name is done.\Hmm...\I guess if I weren't thinking, I couldn't draw.\So, I'm probably thinking then, too.\Niizuma-san.\Yes?\That's enough. response:	We already know how we should draw.
context: and the hard thinking comes before the name is done.\Hmm...\I guess if I weren't thinking, I couldn't draw.\So, I'm probably thinking then, too.\Niizuma-san.\Yes?\That's enough.\We already know how we should draw. response:	Is that so?
context: Hmm...\I guess if I weren't thinking, I couldn't draw.\So, I'm probably thinking then, too.\Niizuma-san.\Yes?\That's enough.\We already know how we should draw.\Is that so? response:	When does your next one run?
context: I guess if I weren't thinking, I couldn't draw.\So, I'm probably thinking then, too.\Niizuma-san.\Yes?\That's enough.\We already know how we should draw.\Is that so?\When does your next one run? response:	I don't know that,
context: So, I'm probably thinking then, too.\Niizuma-san.\Yes?\That's enough.\We already know how we should draw.\Is that so?\When does your next one run?\I don't know that, response:	but we're going to get serialized as fast as we can...
context: Niizuma-san.\Yes?\That's enough.\We already know how we should draw.\Is that so?\When does your next one run?\I don't know that,\but we're going to get serialized as fast as we can... response:	and catch up to you, Niizuma-san.
context: Yes?\That's enough.\We already know how we should draw.\Is that so?\When does your next one run?\I don't know that,\but we're going to get serialized as fast as we can...\and catch up to you, Niizuma-san. response:	I'm happy to hear it! Let's work hard together
context: That's enough.\We already know how we should draw.\Is that so?\When does your next one run?\I don't know that,\but we're going to get serialized as fast as we can...\and catch up to you, Niizuma-san.\I'm happy to hear it! Let's work hard together response:	Until we get serialized,
context: We already know how we should draw.\Is that so?\When does your next one run?\I don't know that,\but we're going to get serialized as fast as we can...\and catch up to you, Niizuma-san.\I'm happy to hear it! Let's work hard together\Until we get serialized, response:	please continue getting serialized and wait for us.
context: Is that so?\When does your next one run?\I don't know that,\but we're going to get serialized as fast as we can...\and catch up to you, Niizuma-san.\I'm happy to hear it! Let's work hard together\Until we get serialized,\please continue getting serialized and wait for us. response:	Roger.
context: When does your next one run?\I don't know that,\but we're going to get serialized as fast as we can...\and catch up to you, Niizuma-san.\I'm happy to hear it! Let's work hard together\Until we get serialized,\please continue getting serialized and wait for us.\Roger. response:	But I may be number one by then.
context: I don't know that,\but we're going to get serialized as fast as we can...\and catch up to you, Niizuma-san.\I'm happy to hear it! Let's work hard together\Until we get serialized,\please continue getting serialized and wait for us.\Roger.\But I may be number one by then. response:	I don't think this world is so soft that you can become number one that easily.
context: but we're going to get serialized as fast as we can...\and catch up to you, Niizuma-san.\I'm happy to hear it! Let's work hard together\Until we get serialized,\please continue getting serialized and wait for us.\Roger.\But I may be number one by then.\I don't think this world is so soft that you can become number one that easily. response:	Yuujirou-san, let's go!
context: and catch up to you, Niizuma-san.\I'm happy to hear it! Let's work hard together\Until we get serialized,\please continue getting serialized and wait for us.\Roger.\But I may be number one by then.\I don't think this world is so soft that you can become number one that easily.\Yuujirou-san, let's go! response:	I don't have any money with me though, so could I ride the taxi back?
context: I'm happy to hear it! Let's work hard together\Until we get serialized,\please continue getting serialized and wait for us.\Roger.\But I may be number one by then.\I don't think this world is so soft that you can become number one that easily.\Yuujirou-san, let's go!\I don't have any money with me though, so could I ride the taxi back? response:	Okay, Hattori-san.
context: Until we get serialized,\please continue getting serialized and wait for us.\Roger.\But I may be number one by then.\I don't think this world is so soft that you can become number one that easily.\Yuujirou-san, let's go!\I don't have any money with me though, so could I ride the taxi back?\Okay, Hattori-san. response:	I think we'll leave it here for today.
context: please continue getting serialized and wait for us.\Roger.\But I may be number one by then.\I don't think this world is so soft that you can become number one that easily.\Yuujirou-san, let's go!\I don't have any money with me though, so could I ride the taxi back?\Okay, Hattori-san.\I think we'll leave it here for today. response:	OOkay.
context: Roger.\But I may be number one by then.\I don't think this world is so soft that you can become number one that easily.\Yuujirou-san, let's go!\I don't have any money with me though, so could I ride the taxi back?\Okay, Hattori-san.\I think we'll leave it here for today.\OOkay. response:	Do your best.
context: But I may be number one by then.\I don't think this world is so soft that you can become number one that easily.\Yuujirou-san, let's go!\I don't have any money with me though, so could I ride the taxi back?\Okay, Hattori-san.\I think we'll leave it here for today.\OOkay.\Do your best. response:	Yes, excuse us!
context: I don't think this world is so soft that you can become number one that easily.\Yuujirou-san, let's go!\I don't have any money with me though, so could I ride the taxi back?\Okay, Hattori-san.\I think we'll leave it here for today.\OOkay.\Do your best.\Yes, excuse us! response:	Niizuma Eiji and those two...
context: Yuujirou-san, let's go!\I don't have any money with me though, so could I ride the taxi back?\Okay, Hattori-san.\I think we'll leave it here for today.\OOkay.\Do your best.\Yes, excuse us!\Niizuma Eiji and those two... response:	Would a responsible adult keep letting them get away with these things?
context: I don't have any money with me though, so could I ride the taxi back?\Okay, Hattori-san.\I think we'll leave it here for today.\OOkay.\Do your best.\Yes, excuse us!\Niizuma Eiji and those two...\Would a responsible adult keep letting them get away with these things? response:	I probably should've had them take this with them.
context: Okay, Hattori-san.\I think we'll leave it here for today.\OOkay.\Do your best.\Yes, excuse us!\Niizuma Eiji and those two...\Would a responsible adult keep letting them get away with these things?\I probably should've had them take this with them. response:	There's something else in here.
context: I think we'll leave it here for today.\OOkay.\Do your best.\Yes, excuse us!\Niizuma Eiji and those two...\Would a responsible adult keep letting them get away with these things?\I probably should've had them take this with them.\There's something else in here. response:	They drew a one-page drawing, too?
context: OOkay.\Do your best.\Yes, excuse us!\Niizuma Eiji and those two...\Would a responsible adult keep letting them get away with these things?\I probably should've had them take this with them.\There's something else in here.\They drew a one-page drawing, too? response:	This is drawn pretty well.
context: Do your best.\Yes, excuse us!\Niizuma Eiji and those two...\Would a responsible adult keep letting them get away with these things?\I probably should've had them take this with them.\There's something else in here.\They drew a one-page drawing, too?\This is drawn pretty well. response:	Those two's determination always gets through.
context: Yes, excuse us!\Niizuma Eiji and those two...\Would a responsible adult keep letting them get away with these things?\I probably should've had them take this with them.\There's something else in here.\They drew a one-page drawing, too?\This is drawn pretty well.\Those two's determination always gets through. response:	But how could you make this work as a battle manga...?
context: Niizuma Eiji and those two...\Would a responsible adult keep letting them get away with these things?\I probably should've had them take this with them.\There's something else in here.\They drew a one-page drawing, too?\This is drawn pretty well.\Those two's determination always gets through.\But how could you make this work as a battle manga...? response:	I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.
context: Would a responsible adult keep letting them get away with these things?\I probably should've had them take this with them.\There's something else in here.\They drew a one-page drawing, too?\This is drawn pretty well.\Those two's determination always gets through.\But how could you make this work as a battle manga...?\I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun. response:	Really? It was interesting.
context: I probably should've had them take this with them.\There's something else in here.\They drew a one-page drawing, too?\This is drawn pretty well.\Those two's determination always gets through.\But how could you make this work as a battle manga...?\I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.\Really? It was interesting. response:	But when I heard Ashirogi-sensei was going to try to write a battle manga too,
context: There's something else in here.\They drew a one-page drawing, too?\This is drawn pretty well.\Those two's determination always gets through.\But how could you make this work as a battle manga...?\I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.\Really? It was interesting.\But when I heard Ashirogi-sensei was going to try to write a battle manga too, response:	I was a little disappointed.
context: They drew a one-page drawing, too?\This is drawn pretty well.\Those two's determination always gets through.\But how could you make this work as a battle manga...?\I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.\Really? It was interesting.\But when I heard Ashirogi-sensei was going to try to write a battle manga too,\I was a little disappointed. response:	Eh? Those two?
context: This is drawn pretty well.\Those two's determination always gets through.\But how could you make this work as a battle manga...?\I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.\Really? It was interesting.\But when I heard Ashirogi-sensei was going to try to write a battle manga too,\I was a little disappointed.\Eh? Those two? response:	I really can't picture it...
context: Those two's determination always gets through.\But how could you make this work as a battle manga...?\I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.\Really? It was interesting.\But when I heard Ashirogi-sensei was going to try to write a battle manga too,\I was a little disappointed.\Eh? Those two?\I really can't picture it... response:	Well, I can't imagine it being good.
context: But how could you make this work as a battle manga...?\I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.\Really? It was interesting.\But when I heard Ashirogi-sensei was going to try to write a battle manga too,\I was a little disappointed.\Eh? Those two?\I really can't picture it...\Well, I can't imagine it being good. response:	I think Ashirogi-sensei will become my rival.
context: I'm surprised you said you liked Kono Yo wa Kane to Chie, Niizuma-kun.\Really? It was interesting.\But when I heard Ashirogi-sensei was going to try to write a battle manga too,\I was a little disappointed.\Eh? Those two?\I really can't picture it...\Well, I can't imagine it being good.\I think Ashirogi-sensei will become my rival. response:	Especially the shorter one of them.
context: Really? It was interesting.\But when I heard Ashirogi-sensei was going to try to write a battle manga too,\I was a little disappointed.\Eh? Those two?\I really can't picture it...\Well, I can't imagine it being good.\I think Ashirogi-sensei will become my rival.\Especially the shorter one of them. response:	I think he could even come up with something alone.
context: But when I heard Ashirogi-sensei was going to try to write a battle manga too,\I was a little disappointed.\Eh? Those two?\I really can't picture it...\Well, I can't imagine it being good.\I think Ashirogi-sensei will become my rival.\Especially the shorter one of them.\I think he could even come up with something alone. response:	Why do you say that?
context: I was a little disappointed.\Eh? Those two?\I really can't picture it...\Well, I can't imagine it being good.\I think Ashirogi-sensei will become my rival.\Especially the shorter one of them.\I think he could even come up with something alone.\Why do you say that? response:	Can't you tell?!
context: Eh? Those two?\I really can't picture it...\Well, I can't imagine it being good.\I think Ashirogi-sensei will become my rival.\Especially the shorter one of them.\I think he could even come up with something alone.\Why do you say that?\Can't you tell?! response:	No, sorry, I can't.
context: I really can't picture it...\Well, I can't imagine it being good.\I think Ashirogi-sensei will become my rival.\Especially the shorter one of them.\I think he could even come up with something alone.\Why do you say that?\Can't you tell?!\No, sorry, I can't. response:	You saw those two assistants who came this afternoon, right?
context: Well, I can't imagine it being good.\I think Ashirogi-sensei will become my rival.\Especially the shorter one of them.\I think he could even come up with something alone.\Why do you say that?\Can't you tell?!\No, sorry, I can't.\You saw those two assistants who came this afternoon, right? response:	His eyes were different from those two's.
context: I think Ashirogi-sensei will become my rival.\Especially the shorter one of them.\I think he could even come up with something alone.\Why do you say that?\Can't you tell?!\No, sorry, I can't.\You saw those two assistants who came this afternoon, right?\His eyes were different from those two's. response:	They were clear and had fire in them.
context: Especially the shorter one of them.\I think he could even come up with something alone.\Why do you say that?\Can't you tell?!\No, sorry, I can't.\You saw those two assistants who came this afternoon, right?\His eyes were different from those two's.\They were clear and had fire in them. response:	He had the eyes of a manga hero who does something incredible.
context: I think he could even come up with something alone.\Why do you say that?\Can't you tell?!\No, sorry, I can't.\You saw those two assistants who came this afternoon, right?\His eyes were different from those two's.\They were clear and had fire in them.\He had the eyes of a manga hero who does something incredible. response:	What a weird way of judging...
context: Why do you say that?\Can't you tell?!\No, sorry, I can't.\You saw those two assistants who came this afternoon, right?\His eyes were different from those two's.\They were clear and had fire in them.\He had the eyes of a manga hero who does something incredible.\What a weird way of judging... response:	Can you really see talent for manga that way?
context: Can't you tell?!\No, sorry, I can't.\You saw those two assistants who came this afternoon, right?\His eyes were different from those two's.\They were clear and had fire in them.\He had the eyes of a manga hero who does something incredible.\What a weird way of judging...\Can you really see talent for manga that way? response:	HHey, Niizuma-kun! What's going on?
context: No, sorry, I can't.\You saw those two assistants who came this afternoon, right?\His eyes were different from those two's.\They were clear and had fire in them.\He had the eyes of a manga hero who does something incredible.\What a weird way of judging...\Can you really see talent for manga that way?\HHey, Niizuma-kun! What's going on? response:	Calm down!
context: You saw those two assistants who came this afternoon, right?\His eyes were different from those two's.\They were clear and had fire in them.\He had the eyes of a manga hero who does something incredible.\What a weird way of judging...\Can you really see talent for manga that way?\HHey, Niizuma-kun! What's going on?\Calm down! response:	Niizuma Eiji...
context: His eyes were different from those two's.\They were clear and had fire in them.\He had the eyes of a manga hero who does something incredible.\What a weird way of judging...\Can you really see talent for manga that way?\HHey, Niizuma-kun! What's going on?\Calm down!\Niizuma Eiji... response:	He's one of those Hattori-san told us about that time.
context: They were clear and had fire in them.\He had the eyes of a manga hero who does something incredible.\What a weird way of judging...\Can you really see talent for manga that way?\HHey, Niizuma-kun! What's going on?\Calm down!\Niizuma Eiji...\He's one of those Hattori-san told us about that time. response:	The genius-type that just passionately draws what he wants and it becomes a hit.
context: He had the eyes of a manga hero who does something incredible.\What a weird way of judging...\Can you really see talent for manga that way?\HHey, Niizuma-kun! What's going on?\Calm down!\Niizuma Eiji...\He's one of those Hattori-san told us about that time.\The genius-type that just passionately draws what he wants and it becomes a hit. response:	Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.
context: What a weird way of judging...\Can you really see talent for manga that way?\HHey, Niizuma-kun! What's going on?\Calm down!\Niizuma Eiji...\He's one of those Hattori-san told us about that time.\The genius-type that just passionately draws what he wants and it becomes a hit.\Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit. response:	Before, you said you knew how you should be drawing.
context: Can you really see talent for manga that way?\HHey, Niizuma-kun! What's going on?\Calm down!\Niizuma Eiji...\He's one of those Hattori-san told us about that time.\The genius-type that just passionately draws what he wants and it becomes a hit.\Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.\Before, you said you knew how you should be drawing. response:	Were you serious?
context: HHey, Niizuma-kun! What's going on?\Calm down!\Niizuma Eiji...\He's one of those Hattori-san told us about that time.\The genius-type that just passionately draws what he wants and it becomes a hit.\Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.\Before, you said you knew how you should be drawing.\Were you serious? response:	Well... It's more like I just think we should go back to how we were originally.
context: Calm down!\Niizuma Eiji...\He's one of those Hattori-san told us about that time.\The genius-type that just passionately draws what he wants and it becomes a hit.\Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.\Before, you said you knew how you should be drawing.\Were you serious?\Well... It's more like I just think we should go back to how we were originally. response:	Whether it's mainstream or not,
context: Niizuma Eiji...\He's one of those Hattori-san told us about that time.\The genius-type that just passionately draws what he wants and it becomes a hit.\Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.\Before, you said you knew how you should be drawing.\Were you serious?\Well... It's more like I just think we should go back to how we were originally.\Whether it's mainstream or not, response:	in the end there are two ways of drawing manga.
context: He's one of those Hattori-san told us about that time.\The genius-type that just passionately draws what he wants and it becomes a hit.\Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.\Before, you said you knew how you should be drawing.\Were you serious?\Well... It's more like I just think we should go back to how we were originally.\Whether it's mainstream or not,\in the end there are two ways of drawing manga. response:	Like Eiji, with the characters moving on their own...
context: The genius-type that just passionately draws what he wants and it becomes a hit.\Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.\Before, you said you knew how you should be drawing.\Were you serious?\Well... It's more like I just think we should go back to how we were originally.\Whether it's mainstream or not,\in the end there are two ways of drawing manga.\Like Eiji, with the characters moving on their own... response:	or to calculate it, but make it seem like you're not calculating it.
context: Yeah, the stuff Eiji usually does is the kind that tends to turn into a hit.\Before, you said you knew how you should be drawing.\Were you serious?\Well... It's more like I just think we should go back to how we were originally.\Whether it's mainstream or not,\in the end there are two ways of drawing manga.\Like Eiji, with the characters moving on their own...\or to calculate it, but make it seem like you're not calculating it. response:	Sounds complicated.
context: Before, you said you knew how you should be drawing.\Were you serious?\Well... It's more like I just think we should go back to how we were originally.\Whether it's mainstream or not,\in the end there are two ways of drawing manga.\Like Eiji, with the characters moving on their own...\or to calculate it, but make it seem like you're not calculating it.\Sounds complicated. response:	Reasons for fighting, heroines, laughs, tears...
context: Were you serious?\Well... It's more like I just think we should go back to how we were originally.\Whether it's mainstream or not,\in the end there are two ways of drawing manga.\Like Eiji, with the characters moving on their own...\or to calculate it, but make it seem like you're not calculating it.\Sounds complicated.\Reasons for fighting, heroines, laughs, tears... response:	They all seem obvious,
context: Well... It's more like I just think we should go back to how we were originally.\Whether it's mainstream or not,\in the end there are two ways of drawing manga.\Like Eiji, with the characters moving on their own...\or to calculate it, but make it seem like you're not calculating it.\Sounds complicated.\Reasons for fighting, heroines, laughs, tears...\They all seem obvious, response:	but until now, there are things we haven't been aware of.
context: Whether it's mainstream or not,\in the end there are two ways of drawing manga.\Like Eiji, with the characters moving on their own...\or to calculate it, but make it seem like you're not calculating it.\Sounds complicated.\Reasons for fighting, heroines, laughs, tears...\They all seem obvious,\but until now, there are things we haven't been aware of. response:	If we can cover everything Hattori-san said,
context: in the end there are two ways of drawing manga.\Like Eiji, with the characters moving on their own...\or to calculate it, but make it seem like you're not calculating it.\Sounds complicated.\Reasons for fighting, heroines, laughs, tears...\They all seem obvious,\but until now, there are things we haven't been aware of.\If we can cover everything Hattori-san said, response:	I think we could make something amazing.
context: Like Eiji, with the characters moving on their own...\or to calculate it, but make it seem like you're not calculating it.\Sounds complicated.\Reasons for fighting, heroines, laughs, tears...\They all seem obvious,\but until now, there are things we haven't been aware of.\If we can cover everything Hattori-san said,\I think we could make something amazing. response:	You could be right.
context: or to calculate it, but make it seem like you're not calculating it.\Sounds complicated.\Reasons for fighting, heroines, laughs, tears...\They all seem obvious,\but until now, there are things we haven't been aware of.\If we can cover everything Hattori-san said,\I think we could make something amazing.\You could be right. response:	Uh, but the one to be calculating all that...
context: Sounds complicated.\Reasons for fighting, heroines, laughs, tears...\They all seem obvious,\but until now, there are things we haven't been aware of.\If we can cover everything Hattori-san said,\I think we could make something amazing.\You could be right.\Uh, but the one to be calculating all that... response:	and making it seem like it wasn't planned is going to be me, isn't it?
context: Reasons for fighting, heroines, laughs, tears...\They all seem obvious,\but until now, there are things we haven't been aware of.\If we can cover everything Hattori-san said,\I think we could make something amazing.\You could be right.\Uh, but the one to be calculating all that...\and making it seem like it wasn't planned is going to be me, isn't it? response:	Well, it looks like writing it without thinking would be the best way, though.
context: They all seem obvious,\but until now, there are things we haven't been aware of.\If we can cover everything Hattori-san said,\I think we could make something amazing.\You could be right.\Uh, but the one to be calculating all that...\and making it seem like it wasn't planned is going to be me, isn't it?\Well, it looks like writing it without thinking would be the best way, though. response:	Man, it really does look like mainstream is a higher hurdle to overcome.
context: but until now, there are things we haven't been aware of.\If we can cover everything Hattori-san said,\I think we could make something amazing.\You could be right.\Uh, but the one to be calculating all that...\and making it seem like it wasn't planned is going to be me, isn't it?\Well, it looks like writing it without thinking would be the best way, though.\Man, it really does look like mainstream is a higher hurdle to overcome. response:	I said I'd help, too.
context: If we can cover everything Hattori-san said,\I think we could make something amazing.\You could be right.\Uh, but the one to be calculating all that...\and making it seem like it wasn't planned is going to be me, isn't it?\Well, it looks like writing it without thinking would be the best way, though.\Man, it really does look like mainstream is a higher hurdle to overcome.\I said I'd help, too. response:	Anyway, our real fight starts here.
context: I think we could make something amazing.\You could be right.\Uh, but the one to be calculating all that...\and making it seem like it wasn't planned is going to be me, isn't it?\Well, it looks like writing it without thinking would be the best way, though.\Man, it really does look like mainstream is a higher hurdle to overcome.\I said I'd help, too.\Anyway, our real fight starts here. response:	What? It's like the last line in a canceled series!
context: You could be right.\Uh, but the one to be calculating all that...\and making it seem like it wasn't planned is going to be me, isn't it?\Well, it looks like writing it without thinking would be the best way, though.\Man, it really does look like mainstream is a higher hurdle to overcome.\I said I'd help, too.\Anyway, our real fight starts here.\What? It's like the last line in a canceled series! response:	Thank you very much!
context: Uh, but the one to be calculating all that...\and making it seem like it wasn't planned is going to be me, isn't it?\Well, it looks like writing it without thinking would be the best way, though.\Man, it really does look like mainstream is a higher hurdle to overcome.\I said I'd help, too.\Anyway, our real fight starts here.\What? It's like the last line in a canceled series!\Thank you very much! response:	Was I... not good enough?
context: and making it seem like it wasn't planned is going to be me, isn't it?\Well, it looks like writing it without thinking would be the best way, though.\Man, it really does look like mainstream is a higher hurdle to overcome.\I said I'd help, too.\Anyway, our real fight starts here.\What? It's like the last line in a canceled series!\Thank you very much!\Was I... not good enough? response:	You can't get that depressed after failing one audition.
context: Well, it looks like writing it without thinking would be the best way, though.\Man, it really does look like mainstream is a higher hurdle to overcome.\I said I'd help, too.\Anyway, our real fight starts here.\What? It's like the last line in a canceled series!\Thank you very much!\Was I... not good enough?\You can't get that depressed after failing one audition. response:	Just work hard for next time.
context: Man, it really does look like mainstream is a higher hurdle to overcome.\I said I'd help, too.\Anyway, our real fight starts here.\What? It's like the last line in a canceled series!\Thank you very much!\Was I... not good enough?\You can't get that depressed after failing one audition.\Just work hard for next time. response:	Come on, let's try again.
context: I said I'd help, too.\Anyway, our real fight starts here.\What? It's like the last line in a canceled series!\Thank you very much!\Was I... not good enough?\You can't get that depressed after failing one audition.\Just work hard for next time.\Come on, let's try again. response:	Yes, ma'am.
context: Anyway, our real fight starts here.\What? It's like the last line in a canceled series!\Thank you very much!\Was I... not good enough?\You can't get that depressed after failing one audition.\Just work hard for next time.\Come on, let's try again.\Yes, ma'am. response:	This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.
context: What? It's like the last line in a canceled series!\Thank you very much!\Was I... not good enough?\You can't get that depressed after failing one audition.\Just work hard for next time.\Come on, let's try again.\Yes, ma'am.\This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou. response:	There's audition for the students.
context: Thank you very much!\Was I... not good enough?\You can't get that depressed after failing one audition.\Just work hard for next time.\Come on, let's try again.\Yes, ma'am.\This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.\There's audition for the students. response:	You want to try for it?
context: Was I... not good enough?\You can't get that depressed after failing one audition.\Just work hard for next time.\Come on, let's try again.\Yes, ma'am.\This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.\There's audition for the students.\You want to try for it? response:	The offices are calling for recommended newcomers.
context: You can't get that depressed after failing one audition.\Just work hard for next time.\Come on, let's try again.\Yes, ma'am.\This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.\There's audition for the students.\You want to try for it?\The offices are calling for recommended newcomers. response:	You need acting skills, of course, but it seems they also want skilled singers.
context: Just work hard for next time.\Come on, let's try again.\Yes, ma'am.\This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.\There's audition for the students.\You want to try for it?\The offices are calling for recommended newcomers.\You need acting skills, of course, but it seems they also want skilled singers. response:	I'd love to!
context: Come on, let's try again.\Yes, ma'am.\This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.\There's audition for the students.\You want to try for it?\The offices are calling for recommended newcomers.\You need acting skills, of course, but it seems they also want skilled singers.\I'd love to! response:	Please let me take it!
context: Yes, ma'am.\This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.\There's audition for the students.\You want to try for it?\The offices are calling for recommended newcomers.\You need acting skills, of course, but it seems they also want skilled singers.\I'd love to!\Please let me take it! response:	Acting... singing...?
context: This is starting in a late-night time slot this summer, Sei Visual Jyogakuin Koutou.\There's audition for the students.\You want to try for it?\The offices are calling for recommended newcomers.\You need acting skills, of course, but it seems they also want skilled singers.\I'd love to!\Please let me take it!\Acting... singing...? response:	How about you?
context: There's audition for the students.\You want to try for it?\The offices are calling for recommended newcomers.\You need acting skills, of course, but it seems they also want skilled singers.\I'd love to!\Please let me take it!\Acting... singing...?\How about you? response:	I'll go.
context: You want to try for it?\The offices are calling for recommended newcomers.\You need acting skills, of course, but it seems they also want skilled singers.\I'd love to!\Please let me take it!\Acting... singing...?\How about you?\I'll go. response:	The audition is the Sunday two weeks from now.
context: The offices are calling for recommended newcomers.\You need acting skills, of course, but it seems they also want skilled singers.\I'd love to!\Please let me take it!\Acting... singing...?\How about you?\I'll go.\The audition is the Sunday two weeks from now. response:	The details are on the flyer inside the script.
context: You need acting skills, of course, but it seems they also want skilled singers.\I'd love to!\Please let me take it!\Acting... singing...?\How about you?\I'll go.\The audition is the Sunday two weeks from now.\The details are on the flyer inside the script. response:	All right!
context: I'd love to!\Please let me take it!\Acting... singing...?\How about you?\I'll go.\The audition is the Sunday two weeks from now.\The details are on the flyer inside the script.\All right! response:	Thank you very much!
context: Please let me take it!\Acting... singing...?\How about you?\I'll go.\The audition is the Sunday two weeks from now.\The details are on the flyer inside the script.\All right!\Thank you very much! response:	Miho!
context: Acting... singing...?\How about you?\I'll go.\The audition is the Sunday two weeks from now.\The details are on the flyer inside the script.\All right!\Thank you very much!\Miho! response:	Sorry, I ended up being late.
context: How about you?\I'll go.\The audition is the Sunday two weeks from now.\The details are on the flyer inside the script.\All right!\Thank you very much!\Miho!\Sorry, I ended up being late. response:	Kaya!
context: I'll go.\The audition is the Sunday two weeks from now.\The details are on the flyer inside the script.\All right!\Thank you very much!\Miho!\Sorry, I ended up being late.\Kaya! response:	It must have been a long ride to Hachiouji.
context: The audition is the Sunday two weeks from now.\The details are on the flyer inside the script.\All right!\Thank you very much!\Miho!\Sorry, I ended up being late.\Kaya!\It must have been a long ride to Hachiouji. response:	No, it was kinda like going on a trip, I had fun.
context: The details are on the flyer inside the script.\All right!\Thank you very much!\Miho!\Sorry, I ended up being late.\Kaya!\It must have been a long ride to Hachiouji.\No, it was kinda like going on a trip, I had fun. response:	By the way...
context: All right!\Thank you very much!\Miho!\Sorry, I ended up being late.\Kaya!\It must have been a long ride to Hachiouji.\No, it was kinda like going on a trip, I had fun.\By the way... response:	WhWhat?
context: Thank you very much!\Miho!\Sorry, I ended up being late.\Kaya!\It must have been a long ride to Hachiouji.\No, it was kinda like going on a trip, I had fun.\By the way...\WhWhat? response:	Why did you change clothes?
context: Miho!\Sorry, I ended up being late.\Kaya!\It must have been a long ride to Hachiouji.\No, it was kinda like going on a trip, I had fun.\By the way...\WhWhat?\Why did you change clothes? response:	You said you would show me your new uniform.
context: Sorry, I ended up being late.\Kaya!\It must have been a long ride to Hachiouji.\No, it was kinda like going on a trip, I had fun.\By the way...\WhWhat?\Why did you change clothes?\You said you would show me your new uniform. response:	I told you, I went straight there from the studio.
context: Kaya!\It must have been a long ride to Hachiouji.\No, it was kinda like going on a trip, I had fun.\By the way...\WhWhat?\Why did you change clothes?\You said you would show me your new uniform.\I told you, I went straight there from the studio. response:	I'd look weird wearing a uniform there.
context: It must have been a long ride to Hachiouji.\No, it was kinda like going on a trip, I had fun.\By the way...\WhWhat?\Why did you change clothes?\You said you would show me your new uniform.\I told you, I went straight there from the studio.\I'd look weird wearing a uniform there. response:	How did this last audition go?
context: No, it was kinda like going on a trip, I had fun.\By the way...\WhWhat?\Why did you change clothes?\You said you would show me your new uniform.\I told you, I went straight there from the studio.\I'd look weird wearing a uniform there.\How did this last audition go? response:	What was it?
context: By the way...\WhWhat?\Why did you change clothes?\You said you would show me your new uniform.\I told you, I went straight there from the studio.\I'd look weird wearing a uniform there.\How did this last audition go?\What was it? response:	The high-handed lady, or something...
