context: This is your last chance to surrender, Garo! response:	You're thinking, This isn't how it was supposed to go down, huh?
context: This newbie is holding us back.\We shouldn't have to split our earnings with him.\O-Oh, that's fine. You guys can have it...\It's all over...\I'm going to be killed!\I'm not cut out to be a hero...\I'm just a commoner... I'm at my limit!\Who the heck decides what your limit is, anyway? response:	If you have the time to break down,
context: We shouldn't have to split our earnings with him.\O-Oh, that's fine. You guys can have it...\It's all over...\I'm going to be killed!\I'm not cut out to be a hero...\I'm just a commoner... I'm at my limit!\Who the heck decides what your limit is, anyway?\If you have the time to break down, response:	you're better off moving forward.
context: O-Oh, that's fine. You guys can have it...\It's all over...\I'm going to be killed!\I'm not cut out to be a hero...\I'm just a commoner... I'm at my limit!\Who the heck decides what your limit is, anyway?\If you have the time to break down,\you're better off moving forward. response:	Back then, I decided that I would change.
context: It's all over...\I'm going to be killed!\I'm not cut out to be a hero...\I'm just a commoner... I'm at my limit!\Who the heck decides what your limit is, anyway?\If you have the time to break down,\you're better off moving forward.\Back then, I decided that I would change. response:	Just like him!
context: I'm going to be killed!\I'm not cut out to be a hero...\I'm just a commoner... I'm at my limit!\Who the heck decides what your limit is, anyway?\If you have the time to break down,\you're better off moving forward.\Back then, I decided that I would change.\Just like him! response:	If I'm just going to be used as a shield, I'll fight you head-on
context: I'm not cut out to be a hero...\I'm just a commoner... I'm at my limit!\Who the heck decides what your limit is, anyway?\If you have the time to break down,\you're better off moving forward.\Back then, I decided that I would change.\Just like him!\If I'm just going to be used as a shield, I'll fight you head-on response:	Yeah, there you go. You can do it.
context: I'm just a commoner... I'm at my limit!\Who the heck decides what your limit is, anyway?\If you have the time to break down,\you're better off moving forward.\Back then, I decided that I would change.\Just like him!\If I'm just going to be used as a shield, I'll fight you head-on\Yeah, there you go. You can do it. response:	You're pretty confident in your stamina, right?
context: Who the heck decides what your limit is, anyway?\If you have the time to break down,\you're better off moving forward.\Back then, I decided that I would change.\Just like him!\If I'm just going to be used as a shield, I'll fight you head-on\Yeah, there you go. You can do it.\You're pretty confident in your stamina, right? response:	You bastard!
context: If you have the time to break down,\you're better off moving forward.\Back then, I decided that I would change.\Just like him!\If I'm just going to be used as a shield, I'll fight you head-on\Yeah, there you go. You can do it.\You're pretty confident in your stamina, right?\You bastard! response:	It's a trap, Stinger!
context: you're better off moving forward.\Back then, I decided that I would change.\Just like him!\If I'm just going to be used as a shield, I'll fight you head-on\Yeah, there you go. You can do it.\You're pretty confident in your stamina, right?\You bastard!\It's a trap, Stinger! response:	Still, I can't just abandon him!
context: Back then, I decided that I would change.\Just like him!\If I'm just going to be used as a shield, I'll fight you head-on\Yeah, there you go. You can do it.\You're pretty confident in your stamina, right?\You bastard!\It's a trap, Stinger!\Still, I can't just abandon him! response:	Gigantic Drill Stinger!
context: Just like him!\If I'm just going to be used as a shield, I'll fight you head-on\Yeah, there you go. You can do it.\You're pretty confident in your stamina, right?\You bastard!\It's a trap, Stinger!\Still, I can't just abandon him!\Gigantic Drill Stinger! response:	To think you'd get rid of your shield yourself...
context: If I'm just going to be used as a shield, I'll fight you head-on\Yeah, there you go. You can do it.\You're pretty confident in your stamina, right?\You bastard!\It's a trap, Stinger!\Still, I can't just abandon him!\Gigantic Drill Stinger!\To think you'd get rid of your shield yourself... response:	Now I won't have to worry about others getting caught in my fire.
context: Yeah, there you go. You can do it.\You're pretty confident in your stamina, right?\You bastard!\It's a trap, Stinger!\Still, I can't just abandon him!\Gigantic Drill Stinger!\To think you'd get rid of your shield yourself...\Now I won't have to worry about others getting caught in my fire. response:	This is the end, Garo the Monster!
context: You're pretty confident in your stamina, right?\You bastard!\It's a trap, Stinger!\Still, I can't just abandon him!\Gigantic Drill Stinger!\To think you'd get rid of your shield yourself...\Now I won't have to worry about others getting caught in my fire.\This is the end, Garo the Monster! response:	There's a kid inside the shack.
context: You bastard!\It's a trap, Stinger!\Still, I can't just abandon him!\Gigantic Drill Stinger!\To think you'd get rid of your shield yourself...\Now I won't have to worry about others getting caught in my fire.\This is the end, Garo the Monster!\There's a kid inside the shack. response:	If you shoot from there, he'll be caught in the crossfire.
context: It's a trap, Stinger!\Still, I can't just abandon him!\Gigantic Drill Stinger!\To think you'd get rid of your shield yourself...\Now I won't have to worry about others getting caught in my fire.\This is the end, Garo the Monster!\There's a kid inside the shack.\If you shoot from there, he'll be caught in the crossfire. response:	Of all the things you could possibly say...
context: Still, I can't just abandon him!\Gigantic Drill Stinger!\To think you'd get rid of your shield yourself...\Now I won't have to worry about others getting caught in my fire.\This is the end, Garo the Monster!\There's a kid inside the shack.\If you shoot from there, he'll be caught in the crossfire.\Of all the things you could possibly say... response:	As if I'd believe a cheap lie like that!
context: Gigantic Drill Stinger!\To think you'd get rid of your shield yourself...\Now I won't have to worry about others getting caught in my fire.\This is the end, Garo the Monster!\There's a kid inside the shack.\If you shoot from there, he'll be caught in the crossfire.\Of all the things you could possibly say...\As if I'd believe a cheap lie like that! response:	Watch carefully.
context: To think you'd get rid of your shield yourself...\Now I won't have to worry about others getting caught in my fire.\This is the end, Garo the Monster!\There's a kid inside the shack.\If you shoot from there, he'll be caught in the crossfire.\Of all the things you could possibly say...\As if I'd believe a cheap lie like that!\Watch carefully. response:	Witness the moment the monster is victorious!
context: Now I won't have to worry about others getting caught in my fire.\This is the end, Garo the Monster!\There's a kid inside the shack.\If you shoot from there, he'll be caught in the crossfire.\Of all the things you could possibly say...\As if I'd believe a cheap lie like that!\Watch carefully.\Witness the moment the monster is victorious! response:	Justice will prevail.
context: This is the end, Garo the Monster!\There's a kid inside the shack.\If you shoot from there, he'll be caught in the crossfire.\Of all the things you could possibly say...\As if I'd believe a cheap lie like that!\Watch carefully.\Witness the moment the monster is victorious!\Justice will prevail. response:	Die!
context: There's a kid inside the shack.\If you shoot from there, he'll be caught in the crossfire.\Of all the things you could possibly say...\As if I'd believe a cheap lie like that!\Watch carefully.\Witness the moment the monster is victorious!\Justice will prevail.\Die! response:	Death Shower!
context: If you shoot from there, he'll be caught in the crossfire.\Of all the things you could possibly say...\As if I'd believe a cheap lie like that!\Watch carefully.\Witness the moment the monster is victorious!\Justice will prevail.\Die!\Death Shower! response:	Why?!
context: Of all the things you could possibly say...\As if I'd believe a cheap lie like that!\Watch carefully.\Witness the moment the monster is victorious!\Justice will prevail.\Die!\Death Shower!\Why?! response:	Why can't I hit him?
context: As if I'd believe a cheap lie like that!\Watch carefully.\Witness the moment the monster is victorious!\Justice will prevail.\Die!\Death Shower!\Why?!\Why can't I hit him? response:	O-Old dude...
context: Watch carefully.\Witness the moment the monster is victorious!\Justice will prevail.\Die!\Death Shower!\Why?!\Why can't I hit him?\O-Old dude... response:	Tch... Talk about a ridiculous amount of bullets.
context: Witness the moment the monster is victorious!\Justice will prevail.\Die!\Death Shower!\Why?!\Why can't I hit him?\O-Old dude...\Tch... Talk about a ridiculous amount of bullets. response:	There's no point in taking aim again.
context: Justice will prevail.\Die!\Death Shower!\Why?!\Why can't I hit him?\O-Old dude...\Tch... Talk about a ridiculous amount of bullets.\There's no point in taking aim again. response:	I know that was your Death Shower, which requires you to fire all your bullets.
context: Die!\Death Shower!\Why?!\Why can't I hit him?\O-Old dude...\Tch... Talk about a ridiculous amount of bullets.\There's no point in taking aim again.\I know that was your Death Shower, which requires you to fire all your bullets. response:	So he was provoking me, as well?
context: Death Shower!\Why?!\Why can't I hit him?\O-Old dude...\Tch... Talk about a ridiculous amount of bullets.\There's no point in taking aim again.\I know that was your Death Shower, which requires you to fire all your bullets.\So he was provoking me, as well? response:	Any monster that attack hits becomes mincemeat...
context: Why?!\Why can't I hit him?\O-Old dude...\Tch... Talk about a ridiculous amount of bullets.\There's no point in taking aim again.\I know that was your Death Shower, which requires you to fire all your bullets.\So he was provoking me, as well?\Any monster that attack hits becomes mincemeat... response:	Or apparently not.
context: Why can't I hit him?\O-Old dude...\Tch... Talk about a ridiculous amount of bullets.\There's no point in taking aim again.\I know that was your Death Shower, which requires you to fire all your bullets.\So he was provoking me, as well?\Any monster that attack hits becomes mincemeat...\Or apparently not. response:	Thanks.
context: O-Old dude...\Tch... Talk about a ridiculous amount of bullets.\There's no point in taking aim again.\I know that was your Death Shower, which requires you to fire all your bullets.\So he was provoking me, as well?\Any monster that attack hits becomes mincemeat...\Or apparently not.\Thanks. response:	You just proved that firearms can't defeat me.
context: Tch... Talk about a ridiculous amount of bullets.\There's no point in taking aim again.\I know that was your Death Shower, which requires you to fire all your bullets.\So he was provoking me, as well?\Any monster that attack hits becomes mincemeat...\Or apparently not.\Thanks.\You just proved that firearms can't defeat me. response:	This shouldn't have happened, right?
context: There's no point in taking aim again.\I know that was your Death Shower, which requires you to fire all your bullets.\So he was provoking me, as well?\Any monster that attack hits becomes mincemeat...\Or apparently not.\Thanks.\You just proved that firearms can't defeat me.\This shouldn't have happened, right? response:	Too bad for you, you stooges.
context: I know that was your Death Shower, which requires you to fire all your bullets.\So he was provoking me, as well?\Any monster that attack hits becomes mincemeat...\Or apparently not.\Thanks.\You just proved that firearms can't defeat me.\This shouldn't have happened, right?\Too bad for you, you stooges. response:	Guess you should've called for a Class S hero or two, after all.
context: So he was provoking me, as well?\Any monster that attack hits becomes mincemeat...\Or apparently not.\Thanks.\You just proved that firearms can't defeat me.\This shouldn't have happened, right?\Too bad for you, you stooges.\Guess you should've called for a Class S hero or two, after all. response:	The situation might've been different if you had even one of them.
context: Any monster that attack hits becomes mincemeat...\Or apparently not.\Thanks.\You just proved that firearms can't defeat me.\This shouldn't have happened, right?\Too bad for you, you stooges.\Guess you should've called for a Class S hero or two, after all.\The situation might've been different if you had even one of them. response:	Class S, my ass...
context: Or apparently not.\Thanks.\You just proved that firearms can't defeat me.\This shouldn't have happened, right?\Too bad for you, you stooges.\Guess you should've called for a Class S hero or two, after all.\The situation might've been different if you had even one of them.\Class S, my ass... response:	Are you telling me every other hero is second-rate?
context: Thanks.\You just proved that firearms can't defeat me.\This shouldn't have happened, right?\Too bad for you, you stooges.\Guess you should've called for a Class S hero or two, after all.\The situation might've been different if you had even one of them.\Class S, my ass...\Are you telling me every other hero is second-rate? response:	It's true. Class S heroes are amazing.
context: You just proved that firearms can't defeat me.\This shouldn't have happened, right?\Too bad for you, you stooges.\Guess you should've called for a Class S hero or two, after all.\The situation might've been different if you had even one of them.\Class S, my ass...\Are you telling me every other hero is second-rate?\It's true. Class S heroes are amazing. response:	But we're also heroes who are risking our lives to fight!
context: This shouldn't have happened, right?\Too bad for you, you stooges.\Guess you should've called for a Class S hero or two, after all.\The situation might've been different if you had even one of them.\Class S, my ass...\Are you telling me every other hero is second-rate?\It's true. Class S heroes are amazing.\But we're also heroes who are risking our lives to fight! response:	Look at me!
context: Too bad for you, you stooges.\Guess you should've called for a Class S hero or two, after all.\The situation might've been different if you had even one of them.\Class S, my ass...\Are you telling me every other hero is second-rate?\It's true. Class S heroes are amazing.\But we're also heroes who are risking our lives to fight!\Look at me! response:	The one who has the hero hunter cornered
context: Guess you should've called for a Class S hero or two, after all.\The situation might've been different if you had even one of them.\Class S, my ass...\Are you telling me every other hero is second-rate?\It's true. Class S heroes are amazing.\But we're also heroes who are risking our lives to fight!\Look at me!\The one who has the hero hunter cornered response:	is me, the Class A hero, Death Gatling!
context: The situation might've been different if you had even one of them.\Class S, my ass...\Are you telling me every other hero is second-rate?\It's true. Class S heroes are amazing.\But we're also heroes who are risking our lives to fight!\Look at me!\The one who has the hero hunter cornered\is me, the Class A hero, Death Gatling! response:	Talk about jaded.
context: Class S, my ass...\Are you telling me every other hero is second-rate?\It's true. Class S heroes are amazing.\But we're also heroes who are risking our lives to fight!\Look at me!\The one who has the hero hunter cornered\is me, the Class A hero, Death Gatling!\Talk about jaded. response:	I'm going to defeat you...
context: Are you telling me every other hero is second-rate?\It's true. Class S heroes are amazing.\But we're also heroes who are risking our lives to fight!\Look at me!\The one who has the hero hunter cornered\is me, the Class A hero, Death Gatling!\Talk about jaded.\I'm going to defeat you... response:	so I can prove our worth!
context: It's true. Class S heroes are amazing.\But we're also heroes who are risking our lives to fight!\Look at me!\The one who has the hero hunter cornered\is me, the Class A hero, Death Gatling!\Talk about jaded.\I'm going to defeat you...\so I can prove our worth! response:	The only one who cares about ranks
context: But we're also heroes who are risking our lives to fight!\Look at me!\The one who has the hero hunter cornered\is me, the Class A hero, Death Gatling!\Talk about jaded.\I'm going to defeat you...\so I can prove our worth!\The only one who cares about ranks response:	is you, dumbass!
context: Look at me!\The one who has the hero hunter cornered\is me, the Class A hero, Death Gatling!\Talk about jaded.\I'm going to defeat you...\so I can prove our worth!\The only one who cares about ranks\is you, dumbass! response:	Pathetic...
context: The one who has the hero hunter cornered\is me, the Class A hero, Death Gatling!\Talk about jaded.\I'm going to defeat you...\so I can prove our worth!\The only one who cares about ranks\is you, dumbass!\Pathetic... response:	You're so pathetic.
context: is me, the Class A hero, Death Gatling!\Talk about jaded.\I'm going to defeat you...\so I can prove our worth!\The only one who cares about ranks\is you, dumbass!\Pathetic...\You're so pathetic. response:	O-Old dude...
context: Talk about jaded.\I'm going to defeat you...\so I can prove our worth!\The only one who cares about ranks\is you, dumbass!\Pathetic...\You're so pathetic.\O-Old dude... response:	Oh...
context: I'm going to defeat you...\so I can prove our worth!\The only one who cares about ranks\is you, dumbass!\Pathetic...\You're so pathetic.\O-Old dude...\Oh... response:	You're still alive.
context: so I can prove our worth!\The only one who cares about ranks\is you, dumbass!\Pathetic...\You're so pathetic.\O-Old dude...\Oh...\You're still alive. response:	Hey!
context: The only one who cares about ranks\is you, dumbass!\Pathetic...\You're so pathetic.\O-Old dude...\Oh...\You're still alive.\Hey! response:	Somebody help!
context: is you, dumbass!\Pathetic...\You're so pathetic.\O-Old dude...\Oh...\You're still alive.\Hey!\Somebody help! response:	W-Water...
context: Pathetic...\You're so pathetic.\O-Old dude...\Oh...\You're still alive.\Hey!\Somebody help!\W-Water... response:	I came in response to a call for backup.
context: You're so pathetic.\O-Old dude...\Oh...\You're still alive.\Hey!\Somebody help!\W-Water...\I came in response to a call for backup. response:	From the looks of things, you're the hero hunter I've heard about.
context: O-Old dude...\Oh...\You're still alive.\Hey!\Somebody help!\W-Water...\I came in response to a call for backup.\From the looks of things, you're the hero hunter I've heard about. response:	I'm going to eliminate you.
context: Oh...\You're still alive.\Hey!\Somebody help!\W-Water...\I came in response to a call for backup.\From the looks of things, you're the hero hunter I've heard about.\I'm going to eliminate you. response:	Machine Gun Blows!
context: You're still alive.\Hey!\Somebody help!\W-Water...\I came in response to a call for backup.\From the looks of things, you're the hero hunter I've heard about.\I'm going to eliminate you.\Machine Gun Blows! response:	Fist of Flowing Water, Crushed Rock!
context: Hey!\Somebody help!\W-Water...\I came in response to a call for backup.\From the looks of things, you're the hero hunter I've heard about.\I'm going to eliminate you.\Machine Gun Blows!\Fist of Flowing Water, Crushed Rock! response:	Die!
context: Somebody help!\W-Water...\I came in response to a call for backup.\From the looks of things, you're the hero hunter I've heard about.\I'm going to eliminate you.\Machine Gun Blows!\Fist of Flowing Water, Crushed Rock!\Die! response:	You asshole... You buried yourself to lure me in.
context: W-Water...\I came in response to a call for backup.\From the looks of things, you're the hero hunter I've heard about.\I'm going to eliminate you.\Machine Gun Blows!\Fist of Flowing Water, Crushed Rock!\Die!\You asshole... You buried yourself to lure me in. response:	This man...
context: I came in response to a call for backup.\From the looks of things, you're the hero hunter I've heard about.\I'm going to eliminate you.\Machine Gun Blows!\Fist of Flowing Water, Crushed Rock!\Die!\You asshole... You buried yourself to lure me in.\This man... response:	was able to dodge immediately by using a leg move
context: From the looks of things, you're the hero hunter I've heard about.\I'm going to eliminate you.\Machine Gun Blows!\Fist of Flowing Water, Crushed Rock!\Die!\You asshole... You buried yourself to lure me in.\This man...\was able to dodge immediately by using a leg move response:	with Fist of Flowing Water, Crushed Rock.
context: I'm going to eliminate you.\Machine Gun Blows!\Fist of Flowing Water, Crushed Rock!\Die!\You asshole... You buried yourself to lure me in.\This man...\was able to dodge immediately by using a leg move\with Fist of Flowing Water, Crushed Rock. response:	I see.
context: Machine Gun Blows!\Fist of Flowing Water, Crushed Rock!\Die!\You asshole... You buried yourself to lure me in.\This man...\was able to dodge immediately by using a leg move\with Fist of Flowing Water, Crushed Rock.\I see. response:	No wonder he's been giving the other heroes trouble.
context: Fist of Flowing Water, Crushed Rock!\Die!\You asshole... You buried yourself to lure me in.\This man...\was able to dodge immediately by using a leg move\with Fist of Flowing Water, Crushed Rock.\I see.\No wonder he's been giving the other heroes trouble. response:	Sweet! I've finally got this!
context: Die!\You asshole... You buried yourself to lure me in.\This man...\was able to dodge immediately by using a leg move\with Fist of Flowing Water, Crushed Rock.\I see.\No wonder he's been giving the other heroes trouble.\Sweet! I've finally got this! response:	You've only got a sliver of HP left, King.
context: You asshole... You buried yourself to lure me in.\This man...\was able to dodge immediately by using a leg move\with Fist of Flowing Water, Crushed Rock.\I see.\No wonder he's been giving the other heroes trouble.\Sweet! I've finally got this!\You've only got a sliver of HP left, King. response:	Guess I just might be stronger now.
context: This man...\was able to dodge immediately by using a leg move\with Fist of Flowing Water, Crushed Rock.\I see.\No wonder he's been giving the other heroes trouble.\Sweet! I've finally got this!\You've only got a sliver of HP left, King.\Guess I just might be stronger now. response:	Oh? You're still going to fight back?
context: was able to dodge immediately by using a leg move\with Fist of Flowing Water, Crushed Rock.\I see.\No wonder he's been giving the other heroes trouble.\Sweet! I've finally got this!\You've only got a sliver of HP left, King.\Guess I just might be stronger now.\Oh? You're still going to fight back? response:	Wait. Calm down, me.
context: with Fist of Flowing Water, Crushed Rock.\I see.\No wonder he's been giving the other heroes trouble.\Sweet! I've finally got this!\You've only got a sliver of HP left, King.\Guess I just might be stronger now.\Oh? You're still going to fight back?\Wait. Calm down, me. response:	I just need one more hit and I win.
context: I see.\No wonder he's been giving the other heroes trouble.\Sweet! I've finally got this!\You've only got a sliver of HP left, King.\Guess I just might be stronger now.\Oh? You're still going to fight back?\Wait. Calm down, me.\I just need one more hit and I win. response:	There's no way he could actually turn the tables at this point
context: No wonder he's been giving the other heroes trouble.\Sweet! I've finally got this!\You've only got a sliver of HP left, King.\Guess I just might be stronger now.\Oh? You're still going to fight back?\Wait. Calm down, me.\I just need one more hit and I win.\There's no way he could actually turn the tables at this point response:	How was that?
context: Sweet! I've finally got this!\You've only got a sliver of HP left, King.\Guess I just might be stronger now.\Oh? You're still going to fight back?\Wait. Calm down, me.\I just need one more hit and I win.\There's no way he could actually turn the tables at this point\How was that? response:	I let you think you had a chance.
context: You've only got a sliver of HP left, King.\Guess I just might be stronger now.\Oh? You're still going to fight back?\Wait. Calm down, me.\I just need one more hit and I win.\There's no way he could actually turn the tables at this point\How was that?\I let you think you had a chance. response:	Did you have a little fun?
context: Guess I just might be stronger now.\Oh? You're still going to fight back?\Wait. Calm down, me.\I just need one more hit and I win.\There's no way he could actually turn the tables at this point\How was that?\I let you think you had a chance.\Did you have a little fun? response:	I won't let you have the win, but I don't mind letting you have that, at least.
context: Oh? You're still going to fight back?\Wait. Calm down, me.\I just need one more hit and I win.\There's no way he could actually turn the tables at this point\How was that?\I let you think you had a chance.\Did you have a little fun?\I won't let you have the win, but I don't mind letting you have that, at least. response:	Your moves are way too simple, Saitama.
context: Wait. Calm down, me.\I just need one more hit and I win.\There's no way he could actually turn the tables at this point\How was that?\I let you think you had a chance.\Did you have a little fun?\I won't let you have the win, but I don't mind letting you have that, at least.\Your moves are way too simple, Saitama. response:	You end up button-mashing even when you have a chance,
context: I just need one more hit and I win.\There's no way he could actually turn the tables at this point\How was that?\I let you think you had a chance.\Did you have a little fun?\I won't let you have the win, but I don't mind letting you have that, at least.\Your moves are way too simple, Saitama.\You end up button-mashing even when you have a chance, response:	so I can still win, even with my eyes closed.
context: There's no way he could actually turn the tables at this point\How was that?\I let you think you had a chance.\Did you have a little fun?\I won't let you have the win, but I don't mind letting you have that, at least.\Your moves are way too simple, Saitama.\You end up button-mashing even when you have a chance,\so I can still win, even with my eyes closed. response:	That makes it 81 wins and 0 losses for me.
context: How was that?\I let you think you had a chance.\Did you have a little fun?\I won't let you have the win, but I don't mind letting you have that, at least.\Your moves are way too simple, Saitama.\You end up button-mashing even when you have a chance,\so I can still win, even with my eyes closed.\That makes it 81 wins and 0 losses for me. response:	You should practice some. I'll let you borrow my console and everything.
context: I let you think you had a chance.\Did you have a little fun?\I won't let you have the win, but I don't mind letting you have that, at least.\Your moves are way too simple, Saitama.\You end up button-mashing even when you have a chance,\so I can still win, even with my eyes closed.\That makes it 81 wins and 0 losses for me.\You should practice some. I'll let you borrow my console and everything. response:	Games can be pretty stressful, huh?
context: Did you have a little fun?\I won't let you have the win, but I don't mind letting you have that, at least.\Your moves are way too simple, Saitama.\You end up button-mashing even when you have a chance,\so I can still win, even with my eyes closed.\That makes it 81 wins and 0 losses for me.\You should practice some. I'll let you borrow my console and everything.\Games can be pretty stressful, huh? response:	You'll feel much better when you win one day.
context: I won't let you have the win, but I don't mind letting you have that, at least.\Your moves are way too simple, Saitama.\You end up button-mashing even when you have a chance,\so I can still win, even with my eyes closed.\That makes it 81 wins and 0 losses for me.\You should practice some. I'll let you borrow my console and everything.\Games can be pretty stressful, huh?\You'll feel much better when you win one day. response:	Don't break it, okay?
context: Your moves are way too simple, Saitama.\You end up button-mashing even when you have a chance,\so I can still win, even with my eyes closed.\That makes it 81 wins and 0 losses for me.\You should practice some. I'll let you borrow my console and everything.\Games can be pretty stressful, huh?\You'll feel much better when you win one day.\Don't break it, okay? response:	Hey, that thing's buzzing.
context: You end up button-mashing even when you have a chance,\so I can still win, even with my eyes closed.\That makes it 81 wins and 0 losses for me.\You should practice some. I'll let you borrow my console and everything.\Games can be pretty stressful, huh?\You'll feel much better when you win one day.\Don't break it, okay?\Hey, that thing's buzzing. response:	So it is.
context: so I can still win, even with my eyes closed.\That makes it 81 wins and 0 losses for me.\You should practice some. I'll let you borrow my console and everything.\Games can be pretty stressful, huh?\You'll feel much better when you win one day.\Don't break it, okay?\Hey, that thing's buzzing.\So it is. response:	Is it a monster?
context: That makes it 81 wins and 0 losses for me.\You should practice some. I'll let you borrow my console and everything.\Games can be pretty stressful, huh?\You'll feel much better when you win one day.\Don't break it, okay?\Hey, that thing's buzzing.\So it is.\Is it a monster? response:	Good. Let's go kick its ass!
context: You should practice some. I'll let you borrow my console and everything.\Games can be pretty stressful, huh?\You'll feel much better when you win one day.\Don't break it, okay?\Hey, that thing's buzzing.\So it is.\Is it a monster?\Good. Let's go kick its ass! response:	Looks like some other Class S heroes already headed there.
context: Games can be pretty stressful, huh?\You'll feel much better when you win one day.\Don't break it, okay?\Hey, that thing's buzzing.\So it is.\Is it a monster?\Good. Let's go kick its ass!\Looks like some other Class S heroes already headed there. response:	It's probably over by now.
context: You'll feel much better when you win one day.\Don't break it, okay?\Hey, that thing's buzzing.\So it is.\Is it a monster?\Good. Let's go kick its ass!\Looks like some other Class S heroes already headed there.\It's probably over by now. response:	But that aside, Saitama,
context: Don't break it, okay?\Hey, that thing's buzzing.\So it is.\Is it a monster?\Good. Let's go kick its ass!\Looks like some other Class S heroes already headed there.\It's probably over by now.\But that aside, Saitama, response:	it's really scary that a bunch of monsters are passed out by your house.
context: Hey, that thing's buzzing.\So it is.\Is it a monster?\Good. Let's go kick its ass!\Looks like some other Class S heroes already headed there.\It's probably over by now.\But that aside, Saitama,\it's really scary that a bunch of monsters are passed out by your house. response:	That can't be very sanitary.
context: So it is.\Is it a monster?\Good. Let's go kick its ass!\Looks like some other Class S heroes already headed there.\It's probably over by now.\But that aside, Saitama,\it's really scary that a bunch of monsters are passed out by your house.\That can't be very sanitary. response:	I'll have Genos set them on fire later.
context: Is it a monster?\Good. Let's go kick its ass!\Looks like some other Class S heroes already headed there.\It's probably over by now.\But that aside, Saitama,\it's really scary that a bunch of monsters are passed out by your house.\That can't be very sanitary.\I'll have Genos set them on fire later. response:	But anyway, I wonder why so many monsters pop up around here.
context: Good. Let's go kick its ass!\Looks like some other Class S heroes already headed there.\It's probably over by now.\But that aside, Saitama,\it's really scary that a bunch of monsters are passed out by your house.\That can't be very sanitary.\I'll have Genos set them on fire later.\But anyway, I wonder why so many monsters pop up around here. response:	City Z's hazardous area ahead Absolutely no trespassing
context: Looks like some other Class S heroes already headed there.\It's probably over by now.\But that aside, Saitama,\it's really scary that a bunch of monsters are passed out by your house.\That can't be very sanitary.\I'll have Genos set them on fire later.\But anyway, I wonder why so many monsters pop up around here.\City Z's hazardous area ahead Absolutely no trespassing response:	That's probably why no one lives in this area.
context: It's probably over by now.\But that aside, Saitama,\it's really scary that a bunch of monsters are passed out by your house.\That can't be very sanitary.\I'll have Genos set them on fire later.\But anyway, I wonder why so many monsters pop up around here.\City Z's hazardous area ahead Absolutely no trespassing\That's probably why no one lives in this area. response:	If monsters keep showing up in hordes in multiple cities,
context: But that aside, Saitama,\it's really scary that a bunch of monsters are passed out by your house.\That can't be very sanitary.\I'll have Genos set them on fire later.\But anyway, I wonder why so many monsters pop up around here.\City Z's hazardous area ahead Absolutely no trespassing\That's probably why no one lives in this area.\If monsters keep showing up in hordes in multiple cities, response:	more places might end up like this.
context: it's really scary that a bunch of monsters are passed out by your house.\That can't be very sanitary.\I'll have Genos set them on fire later.\But anyway, I wonder why so many monsters pop up around here.\City Z's hazardous area ahead Absolutely no trespassing\That's probably why no one lives in this area.\If monsters keep showing up in hordes in multiple cities,\more places might end up like this. response:	By the way, where's Genos?
context: That can't be very sanitary.\I'll have Genos set them on fire later.\But anyway, I wonder why so many monsters pop up around here.\City Z's hazardous area ahead Absolutely no trespassing\That's probably why no one lives in this area.\If monsters keep showing up in hordes in multiple cities,\more places might end up like this.\By the way, where's Genos? response:	Oh, yeah. He hasn't been home since yesterday.
context: I'll have Genos set them on fire later.\But anyway, I wonder why so many monsters pop up around here.\City Z's hazardous area ahead Absolutely no trespassing\That's probably why no one lives in this area.\If monsters keep showing up in hordes in multiple cities,\more places might end up like this.\By the way, where's Genos?\Oh, yeah. He hasn't been home since yesterday. response:	Huh? Is he okay?
context: But anyway, I wonder why so many monsters pop up around here.\City Z's hazardous area ahead Absolutely no trespassing\That's probably why no one lives in this area.\If monsters keep showing up in hordes in multiple cities,\more places might end up like this.\By the way, where's Genos?\Oh, yeah. He hasn't been home since yesterday.\Huh? Is he okay? response:	Something called the Monster Association apparently showed up.
context: City Z's hazardous area ahead Absolutely no trespassing\That's probably why no one lives in this area.\If monsters keep showing up in hordes in multiple cities,\more places might end up like this.\By the way, where's Genos?\Oh, yeah. He hasn't been home since yesterday.\Huh? Is he okay?\Something called the Monster Association apparently showed up. response:	Maybe someone took him out yesterday...
context: That's probably why no one lives in this area.\If monsters keep showing up in hordes in multiple cities,\more places might end up like this.\By the way, where's Genos?\Oh, yeah. He hasn't been home since yesterday.\Huh? Is he okay?\Something called the Monster Association apparently showed up.\Maybe someone took him out yesterday... response:	I'm sure he's fine. He's Genos, after all.
context: If monsters keep showing up in hordes in multiple cities,\more places might end up like this.\By the way, where's Genos?\Oh, yeah. He hasn't been home since yesterday.\Huh? Is he okay?\Something called the Monster Association apparently showed up.\Maybe someone took him out yesterday...\I'm sure he's fine. He's Genos, after all. response:	Noodle Soup
context: more places might end up like this.\By the way, where's Genos?\Oh, yeah. He hasn't been home since yesterday.\Huh? Is he okay?\Something called the Monster Association apparently showed up.\Maybe someone took him out yesterday...\I'm sure he's fine. He's Genos, after all.\Noodle Soup response:	Guess I'll check it out anyway.
context: By the way, where's Genos?\Oh, yeah. He hasn't been home since yesterday.\Huh? Is he okay?\Something called the Monster Association apparently showed up.\Maybe someone took him out yesterday...\I'm sure he's fine. He's Genos, after all.\Noodle Soup\Guess I'll check it out anyway. response:	A Class S hero showed up?
