context: The other team chose to receive the ball first. response:	We'll be serving first.
context: so they don't really feel like anyone will get the ball for them,\and all of them are constantly trying to attack.\Cover!\Leave it to me!\You idiots! Be willing to give up the ball a little!\And that's probably why that happens...\They're all annoying.\People from other schools think you guys are annoying, too. response:	Huh?!
context: and all of them are constantly trying to attack.\Cover!\Leave it to me!\You idiots! Be willing to give up the ball a little!\And that's probably why that happens...\They're all annoying.\People from other schools think you guys are annoying, too.\Huh?! response:	Tanaka-san!
context: Cover!\Leave it to me!\You idiots! Be willing to give up the ball a little!\And that's probably why that happens...\They're all annoying.\People from other schools think you guys are annoying, too.\Huh?!\Tanaka-san! response:	Whoa!
context: Leave it to me!\You idiots! Be willing to give up the ball a little!\And that's probably why that happens...\They're all annoying.\People from other schools think you guys are annoying, too.\Huh?!\Tanaka-san!\Whoa! response:	Nice, Jiri!
context: You idiots! Be willing to give up the ball a little!\And that's probably why that happens...\They're all annoying.\People from other schools think you guys are annoying, too.\Huh?!\Tanaka-san!\Whoa!\Nice, Jiri! response:	Right now, Johzenji has two attackers up front, not counting their setter.
context: And that's probably why that happens...\They're all annoying.\People from other schools think you guys are annoying, too.\Huh?!\Tanaka-san!\Whoa!\Nice, Jiri!\Right now, Johzenji has two attackers up front, not counting their setter. response:	Other than that, there's a chance of a back attack.
context: They're all annoying.\People from other schools think you guys are annoying, too.\Huh?!\Tanaka-san!\Whoa!\Nice, Jiri!\Right now, Johzenji has two attackers up front, not counting their setter.\Other than that, there's a chance of a back attack. response:	Let me hit, too!
context: People from other schools think you guys are annoying, too.\Huh?!\Tanaka-san!\Whoa!\Nice, Jiri!\Right now, Johzenji has two attackers up front, not counting their setter.\Other than that, there's a chance of a back attack.\Let me hit, too! response:	He's the setter, isn't he? Who's going to set?
context: Huh?!\Tanaka-san!\Whoa!\Nice, Jiri!\Right now, Johzenji has two attackers up front, not counting their setter.\Other than that, there's a chance of a back attack.\Let me hit, too!\He's the setter, isn't he? Who's going to set? response:	The guy on the back line is going to set?
context: Tanaka-san!\Whoa!\Nice, Jiri!\Right now, Johzenji has two attackers up front, not counting their setter.\Other than that, there's a chance of a back attack.\Let me hit, too!\He's the setter, isn't he? Who's going to set?\The guy on the back line is going to set? response:	What?!
context: Whoa!\Nice, Jiri!\Right now, Johzenji has two attackers up front, not counting their setter.\Other than that, there's a chance of a back attack.\Let me hit, too!\He's the setter, isn't he? Who's going to set?\The guy on the back line is going to set?\What?! response:	Simplicity and Fortitude Johzenji Parents' Association
context: Nice, Jiri!\Right now, Johzenji has two attackers up front, not counting their setter.\Other than that, there's a chance of a back attack.\Let me hit, too!\He's the setter, isn't he? Who's going to set?\The guy on the back line is going to set?\What?!\Simplicity and Fortitude Johzenji Parents' Association response:	Heave ho! Heave ho! Heave ho!
context: Right now, Johzenji has two attackers up front, not counting their setter.\Other than that, there's a chance of a back attack.\Let me hit, too!\He's the setter, isn't he? Who's going to set?\The guy on the back line is going to set?\What?!\Simplicity and Fortitude Johzenji Parents' Association\Heave ho! Heave ho! Heave ho! response:	Karasuno Johzenji
context: Other than that, there's a chance of a back attack.\Let me hit, too!\He's the setter, isn't he? Who's going to set?\The guy on the back line is going to set?\What?!\Simplicity and Fortitude Johzenji Parents' Association\Heave ho! Heave ho! Heave ho!\Karasuno Johzenji response:	Despite everything, I must say their volleyball is fun to watch.
context: Let me hit, too!\He's the setter, isn't he? Who's going to set?\The guy on the back line is going to set?\What?!\Simplicity and Fortitude Johzenji Parents' Association\Heave ho! Heave ho! Heave ho!\Karasuno Johzenji\Despite everything, I must say their volleyball is fun to watch. response:	I can't argue with that.
context: He's the setter, isn't he? Who's going to set?\The guy on the back line is going to set?\What?!\Simplicity and Fortitude Johzenji Parents' Association\Heave ho! Heave ho! Heave ho!\Karasuno Johzenji\Despite everything, I must say their volleyball is fun to watch.\I can't argue with that. response:	But in regards to freewheeling attacks,
context: The guy on the back line is going to set?\What?!\Simplicity and Fortitude Johzenji Parents' Association\Heave ho! Heave ho! Heave ho!\Karasuno Johzenji\Despite everything, I must say their volleyball is fun to watch.\I can't argue with that.\But in regards to freewheeling attacks, response:	we're not so bad ourselves.
context: What?!\Simplicity and Fortitude Johzenji Parents' Association\Heave ho! Heave ho! Heave ho!\Karasuno Johzenji\Despite everything, I must say their volleyball is fun to watch.\I can't argue with that.\But in regards to freewheeling attacks,\we're not so bad ourselves. response:	Let's have some fun and play.
context: Simplicity and Fortitude Johzenji Parents' Association\Heave ho! Heave ho! Heave ho!\Karasuno Johzenji\Despite everything, I must say their volleyball is fun to watch.\I can't argue with that.\But in regards to freewheeling attacks,\we're not so bad ourselves.\Let's have some fun and play. response:	They go all out and play around.
context: Heave ho! Heave ho! Heave ho!\Karasuno Johzenji\Despite everything, I must say their volleyball is fun to watch.\I can't argue with that.\But in regards to freewheeling attacks,\we're not so bad ourselves.\Let's have some fun and play.\They go all out and play around. response:	In a match...
context: Karasuno Johzenji\Despite everything, I must say their volleyball is fun to watch.\I can't argue with that.\But in regards to freewheeling attacks,\we're not so bad ourselves.\Let's have some fun and play.\They go all out and play around.\In a match... response:	Huh?
context: Despite everything, I must say their volleyball is fun to watch.\I can't argue with that.\But in regards to freewheeling attacks,\we're not so bad ourselves.\Let's have some fun and play.\They go all out and play around.\In a match...\Huh? response:	In order to fully enjoy a match, you need strength.
context: I can't argue with that.\But in regards to freewheeling attacks,\we're not so bad ourselves.\Let's have some fun and play.\They go all out and play around.\In a match...\Huh?\In order to fully enjoy a match, you need strength. response:	Apparently, the former Coach Ukai said that a lot.
context: But in regards to freewheeling attacks,\we're not so bad ourselves.\Let's have some fun and play.\They go all out and play around.\In a match...\Huh?\In order to fully enjoy a match, you need strength.\Apparently, the former Coach Ukai said that a lot. response:	I didn't really know what he meant about enjoying it, but...
context: we're not so bad ourselves.\Let's have some fun and play.\They go all out and play around.\In a match...\Huh?\In order to fully enjoy a match, you need strength.\Apparently, the former Coach Ukai said that a lot.\I didn't really know what he meant about enjoying it, but... response:	All right!
context: Let's have some fun and play.\They go all out and play around.\In a match...\Huh?\In order to fully enjoy a match, you need strength.\Apparently, the former Coach Ukai said that a lot.\I didn't really know what he meant about enjoying it, but...\All right! response:	Watching Johzenji, I think it might be something like this.
context: They go all out and play around.\In a match...\Huh?\In order to fully enjoy a match, you need strength.\Apparently, the former Coach Ukai said that a lot.\I didn't really know what he meant about enjoying it, but...\All right!\Watching Johzenji, I think it might be something like this. response:	The strength... to enjoy.
context: In a match...\Huh?\In order to fully enjoy a match, you need strength.\Apparently, the former Coach Ukai said that a lot.\I didn't really know what he meant about enjoying it, but...\All right!\Watching Johzenji, I think it might be something like this.\The strength... to enjoy. response:	Nice receive!
context: Huh?\In order to fully enjoy a match, you need strength.\Apparently, the former Coach Ukai said that a lot.\I didn't really know what he meant about enjoying it, but...\All right!\Watching Johzenji, I think it might be something like this.\The strength... to enjoy.\Nice receive! response:	It might because they're playing against Karasuno,
context: In order to fully enjoy a match, you need strength.\Apparently, the former Coach Ukai said that a lot.\I didn't really know what he meant about enjoying it, but...\All right!\Watching Johzenji, I think it might be something like this.\The strength... to enjoy.\Nice receive!\It might because they're playing against Karasuno, response:	but they're playing around more than usual.
context: Apparently, the former Coach Ukai said that a lot.\I didn't really know what he meant about enjoying it, but...\All right!\Watching Johzenji, I think it might be something like this.\The strength... to enjoy.\Nice receive!\It might because they're playing against Karasuno,\but they're playing around more than usual. response:	Yes. They really do play a good game when they get into it.
context: I didn't really know what he meant about enjoying it, but...\All right!\Watching Johzenji, I think it might be something like this.\The strength... to enjoy.\Nice receive!\It might because they're playing against Karasuno,\but they're playing around more than usual.\Yes. They really do play a good game when they get into it. response:	Sorry! Sorry!
context: All right!\Watching Johzenji, I think it might be something like this.\The strength... to enjoy.\Nice receive!\It might because they're playing against Karasuno,\but they're playing around more than usual.\Yes. They really do play a good game when they get into it.\Sorry! Sorry! response:	And that happens as soon as I compliment them.
context: Watching Johzenji, I think it might be something like this.\The strength... to enjoy.\Nice receive!\It might because they're playing against Karasuno,\but they're playing around more than usual.\Yes. They really do play a good game when they get into it.\Sorry! Sorry!\And that happens as soon as I compliment them. response:	Karasuno Johzenji
context: The strength... to enjoy.\Nice receive!\It might because they're playing against Karasuno,\but they're playing around more than usual.\Yes. They really do play a good game when they get into it.\Sorry! Sorry!\And that happens as soon as I compliment them.\Karasuno Johzenji response:	That little guy sure can jump!
context: Nice receive!\It might because they're playing against Karasuno,\but they're playing around more than usual.\Yes. They really do play a good game when they get into it.\Sorry! Sorry!\And that happens as soon as I compliment them.\Karasuno Johzenji\That little guy sure can jump! response:	Nice touch!
context: It might because they're playing against Karasuno,\but they're playing around more than usual.\Yes. They really do play a good game when they get into it.\Sorry! Sorry!\And that happens as soon as I compliment them.\Karasuno Johzenji\That little guy sure can jump!\Nice touch! response:	Chance ball!
context: but they're playing around more than usual.\Yes. They really do play a good game when they get into it.\Sorry! Sorry!\And that happens as soon as I compliment them.\Karasuno Johzenji\That little guy sure can jump!\Nice touch!\Chance ball! response:	Not to mention...
context: Yes. They really do play a good game when they get into it.\Sorry! Sorry!\And that happens as soon as I compliment them.\Karasuno Johzenji\That little guy sure can jump!\Nice touch!\Chance ball!\Not to mention... response:	All right!
context: Sorry! Sorry!\And that happens as soon as I compliment them.\Karasuno Johzenji\That little guy sure can jump!\Nice touch!\Chance ball!\Not to mention...\All right! response:	He's got such a stern face,
context: And that happens as soon as I compliment them.\Karasuno Johzenji\That little guy sure can jump!\Nice touch!\Chance ball!\Not to mention...\All right!\He's got such a stern face, response:	but that setter sure does some crazy attacks.
context: Karasuno Johzenji\That little guy sure can jump!\Nice touch!\Chance ball!\Not to mention...\All right!\He's got such a stern face,\but that setter sure does some crazy attacks. response:	Karasuno Johzenji
context: That little guy sure can jump!\Nice touch!\Chance ball!\Not to mention...\All right!\He's got such a stern face,\but that setter sure does some crazy attacks.\Karasuno Johzenji response:	Nice receive!
context: Nice touch!\Chance ball!\Not to mention...\All right!\He's got such a stern face,\but that setter sure does some crazy attacks.\Karasuno Johzenji\Nice receive! response:	Asahi!
context: Chance ball!\Not to mention...\All right!\He's got such a stern face,\but that setter sure does some crazy attacks.\Karasuno Johzenji\Nice receive!\Asahi! response:	Nice, Tsucchi!
context: Not to mention...\All right!\He's got such a stern face,\but that setter sure does some crazy attacks.\Karasuno Johzenji\Nice receive!\Asahi!\Nice, Tsucchi! response:	Who's going to hit it?
context: All right!\He's got such a stern face,\but that setter sure does some crazy attacks.\Karasuno Johzenji\Nice receive!\Asahi!\Nice, Tsucchi!\Who's going to hit it? response:	A dump?! I'm not gonna let it happen!
context: He's got such a stern face,\but that setter sure does some crazy attacks.\Karasuno Johzenji\Nice receive!\Asahi!\Nice, Tsucchi!\Who's going to hit it?\A dump?! I'm not gonna let it happen! response:	Fly Karasuno High School Boys' Volleyball Team
context: but that setter sure does some crazy attacks.\Karasuno Johzenji\Nice receive!\Asahi!\Nice, Tsucchi!\Who's going to hit it?\A dump?! I'm not gonna let it happen!\Fly Karasuno High School Boys' Volleyball Team response:	Kageyama-kun, nice block!
context: Karasuno Johzenji\Nice receive!\Asahi!\Nice, Tsucchi!\Who's going to hit it?\A dump?! I'm not gonna let it happen!\Fly Karasuno High School Boys' Volleyball Team\Kageyama-kun, nice block! response:	All right!
context: Nice receive!\Asahi!\Nice, Tsucchi!\Who's going to hit it?\A dump?! I'm not gonna let it happen!\Fly Karasuno High School Boys' Volleyball Team\Kageyama-kun, nice block!\All right! response:	That... wasn't a block...
context: Asahi!\Nice, Tsucchi!\Who's going to hit it?\A dump?! I'm not gonna let it happen!\Fly Karasuno High School Boys' Volleyball Team\Kageyama-kun, nice block!\All right!\That... wasn't a block... response:	That was his face.
context: Nice, Tsucchi!\Who's going to hit it?\A dump?! I'm not gonna let it happen!\Fly Karasuno High School Boys' Volleyball Team\Kageyama-kun, nice block!\All right!\That... wasn't a block...\That was his face. response:	Haikyu!!
context: Who's going to hit it?\A dump?! I'm not gonna let it happen!\Fly Karasuno High School Boys' Volleyball Team\Kageyama-kun, nice block!\All right!\That... wasn't a block...\That was his face.\Haikyu!! response:	Haikyu!!
context: A dump?! I'm not gonna let it happen!\Fly Karasuno High School Boys' Volleyball Team\Kageyama-kun, nice block!\All right!\That... wasn't a block...\That was his face.\Haikyu!!\Haikyu!! response:	Karasuno Johzenji
context: Fly Karasuno High School Boys' Volleyball Team\Kageyama-kun, nice block!\All right!\That... wasn't a block...\That was his face.\Haikyu!!\Haikyu!!\Karasuno Johzenji response:	Time!
context: Kageyama-kun, nice block!\All right!\That... wasn't a block...\That was his face.\Haikyu!!\Haikyu!!\Karasuno Johzenji\Time! response:	Kageyama, don't die!
context: All right!\That... wasn't a block...\That was his face.\Haikyu!!\Haikyu!!\Karasuno Johzenji\Time!\Kageyama, don't die! response:	He's not dying...
context: That... wasn't a block...\That was his face.\Haikyu!!\Haikyu!!\Karasuno Johzenji\Time!\Kageyama, don't die!\He's not dying... response:	Hey, we're switching you out until your nose stops bleeding.
context: That was his face.\Haikyu!!\Haikyu!!\Karasuno Johzenji\Time!\Kageyama, don't die!\He's not dying...\Hey, we're switching you out until your nose stops bleeding. response:	My nose isn't bleeding!
context: Haikyu!!\Haikyu!!\Karasuno Johzenji\Time!\Kageyama, don't die!\He's not dying...\Hey, we're switching you out until your nose stops bleeding.\My nose isn't bleeding! response:	It is. Why would you lie about that?
context: Haikyu!!\Karasuno Johzenji\Time!\Kageyama, don't die!\He's not dying...\Hey, we're switching you out until your nose stops bleeding.\My nose isn't bleeding!\It is. Why would you lie about that? response:	Are your eyes okay?
context: Karasuno Johzenji\Time!\Kageyama, don't die!\He's not dying...\Hey, we're switching you out until your nose stops bleeding.\My nose isn't bleeding!\It is. Why would you lie about that?\Are your eyes okay? response:	They're fine.
context: Time!\Kageyama, don't die!\He's not dying...\Hey, we're switching you out until your nose stops bleeding.\My nose isn't bleeding!\It is. Why would you lie about that?\Are your eyes okay?\They're fine. response:	Did he got caught up in the excitement of the other team?
context: Kageyama, don't die!\He's not dying...\Hey, we're switching you out until your nose stops bleeding.\My nose isn't bleeding!\It is. Why would you lie about that?\Are your eyes okay?\They're fine.\Did he got caught up in the excitement of the other team? response:	Well, it's a good chance for you to cool your head.
context: He's not dying...\Hey, we're switching you out until your nose stops bleeding.\My nose isn't bleeding!\It is. Why would you lie about that?\Are your eyes okay?\They're fine.\Did he got caught up in the excitement of the other team?\Well, it's a good chance for you to cool your head. response:	You can't go back out there until your nose stops bleeding,
context: Hey, we're switching you out until your nose stops bleeding.\My nose isn't bleeding!\It is. Why would you lie about that?\Are your eyes okay?\They're fine.\Did he got caught up in the excitement of the other team?\Well, it's a good chance for you to cool your head.\You can't go back out there until your nose stops bleeding, response:	so go have it checked.
context: My nose isn't bleeding!\It is. Why would you lie about that?\Are your eyes okay?\They're fine.\Did he got caught up in the excitement of the other team?\Well, it's a good chance for you to cool your head.\You can't go back out there until your nose stops bleeding,\so go have it checked. response:	Just in case!
context: It is. Why would you lie about that?\Are your eyes okay?\They're fine.\Did he got caught up in the excitement of the other team?\Well, it's a good chance for you to cool your head.\You can't go back out there until your nose stops bleeding,\so go have it checked.\Just in case! response:	Come on. Let's go.
context: Are your eyes okay?\They're fine.\Did he got caught up in the excitement of the other team?\Well, it's a good chance for you to cool your head.\You can't go back out there until your nose stops bleeding,\so go have it checked.\Just in case!\Come on. Let's go. response:	Hey, Kageyama!
context: They're fine.\Did he got caught up in the excitement of the other team?\Well, it's a good chance for you to cool your head.\You can't go back out there until your nose stops bleeding,\so go have it checked.\Just in case!\Come on. Let's go.\Hey, Kageyama! response:	I'll handle things while you're gone.
context: Did he got caught up in the excitement of the other team?\Well, it's a good chance for you to cool your head.\You can't go back out there until your nose stops bleeding,\so go have it checked.\Just in case!\Come on. Let's go.\Hey, Kageyama!\I'll handle things while you're gone. response:	Yup. Leave everything to your senpais.
context: Well, it's a good chance for you to cool your head.\You can't go back out there until your nose stops bleeding,\so go have it checked.\Just in case!\Come on. Let's go.\Hey, Kageyama!\I'll handle things while you're gone.\Yup. Leave everything to your senpais. response:	Tsukishima, nice serve!
context: You can't go back out there until your nose stops bleeding,\so go have it checked.\Just in case!\Come on. Let's go.\Hey, Kageyama!\I'll handle things while you're gone.\Yup. Leave everything to your senpais.\Tsukishima, nice serve! response:	Huh? Karasuno...
context: so go have it checked.\Just in case!\Come on. Let's go.\Hey, Kageyama!\I'll handle things while you're gone.\Yup. Leave everything to your senpais.\Tsukishima, nice serve!\Huh? Karasuno... response:	Heave ho! Heave ho! Heave ho!
context: Just in case!\Come on. Let's go.\Hey, Kageyama!\I'll handle things while you're gone.\Yup. Leave everything to your senpais.\Tsukishima, nice serve!\Huh? Karasuno...\Heave ho! Heave ho! Heave ho! response:	I wonder why they're switching out their 10.
context: Come on. Let's go.\Hey, Kageyama!\I'll handle things while you're gone.\Yup. Leave everything to your senpais.\Tsukishima, nice serve!\Huh? Karasuno...\Heave ho! Heave ho! Heave ho!\I wonder why they're switching out their 10. response:	He seems to be doing fine.
context: Hey, Kageyama!\I'll handle things while you're gone.\Yup. Leave everything to your senpais.\Tsukishima, nice serve!\Huh? Karasuno...\Heave ho! Heave ho! Heave ho!\I wonder why they're switching out their 10.\He seems to be doing fine. response:	I think they're going to use this opportunity to try other things.
context: I'll handle things while you're gone.\Yup. Leave everything to your senpais.\Tsukishima, nice serve!\Huh? Karasuno...\Heave ho! Heave ho! Heave ho!\I wonder why they're switching out their 10.\He seems to be doing fine.\I think they're going to use this opportunity to try other things. response:	Not to mention,
context: Yup. Leave everything to your senpais.\Tsukishima, nice serve!\Huh? Karasuno...\Heave ho! Heave ho! Heave ho!\I wonder why they're switching out their 10.\He seems to be doing fine.\I think they're going to use this opportunity to try other things.\Not to mention, response:	I think the other players are better at basic plays.
context: Tsukishima, nice serve!\Huh? Karasuno...\Heave ho! Heave ho! Heave ho!\I wonder why they're switching out their 10.\He seems to be doing fine.\I think they're going to use this opportunity to try other things.\Not to mention,\I think the other players are better at basic plays. response:	What? Isn't that the truth?
context: Huh? Karasuno...\Heave ho! Heave ho! Heave ho!\I wonder why they're switching out their 10.\He seems to be doing fine.\I think they're going to use this opportunity to try other things.\Not to mention,\I think the other players are better at basic plays.\What? Isn't that the truth? response:	At the Inter-High prelims,
context: Heave ho! Heave ho! Heave ho!\I wonder why they're switching out their 10.\He seems to be doing fine.\I think they're going to use this opportunity to try other things.\Not to mention,\I think the other players are better at basic plays.\What? Isn't that the truth?\At the Inter-High prelims, response:	Aone and Karasuno's 10 ended up becoming friends, oddly enough.
context: I wonder why they're switching out their 10.\He seems to be doing fine.\I think they're going to use this opportunity to try other things.\Not to mention,\I think the other players are better at basic plays.\What? Isn't that the truth?\At the Inter-High prelims,\Aone and Karasuno's 10 ended up becoming friends, oddly enough. response:	That might be true for now.
context: He seems to be doing fine.\I think they're going to use this opportunity to try other things.\Not to mention,\I think the other players are better at basic plays.\What? Isn't that the truth?\At the Inter-High prelims,\Aone and Karasuno's 10 ended up becoming friends, oddly enough.\That might be true for now. response:	Huh?
context: I think they're going to use this opportunity to try other things.\Not to mention,\I think the other players are better at basic plays.\What? Isn't that the truth?\At the Inter-High prelims,\Aone and Karasuno's 10 ended up becoming friends, oddly enough.\That might be true for now.\Huh? response:	Aone just spoke?
context: Not to mention,\I think the other players are better at basic plays.\What? Isn't that the truth?\At the Inter-High prelims,\Aone and Karasuno's 10 ended up becoming friends, oddly enough.\That might be true for now.\Huh?\Aone just spoke? response:	And their 10
context: I think the other players are better at basic plays.\What? Isn't that the truth?\At the Inter-High prelims,\Aone and Karasuno's 10 ended up becoming friends, oddly enough.\That might be true for now.\Huh?\Aone just spoke?\And their 10 response:	is aware of that.
context: What? Isn't that the truth?\At the Inter-High prelims,\Aone and Karasuno's 10 ended up becoming friends, oddly enough.\That might be true for now.\Huh?\Aone just spoke?\And their 10\is aware of that. response:	Hinata.
context: At the Inter-High prelims,\Aone and Karasuno's 10 ended up becoming friends, oddly enough.\That might be true for now.\Huh?\Aone just spoke?\And their 10\is aware of that.\Hinata. response:	These past few months,
context: Aone and Karasuno's 10 ended up becoming friends, oddly enough.\That might be true for now.\Huh?\Aone just spoke?\And their 10\is aware of that.\Hinata.\These past few months, response:	Narita's spent quite some time paired with Sugawara as setter.
context: That might be true for now.\Huh?\Aone just spoke?\And their 10\is aware of that.\Hinata.\These past few months,\Narita's spent quite some time paired with Sugawara as setter. response:	Just watch your senpais play from here.
context: Huh?\Aone just spoke?\And their 10\is aware of that.\Hinata.\These past few months,\Narita's spent quite some time paired with Sugawara as setter.\Just watch your senpais play from here. response:	Right.
context: Aone just spoke?\And their 10\is aware of that.\Hinata.\These past few months,\Narita's spent quite some time paired with Sugawara as setter.\Just watch your senpais play from here.\Right. response:	Let's do this in one shot!
context: And their 10\is aware of that.\Hinata.\These past few months,\Narita's spent quite some time paired with Sugawara as setter.\Just watch your senpais play from here.\Right.\Let's do this in one shot! response:	You got this, Narita!
context: is aware of that.\Hinata.\These past few months,\Narita's spent quite some time paired with Sugawara as setter.\Just watch your senpais play from here.\Right.\Let's do this in one shot!\You got this, Narita! response:	Calm down a little.
context: Hinata.\These past few months,\Narita's spent quite some time paired with Sugawara as setter.\Just watch your senpais play from here.\Right.\Let's do this in one shot!\You got this, Narita!\Calm down a little. response:	I understand you want to play, but...
context: These past few months,\Narita's spent quite some time paired with Sugawara as setter.\Just watch your senpais play from here.\Right.\Let's do this in one shot!\You got this, Narita!\Calm down a little.\I understand you want to play, but... response:	I wanna play and I wanna practice.
context: Narita's spent quite some time paired with Sugawara as setter.\Just watch your senpais play from here.\Right.\Let's do this in one shot!\You got this, Narita!\Calm down a little.\I understand you want to play, but...\I wanna play and I wanna practice. response:	All right!
context: Just watch your senpais play from here.\Right.\Let's do this in one shot!\You got this, Narita!\Calm down a little.\I understand you want to play, but...\I wanna play and I wanna practice.\All right! response:	Nice kill!
context: Right.\Let's do this in one shot!\You got this, Narita!\Calm down a little.\I understand you want to play, but...\I wanna play and I wanna practice.\All right!\Nice kill! response:	That's it! That's it!
context: Let's do this in one shot!\You got this, Narita!\Calm down a little.\I understand you want to play, but...\I wanna play and I wanna practice.\All right!\Nice kill!\That's it! That's it! response:	Right.
context: You got this, Narita!\Calm down a little.\I understand you want to play, but...\I wanna play and I wanna practice.\All right!\Nice kill!\That's it! That's it!\Right. response:	Karasuno Johzenji
context: Calm down a little.\I understand you want to play, but...\I wanna play and I wanna practice.\All right!\Nice kill!\That's it! That's it!\Right.\Karasuno Johzenji response:	Terushima, nice serve!
context: I understand you want to play, but...\I wanna play and I wanna practice.\All right!\Nice kill!\That's it! That's it!\Right.\Karasuno Johzenji\Terushima, nice serve! response:	All right!
context: I wanna play and I wanna practice.\All right!\Nice kill!\That's it! That's it!\Right.\Karasuno Johzenji\Terushima, nice serve!\All right! response:	Whoo! Service ace! Whoo!
context: All right!\Nice kill!\That's it! That's it!\Right.\Karasuno Johzenji\Terushima, nice serve!\All right!\Whoo! Service ace! Whoo! response:	That guy acts like he just scored three points! It seriously pisses me off.
context: Nice kill!\That's it! That's it!\Right.\Karasuno Johzenji\Terushima, nice serve!\All right!\Whoo! Service ace! Whoo!\That guy acts like he just scored three points! It seriously pisses me off. response:	You're one to talk, Tanaka.
context: That's it! That's it!\Right.\Karasuno Johzenji\Terushima, nice serve!\All right!\Whoo! Service ace! Whoo!\That guy acts like he just scored three points! It seriously pisses me off.\You're one to talk, Tanaka. response:	What?!
context: Right.\Karasuno Johzenji\Terushima, nice serve!\All right!\Whoo! Service ace! Whoo!\That guy acts like he just scored three points! It seriously pisses me off.\You're one to talk, Tanaka.\What?! response:	Don't let their excitement overwhelm you.
context: Karasuno Johzenji\Terushima, nice serve!\All right!\Whoo! Service ace! Whoo!\That guy acts like he just scored three points! It seriously pisses me off.\You're one to talk, Tanaka.\What?!\Don't let their excitement overwhelm you. response:	We're gonna finish up this set!
context: Terushima, nice serve!\All right!\Whoo! Service ace! Whoo!\That guy acts like he just scored three points! It seriously pisses me off.\You're one to talk, Tanaka.\What?!\Don't let their excitement overwhelm you.\We're gonna finish up this set! response:	Don't mind! Don't mind!
context: All right!\Whoo! Service ace! Whoo!\That guy acts like he just scored three points! It seriously pisses me off.\You're one to talk, Tanaka.\What?!\Don't let their excitement overwhelm you.\We're gonna finish up this set!\Don't mind! Don't mind! response:	Get one through!
context: Whoo! Service ace! Whoo!\That guy acts like he just scored three points! It seriously pisses me off.\You're one to talk, Tanaka.\What?!\Don't let their excitement overwhelm you.\We're gonna finish up this set!\Don't mind! Don't mind!\Get one through! response:	Kageyama's back.
context: That guy acts like he just scored three points! It seriously pisses me off.\You're one to talk, Tanaka.\What?!\Don't let their excitement overwhelm you.\We're gonna finish up this set!\Don't mind! Don't mind!\Get one through!\Kageyama's back. response:	Kageyama-kun's okay.
context: You're one to talk, Tanaka.\What?!\Don't let their excitement overwhelm you.\We're gonna finish up this set!\Don't mind! Don't mind!\Get one through!\Kageyama's back.\Kageyama-kun's okay. response:	Yeah, seems like it.
context: What?!\Don't let their excitement overwhelm you.\We're gonna finish up this set!\Don't mind! Don't mind!\Get one through!\Kageyama's back.\Kageyama-kun's okay.\Yeah, seems like it. response:	Good job.
context: Don't let their excitement overwhelm you.\We're gonna finish up this set!\Don't mind! Don't mind!\Get one through!\Kageyama's back.\Kageyama-kun's okay.\Yeah, seems like it.\Good job. response:	You okay?
context: We're gonna finish up this set!\Don't mind! Don't mind!\Get one through!\Kageyama's back.\Kageyama-kun's okay.\Yeah, seems like it.\Good job.\You okay? response:	But it doesn't seem like they're going to switch out yet.
context: Don't mind! Don't mind!\Get one through!\Kageyama's back.\Kageyama-kun's okay.\Yeah, seems like it.\Good job.\You okay?\But it doesn't seem like they're going to switch out yet. response:	Yes.
context: Get one through!\Kageyama's back.\Kageyama-kun's okay.\Yeah, seems like it.\Good job.\You okay?\But it doesn't seem like they're going to switch out yet.\Yes. response:	Nishinoya!
context: Kageyama's back.\Kageyama-kun's okay.\Yeah, seems like it.\Good job.\You okay?\But it doesn't seem like they're going to switch out yet.\Yes.\Nishinoya! response:	Got it!
context: Kageyama-kun's okay.\Yeah, seems like it.\Good job.\You okay?\But it doesn't seem like they're going to switch out yet.\Yes.\Nishinoya!\Got it! response:	Nice receive!
context: Yeah, seems like it.\Good job.\You okay?\But it doesn't seem like they're going to switch out yet.\Yes.\Nishinoya!\Got it!\Nice receive! response:	Didn't you say you'd handle things?
context: Good job.\You okay?\But it doesn't seem like they're going to switch out yet.\Yes.\Nishinoya!\Got it!\Nice receive!\Didn't you say you'd handle things? response:	Shut up!
context: You okay?\But it doesn't seem like they're going to switch out yet.\Yes.\Nishinoya!\Got it!\Nice receive!\Didn't you say you'd handle things?\Shut up! response:	I'll eventually be able to do that...
context: But it doesn't seem like they're going to switch out yet.\Yes.\Nishinoya!\Got it!\Nice receive!\Didn't you say you'd handle things?\Shut up!\I'll eventually be able to do that... response:	Eventually.
context: Yes.\Nishinoya!\Got it!\Nice receive!\Didn't you say you'd handle things?\Shut up!\I'll eventually be able to do that...\Eventually. response:	Nice kill!
context: Nishinoya!\Got it!\Nice receive!\Didn't you say you'd handle things?\Shut up!\I'll eventually be able to do that...\Eventually.\Nice kill! response:	Nice kill!
context: Got it!\Nice receive!\Didn't you say you'd handle things?\Shut up!\I'll eventually be able to do that...\Eventually.\Nice kill!\Nice kill! response:	Nice!
context: Nice receive!\Didn't you say you'd handle things?\Shut up!\I'll eventually be able to do that...\Eventually.\Nice kill!\Nice kill!\Nice! response:	We're not gonna lose...
context: Didn't you say you'd handle things?\Shut up!\I'll eventually be able to do that...\Eventually.\Nice kill!\Nice kill!\Nice!\We're not gonna lose... response:	Karasuno Johzenji
