context: Time flies. response:	It's already late November.
context: Do you believe in destiny?\Do you hear our destiny stepping towards us?\I love you too.\Who are you?\Stand!\Stand up!\Stand up, Joe!\What did you give him last year? response:	I didn't have money, so I gave him a shoulder massage coupon.
context: Do you hear our destiny stepping towards us?\I love you too.\Who are you?\Stand!\Stand up!\Stand up, Joe!\What did you give him last year?\I didn't have money, so I gave him a shoulder massage coupon. response:	Shoulder massage coupon?
context: I love you too.\Who are you?\Stand!\Stand up!\Stand up, Joe!\What did you give him last year?\I didn't have money, so I gave him a shoulder massage coupon.\Shoulder massage coupon? response:	He used it all up right there.
context: Who are you?\Stand!\Stand up!\Stand up, Joe!\What did you give him last year?\I didn't have money, so I gave him a shoulder massage coupon.\Shoulder massage coupon?\He used it all up right there. response:	Three hours of shoulder massage.
context: Stand!\Stand up!\Stand up, Joe!\What did you give him last year?\I didn't have money, so I gave him a shoulder massage coupon.\Shoulder massage coupon?\He used it all up right there.\Three hours of shoulder massage. response:	She cares for him so much.
context: Stand up!\Stand up, Joe!\What did you give him last year?\I didn't have money, so I gave him a shoulder massage coupon.\Shoulder massage coupon?\He used it all up right there.\Three hours of shoulder massage.\She cares for him so much. response:	My budget's 500 yen this year.
context: Stand up, Joe!\What did you give him last year?\I didn't have money, so I gave him a shoulder massage coupon.\Shoulder massage coupon?\He used it all up right there.\Three hours of shoulder massage.\She cares for him so much.\My budget's 500 yen this year. response:	Perfect!
context: What did you give him last year?\I didn't have money, so I gave him a shoulder massage coupon.\Shoulder massage coupon?\He used it all up right there.\Three hours of shoulder massage.\She cares for him so much.\My budget's 500 yen this year.\Perfect! response:	I can't get him new mitts, but a glove pouch...
context: I didn't have money, so I gave him a shoulder massage coupon.\Shoulder massage coupon?\He used it all up right there.\Three hours of shoulder massage.\She cares for him so much.\My budget's 500 yen this year.\Perfect!\I can't get him new mitts, but a glove pouch... response:	Hold on to this.
context: Shoulder massage coupon?\He used it all up right there.\Three hours of shoulder massage.\She cares for him so much.\My budget's 500 yen this year.\Perfect!\I can't get him new mitts, but a glove pouch...\Hold on to this. response:	I have enough.
context: He used it all up right there.\Three hours of shoulder massage.\She cares for him so much.\My budget's 500 yen this year.\Perfect!\I can't get him new mitts, but a glove pouch...\Hold on to this.\I have enough. response:	I'm shocked too.
context: Three hours of shoulder massage.\She cares for him so much.\My budget's 500 yen this year.\Perfect!\I can't get him new mitts, but a glove pouch...\Hold on to this.\I have enough.\I'm shocked too. response:	All right, I'm gonna spend some money on him this year.
context: She cares for him so much.\My budget's 500 yen this year.\Perfect!\I can't get him new mitts, but a glove pouch...\Hold on to this.\I have enough.\I'm shocked too.\All right, I'm gonna spend some money on him this year. response:	Love!
context: My budget's 500 yen this year.\Perfect!\I can't get him new mitts, but a glove pouch...\Hold on to this.\I have enough.\I'm shocked too.\All right, I'm gonna spend some money on him this year.\Love! response:	That was an impulsive buy.
context: Perfect!\I can't get him new mitts, but a glove pouch...\Hold on to this.\I have enough.\I'm shocked too.\All right, I'm gonna spend some money on him this year.\Love!\That was an impulsive buy. response:	I'm so glad for you, Chizu-chan.
context: I can't get him new mitts, but a glove pouch...\Hold on to this.\I have enough.\I'm shocked too.\All right, I'm gonna spend some money on him this year.\Love!\That was an impulsive buy.\I'm so glad for you, Chizu-chan. response:	Miniskirts?
context: Hold on to this.\I have enough.\I'm shocked too.\All right, I'm gonna spend some money on him this year.\Love!\That was an impulsive buy.\I'm so glad for you, Chizu-chan.\Miniskirts? response:	I thought maybe for a change.
context: I have enough.\I'm shocked too.\All right, I'm gonna spend some money on him this year.\Love!\That was an impulsive buy.\I'm so glad for you, Chizu-chan.\Miniskirts?\I thought maybe for a change. response:	Ramen, ramen...
context: I'm shocked too.\All right, I'm gonna spend some money on him this year.\Love!\That was an impulsive buy.\I'm so glad for you, Chizu-chan.\Miniskirts?\I thought maybe for a change.\Ramen, ramen... response:	I want to hear...
context: All right, I'm gonna spend some money on him this year.\Love!\That was an impulsive buy.\I'm so glad for you, Chizu-chan.\Miniskirts?\I thought maybe for a change.\Ramen, ramen...\I want to hear... response:	Should I ask?
context: Love!\That was an impulsive buy.\I'm so glad for you, Chizu-chan.\Miniskirts?\I thought maybe for a change.\Ramen, ramen...\I want to hear...\Should I ask? response:	Should I not?
context: That was an impulsive buy.\I'm so glad for you, Chizu-chan.\Miniskirts?\I thought maybe for a change.\Ramen, ramen...\I want to hear...\Should I ask?\Should I not? response:	But I feel like I could ask.
context: I'm so glad for you, Chizu-chan.\Miniskirts?\I thought maybe for a change.\Ramen, ramen...\I want to hear...\Should I ask?\Should I not?\But I feel like I could ask. response:	Hey Chizu-chan,
context: Miniskirts?\I thought maybe for a change.\Ramen, ramen...\I want to hear...\Should I ask?\Should I not?\But I feel like I could ask.\Hey Chizu-chan, response:	is there someone you like?
context: I thought maybe for a change.\Ramen, ramen...\I want to hear...\Should I ask?\Should I not?\But I feel like I could ask.\Hey Chizu-chan,\is there someone you like? response:	I did it!
context: Ramen, ramen...\I want to hear...\Should I ask?\Should I not?\But I feel like I could ask.\Hey Chizu-chan,\is there someone you like?\I did it! response:	That was random.
context: I want to hear...\Should I ask?\Should I not?\But I feel like I could ask.\Hey Chizu-chan,\is there someone you like?\I did it!\That was random. response:	Yeah.
context: Should I ask?\Should I not?\But I feel like I could ask.\Hey Chizu-chan,\is there someone you like?\I did it!\That was random.\Yeah. response:	It's always been a crush, though.
context: Should I not?\But I feel like I could ask.\Hey Chizu-chan,\is there someone you like?\I did it!\That was random.\Yeah.\It's always been a crush, though. response:	A-Always?
context: But I feel like I could ask.\Hey Chizu-chan,\is there someone you like?\I did it!\That was random.\Yeah.\It's always been a crush, though.\A-Always? response:	I've had a crush for ages.
context: Hey Chizu-chan,\is there someone you like?\I did it!\That was random.\Yeah.\It's always been a crush, though.\A-Always?\I've had a crush for ages. response:	Could it be...
context: is there someone you like?\I did it!\That was random.\Yeah.\It's always been a crush, though.\A-Always?\I've had a crush for ages.\Could it be... response:	Could it be...
context: I did it!\That was random.\Yeah.\It's always been a crush, though.\A-Always?\I've had a crush for ages.\Could it be...\Could it be... response:	I've known him since we were little.
context: That was random.\Yeah.\It's always been a crush, though.\A-Always?\I've had a crush for ages.\Could it be...\Could it be...\I've known him since we were little. response:	I knew it!
context: Yeah.\It's always been a crush, though.\A-Always?\I've had a crush for ages.\Could it be...\Could it be...\I've known him since we were little.\I knew it! response:	He only thinks of me like a little sister, though.
context: It's always been a crush, though.\A-Always?\I've had a crush for ages.\Could it be...\Could it be...\I've known him since we were little.\I knew it!\He only thinks of me like a little sister, though. response:	That's not true.
context: A-Always?\I've had a crush for ages.\Could it be...\Could it be...\I've known him since we were little.\I knew it!\He only thinks of me like a little sister, though.\That's not true. response:	Why?
context: I've had a crush for ages.\Could it be...\Could it be...\I've known him since we were little.\I knew it!\He only thinks of me like a little sister, though.\That's not true.\Why? response:	It's all right, don't worry.
context: Could it be...\Could it be...\I've known him since we were little.\I knew it!\He only thinks of me like a little sister, though.\That's not true.\Why?\It's all right, don't worry. response:	I'm just a kid.
context: Could it be...\I've known him since we were little.\I knew it!\He only thinks of me like a little sister, though.\That's not true.\Why?\It's all right, don't worry.\I'm just a kid. response:	He's not even going to look at me yet.
context: I've known him since we were little.\I knew it!\He only thinks of me like a little sister, though.\That's not true.\Why?\It's all right, don't worry.\I'm just a kid.\He's not even going to look at me yet. response:	So I'm going to become an awesome woman.
context: I knew it!\He only thinks of me like a little sister, though.\That's not true.\Why?\It's all right, don't worry.\I'm just a kid.\He's not even going to look at me yet.\So I'm going to become an awesome woman. response:	Who knows once I'm grown up, right?
context: He only thinks of me like a little sister, though.\That's not true.\Why?\It's all right, don't worry.\I'm just a kid.\He's not even going to look at me yet.\So I'm going to become an awesome woman.\Who knows once I'm grown up, right? response:	I'm so glad I asked.
context: That's not true.\Why?\It's all right, don't worry.\I'm just a kid.\He's not even going to look at me yet.\So I'm going to become an awesome woman.\Who knows once I'm grown up, right?\I'm so glad I asked. response:	I've never seen her like this.
context: Why?\It's all right, don't worry.\I'm just a kid.\He's not even going to look at me yet.\So I'm going to become an awesome woman.\Who knows once I'm grown up, right?\I'm so glad I asked.\I've never seen her like this. response:	But it sort of sucks that I don't get to meet him often.
context: It's all right, don't worry.\I'm just a kid.\He's not even going to look at me yet.\So I'm going to become an awesome woman.\Who knows once I'm grown up, right?\I'm so glad I asked.\I've never seen her like this.\But it sort of sucks that I don't get to meet him often. response:	He lives in Sapporo. Too bad.
context: I'm just a kid.\He's not even going to look at me yet.\So I'm going to become an awesome woman.\Who knows once I'm grown up, right?\I'm so glad I asked.\I've never seen her like this.\But it sort of sucks that I don't get to meet him often.\He lives in Sapporo. Too bad. response:	He didn't come back for the Obon festival last year, so I haven't seen him in like a year.
context: He's not even going to look at me yet.\So I'm going to become an awesome woman.\Who knows once I'm grown up, right?\I'm so glad I asked.\I've never seen her like this.\But it sort of sucks that I don't get to meet him often.\He lives in Sapporo. Too bad.\He didn't come back for the Obon festival last year, so I haven't seen him in like a year. response:	But I just know he'll be back for New Year's.
context: So I'm going to become an awesome woman.\Who knows once I'm grown up, right?\I'm so glad I asked.\I've never seen her like this.\But it sort of sucks that I don't get to meet him often.\He lives in Sapporo. Too bad.\He didn't come back for the Obon festival last year, so I haven't seen him in like a year.\But I just know he'll be back for New Year's. response:	Just watch, I'm a high schooler now!
context: Who knows once I'm grown up, right?\I'm so glad I asked.\I've never seen her like this.\But it sort of sucks that I don't get to meet him often.\He lives in Sapporo. Too bad.\He didn't come back for the Obon festival last year, so I haven't seen him in like a year.\But I just know he'll be back for New Year's.\Just watch, I'm a high schooler now! response:	I'm getting confused.
context: I'm so glad I asked.\I've never seen her like this.\But it sort of sucks that I don't get to meet him often.\He lives in Sapporo. Too bad.\He didn't come back for the Obon festival last year, so I haven't seen him in like a year.\But I just know he'll be back for New Year's.\Just watch, I'm a high schooler now!\I'm getting confused. response:	Is it okay if I just ask straight out?
context: I've never seen her like this.\But it sort of sucks that I don't get to meet him often.\He lives in Sapporo. Too bad.\He didn't come back for the Obon festival last year, so I haven't seen him in like a year.\But I just know he'll be back for New Year's.\Just watch, I'm a high schooler now!\I'm getting confused.\Is it okay if I just ask straight out? response:	What?
context: But it sort of sucks that I don't get to meet him often.\He lives in Sapporo. Too bad.\He didn't come back for the Obon festival last year, so I haven't seen him in like a year.\But I just know he'll be back for New Year's.\Just watch, I'm a high schooler now!\I'm getting confused.\Is it okay if I just ask straight out?\What? response:	It's Sanada-kun that you like, right?
context: He lives in Sapporo. Too bad.\He didn't come back for the Obon festival last year, so I haven't seen him in like a year.\But I just know he'll be back for New Year's.\Just watch, I'm a high schooler now!\I'm getting confused.\Is it okay if I just ask straight out?\What?\It's Sanada-kun that you like, right? response:	Sawako, are you talking about Ryu?
context: He didn't come back for the Obon festival last year, so I haven't seen him in like a year.\But I just know he'll be back for New Year's.\Just watch, I'm a high schooler now!\I'm getting confused.\Is it okay if I just ask straight out?\What?\It's Sanada-kun that you like, right?\Sawako, are you talking about Ryu? response:	No way.
context: But I just know he'll be back for New Year's.\Just watch, I'm a high schooler now!\I'm getting confused.\Is it okay if I just ask straight out?\What?\It's Sanada-kun that you like, right?\Sawako, are you talking about Ryu?\No way. response:	Ryu's important to me, like a brother.
context: Just watch, I'm a high schooler now!\I'm getting confused.\Is it okay if I just ask straight out?\What?\It's Sanada-kun that you like, right?\Sawako, are you talking about Ryu?\No way.\Ryu's important to me, like a brother. response:	I seriously wouldn't mind being his sister.
context: I'm getting confused.\Is it okay if I just ask straight out?\What?\It's Sanada-kun that you like, right?\Sawako, are you talking about Ryu?\No way.\Ryu's important to me, like a brother.\I seriously wouldn't mind being his sister. response:	Sister? Brother?
context: Is it okay if I just ask straight out?\What?\It's Sanada-kun that you like, right?\Sawako, are you talking about Ryu?\No way.\Ryu's important to me, like a brother.\I seriously wouldn't mind being his sister.\Sister? Brother? response:	It's Ryu's brother that I like.
context: What?\It's Sanada-kun that you like, right?\Sawako, are you talking about Ryu?\No way.\Ryu's important to me, like a brother.\I seriously wouldn't mind being his sister.\Sister? Brother?\It's Ryu's brother that I like. response:	I'm embarrassed.
context: It's Sanada-kun that you like, right?\Sawako, are you talking about Ryu?\No way.\Ryu's important to me, like a brother.\I seriously wouldn't mind being his sister.\Sister? Brother?\It's Ryu's brother that I like.\I'm embarrassed. response:	Hey,
context: Sawako, are you talking about Ryu?\No way.\Ryu's important to me, like a brother.\I seriously wouldn't mind being his sister.\Sister? Brother?\It's Ryu's brother that I like.\I'm embarrassed.\Hey, response:	does Sanada-kun know?
context: No way.\Ryu's important to me, like a brother.\I seriously wouldn't mind being his sister.\Sister? Brother?\It's Ryu's brother that I like.\I'm embarrassed.\Hey,\does Sanada-kun know? response:	Of course he knows.
context: Ryu's important to me, like a brother.\I seriously wouldn't mind being his sister.\Sister? Brother?\It's Ryu's brother that I like.\I'm embarrassed.\Hey,\does Sanada-kun know?\Of course he knows. response:	Oh, he does.
context: I seriously wouldn't mind being his sister.\Sister? Brother?\It's Ryu's brother that I like.\I'm embarrassed.\Hey,\does Sanada-kun know?\Of course he knows.\Oh, he does. response:	Why?
context: Sister? Brother?\It's Ryu's brother that I like.\I'm embarrassed.\Hey,\does Sanada-kun know?\Of course he knows.\Oh, he does.\Why? response:	Nothing.
context: It's Ryu's brother that I like.\I'm embarrassed.\Hey,\does Sanada-kun know?\Of course he knows.\Oh, he does.\Why?\Nothing. response:	It's nothing.
context: I'm embarrassed.\Hey,\does Sanada-kun know?\Of course he knows.\Oh, he does.\Why?\Nothing.\It's nothing. response:	Shout, Sanada.
context: Hey,\does Sanada-kun know?\Of course he knows.\Oh, he does.\Why?\Nothing.\It's nothing.\Shout, Sanada. response:	Yes!
context: does Sanada-kun know?\Of course he knows.\Oh, he does.\Why?\Nothing.\It's nothing.\Shout, Sanada.\Yes! response:	You too.
context: Of course he knows.\Oh, he does.\Why?\Nothing.\It's nothing.\Shout, Sanada.\Yes!\You too. response:	Yes!
context: Oh, he does.\Why?\Nothing.\It's nothing.\Shout, Sanada.\Yes!\You too.\Yes! response:	Go!
context: Why?\Nothing.\It's nothing.\Shout, Sanada.\Yes!\You too.\Yes!\Go! response:	You were still there?
context: Nothing.\It's nothing.\Shout, Sanada.\Yes!\You too.\Yes!\Go!\You were still there? response:	I was cheering up Joe and Tanaka and the lot.
context: It's nothing.\Shout, Sanada.\Yes!\You too.\Yes!\Go!\You were still there?\I was cheering up Joe and Tanaka and the lot. response:	That guy's so wild.
context: Shout, Sanada.\Yes!\You too.\Yes!\Go!\You were still there?\I was cheering up Joe and Tanaka and the lot.\That guy's so wild. response:	So we're getting together to cheer Joe up.
context: Yes!\You too.\Yes!\Go!\You were still there?\I was cheering up Joe and Tanaka and the lot.\That guy's so wild.\So we're getting together to cheer Joe up. response:	Are you free next weekend?
context: You too.\Yes!\Go!\You were still there?\I was cheering up Joe and Tanaka and the lot.\That guy's so wild.\So we're getting together to cheer Joe up.\Are you free next weekend? response:	Next week?
context: Yes!\Go!\You were still there?\I was cheering up Joe and Tanaka and the lot.\That guy's so wild.\So we're getting together to cheer Joe up.\Are you free next weekend?\Next week? response:	I can't, not next week.
context: Go!\You were still there?\I was cheering up Joe and Tanaka and the lot.\That guy's so wild.\So we're getting together to cheer Joe up.\Are you free next weekend?\Next week?\I can't, not next week. response:	Is something happening?
context: You were still there?\I was cheering up Joe and Tanaka and the lot.\That guy's so wild.\So we're getting together to cheer Joe up.\Are you free next weekend?\Next week?\I can't, not next week.\Is something happening? response:	Well...
context: I was cheering up Joe and Tanaka and the lot.\That guy's so wild.\So we're getting together to cheer Joe up.\Are you free next weekend?\Next week?\I can't, not next week.\Is something happening?\Well... response:	My brother's coming home.
context: That guy's so wild.\So we're getting together to cheer Joe up.\Are you free next weekend?\Next week?\I can't, not next week.\Is something happening?\Well...\My brother's coming home. response:	How's this?
context: So we're getting together to cheer Joe up.\Are you free next weekend?\Next week?\I can't, not next week.\Is something happening?\Well...\My brother's coming home.\How's this? response:	Looks so cold.
context: Are you free next weekend?\Next week?\I can't, not next week.\Is something happening?\Well...\My brother's coming home.\How's this?\Looks so cold. response:	You must have guts to wear that.
context: Next week?\I can't, not next week.\Is something happening?\Well...\My brother's coming home.\How's this?\Looks so cold.\You must have guts to wear that. response:	Bring it on!
context: I can't, not next week.\Is something happening?\Well...\My brother's coming home.\How's this?\Looks so cold.\You must have guts to wear that.\Bring it on! response:	Chizu-chan's shining.
context: Is something happening?\Well...\My brother's coming home.\How's this?\Looks so cold.\You must have guts to wear that.\Bring it on!\Chizu-chan's shining. response:	She's a girl.
context: Well...\My brother's coming home.\How's this?\Looks so cold.\You must have guts to wear that.\Bring it on!\Chizu-chan's shining.\She's a girl. response:	She must be happy to meet someone she likes.
context: My brother's coming home.\How's this?\Looks so cold.\You must have guts to wear that.\Bring it on!\Chizu-chan's shining.\She's a girl.\She must be happy to meet someone she likes. response:	Morning, Ryu.
context: How's this?\Looks so cold.\You must have guts to wear that.\Bring it on!\Chizu-chan's shining.\She's a girl.\She must be happy to meet someone she likes.\Morning, Ryu. response:	Morning.
context: Looks so cold.\You must have guts to wear that.\Bring it on!\Chizu-chan's shining.\She's a girl.\She must be happy to meet someone she likes.\Morning, Ryu.\Morning. response:	Morning.
context: You must have guts to wear that.\Bring it on!\Chizu-chan's shining.\She's a girl.\She must be happy to meet someone she likes.\Morning, Ryu.\Morning.\Morning. response:	Morning.
context: Bring it on!\Chizu-chan's shining.\She's a girl.\She must be happy to meet someone she likes.\Morning, Ryu.\Morning.\Morning.\Morning. response:	M-Morning.
context: Chizu-chan's shining.\She's a girl.\She must be happy to meet someone she likes.\Morning, Ryu.\Morning.\Morning.\Morning.\M-Morning. response:	Hey Kazehaya, what do you think of this?
context: She's a girl.\She must be happy to meet someone she likes.\Morning, Ryu.\Morning.\Morning.\Morning.\M-Morning.\Hey Kazehaya, what do you think of this? response:	What, winter clothes?
context: She must be happy to meet someone she likes.\Morning, Ryu.\Morning.\Morning.\Morning.\M-Morning.\Hey Kazehaya, what do you think of this?\What, winter clothes? response:	Yeah, the miniskirt.
context: Morning, Ryu.\Morning.\Morning.\Morning.\M-Morning.\Hey Kazehaya, what do you think of this?\What, winter clothes?\Yeah, the miniskirt. response:	How much is it?
context: Morning.\Morning.\Morning.\M-Morning.\Hey Kazehaya, what do you think of this?\What, winter clothes?\Yeah, the miniskirt.\How much is it? response:	15,000Oh shit.
context: Morning.\Morning.\M-Morning.\Hey Kazehaya, what do you think of this?\What, winter clothes?\Yeah, the miniskirt.\How much is it?\15,000Oh shit. response:	I don't have money.
context: Morning.\M-Morning.\Hey Kazehaya, what do you think of this?\What, winter clothes?\Yeah, the miniskirt.\How much is it?\15,000Oh shit.\I don't have money. response:	I wanted it for New Year's.
context: M-Morning.\Hey Kazehaya, what do you think of this?\What, winter clothes?\Yeah, the miniskirt.\How much is it?\15,000Oh shit.\I don't have money.\I wanted it for New Year's. response:	You're getting some for your New Year's allowance.
context: Hey Kazehaya, what do you think of this?\What, winter clothes?\Yeah, the miniskirt.\How much is it?\15,000Oh shit.\I don't have money.\I wanted it for New Year's.\You're getting some for your New Year's allowance. response:	What if Tohru's here only on New Year's Eve or New Year's Day?
context: What, winter clothes?\Yeah, the miniskirt.\How much is it?\15,000Oh shit.\I don't have money.\I wanted it for New Year's.\You're getting some for your New Year's allowance.\What if Tohru's here only on New Year's Eve or New Year's Day? response:	Huh?
context: Yeah, the miniskirt.\How much is it?\15,000Oh shit.\I don't have money.\I wanted it for New Year's.\You're getting some for your New Year's allowance.\What if Tohru's here only on New Year's Eve or New Year's Day?\Huh? response:	So that's his name.
context: How much is it?\15,000Oh shit.\I don't have money.\I wanted it for New Year's.\You're getting some for your New Year's allowance.\What if Tohru's here only on New Year's Eve or New Year's Day?\Huh?\So that's his name. response:	I never said anything.
context: 15,000Oh shit.\I don't have money.\I wanted it for New Year's.\You're getting some for your New Year's allowance.\What if Tohru's here only on New Year's Eve or New Year's Day?\Huh?\So that's his name.\I never said anything. response:	Did I?
context: I don't have money.\I wanted it for New Year's.\You're getting some for your New Year's allowance.\What if Tohru's here only on New Year's Eve or New Year's Day?\Huh?\So that's his name.\I never said anything.\Did I? response:	I think so?
context: I wanted it for New Year's.\You're getting some for your New Year's allowance.\What if Tohru's here only on New Year's Eve or New Year's Day?\Huh?\So that's his name.\I never said anything.\Did I?\I think so? response:	What's the fuss?
context: You're getting some for your New Year's allowance.\What if Tohru's here only on New Year's Eve or New Year's Day?\Huh?\So that's his name.\I never said anything.\Did I?\I think so?\What's the fuss? response:	Hey, Yano-chin.
context: What if Tohru's here only on New Year's Eve or New Year's Day?\Huh?\So that's his name.\I never said anything.\Did I?\I think so?\What's the fuss?\Hey, Yano-chin. response:	We broke up.
context: Huh?\So that's his name.\I never said anything.\Did I?\I think so?\What's the fuss?\Hey, Yano-chin.\We broke up. response:	You got dumped?
context: So that's his name.\I never said anything.\Did I?\I think so?\What's the fuss?\Hey, Yano-chin.\We broke up.\You got dumped? response:	I dumped him.
context: I never said anything.\Did I?\I think so?\What's the fuss?\Hey, Yano-chin.\We broke up.\You got dumped?\I dumped him. response:	It wasn't easy, you know.
context: Did I?\I think so?\What's the fuss?\Hey, Yano-chin.\We broke up.\You got dumped?\I dumped him.\It wasn't easy, you know. response:	I can tell.
context: I think so?\What's the fuss?\Hey, Yano-chin.\We broke up.\You got dumped?\I dumped him.\It wasn't easy, you know.\I can tell. response:	I told him straight up.
context: What's the fuss?\Hey, Yano-chin.\We broke up.\You got dumped?\I dumped him.\It wasn't easy, you know.\I can tell.\I told him straight up. response:	Sorry, I'm sorry.
context: Hey, Yano-chin.\We broke up.\You got dumped?\I dumped him.\It wasn't easy, you know.\I can tell.\I told him straight up.\Sorry, I'm sorry. response:	You're all I have.
context: We broke up.\You got dumped?\I dumped him.\It wasn't easy, you know.\I can tell.\I told him straight up.\Sorry, I'm sorry.\You're all I have. response:	Let's live together.
context: You got dumped?\I dumped him.\It wasn't easy, you know.\I can tell.\I told him straight up.\Sorry, I'm sorry.\You're all I have.\Let's live together. response:	Okay, Ayane?
context: I dumped him.\It wasn't easy, you know.\I can tell.\I told him straight up.\Sorry, I'm sorry.\You're all I have.\Let's live together.\Okay, Ayane? response:	This guy didn't hear a thing I said.
context: It wasn't easy, you know.\I can tell.\I told him straight up.\Sorry, I'm sorry.\You're all I have.\Let's live together.\Okay, Ayane?\This guy didn't hear a thing I said. response:	I didn't like him after all.
context: I can tell.\I told him straight up.\Sorry, I'm sorry.\You're all I have.\Let's live together.\Okay, Ayane?\This guy didn't hear a thing I said.\I didn't like him after all. response:	He's too annoying.
context: I told him straight up.\Sorry, I'm sorry.\You're all I have.\Let's live together.\Okay, Ayane?\This guy didn't hear a thing I said.\I didn't like him after all.\He's too annoying. response:	I thought you were meeting him for some quality time together.
context: Sorry, I'm sorry.\You're all I have.\Let's live together.\Okay, Ayane?\This guy didn't hear a thing I said.\I didn't like him after all.\He's too annoying.\I thought you were meeting him for some quality time together. response:	After what I told you? How?
context: You're all I have.\Let's live together.\Okay, Ayane?\This guy didn't hear a thing I said.\I didn't like him after all.\He's too annoying.\I thought you were meeting him for some quality time together.\After what I told you? How? response:	I can't think of any words of consolation.
context: Let's live together.\Okay, Ayane?\This guy didn't hear a thing I said.\I didn't like him after all.\He's too annoying.\I thought you were meeting him for some quality time together.\After what I told you? How?\I can't think of any words of consolation. response:	Not that this is what I wanted.
context: Okay, Ayane?\This guy didn't hear a thing I said.\I didn't like him after all.\He's too annoying.\I thought you were meeting him for some quality time together.\After what I told you? How?\I can't think of any words of consolation.\Not that this is what I wanted. response:	Yano-chin.
context: This guy didn't hear a thing I said.\I didn't like him after all.\He's too annoying.\I thought you were meeting him for some quality time together.\After what I told you? How?\I can't think of any words of consolation.\Not that this is what I wanted.\Yano-chin. response:	Why are you acting like I just got dumped?
context: I didn't like him after all.\He's too annoying.\I thought you were meeting him for some quality time together.\After what I told you? How?\I can't think of any words of consolation.\Not that this is what I wanted.\Yano-chin.\Why are you acting like I just got dumped? response:	I just got rejected too!
context: He's too annoying.\I thought you were meeting him for some quality time together.\After what I told you? How?\I can't think of any words of consolation.\Not that this is what I wanted.\Yano-chin.\Why are you acting like I just got dumped?\I just got rejected too! response:	We're both heartbroken!
context: I thought you were meeting him for some quality time together.\After what I told you? How?\I can't think of any words of consolation.\Not that this is what I wanted.\Yano-chin.\Why are you acting like I just got dumped?\I just got rejected too!\We're both heartbroken! response:	I'm not like you.
context: After what I told you? How?\I can't think of any words of consolation.\Not that this is what I wanted.\Yano-chin.\Why are you acting like I just got dumped?\I just got rejected too!\We're both heartbroken!\I'm not like you. response:	Breaking up is part of dating, but it still sucks.
context: I can't think of any words of consolation.\Not that this is what I wanted.\Yano-chin.\Why are you acting like I just got dumped?\I just got rejected too!\We're both heartbroken!\I'm not like you.\Breaking up is part of dating, but it still sucks. response:	I said I dumped him.
context: Not that this is what I wanted.\Yano-chin.\Why are you acting like I just got dumped?\I just got rejected too!\We're both heartbroken!\I'm not like you.\Breaking up is part of dating, but it still sucks.\I said I dumped him. response:	You don't have to act tough.
context: Yano-chin.\Why are you acting like I just got dumped?\I just got rejected too!\We're both heartbroken!\I'm not like you.\Breaking up is part of dating, but it still sucks.\I said I dumped him.\You don't have to act tough. response:	Ryu.
context: Why are you acting like I just got dumped?\I just got rejected too!\We're both heartbroken!\I'm not like you.\Breaking up is part of dating, but it still sucks.\I said I dumped him.\You don't have to act tough.\Ryu. response:	You haven't told her yet.
context: I just got rejected too!\We're both heartbroken!\I'm not like you.\Breaking up is part of dating, but it still sucks.\I said I dumped him.\You don't have to act tough.\Ryu.\You haven't told her yet. response:	I couldn't.
context: We're both heartbroken!\I'm not like you.\Breaking up is part of dating, but it still sucks.\I said I dumped him.\You don't have to act tough.\Ryu.\You haven't told her yet.\I couldn't. response:	Would you tell her?
context: I'm not like you.\Breaking up is part of dating, but it still sucks.\I said I dumped him.\You don't have to act tough.\Ryu.\You haven't told her yet.\I couldn't.\Would you tell her? response:	Huh? Me?
context: Breaking up is part of dating, but it still sucks.\I said I dumped him.\You don't have to act tough.\Ryu.\You haven't told her yet.\I couldn't.\Would you tell her?\Huh? Me? response:	I might.
context: I said I dumped him.\You don't have to act tough.\Ryu.\You haven't told her yet.\I couldn't.\Would you tell her?\Huh? Me?\I might. response:	It's not for me to decide what to do after that.
context: You don't have to act tough.\Ryu.\You haven't told her yet.\I couldn't.\Would you tell her?\Huh? Me?\I might.\It's not for me to decide what to do after that. response:	I thought that's what you'd say.
context: Ryu.\You haven't told her yet.\I couldn't.\Would you tell her?\Huh? Me?\I might.\It's not for me to decide what to do after that.\I thought that's what you'd say. response:	Yeah, I guess.
context: You haven't told her yet.\I couldn't.\Would you tell her?\Huh? Me?\I might.\It's not for me to decide what to do after that.\I thought that's what you'd say.\Yeah, I guess. response:	It'd end up like a really bad drama if she saw my brother without knowing the truth.
context: I couldn't.\Would you tell her?\Huh? Me?\I might.\It's not for me to decide what to do after that.\I thought that's what you'd say.\Yeah, I guess.\It'd end up like a really bad drama if she saw my brother without knowing the truth. response:	But I can't.
context: Would you tell her?\Huh? Me?\I might.\It's not for me to decide what to do after that.\I thought that's what you'd say.\Yeah, I guess.\It'd end up like a really bad drama if she saw my brother without knowing the truth.\But I can't. response:	A miniskirt? For New Year's?
context: Huh? Me?\I might.\It's not for me to decide what to do after that.\I thought that's what you'd say.\Yeah, I guess.\It'd end up like a really bad drama if she saw my brother without knowing the truth.\But I can't.\A miniskirt? For New Year's? response:	Sounds good.
