context: It is near... response:	It is near!
context: I helped Uncle Jude for a little while with his work.\And I was there when he passed away...\He asked me to pass this along to you.\Father's... last request?\He was always worried about you after you went missing.\But he said that he knew you were still alive out there, somewhere, and asked me to find you.\He passed away peacefully, as if going to sleep.\Ever since that day, I've been searching for you. response:	And now, I've finally met you!
context: And I was there when he passed away...\He asked me to pass this along to you.\Father's... last request?\He was always worried about you after you went missing.\But he said that he knew you were still alive out there, somewhere, and asked me to find you.\He passed away peacefully, as if going to sleep.\Ever since that day, I've been searching for you.\And now, I've finally met you! response:	With this, I can fulfill Uncle Jude's dying wish!
context: He asked me to pass this along to you.\Father's... last request?\He was always worried about you after you went missing.\But he said that he knew you were still alive out there, somewhere, and asked me to find you.\He passed away peacefully, as if going to sleep.\Ever since that day, I've been searching for you.\And now, I've finally met you!\With this, I can fulfill Uncle Jude's dying wish! response:	What's inside?
context: Father's... last request?\He was always worried about you after you went missing.\But he said that he knew you were still alive out there, somewhere, and asked me to find you.\He passed away peacefully, as if going to sleep.\Ever since that day, I've been searching for you.\And now, I've finally met you!\With this, I can fulfill Uncle Jude's dying wish!\What's inside? response:	I don't know.
context: He was always worried about you after you went missing.\But he said that he knew you were still alive out there, somewhere, and asked me to find you.\He passed away peacefully, as if going to sleep.\Ever since that day, I've been searching for you.\And now, I've finally met you!\With this, I can fulfill Uncle Jude's dying wish!\What's inside?\I don't know. response:	All I was told was to give this case to you, so...
context: But he said that he knew you were still alive out there, somewhere, and asked me to find you.\He passed away peacefully, as if going to sleep.\Ever since that day, I've been searching for you.\And now, I've finally met you!\With this, I can fulfill Uncle Jude's dying wish!\What's inside?\I don't know.\All I was told was to give this case to you, so... response:	Father...
context: He passed away peacefully, as if going to sleep.\Ever since that day, I've been searching for you.\And now, I've finally met you!\With this, I can fulfill Uncle Jude's dying wish!\What's inside?\I don't know.\All I was told was to give this case to you, so...\Father... response:	Open'er up!
context: Ever since that day, I've been searching for you.\And now, I've finally met you!\With this, I can fulfill Uncle Jude's dying wish!\What's inside?\I don't know.\All I was told was to give this case to you, so...\Father...\Open'er up! response:	Why don't you see what's inside?
context: And now, I've finally met you!\With this, I can fulfill Uncle Jude's dying wish!\What's inside?\I don't know.\All I was told was to give this case to you, so...\Father...\Open'er up!\Why don't you see what's inside? response:	She searched like crazy for you, remember.
context: With this, I can fulfill Uncle Jude's dying wish!\What's inside?\I don't know.\All I was told was to give this case to you, so...\Father...\Open'er up!\Why don't you see what's inside?\She searched like crazy for you, remember. response:	Why don't you let her see this thing she took all this trouble to deliver?
context: What's inside?\I don't know.\All I was told was to give this case to you, so...\Father...\Open'er up!\Why don't you see what's inside?\She searched like crazy for you, remember.\Why don't you let her see this thing she took all this trouble to deliver? response:	Sure.
context: I don't know.\All I was told was to give this case to you, so...\Father...\Open'er up!\Why don't you see what's inside?\She searched like crazy for you, remember.\Why don't you let her see this thing she took all this trouble to deliver?\Sure. response:	Um...
context: All I was told was to give this case to you, so...\Father...\Open'er up!\Why don't you see what's inside?\She searched like crazy for you, remember.\Why don't you let her see this thing she took all this trouble to deliver?\Sure.\Um... response:	What the heck?
context: Father...\Open'er up!\Why don't you see what's inside?\She searched like crazy for you, remember.\Why don't you let her see this thing she took all this trouble to deliver?\Sure.\Um...\What the heck? response:	This wrapping...
context: Open'er up!\Why don't you see what's inside?\She searched like crazy for you, remember.\Why don't you let her see this thing she took all this trouble to deliver?\Sure.\Um...\What the heck?\This wrapping... response:	I think it's got a spell on it.
context: Why don't you see what's inside?\She searched like crazy for you, remember.\Why don't you let her see this thing she took all this trouble to deliver?\Sure.\Um...\What the heck?\This wrapping...\I think it's got a spell on it. response:	That must be what I smelled earlier.
context: She searched like crazy for you, remember.\Why don't you let her see this thing she took all this trouble to deliver?\Sure.\Um...\What the heck?\This wrapping...\I think it's got a spell on it.\That must be what I smelled earlier. response:	Carla?
context: Why don't you let her see this thing she took all this trouble to deliver?\Sure.\Um...\What the heck?\This wrapping...\I think it's got a spell on it.\That must be what I smelled earlier.\Carla? response:	Is something the matter?
context: Sure.\Um...\What the heck?\This wrapping...\I think it's got a spell on it.\That must be what I smelled earlier.\Carla?\Is something the matter? response:	No... Never mind...
context: Um...\What the heck?\This wrapping...\I think it's got a spell on it.\That must be what I smelled earlier.\Carla?\Is something the matter?\No... Never mind... response:	What is this?
context: What the heck?\This wrapping...\I think it's got a spell on it.\That must be what I smelled earlier.\Carla?\Is something the matter?\No... Never mind...\What is this? response:	Is it something that Uncle Jude valued?
context: This wrapping...\I think it's got a spell on it.\That must be what I smelled earlier.\Carla?\Is something the matter?\No... Never mind...\What is this?\Is it something that Uncle Jude valued? response:	Dunno... I don't recall ever seeing it before.
context: I think it's got a spell on it.\That must be what I smelled earlier.\Carla?\Is something the matter?\No... Never mind...\What is this?\Is it something that Uncle Jude valued?\Dunno... I don't recall ever seeing it before. response:	Gotta be a weapon!
context: That must be what I smelled earlier.\Carla?\Is something the matter?\No... Never mind...\What is this?\Is it something that Uncle Jude valued?\Dunno... I don't recall ever seeing it before.\Gotta be a weapon! response:	I don't think so.
context: Carla?\Is something the matter?\No... Never mind...\What is this?\Is it something that Uncle Jude valued?\Dunno... I don't recall ever seeing it before.\Gotta be a weapon!\I don't think so. response:	I remember now!
context: Is something the matter?\No... Never mind...\What is this?\Is it something that Uncle Jude valued?\Dunno... I don't recall ever seeing it before.\Gotta be a weapon!\I don't think so.\I remember now! response:	So, it is a weapon?
context: No... Never mind...\What is this?\Is it something that Uncle Jude valued?\Dunno... I don't recall ever seeing it before.\Gotta be a weapon!\I don't think so.\I remember now!\So, it is a weapon? response:	No.
context: What is this?\Is it something that Uncle Jude valued?\Dunno... I don't recall ever seeing it before.\Gotta be a weapon!\I don't think so.\I remember now!\So, it is a weapon?\No. response:	Then, what is it?
context: Is it something that Uncle Jude valued?\Dunno... I don't recall ever seeing it before.\Gotta be a weapon!\I don't think so.\I remember now!\So, it is a weapon?\No.\Then, what is it? response:	Your guild seems like a fun place.
context: Dunno... I don't recall ever seeing it before.\Gotta be a weapon!\I don't think so.\I remember now!\So, it is a weapon?\No.\Then, what is it?\Your guild seems like a fun place. response:	My father really is forgetful sometimes.
context: Gotta be a weapon!\I don't think so.\I remember now!\So, it is a weapon?\No.\Then, what is it?\Your guild seems like a fun place.\My father really is forgetful sometimes. response:	I can't believe he forgot to tell you about Fairy Tail!
context: I don't think so.\I remember now!\So, it is a weapon?\No.\Then, what is it?\Your guild seems like a fun place.\My father really is forgetful sometimes.\I can't believe he forgot to tell you about Fairy Tail! response:	Well, I found you were in the guild right away.
context: I remember now!\So, it is a weapon?\No.\Then, what is it?\Your guild seems like a fun place.\My father really is forgetful sometimes.\I can't believe he forgot to tell you about Fairy Tail!\Well, I found you were in the guild right away. response:	Oh, right. But we'd all disappeared.
context: So, it is a weapon?\No.\Then, what is it?\Your guild seems like a fun place.\My father really is forgetful sometimes.\I can't believe he forgot to tell you about Fairy Tail!\Well, I found you were in the guild right away.\Oh, right. But we'd all disappeared. response:	So, you're a Celestial Wizard, Nee-sama?
context: No.\Then, what is it?\Your guild seems like a fun place.\My father really is forgetful sometimes.\I can't believe he forgot to tell you about Fairy Tail!\Well, I found you were in the guild right away.\Oh, right. But we'd all disappeared.\So, you're a Celestial Wizard, Nee-sama? response:	I really like this job!
context: Then, what is it?\Your guild seems like a fun place.\My father really is forgetful sometimes.\I can't believe he forgot to tell you about Fairy Tail!\Well, I found you were in the guild right away.\Oh, right. But we'd all disappeared.\So, you're a Celestial Wizard, Nee-sama?\I really like this job! response:	Lucy-chan, that's dangerous!
context: Your guild seems like a fun place.\My father really is forgetful sometimes.\I can't believe he forgot to tell you about Fairy Tail!\Well, I found you were in the guild right away.\Oh, right. But we'd all disappeared.\So, you're a Celestial Wizard, Nee-sama?\I really like this job!\Lucy-chan, that's dangerous! response:	And Fairy Tail, too!
context: My father really is forgetful sometimes.\I can't believe he forgot to tell you about Fairy Tail!\Well, I found you were in the guild right away.\Oh, right. But we'd all disappeared.\So, you're a Celestial Wizard, Nee-sama?\I really like this job!\Lucy-chan, that's dangerous!\And Fairy Tail, too! response:	Sure, a lot of them lack any delicacy...
context: I can't believe he forgot to tell you about Fairy Tail!\Well, I found you were in the guild right away.\Oh, right. But we'd all disappeared.\So, you're a Celestial Wizard, Nee-sama?\I really like this job!\Lucy-chan, that's dangerous!\And Fairy Tail, too!\Sure, a lot of them lack any delicacy... response:	But they're all good folks, and if anything happens they band together and fight!
context: Well, I found you were in the guild right away.\Oh, right. But we'd all disappeared.\So, you're a Celestial Wizard, Nee-sama?\I really like this job!\Lucy-chan, that's dangerous!\And Fairy Tail, too!\Sure, a lot of them lack any delicacy...\But they're all good folks, and if anything happens they band together and fight! response:	And they value their friends above all else.
context: Oh, right. But we'd all disappeared.\So, you're a Celestial Wizard, Nee-sama?\I really like this job!\Lucy-chan, that's dangerous!\And Fairy Tail, too!\Sure, a lot of them lack any delicacy...\But they're all good folks, and if anything happens they band together and fight!\And they value their friends above all else. response:	Uncle Jude was really proud of you.
context: So, you're a Celestial Wizard, Nee-sama?\I really like this job!\Lucy-chan, that's dangerous!\And Fairy Tail, too!\Sure, a lot of them lack any delicacy...\But they're all good folks, and if anything happens they band together and fight!\And they value their friends above all else.\Uncle Jude was really proud of you. response:	Thank you for coming to see me, Michelle.
context: I really like this job!\Lucy-chan, that's dangerous!\And Fairy Tail, too!\Sure, a lot of them lack any delicacy...\But they're all good folks, and if anything happens they band together and fight!\And they value their friends above all else.\Uncle Jude was really proud of you.\Thank you for coming to see me, Michelle. response:	Ta-da! This is my castle now!
context: Lucy-chan, that's dangerous!\And Fairy Tail, too!\Sure, a lot of them lack any delicacy...\But they're all good folks, and if anything happens they band together and fight!\And they value their friends above all else.\Uncle Jude was really proud of you.\Thank you for coming to see me, Michelle.\Ta-da! This is my castle now! response:	It's thanks to my father that I've been able to live here.
context: And Fairy Tail, too!\Sure, a lot of them lack any delicacy...\But they're all good folks, and if anything happens they band together and fight!\And they value their friends above all else.\Uncle Jude was really proud of you.\Thank you for coming to see me, Michelle.\Ta-da! This is my castle now!\It's thanks to my father that I've been able to live here. response:	Wait over there, I'll make some tea.
context: Sure, a lot of them lack any delicacy...\But they're all good folks, and if anything happens they band together and fight!\And they value their friends above all else.\Uncle Jude was really proud of you.\Thank you for coming to see me, Michelle.\Ta-da! This is my castle now!\It's thanks to my father that I've been able to live here.\Wait over there, I'll make some tea. response:	If it's not any trouble...
context: But they're all good folks, and if anything happens they band together and fight!\And they value their friends above all else.\Uncle Jude was really proud of you.\Thank you for coming to see me, Michelle.\Ta-da! This is my castle now!\It's thanks to my father that I've been able to live here.\Wait over there, I'll make some tea.\If it's not any trouble... response:	No trouble at all!
context: And they value their friends above all else.\Uncle Jude was really proud of you.\Thank you for coming to see me, Michelle.\Ta-da! This is my castle now!\It's thanks to my father that I've been able to live here.\Wait over there, I'll make some tea.\If it's not any trouble...\No trouble at all! response:	Honestly, I'm overjoyed.
context: Uncle Jude was really proud of you.\Thank you for coming to see me, Michelle.\Ta-da! This is my castle now!\It's thanks to my father that I've been able to live here.\Wait over there, I'll make some tea.\If it's not any trouble...\No trouble at all!\Honestly, I'm overjoyed. response:	I lost my mother early, seven years flew by before I realized it...
context: Thank you for coming to see me, Michelle.\Ta-da! This is my castle now!\It's thanks to my father that I've been able to live here.\Wait over there, I'll make some tea.\If it's not any trouble...\No trouble at all!\Honestly, I'm overjoyed.\I lost my mother early, seven years flew by before I realized it... response:	And my father...
context: Ta-da! This is my castle now!\It's thanks to my father that I've been able to live here.\Wait over there, I'll make some tea.\If it's not any trouble...\No trouble at all!\Honestly, I'm overjoyed.\I lost my mother early, seven years flew by before I realized it...\And my father... response:	Who would have thought I'd have a relative?
context: It's thanks to my father that I've been able to live here.\Wait over there, I'll make some tea.\If it's not any trouble...\No trouble at all!\Honestly, I'm overjoyed.\I lost my mother early, seven years flew by before I realized it...\And my father...\Who would have thought I'd have a relative? response:	Well, everyone in the guild is like my family, kind of...
context: Wait over there, I'll make some tea.\If it's not any trouble...\No trouble at all!\Honestly, I'm overjoyed.\I lost my mother early, seven years flew by before I realized it...\And my father...\Who would have thought I'd have a relative?\Well, everyone in the guild is like my family, kind of... response:	But honestly, I...
context: If it's not any trouble...\No trouble at all!\Honestly, I'm overjoyed.\I lost my mother early, seven years flew by before I realized it...\And my father...\Who would have thought I'd have a relative?\Well, everyone in the guild is like my family, kind of...\But honestly, I... response:	I'm sorry, I didn't mean to...
context: No trouble at all!\Honestly, I'm overjoyed.\I lost my mother early, seven years flew by before I realized it...\And my father...\Who would have thought I'd have a relative?\Well, everyone in the guild is like my family, kind of...\But honestly, I...\I'm sorry, I didn't mean to... response:	What happens to Iris after this?!
context: Honestly, I'm overjoyed.\I lost my mother early, seven years flew by before I realized it...\And my father...\Who would have thought I'd have a relative?\Well, everyone in the guild is like my family, kind of...\But honestly, I...\I'm sorry, I didn't mean to...\What happens to Iris after this?! response:	That's what the tears are about?
context: I lost my mother early, seven years flew by before I realized it...\And my father...\Who would have thought I'd have a relative?\Well, everyone in the guild is like my family, kind of...\But honestly, I...\I'm sorry, I didn't mean to...\What happens to Iris after this?!\That's what the tears are about? response:	And hey, don't read that without permission!
context: And my father...\Who would have thought I'd have a relative?\Well, everyone in the guild is like my family, kind of...\But honestly, I...\I'm sorry, I didn't mean to...\What happens to Iris after this?!\That's what the tears are about?\And hey, don't read that without permission! response:	Nee-san, you write novels?
context: Who would have thought I'd have a relative?\Well, everyone in the guild is like my family, kind of...\But honestly, I...\I'm sorry, I didn't mean to...\What happens to Iris after this?!\That's what the tears are about?\And hey, don't read that without permission!\Nee-san, you write novels? response:	Eat or talk: Pick one.
context: Well, everyone in the guild is like my family, kind of...\But honestly, I...\I'm sorry, I didn't mean to...\What happens to Iris after this?!\That's what the tears are about?\And hey, don't read that without permission!\Nee-san, you write novels?\Eat or talk: Pick one. response:	But, what is this thing?
context: But honestly, I...\I'm sorry, I didn't mean to...\What happens to Iris after this?!\That's what the tears are about?\And hey, don't read that without permission!\Nee-san, you write novels?\Eat or talk: Pick one.\But, what is this thing? response:	I couldn't find any information on it.
context: I'm sorry, I didn't mean to...\What happens to Iris after this?!\That's what the tears are about?\And hey, don't read that without permission!\Nee-san, you write novels?\Eat or talk: Pick one.\But, what is this thing?\I couldn't find any information on it. response:	That's so cool. I envy you.
context: What happens to Iris after this?!\That's what the tears are about?\And hey, don't read that without permission!\Nee-san, you write novels?\Eat or talk: Pick one.\But, what is this thing?\I couldn't find any information on it.\That's so cool. I envy you. response:	You've got a dream for your future. You're already a wizard... What a fulfilling life.
context: That's what the tears are about?\And hey, don't read that without permission!\Nee-san, you write novels?\Eat or talk: Pick one.\But, what is this thing?\I couldn't find any information on it.\That's so cool. I envy you.\You've got a dream for your future. You're already a wizard... What a fulfilling life. response:	You think?
context: And hey, don't read that without permission!\Nee-san, you write novels?\Eat or talk: Pick one.\But, what is this thing?\I couldn't find any information on it.\That's so cool. I envy you.\You've got a dream for your future. You're already a wizard... What a fulfilling life.\You think? response:	Yes!
context: Nee-san, you write novels?\Eat or talk: Pick one.\But, what is this thing?\I couldn't find any information on it.\That's so cool. I envy you.\You've got a dream for your future. You're already a wizard... What a fulfilling life.\You think?\Yes! response:	I don't have any dreams.
context: Eat or talk: Pick one.\But, what is this thing?\I couldn't find any information on it.\That's so cool. I envy you.\You've got a dream for your future. You're already a wizard... What a fulfilling life.\You think?\Yes!\I don't have any dreams. response:	So, what are you going to do now?
context: But, what is this thing?\I couldn't find any information on it.\That's so cool. I envy you.\You've got a dream for your future. You're already a wizard... What a fulfilling life.\You think?\Yes!\I don't have any dreams.\So, what are you going to do now? response:	Why don't you stay here, then?
context: I couldn't find any information on it.\That's so cool. I envy you.\You've got a dream for your future. You're already a wizard... What a fulfilling life.\You think?\Yes!\I don't have any dreams.\So, what are you going to do now?\Why don't you stay here, then? response:	You can stay here.
context: That's so cool. I envy you.\You've got a dream for your future. You're already a wizard... What a fulfilling life.\You think?\Yes!\I don't have any dreams.\So, what are you going to do now?\Why don't you stay here, then?\You can stay here. response:	But, are you sure I won't be in the way?
context: You've got a dream for your future. You're already a wizard... What a fulfilling life.\You think?\Yes!\I don't have any dreams.\So, what are you going to do now?\Why don't you stay here, then?\You can stay here.\But, are you sure I won't be in the way? response:	Not at all!
context: You think?\Yes!\I don't have any dreams.\So, what are you going to do now?\Why don't you stay here, then?\You can stay here.\But, are you sure I won't be in the way?\Not at all! response:	Then I'll look for a job here in Magnolia and we can share the rent!
context: Yes!\I don't have any dreams.\So, what are you going to do now?\Why don't you stay here, then?\You can stay here.\But, are you sure I won't be in the way?\Not at all!\Then I'll look for a job here in Magnolia and we can share the rent! response:	Um, need a tissue?
context: I don't have any dreams.\So, what are you going to do now?\Why don't you stay here, then?\You can stay here.\But, are you sure I won't be in the way?\Not at all!\Then I'll look for a job here in Magnolia and we can share the rent!\Um, need a tissue? response:	But hey, if you want work, why not work at Fairy Tail?
context: So, what are you going to do now?\Why don't you stay here, then?\You can stay here.\But, are you sure I won't be in the way?\Not at all!\Then I'll look for a job here in Magnolia and we can share the rent!\Um, need a tissue?\But hey, if you want work, why not work at Fairy Tail? response:	Me, work at Fairy Tail?
context: Why don't you stay here, then?\You can stay here.\But, are you sure I won't be in the way?\Not at all!\Then I'll look for a job here in Magnolia and we can share the rent!\Um, need a tissue?\But hey, if you want work, why not work at Fairy Tail?\Me, work at Fairy Tail? response:	Michelle Lobster came to deliver a memento to me from my father.
context: You can stay here.\But, are you sure I won't be in the way?\Not at all!\Then I'll look for a job here in Magnolia and we can share the rent!\Um, need a tissue?\But hey, if you want work, why not work at Fairy Tail?\Me, work at Fairy Tail?\Michelle Lobster came to deliver a memento to me from my father. response:	Cheers!
context: But, are you sure I won't be in the way?\Not at all!\Then I'll look for a job here in Magnolia and we can share the rent!\Um, need a tissue?\But hey, if you want work, why not work at Fairy Tail?\Me, work at Fairy Tail?\Michelle Lobster came to deliver a memento to me from my father.\Cheers! response:	Like an older, younger sister that suddenly showed up.
context: Not at all!\Then I'll look for a job here in Magnolia and we can share the rent!\Um, need a tissue?\But hey, if you want work, why not work at Fairy Tail?\Me, work at Fairy Tail?\Michelle Lobster came to deliver a memento to me from my father.\Cheers!\Like an older, younger sister that suddenly showed up. response:	Cleaning, laundry, sewing, cooking...
context: Then I'll look for a job here in Magnolia and we can share the rent!\Um, need a tissue?\But hey, if you want work, why not work at Fairy Tail?\Me, work at Fairy Tail?\Michelle Lobster came to deliver a memento to me from my father.\Cheers!\Like an older, younger sister that suddenly showed up.\Cleaning, laundry, sewing, cooking... response:	She can do everything, and really makes my life easier.
context: Um, need a tissue?\But hey, if you want work, why not work at Fairy Tail?\Me, work at Fairy Tail?\Michelle Lobster came to deliver a memento to me from my father.\Cheers!\Like an older, younger sister that suddenly showed up.\Cleaning, laundry, sewing, cooking...\She can do everything, and really makes my life easier. response:	She doesn't speak much about herself, but she seems somehow helpless.
context: But hey, if you want work, why not work at Fairy Tail?\Me, work at Fairy Tail?\Michelle Lobster came to deliver a memento to me from my father.\Cheers!\Like an older, younger sister that suddenly showed up.\Cleaning, laundry, sewing, cooking...\She can do everything, and really makes my life easier.\She doesn't speak much about herself, but she seems somehow helpless. response:	Although there's a lot of things about her you'd mistake at first glance.
context: Me, work at Fairy Tail?\Michelle Lobster came to deliver a memento to me from my father.\Cheers!\Like an older, younger sister that suddenly showed up.\Cleaning, laundry, sewing, cooking...\She can do everything, and really makes my life easier.\She doesn't speak much about herself, but she seems somehow helpless.\Although there's a lot of things about her you'd mistake at first glance. response:	Something just makes you want to protect her.
context: Michelle Lobster came to deliver a memento to me from my father.\Cheers!\Like an older, younger sister that suddenly showed up.\Cleaning, laundry, sewing, cooking...\She can do everything, and really makes my life easier.\She doesn't speak much about herself, but she seems somehow helpless.\Although there's a lot of things about her you'd mistake at first glance.\Something just makes you want to protect her. response:	I've got to up my game.
context: Cheers!\Like an older, younger sister that suddenly showed up.\Cleaning, laundry, sewing, cooking...\She can do everything, and really makes my life easier.\She doesn't speak much about herself, but she seems somehow helpless.\Although there's a lot of things about her you'd mistake at first glance.\Something just makes you want to protect her.\I've got to up my game. response:	Mother, I wonder if Father got her to come to me so I wouldn't be lonely?
context: Like an older, younger sister that suddenly showed up.\Cleaning, laundry, sewing, cooking...\She can do everything, and really makes my life easier.\She doesn't speak much about herself, but she seems somehow helpless.\Although there's a lot of things about her you'd mistake at first glance.\Something just makes you want to protect her.\I've got to up my game.\Mother, I wonder if Father got her to come to me so I wouldn't be lonely? response:	Work! Let's go, Lucy! ...he says!
context: Cleaning, laundry, sewing, cooking...\She can do everything, and really makes my life easier.\She doesn't speak much about herself, but she seems somehow helpless.\Although there's a lot of things about her you'd mistake at first glance.\Something just makes you want to protect her.\I've got to up my game.\Mother, I wonder if Father got her to come to me so I wouldn't be lonely?\Work! Let's go, Lucy! ...he says! response:	Asuka-chan, you came today?
context: She can do everything, and really makes my life easier.\She doesn't speak much about herself, but she seems somehow helpless.\Although there's a lot of things about her you'd mistake at first glance.\Something just makes you want to protect her.\I've got to up my game.\Mother, I wonder if Father got her to come to me so I wouldn't be lonely?\Work! Let's go, Lucy! ...he says!\Asuka-chan, you came today? response:	She's taken a real liking to me.
context: She doesn't speak much about herself, but she seems somehow helpless.\Although there's a lot of things about her you'd mistake at first glance.\Something just makes you want to protect her.\I've got to up my game.\Mother, I wonder if Father got her to come to me so I wouldn't be lonely?\Work! Let's go, Lucy! ...he says!\Asuka-chan, you came today?\She's taken a real liking to me. response:	Mustache, mustache!
context: Although there's a lot of things about her you'd mistake at first glance.\Something just makes you want to protect her.\I've got to up my game.\Mother, I wonder if Father got her to come to me so I wouldn't be lonely?\Work! Let's go, Lucy! ...he says!\Asuka-chan, you came today?\She's taken a real liking to me.\Mustache, mustache! response:	Hey, hey!
context: Something just makes you want to protect her.\I've got to up my game.\Mother, I wonder if Father got her to come to me so I wouldn't be lonely?\Work! Let's go, Lucy! ...he says!\Asuka-chan, you came today?\She's taken a real liking to me.\Mustache, mustache!\Hey, hey! response:	Natsu's looking for you.
context: I've got to up my game.\Mother, I wonder if Father got her to come to me so I wouldn't be lonely?\Work! Let's go, Lucy! ...he says!\Asuka-chan, you came today?\She's taken a real liking to me.\Mustache, mustache!\Hey, hey!\Natsu's looking for you. response:	Time to round up some bandits.
context: Mother, I wonder if Father got her to come to me so I wouldn't be lonely?\Work! Let's go, Lucy! ...he says!\Asuka-chan, you came today?\She's taken a real liking to me.\Mustache, mustache!\Hey, hey!\Natsu's looking for you.\Time to round up some bandits. response:	Bandits?
context: Work! Let's go, Lucy! ...he says!\Asuka-chan, you came today?\She's taken a real liking to me.\Mustache, mustache!\Hey, hey!\Natsu's looking for you.\Time to round up some bandits.\Bandits? response:	You're late, Lucy!
context: Asuka-chan, you came today?\She's taken a real liking to me.\Mustache, mustache!\Hey, hey!\Natsu's looking for you.\Time to round up some bandits.\Bandits?\You're late, Lucy! response:	Time's a wastin'!
context: She's taken a real liking to me.\Mustache, mustache!\Hey, hey!\Natsu's looking for you.\Time to round up some bandits.\Bandits?\You're late, Lucy!\Time's a wastin'! response:	I would like to come see this job!
context: Mustache, mustache!\Hey, hey!\Natsu's looking for you.\Time to round up some bandits.\Bandits?\You're late, Lucy!\Time's a wastin'!\I would like to come see this job! response:	No way! It's dangerous!
context: Hey, hey!\Natsu's looking for you.\Time to round up some bandits.\Bandits?\You're late, Lucy!\Time's a wastin'!\I would like to come see this job!\No way! It's dangerous! response:	But, I would like to see what it's like being a wizard...
context: Natsu's looking for you.\Time to round up some bandits.\Bandits?\You're late, Lucy!\Time's a wastin'!\I would like to come see this job!\No way! It's dangerous!\But, I would like to see what it's like being a wizard... response:	It's a blast!
context: Time to round up some bandits.\Bandits?\You're late, Lucy!\Time's a wastin'!\I would like to come see this job!\No way! It's dangerous!\But, I would like to see what it's like being a wizard...\It's a blast! response:	Especially the part about never knowing what'll happen with this team.
context: Bandits?\You're late, Lucy!\Time's a wastin'!\I would like to come see this job!\No way! It's dangerous!\But, I would like to see what it's like being a wizard...\It's a blast!\Especially the part about never knowing what'll happen with this team. response:	Me? I don't mind.
context: You're late, Lucy!\Time's a wastin'!\I would like to come see this job!\No way! It's dangerous!\But, I would like to see what it's like being a wizard...\It's a blast!\Especially the part about never knowing what'll happen with this team.\Me? I don't mind. response:	But, what will the Master say?
context: Time's a wastin'!\I would like to come see this job!\No way! It's dangerous!\But, I would like to see what it's like being a wizard...\It's a blast!\Especially the part about never knowing what'll happen with this team.\Me? I don't mind.\But, what will the Master say? response:	Master?
context: I would like to come see this job!\No way! It's dangerous!\But, I would like to see what it's like being a wizard...\It's a blast!\Especially the part about never knowing what'll happen with this team.\Me? I don't mind.\But, what will the Master say?\Master? response:	V-V!
context: No way! It's dangerous!\But, I would like to see what it's like being a wizard...\It's a blast!\Especially the part about never knowing what'll happen with this team.\Me? I don't mind.\But, what will the Master say?\Master?\V-V! response:	You heard the man.
context: But, I would like to see what it's like being a wizard...\It's a blast!\Especially the part about never knowing what'll happen with this team.\Me? I don't mind.\But, what will the Master say?\Master?\V-V!\You heard the man. response:	4th, what say you?
context: It's a blast!\Especially the part about never knowing what'll happen with this team.\Me? I don't mind.\But, what will the Master say?\Master?\V-V!\You heard the man.\4th, what say you? response:	Sure, I'll let you go.
context: Especially the part about never knowing what'll happen with this team.\Me? I don't mind.\But, what will the Master say?\Master?\V-V!\You heard the man.\4th, what say you?\Sure, I'll let you go. response:	I have no objections, either.
context: Me? I don't mind.\But, what will the Master say?\Master?\V-V!\You heard the man.\4th, what say you?\Sure, I'll let you go.\I have no objections, either. response:	Everything is an experience.
context: But, what will the Master say?\Master?\V-V!\You heard the man.\4th, what say you?\Sure, I'll let you go.\I have no objections, either.\Everything is an experience. response:	And you get the most out of things that other people say you're not ready for.
context: Master?\V-V!\You heard the man.\4th, what say you?\Sure, I'll let you go.\I have no objections, either.\Everything is an experience.\And you get the most out of things that other people say you're not ready for. response:	Remember how you went off on an S Class quest right after you joined, Lucy?
context: V-V!\You heard the man.\4th, what say you?\Sure, I'll let you go.\I have no objections, either.\Everything is an experience.\And you get the most out of things that other people say you're not ready for.\Remember how you went off on an S Class quest right after you joined, Lucy? response:	Now that you mention it...
context: You heard the man.\4th, what say you?\Sure, I'll let you go.\I have no objections, either.\Everything is an experience.\And you get the most out of things that other people say you're not ready for.\Remember how you went off on an S Class quest right after you joined, Lucy?\Now that you mention it... response:	Okay. Well, why don't you come along?
context: 4th, what say you?\Sure, I'll let you go.\I have no objections, either.\Everything is an experience.\And you get the most out of things that other people say you're not ready for.\Remember how you went off on an S Class quest right after you joined, Lucy?\Now that you mention it...\Okay. Well, why don't you come along? response:	Yay!
context: Sure, I'll let you go.\I have no objections, either.\Everything is an experience.\And you get the most out of things that other people say you're not ready for.\Remember how you went off on an S Class quest right after you joined, Lucy?\Now that you mention it...\Okay. Well, why don't you come along?\Yay! response:	Everyone will be together, and if anything happens, I'll protect you!
context: I have no objections, either.\Everything is an experience.\And you get the most out of things that other people say you're not ready for.\Remember how you went off on an S Class quest right after you joined, Lucy?\Now that you mention it...\Okay. Well, why don't you come along?\Yay!\Everyone will be together, and if anything happens, I'll protect you! response:	Alrighty!
context: Everything is an experience.\And you get the most out of things that other people say you're not ready for.\Remember how you went off on an S Class quest right after you joined, Lucy?\Now that you mention it...\Okay. Well, why don't you come along?\Yay!\Everyone will be together, and if anything happens, I'll protect you!\Alrighty! response:	This'll be the Bandit Hunt in Honor of Lucy Getting a Little Sister! I'm all fired up!
