context: All right! response:	Boys' Bathroom
context: Your brother plays volleyball, too?\He plays at a really strong high school called Karasuno.\He's like the ace.\H-He's the ace of a powerhouse school?!\Th-That's awesome!\N-Nah... It's not that big of a deal.\He's been one ever since junior high.\Wow! response:	How long has he been playing?
context: He plays at a really strong high school called Karasuno.\He's like the ace.\H-He's the ace of a powerhouse school?!\Th-That's awesome!\N-Nah... It's not that big of a deal.\He's been one ever since junior high.\Wow!\How long has he been playing? response:	Did he play on this team?
context: He's like the ace.\H-He's the ace of a powerhouse school?!\Th-That's awesome!\N-Nah... It's not that big of a deal.\He's been one ever since junior high.\Wow!\How long has he been playing?\Did he play on this team? response:	Aces are totally cool!
context: H-He's the ace of a powerhouse school?!\Th-That's awesome!\N-Nah... It's not that big of a deal.\He's been one ever since junior high.\Wow!\How long has he been playing?\Did he play on this team?\Aces are totally cool! response:	I'm home.
context: Th-That's awesome!\N-Nah... It's not that big of a deal.\He's been one ever since junior high.\Wow!\How long has he been playing?\Did he play on this team?\Aces are totally cool!\I'm home. response:	How was your practice match today?
context: N-Nah... It's not that big of a deal.\He's been one ever since junior high.\Wow!\How long has he been playing?\Did he play on this team?\Aces are totally cool!\I'm home.\How was your practice match today? response:	Yeah, it went great!
context: He's been one ever since junior high.\Wow!\How long has he been playing?\Did he play on this team?\Aces are totally cool!\I'm home.\How was your practice match today?\Yeah, it went great! response:	I got a lot of spikes in!
context: Wow!\How long has he been playing?\Did he play on this team?\Aces are totally cool!\I'm home.\How was your practice match today?\Yeah, it went great!\I got a lot of spikes in! response:	That's cool.
context: How long has he been playing?\Did he play on this team?\Aces are totally cool!\I'm home.\How was your practice match today?\Yeah, it went great!\I got a lot of spikes in!\That's cool. response:	Let's practice passing.
context: Did he play on this team?\Aces are totally cool!\I'm home.\How was your practice match today?\Yeah, it went great!\I got a lot of spikes in!\That's cool.\Let's practice passing. response:	After we're done eating.
context: Aces are totally cool!\I'm home.\How was your practice match today?\Yeah, it went great!\I got a lot of spikes in!\That's cool.\Let's practice passing.\After we're done eating. response:	Yamaguchi.
context: I'm home.\How was your practice match today?\Yeah, it went great!\I got a lot of spikes in!\That's cool.\Let's practice passing.\After we're done eating.\Yamaguchi. response:	What's the next class?
context: How was your practice match today?\Yeah, it went great!\I got a lot of spikes in!\That's cool.\Let's practice passing.\After we're done eating.\Yamaguchi.\What's the next class? response:	Japanese!
context: Yeah, it went great!\I got a lot of spikes in!\That's cool.\Let's practice passing.\After we're done eating.\Yamaguchi.\What's the next class?\Japanese! response:	I'm gonna go to Karasuno's match tomorrow, but do you wanna come?
context: I got a lot of spikes in!\That's cool.\Let's practice passing.\After we're done eating.\Yamaguchi.\What's the next class?\Japanese!\I'm gonna go to Karasuno's match tomorrow, but do you wanna come? response:	My brother told me not to come because it'll make him nervous,
context: That's cool.\Let's practice passing.\After we're done eating.\Yamaguchi.\What's the next class?\Japanese!\I'm gonna go to Karasuno's match tomorrow, but do you wanna come?\My brother told me not to come because it'll make him nervous, response:	but since my brother's a third-year,
context: Let's practice passing.\After we're done eating.\Yamaguchi.\What's the next class?\Japanese!\I'm gonna go to Karasuno's match tomorrow, but do you wanna come?\My brother told me not to come because it'll make him nervous,\but since my brother's a third-year, response:	this is his final match in the prefecture.
context: After we're done eating.\Yamaguchi.\What's the next class?\Japanese!\I'm gonna go to Karasuno's match tomorrow, but do you wanna come?\My brother told me not to come because it'll make him nervous,\but since my brother's a third-year,\this is his final match in the prefecture. response:	I'll go! I've never seen Akiteru-kun play.
context: Yamaguchi.\What's the next class?\Japanese!\I'm gonna go to Karasuno's match tomorrow, but do you wanna come?\My brother told me not to come because it'll make him nervous,\but since my brother's a third-year,\this is his final match in the prefecture.\I'll go! I've never seen Akiteru-kun play. response:	Tsukishima, your brother's in Karausno's volleyball club, too?
context: What's the next class?\Japanese!\I'm gonna go to Karasuno's match tomorrow, but do you wanna come?\My brother told me not to come because it'll make him nervous,\but since my brother's a third-year,\this is his final match in the prefecture.\I'll go! I've never seen Akiteru-kun play.\Tsukishima, your brother's in Karausno's volleyball club, too? response:	So's mine.
context: Japanese!\I'm gonna go to Karasuno's match tomorrow, but do you wanna come?\My brother told me not to come because it'll make him nervous,\but since my brother's a third-year,\this is his final match in the prefecture.\I'll go! I've never seen Akiteru-kun play.\Tsukishima, your brother's in Karausno's volleyball club, too?\So's mine. response:	Friendship
context: I'm gonna go to Karasuno's match tomorrow, but do you wanna come?\My brother told me not to come because it'll make him nervous,\but since my brother's a third-year,\this is his final match in the prefecture.\I'll go! I've never seen Akiteru-kun play.\Tsukishima, your brother's in Karausno's volleyball club, too?\So's mine.\Friendship response:	What position does your brother play?
context: My brother told me not to come because it'll make him nervous,\but since my brother's a third-year,\this is his final match in the prefecture.\I'll go! I've never seen Akiteru-kun play.\Tsukishima, your brother's in Karausno's volleyball club, too?\So's mine.\Friendship\What position does your brother play? response:	Wing spiker.
context: but since my brother's a third-year,\this is his final match in the prefecture.\I'll go! I've never seen Akiteru-kun play.\Tsukishima, your brother's in Karausno's volleyball club, too?\So's mine.\Friendship\What position does your brother play?\Wing spiker. response:	Hey! So does mine.
context: this is his final match in the prefecture.\I'll go! I've never seen Akiteru-kun play.\Tsukishima, your brother's in Karausno's volleyball club, too?\So's mine.\Friendship\What position does your brother play?\Wing spiker.\Hey! So does mine. response:	That team practically has a caste system, so it's rough.
context: I'll go! I've never seen Akiteru-kun play.\Tsukishima, your brother's in Karausno's volleyball club, too?\So's mine.\Friendship\What position does your brother play?\Wing spiker.\Hey! So does mine.\That team practically has a caste system, so it's rough. response:	If you can't even play in matches,
context: Tsukishima, your brother's in Karausno's volleyball club, too?\So's mine.\Friendship\What position does your brother play?\Wing spiker.\Hey! So does mine.\That team practically has a caste system, so it's rough.\If you can't even play in matches, response:	you really have to wonder if going to a powerhouse school is worth it.
context: So's mine.\Friendship\What position does your brother play?\Wing spiker.\Hey! So does mine.\That team practically has a caste system, so it's rough.\If you can't even play in matches,\you really have to wonder if going to a powerhouse school is worth it. response:	Tsukki's brother plays in the matches.
context: Friendship\What position does your brother play?\Wing spiker.\Hey! So does mine.\That team practically has a caste system, so it's rough.\If you can't even play in matches,\you really have to wonder if going to a powerhouse school is worth it.\Tsukki's brother plays in the matches. response:	Wha? No way.
context: What position does your brother play?\Wing spiker.\Hey! So does mine.\That team practically has a caste system, so it's rough.\If you can't even play in matches,\you really have to wonder if going to a powerhouse school is worth it.\Tsukki's brother plays in the matches.\Wha? No way. response:	I saw a match recently,
context: Wing spiker.\Hey! So does mine.\That team practically has a caste system, so it's rough.\If you can't even play in matches,\you really have to wonder if going to a powerhouse school is worth it.\Tsukki's brother plays in the matches.\Wha? No way.\I saw a match recently, response:	and none of the regulars were named Tsukishima.
context: Hey! So does mine.\That team practically has a caste system, so it's rough.\If you can't even play in matches,\you really have to wonder if going to a powerhouse school is worth it.\Tsukki's brother plays in the matches.\Wha? No way.\I saw a match recently,\and none of the regulars were named Tsukishima. response:	That can't be true.
context: That team practically has a caste system, so it's rough.\If you can't even play in matches,\you really have to wonder if going to a powerhouse school is worth it.\Tsukki's brother plays in the matches.\Wha? No way.\I saw a match recently,\and none of the regulars were named Tsukishima.\That can't be true. response:	I hear about the matches all the time.
context: If you can't even play in matches,\you really have to wonder if going to a powerhouse school is worth it.\Tsukki's brother plays in the matches.\Wha? No way.\I saw a match recently,\and none of the regulars were named Tsukishima.\That can't be true.\I hear about the matches all the time. response:	It's gotta be some kind of mistake.
context: you really have to wonder if going to a powerhouse school is worth it.\Tsukki's brother plays in the matches.\Wha? No way.\I saw a match recently,\and none of the regulars were named Tsukishima.\That can't be true.\I hear about the matches all the time.\It's gotta be some kind of mistake. response:	You can see for yourself at the match.
context: Tsukki's brother plays in the matches.\Wha? No way.\I saw a match recently,\and none of the regulars were named Tsukishima.\That can't be true.\I hear about the matches all the time.\It's gotta be some kind of mistake.\You can see for yourself at the match. response:	Yeah, I can.
context: Wha? No way.\I saw a match recently,\and none of the regulars were named Tsukishima.\That can't be true.\I hear about the matches all the time.\It's gotta be some kind of mistake.\You can see for yourself at the match.\Yeah, I can. response:	South
context: I saw a match recently,\and none of the regulars were named Tsukishima.\That can't be true.\I hear about the matches all the time.\It's gotta be some kind of mistake.\You can see for yourself at the match.\Yeah, I can.\South response:	Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>
context: and none of the regulars were named Tsukishima.\That can't be true.\I hear about the matches all the time.\It's gotta be some kind of mistake.\You can see for yourself at the match.\Yeah, I can.\South\Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'> response:	One more!
context: That can't be true.\I hear about the matches all the time.\It's gotta be some kind of mistake.\You can see for yourself at the match.\Yeah, I can.\South\Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>\One more! response:	Nice receive!
context: I hear about the matches all the time.\It's gotta be some kind of mistake.\You can see for yourself at the match.\Yeah, I can.\South\Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>\One more!\Nice receive! response:	They're going left! Left!
context: It's gotta be some kind of mistake.\You can see for yourself at the match.\Yeah, I can.\South\Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>\One more!\Nice receive!\They're going left! Left! response:	That's awesome! 10 did it again!
context: You can see for yourself at the match.\Yeah, I can.\South\Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>\One more!\Nice receive!\They're going left! Left!\That's awesome! 10 did it again! response:	He's only around 170cm, too!
context: Yeah, I can.\South\Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>\One more!\Nice receive!\They're going left! Left!\That's awesome! 10 did it again!\He's only around 170cm, too! response:	And he's only a second-year, right?
context: South\Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>\One more!\Nice receive!\They're going left! Left!\That's awesome! 10 did it again!\He's only around 170cm, too!\And he's only a second-year, right? response:	See?
context: Miyagi Prefecture High School General Sports Tournament Volleyball <Boys'>\One more!\Nice receive!\They're going left! Left!\That's awesome! 10 did it again!\He's only around 170cm, too!\And he's only a second-year, right?\See? response:	The one of the left is the third-year, Kawada-kun,
context: One more!\Nice receive!\They're going left! Left!\That's awesome! 10 did it again!\He's only around 170cm, too!\And he's only a second-year, right?\See?\The one of the left is the third-year, Kawada-kun, response:	and on the other side is the second-year ace who they call the Little Giant.
context: Nice receive!\They're going left! Left!\That's awesome! 10 did it again!\He's only around 170cm, too!\And he's only a second-year, right?\See?\The one of the left is the third-year, Kawada-kun,\and on the other side is the second-year ace who they call the Little Giant. response:	For about a year now!
context: They're going left! Left!\That's awesome! 10 did it again!\He's only around 170cm, too!\And he's only a second-year, right?\See?\The one of the left is the third-year, Kawada-kun,\and on the other side is the second-year ace who they call the Little Giant.\For about a year now! response:	We get it!
context: That's awesome! 10 did it again!\He's only around 170cm, too!\And he's only a second-year, right?\See?\The one of the left is the third-year, Kawada-kun,\and on the other side is the second-year ace who they call the Little Giant.\For about a year now!\We get it! response:	We can see that...
context: He's only around 170cm, too!\And he's only a second-year, right?\See?\The one of the left is the third-year, Kawada-kun,\and on the other side is the second-year ace who they call the Little Giant.\For about a year now!\We get it!\We can see that... response:	My brother's also a third-year and hasn't been in any matches.
context: And he's only a second-year, right?\See?\The one of the left is the third-year, Kawada-kun,\and on the other side is the second-year ace who they call the Little Giant.\For about a year now!\We get it!\We can see that...\My brother's also a third-year and hasn't been in any matches. response:	Slice.
context: See?\The one of the left is the third-year, Kawada-kun,\and on the other side is the second-year ace who they call the Little Giant.\For about a year now!\We get it!\We can see that...\My brother's also a third-year and hasn't been in any matches.\Slice. response:	It wasn't like a movie or drama, where there's spurts of blood and heads go flying.
context: The one of the left is the third-year, Kawada-kun,\and on the other side is the second-year ace who they call the Little Giant.\For about a year now!\We get it!\We can see that...\My brother's also a third-year and hasn't been in any matches.\Slice.\It wasn't like a movie or drama, where there's spurts of blood and heads go flying. response:	This was far more shocking.
context: and on the other side is the second-year ace who they call the Little Giant.\For about a year now!\We get it!\We can see that...\My brother's also a third-year and hasn't been in any matches.\Slice.\It wasn't like a movie or drama, where there's spurts of blood and heads go flying.\This was far more shocking. response:	My brother wasn't on the court.
context: For about a year now!\We get it!\We can see that...\My brother's also a third-year and hasn't been in any matches.\Slice.\It wasn't like a movie or drama, where there's spurts of blood and heads go flying.\This was far more shocking.\My brother wasn't on the court. response:	One more!
context: We get it!\We can see that...\My brother's also a third-year and hasn't been in any matches.\Slice.\It wasn't like a movie or drama, where there's spurts of blood and heads go flying.\This was far more shocking.\My brother wasn't on the court.\One more! response:	Nice serve!
context: We can see that...\My brother's also a third-year and hasn't been in any matches.\Slice.\It wasn't like a movie or drama, where there's spurts of blood and heads go flying.\This was far more shocking.\My brother wasn't on the court.\One more!\Nice serve! response:	Fly
context: My brother's also a third-year and hasn't been in any matches.\Slice.\It wasn't like a movie or drama, where there's spurts of blood and heads go flying.\This was far more shocking.\My brother wasn't on the court.\One more!\Nice serve!\Fly response:	How lame.
context: Slice.\It wasn't like a movie or drama, where there's spurts of blood and heads go flying.\This was far more shocking.\My brother wasn't on the court.\One more!\Nice serve!\Fly\How lame. response:	It was only a club,
context: It wasn't like a movie or drama, where there's spurts of blood and heads go flying.\This was far more shocking.\My brother wasn't on the court.\One more!\Nice serve!\Fly\How lame.\It was only a club, response:	but it was everything to my brother.
context: This was far more shocking.\My brother wasn't on the court.\One more!\Nice serve!\Fly\How lame.\It was only a club,\but it was everything to my brother. response:	In the end, it made my brother tell pointless lies.
context: My brother wasn't on the court.\One more!\Nice serve!\Fly\How lame.\It was only a club,\but it was everything to my brother.\In the end, it made my brother tell pointless lies. response:	So you're the ace!
context: One more!\Nice serve!\Fly\How lame.\It was only a club,\but it was everything to my brother.\In the end, it made my brother tell pointless lies.\So you're the ace! response:	Yup!
context: Nice serve!\Fly\How lame.\It was only a club,\but it was everything to my brother.\In the end, it made my brother tell pointless lies.\So you're the ace!\Yup! response:	But my brother probably believed...
context: Fly\How lame.\It was only a club,\but it was everything to my brother.\In the end, it made my brother tell pointless lies.\So you're the ace!\Yup!\But my brother probably believed... response:	But so what if he did?
context: How lame.\It was only a club,\but it was everything to my brother.\In the end, it made my brother tell pointless lies.\So you're the ace!\Yup!\But my brother probably believed...\But so what if he did? response:	Would it be worth all of that trouble?
context: It was only a club,\but it was everything to my brother.\In the end, it made my brother tell pointless lies.\So you're the ace!\Yup!\But my brother probably believed...\But so what if he did?\Would it be worth all of that trouble? response:	Tsukki!
context: but it was everything to my brother.\In the end, it made my brother tell pointless lies.\So you're the ace!\Yup!\But my brother probably believed...\But so what if he did?\Would it be worth all of that trouble?\Tsukki! response:	What?
context: In the end, it made my brother tell pointless lies.\So you're the ace!\Yup!\But my brother probably believed...\But so what if he did?\Would it be worth all of that trouble?\Tsukki!\What? response:	Tsukki, you were always able to do anything while being cool and smart,
context: So you're the ace!\Yup!\But my brother probably believed...\But so what if he did?\Would it be worth all of that trouble?\Tsukki!\What?\Tsukki, you were always able to do anything while being cool and smart, response:	so I've always been jealous.
context: Yup!\But my brother probably believed...\But so what if he did?\Would it be worth all of that trouble?\Tsukki!\What?\Tsukki, you were always able to do anything while being cool and smart,\so I've always been jealous. response:	And?
context: But my brother probably believed...\But so what if he did?\Would it be worth all of that trouble?\Tsukki!\What?\Tsukki, you were always able to do anything while being cool and smart,\so I've always been jealous.\And? response:	But you're being lame lately, Tsukki!
context: But so what if he did?\Would it be worth all of that trouble?\Tsukki!\What?\Tsukki, you were always able to do anything while being cool and smart,\so I've always been jealous.\And?\But you're being lame lately, Tsukki! response:	Hinata might become the Little Giant some day.
context: Would it be worth all of that trouble?\Tsukki!\What?\Tsukki, you were always able to do anything while being cool and smart,\so I've always been jealous.\And?\But you're being lame lately, Tsukki!\Hinata might become the Little Giant some day. response:	That just means you have to beat him, Tsukki!
context: Tsukki!\What?\Tsukki, you were always able to do anything while being cool and smart,\so I've always been jealous.\And?\But you're being lame lately, Tsukki!\Hinata might become the Little Giant some day.\That just means you have to beat him, Tsukki! response:	You just need to become an even better player than Hinata
context: What?\Tsukki, you were always able to do anything while being cool and smart,\so I've always been jealous.\And?\But you're being lame lately, Tsukki!\Hinata might become the Little Giant some day.\That just means you have to beat him, Tsukki!\You just need to become an even better player than Hinata response:	and prove your skills!
context: Tsukki, you were always able to do anything while being cool and smart,\so I've always been jealous.\And?\But you're being lame lately, Tsukki!\Hinata might become the Little Giant some day.\That just means you have to beat him, Tsukki!\You just need to become an even better player than Hinata\and prove your skills! response:	You have the height, brains, and instinct,
context: so I've always been jealous.\And?\But you're being lame lately, Tsukki!\Hinata might become the Little Giant some day.\That just means you have to beat him, Tsukki!\You just need to become an even better player than Hinata\and prove your skills!\You have the height, brains, and instinct, response:	so why do you decide that getting any better is impossible?
context: And?\But you're being lame lately, Tsukki!\Hinata might become the Little Giant some day.\That just means you have to beat him, Tsukki!\You just need to become an even better player than Hinata\and prove your skills!\You have the height, brains, and instinct,\so why do you decide that getting any better is impossible? response:	Even if...
context: But you're being lame lately, Tsukki!\Hinata might become the Little Giant some day.\That just means you have to beat him, Tsukki!\You just need to become an even better player than Hinata\and prove your skills!\You have the height, brains, and instinct,\so why do you decide that getting any better is impossible?\Even if... response:	I worked really hard and became the best player on Karasuno's team,
context: Hinata might become the Little Giant some day.\That just means you have to beat him, Tsukki!\You just need to become an even better player than Hinata\and prove your skills!\You have the height, brains, and instinct,\so why do you decide that getting any better is impossible?\Even if...\I worked really hard and became the best player on Karasuno's team, response:	what would happen after that?
context: That just means you have to beat him, Tsukki!\You just need to become an even better player than Hinata\and prove your skills!\You have the height, brains, and instinct,\so why do you decide that getting any better is impossible?\Even if...\I worked really hard and became the best player on Karasuno's team,\what would happen after that? response:	Even if there's a tiny chance we might make it to nationals,
context: You just need to become an even better player than Hinata\and prove your skills!\You have the height, brains, and instinct,\so why do you decide that getting any better is impossible?\Even if...\I worked really hard and became the best player on Karasuno's team,\what would happen after that?\Even if there's a tiny chance we might make it to nationals, response:	what happens after that?
context: and prove your skills!\You have the height, brains, and instinct,\so why do you decide that getting any better is impossible?\Even if...\I worked really hard and became the best player on Karasuno's team,\what would happen after that?\Even if there's a tiny chance we might make it to nationals,\what happens after that? response:	No matter how high you climb, there's always someone better.
context: You have the height, brains, and instinct,\so why do you decide that getting any better is impossible?\Even if...\I worked really hard and became the best player on Karasuno's team,\what would happen after that?\Even if there's a tiny chance we might make it to nationals,\what happens after that?\No matter how high you climb, there's always someone better. response:	Even if you are able to show some results somewhere,
context: so why do you decide that getting any better is impossible?\Even if...\I worked really hard and became the best player on Karasuno's team,\what would happen after that?\Even if there's a tiny chance we might make it to nationals,\what happens after that?\No matter how high you climb, there's always someone better.\Even if you are able to show some results somewhere, response:	you'll never actually be number one!
context: Even if...\I worked really hard and became the best player on Karasuno's team,\what would happen after that?\Even if there's a tiny chance we might make it to nationals,\what happens after that?\No matter how high you climb, there's always someone better.\Even if you are able to show some results somewhere,\you'll never actually be number one! response:	You're gonna lose somewhere!
context: I worked really hard and became the best player on Karasuno's team,\what would happen after that?\Even if there's a tiny chance we might make it to nationals,\what happens after that?\No matter how high you climb, there's always someone better.\Even if you are able to show some results somewhere,\you'll never actually be number one!\You're gonna lose somewhere! response:	You all know that, so how can you keep going?!
context: what would happen after that?\Even if there's a tiny chance we might make it to nationals,\what happens after that?\No matter how high you climb, there's always someone better.\Even if you are able to show some results somewhere,\you'll never actually be number one!\You're gonna lose somewhere!\You all know that, so how can you keep going?! response:	What else do we need besides pride?!
context: Even if there's a tiny chance we might make it to nationals,\what happens after that?\No matter how high you climb, there's always someone better.\Even if you are able to show some results somewhere,\you'll never actually be number one!\You're gonna lose somewhere!\You all know that, so how can you keep going?!\What else do we need besides pride?! response:	To think this day would come...
context: what happens after that?\No matter how high you climb, there's always someone better.\Even if you are able to show some results somewhere,\you'll never actually be number one!\You're gonna lose somewhere!\You all know that, so how can you keep going?!\What else do we need besides pride?!\To think this day would come... response:	When did you become so cool?
context: No matter how high you climb, there's always someone better.\Even if you are able to show some results somewhere,\you'll never actually be number one!\You're gonna lose somewhere!\You all know that, so how can you keep going?!\What else do we need besides pride?!\To think this day would come...\When did you become so cool? response:	You're actually cool.
context: Even if you are able to show some results somewhere,\you'll never actually be number one!\You're gonna lose somewhere!\You all know that, so how can you keep going?!\What else do we need besides pride?!\To think this day would come...\When did you become so cool?\You're actually cool. response:	T-Tsukki? What's wrong?
context: you'll never actually be number one!\You're gonna lose somewhere!\You all know that, so how can you keep going?!\What else do we need besides pride?!\To think this day would come...\When did you become so cool?\You're actually cool.\T-Tsukki? What's wrong? response:	If anything...
context: You're gonna lose somewhere!\You all know that, so how can you keep going?!\What else do we need besides pride?!\To think this day would come...\When did you become so cool?\You're actually cool.\T-Tsukki? What's wrong?\If anything... response:	It's at least better than my worn-out train of thought.
context: You all know that, so how can you keep going?!\What else do we need besides pride?!\To think this day would come...\When did you become so cool?\You're actually cool.\T-Tsukki? What's wrong?\If anything...\It's at least better than my worn-out train of thought. response:	But I can't accept that.
context: What else do we need besides pride?!\To think this day would come...\When did you become so cool?\You're actually cool.\T-Tsukki? What's wrong?\If anything...\It's at least better than my worn-out train of thought.\But I can't accept that. response:	Huh?
context: To think this day would come...\When did you become so cool?\You're actually cool.\T-Tsukki? What's wrong?\If anything...\It's at least better than my worn-out train of thought.\But I can't accept that.\Huh? response:	I'm gonna go ask something.
context: When did you become so cool?\You're actually cool.\T-Tsukki? What's wrong?\If anything...\It's at least better than my worn-out train of thought.\But I can't accept that.\Huh?\I'm gonna go ask something. response:	Tsukki?!
context: You're actually cool.\T-Tsukki? What's wrong?\If anything...\It's at least better than my worn-out train of thought.\But I can't accept that.\Huh?\I'm gonna go ask something.\Tsukki?! response:	Hey, Daichi.
context: T-Tsukki? What's wrong?\If anything...\It's at least better than my worn-out train of thought.\But I can't accept that.\Huh?\I'm gonna go ask something.\Tsukki?!\Hey, Daichi. response:	Yeah?
context: If anything...\It's at least better than my worn-out train of thought.\But I can't accept that.\Huh?\I'm gonna go ask something.\Tsukki?!\Hey, Daichi.\Yeah? response:	You sure it's okay to leave Tsukishima alone?
context: It's at least better than my worn-out train of thought.\But I can't accept that.\Huh?\I'm gonna go ask something.\Tsukki?!\Hey, Daichi.\Yeah?\You sure it's okay to leave Tsukishima alone? response:	If you force someone to do it,
context: But I can't accept that.\Huh?\I'm gonna go ask something.\Tsukki?!\Hey, Daichi.\Yeah?\You sure it's okay to leave Tsukishima alone?\If you force someone to do it, response:	it's not actually free practice.
context: Huh?\I'm gonna go ask something.\Tsukki?!\Hey, Daichi.\Yeah?\You sure it's okay to leave Tsukishima alone?\If you force someone to do it,\it's not actually free practice. response:	I know, but...
context: I'm gonna go ask something.\Tsukki?!\Hey, Daichi.\Yeah?\You sure it's okay to leave Tsukishima alone?\If you force someone to do it,\it's not actually free practice.\I know, but... response:	Ever since we had our first 3-on-3,
context: Tsukki?!\Hey, Daichi.\Yeah?\You sure it's okay to leave Tsukishima alone?\If you force someone to do it,\it's not actually free practice.\I know, but...\Ever since we had our first 3-on-3, response:	I haven't been that worried.
context: Hey, Daichi.\Yeah?\You sure it's okay to leave Tsukishima alone?\If you force someone to do it,\it's not actually free practice.\I know, but...\Ever since we had our first 3-on-3,\I haven't been that worried. response:	But if there's even the slightest chance that Tsukishima says he's gonna quit,
context: Yeah?\You sure it's okay to leave Tsukishima alone?\If you force someone to do it,\it's not actually free practice.\I know, but...\Ever since we had our first 3-on-3,\I haven't been that worried.\But if there's even the slightest chance that Tsukishima says he's gonna quit, response:	I'll do whatever I have to to stop him,
context: You sure it's okay to leave Tsukishima alone?\If you force someone to do it,\it's not actually free practice.\I know, but...\Ever since we had our first 3-on-3,\I haven't been that worried.\But if there's even the slightest chance that Tsukishima says he's gonna quit,\I'll do whatever I have to to stop him, response:	so I might need you to help me out then.
context: If you force someone to do it,\it's not actually free practice.\I know, but...\Ever since we had our first 3-on-3,\I haven't been that worried.\But if there's even the slightest chance that Tsukishima says he's gonna quit,\I'll do whatever I have to to stop him,\so I might need you to help me out then. response:	I don't understand how Tsukishima thinks.
context: it's not actually free practice.\I know, but...\Ever since we had our first 3-on-3,\I haven't been that worried.\But if there's even the slightest chance that Tsukishima says he's gonna quit,\I'll do whatever I have to to stop him,\so I might need you to help me out then.\I don't understand how Tsukishima thinks. response:	We're basically developing at this point,
context: I know, but...\Ever since we had our first 3-on-3,\I haven't been that worried.\But if there's even the slightest chance that Tsukishima says he's gonna quit,\I'll do whatever I have to to stop him,\so I might need you to help me out then.\I don't understand how Tsukishima thinks.\We're basically developing at this point, response:	and we don't know the limits of our potential.
context: Ever since we had our first 3-on-3,\I haven't been that worried.\But if there's even the slightest chance that Tsukishima says he's gonna quit,\I'll do whatever I have to to stop him,\so I might need you to help me out then.\I don't understand how Tsukishima thinks.\We're basically developing at this point,\and we don't know the limits of our potential. response:	Even if we felt those limits, we would still keep aiming higher.
context: I haven't been that worried.\But if there's even the slightest chance that Tsukishima says he's gonna quit,\I'll do whatever I have to to stop him,\so I might need you to help me out then.\I don't understand how Tsukishima thinks.\We're basically developing at this point,\and we don't know the limits of our potential.\Even if we felt those limits, we would still keep aiming higher. response:	I can't see any logic or reason in his behavior.
context: But if there's even the slightest chance that Tsukishima says he's gonna quit,\I'll do whatever I have to to stop him,\so I might need you to help me out then.\I don't understand how Tsukishima thinks.\We're basically developing at this point,\and we don't know the limits of our potential.\Even if we felt those limits, we would still keep aiming higher.\I can't see any logic or reason in his behavior. response:	True...
context: I'll do whatever I have to to stop him,\so I might need you to help me out then.\I don't understand how Tsukishima thinks.\We're basically developing at this point,\and we don't know the limits of our potential.\Even if we felt those limits, we would still keep aiming higher.\I can't see any logic or reason in his behavior.\True... response:	Haikyu!!
context: so I might need you to help me out then.\I don't understand how Tsukishima thinks.\We're basically developing at this point,\and we don't know the limits of our potential.\Even if we felt those limits, we would still keep aiming higher.\I can't see any logic or reason in his behavior.\True...\Haikyu!! response:	Haikyu!!
context: I don't understand how Tsukishima thinks.\We're basically developing at this point,\and we don't know the limits of our potential.\Even if we felt those limits, we would still keep aiming higher.\I can't see any logic or reason in his behavior.\True...\Haikyu!!\Haikyu!! response:	Gymnasium 1
context: We're basically developing at this point,\and we don't know the limits of our potential.\Even if we felt those limits, we would still keep aiming higher.\I can't see any logic or reason in his behavior.\True...\Haikyu!!\Haikyu!!\Gymnasium 1 response:	Yamaguchi-kun said something in a weird voice as he ran off,
context: and we don't know the limits of our potential.\Even if we felt those limits, we would still keep aiming higher.\I can't see any logic or reason in his behavior.\True...\Haikyu!!\Haikyu!!\Gymnasium 1\Yamaguchi-kun said something in a weird voice as he ran off, response:	but I wonder if he's okay.
context: Even if we felt those limits, we would still keep aiming higher.\I can't see any logic or reason in his behavior.\True...\Haikyu!!\Haikyu!!\Gymnasium 1\Yamaguchi-kun said something in a weird voice as he ran off,\but I wonder if he's okay. response:	Weird voice?
context: I can't see any logic or reason in his behavior.\True...\Haikyu!!\Haikyu!!\Gymnasium 1\Yamaguchi-kun said something in a weird voice as he ran off,\but I wonder if he's okay.\Weird voice? response:	Tsukki!
context: True...\Haikyu!!\Haikyu!!\Gymnasium 1\Yamaguchi-kun said something in a weird voice as he ran off,\but I wonder if he's okay.\Weird voice?\Tsukki! response:	Like that.
context: Haikyu!!\Haikyu!!\Gymnasium 1\Yamaguchi-kun said something in a weird voice as he ran off,\but I wonder if he's okay.\Weird voice?\Tsukki!\Like that. response:	Oh, so he went to see Tsukishima.
context: Haikyu!!\Gymnasium 1\Yamaguchi-kun said something in a weird voice as he ran off,\but I wonder if he's okay.\Weird voice?\Tsukki!\Like that.\Oh, so he went to see Tsukishima. response:	Did something happen?
