context: You mustn't disturb him. response:	He has passed on.
context: That's impossible...\Say, Kyon.\Do you really think Yutaka-san killed Keiichi-san?\What do you mean?\I've been doing some thinking.\Based on Mori-san's testimony...\But you see.\When I touched Keiichi-san earlier... response:	Do you get what I mean?
context: Say, Kyon.\Do you really think Yutaka-san killed Keiichi-san?\What do you mean?\I've been doing some thinking.\Based on Mori-san's testimony...\But you see.\When I touched Keiichi-san earlier...\Do you get what I mean? response:	In other words, Keiichi-san...
context: Do you really think Yutaka-san killed Keiichi-san?\What do you mean?\I've been doing some thinking.\Based on Mori-san's testimony...\But you see.\When I touched Keiichi-san earlier...\Do you get what I mean?\In other words, Keiichi-san... response:	What do you mean?
context: What do you mean?\I've been doing some thinking.\Based on Mori-san's testimony...\But you see.\When I touched Keiichi-san earlier...\Do you get what I mean?\In other words, Keiichi-san...\What do you mean? response:	Yutaka-san left the villa the night of the typhoon...
context: I've been doing some thinking.\Based on Mori-san's testimony...\But you see.\When I touched Keiichi-san earlier...\Do you get what I mean?\In other words, Keiichi-san...\What do you mean?\Yutaka-san left the villa the night of the typhoon... response:	I don't think so.
context: Based on Mori-san's testimony...\But you see.\When I touched Keiichi-san earlier...\Do you get what I mean?\In other words, Keiichi-san...\What do you mean?\Yutaka-san left the villa the night of the typhoon...\I don't think so. response:	Even if you assume that Keiichi-san was killed an hour before we found him...
context: But you see.\When I touched Keiichi-san earlier...\Do you get what I mean?\In other words, Keiichi-san...\What do you mean?\Yutaka-san left the villa the night of the typhoon...\I don't think so.\Even if you assume that Keiichi-san was killed an hour before we found him... response:	It'd be unnatural for us not to hear a sound or scream.
context: When I touched Keiichi-san earlier...\Do you get what I mean?\In other words, Keiichi-san...\What do you mean?\Yutaka-san left the villa the night of the typhoon...\I don't think so.\Even if you assume that Keiichi-san was killed an hour before we found him...\It'd be unnatural for us not to hear a sound or scream. response:	But that's strange.
context: Do you get what I mean?\In other words, Keiichi-san...\What do you mean?\Yutaka-san left the villa the night of the typhoon...\I don't think so.\Even if you assume that Keiichi-san was killed an hour before we found him...\It'd be unnatural for us not to hear a sound or scream.\But that's strange. response:	Are you saying that Keiichi-san was still alive for a few hours after being stabbed...
context: In other words, Keiichi-san...\What do you mean?\Yutaka-san left the villa the night of the typhoon...\I don't think so.\Even if you assume that Keiichi-san was killed an hour before we found him...\It'd be unnatural for us not to hear a sound or scream.\But that's strange.\Are you saying that Keiichi-san was still alive for a few hours after being stabbed... response:	Besides, if Yutaka-san isn't even the perpetrator...
context: What do you mean?\Yutaka-san left the villa the night of the typhoon...\I don't think so.\Even if you assume that Keiichi-san was killed an hour before we found him...\It'd be unnatural for us not to hear a sound or scream.\But that's strange.\Are you saying that Keiichi-san was still alive for a few hours after being stabbed...\Besides, if Yutaka-san isn't even the perpetrator... response:	- Wait!
context: Yutaka-san left the villa the night of the typhoon...\I don't think so.\Even if you assume that Keiichi-san was killed an hour before we found him...\It'd be unnatural for us not to hear a sound or scream.\But that's strange.\Are you saying that Keiichi-san was still alive for a few hours after being stabbed...\Besides, if Yutaka-san isn't even the perpetrator...\- Wait! response:	I know!
context: I don't think so.\Even if you assume that Keiichi-san was killed an hour before we found him...\It'd be unnatural for us not to hear a sound or scream.\But that's strange.\Are you saying that Keiichi-san was still alive for a few hours after being stabbed...\Besides, if Yutaka-san isn't even the perpetrator...\- Wait!\I know! response:	I know...
context: Even if you assume that Keiichi-san was killed an hour before we found him...\It'd be unnatural for us not to hear a sound or scream.\But that's strange.\Are you saying that Keiichi-san was still alive for a few hours after being stabbed...\Besides, if Yutaka-san isn't even the perpetrator...\- Wait!\I know!\I know... response:	Hey. You listening, Kyon?
context: It'd be unnatural for us not to hear a sound or scream.\But that's strange.\Are you saying that Keiichi-san was still alive for a few hours after being stabbed...\Besides, if Yutaka-san isn't even the perpetrator...\- Wait!\I know!\I know...\Hey. You listening, Kyon? response:	Start talking.
context: But that's strange.\Are you saying that Keiichi-san was still alive for a few hours after being stabbed...\Besides, if Yutaka-san isn't even the perpetrator...\- Wait!\I know!\I know...\Hey. You listening, Kyon?\Start talking. response:	There's no doubt that Yutaka-san stabbed Keiichi-san.
context: Are you saying that Keiichi-san was still alive for a few hours after being stabbed...\Besides, if Yutaka-san isn't even the perpetrator...\- Wait!\I know!\I know...\Hey. You listening, Kyon?\Start talking.\There's no doubt that Yutaka-san stabbed Keiichi-san. response:	Or else, as you said...
context: Besides, if Yutaka-san isn't even the perpetrator...\- Wait!\I know!\I know...\Hey. You listening, Kyon?\Start talking.\There's no doubt that Yutaka-san stabbed Keiichi-san.\Or else, as you said... response:	Well, that's true.
context: - Wait!\I know!\I know...\Hey. You listening, Kyon?\Start talking.\There's no doubt that Yutaka-san stabbed Keiichi-san.\Or else, as you said...\Well, that's true. response:	I don't know his reasons...
context: I know!\I know...\Hey. You listening, Kyon?\Start talking.\There's no doubt that Yutaka-san stabbed Keiichi-san.\Or else, as you said...\Well, that's true.\I don't know his reasons... response:	I doubt it was a premeditated murder.
context: I know...\Hey. You listening, Kyon?\Start talking.\There's no doubt that Yutaka-san stabbed Keiichi-san.\Or else, as you said...\Well, that's true.\I don't know his reasons...\I doubt it was a premeditated murder. response:	It was probably something like...
context: Hey. You listening, Kyon?\Start talking.\There's no doubt that Yutaka-san stabbed Keiichi-san.\Or else, as you said...\Well, that's true.\I don't know his reasons...\I doubt it was a premeditated murder.\It was probably something like... response:	But the knife didn't reach his heart.
context: Start talking.\There's no doubt that Yutaka-san stabbed Keiichi-san.\Or else, as you said...\Well, that's true.\I don't know his reasons...\I doubt it was a premeditated murder.\It was probably something like...\But the knife didn't reach his heart. response:	The knife was obstructed by the notebook...
context: There's no doubt that Yutaka-san stabbed Keiichi-san.\Or else, as you said...\Well, that's true.\I don't know his reasons...\I doubt it was a premeditated murder.\It was probably something like...\But the knife didn't reach his heart.\The knife was obstructed by the notebook... response:	However, this is when it got complicated.
context: Or else, as you said...\Well, that's true.\I don't know his reasons...\I doubt it was a premeditated murder.\It was probably something like...\But the knife didn't reach his heart.\The knife was obstructed by the notebook...\However, this is when it got complicated. response:	Keiichi-san fainted from the shock.
context: Well, that's true.\I don't know his reasons...\I doubt it was a premeditated murder.\It was probably something like...\But the knife didn't reach his heart.\The knife was obstructed by the notebook...\However, this is when it got complicated.\Keiichi-san fainted from the shock. response:	Upon seeing that...
context: I don't know his reasons...\I doubt it was a premeditated murder.\It was probably something like...\But the knife didn't reach his heart.\The knife was obstructed by the notebook...\However, this is when it got complicated.\Keiichi-san fainted from the shock.\Upon seeing that... response:	The problem is what happened next.
context: I doubt it was a premeditated murder.\It was probably something like...\But the knife didn't reach his heart.\The knife was obstructed by the notebook...\However, this is when it got complicated.\Keiichi-san fainted from the shock.\Upon seeing that...\The problem is what happened next. response:	Keiichi-san, who had merely fainted...
context: It was probably something like...\But the knife didn't reach his heart.\The knife was obstructed by the notebook...\However, this is when it got complicated.\Keiichi-san fainted from the shock.\Upon seeing that...\The problem is what happened next.\Keiichi-san, who had merely fainted... response:	Once Keiichi-san came to...
context: But the knife didn't reach his heart.\The knife was obstructed by the notebook...\However, this is when it got complicated.\Keiichi-san fainted from the shock.\Upon seeing that...\The problem is what happened next.\Keiichi-san, who had merely fainted...\Once Keiichi-san came to... response:	Unable to think clearly...
context: The knife was obstructed by the notebook...\However, this is when it got complicated.\Keiichi-san fainted from the shock.\Upon seeing that...\The problem is what happened next.\Keiichi-san, who had merely fainted...\Once Keiichi-san came to...\Unable to think clearly... response:	That's when tragedy struck.
context: However, this is when it got complicated.\Keiichi-san fainted from the shock.\Upon seeing that...\The problem is what happened next.\Keiichi-san, who had merely fainted...\Once Keiichi-san came to...\Unable to think clearly...\That's when tragedy struck. response:	Keiichi-san tripped over himself...
context: Keiichi-san fainted from the shock.\Upon seeing that...\The problem is what happened next.\Keiichi-san, who had merely fainted...\Once Keiichi-san came to...\Unable to think clearly...\That's when tragedy struck.\Keiichi-san tripped over himself... response:	As a result...
context: Upon seeing that...\The problem is what happened next.\Keiichi-san, who had merely fainted...\Once Keiichi-san came to...\Unable to think clearly...\That's when tragedy struck.\Keiichi-san tripped over himself...\As a result... response:	This is the truth.
context: The problem is what happened next.\Keiichi-san, who had merely fainted...\Once Keiichi-san came to...\Unable to think clearly...\That's when tragedy struck.\Keiichi-san tripped over himself...\As a result...\This is the truth. response:	Hold on.
context: Keiichi-san, who had merely fainted...\Once Keiichi-san came to...\Unable to think clearly...\That's when tragedy struck.\Keiichi-san tripped over himself...\As a result...\This is the truth.\Hold on. response:	How could everything happen so perfectly?
context: Once Keiichi-san came to...\Unable to think clearly...\That's when tragedy struck.\Keiichi-san tripped over himself...\As a result...\This is the truth.\Hold on.\How could everything happen so perfectly? response:	You can't change what's already happened.
context: Unable to think clearly...\That's when tragedy struck.\Keiichi-san tripped over himself...\As a result...\This is the truth.\Hold on.\How could everything happen so perfectly?\You can't change what's already happened. response:	Do you have any other explanation?
context: That's when tragedy struck.\Keiichi-san tripped over himself...\As a result...\This is the truth.\Hold on.\How could everything happen so perfectly?\You can't change what's already happened.\Do you have any other explanation? response:	Yutaka-san should have been able to tell...
context: Keiichi-san tripped over himself...\As a result...\This is the truth.\Hold on.\How could everything happen so perfectly?\You can't change what's already happened.\Do you have any other explanation?\Yutaka-san should have been able to tell... response:	Besides, Keiichi-san's body...
context: As a result...\This is the truth.\Hold on.\How could everything happen so perfectly?\You can't change what's already happened.\Do you have any other explanation?\Yutaka-san should have been able to tell...\Besides, Keiichi-san's body... response:	If your deduction were correct...
context: This is the truth.\Hold on.\How could everything happen so perfectly?\You can't change what's already happened.\Do you have any other explanation?\Yutaka-san should have been able to tell...\Besides, Keiichi-san's body...\If your deduction were correct... response:	That's true, but...
context: Hold on.\How could everything happen so perfectly?\You can't change what's already happened.\Do you have any other explanation?\Yutaka-san should have been able to tell...\Besides, Keiichi-san's body...\If your deduction were correct...\That's true, but... response:	But wait.
context: How could everything happen so perfectly?\You can't change what's already happened.\Do you have any other explanation?\Yutaka-san should have been able to tell...\Besides, Keiichi-san's body...\If your deduction were correct...\That's true, but...\But wait. response:	In that case...
context: You can't change what's already happened.\Do you have any other explanation?\Yutaka-san should have been able to tell...\Besides, Keiichi-san's body...\If your deduction were correct...\That's true, but...\But wait.\In that case... response:	What's wrong, Haruhi?
context: Do you have any other explanation?\Yutaka-san should have been able to tell...\Besides, Keiichi-san's body...\If your deduction were correct...\That's true, but...\But wait.\In that case...\What's wrong, Haruhi? response:	Um...
context: Yutaka-san should have been able to tell...\Besides, Keiichi-san's body...\If your deduction were correct...\That's true, but...\But wait.\In that case...\What's wrong, Haruhi?\Um... response:	It's nothing.
context: Besides, Keiichi-san's body...\If your deduction were correct...\That's true, but...\But wait.\In that case...\What's wrong, Haruhi?\Um...\It's nothing. response:	I guess I was mistaken.
context: If your deduction were correct...\That's true, but...\But wait.\In that case...\What's wrong, Haruhi?\Um...\It's nothing.\I guess I was mistaken. response:	Hey!
context: That's true, but...\But wait.\In that case...\What's wrong, Haruhi?\Um...\It's nothing.\I guess I was mistaken.\Hey! response:	Are you two okay!?
context: But wait.\In that case...\What's wrong, Haruhi?\Um...\It's nothing.\I guess I was mistaken.\Hey!\Are you two okay!? response:	And so...
context: In that case...\What's wrong, Haruhi?\Um...\It's nothing.\I guess I was mistaken.\Hey!\Are you two okay!?\And so... response:	But then, what would be the truth?
context: What's wrong, Haruhi?\Um...\It's nothing.\I guess I was mistaken.\Hey!\Are you two okay!?\And so...\But then, what would be the truth? response:	Yutaka-san wasn't on the island...
context: Um...\It's nothing.\I guess I was mistaken.\Hey!\Are you two okay!?\And so...\But then, what would be the truth?\Yutaka-san wasn't on the island... response:	Which would mean the real culprit was someone else.
context: It's nothing.\I guess I was mistaken.\Hey!\Are you two okay!?\And so...\But then, what would be the truth?\Yutaka-san wasn't on the island...\Which would mean the real culprit was someone else. response:	Which one should I take?
context: I guess I was mistaken.\Hey!\Are you two okay!?\And so...\But then, what would be the truth?\Yutaka-san wasn't on the island...\Which would mean the real culprit was someone else.\Which one should I take? response:	Hey.
context: Hey!\Are you two okay!?\And so...\But then, what would be the truth?\Yutaka-san wasn't on the island...\Which would mean the real culprit was someone else.\Which one should I take?\Hey. response:	Kyon-kun!
context: Are you two okay!?\And so...\But then, what would be the truth?\Yutaka-san wasn't on the island...\Which would mean the real culprit was someone else.\Which one should I take?\Hey.\Kyon-kun! response:	Don't scare me like that! Geez!
context: And so...\But then, what would be the truth?\Yutaka-san wasn't on the island...\Which would mean the real culprit was someone else.\Which one should I take?\Hey.\Kyon-kun!\Don't scare me like that! Geez! response:	Pinching food now, are we?
context: But then, what would be the truth?\Yutaka-san wasn't on the island...\Which would mean the real culprit was someone else.\Which one should I take?\Hey.\Kyon-kun!\Don't scare me like that! Geez!\Pinching food now, are we? response:	But I was hungry!
context: Yutaka-san wasn't on the island...\Which would mean the real culprit was someone else.\Which one should I take?\Hey.\Kyon-kun!\Don't scare me like that! Geez!\Pinching food now, are we?\But I was hungry! response:	Sorry for the wait.
context: Which would mean the real culprit was someone else.\Which one should I take?\Hey.\Kyon-kun!\Don't scare me like that! Geez!\Pinching food now, are we?\But I was hungry!\Sorry for the wait. response:	I'll bring them to your room right away.
context: Which one should I take?\Hey.\Kyon-kun!\Don't scare me like that! Geez!\Pinching food now, are we?\But I was hungry!\Sorry for the wait.\I'll bring them to your room right away. response:	No fair!
context: Hey.\Kyon-kun!\Don't scare me like that! Geez!\Pinching food now, are we?\But I was hungry!\Sorry for the wait.\I'll bring them to your room right away.\No fair! response:	Somebody already ate theirs!
context: Kyon-kun!\Don't scare me like that! Geez!\Pinching food now, are we?\But I was hungry!\Sorry for the wait.\I'll bring them to your room right away.\No fair!\Somebody already ate theirs! response:	This was Arakawa's.
context: Don't scare me like that! Geez!\Pinching food now, are we?\But I was hungry!\Sorry for the wait.\I'll bring them to your room right away.\No fair!\Somebody already ate theirs!\This was Arakawa's. response:	Arakawa hadn't eaten anything since morning...
context: Pinching food now, are we?\But I was hungry!\Sorry for the wait.\I'll bring them to your room right away.\No fair!\Somebody already ate theirs!\This was Arakawa's.\Arakawa hadn't eaten anything since morning... response:	Don't embarrass your brother.
context: But I was hungry!\Sorry for the wait.\I'll bring them to your room right away.\No fair!\Somebody already ate theirs!\This was Arakawa's.\Arakawa hadn't eaten anything since morning...\Don't embarrass your brother. response:	What's going on?
context: Sorry for the wait.\I'll bring them to your room right away.\No fair!\Somebody already ate theirs!\This was Arakawa's.\Arakawa hadn't eaten anything since morning...\Don't embarrass your brother.\What's going on? response:	Yuki!
context: I'll bring them to your room right away.\No fair!\Somebody already ate theirs!\This was Arakawa's.\Arakawa hadn't eaten anything since morning...\Don't embarrass your brother.\What's going on?\Yuki! response:	It's me!
context: No fair!\Somebody already ate theirs!\This was Arakawa's.\Arakawa hadn't eaten anything since morning...\Don't embarrass your brother.\What's going on?\Yuki!\It's me! response:	Open up!
context: Somebody already ate theirs!\This was Arakawa's.\Arakawa hadn't eaten anything since morning...\Don't embarrass your brother.\What's going on?\Yuki!\It's me!\Open up! response:	I was told not to open the door for anyone.
context: This was Arakawa's.\Arakawa hadn't eaten anything since morning...\Don't embarrass your brother.\What's going on?\Yuki!\It's me!\Open up!\I was told not to open the door for anyone. response:	It's okay now.
context: Arakawa hadn't eaten anything since morning...\Don't embarrass your brother.\What's going on?\Yuki!\It's me!\Open up!\I was told not to open the door for anyone.\It's okay now. response:	Open up!
context: Don't embarrass your brother.\What's going on?\Yuki!\It's me!\Open up!\I was told not to open the door for anyone.\It's okay now.\Open up! response:	That would require me to violate the order not to open the door for anyone.
context: What's going on?\Yuki!\It's me!\Open up!\I was told not to open the door for anyone.\It's okay now.\Open up!\That would require me to violate the order not to open the door for anyone. response:	Is Asahina-san still unconscious?
context: Yuki!\It's me!\Open up!\I was told not to open the door for anyone.\It's okay now.\Open up!\That would require me to violate the order not to open the door for anyone.\Is Asahina-san still unconscious? response:	I don't hear her voice...
context: It's me!\Open up!\I was told not to open the door for anyone.\It's okay now.\Open up!\That would require me to violate the order not to open the door for anyone.\Is Asahina-san still unconscious?\I don't hear her voice... response:	When I said anyone...
context: Open up!\I was told not to open the door for anyone.\It's okay now.\Open up!\That would require me to violate the order not to open the door for anyone.\Is Asahina-san still unconscious?\I don't hear her voice...\When I said anyone... response:	We're fellow members of the SOS Brigade, right?
context: I was told not to open the door for anyone.\It's okay now.\Open up!\That would require me to violate the order not to open the door for anyone.\Is Asahina-san still unconscious?\I don't hear her voice...\When I said anyone...\We're fellow members of the SOS Brigade, right? response:	I was not informed of this.
context: It's okay now.\Open up!\That would require me to violate the order not to open the door for anyone.\Is Asahina-san still unconscious?\I don't hear her voice...\When I said anyone...\We're fellow members of the SOS Brigade, right?\I was not informed of this. response:	I was merely instructed not to open the door for any person.
context: Open up!\That would require me to violate the order not to open the door for anyone.\Is Asahina-san still unconscious?\I don't hear her voice...\When I said anyone...\We're fellow members of the SOS Brigade, right?\I was not informed of this.\I was merely instructed not to open the door for any person. response:	Yuki-chan, you didn't say anything when I left the room.
context: That would require me to violate the order not to open the door for anyone.\Is Asahina-san still unconscious?\I don't hear her voice...\When I said anyone...\We're fellow members of the SOS Brigade, right?\I was not informed of this.\I was merely instructed not to open the door for any person.\Yuki-chan, you didn't say anything when I left the room. response:	I did not receive any instruction regarding opening the door from this side.
context: Is Asahina-san still unconscious?\I don't hear her voice...\When I said anyone...\We're fellow members of the SOS Brigade, right?\I was not informed of this.\I was merely instructed not to open the door for any person.\Yuki-chan, you didn't say anything when I left the room.\I did not receive any instruction regarding opening the door from this side. response:	Hey, Nagato.
context: I don't hear her voice...\When I said anyone...\We're fellow members of the SOS Brigade, right?\I was not informed of this.\I was merely instructed not to open the door for any person.\Yuki-chan, you didn't say anything when I left the room.\I did not receive any instruction regarding opening the door from this side.\Hey, Nagato. response:	Haruhi's order has been rescinded.
context: When I said anyone...\We're fellow members of the SOS Brigade, right?\I was not informed of this.\I was merely instructed not to open the door for any person.\Yuki-chan, you didn't say anything when I left the room.\I did not receive any instruction regarding opening the door from this side.\Hey, Nagato.\Haruhi's order has been rescinded. response:	Or here, I'll override her order.
context: We're fellow members of the SOS Brigade, right?\I was not informed of this.\I was merely instructed not to open the door for any person.\Yuki-chan, you didn't say anything when I left the room.\I did not receive any instruction regarding opening the door from this side.\Hey, Nagato.\Haruhi's order has been rescinded.\Or here, I'll override her order. response:	My sister's also here.
context: I was not informed of this.\I was merely instructed not to open the door for any person.\Yuki-chan, you didn't say anything when I left the room.\I did not receive any instruction regarding opening the door from this side.\Hey, Nagato.\Haruhi's order has been rescinded.\Or here, I'll override her order.\My sister's also here. response:	Please open up.
context: I was merely instructed not to open the door for any person.\Yuki-chan, you didn't say anything when I left the room.\I did not receive any instruction regarding opening the door from this side.\Hey, Nagato.\Haruhi's order has been rescinded.\Or here, I'll override her order.\My sister's also here.\Please open up. response:	Sheesh.
context: Yuki-chan, you didn't say anything when I left the room.\I did not receive any instruction regarding opening the door from this side.\Hey, Nagato.\Haruhi's order has been rescinded.\Or here, I'll override her order.\My sister's also here.\Please open up.\Sheesh. response:	You need to be more flexible.
context: I did not receive any instruction regarding opening the door from this side.\Hey, Nagato.\Haruhi's order has been rescinded.\Or here, I'll override her order.\My sister's also here.\Please open up.\Sheesh.\You need to be more flexible. response:	Was that...
context: Hey, Nagato.\Haruhi's order has been rescinded.\Or here, I'll override her order.\My sister's also here.\Please open up.\Sheesh.\You need to be more flexible.\Was that... response:	Give me a break, Nagato.
context: Haruhi's order has been rescinded.\Or here, I'll override her order.\My sister's also here.\Please open up.\Sheesh.\You need to be more flexible.\Was that...\Give me a break, Nagato. response:	Your face and expression never change...
context: Or here, I'll override her order.\My sister's also here.\Please open up.\Sheesh.\You need to be more flexible.\Was that...\Give me a break, Nagato.\Your face and expression never change... response:	Yuki-chan, thank you!
context: My sister's also here.\Please open up.\Sheesh.\You need to be more flexible.\Was that...\Give me a break, Nagato.\Your face and expression never change...\Yuki-chan, thank you! response:	What do we do from here?
context: Please open up.\Sheesh.\You need to be more flexible.\Was that...\Give me a break, Nagato.\Your face and expression never change...\Yuki-chan, thank you!\What do we do from here? response:	Do we continue our investigation for the truth?
context: Sheesh.\You need to be more flexible.\Was that...\Give me a break, Nagato.\Your face and expression never change...\Yuki-chan, thank you!\What do we do from here?\Do we continue our investigation for the truth? response:	Forget it.
context: You need to be more flexible.\Was that...\Give me a break, Nagato.\Your face and expression never change...\Yuki-chan, thank you!\What do we do from here?\Do we continue our investigation for the truth?\Forget it. response:	I guess I'm not made out to be a detective.
context: Was that...\Give me a break, Nagato.\Your face and expression never change...\Yuki-chan, thank you!\What do we do from here?\Do we continue our investigation for the truth?\Forget it.\I guess I'm not made out to be a detective. response:	Just let the police handle it.
context: Give me a break, Nagato.\Your face and expression never change...\Yuki-chan, thank you!\What do we do from here?\Do we continue our investigation for the truth?\Forget it.\I guess I'm not made out to be a detective.\Just let the police handle it. response:	I see.
context: Your face and expression never change...\Yuki-chan, thank you!\What do we do from here?\Do we continue our investigation for the truth?\Forget it.\I guess I'm not made out to be a detective.\Just let the police handle it.\I see. response:	You discussed such matters in the cave.
context: Yuki-chan, thank you!\What do we do from here?\Do we continue our investigation for the truth?\Forget it.\I guess I'm not made out to be a detective.\Just let the police handle it.\I see.\You discussed such matters in the cave. response:	But it's strange.
context: What do we do from here?\Do we continue our investigation for the truth?\Forget it.\I guess I'm not made out to be a detective.\Just let the police handle it.\I see.\You discussed such matters in the cave.\But it's strange. response:	She wanted to play detective so badly.
context: Do we continue our investigation for the truth?\Forget it.\I guess I'm not made out to be a detective.\Just let the police handle it.\I see.\You discussed such matters in the cave.\But it's strange.\She wanted to play detective so badly. response:	What's with the sudden change of heart?
context: Forget it.\I guess I'm not made out to be a detective.\Just let the police handle it.\I see.\You discussed such matters in the cave.\But it's strange.\She wanted to play detective so badly.\What's with the sudden change of heart? response:	I can understand...
context: I guess I'm not made out to be a detective.\Just let the police handle it.\I see.\You discussed such matters in the cave.\But it's strange.\She wanted to play detective so badly.\What's with the sudden change of heart?\I can understand... response:	Shall I tell you?
context: Just let the police handle it.\I see.\You discussed such matters in the cave.\But it's strange.\She wanted to play detective so badly.\What's with the sudden change of heart?\I can understand...\Shall I tell you? response:	I'm all ears.
context: I see.\You discussed such matters in the cave.\But it's strange.\She wanted to play detective so badly.\What's with the sudden change of heart?\I can understand...\Shall I tell you?\I'm all ears. response:	Suzumiya-san's deduction was partially correct...
context: You discussed such matters in the cave.\But it's strange.\She wanted to play detective so badly.\What's with the sudden change of heart?\I can understand...\Shall I tell you?\I'm all ears.\Suzumiya-san's deduction was partially correct... response:	Keiichi-san was stabbed by Yutaka-san...
context: But it's strange.\She wanted to play detective so badly.\What's with the sudden change of heart?\I can understand...\Shall I tell you?\I'm all ears.\Suzumiya-san's deduction was partially correct...\Keiichi-san was stabbed by Yutaka-san... response:	Yutaka-san made the wrong assumption and escaped.
context: She wanted to play detective so badly.\What's with the sudden change of heart?\I can understand...\Shall I tell you?\I'm all ears.\Suzumiya-san's deduction was partially correct...\Keiichi-san was stabbed by Yutaka-san...\Yutaka-san made the wrong assumption and escaped. response:	That much is all correct.
context: What's with the sudden change of heart?\I can understand...\Shall I tell you?\I'm all ears.\Suzumiya-san's deduction was partially correct...\Keiichi-san was stabbed by Yutaka-san...\Yutaka-san made the wrong assumption and escaped.\That much is all correct. response:	Keiichi-san was awakened by our voices...
context: I can understand...\Shall I tell you?\I'm all ears.\Suzumiya-san's deduction was partially correct...\Keiichi-san was stabbed by Yutaka-san...\Yutaka-san made the wrong assumption and escaped.\That much is all correct.\Keiichi-san was awakened by our voices... response:	Keiichi-san?
context: Shall I tell you?\I'm all ears.\Suzumiya-san's deduction was partially correct...\Keiichi-san was stabbed by Yutaka-san...\Yutaka-san made the wrong assumption and escaped.\That much is all correct.\Keiichi-san was awakened by our voices...\Keiichi-san? response:	Keiichi-san!?
context: I'm all ears.\Suzumiya-san's deduction was partially correct...\Keiichi-san was stabbed by Yutaka-san...\Yutaka-san made the wrong assumption and escaped.\That much is all correct.\Keiichi-san was awakened by our voices...\Keiichi-san?\Keiichi-san!? response:	Respond if you're there.
context: Suzumiya-san's deduction was partially correct...\Keiichi-san was stabbed by Yutaka-san...\Yutaka-san made the wrong assumption and escaped.\That much is all correct.\Keiichi-san was awakened by our voices...\Keiichi-san?\Keiichi-san!?\Respond if you're there. response:	That was when...
context: Keiichi-san was stabbed by Yutaka-san...\Yutaka-san made the wrong assumption and escaped.\That much is all correct.\Keiichi-san was awakened by our voices...\Keiichi-san?\Keiichi-san!?\Respond if you're there.\That was when... response:	That was when the knife was driven into Keiichi-san's body.
context: Yutaka-san made the wrong assumption and escaped.\That much is all correct.\Keiichi-san was awakened by our voices...\Keiichi-san?\Keiichi-san!?\Respond if you're there.\That was when...\That was when the knife was driven into Keiichi-san's body. response:	Which means the perpetrator...
context: That much is all correct.\Keiichi-san was awakened by our voices...\Keiichi-san?\Keiichi-san!?\Respond if you're there.\That was when...\That was when the knife was driven into Keiichi-san's body.\Which means the perpetrator... response:	Would be the ones who broke the door down.
context: Keiichi-san was awakened by our voices...\Keiichi-san?\Keiichi-san!?\Respond if you're there.\That was when...\That was when the knife was driven into Keiichi-san's body.\Which means the perpetrator...\Would be the ones who broke the door down. response:	In other words, myself.
context: Keiichi-san?\Keiichi-san!?\Respond if you're there.\That was when...\That was when the knife was driven into Keiichi-san's body.\Which means the perpetrator...\Would be the ones who broke the door down.\In other words, myself. response:	You.
context: Keiichi-san!?\Respond if you're there.\That was when...\That was when the knife was driven into Keiichi-san's body.\Which means the perpetrator...\Would be the ones who broke the door down.\In other words, myself.\You. response:	And Arakawa-san.
context: Respond if you're there.\That was when...\That was when the knife was driven into Keiichi-san's body.\Which means the perpetrator...\Would be the ones who broke the door down.\In other words, myself.\You.\And Arakawa-san. response:	Suzumiya-san probably realized this.
context: That was when...\That was when the knife was driven into Keiichi-san's body.\Which means the perpetrator...\Would be the ones who broke the door down.\In other words, myself.\You.\And Arakawa-san.\Suzumiya-san probably realized this. response:	That's why she didn't say anything.
context: That was when the knife was driven into Keiichi-san's body.\Which means the perpetrator...\Would be the ones who broke the door down.\In other words, myself.\You.\And Arakawa-san.\Suzumiya-san probably realized this.\That's why she didn't say anything. response:	In order to protect us.
context: Which means the perpetrator...\Would be the ones who broke the door down.\In other words, myself.\You.\And Arakawa-san.\Suzumiya-san probably realized this.\That's why she didn't say anything.\In order to protect us. response:	Hiding the truth within her own heart.
context: Would be the ones who broke the door down.\In other words, myself.\You.\And Arakawa-san.\Suzumiya-san probably realized this.\That's why she didn't say anything.\In order to protect us.\Hiding the truth within her own heart. response:	Your story makes sense...
context: In other words, myself.\You.\And Arakawa-san.\Suzumiya-san probably realized this.\That's why she didn't say anything.\In order to protect us.\Hiding the truth within her own heart.\Your story makes sense... response:	If I seal your lips...
context: You.\And Arakawa-san.\Suzumiya-san probably realized this.\That's why she didn't say anything.\In order to protect us.\Hiding the truth within her own heart.\Your story makes sense...\If I seal your lips... response:	That would be the logical course of action.
context: And Arakawa-san.\Suzumiya-san probably realized this.\That's why she didn't say anything.\In order to protect us.\Hiding the truth within her own heart.\Your story makes sense...\If I seal your lips...\That would be the logical course of action. response:	Oh, no! Oh, no!
context: Suzumiya-san probably realized this.\That's why she didn't say anything.\In order to protect us.\Hiding the truth within her own heart.\Your story makes sense...\If I seal your lips...\That would be the logical course of action.\Oh, no! Oh, no! response:	Koizumi-kun is...
context: That's why she didn't say anything.\In order to protect us.\Hiding the truth within her own heart.\Your story makes sense...\If I seal your lips...\That would be the logical course of action.\Oh, no! Oh, no!\Koizumi-kun is... response:	Koizumi-kun is dead!
