context: Blooming Wildflower response:	Bakery Cowbell
context: But it was impossible.\So it's better this way.\That's right. Everything's gone back to normal.\It should be better this way, but...\It's too salty, Inori.\Major General Yan will be temporarily returning home on that craft with some top-secret materials.\Our duty is to see him safely off!\Let's do this thing! Right, men? response:	The Major General should be arriving any minute now.
context: So it's better this way.\That's right. Everything's gone back to normal.\It should be better this way, but...\It's too salty, Inori.\Major General Yan will be temporarily returning home on that craft with some top-secret materials.\Our duty is to see him safely off!\Let's do this thing! Right, men?\The Major General should be arriving any minute now. response:	Daryl...
context: That's right. Everything's gone back to normal.\It should be better this way, but...\It's too salty, Inori.\Major General Yan will be temporarily returning home on that craft with some top-secret materials.\Our duty is to see him safely off!\Let's do this thing! Right, men?\The Major General should be arriving any minute now.\Daryl... response:	The cycle is getting short.
context: It should be better this way, but...\It's too salty, Inori.\Major General Yan will be temporarily returning home on that craft with some top-secret materials.\Our duty is to see him safely off!\Let's do this thing! Right, men?\The Major General should be arriving any minute now.\Daryl...\The cycle is getting short. response:	Am I... near my limit?
context: It's too salty, Inori.\Major General Yan will be temporarily returning home on that craft with some top-secret materials.\Our duty is to see him safely off!\Let's do this thing! Right, men?\The Major General should be arriving any minute now.\Daryl...\The cycle is getting short.\Am I... near my limit? response:	Gai.
context: Major General Yan will be temporarily returning home on that craft with some top-secret materials.\Our duty is to see him safely off!\Let's do this thing! Right, men?\The Major General should be arriving any minute now.\Daryl...\The cycle is getting short.\Am I... near my limit?\Gai. response:	Am I... a monster?
context: Our duty is to see him safely off!\Let's do this thing! Right, men?\The Major General should be arriving any minute now.\Daryl...\The cycle is getting short.\Am I... near my limit?\Gai.\Am I... a monster? response:	Did Shu tell you that?
context: Let's do this thing! Right, men?\The Major General should be arriving any minute now.\Daryl...\The cycle is getting short.\Am I... near my limit?\Gai.\Am I... a monster?\Did Shu tell you that? response:	Did you fall in love with him?
context: The Major General should be arriving any minute now.\Daryl...\The cycle is getting short.\Am I... near my limit?\Gai.\Am I... a monster?\Did Shu tell you that?\Did you fall in love with him? response:	Is this... love?
context: Daryl...\The cycle is getting short.\Am I... near my limit?\Gai.\Am I... a monster?\Did Shu tell you that?\Did you fall in love with him?\Is this... love? response:	Tell me, Gai, do I love Shu?
context: The cycle is getting short.\Am I... near my limit?\Gai.\Am I... a monster?\Did Shu tell you that?\Did you fall in love with him?\Is this... love?\Tell me, Gai, do I love Shu? response:	So you chose him too, in the end.
context: Am I... near my limit?\Gai.\Am I... a monster?\Did Shu tell you that?\Did you fall in love with him?\Is this... love?\Tell me, Gai, do I love Shu?\So you chose him too, in the end. response:	Survive first.
context: Gai.\Am I... a monster?\Did Shu tell you that?\Did you fall in love with him?\Is this... love?\Tell me, Gai, do I love Shu?\So you chose him too, in the end.\Survive first. response:	We'll think about this afterward.
context: Am I... a monster?\Did Shu tell you that?\Did you fall in love with him?\Is this... love?\Tell me, Gai, do I love Shu?\So you chose him too, in the end.\Survive first.\We'll think about this afterward. response:	Excuse me!
context: Did Shu tell you that?\Did you fall in love with him?\Is this... love?\Tell me, Gai, do I love Shu?\So you chose him too, in the end.\Survive first.\We'll think about this afterward.\Excuse me! response:	What do you mean by this, Chief Keido?
context: Did you fall in love with him?\Is this... love?\Tell me, Gai, do I love Shu?\So you chose him too, in the end.\Survive first.\We'll think about this afterward.\Excuse me!\What do you mean by this, Chief Keido? response:	How could you use Kurosu's ID to steal that rock,
context: Is this... love?\Tell me, Gai, do I love Shu?\So you chose him too, in the end.\Survive first.\We'll think about this afterward.\Excuse me!\What do you mean by this, Chief Keido?\How could you use Kurosu's ID to steal that rock, response:	not to mention hand it over to Major General Yan?!
context: Tell me, Gai, do I love Shu?\So you chose him too, in the end.\Survive first.\We'll think about this afterward.\Excuse me!\What do you mean by this, Chief Keido?\How could you use Kurosu's ID to steal that rock,\not to mention hand it over to Major General Yan?! response:	I saw a familiar face on the island. He's grown a lot, hasn't he?
context: So you chose him too, in the end.\Survive first.\We'll think about this afterward.\Excuse me!\What do you mean by this, Chief Keido?\How could you use Kurosu's ID to steal that rock,\not to mention hand it over to Major General Yan?!\I saw a familiar face on the island. He's grown a lot, hasn't he? response:	Don't involve Shu in this!
context: Survive first.\We'll think about this afterward.\Excuse me!\What do you mean by this, Chief Keido?\How could you use Kurosu's ID to steal that rock,\not to mention hand it over to Major General Yan?!\I saw a familiar face on the island. He's grown a lot, hasn't he?\Don't involve Shu in this! response:	It's too late for that. He's already inherited the King's Power.
context: We'll think about this afterward.\Excuse me!\What do you mean by this, Chief Keido?\How could you use Kurosu's ID to steal that rock,\not to mention hand it over to Major General Yan?!\I saw a familiar face on the island. He's grown a lot, hasn't he?\Don't involve Shu in this!\It's too late for that. He's already inherited the King's Power. response:	Shu has... the Void Genome?
context: Excuse me!\What do you mean by this, Chief Keido?\How could you use Kurosu's ID to steal that rock,\not to mention hand it over to Major General Yan?!\I saw a familiar face on the island. He's grown a lot, hasn't he?\Don't involve Shu in this!\It's too late for that. He's already inherited the King's Power.\Shu has... the Void Genome? response:	That's not all. He's in with the Undertakers, too.
context: What do you mean by this, Chief Keido?\How could you use Kurosu's ID to steal that rock,\not to mention hand it over to Major General Yan?!\I saw a familiar face on the island. He's grown a lot, hasn't he?\Don't involve Shu in this!\It's too late for that. He's already inherited the King's Power.\Shu has... the Void Genome?\That's not all. He's in with the Undertakers, too. response:	Yuzuriha Inori. You've met her too, haven't you?
context: How could you use Kurosu's ID to steal that rock,\not to mention hand it over to Major General Yan?!\I saw a familiar face on the island. He's grown a lot, hasn't he?\Don't involve Shu in this!\It's too late for that. He's already inherited the King's Power.\Shu has... the Void Genome?\That's not all. He's in with the Undertakers, too.\Yuzuriha Inori. You've met her too, haven't you? response:	Do you really believe a girl with that face, that body,
context: not to mention hand it over to Major General Yan?!\I saw a familiar face on the island. He's grown a lot, hasn't he?\Don't involve Shu in this!\It's too late for that. He's already inherited the King's Power.\Shu has... the Void Genome?\That's not all. He's in with the Undertakers, too.\Yuzuriha Inori. You've met her too, haven't you?\Do you really believe a girl with that face, that body, response:	is by his side through mere coincidence?
context: I saw a familiar face on the island. He's grown a lot, hasn't he?\Don't involve Shu in this!\It's too late for that. He's already inherited the King's Power.\Shu has... the Void Genome?\That's not all. He's in with the Undertakers, too.\Yuzuriha Inori. You've met her too, haven't you?\Do you really believe a girl with that face, that body,\is by his side through mere coincidence? response:	Gai.
context: Don't involve Shu in this!\It's too late for that. He's already inherited the King's Power.\Shu has... the Void Genome?\That's not all. He's in with the Undertakers, too.\Yuzuriha Inori. You've met her too, haven't you?\Do you really believe a girl with that face, that body,\is by his side through mere coincidence?\Gai. response:	All right. Begin the operation.
context: It's too late for that. He's already inherited the King's Power.\Shu has... the Void Genome?\That's not all. He's in with the Undertakers, too.\Yuzuriha Inori. You've met her too, haven't you?\Do you really believe a girl with that face, that body,\is by his side through mere coincidence?\Gai.\All right. Begin the operation. response:	We'll be at Point B in 30.
context: Shu has... the Void Genome?\That's not all. He's in with the Undertakers, too.\Yuzuriha Inori. You've met her too, haven't you?\Do you really believe a girl with that face, that body,\is by his side through mere coincidence?\Gai.\All right. Begin the operation.\We'll be at Point B in 30. response:	Aye!
context: That's not all. He's in with the Undertakers, too.\Yuzuriha Inori. You've met her too, haven't you?\Do you really believe a girl with that face, that body,\is by his side through mere coincidence?\Gai.\All right. Begin the operation.\We'll be at Point B in 30.\Aye! response:	After that point there are surveillance cameras and monitors
context: Yuzuriha Inori. You've met her too, haven't you?\Do you really believe a girl with that face, that body,\is by his side through mere coincidence?\Gai.\All right. Begin the operation.\We'll be at Point B in 30.\Aye!\After that point there are surveillance cameras and monitors response:	that I can't control from here, so be careful.
context: Do you really believe a girl with that face, that body,\is by his side through mere coincidence?\Gai.\All right. Begin the operation.\We'll be at Point B in 30.\Aye!\After that point there are surveillance cameras and monitors\that I can't control from here, so be careful. response:	We have thirty minutes until our objective's transport plane takes off.
context: is by his side through mere coincidence?\Gai.\All right. Begin the operation.\We'll be at Point B in 30.\Aye!\After that point there are surveillance cameras and monitors\that I can't control from here, so be careful.\We have thirty minutes until our objective's transport plane takes off. response:	My team will seize the plane before then.
context: Gai.\All right. Begin the operation.\We'll be at Point B in 30.\Aye!\After that point there are surveillance cameras and monitors\that I can't control from here, so be careful.\We have thirty minutes until our objective's transport plane takes off.\My team will seize the plane before then. response:	The Endlave unit will deploy when we announce the seizure and back us up.
context: All right. Begin the operation.\We'll be at Point B in 30.\Aye!\After that point there are surveillance cameras and monitors\that I can't control from here, so be careful.\We have thirty minutes until our objective's transport plane takes off.\My team will seize the plane before then.\The Endlave unit will deploy when we announce the seizure and back us up. response:	Got it?
context: We'll be at Point B in 30.\Aye!\After that point there are surveillance cameras and monitors\that I can't control from here, so be careful.\We have thirty minutes until our objective's transport plane takes off.\My team will seize the plane before then.\The Endlave unit will deploy when we announce the seizure and back us up.\Got it? response:	Roger.
context: Aye!\After that point there are surveillance cameras and monitors\that I can't control from here, so be careful.\We have thirty minutes until our objective's transport plane takes off.\My team will seize the plane before then.\The Endlave unit will deploy when we announce the seizure and back us up.\Got it?\Roger. response:	Aye!
context: After that point there are surveillance cameras and monitors\that I can't control from here, so be careful.\We have thirty minutes until our objective's transport plane takes off.\My team will seize the plane before then.\The Endlave unit will deploy when we announce the seizure and back us up.\Got it?\Roger.\Aye! response:	You summoned me out here too, so don't screw it up.
context: that I can't control from here, so be careful.\We have thirty minutes until our objective's transport plane takes off.\My team will seize the plane before then.\The Endlave unit will deploy when we announce the seizure and back us up.\Got it?\Roger.\Aye!\You summoned me out here too, so don't screw it up. response:	Of course not.
context: We have thirty minutes until our objective's transport plane takes off.\My team will seize the plane before then.\The Endlave unit will deploy when we announce the seizure and back us up.\Got it?\Roger.\Aye!\You summoned me out here too, so don't screw it up.\Of course not. response:	We've been expecting you, Major General Yan!
context: My team will seize the plane before then.\The Endlave unit will deploy when we announce the seizure and back us up.\Got it?\Roger.\Aye!\You summoned me out here too, so don't screw it up.\Of course not.\We've been expecting you, Major General Yan! response:	Is the transport plane ready?
context: The Endlave unit will deploy when we announce the seizure and back us up.\Got it?\Roger.\Aye!\You summoned me out here too, so don't screw it up.\Of course not.\We've been expecting you, Major General Yan!\Is the transport plane ready? response:	Yes, Sir! Everything's been fully prepared
context: Got it?\Roger.\Aye!\You summoned me out here too, so don't screw it up.\Of course not.\We've been expecting you, Major General Yan!\Is the transport plane ready?\Yes, Sir! Everything's been fully prepared response:	under Major Segai's careful command.
context: Roger.\Aye!\You summoned me out here too, so don't screw it up.\Of course not.\We've been expecting you, Major General Yan!\Is the transport plane ready?\Yes, Sir! Everything's been fully prepared\under Major Segai's careful command. response:	Switch the camera to channel G7.
context: Aye!\You summoned me out here too, so don't screw it up.\Of course not.\We've been expecting you, Major General Yan!\Is the transport plane ready?\Yes, Sir! Everything's been fully prepared\under Major Segai's careful command.\Switch the camera to channel G7. response:	There's no such channel, Sir...
context: You summoned me out here too, so don't screw it up.\Of course not.\We've been expecting you, Major General Yan!\Is the transport plane ready?\Yes, Sir! Everything's been fully prepared\under Major Segai's careful command.\Switch the camera to channel G7.\There's no such channel, Sir... response:	Well, naturally. After all, I just now set it up.
context: Of course not.\We've been expecting you, Major General Yan!\Is the transport plane ready?\Yes, Sir! Everything's been fully prepared\under Major Segai's careful command.\Switch the camera to channel G7.\There's no such channel, Sir...\Well, naturally. After all, I just now set it up. response:	Here we go.
context: We've been expecting you, Major General Yan!\Is the transport plane ready?\Yes, Sir! Everything's been fully prepared\under Major Segai's careful command.\Switch the camera to channel G7.\There's no such channel, Sir...\Well, naturally. After all, I just now set it up.\Here we go. response:	Bingo.
context: Is the transport plane ready?\Yes, Sir! Everything's been fully prepared\under Major Segai's careful command.\Switch the camera to channel G7.\There's no such channel, Sir...\Well, naturally. After all, I just now set it up.\Here we go.\Bingo. response:	Are we ready for broadcast?
context: Yes, Sir! Everything's been fully prepared\under Major Segai's careful command.\Switch the camera to channel G7.\There's no such channel, Sir...\Well, naturally. After all, I just now set it up.\Here we go.\Bingo.\Are we ready for broadcast? response:	All set, Sir.
context: under Major Segai's careful command.\Switch the camera to channel G7.\There's no such channel, Sir...\Well, naturally. After all, I just now set it up.\Here we go.\Bingo.\Are we ready for broadcast?\All set, Sir. response:	It'll be outputted from every channel in the city that's under GHQ control.
context: Switch the camera to channel G7.\There's no such channel, Sir...\Well, naturally. After all, I just now set it up.\Here we go.\Bingo.\Are we ready for broadcast?\All set, Sir.\It'll be outputted from every channel in the city that's under GHQ control. response:	Excellent.
context: There's no such channel, Sir...\Well, naturally. After all, I just now set it up.\Here we go.\Bingo.\Are we ready for broadcast?\All set, Sir.\It'll be outputted from every channel in the city that's under GHQ control.\Excellent. response:	This is Major Segai. All my beloved members of the Anti Bodies,
context: Well, naturally. After all, I just now set it up.\Here we go.\Bingo.\Are we ready for broadcast?\All set, Sir.\It'll be outputted from every channel in the city that's under GHQ control.\Excellent.\This is Major Segai. All my beloved members of the Anti Bodies, response:	take Vaccine D now.
context: Here we go.\Bingo.\Are we ready for broadcast?\All set, Sir.\It'll be outputted from every channel in the city that's under GHQ control.\Excellent.\This is Major Segai. All my beloved members of the Anti Bodies,\take Vaccine D now. response:	I repeat: All my beloved members of the Anti Bodies,
context: Bingo.\Are we ready for broadcast?\All set, Sir.\It'll be outputted from every channel in the city that's under GHQ control.\Excellent.\This is Major Segai. All my beloved members of the Anti Bodies,\take Vaccine D now.\I repeat: All my beloved members of the Anti Bodies, response:	take Vaccine D now.
context: Are we ready for broadcast?\All set, Sir.\It'll be outputted from every channel in the city that's under GHQ control.\Excellent.\This is Major Segai. All my beloved members of the Anti Bodies,\take Vaccine D now.\I repeat: All my beloved members of the Anti Bodies,\take Vaccine D now. response:	What happened?!
context: All set, Sir.\It'll be outputted from every channel in the city that's under GHQ control.\Excellent.\This is Major Segai. All my beloved members of the Anti Bodies,\take Vaccine D now.\I repeat: All my beloved members of the Anti Bodies,\take Vaccine D now.\What happened?! response:	I trust this will do, Chief Keido?
context: It'll be outputted from every channel in the city that's under GHQ control.\Excellent.\This is Major Segai. All my beloved members of the Anti Bodies,\take Vaccine D now.\I repeat: All my beloved members of the Anti Bodies,\take Vaccine D now.\What happened?!\I trust this will do, Chief Keido? response:	Don't come crying to me later.
context: Excellent.\This is Major Segai. All my beloved members of the Anti Bodies,\take Vaccine D now.\I repeat: All my beloved members of the Anti Bodies,\take Vaccine D now.\What happened?!\I trust this will do, Chief Keido?\Don't come crying to me later. response:	How's Gai's team?
context: This is Major Segai. All my beloved members of the Anti Bodies,\take Vaccine D now.\I repeat: All my beloved members of the Anti Bodies,\take Vaccine D now.\What happened?!\I trust this will do, Chief Keido?\Don't come crying to me later.\How's Gai's team? response:	Fine. They've boarded the plane.
context: take Vaccine D now.\I repeat: All my beloved members of the Anti Bodies,\take Vaccine D now.\What happened?!\I trust this will do, Chief Keido?\Don't come crying to me later.\How's Gai's team?\Fine. They've boarded the plane. response:	It's too quiet.
context: I repeat: All my beloved members of the Anti Bodies,\take Vaccine D now.\What happened?!\I trust this will do, Chief Keido?\Don't come crying to me later.\How's Gai's team?\Fine. They've boarded the plane.\It's too quiet. response:	But... it's too late to back out now.
context: take Vaccine D now.\What happened?!\I trust this will do, Chief Keido?\Don't come crying to me later.\How's Gai's team?\Fine. They've boarded the plane.\It's too quiet.\But... it's too late to back out now. response:	It's unmanned?
context: What happened?!\I trust this will do, Chief Keido?\Don't come crying to me later.\How's Gai's team?\Fine. They've boarded the plane.\It's too quiet.\But... it's too late to back out now.\It's unmanned? response:	What does this mean?
context: I trust this will do, Chief Keido?\Don't come crying to me later.\How's Gai's team?\Fine. They've boarded the plane.\It's too quiet.\But... it's too late to back out now.\It's unmanned?\What does this mean? response:	Tsutsugami Gai!
context: Don't come crying to me later.\How's Gai's team?\Fine. They've boarded the plane.\It's too quiet.\But... it's too late to back out now.\It's unmanned?\What does this mean?\Tsutsugami Gai! response:	I'm sending you to heaven!
context: How's Gai's team?\Fine. They've boarded the plane.\It's too quiet.\But... it's too late to back out now.\It's unmanned?\What does this mean?\Tsutsugami Gai!\I'm sending you to heaven! response:	What's going on here?
context: Fine. They've boarded the plane.\It's too quiet.\But... it's too late to back out now.\It's unmanned?\What does this mean?\Tsutsugami Gai!\I'm sending you to heaven!\What's going on here? response:	What?!
context: It's too quiet.\But... it's too late to back out now.\It's unmanned?\What does this mean?\Tsutsugami Gai!\I'm sending you to heaven!\What's going on here?\What?! response:	I wish I'd gotten to hear the rest of the lecture.
context: But... it's too late to back out now.\It's unmanned?\What does this mean?\Tsutsugami Gai!\I'm sending you to heaven!\What's going on here?\What?!\I wish I'd gotten to hear the rest of the lecture. response:	I like the Classics a lot, you know.
context: It's unmanned?\What does this mean?\Tsutsugami Gai!\I'm sending you to heaven!\What's going on here?\What?!\I wish I'd gotten to hear the rest of the lecture.\I like the Classics a lot, you know. response:	Oh really...
context: What does this mean?\Tsutsugami Gai!\I'm sending you to heaven!\What's going on here?\What?!\I wish I'd gotten to hear the rest of the lecture.\I like the Classics a lot, you know.\Oh really... response:	Come on, I say so all the time!
context: Tsutsugami Gai!\I'm sending you to heaven!\What's going on here?\What?!\I wish I'd gotten to hear the rest of the lecture.\I like the Classics a lot, you know.\Oh really...\Come on, I say so all the time! response:	What?
context: I'm sending you to heaven!\What's going on here?\What?!\I wish I'd gotten to hear the rest of the lecture.\I like the Classics a lot, you know.\Oh really...\Come on, I say so all the time!\What? response:	Let me be close to you, Hare.
context: What's going on here?\What?!\I wish I'd gotten to hear the rest of the lecture.\I like the Classics a lot, you know.\Oh really...\Come on, I say so all the time!\What?\Let me be close to you, Hare. response:	You don't mind, right?
context: What?!\I wish I'd gotten to hear the rest of the lecture.\I like the Classics a lot, you know.\Oh really...\Come on, I say so all the time!\What?\Let me be close to you, Hare.\You don't mind, right? response:	After all... you love me, don't you?
context: I wish I'd gotten to hear the rest of the lecture.\I like the Classics a lot, you know.\Oh really...\Come on, I say so all the time!\What?\Let me be close to you, Hare.\You don't mind, right?\After all... you love me, don't you? response:	Shu!
context: I like the Classics a lot, you know.\Oh really...\Come on, I say so all the time!\What?\Let me be close to you, Hare.\You don't mind, right?\After all... you love me, don't you?\Shu! response:	Hare!
context: Oh really...\Come on, I say so all the time!\What?\Let me be close to you, Hare.\You don't mind, right?\After all... you love me, don't you?\Shu!\Hare! response:	I'm sorry, Hare!
context: Come on, I say so all the time!\What?\Let me be close to you, Hare.\You don't mind, right?\After all... you love me, don't you?\Shu!\Hare!\I'm sorry, Hare! response:	For what?!
context: What?\Let me be close to you, Hare.\You don't mind, right?\After all... you love me, don't you?\Shu!\Hare!\I'm sorry, Hare!\For what?! response:	Try telling me exactly what you did wrong!
context: Let me be close to you, Hare.\You don't mind, right?\After all... you love me, don't you?\Shu!\Hare!\I'm sorry, Hare!\For what?!\Try telling me exactly what you did wrong! response:	Um...
context: You don't mind, right?\After all... you love me, don't you?\Shu!\Hare!\I'm sorry, Hare!\For what?!\Try telling me exactly what you did wrong!\Um... response:	See, you don't know!
context: After all... you love me, don't you?\Shu!\Hare!\I'm sorry, Hare!\For what?!\Try telling me exactly what you did wrong!\Um...\See, you don't know! response:	You're not seeing me at all, Shu.
context: Shu!\Hare!\I'm sorry, Hare!\For what?!\Try telling me exactly what you did wrong!\Um...\See, you don't know!\You're not seeing me at all, Shu. response:	Don't make me a substitute for Yuzuriha!
context: Hare!\I'm sorry, Hare!\For what?!\Try telling me exactly what you did wrong!\Um...\See, you don't know!\You're not seeing me at all, Shu.\Don't make me a substitute for Yuzuriha! response:	I didn't mean to...
context: I'm sorry, Hare!\For what?!\Try telling me exactly what you did wrong!\Um...\See, you don't know!\You're not seeing me at all, Shu.\Don't make me a substitute for Yuzuriha!\I didn't mean to... response:	Did your big new power make it so you can't even see yourself anymore?
context: For what?!\Try telling me exactly what you did wrong!\Um...\See, you don't know!\You're not seeing me at all, Shu.\Don't make me a substitute for Yuzuriha!\I didn't mean to...\Did your big new power make it so you can't even see yourself anymore? response:	I saw it.
context: Try telling me exactly what you did wrong!\Um...\See, you don't know!\You're not seeing me at all, Shu.\Don't make me a substitute for Yuzuriha!\I didn't mean to...\Did your big new power make it so you can't even see yourself anymore?\I saw it. response:	I saw you draw something like scissors out of Yahiro and destroy an Endlave.
context: Um...\See, you don't know!\You're not seeing me at all, Shu.\Don't make me a substitute for Yuzuriha!\I didn't mean to...\Did your big new power make it so you can't even see yourself anymore?\I saw it.\I saw you draw something like scissors out of Yahiro and destroy an Endlave. response:	I felt so bad for you then...
context: See, you don't know!\You're not seeing me at all, Shu.\Don't make me a substitute for Yuzuriha!\I didn't mean to...\Did your big new power make it so you can't even see yourself anymore?\I saw it.\I saw you draw something like scissors out of Yahiro and destroy an Endlave.\I felt so bad for you then... response:	And I wanted to help cheer you up somehow...
context: You're not seeing me at all, Shu.\Don't make me a substitute for Yuzuriha!\I didn't mean to...\Did your big new power make it so you can't even see yourself anymore?\I saw it.\I saw you draw something like scissors out of Yahiro and destroy an Endlave.\I felt so bad for you then...\And I wanted to help cheer you up somehow... response:	But that Shu just now wasn't okay!
context: Don't make me a substitute for Yuzuriha!\I didn't mean to...\Did your big new power make it so you can't even see yourself anymore?\I saw it.\I saw you draw something like scissors out of Yahiro and destroy an Endlave.\I felt so bad for you then...\And I wanted to help cheer you up somehow...\But that Shu just now wasn't okay! response:	That's not the Shu I love!
context: I didn't mean to...\Did your big new power make it so you can't even see yourself anymore?\I saw it.\I saw you draw something like scissors out of Yahiro and destroy an Endlave.\I felt so bad for you then...\And I wanted to help cheer you up somehow...\But that Shu just now wasn't okay!\That's not the Shu I love! response:	I'm sorry, Hare.
context: Did your big new power make it so you can't even see yourself anymore?\I saw it.\I saw you draw something like scissors out of Yahiro and destroy an Endlave.\I felt so bad for you then...\And I wanted to help cheer you up somehow...\But that Shu just now wasn't okay!\That's not the Shu I love!\I'm sorry, Hare. response:	I really am sorry.
context: I saw it.\I saw you draw something like scissors out of Yahiro and destroy an Endlave.\I felt so bad for you then...\And I wanted to help cheer you up somehow...\But that Shu just now wasn't okay!\That's not the Shu I love!\I'm sorry, Hare.\I really am sorry. response:	What was that?
context: I saw you draw something like scissors out of Yahiro and destroy an Endlave.\I felt so bad for you then...\And I wanted to help cheer you up somehow...\But that Shu just now wasn't okay!\That's not the Shu I love!\I'm sorry, Hare.\I really am sorry.\What was that? response:	This is... a song?
context: I felt so bad for you then...\And I wanted to help cheer you up somehow...\But that Shu just now wasn't okay!\That's not the Shu I love!\I'm sorry, Hare.\I really am sorry.\What was that?\This is... a song? response:	Crap, the controls don't work!
context: And I wanted to help cheer you up somehow...\But that Shu just now wasn't okay!\That's not the Shu I love!\I'm sorry, Hare.\I really am sorry.\What was that?\This is... a song?\Crap, the controls don't work! response:	Tsugumi, cut the remote controls!
context: But that Shu just now wasn't okay!\That's not the Shu I love!\I'm sorry, Hare.\I really am sorry.\What was that?\This is... a song?\Crap, the controls don't work!\Tsugumi, cut the remote controls! response:	Gimme a sec.
context: That's not the Shu I love!\I'm sorry, Hare.\I really am sorry.\What was that?\This is... a song?\Crap, the controls don't work!\Tsugumi, cut the remote controls!\Gimme a sec. response:	Done!
context: I'm sorry, Hare.\I really am sorry.\What was that?\This is... a song?\Crap, the controls don't work!\Tsugumi, cut the remote controls!\Gimme a sec.\Done! response:	This is genetic resonance!
context: I really am sorry.\What was that?\This is... a song?\Crap, the controls don't work!\Tsugumi, cut the remote controls!\Gimme a sec.\Done!\This is genetic resonance! response:	Don't tell me he's activated the stone?!
context: What was that?\This is... a song?\Crap, the controls don't work!\Tsugumi, cut the remote controls!\Gimme a sec.\Done!\This is genetic resonance!\Don't tell me he's activated the stone?! response:	No!
context: This is... a song?\Crap, the controls don't work!\Tsugumi, cut the remote controls!\Gimme a sec.\Done!\This is genetic resonance!\Don't tell me he's activated the stone?!\No! response:	I've come to fetch you...
context: Crap, the controls don't work!\Tsugumi, cut the remote controls!\Gimme a sec.\Done!\This is genetic resonance!\Don't tell me he's activated the stone?!\No!\I've come to fetch you... response:	Gai!
context: Tsugumi, cut the remote controls!\Gimme a sec.\Done!\This is genetic resonance!\Don't tell me he's activated the stone?!\No!\I've come to fetch you...\Gai! response:	Argo! Look out!
context: Gimme a sec.\Done!\This is genetic resonance!\Don't tell me he's activated the stone?!\No!\I've come to fetch you...\Gai!\Argo! Look out! response:	Aya, run!
context: Done!\This is genetic resonance!\Don't tell me he's activated the stone?!\No!\I've come to fetch you...\Gai!\Argo! Look out!\Aya, run! response:	What can you possibly be thinking of?!
context: This is genetic resonance!\Don't tell me he's activated the stone?!\No!\I've come to fetch you...\Gai!\Argo! Look out!\Aya, run!\What can you possibly be thinking of?! response:	Humanity's future.
context: Don't tell me he's activated the stone?!\No!\I've come to fetch you...\Gai!\Argo! Look out!\Aya, run!\What can you possibly be thinking of?!\Humanity's future. response:	Now, let's begin.
context: No!\I've come to fetch you...\Gai!\Argo! Look out!\Aya, run!\What can you possibly be thinking of?!\Humanity's future.\Now, let's begin. response:	Let's finish what we started on that day... on that Christmas we lost!
context: I've come to fetch you...\Gai!\Argo! Look out!\Aya, run!\What can you possibly be thinking of?!\Humanity's future.\Now, let's begin.\Let's finish what we started on that day... on that Christmas we lost! response:	What's this bad feeling?
context: Gai!\Argo! Look out!\Aya, run!\What can you possibly be thinking of?!\Humanity's future.\Now, let's begin.\Let's finish what we started on that day... on that Christmas we lost!\What's this bad feeling? response:	It's just like...
context: Argo! Look out!\Aya, run!\What can you possibly be thinking of?!\Humanity's future.\Now, let's begin.\Let's finish what we started on that day... on that Christmas we lost!\What's this bad feeling?\It's just like... response:	No... Stop!
context: Aya, run!\What can you possibly be thinking of?!\Humanity's future.\Now, let's begin.\Let's finish what we started on that day... on that Christmas we lost!\What's this bad feeling?\It's just like...\No... Stop! response:	This isn't the right song!
context: What can you possibly be thinking of?!\Humanity's future.\Now, let's begin.\Let's finish what we started on that day... on that Christmas we lost!\What's this bad feeling?\It's just like...\No... Stop!\This isn't the right song! response:	She'll... wake up...!
context: Humanity's future.\Now, let's begin.\Let's finish what we started on that day... on that Christmas we lost!\What's this bad feeling?\It's just like...\No... Stop!\This isn't the right song!\She'll... wake up...! response:	Really, Shuichiro, you're old enough to know better.
context: Now, let's begin.\Let's finish what we started on that day... on that Christmas we lost!\What's this bad feeling?\It's just like...\No... Stop!\This isn't the right song!\She'll... wake up...!\Really, Shuichiro, you're old enough to know better. response:	You're as entertaining as always.
context: Let's finish what we started on that day... on that Christmas we lost!\What's this bad feeling?\It's just like...\No... Stop!\This isn't the right song!\She'll... wake up...!\Really, Shuichiro, you're old enough to know better.\You're as entertaining as always. response:	No!
context: What's this bad feeling?\It's just like...\No... Stop!\This isn't the right song!\She'll... wake up...!\Really, Shuichiro, you're old enough to know better.\You're as entertaining as always.\No! response:	I'm yours
context: It's just like...\No... Stop!\This isn't the right song!\She'll... wake up...!\Really, Shuichiro, you're old enough to know better.\You're as entertaining as always.\No!\I'm yours response:	I'm yours
context: No... Stop!\This isn't the right song!\She'll... wake up...!\Really, Shuichiro, you're old enough to know better.\You're as entertaining as always.\No!\I'm yours\I'm yours response:	I'm yours
context: This isn't the right song!\She'll... wake up...!\Really, Shuichiro, you're old enough to know better.\You're as entertaining as always.\No!\I'm yours\I'm yours\I'm yours response:	and tries to hurt you with cruel words,
context: She'll... wake up...!\Really, Shuichiro, you're old enough to know better.\You're as entertaining as always.\No!\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words, response:	even if the world does not try to believe you
context: Really, Shuichiro, you're old enough to know better.\You're as entertaining as always.\No!\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you response:	and places a crown of thorns upon your head,
