context: Go out with you? response:	I don't really know.
context: Okay, here it comes!\Combo! Combo!\Huh? No way!\What are you doing during free time?\I haven't decided yet\If you want, tomorrow...\Hey...\Let me see! response:	No!
context: Combo! Combo!\Huh? No way!\What are you doing during free time?\I haven't decided yet\If you want, tomorrow...\Hey...\Let me see!\No! response:	Come on!
context: Huh? No way!\What are you doing during free time?\I haven't decided yet\If you want, tomorrow...\Hey...\Let me see!\No!\Come on! response:	Tickle, tickle...
context: What are you doing during free time?\I haven't decided yet\If you want, tomorrow...\Hey...\Let me see!\No!\Come on!\Tickle, tickle... response:	Stop it!
context: I haven't decided yet\If you want, tomorrow...\Hey...\Let me see!\No!\Come on!\Tickle, tickle...\Stop it! response:	Hey!
context: If you want, tomorrow...\Hey...\Let me see!\No!\Come on!\Tickle, tickle...\Stop it!\Hey! response:	Lengthwise four-quarter hold.
context: Hey...\Let me see!\No!\Come on!\Tickle, tickle...\Stop it!\Hey!\Lengthwise four-quarter hold. response:	Okay.
context: Let me see!\No!\Come on!\Tickle, tickle...\Stop it!\Hey!\Lengthwise four-quarter hold.\Okay. response:	Ogasawara Buster!
context: No!\Come on!\Tickle, tickle...\Stop it!\Hey!\Lengthwise four-quarter hold.\Okay.\Ogasawara Buster! response:	Stop it!
context: Come on!\Tickle, tickle...\Stop it!\Hey!\Lengthwise four-quarter hold.\Okay.\Ogasawara Buster!\Stop it! response:	Hey! Hey! Hey!
context: Tickle, tickle...\Stop it!\Hey!\Lengthwise four-quarter hold.\Okay.\Ogasawara Buster!\Stop it!\Hey! Hey! Hey! response:	Stop!
context: Stop it!\Hey!\Lengthwise four-quarter hold.\Okay.\Ogasawara Buster!\Stop it!\Hey! Hey! Hey!\Stop! response:	Passcode?
context: Hey!\Lengthwise four-quarter hold.\Okay.\Ogasawara Buster!\Stop it!\Hey! Hey! Hey!\Stop!\Passcode? response:	Come on, stop it!
context: Lengthwise four-quarter hold.\Okay.\Ogasawara Buster!\Stop it!\Hey! Hey! Hey!\Stop!\Passcode?\Come on, stop it! response:	I bet it's his birthdate.
context: Okay.\Ogasawara Buster!\Stop it!\Hey! Hey! Hey!\Stop!\Passcode?\Come on, stop it!\I bet it's his birthdate. response:	Right.
context: Ogasawara Buster!\Stop it!\Hey! Hey! Hey!\Stop!\Passcode?\Come on, stop it!\I bet it's his birthdate.\Right. response:	Come on!
context: Stop it!\Hey! Hey! Hey!\Stop!\Passcode?\Come on, stop it!\I bet it's his birthdate.\Right.\Come on! response:	A girl?
context: Hey! Hey! Hey!\Stop!\Passcode?\Come on, stop it!\I bet it's his birthdate.\Right.\Come on!\A girl? response:	Stop it!
context: Stop!\Passcode?\Come on, stop it!\I bet it's his birthdate.\Right.\Come on!\A girl?\Stop it! response:	Hey, I'm in.
context: Passcode?\Come on, stop it!\I bet it's his birthdate.\Right.\Come on!\A girl?\Stop it!\Hey, I'm in. response:	If you want, tomorrow at 12:00 in front of Doimaru Department Store
context: Come on, stop it!\I bet it's his birthdate.\Right.\Come on!\A girl?\Stop it!\Hey, I'm in.\If you want, tomorrow at 12:00 in front of Doimaru Department Store response:	Hey, what are you up to?
context: I bet it's his birthdate.\Right.\Come on!\A girl?\Stop it!\Hey, I'm in.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Hey, what are you up to? response:	If you want, tomorrow at 12:00 in front of Doimaru Department Store
context: Right.\Come on!\A girl?\Stop it!\Hey, I'm in.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Hey, what are you up to?\If you want, tomorrow at 12:00 in front of Doimaru Department Store response:	U-Um...
context: Come on!\A girl?\Stop it!\Hey, I'm in.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Hey, what are you up to?\If you want, tomorrow at 12:00 in front of Doimaru Department Store\U-Um... response:	I'll be taking that.
context: A girl?\Stop it!\Hey, I'm in.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Hey, what are you up to?\If you want, tomorrow at 12:00 in front of Doimaru Department Store\U-Um...\I'll be taking that. response:	You have free time today until this evening.
context: Stop it!\Hey, I'm in.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Hey, what are you up to?\If you want, tomorrow at 12:00 in front of Doimaru Department Store\U-Um...\I'll be taking that.\You have free time today until this evening. response:	Once again, stay safe and be careful.
context: Hey, I'm in.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Hey, what are you up to?\If you want, tomorrow at 12:00 in front of Doimaru Department Store\U-Um...\I'll be taking that.\You have free time today until this evening.\Once again, stay safe and be careful. response:	Enjoy your school trip.
context: If you want, tomorrow at 12:00 in front of Doimaru Department Store\Hey, what are you up to?\If you want, tomorrow at 12:00 in front of Doimaru Department Store\U-Um...\I'll be taking that.\You have free time today until this evening.\Once again, stay safe and be careful.\Enjoy your school trip. response:	If you want, tomorrow at 12:00 in front of Doimaru Department Store
context: Hey, what are you up to?\If you want, tomorrow at 12:00 in front of Doimaru Department Store\U-Um...\I'll be taking that.\You have free time today until this evening.\Once again, stay safe and be careful.\Enjoy your school trip.\If you want, tomorrow at 12:00 in front of Doimaru Department Store response:	Don't get too carried away.
context: If you want, tomorrow at 12:00 in front of Doimaru Department Store\U-Um...\I'll be taking that.\You have free time today until this evening.\Once again, stay safe and be careful.\Enjoy your school trip.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Don't get too carried away. response:	Be mindful and considerate of the people around you.
context: U-Um...\I'll be taking that.\You have free time today until this evening.\Once again, stay safe and be careful.\Enjoy your school trip.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Don't get too carried away.\Be mindful and considerate of the people around you. response:	Hey, where's Setsuko?
context: I'll be taking that.\You have free time today until this evening.\Once again, stay safe and be careful.\Enjoy your school trip.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Don't get too carried away.\Be mindful and considerate of the people around you.\Hey, where's Setsuko? response:	Off with Nagahara.
context: You have free time today until this evening.\Once again, stay safe and be careful.\Enjoy your school trip.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Don't get too carried away.\Be mindful and considerate of the people around you.\Hey, where's Setsuko?\Off with Nagahara. response:	Where should we go first?
context: Once again, stay safe and be careful.\Enjoy your school trip.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Don't get too carried away.\Be mindful and considerate of the people around you.\Hey, where's Setsuko?\Off with Nagahara.\Where should we go first? response:	What about Kaneko?
context: Enjoy your school trip.\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Don't get too carried away.\Be mindful and considerate of the people around you.\Hey, where's Setsuko?\Off with Nagahara.\Where should we go first?\What about Kaneko? response:	Who cares?
context: If you want, tomorrow at 12:00 in front of Doimaru Department Store\Don't get too carried away.\Be mindful and considerate of the people around you.\Hey, where's Setsuko?\Off with Nagahara.\Where should we go first?\What about Kaneko?\Who cares? response:	You're coming with us, right, Akanecchi?
context: Don't get too carried away.\Be mindful and considerate of the people around you.\Hey, where's Setsuko?\Off with Nagahara.\Where should we go first?\What about Kaneko?\Who cares?\You're coming with us, right, Akanecchi? response:	Um...
context: Be mindful and considerate of the people around you.\Hey, where's Setsuko?\Off with Nagahara.\Where should we go first?\What about Kaneko?\Who cares?\You're coming with us, right, Akanecchi?\Um... response:	If you want, tomorrow at 12:00 in front of Doimaru Department Store
context: Hey, where's Setsuko?\Off with Nagahara.\Where should we go first?\What about Kaneko?\Who cares?\You're coming with us, right, Akanecchi?\Um...\If you want, tomorrow at 12:00 in front of Doimaru Department Store response:	Huh? Say what?
context: Off with Nagahara.\Where should we go first?\What about Kaneko?\Who cares?\You're coming with us, right, Akanecchi?\Um...\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Huh? Say what? response:	Suspicious.
context: Where should we go first?\What about Kaneko?\Who cares?\You're coming with us, right, Akanecchi?\Um...\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Huh? Say what?\Suspicious. response:	Uh... Yeah.
context: What about Kaneko?\Who cares?\You're coming with us, right, Akanecchi?\Um...\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Huh? Say what?\Suspicious.\Uh... Yeah. response:	No secrets, remember?
context: Who cares?\You're coming with us, right, Akanecchi?\Um...\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Huh? Say what?\Suspicious.\Uh... Yeah.\No secrets, remember? response:	I, uh... My parents are asking about souvenirs.
context: You're coming with us, right, Akanecchi?\Um...\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Huh? Say what?\Suspicious.\Uh... Yeah.\No secrets, remember?\I, uh... My parents are asking about souvenirs. response:	Oh, that's all?
context: Um...\If you want, tomorrow at 12:00 in front of Doimaru Department Store\Huh? Say what?\Suspicious.\Uh... Yeah.\No secrets, remember?\I, uh... My parents are asking about souvenirs.\Oh, that's all? response:	Want to come with us, then?
context: If you want, tomorrow at 12:00 in front of Doimaru Department Store\Huh? Say what?\Suspicious.\Uh... Yeah.\No secrets, remember?\I, uh... My parents are asking about souvenirs.\Oh, that's all?\Want to come with us, then? response:	Oh, yeah.
context: Huh? Say what?\Suspicious.\Uh... Yeah.\No secrets, remember?\I, uh... My parents are asking about souvenirs.\Oh, that's all?\Want to come with us, then?\Oh, yeah. response:	Where should we go?
context: Suspicious.\Uh... Yeah.\No secrets, remember?\I, uh... My parents are asking about souvenirs.\Oh, that's all?\Want to come with us, then?\Oh, yeah.\Where should we go? response:	I heard the bus might be faster.
context: Uh... Yeah.\No secrets, remember?\I, uh... My parents are asking about souvenirs.\Oh, that's all?\Want to come with us, then?\Oh, yeah.\Where should we go?\I heard the bus might be faster. response:	Yo, Kota.
context: No secrets, remember?\I, uh... My parents are asking about souvenirs.\Oh, that's all?\Want to come with us, then?\Oh, yeah.\Where should we go?\I heard the bus might be faster.\Yo, Kota. response:	Let's go!
context: I, uh... My parents are asking about souvenirs.\Oh, that's all?\Want to come with us, then?\Oh, yeah.\Where should we go?\I heard the bus might be faster.\Yo, Kota.\Let's go! response:	Want to?
context: Oh, that's all?\Want to come with us, then?\Oh, yeah.\Where should we go?\I heard the bus might be faster.\Yo, Kota.\Let's go!\Want to? response:	Let's do that.
context: Want to come with us, then?\Oh, yeah.\Where should we go?\I heard the bus might be faster.\Yo, Kota.\Let's go!\Want to?\Let's do that. response:	Okay.
context: Oh, yeah.\Where should we go?\I heard the bus might be faster.\Yo, Kota.\Let's go!\Want to?\Let's do that.\Okay. response:	Let's go to that place we were talking about yesterday.
context: Where should we go?\I heard the bus might be faster.\Yo, Kota.\Let's go!\Want to?\Let's do that.\Okay.\Let's go to that place we were talking about yesterday. response:	Okay.
context: I heard the bus might be faster.\Yo, Kota.\Let's go!\Want to?\Let's do that.\Okay.\Let's go to that place we were talking about yesterday.\Okay. response:	Blotting Paper
context: Yo, Kota.\Let's go!\Want to?\Let's do that.\Okay.\Let's go to that place we were talking about yesterday.\Okay.\Blotting Paper response:	10 booklets per pack
context: Let's go!\Want to?\Let's do that.\Okay.\Let's go to that place we were talking about yesterday.\Okay.\Blotting Paper\10 booklets per pack response:	Aren't these famous?
context: Want to?\Let's do that.\Okay.\Let's go to that place we were talking about yesterday.\Okay.\Blotting Paper\10 booklets per pack\Aren't these famous? response:	I heard they pick up a ton of oil.
context: Let's do that.\Okay.\Let's go to that place we were talking about yesterday.\Okay.\Blotting Paper\10 booklets per pack\Aren't these famous?\I heard they pick up a ton of oil. response:	Yasaka Shrine
context: Okay.\Let's go to that place we were talking about yesterday.\Okay.\Blotting Paper\10 booklets per pack\Aren't these famous?\I heard they pick up a ton of oil.\Yasaka Shrine response:	Hey...
context: Let's go to that place we were talking about yesterday.\Okay.\Blotting Paper\10 booklets per pack\Aren't these famous?\I heard they pick up a ton of oil.\Yasaka Shrine\Hey... response:	I have something to do.
context: Okay.\Blotting Paper\10 booklets per pack\Aren't these famous?\I heard they pick up a ton of oil.\Yasaka Shrine\Hey...\I have something to do. response:	Huh? What?
context: Blotting Paper\10 booklets per pack\Aren't these famous?\I heard they pick up a ton of oil.\Yasaka Shrine\Hey...\I have something to do.\Huh? What? response:	Shopping.
context: 10 booklets per pack\Aren't these famous?\I heard they pick up a ton of oil.\Yasaka Shrine\Hey...\I have something to do.\Huh? What?\Shopping. response:	We'll come with you.
context: Aren't these famous?\I heard they pick up a ton of oil.\Yasaka Shrine\Hey...\I have something to do.\Huh? What?\Shopping.\We'll come with you. response:	Where?
context: I heard they pick up a ton of oil.\Yasaka Shrine\Hey...\I have something to do.\Huh? What?\Shopping.\We'll come with you.\Where? response:	Tell us.
context: Yasaka Shrine\Hey...\I have something to do.\Huh? What?\Shopping.\We'll come with you.\Where?\Tell us. response:	We're friends, aren't we?
context: Hey...\I have something to do.\Huh? What?\Shopping.\We'll come with you.\Where?\Tell us.\We're friends, aren't we? response:	I'm gonna get a drink.
context: I have something to do.\Huh? What?\Shopping.\We'll come with you.\Where?\Tell us.\We're friends, aren't we?\I'm gonna get a drink. response:	A date?
context: Huh? What?\Shopping.\We'll come with you.\Where?\Tell us.\We're friends, aren't we?\I'm gonna get a drink.\A date? response:	Why's she hiding it from us?
context: Shopping.\We'll come with you.\Where?\Tell us.\We're friends, aren't we?\I'm gonna get a drink.\A date?\Why's she hiding it from us? response:	Yeah, we're her friends.
context: We'll come with you.\Where?\Tell us.\We're friends, aren't we?\I'm gonna get a drink.\A date?\Why's she hiding it from us?\Yeah, we're her friends. response:	What's wrong?
context: Where?\Tell us.\We're friends, aren't we?\I'm gonna get a drink.\A date?\Why's she hiding it from us?\Yeah, we're her friends.\What's wrong? response:	Nothing.
context: Tell us.\We're friends, aren't we?\I'm gonna get a drink.\A date?\Why's she hiding it from us?\Yeah, we're her friends.\What's wrong?\Nothing. response:	What?
context: We're friends, aren't we?\I'm gonna get a drink.\A date?\Why's she hiding it from us?\Yeah, we're her friends.\What's wrong?\Nothing.\What? response:	Have to go?
context: I'm gonna get a drink.\A date?\Why's she hiding it from us?\Yeah, we're her friends.\What's wrong?\Nothing.\What?\Have to go? response:	No?
context: A date?\Why's she hiding it from us?\Yeah, we're her friends.\What's wrong?\Nothing.\What?\Have to go?\No? response:	That's enough.
context: Why's she hiding it from us?\Yeah, we're her friends.\What's wrong?\Nothing.\What?\Have to go?\No?\That's enough. response:	We're torturing her.
context: Yeah, we're her friends.\What's wrong?\Nothing.\What?\Have to go?\No?\That's enough.\We're torturing her. response:	Let's split up.
context: What's wrong?\Nothing.\What?\Have to go?\No?\That's enough.\We're torturing her.\Let's split up. response:	Let's go, Miu.
context: Nothing.\What?\Have to go?\No?\That's enough.\We're torturing her.\Let's split up.\Let's go, Miu. response:	Huh?
context: What?\Have to go?\No?\That's enough.\We're torturing her.\Let's split up.\Let's go, Miu.\Huh? response:	Come on.
context: Have to go?\No?\That's enough.\We're torturing her.\Let's split up.\Let's go, Miu.\Huh?\Come on. response:	Hey, wait...
context: No?\That's enough.\We're torturing her.\Let's split up.\Let's go, Miu.\Huh?\Come on.\Hey, wait... response:	See you later!
context: That's enough.\We're torturing her.\Let's split up.\Let's go, Miu.\Huh?\Come on.\Hey, wait...\See you later! response:	I'm at Doimaru Department Store
context: We're torturing her.\Let's split up.\Let's go, Miu.\Huh?\Come on.\Hey, wait...\See you later!\I'm at Doimaru Department Store response:	Where are you?
context: Let's split up.\Let's go, Miu.\Huh?\Come on.\Hey, wait...\See you later!\I'm at Doimaru Department Store\Where are you? response:	Didn't you say you were going to practice here, Chinatsu?
context: Let's go, Miu.\Huh?\Come on.\Hey, wait...\See you later!\I'm at Doimaru Department Store\Where are you?\Didn't you say you were going to practice here, Chinatsu? response:	Oh, yeah, that's right.
context: Huh?\Come on.\Hey, wait...\See you later!\I'm at Doimaru Department Store\Where are you?\Didn't you say you were going to practice here, Chinatsu?\Oh, yeah, that's right. response:	No, I know I said I would, but...
context: Come on.\Hey, wait...\See you later!\I'm at Doimaru Department Store\Where are you?\Didn't you say you were going to practice here, Chinatsu?\Oh, yeah, that's right.\No, I know I said I would, but... response:	Where are you?
context: Hey, wait...\See you later!\I'm at Doimaru Department Store\Where are you?\Didn't you say you were going to practice here, Chinatsu?\Oh, yeah, that's right.\No, I know I said I would, but...\Where are you? response:	He's not answering me.
context: See you later!\I'm at Doimaru Department Store\Where are you?\Didn't you say you were going to practice here, Chinatsu?\Oh, yeah, that's right.\No, I know I said I would, but...\Where are you?\He's not answering me. response:	It's pouring.
context: I'm at Doimaru Department Store\Where are you?\Didn't you say you were going to practice here, Chinatsu?\Oh, yeah, that's right.\No, I know I said I would, but...\Where are you?\He's not answering me.\It's pouring. response:	It's so cold.
context: Where are you?\Didn't you say you were going to practice here, Chinatsu?\Oh, yeah, that's right.\No, I know I said I would, but...\Where are you?\He's not answering me.\It's pouring.\It's so cold. response:	We're all wet.
context: Didn't you say you were going to practice here, Chinatsu?\Oh, yeah, that's right.\No, I know I said I would, but...\Where are you?\He's not answering me.\It's pouring.\It's so cold.\We're all wet. response:	Here, I'll wipe you off.
context: Oh, yeah, that's right.\No, I know I said I would, but...\Where are you?\He's not answering me.\It's pouring.\It's so cold.\We're all wet.\Here, I'll wipe you off. response:	Hey, that tickles.
context: No, I know I said I would, but...\Where are you?\He's not answering me.\It's pouring.\It's so cold.\We're all wet.\Here, I'll wipe you off.\Hey, that tickles. response:	We aren't dating.
context: Where are you?\He's not answering me.\It's pouring.\It's so cold.\We're all wet.\Here, I'll wipe you off.\Hey, that tickles.\We aren't dating. response:	I never even gave him an answer.
context: He's not answering me.\It's pouring.\It's so cold.\We're all wet.\Here, I'll wipe you off.\Hey, that tickles.\We aren't dating.\I never even gave him an answer. response:	He might not come.
context: It's pouring.\It's so cold.\We're all wet.\Here, I'll wipe you off.\Hey, that tickles.\We aren't dating.\I never even gave him an answer.\He might not come. response:	H-Hey...
context: It's so cold.\We're all wet.\Here, I'll wipe you off.\Hey, that tickles.\We aren't dating.\I never even gave him an answer.\He might not come.\H-Hey... response:	Curly-kun?
context: We're all wet.\Here, I'll wipe you off.\Hey, that tickles.\We aren't dating.\I never even gave him an answer.\He might not come.\H-Hey...\Curly-kun? response:	What?
context: Here, I'll wipe you off.\Hey, that tickles.\We aren't dating.\I never even gave him an answer.\He might not come.\H-Hey...\Curly-kun?\What? response:	You scared me for a second.
context: Hey, that tickles.\We aren't dating.\I never even gave him an answer.\He might not come.\H-Hey...\Curly-kun?\What?\You scared me for a second. response:	I thought you were going to hit on us.
context: We aren't dating.\I never even gave him an answer.\He might not come.\H-Hey...\Curly-kun?\What?\You scared me for a second.\I thought you were going to hit on us. response:	You're soaked.
context: I never even gave him an answer.\He might not come.\H-Hey...\Curly-kun?\What?\You scared me for a second.\I thought you were going to hit on us.\You're soaked. response:	What happened?
context: He might not come.\H-Hey...\Curly-kun?\What?\You scared me for a second.\I thought you were going to hit on us.\You're soaked.\What happened? response:	Wait...
context: H-Hey...\Curly-kun?\What?\You scared me for a second.\I thought you were going to hit on us.\You're soaked.\What happened?\Wait... response:	Can I go?
context: Curly-kun?\What?\You scared me for a second.\I thought you were going to hit on us.\You're soaked.\What happened?\Wait...\Can I go? response:	Sorry, I'll be in touch later.
context: What?\You scared me for a second.\I thought you were going to hit on us.\You're soaked.\What happened?\Wait...\Can I go?\Sorry, I'll be in touch later. response:	So what's up?
context: You scared me for a second.\I thought you were going to hit on us.\You're soaked.\What happened?\Wait...\Can I go?\Sorry, I'll be in touch later.\So what's up? response:	I, uh...
context: I thought you were going to hit on us.\You're soaked.\What happened?\Wait...\Can I go?\Sorry, I'll be in touch later.\So what's up?\I, uh... response:	Can you lend me your phone?
context: You're soaked.\What happened?\Wait...\Can I go?\Sorry, I'll be in touch later.\So what's up?\I, uh...\Can you lend me your phone? response:	Sure.
context: What happened?\Wait...\Can I go?\Sorry, I'll be in touch later.\So what's up?\I, uh...\Can you lend me your phone?\Sure. response:	Here.
context: Wait...\Can I go?\Sorry, I'll be in touch later.\So what's up?\I, uh...\Can you lend me your phone?\Sure.\Here. response:	Shoot, I don't know her number.
context: Can I go?\Sorry, I'll be in touch later.\So what's up?\I, uh...\Can you lend me your phone?\Sure.\Here.\Shoot, I don't know her number. response:	I can't ask her to tell me Mizuno-san's phone number.
context: Sorry, I'll be in touch later.\So what's up?\I, uh...\Can you lend me your phone?\Sure.\Here.\Shoot, I don't know her number.\I can't ask her to tell me Mizuno-san's phone number. response:	I couldn't possibly...
context: So what's up?\I, uh...\Can you lend me your phone?\Sure.\Here.\Shoot, I don't know her number.\I can't ask her to tell me Mizuno-san's phone number.\I couldn't possibly... response:	Actually, never mind.
context: I, uh...\Can you lend me your phone?\Sure.\Here.\Shoot, I don't know her number.\I can't ask her to tell me Mizuno-san's phone number.\I couldn't possibly...\Actually, never mind. response:	Let me guess...
context: Can you lend me your phone?\Sure.\Here.\Shoot, I don't know her number.\I can't ask her to tell me Mizuno-san's phone number.\I couldn't possibly...\Actually, never mind.\Let me guess... response:	Akane?
context: Sure.\Here.\Shoot, I don't know her number.\I can't ask her to tell me Mizuno-san's phone number.\I couldn't possibly...\Actually, never mind.\Let me guess...\Akane? response:	Wh-Wh-Why?
context: Here.\Shoot, I don't know her number.\I can't ask her to tell me Mizuno-san's phone number.\I couldn't possibly...\Actually, never mind.\Let me guess...\Akane?\Wh-Wh-Why? response:	I mean, come on, Curly-kun...
context: Shoot, I don't know her number.\I can't ask her to tell me Mizuno-san's phone number.\I couldn't possibly...\Actually, never mind.\Let me guess...\Akane?\Wh-Wh-Why?\I mean, come on, Curly-kun... response:	Oh, forget it.
context: I can't ask her to tell me Mizuno-san's phone number.\I couldn't possibly...\Actually, never mind.\Let me guess...\Akane?\Wh-Wh-Why?\I mean, come on, Curly-kun...\Oh, forget it. response:	So are we calling Akane?
context: I couldn't possibly...\Actually, never mind.\Let me guess...\Akane?\Wh-Wh-Why?\I mean, come on, Curly-kun...\Oh, forget it.\So are we calling Akane? response:	Yes, please.
context: Actually, never mind.\Let me guess...\Akane?\Wh-Wh-Why?\I mean, come on, Curly-kun...\Oh, forget it.\So are we calling Akane?\Yes, please. response:	Hello, Akane?
context: Let me guess...\Akane?\Wh-Wh-Why?\I mean, come on, Curly-kun...\Oh, forget it.\So are we calling Akane?\Yes, please.\Hello, Akane? response:	Here.
context: Akane?\Wh-Wh-Why?\I mean, come on, Curly-kun...\Oh, forget it.\So are we calling Akane?\Yes, please.\Hello, Akane?\Here. response:	H-Hey...
context: Wh-Wh-Why?\I mean, come on, Curly-kun...\Oh, forget it.\So are we calling Akane?\Yes, please.\Hello, Akane?\Here.\H-Hey... response:	Who's this?
context: I mean, come on, Curly-kun...\Oh, forget it.\So are we calling Akane?\Yes, please.\Hello, Akane?\Here.\H-Hey...\Who's this? response:	Azumi.
context: Oh, forget it.\So are we calling Akane?\Yes, please.\Hello, Akane?\Here.\H-Hey...\Who's this?\Azumi. response:	Why?
context: So are we calling Akane?\Yes, please.\Hello, Akane?\Here.\H-Hey...\Who's this?\Azumi.\Why? response:	Some stuff happened...
context: Yes, please.\Hello, Akane?\Here.\H-Hey...\Who's this?\Azumi.\Why?\Some stuff happened... response:	I don't get it.
context: Hello, Akane?\Here.\H-Hey...\Who's this?\Azumi.\Why?\Some stuff happened...\I don't get it. response:	I was waiting for you.
context: Here.\H-Hey...\Who's this?\Azumi.\Why?\Some stuff happened...\I don't get it.\I was waiting for you. response:	Where are you?
context: H-Hey...\Who's this?\Azumi.\Why?\Some stuff happened...\I don't get it.\I was waiting for you.\Where are you? response:	You're so late.
context: Who's this?\Azumi.\Why?\Some stuff happened...\I don't get it.\I was waiting for you.\Where are you?\You're so late. response:	Sorry.
context: Azumi.\Why?\Some stuff happened...\I don't get it.\I was waiting for you.\Where are you?\You're so late.\Sorry. response:	You told me to meet you here,
context: Why?\Some stuff happened...\I don't get it.\I was waiting for you.\Where are you?\You're so late.\Sorry.\You told me to meet you here, response:	so I came, but you weren't here.
context: Some stuff happened...\I don't get it.\I was waiting for you.\Where are you?\You're so late.\Sorry.\You told me to meet you here,\so I came, but you weren't here. response:	It's raining, and you aren't answering your phone.
context: I don't get it.\I was waiting for you.\Where are you?\You're so late.\Sorry.\You told me to meet you here,\so I came, but you weren't here.\It's raining, and you aren't answering your phone. response:	S-Sorry.
context: I was waiting for you.\Where are you?\You're so late.\Sorry.\You told me to meet you here,\so I came, but you weren't here.\It's raining, and you aren't answering your phone.\S-Sorry. response:	The teacher took my phone.
context: Where are you?\You're so late.\Sorry.\You told me to meet you here,\so I came, but you weren't here.\It's raining, and you aren't answering your phone.\S-Sorry.\The teacher took my phone. response:	Why Chinatsu's phone?
context: You're so late.\Sorry.\You told me to meet you here,\so I came, but you weren't here.\It's raining, and you aren't answering your phone.\S-Sorry.\The teacher took my phone.\Why Chinatsu's phone? response:	You guys are close, huh?
context: Sorry.\You told me to meet you here,\so I came, but you weren't here.\It's raining, and you aren't answering your phone.\S-Sorry.\The teacher took my phone.\Why Chinatsu's phone?\You guys are close, huh? response:	She just happened to...
context: You told me to meet you here,\so I came, but you weren't here.\It's raining, and you aren't answering your phone.\S-Sorry.\The teacher took my phone.\Why Chinatsu's phone?\You guys are close, huh?\She just happened to... response:	What?
context: so I came, but you weren't here.\It's raining, and you aren't answering your phone.\S-Sorry.\The teacher took my phone.\Why Chinatsu's phone?\You guys are close, huh?\She just happened to...\What? response:	Nothing.
context: It's raining, and you aren't answering your phone.\S-Sorry.\The teacher took my phone.\Why Chinatsu's phone?\You guys are close, huh?\She just happened to...\What?\Nothing. response:	I don't know.
context: S-Sorry.\The teacher took my phone.\Why Chinatsu's phone?\You guys are close, huh?\She just happened to...\What?\Nothing.\I don't know. response:	I don't know, but we can't even talk at all...
context: The teacher took my phone.\Why Chinatsu's phone?\You guys are close, huh?\She just happened to...\What?\Nothing.\I don't know.\I don't know, but we can't even talk at all... response:	Yeah.
context: Why Chinatsu's phone?\You guys are close, huh?\She just happened to...\What?\Nothing.\I don't know.\I don't know, but we can't even talk at all...\Yeah. response:	I want...
context: You guys are close, huh?\She just happened to...\What?\Nothing.\I don't know.\I don't know, but we can't even talk at all...\Yeah.\I want... response:	to talk with you more, Azumi-kun.
context: She just happened to...\What?\Nothing.\I don't know.\I don't know, but we can't even talk at all...\Yeah.\I want...\to talk with you more, Azumi-kun. response:	Is that...
context: What?\Nothing.\I don't know.\I don't know, but we can't even talk at all...\Yeah.\I want...\to talk with you more, Azumi-kun.\Is that... response:	your answer?
context: Nothing.\I don't know.\I don't know, but we can't even talk at all...\Yeah.\I want...\to talk with you more, Azumi-kun.\Is that...\your answer? response:	Yeah.
context: I don't know.\I don't know, but we can't even talk at all...\Yeah.\I want...\to talk with you more, Azumi-kun.\Is that...\your answer?\Yeah. response:	Passing Shower
context: I don't know, but we can't even talk at all...\Yeah.\I want...\to talk with you more, Azumi-kun.\Is that...\your answer?\Yeah.\Passing Shower response:	Ryouko-sensei and Roman 3 In Kyoto
context: Yeah.\I want...\to talk with you more, Azumi-kun.\Is that...\your answer?\Yeah.\Passing Shower\Ryouko-sensei and Roman 3 In Kyoto response:	She's so cute!
context: I want...\to talk with you more, Azumi-kun.\Is that...\your answer?\Yeah.\Passing Shower\Ryouko-sensei and Roman 3 In Kyoto\She's so cute! response:	Huh...
context: to talk with you more, Azumi-kun.\Is that...\your answer?\Yeah.\Passing Shower\Ryouko-sensei and Roman 3 In Kyoto\She's so cute!\Huh... response:	Aren't you interested in maikos, Sensei?
context: Is that...\your answer?\Yeah.\Passing Shower\Ryouko-sensei and Roman 3 In Kyoto\She's so cute!\Huh...\Aren't you interested in maikos, Sensei? response:	Not especially, I guess.
context: your answer?\Yeah.\Passing Shower\Ryouko-sensei and Roman 3 In Kyoto\She's so cute!\Huh...\Aren't you interested in maikos, Sensei?\Not especially, I guess. response:	I'm Roman the maiko.
