context: My place is close by. Wanna stop by? response:	B-But didn't you say you have a boyfriend?
context: Mizuhara?\Hey, uh...\I'm sorry. I don't really know what to say.\I'm not mad or anything.\Like I keep saying, I'm a rental girlfriend.\How you choose to deal with me is up to you.\Of course your ex would be more important.\So? Did you manage to get back with her? response:	I didn't.
context: Hey, uh...\I'm sorry. I don't really know what to say.\I'm not mad or anything.\Like I keep saying, I'm a rental girlfriend.\How you choose to deal with me is up to you.\Of course your ex would be more important.\So? Did you manage to get back with her?\I didn't. response:	Hell, I even went and got on her bad side.
context: I'm sorry. I don't really know what to say.\I'm not mad or anything.\Like I keep saying, I'm a rental girlfriend.\How you choose to deal with me is up to you.\Of course your ex would be more important.\So? Did you manage to get back with her?\I didn't.\Hell, I even went and got on her bad side. response:	I'm such scum, huh?
context: I'm not mad or anything.\Like I keep saying, I'm a rental girlfriend.\How you choose to deal with me is up to you.\Of course your ex would be more important.\So? Did you manage to get back with her?\I didn't.\Hell, I even went and got on her bad side.\I'm such scum, huh? response:	Getting all pathetic over something that's in the past...
context: Like I keep saying, I'm a rental girlfriend.\How you choose to deal with me is up to you.\Of course your ex would be more important.\So? Did you manage to get back with her?\I didn't.\Hell, I even went and got on her bad side.\I'm such scum, huh?\Getting all pathetic over something that's in the past... response:	I even dragged you into it and hurt you.
context: How you choose to deal with me is up to you.\Of course your ex would be more important.\So? Did you manage to get back with her?\I didn't.\Hell, I even went and got on her bad side.\I'm such scum, huh?\Getting all pathetic over something that's in the past...\I even dragged you into it and hurt you. response:	I'm so sorry, Mizuhara.
context: Of course your ex would be more important.\So? Did you manage to get back with her?\I didn't.\Hell, I even went and got on her bad side.\I'm such scum, huh?\Getting all pathetic over something that's in the past...\I even dragged you into it and hurt you.\I'm so sorry, Mizuhara. response:	I really don't know what's wrong with me.
context: So? Did you manage to get back with her?\I didn't.\Hell, I even went and got on her bad side.\I'm such scum, huh?\Getting all pathetic over something that's in the past...\I even dragged you into it and hurt you.\I'm so sorry, Mizuhara.\I really don't know what's wrong with me. response:	It's not pathetic.
context: I didn't.\Hell, I even went and got on her bad side.\I'm such scum, huh?\Getting all pathetic over something that's in the past...\I even dragged you into it and hurt you.\I'm so sorry, Mizuhara.\I really don't know what's wrong with me.\It's not pathetic. response:	Not being able to let go shows how much you care.
context: Hell, I even went and got on her bad side.\I'm such scum, huh?\Getting all pathetic over something that's in the past...\I even dragged you into it and hurt you.\I'm so sorry, Mizuhara.\I really don't know what's wrong with me.\It's not pathetic.\Not being able to let go shows how much you care. response:	Much better than a relationship you can easily forget.
context: I'm such scum, huh?\Getting all pathetic over something that's in the past...\I even dragged you into it and hurt you.\I'm so sorry, Mizuhara.\I really don't know what's wrong with me.\It's not pathetic.\Not being able to let go shows how much you care.\Much better than a relationship you can easily forget. response:	Mizuhara?
context: Getting all pathetic over something that's in the past...\I even dragged you into it and hurt you.\I'm so sorry, Mizuhara.\I really don't know what's wrong with me.\It's not pathetic.\Not being able to let go shows how much you care.\Much better than a relationship you can easily forget.\Mizuhara? response:	Do you want to try continuing with the rentals?
context: I even dragged you into it and hurt you.\I'm so sorry, Mizuhara.\I really don't know what's wrong with me.\It's not pathetic.\Not being able to let go shows how much you care.\Much better than a relationship you can easily forget.\Mizuhara?\Do you want to try continuing with the rentals? response:	Some nights, you may want to die if you don't have company,
context: I'm so sorry, Mizuhara.\I really don't know what's wrong with me.\It's not pathetic.\Not being able to let go shows how much you care.\Much better than a relationship you can easily forget.\Mizuhara?\Do you want to try continuing with the rentals?\Some nights, you may want to die if you don't have company, response:	and some goodbyes can only be healed by a See you again.
context: I really don't know what's wrong with me.\It's not pathetic.\Not being able to let go shows how much you care.\Much better than a relationship you can easily forget.\Mizuhara?\Do you want to try continuing with the rentals?\Some nights, you may want to die if you don't have company,\and some goodbyes can only be healed by a See you again. response:	If you want, I can give you both.
context: It's not pathetic.\Not being able to let go shows how much you care.\Much better than a relationship you can easily forget.\Mizuhara?\Do you want to try continuing with the rentals?\Some nights, you may want to die if you don't have company,\and some goodbyes can only be healed by a See you again.\If you want, I can give you both. response:	Mizuhara!
context: Not being able to let go shows how much you care.\Much better than a relationship you can easily forget.\Mizuhara?\Do you want to try continuing with the rentals?\Some nights, you may want to die if you don't have company,\and some goodbyes can only be healed by a See you again.\If you want, I can give you both.\Mizuhara! response:	Woohoo! It's the ocean!
context: Much better than a relationship you can easily forget.\Mizuhara?\Do you want to try continuing with the rentals?\Some nights, you may want to die if you don't have company,\and some goodbyes can only be healed by a See you again.\If you want, I can give you both.\Mizuhara!\Woohoo! It's the ocean! response:	This is just the best!
context: Mizuhara?\Do you want to try continuing with the rentals?\Some nights, you may want to die if you don't have company,\and some goodbyes can only be healed by a See you again.\If you want, I can give you both.\Mizuhara!\Woohoo! It's the ocean!\This is just the best! response:	One night, two days on the Izu Peninsula!
context: Do you want to try continuing with the rentals?\Some nights, you may want to die if you don't have company,\and some goodbyes can only be healed by a See you again.\If you want, I can give you both.\Mizuhara!\Woohoo! It's the ocean!\This is just the best!\One night, two days on the Izu Peninsula! response:	No better way to get to know one another, eh?
context: Some nights, you may want to die if you don't have company,\and some goodbyes can only be healed by a See you again.\If you want, I can give you both.\Mizuhara!\Woohoo! It's the ocean!\This is just the best!\One night, two days on the Izu Peninsula!\No better way to get to know one another, eh? response:	What's up, man?
context: and some goodbyes can only be healed by a See you again.\If you want, I can give you both.\Mizuhara!\Woohoo! It's the ocean!\This is just the best!\One night, two days on the Izu Peninsula!\No better way to get to know one another, eh?\What's up, man? response:	Well, uh, I'm just wondering if I should really even be here.
context: If you want, I can give you both.\Mizuhara!\Woohoo! It's the ocean!\This is just the best!\One night, two days on the Izu Peninsula!\No better way to get to know one another, eh?\What's up, man?\Well, uh, I'm just wondering if I should really even be here. response:	Yeah. Same group as last time and all.
context: Mizuhara!\Woohoo! It's the ocean!\This is just the best!\One night, two days on the Izu Peninsula!\No better way to get to know one another, eh?\What's up, man?\Well, uh, I'm just wondering if I should really even be here.\Yeah. Same group as last time and all. response:	Mami-chan probably doesn't want me around, though.
context: Woohoo! It's the ocean!\This is just the best!\One night, two days on the Izu Peninsula!\No better way to get to know one another, eh?\What's up, man?\Well, uh, I'm just wondering if I should really even be here.\Yeah. Same group as last time and all.\Mami-chan probably doesn't want me around, though. response:	You'd be surprised, actually.
context: This is just the best!\One night, two days on the Izu Peninsula!\No better way to get to know one another, eh?\What's up, man?\Well, uh, I'm just wondering if I should really even be here.\Yeah. Same group as last time and all.\Mami-chan probably doesn't want me around, though.\You'd be surprised, actually. response:	We probably shouldn't invite Kazuya, huh?
context: One night, two days on the Izu Peninsula!\No better way to get to know one another, eh?\What's up, man?\Well, uh, I'm just wondering if I should really even be here.\Yeah. Same group as last time and all.\Mami-chan probably doesn't want me around, though.\You'd be surprised, actually.\We probably shouldn't invite Kazuya, huh? response:	What? Why?
context: No better way to get to know one another, eh?\What's up, man?\Well, uh, I'm just wondering if I should really even be here.\Yeah. Same group as last time and all.\Mami-chan probably doesn't want me around, though.\You'd be surprised, actually.\We probably shouldn't invite Kazuya, huh?\What? Why? response:	Kazu-kun and his girlfriend should come along!
context: What's up, man?\Well, uh, I'm just wondering if I should really even be here.\Yeah. Same group as last time and all.\Mami-chan probably doesn't want me around, though.\You'd be surprised, actually.\We probably shouldn't invite Kazuya, huh?\What? Why?\Kazu-kun and his girlfriend should come along! response:	It's the beach! It'll be hype!
context: Well, uh, I'm just wondering if I should really even be here.\Yeah. Same group as last time and all.\Mami-chan probably doesn't want me around, though.\You'd be surprised, actually.\We probably shouldn't invite Kazuya, huh?\What? Why?\Kazu-kun and his girlfriend should come along!\It's the beach! It'll be hype! response:	Is she not mad at me?
context: Yeah. Same group as last time and all.\Mami-chan probably doesn't want me around, though.\You'd be surprised, actually.\We probably shouldn't invite Kazuya, huh?\What? Why?\Kazu-kun and his girlfriend should come along!\It's the beach! It'll be hype!\Is she not mad at me? response:	Don't worry about it, Kazu-kun.
context: Mami-chan probably doesn't want me around, though.\You'd be surprised, actually.\We probably shouldn't invite Kazuya, huh?\What? Why?\Kazu-kun and his girlfriend should come along!\It's the beach! It'll be hype!\Is she not mad at me?\Don't worry about it, Kazu-kun. response:	What an angel!
context: You'd be surprised, actually.\We probably shouldn't invite Kazuya, huh?\What? Why?\Kazu-kun and his girlfriend should come along!\It's the beach! It'll be hype!\Is she not mad at me?\Don't worry about it, Kazu-kun.\What an angel! response:	So, Kazu-chin,
context: We probably shouldn't invite Kazuya, huh?\What? Why?\Kazu-kun and his girlfriend should come along!\It's the beach! It'll be hype!\Is she not mad at me?\Don't worry about it, Kazu-kun.\What an angel!\So, Kazu-chin, response:	you couldn't get Chizuru-chan to come?
context: What? Why?\Kazu-kun and his girlfriend should come along!\It's the beach! It'll be hype!\Is she not mad at me?\Don't worry about it, Kazu-kun.\What an angel!\So, Kazu-chin,\you couldn't get Chizuru-chan to come? response:	Huh? U-Uh, well, this happened on such short notice, you know.
context: Kazu-kun and his girlfriend should come along!\It's the beach! It'll be hype!\Is she not mad at me?\Don't worry about it, Kazu-kun.\What an angel!\So, Kazu-chin,\you couldn't get Chizuru-chan to come?\Huh? U-Uh, well, this happened on such short notice, you know. response:	You better have made up with her, man.
context: It's the beach! It'll be hype!\Is she not mad at me?\Don't worry about it, Kazu-kun.\What an angel!\So, Kazu-chin,\you couldn't get Chizuru-chan to come?\Huh? U-Uh, well, this happened on such short notice, you know.\You better have made up with her, man. response:	O-Of course!
context: Is she not mad at me?\Don't worry about it, Kazu-kun.\What an angel!\So, Kazu-chin,\you couldn't get Chizuru-chan to come?\Huh? U-Uh, well, this happened on such short notice, you know.\You better have made up with her, man.\O-Of course! response:	Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru
context: Don't worry about it, Kazu-kun.\What an angel!\So, Kazu-chin,\you couldn't get Chizuru-chan to come?\Huh? U-Uh, well, this happened on such short notice, you know.\You better have made up with her, man.\O-Of course!\Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru response:	How business-like bitter
context: What an angel!\So, Kazu-chin,\you couldn't get Chizuru-chan to come?\Huh? U-Uh, well, this happened on such short notice, you know.\You better have made up with her, man.\O-Of course!\Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru\How business-like bitter response:	This is textual violence
context: So, Kazu-chin,\you couldn't get Chizuru-chan to come?\Huh? U-Uh, well, this happened on such short notice, you know.\You better have made up with her, man.\O-Of course!\Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru\How business-like bitter\This is textual violence response:	Extension fee, right.
context: you couldn't get Chizuru-chan to come?\Huh? U-Uh, well, this happened on such short notice, you know.\You better have made up with her, man.\O-Of course!\Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru\How business-like bitter\This is textual violence\Extension fee, right. response:	I completely forgot.
context: Huh? U-Uh, well, this happened on such short notice, you know.\You better have made up with her, man.\O-Of course!\Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru\How business-like bitter\This is textual violence\Extension fee, right.\I completely forgot. response:	Of course she'd be nice to a customer, huh?
context: You better have made up with her, man.\O-Of course!\Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru\How business-like bitter\This is textual violence\Extension fee, right.\I completely forgot.\Of course she'd be nice to a customer, huh? response:	I can't keep this up forever.
context: O-Of course!\Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru\How business-like bitter\This is textual violence\Extension fee, right.\I completely forgot.\Of course she'd be nice to a customer, huh?\I can't keep this up forever. response:	Well, it's between the two of you.
context: Dear Kinoshita-sama, Thank you for your patronage. I haven't received the 17,000 yen extension fee from the other day. Please enclose it in the attached envelope and mail it to me. (P.S.: I paid the agency for you with my own money.) From Rent-A-Girlfriend Diamond, Mizuhara Chizuru\How business-like bitter\This is textual violence\Extension fee, right.\I completely forgot.\Of course she'd be nice to a customer, huh?\I can't keep this up forever.\Well, it's between the two of you. response:	I know just how hard you fell for Mami-chan, but still,
context: How business-like bitter\This is textual violence\Extension fee, right.\I completely forgot.\Of course she'd be nice to a customer, huh?\I can't keep this up forever.\Well, it's between the two of you.\I know just how hard you fell for Mami-chan, but still, response:	you should really treat your current girlfriend right.
context: This is textual violence\Extension fee, right.\I completely forgot.\Of course she'd be nice to a customer, huh?\I can't keep this up forever.\Well, it's between the two of you.\I know just how hard you fell for Mami-chan, but still,\you should really treat your current girlfriend right. response:	He doesn't know anything.
context: Extension fee, right.\I completely forgot.\Of course she'd be nice to a customer, huh?\I can't keep this up forever.\Well, it's between the two of you.\I know just how hard you fell for Mami-chan, but still,\you should really treat your current girlfriend right.\He doesn't know anything. response:	Of course I'd want to treat her right... if she were really my girlfriend.
context: I completely forgot.\Of course she'd be nice to a customer, huh?\I can't keep this up forever.\Well, it's between the two of you.\I know just how hard you fell for Mami-chan, but still,\you should really treat your current girlfriend right.\He doesn't know anything.\Of course I'd want to treat her right... if she were really my girlfriend. response:	If you want, I can give you both.
context: Of course she'd be nice to a customer, huh?\I can't keep this up forever.\Well, it's between the two of you.\I know just how hard you fell for Mami-chan, but still,\you should really treat your current girlfriend right.\He doesn't know anything.\Of course I'd want to treat her right... if she were really my girlfriend.\If you want, I can give you both. response:	Why did she go out of her way to say that?
context: I can't keep this up forever.\Well, it's between the two of you.\I know just how hard you fell for Mami-chan, but still,\you should really treat your current girlfriend right.\He doesn't know anything.\Of course I'd want to treat her right... if she were really my girlfriend.\If you want, I can give you both.\Why did she go out of her way to say that? response:	Whoa! This place is beautiful!
context: Well, it's between the two of you.\I know just how hard you fell for Mami-chan, but still,\you should really treat your current girlfriend right.\He doesn't know anything.\Of course I'd want to treat her right... if she were really my girlfriend.\If you want, I can give you both.\Why did she go out of her way to say that?\Whoa! This place is beautiful! response:	You're in room number 714.
context: I know just how hard you fell for Mami-chan, but still,\you should really treat your current girlfriend right.\He doesn't know anything.\Of course I'd want to treat her right... if she were really my girlfriend.\If you want, I can give you both.\Why did she go out of her way to say that?\Whoa! This place is beautiful!\You're in room number 714. response:	Change into your swimsuits and meet up here in ten minutes.
context: you should really treat your current girlfriend right.\He doesn't know anything.\Of course I'd want to treat her right... if she were really my girlfriend.\If you want, I can give you both.\Why did she go out of her way to say that?\Whoa! This place is beautiful!\You're in room number 714.\Change into your swimsuits and meet up here in ten minutes. response:	Mami-chan... in a swimsuit?
context: He doesn't know anything.\Of course I'd want to treat her right... if she were really my girlfriend.\If you want, I can give you both.\Why did she go out of her way to say that?\Whoa! This place is beautiful!\You're in room number 714.\Change into your swimsuits and meet up here in ten minutes.\Mami-chan... in a swimsuit? response:	Aye-aye!
context: Of course I'd want to treat her right... if she were really my girlfriend.\If you want, I can give you both.\Why did she go out of her way to say that?\Whoa! This place is beautiful!\You're in room number 714.\Change into your swimsuits and meet up here in ten minutes.\Mami-chan... in a swimsuit?\Aye-aye! response:	What does she think about me and Mizuhara?
context: If you want, I can give you both.\Why did she go out of her way to say that?\Whoa! This place is beautiful!\You're in room number 714.\Change into your swimsuits and meet up here in ten minutes.\Mami-chan... in a swimsuit?\Aye-aye!\What does she think about me and Mizuhara? response:	Does inviting us mean she doesn't mind us?
context: Why did she go out of her way to say that?\Whoa! This place is beautiful!\You're in room number 714.\Change into your swimsuits and meet up here in ten minutes.\Mami-chan... in a swimsuit?\Aye-aye!\What does she think about me and Mizuhara?\Does inviting us mean she doesn't mind us? response:	I need to find out how she really feels.
context: Whoa! This place is beautiful!\You're in room number 714.\Change into your swimsuits and meet up here in ten minutes.\Mami-chan... in a swimsuit?\Aye-aye!\What does she think about me and Mizuhara?\Does inviting us mean she doesn't mind us?\I need to find out how she really feels. response:	Even if I tell her I broke up with Mizuhara,
context: You're in room number 714.\Change into your swimsuits and meet up here in ten minutes.\Mami-chan... in a swimsuit?\Aye-aye!\What does she think about me and Mizuhara?\Does inviting us mean she doesn't mind us?\I need to find out how she really feels.\Even if I tell her I broke up with Mizuhara, response:	I'm sure Gran will accept it if I have Mami-chan with me.
context: Change into your swimsuits and meet up here in ten minutes.\Mami-chan... in a swimsuit?\Aye-aye!\What does she think about me and Mizuhara?\Does inviting us mean she doesn't mind us?\I need to find out how she really feels.\Even if I tell her I broke up with Mizuhara,\I'm sure Gran will accept it if I have Mami-chan with me. response:	I need to get with Mami-chan on this trip.
context: Mami-chan... in a swimsuit?\Aye-aye!\What does she think about me and Mizuhara?\Does inviting us mean she doesn't mind us?\I need to find out how she really feels.\Even if I tell her I broke up with Mizuhara,\I'm sure Gran will accept it if I have Mami-chan with me.\I need to get with Mami-chan on this trip. response:	I'll leave my aimless rental life here in Izu!
context: Aye-aye!\What does she think about me and Mizuhara?\Does inviting us mean she doesn't mind us?\I need to find out how she really feels.\Even if I tell her I broke up with Mizuhara,\I'm sure Gran will accept it if I have Mami-chan with me.\I need to get with Mami-chan on this trip.\I'll leave my aimless rental life here in Izu! response:	Numa
context: What does she think about me and Mizuhara?\Does inviting us mean she doesn't mind us?\I need to find out how she really feels.\Even if I tell her I broke up with Mizuhara,\I'm sure Gran will accept it if I have Mami-chan with me.\I need to get with Mami-chan on this trip.\I'll leave my aimless rental life here in Izu!\Numa response:	Dating another girl within a month? Is it to get back at me?
context: Does inviting us mean she doesn't mind us?\I need to find out how she really feels.\Even if I tell her I broke up with Mizuhara,\I'm sure Gran will accept it if I have Mami-chan with me.\I need to get with Mami-chan on this trip.\I'll leave my aimless rental life here in Izu!\Numa\Dating another girl within a month? Is it to get back at me? response:	Numa
context: I need to find out how she really feels.\Even if I tell her I broke up with Mizuhara,\I'm sure Gran will accept it if I have Mami-chan with me.\I need to get with Mami-chan on this trip.\I'll leave my aimless rental life here in Izu!\Numa\Dating another girl within a month? Is it to get back at me?\Numa response:	What was her name again? hChizuko? Tsuruko? I forgot.
context: Even if I tell her I broke up with Mizuhara,\I'm sure Gran will accept it if I have Mami-chan with me.\I need to get with Mami-chan on this trip.\I'll leave my aimless rental life here in Izu!\Numa\Dating another girl within a month? Is it to get back at me?\Numa\What was her name again? hChizuko? Tsuruko? I forgot. response:	Numa
context: I'm sure Gran will accept it if I have Mami-chan with me.\I need to get with Mami-chan on this trip.\I'll leave my aimless rental life here in Izu!\Numa\Dating another girl within a month? Is it to get back at me?\Numa\What was her name again? hChizuko? Tsuruko? I forgot.\Numa response:	hI can't believe he stood up to me for her.
context: I need to get with Mami-chan on this trip.\I'll leave my aimless rental life here in Izu!\Numa\Dating another girl within a month? Is it to get back at me?\Numa\What was her name again? hChizuko? Tsuruko? I forgot.\Numa\hI can't believe he stood up to me for her. response:	I'll make them break up for sure.
context: I'll leave my aimless rental life here in Izu!\Numa\Dating another girl within a month? Is it to get back at me?\Numa\What was her name again? hChizuko? Tsuruko? I forgot.\Numa\hI can't believe he stood up to me for her.\I'll make them break up for sure. response:	The guys are waiting for us, Mami.
context: Numa\Dating another girl within a month? Is it to get back at me?\Numa\What was her name again? hChizuko? Tsuruko? I forgot.\Numa\hI can't believe he stood up to me for her.\I'll make them break up for sure.\The guys are waiting for us, Mami. response:	Oh, talking to a friend?
context: Dating another girl within a month? Is it to get back at me?\Numa\What was her name again? hChizuko? Tsuruko? I forgot.\Numa\hI can't believe he stood up to me for her.\I'll make them break up for sure.\The guys are waiting for us, Mami.\Oh, talking to a friend? response:	Nope.
context: Numa\What was her name again? hChizuko? Tsuruko? I forgot.\Numa\hI can't believe he stood up to me for her.\I'll make them break up for sure.\The guys are waiting for us, Mami.\Oh, talking to a friend?\Nope. response:	Oh, man! I'm starting to get excited!
context: What was her name again? hChizuko? Tsuruko? I forgot.\Numa\hI can't believe he stood up to me for her.\I'll make them break up for sure.\The guys are waiting for us, Mami.\Oh, talking to a friend?\Nope.\Oh, man! I'm starting to get excited! response:	I mean, we're at the beach! Let's enjoy this!
context: Numa\hI can't believe he stood up to me for her.\I'll make them break up for sure.\The guys are waiting for us, Mami.\Oh, talking to a friend?\Nope.\Oh, man! I'm starting to get excited!\I mean, we're at the beach! Let's enjoy this! response:	Izukyu-Shimoda Station
context: hI can't believe he stood up to me for her.\I'll make them break up for sure.\The guys are waiting for us, Mami.\Oh, talking to a friend?\Nope.\Oh, man! I'm starting to get excited!\I mean, we're at the beach! Let's enjoy this!\Izukyu-Shimoda Station response:	Whoa, Perry Road?
context: I'll make them break up for sure.\The guys are waiting for us, Mami.\Oh, talking to a friend?\Nope.\Oh, man! I'm starting to get excited!\I mean, we're at the beach! Let's enjoy this!\Izukyu-Shimoda Station\Whoa, Perry Road? response:	I wanna eat a Shimoda Burger!
context: The guys are waiting for us, Mami.\Oh, talking to a friend?\Nope.\Oh, man! I'm starting to get excited!\I mean, we're at the beach! Let's enjoy this!\Izukyu-Shimoda Station\Whoa, Perry Road?\I wanna eat a Shimoda Burger! response:	Hurry up, Chizuru!
context: Oh, talking to a friend?\Nope.\Oh, man! I'm starting to get excited!\I mean, we're at the beach! Let's enjoy this!\Izukyu-Shimoda Station\Whoa, Perry Road?\I wanna eat a Shimoda Burger!\Hurry up, Chizuru! response:	Oh... Coming.
context: Nope.\Oh, man! I'm starting to get excited!\I mean, we're at the beach! Let's enjoy this!\Izukyu-Shimoda Station\Whoa, Perry Road?\I wanna eat a Shimoda Burger!\Hurry up, Chizuru!\Oh... Coming. response:	Rent - a - Girlfriend
context: Oh, man! I'm starting to get excited!\I mean, we're at the beach! Let's enjoy this!\Izukyu-Shimoda Station\Whoa, Perry Road?\I wanna eat a Shimoda Burger!\Hurry up, Chizuru!\Oh... Coming.\Rent - a - Girlfriend response:	How to get back with ex
context: I mean, we're at the beach! Let's enjoy this!\Izukyu-Shimoda Station\Whoa, Perry Road?\I wanna eat a Shimoda Burger!\Hurry up, Chizuru!\Oh... Coming.\Rent - a - Girlfriend\How to get back with ex response:	Kazu-kun.
context: Izukyu-Shimoda Station\Whoa, Perry Road?\I wanna eat a Shimoda Burger!\Hurry up, Chizuru!\Oh... Coming.\Rent - a - Girlfriend\How to get back with ex\Kazu-kun. response:	Well? Enjoying yourself?
context: Whoa, Perry Road?\I wanna eat a Shimoda Burger!\Hurry up, Chizuru!\Oh... Coming.\Rent - a - Girlfriend\How to get back with ex\Kazu-kun.\Well? Enjoying yourself? response:	Y-Yeah, I'm loving it!
context: I wanna eat a Shimoda Burger!\Hurry up, Chizuru!\Oh... Coming.\Rent - a - Girlfriend\How to get back with ex\Kazu-kun.\Well? Enjoying yourself?\Y-Yeah, I'm loving it! response:	Summer in the first year of college only comes once.
context: Hurry up, Chizuru!\Oh... Coming.\Rent - a - Girlfriend\How to get back with ex\Kazu-kun.\Well? Enjoying yourself?\Y-Yeah, I'm loving it!\Summer in the first year of college only comes once. response:	Not enjoying it would be an insult to life itself.
context: Oh... Coming.\Rent - a - Girlfriend\How to get back with ex\Kazu-kun.\Well? Enjoying yourself?\Y-Yeah, I'm loving it!\Summer in the first year of college only comes once.\Not enjoying it would be an insult to life itself. response:	Stay Cool
context: Rent - a - Girlfriend\How to get back with ex\Kazu-kun.\Well? Enjoying yourself?\Y-Yeah, I'm loving it!\Summer in the first year of college only comes once.\Not enjoying it would be an insult to life itself.\Stay Cool response:	Stay Cool
context: How to get back with ex\Kazu-kun.\Well? Enjoying yourself?\Y-Yeah, I'm loving it!\Summer in the first year of college only comes once.\Not enjoying it would be an insult to life itself.\Stay Cool\Stay Cool response:	Stay Cool
context: Kazu-kun.\Well? Enjoying yourself?\Y-Yeah, I'm loving it!\Summer in the first year of college only comes once.\Not enjoying it would be an insult to life itself.\Stay Cool\Stay Cool\Stay Cool response:	Wait, I'll regret it forever if I don't look.
context: Well? Enjoying yourself?\Y-Yeah, I'm loving it!\Summer in the first year of college only comes once.\Not enjoying it would be an insult to life itself.\Stay Cool\Stay Cool\Stay Cool\Wait, I'll regret it forever if I don't look. response:	Stay Cool
context: Y-Yeah, I'm loving it!\Summer in the first year of college only comes once.\Not enjoying it would be an insult to life itself.\Stay Cool\Stay Cool\Stay Cool\Wait, I'll regret it forever if I don't look.\Stay Cool response:	Stay Cool
context: Summer in the first year of college only comes once.\Not enjoying it would be an insult to life itself.\Stay Cool\Stay Cool\Stay Cool\Wait, I'll regret it forever if I don't look.\Stay Cool\Stay Cool response:	Do you want some, too?
context: Not enjoying it would be an insult to life itself.\Stay Cool\Stay Cool\Stay Cool\Wait, I'll regret it forever if I don't look.\Stay Cool\Stay Cool\Do you want some, too? response:	Huh? Yeah, sure.
context: Stay Cool\Stay Cool\Stay Cool\Wait, I'll regret it forever if I don't look.\Stay Cool\Stay Cool\Do you want some, too?\Huh? Yeah, sure. response:	I would've liked to get two more angles.
context: Stay Cool\Stay Cool\Wait, I'll regret it forever if I don't look.\Stay Cool\Stay Cool\Do you want some, too?\Huh? Yeah, sure.\I would've liked to get two more angles. response:	Oh, right.
context: Stay Cool\Wait, I'll regret it forever if I don't look.\Stay Cool\Stay Cool\Do you want some, too?\Huh? Yeah, sure.\I would've liked to get two more angles.\Oh, right. response:	Sorry about the other day.
context: Wait, I'll regret it forever if I don't look.\Stay Cool\Stay Cool\Do you want some, too?\Huh? Yeah, sure.\I would've liked to get two more angles.\Oh, right.\Sorry about the other day. response:	We may have been drinking, but I shouldn't have said all that.
context: Stay Cool\Stay Cool\Do you want some, too?\Huh? Yeah, sure.\I would've liked to get two more angles.\Oh, right.\Sorry about the other day.\We may have been drinking, but I shouldn't have said all that. response:	That was insensitive of me.
context: Stay Cool\Do you want some, too?\Huh? Yeah, sure.\I would've liked to get two more angles.\Oh, right.\Sorry about the other day.\We may have been drinking, but I shouldn't have said all that.\That was insensitive of me. response:	What? I shouldn't have said what I did
context: Do you want some, too?\Huh? Yeah, sure.\I would've liked to get two more angles.\Oh, right.\Sorry about the other day.\We may have been drinking, but I shouldn't have said all that.\That was insensitive of me.\What? I shouldn't have said what I did response:	Nah.
context: Huh? Yeah, sure.\I would've liked to get two more angles.\Oh, right.\Sorry about the other day.\We may have been drinking, but I shouldn't have said all that.\That was insensitive of me.\What? I shouldn't have said what I did\Nah. response:	Your girlfriend was absolutely right.
context: I would've liked to get two more angles.\Oh, right.\Sorry about the other day.\We may have been drinking, but I shouldn't have said all that.\That was insensitive of me.\What? I shouldn't have said what I did\Nah.\Your girlfriend was absolutely right. response:	I was being awful.
context: Oh, right.\Sorry about the other day.\We may have been drinking, but I shouldn't have said all that.\That was insensitive of me.\What? I shouldn't have said what I did\Nah.\Your girlfriend was absolutely right.\I was being awful. response:	I didn't know she was worrying about it.
