context: We can't be together anymore. response:	Wait, Shione!
context: For Koharu, Yuzuki and Souta to smile.\And Shione, too.\That was their wish.\That's it?\That's too easy. No fun.\There's one more thing we need to do.\When we call the saucer,\we have to think about something we want. response:	A wish?
context: And Shione, too.\That was their wish.\That's it?\That's too easy. No fun.\There's one more thing we need to do.\When we call the saucer,\we have to think about something we want.\A wish? response:	The saucer is supposed to be attracted to our strong feelings that way.
context: That was their wish.\That's it?\That's too easy. No fun.\There's one more thing we need to do.\When we call the saucer,\we have to think about something we want.\A wish?\The saucer is supposed to be attracted to our strong feelings that way. response:	So we have to make a wish?
context: That's it?\That's too easy. No fun.\There's one more thing we need to do.\When we call the saucer,\we have to think about something we want.\A wish?\The saucer is supposed to be attracted to our strong feelings that way.\So we have to make a wish? response:	Does that mean the saucer will grant it for us?
context: That's too easy. No fun.\There's one more thing we need to do.\When we call the saucer,\we have to think about something we want.\A wish?\The saucer is supposed to be attracted to our strong feelings that way.\So we have to make a wish?\Does that mean the saucer will grant it for us? response:	I don't know about that.
context: There's one more thing we need to do.\When we call the saucer,\we have to think about something we want.\A wish?\The saucer is supposed to be attracted to our strong feelings that way.\So we have to make a wish?\Does that mean the saucer will grant it for us?\I don't know about that. response:	Okay, but what if we have a lot?
context: When we call the saucer,\we have to think about something we want.\A wish?\The saucer is supposed to be attracted to our strong feelings that way.\So we have to make a wish?\Does that mean the saucer will grant it for us?\I don't know about that.\Okay, but what if we have a lot? response:	Just pick one.
context: we have to think about something we want.\A wish?\The saucer is supposed to be attracted to our strong feelings that way.\So we have to make a wish?\Does that mean the saucer will grant it for us?\I don't know about that.\Okay, but what if we have a lot?\Just pick one. response:	You're so mean, Onii-chan.
context: A wish?\The saucer is supposed to be attracted to our strong feelings that way.\So we have to make a wish?\Does that mean the saucer will grant it for us?\I don't know about that.\Okay, but what if we have a lot?\Just pick one.\You're so mean, Onii-chan. response:	What about you?
context: The saucer is supposed to be attracted to our strong feelings that way.\So we have to make a wish?\Does that mean the saucer will grant it for us?\I don't know about that.\Okay, but what if we have a lot?\Just pick one.\You're so mean, Onii-chan.\What about you? response:	Me?
context: So we have to make a wish?\Does that mean the saucer will grant it for us?\I don't know about that.\Okay, but what if we have a lot?\Just pick one.\You're so mean, Onii-chan.\What about you?\Me? response:	I already have one.
context: Does that mean the saucer will grant it for us?\I don't know about that.\Okay, but what if we have a lot?\Just pick one.\You're so mean, Onii-chan.\What about you?\Me?\I already have one. response:	What kind of wish?
context: I don't know about that.\Okay, but what if we have a lot?\Just pick one.\You're so mean, Onii-chan.\What about you?\Me?\I already have one.\What kind of wish? response:	It's a secret.
context: Okay, but what if we have a lot?\Just pick one.\You're so mean, Onii-chan.\What about you?\Me?\I already have one.\What kind of wish?\It's a secret. response:	It might not come true if I told someone.
context: Just pick one.\You're so mean, Onii-chan.\What about you?\Me?\I already have one.\What kind of wish?\It's a secret.\It might not come true if I told someone. response:	I wouldn't want that.
context: You're so mean, Onii-chan.\What about you?\Me?\I already have one.\What kind of wish?\It's a secret.\It might not come true if I told someone.\I wouldn't want that. response:	Saucer-san, saucer-san, please,
context: What about you?\Me?\I already have one.\What kind of wish?\It's a secret.\It might not come true if I told someone.\I wouldn't want that.\Saucer-san, saucer-san, please, response:	grant my wish.
context: Me?\I already have one.\What kind of wish?\It's a secret.\It might not come true if I told someone.\I wouldn't want that.\Saucer-san, saucer-san, please,\grant my wish. response:	Morning, Nonoka.
context: I already have one.\What kind of wish?\It's a secret.\It might not come true if I told someone.\I wouldn't want that.\Saucer-san, saucer-san, please,\grant my wish.\Morning, Nonoka. response:	Morning.
context: What kind of wish?\It's a secret.\It might not come true if I told someone.\I wouldn't want that.\Saucer-san, saucer-san, please,\grant my wish.\Morning, Nonoka.\Morning. response:	Just in time.
context: It's a secret.\It might not come true if I told someone.\I wouldn't want that.\Saucer-san, saucer-san, please,\grant my wish.\Morning, Nonoka.\Morning.\Just in time. response:	Wait, not yet.
context: It might not come true if I told someone.\I wouldn't want that.\Saucer-san, saucer-san, please,\grant my wish.\Morning, Nonoka.\Morning.\Just in time.\Wait, not yet. response:	Noel-chan?
context: I wouldn't want that.\Saucer-san, saucer-san, please,\grant my wish.\Morning, Nonoka.\Morning.\Just in time.\Wait, not yet.\Noel-chan? response:	I promised to meet her here.
context: Saucer-san, saucer-san, please,\grant my wish.\Morning, Nonoka.\Morning.\Just in time.\Wait, not yet.\Noel-chan?\I promised to meet her here. response:	Nonoka!
context: grant my wish.\Morning, Nonoka.\Morning.\Just in time.\Wait, not yet.\Noel-chan?\I promised to meet her here.\Nonoka! response:	Nonoka!
context: Morning, Nonoka.\Morning.\Just in time.\Wait, not yet.\Noel-chan?\I promised to meet her here.\Nonoka!\Nonoka! response:	Noel!
context: Morning.\Just in time.\Wait, not yet.\Noel-chan?\I promised to meet her here.\Nonoka!\Nonoka!\Noel! response:	Nonoka.
context: Just in time.\Wait, not yet.\Noel-chan?\I promised to meet her here.\Nonoka!\Nonoka!\Noel!\Nonoka. response:	Thank goodness.
context: Wait, not yet.\Noel-chan?\I promised to meet her here.\Nonoka!\Nonoka!\Noel!\Nonoka.\Thank goodness. response:	The saucer?
context: Noel-chan?\I promised to meet her here.\Nonoka!\Nonoka!\Noel!\Nonoka.\Thank goodness.\The saucer? response:	No, it's okay.
context: I promised to meet her here.\Nonoka!\Nonoka!\Noel!\Nonoka.\Thank goodness.\The saucer?\No, it's okay. response:	Hokubi Middle School
context: Nonoka!\Nonoka!\Noel!\Nonoka.\Thank goodness.\The saucer?\No, it's okay.\Hokubi Middle School response:	The Melody We Want to Share with You
context: Nonoka!\Noel!\Nonoka.\Thank goodness.\The saucer?\No, it's okay.\Hokubi Middle School\The Melody We Want to Share with You response:	Here.
context: Noel!\Nonoka.\Thank goodness.\The saucer?\No, it's okay.\Hokubi Middle School\The Melody We Want to Share with You\Here. response:	Nonoka, can you show Noel-chan around?
context: Nonoka.\Thank goodness.\The saucer?\No, it's okay.\Hokubi Middle School\The Melody We Want to Share with You\Here.\Nonoka, can you show Noel-chan around? response:	Huh? But...
context: Thank goodness.\The saucer?\No, it's okay.\Hokubi Middle School\The Melody We Want to Share with You\Here.\Nonoka, can you show Noel-chan around?\Huh? But... response:	Leave all this stuff to us.
context: The saucer?\No, it's okay.\Hokubi Middle School\The Melody We Want to Share with You\Here.\Nonoka, can you show Noel-chan around?\Huh? But...\Leave all this stuff to us. response:	I'll call you as soon as we find Shione.
context: No, it's okay.\Hokubi Middle School\The Melody We Want to Share with You\Here.\Nonoka, can you show Noel-chan around?\Huh? But...\Leave all this stuff to us.\I'll call you as soon as we find Shione. response:	Me, too.
context: Hokubi Middle School\The Melody We Want to Share with You\Here.\Nonoka, can you show Noel-chan around?\Huh? But...\Leave all this stuff to us.\I'll call you as soon as we find Shione.\Me, too. response:	I'll go around school with this.
context: The Melody We Want to Share with You\Here.\Nonoka, can you show Noel-chan around?\Huh? But...\Leave all this stuff to us.\I'll call you as soon as we find Shione.\Me, too.\I'll go around school with this. response:	Let's go, Noel.
context: Here.\Nonoka, can you show Noel-chan around?\Huh? But...\Leave all this stuff to us.\I'll call you as soon as we find Shione.\Me, too.\I'll go around school with this.\Let's go, Noel. response:	Okay.
context: Nonoka, can you show Noel-chan around?\Huh? But...\Leave all this stuff to us.\I'll call you as soon as we find Shione.\Me, too.\I'll go around school with this.\Let's go, Noel.\Okay. response:	It smells so good!
context: Huh? But...\Leave all this stuff to us.\I'll call you as soon as we find Shione.\Me, too.\I'll go around school with this.\Let's go, Noel.\Okay.\It smells so good! response:	Let's have something to eat.
context: Leave all this stuff to us.\I'll call you as soon as we find Shione.\Me, too.\I'll go around school with this.\Let's go, Noel.\Okay.\It smells so good!\Let's have something to eat. response:	Really?
context: I'll call you as soon as we find Shione.\Me, too.\I'll go around school with this.\Let's go, Noel.\Okay.\It smells so good!\Let's have something to eat.\Really? response:	Yeah.
context: Me, too.\I'll go around school with this.\Let's go, Noel.\Okay.\It smells so good!\Let's have something to eat.\Really?\Yeah. response:	What do you want?
context: I'll go around school with this.\Let's go, Noel.\Okay.\It smells so good!\Let's have something to eat.\Really?\Yeah.\What do you want? response:	Um...
context: Let's go, Noel.\Okay.\It smells so good!\Let's have something to eat.\Really?\Yeah.\What do you want?\Um... response:	That!
context: Okay.\It smells so good!\Let's have something to eat.\Really?\Yeah.\What do you want?\Um...\That! response:	Red Bean Soup
context: It smells so good!\Let's have something to eat.\Really?\Yeah.\What do you want?\Um...\That!\Red Bean Soup response:	It's so sweet!
context: Let's have something to eat.\Really?\Yeah.\What do you want?\Um...\That!\Red Bean Soup\It's so sweet! response:	Do you like it?
context: Really?\Yeah.\What do you want?\Um...\That!\Red Bean Soup\It's so sweet!\Do you like it? response:	So good!
context: Yeah.\What do you want?\Um...\That!\Red Bean Soup\It's so sweet!\Do you like it?\So good! response:	Would you like to try it?
context: What do you want?\Um...\That!\Red Bean Soup\It's so sweet!\Do you like it?\So good!\Would you like to try it? response:	It really is sweet!
context: Um...\That!\Red Bean Soup\It's so sweet!\Do you like it?\So good!\Would you like to try it?\It really is sweet! response:	Huh?
context: That!\Red Bean Soup\It's so sweet!\Do you like it?\So good!\Would you like to try it?\It really is sweet!\Huh? response:	Oh, it's a red bean bun.
context: Red Bean Soup\It's so sweet!\Do you like it?\So good!\Would you like to try it?\It really is sweet!\Huh?\Oh, it's a red bean bun. response:	It's sweet, but it's all so warm and tasty.
context: It's so sweet!\Do you like it?\So good!\Would you like to try it?\It really is sweet!\Huh?\Oh, it's a red bean bun.\It's sweet, but it's all so warm and tasty. response:	That's good.
context: Do you like it?\So good!\Would you like to try it?\It really is sweet!\Huh?\Oh, it's a red bean bun.\It's sweet, but it's all so warm and tasty.\That's good. response:	Hey Nonoka, where's Shione?
context: So good!\Would you like to try it?\It really is sweet!\Huh?\Oh, it's a red bean bun.\It's sweet, but it's all so warm and tasty.\That's good.\Hey Nonoka, where's Shione? response:	Frankfurters Fried Chicken
context: Would you like to try it?\It really is sweet!\Huh?\Oh, it's a red bean bun.\It's sweet, but it's all so warm and tasty.\That's good.\Hey Nonoka, where's Shione?\Frankfurters Fried Chicken response:	She should be here.
context: It really is sweet!\Huh?\Oh, it's a red bean bun.\It's sweet, but it's all so warm and tasty.\That's good.\Hey Nonoka, where's Shione?\Frankfurters Fried Chicken\She should be here. response:	She might be at the planetarium.
context: Huh?\Oh, it's a red bean bun.\It's sweet, but it's all so warm and tasty.\That's good.\Hey Nonoka, where's Shione?\Frankfurters Fried Chicken\She should be here.\She might be at the planetarium. response:	Let's go meet up with Yuzuki and the others when we're done eating.
context: Oh, it's a red bean bun.\It's sweet, but it's all so warm and tasty.\That's good.\Hey Nonoka, where's Shione?\Frankfurters Fried Chicken\She should be here.\She might be at the planetarium.\Let's go meet up with Yuzuki and the others when we're done eating. response:	Okay.
context: It's sweet, but it's all so warm and tasty.\That's good.\Hey Nonoka, where's Shione?\Frankfurters Fried Chicken\She should be here.\She might be at the planetarium.\Let's go meet up with Yuzuki and the others when we're done eating.\Okay. response:	Thanks for the food!
context: That's good.\Hey Nonoka, where's Shione?\Frankfurters Fried Chicken\She should be here.\She might be at the planetarium.\Let's go meet up with Yuzuki and the others when we're done eating.\Okay.\Thanks for the food! response:	Planetarium This Way
context: Hey Nonoka, where's Shione?\Frankfurters Fried Chicken\She should be here.\She might be at the planetarium.\Let's go meet up with Yuzuki and the others when we're done eating.\Okay.\Thanks for the food!\Planetarium This Way response:	The planetarium is in here.
context: Frankfurters Fried Chicken\She should be here.\She might be at the planetarium.\Let's go meet up with Yuzuki and the others when we're done eating.\Okay.\Thanks for the food!\Planetarium This Way\The planetarium is in here. response:	Planetarium
context: She should be here.\She might be at the planetarium.\Let's go meet up with Yuzuki and the others when we're done eating.\Okay.\Thanks for the food!\Planetarium This Way\The planetarium is in here.\Planetarium response:	Take your time.
context: She might be at the planetarium.\Let's go meet up with Yuzuki and the others when we're done eating.\Okay.\Thanks for the food!\Planetarium This Way\The planetarium is in here.\Planetarium\Take your time. response:	Hey, where's Shione?
context: Let's go meet up with Yuzuki and the others when we're done eating.\Okay.\Thanks for the food!\Planetarium This Way\The planetarium is in here.\Planetarium\Take your time.\Hey, where's Shione? response:	She's still not here.
context: Okay.\Thanks for the food!\Planetarium This Way\The planetarium is in here.\Planetarium\Take your time.\Hey, where's Shione?\She's still not here. response:	Okay.
context: Thanks for the food!\Planetarium This Way\The planetarium is in here.\Planetarium\Take your time.\Hey, where's Shione?\She's still not here.\Okay. response:	Hey, guys.
context: Planetarium This Way\The planetarium is in here.\Planetarium\Take your time.\Hey, where's Shione?\She's still not here.\Okay.\Hey, guys. response:	The Hokubi Festival's just starting.
context: The planetarium is in here.\Planetarium\Take your time.\Hey, where's Shione?\She's still not here.\Okay.\Hey, guys.\The Hokubi Festival's just starting. response:	I'm sure she's coming.
context: Planetarium\Take your time.\Hey, where's Shione?\She's still not here.\Okay.\Hey, guys.\The Hokubi Festival's just starting.\I'm sure she's coming. response:	Yeah.
context: Take your time.\Hey, where's Shione?\She's still not here.\Okay.\Hey, guys.\The Hokubi Festival's just starting.\I'm sure she's coming.\Yeah. response:	Good, Komiya's here, too.
context: Hey, where's Shione?\She's still not here.\Okay.\Hey, guys.\The Hokubi Festival's just starting.\I'm sure she's coming.\Yeah.\Good, Komiya's here, too. response:	I just heard from the teacher.
context: She's still not here.\Okay.\Hey, guys.\The Hokubi Festival's just starting.\I'm sure she's coming.\Yeah.\Good, Komiya's here, too.\I just heard from the teacher. response:	Togawa's absent today.
context: Okay.\Hey, guys.\The Hokubi Festival's just starting.\I'm sure she's coming.\Yeah.\Good, Komiya's here, too.\I just heard from the teacher.\Togawa's absent today. response:	Wait here, Noel.
context: Hey, guys.\The Hokubi Festival's just starting.\I'm sure she's coming.\Yeah.\Good, Komiya's here, too.\I just heard from the teacher.\Togawa's absent today.\Wait here, Noel. response:	Hey, Nonoka!
context: The Hokubi Festival's just starting.\I'm sure she's coming.\Yeah.\Good, Komiya's here, too.\I just heard from the teacher.\Togawa's absent today.\Wait here, Noel.\Hey, Nonoka! response:	I'm going to Shione's place!
context: I'm sure she's coming.\Yeah.\Good, Komiya's here, too.\I just heard from the teacher.\Togawa's absent today.\Wait here, Noel.\Hey, Nonoka!\I'm going to Shione's place! response:	Do you know where she lives?
context: Yeah.\Good, Komiya's here, too.\I just heard from the teacher.\Togawa's absent today.\Wait here, Noel.\Hey, Nonoka!\I'm going to Shione's place!\Do you know where she lives? response:	Jeez.
context: Good, Komiya's here, too.\I just heard from the teacher.\Togawa's absent today.\Wait here, Noel.\Hey, Nonoka!\I'm going to Shione's place!\Do you know where she lives?\Jeez. response:	Oh, come on.
context: I just heard from the teacher.\Togawa's absent today.\Wait here, Noel.\Hey, Nonoka!\I'm going to Shione's place!\Do you know where she lives?\Jeez.\Oh, come on. response:	We'll be okay here.
context: Togawa's absent today.\Wait here, Noel.\Hey, Nonoka!\I'm going to Shione's place!\Do you know where she lives?\Jeez.\Oh, come on.\We'll be okay here. response:	Go with her.
context: Wait here, Noel.\Hey, Nonoka!\I'm going to Shione's place!\Do you know where she lives?\Jeez.\Oh, come on.\We'll be okay here.\Go with her. response:	Noel-chan.
context: Hey, Nonoka!\I'm going to Shione's place!\Do you know where she lives?\Jeez.\Oh, come on.\We'll be okay here.\Go with her.\Noel-chan. response:	Do you want to see the planetarium while we're waiting for Nonoka?
context: I'm going to Shione's place!\Do you know where she lives?\Jeez.\Oh, come on.\We'll be okay here.\Go with her.\Noel-chan.\Do you want to see the planetarium while we're waiting for Nonoka? response:	I want to see it with everyone.
context: Do you know where she lives?\Jeez.\Oh, come on.\We'll be okay here.\Go with her.\Noel-chan.\Do you want to see the planetarium while we're waiting for Nonoka?\I want to see it with everyone. response:	Don't worry.
context: Jeez.\Oh, come on.\We'll be okay here.\Go with her.\Noel-chan.\Do you want to see the planetarium while we're waiting for Nonoka?\I want to see it with everyone.\Don't worry. response:	We'll all be here soon.
context: Oh, come on.\We'll be okay here.\Go with her.\Noel-chan.\Do you want to see the planetarium while we're waiting for Nonoka?\I want to see it with everyone.\Don't worry.\We'll all be here soon. response:	Just wait a little bit.
context: We'll be okay here.\Go with her.\Noel-chan.\Do you want to see the planetarium while we're waiting for Nonoka?\I want to see it with everyone.\Don't worry.\We'll all be here soon.\Just wait a little bit. response:	Oh, Nonoka.
context: Go with her.\Noel-chan.\Do you want to see the planetarium while we're waiting for Nonoka?\I want to see it with everyone.\Don't worry.\We'll all be here soon.\Just wait a little bit.\Oh, Nonoka. response:	I'm leaving for a bit.
context: Noel-chan.\Do you want to see the planetarium while we're waiting for Nonoka?\I want to see it with everyone.\Don't worry.\We'll all be here soon.\Just wait a little bit.\Oh, Nonoka.\I'm leaving for a bit. response:	Hey, where are you going?
context: Do you want to see the planetarium while we're waiting for Nonoka?\I want to see it with everyone.\Don't worry.\We'll all be here soon.\Just wait a little bit.\Oh, Nonoka.\I'm leaving for a bit.\Hey, where are you going? response:	To my friend's place.
context: I want to see it with everyone.\Don't worry.\We'll all be here soon.\Just wait a little bit.\Oh, Nonoka.\I'm leaving for a bit.\Hey, where are you going?\To my friend's place. response:	Planetarium
context: Don't worry.\We'll all be here soon.\Just wait a little bit.\Oh, Nonoka.\I'm leaving for a bit.\Hey, where are you going?\To my friend's place.\Planetarium response:	Where's Nonoka?
context: We'll all be here soon.\Just wait a little bit.\Oh, Nonoka.\I'm leaving for a bit.\Hey, where are you going?\To my friend's place.\Planetarium\Where's Nonoka? response:	Nonoka.
context: Just wait a little bit.\Oh, Nonoka.\I'm leaving for a bit.\Hey, where are you going?\To my friend's place.\Planetarium\Where's Nonoka?\Nonoka. response:	She's so fast.
context: Oh, Nonoka.\I'm leaving for a bit.\Hey, where are you going?\To my friend's place.\Planetarium\Where's Nonoka?\Nonoka.\She's so fast. response:	Seriously, it's because you're carrying that thing around.
context: I'm leaving for a bit.\Hey, where are you going?\To my friend's place.\Planetarium\Where's Nonoka?\Nonoka.\She's so fast.\Seriously, it's because you're carrying that thing around. response:	You should text her Togawa's address.
context: Hey, where are you going?\To my friend's place.\Planetarium\Where's Nonoka?\Nonoka.\She's so fast.\Seriously, it's because you're carrying that thing around.\You should text her Togawa's address. response:	Huh?
context: To my friend's place.\Planetarium\Where's Nonoka?\Nonoka.\She's so fast.\Seriously, it's because you're carrying that thing around.\You should text her Togawa's address.\Huh? response:	Where was I going?
context: Planetarium\Where's Nonoka?\Nonoka.\She's so fast.\Seriously, it's because you're carrying that thing around.\You should text her Togawa's address.\Huh?\Where was I going? response:	Shione!
context: Where's Nonoka?\Nonoka.\She's so fast.\Seriously, it's because you're carrying that thing around.\You should text her Togawa's address.\Huh?\Where was I going?\Shione! response:	Wait!
context: Nonoka.\She's so fast.\Seriously, it's because you're carrying that thing around.\You should text her Togawa's address.\Huh?\Where was I going?\Shione!\Wait! response:	Nonoka, where are you?
context: She's so fast.\Seriously, it's because you're carrying that thing around.\You should text her Togawa's address.\Huh?\Where was I going?\Shione!\Wait!\Nonoka, where are you? response:	I saw her, but...
context: Seriously, it's because you're carrying that thing around.\You should text her Togawa's address.\Huh?\Where was I going?\Shione!\Wait!\Nonoka, where are you?\I saw her, but... response:	Yeah.
context: You should text her Togawa's address.\Huh?\Where was I going?\Shione!\Wait!\Nonoka, where are you?\I saw her, but...\Yeah. response:	I'll look for her a little more.
context: Huh?\Where was I going?\Shione!\Wait!\Nonoka, where are you?\I saw her, but...\Yeah.\I'll look for her a little more. response:	There you are.
context: Where was I going?\Shione!\Wait!\Nonoka, where are you?\I saw her, but...\Yeah.\I'll look for her a little more.\There you are. response:	Nonoka.
context: Shione!\Wait!\Nonoka, where are you?\I saw her, but...\Yeah.\I'll look for her a little more.\There you are.\Nonoka. response:	I thought I told you not to come near me.
context: Wait!\Nonoka, where are you?\I saw her, but...\Yeah.\I'll look for her a little more.\There you are.\Nonoka.\I thought I told you not to come near me. response:	Why aren't you coming to the Hokubi Festival?
context: Nonoka, where are you?\I saw her, but...\Yeah.\I'll look for her a little more.\There you are.\Nonoka.\I thought I told you not to come near me.\Why aren't you coming to the Hokubi Festival? response:	Everyone's waiting for you.
context: I saw her, but...\Yeah.\I'll look for her a little more.\There you are.\Nonoka.\I thought I told you not to come near me.\Why aren't you coming to the Hokubi Festival?\Everyone's waiting for you. response:	Didn't you hear me?
context: Yeah.\I'll look for her a little more.\There you are.\Nonoka.\I thought I told you not to come near me.\Why aren't you coming to the Hokubi Festival?\Everyone's waiting for you.\Didn't you hear me? response:	Or did you not understand?
context: I'll look for her a little more.\There you are.\Nonoka.\I thought I told you not to come near me.\Why aren't you coming to the Hokubi Festival?\Everyone's waiting for you.\Didn't you hear me?\Or did you not understand? response:	I said I don't want to be with you guys.
context: There you are.\Nonoka.\I thought I told you not to come near me.\Why aren't you coming to the Hokubi Festival?\Everyone's waiting for you.\Didn't you hear me?\Or did you not understand?\I said I don't want to be with you guys. response:	Are you not coming because you can't forgive me?
context: Nonoka.\I thought I told you not to come near me.\Why aren't you coming to the Hokubi Festival?\Everyone's waiting for you.\Didn't you hear me?\Or did you not understand?\I said I don't want to be with you guys.\Are you not coming because you can't forgive me? response:	Maybe you can't forgive me after I made you wait seven years.
context: I thought I told you not to come near me.\Why aren't you coming to the Hokubi Festival?\Everyone's waiting for you.\Didn't you hear me?\Or did you not understand?\I said I don't want to be with you guys.\Are you not coming because you can't forgive me?\Maybe you can't forgive me after I made you wait seven years. response:	But Shione, I
context: Why aren't you coming to the Hokubi Festival?\Everyone's waiting for you.\Didn't you hear me?\Or did you not understand?\I said I don't want to be with you guys.\Are you not coming because you can't forgive me?\Maybe you can't forgive me after I made you wait seven years.\But Shione, I response:	You must be stupid.
context: Everyone's waiting for you.\Didn't you hear me?\Or did you not understand?\I said I don't want to be with you guys.\Are you not coming because you can't forgive me?\Maybe you can't forgive me after I made you wait seven years.\But Shione, I\You must be stupid. response:	I told you, I don't want to hear what you have to say.
context: Didn't you hear me?\Or did you not understand?\I said I don't want to be with you guys.\Are you not coming because you can't forgive me?\Maybe you can't forgive me after I made you wait seven years.\But Shione, I\You must be stupid.\I told you, I don't want to hear what you have to say. response:	So stop talking.
context: Or did you not understand?\I said I don't want to be with you guys.\Are you not coming because you can't forgive me?\Maybe you can't forgive me after I made you wait seven years.\But Shione, I\You must be stupid.\I told you, I don't want to hear what you have to say.\So stop talking. response:	Noel's waiting, too.
context: I said I don't want to be with you guys.\Are you not coming because you can't forgive me?\Maybe you can't forgive me after I made you wait seven years.\But Shione, I\You must be stupid.\I told you, I don't want to hear what you have to say.\So stop talking.\Noel's waiting, too. response:	You gave her the ticket because you wanted to see it with her,
context: Are you not coming because you can't forgive me?\Maybe you can't forgive me after I made you wait seven years.\But Shione, I\You must be stupid.\I told you, I don't want to hear what you have to say.\So stop talking.\Noel's waiting, too.\You gave her the ticket because you wanted to see it with her, response:	didn't you?
context: Maybe you can't forgive me after I made you wait seven years.\But Shione, I\You must be stupid.\I told you, I don't want to hear what you have to say.\So stop talking.\Noel's waiting, too.\You gave her the ticket because you wanted to see it with her,\didn't you? response:	I want us all to see the planetarium together.
context: But Shione, I\You must be stupid.\I told you, I don't want to hear what you have to say.\So stop talking.\Noel's waiting, too.\You gave her the ticket because you wanted to see it with her,\didn't you?\I want us all to see the planetarium together. response:	The meteor shower.
context: You must be stupid.\I told you, I don't want to hear what you have to say.\So stop talking.\Noel's waiting, too.\You gave her the ticket because you wanted to see it with her,\didn't you?\I want us all to see the planetarium together.\The meteor shower. response:	I want us to have fun together like before.
context: I told you, I don't want to hear what you have to say.\So stop talking.\Noel's waiting, too.\You gave her the ticket because you wanted to see it with her,\didn't you?\I want us all to see the planetarium together.\The meteor shower.\I want us to have fun together like before. response:	To talk and laugh.
context: So stop talking.\Noel's waiting, too.\You gave her the ticket because you wanted to see it with her,\didn't you?\I want us all to see the planetarium together.\The meteor shower.\I want us to have fun together like before.\To talk and laugh. response:	Shione!
context: Noel's waiting, too.\You gave her the ticket because you wanted to see it with her,\didn't you?\I want us all to see the planetarium together.\The meteor shower.\I want us to have fun together like before.\To talk and laugh.\Shione! response:	Have you forgotten?
context: You gave her the ticket because you wanted to see it with her,\didn't you?\I want us all to see the planetarium together.\The meteor shower.\I want us to have fun together like before.\To talk and laugh.\Shione!\Have you forgotten? response:	I'll tell you again.
context: didn't you?\I want us all to see the planetarium together.\The meteor shower.\I want us to have fun together like before.\To talk and laugh.\Shione!\Have you forgotten?\I'll tell you again. response:	Stop using my given name like we're friends.
context: I want us all to see the planetarium together.\The meteor shower.\I want us to have fun together like before.\To talk and laugh.\Shione!\Have you forgotten?\I'll tell you again.\Stop using my given name like we're friends. response:	Use it again, and
context: The meteor shower.\I want us to have fun together like before.\To talk and laugh.\Shione!\Have you forgotten?\I'll tell you again.\Stop using my given name like we're friends.\Use it again, and response:	Shione!
context: I want us to have fun together like before.\To talk and laugh.\Shione!\Have you forgotten?\I'll tell you again.\Stop using my given name like we're friends.\Use it again, and\Shione! response:	I don't want to call you Togawa-san.
context: To talk and laugh.\Shione!\Have you forgotten?\I'll tell you again.\Stop using my given name like we're friends.\Use it again, and\Shione!\I don't want to call you Togawa-san. response:	We're friends, aren't we?
context: Shione!\Have you forgotten?\I'll tell you again.\Stop using my given name like we're friends.\Use it again, and\Shione!\I don't want to call you Togawa-san.\We're friends, aren't we? response:	I don't want to see your face.
context: Have you forgotten?\I'll tell you again.\Stop using my given name like we're friends.\Use it again, and\Shione!\I don't want to call you Togawa-san.\We're friends, aren't we?\I don't want to see your face. response:	Or hear your voice.
context: I'll tell you again.\Stop using my given name like we're friends.\Use it again, and\Shione!\I don't want to call you Togawa-san.\We're friends, aren't we?\I don't want to see your face.\Or hear your voice. response:	We aren't friends or anything.
context: Stop using my given name like we're friends.\Use it again, and\Shione!\I don't want to call you Togawa-san.\We're friends, aren't we?\I don't want to see your face.\Or hear your voice.\We aren't friends or anything. response:	How can I smile?
context: Use it again, and\Shione!\I don't want to call you Togawa-san.\We're friends, aren't we?\I don't want to see your face.\Or hear your voice.\We aren't friends or anything.\How can I smile? response:	I can't!
context: Shione!\I don't want to call you Togawa-san.\We're friends, aren't we?\I don't want to see your face.\Or hear your voice.\We aren't friends or anything.\How can I smile?\I can't! response:	Because Noel...
context: I don't want to call you Togawa-san.\We're friends, aren't we?\I don't want to see your face.\Or hear your voice.\We aren't friends or anything.\How can I smile?\I can't!\Because Noel... response:	I'm not like you.
context: We're friends, aren't we?\I don't want to see your face.\Or hear your voice.\We aren't friends or anything.\How can I smile?\I can't!\Because Noel...\I'm not like you. response:	I don't make promises I can't keep,
context: I don't want to see your face.\Or hear your voice.\We aren't friends or anything.\How can I smile?\I can't!\Because Noel...\I'm not like you.\I don't make promises I can't keep, response:	and I don't say things to get people's hopes up.
context: Or hear your voice.\We aren't friends or anything.\How can I smile?\I can't!\Because Noel...\I'm not like you.\I don't make promises I can't keep,\and I don't say things to get people's hopes up. response:	Goodbye, Komiya-san.
context: We aren't friends or anything.\How can I smile?\I can't!\Because Noel...\I'm not like you.\I don't make promises I can't keep,\and I don't say things to get people's hopes up.\Goodbye, Komiya-san. response:	Buttered Potatoes Fried Noodles
context: How can I smile?\I can't!\Because Noel...\I'm not like you.\I don't make promises I can't keep,\and I don't say things to get people's hopes up.\Goodbye, Komiya-san.\Buttered Potatoes Fried Noodles response:	I wonder if Nonoka found Shione.
context: I can't!\Because Noel...\I'm not like you.\I don't make promises I can't keep,\and I don't say things to get people's hopes up.\Goodbye, Komiya-san.\Buttered Potatoes Fried Noodles\I wonder if Nonoka found Shione. response:	Jeez, there's no point to this if the five of us aren't all here.
