context: ' Good morning'' Good morning. response:	Hey how did you know we have a test at 1 o'clock today?
context: Why couldn't you have waited, Clow?\It's not that I don't like our new master'\You like her a lot.\But'\Clow is no longer.\But, you still remember him.\You can talk to me whenever you wish.\About he who is so important to you. response:	Clow'
context: It's not that I don't like our new master'\You like her a lot.\But'\Clow is no longer.\But, you still remember him.\You can talk to me whenever you wish.\About he who is so important to you.\Clow' response:	I am very glad I came here.
context: You like her a lot.\But'\Clow is no longer.\But, you still remember him.\You can talk to me whenever you wish.\About he who is so important to you.\Clow'\I am very glad I came here. response:	To meet Sakura, you and Kerberos.
context: But'\Clow is no longer.\But, you still remember him.\You can talk to me whenever you wish.\About he who is so important to you.\Clow'\I am very glad I came here.\To meet Sakura, you and Kerberos. response:	But there were two things I couldn't predict.
context: Clow is no longer.\But, you still remember him.\You can talk to me whenever you wish.\About he who is so important to you.\Clow'\I am very glad I came here.\To meet Sakura, you and Kerberos.\But there were two things I couldn't predict. response:	The first was you. I could not predict
context: But, you still remember him.\You can talk to me whenever you wish.\About he who is so important to you.\Clow'\I am very glad I came here.\To meet Sakura, you and Kerberos.\But there were two things I couldn't predict.\The first was you. I could not predict response:	how your false form's heart would choose.
context: You can talk to me whenever you wish.\About he who is so important to you.\Clow'\I am very glad I came here.\To meet Sakura, you and Kerberos.\But there were two things I couldn't predict.\The first was you. I could not predict\how your false form's heart would choose. response:	I thought Yukito would have fallen for Sakura-san'
context: About he who is so important to you.\Clow'\I am very glad I came here.\To meet Sakura, you and Kerberos.\But there were two things I couldn't predict.\The first was you. I could not predict\how your false form's heart would choose.\I thought Yukito would have fallen for Sakura-san' response:	The other was Sakura's heart.
context: Clow'\I am very glad I came here.\To meet Sakura, you and Kerberos.\But there were two things I couldn't predict.\The first was you. I could not predict\how your false form's heart would choose.\I thought Yukito would have fallen for Sakura-san'\The other was Sakura's heart. response:	I couldn't foresee how either of them would react.
context: I am very glad I came here.\To meet Sakura, you and Kerberos.\But there were two things I couldn't predict.\The first was you. I could not predict\how your false form's heart would choose.\I thought Yukito would have fallen for Sakura-san'\The other was Sakura's heart.\I couldn't foresee how either of them would react. response:	Yes yes I'm coming.
context: To meet Sakura, you and Kerberos.\But there were two things I couldn't predict.\The first was you. I could not predict\how your false form's heart would choose.\I thought Yukito would have fallen for Sakura-san'\The other was Sakura's heart.\I couldn't foresee how either of them would react.\Yes yes I'm coming. response:	Yes, Li residence.
context: But there were two things I couldn't predict.\The first was you. I could not predict\how your false form's heart would choose.\I thought Yukito would have fallen for Sakura-san'\The other was Sakura's heart.\I couldn't foresee how either of them would react.\Yes yes I'm coming.\Yes, Li residence. response:	Oh my! It has been a while since we heard from you.
context: The first was you. I could not predict\how your false form's heart would choose.\I thought Yukito would have fallen for Sakura-san'\The other was Sakura's heart.\I couldn't foresee how either of them would react.\Yes yes I'm coming.\Yes, Li residence.\Oh my! It has been a while since we heard from you. response:	Master Shao Lan, there is a phone call from your mother.
context: how your false form's heart would choose.\I thought Yukito would have fallen for Sakura-san'\The other was Sakura's heart.\I couldn't foresee how either of them would react.\Yes yes I'm coming.\Yes, Li residence.\Oh my! It has been a while since we heard from you.\Master Shao Lan, there is a phone call from your mother. response:	Eh? From mother?
context: I thought Yukito would have fallen for Sakura-san'\The other was Sakura's heart.\I couldn't foresee how either of them would react.\Yes yes I'm coming.\Yes, Li residence.\Oh my! It has been a while since we heard from you.\Master Shao Lan, there is a phone call from your mother.\Eh? From mother? response:	Hello, this is Shao Lan.
context: The other was Sakura's heart.\I couldn't foresee how either of them would react.\Yes yes I'm coming.\Yes, Li residence.\Oh my! It has been a while since we heard from you.\Master Shao Lan, there is a phone call from your mother.\Eh? From mother?\Hello, this is Shao Lan. response:	Yes. And you?
context: I couldn't foresee how either of them would react.\Yes yes I'm coming.\Yes, Li residence.\Oh my! It has been a while since we heard from you.\Master Shao Lan, there is a phone call from your mother.\Eh? From mother?\Hello, this is Shao Lan.\Yes. And you? response:	Yes, the Clow cards have all'
context: Yes yes I'm coming.\Yes, Li residence.\Oh my! It has been a while since we heard from you.\Master Shao Lan, there is a phone call from your mother.\Eh? From mother?\Hello, this is Shao Lan.\Yes. And you?\Yes, the Clow cards have all' response:	Well done!
context: Yes, Li residence.\Oh my! It has been a while since we heard from you.\Master Shao Lan, there is a phone call from your mother.\Eh? From mother?\Hello, this is Shao Lan.\Yes. And you?\Yes, the Clow cards have all'\Well done! response:	Next is' let's see here'
context: Oh my! It has been a while since we heard from you.\Master Shao Lan, there is a phone call from your mother.\Eh? From mother?\Hello, this is Shao Lan.\Yes. And you?\Yes, the Clow cards have all'\Well done!\Next is' let's see here' response:	Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'
context: Master Shao Lan, there is a phone call from your mother.\Eh? From mother?\Hello, this is Shao Lan.\Yes. And you?\Yes, the Clow cards have all'\Well done!\Next is' let's see here'\Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left' response:	That's true'
context: Eh? From mother?\Hello, this is Shao Lan.\Yes. And you?\Yes, the Clow cards have all'\Well done!\Next is' let's see here'\Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'\That's true' response:	Aren't you glad, Chiharu-chan?
context: Hello, this is Shao Lan.\Yes. And you?\Yes, the Clow cards have all'\Well done!\Next is' let's see here'\Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'\That's true'\Aren't you glad, Chiharu-chan? response:	It seems a bit strange, I guess.
context: Yes. And you?\Yes, the Clow cards have all'\Well done!\Next is' let's see here'\Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'\That's true'\Aren't you glad, Chiharu-chan?\It seems a bit strange, I guess. response:	Sakura isn't as cheerful as she used to be, is she?
context: Yes, the Clow cards have all'\Well done!\Next is' let's see here'\Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'\That's true'\Aren't you glad, Chiharu-chan?\It seems a bit strange, I guess.\Sakura isn't as cheerful as she used to be, is she? response:	I wonder what's wrong.
context: Well done!\Next is' let's see here'\Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'\That's true'\Aren't you glad, Chiharu-chan?\It seems a bit strange, I guess.\Sakura isn't as cheerful as she used to be, is she?\I wonder what's wrong. response:	Do you have a minute?
context: Next is' let's see here'\Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'\That's true'\Aren't you glad, Chiharu-chan?\It seems a bit strange, I guess.\Sakura isn't as cheerful as she used to be, is she?\I wonder what's wrong.\Do you have a minute? response:	Um' I'
context: Hey you know what? Yamazaki-kun hasn't told a lie since Hiragizawa-kun left'\That's true'\Aren't you glad, Chiharu-chan?\It seems a bit strange, I guess.\Sakura isn't as cheerful as she used to be, is she?\I wonder what's wrong.\Do you have a minute?\Um' I' response:	I got a phone call from my mother yesterday'
context: That's true'\Aren't you glad, Chiharu-chan?\It seems a bit strange, I guess.\Sakura isn't as cheerful as she used to be, is she?\I wonder what's wrong.\Do you have a minute?\Um' I'\I got a phone call from my mother yesterday' response:	and'
context: Aren't you glad, Chiharu-chan?\It seems a bit strange, I guess.\Sakura isn't as cheerful as she used to be, is she?\I wonder what's wrong.\Do you have a minute?\Um' I'\I got a phone call from my mother yesterday'\and' response:	the Clow cards have all been changed
context: It seems a bit strange, I guess.\Sakura isn't as cheerful as she used to be, is she?\I wonder what's wrong.\Do you have a minute?\Um' I'\I got a phone call from my mother yesterday'\and'\the Clow cards have all been changed response:	and nothing strange is happening anymore'
context: Sakura isn't as cheerful as she used to be, is she?\I wonder what's wrong.\Do you have a minute?\Um' I'\I got a phone call from my mother yesterday'\and'\the Clow cards have all been changed\and nothing strange is happening anymore' response:	Yeah'
context: I wonder what's wrong.\Do you have a minute?\Um' I'\I got a phone call from my mother yesterday'\and'\the Clow cards have all been changed\and nothing strange is happening anymore'\Yeah' response:	Umm' I'
context: Do you have a minute?\Um' I'\I got a phone call from my mother yesterday'\and'\the Clow cards have all been changed\and nothing strange is happening anymore'\Yeah'\Umm' I' response:	I'm glad I got the chance to meet you.
context: Um' I'\I got a phone call from my mother yesterday'\and'\the Clow cards have all been changed\and nothing strange is happening anymore'\Yeah'\Umm' I'\I'm glad I got the chance to meet you. response:	When I came to Japan, all I could think of was myself.
context: I got a phone call from my mother yesterday'\and'\the Clow cards have all been changed\and nothing strange is happening anymore'\Yeah'\Umm' I'\I'm glad I got the chance to meet you.\When I came to Japan, all I could think of was myself. response:	My head was filled with the Clow cards and becoming stronger.
context: and'\the Clow cards have all been changed\and nothing strange is happening anymore'\Yeah'\Umm' I'\I'm glad I got the chance to meet you.\When I came to Japan, all I could think of was myself.\My head was filled with the Clow cards and becoming stronger. response:	You would do your best
context: the Clow cards have all been changed\and nothing strange is happening anymore'\Yeah'\Umm' I'\I'm glad I got the chance to meet you.\When I came to Japan, all I could think of was myself.\My head was filled with the Clow cards and becoming stronger.\You would do your best response:	and try your hardest for anyone.
context: and nothing strange is happening anymore'\Yeah'\Umm' I'\I'm glad I got the chance to meet you.\When I came to Japan, all I could think of was myself.\My head was filled with the Clow cards and becoming stronger.\You would do your best\and try your hardest for anyone. response:	I couldn't do that.
context: Yeah'\Umm' I'\I'm glad I got the chance to meet you.\When I came to Japan, all I could think of was myself.\My head was filled with the Clow cards and becoming stronger.\You would do your best\and try your hardest for anyone.\I couldn't do that. response:	That's not true!
context: Umm' I'\I'm glad I got the chance to meet you.\When I came to Japan, all I could think of was myself.\My head was filled with the Clow cards and becoming stronger.\You would do your best\and try your hardest for anyone.\I couldn't do that.\That's not true! response:	Ever since I met you, you've been courageous and helpful'
context: I'm glad I got the chance to meet you.\When I came to Japan, all I could think of was myself.\My head was filled with the Clow cards and becoming stronger.\You would do your best\and try your hardest for anyone.\I couldn't do that.\That's not true!\Ever since I met you, you've been courageous and helpful' response:	I couldn't have done it without you' and'
context: When I came to Japan, all I could think of was myself.\My head was filled with the Clow cards and becoming stronger.\You would do your best\and try your hardest for anyone.\I couldn't do that.\That's not true!\Ever since I met you, you've been courageous and helpful'\I couldn't have done it without you' and' response:	Thank you.
context: My head was filled with the Clow cards and becoming stronger.\You would do your best\and try your hardest for anyone.\I couldn't do that.\That's not true!\Ever since I met you, you've been courageous and helpful'\I couldn't have done it without you' and'\Thank you. response:	That's all I wanted to say. See ya.
context: You would do your best\and try your hardest for anyone.\I couldn't do that.\That's not true!\Ever since I met you, you've been courageous and helpful'\I couldn't have done it without you' and'\Thank you.\That's all I wanted to say. See ya. response:	Shao Lan! Wait'
context: and try your hardest for anyone.\I couldn't do that.\That's not true!\Ever since I met you, you've been courageous and helpful'\I couldn't have done it without you' and'\Thank you.\That's all I wanted to say. See ya.\Shao Lan! Wait' response:	I'
context: I couldn't do that.\That's not true!\Ever since I met you, you've been courageous and helpful'\I couldn't have done it without you' and'\Thank you.\That's all I wanted to say. See ya.\Shao Lan! Wait'\I' response:	I don't know how I feel about you'
context: That's not true!\Ever since I met you, you've been courageous and helpful'\I couldn't have done it without you' and'\Thank you.\That's all I wanted to say. See ya.\Shao Lan! Wait'\I'\I don't know how I feel about you' response:	Mizuki-sensei has returned.
context: Ever since I met you, you've been courageous and helpful'\I couldn't have done it without you' and'\Thank you.\That's all I wanted to say. See ya.\Shao Lan! Wait'\I'\I don't know how I feel about you'\Mizuki-sensei has returned. response:	I saw her yesterday.
context: I couldn't have done it without you' and'\Thank you.\That's all I wanted to say. See ya.\Shao Lan! Wait'\I'\I don't know how I feel about you'\Mizuki-sensei has returned.\I saw her yesterday. response:	It seems she knew all about it.
context: Thank you.\That's all I wanted to say. See ya.\Shao Lan! Wait'\I'\I don't know how I feel about you'\Mizuki-sensei has returned.\I saw her yesterday.\It seems she knew all about it. response:	About Clow Reed and all that'
context: That's all I wanted to say. See ya.\Shao Lan! Wait'\I'\I don't know how I feel about you'\Mizuki-sensei has returned.\I saw her yesterday.\It seems she knew all about it.\About Clow Reed and all that' response:	damn, she could have said something'
context: Shao Lan! Wait'\I'\I don't know how I feel about you'\Mizuki-sensei has returned.\I saw her yesterday.\It seems she knew all about it.\About Clow Reed and all that'\damn, she could have said something' response:	Still, I'm glad.
context: I'\I don't know how I feel about you'\Mizuki-sensei has returned.\I saw her yesterday.\It seems she knew all about it.\About Clow Reed and all that'\damn, she could have said something'\Still, I'm glad. response:	He made my false form
context: I don't know how I feel about you'\Mizuki-sensei has returned.\I saw her yesterday.\It seems she knew all about it.\About Clow Reed and all that'\damn, she could have said something'\Still, I'm glad.\He made my false form response:	Because of that
context: Mizuki-sensei has returned.\I saw her yesterday.\It seems she knew all about it.\About Clow Reed and all that'\damn, she could have said something'\Still, I'm glad.\He made my false form\Because of that response:	I met Sakura, and you, Touya.
context: I saw her yesterday.\It seems she knew all about it.\About Clow Reed and all that'\damn, she could have said something'\Still, I'm glad.\He made my false form\Because of that\I met Sakura, and you, Touya. response:	Sakura-chan?
context: It seems she knew all about it.\About Clow Reed and all that'\damn, she could have said something'\Still, I'm glad.\He made my false form\Because of that\I met Sakura, and you, Touya.\Sakura-chan? response:	Did something happen?
context: About Clow Reed and all that'\damn, she could have said something'\Still, I'm glad.\He made my false form\Because of that\I met Sakura, and you, Touya.\Sakura-chan?\Did something happen? response:	Hey, Sakura' what is it?
context: damn, she could have said something'\Still, I'm glad.\He made my false form\Because of that\I met Sakura, and you, Touya.\Sakura-chan?\Did something happen?\Hey, Sakura' what is it? response:	Do you have a fever?
context: Still, I'm glad.\He made my false form\Because of that\I met Sakura, and you, Touya.\Sakura-chan?\Did something happen?\Hey, Sakura' what is it?\Do you have a fever? response:	I'm fine.
context: He made my false form\Because of that\I met Sakura, and you, Touya.\Sakura-chan?\Did something happen?\Hey, Sakura' what is it?\Do you have a fever?\I'm fine. response:	You've been so strange since yesterday'
context: Because of that\I met Sakura, and you, Touya.\Sakura-chan?\Did something happen?\Hey, Sakura' what is it?\Do you have a fever?\I'm fine.\You've been so strange since yesterday' response:	what happened?
context: I met Sakura, and you, Touya.\Sakura-chan?\Did something happen?\Hey, Sakura' what is it?\Do you have a fever?\I'm fine.\You've been so strange since yesterday'\what happened? response:	I really like you!
context: Sakura-chan?\Did something happen?\Hey, Sakura' what is it?\Do you have a fever?\I'm fine.\You've been so strange since yesterday'\what happened?\I really like you! response:	I like him too'
context: Did something happen?\Hey, Sakura' what is it?\Do you have a fever?\I'm fine.\You've been so strange since yesterday'\what happened?\I really like you!\I like him too' response:	but only as a friend?
context: Hey, Sakura' what is it?\Do you have a fever?\I'm fine.\You've been so strange since yesterday'\what happened?\I really like you!\I like him too'\but only as a friend? response:	Is that all?
context: Do you have a fever?\I'm fine.\You've been so strange since yesterday'\what happened?\I really like you!\I like him too'\but only as a friend?\Is that all? response:	It seems different.
context: I'm fine.\You've been so strange since yesterday'\what happened?\I really like you!\I like him too'\but only as a friend?\Is that all?\It seems different. response:	But it's different from how I felt about Yukito too'
context: You've been so strange since yesterday'\what happened?\I really like you!\I like him too'\but only as a friend?\Is that all?\It seems different.\But it's different from how I felt about Yukito too' response:	Which feeling is it?
context: what happened?\I really like you!\I like him too'\but only as a friend?\Is that all?\It seems different.\But it's different from how I felt about Yukito too'\Which feeling is it? response:	Well have you told her yet?
context: I really like you!\I like him too'\but only as a friend?\Is that all?\It seems different.\But it's different from how I felt about Yukito too'\Which feeling is it?\Well have you told her yet? response:	Yeah.
context: I like him too'\but only as a friend?\Is that all?\It seems different.\But it's different from how I felt about Yukito too'\Which feeling is it?\Well have you told her yet?\Yeah. response:	What did she say?
context: but only as a friend?\Is that all?\It seems different.\But it's different from how I felt about Yukito too'\Which feeling is it?\Well have you told her yet?\Yeah.\What did she say? response:	She hasn't said anything.
context: Is that all?\It seems different.\But it's different from how I felt about Yukito too'\Which feeling is it?\Well have you told her yet?\Yeah.\What did she say?\She hasn't said anything. response:	What!? Why!? But today's your last'
context: It seems different.\But it's different from how I felt about Yukito too'\Which feeling is it?\Well have you told her yet?\Yeah.\What did she say?\She hasn't said anything.\What!? Why!? But today's your last' response:	It's ok. I told her how I feel.
context: But it's different from how I felt about Yukito too'\Which feeling is it?\Well have you told her yet?\Yeah.\What did she say?\She hasn't said anything.\What!? Why!? But today's your last'\It's ok. I told her how I feel. response:	It's not ok.
context: Which feeling is it?\Well have you told her yet?\Yeah.\What did she say?\She hasn't said anything.\What!? Why!? But today's your last'\It's ok. I told her how I feel.\It's not ok. response:	Geez' how can you let her go?
context: Well have you told her yet?\Yeah.\What did she say?\She hasn't said anything.\What!? Why!? But today's your last'\It's ok. I told her how I feel.\It's not ok.\Geez' how can you let her go? response:	I'll talk to you later, Mei Lin.
context: Yeah.\What did she say?\She hasn't said anything.\What!? Why!? But today's your last'\It's ok. I told her how I feel.\It's not ok.\Geez' how can you let her go?\I'll talk to you later, Mei Lin. response:	Hey wait! Shao Lan!
context: What did she say?\She hasn't said anything.\What!? Why!? But today's your last'\It's ok. I told her how I feel.\It's not ok.\Geez' how can you let her go?\I'll talk to you later, Mei Lin.\Hey wait! Shao Lan! response:	It's almost time.
context: She hasn't said anything.\What!? Why!? But today's your last'\It's ok. I told her how I feel.\It's not ok.\Geez' how can you let her go?\I'll talk to you later, Mei Lin.\Hey wait! Shao Lan!\It's almost time. response:	Ok.
context: What!? Why!? But today's your last'\It's ok. I told her how I feel.\It's not ok.\Geez' how can you let her go?\I'll talk to you later, Mei Lin.\Hey wait! Shao Lan!\It's almost time.\Ok. response:	Let's go, Wei.
context: It's ok. I told her how I feel.\It's not ok.\Geez' how can you let her go?\I'll talk to you later, Mei Lin.\Hey wait! Shao Lan!\It's almost time.\Ok.\Let's go, Wei. response:	(Touya's part time job.)
context: It's not ok.\Geez' how can you let her go?\I'll talk to you later, Mei Lin.\Hey wait! Shao Lan!\It's almost time.\Ok.\Let's go, Wei.\(Touya's part time job.) response:	Good morning, Sakura-san.
context: Geez' how can you let her go?\I'll talk to you later, Mei Lin.\Hey wait! Shao Lan!\It's almost time.\Ok.\Let's go, Wei.\(Touya's part time job.)\Good morning, Sakura-san. response:	Good morning.
context: I'll talk to you later, Mei Lin.\Hey wait! Shao Lan!\It's almost time.\Ok.\Let's go, Wei.\(Touya's part time job.)\Good morning, Sakura-san.\Good morning. response:	What's wrong? You don't seem happy.
context: Hey wait! Shao Lan!\It's almost time.\Ok.\Let's go, Wei.\(Touya's part time job.)\Good morning, Sakura-san.\Good morning.\What's wrong? You don't seem happy. response:	I'll get it.
context: It's almost time.\Ok.\Let's go, Wei.\(Touya's part time job.)\Good morning, Sakura-san.\Good morning.\What's wrong? You don't seem happy.\I'll get it. response:	Yes, Kinomoto residence.
context: Ok.\Let's go, Wei.\(Touya's part time job.)\Good morning, Sakura-san.\Good morning.\What's wrong? You don't seem happy.\I'll get it.\Yes, Kinomoto residence. response:	Oh Tomoyo? What's wrong? Don't you have choir'
context: Let's go, Wei.\(Touya's part time job.)\Good morning, Sakura-san.\Good morning.\What's wrong? You don't seem happy.\I'll get it.\Yes, Kinomoto residence.\Oh Tomoyo? What's wrong? Don't you have choir' response:	I overheard Terada-sensei talking about it'
context: (Touya's part time job.)\Good morning, Sakura-san.\Good morning.\What's wrong? You don't seem happy.\I'll get it.\Yes, Kinomoto residence.\Oh Tomoyo? What's wrong? Don't you have choir'\I overheard Terada-sensei talking about it' response:	Li-kun is going back to Hong Kong on the 11 o-clock plane today!
context: Good morning, Sakura-san.\Good morning.\What's wrong? You don't seem happy.\I'll get it.\Yes, Kinomoto residence.\Oh Tomoyo? What's wrong? Don't you have choir'\I overheard Terada-sensei talking about it'\Li-kun is going back to Hong Kong on the 11 o-clock plane today! response:	He won't be coming back! Sakura?
context: Good morning.\What's wrong? You don't seem happy.\I'll get it.\Yes, Kinomoto residence.\Oh Tomoyo? What's wrong? Don't you have choir'\I overheard Terada-sensei talking about it'\Li-kun is going back to Hong Kong on the 11 o-clock plane today!\He won't be coming back! Sakura? response:	Are you listening? Sakura-chan! Sakura-chan??
context: What's wrong? You don't seem happy.\I'll get it.\Yes, Kinomoto residence.\Oh Tomoyo? What's wrong? Don't you have choir'\I overheard Terada-sensei talking about it'\Li-kun is going back to Hong Kong on the 11 o-clock plane today!\He won't be coming back! Sakura?\Are you listening? Sakura-chan! Sakura-chan?? response:	Shao Lan-kun is going back'
context: I'll get it.\Yes, Kinomoto residence.\Oh Tomoyo? What's wrong? Don't you have choir'\I overheard Terada-sensei talking about it'\Li-kun is going back to Hong Kong on the 11 o-clock plane today!\He won't be coming back! Sakura?\Are you listening? Sakura-chan! Sakura-chan??\Shao Lan-kun is going back' response:	That can't be true'
context: Yes, Kinomoto residence.\Oh Tomoyo? What's wrong? Don't you have choir'\I overheard Terada-sensei talking about it'\Li-kun is going back to Hong Kong on the 11 o-clock plane today!\He won't be coming back! Sakura?\Are you listening? Sakura-chan! Sakura-chan??\Shao Lan-kun is going back'\That can't be true' response:	That can't be true'
context: Oh Tomoyo? What's wrong? Don't you have choir'\I overheard Terada-sensei talking about it'\Li-kun is going back to Hong Kong on the 11 o-clock plane today!\He won't be coming back! Sakura?\Are you listening? Sakura-chan! Sakura-chan??\Shao Lan-kun is going back'\That can't be true'\That can't be true' response:	That can't be true'
context: I overheard Terada-sensei talking about it'\Li-kun is going back to Hong Kong on the 11 o-clock plane today!\He won't be coming back! Sakura?\Are you listening? Sakura-chan! Sakura-chan??\Shao Lan-kun is going back'\That can't be true'\That can't be true'\That can't be true' response:	What I feel' to Shao Lan'
context: Li-kun is going back to Hong Kong on the 11 o-clock plane today!\He won't be coming back! Sakura?\Are you listening? Sakura-chan! Sakura-chan??\Shao Lan-kun is going back'\That can't be true'\That can't be true'\That can't be true'\What I feel' to Shao Lan' response:	Sakura' card?
context: He won't be coming back! Sakura?\Are you listening? Sakura-chan! Sakura-chan??\Shao Lan-kun is going back'\That can't be true'\That can't be true'\That can't be true'\What I feel' to Shao Lan'\Sakura' card? response:	Shao Lan-kun'
context: Are you listening? Sakura-chan! Sakura-chan??\Shao Lan-kun is going back'\That can't be true'\That can't be true'\That can't be true'\What I feel' to Shao Lan'\Sakura' card?\Shao Lan-kun' response:	I'll check your luggage.
context: Shao Lan-kun is going back'\That can't be true'\That can't be true'\That can't be true'\What I feel' to Shao Lan'\Sakura' card?\Shao Lan-kun'\I'll check your luggage. response:	Ok.
context: That can't be true'\That can't be true'\That can't be true'\What I feel' to Shao Lan'\Sakura' card?\Shao Lan-kun'\I'll check your luggage.\Ok. response:	Will she be mad
context: That can't be true'\That can't be true'\What I feel' to Shao Lan'\Sakura' card?\Shao Lan-kun'\I'll check your luggage.\Ok.\Will she be mad response:	that I leave without telling her?
context: That can't be true'\What I feel' to Shao Lan'\Sakura' card?\Shao Lan-kun'\I'll check your luggage.\Ok.\Will she be mad\that I leave without telling her? response:	I wonder what her answer would have been'
context: What I feel' to Shao Lan'\Sakura' card?\Shao Lan-kun'\I'll check your luggage.\Ok.\Will she be mad\that I leave without telling her?\I wonder what her answer would have been' response:	I hope it hasn't caused her trouble'
context: Sakura' card?\Shao Lan-kun'\I'll check your luggage.\Ok.\Will she be mad\that I leave without telling her?\I wonder what her answer would have been'\I hope it hasn't caused her trouble' response:	Shao Lan-kun!
context: Shao Lan-kun'\I'll check your luggage.\Ok.\Will she be mad\that I leave without telling her?\I wonder what her answer would have been'\I hope it hasn't caused her trouble'\Shao Lan-kun! response:	How?
context: I'll check your luggage.\Ok.\Will she be mad\that I leave without telling her?\I wonder what her answer would have been'\I hope it hasn't caused her trouble'\Shao Lan-kun!\How? response:	I'
context: Ok.\Will she be mad\that I leave without telling her?\I wonder what her answer would have been'\I hope it hasn't caused her trouble'\Shao Lan-kun!\How?\I' response:	umm'
context: Will she be mad\that I leave without telling her?\I wonder what her answer would have been'\I hope it hasn't caused her trouble'\Shao Lan-kun!\How?\I'\umm' response:	Shao Lan-sama'
context: that I leave without telling her?\I wonder what her answer would have been'\I hope it hasn't caused her trouble'\Shao Lan-kun!\How?\I'\umm'\Shao Lan-sama' response:	here you go.
context: I wonder what her answer would have been'\I hope it hasn't caused her trouble'\Shao Lan-kun!\How?\I'\umm'\Shao Lan-sama'\here you go. response:	Can I have that bear?
context: I hope it hasn't caused her trouble'\Shao Lan-kun!\How?\I'\umm'\Shao Lan-sama'\here you go.\Can I have that bear? response:	=I am a dreamer= =with power deep inside.=
context: Shao Lan-kun!\How?\I'\umm'\Shao Lan-sama'\here you go.\Can I have that bear?\=I am a dreamer= =with power deep inside.= response:	=My world=
context: How?\I'\umm'\Shao Lan-sama'\here you go.\Can I have that bear?\=I am a dreamer= =with power deep inside.=\=My world= response:	=is made from dreams,= =love and uncertainty.=
context: I'\umm'\Shao Lan-sama'\here you go.\Can I have that bear?\=I am a dreamer= =with power deep inside.=\=My world=\=is made from dreams,= =love and uncertainty.= response:	=But something I couldn't even imagine=
context: umm'\Shao Lan-sama'\here you go.\Can I have that bear?\=I am a dreamer= =with power deep inside.=\=My world=\=is made from dreams,= =love and uncertainty.=\=But something I couldn't even imagine= response:	=must be hidden as well=
context: Shao Lan-sama'\here you go.\Can I have that bear?\=I am a dreamer= =with power deep inside.=\=My world=\=is made from dreams,= =love and uncertainty.=\=But something I couldn't even imagine=\=must be hidden as well= response:	=Like a tree facing at the sky=
context: here you go.\Can I have that bear?\=I am a dreamer= =with power deep inside.=\=My world=\=is made from dreams,= =love and uncertainty.=\=But something I couldn't even imagine=\=must be hidden as well=\=Like a tree facing at the sky= response:	=I stare at you'=
context: Can I have that bear?\=I am a dreamer= =with power deep inside.=\=My world=\=is made from dreams,= =love and uncertainty.=\=But something I couldn't even imagine=\=must be hidden as well=\=Like a tree facing at the sky=\=I stare at you'= response:	=Wanna find out,= =wanna realize'=
context: =I am a dreamer= =with power deep inside.=\=My world=\=is made from dreams,= =love and uncertainty.=\=But something I couldn't even imagine=\=must be hidden as well=\=Like a tree facing at the sky=\=I stare at you'=\=Wanna find out,= =wanna realize'= response:	='believing', just with this'=
context: =My world=\=is made from dreams,= =love and uncertainty.=\=But something I couldn't even imagine=\=must be hidden as well=\=Like a tree facing at the sky=\=I stare at you'=\=Wanna find out,= =wanna realize'=\='believing', just with this'= response:	=everything can be overcome.=
context: =is made from dreams,= =love and uncertainty.=\=But something I couldn't even imagine=\=must be hidden as well=\=Like a tree facing at the sky=\=I stare at you'=\=Wanna find out,= =wanna realize'=\='believing', just with this'=\=everything can be overcome.= response:	=like singing a song,= =like a miracle'=
context: =But something I couldn't even imagine=\=must be hidden as well=\=Like a tree facing at the sky=\=I stare at you'=\=Wanna find out,= =wanna realize'=\='believing', just with this'=\=everything can be overcome.=\=like singing a song,= =like a miracle'= response:	='missing' changes everything gradually,=
context: =must be hidden as well=\=Like a tree facing at the sky=\=I stare at you'=\=Wanna find out,= =wanna realize'=\='believing', just with this'=\=everything can be overcome.=\=like singing a song,= =like a miracle'=\='missing' changes everything gradually,= response:	=for sure,= =for sure'=
context: =Like a tree facing at the sky=\=I stare at you'=\=Wanna find out,= =wanna realize'=\='believing', just with this'=\=everything can be overcome.=\=like singing a song,= =like a miracle'=\='missing' changes everything gradually,=\=for sure,= =for sure'= response:	=will surprise me!=
context: =I stare at you'=\=Wanna find out,= =wanna realize'=\='believing', just with this'=\=everything can be overcome.=\=like singing a song,= =like a miracle'=\='missing' changes everything gradually,=\=for sure,= =for sure'=\=will surprise me!= response:	I'll see you again, right?
