context: Second Plate response:	Episode 5
context: Wow, it's really rich!\The beef's glistening, too! It's really beautiful!\I'll have a taste, then...\Even though the meat's really thick,\the spoon cut through it with ease!\The beef's so tender that it falls apart the moment it enters your mouth!\When you bite down, the beef's juice gushes out\and melts into the demi-glace sauce... response:	Delicious!
context: The beef's glistening, too! It's really beautiful!\I'll have a taste, then...\Even though the meat's really thick,\the spoon cut through it with ease!\The beef's so tender that it falls apart the moment it enters your mouth!\When you bite down, the beef's juice gushes out\and melts into the demi-glace sauce...\Delicious! response:	I'd thought of beef stew as having a pretty strong acidity,
context: I'll have a taste, then...\Even though the meat's really thick,\the spoon cut through it with ease!\The beef's so tender that it falls apart the moment it enters your mouth!\When you bite down, the beef's juice gushes out\and melts into the demi-glace sauce...\Delicious!\I'd thought of beef stew as having a pretty strong acidity, response:	but yours is really mellow!
context: Even though the meat's really thick,\the spoon cut through it with ease!\The beef's so tender that it falls apart the moment it enters your mouth!\When you bite down, the beef's juice gushes out\and melts into the demi-glace sauce...\Delicious!\I'd thought of beef stew as having a pretty strong acidity,\but yours is really mellow! response:	You noticed?
context: the spoon cut through it with ease!\The beef's so tender that it falls apart the moment it enters your mouth!\When you bite down, the beef's juice gushes out\and melts into the demi-glace sauce...\Delicious!\I'd thought of beef stew as having a pretty strong acidity,\but yours is really mellow!\You noticed? response:	I'm using white miso as my secret ingredient.
context: The beef's so tender that it falls apart the moment it enters your mouth!\When you bite down, the beef's juice gushes out\and melts into the demi-glace sauce...\Delicious!\I'd thought of beef stew as having a pretty strong acidity,\but yours is really mellow!\You noticed?\I'm using white miso as my secret ingredient. response:	The acidity in beef stew comes from tomatoes.
context: When you bite down, the beef's juice gushes out\and melts into the demi-glace sauce...\Delicious!\I'd thought of beef stew as having a pretty strong acidity,\but yours is really mellow!\You noticed?\I'm using white miso as my secret ingredient.\The acidity in beef stew comes from tomatoes. response:	Some people don't really like it.
context: and melts into the demi-glace sauce...\Delicious!\I'd thought of beef stew as having a pretty strong acidity,\but yours is really mellow!\You noticed?\I'm using white miso as my secret ingredient.\The acidity in beef stew comes from tomatoes.\Some people don't really like it. response:	By adding white miso at the end of the simmering stage,
context: Delicious!\I'd thought of beef stew as having a pretty strong acidity,\but yours is really mellow!\You noticed?\I'm using white miso as my secret ingredient.\The acidity in beef stew comes from tomatoes.\Some people don't really like it.\By adding white miso at the end of the simmering stage, response:	It tones down some of the spiky acidity
context: I'd thought of beef stew as having a pretty strong acidity,\but yours is really mellow!\You noticed?\I'm using white miso as my secret ingredient.\The acidity in beef stew comes from tomatoes.\Some people don't really like it.\By adding white miso at the end of the simmering stage,\It tones down some of the spiky acidity response:	to create a flavor profile that's more aligned with what people like in Japan.
context: but yours is really mellow!\You noticed?\I'm using white miso as my secret ingredient.\The acidity in beef stew comes from tomatoes.\Some people don't really like it.\By adding white miso at the end of the simmering stage,\It tones down some of the spiky acidity\to create a flavor profile that's more aligned with what people like in Japan. response:	Wow!
context: You noticed?\I'm using white miso as my secret ingredient.\The acidity in beef stew comes from tomatoes.\Some people don't really like it.\By adding white miso at the end of the simmering stage,\It tones down some of the spiky acidity\to create a flavor profile that's more aligned with what people like in Japan.\Wow! response:	Yukihira Diner
context: I'm using white miso as my secret ingredient.\The acidity in beef stew comes from tomatoes.\Some people don't really like it.\By adding white miso at the end of the simmering stage,\It tones down some of the spiky acidity\to create a flavor profile that's more aligned with what people like in Japan.\Wow!\Yukihira Diner response:	It's a recipe I developed as the diner's
context: The acidity in beef stew comes from tomatoes.\Some people don't really like it.\By adding white miso at the end of the simmering stage,\It tones down some of the spiky acidity\to create a flavor profile that's more aligned with what people like in Japan.\Wow!\Yukihira Diner\It's a recipe I developed as the diner's response:	secret menu item in my second year of junior high,
context: Some people don't really like it.\By adding white miso at the end of the simmering stage,\It tones down some of the spiky acidity\to create a flavor profile that's more aligned with what people like in Japan.\Wow!\Yukihira Diner\It's a recipe I developed as the diner's\secret menu item in my second year of junior high, response:	while getting barely any rest.
context: By adding white miso at the end of the simmering stage,\It tones down some of the spiky acidity\to create a flavor profile that's more aligned with what people like in Japan.\Wow!\Yukihira Diner\It's a recipe I developed as the diner's\secret menu item in my second year of junior high,\while getting barely any rest. response:	It's the first dish that got my dad's stamp of approval.
context: It tones down some of the spiky acidity\to create a flavor profile that's more aligned with what people like in Japan.\Wow!\Yukihira Diner\It's a recipe I developed as the diner's\secret menu item in my second year of junior high,\while getting barely any rest.\It's the first dish that got my dad's stamp of approval. response:	Yukihira Diner Secret Menu Item No. 5 Beef Stew
context: to create a flavor profile that's more aligned with what people like in Japan.\Wow!\Yukihira Diner\It's a recipe I developed as the diner's\secret menu item in my second year of junior high,\while getting barely any rest.\It's the first dish that got my dad's stamp of approval.\Yukihira Diner Secret Menu Item No. 5 Beef Stew response:	Wow!
context: Wow!\Yukihira Diner\It's a recipe I developed as the diner's\secret menu item in my second year of junior high,\while getting barely any rest.\It's the first dish that got my dad's stamp of approval.\Yukihira Diner Secret Menu Item No. 5 Beef Stew\Wow! response:	Isn't this dish already good enough to beat Mimasaka-senpai?
context: Yukihira Diner\It's a recipe I developed as the diner's\secret menu item in my second year of junior high,\while getting barely any rest.\It's the first dish that got my dad's stamp of approval.\Yukihira Diner Secret Menu Item No. 5 Beef Stew\Wow!\Isn't this dish already good enough to beat Mimasaka-senpai? response:	Oh, I don't think so.
context: It's a recipe I developed as the diner's\secret menu item in my second year of junior high,\while getting barely any rest.\It's the first dish that got my dad's stamp of approval.\Yukihira Diner Secret Menu Item No. 5 Beef Stew\Wow!\Isn't this dish already good enough to beat Mimasaka-senpai?\Oh, I don't think so. response:	I served the same dish to Mimasaka yesterday, too.
context: secret menu item in my second year of junior high,\while getting barely any rest.\It's the first dish that got my dad's stamp of approval.\Yukihira Diner Secret Menu Item No. 5 Beef Stew\Wow!\Isn't this dish already good enough to beat Mimasaka-senpai?\Oh, I don't think so.\I served the same dish to Mimasaka yesterday, too. response:	What?!
context: while getting barely any rest.\It's the first dish that got my dad's stamp of approval.\Yukihira Diner Secret Menu Item No. 5 Beef Stew\Wow!\Isn't this dish already good enough to beat Mimasaka-senpai?\Oh, I don't think so.\I served the same dish to Mimasaka yesterday, too.\What?! response:	Why did you do that?!
context: It's the first dish that got my dad's stamp of approval.\Yukihira Diner Secret Menu Item No. 5 Beef Stew\Wow!\Isn't this dish already good enough to beat Mimasaka-senpai?\Oh, I don't think so.\I served the same dish to Mimasaka yesterday, too.\What?!\Why did you do that?! response:	Well, part of it's because he'd have found out anyway,
context: Yukihira Diner Secret Menu Item No. 5 Beef Stew\Wow!\Isn't this dish already good enough to beat Mimasaka-senpai?\Oh, I don't think so.\I served the same dish to Mimasaka yesterday, too.\What?!\Why did you do that?!\Well, part of it's because he'd have found out anyway, response:	but I guess I wanted to make sure I leveled the playing field.
context: Wow!\Isn't this dish already good enough to beat Mimasaka-senpai?\Oh, I don't think so.\I served the same dish to Mimasaka yesterday, too.\What?!\Why did you do that?!\Well, part of it's because he'd have found out anyway,\but I guess I wanted to make sure I leveled the playing field. response:	This was my best work before I came to Totsuki.
context: Isn't this dish already good enough to beat Mimasaka-senpai?\Oh, I don't think so.\I served the same dish to Mimasaka yesterday, too.\What?!\Why did you do that?!\Well, part of it's because he'd have found out anyway,\but I guess I wanted to make sure I leveled the playing field.\This was my best work before I came to Totsuki. response:	How much further can I evolve this dish now?
context: Oh, I don't think so.\I served the same dish to Mimasaka yesterday, too.\What?!\Why did you do that?!\Well, part of it's because he'd have found out anyway,\but I guess I wanted to make sure I leveled the playing field.\This was my best work before I came to Totsuki.\How much further can I evolve this dish now? response:	Or will Mimasaka's profiling cause his version to surpass mine?
context: I served the same dish to Mimasaka yesterday, too.\What?!\Why did you do that?!\Well, part of it's because he'd have found out anyway,\but I guess I wanted to make sure I leveled the playing field.\This was my best work before I came to Totsuki.\How much further can I evolve this dish now?\Or will Mimasaka's profiling cause his version to surpass mine? response:	This taste is the starting point for our match!
context: What?!\Why did you do that?!\Well, part of it's because he'd have found out anyway,\but I guess I wanted to make sure I leveled the playing field.\This was my best work before I came to Totsuki.\How much further can I evolve this dish now?\Or will Mimasaka's profiling cause his version to surpass mine?\This taste is the starting point for our match! response:	It will be a battle of creativity!
context: Why did you do that?!\Well, part of it's because he'd have found out anyway,\but I guess I wanted to make sure I leveled the playing field.\This was my best work before I came to Totsuki.\How much further can I evolve this dish now?\Or will Mimasaka's profiling cause his version to surpass mine?\This taste is the starting point for our match!\It will be a battle of creativity! response:	Yukihira and Mimasaka...
context: Well, part of it's because he'd have found out anyway,\but I guess I wanted to make sure I leveled the playing field.\This was my best work before I came to Totsuki.\How much further can I evolve this dish now?\Or will Mimasaka's profiling cause his version to surpass mine?\This taste is the starting point for our match!\It will be a battle of creativity!\Yukihira and Mimasaka... response:	It just means I'll crush whoever wins the fight!
context: but I guess I wanted to make sure I leveled the playing field.\This was my best work before I came to Totsuki.\How much further can I evolve this dish now?\Or will Mimasaka's profiling cause his version to surpass mine?\This taste is the starting point for our match!\It will be a battle of creativity!\Yukihira and Mimasaka...\It just means I'll crush whoever wins the fight! response:	Kitchen No. 5
context: This was my best work before I came to Totsuki.\How much further can I evolve this dish now?\Or will Mimasaka's profiling cause his version to surpass mine?\This taste is the starting point for our match!\It will be a battle of creativity!\Yukihira and Mimasaka...\It just means I'll crush whoever wins the fight!\Kitchen No. 5 response:	Nope.
context: How much further can I evolve this dish now?\Or will Mimasaka's profiling cause his version to surpass mine?\This taste is the starting point for our match!\It will be a battle of creativity!\Yukihira and Mimasaka...\It just means I'll crush whoever wins the fight!\Kitchen No. 5\Nope. response:	I tried seasoning the beef with cumin and cardamom,
context: Or will Mimasaka's profiling cause his version to surpass mine?\This taste is the starting point for our match!\It will be a battle of creativity!\Yukihira and Mimasaka...\It just means I'll crush whoever wins the fight!\Kitchen No. 5\Nope.\I tried seasoning the beef with cumin and cardamom, response:	as I learned to do by making curry,
context: This taste is the starting point for our match!\It will be a battle of creativity!\Yukihira and Mimasaka...\It just means I'll crush whoever wins the fight!\Kitchen No. 5\Nope.\I tried seasoning the beef with cumin and cardamom,\as I learned to do by making curry, response:	but all the flavor's gone.
context: It will be a battle of creativity!\Yukihira and Mimasaka...\It just means I'll crush whoever wins the fight!\Kitchen No. 5\Nope.\I tried seasoning the beef with cumin and cardamom,\as I learned to do by making curry,\but all the flavor's gone. response:	The demi-glace sauce's flavor is just too strong.
context: Yukihira and Mimasaka...\It just means I'll crush whoever wins the fight!\Kitchen No. 5\Nope.\I tried seasoning the beef with cumin and cardamom,\as I learned to do by making curry,\but all the flavor's gone.\The demi-glace sauce's flavor is just too strong. response:	But if I add the spices during the simmering stage,
context: It just means I'll crush whoever wins the fight!\Kitchen No. 5\Nope.\I tried seasoning the beef with cumin and cardamom,\as I learned to do by making curry,\but all the flavor's gone.\The demi-glace sauce's flavor is just too strong.\But if I add the spices during the simmering stage, response:	their flavor will be too overwhelming and kill the mildness of the flavor.
context: Kitchen No. 5\Nope.\I tried seasoning the beef with cumin and cardamom,\as I learned to do by making curry,\but all the flavor's gone.\The demi-glace sauce's flavor is just too strong.\But if I add the spices during the simmering stage,\their flavor will be too overwhelming and kill the mildness of the flavor. response:	I thought about completely changing the flavor profile,
context: Nope.\I tried seasoning the beef with cumin and cardamom,\as I learned to do by making curry,\but all the flavor's gone.\The demi-glace sauce's flavor is just too strong.\But if I add the spices during the simmering stage,\their flavor will be too overwhelming and kill the mildness of the flavor.\I thought about completely changing the flavor profile, response:	White Miso
context: I tried seasoning the beef with cumin and cardamom,\as I learned to do by making curry,\but all the flavor's gone.\The demi-glace sauce's flavor is just too strong.\But if I add the spices during the simmering stage,\their flavor will be too overwhelming and kill the mildness of the flavor.\I thought about completely changing the flavor profile,\White Miso response:	but if I destroy the white miso's mild flavor,
context: as I learned to do by making curry,\but all the flavor's gone.\The demi-glace sauce's flavor is just too strong.\But if I add the spices during the simmering stage,\their flavor will be too overwhelming and kill the mildness of the flavor.\I thought about completely changing the flavor profile,\White Miso\but if I destroy the white miso's mild flavor, response:	it'll be completely different.
context: but all the flavor's gone.\The demi-glace sauce's flavor is just too strong.\But if I add the spices during the simmering stage,\their flavor will be too overwhelming and kill the mildness of the flavor.\I thought about completely changing the flavor profile,\White Miso\but if I destroy the white miso's mild flavor,\it'll be completely different. response:	I tried a lot of things,
context: The demi-glace sauce's flavor is just too strong.\But if I add the spices during the simmering stage,\their flavor will be too overwhelming and kill the mildness of the flavor.\I thought about completely changing the flavor profile,\White Miso\but if I destroy the white miso's mild flavor,\it'll be completely different.\I tried a lot of things, response:	but none of them stand out to me.
context: But if I add the spices during the simmering stage,\their flavor will be too overwhelming and kill the mildness of the flavor.\I thought about completely changing the flavor profile,\White Miso\but if I destroy the white miso's mild flavor,\it'll be completely different.\I tried a lot of things,\but none of them stand out to me. response:	In my Shokugeki against Nikumi,
context: their flavor will be too overwhelming and kill the mildness of the flavor.\I thought about completely changing the flavor profile,\White Miso\but if I destroy the white miso's mild flavor,\it'll be completely different.\I tried a lot of things,\but none of them stand out to me.\In my Shokugeki against Nikumi, response:	I thought about how to compete with her grade A5 meat.
context: I thought about completely changing the flavor profile,\White Miso\but if I destroy the white miso's mild flavor,\it'll be completely different.\I tried a lot of things,\but none of them stand out to me.\In my Shokugeki against Nikumi,\I thought about how to compete with her grade A5 meat. response:	In the first match,
context: White Miso\but if I destroy the white miso's mild flavor,\it'll be completely different.\I tried a lot of things,\but none of them stand out to me.\In my Shokugeki against Nikumi,\I thought about how to compete with her grade A5 meat.\In the first match, response:	I thought about how to overcome molecular gastronomy.
context: but if I destroy the white miso's mild flavor,\it'll be completely different.\I tried a lot of things,\but none of them stand out to me.\In my Shokugeki against Nikumi,\I thought about how to compete with her grade A5 meat.\In the first match,\I thought about how to overcome molecular gastronomy. response:	I've been focused on how to compete with my opponent's specialty.
context: it'll be completely different.\I tried a lot of things,\but none of them stand out to me.\In my Shokugeki against Nikumi,\I thought about how to compete with her grade A5 meat.\In the first match,\I thought about how to overcome molecular gastronomy.\I've been focused on how to compete with my opponent's specialty. response:	But Mimasaka doesn't have his own.
context: I tried a lot of things,\but none of them stand out to me.\In my Shokugeki against Nikumi,\I thought about how to compete with her grade A5 meat.\In the first match,\I thought about how to overcome molecular gastronomy.\I've been focused on how to compete with my opponent's specialty.\But Mimasaka doesn't have his own. response:	It's almost like I'm chasing myself.
context: but none of them stand out to me.\In my Shokugeki against Nikumi,\I thought about how to compete with her grade A5 meat.\In the first match,\I thought about how to overcome molecular gastronomy.\I've been focused on how to compete with my opponent's specialty.\But Mimasaka doesn't have his own.\It's almost like I'm chasing myself. response:	Hey, Mitsuru, about the next test dish...
context: In my Shokugeki against Nikumi,\I thought about how to compete with her grade A5 meat.\In the first match,\I thought about how to overcome molecular gastronomy.\I've been focused on how to compete with my opponent's specialty.\But Mimasaka doesn't have his own.\It's almost like I'm chasing myself.\Hey, Mitsuru, about the next test dish... response:	I'm already full!
context: I thought about how to compete with her grade A5 meat.\In the first match,\I thought about how to overcome molecular gastronomy.\I've been focused on how to compete with my opponent's specialty.\But Mimasaka doesn't have his own.\It's almost like I'm chasing myself.\Hey, Mitsuru, about the next test dish...\I'm already full! response:	That's because you're finishing each plate!
context: In the first match,\I thought about how to overcome molecular gastronomy.\I've been focused on how to compete with my opponent's specialty.\But Mimasaka doesn't have his own.\It's almost like I'm chasing myself.\Hey, Mitsuru, about the next test dish...\I'm already full!\That's because you're finishing each plate! response:	I can't possibly leave your dishes unfinished!
context: I thought about how to overcome molecular gastronomy.\I've been focused on how to compete with my opponent's specialty.\But Mimasaka doesn't have his own.\It's almost like I'm chasing myself.\Hey, Mitsuru, about the next test dish...\I'm already full!\That's because you're finishing each plate!\I can't possibly leave your dishes unfinished! response:	This isn't working.
context: I've been focused on how to compete with my opponent's specialty.\But Mimasaka doesn't have his own.\It's almost like I'm chasing myself.\Hey, Mitsuru, about the next test dish...\I'm already full!\That's because you're finishing each plate!\I can't possibly leave your dishes unfinished!\This isn't working. response:	He's motivated, all right, but he's just not very useful.
context: But Mimasaka doesn't have his own.\It's almost like I'm chasing myself.\Hey, Mitsuru, about the next test dish...\I'm already full!\That's because you're finishing each plate!\I can't possibly leave your dishes unfinished!\This isn't working.\He's motivated, all right, but he's just not very useful. response:	Does anyone else I know have a good sense of taste?
context: It's almost like I'm chasing myself.\Hey, Mitsuru, about the next test dish...\I'm already full!\That's because you're finishing each plate!\I can't possibly leave your dishes unfinished!\This isn't working.\He's motivated, all right, but he's just not very useful.\Does anyone else I know have a good sense of taste? response:	Can I walk you home, Sachiko?
context: Hey, Mitsuru, about the next test dish...\I'm already full!\That's because you're finishing each plate!\I can't possibly leave your dishes unfinished!\This isn't working.\He's motivated, all right, but he's just not very useful.\Does anyone else I know have a good sense of taste?\Can I walk you home, Sachiko? response:	What?
context: I'm already full!\That's because you're finishing each plate!\I can't possibly leave your dishes unfinished!\This isn't working.\He's motivated, all right, but he's just not very useful.\Does anyone else I know have a good sense of taste?\Can I walk you home, Sachiko?\What? response:	Wait a minute!
context: That's because you're finishing each plate!\I can't possibly leave your dishes unfinished!\This isn't working.\He's motivated, all right, but he's just not very useful.\Does anyone else I know have a good sense of taste?\Can I walk you home, Sachiko?\What?\Wait a minute! response:	They've only known each other for a few months,
context: I can't possibly leave your dishes unfinished!\This isn't working.\He's motivated, all right, but he's just not very useful.\Does anyone else I know have a good sense of taste?\Can I walk you home, Sachiko?\What?\Wait a minute!\They've only known each other for a few months, response:	but they're already going home from school alone together?!
context: This isn't working.\He's motivated, all right, but he's just not very useful.\Does anyone else I know have a good sense of taste?\Can I walk you home, Sachiko?\What?\Wait a minute!\They've only known each other for a few months,\but they're already going home from school alone together?! response:	Will they hold hands or something after this?!
context: He's motivated, all right, but he's just not very useful.\Does anyone else I know have a good sense of taste?\Can I walk you home, Sachiko?\What?\Wait a minute!\They've only known each other for a few months,\but they're already going home from school alone together?!\Will they hold hands or something after this?! response:	How shameless!
context: Does anyone else I know have a good sense of taste?\Can I walk you home, Sachiko?\What?\Wait a minute!\They've only known each other for a few months,\but they're already going home from school alone together?!\Will they hold hands or something after this?!\How shameless! response:	With Heart Vol. 8 (End) <To Be Continued>
context: Can I walk you home, Sachiko?\What?\Wait a minute!\They've only known each other for a few months,\but they're already going home from school alone together?!\Will they hold hands or something after this?!\How shameless!\With Heart Vol. 8 (End) <To Be Continued> response:	Oh!
context: What?\Wait a minute!\They've only known each other for a few months,\but they're already going home from school alone together?!\Will they hold hands or something after this?!\How shameless!\With Heart Vol. 8 (End) <To Be Continued>\Oh! response:	I'm missing the next volume!
context: Wait a minute!\They've only known each other for a few months,\but they're already going home from school alone together?!\Will they hold hands or something after this?!\How shameless!\With Heart Vol. 8 (End) <To Be Continued>\Oh!\I'm missing the next volume! response:	And this ended on a cliffhanger!
context: They've only known each other for a few months,\but they're already going home from school alone together?!\Will they hold hands or something after this?!\How shameless!\With Heart Vol. 8 (End) <To Be Continued>\Oh!\I'm missing the next volume!\And this ended on a cliffhanger! response:	Hisako!
context: but they're already going home from school alone together?!\Will they hold hands or something after this?!\How shameless!\With Heart Vol. 8 (End) <To Be Continued>\Oh!\I'm missing the next volume!\And this ended on a cliffhanger!\Hisako! response:	Where's the next volume?
context: Will they hold hands or something after this?!\How shameless!\With Heart Vol. 8 (End) <To Be Continued>\Oh!\I'm missing the next volume!\And this ended on a cliffhanger!\Hisako!\Where's the next volume? response:	Oh.
context: How shameless!\With Heart Vol. 8 (End) <To Be Continued>\Oh!\I'm missing the next volume!\And this ended on a cliffhanger!\Hisako!\Where's the next volume?\Oh. response:	Right.
context: With Heart Vol. 8 (End) <To Be Continued>\Oh!\I'm missing the next volume!\And this ended on a cliffhanger!\Hisako!\Where's the next volume?\Oh.\Right. response:	Oh, Erina.
context: Oh!\I'm missing the next volume!\And this ended on a cliffhanger!\Hisako!\Where's the next volume?\Oh.\Right.\Oh, Erina. response:	You haven't had a single boyfriend, even now that you're in high school?
context: I'm missing the next volume!\And this ended on a cliffhanger!\Hisako!\Where's the next volume?\Oh.\Right.\Oh, Erina.\You haven't had a single boyfriend, even now that you're in high school? response:	You're so hopeless, Erina.
context: And this ended on a cliffhanger!\Hisako!\Where's the next volume?\Oh.\Right.\Oh, Erina.\You haven't had a single boyfriend, even now that you're in high school?\You're so hopeless, Erina. response:	It seems the general public considers shojo manga to be the Bible of romance.
context: Hisako!\Where's the next volume?\Oh.\Right.\Oh, Erina.\You haven't had a single boyfriend, even now that you're in high school?\You're so hopeless, Erina.\It seems the general public considers shojo manga to be the Bible of romance. response:	With Heart
context: Where's the next volume?\Oh.\Right.\Oh, Erina.\You haven't had a single boyfriend, even now that you're in high school?\You're so hopeless, Erina.\It seems the general public considers shojo manga to be the Bible of romance.\With Heart response:	Thank you, Hisako!
context: Oh.\Right.\Oh, Erina.\You haven't had a single boyfriend, even now that you're in high school?\You're so hopeless, Erina.\It seems the general public considers shojo manga to be the Bible of romance.\With Heart\Thank you, Hisako! response:	Hisako's always provided everything for me.
context: Right.\Oh, Erina.\You haven't had a single boyfriend, even now that you're in high school?\You're so hopeless, Erina.\It seems the general public considers shojo manga to be the Bible of romance.\With Heart\Thank you, Hisako!\Hisako's always provided everything for me. response:	She was always at my side, whenever I wished it.
context: Oh, Erina.\You haven't had a single boyfriend, even now that you're in high school?\You're so hopeless, Erina.\It seems the general public considers shojo manga to be the Bible of romance.\With Heart\Thank you, Hisako!\Hisako's always provided everything for me.\She was always at my side, whenever I wished it. response:	I knew it! Hisako understands me!
context: You haven't had a single boyfriend, even now that you're in high school?\You're so hopeless, Erina.\It seems the general public considers shojo manga to be the Bible of romance.\With Heart\Thank you, Hisako!\Hisako's always provided everything for me.\She was always at my side, whenever I wished it.\I knew it! Hisako understands me! response:	I've been waiting for you!
context: You're so hopeless, Erina.\It seems the general public considers shojo manga to be the Bible of romance.\With Heart\Thank you, Hisako!\Hisako's always provided everything for me.\She was always at my side, whenever I wished it.\I knew it! Hisako understands me!\I've been waiting for you! response:	Hey, if you're not busy, can you taste-test my dish?
context: It seems the general public considers shojo manga to be the Bible of romance.\With Heart\Thank you, Hisako!\Hisako's always provided everything for me.\She was always at my side, whenever I wished it.\I knew it! Hisako understands me!\I've been waiting for you!\Hey, if you're not busy, can you taste-test my dish? response:	Yukihira Soma?!
context: With Heart\Thank you, Hisako!\Hisako's always provided everything for me.\She was always at my side, whenever I wished it.\I knew it! Hisako understands me!\I've been waiting for you!\Hey, if you're not busy, can you taste-test my dish?\Yukihira Soma?! response:	Nice smile!
context: Thank you, Hisako!\Hisako's always provided everything for me.\She was always at my side, whenever I wished it.\I knew it! Hisako understands me!\I've been waiting for you!\Hey, if you're not busy, can you taste-test my dish?\Yukihira Soma?!\Nice smile! response:	Yeah, I'm glad she's so happy to see us.
context: Hisako's always provided everything for me.\She was always at my side, whenever I wished it.\I knew it! Hisako understands me!\I've been waiting for you!\Hey, if you're not busy, can you taste-test my dish?\Yukihira Soma?!\Nice smile!\Yeah, I'm glad she's so happy to see us. response:	I'm not!
context: She was always at my side, whenever I wished it.\I knew it! Hisako understands me!\I've been waiting for you!\Hey, if you're not busy, can you taste-test my dish?\Yukihira Soma?!\Nice smile!\Yeah, I'm glad she's so happy to see us.\I'm not! response:	Why are you here?!
context: I knew it! Hisako understands me!\I've been waiting for you!\Hey, if you're not busy, can you taste-test my dish?\Yukihira Soma?!\Nice smile!\Yeah, I'm glad she's so happy to see us.\I'm not!\Why are you here?! response:	Why didn't the guards stop you?!
context: I've been waiting for you!\Hey, if you're not busy, can you taste-test my dish?\Yukihira Soma?!\Nice smile!\Yeah, I'm glad she's so happy to see us.\I'm not!\Why are you here?!\Why didn't the guards stop you?! response:	Oh, well...
context: Hey, if you're not busy, can you taste-test my dish?\Yukihira Soma?!\Nice smile!\Yeah, I'm glad she's so happy to see us.\I'm not!\Why are you here?!\Why didn't the guards stop you?!\Oh, well... response:	I met your cousin in front of the gates, and she said we could come in.
context: Yukihira Soma?!\Nice smile!\Yeah, I'm glad she's so happy to see us.\I'm not!\Why are you here?!\Why didn't the guards stop you?!\Oh, well...\I met your cousin in front of the gates, and she said we could come in. response:	Alice!
context: Nice smile!\Yeah, I'm glad she's so happy to see us.\I'm not!\Why are you here?!\Why didn't the guards stop you?!\Oh, well...\I met your cousin in front of the gates, and she said we could come in.\Alice! response:	To think that Nakiri Erina-senpai, the one who possesses the God Tongue,
context: Yeah, I'm glad she's so happy to see us.\I'm not!\Why are you here?!\Why didn't the guards stop you?!\Oh, well...\I met your cousin in front of the gates, and she said we could come in.\Alice!\To think that Nakiri Erina-senpai, the one who possesses the God Tongue, response:	will taste-test your dish!
context: I'm not!\Why are you here?!\Why didn't the guards stop you?!\Oh, well...\I met your cousin in front of the gates, and she said we could come in.\Alice!\To think that Nakiri Erina-senpai, the one who possesses the God Tongue,\will taste-test your dish! response:	But I heard you've had a conversation while riding in the same car before.
context: Why are you here?!\Why didn't the guards stop you?!\Oh, well...\I met your cousin in front of the gates, and she said we could come in.\Alice!\To think that Nakiri Erina-senpai, the one who possesses the God Tongue,\will taste-test your dish!\But I heard you've had a conversation while riding in the same car before. response:	Stop joking around!
context: Why didn't the guards stop you?!\Oh, well...\I met your cousin in front of the gates, and she said we could come in.\Alice!\To think that Nakiri Erina-senpai, the one who possesses the God Tongue,\will taste-test your dish!\But I heard you've had a conversation while riding in the same car before.\Stop joking around! response:	Listen!
context: Oh, well...\I met your cousin in front of the gates, and she said we could come in.\Alice!\To think that Nakiri Erina-senpai, the one who possesses the God Tongue,\will taste-test your dish!\But I heard you've had a conversation while riding in the same car before.\Stop joking around!\Listen! response:	Before I do a taste-test for anyone,
context: I met your cousin in front of the gates, and she said we could come in.\Alice!\To think that Nakiri Erina-senpai, the one who possesses the God Tongue,\will taste-test your dish!\But I heard you've had a conversation while riding in the same car before.\Stop joking around!\Listen!\Before I do a taste-test for anyone, response:	they have to follow a strict protocol by being evaluated about
context: Alice!\To think that Nakiri Erina-senpai, the one who possesses the God Tongue,\will taste-test your dish!\But I heard you've had a conversation while riding in the same car before.\Stop joking around!\Listen!\Before I do a taste-test for anyone,\they have to follow a strict protocol by being evaluated about response:	whether they are worthy of such service, then pay a massive contract fee.
context: To think that Nakiri Erina-senpai, the one who possesses the God Tongue,\will taste-test your dish!\But I heard you've had a conversation while riding in the same car before.\Stop joking around!\Listen!\Before I do a taste-test for anyone,\they have to follow a strict protocol by being evaluated about\whether they are worthy of such service, then pay a massive contract fee. response:	That's how valuable my taste buds are!
context: will taste-test your dish!\But I heard you've had a conversation while riding in the same car before.\Stop joking around!\Listen!\Before I do a taste-test for anyone,\they have to follow a strict protocol by being evaluated about\whether they are worthy of such service, then pay a massive contract fee.\That's how valuable my taste buds are! response:	Seriously?
context: But I heard you've had a conversation while riding in the same car before.\Stop joking around!\Listen!\Before I do a taste-test for anyone,\they have to follow a strict protocol by being evaluated about\whether they are worthy of such service, then pay a massive contract fee.\That's how valuable my taste buds are!\Seriously? response:	Mitsuru, how much do you have on you right now?
context: Stop joking around!\Listen!\Before I do a taste-test for anyone,\they have to follow a strict protocol by being evaluated about\whether they are worthy of such service, then pay a massive contract fee.\That's how valuable my taste buds are!\Seriously?\Mitsuru, how much do you have on you right now? response:	What?
context: Listen!\Before I do a taste-test for anyone,\they have to follow a strict protocol by being evaluated about\whether they are worthy of such service, then pay a massive contract fee.\That's how valuable my taste buds are!\Seriously?\Mitsuru, how much do you have on you right now?\What? response:	I have to pay, too?
context: Before I do a taste-test for anyone,\they have to follow a strict protocol by being evaluated about\whether they are worthy of such service, then pay a massive contract fee.\That's how valuable my taste buds are!\Seriously?\Mitsuru, how much do you have on you right now?\What?\I have to pay, too? response:	Your spare change would hardly be enough!
