context: Huh? Wait, what? response:	Sorry, are you okay?!
context: Hey, sorry for the wait!\We would've been back sooner.\Hey, thanks! Got my cola?\I'm really sorry.\Huh? For what?\Hori screwed me.\I'm really sorry to do this to you, Ishikawa-kun.\-Stop! I don't want to hear it! Please, don't! response:	-Wait, what? -Stop! I don't want to hear it! Please, don't!
context: We would've been back sooner.\Hey, thanks! Got my cola?\I'm really sorry.\Huh? For what?\Hori screwed me.\I'm really sorry to do this to you, Ishikawa-kun.\-Stop! I don't want to hear it! Please, don't!\-Wait, what? -Stop! I don't want to hear it! Please, don't! response:	-What happened? -Stop! I don't want to hear it! Please, don't!
context: Hey, thanks! Got my cola?\I'm really sorry.\Huh? For what?\Hori screwed me.\I'm really sorry to do this to you, Ishikawa-kun.\-Stop! I don't want to hear it! Please, don't!\-Wait, what? -Stop! I don't want to hear it! Please, don't!\-What happened? -Stop! I don't want to hear it! Please, don't! response:	He was holding Toru's soda when...
context: I'm really sorry.\Huh? For what?\Hori screwed me.\I'm really sorry to do this to you, Ishikawa-kun.\-Stop! I don't want to hear it! Please, don't!\-Wait, what? -Stop! I don't want to hear it! Please, don't!\-What happened? -Stop! I don't want to hear it! Please, don't!\He was holding Toru's soda when... response:	Oh, damn, that really sucks!
context: Huh? For what?\Hori screwed me.\I'm really sorry to do this to you, Ishikawa-kun.\-Stop! I don't want to hear it! Please, don't!\-Wait, what? -Stop! I don't want to hear it! Please, don't!\-What happened? -Stop! I don't want to hear it! Please, don't!\He was holding Toru's soda when...\Oh, damn, that really sucks! response:	If I were you, I'd be going after the guy who did me like that!
context: Hori screwed me.\I'm really sorry to do this to you, Ishikawa-kun.\-Stop! I don't want to hear it! Please, don't!\-Wait, what? -Stop! I don't want to hear it! Please, don't!\-What happened? -Stop! I don't want to hear it! Please, don't!\He was holding Toru's soda when...\Oh, damn, that really sucks!\If I were you, I'd be going after the guy who did me like that! response:	Yeah, Sengoku-kun! That's how a real man handles it!
context: I'm really sorry to do this to you, Ishikawa-kun.\-Stop! I don't want to hear it! Please, don't!\-Wait, what? -Stop! I don't want to hear it! Please, don't!\-What happened? -Stop! I don't want to hear it! Please, don't!\He was holding Toru's soda when...\Oh, damn, that really sucks!\If I were you, I'd be going after the guy who did me like that!\Yeah, Sengoku-kun! That's how a real man handles it! response:	Aw, man.
context: -Stop! I don't want to hear it! Please, don't!\-Wait, what? -Stop! I don't want to hear it! Please, don't!\-What happened? -Stop! I don't want to hear it! Please, don't!\He was holding Toru's soda when...\Oh, damn, that really sucks!\If I were you, I'd be going after the guy who did me like that!\Yeah, Sengoku-kun! That's how a real man handles it!\Aw, man. response:	Yoshikawa?
context: -Wait, what? -Stop! I don't want to hear it! Please, don't!\-What happened? -Stop! I don't want to hear it! Please, don't!\He was holding Toru's soda when...\Oh, damn, that really sucks!\If I were you, I'd be going after the guy who did me like that!\Yeah, Sengoku-kun! That's how a real man handles it!\Aw, man.\Yoshikawa? response:	You've got a bunch of pens, right?
context: -What happened? -Stop! I don't want to hear it! Please, don't!\He was holding Toru's soda when...\Oh, damn, that really sucks!\If I were you, I'd be going after the guy who did me like that!\Yeah, Sengoku-kun! That's how a real man handles it!\Aw, man.\Yoshikawa?\You've got a bunch of pens, right? response:	Could you stab me in the arm with one?
context: He was holding Toru's soda when...\Oh, damn, that really sucks!\If I were you, I'd be going after the guy who did me like that!\Yeah, Sengoku-kun! That's how a real man handles it!\Aw, man.\Yoshikawa?\You've got a bunch of pens, right?\Could you stab me in the arm with one? response:	Whoa! Why? Just cause you got screwed out of a drink?
context: Oh, damn, that really sucks!\If I were you, I'd be going after the guy who did me like that!\Yeah, Sengoku-kun! That's how a real man handles it!\Aw, man.\Yoshikawa?\You've got a bunch of pens, right?\Could you stab me in the arm with one?\Whoa! Why? Just cause you got screwed out of a drink? response:	Yeah, c'mon, Ishikawa-kun.
context: If I were you, I'd be going after the guy who did me like that!\Yeah, Sengoku-kun! That's how a real man handles it!\Aw, man.\Yoshikawa?\You've got a bunch of pens, right?\Could you stab me in the arm with one?\Whoa! Why? Just cause you got screwed out of a drink?\Yeah, c'mon, Ishikawa-kun. response:	I didn't mean to. It, like, just... happened.
context: Yeah, Sengoku-kun! That's how a real man handles it!\Aw, man.\Yoshikawa?\You've got a bunch of pens, right?\Could you stab me in the arm with one?\Whoa! Why? Just cause you got screwed out of a drink?\Yeah, c'mon, Ishikawa-kun.\I didn't mean to. It, like, just... happened. response:	Yeah, one thing lead to another.
context: Aw, man.\Yoshikawa?\You've got a bunch of pens, right?\Could you stab me in the arm with one?\Whoa! Why? Just cause you got screwed out of a drink?\Yeah, c'mon, Ishikawa-kun.\I didn't mean to. It, like, just... happened.\Yeah, one thing lead to another. response:	I should've tried to stop it before it happened,
context: Yoshikawa?\You've got a bunch of pens, right?\Could you stab me in the arm with one?\Whoa! Why? Just cause you got screwed out of a drink?\Yeah, c'mon, Ishikawa-kun.\I didn't mean to. It, like, just... happened.\Yeah, one thing lead to another.\I should've tried to stop it before it happened, response:	but the deed is done.
context: You've got a bunch of pens, right?\Could you stab me in the arm with one?\Whoa! Why? Just cause you got screwed out of a drink?\Yeah, c'mon, Ishikawa-kun.\I didn't mean to. It, like, just... happened.\Yeah, one thing lead to another.\I should've tried to stop it before it happened,\but the deed is done. response:	What's done is done! It's all good.
context: Could you stab me in the arm with one?\Whoa! Why? Just cause you got screwed out of a drink?\Yeah, c'mon, Ishikawa-kun.\I didn't mean to. It, like, just... happened.\Yeah, one thing lead to another.\I should've tried to stop it before it happened,\but the deed is done.\What's done is done! It's all good. response:	It's not good at all!
context: Whoa! Why? Just cause you got screwed out of a drink?\Yeah, c'mon, Ishikawa-kun.\I didn't mean to. It, like, just... happened.\Yeah, one thing lead to another.\I should've tried to stop it before it happened,\but the deed is done.\What's done is done! It's all good.\It's not good at all! response:	Ugh, c'mon, it's just a soda.
context: Yeah, c'mon, Ishikawa-kun.\I didn't mean to. It, like, just... happened.\Yeah, one thing lead to another.\I should've tried to stop it before it happened,\but the deed is done.\What's done is done! It's all good.\It's not good at all!\Ugh, c'mon, it's just a soda. response:	Wait... soda?
context: I didn't mean to. It, like, just... happened.\Yeah, one thing lead to another.\I should've tried to stop it before it happened,\but the deed is done.\What's done is done! It's all good.\It's not good at all!\Ugh, c'mon, it's just a soda.\Wait... soda? response:	Why's it exploding?! Dammit, Miyamura!
context: Yeah, one thing lead to another.\I should've tried to stop it before it happened,\but the deed is done.\What's done is done! It's all good.\It's not good at all!\Ugh, c'mon, it's just a soda.\Wait... soda?\Why's it exploding?! Dammit, Miyamura! response:	My hands are all sticky...
context: I should've tried to stop it before it happened,\but the deed is done.\What's done is done! It's all good.\It's not good at all!\Ugh, c'mon, it's just a soda.\Wait... soda?\Why's it exploding?! Dammit, Miyamura!\My hands are all sticky... response:	-Now we gotta clean the floor. Got any rags?
context: but the deed is done.\What's done is done! It's all good.\It's not good at all!\Ugh, c'mon, it's just a soda.\Wait... soda?\Why's it exploding?! Dammit, Miyamura!\My hands are all sticky...\-Now we gotta clean the floor. Got any rags? response:	-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?
context: What's done is done! It's all good.\It's not good at all!\Ugh, c'mon, it's just a soda.\Wait... soda?\Why's it exploding?! Dammit, Miyamura!\My hands are all sticky...\-Now we gotta clean the floor. Got any rags?\-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags? response:	Man, is that all? I got all worried for nothing.
context: It's not good at all!\Ugh, c'mon, it's just a soda.\Wait... soda?\Why's it exploding?! Dammit, Miyamura!\My hands are all sticky...\-Now we gotta clean the floor. Got any rags?\-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?\Man, is that all? I got all worried for nothing. response:	Here.
context: Ugh, c'mon, it's just a soda.\Wait... soda?\Why's it exploding?! Dammit, Miyamura!\My hands are all sticky...\-Now we gotta clean the floor. Got any rags?\-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?\Man, is that all? I got all worried for nothing.\Here. response:	Thanks, Kono-san.
context: Wait... soda?\Why's it exploding?! Dammit, Miyamura!\My hands are all sticky...\-Now we gotta clean the floor. Got any rags?\-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?\Man, is that all? I got all worried for nothing.\Here.\Thanks, Kono-san. response:	Sorry the A/C's broken.
context: Why's it exploding?! Dammit, Miyamura!\My hands are all sticky...\-Now we gotta clean the floor. Got any rags?\-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?\Man, is that all? I got all worried for nothing.\Here.\Thanks, Kono-san.\Sorry the A/C's broken. response:	It's okay, I don't mind the heat.
context: My hands are all sticky...\-Now we gotta clean the floor. Got any rags?\-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?\Man, is that all? I got all worried for nothing.\Here.\Thanks, Kono-san.\Sorry the A/C's broken.\It's okay, I don't mind the heat. response:	Though at night, I'll sleep without clothes on.
context: -Now we gotta clean the floor. Got any rags?\-Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?\Man, is that all? I got all worried for nothing.\Here.\Thanks, Kono-san.\Sorry the A/C's broken.\It's okay, I don't mind the heat.\Though at night, I'll sleep without clothes on. response:	Ugh, I should just study in the student council room next time...
context: -Miyamura-kun dropped your soda. -Now we gotta clean the floor. Got any rags?\Man, is that all? I got all worried for nothing.\Here.\Thanks, Kono-san.\Sorry the A/C's broken.\It's okay, I don't mind the heat.\Though at night, I'll sleep without clothes on.\Ugh, I should just study in the student council room next time... response:	Wait, you sleep naked?!
context: Man, is that all? I got all worried for nothing.\Here.\Thanks, Kono-san.\Sorry the A/C's broken.\It's okay, I don't mind the heat.\Though at night, I'll sleep without clothes on.\Ugh, I should just study in the student council room next time...\Wait, you sleep naked?! response:	Huh?! I mean, I wear underwear!
context: Here.\Thanks, Kono-san.\Sorry the A/C's broken.\It's okay, I don't mind the heat.\Though at night, I'll sleep without clothes on.\Ugh, I should just study in the student council room next time...\Wait, you sleep naked?!\Huh?! I mean, I wear underwear! response:	I just thought that was normal... Shoot...
context: Thanks, Kono-san.\Sorry the A/C's broken.\It's okay, I don't mind the heat.\Though at night, I'll sleep without clothes on.\Ugh, I should just study in the student council room next time...\Wait, you sleep naked?!\Huh?! I mean, I wear underwear!\I just thought that was normal... Shoot... response:	Come to think of it, he doesn't get embarrassed about undressing.
context: Sorry the A/C's broken.\It's okay, I don't mind the heat.\Though at night, I'll sleep without clothes on.\Ugh, I should just study in the student council room next time...\Wait, you sleep naked?!\Huh?! I mean, I wear underwear!\I just thought that was normal... Shoot...\Come to think of it, he doesn't get embarrassed about undressing. response:	Wait, was I supposed to get embarrassed when he undressed?!
context: It's okay, I don't mind the heat.\Though at night, I'll sleep without clothes on.\Ugh, I should just study in the student council room next time...\Wait, you sleep naked?!\Huh?! I mean, I wear underwear!\I just thought that was normal... Shoot...\Come to think of it, he doesn't get embarrassed about undressing.\Wait, was I supposed to get embarrassed when he undressed?! response:	Ugh, just thinking about it makes me feel embarrassed...
context: Though at night, I'll sleep without clothes on.\Ugh, I should just study in the student council room next time...\Wait, you sleep naked?!\Huh?! I mean, I wear underwear!\I just thought that was normal... Shoot...\Come to think of it, he doesn't get embarrassed about undressing.\Wait, was I supposed to get embarrassed when he undressed?!\Ugh, just thinking about it makes me feel embarrassed... response:	Hey, Miyamura, can I see your tattoos?
context: Ugh, I should just study in the student council room next time...\Wait, you sleep naked?!\Huh?! I mean, I wear underwear!\I just thought that was normal... Shoot...\Come to think of it, he doesn't get embarrassed about undressing.\Wait, was I supposed to get embarrassed when he undressed?!\Ugh, just thinking about it makes me feel embarrassed...\Hey, Miyamura, can I see your tattoos? response:	Sure.
context: Wait, you sleep naked?!\Huh?! I mean, I wear underwear!\I just thought that was normal... Shoot...\Come to think of it, he doesn't get embarrassed about undressing.\Wait, was I supposed to get embarrassed when he undressed?!\Ugh, just thinking about it makes me feel embarrassed...\Hey, Miyamura, can I see your tattoos?\Sure. response:	Don't start stripping!
context: Huh?! I mean, I wear underwear!\I just thought that was normal... Shoot...\Come to think of it, he doesn't get embarrassed about undressing.\Wait, was I supposed to get embarrassed when he undressed?!\Ugh, just thinking about it makes me feel embarrassed...\Hey, Miyamura, can I see your tattoos?\Sure.\Don't start stripping! response:	Huh?!
context: I just thought that was normal... Shoot...\Come to think of it, he doesn't get embarrassed about undressing.\Wait, was I supposed to get embarrassed when he undressed?!\Ugh, just thinking about it makes me feel embarrassed...\Hey, Miyamura, can I see your tattoos?\Sure.\Don't start stripping!\Huh?! response:	All I asked was to see them and you just start stripping?!
context: Come to think of it, he doesn't get embarrassed about undressing.\Wait, was I supposed to get embarrassed when he undressed?!\Ugh, just thinking about it makes me feel embarrassed...\Hey, Miyamura, can I see your tattoos?\Sure.\Don't start stripping!\Huh?!\All I asked was to see them and you just start stripping?! response:	You didn't even ask why, you just stripped! You're scaring me!
context: Wait, was I supposed to get embarrassed when he undressed?!\Ugh, just thinking about it makes me feel embarrassed...\Hey, Miyamura, can I see your tattoos?\Sure.\Don't start stripping!\Huh?!\All I asked was to see them and you just start stripping?!\You didn't even ask why, you just stripped! You're scaring me! response:	Your shouting is way scarier, Hori-san...
context: Ugh, just thinking about it makes me feel embarrassed...\Hey, Miyamura, can I see your tattoos?\Sure.\Don't start stripping!\Huh?!\All I asked was to see them and you just start stripping?!\You didn't even ask why, you just stripped! You're scaring me!\Your shouting is way scarier, Hori-san... response:	You're just cool with stripping in front of people?
context: Hey, Miyamura, can I see your tattoos?\Sure.\Don't start stripping!\Huh?!\All I asked was to see them and you just start stripping?!\You didn't even ask why, you just stripped! You're scaring me!\Your shouting is way scarier, Hori-san...\You're just cool with stripping in front of people? response:	Huh? I mean, you know what it looks like, so...
context: Sure.\Don't start stripping!\Huh?!\All I asked was to see them and you just start stripping?!\You didn't even ask why, you just stripped! You're scaring me!\Your shouting is way scarier, Hori-san...\You're just cool with stripping in front of people?\Huh? I mean, you know what it looks like, so... response:	What about if you stripped in front of Toru?
context: Don't start stripping!\Huh?!\All I asked was to see them and you just start stripping?!\You didn't even ask why, you just stripped! You're scaring me!\Your shouting is way scarier, Hori-san...\You're just cool with stripping in front of people?\Huh? I mean, you know what it looks like, so...\What about if you stripped in front of Toru? response:	Well, yeah, but he knows about the tattoos and stuff.
context: Huh?!\All I asked was to see them and you just start stripping?!\You didn't even ask why, you just stripped! You're scaring me!\Your shouting is way scarier, Hori-san...\You're just cool with stripping in front of people?\Huh? I mean, you know what it looks like, so...\What about if you stripped in front of Toru?\Well, yeah, but he knows about the tattoos and stuff. response:	If Toru stripped in front of you, would you get flustered?
context: All I asked was to see them and you just start stripping?!\You didn't even ask why, you just stripped! You're scaring me!\Your shouting is way scarier, Hori-san...\You're just cool with stripping in front of people?\Huh? I mean, you know what it looks like, so...\What about if you stripped in front of Toru?\Well, yeah, but he knows about the tattoos and stuff.\If Toru stripped in front of you, would you get flustered? response:	I guess it depends on the situation.
context: You didn't even ask why, you just stripped! You're scaring me!\Your shouting is way scarier, Hori-san...\You're just cool with stripping in front of people?\Huh? I mean, you know what it looks like, so...\What about if you stripped in front of Toru?\Well, yeah, but he knows about the tattoos and stuff.\If Toru stripped in front of you, would you get flustered?\I guess it depends on the situation. response:	So that means-
context: Your shouting is way scarier, Hori-san...\You're just cool with stripping in front of people?\Huh? I mean, you know what it looks like, so...\What about if you stripped in front of Toru?\Well, yeah, but he knows about the tattoos and stuff.\If Toru stripped in front of you, would you get flustered?\I guess it depends on the situation.\So that means- response:	Stop!
context: You're just cool with stripping in front of people?\Huh? I mean, you know what it looks like, so...\What about if you stripped in front of Toru?\Well, yeah, but he knows about the tattoos and stuff.\If Toru stripped in front of you, would you get flustered?\I guess it depends on the situation.\So that means-\Stop! response:	Hold on, Hori-san. Why are you asking me all this?
context: Huh? I mean, you know what it looks like, so...\What about if you stripped in front of Toru?\Well, yeah, but he knows about the tattoos and stuff.\If Toru stripped in front of you, would you get flustered?\I guess it depends on the situation.\So that means-\Stop!\Hold on, Hori-san. Why are you asking me all this? response:	'Cause you don't seem to get flustered about anything.
context: What about if you stripped in front of Toru?\Well, yeah, but he knows about the tattoos and stuff.\If Toru stripped in front of you, would you get flustered?\I guess it depends on the situation.\So that means-\Stop!\Hold on, Hori-san. Why are you asking me all this?\'Cause you don't seem to get flustered about anything. response:	I was wondering what would get you flustered.
context: Well, yeah, but he knows about the tattoos and stuff.\If Toru stripped in front of you, would you get flustered?\I guess it depends on the situation.\So that means-\Stop!\Hold on, Hori-san. Why are you asking me all this?\'Cause you don't seem to get flustered about anything.\I was wondering what would get you flustered. response:	Like, I haven't really seen you get embarrassed or blush...
context: If Toru stripped in front of you, would you get flustered?\I guess it depends on the situation.\So that means-\Stop!\Hold on, Hori-san. Why are you asking me all this?\'Cause you don't seem to get flustered about anything.\I was wondering what would get you flustered.\Like, I haven't really seen you get embarrassed or blush... response:	I'm always the one freaking out about stuff, right?
context: I guess it depends on the situation.\So that means-\Stop!\Hold on, Hori-san. Why are you asking me all this?\'Cause you don't seem to get flustered about anything.\I was wondering what would get you flustered.\Like, I haven't really seen you get embarrassed or blush...\I'm always the one freaking out about stuff, right? response:	I blush super easily...
context: So that means-\Stop!\Hold on, Hori-san. Why are you asking me all this?\'Cause you don't seem to get flustered about anything.\I was wondering what would get you flustered.\Like, I haven't really seen you get embarrassed or blush...\I'm always the one freaking out about stuff, right?\I blush super easily... response:	Uh-huh.
context: Stop!\Hold on, Hori-san. Why are you asking me all this?\'Cause you don't seem to get flustered about anything.\I was wondering what would get you flustered.\Like, I haven't really seen you get embarrassed or blush...\I'm always the one freaking out about stuff, right?\I blush super easily...\Uh-huh. response:	Oh, God! He's totally creeped out!
context: Hold on, Hori-san. Why are you asking me all this?\'Cause you don't seem to get flustered about anything.\I was wondering what would get you flustered.\Like, I haven't really seen you get embarrassed or blush...\I'm always the one freaking out about stuff, right?\I blush super easily...\Uh-huh.\Oh, God! He's totally creeped out! response:	Wait, was I supposed to be embarrassed just now?
context: 'Cause you don't seem to get flustered about anything.\I was wondering what would get you flustered.\Like, I haven't really seen you get embarrassed or blush...\I'm always the one freaking out about stuff, right?\I blush super easily...\Uh-huh.\Oh, God! He's totally creeped out!\Wait, was I supposed to be embarrassed just now? response:	Okay, let's try it again!
context: I was wondering what would get you flustered.\Like, I haven't really seen you get embarrassed or blush...\I'm always the one freaking out about stuff, right?\I blush super easily...\Uh-huh.\Oh, God! He's totally creeped out!\Wait, was I supposed to be embarrassed just now?\Okay, let's try it again! response:	What's the point?!
context: Like, I haven't really seen you get embarrassed or blush...\I'm always the one freaking out about stuff, right?\I blush super easily...\Uh-huh.\Oh, God! He's totally creeped out!\Wait, was I supposed to be embarrassed just now?\Okay, let's try it again!\What's the point?! response:	Besides, something's off.
context: I'm always the one freaking out about stuff, right?\I blush super easily...\Uh-huh.\Oh, God! He's totally creeped out!\Wait, was I supposed to be embarrassed just now?\Okay, let's try it again!\What's the point?!\Besides, something's off. response:	I mean, it is hot. Going shirtless would feel better.
context: I blush super easily...\Uh-huh.\Oh, God! He's totally creeped out!\Wait, was I supposed to be embarrassed just now?\Okay, let's try it again!\What's the point?!\Besides, something's off.\I mean, it is hot. Going shirtless would feel better. response:	So you are hot!
context: Uh-huh.\Oh, God! He's totally creeped out!\Wait, was I supposed to be embarrassed just now?\Okay, let's try it again!\What's the point?!\Besides, something's off.\I mean, it is hot. Going shirtless would feel better.\So you are hot! response:	Hey, Hori-san, do you really think I've never gotten flustered, ever?
context: Oh, God! He's totally creeped out!\Wait, was I supposed to be embarrassed just now?\Okay, let's try it again!\What's the point?!\Besides, something's off.\I mean, it is hot. Going shirtless would feel better.\So you are hot!\Hey, Hori-san, do you really think I've never gotten flustered, ever? response:	W-Well, kind of. Like a teeny bit.
context: Wait, was I supposed to be embarrassed just now?\Okay, let's try it again!\What's the point?!\Besides, something's off.\I mean, it is hot. Going shirtless would feel better.\So you are hot!\Hey, Hori-san, do you really think I've never gotten flustered, ever?\W-Well, kind of. Like a teeny bit. response:	S-So not long ago, I ran into a friend from middle school.
context: Okay, let's try it again!\What's the point?!\Besides, something's off.\I mean, it is hot. Going shirtless would feel better.\So you are hot!\Hey, Hori-san, do you really think I've never gotten flustered, ever?\W-Well, kind of. Like a teeny bit.\S-So not long ago, I ran into a friend from middle school. response:	A friend?
context: What's the point?!\Besides, something's off.\I mean, it is hot. Going shirtless would feel better.\So you are hot!\Hey, Hori-san, do you really think I've never gotten flustered, ever?\W-Well, kind of. Like a teeny bit.\S-So not long ago, I ran into a friend from middle school.\A friend? response:	Miyamura?
context: Besides, something's off.\I mean, it is hot. Going shirtless would feel better.\So you are hot!\Hey, Hori-san, do you really think I've never gotten flustered, ever?\W-Well, kind of. Like a teeny bit.\S-So not long ago, I ran into a friend from middle school.\A friend?\Miyamura? response:	Shindo?
context: I mean, it is hot. Going shirtless would feel better.\So you are hot!\Hey, Hori-san, do you really think I've never gotten flustered, ever?\W-Well, kind of. Like a teeny bit.\S-So not long ago, I ran into a friend from middle school.\A friend?\Miyamura?\Shindo? response:	Damn, man, I'm jealous! You're finally growin' up on me.
context: So you are hot!\Hey, Hori-san, do you really think I've never gotten flustered, ever?\W-Well, kind of. Like a teeny bit.\S-So not long ago, I ran into a friend from middle school.\A friend?\Miyamura?\Shindo?\Damn, man, I'm jealous! You're finally growin' up on me. response:	Wait, what?
context: Hey, Hori-san, do you really think I've never gotten flustered, ever?\W-Well, kind of. Like a teeny bit.\S-So not long ago, I ran into a friend from middle school.\A friend?\Miyamura?\Shindo?\Damn, man, I'm jealous! You're finally growin' up on me.\Wait, what? response:	Don't play coy with me, bro!
context: W-Well, kind of. Like a teeny bit.\S-So not long ago, I ran into a friend from middle school.\A friend?\Miyamura?\Shindo?\Damn, man, I'm jealous! You're finally growin' up on me.\Wait, what?\Don't play coy with me, bro! response:	You mean me being a senior in high school now?
context: S-So not long ago, I ran into a friend from middle school.\A friend?\Miyamura?\Shindo?\Damn, man, I'm jealous! You're finally growin' up on me.\Wait, what?\Don't play coy with me, bro!\You mean me being a senior in high school now? response:	Heard you missed too many days and got held back.
context: A friend?\Miyamura?\Shindo?\Damn, man, I'm jealous! You're finally growin' up on me.\Wait, what?\Don't play coy with me, bro!\You mean me being a senior in high school now?\Heard you missed too many days and got held back. response:	Got Held Back
context: Miyamura?\Shindo?\Damn, man, I'm jealous! You're finally growin' up on me.\Wait, what?\Don't play coy with me, bro!\You mean me being a senior in high school now?\Heard you missed too many days and got held back.\Got Held Back response:	Got Held Back
context: Shindo?\Damn, man, I'm jealous! You're finally growin' up on me.\Wait, what?\Don't play coy with me, bro!\You mean me being a senior in high school now?\Heard you missed too many days and got held back.\Got Held Back\Got Held Back response:	That's not what I mean, you moron!
context: Damn, man, I'm jealous! You're finally growin' up on me.\Wait, what?\Don't play coy with me, bro!\You mean me being a senior in high school now?\Heard you missed too many days and got held back.\Got Held Back\Got Held Back\That's not what I mean, you moron! response:	I'm talking about that girlfriend you're always walking around with!
context: Wait, what?\Don't play coy with me, bro!\You mean me being a senior in high school now?\Heard you missed too many days and got held back.\Got Held Back\Got Held Back\That's not what I mean, you moron!\I'm talking about that girlfriend you're always walking around with! response:	Huh?! Sh-She's not my girlfriend!
context: Don't play coy with me, bro!\You mean me being a senior in high school now?\Heard you missed too many days and got held back.\Got Held Back\Got Held Back\That's not what I mean, you moron!\I'm talking about that girlfriend you're always walking around with!\Huh?! Sh-She's not my girlfriend! response:	C'mon, like I believe that.
context: You mean me being a senior in high school now?\Heard you missed too many days and got held back.\Got Held Back\Got Held Back\That's not what I mean, you moron!\I'm talking about that girlfriend you're always walking around with!\Huh?! Sh-She's not my girlfriend!\C'mon, like I believe that. response:	I don't mind the joke, but Hori-san would.
context: Heard you missed too many days and got held back.\Got Held Back\Got Held Back\That's not what I mean, you moron!\I'm talking about that girlfriend you're always walking around with!\Huh?! Sh-She's not my girlfriend!\C'mon, like I believe that.\I don't mind the joke, but Hori-san would. response:	So her name's Hori-san, huh?
context: Got Held Back\Got Held Back\That's not what I mean, you moron!\I'm talking about that girlfriend you're always walking around with!\Huh?! Sh-She's not my girlfriend!\C'mon, like I believe that.\I don't mind the joke, but Hori-san would.\So her name's Hori-san, huh? response:	You don't call your girlfriend by her first name?
context: Got Held Back\That's not what I mean, you moron!\I'm talking about that girlfriend you're always walking around with!\Huh?! Sh-She's not my girlfriend!\C'mon, like I believe that.\I don't mind the joke, but Hori-san would.\So her name's Hori-san, huh?\You don't call your girlfriend by her first name? response:	I-I totally do...
context: That's not what I mean, you moron!\I'm talking about that girlfriend you're always walking around with!\Huh?! Sh-She's not my girlfriend!\C'mon, like I believe that.\I don't mind the joke, but Hori-san would.\So her name's Hori-san, huh?\You don't call your girlfriend by her first name?\I-I totally do... response:	I blurted it out in the moment...
context: I'm talking about that girlfriend you're always walking around with!\Huh?! Sh-She's not my girlfriend!\C'mon, like I believe that.\I don't mind the joke, but Hori-san would.\So her name's Hori-san, huh?\You don't call your girlfriend by her first name?\I-I totally do...\I blurted it out in the moment... response:	Wow.
context: Huh?! Sh-She's not my girlfriend!\C'mon, like I believe that.\I don't mind the joke, but Hori-san would.\So her name's Hori-san, huh?\You don't call your girlfriend by her first name?\I-I totally do...\I blurted it out in the moment...\Wow. response:	Sorry. I thought I'd be fine with him thinking you're my girlfriend,
context: C'mon, like I believe that.\I don't mind the joke, but Hori-san would.\So her name's Hori-san, huh?\You don't call your girlfriend by her first name?\I-I totally do...\I blurted it out in the moment...\Wow.\Sorry. I thought I'd be fine with him thinking you're my girlfriend, response:	but it still got me all flustered...
context: I don't mind the joke, but Hori-san would.\So her name's Hori-san, huh?\You don't call your girlfriend by her first name?\I-I totally do...\I blurted it out in the moment...\Wow.\Sorry. I thought I'd be fine with him thinking you're my girlfriend,\but it still got me all flustered... response:	Oh, but don't worry, I'll tell him right now that we're not dating.
context: So her name's Hori-san, huh?\You don't call your girlfriend by her first name?\I-I totally do...\I blurted it out in the moment...\Wow.\Sorry. I thought I'd be fine with him thinking you're my girlfriend,\but it still got me all flustered...\Oh, but don't worry, I'll tell him right now that we're not dating. response:	Uh-huh.
context: You don't call your girlfriend by her first name?\I-I totally do...\I blurted it out in the moment...\Wow.\Sorry. I thought I'd be fine with him thinking you're my girlfriend,\but it still got me all flustered...\Oh, but don't worry, I'll tell him right now that we're not dating.\Uh-huh. response:	I mean, you don't have to tell him we aren't...
context: I-I totally do...\I blurted it out in the moment...\Wow.\Sorry. I thought I'd be fine with him thinking you're my girlfriend,\but it still got me all flustered...\Oh, but don't worry, I'll tell him right now that we're not dating.\Uh-huh.\I mean, you don't have to tell him we aren't... response:	Speak of the devil! It's my friend!
context: I blurted it out in the moment...\Wow.\Sorry. I thought I'd be fine with him thinking you're my girlfriend,\but it still got me all flustered...\Oh, but don't worry, I'll tell him right now that we're not dating.\Uh-huh.\I mean, you don't have to tell him we aren't...\Speak of the devil! It's my friend! response:	He just texted me...
context: Wow.\Sorry. I thought I'd be fine with him thinking you're my girlfriend,\but it still got me all flustered...\Oh, but don't worry, I'll tell him right now that we're not dating.\Uh-huh.\I mean, you don't have to tell him we aren't...\Speak of the devil! It's my friend!\He just texted me... response:	What's that look for?
context: Sorry. I thought I'd be fine with him thinking you're my girlfriend,\but it still got me all flustered...\Oh, but don't worry, I'll tell him right now that we're not dating.\Uh-huh.\I mean, you don't have to tell him we aren't...\Speak of the devil! It's my friend!\He just texted me...\What's that look for? response:	Ooh, he sent a picture. Lemme see!
context: but it still got me all flustered...\Oh, but don't worry, I'll tell him right now that we're not dating.\Uh-huh.\I mean, you don't have to tell him we aren't...\Speak of the devil! It's my friend!\He just texted me...\What's that look for?\Ooh, he sent a picture. Lemme see! response:	C'mon, I wanna see!
