context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: I told you to rest at the inn if you had a hangover.\I was worried that you would not be able to cajole them correctly.\What do you mean by that?\I meant exactly what I said.\Geez...\Just hold on a bit more.\The inn is right over there.\Is that a drawing of your store? response:	You're acting too surprised.
context: I was worried that you would not be able to cajole them correctly.\What do you mean by that?\I meant exactly what I said.\Geez...\Just hold on a bit more.\The inn is right over there.\Is that a drawing of your store?\You're acting too surprised. response:	When did you wake up?
context: What do you mean by that?\I meant exactly what I said.\Geez...\Just hold on a bit more.\The inn is right over there.\Is that a drawing of your store?\You're acting too surprised.\When did you wake up? response:	It looks pretty good!
context: I meant exactly what I said.\Geez...\Just hold on a bit more.\The inn is right over there.\Is that a drawing of your store?\You're acting too surprised.\When did you wake up?\It looks pretty good! response:	It's not that great though.
context: Geez...\Just hold on a bit more.\The inn is right over there.\Is that a drawing of your store?\You're acting too surprised.\When did you wake up?\It looks pretty good!\It's not that great though. response:	Are you planning on opening up a shop soon?
context: Just hold on a bit more.\The inn is right over there.\Is that a drawing of your store?\You're acting too surprised.\When did you wake up?\It looks pretty good!\It's not that great though.\Are you planning on opening up a shop soon? response:	That depends on whether the deal with the Milone Company goes well.
context: The inn is right over there.\Is that a drawing of your store?\You're acting too surprised.\When did you wake up?\It looks pretty good!\It's not that great though.\Are you planning on opening up a shop soon?\That depends on whether the deal with the Milone Company goes well. response:	Well, I'm almost certain it will.
context: Is that a drawing of your store?\You're acting too surprised.\When did you wake up?\It looks pretty good!\It's not that great though.\Are you planning on opening up a shop soon?\That depends on whether the deal with the Milone Company goes well.\Well, I'm almost certain it will. response:	It's every peddler's dream to open up their own shop.
context: You're acting too surprised.\When did you wake up?\It looks pretty good!\It's not that great though.\Are you planning on opening up a shop soon?\That depends on whether the deal with the Milone Company goes well.\Well, I'm almost certain it will.\It's every peddler's dream to open up their own shop. response:	I'm no exception.
context: When did you wake up?\It looks pretty good!\It's not that great though.\Are you planning on opening up a shop soon?\That depends on whether the deal with the Milone Company goes well.\Well, I'm almost certain it will.\It's every peddler's dream to open up their own shop.\I'm no exception. response:	If I can set up a shop, I'll be a part of the city, too.
context: It looks pretty good!\It's not that great though.\Are you planning on opening up a shop soon?\That depends on whether the deal with the Milone Company goes well.\Well, I'm almost certain it will.\It's every peddler's dream to open up their own shop.\I'm no exception.\If I can set up a shop, I'll be a part of the city, too. response:	Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.
context: It's not that great though.\Are you planning on opening up a shop soon?\That depends on whether the deal with the Milone Company goes well.\Well, I'm almost certain it will.\It's every peddler's dream to open up their own shop.\I'm no exception.\If I can set up a shop, I'll be a part of the city, too.\Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife. response:	Oh yeah, I wonder how Chloe is doing.
context: Are you planning on opening up a shop soon?\That depends on whether the deal with the Milone Company goes well.\Well, I'm almost certain it will.\It's every peddler's dream to open up their own shop.\I'm no exception.\If I can set up a shop, I'll be a part of the city, too.\Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.\Oh yeah, I wonder how Chloe is doing. response:	I'm sure she'll be surprised if I open a shop.
context: That depends on whether the deal with the Milone Company goes well.\Well, I'm almost certain it will.\It's every peddler's dream to open up their own shop.\I'm no exception.\If I can set up a shop, I'll be a part of the city, too.\Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.\Oh yeah, I wonder how Chloe is doing.\I'm sure she'll be surprised if I open a shop. response:	No, she would probably feel bitter.
context: Well, I'm almost certain it will.\It's every peddler's dream to open up their own shop.\I'm no exception.\If I can set up a shop, I'll be a part of the city, too.\Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.\Oh yeah, I wonder how Chloe is doing.\I'm sure she'll be surprised if I open a shop.\No, she would probably feel bitter. response:	It's... a bit troublesome for me.
context: It's every peddler's dream to open up their own shop.\I'm no exception.\If I can set up a shop, I'll be a part of the city, too.\Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.\Oh yeah, I wonder how Chloe is doing.\I'm sure she'll be surprised if I open a shop.\No, she would probably feel bitter.\It's... a bit troublesome for me. response:	Why's that?
context: I'm no exception.\If I can set up a shop, I'll be a part of the city, too.\Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.\Oh yeah, I wonder how Chloe is doing.\I'm sure she'll be surprised if I open a shop.\No, she would probably feel bitter.\It's... a bit troublesome for me.\Why's that? response:	You won't be able to leave once you open a shop, right?
context: If I can set up a shop, I'll be a part of the city, too.\Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.\Oh yeah, I wonder how Chloe is doing.\I'm sure she'll be surprised if I open a shop.\No, she would probably feel bitter.\It's... a bit troublesome for me.\Why's that?\You won't be able to leave once you open a shop, right? response:	I'd have to continue my travels alone, or find another companion.
context: Unlike a peddler, I'll be able to make close friends, and it'll be easier to find a wife.\Oh yeah, I wonder how Chloe is doing.\I'm sure she'll be surprised if I open a shop.\No, she would probably feel bitter.\It's... a bit troublesome for me.\Why's that?\You won't be able to leave once you open a shop, right?\I'd have to continue my travels alone, or find another companion. response:	You're clever and you have the money you earned from the marten furs.
context: Oh yeah, I wonder how Chloe is doing.\I'm sure she'll be surprised if I open a shop.\No, she would probably feel bitter.\It's... a bit troublesome for me.\Why's that?\You won't be able to leave once you open a shop, right?\I'd have to continue my travels alone, or find another companion.\You're clever and you have the money you earned from the marten furs. response:	I'm sure that you'll be fine, traveling on your own.
context: I'm sure she'll be surprised if I open a shop.\No, she would probably feel bitter.\It's... a bit troublesome for me.\Why's that?\You won't be able to leave once you open a shop, right?\I'd have to continue my travels alone, or find another companion.\You're clever and you have the money you earned from the marten furs.\I'm sure that you'll be fine, traveling on your own. response:	I'm tired of being alone.
context: No, she would probably feel bitter.\It's... a bit troublesome for me.\Why's that?\You won't be able to leave once you open a shop, right?\I'd have to continue my travels alone, or find another companion.\You're clever and you have the money you earned from the marten furs.\I'm sure that you'll be fine, traveling on your own.\I'm tired of being alone. response:	I can't force you to be with me.
context: It's... a bit troublesome for me.\Why's that?\You won't be able to leave once you open a shop, right?\I'd have to continue my travels alone, or find another companion.\You're clever and you have the money you earned from the marten furs.\I'm sure that you'll be fine, traveling on your own.\I'm tired of being alone.\I can't force you to be with me. response:	Right?
context: Why's that?\You won't be able to leave once you open a shop, right?\I'd have to continue my travels alone, or find another companion.\You're clever and you have the money you earned from the marten furs.\I'm sure that you'll be fine, traveling on your own.\I'm tired of being alone.\I can't force you to be with me.\Right? response:	I can accompany you until you return to the north.
context: You won't be able to leave once you open a shop, right?\I'd have to continue my travels alone, or find another companion.\You're clever and you have the money you earned from the marten furs.\I'm sure that you'll be fine, traveling on your own.\I'm tired of being alone.\I can't force you to be with me.\Right?\I can accompany you until you return to the north. response:	It's not like I can open a shop right away once I obtain the money.
context: I'd have to continue my travels alone, or find another companion.\You're clever and you have the money you earned from the marten furs.\I'm sure that you'll be fine, traveling on your own.\I'm tired of being alone.\I can't force you to be with me.\Right?\I can accompany you until you return to the north.\It's not like I can open a shop right away once I obtain the money. response:	Really?
context: You're clever and you have the money you earned from the marten furs.\I'm sure that you'll be fine, traveling on your own.\I'm tired of being alone.\I can't force you to be with me.\Right?\I can accompany you until you return to the north.\It's not like I can open a shop right away once I obtain the money.\Really? response:	Why would I lie?
context: I'm sure that you'll be fine, traveling on your own.\I'm tired of being alone.\I can't force you to be with me.\Right?\I can accompany you until you return to the north.\It's not like I can open a shop right away once I obtain the money.\Really?\Why would I lie? response:	So, ah...
context: I'm tired of being alone.\I can't force you to be with me.\Right?\I can accompany you until you return to the north.\It's not like I can open a shop right away once I obtain the money.\Really?\Why would I lie?\So, ah... response:	Don't make that face.
context: I can't force you to be with me.\Right?\I can accompany you until you return to the north.\It's not like I can open a shop right away once I obtain the money.\Really?\Why would I lie?\So, ah...\Don't make that face. response:	Okay.
context: Right?\I can accompany you until you return to the north.\It's not like I can open a shop right away once I obtain the money.\Really?\Why would I lie?\So, ah...\Don't make that face.\Okay. response:	This isn't like you.
context: I can accompany you until you return to the north.\It's not like I can open a shop right away once I obtain the money.\Really?\Why would I lie?\So, ah...\Don't make that face.\Okay.\This isn't like you. response:	I always have the same dream.
context: It's not like I can open a shop right away once I obtain the money.\Really?\Why would I lie?\So, ah...\Don't make that face.\Okay.\This isn't like you.\I always have the same dream. response:	Dream?
context: Really?\Why would I lie?\So, ah...\Don't make that face.\Okay.\This isn't like you.\I always have the same dream.\Dream? response:	When I...
context: Why would I lie?\So, ah...\Don't make that face.\Okay.\This isn't like you.\I always have the same dream.\Dream?\When I... response:	When I wake up...
context: So, ah...\Don't make that face.\Okay.\This isn't like you.\I always have the same dream.\Dream?\When I...\When I wake up... response:	There is no one around.
context: Don't make that face.\Okay.\This isn't like you.\I always have the same dream.\Dream?\When I...\When I wake up...\There is no one around. response:	Not Yueh, nor Intii...
context: Okay.\This isn't like you.\I always have the same dream.\Dream?\When I...\When I wake up...\There is no one around.\Not Yueh, nor Intii... response:	Neither are Poro or Miyori...
context: This isn't like you.\I always have the same dream.\Dream?\When I...\When I wake up...\There is no one around.\Not Yueh, nor Intii...\Neither are Poro or Miyori... response:	No matter where I look, they're nowhere to be found.
context: I always have the same dream.\Dream?\When I...\When I wake up...\There is no one around.\Not Yueh, nor Intii...\Neither are Poro or Miyori...\No matter where I look, they're nowhere to be found. response:	We can live for several hundred years.
context: Dream?\When I...\When I wake up...\There is no one around.\Not Yueh, nor Intii...\Neither are Poro or Miyori...\No matter where I look, they're nowhere to be found.\We can live for several hundred years. response:	So that's why...
context: When I...\When I wake up...\There is no one around.\Not Yueh, nor Intii...\Neither are Poro or Miyori...\No matter where I look, they're nowhere to be found.\We can live for several hundred years.\So that's why... response:	That's why we went on a journey.
context: When I wake up...\There is no one around.\Not Yueh, nor Intii...\Neither are Poro or Miyori...\No matter where I look, they're nowhere to be found.\We can live for several hundred years.\So that's why...\That's why we went on a journey. response:	We... We thought that we would reunite for sure.
context: There is no one around.\Not Yueh, nor Intii...\Neither are Poro or Miyori...\No matter where I look, they're nowhere to be found.\We can live for several hundred years.\So that's why...\That's why we went on a journey.\We... We thought that we would reunite for sure. response:	But... There's no one!
context: Not Yueh, nor Intii...\Neither are Poro or Miyori...\No matter where I look, they're nowhere to be found.\We can live for several hundred years.\So that's why...\That's why we went on a journey.\We... We thought that we would reunite for sure.\But... There's no one! response:	I don't want to wake up and find that there's no one here anymore!
context: Neither are Poro or Miyori...\No matter where I look, they're nowhere to be found.\We can live for several hundred years.\So that's why...\That's why we went on a journey.\We... We thought that we would reunite for sure.\But... There's no one!\I don't want to wake up and find that there's no one here anymore! response:	I'm tired of being alone!
context: No matter where I look, they're nowhere to be found.\We can live for several hundred years.\So that's why...\That's why we went on a journey.\We... We thought that we would reunite for sure.\But... There's no one!\I don't want to wake up and find that there's no one here anymore!\I'm tired of being alone! response:	Being alone is cold!
context: We can live for several hundred years.\So that's why...\That's why we went on a journey.\We... We thought that we would reunite for sure.\But... There's no one!\I don't want to wake up and find that there's no one here anymore!\I'm tired of being alone!\Being alone is cold! response:	Being alone is lonely.
context: So that's why...\That's why we went on a journey.\We... We thought that we would reunite for sure.\But... There's no one!\I don't want to wake up and find that there's no one here anymore!\I'm tired of being alone!\Being alone is cold!\Being alone is lonely. response:	This is shameful...
context: That's why we went on a journey.\We... We thought that we would reunite for sure.\But... There's no one!\I don't want to wake up and find that there's no one here anymore!\I'm tired of being alone!\Being alone is cold!\Being alone is lonely.\This is shameful... response:	Peddlers have nightmares like that too.
context: We... We thought that we would reunite for sure.\But... There's no one!\I don't want to wake up and find that there's no one here anymore!\I'm tired of being alone!\Being alone is cold!\Being alone is lonely.\This is shameful...\Peddlers have nightmares like that too. response:	Your face is all sticky now.
context: But... There's no one!\I don't want to wake up and find that there's no one here anymore!\I'm tired of being alone!\Being alone is cold!\Being alone is lonely.\This is shameful...\Peddlers have nightmares like that too.\Your face is all sticky now. response:	Hold on a bit.
context: I don't want to wake up and find that there's no one here anymore!\I'm tired of being alone!\Being alone is cold!\Being alone is lonely.\This is shameful...\Peddlers have nightmares like that too.\Your face is all sticky now.\Hold on a bit. response:	Here.
context: I'm tired of being alone!\Being alone is cold!\Being alone is lonely.\This is shameful...\Peddlers have nightmares like that too.\Your face is all sticky now.\Hold on a bit.\Here. response:	But that's...
context: Being alone is cold!\Being alone is lonely.\This is shameful...\Peddlers have nightmares like that too.\Your face is all sticky now.\Hold on a bit.\Here.\But that's... response:	I was going to throw away this sketch.
context: Being alone is lonely.\This is shameful...\Peddlers have nightmares like that too.\Your face is all sticky now.\Hold on a bit.\Here.\But that's...\I was going to throw away this sketch. response:	Plus, that deal hasn't succeeded yet.
context: This is shameful...\Peddlers have nightmares like that too.\Your face is all sticky now.\Hold on a bit.\Here.\But that's...\I was going to throw away this sketch.\Plus, that deal hasn't succeeded yet. response:	There's a limit to my optimism.
context: Peddlers have nightmares like that too.\Your face is all sticky now.\Hold on a bit.\Here.\But that's...\I was going to throw away this sketch.\Plus, that deal hasn't succeeded yet.\There's a limit to my optimism. response:	I'm deeply indebted to you now.
context: Your face is all sticky now.\Hold on a bit.\Here.\But that's...\I was going to throw away this sketch.\Plus, that deal hasn't succeeded yet.\There's a limit to my optimism.\I'm deeply indebted to you now. response:	I'm still sleepy.
context: Hold on a bit.\Here.\But that's...\I was going to throw away this sketch.\Plus, that deal hasn't succeeded yet.\There's a limit to my optimism.\I'm deeply indebted to you now.\I'm still sleepy. response:	Aren't you going to sleep?
context: Here.\But that's...\I was going to throw away this sketch.\Plus, that deal hasn't succeeded yet.\There's a limit to my optimism.\I'm deeply indebted to you now.\I'm still sleepy.\Aren't you going to sleep? response:	Let's go to sleep, then.
context: But that's...\I was going to throw away this sketch.\Plus, that deal hasn't succeeded yet.\There's a limit to my optimism.\I'm deeply indebted to you now.\I'm still sleepy.\Aren't you going to sleep?\Let's go to sleep, then. response:	The candle charges will be wasted.
context: I was going to throw away this sketch.\Plus, that deal hasn't succeeded yet.\There's a limit to my optimism.\I'm deeply indebted to you now.\I'm still sleepy.\Aren't you going to sleep?\Let's go to sleep, then.\The candle charges will be wasted. response:	That is a very merchant-like notion.
context: Plus, that deal hasn't succeeded yet.\There's a limit to my optimism.\I'm deeply indebted to you now.\I'm still sleepy.\Aren't you going to sleep?\Let's go to sleep, then.\The candle charges will be wasted.\That is a very merchant-like notion. response:	What are you doing?
context: There's a limit to my optimism.\I'm deeply indebted to you now.\I'm still sleepy.\Aren't you going to sleep?\Let's go to sleep, then.\The candle charges will be wasted.\That is a very merchant-like notion.\What are you doing? response:	Don't say anything uncouth!
context: I'm deeply indebted to you now.\I'm still sleepy.\Aren't you going to sleep?\Let's go to sleep, then.\The candle charges will be wasted.\That is a very merchant-like notion.\What are you doing?\Don't say anything uncouth! response:	It's suffocating...
context: I'm still sleepy.\Aren't you going to sleep?\Let's go to sleep, then.\The candle charges will be wasted.\That is a very merchant-like notion.\What are you doing?\Don't say anything uncouth!\It's suffocating... response:	Have your eyes adjusted yet?
context: Aren't you going to sleep?\Let's go to sleep, then.\The candle charges will be wasted.\That is a very merchant-like notion.\What are you doing?\Don't say anything uncouth!\It's suffocating...\Have your eyes adjusted yet? response:	What do you-
context: Let's go to sleep, then.\The candle charges will be wasted.\That is a very merchant-like notion.\What are you doing?\Don't say anything uncouth!\It's suffocating...\Have your eyes adjusted yet?\What do you- response:	I've finally remembered what I had to tell you.
context: The candle charges will be wasted.\That is a very merchant-like notion.\What are you doing?\Don't say anything uncouth!\It's suffocating...\Have your eyes adjusted yet?\What do you-\I've finally remembered what I had to tell you. response:	There are three people outside the door.
context: That is a very merchant-like notion.\What are you doing?\Don't say anything uncouth!\It's suffocating...\Have your eyes adjusted yet?\What do you-\I've finally remembered what I had to tell you.\There are three people outside the door. response:	They're probably not your usual guests.
context: What are you doing?\Don't say anything uncouth!\It's suffocating...\Have your eyes adjusted yet?\What do you-\I've finally remembered what I had to tell you.\There are three people outside the door.\They're probably not your usual guests. response:	It can't be... the Medioh Company?
context: Don't say anything uncouth!\It's suffocating...\Have your eyes adjusted yet?\What do you-\I've finally remembered what I had to tell you.\There are three people outside the door.\They're probably not your usual guests.\It can't be... the Medioh Company? response:	This is the second floor.
context: It's suffocating...\Have your eyes adjusted yet?\What do you-\I've finally remembered what I had to tell you.\There are three people outside the door.\They're probably not your usual guests.\It can't be... the Medioh Company?\This is the second floor. response:	Fortunately, there is no one outside.
context: Have your eyes adjusted yet?\What do you-\I've finally remembered what I had to tell you.\There are three people outside the door.\They're probably not your usual guests.\It can't be... the Medioh Company?\This is the second floor.\Fortunately, there is no one outside. response:	Are you ready?
context: What do you-\I've finally remembered what I had to tell you.\There are three people outside the door.\They're probably not your usual guests.\It can't be... the Medioh Company?\This is the second floor.\Fortunately, there is no one outside.\Are you ready? response:	Let's thoroughly bathe my body in the moonlight!
context: I've finally remembered what I had to tell you.\There are three people outside the door.\They're probably not your usual guests.\It can't be... the Medioh Company?\This is the second floor.\Fortunately, there is no one outside.\Are you ready?\Let's thoroughly bathe my body in the moonlight! response:	Run!
context: There are three people outside the door.\They're probably not your usual guests.\It can't be... the Medioh Company?\This is the second floor.\Fortunately, there is no one outside.\Are you ready?\Let's thoroughly bathe my body in the moonlight!\Run! response:	We'll have to give up the wagon.
context: They're probably not your usual guests.\It can't be... the Medioh Company?\This is the second floor.\Fortunately, there is no one outside.\Are you ready?\Let's thoroughly bathe my body in the moonlight!\Run!\We'll have to give up the wagon. response:	They won't benefit from killing the horse!
context: It can't be... the Medioh Company?\This is the second floor.\Fortunately, there is no one outside.\Are you ready?\Let's thoroughly bathe my body in the moonlight!\Run!\We'll have to give up the wagon.\They won't benefit from killing the horse! response:	We'll just get it back once things calm down!
context: This is the second floor.\Fortunately, there is no one outside.\Are you ready?\Let's thoroughly bathe my body in the moonlight!\Run!\We'll have to give up the wagon.\They won't benefit from killing the horse!\We'll just get it back once things calm down! response:	Yeah.
context: Fortunately, there is no one outside.\Are you ready?\Let's thoroughly bathe my body in the moonlight!\Run!\We'll have to give up the wagon.\They won't benefit from killing the horse!\We'll just get it back once things calm down!\Yeah. response:	Hold on to some, just to be safe.
context: Are you ready?\Let's thoroughly bathe my body in the moonlight!\Run!\We'll have to give up the wagon.\They won't benefit from killing the horse!\We'll just get it back once things calm down!\Yeah.\Hold on to some, just to be safe. response:	It's warm.
context: Let's thoroughly bathe my body in the moonlight!\Run!\We'll have to give up the wagon.\They won't benefit from killing the horse!\We'll just get it back once things calm down!\Yeah.\Hold on to some, just to be safe.\It's warm. response:	It's the wheat I reside in, after all.
context: Run!\We'll have to give up the wagon.\They won't benefit from killing the horse!\We'll just get it back once things calm down!\Yeah.\Hold on to some, just to be safe.\It's warm.\It's the wheat I reside in, after all. response:	They're heading for the Milone Company!
context: We'll have to give up the wagon.\They won't benefit from killing the horse!\We'll just get it back once things calm down!\Yeah.\Hold on to some, just to be safe.\It's warm.\It's the wheat I reside in, after all.\They're heading for the Milone Company! response:	Don't let them make it inside!
context: They won't benefit from killing the horse!\We'll just get it back once things calm down!\Yeah.\Hold on to some, just to be safe.\It's warm.\It's the wheat I reside in, after all.\They're heading for the Milone Company!\Don't let them make it inside! response:	Horo, let's go shopping once this matter is over!
context: We'll just get it back once things calm down!\Yeah.\Hold on to some, just to be safe.\It's warm.\It's the wheat I reside in, after all.\They're heading for the Milone Company!\Don't let them make it inside!\Horo, let's go shopping once this matter is over! response:	What are you saying so suddenly?
context: Yeah.\Hold on to some, just to be safe.\It's warm.\It's the wheat I reside in, after all.\They're heading for the Milone Company!\Don't let them make it inside!\Horo, let's go shopping once this matter is over!\What are you saying so suddenly? response:	I'll buy you a comb, a hat, or anything.
context: Hold on to some, just to be safe.\It's warm.\It's the wheat I reside in, after all.\They're heading for the Milone Company!\Don't let them make it inside!\Horo, let's go shopping once this matter is over!\What are you saying so suddenly?\I'll buy you a comb, a hat, or anything. response:	What are you scheming?
context: It's warm.\It's the wheat I reside in, after all.\They're heading for the Milone Company!\Don't let them make it inside!\Horo, let's go shopping once this matter is over!\What are you saying so suddenly?\I'll buy you a comb, a hat, or anything.\What are you scheming? response:	Nothing, it's just that you have beautiful hair.
context: It's the wheat I reside in, after all.\They're heading for the Milone Company!\Don't let them make it inside!\Horo, let's go shopping once this matter is over!\What are you saying so suddenly?\I'll buy you a comb, a hat, or anything.\What are you scheming?\Nothing, it's just that you have beautiful hair. response:	I'd rather have a comb for my tail than for my hair!
context: They're heading for the Milone Company!\Don't let them make it inside!\Horo, let's go shopping once this matter is over!\What are you saying so suddenly?\I'll buy you a comb, a hat, or anything.\What are you scheming?\Nothing, it's just that you have beautiful hair.\I'd rather have a comb for my tail than for my hair! response:	Then we'll go with that!
context: Don't let them make it inside!\Horo, let's go shopping once this matter is over!\What are you saying so suddenly?\I'll buy you a comb, a hat, or anything.\What are you scheming?\Nothing, it's just that you have beautiful hair.\I'd rather have a comb for my tail than for my hair!\Then we'll go with that! response:	Just hang on, we're almost at the Milone Company!
context: Horo, let's go shopping once this matter is over!\What are you saying so suddenly?\I'll buy you a comb, a hat, or anything.\What are you scheming?\Nothing, it's just that you have beautiful hair.\I'd rather have a comb for my tail than for my hair!\Then we'll go with that!\Just hang on, we're almost at the Milone Company! response:	Did you find them?
context: What are you saying so suddenly?\I'll buy you a comb, a hat, or anything.\What are you scheming?\Nothing, it's just that you have beautiful hair.\I'd rather have a comb for my tail than for my hair!\Then we'll go with that!\Just hang on, we're almost at the Milone Company!\Did you find them? response:	No.
context: I'll buy you a comb, a hat, or anything.\What are you scheming?\Nothing, it's just that you have beautiful hair.\I'd rather have a comb for my tail than for my hair!\Then we'll go with that!\Just hang on, we're almost at the Milone Company!\Did you find them?\No. response:	They should be around here.
context: What are you scheming?\Nothing, it's just that you have beautiful hair.\I'd rather have a comb for my tail than for my hair!\Then we'll go with that!\Just hang on, we're almost at the Milone Company!\Did you find them?\No.\They should be around here. response:	The gang will be coming soon, let's scour the area!
context: Nothing, it's just that you have beautiful hair.\I'd rather have a comb for my tail than for my hair!\Then we'll go with that!\Just hang on, we're almost at the Milone Company!\Did you find them?\No.\They should be around here.\The gang will be coming soon, let's scour the area! response:	Yes!
context: I'd rather have a comb for my tail than for my hair!\Then we'll go with that!\Just hang on, we're almost at the Milone Company!\Did you find them?\No.\They should be around here.\The gang will be coming soon, let's scour the area!\Yes! response:	The situation is pretty bad.
context: Then we'll go with that!\Just hang on, we're almost at the Milone Company!\Did you find them?\No.\They should be around here.\The gang will be coming soon, let's scour the area!\Yes!\The situation is pretty bad. response:	Should we split up?
context: Just hang on, we're almost at the Milone Company!\Did you find them?\No.\They should be around here.\The gang will be coming soon, let's scour the area!\Yes!\The situation is pretty bad.\Should we split up? response:	That's a good idea, but I have a better one.
context: Did you find them?\No.\They should be around here.\The gang will be coming soon, let's scour the area!\Yes!\The situation is pretty bad.\Should we split up?\That's a good idea, but I have a better one. response:	What is it?
context: No.\They should be around here.\The gang will be coming soon, let's scour the area!\Yes!\The situation is pretty bad.\Should we split up?\That's a good idea, but I have a better one.\What is it? response:	I'll run out and distract them.
context: They should be around here.\The gang will be coming soon, let's scour the area!\Yes!\The situation is pretty bad.\Should we split up?\That's a good idea, but I have a better one.\What is it?\I'll run out and distract them. response:	During that time, you will-
context: The gang will be coming soon, let's scour the area!\Yes!\The situation is pretty bad.\Should we split up?\That's a good idea, but I have a better one.\What is it?\I'll run out and distract them.\During that time, you will- response:	Hold on, that's-
context: Yes!\The situation is pretty bad.\Should we split up?\That's a good idea, but I have a better one.\What is it?\I'll run out and distract them.\During that time, you will-\Hold on, that's- response:	Listen.
context: The situation is pretty bad.\Should we split up?\That's a good idea, but I have a better one.\What is it?\I'll run out and distract them.\During that time, you will-\Hold on, that's-\Listen. response:	If we don't split up properly, you'll be the one they capture.
context: Should we split up?\That's a good idea, but I have a better one.\What is it?\I'll run out and distract them.\During that time, you will-\Hold on, that's-\Listen.\If we don't split up properly, you'll be the one they capture. response:	A wolf like me won't be captured easily.
context: That's a good idea, but I have a better one.\What is it?\I'll run out and distract them.\During that time, you will-\Hold on, that's-\Listen.\If we don't split up properly, you'll be the one they capture.\A wolf like me won't be captured easily. response:	If it's just me,
context: What is it?\I'll run out and distract them.\During that time, you will-\Hold on, that's-\Listen.\If we don't split up properly, you'll be the one they capture.\A wolf like me won't be captured easily.\If it's just me, response:	how will I negotiate with the Milone Company?
context: I'll run out and distract them.\During that time, you will-\Hold on, that's-\Listen.\If we don't split up properly, you'll be the one they capture.\A wolf like me won't be captured easily.\If it's just me,\how will I negotiate with the Milone Company? response:	You will explain it all to Milone.
context: During that time, you will-\Hold on, that's-\Listen.\If we don't split up properly, you'll be the one they capture.\A wolf like me won't be captured easily.\If it's just me,\how will I negotiate with the Milone Company?\You will explain it all to Milone. response:	In order for you to not be dismissed,
context: Hold on, that's-\Listen.\If we don't split up properly, you'll be the one they capture.\A wolf like me won't be captured easily.\If it's just me,\how will I negotiate with the Milone Company?\You will explain it all to Milone.\In order for you to not be dismissed, response:	you need to be the one to negotiate for what you want with them.
context: Listen.\If we don't split up properly, you'll be the one they capture.\A wolf like me won't be captured easily.\If it's just me,\how will I negotiate with the Milone Company?\You will explain it all to Milone.\In order for you to not be dismissed,\you need to be the one to negotiate for what you want with them. response:	I can't go through with this after all.
context: If we don't split up properly, you'll be the one they capture.\A wolf like me won't be captured easily.\If it's just me,\how will I negotiate with the Milone Company?\You will explain it all to Milone.\In order for you to not be dismissed,\you need to be the one to negotiate for what you want with them.\I can't go through with this after all. response:	If the Medioh Company sees your ears or tail, they'll take you to the church for sure!
context: A wolf like me won't be captured easily.\If it's just me,\how will I negotiate with the Milone Company?\You will explain it all to Milone.\In order for you to not be dismissed,\you need to be the one to negotiate for what you want with them.\I can't go through with this after all.\If the Medioh Company sees your ears or tail, they'll take you to the church for sure! response:	I won't be caught.
context: If it's just me,\how will I negotiate with the Milone Company?\You will explain it all to Milone.\In order for you to not be dismissed,\you need to be the one to negotiate for what you want with them.\I can't go through with this after all.\If the Medioh Company sees your ears or tail, they'll take you to the church for sure!\I won't be caught. response:	Even if I am caught, I can hide my ears and tail for at least a day.
context: how will I negotiate with the Milone Company?\You will explain it all to Milone.\In order for you to not be dismissed,\you need to be the one to negotiate for what you want with them.\I can't go through with this after all.\If the Medioh Company sees your ears or tail, they'll take you to the church for sure!\I won't be caught.\Even if I am caught, I can hide my ears and tail for at least a day. response:	I'm sure you'll come rescue me during that time.
context: You will explain it all to Milone.\In order for you to not be dismissed,\you need to be the one to negotiate for what you want with them.\I can't go through with this after all.\If the Medioh Company sees your ears or tail, they'll take you to the church for sure!\I won't be caught.\Even if I am caught, I can hide my ears and tail for at least a day.\I'm sure you'll come rescue me during that time. response:	Hey!
context: In order for you to not be dismissed,\you need to be the one to negotiate for what you want with them.\I can't go through with this after all.\If the Medioh Company sees your ears or tail, they'll take you to the church for sure!\I won't be caught.\Even if I am caught, I can hide my ears and tail for at least a day.\I'm sure you'll come rescue me during that time.\Hey! response:	You want to save up and open a store, don't you?
context: you need to be the one to negotiate for what you want with them.\I can't go through with this after all.\If the Medioh Company sees your ears or tail, they'll take you to the church for sure!\I won't be caught.\Even if I am caught, I can hide my ears and tail for at least a day.\I'm sure you'll come rescue me during that time.\Hey!\You want to save up and open a store, don't you? response:	This is the perfect chance for me to pay you back for earlier.
context: I can't go through with this after all.\If the Medioh Company sees your ears or tail, they'll take you to the church for sure!\I won't be caught.\Even if I am caught, I can hide my ears and tail for at least a day.\I'm sure you'll come rescue me during that time.\Hey!\You want to save up and open a store, don't you?\This is the perfect chance for me to pay you back for earlier. response:	Don't be stupid!
