context: /** TS by scol **/ response:	/** name move **/
context: G-pens let you control the strength of the lines, but...\it's easy for them to get caught on the paper.\I see.\So even though your uncle became a pro using a kabura pen,\that's no good for us, huh?\Of course! It can't give the drawings flavor or atmosphere.\Uncle shrugged it off, saying my drawings are crappy.\And since he was doing gag manga, he said he could get away with it. response:	That's true...
context: it's easy for them to get caught on the paper.\I see.\So even though your uncle became a pro using a kabura pen,\that's no good for us, huh?\Of course! It can't give the drawings flavor or atmosphere.\Uncle shrugged it off, saying my drawings are crappy.\And since he was doing gag manga, he said he could get away with it.\That's true... response:	Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.
context: I see.\So even though your uncle became a pro using a kabura pen,\that's no good for us, huh?\Of course! It can't give the drawings flavor or atmosphere.\Uncle shrugged it off, saying my drawings are crappy.\And since he was doing gag manga, he said he could get away with it.\That's true...\Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush. response:	I've got no choice but to keep drawing until I get used to it.
context: So even though your uncle became a pro using a kabura pen,\that's no good for us, huh?\Of course! It can't give the drawings flavor or atmosphere.\Uncle shrugged it off, saying my drawings are crappy.\And since he was doing gag manga, he said he could get away with it.\That's true...\Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.\I've got no choice but to keep drawing until I get used to it. response:	I drew these yesterday, too.
context: that's no good for us, huh?\Of course! It can't give the drawings flavor or atmosphere.\Uncle shrugged it off, saying my drawings are crappy.\And since he was doing gag manga, he said he could get away with it.\That's true...\Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.\I've got no choice but to keep drawing until I get used to it.\I drew these yesterday, too. response:	These are good!
context: Of course! It can't give the drawings flavor or atmosphere.\Uncle shrugged it off, saying my drawings are crappy.\And since he was doing gag manga, he said he could get away with it.\That's true...\Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.\I've got no choice but to keep drawing until I get used to it.\I drew these yesterday, too.\These are good! response:	But I better not say so.
context: Uncle shrugged it off, saying my drawings are crappy.\And since he was doing gag manga, he said he could get away with it.\That's true...\Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.\I've got no choice but to keep drawing until I get used to it.\I drew these yesterday, too.\These are good!\But I better not say so. response:	Saikou's still not satisfied with them
context: And since he was doing gag manga, he said he could get away with it.\That's true...\Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.\I've got no choice but to keep drawing until I get used to it.\I drew these yesterday, too.\These are good!\But I better not say so.\Saikou's still not satisfied with them response:	Kabura pens are good for drawing backgrounds.
context: That's true...\Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.\I've got no choice but to keep drawing until I get used to it.\I drew these yesterday, too.\These are good!\But I better not say so.\Saikou's still not satisfied with them\Kabura pens are good for drawing backgrounds. response:	And round pens are good for extra-thin lines.
context: Anyhow, it's totally different from doing rough sketches with a pencil or doing watercolor painting with a brush.\I've got no choice but to keep drawing until I get used to it.\I drew these yesterday, too.\These are good!\But I better not say so.\Saikou's still not satisfied with them\Kabura pens are good for drawing backgrounds.\And round pens are good for extra-thin lines. response:	So you drew by looking at those?
context: I've got no choice but to keep drawing until I get used to it.\I drew these yesterday, too.\These are good!\But I better not say so.\Saikou's still not satisfied with them\Kabura pens are good for drawing backgrounds.\And round pens are good for extra-thin lines.\So you drew by looking at those? response:	Yeah.
context: I drew these yesterday, too.\These are good!\But I better not say so.\Saikou's still not satisfied with them\Kabura pens are good for drawing backgrounds.\And round pens are good for extra-thin lines.\So you drew by looking at those?\Yeah. response:	I got them all out of the boxes and lined them up.
context: These are good!\But I better not say so.\Saikou's still not satisfied with them\Kabura pens are good for drawing backgrounds.\And round pens are good for extra-thin lines.\So you drew by looking at those?\Yeah.\I got them all out of the boxes and lined them up. response:	So they sell this kind of sample material?
context: But I better not say so.\Saikou's still not satisfied with them\Kabura pens are good for drawing backgrounds.\And round pens are good for extra-thin lines.\So you drew by looking at those?\Yeah.\I got them all out of the boxes and lined them up.\So they sell this kind of sample material? response:	With these you'll be able to draw manuscripts perfectly, won't you?
context: Saikou's still not satisfied with them\Kabura pens are good for drawing backgrounds.\And round pens are good for extra-thin lines.\So you drew by looking at those?\Yeah.\I got them all out of the boxes and lined them up.\So they sell this kind of sample material?\With these you'll be able to draw manuscripts perfectly, won't you? response:	I need to put effects in, too.
context: Kabura pens are good for drawing backgrounds.\And round pens are good for extra-thin lines.\So you drew by looking at those?\Yeah.\I got them all out of the boxes and lined them up.\So they sell this kind of sample material?\With these you'll be able to draw manuscripts perfectly, won't you?\I need to put effects in, too. response:	Effects?
context: And round pens are good for extra-thin lines.\So you drew by looking at those?\Yeah.\I got them all out of the boxes and lined them up.\So they sell this kind of sample material?\With these you'll be able to draw manuscripts perfectly, won't you?\I need to put effects in, too.\Effects? response:	These.
context: So you drew by looking at those?\Yeah.\I got them all out of the boxes and lined them up.\So they sell this kind of sample material?\With these you'll be able to draw manuscripts perfectly, won't you?\I need to put effects in, too.\Effects?\These. response:	Uncle directed his assistants on which to use with numbers,
context: Yeah.\I got them all out of the boxes and lined them up.\So they sell this kind of sample material?\With these you'll be able to draw manuscripts perfectly, won't you?\I need to put effects in, too.\Effects?\These.\Uncle directed his assistants on which to use with numbers, response:	but first I have to be able to do them myself.
context: I got them all out of the boxes and lined them up.\So they sell this kind of sample material?\With these you'll be able to draw manuscripts perfectly, won't you?\I need to put effects in, too.\Effects?\These.\Uncle directed his assistants on which to use with numbers,\but first I have to be able to do them myself. response:	All these kinds of lines can be drawn by hand?
context: So they sell this kind of sample material?\With these you'll be able to draw manuscripts perfectly, won't you?\I need to put effects in, too.\Effects?\These.\Uncle directed his assistants on which to use with numbers,\but first I have to be able to do them myself.\All these kinds of lines can be drawn by hand? response:	While using these sorts of rulers.
context: With these you'll be able to draw manuscripts perfectly, won't you?\I need to put effects in, too.\Effects?\These.\Uncle directed his assistants on which to use with numbers,\but first I have to be able to do them myself.\All these kinds of lines can be drawn by hand?\While using these sorts of rulers. response:	We don't have any assistants,
context: I need to put effects in, too.\Effects?\These.\Uncle directed his assistants on which to use with numbers,\but first I have to be able to do them myself.\All these kinds of lines can be drawn by hand?\While using these sorts of rulers.\We don't have any assistants, response:	so I even have to put in the screen tones myself.
context: Effects?\These.\Uncle directed his assistants on which to use with numbers,\but first I have to be able to do them myself.\All these kinds of lines can be drawn by hand?\While using these sorts of rulers.\We don't have any assistants,\so I even have to put in the screen tones myself. response:	I used a cutter to cut these out and put them in.
context: These.\Uncle directed his assistants on which to use with numbers,\but first I have to be able to do them myself.\All these kinds of lines can be drawn by hand?\While using these sorts of rulers.\We don't have any assistants,\so I even have to put in the screen tones myself.\I used a cutter to cut these out and put them in. response:	So in short, in order to make one page of a manuscript...
context: Uncle directed his assistants on which to use with numbers,\but first I have to be able to do them myself.\All these kinds of lines can be drawn by hand?\While using these sorts of rulers.\We don't have any assistants,\so I even have to put in the screen tones myself.\I used a cutter to cut these out and put them in.\So in short, in order to make one page of a manuscript... response:	First you start with a name and make it an under-sketch on a paper used for manuscripts...
context: but first I have to be able to do them myself.\All these kinds of lines can be drawn by hand?\While using these sorts of rulers.\We don't have any assistants,\so I even have to put in the screen tones myself.\I used a cutter to cut these out and put them in.\So in short, in order to make one page of a manuscript...\First you start with a name and make it an under-sketch on a paper used for manuscripts... response:	Then you ink the characters and backgrounds.
context: All these kinds of lines can be drawn by hand?\While using these sorts of rulers.\We don't have any assistants,\so I even have to put in the screen tones myself.\I used a cutter to cut these out and put them in.\So in short, in order to make one page of a manuscript...\First you start with a name and make it an under-sketch on a paper used for manuscripts...\Then you ink the characters and backgrounds. response:	Yeah. And then you ink in the effects and affix the screen tones...
context: While using these sorts of rulers.\We don't have any assistants,\so I even have to put in the screen tones myself.\I used a cutter to cut these out and put them in.\So in short, in order to make one page of a manuscript...\First you start with a name and make it an under-sketch on a paper used for manuscripts...\Then you ink the characters and backgrounds.\Yeah. And then you ink in the effects and affix the screen tones... response:	And then it's finally finished, huh?
context: We don't have any assistants,\so I even have to put in the screen tones myself.\I used a cutter to cut these out and put them in.\So in short, in order to make one page of a manuscript...\First you start with a name and make it an under-sketch on a paper used for manuscripts...\Then you ink the characters and backgrounds.\Yeah. And then you ink in the effects and affix the screen tones...\And then it's finally finished, huh? response:	There sure is a lot to do.
context: so I even have to put in the screen tones myself.\I used a cutter to cut these out and put them in.\So in short, in order to make one page of a manuscript...\First you start with a name and make it an under-sketch on a paper used for manuscripts...\Then you ink the characters and backgrounds.\Yeah. And then you ink in the effects and affix the screen tones...\And then it's finally finished, huh?\There sure is a lot to do. response:	Yeah.
context: I used a cutter to cut these out and put them in.\So in short, in order to make one page of a manuscript...\First you start with a name and make it an under-sketch on a paper used for manuscripts...\Then you ink the characters and backgrounds.\Yeah. And then you ink in the effects and affix the screen tones...\And then it's finally finished, huh?\There sure is a lot to do.\Yeah. response:	The exact operation may vary depending on the person, but
context: So in short, in order to make one page of a manuscript...\First you start with a name and make it an under-sketch on a paper used for manuscripts...\Then you ink the characters and backgrounds.\Yeah. And then you ink in the effects and affix the screen tones...\And then it's finally finished, huh?\There sure is a lot to do.\Yeah.\The exact operation may vary depending on the person, but response:	I think it's got this feeling in general.
context: First you start with a name and make it an under-sketch on a paper used for manuscripts...\Then you ink the characters and backgrounds.\Yeah. And then you ink in the effects and affix the screen tones...\And then it's finally finished, huh?\There sure is a lot to do.\Yeah.\The exact operation may vary depending on the person, but\I think it's got this feeling in general. response:	When I realized how much I have to master before I can draw something we can bring in, I got impatient.
context: Then you ink the characters and backgrounds.\Yeah. And then you ink in the effects and affix the screen tones...\And then it's finally finished, huh?\There sure is a lot to do.\Yeah.\The exact operation may vary depending on the person, but\I think it's got this feeling in general.\When I realized how much I have to master before I can draw something we can bring in, I got impatient. response:	Still humans are easy,
context: Yeah. And then you ink in the effects and affix the screen tones...\And then it's finally finished, huh?\There sure is a lot to do.\Yeah.\The exact operation may vary depending on the person, but\I think it's got this feeling in general.\When I realized how much I have to master before I can draw something we can bring in, I got impatient.\Still humans are easy, response:	but movement, facial expressions, composition...
context: And then it's finally finished, huh?\There sure is a lot to do.\Yeah.\The exact operation may vary depending on the person, but\I think it's got this feeling in general.\When I realized how much I have to master before I can draw something we can bring in, I got impatient.\Still humans are easy,\but movement, facial expressions, composition... response:	Unless I can draw them all, I'll never be a pro.
context: There sure is a lot to do.\Yeah.\The exact operation may vary depending on the person, but\I think it's got this feeling in general.\When I realized how much I have to master before I can draw something we can bring in, I got impatient.\Still humans are easy,\but movement, facial expressions, composition...\Unless I can draw them all, I'll never be a pro. response:	I don't know how long it's gonna take...
context: Yeah.\The exact operation may vary depending on the person, but\I think it's got this feeling in general.\When I realized how much I have to master before I can draw something we can bring in, I got impatient.\Still humans are easy,\but movement, facial expressions, composition...\Unless I can draw them all, I'll never be a pro.\I don't know how long it's gonna take... response:	Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.
context: The exact operation may vary depending on the person, but\I think it's got this feeling in general.\When I realized how much I have to master before I can draw something we can bring in, I got impatient.\Still humans are easy,\but movement, facial expressions, composition...\Unless I can draw them all, I'll never be a pro.\I don't know how long it's gonna take...\Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut. response:	And he didn't even know about the existence of white-out,
context: I think it's got this feeling in general.\When I realized how much I have to master before I can draw something we can bring in, I got impatient.\Still humans are easy,\but movement, facial expressions, composition...\Unless I can draw them all, I'll never be a pro.\I don't know how long it's gonna take...\Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.\And he didn't even know about the existence of white-out, response:	so if he made even a little mistake, he'd have to redo that whole page.
context: When I realized how much I have to master before I can draw something we can bring in, I got impatient.\Still humans are easy,\but movement, facial expressions, composition...\Unless I can draw them all, I'll never be a pro.\I don't know how long it's gonna take...\Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.\And he didn't even know about the existence of white-out,\so if he made even a little mistake, he'd have to redo that whole page. response:	H-Heh, is that right...?
context: Still humans are easy,\but movement, facial expressions, composition...\Unless I can draw them all, I'll never be a pro.\I don't know how long it's gonna take...\Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.\And he didn't even know about the existence of white-out,\so if he made even a little mistake, he'd have to redo that whole page.\H-Heh, is that right...? response:	But we've gotta do it!
context: but movement, facial expressions, composition...\Unless I can draw them all, I'll never be a pro.\I don't know how long it's gonna take...\Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.\And he didn't even know about the existence of white-out,\so if he made even a little mistake, he'd have to redo that whole page.\H-Heh, is that right...?\But we've gotta do it! response:	An anime adaptation by 18...
context: Unless I can draw them all, I'll never be a pro.\I don't know how long it's gonna take...\Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.\And he didn't even know about the existence of white-out,\so if he made even a little mistake, he'd have to redo that whole page.\H-Heh, is that right...?\But we've gotta do it!\An anime adaptation by 18... response:	I really can't waste even a single second!
context: I don't know how long it's gonna take...\Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.\And he didn't even know about the existence of white-out,\so if he made even a little mistake, he'd have to redo that whole page.\H-Heh, is that right...?\But we've gotta do it!\An anime adaptation by 18...\I really can't waste even a single second! response:	Saikou,
context: Thinking about it now, it's amazing that Uncle only took three years to go from a total beginner to his debut.\And he didn't even know about the existence of white-out,\so if he made even a little mistake, he'd have to redo that whole page.\H-Heh, is that right...?\But we've gotta do it!\An anime adaptation by 18...\I really can't waste even a single second!\Saikou, response:	I understand how you feel but I think you should at least study on days before tests.
context: And he didn't even know about the existence of white-out,\so if he made even a little mistake, he'd have to redo that whole page.\H-Heh, is that right...?\But we've gotta do it!\An anime adaptation by 18...\I really can't waste even a single second!\Saikou,\I understand how you feel but I think you should at least study on days before tests. response:	Yeah, I know.
context: so if he made even a little mistake, he'd have to redo that whole page.\H-Heh, is that right...?\But we've gotta do it!\An anime adaptation by 18...\I really can't waste even a single second!\Saikou,\I understand how you feel but I think you should at least study on days before tests.\Yeah, I know. response:	I planned to study a little yesterday, but it was morning before I knew it.
context: H-Heh, is that right...?\But we've gotta do it!\An anime adaptation by 18...\I really can't waste even a single second!\Saikou,\I understand how you feel but I think you should at least study on days before tests.\Yeah, I know.\I planned to study a little yesterday, but it was morning before I knew it. response:	Before you knew it...?
context: But we've gotta do it!\An anime adaptation by 18...\I really can't waste even a single second!\Saikou,\I understand how you feel but I think you should at least study on days before tests.\Yeah, I know.\I planned to study a little yesterday, but it was morning before I knew it.\Before you knew it...? response:	Anyhow, right now I just need to put in effort.
context: An anime adaptation by 18...\I really can't waste even a single second!\Saikou,\I understand how you feel but I think you should at least study on days before tests.\Yeah, I know.\I planned to study a little yesterday, but it was morning before I knew it.\Before you knew it...?\Anyhow, right now I just need to put in effort. response:	Uncle used to say that too.
context: I really can't waste even a single second!\Saikou,\I understand how you feel but I think you should at least study on days before tests.\Yeah, I know.\I planned to study a little yesterday, but it was morning before I knew it.\Before you knew it...?\Anyhow, right now I just need to put in effort.\Uncle used to say that too. response:	It was one of his requirements for becoming a mangaka.
context: Saikou,\I understand how you feel but I think you should at least study on days before tests.\Yeah, I know.\I planned to study a little yesterday, but it was morning before I knew it.\Before you knew it...?\Anyhow, right now I just need to put in effort.\Uncle used to say that too.\It was one of his requirements for becoming a mangaka. response:	Requirements for becoming a mangaka?
context: I understand how you feel but I think you should at least study on days before tests.\Yeah, I know.\I planned to study a little yesterday, but it was morning before I knew it.\Before you knew it...?\Anyhow, right now I just need to put in effort.\Uncle used to say that too.\It was one of his requirements for becoming a mangaka.\Requirements for becoming a mangaka? response:	For the Kawaguchi Tarou type.
context: Yeah, I know.\I planned to study a little yesterday, but it was morning before I knew it.\Before you knew it...?\Anyhow, right now I just need to put in effort.\Uncle used to say that too.\It was one of his requirements for becoming a mangaka.\Requirements for becoming a mangaka?\For the Kawaguchi Tarou type. response:	Three major requirements for if you're not a genius.
context: I planned to study a little yesterday, but it was morning before I knew it.\Before you knew it...?\Anyhow, right now I just need to put in effort.\Uncle used to say that too.\It was one of his requirements for becoming a mangaka.\Requirements for becoming a mangaka?\For the Kawaguchi Tarou type.\Three major requirements for if you're not a genius. response:	T-Tell me, too!
context: Before you knew it...?\Anyhow, right now I just need to put in effort.\Uncle used to say that too.\It was one of his requirements for becoming a mangaka.\Requirements for becoming a mangaka?\For the Kawaguchi Tarou type.\Three major requirements for if you're not a genius.\T-Tell me, too! response:	First: hubris.
context: Anyhow, right now I just need to put in effort.\Uncle used to say that too.\It was one of his requirements for becoming a mangaka.\Requirements for becoming a mangaka?\For the Kawaguchi Tarou type.\Three major requirements for if you're not a genius.\T-Tell me, too!\First: hubris. response:	First
context: Uncle used to say that too.\It was one of his requirements for becoming a mangaka.\Requirements for becoming a mangaka?\For the Kawaguchi Tarou type.\Three major requirements for if you're not a genius.\T-Tell me, too!\First: hubris.\First response:	HUBRIS
context: It was one of his requirements for becoming a mangaka.\Requirements for becoming a mangaka?\For the Kawaguchi Tarou type.\Three major requirements for if you're not a genius.\T-Tell me, too!\First: hubris.\First\HUBRIS response:	Think you're better than everyone else.
context: Requirements for becoming a mangaka?\For the Kawaguchi Tarou type.\Three major requirements for if you're not a genius.\T-Tell me, too!\First: hubris.\First\HUBRIS\Think you're better than everyone else. response:	I've got that.
context: For the Kawaguchi Tarou type.\Three major requirements for if you're not a genius.\T-Tell me, too!\First: hubris.\First\HUBRIS\Think you're better than everyone else.\I've got that. response:	But then it's not so much hubris, I have actual talent...
context: Three major requirements for if you're not a genius.\T-Tell me, too!\First: hubris.\First\HUBRIS\Think you're better than everyone else.\I've got that.\But then it's not so much hubris, I have actual talent... response:	That's what hubris is.
context: T-Tell me, too!\First: hubris.\First\HUBRIS\Think you're better than everyone else.\I've got that.\But then it's not so much hubris, I have actual talent...\That's what hubris is. response:	Second: effort.
context: First: hubris.\First\HUBRIS\Think you're better than everyone else.\I've got that.\But then it's not so much hubris, I have actual talent...\That's what hubris is.\Second: effort. response:	Second
context: First\HUBRIS\Think you're better than everyone else.\I've got that.\But then it's not so much hubris, I have actual talent...\That's what hubris is.\Second: effort.\Second response:	EFFORT
context: HUBRIS\Think you're better than everyone else.\I've got that.\But then it's not so much hubris, I have actual talent...\That's what hubris is.\Second: effort.\Second\EFFORT response:	So he can be straightforward, too, that Kawaguchi Tarou-sensei.
context: Think you're better than everyone else.\I've got that.\But then it's not so much hubris, I have actual talent...\That's what hubris is.\Second: effort.\Second\EFFORT\So he can be straightforward, too, that Kawaguchi Tarou-sensei. response:	Yup?
context: I've got that.\But then it's not so much hubris, I have actual talent...\That's what hubris is.\Second: effort.\Second\EFFORT\So he can be straightforward, too, that Kawaguchi Tarou-sensei.\Yup? response:	Third
context: But then it's not so much hubris, I have actual talent...\That's what hubris is.\Second: effort.\Second\EFFORT\So he can be straightforward, too, that Kawaguchi Tarou-sensei.\Yup?\Third response:	LUCK
context: That's what hubris is.\Second: effort.\Second\EFFORT\So he can be straightforward, too, that Kawaguchi Tarou-sensei.\Yup?\Third\LUCK response:	Right, luck.
context: Second: effort.\Second\EFFORT\So he can be straightforward, too, that Kawaguchi Tarou-sensei.\Yup?\Third\LUCK\Right, luck. response:	Eh?
context: Second\EFFORT\So he can be straightforward, too, that Kawaguchi Tarou-sensei.\Yup?\Third\LUCK\Right, luck.\Eh? response:	What? So in the end it's all about luck...?
context: EFFORT\So he can be straightforward, too, that Kawaguchi Tarou-sensei.\Yup?\Third\LUCK\Right, luck.\Eh?\What? So in the end it's all about luck...? response:	Of course.
context: So he can be straightforward, too, that Kawaguchi Tarou-sensei.\Yup?\Third\LUCK\Right, luck.\Eh?\What? So in the end it's all about luck...?\Of course. response:	If you're not a genius, you're just a gambler after all.
context: Yup?\Third\LUCK\Right, luck.\Eh?\What? So in the end it's all about luck...?\Of course.\If you're not a genius, you're just a gambler after all. response:	But just talking about dreams won't make them a reality.
context: Third\LUCK\Right, luck.\Eh?\What? So in the end it's all about luck...?\Of course.\If you're not a genius, you're just a gambler after all.\But just talking about dreams won't make them a reality. response:	I'm gonna keep drawing all weekend.
context: LUCK\Right, luck.\Eh?\What? So in the end it's all about luck...?\Of course.\If you're not a genius, you're just a gambler after all.\But just talking about dreams won't make them a reality.\I'm gonna keep drawing all weekend. response:	Okay! Then I'm gonna read all the manga in this place!
context: Right, luck.\Eh?\What? So in the end it's all about luck...?\Of course.\If you're not a genius, you're just a gambler after all.\But just talking about dreams won't make them a reality.\I'm gonna keep drawing all weekend.\Okay! Then I'm gonna read all the manga in this place! response:	This Chichi no Tamashii is so sad...
context: Eh?\What? So in the end it's all about luck...?\Of course.\If you're not a genius, you're just a gambler after all.\But just talking about dreams won't make them a reality.\I'm gonna keep drawing all weekend.\Okay! Then I'm gonna read all the manga in this place!\This Chichi no Tamashii is so sad... response:	TL note: Chichi no Tamashii = Father's Soul
context: What? So in the end it's all about luck...?\Of course.\If you're not a genius, you're just a gambler after all.\But just talking about dreams won't make them a reality.\I'm gonna keep drawing all weekend.\Okay! Then I'm gonna read all the manga in this place!\This Chichi no Tamashii is so sad...\TL note: Chichi no Tamashii = Father's Soul response:	Along the way,
context: Of course.\If you're not a genius, you're just a gambler after all.\But just talking about dreams won't make them a reality.\I'm gonna keep drawing all weekend.\Okay! Then I'm gonna read all the manga in this place!\This Chichi no Tamashii is so sad...\TL note: Chichi no Tamashii = Father's Soul\Along the way, response:	people stood in line, and until they could see their shadows behind them,
context: If you're not a genius, you're just a gambler after all.\But just talking about dreams won't make them a reality.\I'm gonna keep drawing all weekend.\Okay! Then I'm gonna read all the manga in this place!\This Chichi no Tamashii is so sad...\TL note: Chichi no Tamashii = Father's Soul\Along the way,\people stood in line, and until they could see their shadows behind them, response:	hey send them off as much as they could.
context: But just talking about dreams won't make them a reality.\I'm gonna keep drawing all weekend.\Okay! Then I'm gonna read all the manga in this place!\This Chichi no Tamashii is so sad...\TL note: Chichi no Tamashii = Father's Soul\Along the way,\people stood in line, and until they could see their shadows behind them,\hey send them off as much as they could. response:	Okay, that's enough.
context: I'm gonna keep drawing all weekend.\Okay! Then I'm gonna read all the manga in this place!\This Chichi no Tamashii is so sad...\TL note: Chichi no Tamashii = Father's Soul\Along the way,\people stood in line, and until they could see their shadows behind them,\hey send them off as much as they could.\Okay, that's enough. response:	Ok, next is... Suzuki.
context: Okay! Then I'm gonna read all the manga in this place!\This Chichi no Tamashii is so sad...\TL note: Chichi no Tamashii = Father's Soul\Along the way,\people stood in line, and until they could see their shadows behind them,\hey send them off as much as they could.\Okay, that's enough.\Ok, next is... Suzuki. response:	O-Okay!
context: This Chichi no Tamashii is so sad...\TL note: Chichi no Tamashii = Father's Soul\Along the way,\people stood in line, and until they could see their shadows behind them,\hey send them off as much as they could.\Okay, that's enough.\Ok, next is... Suzuki.\O-Okay! response:	Please stop with the okays.
context: TL note: Chichi no Tamashii = Father's Soul\Along the way,\people stood in line, and until they could see their shadows behind them,\hey send them off as much as they could.\Okay, that's enough.\Ok, next is... Suzuki.\O-Okay!\Please stop with the okays. response:	Wh-Why?
context: Along the way,\people stood in line, and until they could see their shadows behind them,\hey send them off as much as they could.\Okay, that's enough.\Ok, next is... Suzuki.\O-Okay!\Please stop with the okays.\Wh-Why? response:	I don't really have a reason behind it.
context: people stood in line, and until they could see their shadows behind them,\hey send them off as much as they could.\Okay, that's enough.\Ok, next is... Suzuki.\O-Okay!\Please stop with the okays.\Wh-Why?\I don't really have a reason behind it. response:	That's mean!
context: hey send them off as much as they could.\Okay, that's enough.\Ok, next is... Suzuki.\O-Okay!\Please stop with the okays.\Wh-Why?\I don't really have a reason behind it.\That's mean! response:	Okay, Kawasaki!
context: Okay, that's enough.\Ok, next is... Suzuki.\O-Okay!\Please stop with the okays.\Wh-Why?\I don't really have a reason behind it.\That's mean!\Okay, Kawasaki! response:	So we're gonna head straight to the workplace?
context: Ok, next is... Suzuki.\O-Okay!\Please stop with the okays.\Wh-Why?\I don't really have a reason behind it.\That's mean!\Okay, Kawasaki!\So we're gonna head straight to the workplace? response:	Yeah.
context: O-Okay!\Please stop with the okays.\Wh-Why?\I don't really have a reason behind it.\That's mean!\Okay, Kawasaki!\So we're gonna head straight to the workplace?\Yeah. response:	I'm gonna buy Jack.
context: Please stop with the okays.\Wh-Why?\I don't really have a reason behind it.\That's mean!\Okay, Kawasaki!\So we're gonna head straight to the workplace?\Yeah.\I'm gonna buy Jack. response:	Go ahead.
context: Wh-Why?\I don't really have a reason behind it.\That's mean!\Okay, Kawasaki!\So we're gonna head straight to the workplace?\Yeah.\I'm gonna buy Jack.\Go ahead. response:	Let's see, this week's opening color is...
context: I don't really have a reason behind it.\That's mean!\Okay, Kawasaki!\So we're gonna head straight to the workplace?\Yeah.\I'm gonna buy Jack.\Go ahead.\Let's see, this week's opening color is... response:	Hm, I also need...
context: That's mean!\Okay, Kawasaki!\So we're gonna head straight to the workplace?\Yeah.\I'm gonna buy Jack.\Go ahead.\Let's see, this week's opening color is...\Hm, I also need... response:	Saikou!
context: Okay, Kawasaki!\So we're gonna head straight to the workplace?\Yeah.\I'm gonna buy Jack.\Go ahead.\Let's see, this week's opening color is...\Hm, I also need...\Saikou! response:	H-Hey, come here a sec.
context: So we're gonna head straight to the workplace?\Yeah.\I'm gonna buy Jack.\Go ahead.\Let's see, this week's opening color is...\Hm, I also need...\Saikou!\H-Hey, come here a sec. response:	This!
context: Yeah.\I'm gonna buy Jack.\Go ahead.\Let's see, this week's opening color is...\Hm, I also need...\Saikou!\H-Hey, come here a sec.\This! response:	Niizuma Eiji (15)
context: I'm gonna buy Jack.\Go ahead.\Let's see, this week's opening color is...\Hm, I also need...\Saikou!\H-Hey, come here a sec.\This!\Niizuma Eiji (15) response:	Aomori
context: Go ahead.\Let's see, this week's opening color is...\Hm, I also need...\Saikou!\H-Hey, come here a sec.\This!\Niizuma Eiji (15)\Aomori response:	Tezuka Award
context: Let's see, this week's opening color is...\Hm, I also need...\Saikou!\H-Hey, come here a sec.\This!\Niizuma Eiji (15)\Aomori\Tezuka Award response:	Semi-Finalist Winner
context: Hm, I also need...\Saikou!\H-Hey, come here a sec.\This!\Niizuma Eiji (15)\Aomori\Tezuka Award\Semi-Finalist Winner response:	SEMI-FINALIST PRIZE WINNER!!
context: Saikou!\H-Hey, come here a sec.\This!\Niizuma Eiji (15)\Aomori\Tezuka Award\Semi-Finalist Winner\SEMI-FINALIST PRIZE WINNER!! response:	Prize
context: H-Hey, come here a sec.\This!\Niizuma Eiji (15)\Aomori\Tezuka Award\Semi-Finalist Winner\SEMI-FINALIST PRIZE WINNER!!\Prize response:	1 Million Yen
context: This!\Niizuma Eiji (15)\Aomori\Tezuka Award\Semi-Finalist Winner\SEMI-FINALIST PRIZE WINNER!!\Prize\1 Million Yen response:	It's the semi-finalist prize winner for the Tezuka award.
context: Niizuma Eiji (15)\Aomori\Tezuka Award\Semi-Finalist Winner\SEMI-FINALIST PRIZE WINNER!!\Prize\1 Million Yen\It's the semi-finalist prize winner for the Tezuka award. response:	Th-This semi-finalist...
context: Aomori\Tezuka Award\Semi-Finalist Winner\SEMI-FINALIST PRIZE WINNER!!\Prize\1 Million Yen\It's the semi-finalist prize winner for the Tezuka award.\Th-This semi-finalist... response:	What?
context: Tezuka Award\Semi-Finalist Winner\SEMI-FINALIST PRIZE WINNER!!\Prize\1 Million Yen\It's the semi-finalist prize winner for the Tezuka award.\Th-This semi-finalist...\What? response:	The age, look at it!
context: Semi-Finalist Winner\SEMI-FINALIST PRIZE WINNER!!\Prize\1 Million Yen\It's the semi-finalist prize winner for the Tezuka award.\Th-This semi-finalist...\What?\The age, look at it! response:	Niizuma Eiji (15) Aomori
