context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: Are you wizards?\Could you be here to lift the curse from the island?\Yeah!\Well, we were...\I won't let you go!\Get on board!\Seriously?\Hey! response:	Oh well, guess we're ridin' this boat.
context: Could you be here to lift the curse from the island?\Yeah!\Well, we were...\I won't let you go!\Get on board!\Seriously?\Hey!\Oh well, guess we're ridin' this boat. response:	We're taking Gray with us?
context: Yeah!\Well, we were...\I won't let you go!\Get on board!\Seriously?\Hey!\Oh well, guess we're ridin' this boat.\We're taking Gray with us? response:	If this guy goes back to the guild, Erza'll be coming next!
context: Well, we were...\I won't let you go!\Get on board!\Seriously?\Hey!\Oh well, guess we're ridin' this boat.\We're taking Gray with us?\If this guy goes back to the guild, Erza'll be coming next! response:	Furthermore...
context: I won't let you go!\Get on board!\Seriously?\Hey!\Oh well, guess we're ridin' this boat.\We're taking Gray with us?\If this guy goes back to the guild, Erza'll be coming next!\Furthermore... response:	Great, now I get scared...
context: Get on board!\Seriously?\Hey!\Oh well, guess we're ridin' this boat.\We're taking Gray with us?\If this guy goes back to the guild, Erza'll be coming next!\Furthermore...\Great, now I get scared... response:	You're one to talk, after getting me mixed up in this!
context: Seriously?\Hey!\Oh well, guess we're ridin' this boat.\We're taking Gray with us?\If this guy goes back to the guild, Erza'll be coming next!\Furthermore...\Great, now I get scared...\You're one to talk, after getting me mixed up in this! response:	And you too!
context: Hey!\Oh well, guess we're ridin' this boat.\We're taking Gray with us?\If this guy goes back to the guild, Erza'll be coming next!\Furthermore...\Great, now I get scared...\You're one to talk, after getting me mixed up in this!\And you too! response:	Why'd you launch the boat?
context: Oh well, guess we're ridin' this boat.\We're taking Gray with us?\If this guy goes back to the guild, Erza'll be coming next!\Furthermore...\Great, now I get scared...\You're one to talk, after getting me mixed up in this!\And you too!\Why'd you launch the boat? response:	My name is Bobo.
context: We're taking Gray with us?\If this guy goes back to the guild, Erza'll be coming next!\Furthermore...\Great, now I get scared...\You're one to talk, after getting me mixed up in this!\And you too!\Why'd you launch the boat?\My name is Bobo. response:	I once was a citizen of that island.
context: If this guy goes back to the guild, Erza'll be coming next!\Furthermore...\Great, now I get scared...\You're one to talk, after getting me mixed up in this!\And you too!\Why'd you launch the boat?\My name is Bobo.\I once was a citizen of that island. response:	I ran away from that cursed isle.
context: Furthermore...\Great, now I get scared...\You're one to talk, after getting me mixed up in this!\And you too!\Why'd you launch the boat?\My name is Bobo.\I once was a citizen of that island.\I ran away from that cursed isle. response:	If you go to that island, grave misfortune will befall you.
context: Great, now I get scared...\You're one to talk, after getting me mixed up in this!\And you too!\Why'd you launch the boat?\My name is Bobo.\I once was a citizen of that island.\I ran away from that cursed isle.\If you go to that island, grave misfortune will befall you. response:	Can you really undo the curse?
context: You're one to talk, after getting me mixed up in this!\And you too!\Why'd you launch the boat?\My name is Bobo.\I once was a citizen of that island.\I ran away from that cursed isle.\If you go to that island, grave misfortune will befall you.\Can you really undo the curse? response:	The demon curse.
context: And you too!\Why'd you launch the boat?\My name is Bobo.\I once was a citizen of that island.\I ran away from that cursed isle.\If you go to that island, grave misfortune will befall you.\Can you really undo the curse?\The demon curse. response:	Mister, your arm...
context: Why'd you launch the boat?\My name is Bobo.\I once was a citizen of that island.\I ran away from that cursed isle.\If you go to that island, grave misfortune will befall you.\Can you really undo the curse?\The demon curse.\Mister, your arm... response:	The curse... You don't mean...
context: My name is Bobo.\I once was a citizen of that island.\I ran away from that cursed isle.\If you go to that island, grave misfortune will befall you.\Can you really undo the curse?\The demon curse.\Mister, your arm...\The curse... You don't mean... response:	You can see it now.
context: I once was a citizen of that island.\I ran away from that cursed isle.\If you go to that island, grave misfortune will befall you.\Can you really undo the curse?\The demon curse.\Mister, your arm...\The curse... You don't mean...\You can see it now. response:	That's Galuna Island.
context: I ran away from that cursed isle.\If you go to that island, grave misfortune will befall you.\Can you really undo the curse?\The demon curse.\Mister, your arm...\The curse... You don't mean...\You can see it now.\That's Galuna Island. response:	What's that? There's something shining on the peak of the mountain.
context: If you go to that island, grave misfortune will befall you.\Can you really undo the curse?\The demon curse.\Mister, your arm...\The curse... You don't mean...\You can see it now.\That's Galuna Island.\What's that? There's something shining on the peak of the mountain. response:	Huh? Where'd he go?!
context: Can you really undo the curse?\The demon curse.\Mister, your arm...\The curse... You don't mean...\You can see it now.\That's Galuna Island.\What's that? There's something shining on the peak of the mountain.\Huh? Where'd he go?! response:	Did he fall overboard?
context: The demon curse.\Mister, your arm...\The curse... You don't mean...\You can see it now.\That's Galuna Island.\What's that? There's something shining on the peak of the mountain.\Huh? Where'd he go?!\Did he fall overboard? response:	He disappeared when we weren't looking.
context: Mister, your arm...\The curse... You don't mean...\You can see it now.\That's Galuna Island.\What's that? There's something shining on the peak of the mountain.\Huh? Where'd he go?!\Did he fall overboard?\He disappeared when we weren't looking. response:	What's that sound?
context: The curse... You don't mean...\You can see it now.\That's Galuna Island.\What's that? There's something shining on the peak of the mountain.\Huh? Where'd he go?!\Did he fall overboard?\He disappeared when we weren't looking.\What's that sound? response:	Whoa!
context: You can see it now.\That's Galuna Island.\What's that? There's something shining on the peak of the mountain.\Huh? Where'd he go?!\Did he fall overboard?\He disappeared when we weren't looking.\What's that sound?\Whoa! response:	It's a giant wave!
context: That's Galuna Island.\What's that? There's something shining on the peak of the mountain.\Huh? Where'd he go?!\Did he fall overboard?\He disappeared when we weren't looking.\What's that sound?\Whoa!\It's a giant wave! response:	We're being engulfed! Hold on!
context: What's that? There's something shining on the peak of the mountain.\Huh? Where'd he go?!\Did he fall overboard?\He disappeared when we weren't looking.\What's that sound?\Whoa!\It's a giant wave!\We're being engulfed! Hold on! response:	Happy, grab onto the boat and fly!
context: Huh? Where'd he go?!\Did he fall overboard?\He disappeared when we weren't looking.\What's that sound?\Whoa!\It's a giant wave!\We're being engulfed! Hold on!\Happy, grab onto the boat and fly! response:	I can't!
context: Did he fall overboard?\He disappeared when we weren't looking.\What's that sound?\Whoa!\It's a giant wave!\We're being engulfed! Hold on!\Happy, grab onto the boat and fly!\I can't! response:	Where am I?
context: He disappeared when we weren't looking.\What's that sound?\Whoa!\It's a giant wave!\We're being engulfed! Hold on!\Happy, grab onto the boat and fly!\I can't!\Where am I? response:	Galuna Island.
context: What's that sound?\Whoa!\It's a giant wave!\We're being engulfed! Hold on!\Happy, grab onto the boat and fly!\I can't!\Where am I?\Galuna Island. response:	We arrived!
context: Whoa!\It's a giant wave!\We're being engulfed! Hold on!\Happy, grab onto the boat and fly!\I can't!\Where am I?\Galuna Island.\We arrived! response:	A giant wave washed us here.
context: It's a giant wave!\We're being engulfed! Hold on!\Happy, grab onto the boat and fly!\I can't!\Where am I?\Galuna Island.\We arrived!\A giant wave washed us here. response:	Good thing we lucked out.
context: We're being engulfed! Hold on!\Happy, grab onto the boat and fly!\I can't!\Where am I?\Galuna Island.\We arrived!\A giant wave washed us here.\Good thing we lucked out. response:	But what was with that guy...
context: Happy, grab onto the boat and fly!\I can't!\Where am I?\Galuna Island.\We arrived!\A giant wave washed us here.\Good thing we lucked out.\But what was with that guy... response:	He said something about the Demon Curse?
context: I can't!\Where am I?\Galuna Island.\We arrived!\A giant wave washed us here.\Good thing we lucked out.\But what was with that guy...\He said something about the Demon Curse? response:	Who cares! Let's go exploring!
context: Where am I?\Galuna Island.\We arrived!\A giant wave washed us here.\Good thing we lucked out.\But what was with that guy...\He said something about the Demon Curse?\Who cares! Let's go exploring! response:	It's an expedition!
context: Galuna Island.\We arrived!\A giant wave washed us here.\Good thing we lucked out.\But what was with that guy...\He said something about the Demon Curse?\Who cares! Let's go exploring!\It's an expedition! response:	Aye!
context: We arrived!\A giant wave washed us here.\Good thing we lucked out.\But what was with that guy...\He said something about the Demon Curse?\Who cares! Let's go exploring!\It's an expedition!\Aye! response:	So you're more interested in that than the request?
context: A giant wave washed us here.\Good thing we lucked out.\But what was with that guy...\He said something about the Demon Curse?\Who cares! Let's go exploring!\It's an expedition!\Aye!\So you're more interested in that than the request? response:	There seems to be only one village on this island.
context: Good thing we lucked out.\But what was with that guy...\He said something about the Demon Curse?\Who cares! Let's go exploring!\It's an expedition!\Aye!\So you're more interested in that than the request?\There seems to be only one village on this island. response:	The chieftain there is the person who made the request.
context: But what was with that guy...\He said something about the Demon Curse?\Who cares! Let's go exploring!\It's an expedition!\Aye!\So you're more interested in that than the request?\There seems to be only one village on this island.\The chieftain there is the person who made the request. response:	Let's search for him first.
context: He said something about the Demon Curse?\Who cares! Let's go exploring!\It's an expedition!\Aye!\So you're more interested in that than the request?\There seems to be only one village on this island.\The chieftain there is the person who made the request.\Let's search for him first. response:	Wait.
context: Who cares! Let's go exploring!\It's an expedition!\Aye!\So you're more interested in that than the request?\There seems to be only one village on this island.\The chieftain there is the person who made the request.\Let's search for him first.\Wait. response:	What? The ship's destroyed, so you can't bring us back.
context: It's an expedition!\Aye!\So you're more interested in that than the request?\There seems to be only one village on this island.\The chieftain there is the person who made the request.\Let's search for him first.\Wait.\What? The ship's destroyed, so you can't bring us back. response:	No. I'm coming.
context: Aye!\So you're more interested in that than the request?\There seems to be only one village on this island.\The chieftain there is the person who made the request.\Let's search for him first.\Wait.\What? The ship's destroyed, so you can't bring us back.\No. I'm coming. response:	It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.
context: So you're more interested in that than the request?\There seems to be only one village on this island.\The chieftain there is the person who made the request.\Let's search for him first.\Wait.\What? The ship's destroyed, so you can't bring us back.\No. I'm coming.\It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun. response:	We do this job right, and Gramps has nothing to complain about, right?
context: There seems to be only one village on this island.\The chieftain there is the person who made the request.\Let's search for him first.\Wait.\What? The ship's destroyed, so you can't bring us back.\No. I'm coming.\It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.\We do this job right, and Gramps has nothing to complain about, right? response:	Let's go!
context: The chieftain there is the person who made the request.\Let's search for him first.\Wait.\What? The ship's destroyed, so you can't bring us back.\No. I'm coming.\It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.\We do this job right, and Gramps has nothing to complain about, right?\Let's go! response:	Yeah!
context: Let's search for him first.\Wait.\What? The ship's destroyed, so you can't bring us back.\No. I'm coming.\It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.\We do this job right, and Gramps has nothing to complain about, right?\Let's go!\Yeah! response:	Keep Out.
context: Wait.\What? The ship's destroyed, so you can't bring us back.\No. I'm coming.\It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.\We do this job right, and Gramps has nothing to complain about, right?\Let's go!\Yeah!\Keep Out. response:	Okay, we made it here. Now what?
context: What? The ship's destroyed, so you can't bring us back.\No. I'm coming.\It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.\We do this job right, and Gramps has nothing to complain about, right?\Let's go!\Yeah!\Keep Out.\Okay, we made it here. Now what? response:	What do they mean, keep out?
context: No. I'm coming.\It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.\We do this job right, and Gramps has nothing to complain about, right?\Let's go!\Yeah!\Keep Out.\Okay, we made it here. Now what?\What do they mean, keep out? response:	Excuse us! Please open the gate!
context: It'd be annoying if you got up to the second floor before me, and if you got expelled that wouldn't be any fun.\We do this job right, and Gramps has nothing to complain about, right?\Let's go!\Yeah!\Keep Out.\Okay, we made it here. Now what?\What do they mean, keep out?\Excuse us! Please open the gate! response:	Should we bust it down?
context: We do this job right, and Gramps has nothing to complain about, right?\Let's go!\Yeah!\Keep Out.\Okay, we made it here. Now what?\What do they mean, keep out?\Excuse us! Please open the gate!\Should we bust it down? response:	No!
context: Let's go!\Yeah!\Keep Out.\Okay, we made it here. Now what?\What do they mean, keep out?\Excuse us! Please open the gate!\Should we bust it down?\No! response:	Who goes there?!
context: Yeah!\Keep Out.\Okay, we made it here. Now what?\What do they mean, keep out?\Excuse us! Please open the gate!\Should we bust it down?\No!\Who goes there?! response:	We're from the wizard's guild, Fairy Tail!
context: Keep Out.\Okay, we made it here. Now what?\What do they mean, keep out?\Excuse us! Please open the gate!\Should we bust it down?\No!\Who goes there?!\We're from the wizard's guild, Fairy Tail! response:	We didn't hear that anyone accepted the request!
context: Okay, we made it here. Now what?\What do they mean, keep out?\Excuse us! Please open the gate!\Should we bust it down?\No!\Who goes there?!\We're from the wizard's guild, Fairy Tail!\We didn't hear that anyone accepted the request! response:	Uh, well...
context: What do they mean, keep out?\Excuse us! Please open the gate!\Should we bust it down?\No!\Who goes there?!\We're from the wizard's guild, Fairy Tail!\We didn't hear that anyone accepted the request!\Uh, well... response:	There must have been a mix up, and the message was late!
context: Excuse us! Please open the gate!\Should we bust it down?\No!\Who goes there?!\We're from the wizard's guild, Fairy Tail!\We didn't hear that anyone accepted the request!\Uh, well...\There must have been a mix up, and the message was late! response:	Show us your marks! All of you!
context: Should we bust it down?\No!\Who goes there?!\We're from the wizard's guild, Fairy Tail!\We didn't hear that anyone accepted the request!\Uh, well...\There must have been a mix up, and the message was late!\Show us your marks! All of you! response:	They're for real!
context: No!\Who goes there?!\We're from the wizard's guild, Fairy Tail!\We didn't hear that anyone accepted the request!\Uh, well...\There must have been a mix up, and the message was late!\Show us your marks! All of you!\They're for real! response:	They actually came!
context: Who goes there?!\We're from the wizard's guild, Fairy Tail!\We didn't hear that anyone accepted the request!\Uh, well...\There must have been a mix up, and the message was late!\Show us your marks! All of you!\They're for real!\They actually came! response:	It's like we're entering the mouth of a giant monster.
context: We're from the wizard's guild, Fairy Tail!\We didn't hear that anyone accepted the request!\Uh, well...\There must have been a mix up, and the message was late!\Show us your marks! All of you!\They're for real!\They actually came!\It's like we're entering the mouth of a giant monster. response:	Please don't say things like that.
context: We didn't hear that anyone accepted the request!\Uh, well...\There must have been a mix up, and the message was late!\Show us your marks! All of you!\They're for real!\They actually came!\It's like we're entering the mouth of a giant monster.\Please don't say things like that. response:	I am the chief of this village, Moka!
context: Uh, well...\There must have been a mix up, and the message was late!\Show us your marks! All of you!\They're for real!\They actually came!\It's like we're entering the mouth of a giant monster.\Please don't say things like that.\I am the chief of this village, Moka! response:	Firstly, I have something to show you.
context: There must have been a mix up, and the message was late!\Show us your marks! All of you!\They're for real!\They actually came!\It's like we're entering the mouth of a giant monster.\Please don't say things like that.\I am the chief of this village, Moka!\Firstly, I have something to show you. response:	Villagers!
context: Show us your marks! All of you!\They're for real!\They actually came!\It's like we're entering the mouth of a giant monster.\Please don't say things like that.\I am the chief of this village, Moka!\Firstly, I have something to show you.\Villagers! response:	The same as the man on the boat.
context: They're for real!\They actually came!\It's like we're entering the mouth of a giant monster.\Please don't say things like that.\I am the chief of this village, Moka!\Firstly, I have something to show you.\Villagers!\The same as the man on the boat. response:	Yeah.
context: They actually came!\It's like we're entering the mouth of a giant monster.\Please don't say things like that.\I am the chief of this village, Moka!\Firstly, I have something to show you.\Villagers!\The same as the man on the boat.\Yeah. response:	Those sideburns are incredible!
context: It's like we're entering the mouth of a giant monster.\Please don't say things like that.\I am the chief of this village, Moka!\Firstly, I have something to show you.\Villagers!\The same as the man on the boat.\Yeah.\Those sideburns are incredible! response:	No, no... This is what I wanted to show you.
context: Please don't say things like that.\I am the chief of this village, Moka!\Firstly, I have something to show you.\Villagers!\The same as the man on the boat.\Yeah.\Those sideburns are incredible!\No, no... This is what I wanted to show you. response:	Every living thing on this island has been cursed like this. Dogs and birds, without exception.
context: I am the chief of this village, Moka!\Firstly, I have something to show you.\Villagers!\The same as the man on the boat.\Yeah.\Those sideburns are incredible!\No, no... This is what I wanted to show you.\Every living thing on this island has been cursed like this. Dogs and birds, without exception. response:	Not that I doubt you, but what basis do you have for calling it a curse?
context: Firstly, I have something to show you.\Villagers!\The same as the man on the boat.\Yeah.\Those sideburns are incredible!\No, no... This is what I wanted to show you.\Every living thing on this island has been cursed like this. Dogs and birds, without exception.\Not that I doubt you, but what basis do you have for calling it a curse? response:	Have you considered it might be an epidemic?
context: Villagers!\The same as the man on the boat.\Yeah.\Those sideburns are incredible!\No, no... This is what I wanted to show you.\Every living thing on this island has been cursed like this. Dogs and birds, without exception.\Not that I doubt you, but what basis do you have for calling it a curse?\Have you considered it might be an epidemic? response:	We've consulted countless doctors, but they say there is no disease like this.
context: The same as the man on the boat.\Yeah.\Those sideburns are incredible!\No, no... This is what I wanted to show you.\Every living thing on this island has been cursed like this. Dogs and birds, without exception.\Not that I doubt you, but what basis do you have for calling it a curse?\Have you considered it might be an epidemic?\We've consulted countless doctors, but they say there is no disease like this. response:	And this appearance of ours is linked to moon's evil spell.
context: Yeah.\Those sideburns are incredible!\No, no... This is what I wanted to show you.\Every living thing on this island has been cursed like this. Dogs and birds, without exception.\Not that I doubt you, but what basis do you have for calling it a curse?\Have you considered it might be an epidemic?\We've consulted countless doctors, but they say there is no disease like this.\And this appearance of ours is linked to moon's evil spell. response:	The moon's spell?
context: Those sideburns are incredible!\No, no... This is what I wanted to show you.\Every living thing on this island has been cursed like this. Dogs and birds, without exception.\Not that I doubt you, but what basis do you have for calling it a curse?\Have you considered it might be an epidemic?\We've consulted countless doctors, but they say there is no disease like this.\And this appearance of ours is linked to moon's evil spell.\The moon's spell? response:	This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.
context: No, no... This is what I wanted to show you.\Every living thing on this island has been cursed like this. Dogs and birds, without exception.\Not that I doubt you, but what basis do you have for calling it a curse?\Have you considered it might be an epidemic?\We've consulted countless doctors, but they say there is no disease like this.\And this appearance of ours is linked to moon's evil spell.\The moon's spell?\This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon. response:	But some years ago, the light from the moon started changing to a purple color.
context: Every living thing on this island has been cursed like this. Dogs and birds, without exception.\Not that I doubt you, but what basis do you have for calling it a curse?\Have you considered it might be an epidemic?\We've consulted countless doctors, but they say there is no disease like this.\And this appearance of ours is linked to moon's evil spell.\The moon's spell?\This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.\But some years ago, the light from the moon started changing to a purple color. response:	A purple moon?
context: Not that I doubt you, but what basis do you have for calling it a curse?\Have you considered it might be an epidemic?\We've consulted countless doctors, but they say there is no disease like this.\And this appearance of ours is linked to moon's evil spell.\The moon's spell?\This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.\But some years ago, the light from the moon started changing to a purple color.\A purple moon? response:	The moon is coming out.
context: Have you considered it might be an epidemic?\We've consulted countless doctors, but they say there is no disease like this.\And this appearance of ours is linked to moon's evil spell.\The moon's spell?\This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.\But some years ago, the light from the moon started changing to a purple color.\A purple moon?\The moon is coming out. response:	He's right! The moon is purple!
context: We've consulted countless doctors, but they say there is no disease like this.\And this appearance of ours is linked to moon's evil spell.\The moon's spell?\This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.\But some years ago, the light from the moon started changing to a purple color.\A purple moon?\The moon is coming out.\He's right! The moon is purple! response:	That really gives me the creeps.
context: And this appearance of ours is linked to moon's evil spell.\The moon's spell?\This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.\But some years ago, the light from the moon started changing to a purple color.\A purple moon?\The moon is coming out.\He's right! The moon is purple!\That really gives me the creeps. response:	It's the curse.
context: The moon's spell?\This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.\But some years ago, the light from the moon started changing to a purple color.\A purple moon?\The moon is coming out.\He's right! The moon is purple!\That really gives me the creeps.\It's the curse. response:	This is the evil spell of the moon!
context: This place has absorbed moonlight since ancient times, and the island once sparkled beautifully like the moon.\But some years ago, the light from the moon started changing to a purple color.\A purple moon?\The moon is coming out.\He's right! The moon is purple!\That really gives me the creeps.\It's the curse.\This is the evil spell of the moon! response:	What?
context: But some years ago, the light from the moon started changing to a purple color.\A purple moon?\The moon is coming out.\He's right! The moon is purple!\That really gives me the creeps.\It's the curse.\This is the evil spell of the moon!\What? response:	They're...
context: A purple moon?\The moon is coming out.\He's right! The moon is purple!\That really gives me the creeps.\It's the curse.\This is the evil spell of the moon!\What?\They're... response:	What's going on?
context: The moon is coming out.\He's right! The moon is purple!\That really gives me the creeps.\It's the curse.\This is the evil spell of the moon!\What?\They're...\What's going on? response:	The heck?
context: He's right! The moon is purple!\That really gives me the creeps.\It's the curse.\This is the evil spell of the moon!\What?\They're...\What's going on?\The heck? response:	I apologize for startling you.
context: That really gives me the creeps.\It's the curse.\This is the evil spell of the moon!\What?\They're...\What's going on?\The heck?\I apologize for startling you. response:	What in the world is this?
context: It's the curse.\This is the evil spell of the moon!\What?\They're...\What's going on?\The heck?\I apologize for startling you.\What in the world is this? response:	How awful...
context: This is the evil spell of the moon!\What?\They're...\What's going on?\The heck?\I apologize for startling you.\What in the world is this?\How awful... response:	How...
context: What?\They're...\What's going on?\The heck?\I apologize for startling you.\What in the world is this?\How awful...\How... response:	How cool!
context: They're...\What's going on?\The heck?\I apologize for startling you.\What in the world is this?\How awful...\How...\How cool! response:	Awesome! You got horns and spines and stuff!
context: What's going on?\The heck?\I apologize for startling you.\What in the world is this?\How awful...\How...\How cool!\Awesome! You got horns and spines and stuff! response:	How can I get some?
context: The heck?\I apologize for startling you.\What in the world is this?\How awful...\How...\How cool!\Awesome! You got horns and spines and stuff!\How can I get some? response:	He thinks this is cool?
context: I apologize for startling you.\What in the world is this?\How awful...\How...\How cool!\Awesome! You got horns and spines and stuff!\How can I get some?\He thinks this is cool? response:	No one's ever said that before.
context: What in the world is this?\How awful...\How...\How cool!\Awesome! You got horns and spines and stuff!\How can I get some?\He thinks this is cool?\No one's ever said that before. response:	Hey, it's a real problem for them to look like this!
context: How awful...\How...\How cool!\Awesome! You got horns and spines and stuff!\How can I get some?\He thinks this is cool?\No one's ever said that before.\Hey, it's a real problem for them to look like this! response:	Really?
context: How...\How cool!\Awesome! You got horns and spines and stuff!\How can I get some?\He thinks this is cool?\No one's ever said that before.\Hey, it's a real problem for them to look like this!\Really? response:	Oh, my bad. Guess we'd better do something about it.
context: How cool!\Awesome! You got horns and spines and stuff!\How can I get some?\He thinks this is cool?\No one's ever said that before.\Hey, it's a real problem for them to look like this!\Really?\Oh, my bad. Guess we'd better do something about it. response:	He finally gets it.
context: Awesome! You got horns and spines and stuff!\How can I get some?\He thinks this is cool?\No one's ever said that before.\Hey, it's a real problem for them to look like this!\Really?\Oh, my bad. Guess we'd better do something about it.\He finally gets it. response:	Get a clue, seriously.
context: How can I get some?\He thinks this is cool?\No one's ever said that before.\Hey, it's a real problem for them to look like this!\Really?\Oh, my bad. Guess we'd better do something about it.\He finally gets it.\Get a clue, seriously. response:	Returning to the matter at hand.
context: He thinks this is cool?\No one's ever said that before.\Hey, it's a real problem for them to look like this!\Really?\Oh, my bad. Guess we'd better do something about it.\He finally gets it.\Get a clue, seriously.\Returning to the matter at hand. response:	When the purple moon appears, we all change to these demonic forms.
context: No one's ever said that before.\Hey, it's a real problem for them to look like this!\Really?\Oh, my bad. Guess we'd better do something about it.\He finally gets it.\Get a clue, seriously.\Returning to the matter at hand.\When the purple moon appears, we all change to these demonic forms. response:	If this cannot be called a curse, then what is?
context: Hey, it's a real problem for them to look like this!\Really?\Oh, my bad. Guess we'd better do something about it.\He finally gets it.\Get a clue, seriously.\Returning to the matter at hand.\When the purple moon appears, we all change to these demonic forms.\If this cannot be called a curse, then what is? response:	When the morning comes, everyone returns to their previous forms,
context: Really?\Oh, my bad. Guess we'd better do something about it.\He finally gets it.\Get a clue, seriously.\Returning to the matter at hand.\When the purple moon appears, we all change to these demonic forms.\If this cannot be called a curse, then what is?\When the morning comes, everyone returns to their previous forms, response:	however some never change back again!
context: Oh, my bad. Guess we'd better do something about it.\He finally gets it.\Get a clue, seriously.\Returning to the matter at hand.\When the purple moon appears, we all change to these demonic forms.\If this cannot be called a curse, then what is?\When the morning comes, everyone returns to their previous forms,\however some never change back again! response:	Their very minds have been stolen from them.
context: He finally gets it.\Get a clue, seriously.\Returning to the matter at hand.\When the purple moon appears, we all change to these demonic forms.\If this cannot be called a curse, then what is?\When the morning comes, everyone returns to their previous forms,\however some never change back again!\Their very minds have been stolen from them. response:	That's...
context: Get a clue, seriously.\Returning to the matter at hand.\When the purple moon appears, we all change to these demonic forms.\If this cannot be called a curse, then what is?\When the morning comes, everyone returns to their previous forms,\however some never change back again!\Their very minds have been stolen from them.\That's... response:	The ones who have been turned into demons, who have lost their minds...
context: Returning to the matter at hand.\When the purple moon appears, we all change to these demonic forms.\If this cannot be called a curse, then what is?\When the morning comes, everyone returns to their previous forms,\however some never change back again!\Their very minds have been stolen from them.\That's...\The ones who have been turned into demons, who have lost their minds... response:	We have no choice but to kill them.
context: When the purple moon appears, we all change to these demonic forms.\If this cannot be called a curse, then what is?\When the morning comes, everyone returns to their previous forms,\however some never change back again!\Their very minds have been stolen from them.\That's...\The ones who have been turned into demons, who have lost their minds...\We have no choice but to kill them. response:	But there might be a way to return them to normal!
context: If this cannot be called a curse, then what is?\When the morning comes, everyone returns to their previous forms,\however some never change back again!\Their very minds have been stolen from them.\That's...\The ones who have been turned into demons, who have lost their minds...\We have no choice but to kill them.\But there might be a way to return them to normal! response:	If we leave them be, then everyone would be killed by the demon!
context: When the morning comes, everyone returns to their previous forms,\however some never change back again!\Their very minds have been stolen from them.\That's...\The ones who have been turned into demons, who have lost their minds...\We have no choice but to kill them.\But there might be a way to return them to normal!\If we leave them be, then everyone would be killed by the demon! response:	Even when we lock them up, they destroy the jail.
context: however some never change back again!\Their very minds have been stolen from them.\That's...\The ones who have been turned into demons, who have lost their minds...\We have no choice but to kill them.\But there might be a way to return them to normal!\If we leave them be, then everyone would be killed by the demon!\Even when we lock them up, they destroy the jail. response:	So...
context: Their very minds have been stolen from them.\That's...\The ones who have been turned into demons, who have lost their minds...\We have no choice but to kill them.\But there might be a way to return them to normal!\If we leave them be, then everyone would be killed by the demon!\Even when we lock them up, they destroy the jail.\So... response:	I killed my own son.
context: That's...\The ones who have been turned into demons, who have lost their minds...\We have no choice but to kill them.\But there might be a way to return them to normal!\If we leave them be, then everyone would be killed by the demon!\Even when we lock them up, they destroy the jail.\So...\I killed my own son. response:	My son, whose mind was turned into that of a demon.
context: The ones who have been turned into demons, who have lost their minds...\We have no choice but to kill them.\But there might be a way to return them to normal!\If we leave them be, then everyone would be killed by the demon!\Even when we lock them up, they destroy the jail.\So...\I killed my own son.\My son, whose mind was turned into that of a demon. response:	That's...
context: We have no choice but to kill them.\But there might be a way to return them to normal!\If we leave them be, then everyone would be killed by the demon!\Even when we lock them up, they destroy the jail.\So...\I killed my own son.\My son, whose mind was turned into that of a demon.\That's... response:	But yesterday, we...
context: But there might be a way to return them to normal!\If we leave them be, then everyone would be killed by the demon!\Even when we lock them up, they destroy the jail.\So...\I killed my own son.\My son, whose mind was turned into that of a demon.\That's...\But yesterday, we... response:	Shh! I know why that guy disappeared.
context: If we leave them be, then everyone would be killed by the demon!\Even when we lock them up, they destroy the jail.\So...\I killed my own son.\My son, whose mind was turned into that of a demon.\That's...\But yesterday, we...\Shh! I know why that guy disappeared. response:	He couldn't rest in peace, could he?
context: Even when we lock them up, they destroy the jail.\So...\I killed my own son.\My son, whose mind was turned into that of a demon.\That's...\But yesterday, we...\Shh! I know why that guy disappeared.\He couldn't rest in peace, could he? response:	A ghost?
context: So...\I killed my own son.\My son, whose mind was turned into that of a demon.\That's...\But yesterday, we...\Shh! I know why that guy disappeared.\He couldn't rest in peace, could he?\A ghost? response:	Please save this island!
context: I killed my own son.\My son, whose mind was turned into that of a demon.\That's...\But yesterday, we...\Shh! I know why that guy disappeared.\He couldn't rest in peace, could he?\A ghost?\Please save this island! response:	If things stay like this, all of us will lose our minds and turn to demons!
