context: Work Log response:	Is that so, Denroku?
context: You'll feel refreshed!\You've been acting a little odd recently, that's all.\Listen, both Mr. Ren and I have been in\the same position as you, a commis-chef.\Huh?\You may come to a standstill or get irritated\because things don't work out the way you want them to,\but what you gain from hard work will never betray you. response:	Everyone gets in a slump.
context: You've been acting a little odd recently, that's all.\Listen, both Mr. Ren and I have been in\the same position as you, a commis-chef.\Huh?\You may come to a standstill or get irritated\because things don't work out the way you want them to,\but what you gain from hard work will never betray you.\Everyone gets in a slump. response:	That's not what's been bugging me.
context: Listen, both Mr. Ren and I have been in\the same position as you, a commis-chef.\Huh?\You may come to a standstill or get irritated\because things don't work out the way you want them to,\but what you gain from hard work will never betray you.\Everyone gets in a slump.\That's not what's been bugging me. response:	But... you're worried about me.
context: the same position as you, a commis-chef.\Huh?\You may come to a standstill or get irritated\because things don't work out the way you want them to,\but what you gain from hard work will never betray you.\Everyone gets in a slump.\That's not what's been bugging me.\But... you're worried about me. response:	Umm, I...
context: Huh?\You may come to a standstill or get irritated\because things don't work out the way you want them to,\but what you gain from hard work will never betray you.\Everyone gets in a slump.\That's not what's been bugging me.\But... you're worried about me.\Umm, I... response:	Well...
context: You may come to a standstill or get irritated\because things don't work out the way you want them to,\but what you gain from hard work will never betray you.\Everyone gets in a slump.\That's not what's been bugging me.\But... you're worried about me.\Umm, I...\Well... response:	I really want to make the young master's wedding ceremony a success!
context: because things don't work out the way you want them to,\but what you gain from hard work will never betray you.\Everyone gets in a slump.\That's not what's been bugging me.\But... you're worried about me.\Umm, I...\Well...\I really want to make the young master's wedding ceremony a success! response:	I want to work with you to make it a success,
context: but what you gain from hard work will never betray you.\Everyone gets in a slump.\That's not what's been bugging me.\But... you're worried about me.\Umm, I...\Well...\I really want to make the young master's wedding ceremony a success!\I want to work with you to make it a success, response:	and after that...
context: Everyone gets in a slump.\That's not what's been bugging me.\But... you're worried about me.\Umm, I...\Well...\I really want to make the young master's wedding ceremony a success!\I want to work with you to make it a success,\and after that... response:	After that...
context: That's not what's been bugging me.\But... you're worried about me.\Umm, I...\Well...\I really want to make the young master's wedding ceremony a success!\I want to work with you to make it a success,\and after that...\After that... response:	there's something I want to...
context: But... you're worried about me.\Umm, I...\Well...\I really want to make the young master's wedding ceremony a success!\I want to work with you to make it a success,\and after that...\After that...\there's something I want to... response:	Make it a success?
context: Umm, I...\Well...\I really want to make the young master's wedding ceremony a success!\I want to work with you to make it a success,\and after that...\After that...\there's something I want to...\Make it a success? response:	You're talking like Ohana now.
context: Well...\I really want to make the young master's wedding ceremony a success!\I want to work with you to make it a success,\and after that...\After that...\there's something I want to...\Make it a success?\You're talking like Ohana now. response:	That girl always manages to get others involved in things.
context: I really want to make the young master's wedding ceremony a success!\I want to work with you to make it a success,\and after that...\After that...\there's something I want to...\Make it a success?\You're talking like Ohana now.\That girl always manages to get others involved in things. response:	Before you notice it, you're a part of it.
context: I want to work with you to make it a success,\and after that...\After that...\there's something I want to...\Make it a success?\You're talking like Ohana now.\That girl always manages to get others involved in things.\Before you notice it, you're a part of it. response:	The atmosphere at the inn has changed a lot since she arrived.
context: and after that...\After that...\there's something I want to...\Make it a success?\You're talking like Ohana now.\That girl always manages to get others involved in things.\Before you notice it, you're a part of it.\The atmosphere at the inn has changed a lot since she arrived. response:	Takako used to be just a nuisance.
context: After that...\there's something I want to...\Make it a success?\You're talking like Ohana now.\That girl always manages to get others involved in things.\Before you notice it, you're a part of it.\The atmosphere at the inn has changed a lot since she arrived.\Takako used to be just a nuisance. response:	Yeah, let's make it a success.
context: there's something I want to...\Make it a success?\You're talking like Ohana now.\That girl always manages to get others involved in things.\Before you notice it, you're a part of it.\The atmosphere at the inn has changed a lot since she arrived.\Takako used to be just a nuisance.\Yeah, let's make it a success. response:	Don't copy her too much, though.
context: Make it a success?\You're talking like Ohana now.\That girl always manages to get others involved in things.\Before you notice it, you're a part of it.\The atmosphere at the inn has changed a lot since she arrived.\Takako used to be just a nuisance.\Yeah, let's make it a success.\Don't copy her too much, though. response:	We don't need two troublemakers.
context: You're talking like Ohana now.\That girl always manages to get others involved in things.\Before you notice it, you're a part of it.\The atmosphere at the inn has changed a lot since she arrived.\Takako used to be just a nuisance.\Yeah, let's make it a success.\Don't copy her too much, though.\We don't need two troublemakers. response:	What else do we need for a wedding?
context: That girl always manages to get others involved in things.\Before you notice it, you're a part of it.\The atmosphere at the inn has changed a lot since she arrived.\Takako used to be just a nuisance.\Yeah, let's make it a success.\Don't copy her too much, though.\We don't need two troublemakers.\What else do we need for a wedding? response:	There's got to be some form of entertainment, right?
context: Before you notice it, you're a part of it.\The atmosphere at the inn has changed a lot since she arrived.\Takako used to be just a nuisance.\Yeah, let's make it a success.\Don't copy her too much, though.\We don't need two troublemakers.\What else do we need for a wedding?\There's got to be some form of entertainment, right? response:	But we don't have the money...
context: The atmosphere at the inn has changed a lot since she arrived.\Takako used to be just a nuisance.\Yeah, let's make it a success.\Don't copy her too much, though.\We don't need two troublemakers.\What else do we need for a wedding?\There's got to be some form of entertainment, right?\But we don't have the money... response:	Money?
context: Takako used to be just a nuisance.\Yeah, let's make it a success.\Don't copy her too much, though.\We don't need two troublemakers.\What else do we need for a wedding?\There's got to be some form of entertainment, right?\But we don't have the money...\Money? response:	That means naught when up against love.
context: Yeah, let's make it a success.\Don't copy her too much, though.\We don't need two troublemakers.\What else do we need for a wedding?\There's got to be some form of entertainment, right?\But we don't have the money...\Money?\That means naught when up against love. response:	Money means nothing?
context: Don't copy her too much, though.\We don't need two troublemakers.\What else do we need for a wedding?\There's got to be some form of entertainment, right?\But we don't have the money...\Money?\That means naught when up against love.\Money means nothing? response:	I suggest you make remarks like that after you've finished paying your rent.
context: We don't need two troublemakers.\What else do we need for a wedding?\There's got to be some form of entertainment, right?\But we don't have the money...\Money?\That means naught when up against love.\Money means nothing?\I suggest you make remarks like that after you've finished paying your rent. response:	Wait a second!
context: What else do we need for a wedding?\There's got to be some form of entertainment, right?\But we don't have the money...\Money?\That means naught when up against love.\Money means nothing?\I suggest you make remarks like that after you've finished paying your rent.\Wait a second! response:	It was just a line.
context: There's got to be some form of entertainment, right?\But we don't have the money...\Money?\That means naught when up against love.\Money means nothing?\I suggest you make remarks like that after you've finished paying your rent.\Wait a second!\It was just a line. response:	I was thinking that we could perform a skit at the ceremony,
context: But we don't have the money...\Money?\That means naught when up against love.\Money means nothing?\I suggest you make remarks like that after you've finished paying your rent.\Wait a second!\It was just a line.\I was thinking that we could perform a skit at the ceremony, response:	like re-enacting how they fell in love.
context: Money?\That means naught when up against love.\Money means nothing?\I suggest you make remarks like that after you've finished paying your rent.\Wait a second!\It was just a line.\I was thinking that we could perform a skit at the ceremony,\like re-enacting how they fell in love. response:	That sounds fun!
context: That means naught when up against love.\Money means nothing?\I suggest you make remarks like that after you've finished paying your rent.\Wait a second!\It was just a line.\I was thinking that we could perform a skit at the ceremony,\like re-enacting how they fell in love.\That sounds fun! response:	But can any of us act?
context: Money means nothing?\I suggest you make remarks like that after you've finished paying your rent.\Wait a second!\It was just a line.\I was thinking that we could perform a skit at the ceremony,\like re-enacting how they fell in love.\That sounds fun!\But can any of us act? response:	It'll be fine.
context: I suggest you make remarks like that after you've finished paying your rent.\Wait a second!\It was just a line.\I was thinking that we could perform a skit at the ceremony,\like re-enacting how they fell in love.\That sounds fun!\But can any of us act?\It'll be fine. response:	I've got the perfect line for you.
context: Wait a second!\It was just a line.\I was thinking that we could perform a skit at the ceremony,\like re-enacting how they fell in love.\That sounds fun!\But can any of us act?\It'll be fine.\I've got the perfect line for you. response:	I-I'm going to get pregnant!
context: It was just a line.\I was thinking that we could perform a skit at the ceremony,\like re-enacting how they fell in love.\That sounds fun!\But can any of us act?\It'll be fine.\I've got the perfect line for you.\I-I'm going to get pregnant! response:	Sexual harassment?
context: I was thinking that we could perform a skit at the ceremony,\like re-enacting how they fell in love.\That sounds fun!\But can any of us act?\It'll be fine.\I've got the perfect line for you.\I-I'm going to get pregnant!\Sexual harassment? response:	Oh, they're back!
context: like re-enacting how they fell in love.\That sounds fun!\But can any of us act?\It'll be fine.\I've got the perfect line for you.\I-I'm going to get pregnant!\Sexual harassment?\Oh, they're back! response:	Wow, you've bought so much already?!
context: That sounds fun!\But can any of us act?\It'll be fine.\I've got the perfect line for you.\I-I'm going to get pregnant!\Sexual harassment?\Oh, they're back!\Wow, you've bought so much already?! response:	I thought I'd practice making it first.
context: But can any of us act?\It'll be fine.\I've got the perfect line for you.\I-I'm going to get pregnant!\Sexual harassment?\Oh, they're back!\Wow, you've bought so much already?!\I thought I'd practice making it first. response:	All right! Can I taste it?!
context: It'll be fine.\I've got the perfect line for you.\I-I'm going to get pregnant!\Sexual harassment?\Oh, they're back!\Wow, you've bought so much already?!\I thought I'd practice making it first.\All right! Can I taste it?! response:	Dummy.
context: I've got the perfect line for you.\I-I'm going to get pregnant!\Sexual harassment?\Oh, they're back!\Wow, you've bought so much already?!\I thought I'd practice making it first.\All right! Can I taste it?!\Dummy. response:	I'll lend you a hand.
context: I-I'm going to get pregnant!\Sexual harassment?\Oh, they're back!\Wow, you've bought so much already?!\I thought I'd practice making it first.\All right! Can I taste it?!\Dummy.\I'll lend you a hand. response:	I touched something disgusting...
context: Sexual harassment?\Oh, they're back!\Wow, you've bought so much already?!\I thought I'd practice making it first.\All right! Can I taste it?!\Dummy.\I'll lend you a hand.\I touched something disgusting... response:	No, no...
context: Oh, they're back!\Wow, you've bought so much already?!\I thought I'd practice making it first.\All right! Can I taste it?!\Dummy.\I'll lend you a hand.\I touched something disgusting...\No, no... response:	Even if we keep the cost of the dress this low,
context: Wow, you've bought so much already?!\I thought I'd practice making it first.\All right! Can I taste it?!\Dummy.\I'll lend you a hand.\I touched something disgusting...\No, no...\Even if we keep the cost of the dress this low, response:	we still have the rings to worry about...
context: I thought I'd practice making it first.\All right! Can I taste it?!\Dummy.\I'll lend you a hand.\I touched something disgusting...\No, no...\Even if we keep the cost of the dress this low,\we still have the rings to worry about... response:	Enishing, I should get going now.
context: All right! Can I taste it?!\Dummy.\I'll lend you a hand.\I touched something disgusting...\No, no...\Even if we keep the cost of the dress this low,\we still have the rings to worry about...\Enishing, I should get going now. response:	Oh, I'll see you out.
context: Dummy.\I'll lend you a hand.\I touched something disgusting...\No, no...\Even if we keep the cost of the dress this low,\we still have the rings to worry about...\Enishing, I should get going now.\Oh, I'll see you out. response:	It's fine.
context: I'll lend you a hand.\I touched something disgusting...\No, no...\Even if we keep the cost of the dress this low,\we still have the rings to worry about...\Enishing, I should get going now.\Oh, I'll see you out.\It's fine. response:	Besides, we can use a rental dress.
context: I touched something disgusting...\No, no...\Even if we keep the cost of the dress this low,\we still have the rings to worry about...\Enishing, I should get going now.\Oh, I'll see you out.\It's fine.\Besides, we can use a rental dress. response:	The ring can also be cheap-
context: No, no...\Even if we keep the cost of the dress this low,\we still have the rings to worry about...\Enishing, I should get going now.\Oh, I'll see you out.\It's fine.\Besides, we can use a rental dress.\The ring can also be cheap- response:	No, it can't!
context: Even if we keep the cost of the dress this low,\we still have the rings to worry about...\Enishing, I should get going now.\Oh, I'll see you out.\It's fine.\Besides, we can use a rental dress.\The ring can also be cheap-\No, it can't! response:	At least the ring's got to be nice!
context: we still have the rings to worry about...\Enishing, I should get going now.\Oh, I'll see you out.\It's fine.\Besides, we can use a rental dress.\The ring can also be cheap-\No, it can't!\At least the ring's got to be nice! response:	Takako?
context: Enishing, I should get going now.\Oh, I'll see you out.\It's fine.\Besides, we can use a rental dress.\The ring can also be cheap-\No, it can't!\At least the ring's got to be nice!\Takako? response:	It's nothing.
context: Oh, I'll see you out.\It's fine.\Besides, we can use a rental dress.\The ring can also be cheap-\No, it can't!\At least the ring's got to be nice!\Takako?\It's nothing. response:	Anyway, I'm off.
context: It's fine.\Besides, we can use a rental dress.\The ring can also be cheap-\No, it can't!\At least the ring's got to be nice!\Takako?\It's nothing.\Anyway, I'm off. response:	Your name's Nako, right?
context: Besides, we can use a rental dress.\The ring can also be cheap-\No, it can't!\At least the ring's got to be nice!\Takako?\It's nothing.\Anyway, I'm off.\Your name's Nako, right? response:	Y-Yes.
context: The ring can also be cheap-\No, it can't!\At least the ring's got to be nice!\Takako?\It's nothing.\Anyway, I'm off.\Your name's Nako, right?\Y-Yes. response:	Adieu!
context: No, it can't!\At least the ring's got to be nice!\Takako?\It's nothing.\Anyway, I'm off.\Your name's Nako, right?\Y-Yes.\Adieu! response:	H-Hey...
context: At least the ring's got to be nice!\Takako?\It's nothing.\Anyway, I'm off.\Your name's Nako, right?\Y-Yes.\Adieu!\H-Hey... response:	Did I say something bad again?
context: Takako?\It's nothing.\Anyway, I'm off.\Your name's Nako, right?\Y-Yes.\Adieu!\H-Hey...\Did I say something bad again? response:	Oh, is it because I suggested we hold the wedding here?
context: It's nothing.\Anyway, I'm off.\Your name's Nako, right?\Y-Yes.\Adieu!\H-Hey...\Did I say something bad again?\Oh, is it because I suggested we hold the wedding here? response:	Is it too much effort for you?
context: Anyway, I'm off.\Your name's Nako, right?\Y-Yes.\Adieu!\H-Hey...\Did I say something bad again?\Oh, is it because I suggested we hold the wedding here?\Is it too much effort for you? response:	But it's a wonderful thing,
context: Your name's Nako, right?\Y-Yes.\Adieu!\H-Hey...\Did I say something bad again?\Oh, is it because I suggested we hold the wedding here?\Is it too much effort for you?\But it's a wonderful thing, response:	and though it may be a lot of work-
context: Y-Yes.\Adieu!\H-Hey...\Did I say something bad again?\Oh, is it because I suggested we hold the wedding here?\Is it too much effort for you?\But it's a wonderful thing,\and though it may be a lot of work- response:	What do you mean by a lot of work?
context: Adieu!\H-Hey...\Did I say something bad again?\Oh, is it because I suggested we hold the wedding here?\Is it too much effort for you?\But it's a wonderful thing,\and though it may be a lot of work-\What do you mean by a lot of work? response:	You're the one who said we should do it.
context: H-Hey...\Did I say something bad again?\Oh, is it because I suggested we hold the wedding here?\Is it too much effort for you?\But it's a wonderful thing,\and though it may be a lot of work-\What do you mean by a lot of work?\You're the one who said we should do it. response:	Let's have the wedding here.
context: Did I say something bad again?\Oh, is it because I suggested we hold the wedding here?\Is it too much effort for you?\But it's a wonderful thing,\and though it may be a lot of work-\What do you mean by a lot of work?\You're the one who said we should do it.\Let's have the wedding here. response:	With your loud, annoying, and disgusting voice.
context: Oh, is it because I suggested we hold the wedding here?\Is it too much effort for you?\But it's a wonderful thing,\and though it may be a lot of work-\What do you mean by a lot of work?\You're the one who said we should do it.\Let's have the wedding here.\With your loud, annoying, and disgusting voice. response:	Just hold on a sec. I'm used to loud and annoying,
context: Is it too much effort for you?\But it's a wonderful thing,\and though it may be a lot of work-\What do you mean by a lot of work?\You're the one who said we should do it.\Let's have the wedding here.\With your loud, annoying, and disgusting voice.\Just hold on a sec. I'm used to loud and annoying, response:	but disgusting?!
context: But it's a wonderful thing,\and though it may be a lot of work-\What do you mean by a lot of work?\You're the one who said we should do it.\Let's have the wedding here.\With your loud, annoying, and disgusting voice.\Just hold on a sec. I'm used to loud and annoying,\but disgusting?! response:	We're the ones who get troubled by your whimsical actions.
context: and though it may be a lot of work-\What do you mean by a lot of work?\You're the one who said we should do it.\Let's have the wedding here.\With your loud, annoying, and disgusting voice.\Just hold on a sec. I'm used to loud and annoying,\but disgusting?!\We're the ones who get troubled by your whimsical actions. response:	Not just me.
context: What do you mean by a lot of work?\You're the one who said we should do it.\Let's have the wedding here.\With your loud, annoying, and disgusting voice.\Just hold on a sec. I'm used to loud and annoying,\but disgusting?!\We're the ones who get troubled by your whimsical actions.\Not just me. response:	Everyone.
context: You're the one who said we should do it.\Let's have the wedding here.\With your loud, annoying, and disgusting voice.\Just hold on a sec. I'm used to loud and annoying,\but disgusting?!\We're the ones who get troubled by your whimsical actions.\Not just me.\Everyone. response:	Especially Tohru!
context: Let's have the wedding here.\With your loud, annoying, and disgusting voice.\Just hold on a sec. I'm used to loud and annoying,\but disgusting?!\We're the ones who get troubled by your whimsical actions.\Not just me.\Everyone.\Especially Tohru! response:	Tohru?
context: With your loud, annoying, and disgusting voice.\Just hold on a sec. I'm used to loud and annoying,\but disgusting?!\We're the ones who get troubled by your whimsical actions.\Not just me.\Everyone.\Especially Tohru!\Tohru? response:	Yeah. You're always relying on Tohru for everything.
context: Just hold on a sec. I'm used to loud and annoying,\but disgusting?!\We're the ones who get troubled by your whimsical actions.\Not just me.\Everyone.\Especially Tohru!\Tohru?\Yeah. You're always relying on Tohru for everything. response:	Repay the debt!
context: but disgusting?!\We're the ones who get troubled by your whimsical actions.\Not just me.\Everyone.\Especially Tohru!\Tohru?\Yeah. You're always relying on Tohru for everything.\Repay the debt! response:	What?
context: We're the ones who get troubled by your whimsical actions.\Not just me.\Everyone.\Especially Tohru!\Tohru?\Yeah. You're always relying on Tohru for everything.\Repay the debt!\What? response:	Go out with him!
context: Not just me.\Everyone.\Especially Tohru!\Tohru?\Yeah. You're always relying on Tohru for everything.\Repay the debt!\What?\Go out with him! response:	What?
context: Everyone.\Especially Tohru!\Tohru?\Yeah. You're always relying on Tohru for everything.\Repay the debt!\What?\Go out with him!\What? response:	Go out with Tohru!
context: Especially Tohru!\Tohru?\Yeah. You're always relying on Tohru for everything.\Repay the debt!\What?\Go out with him!\What?\Go out with Tohru! response:	What?!
context: Tohru?\Yeah. You're always relying on Tohru for everything.\Repay the debt!\What?\Go out with him!\What?\Go out with Tohru!\What?! response:	Wh-Why Tohru and me-
context: Yeah. You're always relying on Tohru for everything.\Repay the debt!\What?\Go out with him!\What?\Go out with Tohru!\What?!\Wh-Why Tohru and me- response:	You're always pretending that you don't know.
context: Repay the debt!\What?\Go out with him!\What?\Go out with Tohru!\What?!\Wh-Why Tohru and me-\You're always pretending that you don't know. response:	You always take the best parts!
context: What?\Go out with him!\What?\Go out with Tohru!\What?!\Wh-Why Tohru and me-\You're always pretending that you don't know.\You always take the best parts! response:	Think about Tohru's feelings!
context: Go out with him!\What?\Go out with Tohru!\What?!\Wh-Why Tohru and me-\You're always pretending that you don't know.\You always take the best parts!\Think about Tohru's feelings! response:	Take responsibility for changing Kissuiso's atmosphere!
context: What?\Go out with Tohru!\What?!\Wh-Why Tohru and me-\You're always pretending that you don't know.\You always take the best parts!\Think about Tohru's feelings!\Take responsibility for changing Kissuiso's atmosphere! response:	I don't know what the heck you're-
context: Go out with Tohru!\What?!\Wh-Why Tohru and me-\You're always pretending that you don't know.\You always take the best parts!\Think about Tohru's feelings!\Take responsibility for changing Kissuiso's atmosphere!\I don't know what the heck you're- response:	Shut up!
context: What?!\Wh-Why Tohru and me-\You're always pretending that you don't know.\You always take the best parts!\Think about Tohru's feelings!\Take responsibility for changing Kissuiso's atmosphere!\I don't know what the heck you're-\Shut up! response:	I'm completely lost here,
context: Wh-Why Tohru and me-\You're always pretending that you don't know.\You always take the best parts!\Think about Tohru's feelings!\Take responsibility for changing Kissuiso's atmosphere!\I don't know what the heck you're-\Shut up!\I'm completely lost here, response:	but if I were to go out with Tohru,
context: You're always pretending that you don't know.\You always take the best parts!\Think about Tohru's feelings!\Take responsibility for changing Kissuiso's atmosphere!\I don't know what the heck you're-\Shut up!\I'm completely lost here,\but if I were to go out with Tohru, response:	what about you?!
context: You always take the best parts!\Think about Tohru's feelings!\Take responsibility for changing Kissuiso's atmosphere!\I don't know what the heck you're-\Shut up!\I'm completely lost here,\but if I were to go out with Tohru,\what about you?! response:	Don't you like him?!
context: Think about Tohru's feelings!\Take responsibility for changing Kissuiso's atmosphere!\I don't know what the heck you're-\Shut up!\I'm completely lost here,\but if I were to go out with Tohru,\what about you?!\Don't you like him?! response:	Why on Earth are you saying such things?!
context: Take responsibility for changing Kissuiso's atmosphere!\I don't know what the heck you're-\Shut up!\I'm completely lost here,\but if I were to go out with Tohru,\what about you?!\Don't you like him?!\Why on Earth are you saying such things?! response:	Shut up! Die!
context: I don't know what the heck you're-\Shut up!\I'm completely lost here,\but if I were to go out with Tohru,\what about you?!\Don't you like him?!\Why on Earth are you saying such things?!\Shut up! Die! response:	Looks like die is back in fashion...
context: Shut up!\I'm completely lost here,\but if I were to go out with Tohru,\what about you?!\Don't you like him?!\Why on Earth are you saying such things?!\Shut up! Die!\Looks like die is back in fashion... response:	Hey! That's charred!
context: I'm completely lost here,\but if I were to go out with Tohru,\what about you?!\Don't you like him?!\Why on Earth are you saying such things?!\Shut up! Die!\Looks like die is back in fashion...\Hey! That's charred! response:	H-Hot!
context: but if I were to go out with Tohru,\what about you?!\Don't you like him?!\Why on Earth are you saying such things?!\Shut up! Die!\Looks like die is back in fashion...\Hey! That's charred!\H-Hot! response:	What are you doing?!
context: what about you?!\Don't you like him?!\Why on Earth are you saying such things?!\Shut up! Die!\Looks like die is back in fashion...\Hey! That's charred!\H-Hot!\What are you doing?! response:	I'm sorry!
context: Don't you like him?!\Why on Earth are you saying such things?!\Shut up! Die!\Looks like die is back in fashion...\Hey! That's charred!\H-Hot!\What are you doing?!\I'm sorry! response:	Jeez... there goes breakfast.
context: Why on Earth are you saying such things?!\Shut up! Die!\Looks like die is back in fashion...\Hey! That's charred!\H-Hot!\What are you doing?!\I'm sorry!\Jeez... there goes breakfast. response:	I'm sorry...
context: Shut up! Die!\Looks like die is back in fashion...\Hey! That's charred!\H-Hot!\What are you doing?!\I'm sorry!\Jeez... there goes breakfast.\I'm sorry... response:	Minko, don't worry about helping out with the wedding anymore.
context: Looks like die is back in fashion...\Hey! That's charred!\H-Hot!\What are you doing?!\I'm sorry!\Jeez... there goes breakfast.\I'm sorry...\Minko, don't worry about helping out with the wedding anymore. response:	I'll do it myself.
context: Hey! That's charred!\H-Hot!\What are you doing?!\I'm sorry!\Jeez... there goes breakfast.\I'm sorry...\Minko, don't worry about helping out with the wedding anymore.\I'll do it myself. response:	What?
context: H-Hot!\What are you doing?!\I'm sorry!\Jeez... there goes breakfast.\I'm sorry...\Minko, don't worry about helping out with the wedding anymore.\I'll do it myself.\What? response:	How can you expect to be trusted if you can't even perform your daily tasks?
context: What are you doing?!\I'm sorry!\Jeez... there goes breakfast.\I'm sorry...\Minko, don't worry about helping out with the wedding anymore.\I'll do it myself.\What?\How can you expect to be trusted if you can't even perform your daily tasks? response:	You'll be in Mr. Ren's way.
context: I'm sorry!\Jeez... there goes breakfast.\I'm sorry...\Minko, don't worry about helping out with the wedding anymore.\I'll do it myself.\What?\How can you expect to be trusted if you can't even perform your daily tasks?\You'll be in Mr. Ren's way. response:	You look like you've got something to say.
context: Jeez... there goes breakfast.\I'm sorry...\Minko, don't worry about helping out with the wedding anymore.\I'll do it myself.\What?\How can you expect to be trusted if you can't even perform your daily tasks?\You'll be in Mr. Ren's way.\You look like you've got something to say. response:	I don't think...
context: I'm sorry...\Minko, don't worry about helping out with the wedding anymore.\I'll do it myself.\What?\How can you expect to be trusted if you can't even perform your daily tasks?\You'll be in Mr. Ren's way.\You look like you've got something to say.\I don't think... response:	I'll ever be able to say it!
context: Minko, don't worry about helping out with the wedding anymore.\I'll do it myself.\What?\How can you expect to be trusted if you can't even perform your daily tasks?\You'll be in Mr. Ren's way.\You look like you've got something to say.\I don't think...\I'll ever be able to say it! response:	Minko...
context: I'll do it myself.\What?\How can you expect to be trusted if you can't even perform your daily tasks?\You'll be in Mr. Ren's way.\You look like you've got something to say.\I don't think...\I'll ever be able to say it!\Minko... response:	Minchi!
context: What?\How can you expect to be trusted if you can't even perform your daily tasks?\You'll be in Mr. Ren's way.\You look like you've got something to say.\I don't think...\I'll ever be able to say it!\Minko...\Minchi! response:	H-How about we have lunch together?
context: How can you expect to be trusted if you can't even perform your daily tasks?\You'll be in Mr. Ren's way.\You look like you've got something to say.\I don't think...\I'll ever be able to say it!\Minko...\Minchi!\H-How about we have lunch together? response:	Let's invite Oshimizu and we can all have lunch together.
context: You'll be in Mr. Ren's way.\You look like you've got something to say.\I don't think...\I'll ever be able to say it!\Minko...\Minchi!\H-How about we have lunch together?\Let's invite Oshimizu and we can all have lunch together. response:	I'll give you some of my fried egg.
context: You look like you've got something to say.\I don't think...\I'll ever be able to say it!\Minko...\Minchi!\H-How about we have lunch together?\Let's invite Oshimizu and we can all have lunch together.\I'll give you some of my fried egg. response:	Oh, Oshimizu!
context: I don't think...\I'll ever be able to say it!\Minko...\Minchi!\H-How about we have lunch together?\Let's invite Oshimizu and we can all have lunch together.\I'll give you some of my fried egg.\Oh, Oshimizu! response:	What's that?
context: I'll ever be able to say it!\Minko...\Minchi!\H-How about we have lunch together?\Let's invite Oshimizu and we can all have lunch together.\I'll give you some of my fried egg.\Oh, Oshimizu!\What's that? response:	Curtains.
context: Minko...\Minchi!\H-How about we have lunch together?\Let's invite Oshimizu and we can all have lunch together.\I'll give you some of my fried egg.\Oh, Oshimizu!\What's that?\Curtains. response:	The teacher said he was putting up new ones.
context: Minchi!\H-How about we have lunch together?\Let's invite Oshimizu and we can all have lunch together.\I'll give you some of my fried egg.\Oh, Oshimizu!\What's that?\Curtains.\The teacher said he was putting up new ones. response:	But they still look new!
context: H-How about we have lunch together?\Let's invite Oshimizu and we can all have lunch together.\I'll give you some of my fried egg.\Oh, Oshimizu!\What's that?\Curtains.\The teacher said he was putting up new ones.\But they still look new! response:	They're changing them to red ones.
context: Let's invite Oshimizu and we can all have lunch together.\I'll give you some of my fried egg.\Oh, Oshimizu!\What's that?\Curtains.\The teacher said he was putting up new ones.\But they still look new!\They're changing them to red ones. response:	According to color therapy, it's supposed to be better for the students' minds.
context: I'll give you some of my fried egg.\Oh, Oshimizu!\What's that?\Curtains.\The teacher said he was putting up new ones.\But they still look new!\They're changing them to red ones.\According to color therapy, it's supposed to be better for the students' minds. response:	A red classroom...
context: Oh, Oshimizu!\What's that?\Curtains.\The teacher said he was putting up new ones.\But they still look new!\They're changing them to red ones.\According to color therapy, it's supposed to be better for the students' minds.\A red classroom... response:	That's kind of erotic.
context: What's that?\Curtains.\The teacher said he was putting up new ones.\But they still look new!\They're changing them to red ones.\According to color therapy, it's supposed to be better for the students' minds.\A red classroom...\That's kind of erotic. response:	But it's kind of a waste, isn't it?
context: Curtains.\The teacher said he was putting up new ones.\But they still look new!\They're changing them to red ones.\According to color therapy, it's supposed to be better for the students' minds.\A red classroom...\That's kind of erotic.\But it's kind of a waste, isn't it? response:	It's not like we can help it.
context: The teacher said he was putting up new ones.\But they still look new!\They're changing them to red ones.\According to color therapy, it's supposed to be better for the students' minds.\A red classroom...\That's kind of erotic.\But it's kind of a waste, isn't it?\It's not like we can help it. response:	Let's get this out of the way and have lunch, okay?
context: But they still look new!\They're changing them to red ones.\According to color therapy, it's supposed to be better for the students' minds.\A red classroom...\That's kind of erotic.\But it's kind of a waste, isn't it?\It's not like we can help it.\Let's get this out of the way and have lunch, okay? response:	I wonder if we can use this...
context: They're changing them to red ones.\According to color therapy, it's supposed to be better for the students' minds.\A red classroom...\That's kind of erotic.\But it's kind of a waste, isn't it?\It's not like we can help it.\Let's get this out of the way and have lunch, okay?\I wonder if we can use this... response:	What?
context: According to color therapy, it's supposed to be better for the students' minds.\A red classroom...\That's kind of erotic.\But it's kind of a waste, isn't it?\It's not like we can help it.\Let's get this out of the way and have lunch, okay?\I wonder if we can use this...\What? response:	Where's Madam Manager and the others?
context: A red classroom...\That's kind of erotic.\But it's kind of a waste, isn't it?\It's not like we can help it.\Let's get this out of the way and have lunch, okay?\I wonder if we can use this...\What?\Where's Madam Manager and the others? response:	I hear Madam Manager's at a meeting.
context: That's kind of erotic.\But it's kind of a waste, isn't it?\It's not like we can help it.\Let's get this out of the way and have lunch, okay?\I wonder if we can use this...\What?\Where's Madam Manager and the others?\I hear Madam Manager's at a meeting. response:	The young master is with Takako, planning their wedding.
