context: Trapnest means a nest box with a trap. response:	Once you enter, you cannot get out on your own.
context: To be honest, I don't care about the debut.\If I could have fun playing in a band, that's good enough for me.\You're right! Music is something that should be enjoyed!\Let's go out and dance all night like crazy to release some of that tension! Okay?!\What are you saying? This is your job, Reira.\You're getting paid for this, so you've gotta take it seriously.\Come on, concentrate.\You can release all your frustrations response:	by writing down whatever's on your mind.
context: If I could have fun playing in a band, that's good enough for me.\You're right! Music is something that should be enjoyed!\Let's go out and dance all night like crazy to release some of that tension! Okay?!\What are you saying? This is your job, Reira.\You're getting paid for this, so you've gotta take it seriously.\Come on, concentrate.\You can release all your frustrations\by writing down whatever's on your mind. response:	You're right. Maybe I'll write about getting rid of them mosquitoes.
context: You're right! Music is something that should be enjoyed!\Let's go out and dance all night like crazy to release some of that tension! Okay?!\What are you saying? This is your job, Reira.\You're getting paid for this, so you've gotta take it seriously.\Come on, concentrate.\You can release all your frustrations\by writing down whatever's on your mind.\You're right. Maybe I'll write about getting rid of them mosquitoes. response:	But you're writing a love ballad, right?
context: Let's go out and dance all night like crazy to release some of that tension! Okay?!\What are you saying? This is your job, Reira.\You're getting paid for this, so you've gotta take it seriously.\Come on, concentrate.\You can release all your frustrations\by writing down whatever's on your mind.\You're right. Maybe I'll write about getting rid of them mosquitoes.\But you're writing a love ballad, right? response:	Aren't you hungry? Can I call room service?
context: What are you saying? This is your job, Reira.\You're getting paid for this, so you've gotta take it seriously.\Come on, concentrate.\You can release all your frustrations\by writing down whatever's on your mind.\You're right. Maybe I'll write about getting rid of them mosquitoes.\But you're writing a love ballad, right?\Aren't you hungry? Can I call room service? response:	Reira was in love with Takumi.
context: You're getting paid for this, so you've gotta take it seriously.\Come on, concentrate.\You can release all your frustrations\by writing down whatever's on your mind.\You're right. Maybe I'll write about getting rid of them mosquitoes.\But you're writing a love ballad, right?\Aren't you hungry? Can I call room service?\Reira was in love with Takumi. response:	What a pretty song.
context: Come on, concentrate.\You can release all your frustrations\by writing down whatever's on your mind.\You're right. Maybe I'll write about getting rid of them mosquitoes.\But you're writing a love ballad, right?\Aren't you hungry? Can I call room service?\Reira was in love with Takumi.\What a pretty song. response:	Ren is a genius indeed.
context: You can release all your frustrations\by writing down whatever's on your mind.\You're right. Maybe I'll write about getting rid of them mosquitoes.\But you're writing a love ballad, right?\Aren't you hungry? Can I call room service?\Reira was in love with Takumi.\What a pretty song.\Ren is a genius indeed. response:	It'll be ruined by my shallow love story...
context: by writing down whatever's on your mind.\You're right. Maybe I'll write about getting rid of them mosquitoes.\But you're writing a love ballad, right?\Aren't you hungry? Can I call room service?\Reira was in love with Takumi.\What a pretty song.\Ren is a genius indeed.\It'll be ruined by my shallow love story... response:	You're wrong about that.
context: You're right. Maybe I'll write about getting rid of them mosquitoes.\But you're writing a love ballad, right?\Aren't you hungry? Can I call room service?\Reira was in love with Takumi.\What a pretty song.\Ren is a genius indeed.\It'll be ruined by my shallow love story...\You're wrong about that. response:	A love story written by someone who can shed tears like that
context: But you're writing a love ballad, right?\Aren't you hungry? Can I call room service?\Reira was in love with Takumi.\What a pretty song.\Ren is a genius indeed.\It'll be ruined by my shallow love story...\You're wrong about that.\A love story written by someone who can shed tears like that response:	isn't gonna be shallow.
context: Aren't you hungry? Can I call room service?\Reira was in love with Takumi.\What a pretty song.\Ren is a genius indeed.\It'll be ruined by my shallow love story...\You're wrong about that.\A love story written by someone who can shed tears like that\isn't gonna be shallow. response:	The reason Trapnest has the support of so many female fans
context: Reira was in love with Takumi.\What a pretty song.\Ren is a genius indeed.\It'll be ruined by my shallow love story...\You're wrong about that.\A love story written by someone who can shed tears like that\isn't gonna be shallow.\The reason Trapnest has the support of so many female fans response:	is because they can relate to your love stories.
context: What a pretty song.\Ren is a genius indeed.\It'll be ruined by my shallow love story...\You're wrong about that.\A love story written by someone who can shed tears like that\isn't gonna be shallow.\The reason Trapnest has the support of so many female fans\is because they can relate to your love stories. response:	I'm impressed. You're really good with words.
context: Ren is a genius indeed.\It'll be ruined by my shallow love story...\You're wrong about that.\A love story written by someone who can shed tears like that\isn't gonna be shallow.\The reason Trapnest has the support of so many female fans\is because they can relate to your love stories.\I'm impressed. You're really good with words. response:	For me, this is my job. I make money from this.
context: It'll be ruined by my shallow love story...\You're wrong about that.\A love story written by someone who can shed tears like that\isn't gonna be shallow.\The reason Trapnest has the support of so many female fans\is because they can relate to your love stories.\I'm impressed. You're really good with words.\For me, this is my job. I make money from this. response:	I'm dead serious.
context: You're wrong about that.\A love story written by someone who can shed tears like that\isn't gonna be shallow.\The reason Trapnest has the support of so many female fans\is because they can relate to your love stories.\I'm impressed. You're really good with words.\For me, this is my job. I make money from this.\I'm dead serious. response:	FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!
context: A love story written by someone who can shed tears like that\isn't gonna be shallow.\The reason Trapnest has the support of so many female fans\is because they can relate to your love stories.\I'm impressed. You're really good with words.\For me, this is my job. I make money from this.\I'm dead serious.\FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!! response:	If I do that, it'll cause a scandal.
context: isn't gonna be shallow.\The reason Trapnest has the support of so many female fans\is because they can relate to your love stories.\I'm impressed. You're really good with words.\For me, this is my job. I make money from this.\I'm dead serious.\FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!\If I do that, it'll cause a scandal. response:	You're too self conscious.
context: The reason Trapnest has the support of so many female fans\is because they can relate to your love stories.\I'm impressed. You're really good with words.\For me, this is my job. I make money from this.\I'm dead serious.\FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!\If I do that, it'll cause a scandal.\You're too self conscious. response:	Ren and Takumi are doing whatever they want, and it hasn't been a problem.
context: is because they can relate to your love stories.\I'm impressed. You're really good with words.\For me, this is my job. I make money from this.\I'm dead serious.\FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!\If I do that, it'll cause a scandal.\You're too self conscious.\Ren and Takumi are doing whatever they want, and it hasn't been a problem. response:	It has been a problem. A real problem.
context: I'm impressed. You're really good with words.\For me, this is my job. I make money from this.\I'm dead serious.\FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!\If I do that, it'll cause a scandal.\You're too self conscious.\Ren and Takumi are doing whatever they want, and it hasn't been a problem.\It has been a problem. A real problem. response:	The papa-rakkyo just won't go away.
context: For me, this is my job. I make money from this.\I'm dead serious.\FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!\If I do that, it'll cause a scandal.\You're too self conscious.\Ren and Takumi are doing whatever they want, and it hasn't been a problem.\It has been a problem. A real problem.\The papa-rakkyo just won't go away. response:	I hear that female vocal from your band has been staying at Ren's place.
context: I'm dead serious.\FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!\If I do that, it'll cause a scandal.\You're too self conscious.\Ren and Takumi are doing whatever they want, and it hasn't been a problem.\It has been a problem. A real problem.\The papa-rakkyo just won't go away.\I hear that female vocal from your band has been staying at Ren's place. response:	Would you please give her a lecture?
context: FROM: NAOKI DATE AND TIME SENT: AUGUST 31, 2001, 16:37 TO: YASU SUBJECT: SEE YOU TONIGHT AT YOUR PLACE. WE BEGIN RECORDING OUR SINGLE TOMORROW. AND SO, WE WON'T BE ABLE TO GO ANYWHERE FOR A WEEK. SO LET'S DRINK ALL NIGHT TONIGHT!!\If I do that, it'll cause a scandal.\You're too self conscious.\Ren and Takumi are doing whatever they want, and it hasn't been a problem.\It has been a problem. A real problem.\The papa-rakkyo just won't go away.\I hear that female vocal from your band has been staying at Ren's place.\Would you please give her a lecture? response:	Huh? What are papa-rakkyo?
context: If I do that, it'll cause a scandal.\You're too self conscious.\Ren and Takumi are doing whatever they want, and it hasn't been a problem.\It has been a problem. A real problem.\The papa-rakkyo just won't go away.\I hear that female vocal from your band has been staying at Ren's place.\Would you please give her a lecture?\Huh? What are papa-rakkyo? response:	Paparazzi.
context: You're too self conscious.\Ren and Takumi are doing whatever they want, and it hasn't been a problem.\It has been a problem. A real problem.\The papa-rakkyo just won't go away.\I hear that female vocal from your band has been staying at Ren's place.\Would you please give her a lecture?\Huh? What are papa-rakkyo?\Paparazzi. response:	Really?
context: Ren and Takumi are doing whatever they want, and it hasn't been a problem.\It has been a problem. A real problem.\The papa-rakkyo just won't go away.\I hear that female vocal from your band has been staying at Ren's place.\Would you please give her a lecture?\Huh? What are papa-rakkyo?\Paparazzi.\Really? response:	Yeah. They're targeting all the band members,
context: It has been a problem. A real problem.\The papa-rakkyo just won't go away.\I hear that female vocal from your band has been staying at Ren's place.\Would you please give her a lecture?\Huh? What are papa-rakkyo?\Paparazzi.\Really?\Yeah. They're targeting all the band members, response:	but I'm the only one being careful about it.
context: The papa-rakkyo just won't go away.\I hear that female vocal from your band has been staying at Ren's place.\Would you please give her a lecture?\Huh? What are papa-rakkyo?\Paparazzi.\Really?\Yeah. They're targeting all the band members,\but I'm the only one being careful about it. response:	The company put Reira in a hotel to protect her.
context: I hear that female vocal from your band has been staying at Ren's place.\Would you please give her a lecture?\Huh? What are papa-rakkyo?\Paparazzi.\Really?\Yeah. They're targeting all the band members,\but I'm the only one being careful about it.\The company put Reira in a hotel to protect her. response:	But I'm pretty sure Takumi went to see Hachiko today.
context: Would you please give her a lecture?\Huh? What are papa-rakkyo?\Paparazzi.\Really?\Yeah. They're targeting all the band members,\but I'm the only one being careful about it.\The company put Reira in a hotel to protect her.\But I'm pretty sure Takumi went to see Hachiko today. response:	He was looking restless all day, and rushed home the moment we were done.
context: Huh? What are papa-rakkyo?\Paparazzi.\Really?\Yeah. They're targeting all the band members,\but I'm the only one being careful about it.\The company put Reira in a hotel to protect her.\But I'm pretty sure Takumi went to see Hachiko today.\He was looking restless all day, and rushed home the moment we were done. response:	By Hachiko, do you mean?
context: Paparazzi.\Really?\Yeah. They're targeting all the band members,\but I'm the only one being careful about it.\The company put Reira in a hotel to protect her.\But I'm pretty sure Takumi went to see Hachiko today.\He was looking restless all day, and rushed home the moment we were done.\By Hachiko, do you mean? response:	Nana.
context: Really?\Yeah. They're targeting all the band members,\but I'm the only one being careful about it.\The company put Reira in a hotel to protect her.\But I'm pretty sure Takumi went to see Hachiko today.\He was looking restless all day, and rushed home the moment we were done.\By Hachiko, do you mean?\Nana. response:	I've never met her,
context: Yeah. They're targeting all the band members,\but I'm the only one being careful about it.\The company put Reira in a hotel to protect her.\But I'm pretty sure Takumi went to see Hachiko today.\He was looking restless all day, and rushed home the moment we were done.\By Hachiko, do you mean?\Nana.\I've never met her, response:	but from what I hear, she knows how to control a man.
context: but I'm the only one being careful about it.\The company put Reira in a hotel to protect her.\But I'm pretty sure Takumi went to see Hachiko today.\He was looking restless all day, and rushed home the moment we were done.\By Hachiko, do you mean?\Nana.\I've never met her,\but from what I hear, she knows how to control a man. response:	She's really something.
context: The company put Reira in a hotel to protect her.\But I'm pretty sure Takumi went to see Hachiko today.\He was looking restless all day, and rushed home the moment we were done.\By Hachiko, do you mean?\Nana.\I've never met her,\but from what I hear, she knows how to control a man.\She's really something. response:	One day, she says she wants to see you,
context: But I'm pretty sure Takumi went to see Hachiko today.\He was looking restless all day, and rushed home the moment we were done.\By Hachiko, do you mean?\Nana.\I've never met her,\but from what I hear, she knows how to control a man.\She's really something.\One day, she says she wants to see you, response:	the next day she blocks your calls.
context: He was looking restless all day, and rushed home the moment we were done.\By Hachiko, do you mean?\Nana.\I've never met her,\but from what I hear, she knows how to control a man.\She's really something.\One day, she says she wants to see you,\the next day she blocks your calls. response:	She's a great strategist, not to mention a great cook and great in bed.
context: By Hachiko, do you mean?\Nana.\I've never met her,\but from what I hear, she knows how to control a man.\She's really something.\One day, she says she wants to see you,\the next day she blocks your calls.\She's a great strategist, not to mention a great cook and great in bed. response:	Even if not Takumi, any guy would fall for a woman like that.
context: Nana.\I've never met her,\but from what I hear, she knows how to control a man.\She's really something.\One day, she says she wants to see you,\the next day she blocks your calls.\She's a great strategist, not to mention a great cook and great in bed.\Even if not Takumi, any guy would fall for a woman like that. response:	Impressive, I'd say. Who is she?
context: I've never met her,\but from what I hear, she knows how to control a man.\She's really something.\One day, she says she wants to see you,\the next day she blocks your calls.\She's a great strategist, not to mention a great cook and great in bed.\Even if not Takumi, any guy would fall for a woman like that.\Impressive, I'd say. Who is she? response:	Naoki, you've got it wrong.
context: but from what I hear, she knows how to control a man.\She's really something.\One day, she says she wants to see you,\the next day she blocks your calls.\She's a great strategist, not to mention a great cook and great in bed.\Even if not Takumi, any guy would fall for a woman like that.\Impressive, I'd say. Who is she?\Naoki, you've got it wrong. response:	Besides, I thought those two broke up.
context: She's really something.\One day, she says she wants to see you,\the next day she blocks your calls.\She's a great strategist, not to mention a great cook and great in bed.\Even if not Takumi, any guy would fall for a woman like that.\Impressive, I'd say. Who is she?\Naoki, you've got it wrong.\Besides, I thought those two broke up. response:	No, I doubt that'll happen.
context: One day, she says she wants to see you,\the next day she blocks your calls.\She's a great strategist, not to mention a great cook and great in bed.\Even if not Takumi, any guy would fall for a woman like that.\Impressive, I'd say. Who is she?\Naoki, you've got it wrong.\Besides, I thought those two broke up.\No, I doubt that'll happen. response:	Takumi would never let a girl he's infatuated with
context: the next day she blocks your calls.\She's a great strategist, not to mention a great cook and great in bed.\Even if not Takumi, any guy would fall for a woman like that.\Impressive, I'd say. Who is she?\Naoki, you've got it wrong.\Besides, I thought those two broke up.\No, I doubt that'll happen.\Takumi would never let a girl he's infatuated with response:	run away so easily.
context: She's a great strategist, not to mention a great cook and great in bed.\Even if not Takumi, any guy would fall for a woman like that.\Impressive, I'd say. Who is she?\Naoki, you've got it wrong.\Besides, I thought those two broke up.\No, I doubt that'll happen.\Takumi would never let a girl he's infatuated with\run away so easily. response:	He's such a fool, not realizing that he's playing into Hachiko's hands.
context: Even if not Takumi, any guy would fall for a woman like that.\Impressive, I'd say. Who is she?\Naoki, you've got it wrong.\Besides, I thought those two broke up.\No, I doubt that'll happen.\Takumi would never let a girl he's infatuated with\run away so easily.\He's such a fool, not realizing that he's playing into Hachiko's hands. response:	Put an end to things first, and then come to me.
context: Impressive, I'd say. Who is she?\Naoki, you've got it wrong.\Besides, I thought those two broke up.\No, I doubt that'll happen.\Takumi would never let a girl he's infatuated with\run away so easily.\He's such a fool, not realizing that he's playing into Hachiko's hands.\Put an end to things first, and then come to me. response:	But I did. That's why I came.
context: Naoki, you've got it wrong.\Besides, I thought those two broke up.\No, I doubt that'll happen.\Takumi would never let a girl he's infatuated with\run away so easily.\He's such a fool, not realizing that he's playing into Hachiko's hands.\Put an end to things first, and then come to me.\But I did. That's why I came. response:	Why aren't you saying anything?
context: Besides, I thought those two broke up.\No, I doubt that'll happen.\Takumi would never let a girl he's infatuated with\run away so easily.\He's such a fool, not realizing that he's playing into Hachiko's hands.\Put an end to things first, and then come to me.\But I did. That's why I came.\Why aren't you saying anything? response:	Say something!
context: No, I doubt that'll happen.\Takumi would never let a girl he's infatuated with\run away so easily.\He's such a fool, not realizing that he's playing into Hachiko's hands.\Put an end to things first, and then come to me.\But I did. That's why I came.\Why aren't you saying anything?\Say something! response:	Are you gonna step up or just walk away?
context: Takumi would never let a girl he's infatuated with\run away so easily.\He's such a fool, not realizing that he's playing into Hachiko's hands.\Put an end to things first, and then come to me.\But I did. That's why I came.\Why aren't you saying anything?\Say something!\Are you gonna step up or just walk away? response:	The baby's growing even as we speak!
context: run away so easily.\He's such a fool, not realizing that he's playing into Hachiko's hands.\Put an end to things first, and then come to me.\But I did. That's why I came.\Why aren't you saying anything?\Say something!\Are you gonna step up or just walk away?\The baby's growing even as we speak! response:	What's the matter?
context: He's such a fool, not realizing that he's playing into Hachiko's hands.\Put an end to things first, and then come to me.\But I did. That's why I came.\Why aren't you saying anything?\Say something!\Are you gonna step up or just walk away?\The baby's growing even as we speak!\What's the matter? response:	Hello, Hachiko?
context: Put an end to things first, and then come to me.\But I did. That's why I came.\Why aren't you saying anything?\Say something!\Are you gonna step up or just walk away?\The baby's growing even as we speak!\What's the matter?\Hello, Hachiko? response:	Oh, Nana, you're there, too?
context: But I did. That's why I came.\Why aren't you saying anything?\Say something!\Are you gonna step up or just walk away?\The baby's growing even as we speak!\What's the matter?\Hello, Hachiko?\Oh, Nana, you're there, too? response:	Takumi?
context: Why aren't you saying anything?\Say something!\Are you gonna step up or just walk away?\The baby's growing even as we speak!\What's the matter?\Hello, Hachiko?\Oh, Nana, you're there, too?\Takumi? response:	Perfect timing. I wanted to talk to you as well.
context: Say something!\Are you gonna step up or just walk away?\The baby's growing even as we speak!\What's the matter?\Hello, Hachiko?\Oh, Nana, you're there, too?\Takumi?\Perfect timing. I wanted to talk to you as well. response:	Can you and Nobu come here now?
context: Are you gonna step up or just walk away?\The baby's growing even as we speak!\What's the matter?\Hello, Hachiko?\Oh, Nana, you're there, too?\Takumi?\Perfect timing. I wanted to talk to you as well.\Can you and Nobu come here now? response:	I'm not getting anywhere over the phone.
context: The baby's growing even as we speak!\What's the matter?\Hello, Hachiko?\Oh, Nana, you're there, too?\Takumi?\Perfect timing. I wanted to talk to you as well.\Can you and Nobu come here now?\I'm not getting anywhere over the phone. response:	Come where?!
context: What's the matter?\Hello, Hachiko?\Oh, Nana, you're there, too?\Takumi?\Perfect timing. I wanted to talk to you as well.\Can you and Nobu come here now?\I'm not getting anywhere over the phone.\Come where?! response:	And why are you calling from Hachiko's cell phone?!
context: Hello, Hachiko?\Oh, Nana, you're there, too?\Takumi?\Perfect timing. I wanted to talk to you as well.\Can you and Nobu come here now?\I'm not getting anywhere over the phone.\Come where?!\And why are you calling from Hachiko's cell phone?! response:	I'm just borrowing it for a bit. I'm at your place right now.
context: Oh, Nana, you're there, too?\Takumi?\Perfect timing. I wanted to talk to you as well.\Can you and Nobu come here now?\I'm not getting anywhere over the phone.\Come where?!\And why are you calling from Hachiko's cell phone?!\I'm just borrowing it for a bit. I'm at your place right now. response:	What are you doing at our place?!
context: Takumi?\Perfect timing. I wanted to talk to you as well.\Can you and Nobu come here now?\I'm not getting anywhere over the phone.\Come where?!\And why are you calling from Hachiko's cell phone?!\I'm just borrowing it for a bit. I'm at your place right now.\What are you doing at our place?! response:	How dare you fool around with someone else's woman!
context: Perfect timing. I wanted to talk to you as well.\Can you and Nobu come here now?\I'm not getting anywhere over the phone.\Come where?!\And why are you calling from Hachiko's cell phone?!\I'm just borrowing it for a bit. I'm at your place right now.\What are you doing at our place?!\How dare you fool around with someone else's woman! response:	Hachi's dating Nobu now!
context: Can you and Nobu come here now?\I'm not getting anywhere over the phone.\Come where?!\And why are you calling from Hachiko's cell phone?!\I'm just borrowing it for a bit. I'm at your place right now.\What are you doing at our place?!\How dare you fool around with someone else's woman!\Hachi's dating Nobu now! response:	I know that, but...
context: I'm not getting anywhere over the phone.\Come where?!\And why are you calling from Hachiko's cell phone?!\I'm just borrowing it for a bit. I'm at your place right now.\What are you doing at our place?!\How dare you fool around with someone else's woman!\Hachi's dating Nobu now!\I know that, but... response:	He's the one who fooled around with someone else's woman.
context: Come where?!\And why are you calling from Hachiko's cell phone?!\I'm just borrowing it for a bit. I'm at your place right now.\What are you doing at our place?!\How dare you fool around with someone else's woman!\Hachi's dating Nobu now!\I know that, but...\He's the one who fooled around with someone else's woman. response:	Is Hachi there?
context: And why are you calling from Hachiko's cell phone?!\I'm just borrowing it for a bit. I'm at your place right now.\What are you doing at our place?!\How dare you fool around with someone else's woman!\Hachi's dating Nobu now!\I know that, but...\He's the one who fooled around with someone else's woman.\Is Hachi there? response:	Yeah, she's here.
context: I'm just borrowing it for a bit. I'm at your place right now.\What are you doing at our place?!\How dare you fool around with someone else's woman!\Hachi's dating Nobu now!\I know that, but...\He's the one who fooled around with someone else's woman.\Is Hachi there?\Yeah, she's here. response:	Let me talk to her. It's useless talking with you.
context: What are you doing at our place?!\How dare you fool around with someone else's woman!\Hachi's dating Nobu now!\I know that, but...\He's the one who fooled around with someone else's woman.\Is Hachi there?\Yeah, she's here.\Let me talk to her. It's useless talking with you. response:	Nana, Nana wants to talk to you.
context: How dare you fool around with someone else's woman!\Hachi's dating Nobu now!\I know that, but...\He's the one who fooled around with someone else's woman.\Is Hachi there?\Yeah, she's here.\Let me talk to her. It's useless talking with you.\Nana, Nana wants to talk to you. response:	Looks like she's in no condition to talk to you.
context: Hachi's dating Nobu now!\I know that, but...\He's the one who fooled around with someone else's woman.\Is Hachi there?\Yeah, she's here.\Let me talk to her. It's useless talking with you.\Nana, Nana wants to talk to you.\Looks like she's in no condition to talk to you. response:	What did you do to her?!
context: I know that, but...\He's the one who fooled around with someone else's woman.\Is Hachi there?\Yeah, she's here.\Let me talk to her. It's useless talking with you.\Nana, Nana wants to talk to you.\Looks like she's in no condition to talk to you.\What did you do to her?! response:	No, I didn't do anything.
context: He's the one who fooled around with someone else's woman.\Is Hachi there?\Yeah, she's here.\Let me talk to her. It's useless talking with you.\Nana, Nana wants to talk to you.\Looks like she's in no condition to talk to you.\What did you do to her?!\No, I didn't do anything. response:	Anyway, we'll be there right away!
context: Is Hachi there?\Yeah, she's here.\Let me talk to her. It's useless talking with you.\Nana, Nana wants to talk to you.\Looks like she's in no condition to talk to you.\What did you do to her?!\No, I didn't do anything.\Anyway, we'll be there right away! response:	We're in the neighborhood!
context: Yeah, she's here.\Let me talk to her. It's useless talking with you.\Nana, Nana wants to talk to you.\Looks like she's in no condition to talk to you.\What did you do to her?!\No, I didn't do anything.\Anyway, we'll be there right away!\We're in the neighborhood! response:	Really? Then can you buy some grapefruits
context: Let me talk to her. It's useless talking with you.\Nana, Nana wants to talk to you.\Looks like she's in no condition to talk to you.\What did you do to her?!\No, I didn't do anything.\Anyway, we'll be there right away!\We're in the neighborhood!\Really? Then can you buy some grapefruits response:	and a bottle of sparkling water on your way?
context: Nana, Nana wants to talk to you.\Looks like she's in no condition to talk to you.\What did you do to her?!\No, I didn't do anything.\Anyway, we'll be there right away!\We're in the neighborhood!\Really? Then can you buy some grapefruits\and a bottle of sparkling water on your way? response:	Huh?!
context: Looks like she's in no condition to talk to you.\What did you do to her?!\No, I didn't do anything.\Anyway, we'll be there right away!\We're in the neighborhood!\Really? Then can you buy some grapefruits\and a bottle of sparkling water on your way?\Huh?! response:	I'll squeeze the fruit and have her drink it.
context: What did you do to her?!\No, I didn't do anything.\Anyway, we'll be there right away!\We're in the neighborhood!\Really? Then can you buy some grapefruits\and a bottle of sparkling water on your way?\Huh?!\I'll squeeze the fruit and have her drink it. response:	She seems to be having a really bad case of morning sickness.
context: No, I didn't do anything.\Anyway, we'll be there right away!\We're in the neighborhood!\Really? Then can you buy some grapefruits\and a bottle of sparkling water on your way?\Huh?!\I'll squeeze the fruit and have her drink it.\She seems to be having a really bad case of morning sickness. response:	She's in pain. I'm counting on you, okay?
context: Anyway, we'll be there right away!\We're in the neighborhood!\Really? Then can you buy some grapefruits\and a bottle of sparkling water on your way?\Huh?!\I'll squeeze the fruit and have her drink it.\She seems to be having a really bad case of morning sickness.\She's in pain. I'm counting on you, okay? response:	Morning sickness?
context: We're in the neighborhood!\Really? Then can you buy some grapefruits\and a bottle of sparkling water on your way?\Huh?!\I'll squeeze the fruit and have her drink it.\She seems to be having a really bad case of morning sickness.\She's in pain. I'm counting on you, okay?\Morning sickness? response:	Morning sickness?
context: Really? Then can you buy some grapefruits\and a bottle of sparkling water on your way?\Huh?!\I'll squeeze the fruit and have her drink it.\She seems to be having a really bad case of morning sickness.\She's in pain. I'm counting on you, okay?\Morning sickness?\Morning sickness? response:	Yeah. I'll have the grapefruit juice.
context: and a bottle of sparkling water on your way?\Huh?!\I'll squeeze the fruit and have her drink it.\She seems to be having a really bad case of morning sickness.\She's in pain. I'm counting on you, okay?\Morning sickness?\Morning sickness?\Yeah. I'll have the grapefruit juice. response:	Oh, but it's just the summer heat. I'm all right.
context: Huh?!\I'll squeeze the fruit and have her drink it.\She seems to be having a really bad case of morning sickness.\She's in pain. I'm counting on you, okay?\Morning sickness?\Morning sickness?\Yeah. I'll have the grapefruit juice.\Oh, but it's just the summer heat. I'm all right. response:	I can't really explain it. Like, maternal instinct?
context: I'll squeeze the fruit and have her drink it.\She seems to be having a really bad case of morning sickness.\She's in pain. I'm counting on you, okay?\Morning sickness?\Morning sickness?\Yeah. I'll have the grapefruit juice.\Oh, but it's just the summer heat. I'm all right.\I can't really explain it. Like, maternal instinct? response:	Nobu... you...
context: She seems to be having a really bad case of morning sickness.\She's in pain. I'm counting on you, okay?\Morning sickness?\Morning sickness?\Yeah. I'll have the grapefruit juice.\Oh, but it's just the summer heat. I'm all right.\I can't really explain it. Like, maternal instinct?\Nobu... you... response:	When you do it with Hachi, do you use a condom?
context: She's in pain. I'm counting on you, okay?\Morning sickness?\Morning sickness?\Yeah. I'll have the grapefruit juice.\Oh, but it's just the summer heat. I'm all right.\I can't really explain it. Like, maternal instinct?\Nobu... you...\When you do it with Hachi, do you use a condom? response:	Answer me!
context: Morning sickness?\Morning sickness?\Yeah. I'll have the grapefruit juice.\Oh, but it's just the summer heat. I'm all right.\I can't really explain it. Like, maternal instinct?\Nobu... you...\When you do it with Hachi, do you use a condom?\Answer me! response:	Of course I do.
context: Morning sickness?\Yeah. I'll have the grapefruit juice.\Oh, but it's just the summer heat. I'm all right.\I can't really explain it. Like, maternal instinct?\Nobu... you...\When you do it with Hachi, do you use a condom?\Answer me!\Of course I do. response:	Every time?
context: Yeah. I'll have the grapefruit juice.\Oh, but it's just the summer heat. I'm all right.\I can't really explain it. Like, maternal instinct?\Nobu... you...\When you do it with Hachi, do you use a condom?\Answer me!\Of course I do.\Every time? response:	Yeah.
