context: That was your last supplementary class. Great work. response:	Thank you very much.
context: Our performance will consist of singing and dancing.\Guess that's good enough for now.\Do you honestly think that'll pass?\Huh?\Why wouldn't it?\There's a selection process because of all the\individual and group applications that come in every year.\That doesn't apply to official clubs though, right? response:	It does now.
context: Guess that's good enough for now.\Do you honestly think that'll pass?\Huh?\Why wouldn't it?\There's a selection process because of all the\individual and group applications that come in every year.\That doesn't apply to official clubs though, right?\It does now. response:	Before, only established groups with
context: Do you honestly think that'll pass?\Huh?\Why wouldn't it?\There's a selection process because of all the\individual and group applications that come in every year.\That doesn't apply to official clubs though, right?\It does now.\Before, only established groups with response:	good track records applied.
context: Huh?\Why wouldn't it?\There's a selection process because of all the\individual and group applications that come in every year.\That doesn't apply to official clubs though, right?\It does now.\Before, only established groups with\good track records applied. response:	What are you trying to say?
context: Why wouldn't it?\There's a selection process because of all the\individual and group applications that come in every year.\That doesn't apply to official clubs though, right?\It does now.\Before, only established groups with\good track records applied.\What are you trying to say? response:	That the vice principal is in charge of running the main stage.
context: There's a selection process because of all the\individual and group applications that come in every year.\That doesn't apply to official clubs though, right?\It does now.\Before, only established groups with\good track records applied.\What are you trying to say?\That the vice principal is in charge of running the main stage. response:	Seriously?
context: individual and group applications that come in every year.\That doesn't apply to official clubs though, right?\It does now.\Before, only established groups with\good track records applied.\What are you trying to say?\That the vice principal is in charge of running the main stage.\Seriously? response:	Yes!
context: That doesn't apply to official clubs though, right?\It does now.\Before, only established groups with\good track records applied.\What are you trying to say?\That the vice principal is in charge of running the main stage.\Seriously?\Yes! response:	Sabure, we've got practice on Sunday.
context: It does now.\Before, only established groups with\good track records applied.\What are you trying to say?\That the vice principal is in charge of running the main stage.\Seriously?\Yes!\Sabure, we've got practice on Sunday. response:	After I graduate, we'll probably have to say goodbye...
context: Before, only established groups with\good track records applied.\What are you trying to say?\That the vice principal is in charge of running the main stage.\Seriously?\Yes!\Sabure, we've got practice on Sunday.\After I graduate, we'll probably have to say goodbye... response:	Let's make the most of our time.
context: good track records applied.\What are you trying to say?\That the vice principal is in charge of running the main stage.\Seriously?\Yes!\Sabure, we've got practice on Sunday.\After I graduate, we'll probably have to say goodbye...\Let's make the most of our time. response:	I'm home.
context: What are you trying to say?\That the vice principal is in charge of running the main stage.\Seriously?\Yes!\Sabure, we've got practice on Sunday.\After I graduate, we'll probably have to say goodbye...\Let's make the most of our time.\I'm home. response:	You opened it?! I can't believe you!
context: That the vice principal is in charge of running the main stage.\Seriously?\Yes!\Sabure, we've got practice on Sunday.\After I graduate, we'll probably have to say goodbye...\Let's make the most of our time.\I'm home.\You opened it?! I can't believe you! response:	I've told you a thousand times.
context: Seriously?\Yes!\Sabure, we've got practice on Sunday.\After I graduate, we'll probably have to say goodbye...\Let's make the most of our time.\I'm home.\You opened it?! I can't believe you!\I've told you a thousand times. response:	Keep riding as a hobby.
context: Yes!\Sabure, we've got practice on Sunday.\After I graduate, we'll probably have to say goodbye...\Let's make the most of our time.\I'm home.\You opened it?! I can't believe you!\I've told you a thousand times.\Keep riding as a hobby. response:	Have you considered the consequences if you fail?
context: Sabure, we've got practice on Sunday.\After I graduate, we'll probably have to say goodbye...\Let's make the most of our time.\I'm home.\You opened it?! I can't believe you!\I've told you a thousand times.\Keep riding as a hobby.\Have you considered the consequences if you fail? response:	Some obstacles can't be overcome by hard work alone.
context: After I graduate, we'll probably have to say goodbye...\Let's make the most of our time.\I'm home.\You opened it?! I can't believe you!\I've told you a thousand times.\Keep riding as a hobby.\Have you considered the consequences if you fail?\Some obstacles can't be overcome by hard work alone. response:	Especially as a woman.
context: Let's make the most of our time.\I'm home.\You opened it?! I can't believe you!\I've told you a thousand times.\Keep riding as a hobby.\Have you considered the consequences if you fail?\Some obstacles can't be overcome by hard work alone.\Especially as a woman. response:	Horseracing is a gamble.
context: I'm home.\You opened it?! I can't believe you!\I've told you a thousand times.\Keep riding as a hobby.\Have you considered the consequences if you fail?\Some obstacles can't be overcome by hard work alone.\Especially as a woman.\Horseracing is a gamble. response:	You don't have to succeed the temple business if you don't want to,
context: You opened it?! I can't believe you!\I've told you a thousand times.\Keep riding as a hobby.\Have you considered the consequences if you fail?\Some obstacles can't be overcome by hard work alone.\Especially as a woman.\Horseracing is a gamble.\You don't have to succeed the temple business if you don't want to, response:	but at least get a position with the goverment,
context: I've told you a thousand times.\Keep riding as a hobby.\Have you considered the consequences if you fail?\Some obstacles can't be overcome by hard work alone.\Especially as a woman.\Horseracing is a gamble.\You don't have to succeed the temple business if you don't want to,\but at least get a position with the goverment, response:	or any other real job, and ride in your free time.
context: Keep riding as a hobby.\Have you considered the consequences if you fail?\Some obstacles can't be overcome by hard work alone.\Especially as a woman.\Horseracing is a gamble.\You don't have to succeed the temple business if you don't want to,\but at least get a position with the goverment,\or any other real job, and ride in your free time. response:	I have nothing to say to you anymore.
context: Have you considered the consequences if you fail?\Some obstacles can't be overcome by hard work alone.\Especially as a woman.\Horseracing is a gamble.\You don't have to succeed the temple business if you don't want to,\but at least get a position with the goverment,\or any other real job, and ride in your free time.\I have nothing to say to you anymore. response:	How will you make a living?
context: Some obstacles can't be overcome by hard work alone.\Especially as a woman.\Horseracing is a gamble.\You don't have to succeed the temple business if you don't want to,\but at least get a position with the goverment,\or any other real job, and ride in your free time.\I have nothing to say to you anymore.\How will you make a living? response:	I've been saving my pay!
context: Especially as a woman.\Horseracing is a gamble.\You don't have to succeed the temple business if you don't want to,\but at least get a position with the goverment,\or any other real job, and ride in your free time.\I have nothing to say to you anymore.\How will you make a living?\I've been saving my pay! response:	It's not that much yet, but...
context: Horseracing is a gamble.\You don't have to succeed the temple business if you don't want to,\but at least get a position with the goverment,\or any other real job, and ride in your free time.\I have nothing to say to you anymore.\How will you make a living?\I've been saving my pay!\It's not that much yet, but... response:	What about the rest?
context: You don't have to succeed the temple business if you don't want to,\but at least get a position with the goverment,\or any other real job, and ride in your free time.\I have nothing to say to you anymore.\How will you make a living?\I've been saving my pay!\It's not that much yet, but...\What about the rest? response:	Listen to me.
context: but at least get a position with the goverment,\or any other real job, and ride in your free time.\I have nothing to say to you anymore.\How will you make a living?\I've been saving my pay!\It's not that much yet, but...\What about the rest?\Listen to me. response:	Your food, clothes, and tuition
context: or any other real job, and ride in your free time.\I have nothing to say to you anymore.\How will you make a living?\I've been saving my pay!\It's not that much yet, but...\What about the rest?\Listen to me.\Your food, clothes, and tuition response:	are all paid for by honest work.
context: I have nothing to say to you anymore.\How will you make a living?\I've been saving my pay!\It's not that much yet, but...\What about the rest?\Listen to me.\Your food, clothes, and tuition\are all paid for by honest work. response:	Supporting a family through your job
context: How will you make a living?\I've been saving my pay!\It's not that much yet, but...\What about the rest?\Listen to me.\Your food, clothes, and tuition\are all paid for by honest work.\Supporting a family through your job response:	is what working is all about.
context: I've been saving my pay!\It's not that much yet, but...\What about the rest?\Listen to me.\Your food, clothes, and tuition\are all paid for by honest work.\Supporting a family through your job\is what working is all about. response:	Horseback riding does not constitute work.
context: It's not that much yet, but...\What about the rest?\Listen to me.\Your food, clothes, and tuition\are all paid for by honest work.\Supporting a family through your job\is what working is all about.\Horseback riding does not constitute work. response:	It's play!
context: What about the rest?\Listen to me.\Your food, clothes, and tuition\are all paid for by honest work.\Supporting a family through your job\is what working is all about.\Horseback riding does not constitute work.\It's play! response:	Get off my back!
context: Listen to me.\Your food, clothes, and tuition\are all paid for by honest work.\Supporting a family through your job\is what working is all about.\Horseback riding does not constitute work.\It's play!\Get off my back! response:	I didn't ask your opinion!
context: Your food, clothes, and tuition\are all paid for by honest work.\Supporting a family through your job\is what working is all about.\Horseback riding does not constitute work.\It's play!\Get off my back!\I didn't ask your opinion! response:	Here, you can have it back!
context: are all paid for by honest work.\Supporting a family through your job\is what working is all about.\Horseback riding does not constitute work.\It's play!\Get off my back!\I didn't ask your opinion!\Here, you can have it back! response:	You might as well sell it and get your money back!
context: Supporting a family through your job\is what working is all about.\Horseback riding does not constitute work.\It's play!\Get off my back!\I didn't ask your opinion!\Here, you can have it back!\You might as well sell it and get your money back! response:	What are you doing?
context: is what working is all about.\Horseback riding does not constitute work.\It's play!\Get off my back!\I didn't ask your opinion!\Here, you can have it back!\You might as well sell it and get your money back!\What are you doing? response:	Stop!
context: Horseback riding does not constitute work.\It's play!\Get off my back!\I didn't ask your opinion!\Here, you can have it back!\You might as well sell it and get your money back!\What are you doing?\Stop! response:	Having fun in here?
context: It's play!\Get off my back!\I didn't ask your opinion!\Here, you can have it back!\You might as well sell it and get your money back!\What are you doing?\Stop!\Having fun in here? response:	You know, there are better ways to talk about this.
context: Get off my back!\I didn't ask your opinion!\Here, you can have it back!\You might as well sell it and get your money back!\What are you doing?\Stop!\Having fun in here?\You know, there are better ways to talk about this. response:	This world of winning and losing
context: I didn't ask your opinion!\Here, you can have it back!\You might as well sell it and get your money back!\What are you doing?\Stop!\Having fun in here?\You know, there are better ways to talk about this.\This world of winning and losing response:	isn't as nice as you think.
context: Here, you can have it back!\You might as well sell it and get your money back!\What are you doing?\Stop!\Having fun in here?\You know, there are better ways to talk about this.\This world of winning and losing\isn't as nice as you think. response:	I hate you.
context: You might as well sell it and get your money back!\What are you doing?\Stop!\Having fun in here?\You know, there are better ways to talk about this.\This world of winning and losing\isn't as nice as you think.\I hate you. response:	I hope you go bald!
context: What are you doing?\Stop!\Having fun in here?\You know, there are better ways to talk about this.\This world of winning and losing\isn't as nice as you think.\I hate you.\I hope you go bald! response:	Hey!
context: Stop!\Having fun in here?\You know, there are better ways to talk about this.\This world of winning and losing\isn't as nice as you think.\I hate you.\I hope you go bald!\Hey! response:	She hopes you go bald.
context: Having fun in here?\You know, there are better ways to talk about this.\This world of winning and losing\isn't as nice as you think.\I hate you.\I hope you go bald!\Hey!\She hopes you go bald. response:	Quiet.
context: You know, there are better ways to talk about this.\This world of winning and losing\isn't as nice as you think.\I hate you.\I hope you go bald!\Hey!\She hopes you go bald.\Quiet. response:	Musical Vocabulary Dictionary Old Music
context: This world of winning and losing\isn't as nice as you think.\I hate you.\I hope you go bald!\Hey!\She hopes you go bald.\Quiet.\Musical Vocabulary Dictionary Old Music response:	Career Planning Sheet
context: isn't as nice as you think.\I hate you.\I hope you go bald!\Hey!\She hopes you go bald.\Quiet.\Musical Vocabulary Dictionary Old Music\Career Planning Sheet response:	My dear friend Yang,
context: I hate you.\I hope you go bald!\Hey!\She hopes you go bald.\Quiet.\Musical Vocabulary Dictionary Old Music\Career Planning Sheet\My dear friend Yang, response:	My friends in the choir club are
context: I hope you go bald!\Hey!\She hopes you go bald.\Quiet.\Musical Vocabulary Dictionary Old Music\Career Planning Sheet\My dear friend Yang,\My friends in the choir club are response:	all working hard to reach their goals.
context: Hey!\She hopes you go bald.\Quiet.\Musical Vocabulary Dictionary Old Music\Career Planning Sheet\My dear friend Yang,\My friends in the choir club are\all working hard to reach their goals. response:	I'm happy for them, of course,
context: She hopes you go bald.\Quiet.\Musical Vocabulary Dictionary Old Music\Career Planning Sheet\My dear friend Yang,\My friends in the choir club are\all working hard to reach their goals.\I'm happy for them, of course, response:	but my heart is uneasy.
context: Quiet.\Musical Vocabulary Dictionary Old Music\Career Planning Sheet\My dear friend Yang,\My friends in the choir club are\all working hard to reach their goals.\I'm happy for them, of course,\but my heart is uneasy. response:	I wonder if I'll also find my calling.
context: Musical Vocabulary Dictionary Old Music\Career Planning Sheet\My dear friend Yang,\My friends in the choir club are\all working hard to reach their goals.\I'm happy for them, of course,\but my heart is uneasy.\I wonder if I'll also find my calling. response:	Where have I come from, and where am I going?
context: Career Planning Sheet\My dear friend Yang,\My friends in the choir club are\all working hard to reach their goals.\I'm happy for them, of course,\but my heart is uneasy.\I wonder if I'll also find my calling.\Where have I come from, and where am I going? response:	This is bad.
context: My dear friend Yang,\My friends in the choir club are\all working hard to reach their goals.\I'm happy for them, of course,\but my heart is uneasy.\I wonder if I'll also find my calling.\Where have I come from, and where am I going?\This is bad. response:	I can't sound so depressed.
context: My friends in the choir club are\all working hard to reach their goals.\I'm happy for them, of course,\but my heart is uneasy.\I wonder if I'll also find my calling.\Where have I come from, and where am I going?\This is bad.\I can't sound so depressed. response:	I have something amazing to tell you!
context: all working hard to reach their goals.\I'm happy for them, of course,\but my heart is uneasy.\I wonder if I'll also find my calling.\Where have I come from, and where am I going?\This is bad.\I can't sound so depressed.\I have something amazing to tell you! response:	They keep a white rhino in the basement of the gym here!
context: I'm happy for them, of course,\but my heart is uneasy.\I wonder if I'll also find my calling.\Where have I come from, and where am I going?\This is bad.\I can't sound so depressed.\I have something amazing to tell you!\They keep a white rhino in the basement of the gym here! response:	They let it out once a year, and hold a festival to celebrate!
context: but my heart is uneasy.\I wonder if I'll also find my calling.\Where have I come from, and where am I going?\This is bad.\I can't sound so depressed.\I have something amazing to tell you!\They keep a white rhino in the basement of the gym here!\They let it out once a year, and hold a festival to celebrate! response:	Wakana, are you still sleeping?
context: I wonder if I'll also find my calling.\Where have I come from, and where am I going?\This is bad.\I can't sound so depressed.\I have something amazing to tell you!\They keep a white rhino in the basement of the gym here!\They let it out once a year, and hold a festival to celebrate!\Wakana, are you still sleeping? response:	It's pretty rare for you to sleep in.
context: Where have I come from, and where am I going?\This is bad.\I can't sound so depressed.\I have something amazing to tell you!\They keep a white rhino in the basement of the gym here!\They let it out once a year, and hold a festival to celebrate!\Wakana, are you still sleeping?\It's pretty rare for you to sleep in. response:	Why didn't you wake me earlier?
context: This is bad.\I can't sound so depressed.\I have something amazing to tell you!\They keep a white rhino in the basement of the gym here!\They let it out once a year, and hold a festival to celebrate!\Wakana, are you still sleeping?\It's pretty rare for you to sleep in.\Why didn't you wake me earlier? response:	You mean, thank you for making me breakfast, right?
context: I can't sound so depressed.\I have something amazing to tell you!\They keep a white rhino in the basement of the gym here!\They let it out once a year, and hold a festival to celebrate!\Wakana, are you still sleeping?\It's pretty rare for you to sleep in.\Why didn't you wake me earlier?\You mean, thank you for making me breakfast, right? response:	Thank you.
context: I have something amazing to tell you!\They keep a white rhino in the basement of the gym here!\They let it out once a year, and hold a festival to celebrate!\Wakana, are you still sleeping?\It's pretty rare for you to sleep in.\Why didn't you wake me earlier?\You mean, thank you for making me breakfast, right?\Thank you. response:	Can you feed Dora, too?
context: They keep a white rhino in the basement of the gym here!\They let it out once a year, and hold a festival to celebrate!\Wakana, are you still sleeping?\It's pretty rare for you to sleep in.\Why didn't you wake me earlier?\You mean, thank you for making me breakfast, right?\Thank you.\Can you feed Dora, too? response:	Please feed her, Father Dearest.
context: They let it out once a year, and hold a festival to celebrate!\Wakana, are you still sleeping?\It's pretty rare for you to sleep in.\Why didn't you wake me earlier?\You mean, thank you for making me breakfast, right?\Thank you.\Can you feed Dora, too?\Please feed her, Father Dearest. response:	Please feed her, Father Dearest.
context: Wakana, are you still sleeping?\It's pretty rare for you to sleep in.\Why didn't you wake me earlier?\You mean, thank you for making me breakfast, right?\Thank you.\Can you feed Dora, too?\Please feed her, Father Dearest.\Please feed her, Father Dearest. response:	By the way, Sugi-san from the sake shop gave me tickets again.
context: It's pretty rare for you to sleep in.\Why didn't you wake me earlier?\You mean, thank you for making me breakfast, right?\Thank you.\Can you feed Dora, too?\Please feed her, Father Dearest.\Please feed her, Father Dearest.\By the way, Sugi-san from the sake shop gave me tickets again. response:	You might check out a musical with your old dad now and then...
context: Why didn't you wake me earlier?\You mean, thank you for making me breakfast, right?\Thank you.\Can you feed Dora, too?\Please feed her, Father Dearest.\Please feed her, Father Dearest.\By the way, Sugi-san from the sake shop gave me tickets again.\You might check out a musical with your old dad now and then... response:	I want to go with my friends!
context: You mean, thank you for making me breakfast, right?\Thank you.\Can you feed Dora, too?\Please feed her, Father Dearest.\Please feed her, Father Dearest.\By the way, Sugi-san from the sake shop gave me tickets again.\You might check out a musical with your old dad now and then...\I want to go with my friends! response:	Can you ask him if he can get you another one?
context: Thank you.\Can you feed Dora, too?\Please feed her, Father Dearest.\Please feed her, Father Dearest.\By the way, Sugi-san from the sake shop gave me tickets again.\You might check out a musical with your old dad now and then...\I want to go with my friends!\Can you ask him if he can get you another one? response:	What?
context: Can you feed Dora, too?\Please feed her, Father Dearest.\Please feed her, Father Dearest.\By the way, Sugi-san from the sake shop gave me tickets again.\You might check out a musical with your old dad now and then...\I want to go with my friends!\Can you ask him if he can get you another one?\What? response:	Please, Father Dearest.
context: Please feed her, Father Dearest.\Please feed her, Father Dearest.\By the way, Sugi-san from the sake shop gave me tickets again.\You might check out a musical with your old dad now and then...\I want to go with my friends!\Can you ask him if he can get you another one?\What?\Please, Father Dearest. response:	Sure. And here, I made you lunch.
context: Please feed her, Father Dearest.\By the way, Sugi-san from the sake shop gave me tickets again.\You might check out a musical with your old dad now and then...\I want to go with my friends!\Can you ask him if he can get you another one?\What?\Please, Father Dearest.\Sure. And here, I made you lunch. response:	Oh, thank you.
context: By the way, Sugi-san from the sake shop gave me tickets again.\You might check out a musical with your old dad now and then...\I want to go with my friends!\Can you ask him if he can get you another one?\What?\Please, Father Dearest.\Sure. And here, I made you lunch.\Oh, thank you. response:	See you later.
context: You might check out a musical with your old dad now and then...\I want to go with my friends!\Can you ask him if he can get you another one?\What?\Please, Father Dearest.\Sure. And here, I made you lunch.\Oh, thank you.\See you later. response:	Have a good day.
context: I want to go with my friends!\Can you ask him if he can get you another one?\What?\Please, Father Dearest.\Sure. And here, I made you lunch.\Oh, thank you.\See you later.\Have a good day. response:	What's wrong?
context: Can you ask him if he can get you another one?\What?\Please, Father Dearest.\Sure. And here, I made you lunch.\Oh, thank you.\See you later.\Have a good day.\What's wrong? response:	Nothing.
context: What?\Please, Father Dearest.\Sure. And here, I made you lunch.\Oh, thank you.\See you later.\Have a good day.\What's wrong?\Nothing. response:	What?
context: Please, Father Dearest.\Sure. And here, I made you lunch.\Oh, thank you.\See you later.\Have a good day.\What's wrong?\Nothing.\What? response:	Is that all you're eating?
context: Sure. And here, I made you lunch.\Oh, thank you.\See you later.\Have a good day.\What's wrong?\Nothing.\What?\Is that all you're eating? response:	Huh?
context: Oh, thank you.\See you later.\Have a good day.\What's wrong?\Nothing.\What?\Is that all you're eating?\Huh? response:	Yeah.
context: See you later.\Have a good day.\What's wrong?\Nothing.\What?\Is that all you're eating?\Huh?\Yeah. response:	Did you eat earlier?
context: Have a good day.\What's wrong?\Nothing.\What?\Is that all you're eating?\Huh?\Yeah.\Did you eat earlier? response:	I'm just not that hungry.
context: What's wrong?\Nothing.\What?\Is that all you're eating?\Huh?\Yeah.\Did you eat earlier?\I'm just not that hungry. response:	Why are you covering that up?
context: Nothing.\What?\Is that all you're eating?\Huh?\Yeah.\Did you eat earlier?\I'm just not that hungry.\Why are you covering that up? response:	Oh wow, it's a heart!
context: What?\Is that all you're eating?\Huh?\Yeah.\Did you eat earlier?\I'm just not that hungry.\Why are you covering that up?\Oh wow, it's a heart! response:	Is not! I overslept this morning,
context: Is that all you're eating?\Huh?\Yeah.\Did you eat earlier?\I'm just not that hungry.\Why are you covering that up?\Oh wow, it's a heart!\Is not! I overslept this morning, response:	and my dad made this for me, for some weird reason.
context: Huh?\Yeah.\Did you eat earlier?\I'm just not that hungry.\Why are you covering that up?\Oh wow, it's a heart!\Is not! I overslept this morning,\and my dad made this for me, for some weird reason. response:	He's doing this to bug me!
context: Yeah.\Did you eat earlier?\I'm just not that hungry.\Why are you covering that up?\Oh wow, it's a heart!\Is not! I overslept this morning,\and my dad made this for me, for some weird reason.\He's doing this to bug me! response:	Lotta daddy love in that lunch.
context: Did you eat earlier?\I'm just not that hungry.\Why are you covering that up?\Oh wow, it's a heart!\Is not! I overslept this morning,\and my dad made this for me, for some weird reason.\He's doing this to bug me!\Lotta daddy love in that lunch. response:	There is not!
context: I'm just not that hungry.\Why are you covering that up?\Oh wow, it's a heart!\Is not! I overslept this morning,\and my dad made this for me, for some weird reason.\He's doing this to bug me!\Lotta daddy love in that lunch.\There is not! response:	Totally love, right?
context: Why are you covering that up?\Oh wow, it's a heart!\Is not! I overslept this morning,\and my dad made this for me, for some weird reason.\He's doing this to bug me!\Lotta daddy love in that lunch.\There is not!\Totally love, right? response:	Love, huh?
context: Oh wow, it's a heart!\Is not! I overslept this morning,\and my dad made this for me, for some weird reason.\He's doing this to bug me!\Lotta daddy love in that lunch.\There is not!\Totally love, right?\Love, huh? response:	Oh hey, I have tickets for a musical in town.
context: Is not! I overslept this morning,\and my dad made this for me, for some weird reason.\He's doing this to bug me!\Lotta daddy love in that lunch.\There is not!\Totally love, right?\Love, huh?\Oh hey, I have tickets for a musical in town. response:	You guys want to go?
context: and my dad made this for me, for some weird reason.\He's doing this to bug me!\Lotta daddy love in that lunch.\There is not!\Totally love, right?\Love, huh?\Oh hey, I have tickets for a musical in town.\You guys want to go? response:	It could help give us ideas for the White Festival.
context: He's doing this to bug me!\Lotta daddy love in that lunch.\There is not!\Totally love, right?\Love, huh?\Oh hey, I have tickets for a musical in town.\You guys want to go?\It could help give us ideas for the White Festival. response:	Really? I'm in!
context: Lotta daddy love in that lunch.\There is not!\Totally love, right?\Love, huh?\Oh hey, I have tickets for a musical in town.\You guys want to go?\It could help give us ideas for the White Festival.\Really? I'm in! response:	Yeah...
context: There is not!\Totally love, right?\Love, huh?\Oh hey, I have tickets for a musical in town.\You guys want to go?\It could help give us ideas for the White Festival.\Really? I'm in!\Yeah... response:	Maybe opera's out, but we could definitely do a musical.
context: Totally love, right?\Love, huh?\Oh hey, I have tickets for a musical in town.\You guys want to go?\It could help give us ideas for the White Festival.\Really? I'm in!\Yeah...\Maybe opera's out, but we could definitely do a musical. response:	We could sing in cat costumes!
context: Love, huh?\Oh hey, I have tickets for a musical in town.\You guys want to go?\It could help give us ideas for the White Festival.\Really? I'm in!\Yeah...\Maybe opera's out, but we could definitely do a musical.\We could sing in cat costumes! response:	Yes, that could work!
context: Oh hey, I have tickets for a musical in town.\You guys want to go?\It could help give us ideas for the White Festival.\Really? I'm in!\Yeah...\Maybe opera's out, but we could definitely do a musical.\We could sing in cat costumes!\Yes, that could work! response:	Keep spinning like that and you'll fall again.
context: You guys want to go?\It could help give us ideas for the White Festival.\Really? I'm in!\Yeah...\Maybe opera's out, but we could definitely do a musical.\We could sing in cat costumes!\Yes, that could work!\Keep spinning like that and you'll fall again. response:	Worry not, it'll all work out!
context: It could help give us ideas for the White Festival.\Really? I'm in!\Yeah...\Maybe opera's out, but we could definitely do a musical.\We could sing in cat costumes!\Yes, that could work!\Keep spinning like that and you'll fall again.\Worry not, it'll all work out! response:	Right, Sawa?
context: Really? I'm in!\Yeah...\Maybe opera's out, but we could definitely do a musical.\We could sing in cat costumes!\Yes, that could work!\Keep spinning like that and you'll fall again.\Worry not, it'll all work out!\Right, Sawa? response:	What?
context: Yeah...\Maybe opera's out, but we could definitely do a musical.\We could sing in cat costumes!\Yes, that could work!\Keep spinning like that and you'll fall again.\Worry not, it'll all work out!\Right, Sawa?\What? response:	Huh?
context: Maybe opera's out, but we could definitely do a musical.\We could sing in cat costumes!\Yes, that could work!\Keep spinning like that and you'll fall again.\Worry not, it'll all work out!\Right, Sawa?\What?\Huh? response:	What's wrong?
context: We could sing in cat costumes!\Yes, that could work!\Keep spinning like that and you'll fall again.\Worry not, it'll all work out!\Right, Sawa?\What?\Huh?\What's wrong? response:	You haven't touched your rice ball.
context: Yes, that could work!\Keep spinning like that and you'll fall again.\Worry not, it'll all work out!\Right, Sawa?\What?\Huh?\What's wrong?\You haven't touched your rice ball. response:	I don't have much of an appetite today.
context: Keep spinning like that and you'll fall again.\Worry not, it'll all work out!\Right, Sawa?\What?\Huh?\What's wrong?\You haven't touched your rice ball.\I don't have much of an appetite today. response:	Sorry. You eat it.
context: Worry not, it'll all work out!\Right, Sawa?\What?\Huh?\What's wrong?\You haven't touched your rice ball.\I don't have much of an appetite today.\Sorry. You eat it. response:	I'm heading out.
context: Right, Sawa?\What?\Huh?\What's wrong?\You haven't touched your rice ball.\I don't have much of an appetite today.\Sorry. You eat it.\I'm heading out. response:	What's with her?
context: What?\Huh?\What's wrong?\You haven't touched your rice ball.\I don't have much of an appetite today.\Sorry. You eat it.\I'm heading out.\What's with her? response:	Think she's on a diet?
context: Huh?\What's wrong?\You haven't touched your rice ball.\I don't have much of an appetite today.\Sorry. You eat it.\I'm heading out.\What's with her?\Think she's on a diet? response:	What're you doing for the culture fair?
context: What's wrong?\You haven't touched your rice ball.\I don't have much of an appetite today.\Sorry. You eat it.\I'm heading out.\What's with her?\Think she's on a diet?\What're you doing for the culture fair? response:	Maybe a concert or something.
context: You haven't touched your rice ball.\I don't have much of an appetite today.\Sorry. You eat it.\I'm heading out.\What's with her?\Think she's on a diet?\What're you doing for the culture fair?\Maybe a concert or something. response:	Great idea. I could play bass for you.
context: I don't have much of an appetite today.\Sorry. You eat it.\I'm heading out.\What's with her?\Think she's on a diet?\What're you doing for the culture fair?\Maybe a concert or something.\Great idea. I could play bass for you. response:	Cool, let's do it!
context: Sorry. You eat it.\I'm heading out.\What's with her?\Think she's on a diet?\What're you doing for the culture fair?\Maybe a concert or something.\Great idea. I could play bass for you.\Cool, let's do it! response:	I sense spring.
context: I'm heading out.\What's with her?\Think she's on a diet?\What're you doing for the culture fair?\Maybe a concert or something.\Great idea. I could play bass for you.\Cool, let's do it!\I sense spring. response:	What?
context: What's with her?\Think she's on a diet?\What're you doing for the culture fair?\Maybe a concert or something.\Great idea. I could play bass for you.\Cool, let's do it!\I sense spring.\What? response:	Y-Yes!
context: Think she's on a diet?\What're you doing for the culture fair?\Maybe a concert or something.\Great idea. I could play bass for you.\Cool, let's do it!\I sense spring.\What?\Y-Yes! response:	Come on in.
context: What're you doing for the culture fair?\Maybe a concert or something.\Great idea. I could play bass for you.\Cool, let's do it!\I sense spring.\What?\Y-Yes!\Come on in. response:	I'm sorry to interrupt.
context: Maybe a concert or something.\Great idea. I could play bass for you.\Cool, let's do it!\I sense spring.\What?\Y-Yes!\Come on in.\I'm sorry to interrupt. response:	Oh, it's just you.
context: Great idea. I could play bass for you.\Cool, let's do it!\I sense spring.\What?\Y-Yes!\Come on in.\I'm sorry to interrupt.\Oh, it's just you. response:	There's an issue with the choir club.
context: Cool, let's do it!\I sense spring.\What?\Y-Yes!\Come on in.\I'm sorry to interrupt.\Oh, it's just you.\There's an issue with the choir club. response:	They want to use the main stage during the cult
context: I sense spring.\What?\Y-Yes!\Come on in.\I'm sorry to interrupt.\Oh, it's just you.\There's an issue with the choir club.\They want to use the main stage during the cult response:	I leave that all in your hands.
context: What?\Y-Yes!\Come on in.\I'm sorry to interrupt.\Oh, it's just you.\There's an issue with the choir club.\They want to use the main stage during the cult\I leave that all in your hands. response:	But, sir...
context: Y-Yes!\Come on in.\I'm sorry to interrupt.\Oh, it's just you.\There's an issue with the choir club.\They want to use the main stage during the cult\I leave that all in your hands.\But, sir... response:	All in your hands.
context: Come on in.\I'm sorry to interrupt.\Oh, it's just you.\There's an issue with the choir club.\They want to use the main stage during the cult\I leave that all in your hands.\But, sir...\All in your hands. response:	Certainly, sir.
context: I'm sorry to interrupt.\Oh, it's just you.\There's an issue with the choir club.\They want to use the main stage during the cult\I leave that all in your hands.\But, sir...\All in your hands.\Certainly, sir. response:	Good day, Mr. Chairman.
context: Oh, it's just you.\There's an issue with the choir club.\They want to use the main stage during the cult\I leave that all in your hands.\But, sir...\All in your hands.\Certainly, sir.\Good day, Mr. Chairman. response:	I've been waiting for you.
context: There's an issue with the choir club.\They want to use the main stage during the cult\I leave that all in your hands.\But, sir...\All in your hands.\Certainly, sir.\Good day, Mr. Chairman.\I've been waiting for you. response:	Thank you so much for coming.
