context: Say, Nana Komatsu. response:	We used to spend so much time together,
context: I want you to.\Because I don't know what else I can do to stop loving you.\I'm sorry. I'll break it off with Takumi.\I really didn't want anyone to know about what happened with Takumi.\I thought, then I could act like nothing happened\and become your girlfriend.\I had such cunning thoughts. Lots of them.\Do you hate me now? response:	Huh?
context: Because I don't know what else I can do to stop loving you.\I'm sorry. I'll break it off with Takumi.\I really didn't want anyone to know about what happened with Takumi.\I thought, then I could act like nothing happened\and become your girlfriend.\I had such cunning thoughts. Lots of them.\Do you hate me now?\Huh? response:	No. I'm happy.
context: I'm sorry. I'll break it off with Takumi.\I really didn't want anyone to know about what happened with Takumi.\I thought, then I could act like nothing happened\and become your girlfriend.\I had such cunning thoughts. Lots of them.\Do you hate me now?\Huh?\No. I'm happy. response:	I can't take you from him by force.
context: I really didn't want anyone to know about what happened with Takumi.\I thought, then I could act like nothing happened\and become your girlfriend.\I had such cunning thoughts. Lots of them.\Do you hate me now?\Huh?\No. I'm happy.\I can't take you from him by force. response:	I can't have you do something that'll make you a horrible woman.
context: I thought, then I could act like nothing happened\and become your girlfriend.\I had such cunning thoughts. Lots of them.\Do you hate me now?\Huh?\No. I'm happy.\I can't take you from him by force.\I can't have you do something that'll make you a horrible woman. response:	I don't find you cunning.
context: and become your girlfriend.\I had such cunning thoughts. Lots of them.\Do you hate me now?\Huh?\No. I'm happy.\I can't take you from him by force.\I can't have you do something that'll make you a horrible woman.\I don't find you cunning. response:	Don't be so hard on yourself.
context: I had such cunning thoughts. Lots of them.\Do you hate me now?\Huh?\No. I'm happy.\I can't take you from him by force.\I can't have you do something that'll make you a horrible woman.\I don't find you cunning.\Don't be so hard on yourself. response:	It can't be helped that you're attracted to Takumi.
context: Do you hate me now?\Huh?\No. I'm happy.\I can't take you from him by force.\I can't have you do something that'll make you a horrible woman.\I don't find you cunning.\Don't be so hard on yourself.\It can't be helped that you're attracted to Takumi. response:	And no matter how hard I try,
context: Huh?\No. I'm happy.\I can't take you from him by force.\I can't have you do something that'll make you a horrible woman.\I don't find you cunning.\Don't be so hard on yourself.\It can't be helped that you're attracted to Takumi.\And no matter how hard I try, response:	I'll probably never be able to compete with him.
context: No. I'm happy.\I can't take you from him by force.\I can't have you do something that'll make you a horrible woman.\I don't find you cunning.\Don't be so hard on yourself.\It can't be helped that you're attracted to Takumi.\And no matter how hard I try,\I'll probably never be able to compete with him. response:	That's not true! I!
context: I can't take you from him by force.\I can't have you do something that'll make you a horrible woman.\I don't find you cunning.\Don't be so hard on yourself.\It can't be helped that you're attracted to Takumi.\And no matter how hard I try,\I'll probably never be able to compete with him.\That's not true! I! response:	But if you tell me that
context: I can't have you do something that'll make you a horrible woman.\I don't find you cunning.\Don't be so hard on yourself.\It can't be helped that you're attracted to Takumi.\And no matter how hard I try,\I'll probably never be able to compete with him.\That's not true! I!\But if you tell me that response:	you're still gonna break it off with him and be my woman...
context: I don't find you cunning.\Don't be so hard on yourself.\It can't be helped that you're attracted to Takumi.\And no matter how hard I try,\I'll probably never be able to compete with him.\That's not true! I!\But if you tell me that\you're still gonna break it off with him and be my woman... response:	I'll do everything I can to make you happy.
context: Don't be so hard on yourself.\It can't be helped that you're attracted to Takumi.\And no matter how hard I try,\I'll probably never be able to compete with him.\That's not true! I!\But if you tell me that\you're still gonna break it off with him and be my woman...\I'll do everything I can to make you happy. response:	For the sake of your happiness, I will do everything within my power.
context: It can't be helped that you're attracted to Takumi.\And no matter how hard I try,\I'll probably never be able to compete with him.\That's not true! I!\But if you tell me that\you're still gonna break it off with him and be my woman...\I'll do everything I can to make you happy.\For the sake of your happiness, I will do everything within my power. response:	I mean, with you by my side, I feel like I can do anything.
context: And no matter how hard I try,\I'll probably never be able to compete with him.\That's not true! I!\But if you tell me that\you're still gonna break it off with him and be my woman...\I'll do everything I can to make you happy.\For the sake of your happiness, I will do everything within my power.\I mean, with you by my side, I feel like I can do anything. response:	When you break it off with Takumi... and sort out your feelings...
context: I'll probably never be able to compete with him.\That's not true! I!\But if you tell me that\you're still gonna break it off with him and be my woman...\I'll do everything I can to make you happy.\For the sake of your happiness, I will do everything within my power.\I mean, with you by my side, I feel like I can do anything.\When you break it off with Takumi... and sort out your feelings... response:	then come to me.
context: That's not true! I!\But if you tell me that\you're still gonna break it off with him and be my woman...\I'll do everything I can to make you happy.\For the sake of your happiness, I will do everything within my power.\I mean, with you by my side, I feel like I can do anything.\When you break it off with Takumi... and sort out your feelings...\then come to me. response:	I'll be waiting faithfully.
context: But if you tell me that\you're still gonna break it off with him and be my woman...\I'll do everything I can to make you happy.\For the sake of your happiness, I will do everything within my power.\I mean, with you by my side, I feel like I can do anything.\When you break it off with Takumi... and sort out your feelings...\then come to me.\I'll be waiting faithfully. response:	Sorry, I have to go now.
context: you're still gonna break it off with him and be my woman...\I'll do everything I can to make you happy.\For the sake of your happiness, I will do everything within my power.\I mean, with you by my side, I feel like I can do anything.\When you break it off with Takumi... and sort out your feelings...\then come to me.\I'll be waiting faithfully.\Sorry, I have to go now. response:	I'll call you when I have some time.
context: I'll do everything I can to make you happy.\For the sake of your happiness, I will do everything within my power.\I mean, with you by my side, I feel like I can do anything.\When you break it off with Takumi... and sort out your feelings...\then come to me.\I'll be waiting faithfully.\Sorry, I have to go now.\I'll call you when I have some time. response:	You don't have to!
context: For the sake of your happiness, I will do everything within my power.\I mean, with you by my side, I feel like I can do anything.\When you break it off with Takumi... and sort out your feelings...\then come to me.\I'll be waiting faithfully.\Sorry, I have to go now.\I'll call you when I have some time.\You don't have to! response:	In fact, don't ever call me again!
context: I mean, with you by my side, I feel like I can do anything.\When you break it off with Takumi... and sort out your feelings...\then come to me.\I'll be waiting faithfully.\Sorry, I have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again! response:	Huh?
context: When you break it off with Takumi... and sort out your feelings...\then come to me.\I'll be waiting faithfully.\Sorry, I have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Huh? response:	Goodbye!
context: then come to me.\I'll be waiting faithfully.\Sorry, I have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Huh?\Goodbye! response:	Hi there!
context: I'll be waiting faithfully.\Sorry, I have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Huh?\Goodbye!\Hi there! response:	Stop startling me!
context: Sorry, I have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Huh?\Goodbye!\Hi there!\Stop startling me! response:	I told you yesterday.
context: I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Huh?\Goodbye!\Hi there!\Stop startling me!\I told you yesterday. response:	Put an end to things first, and then come to me.
context: You don't have to!\In fact, don't ever call me again!\Huh?\Goodbye!\Hi there!\Stop startling me!\I told you yesterday.\Put an end to things first, and then come to me. response:	But I did. That's why I came.
context: In fact, don't ever call me again!\Huh?\Goodbye!\Hi there!\Stop startling me!\I told you yesterday.\Put an end to things first, and then come to me.\But I did. That's why I came. response:	Too fast!
context: Huh?\Goodbye!\Hi there!\Stop startling me!\I told you yesterday.\Put an end to things first, and then come to me.\But I did. That's why I came.\Too fast! response:	Nana...
context: Goodbye!\Hi there!\Stop startling me!\I told you yesterday.\Put an end to things first, and then come to me.\But I did. That's why I came.\Too fast!\Nana... response:	Hmm?
context: Hi there!\Stop startling me!\I told you yesterday.\Put an end to things first, and then come to me.\But I did. That's why I came.\Too fast!\Nana...\Hmm? response:	You know, I... Nobu...
context: Stop startling me!\I told you yesterday.\Put an end to things first, and then come to me.\But I did. That's why I came.\Too fast!\Nana...\Hmm?\You know, I... Nobu... response:	I think I'm head over heels in love with Nobu.
context: I told you yesterday.\Put an end to things first, and then come to me.\But I did. That's why I came.\Too fast!\Nana...\Hmm?\You know, I... Nobu...\I think I'm head over heels in love with Nobu. response:	Isn't it natural?
context: Put an end to things first, and then come to me.\But I did. That's why I came.\Too fast!\Nana...\Hmm?\You know, I... Nobu...\I think I'm head over heels in love with Nobu.\Isn't it natural? response:	Huh? Nobu and Takumi?
context: But I did. That's why I came.\Too fast!\Nana...\Hmm?\You know, I... Nobu...\I think I'm head over heels in love with Nobu.\Isn't it natural?\Huh? Nobu and Takumi? response:	Um, Nana Osaki and Ren of our band are back together.
context: Too fast!\Nana...\Hmm?\You know, I... Nobu...\I think I'm head over heels in love with Nobu.\Isn't it natural?\Huh? Nobu and Takumi?\Um, Nana Osaki and Ren of our band are back together. response:	She lives with Hachiko, and...
context: Nana...\Hmm?\You know, I... Nobu...\I think I'm head over heels in love with Nobu.\Isn't it natural?\Huh? Nobu and Takumi?\Um, Nana Osaki and Ren of our band are back together.\She lives with Hachiko, and... response:	Lately, the relationships are becoming so confusing.
context: Hmm?\You know, I... Nobu...\I think I'm head over heels in love with Nobu.\Isn't it natural?\Huh? Nobu and Takumi?\Um, Nana Osaki and Ren of our band are back together.\She lives with Hachiko, and...\Lately, the relationships are becoming so confusing. response:	Hey, look here!
context: You know, I... Nobu...\I think I'm head over heels in love with Nobu.\Isn't it natural?\Huh? Nobu and Takumi?\Um, Nana Osaki and Ren of our band are back together.\She lives with Hachiko, and...\Lately, the relationships are becoming so confusing.\Hey, look here! response:	It's a diagram of the character relationships in the anime, Nana,
context: I think I'm head over heels in love with Nobu.\Isn't it natural?\Huh? Nobu and Takumi?\Um, Nana Osaki and Ren of our band are back together.\She lives with Hachiko, and...\Lately, the relationships are becoming so confusing.\Hey, look here!\It's a diagram of the character relationships in the anime, Nana, response:	that I made to clarify things.
context: Isn't it natural?\Huh? Nobu and Takumi?\Um, Nana Osaki and Ren of our band are back together.\She lives with Hachiko, and...\Lately, the relationships are becoming so confusing.\Hey, look here!\It's a diagram of the character relationships in the anime, Nana,\that I made to clarify things. response:	Wow!
context: Huh? Nobu and Takumi?\Um, Nana Osaki and Ren of our band are back together.\She lives with Hachiko, and...\Lately, the relationships are becoming so confusing.\Hey, look here!\It's a diagram of the character relationships in the anime, Nana,\that I made to clarify things.\Wow! response:	It doesn't really clarify anything.
context: Um, Nana Osaki and Ren of our band are back together.\She lives with Hachiko, and...\Lately, the relationships are becoming so confusing.\Hey, look here!\It's a diagram of the character relationships in the anime, Nana,\that I made to clarify things.\Wow!\It doesn't really clarify anything. response:	Huh? Naoki's not connected to anyone.
context: She lives with Hachiko, and...\Lately, the relationships are becoming so confusing.\Hey, look here!\It's a diagram of the character relationships in the anime, Nana,\that I made to clarify things.\Wow!\It doesn't really clarify anything.\Huh? Naoki's not connected to anyone. response:	Huh?
context: Lately, the relationships are becoming so confusing.\Hey, look here!\It's a diagram of the character relationships in the anime, Nana,\that I made to clarify things.\Wow!\It doesn't really clarify anything.\Huh? Naoki's not connected to anyone.\Huh? response:	Wh-What are you saying! I'm Yasu's best friend!
context: Hey, look here!\It's a diagram of the character relationships in the anime, Nana,\that I made to clarify things.\Wow!\It doesn't really clarify anything.\Huh? Naoki's not connected to anyone.\Huh?\Wh-What are you saying! I'm Yasu's best friend! response:	Even now, he's supposed to be meeting me...
context: It's a diagram of the character relationships in the anime, Nana,\that I made to clarify things.\Wow!\It doesn't really clarify anything.\Huh? Naoki's not connected to anyone.\Huh?\Wh-What are you saying! I'm Yasu's best friend!\Even now, he's supposed to be meeting me... response:	FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!
context: that I made to clarify things.\Wow!\It doesn't really clarify anything.\Huh? Naoki's not connected to anyone.\Huh?\Wh-What are you saying! I'm Yasu's best friend!\Even now, he's supposed to be meeting me...\FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER! response:	Is he really your best friend?
context: Wow!\It doesn't really clarify anything.\Huh? Naoki's not connected to anyone.\Huh?\Wh-What are you saying! I'm Yasu's best friend!\Even now, he's supposed to be meeting me...\FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!\Is he really your best friend? response:	Sure he is!
context: It doesn't really clarify anything.\Huh? Naoki's not connected to anyone.\Huh?\Wh-What are you saying! I'm Yasu's best friend!\Even now, he's supposed to be meeting me...\FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!\Is he really your best friend?\Sure he is! response:	Come to think of it, he said this.
context: Huh? Naoki's not connected to anyone.\Huh?\Wh-What are you saying! I'm Yasu's best friend!\Even now, he's supposed to be meeting me...\FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!\Is he really your best friend?\Sure he is!\Come to think of it, he said this. response:	MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!
context: Huh?\Wh-What are you saying! I'm Yasu's best friend!\Even now, he's supposed to be meeting me...\FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!\Is he really your best friend?\Sure he is!\Come to think of it, he said this.\MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you! response:	Because you were being such a pest.
context: Wh-What are you saying! I'm Yasu's best friend!\Even now, he's supposed to be meeting me...\FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!\Is he really your best friend?\Sure he is!\Come to think of it, he said this.\MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!\Because you were being such a pest. response:	And there also was this comment.
context: Even now, he's supposed to be meeting me...\FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!\Is he really your best friend?\Sure he is!\Come to think of it, he said this.\MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!\Because you were being such a pest.\And there also was this comment. response:	MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.
context: FROM: YASU I HAVE OTHER PLANS STOP CALLING ME OVER AND OVER!\Is he really your best friend?\Sure he is!\Come to think of it, he said this.\MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!\Because you were being such a pest.\And there also was this comment.\MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki. response:	Why?! Why do you two know so much?!
context: Is he really your best friend?\Sure he is!\Come to think of it, he said this.\MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!\Because you were being such a pest.\And there also was this comment.\MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.\Why?! Why do you two know so much?! response:	Junko's room is that sorta place.
context: Sure he is!\Come to think of it, he said this.\MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!\Because you were being such a pest.\And there also was this comment.\MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.\Why?! Why do you two know so much?!\Junko's room is that sorta place. response:	That's right.
context: Come to think of it, he said this.\MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!\Because you were being such a pest.\And there also was this comment.\MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.\Why?! Why do you two know so much?!\Junko's room is that sorta place.\That's right. response:	No matter who says what, Yasu and I are best friends!
context: MR. Y. T. (AGE 23) OF TOKYO How are you doing? I'm glad I could finally see you!\Because you were being such a pest.\And there also was this comment.\MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.\Why?! Why do you two know so much?!\Junko's room is that sorta place.\That's right.\No matter who says what, Yasu and I are best friends! response:	- I'm gonna draw one! - Ahh!
context: Because you were being such a pest.\And there also was this comment.\MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.\Why?! Why do you two know so much?!\Junko's room is that sorta place.\That's right.\No matter who says what, Yasu and I are best friends!\- I'm gonna draw one! - Ahh! response:	- I'm gonna draw a line here! - Don't do it!
context: And there also was this comment.\MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.\Why?! Why do you two know so much?!\Junko's room is that sorta place.\That's right.\No matter who says what, Yasu and I are best friends!\- I'm gonna draw one! - Ahh!\- I'm gonna draw a line here! - Don't do it! response:	Now he's completely isolated.
context: MR. T. I. (AGE 23) OF TOKYO Then go home. Our band can make it without you, Naoki.\Why?! Why do you two know so much?!\Junko's room is that sorta place.\That's right.\No matter who says what, Yasu and I are best friends!\- I'm gonna draw one! - Ahh!\- I'm gonna draw a line here! - Don't do it!\Now he's completely isolated. response:	You are pregnant.
context: Why?! Why do you two know so much?!\Junko's room is that sorta place.\That's right.\No matter who says what, Yasu and I are best friends!\- I'm gonna draw one! - Ahh!\- I'm gonna draw a line here! - Don't do it!\Now he's completely isolated.\You are pregnant. response:	This small black circle you see is the sack that contains your baby.
context: Junko's room is that sorta place.\That's right.\No matter who says what, Yasu and I are best friends!\- I'm gonna draw one! - Ahh!\- I'm gonna draw a line here! - Don't do it!\Now he's completely isolated.\You are pregnant.\This small black circle you see is the sack that contains your baby. response:	And the little dot you see inside it is your baby.
context: That's right.\No matter who says what, Yasu and I are best friends!\- I'm gonna draw one! - Ahh!\- I'm gonna draw a line here! - Don't do it!\Now he's completely isolated.\You are pregnant.\This small black circle you see is the sack that contains your baby.\And the little dot you see inside it is your baby. response:	Morning sickness?
context: No matter who says what, Yasu and I are best friends!\- I'm gonna draw one! - Ahh!\- I'm gonna draw a line here! - Don't do it!\Now he's completely isolated.\You are pregnant.\This small black circle you see is the sack that contains your baby.\And the little dot you see inside it is your baby.\Morning sickness? response:	I won't keep it, so don't worry!
context: - I'm gonna draw one! - Ahh!\- I'm gonna draw a line here! - Don't do it!\Now he's completely isolated.\You are pregnant.\This small black circle you see is the sack that contains your baby.\And the little dot you see inside it is your baby.\Morning sickness?\I won't keep it, so don't worry! response:	There's no need for you to feel responsible, Takumi.
context: - I'm gonna draw a line here! - Don't do it!\Now he's completely isolated.\You are pregnant.\This small black circle you see is the sack that contains your baby.\And the little dot you see inside it is your baby.\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi. response:	I'm the foolish one. This child could be my boyfriend's.
context: Now he's completely isolated.\You are pregnant.\This small black circle you see is the sack that contains your baby.\And the little dot you see inside it is your baby.\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one. This child could be my boyfriend's. response:	Go home.
context: You are pregnant.\This small black circle you see is the sack that contains your baby.\And the little dot you see inside it is your baby.\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one. This child could be my boyfriend's.\Go home. response:	And don't come back again.
context: This small black circle you see is the sack that contains your baby.\And the little dot you see inside it is your baby.\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one. This child could be my boyfriend's.\Go home.\And don't come back again. response:	Is your boyfriend Nobu?
context: And the little dot you see inside it is your baby.\Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one. This child could be my boyfriend's.\Go home.\And don't come back again.\Is your boyfriend Nobu? response:	Takumi?
context: Morning sickness?\I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one. This child could be my boyfriend's.\Go home.\And don't come back again.\Is your boyfriend Nobu?\Takumi? response:	What are you doing?
context: I won't keep it, so don't worry!\There's no need for you to feel responsible, Takumi.\I'm the foolish one. This child could be my boyfriend's.\Go home.\And don't come back again.\Is your boyfriend Nobu?\Takumi?\What are you doing? response:	Takumi...
context: There's no need for you to feel responsible, Takumi.\I'm the foolish one. This child could be my boyfriend's.\Go home.\And don't come back again.\Is your boyfriend Nobu?\Takumi?\What are you doing?\Takumi... response:	NOBU
context: I'm the foolish one. This child could be my boyfriend's.\Go home.\And don't come back again.\Is your boyfriend Nobu?\Takumi?\What are you doing?\Takumi...\NOBU response:	Don't tell Nobu!
context: Go home.\And don't come back again.\Is your boyfriend Nobu?\Takumi?\What are you doing?\Takumi...\NOBU\Don't tell Nobu! response:	What is it?
context: And don't come back again.\Is your boyfriend Nobu?\Takumi?\What are you doing?\Takumi...\NOBU\Don't tell Nobu!\What is it? response:	Hey, can you hear me?
context: Is your boyfriend Nobu?\Takumi?\What are you doing?\Takumi...\NOBU\Don't tell Nobu!\What is it?\Hey, can you hear me? response:	Yes.
context: Takumi?\What are you doing?\Takumi...\NOBU\Don't tell Nobu!\What is it?\Hey, can you hear me?\Yes. response:	Nana's pregnant.
context: What are you doing?\Takumi...\NOBU\Don't tell Nobu!\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant. response:	I don't know if it's yours or mine, but regardless,
context: Takumi...\NOBU\Don't tell Nobu!\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless, response:	if Nana wants to keep it,
context: NOBU\Don't tell Nobu!\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it, response:	I intend on becoming its guardian and raising it as my own.
context: Don't tell Nobu!\What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own. response:	What do you think?
context: What is it?\Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own.\What do you think? response:	Nana... Is it true that you're pregnant?
context: Hey, can you hear me?\Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own.\What do you think?\Nana... Is it true that you're pregnant? response:	Hey...
context: Yes.\Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own.\What do you think?\Nana... Is it true that you're pregnant?\Hey... response:	I wanna hear it directly from you.
context: Nana's pregnant.\I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own.\What do you think?\Nana... Is it true that you're pregnant?\Hey...\I wanna hear it directly from you. response:	It could be my child. There's no need to hide it from me.
context: I don't know if it's yours or mine, but regardless,\if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own.\What do you think?\Nana... Is it true that you're pregnant?\Hey...\I wanna hear it directly from you.\It could be my child. There's no need to hide it from me. response:	And I knew that you had just broken things off with Takumi.
context: if Nana wants to keep it,\I intend on becoming its guardian and raising it as my own.\What do you think?\Nana... Is it true that you're pregnant?\Hey...\I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken things off with Takumi. response:	I'm sorry.
context: I intend on becoming its guardian and raising it as my own.\What do you think?\Nana... Is it true that you're pregnant?\Hey...\I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken things off with Takumi.\I'm sorry. response:	Why...
context: What do you think?\Nana... Is it true that you're pregnant?\Hey...\I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken things off with Takumi.\I'm sorry.\Why... response:	are you apologizing?
context: Nana... Is it true that you're pregnant?\Hey...\I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken things off with Takumi.\I'm sorry.\Why...\are you apologizing? response:	Didn't you break it off with him?!
context: Hey...\I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken things off with Takumi.\I'm sorry.\Why...\are you apologizing?\Didn't you break it off with him?! response:	Please make up an excuse.
context: I wanna hear it directly from you.\It could be my child. There's no need to hide it from me.\And I knew that you had just broken things off with Takumi.\I'm sorry.\Why...\are you apologizing?\Didn't you break it off with him?!\Please make up an excuse. response:	I don't care if it's a lie. I'll believe you.
context: It could be my child. There's no need to hide it from me.\And I knew that you had just broken things off with Takumi.\I'm sorry.\Why...\are you apologizing?\Didn't you break it off with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you. response:	I'm sorry!
context: And I knew that you had just broken things off with Takumi.\I'm sorry.\Why...\are you apologizing?\Didn't you break it off with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry! response:	I wanna have this child and raise it as your child, Takumi.
context: I'm sorry.\Why...\are you apologizing?\Didn't you break it off with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry!\I wanna have this child and raise it as your child, Takumi. response:	If it's okay with you.
context: Why...\are you apologizing?\Didn't you break it off with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry!\I wanna have this child and raise it as your child, Takumi.\If it's okay with you. response:	Wanna get married?
context: are you apologizing?\Didn't you break it off with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry!\I wanna have this child and raise it as your child, Takumi.\If it's okay with you.\Wanna get married? response:	Huh?
context: Didn't you break it off with him?!\Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry!\I wanna have this child and raise it as your child, Takumi.\If it's okay with you.\Wanna get married?\Huh? response:	If I marry an ordinary girl, the media won't go too crazy over this.
context: Please make up an excuse.\I don't care if it's a lie. I'll believe you.\I'm sorry!\I wanna have this child and raise it as your child, Takumi.\If it's okay with you.\Wanna get married?\Huh?\If I marry an ordinary girl, the media won't go too crazy over this. response:	No?
context: I don't care if it's a lie. I'll believe you.\I'm sorry!\I wanna have this child and raise it as your child, Takumi.\If it's okay with you.\Wanna get married?\Huh?\If I marry an ordinary girl, the media won't go too crazy over this.\No? response:	Married?
context: I'm sorry!\I wanna have this child and raise it as your child, Takumi.\If it's okay with you.\Wanna get married?\Huh?\If I marry an ordinary girl, the media won't go too crazy over this.\No?\Married? response:	So I'm sorry, but... could you find a new roommate?
context: I wanna have this child and raise it as your child, Takumi.\If it's okay with you.\Wanna get married?\Huh?\If I marry an ordinary girl, the media won't go too crazy over this.\No?\Married?\So I'm sorry, but... could you find a new roommate? response:	But sure, that's not fair to you having her move out so suddenly,
context: If it's okay with you.\Wanna get married?\Huh?\If I marry an ordinary girl, the media won't go too crazy over this.\No?\Married?\So I'm sorry, but... could you find a new roommate?\But sure, that's not fair to you having her move out so suddenly, response:	so I'll pay half the rent until you find a new roommate.
context: Wanna get married?\Huh?\If I marry an ordinary girl, the media won't go too crazy over this.\No?\Married?\So I'm sorry, but... could you find a new roommate?\But sure, that's not fair to you having her move out so suddenly,\so I'll pay half the rent until you find a new roommate. response:	I don't need it!
context: Huh?\If I marry an ordinary girl, the media won't go too crazy over this.\No?\Married?\So I'm sorry, but... could you find a new roommate?\But sure, that's not fair to you having her move out so suddenly,\so I'll pay half the rent until you find a new roommate.\I don't need it! response:	I can't stand the thought of you doing it with some other man.
context: If I marry an ordinary girl, the media won't go too crazy over this.\No?\Married?\So I'm sorry, but... could you find a new roommate?\But sure, that's not fair to you having her move out so suddenly,\so I'll pay half the rent until you find a new roommate.\I don't need it!\I can't stand the thought of you doing it with some other man. response:	Don't you worry about a thing and just focus on pleasing me.
context: No?\Married?\So I'm sorry, but... could you find a new roommate?\But sure, that's not fair to you having her move out so suddenly,\so I'll pay half the rent until you find a new roommate.\I don't need it!\I can't stand the thought of you doing it with some other man.\Don't you worry about a thing and just focus on pleasing me. response:	You're a lot more important to me than my boyfriend, Nana.
context: Married?\So I'm sorry, but... could you find a new roommate?\But sure, that's not fair to you having her move out so suddenly,\so I'll pay half the rent until you find a new roommate.\I don't need it!\I can't stand the thought of you doing it with some other man.\Don't you worry about a thing and just focus on pleasing me.\You're a lot more important to me than my boyfriend, Nana. response:	I think I'm head over heels in love with Nobu.
context: So I'm sorry, but... could you find a new roommate?\But sure, that's not fair to you having her move out so suddenly,\so I'll pay half the rent until you find a new roommate.\I don't need it!\I can't stand the thought of you doing it with some other man.\Don't you worry about a thing and just focus on pleasing me.\You're a lot more important to me than my boyfriend, Nana.\I think I'm head over heels in love with Nobu. response:	Could you find a new roommate?
