context: Wow. response:	It looks delicious.
context: causing problems with the traffic network and power outages.\Are you going back, too, Tsumugu-kun?\No, I'm staying for a little longer.\I see.\Well, there's still some time before the sun sets,\so I'm going to go look for that bastard, Uroko.\Oh, I'll go, too.\Sayu, let's go, too. response:	Yeah.
context: Are you going back, too, Tsumugu-kun?\No, I'm staying for a little longer.\I see.\Well, there's still some time before the sun sets,\so I'm going to go look for that bastard, Uroko.\Oh, I'll go, too.\Sayu, let's go, too.\Yeah. response:	Are you staying behind for Chisaki?
context: No, I'm staying for a little longer.\I see.\Well, there's still some time before the sun sets,\so I'm going to go look for that bastard, Uroko.\Oh, I'll go, too.\Sayu, let's go, too.\Yeah.\Are you staying behind for Chisaki? response:	Yeah.
context: I see.\Well, there's still some time before the sun sets,\so I'm going to go look for that bastard, Uroko.\Oh, I'll go, too.\Sayu, let's go, too.\Yeah.\Are you staying behind for Chisaki?\Yeah. response:	And I thought you were going to say that you're staying behind for the investigation.
context: Well, there's still some time before the sun sets,\so I'm going to go look for that bastard, Uroko.\Oh, I'll go, too.\Sayu, let's go, too.\Yeah.\Are you staying behind for Chisaki?\Yeah.\And I thought you were going to say that you're staying behind for the investigation. response:	What's the point in that?
context: so I'm going to go look for that bastard, Uroko.\Oh, I'll go, too.\Sayu, let's go, too.\Yeah.\Are you staying behind for Chisaki?\Yeah.\And I thought you were going to say that you're staying behind for the investigation.\What's the point in that? response:	I want an answer, too.
context: Oh, I'll go, too.\Sayu, let's go, too.\Yeah.\Are you staying behind for Chisaki?\Yeah.\And I thought you were going to say that you're staying behind for the investigation.\What's the point in that?\I want an answer, too. response:	Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee
context: Sayu, let's go, too.\Yeah.\Are you staying behind for Chisaki?\Yeah.\And I thought you were going to say that you're staying behind for the investigation.\What's the point in that?\I want an answer, too.\Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee response:	Yeah...
context: Yeah.\Are you staying behind for Chisaki?\Yeah.\And I thought you were going to say that you're staying behind for the investigation.\What's the point in that?\I want an answer, too.\Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee\Yeah... response:	Don't Hikari and Manaka-san
context: Are you staying behind for Chisaki?\Yeah.\And I thought you were going to say that you're staying behind for the investigation.\What's the point in that?\I want an answer, too.\Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee\Yeah...\Don't Hikari and Manaka-san response:	seem a bit weird to you?
context: Yeah.\And I thought you were going to say that you're staying behind for the investigation.\What's the point in that?\I want an answer, too.\Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee\Yeah...\Don't Hikari and Manaka-san\seem a bit weird to you? response:	Sayu?
context: And I thought you were going to say that you're staying behind for the investigation.\What's the point in that?\I want an answer, too.\Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee\Yeah...\Don't Hikari and Manaka-san\seem a bit weird to you?\Sayu? response:	Shiodome, what are you doing?
context: What's the point in that?\I want an answer, too.\Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee\Yeah...\Don't Hikari and Manaka-san\seem a bit weird to you?\Sayu?\Shiodome, what are you doing? response:	Well, you know...
context: I want an answer, too.\Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee\Yeah...\Don't Hikari and Manaka-san\seem a bit weird to you?\Sayu?\Shiodome, what are you doing?\Well, you know... response:	I see.
context: Unsweetened Coffee Zero Sweetness, Bitter and Black Coffee\Yeah...\Don't Hikari and Manaka-san\seem a bit weird to you?\Sayu?\Shiodome, what are you doing?\Well, you know...\I see. response:	They say it's going to snow again.
context: Yeah...\Don't Hikari and Manaka-san\seem a bit weird to you?\Sayu?\Shiodome, what are you doing?\Well, you know...\I see.\They say it's going to snow again. response:	It's probably better if you get home soon.
context: Don't Hikari and Manaka-san\seem a bit weird to you?\Sayu?\Shiodome, what are you doing?\Well, you know...\I see.\They say it's going to snow again.\It's probably better if you get home soon. response:	Right. Thanks.
context: seem a bit weird to you?\Sayu?\Shiodome, what are you doing?\Well, you know...\I see.\They say it's going to snow again.\It's probably better if you get home soon.\Right. Thanks. response:	See ya.
context: Sayu?\Shiodome, what are you doing?\Well, you know...\I see.\They say it's going to snow again.\It's probably better if you get home soon.\Right. Thanks.\See ya. response:	Miuna...
context: Shiodome, what are you doing?\Well, you know...\I see.\They say it's going to snow again.\It's probably better if you get home soon.\Right. Thanks.\See ya.\Miuna... response:	Minegishi asked you out, right?
context: Well, you know...\I see.\They say it's going to snow again.\It's probably better if you get home soon.\Right. Thanks.\See ya.\Miuna...\Minegishi asked you out, right? response:	Huh?
context: I see.\They say it's going to snow again.\It's probably better if you get home soon.\Right. Thanks.\See ya.\Miuna...\Minegishi asked you out, right?\Huh? response:	Wh-What are you talking about all of a sudden?
context: They say it's going to snow again.\It's probably better if you get home soon.\Right. Thanks.\See ya.\Miuna...\Minegishi asked you out, right?\Huh?\Wh-What are you talking about all of a sudden? response:	Asking out, huh...
context: It's probably better if you get home soon.\Right. Thanks.\See ya.\Miuna...\Minegishi asked you out, right?\Huh?\Wh-What are you talking about all of a sudden?\Asking out, huh... response:	Wow!
context: Right. Thanks.\See ya.\Miuna...\Minegishi asked you out, right?\Huh?\Wh-What are you talking about all of a sudden?\Asking out, huh...\Wow! response:	Hii-kun, Hii-kun, the tupper and the porn magazine are gone!
context: See ya.\Miuna...\Minegishi asked you out, right?\Huh?\Wh-What are you talking about all of a sudden?\Asking out, huh...\Wow!\Hii-kun, Hii-kun, the tupper and the porn magazine are gone! response:	It has to be Uroko-sama!
context: Miuna...\Minegishi asked you out, right?\Huh?\Wh-What are you talking about all of a sudden?\Asking out, huh...\Wow!\Hii-kun, Hii-kun, the tupper and the porn magazine are gone!\It has to be Uroko-sama! response:	You don't know for sure.
context: Minegishi asked you out, right?\Huh?\Wh-What are you talking about all of a sudden?\Asking out, huh...\Wow!\Hii-kun, Hii-kun, the tupper and the porn magazine are gone!\It has to be Uroko-sama!\You don't know for sure. response:	Some random old perv could have taken them.
context: Huh?\Wh-What are you talking about all of a sudden?\Asking out, huh...\Wow!\Hii-kun, Hii-kun, the tupper and the porn magazine are gone!\It has to be Uroko-sama!\You don't know for sure.\Some random old perv could have taken them. response:	No, it's gotta be Uroko-sama!
context: Wh-What are you talking about all of a sudden?\Asking out, huh...\Wow!\Hii-kun, Hii-kun, the tupper and the porn magazine are gone!\It has to be Uroko-sama!\You don't know for sure.\Some random old perv could have taken them.\No, it's gotta be Uroko-sama! response:	So he really is on the surface!
context: Asking out, huh...\Wow!\Hii-kun, Hii-kun, the tupper and the porn magazine are gone!\It has to be Uroko-sama!\You don't know for sure.\Some random old perv could have taken them.\No, it's gotta be Uroko-sama!\So he really is on the surface! response:	Let's find him.
context: Wow!\Hii-kun, Hii-kun, the tupper and the porn magazine are gone!\It has to be Uroko-sama!\You don't know for sure.\Some random old perv could have taken them.\No, it's gotta be Uroko-sama!\So he really is on the surface!\Let's find him. response:	Uroko-sama, where are you?
context: Hii-kun, Hii-kun, the tupper and the porn magazine are gone!\It has to be Uroko-sama!\You don't know for sure.\Some random old perv could have taken them.\No, it's gotta be Uroko-sama!\So he really is on the surface!\Let's find him.\Uroko-sama, where are you? response:	Uroko-sama's not around, huh?
context: It has to be Uroko-sama!\You don't know for sure.\Some random old perv could have taken them.\No, it's gotta be Uroko-sama!\So he really is on the surface!\Let's find him.\Uroko-sama, where are you?\Uroko-sama's not around, huh? response:	When Tsumugu and I raced...
context: You don't know for sure.\Some random old perv could have taken them.\No, it's gotta be Uroko-sama!\So he really is on the surface!\Let's find him.\Uroko-sama, where are you?\Uroko-sama's not around, huh?\When Tsumugu and I raced... response:	Huh?
context: Some random old perv could have taken them.\No, it's gotta be Uroko-sama!\So he really is on the surface!\Let's find him.\Uroko-sama, where are you?\Uroko-sama's not around, huh?\When Tsumugu and I raced...\Huh? response:	And I messed up and got hurt...
context: No, it's gotta be Uroko-sama!\So he really is on the surface!\Let's find him.\Uroko-sama, where are you?\Uroko-sama's not around, huh?\When Tsumugu and I raced...\Huh?\And I messed up and got hurt... response:	Ready...
context: So he really is on the surface!\Let's find him.\Uroko-sama, where are you?\Uroko-sama's not around, huh?\When Tsumugu and I raced...\Huh?\And I messed up and got hurt...\Ready... response:	Ow...
context: Let's find him.\Uroko-sama, where are you?\Uroko-sama's not around, huh?\When Tsumugu and I raced...\Huh?\And I messed up and got hurt...\Ready...\Ow... response:	Hii-kun!
context: Uroko-sama, where are you?\Uroko-sama's not around, huh?\When Tsumugu and I raced...\Huh?\And I messed up and got hurt...\Ready...\Ow...\Hii-kun! response:	You were the first one to dive into the pool, weren't you?
context: Uroko-sama's not around, huh?\When Tsumugu and I raced...\Huh?\And I messed up and got hurt...\Ready...\Ow...\Hii-kun!\You were the first one to dive into the pool, weren't you? response:	Uh...
context: When Tsumugu and I raced...\Huh?\And I messed up and got hurt...\Ready...\Ow...\Hii-kun!\You were the first one to dive into the pool, weren't you?\Uh... response:	You don't remember that either, do you?
context: Huh?\And I messed up and got hurt...\Ready...\Ow...\Hii-kun!\You were the first one to dive into the pool, weren't you?\Uh...\You don't remember that either, do you? response:	What else don't you remember?
context: And I messed up and got hurt...\Ready...\Ow...\Hii-kun!\You were the first one to dive into the pool, weren't you?\Uh...\You don't remember that either, do you?\What else don't you remember? response:	Do you even remember the fish coming out of your knee...
context: Ready...\Ow...\Hii-kun!\You were the first one to dive into the pool, weren't you?\Uh...\You don't remember that either, do you?\What else don't you remember?\Do you even remember the fish coming out of your knee... response:	Oh, I do remember that!
context: Ow...\Hii-kun!\You were the first one to dive into the pool, weren't you?\Uh...\You don't remember that either, do you?\What else don't you remember?\Do you even remember the fish coming out of your knee...\Oh, I do remember that! response:	Really.
context: Hii-kun!\You were the first one to dive into the pool, weren't you?\Uh...\You don't remember that either, do you?\What else don't you remember?\Do you even remember the fish coming out of your knee...\Oh, I do remember that!\Really. response:	But...
context: You were the first one to dive into the pool, weren't you?\Uh...\You don't remember that either, do you?\What else don't you remember?\Do you even remember the fish coming out of your knee...\Oh, I do remember that!\Really.\But... response:	What?
context: Uh...\You don't remember that either, do you?\What else don't you remember?\Do you even remember the fish coming out of your knee...\Oh, I do remember that!\Really.\But...\What? response:	I don't remember telling a lie about it still being there.
context: You don't remember that either, do you?\What else don't you remember?\Do you even remember the fish coming out of your knee...\Oh, I do remember that!\Really.\But...\What?\I don't remember telling a lie about it still being there. response:	I-I'm sorry!
context: What else don't you remember?\Do you even remember the fish coming out of your knee...\Oh, I do remember that!\Really.\But...\What?\I don't remember telling a lie about it still being there.\I-I'm sorry! response:	I didn't want to worry all of you.
context: Do you even remember the fish coming out of your knee...\Oh, I do remember that!\Really.\But...\What?\I don't remember telling a lie about it still being there.\I-I'm sorry!\I didn't want to worry all of you. response:	You don't remember?
context: Oh, I do remember that!\Really.\But...\What?\I don't remember telling a lie about it still being there.\I-I'm sorry!\I didn't want to worry all of you.\You don't remember? response:	Oh, but I remember making the Ojoshi-sama with everyone!
context: Really.\But...\What?\I don't remember telling a lie about it still being there.\I-I'm sorry!\I didn't want to worry all of you.\You don't remember?\Oh, but I remember making the Ojoshi-sama with everyone! response:	It's okay.
context: But...\What?\I don't remember telling a lie about it still being there.\I-I'm sorry!\I didn't want to worry all of you.\You don't remember?\Oh, but I remember making the Ojoshi-sama with everyone!\It's okay. response:	I think I'm just a little sleepy still.
context: What?\I don't remember telling a lie about it still being there.\I-I'm sorry!\I didn't want to worry all of you.\You don't remember?\Oh, but I remember making the Ojoshi-sama with everyone!\It's okay.\I think I'm just a little sleepy still. response:	When...
context: I don't remember telling a lie about it still being there.\I-I'm sorry!\I didn't want to worry all of you.\You don't remember?\Oh, but I remember making the Ojoshi-sama with everyone!\It's okay.\I think I'm just a little sleepy still.\When... response:	When we were told not to go to the surface because it was dangerous...
context: I-I'm sorry!\I didn't want to worry all of you.\You don't remember?\Oh, but I remember making the Ojoshi-sama with everyone!\It's okay.\I think I'm just a little sleepy still.\When...\When we were told not to go to the surface because it was dangerous... response:	The fact that I...
context: I didn't want to worry all of you.\You don't remember?\Oh, but I remember making the Ojoshi-sama with everyone!\It's okay.\I think I'm just a little sleepy still.\When...\When we were told not to go to the surface because it was dangerous...\The fact that I... response:	The fact that I ended up holding you...
context: You don't remember?\Oh, but I remember making the Ojoshi-sama with everyone!\It's okay.\I think I'm just a little sleepy still.\When...\When we were told not to go to the surface because it was dangerous...\The fact that I...\The fact that I ended up holding you... response:	Before everyone was about to hibernate,
context: Oh, but I remember making the Ojoshi-sama with everyone!\It's okay.\I think I'm just a little sleepy still.\When...\When we were told not to go to the surface because it was dangerous...\The fact that I...\The fact that I ended up holding you...\Before everyone was about to hibernate, response:	when we went to Nami Junior High and I...
context: It's okay.\I think I'm just a little sleepy still.\When...\When we were told not to go to the surface because it was dangerous...\The fact that I...\The fact that I ended up holding you...\Before everyone was about to hibernate,\when we went to Nami Junior High and I... response:	I don't understand any of that!
context: I think I'm just a little sleepy still.\When...\When we were told not to go to the surface because it was dangerous...\The fact that I...\The fact that I ended up holding you...\Before everyone was about to hibernate,\when we went to Nami Junior High and I...\I don't understand any of that! response:	You don't...
context: When...\When we were told not to go to the surface because it was dangerous...\The fact that I...\The fact that I ended up holding you...\Before everyone was about to hibernate,\when we went to Nami Junior High and I...\I don't understand any of that!\You don't... response:	You don't remember any of that?
context: When we were told not to go to the surface because it was dangerous...\The fact that I...\The fact that I ended up holding you...\Before everyone was about to hibernate,\when we went to Nami Junior High and I...\I don't understand any of that!\You don't...\You don't remember any of that? response:	Um...
context: The fact that I...\The fact that I ended up holding you...\Before everyone was about to hibernate,\when we went to Nami Junior High and I...\I don't understand any of that!\You don't...\You don't remember any of that?\Um... response:	Hii-kun?
context: The fact that I ended up holding you...\Before everyone was about to hibernate,\when we went to Nami Junior High and I...\I don't understand any of that!\You don't...\You don't remember any of that?\Um...\Hii-kun? response:	Hey, you octopus!
context: Before everyone was about to hibernate,\when we went to Nami Junior High and I...\I don't understand any of that!\You don't...\You don't remember any of that?\Um...\Hii-kun?\Hey, you octopus! response:	You pushed a lady and you're just going to leave her?!
context: when we went to Nami Junior High and I...\I don't understand any of that!\You don't...\You don't remember any of that?\Um...\Hii-kun?\Hey, you octopus!\You pushed a lady and you're just going to leave her?! response:	Hikari?
context: I don't understand any of that!\You don't...\You don't remember any of that?\Um...\Hii-kun?\Hey, you octopus!\You pushed a lady and you're just going to leave her?!\Hikari? response:	Hey, Miuna?
context: You don't...\You don't remember any of that?\Um...\Hii-kun?\Hey, you octopus!\You pushed a lady and you're just going to leave her?!\Hikari?\Hey, Miuna? response:	Miuna!
context: You don't remember any of that?\Um...\Hii-kun?\Hey, you octopus!\You pushed a lady and you're just going to leave her?!\Hikari?\Hey, Miuna?\Miuna! response:	Where are you going, Hikari?
context: Um...\Hii-kun?\Hey, you octopus!\You pushed a lady and you're just going to leave her?!\Hikari?\Hey, Miuna?\Miuna!\Where are you going, Hikari? response:	Hey, Hikari!
context: Hii-kun?\Hey, you octopus!\You pushed a lady and you're just going to leave her?!\Hikari?\Hey, Miuna?\Miuna!\Where are you going, Hikari?\Hey, Hikari! response:	Go away!
context: Hey, you octopus!\You pushed a lady and you're just going to leave her?!\Hikari?\Hey, Miuna?\Miuna!\Where are you going, Hikari?\Hey, Hikari!\Go away! response:	What?
context: You pushed a lady and you're just going to leave her?!\Hikari?\Hey, Miuna?\Miuna!\Where are you going, Hikari?\Hey, Hikari!\Go away!\What? response:	I said, go away!
context: Hikari?\Hey, Miuna?\Miuna!\Where are you going, Hikari?\Hey, Hikari!\Go away!\What?\I said, go away! response:	Hikari!
context: Hey, Miuna?\Miuna!\Where are you going, Hikari?\Hey, Hikari!\Go away!\What?\I said, go away!\Hikari! response:	Ow...
context: Miuna!\Where are you going, Hikari?\Hey, Hikari!\Go away!\What?\I said, go away!\Hikari!\Ow... response:	Man, what are you doing?
context: Where are you going, Hikari?\Hey, Hikari!\Go away!\What?\I said, go away!\Hikari!\Ow...\Man, what are you doing? response:	Sorry...
context: Hey, Hikari!\Go away!\What?\I said, go away!\Hikari!\Ow...\Man, what are you doing?\Sorry... response:	Th-Thanks.
context: Go away!\What?\I said, go away!\Hikari!\Ow...\Man, what are you doing?\Sorry...\Th-Thanks. response:	Huh?
context: What?\I said, go away!\Hikari!\Ow...\Man, what are you doing?\Sorry...\Th-Thanks.\Huh? response:	What's wrong?
context: I said, go away!\Hikari!\Ow...\Man, what are you doing?\Sorry...\Th-Thanks.\Huh?\What's wrong? response:	Fish
context: Hikari!\Ow...\Man, what are you doing?\Sorry...\Th-Thanks.\Huh?\What's wrong?\Fish response:	I didn't know there was a small shrine here...
context: Ow...\Man, what are you doing?\Sorry...\Th-Thanks.\Huh?\What's wrong?\Fish\I didn't know there was a small shrine here... response:	What's this?
context: Man, what are you doing?\Sorry...\Th-Thanks.\Huh?\What's wrong?\Fish\I didn't know there was a small shrine here...\What's this? response:	Oh, S-Sayu said that was for Uroko-sama.
context: Sorry...\Th-Thanks.\Huh?\What's wrong?\Fish\I didn't know there was a small shrine here...\What's this?\Oh, S-Sayu said that was for Uroko-sama. response:	For goodness sake,
context: Th-Thanks.\Huh?\What's wrong?\Fish\I didn't know there was a small shrine here...\What's this?\Oh, S-Sayu said that was for Uroko-sama.\For goodness sake, response:	you actually thought you could catch me with that?
context: Huh?\What's wrong?\Fish\I didn't know there was a small shrine here...\What's this?\Oh, S-Sayu said that was for Uroko-sama.\For goodness sake,\you actually thought you could catch me with that? response:	Apparently I'm rather underestimated.
context: What's wrong?\Fish\I didn't know there was a small shrine here...\What's this?\Oh, S-Sayu said that was for Uroko-sama.\For goodness sake,\you actually thought you could catch me with that?\Apparently I'm rather underestimated. response:	Uroko-sama!
context: Fish\I didn't know there was a small shrine here...\What's this?\Oh, S-Sayu said that was for Uroko-sama.\For goodness sake,\you actually thought you could catch me with that?\Apparently I'm rather underestimated.\Uroko-sama! response:	Tell Mukaido's granddaughter, Manaka...
context: I didn't know there was a small shrine here...\What's this?\Oh, S-Sayu said that was for Uroko-sama.\For goodness sake,\you actually thought you could catch me with that?\Apparently I'm rather underestimated.\Uroko-sama!\Tell Mukaido's granddaughter, Manaka... response:	That hers is still pales in comparison to the old woman's.
context: What's this?\Oh, S-Sayu said that was for Uroko-sama.\For goodness sake,\you actually thought you could catch me with that?\Apparently I'm rather underestimated.\Uroko-sama!\Tell Mukaido's granddaughter, Manaka...\That hers is still pales in comparison to the old woman's. response:	When did you come to the surface?
context: Oh, S-Sayu said that was for Uroko-sama.\For goodness sake,\you actually thought you could catch me with that?\Apparently I'm rather underestimated.\Uroko-sama!\Tell Mukaido's granddaughter, Manaka...\That hers is still pales in comparison to the old woman's.\When did you come to the surface? response:	My job is to watch over the people of the sea.
context: For goodness sake,\you actually thought you could catch me with that?\Apparently I'm rather underestimated.\Uroko-sama!\Tell Mukaido's granddaughter, Manaka...\That hers is still pales in comparison to the old woman's.\When did you come to the surface?\My job is to watch over the people of the sea. response:	However, everyone's asleep now, so I was rather bored.
context: you actually thought you could catch me with that?\Apparently I'm rather underestimated.\Uroko-sama!\Tell Mukaido's granddaughter, Manaka...\That hers is still pales in comparison to the old woman's.\When did you come to the surface?\My job is to watch over the people of the sea.\However, everyone's asleep now, so I was rather bored. response:	So you were keeping an eye on us since we were awake?
context: Apparently I'm rather underestimated.\Uroko-sama!\Tell Mukaido's granddaughter, Manaka...\That hers is still pales in comparison to the old woman's.\When did you come to the surface?\My job is to watch over the people of the sea.\However, everyone's asleep now, so I was rather bored.\So you were keeping an eye on us since we were awake? response:	Then you should have come out sooner!
context: Uroko-sama!\Tell Mukaido's granddaughter, Manaka...\That hers is still pales in comparison to the old woman's.\When did you come to the surface?\My job is to watch over the people of the sea.\However, everyone's asleep now, so I was rather bored.\So you were keeping an eye on us since we were awake?\Then you should have come out sooner! response:	I am the scale of the Sea God.
context: Tell Mukaido's granddaughter, Manaka...\That hers is still pales in comparison to the old woman's.\When did you come to the surface?\My job is to watch over the people of the sea.\However, everyone's asleep now, so I was rather bored.\So you were keeping an eye on us since we were awake?\Then you should have come out sooner!\I am the scale of the Sea God. response:	The more I'm in the sea, the more I'm bound...
context: That hers is still pales in comparison to the old woman's.\When did you come to the surface?\My job is to watch over the people of the sea.\However, everyone's asleep now, so I was rather bored.\So you were keeping an eye on us since we were awake?\Then you should have come out sooner!\I am the scale of the Sea God.\The more I'm in the sea, the more I'm bound... response:	Hm?
context: When did you come to the surface?\My job is to watch over the people of the sea.\However, everyone's asleep now, so I was rather bored.\So you were keeping an eye on us since we were awake?\Then you should have come out sooner!\I am the scale of the Sea God.\The more I'm in the sea, the more I'm bound...\Hm? response:	What a wonderful smell.
context: My job is to watch over the people of the sea.\However, everyone's asleep now, so I was rather bored.\So you were keeping an eye on us since we were awake?\Then you should have come out sooner!\I am the scale of the Sea God.\The more I'm in the sea, the more I'm bound...\Hm?\What a wonderful smell. response:	You have a womanly scent.
context: However, everyone's asleep now, so I was rather bored.\So you were keeping an eye on us since we were awake?\Then you should have come out sooner!\I am the scale of the Sea God.\The more I'm in the sea, the more I'm bound...\Hm?\What a wonderful smell.\You have a womanly scent. response:	Wha
context: So you were keeping an eye on us since we were awake?\Then you should have come out sooner!\I am the scale of the Sea God.\The more I'm in the sea, the more I'm bound...\Hm?\What a wonderful smell.\You have a womanly scent.\Wha response:	What the hell are you talking about?!
context: Then you should have come out sooner!\I am the scale of the Sea God.\The more I'm in the sea, the more I'm bound...\Hm?\What a wonderful smell.\You have a womanly scent.\Wha\What the hell are you talking about?! response:	I didn't notice this the other day, but...
context: I am the scale of the Sea God.\The more I'm in the sea, the more I'm bound...\Hm?\What a wonderful smell.\You have a womanly scent.\Wha\What the hell are you talking about?!\I didn't notice this the other day, but... response:	Oh, and your Ena's developed quite nicely.
context: The more I'm in the sea, the more I'm bound...\Hm?\What a wonderful smell.\You have a womanly scent.\Wha\What the hell are you talking about?!\I didn't notice this the other day, but...\Oh, and your Ena's developed quite nicely. response:	R-Really?
context: Hm?\What a wonderful smell.\You have a womanly scent.\Wha\What the hell are you talking about?!\I didn't notice this the other day, but...\Oh, and your Ena's developed quite nicely.\R-Really? response:	Stop it, you perverted scale!
context: What a wonderful smell.\You have a womanly scent.\Wha\What the hell are you talking about?!\I didn't notice this the other day, but...\Oh, and your Ena's developed quite nicely.\R-Really?\Stop it, you perverted scale! response:	So, what did you want?
context: You have a womanly scent.\Wha\What the hell are you talking about?!\I didn't notice this the other day, but...\Oh, and your Ena's developed quite nicely.\R-Really?\Stop it, you perverted scale!\So, what did you want? response:	Weren't you looking for me because you wanted to ask me something?
context: Wha\What the hell are you talking about?!\I didn't notice this the other day, but...\Oh, and your Ena's developed quite nicely.\R-Really?\Stop it, you perverted scale!\So, what did you want?\Weren't you looking for me because you wanted to ask me something? response:	Er, yeah!
context: What the hell are you talking about?!\I didn't notice this the other day, but...\Oh, and your Ena's developed quite nicely.\R-Really?\Stop it, you perverted scale!\So, what did you want?\Weren't you looking for me because you wanted to ask me something?\Er, yeah! response:	Uroko-sama, what's going to happen to the surface?
context: I didn't notice this the other day, but...\Oh, and your Ena's developed quite nicely.\R-Really?\Stop it, you perverted scale!\So, what did you want?\Weren't you looking for me because you wanted to ask me something?\Er, yeah!\Uroko-sama, what's going to happen to the surface? response:	Is it going to keep getting even more messed up?
context: Oh, and your Ena's developed quite nicely.\R-Really?\Stop it, you perverted scale!\So, what did you want?\Weren't you looking for me because you wanted to ask me something?\Er, yeah!\Uroko-sama, what's going to happen to the surface?\Is it going to keep getting even more messed up? response:	And what about everyone in Shishio?
context: R-Really?\Stop it, you perverted scale!\So, what did you want?\Weren't you looking for me because you wanted to ask me something?\Er, yeah!\Uroko-sama, what's going to happen to the surface?\Is it going to keep getting even more messed up?\And what about everyone in Shishio? response:	When are they going to wake up?
context: Stop it, you perverted scale!\So, what did you want?\Weren't you looking for me because you wanted to ask me something?\Er, yeah!\Uroko-sama, what's going to happen to the surface?\Is it going to keep getting even more messed up?\And what about everyone in Shishio?\When are they going to wake up? response:	Is that all you want to ask?
context: So, what did you want?\Weren't you looking for me because you wanted to ask me something?\Er, yeah!\Uroko-sama, what's going to happen to the surface?\Is it going to keep getting even more messed up?\And what about everyone in Shishio?\When are they going to wake up?\Is that all you want to ask? response:	Manaka...
context: Weren't you looking for me because you wanted to ask me something?\Er, yeah!\Uroko-sama, what's going to happen to the surface?\Is it going to keep getting even more messed up?\And what about everyone in Shishio?\When are they going to wake up?\Is that all you want to ask?\Manaka... response:	What happened to Manaka?
context: Er, yeah!\Uroko-sama, what's going to happen to the surface?\Is it going to keep getting even more messed up?\And what about everyone in Shishio?\When are they going to wake up?\Is that all you want to ask?\Manaka...\What happened to Manaka? response:	Is she never going to be able to go back to the sea?
context: Uroko-sama, what's going to happen to the surface?\Is it going to keep getting even more messed up?\And what about everyone in Shishio?\When are they going to wake up?\Is that all you want to ask?\Manaka...\What happened to Manaka?\Is she never going to be able to go back to the sea? response:	And she's forgotten a lot of stuff from before she fell asleep...
context: Is it going to keep getting even more messed up?\And what about everyone in Shishio?\When are they going to wake up?\Is that all you want to ask?\Manaka...\What happened to Manaka?\Is she never going to be able to go back to the sea?\And she's forgotten a lot of stuff from before she fell asleep... response:	What?
context: And what about everyone in Shishio?\When are they going to wake up?\Is that all you want to ask?\Manaka...\What happened to Manaka?\Is she never going to be able to go back to the sea?\And she's forgotten a lot of stuff from before she fell asleep...\What? response:	What the hell is happening to her?!
context: When are they going to wake up?\Is that all you want to ask?\Manaka...\What happened to Manaka?\Is she never going to be able to go back to the sea?\And she's forgotten a lot of stuff from before she fell asleep...\What?\What the hell is happening to her?! response:	Manaka had become the Ojoshi-sama...
context: Is that all you want to ask?\Manaka...\What happened to Manaka?\Is she never going to be able to go back to the sea?\And she's forgotten a lot of stuff from before she fell asleep...\What?\What the hell is happening to her?!\Manaka had become the Ojoshi-sama... response:	The Ojoshi-sama?!
context: Manaka...\What happened to Manaka?\Is she never going to be able to go back to the sea?\And she's forgotten a lot of stuff from before she fell asleep...\What?\What the hell is happening to her?!\Manaka had become the Ojoshi-sama...\The Ojoshi-sama?! response:	The girl who became the Sea God's sacrifice
context: What happened to Manaka?\Is she never going to be able to go back to the sea?\And she's forgotten a lot of stuff from before she fell asleep...\What?\What the hell is happening to her?!\Manaka had become the Ojoshi-sama...\The Ojoshi-sama?!\The girl who became the Sea God's sacrifice response:	and had his child...
context: Is she never going to be able to go back to the sea?\And she's forgotten a lot of stuff from before she fell asleep...\What?\What the hell is happening to her?!\Manaka had become the Ojoshi-sama...\The Ojoshi-sama?!\The girl who became the Sea God's sacrifice\and had his child... response:	She came while leaving someone she loved on the surface.
context: And she's forgotten a lot of stuff from before she fell asleep...\What?\What the hell is happening to her?!\Manaka had become the Ojoshi-sama...\The Ojoshi-sama?!\The girl who became the Sea God's sacrifice\and had his child...\She came while leaving someone she loved on the surface. response:	Seeing that she was never able to forget those feelings
context: What?\What the hell is happening to her?!\Manaka had become the Ojoshi-sama...\The Ojoshi-sama?!\The girl who became the Sea God's sacrifice\and had his child...\She came while leaving someone she loved on the surface.\Seeing that she was never able to forget those feelings response:	and started to shut everything out,
context: What the hell is happening to her?!\Manaka had become the Ojoshi-sama...\The Ojoshi-sama?!\The girl who became the Sea God's sacrifice\and had his child...\She came while leaving someone she loved on the surface.\Seeing that she was never able to forget those feelings\and started to shut everything out, response:	the Sea God returned her to the surface...
context: Manaka had become the Ojoshi-sama...\The Ojoshi-sama?!\The girl who became the Sea God's sacrifice\and had his child...\She came while leaving someone she loved on the surface.\Seeing that she was never able to forget those feelings\and started to shut everything out,\the Sea God returned her to the surface... response:	Taking something in return.
