context: A Ki! There's another unknown Ki coming this way from over there! response:	Hide! Gohan! Bulma- san!
context: Wow, all right! That's what you call good timing! Hurry and let me have one!\N- now look, you, you can't go giving strange foods to patients!\Here ya go.\I've been waiting for this moment!\Here it is, here it is. Kaio- sama sent this new gi to me for just this day.\All right! I'm off to Planet Namek!\Oh, thanks. I'm taking the rest of the senzu with me.\H- how are you planning to get to Planet Namek? response:	When Bulma's daddy came to visit me here earlier,
context: N- now look, you, you can't go giving strange foods to patients!\Here ya go.\I've been waiting for this moment!\Here it is, here it is. Kaio- sama sent this new gi to me for just this day.\All right! I'm off to Planet Namek!\Oh, thanks. I'm taking the rest of the senzu with me.\H- how are you planning to get to Planet Namek?\When Bulma's daddy came to visit me here earlier, response:	I asked him to make me a spaceship, just in case.
context: Here ya go.\I've been waiting for this moment!\Here it is, here it is. Kaio- sama sent this new gi to me for just this day.\All right! I'm off to Planet Namek!\Oh, thanks. I'm taking the rest of the senzu with me.\H- how are you planning to get to Planet Namek?\When Bulma's daddy came to visit me here earlier,\I asked him to make me a spaceship, just in case. response:	A spaceship? You mean like Kami- sama's?
context: I've been waiting for this moment!\Here it is, here it is. Kaio- sama sent this new gi to me for just this day.\All right! I'm off to Planet Namek!\Oh, thanks. I'm taking the rest of the senzu with me.\H- how are you planning to get to Planet Namek?\When Bulma's daddy came to visit me here earlier,\I asked him to make me a spaceship, just in case.\A spaceship? You mean like Kami- sama's? response:	That one was made from stuff that ain't found on Earth,
context: Here it is, here it is. Kaio- sama sent this new gi to me for just this day.\All right! I'm off to Planet Namek!\Oh, thanks. I'm taking the rest of the senzu with me.\H- how are you planning to get to Planet Namek?\When Bulma's daddy came to visit me here earlier,\I asked him to make me a spaceship, just in case.\A spaceship? You mean like Kami- sama's?\That one was made from stuff that ain't found on Earth, response:	so even Bulma's daddy said he couldn't do that.
context: All right! I'm off to Planet Namek!\Oh, thanks. I'm taking the rest of the senzu with me.\H- how are you planning to get to Planet Namek?\When Bulma's daddy came to visit me here earlier,\I asked him to make me a spaceship, just in case.\A spaceship? You mean like Kami- sama's?\That one was made from stuff that ain't found on Earth,\so even Bulma's daddy said he couldn't do that. response:	Well, then-?
context: Oh, thanks. I'm taking the rest of the senzu with me.\H- how are you planning to get to Planet Namek?\When Bulma's daddy came to visit me here earlier,\I asked him to make me a spaceship, just in case.\A spaceship? You mean like Kami- sama's?\That one was made from stuff that ain't found on Earth,\so even Bulma's daddy said he couldn't do that.\Well, then-? response:	When I thought hard about it,
context: H- how are you planning to get to Planet Namek?\When Bulma's daddy came to visit me here earlier,\I asked him to make me a spaceship, just in case.\A spaceship? You mean like Kami- sama's?\That one was made from stuff that ain't found on Earth,\so even Bulma's daddy said he couldn't do that.\Well, then-?\When I thought hard about it, response:	I realized there were still two Saiyan spaceships here on Earth.
context: When Bulma's daddy came to visit me here earlier,\I asked him to make me a spaceship, just in case.\A spaceship? You mean like Kami- sama's?\That one was made from stuff that ain't found on Earth,\so even Bulma's daddy said he couldn't do that.\Well, then-?\When I thought hard about it,\I realized there were still two Saiyan spaceships here on Earth. response:	The spaceship that my brother came here in,
context: I asked him to make me a spaceship, just in case.\A spaceship? You mean like Kami- sama's?\That one was made from stuff that ain't found on Earth,\so even Bulma's daddy said he couldn't do that.\Well, then-?\When I thought hard about it,\I realized there were still two Saiyan spaceships here on Earth.\The spaceship that my brother came here in, response:	and the spaceship that I myself came to Earth in as a kid.
context: A spaceship? You mean like Kami- sama's?\That one was made from stuff that ain't found on Earth,\so even Bulma's daddy said he couldn't do that.\Well, then-?\When I thought hard about it,\I realized there were still two Saiyan spaceships here on Earth.\The spaceship that my brother came here in,\and the spaceship that I myself came to Earth in as a kid. response:	T- that's right!
context: That one was made from stuff that ain't found on Earth,\so even Bulma's daddy said he couldn't do that.\Well, then-?\When I thought hard about it,\I realized there were still two Saiyan spaceships here on Earth.\The spaceship that my brother came here in,\and the spaceship that I myself came to Earth in as a kid.\T- that's right! response:	I had Bulma's daddy go looking for them, and while my brother's was blown up,
context: so even Bulma's daddy said he couldn't do that.\Well, then-?\When I thought hard about it,\I realized there were still two Saiyan spaceships here on Earth.\The spaceship that my brother came here in,\and the spaceship that I myself came to Earth in as a kid.\T- that's right!\I had Bulma's daddy go looking for them, and while my brother's was blown up, response:	mine was from long ago, so it was still all right.
context: Well, then-?\When I thought hard about it,\I realized there were still two Saiyan spaceships here on Earth.\The spaceship that my brother came here in,\and the spaceship that I myself came to Earth in as a kid.\T- that's right!\I had Bulma's daddy go looking for them, and while my brother's was blown up,\mine was from long ago, so it was still all right. response:	I'm having him repair and rebuild it.
context: When I thought hard about it,\I realized there were still two Saiyan spaceships here on Earth.\The spaceship that my brother came here in,\and the spaceship that I myself came to Earth in as a kid.\T- that's right!\I had Bulma's daddy go looking for them, and while my brother's was blown up,\mine was from long ago, so it was still all right.\I'm having him repair and rebuild it. response:	Kinto Un!!
context: I realized there were still two Saiyan spaceships here on Earth.\The spaceship that my brother came here in,\and the spaceship that I myself came to Earth in as a kid.\T- that's right!\I had Bulma's daddy go looking for them, and while my brother's was blown up,\mine was from long ago, so it was still all right.\I'm having him repair and rebuild it.\Kinto Un!! response:	Okay, I'll be back later.
context: The spaceship that my brother came here in,\and the spaceship that I myself came to Earth in as a kid.\T- that's right!\I had Bulma's daddy go looking for them, and while my brother's was blown up,\mine was from long ago, so it was still all right.\I'm having him repair and rebuild it.\Kinto Un!!\Okay, I'll be back later. response:	Um...
context: and the spaceship that I myself came to Earth in as a kid.\T- that's right!\I had Bulma's daddy go looking for them, and while my brother's was blown up,\mine was from long ago, so it was still all right.\I'm having him repair and rebuild it.\Kinto Un!!\Okay, I'll be back later.\Um... response:	I'm off to Bulma's house!
context: T- that's right!\I had Bulma's daddy go looking for them, and while my brother's was blown up,\mine was from long ago, so it was still all right.\I'm having him repair and rebuild it.\Kinto Un!!\Okay, I'll be back later.\Um...\I'm off to Bulma's house! response:	Ah! Goku- sa!
context: I had Bulma's daddy go looking for them, and while my brother's was blown up,\mine was from long ago, so it was still all right.\I'm having him repair and rebuild it.\Kinto Un!!\Okay, I'll be back later.\Um...\I'm off to Bulma's house!\Ah! Goku- sa! response:	Hey! Where are you goin'!?
context: mine was from long ago, so it was still all right.\I'm having him repair and rebuild it.\Kinto Un!!\Okay, I'll be back later.\Um...\I'm off to Bulma's house!\Ah! Goku- sa!\Hey! Where are you goin'!? response:	Goku- sa!!
context: I'm having him repair and rebuild it.\Kinto Un!!\Okay, I'll be back later.\Um...\I'm off to Bulma's house!\Ah! Goku- sa!\Hey! Where are you goin'!?\Goku- sa!! response:	So, where's he going?
context: Kinto Un!!\Okay, I'll be back later.\Um...\I'm off to Bulma's house!\Ah! Goku- sa!\Hey! Where are you goin'!?\Goku- sa!!\So, where's he going? response:	Hmm, well, as it turns out...
context: Okay, I'll be back later.\Um...\I'm off to Bulma's house!\Ah! Goku- sa!\Hey! Where are you goin'!?\Goku- sa!!\So, where's he going?\Hmm, well, as it turns out... response:	With things's bad as you're saying they are, what's that guy so happy for?
context: Um...\I'm off to Bulma's house!\Ah! Goku- sa!\Hey! Where are you goin'!?\Goku- sa!!\So, where's he going?\Hmm, well, as it turns out...\With things's bad as you're saying they are, what's that guy so happy for? response:	I guess it has to be his Saiyan blood. Of course, he wants to save everyone,
context: I'm off to Bulma's house!\Ah! Goku- sa!\Hey! Where are you goin'!?\Goku- sa!!\So, where's he going?\Hmm, well, as it turns out...\With things's bad as you're saying they are, what's that guy so happy for?\I guess it has to be his Saiyan blood. Of course, he wants to save everyone, response:	but more than anything, he seems thrilled to be able to fight someone so strong.
context: Ah! Goku- sa!\Hey! Where are you goin'!?\Goku- sa!!\So, where's he going?\Hmm, well, as it turns out...\With things's bad as you're saying they are, what's that guy so happy for?\I guess it has to be his Saiyan blood. Of course, he wants to save everyone,\but more than anything, he seems thrilled to be able to fight someone so strong. response:	That guy sure ain't normal, all right. I can't take being around him.
context: Hey! Where are you goin'!?\Goku- sa!!\So, where's he going?\Hmm, well, as it turns out...\With things's bad as you're saying they are, what's that guy so happy for?\I guess it has to be his Saiyan blood. Of course, he wants to save everyone,\but more than anything, he seems thrilled to be able to fight someone so strong.\That guy sure ain't normal, all right. I can't take being around him. response:	Idiot. It's obvious he's got zero chance of winning.
context: Goku- sa!!\So, where's he going?\Hmm, well, as it turns out...\With things's bad as you're saying they are, what's that guy so happy for?\I guess it has to be his Saiyan blood. Of course, he wants to save everyone,\but more than anything, he seems thrilled to be able to fight someone so strong.\That guy sure ain't normal, all right. I can't take being around him.\Idiot. It's obvious he's got zero chance of winning. response:	l can't believe it. How could there be anyone even more incredible than Vegeta?
context: So, where's he going?\Hmm, well, as it turns out...\With things's bad as you're saying they are, what's that guy so happy for?\I guess it has to be his Saiyan blood. Of course, he wants to save everyone,\but more than anything, he seems thrilled to be able to fight someone so strong.\That guy sure ain't normal, all right. I can't take being around him.\Idiot. It's obvious he's got zero chance of winning.\l can't believe it. How could there be anyone even more incredible than Vegeta? response:	Gohan, your Ki is a little too strong. Suppress it a little more.
context: Hmm, well, as it turns out...\With things's bad as you're saying they are, what's that guy so happy for?\I guess it has to be his Saiyan blood. Of course, he wants to save everyone,\but more than anything, he seems thrilled to be able to fight someone so strong.\That guy sure ain't normal, all right. I can't take being around him.\Idiot. It's obvious he's got zero chance of winning.\l can't believe it. How could there be anyone even more incredible than Vegeta?\Gohan, your Ki is a little too strong. Suppress it a little more. response:	Right.
context: With things's bad as you're saying they are, what's that guy so happy for?\I guess it has to be his Saiyan blood. Of course, he wants to save everyone,\but more than anything, he seems thrilled to be able to fight someone so strong.\That guy sure ain't normal, all right. I can't take being around him.\Idiot. It's obvious he's got zero chance of winning.\l can't believe it. How could there be anyone even more incredible than Vegeta?\Gohan, your Ki is a little too strong. Suppress it a little more.\Right. response:	Huh?
context: I guess it has to be his Saiyan blood. Of course, he wants to save everyone,\but more than anything, he seems thrilled to be able to fight someone so strong.\That guy sure ain't normal, all right. I can't take being around him.\Idiot. It's obvious he's got zero chance of winning.\l can't believe it. How could there be anyone even more incredible than Vegeta?\Gohan, your Ki is a little too strong. Suppress it a little more.\Right.\Huh? response:	Goku- chan!
context: but more than anything, he seems thrilled to be able to fight someone so strong.\That guy sure ain't normal, all right. I can't take being around him.\Idiot. It's obvious he's got zero chance of winning.\l can't believe it. How could there be anyone even more incredible than Vegeta?\Gohan, your Ki is a little too strong. Suppress it a little more.\Right.\Huh?\Goku- chan! response:	Ah, Bulma's mommy.
context: That guy sure ain't normal, all right. I can't take being around him.\Idiot. It's obvious he's got zero chance of winning.\l can't believe it. How could there be anyone even more incredible than Vegeta?\Gohan, your Ki is a little too strong. Suppress it a little more.\Right.\Huh?\Goku- chan!\Ah, Bulma's mommy. response:	Oh, my, are you all better now?
context: Idiot. It's obvious he's got zero chance of winning.\l can't believe it. How could there be anyone even more incredible than Vegeta?\Gohan, your Ki is a little too strong. Suppress it a little more.\Right.\Huh?\Goku- chan!\Ah, Bulma's mommy.\Oh, my, are you all better now? response:	As fit as you see me.
context: l can't believe it. How could there be anyone even more incredible than Vegeta?\Gohan, your Ki is a little too strong. Suppress it a little more.\Right.\Huh?\Goku- chan!\Ah, Bulma's mommy.\Oh, my, are you all better now?\As fit as you see me. response:	By the way, is the reconstruction on the spaceship that I asked for finished?
context: Gohan, your Ki is a little too strong. Suppress it a little more.\Right.\Huh?\Goku- chan!\Ah, Bulma's mommy.\Oh, my, are you all better now?\As fit as you see me.\By the way, is the reconstruction on the spaceship that I asked for finished? response:	Well, I'm not sure. It looked like he was still working on something.
context: Right.\Huh?\Goku- chan!\Ah, Bulma's mommy.\Oh, my, are you all better now?\As fit as you see me.\By the way, is the reconstruction on the spaceship that I asked for finished?\Well, I'm not sure. It looked like he was still working on something. response:	He ain't done yet? That's a problem...
context: Huh?\Goku- chan!\Ah, Bulma's mommy.\Oh, my, are you all better now?\As fit as you see me.\By the way, is the reconstruction on the spaceship that I asked for finished?\Well, I'm not sure. It looked like he was still working on something.\He ain't done yet? That's a problem... response:	It's in the inner yard. Let's go there.
context: Goku- chan!\Ah, Bulma's mommy.\Oh, my, are you all better now?\As fit as you see me.\By the way, is the reconstruction on the spaceship that I asked for finished?\Well, I'm not sure. It looked like he was still working on something.\He ain't done yet? That's a problem...\It's in the inner yard. Let's go there. response:	You know, I never thought that little Goku- chan would grow up to be so handsome.
context: Ah, Bulma's mommy.\Oh, my, are you all better now?\As fit as you see me.\By the way, is the reconstruction on the spaceship that I asked for finished?\Well, I'm not sure. It looked like he was still working on something.\He ain't done yet? That's a problem...\It's in the inner yard. Let's go there.\You know, I never thought that little Goku- chan would grow up to be so handsome. response:	Say, let's date sometime, okay, okay?
context: Oh, my, are you all better now?\As fit as you see me.\By the way, is the reconstruction on the spaceship that I asked for finished?\Well, I'm not sure. It looked like he was still working on something.\He ain't done yet? That's a problem...\It's in the inner yard. Let's go there.\You know, I never thought that little Goku- chan would grow up to be so handsome.\Say, let's date sometime, okay, okay? response:	I- I have to beat that Saiyan before I can do that...
context: As fit as you see me.\By the way, is the reconstruction on the spaceship that I asked for finished?\Well, I'm not sure. It looked like he was still working on something.\He ain't done yet? That's a problem...\It's in the inner yard. Let's go there.\You know, I never thought that little Goku- chan would grow up to be so handsome.\Say, let's date sometime, okay, okay?\I- I have to beat that Saiyan before I can do that... response:	You're so busy, aren't you?
context: By the way, is the reconstruction on the spaceship that I asked for finished?\Well, I'm not sure. It looked like he was still working on something.\He ain't done yet? That's a problem...\It's in the inner yard. Let's go there.\You know, I never thought that little Goku- chan would grow up to be so handsome.\Say, let's date sometime, okay, okay?\I- I have to beat that Saiyan before I can do that...\You're so busy, aren't you? response:	Oh, right, I discovered this terribly delicious cake shop not long ago,
context: Well, I'm not sure. It looked like he was still working on something.\He ain't done yet? That's a problem...\It's in the inner yard. Let's go there.\You know, I never thought that little Goku- chan would grow up to be so handsome.\Say, let's date sometime, okay, okay?\I- I have to beat that Saiyan before I can do that...\You're so busy, aren't you?\Oh, right, I discovered this terribly delicious cake shop not long ago, response:	and it's all thanks to you, Goku- chan. If the earth had been lost,
context: He ain't done yet? That's a problem...\It's in the inner yard. Let's go there.\You know, I never thought that little Goku- chan would grow up to be so handsome.\Say, let's date sometime, okay, okay?\I- I have to beat that Saiyan before I can do that...\You're so busy, aren't you?\Oh, right, I discovered this terribly delicious cake shop not long ago,\and it's all thanks to you, Goku- chan. If the earth had been lost, response:	I wouldn't have been able to eat any of it. Thank goodness for that.
context: It's in the inner yard. Let's go there.\You know, I never thought that little Goku- chan would grow up to be so handsome.\Say, let's date sometime, okay, okay?\I- I have to beat that Saiyan before I can do that...\You're so busy, aren't you?\Oh, right, I discovered this terribly delicious cake shop not long ago,\and it's all thanks to you, Goku- chan. If the earth had been lost,\I wouldn't have been able to eat any of it. Thank goodness for that. response:	I guess so.
context: You know, I never thought that little Goku- chan would grow up to be so handsome.\Say, let's date sometime, okay, okay?\I- I have to beat that Saiyan before I can do that...\You're so busy, aren't you?\Oh, right, I discovered this terribly delicious cake shop not long ago,\and it's all thanks to you, Goku- chan. If the earth had been lost,\I wouldn't have been able to eat any of it. Thank goodness for that.\I guess so. response:	Dear, Goku- chan is here!
context: Say, let's date sometime, okay, okay?\I- I have to beat that Saiyan before I can do that...\You're so busy, aren't you?\Oh, right, I discovered this terribly delicious cake shop not long ago,\and it's all thanks to you, Goku- chan. If the earth had been lost,\I wouldn't have been able to eat any of it. Thank goodness for that.\I guess so.\Dear, Goku- chan is here! response:	I- is this...
context: I- I have to beat that Saiyan before I can do that...\You're so busy, aren't you?\Oh, right, I discovered this terribly delicious cake shop not long ago,\and it's all thanks to you, Goku- chan. If the earth had been lost,\I wouldn't have been able to eat any of it. Thank goodness for that.\I guess so.\Dear, Goku- chan is here!\I- is this... response:	It's huge!
context: You're so busy, aren't you?\Oh, right, I discovered this terribly delicious cake shop not long ago,\and it's all thanks to you, Goku- chan. If the earth had been lost,\I wouldn't have been able to eat any of it. Thank goodness for that.\I guess so.\Dear, Goku- chan is here!\I- is this...\It's huge! response:	Oh, Goku, you're better already?
context: Oh, right, I discovered this terribly delicious cake shop not long ago,\and it's all thanks to you, Goku- chan. If the earth had been lost,\I wouldn't have been able to eat any of it. Thank goodness for that.\I guess so.\Dear, Goku- chan is here!\I- is this...\It's huge!\Oh, Goku, you're better already? response:	Yeah, thanks to a senzu. This is mine, right?
context: and it's all thanks to you, Goku- chan. If the earth had been lost,\I wouldn't have been able to eat any of it. Thank goodness for that.\I guess so.\Dear, Goku- chan is here!\I- is this...\It's huge!\Oh, Goku, you're better already?\Yeah, thanks to a senzu. This is mine, right? response:	Is it true it ain't finished yet?
context: I wouldn't have been able to eat any of it. Thank goodness for that.\I guess so.\Dear, Goku- chan is here!\I- is this...\It's huge!\Oh, Goku, you're better already?\Yeah, thanks to a senzu. This is mine, right?\Is it true it ain't finished yet? response:	Yeah, there's still a little bit left on it. Well, come on in and see.
context: I guess so.\Dear, Goku- chan is here!\I- is this...\It's huge!\Oh, Goku, you're better already?\Yeah, thanks to a senzu. This is mine, right?\Is it true it ain't finished yet?\Yeah, there's still a little bit left on it. Well, come on in and see. response:	Okay, I'll go get us something to drink.
context: Dear, Goku- chan is here!\I- is this...\It's huge!\Oh, Goku, you're better already?\Yeah, thanks to a senzu. This is mine, right?\Is it true it ain't finished yet?\Yeah, there's still a little bit left on it. Well, come on in and see.\Okay, I'll go get us something to drink. response:	Thanks.
context: I- is this...\It's huge!\Oh, Goku, you're better already?\Yeah, thanks to a senzu. This is mine, right?\Is it true it ain't finished yet?\Yeah, there's still a little bit left on it. Well, come on in and see.\Okay, I'll go get us something to drink.\Thanks. response:	This is incredible! I'm surprised that teeny spaceship has become this.
context: It's huge!\Oh, Goku, you're better already?\Yeah, thanks to a senzu. This is mine, right?\Is it true it ain't finished yet?\Yeah, there's still a little bit left on it. Well, come on in and see.\Okay, I'll go get us something to drink.\Thanks.\This is incredible! I'm surprised that teeny spaceship has become this. response:	Nothing to it. Everything is as you ordered.
context: Oh, Goku, you're better already?\Yeah, thanks to a senzu. This is mine, right?\Is it true it ain't finished yet?\Yeah, there's still a little bit left on it. Well, come on in and see.\Okay, I'll go get us something to drink.\Thanks.\This is incredible! I'm surprised that teeny spaceship has become this.\Nothing to it. Everything is as you ordered. response:	I can train just fine like this.
context: Yeah, thanks to a senzu. This is mine, right?\Is it true it ain't finished yet?\Yeah, there's still a little bit left on it. Well, come on in and see.\Okay, I'll go get us something to drink.\Thanks.\This is incredible! I'm surprised that teeny spaceship has become this.\Nothing to it. Everything is as you ordered.\I can train just fine like this. response:	I took great pains. It was hard to find your spaceship.
context: Is it true it ain't finished yet?\Yeah, there's still a little bit left on it. Well, come on in and see.\Okay, I'll go get us something to drink.\Thanks.\This is incredible! I'm surprised that teeny spaceship has become this.\Nothing to it. Everything is as you ordered.\I can train just fine like this.\I took great pains. It was hard to find your spaceship. response:	It was broken into little pieces, you know.
context: Yeah, there's still a little bit left on it. Well, come on in and see.\Okay, I'll go get us something to drink.\Thanks.\This is incredible! I'm surprised that teeny spaceship has become this.\Nothing to it. Everything is as you ordered.\I can train just fine like this.\I took great pains. It was hard to find your spaceship.\It was broken into little pieces, you know. response:	Still, lucky for us,
context: Okay, I'll go get us something to drink.\Thanks.\This is incredible! I'm surprised that teeny spaceship has become this.\Nothing to it. Everything is as you ordered.\I can train just fine like this.\I took great pains. It was hard to find your spaceship.\It was broken into little pieces, you know.\Still, lucky for us, response:	the important parts were left intact, but I had to rebuild most of it.
context: Thanks.\This is incredible! I'm surprised that teeny spaceship has become this.\Nothing to it. Everything is as you ordered.\I can train just fine like this.\I took great pains. It was hard to find your spaceship.\It was broken into little pieces, you know.\Still, lucky for us,\the important parts were left intact, but I had to rebuild most of it. response:	My spaceship was in pieces!?
context: This is incredible! I'm surprised that teeny spaceship has become this.\Nothing to it. Everything is as you ordered.\I can train just fine like this.\I took great pains. It was hard to find your spaceship.\It was broken into little pieces, you know.\Still, lucky for us,\the important parts were left intact, but I had to rebuild most of it.\My spaceship was in pieces!? response:	That's strange. I wonder if I busted it when I was a kid.
context: Nothing to it. Everything is as you ordered.\I can train just fine like this.\I took great pains. It was hard to find your spaceship.\It was broken into little pieces, you know.\Still, lucky for us,\the important parts were left intact, but I had to rebuild most of it.\My spaceship was in pieces!?\That's strange. I wonder if I busted it when I was a kid. response:	You know, this Saiyan science is absolutely amazing.
context: I can train just fine like this.\I took great pains. It was hard to find your spaceship.\It was broken into little pieces, you know.\Still, lucky for us,\the important parts were left intact, but I had to rebuild most of it.\My spaceship was in pieces!?\That's strange. I wonder if I busted it when I was a kid.\You know, this Saiyan science is absolutely amazing. response:	Huh? Um, where is the artificial gravity device thing?
context: I took great pains. It was hard to find your spaceship.\It was broken into little pieces, you know.\Still, lucky for us,\the important parts were left intact, but I had to rebuild most of it.\My spaceship was in pieces!?\That's strange. I wonder if I busted it when I was a kid.\You know, this Saiyan science is absolutely amazing.\Huh? Um, where is the artificial gravity device thing? response:	Oh, this is it over here.
context: It was broken into little pieces, you know.\Still, lucky for us,\the important parts were left intact, but I had to rebuild most of it.\My spaceship was in pieces!?\That's strange. I wonder if I busted it when I was a kid.\You know, this Saiyan science is absolutely amazing.\Huh? Um, where is the artificial gravity device thing?\Oh, this is it over here. response:	Wow, this thing, huh?
context: Still, lucky for us,\the important parts were left intact, but I had to rebuild most of it.\My spaceship was in pieces!?\That's strange. I wonder if I busted it when I was a kid.\You know, this Saiyan science is absolutely amazing.\Huh? Um, where is the artificial gravity device thing?\Oh, this is it over here.\Wow, this thing, huh? response:	Let's see, this is the switch.
context: the important parts were left intact, but I had to rebuild most of it.\My spaceship was in pieces!?\That's strange. I wonder if I busted it when I was a kid.\You know, this Saiyan science is absolutely amazing.\Huh? Um, where is the artificial gravity device thing?\Oh, this is it over here.\Wow, this thing, huh?\Let's see, this is the switch. response:	This is the controller.
context: My spaceship was in pieces!?\That's strange. I wonder if I busted it when I was a kid.\You know, this Saiyan science is absolutely amazing.\Huh? Um, where is the artificial gravity device thing?\Oh, this is it over here.\Wow, this thing, huh?\Let's see, this is the switch.\This is the controller. response:	As you ordered, it can generate at most 100 Gs worth of gravity,
context: That's strange. I wonder if I busted it when I was a kid.\You know, this Saiyan science is absolutely amazing.\Huh? Um, where is the artificial gravity device thing?\Oh, this is it over here.\Wow, this thing, huh?\Let's see, this is the switch.\This is the controller.\As you ordered, it can generate at most 100 Gs worth of gravity, response:	but even for you, isn't that a bit reckless?
context: You know, this Saiyan science is absolutely amazing.\Huh? Um, where is the artificial gravity device thing?\Oh, this is it over here.\Wow, this thing, huh?\Let's see, this is the switch.\This is the controller.\As you ordered, it can generate at most 100 Gs worth of gravity,\but even for you, isn't that a bit reckless? response:	At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.
context: Huh? Um, where is the artificial gravity device thing?\Oh, this is it over here.\Wow, this thing, huh?\Let's see, this is the switch.\This is the controller.\As you ordered, it can generate at most 100 Gs worth of gravity,\but even for you, isn't that a bit reckless?\At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos. response:	That's six tons. Ordinarily, that would kill you.
context: Oh, this is it over here.\Wow, this thing, huh?\Let's see, this is the switch.\This is the controller.\As you ordered, it can generate at most 100 Gs worth of gravity,\but even for you, isn't that a bit reckless?\At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.\That's six tons. Ordinarily, that would kill you. response:	That's okay. If I don't train someplace like that,
context: Wow, this thing, huh?\Let's see, this is the switch.\This is the controller.\As you ordered, it can generate at most 100 Gs worth of gravity,\but even for you, isn't that a bit reckless?\At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.\That's six tons. Ordinarily, that would kill you.\That's okay. If I don't train someplace like that, response:	I won't be able to beat that Saiyan.
context: Let's see, this is the switch.\This is the controller.\As you ordered, it can generate at most 100 Gs worth of gravity,\but even for you, isn't that a bit reckless?\At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.\That's six tons. Ordinarily, that would kill you.\That's okay. If I don't train someplace like that,\I won't be able to beat that Saiyan. response:	So, can't this thing fly yet?
context: This is the controller.\As you ordered, it can generate at most 100 Gs worth of gravity,\but even for you, isn't that a bit reckless?\At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.\That's six tons. Ordinarily, that would kill you.\That's okay. If I don't train someplace like that,\I won't be able to beat that Saiyan.\So, can't this thing fly yet? response:	It can fly anywhere you want to. Even to the ends of the universe.
context: As you ordered, it can generate at most 100 Gs worth of gravity,\but even for you, isn't that a bit reckless?\At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.\That's six tons. Ordinarily, that would kill you.\That's okay. If I don't train someplace like that,\I won't be able to beat that Saiyan.\So, can't this thing fly yet?\It can fly anywhere you want to. Even to the ends of the universe. response:	Huh? Then...
context: but even for you, isn't that a bit reckless?\At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.\That's six tons. Ordinarily, that would kill you.\That's okay. If I don't train someplace like that,\I won't be able to beat that Saiyan.\So, can't this thing fly yet?\It can fly anywhere you want to. Even to the ends of the universe.\Huh? Then... response:	Uh, the bathroom, kitchen and bedroom are down that ladder...
context: At 100 Gs, after all, if you weigh 60 kilos, that will become 6000 kilos.\That's six tons. Ordinarily, that would kill you.\That's okay. If I don't train someplace like that,\I won't be able to beat that Saiyan.\So, can't this thing fly yet?\It can fly anywhere you want to. Even to the ends of the universe.\Huh? Then...\Uh, the bathroom, kitchen and bedroom are down that ladder... response:	Say, then what still ain't done yet?
context: That's six tons. Ordinarily, that would kill you.\That's okay. If I don't train someplace like that,\I won't be able to beat that Saiyan.\So, can't this thing fly yet?\It can fly anywhere you want to. Even to the ends of the universe.\Huh? Then...\Uh, the bathroom, kitchen and bedroom are down that ladder...\Say, then what still ain't done yet? response:	I can't quite settle on the placement for the stereo speakers.
context: That's okay. If I don't train someplace like that,\I won't be able to beat that Saiyan.\So, can't this thing fly yet?\It can fly anywhere you want to. Even to the ends of the universe.\Huh? Then...\Uh, the bathroom, kitchen and bedroom are down that ladder...\Say, then what still ain't done yet?\I can't quite settle on the placement for the stereo speakers. response:	As long as you're listening to it, you want it to sound good, don't you?
context: I won't be able to beat that Saiyan.\So, can't this thing fly yet?\It can fly anywhere you want to. Even to the ends of the universe.\Huh? Then...\Uh, the bathroom, kitchen and bedroom are down that ladder...\Say, then what still ain't done yet?\I can't quite settle on the placement for the stereo speakers.\As long as you're listening to it, you want it to sound good, don't you? response:	T- that's all!? When you say it ain't finished, is that all you mean!?
context: So, can't this thing fly yet?\It can fly anywhere you want to. Even to the ends of the universe.\Huh? Then...\Uh, the bathroom, kitchen and bedroom are down that ladder...\Say, then what still ain't done yet?\I can't quite settle on the placement for the stereo speakers.\As long as you're listening to it, you want it to sound good, don't you?\T- that's all!? When you say it ain't finished, is that all you mean!? response:	Is that all?
context: It can fly anywhere you want to. Even to the ends of the universe.\Huh? Then...\Uh, the bathroom, kitchen and bedroom are down that ladder...\Say, then what still ain't done yet?\I can't quite settle on the placement for the stereo speakers.\As long as you're listening to it, you want it to sound good, don't you?\T- that's all!? When you say it ain't finished, is that all you mean!?\Is that all? response:	When you consider reverberations and everything, it's quite difficult.
context: Huh? Then...\Uh, the bathroom, kitchen and bedroom are down that ladder...\Say, then what still ain't done yet?\I can't quite settle on the placement for the stereo speakers.\As long as you're listening to it, you want it to sound good, don't you?\T- that's all!? When you say it ain't finished, is that all you mean!?\Is that all?\When you consider reverberations and everything, it's quite difficult. response:	I- I don't care where the stereo is placed! I'm in a hurry here! I'll leave right now!
