context: Helpful Advice from Golubaeser Asako response:	Helpful Advice from Golubaeser Asako!
context: Anyway, Haru-kun... Did anything happen with Mitty?\yrotsiH esenapaJ\Huh? Nothing happened.\It sounds like she's thinking things through right now.\Huh?\She said that she's going to think about our relationship.\When did she say that?\During the cultural festival. response:	A month ago?!
context: yrotsiH esenapaJ\Huh? Nothing happened.\It sounds like she's thinking things through right now.\Huh?\She said that she's going to think about our relationship.\When did she say that?\During the cultural festival.\A month ago?! response:	Oh, I think I understand...
context: Huh? Nothing happened.\It sounds like she's thinking things through right now.\Huh?\She said that she's going to think about our relationship.\When did she say that?\During the cultural festival.\A month ago?!\Oh, I think I understand... response:	why they're not making any progress.
context: It sounds like she's thinking things through right now.\Huh?\She said that she's going to think about our relationship.\When did she say that?\During the cultural festival.\A month ago?!\Oh, I think I understand...\why they're not making any progress. response:	Yoshida, how do I do this one?
context: Huh?\She said that she's going to think about our relationship.\When did she say that?\During the cultural festival.\A month ago?!\Oh, I think I understand...\why they're not making any progress.\Yoshida, how do I do this one? response:	Because of him.
context: She said that she's going to think about our relationship.\When did she say that?\During the cultural festival.\A month ago?!\Oh, I think I understand...\why they're not making any progress.\Yoshida, how do I do this one?\Because of him. response:	Huh?
context: When did she say that?\During the cultural festival.\A month ago?!\Oh, I think I understand...\why they're not making any progress.\Yoshida, how do I do this one?\Because of him.\Huh? response:	He's satisfied with the way things are,
context: During the cultural festival.\A month ago?!\Oh, I think I understand...\why they're not making any progress.\Yoshida, how do I do this one?\Because of him.\Huh?\He's satisfied with the way things are, response:	Like I said, you just do this and this.
context: A month ago?!\Oh, I think I understand...\why they're not making any progress.\Yoshida, how do I do this one?\Because of him.\Huh?\He's satisfied with the way things are,\Like I said, you just do this and this. response:	so it's all up to Mitty.
context: Oh, I think I understand...\why they're not making any progress.\Yoshida, how do I do this one?\Because of him.\Huh?\He's satisfied with the way things are,\Like I said, you just do this and this.\so it's all up to Mitty. response:	Can you explain it in a way I can understand?
context: why they're not making any progress.\Yoshida, how do I do this one?\Because of him.\Huh?\He's satisfied with the way things are,\Like I said, you just do this and this.\so it's all up to Mitty.\Can you explain it in a way I can understand? response:	If he doesn't do something,
context: Yoshida, how do I do this one?\Because of him.\Huh?\He's satisfied with the way things are,\Like I said, you just do this and this.\so it's all up to Mitty.\Can you explain it in a way I can understand?\If he doesn't do something, response:	Mitty will move on without him!
context: Because of him.\Huh?\He's satisfied with the way things are,\Like I said, you just do this and this.\so it's all up to Mitty.\Can you explain it in a way I can understand?\If he doesn't do something,\Mitty will move on without him! response:	Here's the answer.
context: Huh?\He's satisfied with the way things are,\Like I said, you just do this and this.\so it's all up to Mitty.\Can you explain it in a way I can understand?\If he doesn't do something,\Mitty will move on without him!\Here's the answer. response:	I wish everything was this easy.
context: He's satisfied with the way things are,\Like I said, you just do this and this.\so it's all up to Mitty.\Can you explain it in a way I can understand?\If he doesn't do something,\Mitty will move on without him!\Here's the answer.\I wish everything was this easy. response:	Hmm? What do you mean?
context: Like I said, you just do this and this.\so it's all up to Mitty.\Can you explain it in a way I can understand?\If he doesn't do something,\Mitty will move on without him!\Here's the answer.\I wish everything was this easy.\Hmm? What do you mean? response:	I thought that people in love were supposed to get together,
context: so it's all up to Mitty.\Can you explain it in a way I can understand?\If he doesn't do something,\Mitty will move on without him!\Here's the answer.\I wish everything was this easy.\Hmm? What do you mean?\I thought that people in love were supposed to get together, response:	but I'm not sure if anything's changed.
context: Can you explain it in a way I can understand?\If he doesn't do something,\Mitty will move on without him!\Here's the answer.\I wish everything was this easy.\Hmm? What do you mean?\I thought that people in love were supposed to get together,\but I'm not sure if anything's changed. response:	Yeah, I know what you mean.
context: If he doesn't do something,\Mitty will move on without him!\Here's the answer.\I wish everything was this easy.\Hmm? What do you mean?\I thought that people in love were supposed to get together,\but I'm not sure if anything's changed.\Yeah, I know what you mean. response:	What are couples supposed to do?
context: Mitty will move on without him!\Here's the answer.\I wish everything was this easy.\Hmm? What do you mean?\I thought that people in love were supposed to get together,\but I'm not sure if anything's changed.\Yeah, I know what you mean.\What are couples supposed to do? response:	Well, I can think of one thing to do.
context: Here's the answer.\I wish everything was this easy.\Hmm? What do you mean?\I thought that people in love were supposed to get together,\but I'm not sure if anything's changed.\Yeah, I know what you mean.\What are couples supposed to do?\Well, I can think of one thing to do. response:	But we're talking about Mizutani-san.
context: I wish everything was this easy.\Hmm? What do you mean?\I thought that people in love were supposed to get together,\but I'm not sure if anything's changed.\Yeah, I know what you mean.\What are couples supposed to do?\Well, I can think of one thing to do.\But we're talking about Mizutani-san. response:	I don't like where this is going...
context: Hmm? What do you mean?\I thought that people in love were supposed to get together,\but I'm not sure if anything's changed.\Yeah, I know what you mean.\What are couples supposed to do?\Well, I can think of one thing to do.\But we're talking about Mizutani-san.\I don't like where this is going... response:	Huh?
context: I thought that people in love were supposed to get together,\but I'm not sure if anything's changed.\Yeah, I know what you mean.\What are couples supposed to do?\Well, I can think of one thing to do.\But we're talking about Mizutani-san.\I don't like where this is going...\Huh? response:	I-I completely forgot.
context: but I'm not sure if anything's changed.\Yeah, I know what you mean.\What are couples supposed to do?\Well, I can think of one thing to do.\But we're talking about Mizutani-san.\I don't like where this is going...\Huh?\I-I completely forgot. response:	I told Haru that I was going to think about our relationship.
context: Yeah, I know what you mean.\What are couples supposed to do?\Well, I can think of one thing to do.\But we're talking about Mizutani-san.\I don't like where this is going...\Huh?\I-I completely forgot.\I told Haru that I was going to think about our relationship. response:	Oh! Mitty!
context: What are couples supposed to do?\Well, I can think of one thing to do.\But we're talking about Mizutani-san.\I don't like where this is going...\Huh?\I-I completely forgot.\I told Haru that I was going to think about our relationship.\Oh! Mitty! response:	You're here!
context: Well, I can think of one thing to do.\But we're talking about Mizutani-san.\I don't like where this is going...\Huh?\I-I completely forgot.\I told Haru that I was going to think about our relationship.\Oh! Mitty!\You're here! response:	I just stopped in for a minute.
context: But we're talking about Mizutani-san.\I don't like where this is going...\Huh?\I-I completely forgot.\I told Haru that I was going to think about our relationship.\Oh! Mitty!\You're here!\I just stopped in for a minute. response:	Dad kept telling me I should come.
context: I don't like where this is going...\Huh?\I-I completely forgot.\I told Haru that I was going to think about our relationship.\Oh! Mitty!\You're here!\I just stopped in for a minute.\Dad kept telling me I should come. response:	This is from him.
context: Huh?\I-I completely forgot.\I told Haru that I was going to think about our relationship.\Oh! Mitty!\You're here!\I just stopped in for a minute.\Dad kept telling me I should come.\This is from him. response:	Yay! Sweets!
context: I-I completely forgot.\I told Haru that I was going to think about our relationship.\Oh! Mitty!\You're here!\I just stopped in for a minute.\Dad kept telling me I should come.\This is from him.\Yay! Sweets! response:	Were they waiting for me?
context: I told Haru that I was going to think about our relationship.\Oh! Mitty!\You're here!\I just stopped in for a minute.\Dad kept telling me I should come.\This is from him.\Yay! Sweets!\Were they waiting for me? response:	Haru, do you have a moment?
context: Oh! Mitty!\You're here!\I just stopped in for a minute.\Dad kept telling me I should come.\This is from him.\Yay! Sweets!\Were they waiting for me?\Haru, do you have a moment? response:	I brought him outside, but what now?
context: You're here!\I just stopped in for a minute.\Dad kept telling me I should come.\This is from him.\Yay! Sweets!\Were they waiting for me?\Haru, do you have a moment?\I brought him outside, but what now? response:	Was your dad's place okay?
context: I just stopped in for a minute.\Dad kept telling me I should come.\This is from him.\Yay! Sweets!\Were they waiting for me?\Haru, do you have a moment?\I brought him outside, but what now?\Was your dad's place okay? response:	Oh, you mean his store?
context: Dad kept telling me I should come.\This is from him.\Yay! Sweets!\Were they waiting for me?\Haru, do you have a moment?\I brought him outside, but what now?\Was your dad's place okay?\Oh, you mean his store? response:	My dad called a friend, so it doesn't look like it'll take too long.
context: This is from him.\Yay! Sweets!\Were they waiting for me?\Haru, do you have a moment?\I brought him outside, but what now?\Was your dad's place okay?\Oh, you mean his store?\My dad called a friend, so it doesn't look like it'll take too long. response:	Your dad said that
context: Yay! Sweets!\Were they waiting for me?\Haru, do you have a moment?\I brought him outside, but what now?\Was your dad's place okay?\Oh, you mean his store?\My dad called a friend, so it doesn't look like it'll take too long.\Your dad said that response:	you were lonely because your mom had to work.
context: Were they waiting for me?\Haru, do you have a moment?\I brought him outside, but what now?\Was your dad's place okay?\Oh, you mean his store?\My dad called a friend, so it doesn't look like it'll take too long.\Your dad said that\you were lonely because your mom had to work. response:	Is that true?
context: Haru, do you have a moment?\I brought him outside, but what now?\Was your dad's place okay?\Oh, you mean his store?\My dad called a friend, so it doesn't look like it'll take too long.\Your dad said that\you were lonely because your mom had to work.\Is that true? response:	Yeah, if that's what he thinks, he should go find a job...
context: I brought him outside, but what now?\Was your dad's place okay?\Oh, you mean his store?\My dad called a friend, so it doesn't look like it'll take too long.\Your dad said that\you were lonely because your mom had to work.\Is that true?\Yeah, if that's what he thinks, he should go find a job... response:	I want to be like Mom.
context: Was your dad's place okay?\Oh, you mean his store?\My dad called a friend, so it doesn't look like it'll take too long.\Your dad said that\you were lonely because your mom had to work.\Is that true?\Yeah, if that's what he thinks, he should go find a job...\I want to be like Mom. response:	I want to become a working woman.
context: Oh, you mean his store?\My dad called a friend, so it doesn't look like it'll take too long.\Your dad said that\you were lonely because your mom had to work.\Is that true?\Yeah, if that's what he thinks, he should go find a job...\I want to be like Mom.\I want to become a working woman. response:	But the pot...
context: My dad called a friend, so it doesn't look like it'll take too long.\Your dad said that\you were lonely because your mom had to work.\Is that true?\Yeah, if that's what he thinks, he should go find a job...\I want to be like Mom.\I want to become a working woman.\But the pot... response:	Pot?
context: Your dad said that\you were lonely because your mom had to work.\Is that true?\Yeah, if that's what he thinks, he should go find a job...\I want to be like Mom.\I want to become a working woman.\But the pot...\Pot? response:	For holding water.
context: you were lonely because your mom had to work.\Is that true?\Yeah, if that's what he thinks, he should go find a job...\I want to be like Mom.\I want to become a working woman.\But the pot...\Pot?\For holding water. response:	There was a large one in our yard.
context: Is that true?\Yeah, if that's what he thinks, he should go find a job...\I want to be like Mom.\I want to become a working woman.\But the pot...\Pot?\For holding water.\There was a large one in our yard. response:	We were going to keep goldfish in it,
context: Yeah, if that's what he thinks, he should go find a job...\I want to be like Mom.\I want to become a working woman.\But the pot...\Pot?\For holding water.\There was a large one in our yard.\We were going to keep goldfish in it, response:	but it didn't work out.
context: I want to be like Mom.\I want to become a working woman.\But the pot...\Pot?\For holding water.\There was a large one in our yard.\We were going to keep goldfish in it,\but it didn't work out. response:	I wasn't that interested in the goldfish,
context: I want to become a working woman.\But the pot...\Pot?\For holding water.\There was a large one in our yard.\We were going to keep goldfish in it,\but it didn't work out.\I wasn't that interested in the goldfish, response:	but I read books and bought food
context: But the pot...\Pot?\For holding water.\There was a large one in our yard.\We were going to keep goldfish in it,\but it didn't work out.\I wasn't that interested in the goldfish,\but I read books and bought food response:	and was all ready to have one, so I was sort of disappointed.
context: Pot?\For holding water.\There was a large one in our yard.\We were going to keep goldfish in it,\but it didn't work out.\I wasn't that interested in the goldfish,\but I read books and bought food\and was all ready to have one, so I was sort of disappointed. response:	I concluded that I was disappointed because I built up my expectations.
context: For holding water.\There was a large one in our yard.\We were going to keep goldfish in it,\but it didn't work out.\I wasn't that interested in the goldfish,\but I read books and bought food\and was all ready to have one, so I was sort of disappointed.\I concluded that I was disappointed because I built up my expectations. response:	Huh?
context: There was a large one in our yard.\We were going to keep goldfish in it,\but it didn't work out.\I wasn't that interested in the goldfish,\but I read books and bought food\and was all ready to have one, so I was sort of disappointed.\I concluded that I was disappointed because I built up my expectations.\Huh? response:	Was I lonely then?
context: We were going to keep goldfish in it,\but it didn't work out.\I wasn't that interested in the goldfish,\but I read books and bought food\and was all ready to have one, so I was sort of disappointed.\I concluded that I was disappointed because I built up my expectations.\Huh?\Was I lonely then? response:	Okay, I have something good for you.
context: but it didn't work out.\I wasn't that interested in the goldfish,\but I read books and bought food\and was all ready to have one, so I was sort of disappointed.\I concluded that I was disappointed because I built up my expectations.\Huh?\Was I lonely then?\Okay, I have something good for you. response:	Huh?
context: I wasn't that interested in the goldfish,\but I read books and bought food\and was all ready to have one, so I was sort of disappointed.\I concluded that I was disappointed because I built up my expectations.\Huh?\Was I lonely then?\Okay, I have something good for you.\Huh? response:	Come with me.
context: but I read books and bought food\and was all ready to have one, so I was sort of disappointed.\I concluded that I was disappointed because I built up my expectations.\Huh?\Was I lonely then?\Okay, I have something good for you.\Huh?\Come with me. response:	Stupid.
context: and was all ready to have one, so I was sort of disappointed.\I concluded that I was disappointed because I built up my expectations.\Huh?\Was I lonely then?\Okay, I have something good for you.\Huh?\Come with me.\Stupid. response:	You can't feel lonely if there's no one else around.
context: I concluded that I was disappointed because I built up my expectations.\Huh?\Was I lonely then?\Okay, I have something good for you.\Huh?\Come with me.\Stupid.\You can't feel lonely if there's no one else around. response:	Haru.
context: Huh?\Was I lonely then?\Okay, I have something good for you.\Huh?\Come with me.\Stupid.\You can't feel lonely if there's no one else around.\Haru. response:	Stop! I don't need any crayfish!
context: Was I lonely then?\Okay, I have something good for you.\Huh?\Come with me.\Stupid.\You can't feel lonely if there's no one else around.\Haru.\Stop! I don't need any crayfish! response:	What? But there's a huge one around here.
context: Okay, I have something good for you.\Huh?\Come with me.\Stupid.\You can't feel lonely if there's no one else around.\Haru.\Stop! I don't need any crayfish!\What? But there's a huge one around here. response:	I wasn't saying that I wanted to keep a pet in the pot!
context: Huh?\Come with me.\Stupid.\You can't feel lonely if there's no one else around.\Haru.\Stop! I don't need any crayfish!\What? But there's a huge one around here.\I wasn't saying that I wanted to keep a pet in the pot! response:	You'll change your mind once you see it.
context: Come with me.\Stupid.\You can't feel lonely if there's no one else around.\Haru.\Stop! I don't need any crayfish!\What? But there's a huge one around here.\I wasn't saying that I wanted to keep a pet in the pot!\You'll change your mind once you see it. response:	Public Library
context: Stupid.\You can't feel lonely if there's no one else around.\Haru.\Stop! I don't need any crayfish!\What? But there's a huge one around here.\I wasn't saying that I wanted to keep a pet in the pot!\You'll change your mind once you see it.\Public Library response:	Excuse me.
context: You can't feel lonely if there's no one else around.\Haru.\Stop! I don't need any crayfish!\What? But there's a huge one around here.\I wasn't saying that I wanted to keep a pet in the pot!\You'll change your mind once you see it.\Public Library\Excuse me. response:	I'm looking for this book.
context: Haru.\Stop! I don't need any crayfish!\What? But there's a huge one around here.\I wasn't saying that I wanted to keep a pet in the pot!\You'll change your mind once you see it.\Public Library\Excuse me.\I'm looking for this book. response:	It's on the second floor in the E area, towards the back on the right side.
context: Stop! I don't need any crayfish!\What? But there's a huge one around here.\I wasn't saying that I wanted to keep a pet in the pot!\You'll change your mind once you see it.\Public Library\Excuse me.\I'm looking for this book.\It's on the second floor in the E area, towards the back on the right side. response:	Would you like me to show you the way?
context: What? But there's a huge one around here.\I wasn't saying that I wanted to keep a pet in the pot!\You'll change your mind once you see it.\Public Library\Excuse me.\I'm looking for this book.\It's on the second floor in the E area, towards the back on the right side.\Would you like me to show you the way? response:	No, that won't be necessary.
context: I wasn't saying that I wanted to keep a pet in the pot!\You'll change your mind once you see it.\Public Library\Excuse me.\I'm looking for this book.\It's on the second floor in the E area, towards the back on the right side.\Would you like me to show you the way?\No, that won't be necessary. response:	Thank you.
context: You'll change your mind once you see it.\Public Library\Excuse me.\I'm looking for this book.\It's on the second floor in the E area, towards the back on the right side.\Would you like me to show you the way?\No, that won't be necessary.\Thank you. response:	Um, the stairs are the other way.
context: Public Library\Excuse me.\I'm looking for this book.\It's on the second floor in the E area, towards the back on the right side.\Would you like me to show you the way?\No, that won't be necessary.\Thank you.\Um, the stairs are the other way. response:	Thanks.
context: Excuse me.\I'm looking for this book.\It's on the second floor in the E area, towards the back on the right side.\Would you like me to show you the way?\No, that won't be necessary.\Thank you.\Um, the stairs are the other way.\Thanks. response:	That student's asked the same question five times...
context: I'm looking for this book.\It's on the second floor in the E area, towards the back on the right side.\Would you like me to show you the way?\No, that won't be necessary.\Thank you.\Um, the stairs are the other way.\Thanks.\That student's asked the same question five times... response:	This is a pain.
context: It's on the second floor in the E area, towards the back on the right side.\Would you like me to show you the way?\No, that won't be necessary.\Thank you.\Um, the stairs are the other way.\Thanks.\That student's asked the same question five times...\This is a pain. response:	Why are they assigning reports that
context: Would you like me to show you the way?\No, that won't be necessary.\Thank you.\Um, the stairs are the other way.\Thanks.\That student's asked the same question five times...\This is a pain.\Why are they assigning reports that response:	require materials you can't find in a book store?
context: No, that won't be necessary.\Thank you.\Um, the stairs are the other way.\Thanks.\That student's asked the same question five times...\This is a pain.\Why are they assigning reports that\require materials you can't find in a book store? response:	Oh?
context: Thank you.\Um, the stairs are the other way.\Thanks.\That student's asked the same question five times...\This is a pain.\Why are they assigning reports that\require materials you can't find in a book store?\Oh? response:	I found it. A miracle.
context: Um, the stairs are the other way.\Thanks.\That student's asked the same question five times...\This is a pain.\Why are they assigning reports that\require materials you can't find in a book store?\Oh?\I found it. A miracle. response:	Huh?
context: Thanks.\That student's asked the same question five times...\This is a pain.\Why are they assigning reports that\require materials you can't find in a book store?\Oh?\I found it. A miracle.\Huh? response:	Yamaken-kun.
context: That student's asked the same question five times...\This is a pain.\Why are they assigning reports that\require materials you can't find in a book store?\Oh?\I found it. A miracle.\Huh?\Yamaken-kun. response:	Are you looking for something?
context: This is a pain.\Why are they assigning reports that\require materials you can't find in a book store?\Oh?\I found it. A miracle.\Huh?\Yamaken-kun.\Are you looking for something? response:	I need a reference on economic policies.
context: Why are they assigning reports that\require materials you can't find in a book store?\Oh?\I found it. A miracle.\Huh?\Yamaken-kun.\Are you looking for something?\I need a reference on economic policies. response:	Modern economics?
context: require materials you can't find in a book store?\Oh?\I found it. A miracle.\Huh?\Yamaken-kun.\Are you looking for something?\I need a reference on economic policies.\Modern economics? response:	Do you have to write a report?
context: Oh?\I found it. A miracle.\Huh?\Yamaken-kun.\Are you looking for something?\I need a reference on economic policies.\Modern economics?\Do you have to write a report? response:	I would recommend this book on economic indicators.
context: I found it. A miracle.\Huh?\Yamaken-kun.\Are you looking for something?\I need a reference on economic policies.\Modern economics?\Do you have to write a report?\I would recommend this book on economic indicators. response:	Thanks.
context: Huh?\Yamaken-kun.\Are you looking for something?\I need a reference on economic policies.\Modern economics?\Do you have to write a report?\I would recommend this book on economic indicators.\Thanks. response:	I wanted to see you.
context: Yamaken-kun.\Are you looking for something?\I need a reference on economic policies.\Modern economics?\Do you have to write a report?\I would recommend this book on economic indicators.\Thanks.\I wanted to see you. response:	What's wrong with her?
context: Are you looking for something?\I need a reference on economic policies.\Modern economics?\Do you have to write a report?\I would recommend this book on economic indicators.\Thanks.\I wanted to see you.\What's wrong with her? response:	Is she interested in me?
context: I need a reference on economic policies.\Modern economics?\Do you have to write a report?\I would recommend this book on economic indicators.\Thanks.\I wanted to see you.\What's wrong with her?\Is she interested in me? response:	On the last mock exam, you beat me in English,
context: Modern economics?\Do you have to write a report?\I would recommend this book on economic indicators.\Thanks.\I wanted to see you.\What's wrong with her?\Is she interested in me?\On the last mock exam, you beat me in English, response:	but I had the highest overall score.
context: Do you have to write a report?\I would recommend this book on economic indicators.\Thanks.\I wanted to see you.\What's wrong with her?\Is she interested in me?\On the last mock exam, you beat me in English,\but I had the highest overall score. response:	Like I give a damn!
context: I would recommend this book on economic indicators.\Thanks.\I wanted to see you.\What's wrong with her?\Is she interested in me?\On the last mock exam, you beat me in English,\but I had the highest overall score.\Like I give a damn! response:	Now look here, Mizutani-san...
context: Thanks.\I wanted to see you.\What's wrong with her?\Is she interested in me?\On the last mock exam, you beat me in English,\but I had the highest overall score.\Like I give a damn!\Now look here, Mizutani-san... response:	No offense, but I'm not trying to compete with you.
context: I wanted to see you.\What's wrong with her?\Is she interested in me?\On the last mock exam, you beat me in English,\but I had the highest overall score.\Like I give a damn!\Now look here, Mizutani-san...\No offense, but I'm not trying to compete with you. response:	Is there any point to studying all the time?
context: What's wrong with her?\Is she interested in me?\On the last mock exam, you beat me in English,\but I had the highest overall score.\Like I give a damn!\Now look here, Mizutani-san...\No offense, but I'm not trying to compete with you.\Is there any point to studying all the time? response:	No offense, but I think it's stupid.
context: Is she interested in me?\On the last mock exam, you beat me in English,\but I had the highest overall score.\Like I give a damn!\Now look here, Mizutani-san...\No offense, but I'm not trying to compete with you.\Is there any point to studying all the time?\No offense, but I think it's stupid. response:	Considering how I can fool around and succeed in life.
context: On the last mock exam, you beat me in English,\but I had the highest overall score.\Like I give a damn!\Now look here, Mizutani-san...\No offense, but I'm not trying to compete with you.\Is there any point to studying all the time?\No offense, but I think it's stupid.\Considering how I can fool around and succeed in life. response:	That's what you call a life that's not boring?
context: but I had the highest overall score.\Like I give a damn!\Now look here, Mizutani-san...\No offense, but I'm not trying to compete with you.\Is there any point to studying all the time?\No offense, but I think it's stupid.\Considering how I can fool around and succeed in life.\That's what you call a life that's not boring? response:	At least in academics, you can control the outcome,
context: Like I give a damn!\Now look here, Mizutani-san...\No offense, but I'm not trying to compete with you.\Is there any point to studying all the time?\No offense, but I think it's stupid.\Considering how I can fool around and succeed in life.\That's what you call a life that's not boring?\At least in academics, you can control the outcome, response:	whether it's good or bad.
context: Now look here, Mizutani-san...\No offense, but I'm not trying to compete with you.\Is there any point to studying all the time?\No offense, but I think it's stupid.\Considering how I can fool around and succeed in life.\That's what you call a life that's not boring?\At least in academics, you can control the outcome,\whether it's good or bad. response:	Hmm? Is that why I like to study?
context: No offense, but I'm not trying to compete with you.\Is there any point to studying all the time?\No offense, but I think it's stupid.\Considering how I can fool around and succeed in life.\That's what you call a life that's not boring?\At least in academics, you can control the outcome,\whether it's good or bad.\Hmm? Is that why I like to study? response:	Haru's not with you today?
context: Is there any point to studying all the time?\No offense, but I think it's stupid.\Considering how I can fool around and succeed in life.\That's what you call a life that's not boring?\At least in academics, you can control the outcome,\whether it's good or bad.\Hmm? Is that why I like to study?\Haru's not with you today? response:	Haru?
context: No offense, but I think it's stupid.\Considering how I can fool around and succeed in life.\That's what you call a life that's not boring?\At least in academics, you can control the outcome,\whether it's good or bad.\Hmm? Is that why I like to study?\Haru's not with you today?\Haru? response:	He's been spending a lot of time by the river.
context: Considering how I can fool around and succeed in life.\That's what you call a life that's not boring?\At least in academics, you can control the outcome,\whether it's good or bad.\Hmm? Is that why I like to study?\Haru's not with you today?\Haru?\He's been spending a lot of time by the river. response:	Huh?
context: That's what you call a life that's not boring?\At least in academics, you can control the outcome,\whether it's good or bad.\Hmm? Is that why I like to study?\Haru's not with you today?\Haru?\He's been spending a lot of time by the river.\Huh? response:	It's November.
context: At least in academics, you can control the outcome,\whether it's good or bad.\Hmm? Is that why I like to study?\Haru's not with you today?\Haru?\He's been spending a lot of time by the river.\Huh?\It's November. response:	He wants to catch a large crayfish and give it to me.
context: whether it's good or bad.\Hmm? Is that why I like to study?\Haru's not with you today?\Haru?\He's been spending a lot of time by the river.\Huh?\It's November.\He wants to catch a large crayfish and give it to me. response:	I'm pretty sure there aren't any crayfish in November.
context: Hmm? Is that why I like to study?\Haru's not with you today?\Haru?\He's been spending a lot of time by the river.\Huh?\It's November.\He wants to catch a large crayfish and give it to me.\I'm pretty sure there aren't any crayfish in November. response:	He has the mind of a kid in grade school.
context: Haru's not with you today?\Haru?\He's been spending a lot of time by the river.\Huh?\It's November.\He wants to catch a large crayfish and give it to me.\I'm pretty sure there aren't any crayfish in November.\He has the mind of a kid in grade school. response:	The Japanese Economy and Business Cycles
context: Haru?\He's been spending a lot of time by the river.\Huh?\It's November.\He wants to catch a large crayfish and give it to me.\I'm pretty sure there aren't any crayfish in November.\He has the mind of a kid in grade school.\The Japanese Economy and Business Cycles response:	Damn, why are we talking about him?
context: He's been spending a lot of time by the river.\Huh?\It's November.\He wants to catch a large crayfish and give it to me.\I'm pretty sure there aren't any crayfish in November.\He has the mind of a kid in grade school.\The Japanese Economy and Business Cycles\Damn, why are we talking about him? response:	Wait, was I the one who brought him up?
context: Huh?\It's November.\He wants to catch a large crayfish and give it to me.\I'm pretty sure there aren't any crayfish in November.\He has the mind of a kid in grade school.\The Japanese Economy and Business Cycles\Damn, why are we talking about him?\Wait, was I the one who brought him up? response:	But that's the only conversation topic I can think of.
context: It's November.\He wants to catch a large crayfish and give it to me.\I'm pretty sure there aren't any crayfish in November.\He has the mind of a kid in grade school.\The Japanese Economy and Business Cycles\Damn, why are we talking about him?\Wait, was I the one who brought him up?\But that's the only conversation topic I can think of. response:	And why do I need to think of a topic of conversation?
context: He wants to catch a large crayfish and give it to me.\I'm pretty sure there aren't any crayfish in November.\He has the mind of a kid in grade school.\The Japanese Economy and Business Cycles\Damn, why are we talking about him?\Wait, was I the one who brought him up?\But that's the only conversation topic I can think of.\And why do I need to think of a topic of conversation? response:	After thinking
context: I'm pretty sure there aren't any crayfish in November.\He has the mind of a kid in grade school.\The Japanese Economy and Business Cycles\Damn, why are we talking about him?\Wait, was I the one who brought him up?\But that's the only conversation topic I can think of.\And why do I need to think of a topic of conversation?\After thinking response:	about what you said to me,
context: He has the mind of a kid in grade school.\The Japanese Economy and Business Cycles\Damn, why are we talking about him?\Wait, was I the one who brought him up?\But that's the only conversation topic I can think of.\And why do I need to think of a topic of conversation?\After thinking\about what you said to me, response:	I decided I needed to face everyone.
context: The Japanese Economy and Business Cycles\Damn, why are we talking about him?\Wait, was I the one who brought him up?\But that's the only conversation topic I can think of.\And why do I need to think of a topic of conversation?\After thinking\about what you said to me,\I decided I needed to face everyone. response:	I don't remember saying anything about that.
context: Damn, why are we talking about him?\Wait, was I the one who brought him up?\But that's the only conversation topic I can think of.\And why do I need to think of a topic of conversation?\After thinking\about what you said to me,\I decided I needed to face everyone.\I don't remember saying anything about that. response:	Besides, why are you telling me this?
context: Wait, was I the one who brought him up?\But that's the only conversation topic I can think of.\And why do I need to think of a topic of conversation?\After thinking\about what you said to me,\I decided I needed to face everyone.\I don't remember saying anything about that.\Besides, why are you telling me this? response:	Hmm?
context: But that's the only conversation topic I can think of.\And why do I need to think of a topic of conversation?\After thinking\about what you said to me,\I decided I needed to face everyone.\I don't remember saying anything about that.\Besides, why are you telling me this?\Hmm? response:	Why?
context: And why do I need to think of a topic of conversation?\After thinking\about what you said to me,\I decided I needed to face everyone.\I don't remember saying anything about that.\Besides, why are you telling me this?\Hmm?\Why? response:	I was impressed by the advice you gave me during the cultural festival.
context: After thinking\about what you said to me,\I decided I needed to face everyone.\I don't remember saying anything about that.\Besides, why are you telling me this?\Hmm?\Why?\I was impressed by the advice you gave me during the cultural festival. response:	Oh, hello?
context: about what you said to me,\I decided I needed to face everyone.\I don't remember saying anything about that.\Besides, why are you telling me this?\Hmm?\Why?\I was impressed by the advice you gave me during the cultural festival.\Oh, hello? response:	Yoshida? Where are you?
context: I decided I needed to face everyone.\I don't remember saying anything about that.\Besides, why are you telling me this?\Hmm?\Why?\I was impressed by the advice you gave me during the cultural festival.\Oh, hello?\Yoshida? Where are you? response:	Is Mizutani-san with you?
context: I don't remember saying anything about that.\Besides, why are you telling me this?\Hmm?\Why?\I was impressed by the advice you gave me during the cultural festival.\Oh, hello?\Yoshida? Where are you?\Is Mizutani-san with you? response:	Huh? The river?
context: Besides, why are you telling me this?\Hmm?\Why?\I was impressed by the advice you gave me during the cultural festival.\Oh, hello?\Yoshida? Where are you?\Is Mizutani-san with you?\Huh? The river? response:	Well?
context: Hmm?\Why?\I was impressed by the advice you gave me during the cultural festival.\Oh, hello?\Yoshida? Where are you?\Is Mizutani-san with you?\Huh? The river?\Well? response:	Yoshida's playing around by the river by himself.
context: Why?\I was impressed by the advice you gave me during the cultural festival.\Oh, hello?\Yoshida? Where are you?\Is Mizutani-san with you?\Huh? The river?\Well?\Yoshida's playing around by the river by himself. response:	He said that Mizutani-san probably went to the library.
