context: Huh?! response:	Hikari...
context: Just come on!\Wha?\S-Sensei...\Okay, this time, you two are gonna have a real talk!\Your head can't run away on its own, Macchi.\Uh... I guess, um...\Machi, I shouldn't have done what I did. I'm sorry.\Scolding students is a necessary part of teaching. response:	But there was no need to scold you at that time.
context: Wha?\S-Sensei...\Okay, this time, you two are gonna have a real talk!\Your head can't run away on its own, Macchi.\Uh... I guess, um...\Machi, I shouldn't have done what I did. I'm sorry.\Scolding students is a necessary part of teaching.\But there was no need to scold you at that time. response:	I just got too emotional and yelled at you.
context: S-Sensei...\Okay, this time, you two are gonna have a real talk!\Your head can't run away on its own, Macchi.\Uh... I guess, um...\Machi, I shouldn't have done what I did. I'm sorry.\Scolding students is a necessary part of teaching.\But there was no need to scold you at that time.\I just got too emotional and yelled at you. response:	Besides, I was partly to blame for what happened.
context: Okay, this time, you two are gonna have a real talk!\Your head can't run away on its own, Macchi.\Uh... I guess, um...\Machi, I shouldn't have done what I did. I'm sorry.\Scolding students is a necessary part of teaching.\But there was no need to scold you at that time.\I just got too emotional and yelled at you.\Besides, I was partly to blame for what happened. response:	We should have talked about it calmly.
context: Your head can't run away on its own, Macchi.\Uh... I guess, um...\Machi, I shouldn't have done what I did. I'm sorry.\Scolding students is a necessary part of teaching.\But there was no need to scold you at that time.\I just got too emotional and yelled at you.\Besides, I was partly to blame for what happened.\We should have talked about it calmly. response:	I hope we can be friends again.
context: Uh... I guess, um...\Machi, I shouldn't have done what I did. I'm sorry.\Scolding students is a necessary part of teaching.\But there was no need to scold you at that time.\I just got too emotional and yelled at you.\Besides, I was partly to blame for what happened.\We should have talked about it calmly.\I hope we can be friends again. response:	I'm really sorry.
context: Machi, I shouldn't have done what I did. I'm sorry.\Scolding students is a necessary part of teaching.\But there was no need to scold you at that time.\I just got too emotional and yelled at you.\Besides, I was partly to blame for what happened.\We should have talked about it calmly.\I hope we can be friends again.\I'm really sorry. response:	But...
context: Scolding students is a necessary part of teaching.\But there was no need to scold you at that time.\I just got too emotional and yelled at you.\Besides, I was partly to blame for what happened.\We should have talked about it calmly.\I hope we can be friends again.\I'm really sorry.\But... response:	That isn't something you need to apologize for.
context: But there was no need to scold you at that time.\I just got too emotional and yelled at you.\Besides, I was partly to blame for what happened.\We should have talked about it calmly.\I hope we can be friends again.\I'm really sorry.\But...\That isn't something you need to apologize for. response:	I'm really sorry, too.
context: I just got too emotional and yelled at you.\Besides, I was partly to blame for what happened.\We should have talked about it calmly.\I hope we can be friends again.\I'm really sorry.\But...\That isn't something you need to apologize for.\I'm really sorry, too. response:	Wh-What's wrong, Machi?
context: Besides, I was partly to blame for what happened.\We should have talked about it calmly.\I hope we can be friends again.\I'm really sorry.\But...\That isn't something you need to apologize for.\I'm really sorry, too.\Wh-What's wrong, Machi? response:	H-H-Hikari-chan is...
context: We should have talked about it calmly.\I hope we can be friends again.\I'm really sorry.\But...\That isn't something you need to apologize for.\I'm really sorry, too.\Wh-What's wrong, Machi?\H-H-Hikari-chan is... response:	Hikari?
context: I hope we can be friends again.\I'm really sorry.\But...\That isn't something you need to apologize for.\I'm really sorry, too.\Wh-What's wrong, Machi?\H-H-Hikari-chan is...\Hikari? response:	What are you doing to her?
context: I'm really sorry.\But...\That isn't something you need to apologize for.\I'm really sorry, too.\Wh-What's wrong, Machi?\H-H-Hikari-chan is...\Hikari?\What are you doing to her? response:	Sensei, I don't think getting too emotional and yelling is good!
context: But...\That isn't something you need to apologize for.\I'm really sorry, too.\Wh-What's wrong, Machi?\H-H-Hikari-chan is...\Hikari?\What are you doing to her?\Sensei, I don't think getting too emotional and yelling is good! response:	You keep doing things that call for scolding, despite constant warning!
context: That isn't something you need to apologize for.\I'm really sorry, too.\Wh-What's wrong, Machi?\H-H-Hikari-chan is...\Hikari?\What are you doing to her?\Sensei, I don't think getting too emotional and yelling is good!\You keep doing things that call for scolding, despite constant warning! response:	So...
context: I'm really sorry, too.\Wh-What's wrong, Machi?\H-H-Hikari-chan is...\Hikari?\What are you doing to her?\Sensei, I don't think getting too emotional and yelling is good!\You keep doing things that call for scolding, despite constant warning!\So... response:	What did you want from me, anyway?
context: Wh-What's wrong, Machi?\H-H-Hikari-chan is...\Hikari?\What are you doing to her?\Sensei, I don't think getting too emotional and yelling is good!\You keep doing things that call for scolding, despite constant warning!\So...\What did you want from me, anyway? response:	Oh, that was...
context: H-H-Hikari-chan is...\Hikari?\What are you doing to her?\Sensei, I don't think getting too emotional and yelling is good!\You keep doing things that call for scolding, despite constant warning!\So...\What did you want from me, anyway?\Oh, that was... response:	If I tell him I was trying to do what Hikari-chan did,
context: Hikari?\What are you doing to her?\Sensei, I don't think getting too emotional and yelling is good!\You keep doing things that call for scolding, despite constant warning!\So...\What did you want from me, anyway?\Oh, that was...\If I tell him I was trying to do what Hikari-chan did, response:	would it make Hikari-chan feel responsible?
context: What are you doing to her?\Sensei, I don't think getting too emotional and yelling is good!\You keep doing things that call for scolding, despite constant warning!\So...\What did you want from me, anyway?\Oh, that was...\If I tell him I was trying to do what Hikari-chan did,\would it make Hikari-chan feel responsible? response:	Heh heh.
context: Sensei, I don't think getting too emotional and yelling is good!\You keep doing things that call for scolding, despite constant warning!\So...\What did you want from me, anyway?\Oh, that was...\If I tell him I was trying to do what Hikari-chan did,\would it make Hikari-chan feel responsible?\Heh heh. response:	Heh heh!
context: You keep doing things that call for scolding, despite constant warning!\So...\What did you want from me, anyway?\Oh, that was...\If I tell him I was trying to do what Hikari-chan did,\would it make Hikari-chan feel responsible?\Heh heh.\Heh heh! response:	Aha ha, what?
context: So...\What did you want from me, anyway?\Oh, that was...\If I tell him I was trying to do what Hikari-chan did,\would it make Hikari-chan feel responsible?\Heh heh.\Heh heh!\Aha ha, what? response:	A-Aha ha.
context: What did you want from me, anyway?\Oh, that was...\If I tell him I was trying to do what Hikari-chan did,\would it make Hikari-chan feel responsible?\Heh heh.\Heh heh!\Aha ha, what?\A-Aha ha. response:	What's with you guys?
context: Oh, that was...\If I tell him I was trying to do what Hikari-chan did,\would it make Hikari-chan feel responsible?\Heh heh.\Heh heh!\Aha ha, what?\A-Aha ha.\What's with you guys? response:	Interviews with Monster Girls
context: If I tell him I was trying to do what Hikari-chan did,\would it make Hikari-chan feel responsible?\Heh heh.\Heh heh!\Aha ha, what?\A-Aha ha.\What's with you guys?\Interviews with Monster Girls response:	Do you feel itchy anywhere?
context: would it make Hikari-chan feel responsible?\Heh heh.\Heh heh!\Aha ha, what?\A-Aha ha.\What's with you guys?\Interviews with Monster Girls\Do you feel itchy anywhere? response:	I know Takahashi-sensei said otherwise,
context: Heh heh.\Heh heh!\Aha ha, what?\A-Aha ha.\What's with you guys?\Interviews with Monster Girls\Do you feel itchy anywhere?\I know Takahashi-sensei said otherwise, response:	but what I did was wrong...
context: Heh heh!\Aha ha, what?\A-Aha ha.\What's with you guys?\Interviews with Monster Girls\Do you feel itchy anywhere?\I know Takahashi-sensei said otherwise,\but what I did was wrong... response:	Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?
context: Aha ha, what?\A-Aha ha.\What's with you guys?\Interviews with Monster Girls\Do you feel itchy anywhere?\I know Takahashi-sensei said otherwise,\but what I did was wrong...\Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas? response:	To make it up to him, huh...
context: A-Aha ha.\What's with you guys?\Interviews with Monster Girls\Do you feel itchy anywhere?\I know Takahashi-sensei said otherwise,\but what I did was wrong...\Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... response:	Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?
context: What's with you guys?\Interviews with Monster Girls\Do you feel itchy anywhere?\I know Takahashi-sensei said otherwise,\but what I did was wrong...\Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh...\Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas? response:	To make it up to him, huh... How about a present?
context: Interviews with Monster Girls\Do you feel itchy anywhere?\I know Takahashi-sensei said otherwise,\but what I did was wrong...\Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh...\Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... How about a present? response:	To make it up to him, huh... How about a present?
context: Do you feel itchy anywhere?\I know Takahashi-sensei said otherwise,\but what I did was wrong...\Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh...\Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... How about a present?\To make it up to him, huh... How about a present? response:	How about a present? Wouldn't that just make him feel bad again?
context: I know Takahashi-sensei said otherwise,\but what I did was wrong...\Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh...\Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... How about a present?\To make it up to him, huh... How about a present?\How about a present? Wouldn't that just make him feel bad again? response:	Wouldn't that just make him feel bad again? You think so?
context: but what I did was wrong...\Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh...\Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... How about a present?\To make it up to him, huh... How about a present?\How about a present? Wouldn't that just make him feel bad again?\Wouldn't that just make him feel bad again? You think so? response:	You think so?
context: Hikari-chan, Yuki-chan, thanks for everything today. Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh...\Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... How about a present?\To make it up to him, huh... How about a present?\How about a present? Wouldn't that just make him feel bad again?\Wouldn't that just make him feel bad again? You think so?\You think so? response:	Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?
context: To make it up to him, huh...\Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... How about a present?\To make it up to him, huh... How about a present?\How about a present? Wouldn't that just make him feel bad again?\Wouldn't that just make him feel bad again? You think so?\You think so?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like? response:	Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?
context: Since I made Sensei worry so much, I want to do something to make it up to him. Any ideas?\To make it up to him, huh... How about a present?\To make it up to him, huh... How about a present?\How about a present? Wouldn't that just make him feel bad again?\Wouldn't that just make him feel bad again? You think so?\You think so?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like? response:	Well, that's easy!
context: To make it up to him, huh... How about a present?\To make it up to him, huh... How about a present?\How about a present? Wouldn't that just make him feel bad again?\Wouldn't that just make him feel bad again? You think so?\You think so?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Well, that's easy! response:	There's only one thing that he'd like more than anything else!
context: To make it up to him, huh... How about a present?\How about a present? Wouldn't that just make him feel bad again?\Wouldn't that just make him feel bad again? You think so?\You think so?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Well, that's easy!\There's only one thing that he'd like more than anything else! response:	Well, that's easy!
context: How about a present? Wouldn't that just make him feel bad again?\Wouldn't that just make him feel bad again? You think so?\You think so?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Well, that's easy!\There's only one thing that he'd like more than anything else!\Well, that's easy! response:	There's only one thing that he'd like more than anything else!
context: Wouldn't that just make him feel bad again? You think so?\You think so?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Well, that's easy!\There's only one thing that he'd like more than anything else!\Well, that's easy!\There's only one thing that he'd like more than anything else! response:	One thing?
context: You think so?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Well, that's easy!\There's only one thing that he'd like more than anything else!\Well, that's easy!\There's only one thing that he'd like more than anything else!\One thing? response:	T-Takahashi-sensei, would you like to know more about my body?
context: Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Well, that's easy!\There's only one thing that he'd like more than anything else!\Well, that's easy!\There's only one thing that he'd like more than anything else!\One thing?\T-Takahashi-sensei, would you like to know more about my body? response:	Yeah... I definitely would.
context: Hmm... I don't know about a formal apology gift. Isn't there anything else he'd like?\Well, that's easy!\There's only one thing that he'd like more than anything else!\Well, that's easy!\There's only one thing that he'd like more than anything else!\One thing?\T-Takahashi-sensei, would you like to know more about my body?\Yeah... I definitely would. response:	But the fact
context: Well, that's easy!\There's only one thing that he'd like more than anything else!\Well, that's easy!\There's only one thing that he'd like more than anything else!\One thing?\T-Takahashi-sensei, would you like to know more about my body?\Yeah... I definitely would.\But the fact response:	that you can maintain vital functions while head and body are separated
context: There's only one thing that he'd like more than anything else!\Well, that's easy!\There's only one thing that he'd like more than anything else!\One thing?\T-Takahashi-sensei, would you like to know more about my body?\Yeah... I definitely would.\But the fact\that you can maintain vital functions while head and body are separated response:	is such a huge deviation from common knowledge...
context: Well, that's easy!\There's only one thing that he'd like more than anything else!\One thing?\T-Takahashi-sensei, would you like to know more about my body?\Yeah... I definitely would.\But the fact\that you can maintain vital functions while head and body are separated\is such a huge deviation from common knowledge... response:	Yes, that's true.
context: There's only one thing that he'd like more than anything else!\One thing?\T-Takahashi-sensei, would you like to know more about my body?\Yeah... I definitely would.\But the fact\that you can maintain vital functions while head and body are separated\is such a huge deviation from common knowledge...\Yes, that's true. response:	But I thought meeting you, someone who knows so much about demi-humans,
context: One thing?\T-Takahashi-sensei, would you like to know more about my body?\Yeah... I definitely would.\But the fact\that you can maintain vital functions while head and body are separated\is such a huge deviation from common knowledge...\Yes, that's true.\But I thought meeting you, someone who knows so much about demi-humans, response:	might be a good chance to learn more about my own body.
context: T-Takahashi-sensei, would you like to know more about my body?\Yeah... I definitely would.\But the fact\that you can maintain vital functions while head and body are separated\is such a huge deviation from common knowledge...\Yes, that's true.\But I thought meeting you, someone who knows so much about demi-humans,\might be a good chance to learn more about my own body. response:	Should we ask for another opinion?
context: Yeah... I definitely would.\But the fact\that you can maintain vital functions while head and body are separated\is such a huge deviation from common knowledge...\Yes, that's true.\But I thought meeting you, someone who knows so much about demi-humans,\might be a good chance to learn more about my own body.\Should we ask for another opinion? response:	Huh?
context: But the fact\that you can maintain vital functions while head and body are separated\is such a huge deviation from common knowledge...\Yes, that's true.\But I thought meeting you, someone who knows so much about demi-humans,\might be a good chance to learn more about my own body.\Should we ask for another opinion?\Huh? response:	I majored in biology.
context: that you can maintain vital functions while head and body are separated\is such a huge deviation from common knowledge...\Yes, that's true.\But I thought meeting you, someone who knows so much about demi-humans,\might be a good chance to learn more about my own body.\Should we ask for another opinion?\Huh?\I majored in biology. response:	Everything I know has its basis in that.
context: is such a huge deviation from common knowledge...\Yes, that's true.\But I thought meeting you, someone who knows so much about demi-humans,\might be a good chance to learn more about my own body.\Should we ask for another opinion?\Huh?\I majored in biology.\Everything I know has its basis in that. response:	So how about we ask someone who has a different kind of knowledge?
context: Yes, that's true.\But I thought meeting you, someone who knows so much about demi-humans,\might be a good chance to learn more about my own body.\Should we ask for another opinion?\Huh?\I majored in biology.\Everything I know has its basis in that.\So how about we ask someone who has a different kind of knowledge? response:	Musashino University of Science
context: But I thought meeting you, someone who knows so much about demi-humans,\might be a good chance to learn more about my own body.\Should we ask for another opinion?\Huh?\I majored in biology.\Everything I know has its basis in that.\So how about we ask someone who has a different kind of knowledge?\Musashino University of Science response:	College looks so different from high school.
context: might be a good chance to learn more about my own body.\Should we ask for another opinion?\Huh?\I majored in biology.\Everything I know has its basis in that.\So how about we ask someone who has a different kind of knowledge?\Musashino University of Science\College looks so different from high school. response:	It's so big, I'd probably get lost...
context: Should we ask for another opinion?\Huh?\I majored in biology.\Everything I know has its basis in that.\So how about we ask someone who has a different kind of knowledge?\Musashino University of Science\College looks so different from high school.\It's so big, I'd probably get lost... response:	I guess it might feel that way at first.
context: Huh?\I majored in biology.\Everything I know has its basis in that.\So how about we ask someone who has a different kind of knowledge?\Musashino University of Science\College looks so different from high school.\It's so big, I'd probably get lost...\I guess it might feel that way at first. response:	Once you're there, you get used to it pretty fast.
context: I majored in biology.\Everything I know has its basis in that.\So how about we ask someone who has a different kind of knowledge?\Musashino University of Science\College looks so different from high school.\It's so big, I'd probably get lost...\I guess it might feel that way at first.\Once you're there, you get used to it pretty fast. response:	Is the person we're seeing today a schoolmate of yours?
context: Everything I know has its basis in that.\So how about we ask someone who has a different kind of knowledge?\Musashino University of Science\College looks so different from high school.\It's so big, I'd probably get lost...\I guess it might feel that way at first.\Once you're there, you get used to it pretty fast.\Is the person we're seeing today a schoolmate of yours? response:	A schoolmate? Well, yeah, he is.
context: So how about we ask someone who has a different kind of knowledge?\Musashino University of Science\College looks so different from high school.\It's so big, I'd probably get lost...\I guess it might feel that way at first.\Once you're there, you get used to it pretty fast.\Is the person we're seeing today a schoolmate of yours?\A schoolmate? Well, yeah, he is. response:	But after graduation, he stayed at the university to do research.
context: Musashino University of Science\College looks so different from high school.\It's so big, I'd probably get lost...\I guess it might feel that way at first.\Once you're there, you get used to it pretty fast.\Is the person we're seeing today a schoolmate of yours?\A schoolmate? Well, yeah, he is.\But after graduation, he stayed at the university to do research. response:	He's a good guy, but he's a bit of an oddball.
context: College looks so different from high school.\It's so big, I'd probably get lost...\I guess it might feel that way at first.\Once you're there, you get used to it pretty fast.\Is the person we're seeing today a schoolmate of yours?\A schoolmate? Well, yeah, he is.\But after graduation, he stayed at the university to do research.\He's a good guy, but he's a bit of an oddball. response:	An oddball?
context: It's so big, I'd probably get lost...\I guess it might feel that way at first.\Once you're there, you get used to it pretty fast.\Is the person we're seeing today a schoolmate of yours?\A schoolmate? Well, yeah, he is.\But after graduation, he stayed at the university to do research.\He's a good guy, but he's a bit of an oddball.\An oddball? response:	Yeah.
context: I guess it might feel that way at first.\Once you're there, you get used to it pretty fast.\Is the person we're seeing today a schoolmate of yours?\A schoolmate? Well, yeah, he is.\But after graduation, he stayed at the university to do research.\He's a good guy, but he's a bit of an oddball.\An oddball?\Yeah. response:	I guess he's what you'd call a prodigy.
context: Once you're there, you get used to it pretty fast.\Is the person we're seeing today a schoolmate of yours?\A schoolmate? Well, yeah, he is.\But after graduation, he stayed at the university to do research.\He's a good guy, but he's a bit of an oddball.\An oddball?\Yeah.\I guess he's what you'd call a prodigy. response:	Souma.
context: Is the person we're seeing today a schoolmate of yours?\A schoolmate? Well, yeah, he is.\But after graduation, he stayed at the university to do research.\He's a good guy, but he's a bit of an oddball.\An oddball?\Yeah.\I guess he's what you'd call a prodigy.\Souma. response:	Hey.
context: A schoolmate? Well, yeah, he is.\But after graduation, he stayed at the university to do research.\He's a good guy, but he's a bit of an oddball.\An oddball?\Yeah.\I guess he's what you'd call a prodigy.\Souma.\Hey. response:	Hey!
context: But after graduation, he stayed at the university to do research.\He's a good guy, but he's a bit of an oddball.\An oddball?\Yeah.\I guess he's what you'd call a prodigy.\Souma.\Hey.\Hey! response:	Ha, Tetsu! It's been a long time!
context: He's a good guy, but he's a bit of an oddball.\An oddball?\Yeah.\I guess he's what you'd call a prodigy.\Souma.\Hey.\Hey!\Ha, Tetsu! It's been a long time! response:	I see you still only have one expression.
context: An oddball?\Yeah.\I guess he's what you'd call a prodigy.\Souma.\Hey.\Hey!\Ha, Tetsu! It's been a long time!\I see you still only have one expression. response:	What was that pause, I wonder.
context: Yeah.\I guess he's what you'd call a prodigy.\Souma.\Hey.\Hey!\Ha, Tetsu! It's been a long time!\I see you still only have one expression.\What was that pause, I wonder. response:	And you must be Machi-kun?
context: I guess he's what you'd call a prodigy.\Souma.\Hey.\Hey!\Ha, Tetsu! It's been a long time!\I see you still only have one expression.\What was that pause, I wonder.\And you must be Machi-kun? response:	I'm Souma, a physics major. Nice to meet you.
context: Souma.\Hey.\Hey!\Ha, Tetsu! It's been a long time!\I see you still only have one expression.\What was that pause, I wonder.\And you must be Machi-kun?\I'm Souma, a physics major. Nice to meet you. response:	S-Same here... I'm Machi Kyouko.
context: Hey.\Hey!\Ha, Tetsu! It's been a long time!\I see you still only have one expression.\What was that pause, I wonder.\And you must be Machi-kun?\I'm Souma, a physics major. Nice to meet you.\S-Same here... I'm Machi Kyouko. response:	Thank you for meeting with us today.
context: Hey!\Ha, Tetsu! It's been a long time!\I see you still only have one expression.\What was that pause, I wonder.\And you must be Machi-kun?\I'm Souma, a physics major. Nice to meet you.\S-Same here... I'm Machi Kyouko.\Thank you for meeting with us today. response:	You don't have to be so formal.
context: Ha, Tetsu! It's been a long time!\I see you still only have one expression.\What was that pause, I wonder.\And you must be Machi-kun?\I'm Souma, a physics major. Nice to meet you.\S-Same here... I'm Machi Kyouko.\Thank you for meeting with us today.\You don't have to be so formal. response:	He's just a weirdo.
context: I see you still only have one expression.\What was that pause, I wonder.\And you must be Machi-kun?\I'm Souma, a physics major. Nice to meet you.\S-Same here... I'm Machi Kyouko.\Thank you for meeting with us today.\You don't have to be so formal.\He's just a weirdo. response:	Hmm... However,
context: What was that pause, I wonder.\And you must be Machi-kun?\I'm Souma, a physics major. Nice to meet you.\S-Same here... I'm Machi Kyouko.\Thank you for meeting with us today.\You don't have to be so formal.\He's just a weirdo.\Hmm... However, response:	meeting a real dullahan is quite an honor.
context: And you must be Machi-kun?\I'm Souma, a physics major. Nice to meet you.\S-Same here... I'm Machi Kyouko.\Thank you for meeting with us today.\You don't have to be so formal.\He's just a weirdo.\Hmm... However,\meeting a real dullahan is quite an honor. response:	Th-Thank you.
context: I'm Souma, a physics major. Nice to meet you.\S-Same here... I'm Machi Kyouko.\Thank you for meeting with us today.\You don't have to be so formal.\He's just a weirdo.\Hmm... However,\meeting a real dullahan is quite an honor.\Th-Thank you. response:	As a man of physics,
context: S-Same here... I'm Machi Kyouko.\Thank you for meeting with us today.\You don't have to be so formal.\He's just a weirdo.\Hmm... However,\meeting a real dullahan is quite an honor.\Th-Thank you.\As a man of physics, response:	a dullahan is the very definition of romance.
context: Thank you for meeting with us today.\You don't have to be so formal.\He's just a weirdo.\Hmm... However,\meeting a real dullahan is quite an honor.\Th-Thank you.\As a man of physics,\a dullahan is the very definition of romance. response:	Romance?
context: You don't have to be so formal.\He's just a weirdo.\Hmm... However,\meeting a real dullahan is quite an honor.\Th-Thank you.\As a man of physics,\a dullahan is the very definition of romance.\Romance? response:	Indeed! For instance, let's say Machi-kun eats a steamed bun.
context: He's just a weirdo.\Hmm... However,\meeting a real dullahan is quite an honor.\Th-Thank you.\As a man of physics,\a dullahan is the very definition of romance.\Romance?\Indeed! For instance, let's say Machi-kun eats a steamed bun. response:	A steamed bun?
context: Hmm... However,\meeting a real dullahan is quite an honor.\Th-Thank you.\As a man of physics,\a dullahan is the very definition of romance.\Romance?\Indeed! For instance, let's say Machi-kun eats a steamed bun.\A steamed bun? response:	Machi-kun puts the steamed bun in her mouth.
context: meeting a real dullahan is quite an honor.\Th-Thank you.\As a man of physics,\a dullahan is the very definition of romance.\Romance?\Indeed! For instance, let's say Machi-kun eats a steamed bun.\A steamed bun?\Machi-kun puts the steamed bun in her mouth. response:	Steamed Bun
context: Th-Thank you.\As a man of physics,\a dullahan is the very definition of romance.\Romance?\Indeed! For instance, let's say Machi-kun eats a steamed bun.\A steamed bun?\Machi-kun puts the steamed bun in her mouth.\Steamed Bun response:	And when she swallows it,
context: As a man of physics,\a dullahan is the very definition of romance.\Romance?\Indeed! For instance, let's say Machi-kun eats a steamed bun.\A steamed bun?\Machi-kun puts the steamed bun in her mouth.\Steamed Bun\And when she swallows it, response:	it instantly teleports to her separate body!
context: a dullahan is the very definition of romance.\Romance?\Indeed! For instance, let's say Machi-kun eats a steamed bun.\A steamed bun?\Machi-kun puts the steamed bun in her mouth.\Steamed Bun\And when she swallows it,\it instantly teleports to her separate body! response:	This is nothing short of
context: Romance?\Indeed! For instance, let's say Machi-kun eats a steamed bun.\A steamed bun?\Machi-kun puts the steamed bun in her mouth.\Steamed Bun\And when she swallows it,\it instantly teleports to her separate body!\This is nothing short of response:	proof that transportation of matter beyond space-time is possible!
context: Indeed! For instance, let's say Machi-kun eats a steamed bun.\A steamed bun?\Machi-kun puts the steamed bun in her mouth.\Steamed Bun\And when she swallows it,\it instantly teleports to her separate body!\This is nothing short of\proof that transportation of matter beyond space-time is possible! response:	Between Machi-kun's head and body, there's a high-dimensional tunnel...
context: A steamed bun?\Machi-kun puts the steamed bun in her mouth.\Steamed Bun\And when she swallows it,\it instantly teleports to her separate body!\This is nothing short of\proof that transportation of matter beyond space-time is possible!\Between Machi-kun's head and body, there's a high-dimensional tunnel... response:	In other words, a wormhole, if I'm right.
context: Machi-kun puts the steamed bun in her mouth.\Steamed Bun\And when she swallows it,\it instantly teleports to her separate body!\This is nothing short of\proof that transportation of matter beyond space-time is possible!\Between Machi-kun's head and body, there's a high-dimensional tunnel...\In other words, a wormhole, if I'm right. response:	A wormhole?
context: Steamed Bun\And when she swallows it,\it instantly teleports to her separate body!\This is nothing short of\proof that transportation of matter beyond space-time is possible!\Between Machi-kun's head and body, there's a high-dimensional tunnel...\In other words, a wormhole, if I'm right.\A wormhole? response:	Oh, I've heard of those.
context: And when she swallows it,\it instantly teleports to her separate body!\This is nothing short of\proof that transportation of matter beyond space-time is possible!\Between Machi-kun's head and body, there's a high-dimensional tunnel...\In other words, a wormhole, if I'm right.\A wormhole?\Oh, I've heard of those. response:	In movies, they're the unexplained passages spaceships use to warp?
context: it instantly teleports to her separate body!\This is nothing short of\proof that transportation of matter beyond space-time is possible!\Between Machi-kun's head and body, there's a high-dimensional tunnel...\In other words, a wormhole, if I'm right.\A wormhole?\Oh, I've heard of those.\In movies, they're the unexplained passages spaceships use to warp? response:	Yes, precisely. Occasionally called hyperspace in sci-fi works.
context: This is nothing short of\proof that transportation of matter beyond space-time is possible!\Between Machi-kun's head and body, there's a high-dimensional tunnel...\In other words, a wormhole, if I'm right.\A wormhole?\Oh, I've heard of those.\In movies, they're the unexplained passages spaceships use to warp?\Yes, precisely. Occasionally called hyperspace in sci-fi works. response:	What's it actually like inside a wormhole?
context: proof that transportation of matter beyond space-time is possible!\Between Machi-kun's head and body, there's a high-dimensional tunnel...\In other words, a wormhole, if I'm right.\A wormhole?\Oh, I've heard of those.\In movies, they're the unexplained passages spaceships use to warp?\Yes, precisely. Occasionally called hyperspace in sci-fi works.\What's it actually like inside a wormhole? response:	High-dimensional space is entirely separate from our space-time rules.
context: Between Machi-kun's head and body, there's a high-dimensional tunnel...\In other words, a wormhole, if I'm right.\A wormhole?\Oh, I've heard of those.\In movies, they're the unexplained passages spaceships use to warp?\Yes, precisely. Occasionally called hyperspace in sci-fi works.\What's it actually like inside a wormhole?\High-dimensional space is entirely separate from our space-time rules. response:	I can't definitely say,
context: In other words, a wormhole, if I'm right.\A wormhole?\Oh, I've heard of those.\In movies, they're the unexplained passages spaceships use to warp?\Yes, precisely. Occasionally called hyperspace in sci-fi works.\What's it actually like inside a wormhole?\High-dimensional space is entirely separate from our space-time rules.\I can't definitely say, response:	but the wormhole that connects Machi-kun's head and body
