context: Master. Master. response:	Master! Master! Master!
context: How could you be our ghost lord?\As the crown prince of the Ghost Tribe\how is it wrong for me to become the ghost lord?\You guys on the other hand...\When you go back, the royal guards will kill you!\We've never thought to betray the royal family.\We just want to support Second Prince to the throne.\As long as Second Prince is our Ghost Lord response:	the Heavenly Lord will accept our surrender
context: As the crown prince of the Ghost Tribe\how is it wrong for me to become the ghost lord?\You guys on the other hand...\When you go back, the royal guards will kill you!\We've never thought to betray the royal family.\We just want to support Second Prince to the throne.\As long as Second Prince is our Ghost Lord\the Heavenly Lord will accept our surrender response:	and pardon our Ghost Tribe!
context: how is it wrong for me to become the ghost lord?\You guys on the other hand...\When you go back, the royal guards will kill you!\We've never thought to betray the royal family.\We just want to support Second Prince to the throne.\As long as Second Prince is our Ghost Lord\the Heavenly Lord will accept our surrender\and pardon our Ghost Tribe! response:	You had the cheek to collude with the Celestial Tribe?
context: You guys on the other hand...\When you go back, the royal guards will kill you!\We've never thought to betray the royal family.\We just want to support Second Prince to the throne.\As long as Second Prince is our Ghost Lord\the Heavenly Lord will accept our surrender\and pardon our Ghost Tribe!\You had the cheek to collude with the Celestial Tribe? response:	Imprison him in the coldest pole of the Ghost Realm.
context: When you go back, the royal guards will kill you!\We've never thought to betray the royal family.\We just want to support Second Prince to the throne.\As long as Second Prince is our Ghost Lord\the Heavenly Lord will accept our surrender\and pardon our Ghost Tribe!\You had the cheek to collude with the Celestial Tribe?\Imprison him in the coldest pole of the Ghost Realm. response:	Have people watch him day and night.
context: We've never thought to betray the royal family.\We just want to support Second Prince to the throne.\As long as Second Prince is our Ghost Lord\the Heavenly Lord will accept our surrender\and pardon our Ghost Tribe!\You had the cheek to collude with the Celestial Tribe?\Imprison him in the coldest pole of the Ghost Realm.\Have people watch him day and night. response:	That Golden Tiger was Li Yuan's partner.
context: We just want to support Second Prince to the throne.\As long as Second Prince is our Ghost Lord\the Heavenly Lord will accept our surrender\and pardon our Ghost Tribe!\You had the cheek to collude with the Celestial Tribe?\Imprison him in the coldest pole of the Ghost Realm.\Have people watch him day and night.\That Golden Tiger was Li Yuan's partner. response:	Arrest him quickly and imprison him with Li Yuan.
context: As long as Second Prince is our Ghost Lord\the Heavenly Lord will accept our surrender\and pardon our Ghost Tribe!\You had the cheek to collude with the Celestial Tribe?\Imprison him in the coldest pole of the Ghost Realm.\Have people watch him day and night.\That Golden Tiger was Li Yuan's partner.\Arrest him quickly and imprison him with Li Yuan. response:	And you're not allowed to tell the princess of this matter.
context: the Heavenly Lord will accept our surrender\and pardon our Ghost Tribe!\You had the cheek to collude with the Celestial Tribe?\Imprison him in the coldest pole of the Ghost Realm.\Have people watch him day and night.\That Golden Tiger was Li Yuan's partner.\Arrest him quickly and imprison him with Li Yuan.\And you're not allowed to tell the princess of this matter. response:	Anyone who does will be killed.
context: and pardon our Ghost Tribe!\You had the cheek to collude with the Celestial Tribe?\Imprison him in the coldest pole of the Ghost Realm.\Have people watch him day and night.\That Golden Tiger was Li Yuan's partner.\Arrest him quickly and imprison him with Li Yuan.\And you're not allowed to tell the princess of this matter.\Anyone who does will be killed. response:	Yes.
context: You had the cheek to collude with the Celestial Tribe?\Imprison him in the coldest pole of the Ghost Realm.\Have people watch him day and night.\That Golden Tiger was Li Yuan's partner.\Arrest him quickly and imprison him with Li Yuan.\And you're not allowed to tell the princess of this matter.\Anyone who does will be killed.\Yes. response:	- Let's go! - Let me go!
context: Imprison him in the coldest pole of the Ghost Realm.\Have people watch him day and night.\That Golden Tiger was Li Yuan's partner.\Arrest him quickly and imprison him with Li Yuan.\And you're not allowed to tell the princess of this matter.\Anyone who does will be killed.\Yes.\- Let's go! - Let me go! response:	Li Jing! I won't let you get away with this!
context: Have people watch him day and night.\That Golden Tiger was Li Yuan's partner.\Arrest him quickly and imprison him with Li Yuan.\And you're not allowed to tell the princess of this matter.\Anyone who does will be killed.\Yes.\- Let's go! - Let me go!\Li Jing! I won't let you get away with this! response:	I will definitely come back and kill you!
context: That Golden Tiger was Li Yuan's partner.\Arrest him quickly and imprison him with Li Yuan.\And you're not allowed to tell the princess of this matter.\Anyone who does will be killed.\Yes.\- Let's go! - Let me go!\Li Jing! I won't let you get away with this!\I will definitely come back and kill you! response:	Let me go, Li Jing!
context: Arrest him quickly and imprison him with Li Yuan.\And you're not allowed to tell the princess of this matter.\Anyone who does will be killed.\Yes.\- Let's go! - Let me go!\Li Jing! I won't let you get away with this!\I will definitely come back and kill you!\Let me go, Li Jing! response:	Let me go!
context: And you're not allowed to tell the princess of this matter.\Anyone who does will be killed.\Yes.\- Let's go! - Let me go!\Li Jing! I won't let you get away with this!\I will definitely come back and kill you!\Let me go, Li Jing!\Let me go! response:	Li Jing, I will come back and kill you!
context: Anyone who does will be killed.\Yes.\- Let's go! - Let me go!\Li Jing! I won't let you get away with this!\I will definitely come back and kill you!\Let me go, Li Jing!\Let me go!\Li Jing, I will come back and kill you! response:	Li Jing!
context: Yes.\- Let's go! - Let me go!\Li Jing! I won't let you get away with this!\I will definitely come back and kill you!\Let me go, Li Jing!\Let me go!\Li Jing, I will come back and kill you!\Li Jing! response:	Congratulations, Your Majesty.
context: - Let's go! - Let me go!\Li Jing! I won't let you get away with this!\I will definitely come back and kill you!\Let me go, Li Jing!\Let me go!\Li Jing, I will come back and kill you!\Li Jing!\Congratulations, Your Majesty. response:	Congratulations, Ghost Lord, on eradicating the dissident.
context: Li Jing! I won't let you get away with this!\I will definitely come back and kill you!\Let me go, Li Jing!\Let me go!\Li Jing, I will come back and kill you!\Li Jing!\Congratulations, Your Majesty.\Congratulations, Ghost Lord, on eradicating the dissident. response:	If I had failed today, would you have run away from this place?
context: I will definitely come back and kill you!\Let me go, Li Jing!\Let me go!\Li Jing, I will come back and kill you!\Li Jing!\Congratulations, Your Majesty.\Congratulations, Ghost Lord, on eradicating the dissident.\If I had failed today, would you have run away from this place? response:	I am loyal to you, my lord.
context: Let me go, Li Jing!\Let me go!\Li Jing, I will come back and kill you!\Li Jing!\Congratulations, Your Majesty.\Congratulations, Ghost Lord, on eradicating the dissident.\If I had failed today, would you have run away from this place?\I am loyal to you, my lord. response:	The sun and moon could prove my heart to you.
context: Let me go!\Li Jing, I will come back and kill you!\Li Jing!\Congratulations, Your Majesty.\Congratulations, Ghost Lord, on eradicating the dissident.\If I had failed today, would you have run away from this place?\I am loyal to you, my lord.\The sun and moon could prove my heart to you. response:	My dear.
context: Li Jing, I will come back and kill you!\Li Jing!\Congratulations, Your Majesty.\Congratulations, Ghost Lord, on eradicating the dissident.\If I had failed today, would you have run away from this place?\I am loyal to you, my lord.\The sun and moon could prove my heart to you.\My dear. response:	My lord.
context: Li Jing!\Congratulations, Your Majesty.\Congratulations, Ghost Lord, on eradicating the dissident.\If I had failed today, would you have run away from this place?\I am loyal to you, my lord.\The sun and moon could prove my heart to you.\My dear.\My lord. response:	You really are an incredible woman.
context: Congratulations, Your Majesty.\Congratulations, Ghost Lord, on eradicating the dissident.\If I had failed today, would you have run away from this place?\I am loyal to you, my lord.\The sun and moon could prove my heart to you.\My dear.\My lord.\You really are an incredible woman. response:	Whether it was when you were pleading with my father back then
context: Congratulations, Ghost Lord, on eradicating the dissident.\If I had failed today, would you have run away from this place?\I am loyal to you, my lord.\The sun and moon could prove my heart to you.\My dear.\My lord.\You really are an incredible woman.\Whether it was when you were pleading with my father back then response:	or when you injured yourself in a scheme to go to
context: If I had failed today, would you have run away from this place?\I am loyal to you, my lord.\The sun and moon could prove my heart to you.\My dear.\My lord.\You really are an incredible woman.\Whether it was when you were pleading with my father back then\or when you injured yourself in a scheme to go to response:	Kunlun Mountain to steal the tactical formation strategy...
context: I am loyal to you, my lord.\The sun and moon could prove my heart to you.\My dear.\My lord.\You really are an incredible woman.\Whether it was when you were pleading with my father back then\or when you injured yourself in a scheme to go to\Kunlun Mountain to steal the tactical formation strategy... response:	you've made me see you in a new light every time.
context: The sun and moon could prove my heart to you.\My dear.\My lord.\You really are an incredible woman.\Whether it was when you were pleading with my father back then\or when you injured yourself in a scheme to go to\Kunlun Mountain to steal the tactical formation strategy...\you've made me see you in a new light every time. response:	I did everything for you.
context: My dear.\My lord.\You really are an incredible woman.\Whether it was when you were pleading with my father back then\or when you injured yourself in a scheme to go to\Kunlun Mountain to steal the tactical formation strategy...\you've made me see you in a new light every time.\I did everything for you. response:	For me?
context: My lord.\You really are an incredible woman.\Whether it was when you were pleading with my father back then\or when you injured yourself in a scheme to go to\Kunlun Mountain to steal the tactical formation strategy...\you've made me see you in a new light every time.\I did everything for you.\For me? response:	That's true.
context: You really are an incredible woman.\Whether it was when you were pleading with my father back then\or when you injured yourself in a scheme to go to\Kunlun Mountain to steal the tactical formation strategy...\you've made me see you in a new light every time.\I did everything for you.\For me?\That's true. response:	I'm not a great person or anything.
context: Whether it was when you were pleading with my father back then\or when you injured yourself in a scheme to go to\Kunlun Mountain to steal the tactical formation strategy...\you've made me see you in a new light every time.\I did everything for you.\For me?\That's true.\I'm not a great person or anything. response:	For you and me to become a couple...
context: or when you injured yourself in a scheme to go to\Kunlun Mountain to steal the tactical formation strategy...\you've made me see you in a new light every time.\I did everything for you.\For me?\That's true.\I'm not a great person or anything.\For you and me to become a couple... response:	it's fate.
context: Kunlun Mountain to steal the tactical formation strategy...\you've made me see you in a new light every time.\I did everything for you.\For me?\That's true.\I'm not a great person or anything.\For you and me to become a couple...\it's fate. response:	Mo Yuan has been dead for over two months.
context: you've made me see you in a new light every time.\I did everything for you.\For me?\That's true.\I'm not a great person or anything.\For you and me to become a couple...\it's fate.\Mo Yuan has been dead for over two months. response:	I've sent 18 high immortals there to make funeral arrangements
context: I did everything for you.\For me?\That's true.\I'm not a great person or anything.\For you and me to become a couple...\it's fate.\Mo Yuan has been dead for over two months.\I've sent 18 high immortals there to make funeral arrangements response:	but they've been sent back by some little high immortal.
context: For me?\That's true.\I'm not a great person or anything.\For you and me to become a couple...\it's fate.\Mo Yuan has been dead for over two months.\I've sent 18 high immortals there to make funeral arrangements\but they've been sent back by some little high immortal. response:	Why is that little high immortal being so domineering like this?
context: That's true.\I'm not a great person or anything.\For you and me to become a couple...\it's fate.\Mo Yuan has been dead for over two months.\I've sent 18 high immortals there to make funeral arrangements\but they've been sent back by some little high immortal.\Why is that little high immortal being so domineering like this? response:	Here in the Celestial Palace, we're all immortals.
context: I'm not a great person or anything.\For you and me to become a couple...\it's fate.\Mo Yuan has been dead for over two months.\I've sent 18 high immortals there to make funeral arrangements\but they've been sent back by some little high immortal.\Why is that little high immortal being so domineering like this?\Here in the Celestial Palace, we're all immortals. response:	There are ones who like to joke, and ones who don't like to joke.
context: For you and me to become a couple...\it's fate.\Mo Yuan has been dead for over two months.\I've sent 18 high immortals there to make funeral arrangements\but they've been sent back by some little high immortal.\Why is that little high immortal being so domineering like this?\Here in the Celestial Palace, we're all immortals.\There are ones who like to joke, and ones who don't like to joke. response:	Mo Yuan has 17 disciples.
context: it's fate.\Mo Yuan has been dead for over two months.\I've sent 18 high immortals there to make funeral arrangements\but they've been sent back by some little high immortal.\Why is that little high immortal being so domineering like this?\Here in the Celestial Palace, we're all immortals.\There are ones who like to joke, and ones who don't like to joke.\Mo Yuan has 17 disciples. response:	There are bound to be ones with good tempers and ones with bad tempers.
context: Mo Yuan has been dead for over two months.\I've sent 18 high immortals there to make funeral arrangements\but they've been sent back by some little high immortal.\Why is that little high immortal being so domineering like this?\Here in the Celestial Palace, we're all immortals.\There are ones who like to joke, and ones who don't like to joke.\Mo Yuan has 17 disciples.\There are bound to be ones with good tempers and ones with bad tempers. response:	Why take it to heart?
context: I've sent 18 high immortals there to make funeral arrangements\but they've been sent back by some little high immortal.\Why is that little high immortal being so domineering like this?\Here in the Celestial Palace, we're all immortals.\There are ones who like to joke, and ones who don't like to joke.\Mo Yuan has 17 disciples.\There are bound to be ones with good tempers and ones with bad tempers.\Why take it to heart? response:	Dijun rarely speaks up for others.
context: but they've been sent back by some little high immortal.\Why is that little high immortal being so domineering like this?\Here in the Celestial Palace, we're all immortals.\There are ones who like to joke, and ones who don't like to joke.\Mo Yuan has 17 disciples.\There are bound to be ones with good tempers and ones with bad tempers.\Why take it to heart?\Dijun rarely speaks up for others. response:	Since that's the case, I won't pursue this matter any further.
context: Why is that little high immortal being so domineering like this?\Here in the Celestial Palace, we're all immortals.\There are ones who like to joke, and ones who don't like to joke.\Mo Yuan has 17 disciples.\There are bound to be ones with good tempers and ones with bad tempers.\Why take it to heart?\Dijun rarely speaks up for others.\Since that's the case, I won't pursue this matter any further. response:	Yang Cuo.
context: Here in the Celestial Palace, we're all immortals.\There are ones who like to joke, and ones who don't like to joke.\Mo Yuan has 17 disciples.\There are bound to be ones with good tempers and ones with bad tempers.\Why take it to heart?\Dijun rarely speaks up for others.\Since that's the case, I won't pursue this matter any further.\Yang Cuo. response:	Go to Kunlun Mountain to give him a warning
context: There are ones who like to joke, and ones who don't like to joke.\Mo Yuan has 17 disciples.\There are bound to be ones with good tempers and ones with bad tempers.\Why take it to heart?\Dijun rarely speaks up for others.\Since that's the case, I won't pursue this matter any further.\Yang Cuo.\Go to Kunlun Mountain to give him a warning response:	so that the little high immortal won't
context: Mo Yuan has 17 disciples.\There are bound to be ones with good tempers and ones with bad tempers.\Why take it to heart?\Dijun rarely speaks up for others.\Since that's the case, I won't pursue this matter any further.\Yang Cuo.\Go to Kunlun Mountain to give him a warning\so that the little high immortal won't response:	mess up an alliance between two tribes for revenge.
context: There are bound to be ones with good tempers and ones with bad tempers.\Why take it to heart?\Dijun rarely speaks up for others.\Since that's the case, I won't pursue this matter any further.\Yang Cuo.\Go to Kunlun Mountain to give him a warning\so that the little high immortal won't\mess up an alliance between two tribes for revenge. response:	Yes.
context: Why take it to heart?\Dijun rarely speaks up for others.\Since that's the case, I won't pursue this matter any further.\Yang Cuo.\Go to Kunlun Mountain to give him a warning\so that the little high immortal won't\mess up an alliance between two tribes for revenge.\Yes. response:	Go kneel before Heavenly Lord.
context: Dijun rarely speaks up for others.\Since that's the case, I won't pursue this matter any further.\Yang Cuo.\Go to Kunlun Mountain to give him a warning\so that the little high immortal won't\mess up an alliance between two tribes for revenge.\Yes.\Go kneel before Heavenly Lord. response:	Greetings, Heavenly Lord.
context: Since that's the case, I won't pursue this matter any further.\Yang Cuo.\Go to Kunlun Mountain to give him a warning\so that the little high immortal won't\mess up an alliance between two tribes for revenge.\Yes.\Go kneel before Heavenly Lord.\Greetings, Heavenly Lord. response:	Don't stand on ceremony.
context: Yang Cuo.\Go to Kunlun Mountain to give him a warning\so that the little high immortal won't\mess up an alliance between two tribes for revenge.\Yes.\Go kneel before Heavenly Lord.\Greetings, Heavenly Lord.\Don't stand on ceremony. response:	Come here.
context: Go to Kunlun Mountain to give him a warning\so that the little high immortal won't\mess up an alliance between two tribes for revenge.\Yes.\Go kneel before Heavenly Lord.\Greetings, Heavenly Lord.\Don't stand on ceremony.\Come here. response:	Have your parents given you a name?
context: so that the little high immortal won't\mess up an alliance between two tribes for revenge.\Yes.\Go kneel before Heavenly Lord.\Greetings, Heavenly Lord.\Don't stand on ceremony.\Come here.\Have your parents given you a name? response:	I'm only 500 years old.
context: mess up an alliance between two tribes for revenge.\Yes.\Go kneel before Heavenly Lord.\Greetings, Heavenly Lord.\Don't stand on ceremony.\Come here.\Have your parents given you a name?\I'm only 500 years old. response:	In my clan, I only get a name after I turn 1,000.
context: Yes.\Go kneel before Heavenly Lord.\Greetings, Heavenly Lord.\Don't stand on ceremony.\Come here.\Have your parents given you a name?\I'm only 500 years old.\In my clan, I only get a name after I turn 1,000. response:	Oh.
context: Go kneel before Heavenly Lord.\Greetings, Heavenly Lord.\Don't stand on ceremony.\Come here.\Have your parents given you a name?\I'm only 500 years old.\In my clan, I only get a name after I turn 1,000.\Oh. response:	The entire Su Jin Clan was wiped out.
context: Greetings, Heavenly Lord.\Don't stand on ceremony.\Come here.\Have your parents given you a name?\I'm only 500 years old.\In my clan, I only get a name after I turn 1,000.\Oh.\The entire Su Jin Clan was wiped out. response:	I'll give you the name Su Jin, okay?
context: Don't stand on ceremony.\Come here.\Have your parents given you a name?\I'm only 500 years old.\In my clan, I only get a name after I turn 1,000.\Oh.\The entire Su Jin Clan was wiped out.\I'll give you the name Su Jin, okay? response:	Okay.
context: Come here.\Have your parents given you a name?\I'm only 500 years old.\In my clan, I only get a name after I turn 1,000.\Oh.\The entire Su Jin Clan was wiped out.\I'll give you the name Su Jin, okay?\Okay. response:	Su Jin, your entire clan was wiped out because of the Celestial Tribe
context: Have your parents given you a name?\I'm only 500 years old.\In my clan, I only get a name after I turn 1,000.\Oh.\The entire Su Jin Clan was wiped out.\I'll give you the name Su Jin, okay?\Okay.\Su Jin, your entire clan was wiped out because of the Celestial Tribe response:	so why don't you stay in the Celestial Palace?
context: I'm only 500 years old.\In my clan, I only get a name after I turn 1,000.\Oh.\The entire Su Jin Clan was wiped out.\I'll give you the name Su Jin, okay?\Okay.\Su Jin, your entire clan was wiped out because of the Celestial Tribe\so why don't you stay in the Celestial Palace? response:	I'll bestow you the title Princes Zhao Ren, okay?
context: In my clan, I only get a name after I turn 1,000.\Oh.\The entire Su Jin Clan was wiped out.\I'll give you the name Su Jin, okay?\Okay.\Su Jin, your entire clan was wiped out because of the Celestial Tribe\so why don't you stay in the Celestial Palace?\I'll bestow you the title Princes Zhao Ren, okay? response:	Hurry and thank Heavenly Lord.
context: Oh.\The entire Su Jin Clan was wiped out.\I'll give you the name Su Jin, okay?\Okay.\Su Jin, your entire clan was wiped out because of the Celestial Tribe\so why don't you stay in the Celestial Palace?\I'll bestow you the title Princes Zhao Ren, okay?\Hurry and thank Heavenly Lord. response:	Thank you, Heavenly Lord.
context: The entire Su Jin Clan was wiped out.\I'll give you the name Su Jin, okay?\Okay.\Su Jin, your entire clan was wiped out because of the Celestial Tribe\so why don't you stay in the Celestial Palace?\I'll bestow you the title Princes Zhao Ren, okay?\Hurry and thank Heavenly Lord.\Thank you, Heavenly Lord. response:	You may rise.
context: I'll give you the name Su Jin, okay?\Okay.\Su Jin, your entire clan was wiped out because of the Celestial Tribe\so why don't you stay in the Celestial Palace?\I'll bestow you the title Princes Zhao Ren, okay?\Hurry and thank Heavenly Lord.\Thank you, Heavenly Lord.\You may rise. response:	Yang Cuo.
context: Okay.\Su Jin, your entire clan was wiped out because of the Celestial Tribe\so why don't you stay in the Celestial Palace?\I'll bestow you the title Princes Zhao Ren, okay?\Hurry and thank Heavenly Lord.\Thank you, Heavenly Lord.\You may rise.\Yang Cuo. response:	You'll raise Su Jin as your daughter.
context: Su Jin, your entire clan was wiped out because of the Celestial Tribe\so why don't you stay in the Celestial Palace?\I'll bestow you the title Princes Zhao Ren, okay?\Hurry and thank Heavenly Lord.\Thank you, Heavenly Lord.\You may rise.\Yang Cuo.\You'll raise Su Jin as your daughter. response:	Don't let her suffer.
context: so why don't you stay in the Celestial Palace?\I'll bestow you the title Princes Zhao Ren, okay?\Hurry and thank Heavenly Lord.\Thank you, Heavenly Lord.\You may rise.\Yang Cuo.\You'll raise Su Jin as your daughter.\Don't let her suffer. response:	I will obey your command.
context: I'll bestow you the title Princes Zhao Ren, okay?\Hurry and thank Heavenly Lord.\Thank you, Heavenly Lord.\You may rise.\Yang Cuo.\You'll raise Su Jin as your daughter.\Don't let her suffer.\I will obey your command. response:	Father, don't worry.
context: Hurry and thank Heavenly Lord.\Thank you, Heavenly Lord.\You may rise.\Yang Cuo.\You'll raise Su Jin as your daughter.\Don't let her suffer.\I will obey your command.\Father, don't worry. response:	I will definitely treat Su Jin as my own daughter.
context: Thank you, Heavenly Lord.\You may rise.\Yang Cuo.\You'll raise Su Jin as your daughter.\Don't let her suffer.\I will obey your command.\Father, don't worry.\I will definitely treat Su Jin as my own daughter. response:	Let's go, Su Jin.
context: You may rise.\Yang Cuo.\You'll raise Su Jin as your daughter.\Don't let her suffer.\I will obey your command.\Father, don't worry.\I will definitely treat Su Jin as my own daughter.\Let's go, Su Jin. response:	Does Father want me to raise Su Jin
context: Yang Cuo.\You'll raise Su Jin as your daughter.\Don't let her suffer.\I will obey your command.\Father, don't worry.\I will definitely treat Su Jin as my own daughter.\Let's go, Su Jin.\Does Father want me to raise Su Jin response:	because he blames me for not having any children?
context: You'll raise Su Jin as your daughter.\Don't let her suffer.\I will obey your command.\Father, don't worry.\I will definitely treat Su Jin as my own daughter.\Let's go, Su Jin.\Does Father want me to raise Su Jin\because he blames me for not having any children? response:	Don't overthink things.
context: Don't let her suffer.\I will obey your command.\Father, don't worry.\I will definitely treat Su Jin as my own daughter.\Let's go, Su Jin.\Does Father want me to raise Su Jin\because he blames me for not having any children?\Don't overthink things. response:	Among us three brothers, I'm the only one who's married.
context: I will obey your command.\Father, don't worry.\I will definitely treat Su Jin as my own daughter.\Let's go, Su Jin.\Does Father want me to raise Su Jin\because he blames me for not having any children?\Don't overthink things.\Among us three brothers, I'm the only one who's married. response:	My two brothers don't even have concubines.
context: Father, don't worry.\I will definitely treat Su Jin as my own daughter.\Let's go, Su Jin.\Does Father want me to raise Su Jin\because he blames me for not having any children?\Don't overthink things.\Among us three brothers, I'm the only one who's married.\My two brothers don't even have concubines. response:	There are no other females in the family.
context: I will definitely treat Su Jin as my own daughter.\Let's go, Su Jin.\Does Father want me to raise Su Jin\because he blames me for not having any children?\Don't overthink things.\Among us three brothers, I'm the only one who's married.\My two brothers don't even have concubines.\There are no other females in the family. response:	Naturally, we are the ones who will raise Su Jin.
context: Let's go, Su Jin.\Does Father want me to raise Su Jin\because he blames me for not having any children?\Don't overthink things.\Among us three brothers, I'm the only one who's married.\My two brothers don't even have concubines.\There are no other females in the family.\Naturally, we are the ones who will raise Su Jin. response:	We've already been married for 30,000 years.
context: Does Father want me to raise Su Jin\because he blames me for not having any children?\Don't overthink things.\Among us three brothers, I'm the only one who's married.\My two brothers don't even have concubines.\There are no other females in the family.\Naturally, we are the ones who will raise Su Jin.\We've already been married for 30,000 years. response:	I wonder when we'll have children.
context: because he blames me for not having any children?\Don't overthink things.\Among us three brothers, I'm the only one who's married.\My two brothers don't even have concubines.\There are no other females in the family.\Naturally, we are the ones who will raise Su Jin.\We've already been married for 30,000 years.\I wonder when we'll have children. response:	What you're worried about...
context: Don't overthink things.\Among us three brothers, I'm the only one who's married.\My two brothers don't even have concubines.\There are no other females in the family.\Naturally, we are the ones who will raise Su Jin.\We've already been married for 30,000 years.\I wonder when we'll have children.\What you're worried about... response:	if you go to Kunlun Mountain yourself, perhaps you'll find your answer.
context: Among us three brothers, I'm the only one who's married.\My two brothers don't even have concubines.\There are no other females in the family.\Naturally, we are the ones who will raise Su Jin.\We've already been married for 30,000 years.\I wonder when we'll have children.\What you're worried about...\if you go to Kunlun Mountain yourself, perhaps you'll find your answer. response:	Kunlun Mountain?
context: My two brothers don't even have concubines.\There are no other females in the family.\Naturally, we are the ones who will raise Su Jin.\We've already been married for 30,000 years.\I wonder when we'll have children.\What you're worried about...\if you go to Kunlun Mountain yourself, perhaps you'll find your answer.\Kunlun Mountain? response:	Senior.
context: There are no other females in the family.\Naturally, we are the ones who will raise Su Jin.\We've already been married for 30,000 years.\I wonder when we'll have children.\What you're worried about...\if you go to Kunlun Mountain yourself, perhaps you'll find your answer.\Kunlun Mountain?\Senior. response:	This is the eldest prince of the Celestial Palace and Consort Le Xu.
context: Naturally, we are the ones who will raise Su Jin.\We've already been married for 30,000 years.\I wonder when we'll have children.\What you're worried about...\if you go to Kunlun Mountain yourself, perhaps you'll find your answer.\Kunlun Mountain?\Senior.\This is the eldest prince of the Celestial Palace and Consort Le Xu. response:	This is my seventeenth fellow disciple.
context: We've already been married for 30,000 years.\I wonder when we'll have children.\What you're worried about...\if you go to Kunlun Mountain yourself, perhaps you'll find your answer.\Kunlun Mountain?\Senior.\This is the eldest prince of the Celestial Palace and Consort Le Xu.\This is my seventeenth fellow disciple. response:	Your highnesses.
context: I wonder when we'll have children.\What you're worried about...\if you go to Kunlun Mountain yourself, perhaps you'll find your answer.\Kunlun Mountain?\Senior.\This is the eldest prince of the Celestial Palace and Consort Le Xu.\This is my seventeenth fellow disciple.\Your highnesses. response:	We met during the war.
context: What you're worried about...\if you go to Kunlun Mountain yourself, perhaps you'll find your answer.\Kunlun Mountain?\Senior.\This is the eldest prince of the Celestial Palace and Consort Le Xu.\This is my seventeenth fellow disciple.\Your highnesses.\We met during the war. response:	His Highness came to discuss the Celestial Tribe and Ghost Tribe...
context: if you go to Kunlun Mountain yourself, perhaps you'll find your answer.\Kunlun Mountain?\Senior.\This is the eldest prince of the Celestial Palace and Consort Le Xu.\This is my seventeenth fellow disciple.\Your highnesses.\We met during the war.\His Highness came to discuss the Celestial Tribe and Ghost Tribe... response:	Allow me to say it.
context: Kunlun Mountain?\Senior.\This is the eldest prince of the Celestial Palace and Consort Le Xu.\This is my seventeenth fellow disciple.\Your highnesses.\We met during the war.\His Highness came to discuss the Celestial Tribe and Ghost Tribe...\Allow me to say it. response:	Si Yin, not long after Heavenly Lord accepted their surrender
context: Senior.\This is the eldest prince of the Celestial Palace and Consort Le Xu.\This is my seventeenth fellow disciple.\Your highnesses.\We met during the war.\His Highness came to discuss the Celestial Tribe and Ghost Tribe...\Allow me to say it.\Si Yin, not long after Heavenly Lord accepted their surrender response:	there were changes in Grand Ziming Palace.
context: This is the eldest prince of the Celestial Palace and Consort Le Xu.\This is my seventeenth fellow disciple.\Your highnesses.\We met during the war.\His Highness came to discuss the Celestial Tribe and Ghost Tribe...\Allow me to say it.\Si Yin, not long after Heavenly Lord accepted their surrender\there were changes in Grand Ziming Palace. response:	The elder prince Li Yuan was banished.
context: This is my seventeenth fellow disciple.\Your highnesses.\We met during the war.\His Highness came to discuss the Celestial Tribe and Ghost Tribe...\Allow me to say it.\Si Yin, not long after Heavenly Lord accepted their surrender\there were changes in Grand Ziming Palace.\The elder prince Li Yuan was banished. response:	The second prince Li Jing donned the blue cape and became the ruler.
context: Your highnesses.\We met during the war.\His Highness came to discuss the Celestial Tribe and Ghost Tribe...\Allow me to say it.\Si Yin, not long after Heavenly Lord accepted their surrender\there were changes in Grand Ziming Palace.\The elder prince Li Yuan was banished.\The second prince Li Jing donned the blue cape and became the ruler. response:	On the day that he succeeded the throne
context: We met during the war.\His Highness came to discuss the Celestial Tribe and Ghost Tribe...\Allow me to say it.\Si Yin, not long after Heavenly Lord accepted their surrender\there were changes in Grand Ziming Palace.\The elder prince Li Yuan was banished.\The second prince Li Jing donned the blue cape and became the ruler.\On the day that he succeeded the throne response:	Li Jing presented Ghost Tribe's sacred item
context: His Highness came to discuss the Celestial Tribe and Ghost Tribe...\Allow me to say it.\Si Yin, not long after Heavenly Lord accepted their surrender\there were changes in Grand Ziming Palace.\The elder prince Li Yuan was banished.\The second prince Li Jing donned the blue cape and became the ruler.\On the day that he succeeded the throne\Li Jing presented Ghost Tribe's sacred item response:	the winter lotus, to Heavenly Lord as tribute.
context: Allow me to say it.\Si Yin, not long after Heavenly Lord accepted their surrender\there were changes in Grand Ziming Palace.\The elder prince Li Yuan was banished.\The second prince Li Jing donned the blue cape and became the ruler.\On the day that he succeeded the throne\Li Jing presented Ghost Tribe's sacred item\the winter lotus, to Heavenly Lord as tribute. response:	Heavenly Lord has accepted it.
context: Si Yin, not long after Heavenly Lord accepted their surrender\there were changes in Grand Ziming Palace.\The elder prince Li Yuan was banished.\The second prince Li Jing donned the blue cape and became the ruler.\On the day that he succeeded the throne\Li Jing presented Ghost Tribe's sacred item\the winter lotus, to Heavenly Lord as tribute.\Heavenly Lord has accepted it. response:	What Your Highness means is that
