context: Like what? response:	weeelll...
context: Hey Chizu?\You know, it's not all about making your eyes look big or whatever\Can I try?\Great.\The almond shape of your eyes is what makes them beautiful.\Really?\You have to leverage that to show off your beauty.\Today's an important day for you too. response:	And afterwards, let's highlight your eyes in a pale pink to soften the look.
context: You know, it's not all about making your eyes look big or whatever\Can I try?\Great.\The almond shape of your eyes is what makes them beautiful.\Really?\You have to leverage that to show off your beauty.\Today's an important day for you too.\And afterwards, let's highlight your eyes in a pale pink to soften the look. response:	Does it look okay?
context: Can I try?\Great.\The almond shape of your eyes is what makes them beautiful.\Really?\You have to leverage that to show off your beauty.\Today's an important day for you too.\And afterwards, let's highlight your eyes in a pale pink to soften the look.\Does it look okay? response:	Amazing. Like a completely different person!
context: Great.\The almond shape of your eyes is what makes them beautiful.\Really?\You have to leverage that to show off your beauty.\Today's an important day for you too.\And afterwards, let's highlight your eyes in a pale pink to soften the look.\Does it look okay?\Amazing. Like a completely different person! response:	What do you think?
context: The almond shape of your eyes is what makes them beautiful.\Really?\You have to leverage that to show off your beauty.\Today's an important day for you too.\And afterwards, let's highlight your eyes in a pale pink to soften the look.\Does it look okay?\Amazing. Like a completely different person!\What do you think? response:	Not bad.
context: Really?\You have to leverage that to show off your beauty.\Today's an important day for you too.\And afterwards, let's highlight your eyes in a pale pink to soften the look.\Does it look okay?\Amazing. Like a completely different person!\What do you think?\Not bad. response:	Hurry up and get in the car!
context: You have to leverage that to show off your beauty.\Today's an important day for you too.\And afterwards, let's highlight your eyes in a pale pink to soften the look.\Does it look okay?\Amazing. Like a completely different person!\What do you think?\Not bad.\Hurry up and get in the car! response:	I'll see you later!
context: Today's an important day for you too.\And afterwards, let's highlight your eyes in a pale pink to soften the look.\Does it look okay?\Amazing. Like a completely different person!\What do you think?\Not bad.\Hurry up and get in the car!\I'll see you later! response:	Chi!
context: And afterwards, let's highlight your eyes in a pale pink to soften the look.\Does it look okay?\Amazing. Like a completely different person!\What do you think?\Not bad.\Hurry up and get in the car!\I'll see you later!\Chi! response:	You and I will be even closer now.
context: Does it look okay?\Amazing. Like a completely different person!\What do you think?\Not bad.\Hurry up and get in the car!\I'll see you later!\Chi!\You and I will be even closer now. response:	What? You mean it?
context: Amazing. Like a completely different person!\What do you think?\Not bad.\Hurry up and get in the car!\I'll see you later!\Chi!\You and I will be even closer now.\What? You mean it? response:	I mean it!
context: What do you think?\Not bad.\Hurry up and get in the car!\I'll see you later!\Chi!\You and I will be even closer now.\What? You mean it?\I mean it! response:	Toru, Haruka,
context: Not bad.\Hurry up and get in the car!\I'll see you later!\Chi!\You and I will be even closer now.\What? You mean it?\I mean it!\Toru, Haruka, response:	congratulations.
context: Hurry up and get in the car!\I'll see you later!\Chi!\You and I will be even closer now.\What? You mean it?\I mean it!\Toru, Haruka,\congratulations. response:	What's up?
context: I'll see you later!\Chi!\You and I will be even closer now.\What? You mean it?\I mean it!\Toru, Haruka,\congratulations.\What's up? response:	That was a beautiful wedding, wasn't it?
context: Chi!\You and I will be even closer now.\What? You mean it?\I mean it!\Toru, Haruka,\congratulations.\What's up?\That was a beautiful wedding, wasn't it? response:	Yeah.
context: You and I will be even closer now.\What? You mean it?\I mean it!\Toru, Haruka,\congratulations.\What's up?\That was a beautiful wedding, wasn't it?\Yeah. response:	Oh yeah, it's almost time for your summer tournament, right?
context: What? You mean it?\I mean it!\Toru, Haruka,\congratulations.\What's up?\That was a beautiful wedding, wasn't it?\Yeah.\Oh yeah, it's almost time for your summer tournament, right? response:	Yeah, it's right after the school festival.
context: I mean it!\Toru, Haruka,\congratulations.\What's up?\That was a beautiful wedding, wasn't it?\Yeah.\Oh yeah, it's almost time for your summer tournament, right?\Yeah, it's right after the school festival. response:	Good luck! You guys better win this time!
context: Toru, Haruka,\congratulations.\What's up?\That was a beautiful wedding, wasn't it?\Yeah.\Oh yeah, it's almost time for your summer tournament, right?\Yeah, it's right after the school festival.\Good luck! You guys better win this time! response:	So what is it?
context: congratulations.\What's up?\That was a beautiful wedding, wasn't it?\Yeah.\Oh yeah, it's almost time for your summer tournament, right?\Yeah, it's right after the school festival.\Good luck! You guys better win this time!\So what is it? response:	What?
context: What's up?\That was a beautiful wedding, wasn't it?\Yeah.\Oh yeah, it's almost time for your summer tournament, right?\Yeah, it's right after the school festival.\Good luck! You guys better win this time!\So what is it?\What? response:	What did you want to talk about?
context: That was a beautiful wedding, wasn't it?\Yeah.\Oh yeah, it's almost time for your summer tournament, right?\Yeah, it's right after the school festival.\Good luck! You guys better win this time!\So what is it?\What?\What did you want to talk about? response:	There's something, isn't there?
context: Yeah.\Oh yeah, it's almost time for your summer tournament, right?\Yeah, it's right after the school festival.\Good luck! You guys better win this time!\So what is it?\What?\What did you want to talk about?\There's something, isn't there? response:	Please!
context: Oh yeah, it's almost time for your summer tournament, right?\Yeah, it's right after the school festival.\Good luck! You guys better win this time!\So what is it?\What?\What did you want to talk about?\There's something, isn't there?\Please! response:	No.
context: Yeah, it's right after the school festival.\Good luck! You guys better win this time!\So what is it?\What?\What did you want to talk about?\There's something, isn't there?\Please!\No. response:	Why not??
context: Good luck! You guys better win this time!\So what is it?\What?\What did you want to talk about?\There's something, isn't there?\Please!\No.\Why not?? response:	I said I don't want to.
context: So what is it?\What?\What did you want to talk about?\There's something, isn't there?\Please!\No.\Why not??\I said I don't want to. response:	Why not?! You just have to tell him what he wants to hear!
context: What?\What did you want to talk about?\There's something, isn't there?\Please!\No.\Why not??\I said I don't want to.\Why not?! You just have to tell him what he wants to hear! response:	You can say that he totally understands Sawako, 100!
context: What did you want to talk about?\There's something, isn't there?\Please!\No.\Why not??\I said I don't want to.\Why not?! You just have to tell him what he wants to hear!\You can say that he totally understands Sawako, 100! response:	No, I don't think that works.
context: There's something, isn't there?\Please!\No.\Why not??\I said I don't want to.\Why not?! You just have to tell him what he wants to hear!\You can say that he totally understands Sawako, 100!\No, I don't think that works. response:	I don't want to say it.
context: Please!\No.\Why not??\I said I don't want to.\Why not?! You just have to tell him what he wants to hear!\You can say that he totally understands Sawako, 100!\No, I don't think that works.\I don't want to say it. response:	You don't understand!
context: No.\Why not??\I said I don't want to.\Why not?! You just have to tell him what he wants to hear!\You can say that he totally understands Sawako, 100!\No, I don't think that works.\I don't want to say it.\You don't understand! response:	No!
context: Why not??\I said I don't want to.\Why not?! You just have to tell him what he wants to hear!\You can say that he totally understands Sawako, 100!\No, I don't think that works.\I don't want to say it.\You don't understand!\No! response:	I'll ask him what's wrong though.
context: I said I don't want to.\Why not?! You just have to tell him what he wants to hear!\You can say that he totally understands Sawako, 100!\No, I don't think that works.\I don't want to say it.\You don't understand!\No!\I'll ask him what's wrong though. response:	But not for your sake. It's'cause I'm worried about him too.
context: Why not?! You just have to tell him what he wants to hear!\You can say that he totally understands Sawako, 100!\No, I don't think that works.\I don't want to say it.\You don't understand!\No!\I'll ask him what's wrong though.\But not for your sake. It's'cause I'm worried about him too. response:	And that doesn't mean I'm going to tell you anything if he tells me.
context: You can say that he totally understands Sawako, 100!\No, I don't think that works.\I don't want to say it.\You don't understand!\No!\I'll ask him what's wrong though.\But not for your sake. It's'cause I'm worried about him too.\And that doesn't mean I'm going to tell you anything if he tells me. response:	Thanks for this.
context: No, I don't think that works.\I don't want to say it.\You don't understand!\No!\I'll ask him what's wrong though.\But not for your sake. It's'cause I'm worried about him too.\And that doesn't mean I'm going to tell you anything if he tells me.\Thanks for this. response:	What? Ryu!
context: I don't want to say it.\You don't understand!\No!\I'll ask him what's wrong though.\But not for your sake. It's'cause I'm worried about him too.\And that doesn't mean I'm going to tell you anything if he tells me.\Thanks for this.\What? Ryu! response:	Shota, you're not going to the cafeteria?
context: You don't understand!\No!\I'll ask him what's wrong though.\But not for your sake. It's'cause I'm worried about him too.\And that doesn't mean I'm going to tell you anything if he tells me.\Thanks for this.\What? Ryu!\Shota, you're not going to the cafeteria? response:	You go on ahead.
context: No!\I'll ask him what's wrong though.\But not for your sake. It's'cause I'm worried about him too.\And that doesn't mean I'm going to tell you anything if he tells me.\Thanks for this.\What? Ryu!\Shota, you're not going to the cafeteria?\You go on ahead. response:	I'm gonna drop off this toolbox first then head over.
context: I'll ask him what's wrong though.\But not for your sake. It's'cause I'm worried about him too.\And that doesn't mean I'm going to tell you anything if he tells me.\Thanks for this.\What? Ryu!\Shota, you're not going to the cafeteria?\You go on ahead.\I'm gonna drop off this toolbox first then head over. response:	Thanks, Kazehaya!
context: But not for your sake. It's'cause I'm worried about him too.\And that doesn't mean I'm going to tell you anything if he tells me.\Thanks for this.\What? Ryu!\Shota, you're not going to the cafeteria?\You go on ahead.\I'm gonna drop off this toolbox first then head over.\Thanks, Kazehaya! response:	No problem.
context: And that doesn't mean I'm going to tell you anything if he tells me.\Thanks for this.\What? Ryu!\Shota, you're not going to the cafeteria?\You go on ahead.\I'm gonna drop off this toolbox first then head over.\Thanks, Kazehaya!\No problem. response:	I'm so excited for the Black Magic Cafe!
context: Thanks for this.\What? Ryu!\Shota, you're not going to the cafeteria?\You go on ahead.\I'm gonna drop off this toolbox first then head over.\Thanks, Kazehaya!\No problem.\I'm so excited for the Black Magic Cafe! response:	There's the Ask Sawako fortune-telling booth too.
context: What? Ryu!\Shota, you're not going to the cafeteria?\You go on ahead.\I'm gonna drop off this toolbox first then head over.\Thanks, Kazehaya!\No problem.\I'm so excited for the Black Magic Cafe!\There's the Ask Sawako fortune-telling booth too. response:	What's wrong?
context: Shota, you're not going to the cafeteria?\You go on ahead.\I'm gonna drop off this toolbox first then head over.\Thanks, Kazehaya!\No problem.\I'm so excited for the Black Magic Cafe!\There's the Ask Sawako fortune-telling booth too.\What's wrong? response:	I-I don't actually have any supernatural powers
context: You go on ahead.\I'm gonna drop off this toolbox first then head over.\Thanks, Kazehaya!\No problem.\I'm so excited for the Black Magic Cafe!\There's the Ask Sawako fortune-telling booth too.\What's wrong?\I-I don't actually have any supernatural powers response:	Will I really be able to help people with their problems?
context: I'm gonna drop off this toolbox first then head over.\Thanks, Kazehaya!\No problem.\I'm so excited for the Black Magic Cafe!\There's the Ask Sawako fortune-telling booth too.\What's wrong?\I-I don't actually have any supernatural powers\Will I really be able to help people with their problems? response:	Don't worry about it. Just tell them what you see.
context: Thanks, Kazehaya!\No problem.\I'm so excited for the Black Magic Cafe!\There's the Ask Sawako fortune-telling booth too.\What's wrong?\I-I don't actually have any supernatural powers\Will I really be able to help people with their problems?\Don't worry about it. Just tell them what you see. response:	Yeah, you're really good at that!
context: No problem.\I'm so excited for the Black Magic Cafe!\There's the Ask Sawako fortune-telling booth too.\What's wrong?\I-I don't actually have any supernatural powers\Will I really be able to help people with their problems?\Don't worry about it. Just tell them what you see.\Yeah, you're really good at that! response:	I-I'll do my best!
context: I'm so excited for the Black Magic Cafe!\There's the Ask Sawako fortune-telling booth too.\What's wrong?\I-I don't actually have any supernatural powers\Will I really be able to help people with their problems?\Don't worry about it. Just tell them what you see.\Yeah, you're really good at that!\I-I'll do my best! response:	I could make tea with a blend of perilla and Thunberg's geranium
context: There's the Ask Sawako fortune-telling booth too.\What's wrong?\I-I don't actually have any supernatural powers\Will I really be able to help people with their problems?\Don't worry about it. Just tell them what you see.\Yeah, you're really good at that!\I-I'll do my best!\I could make tea with a blend of perilla and Thunberg's geranium response:	Sadako.
context: What's wrong?\I-I don't actually have any supernatural powers\Will I really be able to help people with their problems?\Don't worry about it. Just tell them what you see.\Yeah, you're really good at that!\I-I'll do my best!\I could make tea with a blend of perilla and Thunberg's geranium\Sadako. response:	Teacher!
context: I-I don't actually have any supernatural powers\Will I really be able to help people with their problems?\Don't worry about it. Just tell them what you see.\Yeah, you're really good at that!\I-I'll do my best!\I could make tea with a blend of perilla and Thunberg's geranium\Sadako.\Teacher! response:	I want to have a talk with you. Are you free now?
context: Will I really be able to help people with their problems?\Don't worry about it. Just tell them what you see.\Yeah, you're really good at that!\I-I'll do my best!\I could make tea with a blend of perilla and Thunberg's geranium\Sadako.\Teacher!\I want to have a talk with you. Are you free now? response:	I am an amazing man
context: Don't worry about it. Just tell them what you see.\Yeah, you're really good at that!\I-I'll do my best!\I could make tea with a blend of perilla and Thunberg's geranium\Sadako.\Teacher!\I want to have a talk with you. Are you free now?\I am an amazing man response:	I am an amazing man
context: Yeah, you're really good at that!\I-I'll do my best!\I could make tea with a blend of perilla and Thunberg's geranium\Sadako.\Teacher!\I want to have a talk with you. Are you free now?\I am an amazing man\I am an amazing man response:	I'm not letting you sleep tonight either!
context: I-I'll do my best!\I could make tea with a blend of perilla and Thunberg's geranium\Sadako.\Teacher!\I want to have a talk with you. Are you free now?\I am an amazing man\I am an amazing man\I'm not letting you sleep tonight either! response:	Shota!
context: I could make tea with a blend of perilla and Thunberg's geranium\Sadako.\Teacher!\I want to have a talk with you. Are you free now?\I am an amazing man\I am an amazing man\I'm not letting you sleep tonight either!\Shota! response:	Here.
context: Sadako.\Teacher!\I want to have a talk with you. Are you free now?\I am an amazing man\I am an amazing man\I'm not letting you sleep tonight either!\Shota!\Here. response:	Coming!
context: Teacher!\I want to have a talk with you. Are you free now?\I am an amazing man\I am an amazing man\I'm not letting you sleep tonight either!\Shota!\Here.\Coming! response:	I'll keep what Chizuru said in mind.
context: I want to have a talk with you. Are you free now?\I am an amazing man\I am an amazing man\I'm not letting you sleep tonight either!\Shota!\Here.\Coming!\I'll keep what Chizuru said in mind. response:	So in the end, did you decide to confront her or not?
context: I am an amazing man\I am an amazing man\I'm not letting you sleep tonight either!\Shota!\Here.\Coming!\I'll keep what Chizuru said in mind.\So in the end, did you decide to confront her or not? response:	Your soup
context: I am an amazing man\I'm not letting you sleep tonight either!\Shota!\Here.\Coming!\I'll keep what Chizuru said in mind.\So in the end, did you decide to confront her or not?\Your soup response:	Where'd that come from?!
context: I'm not letting you sleep tonight either!\Shota!\Here.\Coming!\I'll keep what Chizuru said in mind.\So in the end, did you decide to confront her or not?\Your soup\Where'd that come from?! response:	I was just wondering what's wrong.
context: Shota!\Here.\Coming!\I'll keep what Chizuru said in mind.\So in the end, did you decide to confront her or not?\Your soup\Where'd that come from?!\I was just wondering what's wrong. response:	I don't know how I should treat her anymore.
context: Here.\Coming!\I'll keep what Chizuru said in mind.\So in the end, did you decide to confront her or not?\Your soup\Where'd that come from?!\I was just wondering what's wrong.\I don't know how I should treat her anymore. response:	I've always acted however I liked around her.
context: Coming!\I'll keep what Chizuru said in mind.\So in the end, did you decide to confront her or not?\Your soup\Where'd that come from?!\I was just wondering what's wrong.\I don't know how I should treat her anymore.\I've always acted however I liked around her. response:	I can't say I did that for her sake.
context: I'll keep what Chizuru said in mind.\So in the end, did you decide to confront her or not?\Your soup\Where'd that come from?!\I was just wondering what's wrong.\I don't know how I should treat her anymore.\I've always acted however I liked around her.\I can't say I did that for her sake. response:	Some of the things I did probably bothered her.
context: So in the end, did you decide to confront her or not?\Your soup\Where'd that come from?!\I was just wondering what's wrong.\I don't know how I should treat her anymore.\I've always acted however I liked around her.\I can't say I did that for her sake.\Some of the things I did probably bothered her. response:	And when I think of that, I just don't know what to do anymore.
context: Your soup\Where'd that come from?!\I was just wondering what's wrong.\I don't know how I should treat her anymore.\I've always acted however I liked around her.\I can't say I did that for her sake.\Some of the things I did probably bothered her.\And when I think of that, I just don't know what to do anymore. response:	Then I think I could just ask her
context: Where'd that come from?!\I was just wondering what's wrong.\I don't know how I should treat her anymore.\I've always acted however I liked around her.\I can't say I did that for her sake.\Some of the things I did probably bothered her.\And when I think of that, I just don't know what to do anymore.\Then I think I could just ask her response:	You're not going to?
context: I was just wondering what's wrong.\I don't know how I should treat her anymore.\I've always acted however I liked around her.\I can't say I did that for her sake.\Some of the things I did probably bothered her.\And when I think of that, I just don't know what to do anymore.\Then I think I could just ask her\You're not going to? response:	Do you think she'd actually say something's bothering her?
context: I don't know how I should treat her anymore.\I've always acted however I liked around her.\I can't say I did that for her sake.\Some of the things I did probably bothered her.\And when I think of that, I just don't know what to do anymore.\Then I think I could just ask her\You're not going to?\Do you think she'd actually say something's bothering her? response:	Probably not.
context: I've always acted however I liked around her.\I can't say I did that for her sake.\Some of the things I did probably bothered her.\And when I think of that, I just don't know what to do anymore.\Then I think I could just ask her\You're not going to?\Do you think she'd actually say something's bothering her?\Probably not. response:	See?
context: I can't say I did that for her sake.\Some of the things I did probably bothered her.\And when I think of that, I just don't know what to do anymore.\Then I think I could just ask her\You're not going to?\Do you think she'd actually say something's bothering her?\Probably not.\See? response:	Well, looky here. It's Shota!
context: Some of the things I did probably bothered her.\And when I think of that, I just don't know what to do anymore.\Then I think I could just ask her\You're not going to?\Do you think she'd actually say something's bothering her?\Probably not.\See?\Well, looky here. It's Shota! response:	Sitting all the way over here, calmly eating his lunch.
context: And when I think of that, I just don't know what to do anymore.\Then I think I could just ask her\You're not going to?\Do you think she'd actually say something's bothering her?\Probably not.\See?\Well, looky here. It's Shota!\Sitting all the way over here, calmly eating his lunch. response:	Is there something wrong with that?
context: Then I think I could just ask her\You're not going to?\Do you think she'd actually say something's bothering her?\Probably not.\See?\Well, looky here. It's Shota!\Sitting all the way over here, calmly eating his lunch.\Is there something wrong with that? response:	Is it really okay?
context: You're not going to?\Do you think she'd actually say something's bothering her?\Probably not.\See?\Well, looky here. It's Shota!\Sitting all the way over here, calmly eating his lunch.\Is there something wrong with that?\Is it really okay? response:	Your lover's cheating on you at the moment!
context: Do you think she'd actually say something's bothering her?\Probably not.\See?\Well, looky here. It's Shota!\Sitting all the way over here, calmly eating his lunch.\Is there something wrong with that?\Is it really okay?\Your lover's cheating on you at the moment! response:	With Kent Miura.
context: Probably not.\See?\Well, looky here. It's Shota!\Sitting all the way over here, calmly eating his lunch.\Is there something wrong with that?\Is it really okay?\Your lover's cheating on you at the moment!\With Kent Miura. response:	You've got it wrong.
context: See?\Well, looky here. It's Shota!\Sitting all the way over here, calmly eating his lunch.\Is there something wrong with that?\Is it really okay?\Your lover's cheating on you at the moment!\With Kent Miura.\You've got it wrong. response:	That's not cheating and we're not together.
context: Well, looky here. It's Shota!\Sitting all the way over here, calmly eating his lunch.\Is there something wrong with that?\Is it really okay?\Your lover's cheating on you at the moment!\With Kent Miura.\You've got it wrong.\That's not cheating and we're not together. response:	What?
context: Sitting all the way over here, calmly eating his lunch.\Is there something wrong with that?\Is it really okay?\Your lover's cheating on you at the moment!\With Kent Miura.\You've got it wrong.\That's not cheating and we're not together.\What? response:	Then that means
context: Is there something wrong with that?\Is it really okay?\Your lover's cheating on you at the moment!\With Kent Miura.\You've got it wrong.\That's not cheating and we're not together.\What?\Then that means response:	Y-You were rejected?
context: Is it really okay?\Your lover's cheating on you at the moment!\With Kent Miura.\You've got it wrong.\That's not cheating and we're not together.\What?\Then that means\Y-You were rejected? response:	You were rejected!
context: Your lover's cheating on you at the moment!\With Kent Miura.\You've got it wrong.\That's not cheating and we're not together.\What?\Then that means\Y-You were rejected?\You were rejected! response:	I was not!
context: With Kent Miura.\You've got it wrong.\That's not cheating and we're not together.\What?\Then that means\Y-You were rejected?\You were rejected!\I was not! response:	Then you haven't even confessed to her yet, is that it?
context: You've got it wrong.\That's not cheating and we're not together.\What?\Then that means\Y-You were rejected?\You were rejected!\I was not!\Then you haven't even confessed to her yet, is that it? response:	You should just tell her how you feel!
context: That's not cheating and we're not together.\What?\Then that means\Y-You were rejected?\You were rejected!\I was not!\Then you haven't even confessed to her yet, is that it?\You should just tell her how you feel! response:	Sing out your love to her under the majestic sun.
context: What?\Then that means\Y-You were rejected?\You were rejected!\I was not!\Then you haven't even confessed to her yet, is that it?\You should just tell her how you feel!\Sing out your love to her under the majestic sun. response:	Work up your small, insect-like courage and confess your love from the top of the jungle gym!
context: Then that means\Y-You were rejected?\You were rejected!\I was not!\Then you haven't even confessed to her yet, is that it?\You should just tell her how you feel!\Sing out your love to her under the majestic sun.\Work up your small, insect-like courage and confess your love from the top of the jungle gym! response:	Why does this guy know so much?!
context: Y-You were rejected?\You were rejected!\I was not!\Then you haven't even confessed to her yet, is that it?\You should just tell her how you feel!\Sing out your love to her under the majestic sun.\Work up your small, insect-like courage and confess your love from the top of the jungle gym!\Why does this guy know so much?! response:	That was delicious.
context: You were rejected!\I was not!\Then you haven't even confessed to her yet, is that it?\You should just tell her how you feel!\Sing out your love to her under the majestic sun.\Work up your small, insect-like courage and confess your love from the top of the jungle gym!\Why does this guy know so much?!\That was delicious. response:	Time for lunch.
context: I was not!\Then you haven't even confessed to her yet, is that it?\You should just tell her how you feel!\Sing out your love to her under the majestic sun.\Work up your small, insect-like courage and confess your love from the top of the jungle gym!\Why does this guy know so much?!\That was delicious.\Time for lunch. response:	What, you're already done, Ryu?
context: Then you haven't even confessed to her yet, is that it?\You should just tell her how you feel!\Sing out your love to her under the majestic sun.\Work up your small, insect-like courage and confess your love from the top of the jungle gym!\Why does this guy know so much?!\That was delicious.\Time for lunch.\What, you're already done, Ryu? response:	Especially when Kuronuma probably knows nothing at all.
context: You should just tell her how you feel!\Sing out your love to her under the majestic sun.\Work up your small, insect-like courage and confess your love from the top of the jungle gym!\Why does this guy know so much?!\That was delicious.\Time for lunch.\What, you're already done, Ryu?\Especially when Kuronuma probably knows nothing at all. response:	Or wait. It's possible that she does know but just finds it annoying.
context: Sing out your love to her under the majestic sun.\Work up your small, insect-like courage and confess your love from the top of the jungle gym!\Why does this guy know so much?!\That was delicious.\Time for lunch.\What, you're already done, Ryu?\Especially when Kuronuma probably knows nothing at all.\Or wait. It's possible that she does know but just finds it annoying. response:	I really don't understand her.
context: Work up your small, insect-like courage and confess your love from the top of the jungle gym!\Why does this guy know so much?!\That was delicious.\Time for lunch.\What, you're already done, Ryu?\Especially when Kuronuma probably knows nothing at all.\Or wait. It's possible that she does know but just finds it annoying.\I really don't understand her. response:	So what? Of course you don't.
context: Why does this guy know so much?!\That was delicious.\Time for lunch.\What, you're already done, Ryu?\Especially when Kuronuma probably knows nothing at all.\Or wait. It's possible that she does know but just finds it annoying.\I really don't understand her.\So what? Of course you don't. response:	Who do you think you are?
context: That was delicious.\Time for lunch.\What, you're already done, Ryu?\Especially when Kuronuma probably knows nothing at all.\Or wait. It's possible that she does know but just finds it annoying.\I really don't understand her.\So what? Of course you don't.\Who do you think you are? response:	Yeah
context: Time for lunch.\What, you're already done, Ryu?\Especially when Kuronuma probably knows nothing at all.\Or wait. It's possible that she does know but just finds it annoying.\I really don't understand her.\So what? Of course you don't.\Who do you think you are?\Yeah response:	Where did you say they were?
context: What, you're already done, Ryu?\Especially when Kuronuma probably knows nothing at all.\Or wait. It's possible that she does know but just finds it annoying.\I really don't understand her.\So what? Of course you don't.\Who do you think you are?\Yeah\Where did you say they were? response:	What?
context: Especially when Kuronuma probably knows nothing at all.\Or wait. It's possible that she does know but just finds it annoying.\I really don't understand her.\So what? Of course you don't.\Who do you think you are?\Yeah\Where did you say they were?\What? response:	Where's Kuronuma?
context: Or wait. It's possible that she does know but just finds it annoying.\I really don't understand her.\So what? Of course you don't.\Who do you think you are?\Yeah\Where did you say they were?\What?\Where's Kuronuma? response:	She's by that weird garden
context: I really don't understand her.\So what? Of course you don't.\Who do you think you are?\Yeah\Where did you say they were?\What?\Where's Kuronuma?\She's by that weird garden response:	Hey!
context: So what? Of course you don't.\Who do you think you are?\Yeah\Where did you say they were?\What?\Where's Kuronuma?\She's by that weird garden\Hey! response:	It seems like you're fitting in really well. I'm so glad, Sadako.
context: Who do you think you are?\Yeah\Where did you say they were?\What?\Where's Kuronuma?\She's by that weird garden\Hey!\It seems like you're fitting in really well. I'm so glad, Sadako. response:	Fitting in? Me?
context: Yeah\Where did you say they were?\What?\Where's Kuronuma?\She's by that weird garden\Hey!\It seems like you're fitting in really well. I'm so glad, Sadako.\Fitting in? Me? response:	Seeing her life flash before her eyes
context: Where did you say they were?\What?\Where's Kuronuma?\She's by that weird garden\Hey!\It seems like you're fitting in really well. I'm so glad, Sadako.\Fitting in? Me?\Seeing her life flash before her eyes response:	I-Is this what fitting in is like?
context: What?\Where's Kuronuma?\She's by that weird garden\Hey!\It seems like you're fitting in really well. I'm so glad, Sadako.\Fitting in? Me?\Seeing her life flash before her eyes\I-Is this what fitting in is like? response:	I've only ever seen it in my dreams!
context: Where's Kuronuma?\She's by that weird garden\Hey!\It seems like you're fitting in really well. I'm so glad, Sadako.\Fitting in? Me?\Seeing her life flash before her eyes\I-Is this what fitting in is like?\I've only ever seen it in my dreams! response:	Did you just notice?
context: She's by that weird garden\Hey!\It seems like you're fitting in really well. I'm so glad, Sadako.\Fitting in? Me?\Seeing her life flash before her eyes\I-Is this what fitting in is like?\I've only ever seen it in my dreams!\Did you just notice? response:	You're no longer an outcast.
context: Hey!\It seems like you're fitting in really well. I'm so glad, Sadako.\Fitting in? Me?\Seeing her life flash before her eyes\I-Is this what fitting in is like?\I've only ever seen it in my dreams!\Did you just notice?\You're no longer an outcast. response:	See, even without Kazehaya's help, you're totally fine!
context: It seems like you're fitting in really well. I'm so glad, Sadako.\Fitting in? Me?\Seeing her life flash before her eyes\I-Is this what fitting in is like?\I've only ever seen it in my dreams!\Did you just notice?\You're no longer an outcast.\See, even without Kazehaya's help, you're totally fine! response:	Aren't you happy?
context: Fitting in? Me?\Seeing her life flash before her eyes\I-Is this what fitting in is like?\I've only ever seen it in my dreams!\Did you just notice?\You're no longer an outcast.\See, even without Kazehaya's help, you're totally fine!\Aren't you happy? response:	Or did you always want to be an outcast so that Kazehaya would help you?
context: Seeing her life flash before her eyes\I-Is this what fitting in is like?\I've only ever seen it in my dreams!\Did you just notice?\You're no longer an outcast.\See, even without Kazehaya's help, you're totally fine!\Aren't you happy?\Or did you always want to be an outcast so that Kazehaya would help you? response:	No
context: I-Is this what fitting in is like?\I've only ever seen it in my dreams!\Did you just notice?\You're no longer an outcast.\See, even without Kazehaya's help, you're totally fine!\Aren't you happy?\Or did you always want to be an outcast so that Kazehaya would help you?\No response:	It's always been my goal...
context: I've only ever seen it in my dreams!\Did you just notice?\You're no longer an outcast.\See, even without Kazehaya's help, you're totally fine!\Aren't you happy?\Or did you always want to be an outcast so that Kazehaya would help you?\No\It's always been my goal... response:	Can I play too?
context: Did you just notice?\You're no longer an outcast.\See, even without Kazehaya's help, you're totally fine!\Aren't you happy?\Or did you always want to be an outcast so that Kazehaya would help you?\No\It's always been my goal...\Can I play too? response:	Good morning.
context: You're no longer an outcast.\See, even without Kazehaya's help, you're totally fine!\Aren't you happy?\Or did you always want to be an outcast so that Kazehaya would help you?\No\It's always been my goal...\Can I play too?\Good morning. response:	It's something I've always longed for.
context: See, even without Kazehaya's help, you're totally fine!\Aren't you happy?\Or did you always want to be an outcast so that Kazehaya would help you?\No\It's always been my goal...\Can I play too?\Good morning.\It's something I've always longed for. response:	But
context: Aren't you happy?\Or did you always want to be an outcast so that Kazehaya would help you?\No\It's always been my goal...\Can I play too?\Good morning.\It's something I've always longed for.\But response:	Kuronuma.
context: Or did you always want to be an outcast so that Kazehaya would help you?\No\It's always been my goal...\Can I play too?\Good morning.\It's something I've always longed for.\But\Kuronuma. response:	Because he's always treated me so normally,
context: No\It's always been my goal...\Can I play too?\Good morning.\It's something I've always longed for.\But\Kuronuma.\Because he's always treated me so normally, response:	I forgot all about it.
context: It's always been my goal...\Can I play too?\Good morning.\It's something I've always longed for.\But\Kuronuma.\Because he's always treated me so normally,\I forgot all about it. response:	He only cares about you because you look so depressed all the time!
context: Can I play too?\Good morning.\It's something I've always longed for.\But\Kuronuma.\Because he's always treated me so normally,\I forgot all about it.\He only cares about you because you look so depressed all the time! response:	He just cared about me because I seemed depressed.
context: Good morning.\It's something I've always longed for.\But\Kuronuma.\Because he's always treated me so normally,\I forgot all about it.\He only cares about you because you look so depressed all the time!\He just cared about me because I seemed depressed. response:	I guess that's true.
